Sistema de suministro de agua, código	Sistema de suministro de agua	Viviendas con agua corriente	Número de viviendas	Municipio codigo	Municipio nombre
1	Agua corriente por abastecimiento público	311,8742062459	311,8742062459	50241	Saviñán
1	Agua corriente por abastecimiento público	49,4711977154	49,4711977154	50242	Sediles
1	Agua corriente por abastecimiento público	167,1806198261	167,1806198261	50243	Sestrica
1	Agua corriente por abastecimiento público	120,2515334175	120,2515334175	50244	Sierra de Luna
1	Agua corriente por abastecimiento público	49,402426653	49,402426653	50245	Sigüés
1	Agua corriente por abastecimiento público	23,8838499664	23,8838499664	50246	Sisamón
1	Agua corriente por abastecimiento público	351,3991426553	351,3991426553	50247	Sobradiel
1	Agua corriente por abastecimiento público	286,7224498487	286,7224498487	50248	Sos del Rey Católico
1	Agua corriente por abastecimiento público	163,2805458637	163,2805458637	50249	Tabuenca
1	Agua corriente por abastecimiento público	31,9120457272	31,9120457272	50250	Talamantes
1	Agua corriente por abastecimiento público	4353,1565256216	4353,1565256216	50251	Tarazona
1	Agua corriente por abastecimiento público	2748,454234634	2748,454234634	50252	Tauste
1	Agua corriente por abastecimiento público	213,5823787056	213,5823787056	50253	Terrer
1	Agua corriente por abastecimiento público	79,3619761531	79,3619761531	50254	Tierga
1	Agua corriente por abastecimiento público	110,9305178757	110,9305178757	50255	Tobed
1	Agua corriente por abastecimiento público	39,7700649908	39,7700649908	50256	Torralba de los Frailes
1	Agua corriente por abastecimiento público	96,6392750198	96,6392750198	50257	Torralba de Ribota
1	Agua corriente por abastecimiento público	33,1214564775	33,1214564775	50258	Torralbilla
1	Agua corriente por abastecimiento público	20,25	20,25	50259	Torrehermosa
1	Agua corriente por abastecimiento público	22,1202329793	22,1202329793	50260	Torrelapaja
1	Agua corriente por abastecimiento público	129,4723608083	129,4723608083	50261	Torrellas
1	Agua corriente por abastecimiento público	618,926257262	618,926257262	50262	Torres de Berrellén
1	Agua corriente por abastecimiento público	128,8999550186	128,8999550186	50263	Torrijo de la Cañada
1	Agua corriente por abastecimiento público	104,5131637678	104,5131637678	50264	Tosos
1	Agua corriente por abastecimiento público	34,6005414286	34,6005414286	50265	Trasmoz
1	Agua corriente por abastecimiento público	75,6270914807	75,6270914807	50266	Trasobares
1	Agua corriente por abastecimiento público	290,1803270972	290,1803270972	50267	Uncastillo
1	Agua corriente por abastecimiento público	28,3250028037	28,3250028037	50268	Undués de Lerda
1	Agua corriente por abastecimiento público	155,4615679137	155,4615679137	50269	Urrea de Jalón
1	Agua corriente por abastecimiento público	18,1567616381	18,1567616381	50270	Urriés
1	Agua corriente por abastecimiento público	130,7353071363	130,7353071363	50271	Used
1	Agua corriente por abastecimiento público	6643,9383173137	6643,9383173137	50272	Utebo
1	Agua corriente por abastecimiento público	20,283004186	20,283004186	50273	Valdehorna
1	Agua corriente por abastecimiento público	36,5364694277	36,5364694277	50274	Val de San Martín
1	Agua corriente por abastecimiento público	50,4225100753	50,4225100753	50275	Valmadrid
1	Agua corriente por abastecimiento público	67,1859143312	67,1859143312	50276	Valpalmas
1	Agua corriente por abastecimiento público	52,501256987	52,501256987	50277	Valtorres
1	Agua corriente por abastecimiento público	111,2565816905	111,2565816905	50278	Velilla de Ebro
1	Agua corriente por abastecimiento público	39,7047989068	39,7047989068	50279	Velilla de Jiloca
1	Agua corriente por abastecimiento público	163,4590516465	163,4590516465	50280	Vera de Moncayo
1	Agua corriente por abastecimiento público	41,5553731604	41,5553731604	50281	Vierlas
1	Agua corriente por abastecimiento público	59,8238350322	59,8238350322	50282	Vilueña (La)
1	Agua corriente por abastecimiento público	40,9351650385	40,9351650385	50283	Villadoz
1	Agua corriente por abastecimiento público	85,2703304743	85,2703304743	50284	Villafeliche
1	Agua corriente por abastecimiento público	328,4166732417	328,4166732417	50285	Villafranca de Ebro
1	Agua corriente por abastecimiento público	44,867496441	44,867496441	50286	Villalba de Perejil
1	Agua corriente por abastecimiento público	137,3495136669	137,3495136669	50287	Villalengua
1	Agua corriente por abastecimiento público	1683,9869460198	1683,9869460198	50288	Villanueva de Gállego
1	Agua corriente por abastecimiento público	28,9977754194	28,9977754194	50289	Villanueva de Jiloca
1	Agua corriente por abastecimiento público	262,9908675853	262,9908675853	50290	Villanueva de Huerva
1	Agua corriente por abastecimiento público	60,64021487	60,64021487	50291	Villar de los Navarros
1	Agua corriente por abastecimiento público	98,1488500122	98,1488500122	50292	Villarreal de Huerva
1	Agua corriente por abastecimiento público	244,0133448469	244,0133448469	50293	Villarroya de la Sierra
1	Agua corriente por abastecimiento público	38,914345393	38,914345393	50294	Villarroya del Campo
1	Agua corriente por abastecimiento público	27,6797706302	27,6797706302	50295	Vistabella
1	Agua corriente por abastecimiento público	191,70696644	191,70696644	50296	Zaida (La)
1	Agua corriente por abastecimiento público	271858,26832692	271858,26832692	50297	Zaragoza
1	Agua corriente por abastecimiento público	2965,5383065598	2965,5383065598	50298	Zuera
1	Agua corriente por abastecimiento público	87,4003640454	87,4003640454	50901	Biel
1	Agua corriente por abastecimiento público	42,6291133712	42,6291133712	50902	Marracos
1	Agua corriente por abastecimiento público	1021,6205228997	1021,6205228997	50903	Villamayor de Gállego
2	Agua corriente por abastecimiento privado o particular del edificio	3,8261325441	3,8261325441	22001	Abiego
2	Agua corriente por abastecimiento privado o particular del edificio	4,3370381053	4,3370381053	22003	Adahuesca
2	Agua corriente por abastecimiento privado o particular del edificio	9,9592843001	9,9592843001	22006	Aísa
2	Agua corriente por abastecimiento privado o particular del edificio	26,1379124018	26,1379124018	22009	Albelda
2	Agua corriente por abastecimiento privado o particular del edificio	1,4858876791	1,4858876791	22014	Alcalá de Gurrea
2	Agua corriente por abastecimiento privado o particular del edificio	3,8635126331	3,8635126331	22016	Alcampell
2	Agua corriente por abastecimiento privado o particular del edificio	5,6481959197	5,6481959197	22018	Alcubierre
2	Agua corriente por abastecimiento privado o particular del edificio	2,2138791055	2,2138791055	22020	Alfántega
2	Agua corriente por abastecimiento privado o particular del edificio	5,2385400465	5,2385400465	22021	Almudévar
2	Agua corriente por abastecimiento privado o particular del edificio	0,9135227958	0,9135227958	22023	Almuniente
2	Agua corriente por abastecimiento privado o particular del edificio	4,6463701595	4,6463701595	22024	Alquézar
2	Agua corriente por abastecimiento privado o particular del edificio	33,7450572709	33,7450572709	22025	Altorricón
2	Agua corriente por abastecimiento privado o particular del edificio	1,1996365891	1,1996365891	22028	Ansó
2	Agua corriente por abastecimiento privado o particular del edificio	1,4394359215	1,4394359215	22032	Aragüés del Puerto
2	Agua corriente por abastecimiento privado o particular del edificio	7,9080885487	7,9080885487	22035	Arén
2	Agua corriente por abastecimiento privado o particular del edificio	3,5492191357	3,5492191357	22036	Argavieso
2	Agua corriente por abastecimiento privado o particular del edificio	3,7080239943	3,7080239943	22039	Ayerbe
2	Agua corriente por abastecimiento privado o particular del edificio	2,5111253728	2,5111253728	22041	Azara
2	Agua corriente por abastecimiento privado o particular del edificio	2,6531511451	2,6531511451	22043	Baells
2	Agua corriente por abastecimiento privado o particular del edificio	1,1103790442	1,1103790442	22045	Baldellou
2	Agua corriente por abastecimiento privado o particular del edificio	1,6871053496	1,6871053496	22047	Banastás
2	Agua corriente por abastecimiento privado o particular del edificio	230,526980249	230,526980249	22048	Barbastro
2	Agua corriente por abastecimiento privado o particular del edificio	4,3628755817	4,3628755817	22051	Bárcabo
2	Agua corriente por abastecimiento privado o particular del edificio	25,018436671	25,018436671	22052	Belver de Cinca
2	Agua corriente por abastecimiento privado o particular del edificio	16,3729354723	16,3729354723	22053	Benabarre
2	Agua corriente por abastecimiento privado o particular del edificio	33,2262824	33,2262824	22054	Benasque
2	Agua corriente por abastecimiento privado o particular del edificio	3,4187271313	3,4187271313	22055	Berbegal
2	Agua corriente por abastecimiento privado o particular del edificio	6,5907028807	6,5907028807	22060	Binaced
2	Agua corriente por abastecimiento privado o particular del edificio	111,5216761049	111,5216761049	22061	Binéfar
2	Agua corriente por abastecimiento privado o particular del edificio	8,025407987	8,025407987	22066	Boltaña
2	Agua corriente por abastecimiento privado o particular del edificio	2,3954821163	2,3954821163	22067	Bonansa
2	Agua corriente por abastecimiento privado o particular del edificio	4,1152217621	4,1152217621	22075	Camporrells
2	Agua corriente por abastecimiento privado o particular del edificio	4,7483019563	4,7483019563	22076	Canal de Berdún
2	Agua corriente por abastecimiento privado o particular del edificio	1,3938529789	1,3938529789	22077	Candasnos
2	Agua corriente por abastecimiento privado o particular del edificio	8,2433285481	8,2433285481	22078	Canfranc
2	Agua corriente por abastecimiento privado o particular del edificio	3,7420687774	3,7420687774	22079	Capdesaso
2	Agua corriente por abastecimiento privado o particular del edificio	6,1387826331	6,1387826331	22080	Capella
2	Agua corriente por abastecimiento privado o particular del edificio	1,4500188072	1,4500188072	22082	Castejón del Puente
2	Agua corriente por abastecimiento privado o particular del edificio	3,3253035862	3,3253035862	22086	Castiello de Jaca
2	Agua corriente por abastecimiento privado o particular del edificio	12,5535343221	12,5535343221	22087	Castigaleu
2	Agua corriente por abastecimiento privado o particular del edificio	3,3172991163	3,3172991163	22088	Castillazuelo
2	Agua corriente por abastecimiento privado o particular del edificio	1,7863515145	1,7863515145	22094	Chalamera
2	Agua corriente por abastecimiento privado o particular del edificio	2,4662217682	2,4662217682	22099	Esplús
2	Agua corriente por abastecimiento privado o particular del edificio	2,203714975	2,203714975	22103	Estadilla
2	Agua corriente por abastecimiento privado o particular del edificio	3,2557288872	3,2557288872	22105	Estopiñán del Castillo
2	Agua corriente por abastecimiento privado o particular del edificio	2,6276276924	2,6276276924	22109	Fiscal
2	Agua corriente por abastecimiento privado o particular del edificio	200,8468605239	200,8468605239	22112	Fraga
2	Agua corriente por abastecimiento privado o particular del edificio	7,2124767306	7,2124767306	22113	Fueva (La)
2	Agua corriente por abastecimiento privado o particular del edificio	13,874991049	13,874991049	22115	Grado (El)
2	Agua corriente por abastecimiento privado o particular del edificio	4,1576185341	4,1576185341	22116	Grañén
2	Agua corriente por abastecimiento privado o particular del edificio	75,1870641557	75,1870641557	22117	Graus
2	Agua corriente por abastecimiento privado o particular del edificio	0,8396857883	0,8396857883	22124	Huerto
2	Agua corriente por abastecimiento privado o particular del edificio	290,9075966296	290,9075966296	22125	Huesca
2	Agua corriente por abastecimiento privado o particular del edificio	0,6876670522	0,6876670522	22127	Igriés
2	Agua corriente por abastecimiento privado o particular del edificio	4,1514369993	4,1514369993	22128	Ilche
2	Agua corriente por abastecimiento privado o particular del edificio	16,5342216416	16,5342216416	22129	Isábena
2	Agua corriente por abastecimiento privado o particular del edificio	98,856512635	98,856512635	22130	Jaca
2	Agua corriente por abastecimiento privado o particular del edificio	1,4878156189	1,4878156189	22133	Labuerda
2	Agua corriente por abastecimiento privado o particular del edificio	1,7866156507	1,7866156507	22135	Laluenga
2	Agua corriente por abastecimiento privado o particular del edificio	4,2299247831	4,2299247831	22136	Lalueza
2	Agua corriente por abastecimiento privado o particular del edificio	3,9844851732	3,9844851732	22142	Lascuarre
2	Agua corriente por abastecimiento privado o particular del edificio	1,9668038082	1,9668038082	22149	Loarre
2	Agua corriente por abastecimiento privado o particular del edificio	16,8903746309	16,8903746309	22155	Monesma y Cajigar
2	Agua corriente por abastecimiento privado o particular del edificio	2,546872026	2,546872026	22156	Monflorite-Lascasas
2	Agua corriente por abastecimiento privado o particular del edificio	2,1215311452	2,1215311452	22157	Montanuy
2	Agua corriente por abastecimiento privado o particular del edificio	89,6188954008	89,6188954008	22158	Monzón
2	Agua corriente por abastecimiento privado o particular del edificio	2,7709108245	2,7709108245	22160	Naval
2	Agua corriente por abastecimiento privado o particular del edificio	6,2144016468	6,2144016468	22163	Nueno
2	Agua corriente por abastecimiento privado o particular del edificio	3,8225978616	3,8225978616	22170	Panticosa
2	Agua corriente por abastecimiento privado o particular del edificio	3,1108858164	3,1108858164	22172	Peñalba
2	Agua corriente por abastecimiento privado o particular del edificio	16,0829453948	16,0829453948	22173	Peñas de Riglos (Las)
2	Agua corriente por abastecimiento privado o particular del edificio	2,2095337656	2,2095337656	22188	Puente de Montañana
2	Agua corriente por abastecimiento privado o particular del edificio	2,0361130414	2,0361130414	22189	Puértolas
2	Agua corriente por abastecimiento privado o particular del edificio	4,2844120343	4,2844120343	22190	Pueyo de Araguás (El)
2	Agua corriente por abastecimiento privado o particular del edificio	72,1360721231	72,1360721231	22199	Sabiñánigo
2	Agua corriente por abastecimiento privado o particular del edificio	1,2249161442	1,2249161442	22201	Salas Altas
2	Agua corriente por abastecimiento privado o particular del edificio	35,564166632	35,564166632	22204	Sallent de Gállego
2	Agua corriente por abastecimiento privado o particular del edificio	11,0527064082	11,0527064082	22205	San Esteban de Litera
2	Agua corriente por abastecimiento privado o particular del edificio	1,301607929	1,301607929	22208	Santa Cilia
2	Agua corriente por abastecimiento privado o particular del edificio	3,6551359853	3,6551359853	22209	Santa Cruz de la Serós
2	Agua corriente por abastecimiento privado o particular del edificio	3,0402698653	3,0402698653	22212	Santaliestra y San Quílez
2	Agua corriente por abastecimiento privado o particular del edificio	32,8042552749	32,8042552749	22213	Sariñena
2	Agua corriente por abastecimiento privado o particular del edificio	2,3756179176	2,3756179176	22214	Secastilla
2	Agua corriente por abastecimiento privado o particular del edificio	4,0094089678	4,0094089678	22215	Seira
2	Agua corriente por abastecimiento privado o particular del edificio	6,0128848798	6,0128848798	22222	Siétamo
2	Agua corriente por abastecimiento privado o particular del edificio	0,9692522828	0,9692522828	22223	Sopeira
2	Agua corriente por abastecimiento privado o particular del edificio	14,8628405069	14,8628405069	22225	Tamarite de Litera
2	Agua corriente por abastecimiento privado o particular del edificio	1,6925975464	1,6925975464	22227	Tella-Sin
2	Agua corriente por abastecimiento privado o particular del edificio	2,6102518646	2,6102518646	22228	Tierz
2	Agua corriente por abastecimiento privado o particular del edificio	1,6176854524	1,6176854524	22229	Tolva
2	Agua corriente por abastecimiento privado o particular del edificio	3,7743671116	3,7743671116	22230	Torla
2	Agua corriente por abastecimiento privado o particular del edificio	1,0590406433	1,0590406433	22233	Torre la Ribera
2	Agua corriente por abastecimiento privado o particular del edificio	1,2003225053	1,2003225053	22245	Velilla de Cinca
2	Agua corriente por abastecimiento privado o particular del edificio	1,5879309253	1,5879309253	22246	Beranuy
2	Agua corriente por abastecimiento privado o particular del edificio	2,4027772518	2,4027772518	22247	Viacamp y Litera
2	Agua corriente por abastecimiento privado o particular del edificio	2,1677944351	2,1677944351	22253	Yésero
2	Agua corriente por abastecimiento privado o particular del edificio	5,5671385796	5,5671385796	22254	Zaidín
2	Agua corriente por abastecimiento privado o particular del edificio	4,7710231131	4,7710231131	22901	Valle de Hecho
2	Agua corriente por abastecimiento privado o particular del edificio	2,4078633443	2,4078633443	22903	San Miguel del Cinca
2	Agua corriente por abastecimiento privado o particular del edificio	12,4702454313	12,4702454313	22904	Sotonera (La)
2	Agua corriente por abastecimiento privado o particular del edificio	3,4145329216	3,4145329216	22905	Lupiñén-Ortilla
2	Agua corriente por abastecimiento privado o particular del edificio	9,7315454542	9,7315454542	22907	Aínsa-Sobrarbe
2	Agua corriente por abastecimiento privado o particular del edificio	1,3791416424	1,3791416424	22908	Hoz y Costeán
2	Agua corriente por abastecimiento privado o particular del edificio	1,6780931216	1,6780931216	22909	Vencillón
2	Agua corriente por abastecimiento privado o particular del edificio	5,0875152949	5,0875152949	44001	Ababuj
2	Agua corriente por abastecimiento privado o particular del edificio	2,1667368623	2,1667368623	44004	Aguaviva
2	Agua corriente por abastecimiento privado o particular del edificio	30,8472215642	30,8472215642	44008	Albalate del Arzobispo
2	Agua corriente por abastecimiento privado o particular del edificio	2,9395486383	2,9395486383	44010	Albentosa
2	Agua corriente por abastecimiento privado o particular del edificio	1,7494523915	1,7494523915	44011	Alcaine
2	Agua corriente por abastecimiento privado o particular del edificio	5,4280781795	5,4280781795	44012	Alcalá de la Selva
2	Agua corriente por abastecimiento privado o particular del edificio	67,059270193	67,059270193	44013	Alcañiz
2	Agua corriente por abastecimiento privado o particular del edificio	9,5270651963	9,5270651963	44014	Alcorisa
2	Agua corriente por abastecimiento privado o particular del edificio	2,1137561651	2,1137561651	44016	Alfambra
2	Agua corriente por abastecimiento privado o particular del edificio	14,0363509887	14,0363509887	44017	Aliaga
2	Agua corriente por abastecimiento privado o particular del edificio	1,5764553372	1,5764553372	44021	Allepuz
2	Agua corriente por abastecimiento privado o particular del edificio	51,697011378	51,697011378	44025	Andorra
2	Agua corriente por abastecimiento privado o particular del edificio	0,7564827956	0,7564827956	44027	Arens de Lledó
2	Agua corriente por abastecimiento privado o particular del edificio	2,8224969231	2,8224969231	44028	Argente
2	Agua corriente por abastecimiento privado o particular del edificio	1,2867750412	1,2867750412	44035	Barrachina
2	Agua corriente por abastecimiento privado o particular del edificio	2,5858391383	2,5858391383	44037	Beceite
2	Agua corriente por abastecimiento privado o particular del edificio	1,1410176838	1,1410176838	44042	Blancas
2	Agua corriente por abastecimiento privado o particular del edificio	3,072044279	3,072044279	44044	Bordón
2	Agua corriente por abastecimiento privado o particular del edificio	9,4077703631	9,4077703631	44049	Calaceite
2	Agua corriente por abastecimiento privado o particular del edificio	6,1639530424	6,1639530424	44050	Calamocha
2	Agua corriente por abastecimiento privado o particular del edificio	40,143891723	40,143891723	44051	Calanda
2	Agua corriente por abastecimiento privado o particular del edificio	1,2219336264	1,2219336264	44055	Camarillas
2	Agua corriente por abastecimiento privado o particular del edificio	12,2345086644	12,2345086644	44059	Cantavieja
2	Agua corriente por abastecimiento privado o particular del edificio	4,8984373211	4,8984373211	44060	Cañada de Benatanduz
2	Agua corriente por abastecimiento privado o particular del edificio	1,2670212557	1,2670212557	44063	Cañizar del Olivar
2	Agua corriente por abastecimiento privado o particular del edificio	1,3637408082	1,3637408082	44065	Castejón de Tornos
2	Agua corriente por abastecimiento privado o particular del edificio	1,1830799179	1,1830799179	44070	Castellar (El)
2	Agua corriente por abastecimiento privado o particular del edificio	2,5570771516	2,5570771516	44071	Castellote
2	Agua corriente por abastecimiento privado o particular del edificio	4,4096482084	4,4096482084	44086	Cretas
2	Agua corriente por abastecimiento privado o particular del edificio	1,7160931879	1,7160931879	44093	Cuevas de Almudén
2	Agua corriente por abastecimiento privado o particular del edificio	1,4204946065	1,4204946065	44094	Cuevas Labradas
2	Agua corriente por abastecimiento privado o particular del edificio	1,4590847464	1,4590847464	44096	Ejulve
2	Agua corriente por abastecimiento privado o particular del edificio	5,7221119032	5,7221119032	44099	Escucha
2	Agua corriente por abastecimiento privado o particular del edificio	0,9728826605	0,9728826605	44100	Estercuel
2	Agua corriente por abastecimiento privado o particular del edificio	4,0633083486	4,0633083486	44103	Formiche Alto
2	Agua corriente por abastecimiento privado o particular del edificio	3,1906225832	3,1906225832	44106	Fortanete
2	Agua corriente por abastecimiento privado o particular del edificio	2,226454533	2,226454533	44108	Fresneda (La)
2	Agua corriente por abastecimiento privado o particular del edificio	2,0064810449	2,0064810449	44109	Frías de Albarracín
2	Agua corriente por abastecimiento privado o particular del edificio	2,2602927624	2,2602927624	44112	Fuentes Claras
2	Agua corriente por abastecimiento privado o particular del edificio	5,9460895233	5,9460895233	44113	Fuentes de Rubielos
2	Agua corriente por abastecimiento privado o particular del edificio	1,7162473733	1,7162473733	44115	Galve
2	Agua corriente por abastecimiento privado o particular del edificio	1,1391055571	1,1391055571	44116	Gargallo
2	Agua corriente por abastecimiento privado o particular del edificio	0,8868646818	0,8868646818	44121	Gúdar
2	Agua corriente por abastecimiento privado o particular del edificio	6,5671959446	6,5671959446	44122	Híjar
2	Agua corriente por abastecimiento privado o particular del edificio	1,4354320805	1,4354320805	44123	Hinojosa de Jarque
2	Agua corriente por abastecimiento privado o particular del edificio	3,9766951394	3,9766951394	44137	Linares de Mora
2	Agua corriente por abastecimiento privado o particular del edificio	0,7247597249	0,7247597249	44141	Lledó
2	Agua corriente por abastecimiento privado o particular del edificio	0,6025245234	0,6025245234	44142	Maicas
2	Agua corriente por abastecimiento privado o particular del edificio	3,3139506129	3,3139506129	44143	Manzanera
2	Agua corriente por abastecimiento privado o particular del edificio	2,6098525774	2,6098525774	44144	Martín del Río
2	Agua corriente por abastecimiento privado o particular del edificio	17,1357590842	17,1357590842	44145	Mas de las Matas
2	Agua corriente por abastecimiento privado o particular del edificio	1,2478826144	1,2478826144	44146	Mata de los Olmos (La)
2	Agua corriente por abastecimiento privado o particular del edificio	2,2782392472	2,2782392472	44149	Mirambel
2	Agua corriente por abastecimiento privado o particular del edificio	1,0799085903	1,0799085903	44150	Miravete de la Sierra
2	Agua corriente por abastecimiento privado o particular del edificio	4,3679978786	4,3679978786	44151	Molinos
2	Agua corriente por abastecimiento privado o particular del edificio	20,3730828921	20,3730828921	44153	Monreal del Campo
2	Agua corriente por abastecimiento privado o particular del edificio	2,8694469969	2,8694469969	44155	Montalbán
2	Agua corriente por abastecimiento privado o particular del edificio	3,037967004	3,037967004	44160	Mosqueruela
2	Agua corriente por abastecimiento privado o particular del edificio	2,2521637833	2,2521637833	44169	Ojos Negros
2	Agua corriente por abastecimiento privado o particular del edificio	5,1427220322	5,1427220322	44171	Olba
2	Agua corriente por abastecimiento privado o particular del edificio	4,8715521961	4,8715521961	44174	Orihuela del Tremedal
2	Agua corriente por abastecimiento privado o particular del edificio	1,1474219618	1,1474219618	44179	Peñarroya de Tastavins
2	Agua corriente por abastecimiento privado o particular del edificio	0,8750060917	0,8750060917	44183	Pitarque
2	Agua corriente por abastecimiento privado o particular del edificio	4,4334714038	4,4334714038	44185	Pobo (El)
2	Agua corriente por abastecimiento privado o particular del edificio	6,5483483963	6,5483483963	44192	Puebla de Valverde (La)
2	Agua corriente por abastecimiento privado o particular del edificio	2,1729283077	2,1729283077	44193	Puertomingalvo
2	Agua corriente por abastecimiento privado o particular del edificio	0,7159350796	0,7159350796	44194	Ráfales
2	Agua corriente por abastecimiento privado o particular del edificio	13,4147131169	13,4147131169	44206	San Agustín
2	Agua corriente por abastecimiento privado o particular del edificio	5,5087790426	5,5087790426	44210	Sarrión
2	Agua corriente por abastecimiento privado o particular del edificio	1,7441844281	1,7441844281	44215	Terriente
2	Agua corriente por abastecimiento privado o particular del edificio	215,5797706441	215,5797706441	44216	Teruel
2	Agua corriente por abastecimiento privado o particular del edificio	0,8906328379	0,8906328379	44225	Torre del Compte
2	Agua corriente por abastecimiento privado o particular del edificio	3,9685682199	3,9685682199	44226	Torrelacárcel
2	Agua corriente por abastecimiento privado o particular del edificio	6,88351712	6,88351712	44228	Torremocha de Jiloca
2	Agua corriente por abastecimiento privado o particular del edificio	3,0135203903	3,0135203903	44232	Torrijo del Campo
2	Agua corriente por abastecimiento privado o particular del edificio	5,5588720536	5,5588720536	44236	Tronchón
2	Agua corriente por abastecimiento privado o particular del edificio	14,7610441339	14,7610441339	44238	Utrillas
2	Agua corriente por abastecimiento privado o particular del edificio	2,7795198123	2,7795198123	44241	Valdealgorfa
2	Agua corriente por abastecimiento privado o particular del edificio	1,8502279167	1,8502279167	44257	Villar del Cobo
2	Agua corriente por abastecimiento privado o particular del edificio	9,6385923648	9,6385923648	44260	Villarluengo
2	Agua corriente por abastecimiento privado o particular del edificio	2,1742872265	2,1742872265	44262	Villarroya de los Pinares
2	Agua corriente por abastecimiento privado o particular del edificio	0,8432428053	0,8432428053	50002	Acered
2	Agua corriente por abastecimiento privado o particular del edificio	4,5728490839	4,5728490839	50006	Ainzón
2	Agua corriente por abastecimiento privado o particular del edificio	4,2399465742	4,2399465742	50013	Alcalá de Ebro
2	Agua corriente por abastecimiento privado o particular del edificio	7,3145036304	7,3145036304	50017	Alfajarín
2	Agua corriente por abastecimiento privado o particular del edificio	36,2859324	36,2859324	50018	Alfamén
2	Agua corriente por abastecimiento privado o particular del edificio	18,8631166551	18,8631166551	50020	Alhama de Aragón
2	Agua corriente por abastecimiento privado o particular del edificio	1,526898668	1,526898668	50022	Almolda (La)
2	Agua corriente por abastecimiento privado o particular del edificio	74,2141013952	74,2141013952	50025	Almunia de Doña Godina (La)
2	Agua corriente por abastecimiento privado o particular del edificio	7,3874246168	7,3874246168	50026	Alpartir
2	Agua corriente por abastecimiento privado o particular del edificio	1,9768802526	1,9768802526	50027	Ambel
2	Agua corriente por abastecimiento privado o particular del edificio	2,9000295244	2,9000295244	50033	Ardisa
2	Agua corriente por abastecimiento privado o particular del edificio	4,9001479414	4,9001479414	50034	Ariza
2	Agua corriente por abastecimiento privado o particular del edificio	1,540539327	1,540539327	50037	Atea
2	Agua corriente por abastecimiento privado o particular del edificio	3,5427167688	3,5427167688	50038	Ateca
2	Agua corriente por abastecimiento privado o particular del edificio	2,4728203087	2,4728203087	50043	Bárboles
2	Agua corriente por abastecimiento privado o particular del edificio	2,7103281346	2,7103281346	50045	Belchite
2	Agua corriente por abastecimiento privado o particular del edificio	19,142839501	19,142839501	50055	Borja
2	Agua corriente por abastecimiento privado o particular del edificio	3,9179642928	3,9179642928	50057	Brea de Aragón
2	Agua corriente por abastecimiento privado o particular del edificio	3,1191679589	3,1191679589	50059	Bujaraloz
2	Agua corriente por abastecimiento privado o particular del edificio	32,7344743404	32,7344743404	50062	Burgo de Ebro (El)
2	Agua corriente por abastecimiento privado o particular del edificio	80,7232492887	80,7232492887	50066	Cadrete
2	Agua corriente por abastecimiento privado o particular del edificio	42,8095602759	42,8095602759	50067	Calatayud
2	Agua corriente por abastecimiento privado o particular del edificio	6,432318621	6,432318621	50068	Calatorao
2	Agua corriente por abastecimiento privado o particular del edificio	33,7152735935	33,7152735935	50073	Cariñena
2	Agua corriente por abastecimiento privado o particular del edificio	75,5904102014	75,5904102014	50074	Caspe
2	Agua corriente por abastecimiento privado o particular del edificio	1,3767267236	1,3767267236	50076	Castejón de las Armas
2	Agua corriente por abastecimiento privado o particular del edificio	2,4452601297	2,4452601297	50079	Cervera de la Cañada
2	Agua corriente por abastecimiento privado o particular del edificio	4,5383112024	4,5383112024	50081	Cetina
2	Agua corriente por abastecimiento privado o particular del edificio	2,5694566713	2,5694566713	50082	Cimballa
2	Agua corriente por abastecimiento privado o particular del edificio	1,9296855696	1,9296855696	50085	Codo
2	Agua corriente por abastecimiento privado o particular del edificio	2,4362703537	2,4362703537	50088	Cosuenda
2	Agua corriente por abastecimiento privado o particular del edificio	27,2613006867	27,2613006867	50089	Cuarte de Huerva
2	Agua corriente por abastecimiento privado o particular del edificio	4,284448779	4,284448779	50094	Daroca
2	Agua corriente por abastecimiento privado o particular del edificio	204,1418498694	204,1418498694	50095	Ejea de los Caballeros
2	Agua corriente por abastecimiento privado o particular del edificio	13,0635516168	13,0635516168	50099	Épila
2	Agua corriente por abastecimiento privado o particular del edificio	1,2391096523	1,2391096523	50100	Erla
2	Agua corriente por abastecimiento privado o particular del edificio	3,2394887308	3,2394887308	50101	Escatrón
2	Agua corriente por abastecimiento privado o particular del edificio	10,7738994738	10,7738994738	50102	Fabara
2	Agua corriente por abastecimiento privado o particular del edificio	3,5071062481	3,5071062481	50107	Figueruelas
2	Agua corriente por abastecimiento privado o particular del edificio	2,9510902879	2,9510902879	50110	Frasno (El)
2	Agua corriente por abastecimiento privado o particular del edificio	16,7241100897	16,7241100897	50115	Fuentes de Ebro
2	Agua corriente por abastecimiento privado o particular del edificio	4,7399471297	4,7399471297	50118	Gallur
2	Agua corriente por abastecimiento privado o particular del edificio	3,0375094649	3,0375094649	50119	Gelsa
2	Agua corriente por abastecimiento privado o particular del edificio	3,8238078749	3,8238078749	50123	Grisén
2	Agua corriente por abastecimiento privado o particular del edificio	21,7164842154	21,7164842154	50126	Illueca
2	Agua corriente por abastecimiento privado o particular del edificio	2,23407979	2,23407979	50129	Jaraba
2	Agua corriente por abastecimiento privado o particular del edificio	4,0724500892	4,0724500892	50132	Joyosa (La)
