Sistema de suministro de agua, código	Sistema de suministro de agua	Viviendas con agua corriente	Número de viviendas	Municipio codigo	Municipio nombre
1	Agua corriente por abastecimiento público	11,2099859159	11,2099859159	44150	Miravete de la Sierra
1	Agua corriente por abastecimiento público	119,5628862346	119,5628862346	44151	Molinos
1	Agua corriente por abastecimiento público	30,6343440912	30,6343440912	44152	Monforte de Moyuela
1	Agua corriente por abastecimiento público	1001,9913625713	1001,9913625713	44153	Monreal del Campo
1	Agua corriente por abastecimiento público	134,6046825017	134,6046825017	44154	Monroyo
1	Agua corriente por abastecimiento público	512,4852988386	512,4852988386	44155	Montalbán
1	Agua corriente por abastecimiento público	25,705203661	25,705203661	44156	Monteagudo del Castillo
1	Agua corriente por abastecimiento público	34,6150687706	34,6150687706	44157	Monterde de Albarracín
1	Agua corriente por abastecimiento público	644,3593123069	644,3593123069	44158	Mora de Rubielos
1	Agua corriente por abastecimiento público	30,1449257323	30,1449257323	44159	Moscardón
1	Agua corriente por abastecimiento público	257,3006775113	257,3006775113	44160	Mosqueruela
1	Agua corriente por abastecimiento público	263,2561314207	263,2561314207	44161	Muniesa
1	Agua corriente por abastecimiento público	66,2709165647	66,2709165647	44163	Noguera de Albarracín
1	Agua corriente por abastecimiento público	14,2523186802	14,2523186802	44164	Nogueras
1	Agua corriente por abastecimiento público	88,7681977048	88,7681977048	44165	Nogueruelas
1	Agua corriente por abastecimiento público	21,162837958	21,162837958	44167	Obón
1	Agua corriente por abastecimiento público	91,506071763	91,506071763	44168	Odón
1	Agua corriente por abastecimiento público	188,4530660859	188,4530660859	44169	Ojos Negros
1	Agua corriente por abastecimiento público	112,0963381664	112,0963381664	44171	Olba
1	Agua corriente por abastecimiento público	221,4726442729	221,4726442729	44172	Oliete
1	Agua corriente por abastecimiento público	51,1701082727	51,1701082727	44173	Olmos (Los)
1	Agua corriente por abastecimiento público	222,8246423911	222,8246423911	44174	Orihuela del Tremedal
1	Agua corriente por abastecimiento público	61,3260156267	61,3260156267	44175	Orrios
1	Agua corriente por abastecimiento público	61,9318826675	61,9318826675	44176	Palomar de Arroyos
1	Agua corriente por abastecimiento público	68,2462276305	68,2462276305	44177	Pancrudo
1	Agua corriente por abastecimiento público	37,9047718418	37,9047718418	44178	Parras de Castellote (Las)
1	Agua corriente por abastecimiento público	201,4029674028	201,4029674028	44179	Peñarroya de Tastavins
1	Agua corriente por abastecimiento público	35,3360193556	35,3360193556	44180	Peracense
1	Agua corriente por abastecimiento público	35,3562399878	35,3562399878	44181	Peralejos
1	Agua corriente por abastecimiento público	111,7685143858	111,7685143858	44182	Perales del Alfambra
1	Agua corriente por abastecimiento público	33,76018924	33,76018924	44183	Pitarque
1	Agua corriente por abastecimiento público	20,4682658983	20,4682658983	44184	Plou
1	Agua corriente por abastecimiento público	67,6312898919	67,6312898919	44185	Pobo (El)
1	Agua corriente por abastecimiento público	105,1792345007	105,1792345007	44187	Portellada (La)
1	Agua corriente por abastecimiento público	37,2203468464	37,2203468464	44189	Pozondón
1	Agua corriente por abastecimiento público	38,9685893532	38,9685893532	44190	Pozuel del Campo
1	Agua corriente por abastecimiento público	432,2127774696	432,2127774696	44191	Puebla de Híjar (La)
1	Agua corriente por abastecimiento público	219,8260425418	219,8260425418	44192	Puebla de Valverde (La)
1	Agua corriente por abastecimiento público	67,2081164455	67,2081164455	44193	Puertomingalvo
1	Agua corriente por abastecimiento público	62,554464201	62,554464201	44194	Ráfales
1	Agua corriente por abastecimiento público	48,2371479346	48,2371479346	44195	Rillo
1	Agua corriente por abastecimiento público	75,4426265259	75,4426265259	44196	Riodeva
1	Agua corriente por abastecimiento público	34,2366695699	34,2366695699	44197	Ródenas
1	Agua corriente por abastecimiento público	95,2764688453	95,2764688453	44198	Royuela
1	Agua corriente por abastecimiento público	29,2763551422	29,2763551422	44199	Rubiales
1	Agua corriente por abastecimiento público	20,9327413273	20,9327413273	44200	Rubielos de la Cérida
1	Agua corriente por abastecimiento público	289,6432935728	289,6432935728	44201	Rubielos de Mora
1	Agua corriente por abastecimiento público	7,3692720119	7,3692720119	44203	Salcedillo
1	Agua corriente por abastecimiento público	16,2819111952	16,2819111952	44204	Saldón
1	Agua corriente por abastecimiento público	369,4977584342	369,4977584342	44205	Samper de Calanda
1	Agua corriente por abastecimiento público	65,2854028292	65,2854028292	44206	San Agustín
1	Agua corriente por abastecimiento público	105,8725584681	105,8725584681	44207	San Martín del Río
1	Agua corriente por abastecimiento público	21,2903541626	21,2903541626	44208	Santa Cruz de Nogueras
1	Agua corriente por abastecimiento público	450,0985597892	450,0985597892	44209	Santa Eulalia
1	Agua corriente por abastecimiento público	425,6528320702	425,6528320702	44210	Sarrión
1	Agua corriente por abastecimiento público	28,3085790542	28,3085790542	44211	Segura de los Baños
1	Agua corriente por abastecimiento público	26,6314402124	26,6314402124	44212	Seno
1	Agua corriente por abastecimiento público	32,9028946329	32,9028946329	44213	Singra
1	Agua corriente por abastecimiento público	77,6934502078	77,6934502078	44215	Terriente
1	Agua corriente por abastecimiento público	13002,7383171207	13002,7383171207	44216	Teruel
1	Agua corriente por abastecimiento público	13,0499344106	13,0499344106	44217	Toril y Masegoso
1	Agua corriente por abastecimiento público	16,1427692745	16,1427692745	44218	Tormón
1	Agua corriente por abastecimiento público	96,8623557996	96,8623557996	44219	Tornos
1	Agua corriente por abastecimiento público	70,4768110629	70,4768110629	44220	Torralba de los Sisones
1	Agua corriente por abastecimiento público	180,4192656803	180,4192656803	44221	Torrecilla de Alcañiz
1	Agua corriente por abastecimiento público	71,3585638309	71,3585638309	44222	Torrecilla del Rebollar
1	Agua corriente por abastecimiento público	40,0261875173	40,0261875173	44223	Torre de Arcas
1	Agua corriente por abastecimiento público	13,4068239876	13,4068239876	44224	Torre de las Arcas
1	Agua corriente por abastecimiento público	61,9986947493	61,9986947493	44225	Torre del Compte
1	Agua corriente por abastecimiento público	83,0925147665	83,0925147665	44226	Torrelacárcel
1	Agua corriente por abastecimiento público	42,5134706124	42,5134706124	44227	Torre los Negros
1	Agua corriente por abastecimiento público	51,3811597295	51,3811597295	44228	Torremocha de Jiloca
1	Agua corriente por abastecimiento público	67,4086203077	67,4086203077	44229	Torres de Albarracín
1	Agua corriente por abastecimiento público	91,0822770271	91,0822770271	44230	Torrevelilla
1	Agua corriente por abastecimiento público	28,5825256454	28,5825256454	44231	Torrijas
1	Agua corriente por abastecimiento público	189,840409682	189,840409682	44232	Torrijo del Campo
1	Agua corriente por abastecimiento público	40,6267856561	40,6267856561	44234	Tramacastiel
1	Agua corriente por abastecimiento público	42,8932799589	42,8932799589	44235	Tramacastilla
1	Agua corriente por abastecimiento público	35,7458244699	35,7458244699	44236	Tronchón
1	Agua corriente por abastecimiento público	203,6758568481	203,6758568481	44237	Urrea de Gaén
1	Agua corriente por abastecimiento público	1159,9180699788	1159,9180699788	44238	Utrillas
1	Agua corriente por abastecimiento público	13,4272375088	13,4272375088	44239	Valacloche
1	Agua corriente por abastecimiento público	91,712493142	91,712493142	44240	Valbona
1	Agua corriente por abastecimiento público	256,4144420971	256,4144420971	44241	Valdealgorfa
1	Agua corriente por abastecimiento público	22,1277840668	22,1277840668	44243	Valdecuenca
1	Agua corriente por abastecimiento público	54,746738892	54,746738892	44244	Valdelinares
1	Agua corriente por abastecimiento público	138,00746938	138,00746938	44245	Valdeltormo
1	Agua corriente por abastecimiento público	928,4188225884	928,4188225884	44246	Valderrobres
1	Agua corriente por abastecimiento público	155,9128838243	155,9128838243	44247	Valjunquera
1	Agua corriente por abastecimiento público	24,2685121227	24,2685121227	44249	Vallecillo (El)
1	Agua corriente por abastecimiento público	8,4514774992	8,4514774992	44250	Veguillas de la Sierra
1	Agua corriente por abastecimiento público	133,5301909214	133,5301909214	44251	Villafranca del Campo
1	Agua corriente por abastecimiento público	43,2979501512	43,2979501512	44252	Villahermosa del Campo
1	Agua corriente por abastecimiento público	19,5325013676	19,5325013676	44256	Villanueva del Rebollar de la Sierra
1	Agua corriente por abastecimiento público	76,4201148581	76,4201148581	44257	Villar del Cobo
1	Agua corriente por abastecimiento público	40,5325764678	40,5325764678	44258	Villar del Salz
1	Agua corriente por abastecimiento público	83,8835772623	83,8835772623	44260	Villarluengo
1	Agua corriente por abastecimiento público	374,6685799744	374,6685799744	44261	Villarquemado
1	Agua corriente por abastecimiento público	64,8028323671	64,8028323671	44262	Villarroya de los Pinares
1	Agua corriente por abastecimiento público	186,741434763	186,741434763	44263	Villastar
1	Agua corriente por abastecimiento público	131,5043694173	131,5043694173	44264	Villel
1	Agua corriente por abastecimiento público	117,5665482507	117,5665482507	44265	Vinaceite
1	Agua corriente por abastecimiento público	68,7577606796	68,7577606796	44266	Visiedo
1	Agua corriente por abastecimiento público	45,4836210297	45,4836210297	44267	Vivel del Río Martín
1	Agua corriente por abastecimiento público	9,0317534039	9,0317534039	44268	Zoma (La)
1	Agua corriente por abastecimiento público	57,6235258936	57,6235258936	50001	Abanto
1	Agua corriente por abastecimiento público	119,3256192515	119,3256192515	50002	Acered
1	Agua corriente por abastecimiento público	74,6902693729	74,6902693729	50003	Agón
1	Agua corriente por abastecimiento público	332,988023054	332,988023054	50004	Aguarón
1	Agua corriente por abastecimiento público	123,4422722393	123,4422722393	50005	Aguilón
1	Agua corriente por abastecimiento público	477,267839672	477,267839672	50006	Ainzón
1	Agua corriente por abastecimiento público	33,0592493911	33,0592493911	50007	Aladrén
1	Agua corriente por abastecimiento público	2669,6703056142	2669,6703056142	50008	Alagón
1	Agua corriente por abastecimiento público	58,0895660009	58,0895660009	50009	Alarba
1	Agua corriente por abastecimiento público	39,5736607208	39,5736607208	50010	Alberite de San Juan
1	Agua corriente por abastecimiento público	72,2938545111	72,2938545111	50011	Albeta
1	Agua corriente por abastecimiento público	46,8659949525	46,8659949525	50012	Alborge
1	Agua corriente por abastecimiento público	114,1253584709	114,1253584709	50013	Alcalá de Ebro
1	Agua corriente por abastecimiento público	85,8084727711	85,8084727711	50014	Alcalá de Moncayo
1	Agua corriente por abastecimiento público	42,6626348567	42,6626348567	50015	Alconchel de Ariza
1	Agua corriente por abastecimiento público	35,7995096355	35,7995096355	50016	Aldehuela de Liestos
1	Agua corriente por abastecimiento público	818,1711805061	818,1711805061	50017	Alfajarín
1	Agua corriente por abastecimiento público	506,6190268664	506,6190268664	50018	Alfamén
1	Agua corriente por abastecimiento público	43,685509151	43,685509151	50019	Alforque
1	Agua corriente por abastecimiento público	467,9924337761	467,9924337761	50020	Alhama de Aragón
1	Agua corriente por abastecimiento público	20,6041535843	20,6041535843	50021	Almochuel
1	Agua corriente por abastecimiento público	208,6262509813	208,6262509813	50022	Almolda (La)
1	Agua corriente por abastecimiento público	107,5398284902	107,5398284902	50023	Almonacid de la Cuba
1	Agua corriente por abastecimiento público	367,5671755031	367,5671755031	50024	Almonacid de la Sierra
1	Agua corriente por abastecimiento público	2707,2883173003	2707,2883173003	50025	Almunia de Doña Godina (La)
1	Agua corriente por abastecimiento público	226,2629040132	226,2629040132	50026	Alpartir
1	Agua corriente por abastecimiento público	110,7534761291	110,7534761291	50027	Ambel
1	Agua corriente por abastecimiento público	47,0335253926	47,0335253926	50028	Anento
1	Agua corriente por abastecimiento público	332,6221248458	332,6221248458	50029	Aniñón
1	Agua corriente por abastecimiento público	99,0628677008	99,0628677008	50030	Añón de Moncayo
1	Agua corriente por abastecimiento público	99,5577441436	99,5577441436	50031	Aranda de Moncayo
1	Agua corriente por abastecimiento público	169,7338172056	169,7338172056	50032	Arándiga
1	Agua corriente por abastecimiento público	45,0182173942	45,0182173942	50033	Ardisa
1	Agua corriente por abastecimiento público	461,7311100016	461,7311100016	50034	Ariza
1	Agua corriente por abastecimiento público	43,4381482642	43,4381482642	50035	Artieda
1	Agua corriente por abastecimiento público	58,1412829748	58,1412829748	50036	Asín
1	Agua corriente por abastecimiento público	72,5033846725	72,5033846725	50037	Atea
1	Agua corriente por abastecimiento público	801,4785335298	801,4785335298	50038	Ateca
1	Agua corriente por abastecimiento público	287,7336904615	287,7336904615	50039	Azuara
1	Agua corriente por abastecimiento público	47,4613044769	47,4613044769	50040	Badules
1	Agua corriente por abastecimiento público	10,8420680149	10,8420680149	50041	Bagüés
1	Agua corriente por abastecimiento público	5	5	50042	Balconchán
1	Agua corriente por abastecimiento público	137,3799392485	137,3799392485	50043	Bárboles
1	Agua corriente por abastecimiento público	128,8978286586	128,8978286586	50044	Bardallur
1	Agua corriente por abastecimiento público	647,0303237053	647,0303237053	50045	Belchite
1	Agua corriente por abastecimiento público	104,1296235113	104,1296235113	50046	Belmonte de Gracián
1	Agua corriente por abastecimiento público	36,0868633085	36,0868633085	50047	Berdejo
1	Agua corriente por abastecimiento público	23,0558368784	23,0558368784	50048	Berrueco
1	Agua corriente por abastecimiento público	52,6816454535	52,6816454535	50050	Bijuesca
1	Agua corriente por abastecimiento público	394,069343358	394,069343358	50051	Biota
1	Agua corriente por abastecimiento público	47,7103966942	47,7103966942	50052	Bisimbre
1	Agua corriente por abastecimiento público	364,5646571863	364,5646571863	50053	Boquiñeni
1	Agua corriente por abastecimiento público	30,9105939238	30,9105939238	50054	Bordalba
1	Agua corriente por abastecimiento público	1900,4251374543	1900,4251374543	50055	Borja
1	Agua corriente por abastecimiento público	223,4460699124	223,4460699124	50056	Botorrita
1	Agua corriente por abastecimiento público	663,1132194082	663,1132194082	50057	Brea de Aragón
1	Agua corriente por abastecimiento público	43,9863443947	43,9863443947	50058	Bubierca
1	Agua corriente por abastecimiento público	392,0303454856	392,0303454856	50059	Bujaraloz
1	Agua corriente por abastecimiento público	99,4090228634	99,4090228634	50060	Bulbuente
1	Agua corriente por abastecimiento público	114,6406923549	114,6406923549	50061	Bureta
1	Agua corriente por abastecimiento público	920,5829136293	920,5829136293	50062	Burgo de Ebro (El)
1	Agua corriente por abastecimiento público	33,0247032794	33,0247032794	50063	Buste (El)
1	Agua corriente por abastecimiento público	204,0233978452	204,0233978452	50064	Cabañas de Ebro
1	Agua corriente por abastecimiento público	17,3747103524	17,3747103524	50065	Cabolafuente
1	Agua corriente por abastecimiento público	1228,6273453382	1228,6273453382	50066	Cadrete
1	Agua corriente por abastecimiento público	8207,3031705482	8207,3031705482	50067	Calatayud
1	Agua corriente por abastecimiento público	1195,4682281519	1195,4682281519	50068	Calatorao
1	Agua corriente por abastecimiento público	39,2679941284	39,2679941284	50069	Calcena
1	Agua corriente por abastecimiento público	37,9030517872	37,9030517872	50070	Calmarza
1	Agua corriente por abastecimiento público	62,8696746667	62,8696746667	50071	Campillo de Aragón
1	Agua corriente por abastecimiento público	84,5779209196	84,5779209196	50072	Carenas
1	Agua corriente por abastecimiento público	1293,842474624	1293,842474624	50073	Cariñena
1	Agua corriente por abastecimiento público	3449,8575650672	3449,8575650672	50074	Caspe
1	Agua corriente por abastecimiento público	39,0289523238	39,0289523238	50075	Castejón de Alarba
1	Agua corriente por abastecimiento público	59,7521638365	59,7521638365	50076	Castejón de las Armas
1	Agua corriente por abastecimiento público	118,4719286535	118,4719286535	50077	Castejón de Valdejasa
1	Agua corriente por abastecimiento público	142,3136145739	142,3136145739	50078	Castiliscar
1	Agua corriente por abastecimiento público	140,1728208003	140,1728208003	50079	Cervera de la Cañada
1	Agua corriente por abastecimiento público	23,1595148051	23,1595148051	50080	Cerveruela
1	Agua corriente por abastecimiento público	282,3317046431	282,3317046431	50081	Cetina
1	Agua corriente por abastecimiento público	49,3538723642	49,3538723642	50082	Cimballa
1	Agua corriente por abastecimiento público	45,3904798918	45,3904798918	50083	Cinco Olivas
1	Agua corriente por abastecimiento público	54,7411670822	54,7411670822	50084	Clarés de Ribota
1	Agua corriente por abastecimiento público	99,2290546147	99,2290546147	50085	Codo
1	Agua corriente por abastecimiento público	106,3355187489	106,3355187489	50086	Codos
1	Agua corriente por abastecimiento público	16,4368728059	16,4368728059	50087	Contamina
1	Agua corriente por abastecimiento público	173,7316793712	173,7316793712	50088	Cosuenda
1	Agua corriente por abastecimiento público	4051,9239994212	4051,9239994212	50089	Cuarte de Huerva
1	Agua corriente por abastecimiento público	81,3734110798	81,3734110798	50090	Cubel
1	Agua corriente por abastecimiento público	31,998033562	31,998033562	50091	Cuerlas (Las)
1	Agua corriente por abastecimiento público	175,6620563196	175,6620563196	50092	Chiprana
1	Agua corriente por abastecimiento público	64,5901199141	64,5901199141	50093	Chodes
1	Agua corriente por abastecimiento público	895,7086571034	895,7086571034	50094	Daroca
1	Agua corriente por abastecimiento público	6157,3648092027	6157,3648092027	50095	Ejea de los Caballeros
1	Agua corriente por abastecimiento público	23,6288141136	23,6288141136	50096	Embid de Ariza
1	Agua corriente por abastecimiento público	113,9975177389	113,9975177389	50098	Encinacorba
1	Agua corriente por abastecimiento público	1701,602983519	1701,602983519	50099	Épila
1	Agua corriente por abastecimiento público	162,1148329283	162,1148329283	50100	Erla
1	Agua corriente por abastecimiento público	489,6606491983	489,6606491983	50101	Escatrón
1	Agua corriente por abastecimiento público	501,5158171778	501,5158171778	50102	Fabara
1	Agua corriente por abastecimiento público	151,8367495781	151,8367495781	50104	Farlete
1	Agua corriente por abastecimiento público	171,8240777971	171,8240777971	50105	Fayón
1	Agua corriente por abastecimiento público	68,4590287915	68,4590287915	50106	Fayos (Los)
1	Agua corriente por abastecimiento público	484,1479712452	484,1479712452	50107	Figueruelas
1	Agua corriente por abastecimiento público	24,7149245278	24,7149245278	50108	Fombuena
1	Agua corriente por abastecimiento público	42,5221115268	42,5221115268	50109	Frago (El)
1	Agua corriente por abastecimiento público	225,8576132343	225,8576132343	50110	Frasno (El)
1	Agua corriente por abastecimiento público	91,8307313763	91,8307313763	50111	Fréscano
1	Agua corriente por abastecimiento público	337,6591485679	337,6591485679	50113	Fuendejalón
1	Agua corriente por abastecimiento público	76,3432111733	76,3432111733	50114	Fuendetodos
1	Agua corriente por abastecimiento público	1707,3334700087	1707,3334700087	50115	Fuentes de Ebro
1	Agua corriente por abastecimiento público	137,9465484124	137,9465484124	50116	Fuentes de Jiloca
1	Agua corriente por abastecimiento público	59,4910968375	59,4910968375	50117	Gallocanta
1	Agua corriente por abastecimiento público	1148,8538508501	1148,8538508501	50118	Gallur
1	Agua corriente por abastecimiento público	470,9972649516	470,9972649516	50119	Gelsa
1	Agua corriente por abastecimiento público	22	22	50120	Godojos
1	Agua corriente por abastecimiento público	151,4834712246	151,4834712246	50121	Gotor
1	Agua corriente por abastecimiento público	50,3524552367	50,3524552367	50122	Grisel
1	Agua corriente por abastecimiento público	214,2326958865	214,2326958865	50123	Grisén
1	Agua corriente por abastecimiento público	247,3313582789	247,3313582789	50124	Herrera de los Navarros
1	Agua corriente por abastecimiento público	200,6187221647	200,6187221647	50125	Ibdes
1	Agua corriente por abastecimiento público	1196,4787700428	1196,4787700428	50126	Illueca
1	Agua corriente por abastecimiento público	14,7237740015	14,7237740015	50128	Isuerre
1	Agua corriente por abastecimiento público	135,2098827017	135,2098827017	50129	Jaraba
1	Agua corriente por abastecimiento público	200,4922960611	200,4922960611	50130	Jarque
1	Agua corriente por abastecimiento público	115,7172453252	115,7172453252	50131	Jaulín
1	Agua corriente por abastecimiento público	323,4159415423	323,4159415423	50132	Joyosa (La)
1	Agua corriente por abastecimiento público	69,3766369636	69,3766369636	50133	Lagata
1	Agua corriente por abastecimiento público	73,664297348	73,664297348	50134	Langa del Castillo
1	Agua corriente por abastecimiento público	47,0211285424	47,0211285424	50135	Layana
1	Agua corriente por abastecimiento público	327,7606182799	327,7606182799	50136	Lécera
1	Agua corriente por abastecimiento público	521,4545404078	521,4545404078	50137	Leciñena
1	Agua corriente por abastecimiento público	18,8212456908	18,8212456908	50138	Lechón
1	Agua corriente por abastecimiento público	143,9256095129	143,9256095129	50139	Letux
1	Agua corriente por abastecimiento público	85,268887937	85,268887937	50140	Litago
1	Agua corriente por abastecimiento público	53,3748918795	53,3748918795	50141	Lituénigo
1	Agua corriente por abastecimiento público	25,4794357101	25,4794357101	50142	Lobera de Onsella
1	Agua corriente por abastecimiento público	326,6114240878	326,6114240878	50143	Longares
1	Agua corriente por abastecimiento público	21,9089935784	21,9089935784	50144	Longás
1	Agua corriente por abastecimiento público	117,4852897289	117,4852897289	50146	Lucena de Jalón
1	Agua corriente por abastecimiento público	432,1805227562	432,1805227562	50147	Luceni
1	Agua corriente por abastecimiento público	144,8251033508	144,8251033508	50148	Luesia
1	Agua corriente por abastecimiento público	23,5727875521	23,5727875521	50149	Luesma
1	Agua corriente por abastecimiento público	393,3162442205	393,3162442205	50150	Lumpiaque
1	Agua corriente por abastecimiento público	341,0367319465	341,0367319465	50151	Luna
1	Agua corriente por abastecimiento público	749,5673542942	749,5673542942	50152	Maella
1	Agua corriente por abastecimiento público	467,0205654519	467,0205654519	50153	Magallón
1	Agua corriente por abastecimiento público	70,5834924448	70,5834924448	50154	Mainar
1	Agua corriente por abastecimiento público	53,0545805864	53,0545805864	50155	Malanquilla
1	Agua corriente por abastecimiento público	121,1457837173	121,1457837173	50156	Maleján
1	Agua corriente por abastecimiento público	150,9356645933	150,9356645933	50157	Malón
1	Agua corriente por abastecimiento público	377,8140111734	377,8140111734	50159	Maluenda
1	Agua corriente por abastecimiento público	1249,9690785889	1249,9690785889	50160	Mallén
1	Agua corriente por abastecimiento público	63,4011242578	63,4011242578	50161	Manchones
1	Agua corriente por abastecimiento público	78,7003069205	78,7003069205	50162	Mara
1	Agua corriente por abastecimiento público	1876,9114895793	1876,9114895793	50163	María de Huerva
1	Agua corriente por abastecimiento público	187,8846952154	187,8846952154	50164	Mediana de Aragón
1	Agua corriente por abastecimiento público	918,8347505868	918,8347505868	50165	Mequinenza
1	Agua corriente por abastecimiento público	130,2111338318	130,2111338318	50166	Mesones de Isuela
1	Agua corriente por abastecimiento público	90,8075745712	90,8075745712	50167	Mezalocha
1	Agua corriente por abastecimiento público	17,8760003455	17,8760003455	50168	Mianos
1	Agua corriente por abastecimiento público	168,7871172943	168,7871172943	50169	Miedes de Aragón
1	Agua corriente por abastecimiento público	189,5182695878	189,5182695878	50170	Monegrillo
1	Agua corriente por abastecimiento público	62,8728818114	62,8728818114	50171	Moneva
1	Agua corriente por abastecimiento público	77,1384809673	77,1384809673	50172	Monreal de Ariza
1	Agua corriente por abastecimiento público	99,0193242541	99,0193242541	50173	Monterde
1	Agua corriente por abastecimiento público	59,1376370907	59,1376370907	50174	Montón
1	Agua corriente por abastecimiento público	536,1104330683	536,1104330683	50175	Morata de Jalón
1	Agua corriente por abastecimiento público	106,572216003	106,572216003	50176	Morata de Jiloca
1	Agua corriente por abastecimiento público	185,6364246674	185,6364246674	50177	Morés
1	Agua corriente por abastecimiento público	182,5429719718	182,5429719718	50178	Moros
1	Agua corriente por abastecimiento público	132,5432060022	132,5432060022	50179	Moyuela
1	Agua corriente por abastecimiento público	54,1259799202	54,1259799202	50180	Mozota
1	Agua corriente por abastecimiento público	525,2020523316	525,2020523316	50181	Muel
1	Agua corriente por abastecimiento público	1954,4699342931	1954,4699342931	50182	Muela (La)
1	Agua corriente por abastecimiento público	201,5364404011	201,5364404011	50183	Munébrega
1	Agua corriente por abastecimiento público	63,8635274133	63,8635274133	50184	Murero
1	Agua corriente por abastecimiento público	94,8796433757	94,8796433757	50185	Murillo de Gállego
1	Agua corriente por abastecimiento público	19,414534099	19,414534099	50186	Navardún
1	Agua corriente por abastecimiento público	38,8691806769	38,8691806769	50187	Nigüella
1	Agua corriente por abastecimiento público	20	20	50188	Nombrevilla
1	Agua corriente por abastecimiento público	404,2807243379	404,2807243379	50189	Nonaspe
1	Agua corriente por abastecimiento público	378,7581048371	378,7581048371	50190	Novallas
1	Agua corriente por abastecimiento público	234,215430613	234,215430613	50191	Novillas
1	Agua corriente por abastecimiento público	138,5148135531	138,5148135531	50192	Nuévalos
1	Agua corriente por abastecimiento público	315,8005721152	315,8005721152	50193	Nuez de Ebro
1	Agua corriente por abastecimiento público	51,0776899918	51,0776899918	50194	Olvés
1	Agua corriente por abastecimiento público	26,3104895593	26,3104895593	50195	Orcajo
1	Agua corriente por abastecimiento público	61,4404614007	61,4404614007	50196	Orera
1	Agua corriente por abastecimiento público	43,6789857238	43,6789857238	50197	Orés
1	Agua corriente por abastecimiento público	22,717199682	22,717199682	50198	Oseja
1	Agua corriente por abastecimiento público	137,9125991089	137,9125991089	50199	Osera de Ebro
1	Agua corriente por abastecimiento público	301,8769539804	301,8769539804	50200	Paniza
1	Agua corriente por abastecimiento público	226,5937016298	226,5937016298	50201	Paracuellos de Jiloca
1	Agua corriente por abastecimiento público	91,835525423	91,835525423	50202	Paracuellos de la Ribera
1	Agua corriente por abastecimiento público	508,5385840222	508,5385840222	50203	Pastriz
1	Agua corriente por abastecimiento público	1432,1986882043	1432,1986882043	50204	Pedrola
1	Agua corriente por abastecimiento público	51,9766892809	51,9766892809	50205	Pedrosas (Las)
1	Agua corriente por abastecimiento público	236,4959527795	236,4959527795	50206	Perdiguera
1	Agua corriente por abastecimiento público	69,2106736549	69,2106736549	50207	Piedratajada
1	Agua corriente por abastecimiento público	1027,6123939763	1027,6123939763	50208	Pina de Ebro
1	Agua corriente por abastecimiento público	1244,3510275741	1244,3510275741	50209	Pinseque
1	Agua corriente por abastecimiento público	20,7803424547	20,7803424547	50210	Pintanos (Los)
1	Agua corriente por abastecimiento público	169,6450467111	169,6450467111	50211	Plasencia de Jalón
1	Agua corriente por abastecimiento público	22,0773180618	22,0773180618	50212	Pleitas
1	Agua corriente por abastecimiento público	71,3232301976	71,3232301976	50213	Plenas
1	Agua corriente por abastecimiento público	15,3291952202	15,3291952202	50214	Pomer
1	Agua corriente por abastecimiento público	11,1372421003	11,1372421003	50215	Pozuel de Ariza
1	Agua corriente por abastecimiento público	112,6020422076	112,6020422076	50216	Pozuelo de Aragón
1	Agua corriente por abastecimiento público	231,1101574588	231,1101574588	50217	Pradilla de Ebro
1	Agua corriente por abastecimiento público	58,4483179083	58,4483179083	50218	Puebla de Albortón
1	Agua corriente por abastecimiento público	2020,9288364637	2020,9288364637	50219	Puebla de Alfindén (La)
1	Agua corriente por abastecimiento público	25,3509536736	25,3509536736	50220	Puendeluna
1	Agua corriente por abastecimiento público	23,7117457149	23,7117457149	50221	Purujosa
1	Agua corriente por abastecimiento público	793,5255395996	793,5255395996	50222	Quinto
1	Agua corriente por abastecimiento público	441,7760144684	441,7760144684	50223	Remolinos
1	Agua corriente por abastecimiento público	38,9593998288	38,9593998288	50224	Retascón
1	Agua corriente por abastecimiento público	1133,1297323173	1133,1297323173	50225	Ricla
1	Agua corriente por abastecimiento público	57,60346322	57,60346322	50227	Romanos
1	Agua corriente por abastecimiento público	136,5066918831	136,5066918831	50228	Rueda de Jalón
1	Agua corriente por abastecimiento público	26,6058578227	26,6058578227	50229	Ruesca
1	Agua corriente por abastecimiento público	587,7350364158	587,7350364158	50230	Sádaba
1	Agua corriente por abastecimiento público	154,4543225098	154,4543225098	50231	Salillas de Jalón
1	Agua corriente por abastecimiento público	94,7236020717	94,7236020717	50232	Salvatierra de Esca
1	Agua corriente por abastecimiento público	49,980035977	49,980035977	50233	Samper del Salz
1	Agua corriente por abastecimiento público	107,162168375	107,162168375	50234	San Martín de la Virgen de Moncayo
1	Agua corriente por abastecimiento público	1269,4438111971	1269,4438111971	50235	San Mateo de Gállego
1	Agua corriente por abastecimiento público	82,2235199196	82,2235199196	50236	Santa Cruz de Grío
1	Agua corriente por abastecimiento público	54,54392601	54,54392601	50237	Santa Cruz de Moncayo
1	Agua corriente por abastecimiento público	63,5296785935	63,5296785935	50238	Santa Eulalia de Gállego
1	Agua corriente por abastecimiento público	37,3640950282	37,3640950282	50239	Santed
1	Agua corriente por abastecimiento público	513,9011193805	513,9011193805	50240	Sástago
