Mes y año	Codmun	Municipio	Cuentas cotización con trabajadores
Marzo 2016	50223	Remolinos	37
Marzo 2016	50224	Retascón	1
Marzo 2016	50225	Ricla	110
Marzo 2016	50227	Romanos	6
Marzo 2016	50228	Rueda de Jalón	10
Marzo 2016	50229	Ruesca	3
Marzo 2016	50230	Sádaba	57
Marzo 2016	50231	Salillas de Jalón	19
Marzo 2016	50232	Salvatierra de Esca	7
Marzo 2016	50233	Samper del Salz	3
Marzo 2016	50234	San Martín de la Virgen de Moncayo	7
Marzo 2016	50235	San Mateo de Gállego	108
Marzo 2016	50236	Santa Cruz de Grío	7
Marzo 2016	50237	Santa Cruz de Moncayo	3
Marzo 2016	50239	Santed	1
Marzo 2016	50240	Sástago	58
Marzo 2016	50241	Saviñán	26
Marzo 2016	50242	Sediles	2
Marzo 2016	50243	Sestrica	13
Marzo 2016	50244	Sierra de Luna	19
Marzo 2016	50245	Sigüés	6
Marzo 2016	50246	Sisamón	2
Marzo 2016	50247	Sobradiel	45
Marzo 2016	50248	Sos del Rey Católico	39
Marzo 2016	50249	Tabuenca	9
Marzo 2016	50250	Talamantes	2
Marzo 2016	50251	Tarazona	407
Marzo 2016	50252	Tauste	299
Marzo 2016	50253	Terrer	11
Marzo 2016	50254	Tierga	7
Marzo 2016	50255	Tobed	9
Marzo 2016	50256	Torralba de los Frailes	2
Marzo 2016	50257	Torralba de Ribota	6
Marzo 2016	50258	Torralbilla	1
Marzo 2016	50259	Torrehermosa	7
Marzo 2016	50260	Torrelapaja	1
Marzo 2016	50261	Torrellas	10
Marzo 2016	50262	Torres de Berrellén	32
Marzo 2016	50263	Torrijo de la Cañada	8
Marzo 2016	50264	Tosos	10
Marzo 2016	50265	Trasmoz	2
Marzo 2016	50266	Trasobares	3
Marzo 2016	50267	Uncastillo	15
Marzo 2016	50268	Undués de Lerda	4
Marzo 2016	50269	Urrea de Jalón	14
Marzo 2016	50270	Urriés	3
Marzo 2016	50271	Used	10
Marzo 2016	50272	Utebo	560
Marzo 2016	50273	Valdehorna	1
Marzo 2016	50274	Val de San Martín	1
Marzo 2016	50275	Valmadrid	7
Marzo 2016	50276	Valpalmas	7
Marzo 2016	50277	Valtorres	4
Marzo 2016	50278	Velilla de Ebro	6
Marzo 2016	50279	Velilla de Jiloca	5
Marzo 2016	50280	Vera de Moncayo	25
Marzo 2016	50281	Vierlas	5
Marzo 2016	50282	Vilueña (La)	2
Marzo 2016	50283	Villadoz	8
Marzo 2016	50284	Villafeliche	6
Marzo 2016	50285	Villafranca de Ebro	30
Marzo 2016	50286	Villalba de Perejil	3
Marzo 2016	50287	Villalengua	12
Marzo 2016	50288	Villanueva de Gállego	442
Marzo 2016	50289	Villanueva de Jiloca	1
Marzo 2016	50290	Villanueva de Huerva	13
Marzo 2016	50291	Villar de los Navarros	5
Marzo 2016	50292	Villarreal de Huerva	16
Marzo 2016	50293	Villarroya de la Sierra	14
Marzo 2016	50294	Villarroya del Campo	4
Marzo 2016	50296	Zaida (La)	23
Marzo 2016	50297	Zaragoza	31625
Marzo 2016	50298	Zuera	320
Marzo 2016	50901	Biel	8
Marzo 2016	50902	Marracos	2
Marzo 2016	50903	Villamayor de Gállego	86
Marzo 2016	99999	Sin clasificar	75
Diciembre 2015	22001	Abiego	14
Diciembre 2015	22002	Abizanda	6
Diciembre 2015	22003	Adahuesca	9
Diciembre 2015	22004	Agüero	7
Diciembre 2015	22006	Aísa	55
Diciembre 2015	22007	Albalate de Cinca	73
Diciembre 2015	22008	Albalatillo	10
Diciembre 2015	22009	Albelda	40
Diciembre 2015	22011	Albero Alto	9
Diciembre 2015	22012	Albero Bajo	4
Diciembre 2015	22013	Alberuela de Tubo	4
Diciembre 2015	22014	Alcalá de Gurrea	15
Diciembre 2015	22015	Alcalá del Obispo	15
Diciembre 2015	22016	Alcampell	33
Diciembre 2015	22017	Alcolea de Cinca	62
Diciembre 2015	22018	Alcubierre	22
Diciembre 2015	22019	Alerre	9
Diciembre 2015	22020	Alfántega	6
Diciembre 2015	22021	Almudévar	98
Diciembre 2015	22022	Almunia de San Juan	28
Diciembre 2015	22023	Almuniente	22
Diciembre 2015	22024	Alquézar	32
Diciembre 2015	22025	Altorricón	108
Diciembre 2015	22027	Angüés	17
Diciembre 2015	22028	Ansó	15
Diciembre 2015	22029	Antillón	7
Diciembre 2015	22032	Aragüés del Puerto	5
Diciembre 2015	22035	Arén	21
Diciembre 2015	22036	Argavieso	1
Diciembre 2015	22037	Arguis	5
Diciembre 2015	22039	Ayerbe	55
Diciembre 2015	22040	Azanuy-Alins	9
Diciembre 2015	22041	Azara	10
Diciembre 2015	22042	Azlor	3
Diciembre 2015	22043	Baells	5
Diciembre 2015	22044	Bailo	11
Diciembre 2015	22045	Baldellou	3
Diciembre 2015	22046	Ballobar	44
Diciembre 2015	22047	Banastás	10
Diciembre 2015	22048	Barbastro	880
Diciembre 2015	22049	Barbués	3
Diciembre 2015	22050	Barbuñales	4
Diciembre 2015	22051	Bárcabo	2
Diciembre 2015	22052	Belver de Cinca	92
Diciembre 2015	22053	Benabarre	67
Diciembre 2015	22054	Benasque	178
Diciembre 2015	22055	Berbegal	20
Diciembre 2015	22057	Bielsa	36
Diciembre 2015	22058	Bierge	9
Diciembre 2015	22059	Biescas	92
Diciembre 2015	22060	Binaced	99
Diciembre 2015	22061	Binéfar	549
Diciembre 2015	22062	Bisaurri	13
Diciembre 2015	22063	Biscarrués	9
Diciembre 2015	22064	Blecua y Torres	9
Diciembre 2015	22066	Boltaña	47
Diciembre 2015	22067	Bonansa	4
Diciembre 2015	22068	Borau	2
Diciembre 2015	22069	Broto	38
Diciembre 2015	22072	Caldearenas	9
Diciembre 2015	22074	Campo	28
Diciembre 2015	22075	Camporrells	7
Diciembre 2015	22076	Canal de Berdún	18
Diciembre 2015	22077	Candasnos	25
Diciembre 2015	22078	Canfranc	36
Diciembre 2015	22079	Capdesaso	6
Diciembre 2015	22080	Capella	21
Diciembre 2015	22081	Casbas de Huesca	13
Diciembre 2015	22082	Castejón del Puente	37
Diciembre 2015	22083	Castejón de Monegros	11
Diciembre 2015	22084	Castejón de Sos	34
Diciembre 2015	22085	Castelflorite	8
Diciembre 2015	22086	Castiello de Jaca	13
Diciembre 2015	22087	Castigaleu	10
Diciembre 2015	22088	Castillazuelo	8
Diciembre 2015	22089	Castillonroy	18
Diciembre 2015	22090	Colungo	7
Diciembre 2015	22094	Chalamera	6
Diciembre 2015	22095	Chía	4
Diciembre 2015	22096	Chimillas	12
Diciembre 2015	22099	Esplús	57
Diciembre 2015	22102	Estada	9
Diciembre 2015	22103	Estadilla	44
Diciembre 2015	22105	Estopiñán del Castillo	13
Diciembre 2015	22107	Fanlo	4
Diciembre 2015	22109	Fiscal	16
Diciembre 2015	22110	Fonz	48
Diciembre 2015	22111	Foradada del Toscar	8
Diciembre 2015	22112	Fraga	846
Diciembre 2015	22113	Fueva (La)	27
Diciembre 2015	22114	Gistaín	5
Diciembre 2015	22115	Grado (El)	31
Diciembre 2015	22116	Grañén	129
Diciembre 2015	22117	Graus	199
Diciembre 2015	22119	Gurrea de Gállego	57
Diciembre 2015	22122	Hoz de Jaca	3
Diciembre 2015	22124	Huerto	13
Diciembre 2015	22125	Huesca	3205
Diciembre 2015	22126	Ibieca	4
Diciembre 2015	22127	Igriés	19
Diciembre 2015	22128	Ilche	13
Diciembre 2015	22129	Isábena	19
Diciembre 2015	22130	Jaca	738
Diciembre 2015	22131	Jasa	4
Diciembre 2015	22133	Labuerda	17
Diciembre 2015	22135	Laluenga	10
Diciembre 2015	22136	Lalueza	41
Diciembre 2015	22137	Lanaja	48
Diciembre 2015	22139	Laperdiguera	3
Diciembre 2015	22141	Lascellas-Ponzano	9
Diciembre 2015	22142	Lascuarre	7
Diciembre 2015	22143	Laspaúles	14
Diciembre 2015	22144	Laspuña	8
Diciembre 2015	22149	Loarre	11
Diciembre 2015	22150	Loporzano	19
Diciembre 2015	22155	Monesma y Cajigar	5
Diciembre 2015	22156	Monflorite-Lascasas	21
Diciembre 2015	22157	Montanuy	15
Diciembre 2015	22158	Monzón	733
Diciembre 2015	22160	Naval	12
Diciembre 2015	22162	Novales	13
Diciembre 2015	22163	Nueno	26
Diciembre 2015	22164	Olvena	1
Diciembre 2015	22165	Ontiñena	12
Diciembre 2015	22167	Osso de Cinca	44
Diciembre 2015	22170	Panticosa	75
Diciembre 2015	22172	Peñalba	38
Diciembre 2015	22173	Peñas de Riglos (Las)	11
Diciembre 2015	22174	Peralta de Alcofea	31
Diciembre 2015	22175	Peralta de Calasanz	13
Diciembre 2015	22176	Peraltilla	5
Diciembre 2015	22177	Perarrúa	1
Diciembre 2015	22178	Pertusa	9
Diciembre 2015	22181	Piracés	4
Diciembre 2015	22182	Plan	14
Diciembre 2015	22184	Poleñino	13
Diciembre 2015	22186	Pozán de Vero	3
Diciembre 2015	22187	Puebla de Castro (La)	13
Diciembre 2015	22188	Puente de Montañana	13
Diciembre 2015	22189	Puértolas	14
Diciembre 2015	22190	Pueyo de Araguás (El)	6
Diciembre 2015	22193	Pueyo de Santa Cruz	10
Diciembre 2015	22195	Quicena	12
Diciembre 2015	22197	Robres	18
Diciembre 2015	22199	Sabiñánigo	369
Diciembre 2015	22200	Sahún	22
Diciembre 2015	22201	Salas Altas	22
Diciembre 2015	22202	Salas Bajas	12
Diciembre 2015	22203	Salillas	8
Diciembre 2015	22204	Sallent de Gállego	171
Diciembre 2015	22205	San Esteban de Litera	20
Diciembre 2015	22206	Sangarrén	10
Diciembre 2015	22207	San Juan de Plan	7
Diciembre 2015	22208	Santa Cilia	10
Diciembre 2015	22209	Santa Cruz de la Serós	8
Diciembre 2015	22212	Santaliestra y San Quílez	2
Diciembre 2015	22213	Sariñena	233
Diciembre 2015	22214	Secastilla	15
Diciembre 2015	22215	Seira	2
Diciembre 2015	22217	Sena	20
Diciembre 2015	22218	Senés de Alcubierre	5
Diciembre 2015	22220	Sesa	9
Diciembre 2015	22221	Sesué	8
Diciembre 2015	22222	Siétamo	18
Diciembre 2015	22223	Sopeira	4
Diciembre 2015	22225	Tamarite de Litera	210
Diciembre 2015	22226	Tardienta	48
Diciembre 2015	22227	Tella-Sin	5
Diciembre 2015	22228	Tierz	32
Diciembre 2015	22229	Tolva	7
Diciembre 2015	22230	Torla-Ordesa	19
Diciembre 2015	22232	Torralba de Aragón	7
Diciembre 2015	22233	Torre la Ribera	2
Diciembre 2015	22234	Torrente de Cinca	52
Diciembre 2015	22235	Torres de Alcanadre	6
Diciembre 2015	22236	Torres de Barbués	10
Diciembre 2015	22239	Tramaced	6
Diciembre 2015	22242	Valfarta	4
Diciembre 2015	22243	Valle de Bardají	2
Diciembre 2015	22244	Valle de Lierp	1
Diciembre 2015	22245	Velilla de Cinca	19
Diciembre 2015	22246	Beranuy	2
Diciembre 2015	22247	Viacamp y Litera	5
Diciembre 2015	22248	Vicién	7
Diciembre 2015	22249	Villanova	11
Diciembre 2015	22250	Villanúa	31
Diciembre 2015	22251	Villanueva de Sigena	20
Diciembre 2015	22252	Yebra de Basa	1
Diciembre 2015	22254	Zaidín	109
Diciembre 2015	22901	Valle de Hecho	47
Diciembre 2015	22902	Puente la Reina de Jaca	19
Diciembre 2015	22903	San Miguel del Cinca	44
Diciembre 2015	22904	Sotonera (La)	44
Diciembre 2015	22905	Lupiñén-Ortilla	20
Diciembre 2015	22906	Santa María de Dulcis	10
Diciembre 2015	22907	Aínsa-Sobrarbe	160
Diciembre 2015	22908	Hoz y Costeán	10
Diciembre 2015	22909	Vencillón	22
Diciembre 2015	44001	Ababuj	2
Diciembre 2015	44002	Abejuela	2
Diciembre 2015	44003	Aguatón	1
Diciembre 2015	44004	Aguaviva	26
Diciembre 2015	44005	Aguilar del Alfambra	3
Diciembre 2015	44006	Alacón	6
Diciembre 2015	44007	Alba	9
Diciembre 2015	44008	Albalate del Arzobispo	79
Diciembre 2015	44009	Albarracín	71
Diciembre 2015	44010	Albentosa	27
Diciembre 2015	44011	Alcaine	3
Diciembre 2015	44012	Alcalá de la Selva	31
Diciembre 2015	44013	Alcañiz	873
Diciembre 2015	44014	Alcorisa	146
Diciembre 2015	44016	Alfambra	26
Diciembre 2015	44017	Aliaga	27
Diciembre 2015	44019	Alobras	3
Diciembre 2015	44021	Allepuz	5
Diciembre 2015	44022	Alloza	20
Diciembre 2015	44023	Allueva	2
Diciembre 2015	44024	Anadón	1
Diciembre 2015	44025	Andorra	254
Diciembre 2015	44026	Arcos de las Salinas	7
Diciembre 2015	44027	Arens de Lledó	5
Diciembre 2015	44028	Argente	9
Diciembre 2015	44029	Ariño	25
Diciembre 2015	44031	Azaila	7
Diciembre 2015	44033	Báguena	7
Diciembre 2015	44034	Bañón	3
Diciembre 2015	44035	Barrachina	6
Diciembre 2015	44036	Bea	2
Diciembre 2015	44037	Beceite	28
Diciembre 2015	44038	Belmonte de San José	6
Diciembre 2015	44039	Bello	7
Diciembre 2015	44040	Berge	6
Diciembre 2015	44041	Bezas	4
Diciembre 2015	44042	Blancas	2
Diciembre 2015	44043	Blesa	1
Diciembre 2015	44044	Bordón	5
Diciembre 2015	44045	Bronchales	18
Diciembre 2015	44046	Bueña	2
Diciembre 2015	44047	Burbáguena	10
Diciembre 2015	44048	Cabra de Mora	3
Diciembre 2015	44049	Calaceite	62
Diciembre 2015	44050	Calamocha	217
Diciembre 2015	44051	Calanda	175
Diciembre 2015	44052	Calomarde	3
Diciembre 2015	44053	Camañas	5
Diciembre 2015	44054	Camarena de la Sierra	8
Diciembre 2015	44055	Camarillas	6
Diciembre 2015	44056	Caminreal	30
Diciembre 2015	44059	Cantavieja	46
Diciembre 2015	44060	Cañada de Benatanduz	1
Diciembre 2015	44061	Cañada de Verich (La)	5
Diciembre 2015	44062	Cañada Vellida	4
Diciembre 2015	44063	Cañizar del Olivar	3
Diciembre 2015	44064	Cascante del Río	1
Diciembre 2015	44066	Castel de Cabra	3
Diciembre 2015	44067	Castelnou	13
Diciembre 2015	44068	Castelserás	38
Diciembre 2015	44070	Castellar (El)	2
Diciembre 2015	44071	Castellote	40
Diciembre 2015	44074	Cedrillas	39
Diciembre 2015	44075	Celadas	9
Diciembre 2015	44076	Cella	70
Diciembre 2015	44077	Cerollera (La)	5
Diciembre 2015	44080	Codoñera (La)	26
Diciembre 2015	44082	Corbalán	2
Diciembre 2015	44084	Cortes de Aragón	3
Diciembre 2015	44085	Cosa	3
Diciembre 2015	44086	Cretas	30
Diciembre 2015	44087	Crivillén	5
Diciembre 2015	44088	Cuba (La)	5
Diciembre 2015	44089	Cubla	2
Diciembre 2015	44090	Cucalón	4
Diciembre 2015	44092	Cuervo (El)	2
Diciembre 2015	44093	Cuevas de Almudén	6
Diciembre 2015	44094	Cuevas Labradas	2
Diciembre 2015	44096	Ejulve	9
Diciembre 2015	44097	Escorihuela	3
Diciembre 2015	44099	Escucha	17
Diciembre 2015	44100	Estercuel	7
Diciembre 2015	44101	Ferreruela de Huerva	2
Diciembre 2015	44102	Fonfría	1
Diciembre 2015	44103	Formiche Alto	8
Diciembre 2015	44105	Fórnoles	4
Diciembre 2015	44106	Fortanete	6
Diciembre 2015	44107	Foz-Calanda	5
Diciembre 2015	44108	Fresneda (La)	23
Diciembre 2015	44109	Frías de Albarracín	5
Diciembre 2015	44111	Fuentes Calientes	5
Diciembre 2015	44112	Fuentes Claras	13
Diciembre 2015	44113	Fuentes de Rubielos	5
Diciembre 2015	44114	Fuentespalda	15
Diciembre 2015	44115	Galve	13
Diciembre 2015	44116	Gargallo	8
Diciembre 2015	44117	Gea de Albarracín	11
Diciembre 2015	44118	Ginebrosa (La)	17
Diciembre 2015	44119	Griegos	4
Diciembre 2015	44120	Guadalaviar	5
Diciembre 2015	44121	Gúdar	6
Diciembre 2015	44122	Híjar	78
Diciembre 2015	44123	Hinojosa de Jarque	8
Diciembre 2015	44124	Hoz de la Vieja (La)	2
Diciembre 2015	44125	Huesa del Común	1
Diciembre 2015	44126	Iglesuela del Cid (La)	21
Diciembre 2015	44127	Jabaloyas	3
Diciembre 2015	44128	Jarque de la Val	4
Diciembre 2015	44130	Jorcas	3
Diciembre 2015	44131	Josa	2
Diciembre 2015	44132	Lagueruela	3
Diciembre 2015	44133	Lanzuela	1
Diciembre 2015	44135	Libros	1
Diciembre 2015	44136	Lidón	2
Diciembre 2015	44137	Linares de Mora	13
Diciembre 2015	44138	Loscos	6
Diciembre 2015	44141	Lledó	5
Diciembre 2015	44143	Manzanera	25
Diciembre 2015	44144	Martín del Río	15
Diciembre 2015	44145	Mas de las Matas	71
Diciembre 2015	44146	Mata de los Olmos (La)	16
Diciembre 2015	44147	Mazaleón	24
Diciembre 2015	44148	Mezquita de Jarque	8
Diciembre 2015	44149	Mirambel	10
Diciembre 2015	44151	Molinos	12
Diciembre 2015	44152	Monforte de Moyuela	1
Diciembre 2015	44153	Monreal del Campo	95
Diciembre 2015	44154	Monroyo	20
Diciembre 2015	44155	Montalbán	55
Diciembre 2015	44156	Monteagudo del Castillo	2
Diciembre 2015	44157	Monterde de Albarracín	1
Diciembre 2015	44158	Mora de Rubielos	94
Diciembre 2015	44159	Moscardón	2
Diciembre 2015	44160	Mosqueruela	30
Diciembre 2015	44161	Muniesa	26
Diciembre 2015	44163	Noguera de Albarracín	4
Diciembre 2015	44165	Nogueruelas	8
Diciembre 2015	44167	Obón	2
Diciembre 2015	44168	Odón	2
Diciembre 2015	44169	Ojos Negros	8
Diciembre 2015	44171	Olba	8
Diciembre 2015	44172	Oliete	15
Diciembre 2015	44173	Olmos (Los)	1
Diciembre 2015	44174	Orihuela del Tremedal	14
Diciembre 2015	44175	Orrios	7
Diciembre 2015	44176	Palomar de Arroyos	5
Diciembre 2015	44177	Pancrudo	4
Diciembre 2015	44178	Parras de Castellote (Las)	4
Diciembre 2015	44179	Peñarroya de Tastavins	26
Diciembre 2015	44180	Peracense	3
Diciembre 2015	44181	Peralejos	3
Diciembre 2015	44182	Perales del Alfambra	12
Diciembre 2015	44183	Pitarque	2
Diciembre 2015	44184	Plou	1
Diciembre 2015	44185	Pobo (El)	4
Diciembre 2015	44187	Portellada (La)	13
Diciembre 2015	44189	Pozondón	3
Diciembre 2015	44190	Pozuel del Campo	2
Diciembre 2015	44191	Puebla de Híjar (La)	60
Diciembre 2015	44192	Puebla de Valverde (La)	31
Diciembre 2015	44193	Puertomingalvo	7
Diciembre 2015	44194	Ráfales	9
Diciembre 2015	44195	Rillo	2
Diciembre 2015	44196	Riodeva	3
Diciembre 2015	44197	Ródenas	4
Diciembre 2015	44198	Royuela	5
Diciembre 2015	44200	Rubielos de la Cérida	1
Diciembre 2015	44201	Rubielos de Mora	33
Diciembre 2015	44205	Samper de Calanda	24
Diciembre 2015	44206	San Agustín	4
Diciembre 2015	44207	San Martín del Río	4
Diciembre 2015	44208	Santa Cruz de Nogueras	2
Diciembre 2015	44209	Santa Eulalia	44
Diciembre 2015	44210	Sarrión	56
Diciembre 2015	44212	Seno	4
Diciembre 2015	44213	Singra	2
Diciembre 2015	44215	Terriente	6
Diciembre 2015	44216	Teruel	2072
Diciembre 2015	44217	Toril y Masegoso	2
Diciembre 2015	44219	Tornos	6
Diciembre 2015	44220	Torralba de los Sisones	8
Diciembre 2015	44221	Torrecilla de Alcañiz	15
Diciembre 2015	44222	Torrecilla del Rebollar	2
Diciembre 2015	44223	Torre de Arcas	3
Diciembre 2015	44224	Torre de las Arcas	3
Diciembre 2015	44225	Torre del Compte	14
Diciembre 2015	44226	Torrelacárcel	8
Diciembre 2015	44227	Torre los Negros	4
Diciembre 2015	44228	Torremocha de Jiloca	5
Diciembre 2015	44229	Torres de Albarracín	11
Diciembre 2015	44230	Torrevelilla	5
Diciembre 2015	44231	Torrijas	3
Diciembre 2015	44232	Torrijo del Campo	17
Diciembre 2015	44234	Tramacastiel	3
Diciembre 2015	44235	Tramacastilla	9
Diciembre 2015	44236	Tronchón	5
Diciembre 2015	44237	Urrea de Gaén	14
Diciembre 2015	44238	Utrillas	80
Diciembre 2015	44239	Valacloche	1
Diciembre 2015	44240	Valbona	8
Diciembre 2015	44241	Valdealgorfa	26
Diciembre 2015	44243	Valdecuenca	1
Diciembre 2015	44244	Valdelinares	6
Diciembre 2015	44245	Valdeltormo	12
Diciembre 2015	44246	Valderrobres	164
Diciembre 2015	44247	Valjunquera	15
Diciembre 2015	44249	Vallecillo (El)	3
Diciembre 2015	44250	Veguillas de la Sierra	2
Diciembre 2015	44251	Villafranca del Campo	11
Diciembre 2015	44252	Villahermosa del Campo	2
Diciembre 2015	44256	Villanueva del Rebollar de la Sierra	2
Diciembre 2015	44257	Villar del Cobo	4
Diciembre 2015	44260	Villarluengo	8
Diciembre 2015	44261	Villarquemado	29
Diciembre 2015	44262	Villarroya de los Pinares	5
Diciembre 2015	44263	Villastar	10
Diciembre 2015	44264	Villel	10
Diciembre 2015	44265	Vinaceite	18
Diciembre 2015	44266	Visiedo	4
Diciembre 2015	44267	Vivel del Río Martín	6
Diciembre 2015	50001	Abanto	2
Diciembre 2015	50002	Acered	9
Diciembre 2015	50003	Agón	7
Diciembre 2015	50004	Aguarón	37
Diciembre 2015	50005	Aguilón	6
Diciembre 2015	50006	Ainzón	31
Diciembre 2015	50008	Alagón	210
Diciembre 2015	50009	Alarba	2
Diciembre 2015	50010	Alberite de San Juan	3
Diciembre 2015	50011	Albeta	9
Diciembre 2015	50012	Alborge	8
Diciembre 2015	50013	Alcalá de Ebro	10
Diciembre 2015	50014	Alcalá de Moncayo	2
Diciembre 2015	50015	Alconchel de Ariza	5
Diciembre 2015	50016	Aldehuela de Liestos	4
Diciembre 2015	50017	Alfajarín	101
Diciembre 2015	50018	Alfamén	49
Diciembre 2015	50019	Alforque	3
Diciembre 2015	50020	Alhama de Aragón	32
Diciembre 2015	50022	Almolda (La)	11
Diciembre 2015	50023	Almonacid de la Cuba	7
Diciembre 2015	50024	Almonacid de la Sierra	34
Diciembre 2015	50025	Almunia de Doña Godina (La)	359
Diciembre 2015	50026	Alpartir	17
Diciembre 2015	50027	Ambel	6
Diciembre 2015	50028	Anento	5
Diciembre 2015	50029	Aniñón	21
Diciembre 2015	50030	Añón de Moncayo	4
Diciembre 2015	50031	Aranda de Moncayo	7
Diciembre 2015	50032	Arándiga	10
Diciembre 2015	50033	Ardisa	2
Diciembre 2015	50034	Ariza	31
Diciembre 2015	50035	Artieda	4
Diciembre 2015	50036	Asín	3
Diciembre 2015	50037	Atea	4
Diciembre 2015	50038	Ateca	61
Diciembre 2015	50039	Azuara	17
Diciembre 2015	50040	Badules	1
Diciembre 2015	50041	Bagüés	1
Diciembre 2015	50042	Balconchán	1
Diciembre 2015	50043	Bárboles	10
Diciembre 2015	50044	Bardallur	8
Diciembre 2015	50045	Belchite	66
Diciembre 2015	50046	Belmonte de Gracián	3
Diciembre 2015	50048	Berrueco	1
Diciembre 2015	50050	Bijuesca	2
Diciembre 2015	50051	Biota	25
Diciembre 2015	50052	Bisimbre	6
Diciembre 2015	50053	Boquiñeni	27
Diciembre 2015	50054	Bordalba	1
Diciembre 2015	50055	Borja	206
Diciembre 2015	50056	Botorrita	10
Diciembre 2015	50057	Brea de Aragón	85
Diciembre 2015	50058	Bubierca	1
Diciembre 2015	50059	Bujaraloz	58
Diciembre 2015	50060	Bulbuente	20
Diciembre 2015	50061	Bureta	15
Diciembre 2015	50062	Burgo de Ebro (El)	118
Diciembre 2015	50063	Buste (El)	2
Diciembre 2015	50064	Cabañas de Ebro	26
Diciembre 2015	50065	Cabolafuente	1
Diciembre 2015	50066	Cadrete	249
Diciembre 2015	50067	Calatayud	830
Diciembre 2015	50068	Calatorao	100
Diciembre 2015	50069	Calcena	4
Diciembre 2015	50070	Calmarza	4
Diciembre 2015	50071	Campillo de Aragón	3
Diciembre 2015	50072	Carenas	6
Diciembre 2015	50073	Cariñena	235
Diciembre 2015	50074	Caspe	404
Diciembre 2015	50075	Castejón de Alarba	2
Diciembre 2015	50076	Castejón de las Armas	6
Diciembre 2015	50077	Castejón de Valdejasa	8
Diciembre 2015	50078	Castiliscar	10
Diciembre 2015	50079	Cervera de la Cañada	11
Diciembre 2015	50080	Cerveruela	1
Diciembre 2015	50081	Cetina	21
Diciembre 2015	50082	Cimballa	4
Diciembre 2015	50083	Cinco Olivas	3
Diciembre 2015	50085	Codo	1
Diciembre 2015	50086	Codos	12
Diciembre 2015	50087	Contamina	2
Diciembre 2015	50088	Cosuenda	17
Diciembre 2015	50089	Cuarte de Huerva	783
Diciembre 2015	50090	Cubel	6
Diciembre 2015	50091	Cuerlas (Las)	4
Diciembre 2015	50092	Chiprana	32
Diciembre 2015	50093	Chodes	4
Diciembre 2015	50094	Daroca	102
Diciembre 2015	50095	Ejea de los Caballeros	665
Diciembre 2015	50096	Embid de Ariza	2
Diciembre 2015	50098	Encinacorba	9
Diciembre 2015	50099	Épila	184
Diciembre 2015	50100	Erla	16
Diciembre 2015	50101	Escatrón	33
Diciembre 2015	50102	Fabara	58
Diciembre 2015	50104	Farlete	14
Diciembre 2015	50105	Fayón	13
Diciembre 2015	50106	Fayos (Los)	4
Diciembre 2015	50107	Figueruelas	82
Diciembre 2015	50108	Fombuena	1
Diciembre 2015	50109	Frago (El)	3
Diciembre 2015	50110	Frasno (El)	16
Diciembre 2015	50111	Fréscano	14
Diciembre 2015	50113	Fuendejalón	52
Diciembre 2015	50114	Fuendetodos	10
Diciembre 2015	50115	Fuentes de Ebro	165
Diciembre 2015	50116	Fuentes de Jiloca	7
Diciembre 2015	50117	Gallocanta	4
Diciembre 2015	50118	Gallur	79
Diciembre 2015	50119	Gelsa	40
Diciembre 2015	50120	Godojos	5
Diciembre 2015	50121	Gotor	16
Diciembre 2015	50122	Grisel	2
Diciembre 2015	50123	Grisén	11
Diciembre 2015	50124	Herrera de los Navarros	29
Diciembre 2015	50125	Ibdes	12
Diciembre 2015	50126	Illueca	114
Diciembre 2015	50128	Isuerre	2
Diciembre 2015	50129	Jaraba	8
Diciembre 2015	50130	Jarque de Moncayo	21
Diciembre 2015	50131	Jaulín	13
Diciembre 2015	50132	Joyosa (La)	24
Diciembre 2015	50133	Lagata	5
Diciembre 2015	50134	Langa del Castillo	4
Diciembre 2015	50135	Layana	4
Diciembre 2015	50136	Lécera	35
Diciembre 2015	50137	Leciñena	51
Diciembre 2015	50138	Lechón	2
Diciembre 2015	50139	Letux	16
Diciembre 2015	50140	Litago	2
Diciembre 2015	50141	Lituénigo	4
Diciembre 2015	50142	Lobera de Onsella	1
Diciembre 2015	50143	Longares	30
Diciembre 2015	50144	Longás	1
Diciembre 2015	50146	Lucena de Jalón	12
Diciembre 2015	50147	Luceni	25
Diciembre 2015	50148	Luesia	13
Diciembre 2015	50149	Luesma	3
Diciembre 2015	50150	Lumpiaque	34
Diciembre 2015	50151	Luna	28
Diciembre 2015	50152	Maella	99
Diciembre 2015	50153	Magallón	44
Diciembre 2015	50154	Mainar	9
Diciembre 2015	50155	Malanquilla	2
Diciembre 2015	50156	Maleján	5
Diciembre 2015	50157	Malón	13
Diciembre 2015	50159	Maluenda	36
Diciembre 2015	50160	Mallén	105
Diciembre 2015	50161	Manchones	2
Diciembre 2015	50162	Mara	10
Diciembre 2015	50163	María de Huerva	136
Diciembre 2015	50164	Mediana de Aragón	13
Diciembre 2015	50165	Mequinenza	100
Diciembre 2015	50166	Mesones de Isuela	7
Diciembre 2015	50167	Mezalocha	7
Diciembre 2015	50168	Mianos	1
Diciembre 2015	50169	Miedes de Aragón	13
Diciembre 2015	50170	Monegrillo	28
Diciembre 2015	50171	Moneva	3
Diciembre 2015	50172	Monreal de Ariza	14
Diciembre 2015	50173	Monterde	4
Diciembre 2015	50174	Montón	2
Diciembre 2015	50175	Morata de Jalón	29
