Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Código	Municipio
2019	Mujeres	Más de 64	1	22158	Monzón
2019	Hombres	16-19	1	22199	Sabiñánigo
2019	Hombres	20-24	1	22199	Sabiñánigo
2019	Hombres	25-29	6	22199	Sabiñánigo
2019	Hombres	30-34	8	22199	Sabiñánigo
2019	Hombres	35-39	14	22199	Sabiñánigo
2019	Hombres	40-44	16	22199	Sabiñánigo
2019	Hombres	45-49	7	22199	Sabiñánigo
2019	Hombres	50-54	8	22199	Sabiñánigo
2019	Hombres	55-59	6	22199	Sabiñánigo
2019	Hombres	60-64	5	22199	Sabiñánigo
2019	Mujeres	20-24	1	22199	Sabiñánigo
2019	Mujeres	25-29	1	22199	Sabiñánigo
2019	Mujeres	30-34	2	22199	Sabiñánigo
2019	Mujeres	35-39	6	22199	Sabiñánigo
2019	Mujeres	40-44	4	22199	Sabiñánigo
2019	Mujeres	45-49	2	22199	Sabiñánigo
2019	Mujeres	50-54	5	22199	Sabiñánigo
2019	Mujeres	55-59	3	22199	Sabiñánigo
2019	Mujeres	60-64	1	22199	Sabiñánigo
2019	Hombres	16-19	1	44013	Alcañiz
2019	Hombres	20-24	6	44013	Alcañiz
2019	Hombres	25-29	6	44013	Alcañiz
2019	Hombres	30-34	9	44013	Alcañiz
2019	Hombres	35-39	15	44013	Alcañiz
2019	Hombres	40-44	23	44013	Alcañiz
2019	Hombres	45-49	17	44013	Alcañiz
2019	Hombres	50-54	12	44013	Alcañiz
2019	Hombres	55-59	11	44013	Alcañiz
2019	Hombres	60-64	5	44013	Alcañiz
2019	Hombres	Más de 64	1	44013	Alcañiz
2019	Mujeres	20-24	1	44013	Alcañiz
2019	Mujeres	25-29	2	44013	Alcañiz
2019	Mujeres	30-34	5	44013	Alcañiz
2019	Mujeres	35-39	9	44013	Alcañiz
2019	Mujeres	40-44	14	44013	Alcañiz
2019	Mujeres	45-49	10	44013	Alcañiz
2019	Mujeres	50-54	9	44013	Alcañiz
2019	Mujeres	55-59	10	44013	Alcañiz
2019	Mujeres	60-64	8	44013	Alcañiz
2019	Hombres	20-24	4	44025	Andorra
2019	Hombres	25-29	1	44025	Andorra
2019	Hombres	35-39	6	44025	Andorra
2019	Hombres	40-44	3	44025	Andorra
2019	Hombres	45-49	3	44025	Andorra
2019	Hombres	50-54	1	44025	Andorra
2019	Hombres	55-59	2	44025	Andorra
2019	Hombres	60-64	2	44025	Andorra
2019	Hombres	Más de 64	1	44025	Andorra
2019	Mujeres	25-29	2	44025	Andorra
2019	Mujeres	30-34	2	44025	Andorra
2019	Mujeres	35-39	2	44025	Andorra
2019	Mujeres	40-44	1	44025	Andorra
2019	Mujeres	45-49	3	44025	Andorra
2019	Mujeres	50-54	2	44025	Andorra
2019	Mujeres	55-59	1	44025	Andorra
2019	Hombres	16-19	2	44216	Teruel
2019	Hombres	20-24	37	44216	Teruel
2019	Hombres	25-29	44	44216	Teruel
2019	Hombres	30-34	51	44216	Teruel
2019	Hombres	35-39	56	44216	Teruel
2019	Hombres	40-44	49	44216	Teruel
2019	Hombres	45-49	59	44216	Teruel
2019	Hombres	50-54	41	44216	Teruel
2019	Hombres	55-59	30	44216	Teruel
2019	Hombres	60-64	15	44216	Teruel
2019	Hombres	Más de 64	2	44216	Teruel
2019	Mujeres	16-19	3	44216	Teruel
2019	Mujeres	20-24	11	44216	Teruel
2019	Mujeres	25-29	12	44216	Teruel
2019	Mujeres	30-34	12	44216	Teruel
2019	Mujeres	35-39	17	44216	Teruel
2019	Mujeres	40-44	27	44216	Teruel
2019	Mujeres	45-49	21	44216	Teruel
2019	Mujeres	50-54	34	44216	Teruel
2019	Mujeres	55-59	22	44216	Teruel
2019	Mujeres	60-64	11	44216	Teruel
2019	Mujeres	Más de 64	1	44216	Teruel
2019	Hombres	16-19	1	50008	Alagón
2019	Hombres	20-24	2	50008	Alagón
2019	Hombres	25-29	8	50008	Alagón
2019	Hombres	30-34	11	50008	Alagón
2019	Hombres	35-39	6	50008	Alagón
2019	Hombres	40-44	7	50008	Alagón
2019	Hombres	45-49	9	50008	Alagón
2019	Hombres	50-54	6	50008	Alagón
2019	Hombres	55-59	6	50008	Alagón
2019	Mujeres	20-24	4	50008	Alagón
2019	Mujeres	25-29	9	50008	Alagón
2019	Mujeres	30-34	5	50008	Alagón
2019	Mujeres	35-39	3	50008	Alagón
2019	Mujeres	40-44	10	50008	Alagón
2019	Mujeres	45-49	8	50008	Alagón
2019	Mujeres	50-54	7	50008	Alagón
2019	Mujeres	55-59	2	50008	Alagón
2019	Mujeres	60-64	3	50008	Alagón
2019	Hombres	20-24	11	50025	Almunia de Doña Godina (La)
2019	Hombres	25-29	11	50025	Almunia de Doña Godina (La)
2019	Hombres	30-34	11	50025	Almunia de Doña Godina (La)
2019	Hombres	35-39	8	50025	Almunia de Doña Godina (La)
2019	Hombres	40-44	16	50025	Almunia de Doña Godina (La)
2019	Hombres	45-49	12	50025	Almunia de Doña Godina (La)
2019	Hombres	50-54	9	50025	Almunia de Doña Godina (La)
2019	Hombres	55-59	10	50025	Almunia de Doña Godina (La)
2019	Hombres	60-64	1	50025	Almunia de Doña Godina (La)
2019	Hombres	Más de 64	1	50025	Almunia de Doña Godina (La)
2019	Mujeres	20-24	6	50025	Almunia de Doña Godina (La)
2019	Mujeres	25-29	1	50025	Almunia de Doña Godina (La)
2019	Mujeres	30-34	7	50025	Almunia de Doña Godina (La)
2019	Mujeres	35-39	7	50025	Almunia de Doña Godina (La)
2019	Mujeres	40-44	12	50025	Almunia de Doña Godina (La)
2019	Mujeres	45-49	3	50025	Almunia de Doña Godina (La)
2019	Mujeres	50-54	8	50025	Almunia de Doña Godina (La)
2019	Mujeres	55-59	10	50025	Almunia de Doña Godina (La)
2019	Mujeres	60-64	3	50025	Almunia de Doña Godina (La)
2019	Hombres	16-19	2	50067	Calatayud
2019	Hombres	20-24	9	50067	Calatayud
2019	Hombres	25-29	10	50067	Calatayud
2019	Hombres	30-34	7	50067	Calatayud
2019	Hombres	35-39	20	50067	Calatayud
2019	Hombres	40-44	24	50067	Calatayud
2019	Hombres	45-49	13	50067	Calatayud
2019	Hombres	50-54	15	50067	Calatayud
2019	Hombres	55-59	10	50067	Calatayud
2019	Hombres	60-64	7	50067	Calatayud
2019	Hombres	Más de 64	1	50067	Calatayud
2019	Mujeres	20-24	5	50067	Calatayud
2019	Mujeres	25-29	3	50067	Calatayud
2019	Mujeres	30-34	5	50067	Calatayud
2019	Mujeres	35-39	12	50067	Calatayud
2019	Mujeres	40-44	14	50067	Calatayud
2019	Mujeres	45-49	9	50067	Calatayud
2019	Mujeres	50-54	13	50067	Calatayud
2019	Mujeres	55-59	7	50067	Calatayud
2019	Mujeres	60-64	5	50067	Calatayud
2019	Hombres	20-24	6	50074	Caspe
2019	Hombres	25-29	7	50074	Caspe
2019	Hombres	30-34	10	50074	Caspe
2019	Hombres	35-39	10	50074	Caspe
2019	Hombres	40-44	12	50074	Caspe
2019	Hombres	45-49	16	50074	Caspe
2019	Hombres	50-54	7	50074	Caspe
2019	Hombres	55-59	4	50074	Caspe
2019	Hombres	60-64	5	50074	Caspe
2019	Mujeres	20-24	3	50074	Caspe
2019	Mujeres	25-29	3	50074	Caspe
2019	Mujeres	30-34	1	50074	Caspe
2019	Mujeres	35-39	2	50074	Caspe
2019	Mujeres	40-44	4	50074	Caspe
2019	Mujeres	45-49	3	50074	Caspe
2019	Mujeres	50-54	2	50074	Caspe
2019	Mujeres	55-59	2	50074	Caspe
2019	Mujeres	60-64	1	50074	Caspe
2019	Hombres	20-24	10	50089	Cuarte de Huerva
2019	Hombres	25-29	19	50089	Cuarte de Huerva
2019	Hombres	30-34	19	50089	Cuarte de Huerva
2019	Hombres	35-39	30	50089	Cuarte de Huerva
2019	Hombres	40-44	32	50089	Cuarte de Huerva
2019	Hombres	45-49	28	50089	Cuarte de Huerva
2019	Hombres	50-54	22	50089	Cuarte de Huerva
2019	Hombres	55-59	19	50089	Cuarte de Huerva
2019	Hombres	60-64	5	50089	Cuarte de Huerva
2019	Hombres	Más de 64	1	50089	Cuarte de Huerva
2019	Mujeres	20-24	2	50089	Cuarte de Huerva
2019	Mujeres	25-29	5	50089	Cuarte de Huerva
2019	Mujeres	30-34	3	50089	Cuarte de Huerva
2019	Mujeres	35-39	6	50089	Cuarte de Huerva
2019	Mujeres	40-44	6	50089	Cuarte de Huerva
2019	Mujeres	45-49	10	50089	Cuarte de Huerva
2019	Mujeres	50-54	8	50089	Cuarte de Huerva
2019	Mujeres	55-59	5	50089	Cuarte de Huerva
2019	Mujeres	60-64	2	50089	Cuarte de Huerva
2019	Hombres	16-19	6	50095	Ejea de los Caballeros
2019	Hombres	20-24	23	50095	Ejea de los Caballeros
2019	Hombres	25-29	29	50095	Ejea de los Caballeros
2019	Hombres	30-34	38	50095	Ejea de los Caballeros
2019	Hombres	35-39	36	50095	Ejea de los Caballeros
2019	Hombres	40-44	25	50095	Ejea de los Caballeros
2019	Hombres	45-49	33	50095	Ejea de los Caballeros
2019	Hombres	50-54	24	50095	Ejea de los Caballeros
2019	Hombres	55-59	23	50095	Ejea de los Caballeros
2019	Hombres	60-64	10	50095	Ejea de los Caballeros
2019	Mujeres	20-24	3	50095	Ejea de los Caballeros
2019	Mujeres	25-29	4	50095	Ejea de los Caballeros
2019	Mujeres	30-34	4	50095	Ejea de los Caballeros
2019	Mujeres	35-39	10	50095	Ejea de los Caballeros
2019	Mujeres	40-44	8	50095	Ejea de los Caballeros
2019	Mujeres	45-49	8	50095	Ejea de los Caballeros
2019	Mujeres	50-54	10	50095	Ejea de los Caballeros
2019	Mujeres	55-59	8	50095	Ejea de los Caballeros
2019	Mujeres	60-64	3	50095	Ejea de los Caballeros
2019	Hombres	16-19	1	50163	María de Huerva
2019	Hombres	25-29	2	50163	María de Huerva
2019	Hombres	30-34	3	50163	María de Huerva
2019	Hombres	35-39	7	50163	María de Huerva
2019	Hombres	40-44	6	50163	María de Huerva
2019	Hombres	45-49	4	50163	María de Huerva
2019	Hombres	50-54	2	50163	María de Huerva
2019	Hombres	55-59	3	50163	María de Huerva
2019	Hombres	60-64	1	50163	María de Huerva
2019	Mujeres	35-39	4	50163	María de Huerva
2019	Mujeres	40-44	1	50163	María de Huerva
2019	Mujeres	50-54	2	50163	María de Huerva
2019	Hombres	16-19	2	50182	Muela (La)
2019	Hombres	20-24	11	50182	Muela (La)
2019	Hombres	25-29	19	50182	Muela (La)
2019	Hombres	30-34	28	50182	Muela (La)
2019	Hombres	35-39	27	50182	Muela (La)
2019	Hombres	40-44	37	50182	Muela (La)
2019	Hombres	45-49	38	50182	Muela (La)
2019	Hombres	50-54	18	50182	Muela (La)
2019	Hombres	55-59	11	50182	Muela (La)
2019	Hombres	60-64	11	50182	Muela (La)
2019	Mujeres	25-29	1	50182	Muela (La)
2019	Mujeres	30-34	7	50182	Muela (La)
2019	Mujeres	35-39	5	50182	Muela (La)
2019	Mujeres	40-44	8	50182	Muela (La)
2019	Mujeres	45-49	9	50182	Muela (La)
2019	Mujeres	50-54	4	50182	Muela (La)
2019	Mujeres	55-59	5	50182	Muela (La)
2019	Mujeres	60-64	1	50182	Muela (La)
2019	Hombres	16-19	2	50219	Puebla de Alfindén (La)
2019	Hombres	20-24	15	50219	Puebla de Alfindén (La)
2019	Hombres	25-29	12	50219	Puebla de Alfindén (La)
2019	Hombres	30-34	27	50219	Puebla de Alfindén (La)
2019	Hombres	35-39	42	50219	Puebla de Alfindén (La)
2019	Hombres	40-44	37	50219	Puebla de Alfindén (La)
2019	Hombres	45-49	32	50219	Puebla de Alfindén (La)
2019	Hombres	50-54	26	50219	Puebla de Alfindén (La)
2019	Hombres	55-59	22	50219	Puebla de Alfindén (La)
2019	Hombres	60-64	5	50219	Puebla de Alfindén (La)
2019	Mujeres	20-24	1	50219	Puebla de Alfindén (La)
2019	Mujeres	30-34	1	50219	Puebla de Alfindén (La)
2019	Mujeres	40-44	5	50219	Puebla de Alfindén (La)
2019	Mujeres	45-49	1	50219	Puebla de Alfindén (La)
2019	Mujeres	50-54	4	50219	Puebla de Alfindén (La)
2019	Mujeres	60-64	2	50219	Puebla de Alfindén (La)
2019	Hombres	16-19	1	50251	Tarazona
2019	Hombres	20-24	15	50251	Tarazona
2019	Hombres	25-29	10	50251	Tarazona
2019	Hombres	30-34	14	50251	Tarazona
2019	Hombres	35-39	8	50251	Tarazona
2019	Hombres	40-44	16	50251	Tarazona
2019	Hombres	45-49	27	50251	Tarazona
2019	Hombres	50-54	12	50251	Tarazona
2019	Hombres	55-59	9	50251	Tarazona
2019	Hombres	60-64	4	50251	Tarazona
2019	Mujeres	16-19	1	50251	Tarazona
2019	Mujeres	20-24	3	50251	Tarazona
2019	Mujeres	25-29	4	50251	Tarazona
2019	Mujeres	30-34	5	50251	Tarazona
2019	Mujeres	35-39	1	50251	Tarazona
2019	Mujeres	40-44	4	50251	Tarazona
2019	Mujeres	45-49	2	50251	Tarazona
2019	Mujeres	50-54	4	50251	Tarazona
2019	Mujeres	55-59	5	50251	Tarazona
2019	Mujeres	60-64	1	50251	Tarazona
2019	Hombres	16-19	1	50252	Tauste
2019	Hombres	20-24	10	50252	Tauste
2019	Hombres	25-29	12	50252	Tauste
2019	Hombres	30-34	11	50252	Tauste
2019	Hombres	35-39	13	50252	Tauste
2019	Hombres	40-44	13	50252	Tauste
2019	Hombres	45-49	16	50252	Tauste
2019	Hombres	50-54	14	50252	Tauste
2019	Hombres	55-59	12	50252	Tauste
2019	Hombres	60-64	9	50252	Tauste
2019	Hombres	Más de 64	2	50252	Tauste
2019	Mujeres	20-24	1	50252	Tauste
2019	Mujeres	25-29	2	50252	Tauste
2019	Mujeres	30-34	2	50252	Tauste
2019	Mujeres	35-39	4	50252	Tauste
2019	Mujeres	40-44	4	50252	Tauste
2019	Mujeres	45-49	4	50252	Tauste
2019	Mujeres	50-54	7	50252	Tauste
2019	Mujeres	55-59	1	50252	Tauste
2019	Hombres	16-19	5	50272	Utebo
2019	Hombres	20-24	12	50272	Utebo
2019	Hombres	25-29	22	50272	Utebo
2019	Hombres	30-34	27	50272	Utebo
2019	Hombres	35-39	30	50272	Utebo
2019	Hombres	40-44	32	50272	Utebo
2019	Hombres	45-49	31	50272	Utebo
2019	Hombres	50-54	23	50272	Utebo
2019	Hombres	55-59	20	50272	Utebo
2019	Hombres	60-64	9	50272	Utebo
2019	Hombres	Más de 64	1	50272	Utebo
2019	Mujeres	16-19	1	50272	Utebo
2019	Mujeres	20-24	3	50272	Utebo
2019	Mujeres	25-29	6	50272	Utebo
2019	Mujeres	30-34	8	50272	Utebo
2019	Mujeres	35-39	10	50272	Utebo
2019	Mujeres	40-44	11	50272	Utebo
2019	Mujeres	45-49	8	50272	Utebo
2019	Mujeres	50-54	8	50272	Utebo
2019	Mujeres	55-59	10	50272	Utebo
2019	Hombres	16-19	48	50297	Zaragoza
2019	Hombres	20-24	267	50297	Zaragoza
2019	Hombres	25-29	376	50297	Zaragoza
2019	Hombres	30-34	503	50297	Zaragoza
2019	Hombres	35-39	653	50297	Zaragoza
2019	Hombres	40-44	730	50297	Zaragoza
2019	Hombres	45-49	704	50297	Zaragoza
2019	Hombres	50-54	503	50297	Zaragoza
2019	Hombres	55-59	390	50297	Zaragoza
2019	Hombres	60-64	146	50297	Zaragoza
2019	Hombres	Más de 64	12	50297	Zaragoza
2019	Mujeres	16-19	17	50297	Zaragoza
2019	Mujeres	20-24	129	50297	Zaragoza
2019	Mujeres	25-29	180	50297	Zaragoza
2019	Mujeres	30-34	225	50297	Zaragoza
2019	Mujeres	35-39	253	50297	Zaragoza
2019	Mujeres	40-44	306	50297	Zaragoza
2019	Mujeres	45-49	309	50297	Zaragoza
2019	Mujeres	50-54	350	50297	Zaragoza
2019	Mujeres	55-59	247	50297	Zaragoza
2019	Mujeres	60-64	138	50297	Zaragoza
2019	Mujeres	Más de 64	19	50297	Zaragoza
2019	Hombres	16-19	4	50298	Zuera
2019	Hombres	20-24	20	50298	Zuera
2019	Hombres	25-29	31	50298	Zuera
2019	Hombres	30-34	28	50298	Zuera
2019	Hombres	35-39	37	50298	Zuera
2019	Hombres	40-44	44	50298	Zuera
2019	Hombres	45-49	29	50298	Zuera
2019	Hombres	50-54	17	50298	Zuera
2019	Hombres	55-59	15	50298	Zuera
2019	Hombres	60-64	5	50298	Zuera
2019	Hombres	Más de 64	2	50298	Zuera
2019	Mujeres	16-19	1	50298	Zuera
2019	Mujeres	20-24	6	50298	Zuera
2019	Mujeres	25-29	13	50298	Zuera
2019	Mujeres	30-34	11	50298	Zuera
2019	Mujeres	35-39	9	50298	Zuera
2019	Mujeres	40-44	11	50298	Zuera
2019	Mujeres	45-49	10	50298	Zuera
2019	Mujeres	50-54	7	50298	Zuera
2019	Mujeres	55-59	3	50298	Zuera
2019	Mujeres	60-64	1	50298	Zuera
2018	Hombres	16-19	4	22048	Barbastro
2018	Hombres	20-24	11	22048	Barbastro
2018	Hombres	25-29	16	22048	Barbastro
2018	Hombres	30-34	20	22048	Barbastro
2018	Hombres	35-39	14	22048	Barbastro
2018	Hombres	40-44	17	22048	Barbastro
2018	Hombres	45-49	17	22048	Barbastro
2018	Hombres	50-54	12	22048	Barbastro
2018	Hombres	55-59	10	22048	Barbastro
2018	Hombres	60-64	4	22048	Barbastro
2018	Hombres	Más de 64	1	22048	Barbastro
2018	Mujeres	20-24	3	22048	Barbastro
2018	Mujeres	25-29	5	22048	Barbastro
2018	Mujeres	30-34	6	22048	Barbastro
2018	Mujeres	35-39	7	22048	Barbastro
2018	Mujeres	40-44	13	22048	Barbastro
2018	Mujeres	45-49	8	22048	Barbastro
2018	Mujeres	50-54	8	22048	Barbastro
2018	Mujeres	55-59	10	22048	Barbastro
2018	Mujeres	60-64	3	22048	Barbastro
2018	Mujeres	Más de 64	3	22048	Barbastro
2018	Hombres	16-19	3	22061	Binéfar
2018	Hombres	20-24	11	22061	Binéfar
2018	Hombres	25-29	20	22061	Binéfar
2018	Hombres	30-34	19	22061	Binéfar
2018	Hombres	35-39	26	22061	Binéfar
2018	Hombres	40-44	38	22061	Binéfar
2018	Hombres	45-49	20	22061	Binéfar
2018	Hombres	50-54	19	22061	Binéfar
2018	Hombres	55-59	11	22061	Binéfar
2018	Hombres	60-64	9	22061	Binéfar
2018	Mujeres	16-19	1	22061	Binéfar
2018	Mujeres	20-24	4	22061	Binéfar
2018	Mujeres	25-29	2	22061	Binéfar
2018	Mujeres	35-39	3	22061	Binéfar
2018	Mujeres	40-44	2	22061	Binéfar
2018	Mujeres	45-49	3	22061	Binéfar
2018	Mujeres	50-54	4	22061	Binéfar
2018	Mujeres	55-59	2	22061	Binéfar
2018	Mujeres	60-64	1	22061	Binéfar
2018	Hombres	16-19	8	22112	Fraga
2018	Hombres	20-24	18	22112	Fraga
2018	Hombres	25-29	17	22112	Fraga
2018	Hombres	30-34	23	22112	Fraga
2018	Hombres	35-39	17	22112	Fraga
2018	Hombres	40-44	27	22112	Fraga
2018	Hombres	45-49	29	22112	Fraga
2018	Hombres	50-54	17	22112	Fraga
2018	Hombres	55-59	13	22112	Fraga
2018	Hombres	60-64	8	22112	Fraga
2018	Mujeres	16-19	3	22112	Fraga
2018	Mujeres	20-24	9	22112	Fraga
2018	Mujeres	25-29	3	22112	Fraga
2018	Mujeres	30-34	1	22112	Fraga
2018	Mujeres	35-39	4	22112	Fraga
2018	Mujeres	40-44	5	22112	Fraga
2018	Mujeres	45-49	10	22112	Fraga
2018	Mujeres	50-54	8	22112	Fraga
2018	Mujeres	55-59	1	22112	Fraga
2018	Mujeres	60-64	2	22112	Fraga
2018	Hombres	16-19	7	22125	Huesca
2018	Hombres	20-24	33	22125	Huesca
2018	Hombres	25-29	63	22125	Huesca
2018	Hombres	30-34	46	22125	Huesca
2018	Hombres	35-39	57	22125	Huesca
2018	Hombres	40-44	65	22125	Huesca
2018	Hombres	45-49	62	22125	Huesca
2018	Hombres	50-54	52	22125	Huesca
2018	Hombres	55-59	53	22125	Huesca
2018	Hombres	60-64	23	22125	Huesca
2018	Hombres	Más de 64	1	22125	Huesca
2018	Mujeres	16-19	2	22125	Huesca
2018	Mujeres	20-24	10	22125	Huesca
2018	Mujeres	25-29	12	22125	Huesca
2018	Mujeres	30-34	13	22125	Huesca
2018	Mujeres	35-39	30	22125	Huesca
2018	Mujeres	40-44	15	22125	Huesca
2018	Mujeres	45-49	22	22125	Huesca
2018	Mujeres	50-54	26	22125	Huesca
2018	Mujeres	55-59	30	22125	Huesca
2018	Mujeres	60-64	20	22125	Huesca
2018	Hombres	16-19	4	22130	Jaca
2018	Hombres	20-24	5	22130	Jaca
2018	Hombres	25-29	3	22130	Jaca
2018	Hombres	30-34	14	22130	Jaca
2018	Hombres	35-39	7	22130	Jaca
2018	Hombres	40-44	8	22130	Jaca
2018	Hombres	45-49	14	22130	Jaca
2018	Hombres	50-54	7	22130	Jaca
2018	Hombres	55-59	7	22130	Jaca
2018	Hombres	60-64	2	22130	Jaca
2018	Mujeres	20-24	2	22130	Jaca
2018	Mujeres	25-29	5	22130	Jaca
2018	Mujeres	30-34	6	22130	Jaca
2018	Mujeres	35-39	4	22130	Jaca
2018	Mujeres	40-44	1	22130	Jaca
2018	Mujeres	45-49	4	22130	Jaca
2018	Mujeres	50-54	7	22130	Jaca
2018	Mujeres	55-59	9	22130	Jaca
2018	Mujeres	60-64	3	22130	Jaca
2018	Hombres	16-19	5	22158	Monzón
2018	Hombres	20-24	20	22158	Monzón
2018	Hombres	25-29	38	22158	Monzón
2018	Hombres	30-34	34	22158	Monzón
2018	Hombres	35-39	45	22158	Monzón
2018	Hombres	40-44	45	22158	Monzón
2018	Hombres	45-49	29	22158	Monzón
2018	Hombres	50-54	39	22158	Monzón
2018	Hombres	55-59	24	22158	Monzón
2018	Hombres	60-64	6	22158	Monzón
2018	Mujeres	20-24	5	22158	Monzón
2018	Mujeres	25-29	3	22158	Monzón
2018	Mujeres	30-34	6	22158	Monzón
2018	Mujeres	35-39	8	22158	Monzón
2018	Mujeres	40-44	12	22158	Monzón
2018	Mujeres	45-49	5	22158	Monzón
2018	Mujeres	50-54	7	22158	Monzón
2018	Mujeres	55-59	7	22158	Monzón
2018	Mujeres	60-64	2	22158	Monzón
2018	Hombres	20-24	4	22199	Sabiñánigo
2018	Hombres	25-29	5	22199	Sabiñánigo
2018	Hombres	30-34	3	22199	Sabiñánigo
2018	Hombres	35-39	4	22199	Sabiñánigo
2018	Hombres	40-44	11	22199	Sabiñánigo
2018	Hombres	45-49	10	22199	Sabiñánigo
2018	Hombres	50-54	4	22199	Sabiñánigo
2018	Hombres	55-59	3	22199	Sabiñánigo
2018	Hombres	60-64	3	22199	Sabiñánigo
2018	Mujeres	20-24	1	22199	Sabiñánigo
2018	Mujeres	25-29	2	22199	Sabiñánigo
2018	Mujeres	30-34	5	22199	Sabiñánigo
2018	Mujeres	35-39	1	22199	Sabiñánigo
2018	Mujeres	40-44	1	22199	Sabiñánigo
2018	Mujeres	45-49	3	22199	Sabiñánigo
2018	Mujeres	50-54	2	22199	Sabiñánigo
2018	Mujeres	55-59	2	22199	Sabiñánigo
2018	Mujeres	60-64	1	22199	Sabiñánigo
2018	Hombres	16-19	1	44013	Alcañiz
2018	Hombres	20-24	4	44013	Alcañiz
2018	Hombres	25-29	8	44013	Alcañiz
2018	Hombres	30-34	9	44013	Alcañiz
2018	Hombres	35-39	19	44013	Alcañiz
2018	Hombres	40-44	21	44013	Alcañiz
2018	Hombres	45-49	18	44013	Alcañiz
2018	Hombres	50-54	16	44013	Alcañiz
2018	Hombres	55-59	9	44013	Alcañiz
2018	Hombres	60-64	4	44013	Alcañiz
2018	Hombres	Más de 64	1	44013	Alcañiz
2018	Mujeres	20-24	2	44013	Alcañiz
2018	Mujeres	25-29	2	44013	Alcañiz
2018	Mujeres	30-34	4	44013	Alcañiz
2018	Mujeres	35-39	6	44013	Alcañiz
2018	Mujeres	40-44	5	44013	Alcañiz
2018	Mujeres	45-49	10	44013	Alcañiz
2018	Mujeres	50-54	9	44013	Alcañiz
2018	Mujeres	55-59	8	44013	Alcañiz
2018	Mujeres	60-64	1	44013	Alcañiz
2018	Hombres	20-24	3	44025	Andorra
2018	Hombres	25-29	2	44025	Andorra
2018	Hombres	30-34	6	44025	Andorra
2018	Hombres	35-39	7	44025	Andorra
2018	Hombres	40-44	5	44025	Andorra
2018	Hombres	45-49	3	44025	Andorra
2018	Hombres	50-54	5	44025	Andorra
2018	Hombres	55-59	2	44025	Andorra
2018	Mujeres	25-29	2	44025	Andorra
2018	Mujeres	30-34	1	44025	Andorra
2018	Mujeres	35-39	4	44025	Andorra
2018	Mujeres	40-44	3	44025	Andorra
2018	Mujeres	45-49	3	44025	Andorra
2018	Mujeres	50-54	1	44025	Andorra
2018	Mujeres	55-59	2	44025	Andorra
2018	Hombres	16-19	4	44216	Teruel
2018	Hombres	20-24	31	44216	Teruel
2018	Hombres	25-29	52	44216	Teruel
2018	Hombres	30-34	45	44216	Teruel
2018	Hombres	35-39	62	44216	Teruel
2018	Hombres	40-44	55	44216	Teruel
2018	Hombres	45-49	43	44216	Teruel
2018	Hombres	50-54	44	44216	Teruel
2018	Hombres	55-59	26	44216	Teruel
2018	Hombres	60-64	12	44216	Teruel
2018	Mujeres	16-19	2	44216	Teruel
2018	Mujeres	20-24	4	44216	Teruel
2018	Mujeres	25-29	9	44216	Teruel
2018	Mujeres	30-34	16	44216	Teruel
2018	Mujeres	35-39	21	44216	Teruel
2018	Mujeres	40-44	32	44216	Teruel
2018	Mujeres	45-49	24	44216	Teruel
2018	Mujeres	50-54	28	44216	Teruel
2018	Mujeres	55-59	25	44216	Teruel
2018	Mujeres	60-64	5	44216	Teruel
2018	Hombres	16-19	3	50008	Alagón
2018	Hombres	20-24	7	50008	Alagón
2018	Hombres	25-29	16	50008	Alagón
2018	Hombres	30-34	13	50008	Alagón
2018	Hombres	35-39	14	50008	Alagón
2018	Hombres	40-44	13	50008	Alagón
2018	Hombres	45-49	19	50008	Alagón
2018	Hombres	50-54	8	50008	Alagón
2018	Hombres	55-59	3	50008	Alagón
2018	Hombres	60-64	1	50008	Alagón
2018	Mujeres	20-24	5	50008	Alagón
2018	Mujeres	25-29	4	50008	Alagón
2018	Mujeres	30-34	6	50008	Alagón
2018	Mujeres	35-39	10	50008	Alagón
2018	Mujeres	40-44	6	50008	Alagón
2018	Mujeres	45-49	8	50008	Alagón
2018	Mujeres	50-54	4	50008	Alagón
2018	Mujeres	55-59	4	50008	Alagón
2018	Hombres	16-19	3	50025	Almunia de Doña Godina (La)
2018	Hombres	20-24	9	50025	Almunia de Doña Godina (La)
2018	Hombres	25-29	8	50025	Almunia de Doña Godina (La)
2018	Hombres	30-34	12	50025	Almunia de Doña Godina (La)
2018	Hombres	35-39	15	50025	Almunia de Doña Godina (La)
2018	Hombres	40-44	15	50025	Almunia de Doña Godina (La)
2018	Hombres	45-49	19	50025	Almunia de Doña Godina (La)
2018	Hombres	50-54	8	50025	Almunia de Doña Godina (La)
2018	Hombres	55-59	8	50025	Almunia de Doña Godina (La)
2018	Hombres	60-64	4	50025	Almunia de Doña Godina (La)
2018	Mujeres	20-24	3	50025	Almunia de Doña Godina (La)
2018	Mujeres	25-29	6	50025	Almunia de Doña Godina (La)
2018	Mujeres	30-34	7	50025	Almunia de Doña Godina (La)
2018	Mujeres	35-39	6	50025	Almunia de Doña Godina (La)
2018	Mujeres	40-44	10	50025	Almunia de Doña Godina (La)
2018	Mujeres	45-49	6	50025	Almunia de Doña Godina (La)
2018	Mujeres	50-54	10	50025	Almunia de Doña Godina (La)
2018	Mujeres	55-59	8	50025	Almunia de Doña Godina (La)
