Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas que son mano de obra familiar y titulares explotación	Personas que son mano de obra familiar y cónyuges	Personas que son mano de obra familiar distinta a las anteriores (otros)	Personas mano obra familiar son titulares <35 años	Personas mano obra familiar son titulares de 35 a 54 años	Personas mano obra familiar son titulares de 55 a 64 años	Personas mano obra familiar son titulares de más de 65 años	Personas mano obra familiar cónyuge <35 años	Personas mano obra familiar cónyuge de 35 a 54 años	Personas mano obra familiar cónyuge de 55 a 64 años	Personas mano obra familiar cónyuge de más de 65 años	Personas mano obra familiar otros (otra relación) con <35 años	Personas mano obra familiar otros de 35 a 54 años	Personas mano obra familiar otros de 55 a 64 años	Personas mano obra familiar otros de más de 65 años
1999	22209	Santa Cruz de la Serós	36	19	5	12	3	9	2	5	1	2	2	0	3	4	3	2
1999	22212	Santaliestra y San Quílez	18	14	1	3	1	7	2	4	0	0	1	0	1	1	0	1
1999	22213	Sariñena	583	407	72	104	58	198	89	62	10	48	10	4	48	29	16	11
1999	22214	Secastilla	57	32	14	11	1	11	7	13	0	7	3	4	3	4	1	3
1999	22215	Seira	30	18	8	4	1	7	6	4	0	3	1	4	0	2	0	2
1999	22217	Sena	181	146	19	16	28	66	31	21	4	11	3	1	8	4	2	2
1999	22218	Senés de Alcubierre	24	17	3	4	5	7	4	1	0	3	0	0	2	2	0	0
1999	22220	Sesa	62	57	1	4	8	15	14	20	0	1	0	0	1	1	1	1
1999	22221	Sesué	18	12	3	3	0	2	1	9	0	1	2	0	0	1	0	2
1999	22222	Siétamo	130	93	7	30	5	30	17	41	0	3	3	1	11	12	3	4
1999	22223	Sopeira	21	19	2	0	5	7	4	3	0	0	2	0	0	0	0	0
1999	22225	Tamarite de Litera	830	470	163	197	34	192	110	134	13	81	41	28	97	41	19	40
1999	22226	Tardienta	175	133	15	27	11	43	30	49	1	9	2	3	11	8	3	5
1999	22227	Tella-Sin	14	14	0	0	0	7	1	6	0	0	0	0	0	0	0	0
1999	22228	Tierz	29	24	1	4	7	5	4	8	0	1	0	0	2	1	0	1
1999	22229	Tolva	78	64	11	3	4	23	13	24	1	9	1	0	3	0	0	0
1999	22230	Torla-Ordesa	52	38	9	5	3	19	6	10	0	7	2	0	1	0	1	3
1999	22232	Torralba de Aragón	47	34	6	7	6	12	10	6	2	2	1	1	3	3	1	0
1999	22233	Torre la Ribera	53	46	4	3	3	14	11	18	1	3	0	0	0	1	1	1
1999	22234	Torrente de Cinca	259	121	65	73	14	57	30	20	8	38	11	8	43	16	7	7
1999	22235	Torres de Alcanadre	41	34	3	4	3	18	3	10	1	2	0	0	1	1	1	1
1999	22236	Torres de Barbués	60	49	3	8	7	16	11	15	0	3	0	0	3	4	0	1
1999	22239	Tramaced	52	32	8	12	4	16	8	4	0	8	0	0	6	2	2	2
1999	22242	Valfarta	66	40	6	20	10	13	6	11	2	2	2	0	12	2	2	4
1999	22243	Valle de Bardají	16	12	3	1	3	5	3	1	2	1	0	0	0	0	1	0
1999	22244	Valle de Lierp	18	13	2	3	1	2	4	6	0	1	1	0	1	2	0	0
1999	22245	Velilla de Cinca	145	78	21	46	13	30	13	22	5	10	2	4	19	12	5	10
1999	22246	Beranuy	72	54	9	9	0	12	13	29	0	5	0	4	1	3	0	5
1999	22247	Viacamp y Litera	33	20	7	6	2	10	6	2	0	2	4	1	1	1	2	2
1999	22248	Vicién	11	8	1	2	0	7	0	1	0	1	0	0	0	0	0	2
1999	22249	Villanova	10	8	1	1	0	4	2	2	0	0	1	0	1	0	0	0
1999	22250	Villanúa	10	10	0	0	0	2	3	5	0	0	0	0	0	0	0	0
1999	22251	Villanueva de Sigena	183	109	32	42	15	51	24	19	3	22	7	0	24	8	0	10
1999	22252	Yebra de Basa	30	20	0	10	1	10	4	5	0	0	0	0	5	3	0	2
1999	22253	Yésero	11	6	1	4	1	2	2	1	0	1	0	0	3	0	1	0
1999	22254	Zaidín	565	317	78	170	78	145	51	43	12	53	11	2	67	33	24	46
1999	22901	Valle de Hecho	182	91	23	68	9	37	26	19	4	13	5	1	24	17	7	20
1999	22902	Puente la Reina de Jaca	80	49	9	22	7	15	10	17	1	5	1	2	8	2	2	10
1999	22903	San Miguel del Cinca	284	192	39	53	48	84	30	30	3	21	11	4	24	11	3	15
1999	22904	Sotonera (La)	485	345	48	92	17	105	74	149	1	23	12	12	25	42	5	20
1999	22905	Lupiñén-Ortilla	97	69	4	24	11	31	15	12	1	2	1	0	9	5	2	8
1999	22906	Santa María de Dulcis	124	77	34	13	5	27	15	30	1	14	9	10	5	6	0	2
1999	22907	Aínsa-Sobrarbe	195	143	16	36	14	60	31	38	3	10	0	3	7	15	7	7
1999	22908	Hoz y Costeán	187	129	23	35	12	48	18	51	2	11	4	6	13	12	1	9
1999	22909	Vencillón	137	95	13	29	28	39	17	11	5	6	1	1	13	7	3	6
1999	44001	Ababuj	36	24	10	2	2	11	8	3	0	6	2	2	1	0	0	1
1999	44002	Abejuela	19	12	6	1	2	5	1	4	0	3	1	2	0	0	0	1
1999	44003	Aguatón	11	8	2	1	1	1	3	3	0	0	1	1	0	0	1	0
1999	44004	Aguaviva	130	87	30	13	2	28	22	35	2	13	7	8	6	5	0	2
1999	44005	Aguilar del Alfambra	35	23	9	3	0	8	9	6	0	2	1	6	1	0	0	2
1999	44006	Alacón	173	112	48	13	2	35	27	48	1	19	15	13	4	7	2	0
1999	44007	Alba	94	68	13	13	12	27	19	10	0	7	4	2	3	3	1	6
1999	44008	Albalate del Arzobispo	762	526	135	101	23	166	121	216	3	56	40	36	36	50	6	9
1999	44009	Albarracín	88	62	11	15	6	23	12	21	0	9	0	2	6	6	1	2
1999	44010	Albentosa	72	48	12	12	1	22	11	14	0	6	5	1	5	5	1	1
1999	44011	Alcaine	10	9	1	0	4	3	2	0	0	1	0	0	0	0	0	0
1999	44012	Alcalá de la Selva	55	46	4	5	4	17	16	9	0	0	3	1	3	2	0	0
1999	44013	Alcañiz	1385	874	292	219	67	324	212	271	18	150	70	54	112	53	16	38
1999	44014	Alcorisa	1014	509	222	283	30	188	101	190	7	121	48	46	117	90	27	49
1999	44016	Alfambra	221	151	39	31	13	52	36	50	1	21	10	7	15	11	3	2
1999	44017	Aliaga	88	64	12	12	5	22	9	28	3	2	4	3	8	2	1	1
1999	44018	Almohaja	5	4	0	1	0	1	1	2	0	0	0	0	1	0	0	0
1999	44019	Alobras	24	15	1	8	3	7	0	5	0	1	0	0	1	2	3	2
1999	44020	Alpeñés	11	10	0	1	0	4	4	2	0	0	0	0	0	0	1	0
1999	44021	Allepuz	62	47	7	8	2	20	12	13	1	2	2	2	2	5	1	0
1999	44022	Alloza	547	296	111	140	8	76	71	141	2	44	40	25	38	80	14	8
1999	44023	Allueva	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1999	44024	Anadón	11	4	2	5	0	2	2	0	0	1	1	0	4	0	1	0
1999	44025	Andorra	991	492	289	210	31	170	115	176	15	144	74	56	77	96	12	25
1999	44026	Arcos de las Salinas	29	19	5	5	1	4	9	5	0	1	1	3	2	2	1	0
1999	44027	Arens de Lledó	145	78	37	30	10	36	19	13	4	18	12	3	13	9	4	4
1999	44028	Argente	86	78	6	2	6	32	17	23	0	5	1	0	0	0	2	0
1999	44029	Ariño	100	92	3	5	8	24	20	40	0	2	1	0	1	4	0	0
1999	44031	Azaila	90	55	17	18	7	13	15	20	0	3	8	6	4	10	1	3
1999	44032	Bádenas	5	4	0	1	0	0	3	1	0	0	0	0	0	0	0	1
1999	44033	Báguena	226	193	16	17	14	53	35	91	0	6	5	5	5	3	4	5
1999	44034	Bañón	46	37	7	2	14	9	9	5	2	0	4	1	0	0	2	0
1999	44035	Barrachina	39	25	11	3	2	13	5	5	2	4	3	2	0	1	1	1
1999	44036	Bea	8	4	1	3	2	2	0	0	0	1	0	0	3	0	0	0
1999	44037	Beceite	126	100	11	15	9	39	22	30	0	5	4	2	1	8	2	4
1999	44038	Belmonte de San José	152	93	36	23	4	21	25	43	5	12	9	10	11	7	0	5
1999	44039	Bello	145	105	31	9	9	30	21	45	4	7	11	9	3	3	2	1
1999	44040	Berge	138	82	26	30	4	31	19	28	1	16	4	5	9	5	3	13
1999	44041	Bezas	10	8	1	1	0	1	3	4	0	0	1	0	0	0	1	0
1999	44042	Blancas	70	45	23	2	4	24	12	5	1	9	9	4	0	1	0	1
1999	44043	Blesa	70	52	8	10	6	12	14	20	1	3	2	2	3	6	0	1
1999	44044	Bordón	35	22	8	5	2	9	6	5	1	3	2	2	2	2	0	1
1999	44045	Bronchales	32	21	6	5	1	11	5	4	0	4	2	0	4	1	0	0
1999	44046	Bueña	42	33	7	2	2	8	8	15	0	1	3	3	1	1	0	0
1999	44047	Burbáguena	187	130	44	13	1	21	29	79	1	8	13	22	2	6	3	2
1999	44048	Cabra de Mora	22	17	5	0	2	5	7	3	0	1	2	2	0	0	0	0
1999	44049	Calaceite	510	283	95	132	30	123	56	74	12	54	19	10	64	26	18	24
1999	44050	Calamocha	566	397	99	70	27	142	110	118	5	50	27	17	28	24	10	8
1999	44051	Calanda	807	458	167	182	34	191	86	147	12	93	38	24	94	48	11	29
1999	44052	Calomarde	16	9	5	2	0	4	3	2	0	1	3	1	0	2	0	0
1999	44053	Camañas	58	44	8	6	10	15	11	8	0	4	2	2	5	1	0	0
1999	44054	Camarena de la Sierra	20	11	4	5	1	5	5	0	0	2	2	0	5	0	0	0
1999	44055	Camarillas	43	28	7	8	6	9	8	5	0	4	2	1	3	3	1	1
1999	44056	Caminreal	243	167	56	20	9	64	43	51	2	27	20	7	13	3	4	0
1999	44059	Cantavieja	194	122	57	15	12	60	35	15	5	35	11	6	5	7	2	1
1999	44060	Cañada de Benatanduz	24	22	1	1	2	10	5	5	0	0	0	1	0	1	0	0
1999	44061	Cañada de Verich (La)	19	16	1	2	0	4	5	7	0	0	0	1	1	0	0	1
1999	44062	Cañada Vellida	48	29	2	17	4	6	10	9	0	1	1	0	6	5	3	3
1999	44063	Cañizar del Olivar	20	13	5	2	0	2	5	6	0	0	1	4	1	1	0	0
1999	44064	Cascante del Río	28	22	5	1	4	4	8	6	0	3	1	1	1	0	0	0
1999	44065	Castejón de Tornos	56	36	18	2	4	11	7	14	1	7	8	2	2	0	0	0
1999	44066	Castel de Cabra	28	27	1	0	1	4	10	12	0	0	0	1	0	0	0	0
1999	44067	Castelnou	30	23	6	1	3	7	3	10	0	2	3	1	1	0	0	0
1999	44068	Castelserás	156	110	24	22	7	44	16	43	0	11	5	8	8	5	3	6
1999	44070	Castellar (El)	28	23	4	1	1	5	11	6	0	0	3	1	0	1	0	0
1999	44071	Castellote	360	245	61	54	24	88	59	74	5	24	15	17	16	17	7	14
1999	44074	Cedrillas	118	88	18	12	4	34	30	20	0	10	5	3	2	8	1	1
1999	44075	Celadas	163	113	36	14	23	50	26	14	5	14	14	3	6	5	2	1
1999	44076	Cella	526	375	129	22	25	181	98	71	2	69	44	14	12	5	3	2
1999	44077	Cerollera (La)	61	55	3	3	2	15	12	26	0	1	0	2	1	2	0	0
1999	44080	Codoñera (La)	155	66	40	49	6	27	14	19	2	16	10	12	18	6	5	20
1999	44082	Corbalán	32	25	6	1	3	5	6	11	0	1	0	5	0	1	0	0
1999	44084	Cortes de Aragón	24	18	5	1	2	4	3	9	1	3	0	1	1	0	0	0
1999	44085	Cosa	39	28	5	6	10	5	11	2	0	1	4	0	3	2	1	0
1999	44086	Cretas	276	184	43	49	20	69	47	48	3	33	6	1	29	14	4	2
1999	44087	Crivillén	58	26	12	20	2	6	8	10	0	2	6	4	13	4	1	2
1999	44088	Cuba (La)	24	18	6	0	0	11	5	2	1	4	1	0	0	0	0	0
1999	44089	Cubla	28	18	3	7	2	3	3	10	0	1	2	0	5	0	2	0
1999	44090	Cucalón	27	20	1	6	1	7	9	3	0	0	1	0	2	2	1	1
1999	44092	Cuervo (El)	27	18	6	3	1	7	6	4	0	1	3	2	1	2	0	0
1999	44093	Cuevas de Almudén	45	28	7	10	4	11	4	9	2	3	2	0	4	5	1	0
1999	44094	Cuevas Labradas	42	33	9	0	3	9	11	10	0	3	6	0	0	0	0	0
1999	44096	Ejulve	53	34	12	7	2	9	9	14	1	3	4	4	4	3	0	0
1999	44097	Escorihuela	93	64	16	13	5	20	12	27	0	11	2	3	5	4	2	2
1999	44099	Escucha	59	33	6	20	3	14	7	9	1	2	2	1	8	8	1	3
1999	44100	Estercuel	61	50	4	7	2	13	12	23	0	0	3	1	3	2	1	1
1999	44101	Ferreruela de Huerva	47	38	7	2	3	7	8	20	0	2	3	2	1	1	0	0
1999	44102	Fonfría	15	9	4	2	4	1	1	3	2	0	2	0	0	0	2	0
1999	44103	Formiche Alto	41	30	7	4	0	13	7	10	0	3	1	3	3	0	0	1
1999	44105	Fórnoles	116	78	20	18	3	32	17	26	0	10	4	6	6	7	1	4
1999	44106	Fortanete	90	70	16	4	12	15	21	22	0	5	8	3	1	1	2	0
1999	44107	Foz-Calanda	120	86	18	16	17	29	22	18	3	7	5	3	6	3	2	5
1999	44108	Fresneda (La)	281	162	69	50	12	62	38	50	2	38	18	11	17	17	6	10
1999	44109	Frías de Albarracín	24	19	3	2	1	12	3	3	0	2	1	0	0	1	0	1
1999	44110	Fuenferrada	21	17	0	4	1	5	5	6	0	0	0	0	0	4	0	0
1999	44111	Fuentes Calientes	49	39	5	5	7	10	12	10	2	1	2	0	3	1	1	0
1999	44112	Fuentes Claras	234	164	39	31	17	56	39	52	1	22	14	2	13	5	8	5
1999	44113	Fuentes de Rubielos	9	9	0	0	0	6	1	2	0	0	0	0	0	0	0	0
1999	44114	Fuentespalda	111	84	20	7	8	33	26	17	1	8	5	6	4	0	3	0
1999	44115	Galve	78	38	12	28	6	7	15	10	1	4	7	0	15	5	4	4
1999	44116	Gargallo	22	17	2	3	1	4	5	7	0	1	0	1	1	2	0	0
1999	44117	Gea de Albarracín	71	46	14	11	2	15	15	14	2	6	5	1	3	2	1	5
1999	44118	Ginebrosa (La)	132	83	25	24	12	23	21	27	3	11	5	6	9	5	8	2
1999	44119	Griegos	28	20	4	4	1	8	5	6	0	2	2	0	0	3	1	0
1999	44120	Guadalaviar	66	39	21	6	6	24	7	2	5	14	0	2	6	0	0	0
1999	44121	Gúdar	25	19	2	4	3	4	7	5	0	2	0	0	2	2	0	0
1999	44122	Híjar	348	231	60	57	29	57	60	85	4	16	27	13	23	19	9	6
1999	44123	Hinojosa de Jarque	66	48	13	5	2	19	10	17	1	4	4	4	1	3	0	1
1999	44124	Hoz de la Vieja (La)	39	27	12	0	1	12	7	7	0	7	4	1	0	0	0	0
1999	44125	Huesa del Común	31	22	4	5	3	8	5	6	0	2	1	1	4	1	0	0
1999	44126	Iglesuela del Cid (La)	48	30	10	8	3	14	13	0	2	4	3	1	4	1	2	1
1999	44127	Jabaloyas	31	14	8	9	1	5	4	4	0	0	5	3	3	3	0	3
1999	44128	Jarque de la Val	45	30	7	8	4	6	12	8	0	0	0	7	3	2	0	3
1999	44129	Jatiel	13	11	1	1	2	4	1	4	0	1	0	0	0	0	0	1
1999	44130	Jorcas	25	13	5	7	0	4	5	4	0	2	2	1	6	1	0	0
1999	44131	Josa	7	6	1	0	0	4	1	1	0	1	0	0	0	0	0	0
1999	44132	Lagueruela	30	23	4	3	3	4	8	8	0	2	2	0	1	1	0	1
1999	44133	Lanzuela	18	16	2	0	0	4	4	8	1	0	0	1	0	0	0	0
1999	44135	Libros	101	69	14	18	0	15	12	42	0	5	7	2	2	9	4	3
1999	44136	Lidón	42	29	6	7	1	8	12	8	0	3	3	0	1	1	5	0
1999	44137	Linares de Mora	74	52	12	10	4	17	15	16	0	6	3	3	4	2	3	1
1999	44138	Loscos	75	53	11	11	4	19	17	13	0	3	6	2	4	2	1	4
1999	44141	Lledó	83	49	20	14	3	28	9	9	1	16	3	0	4	1	0	9
1999	44142	Maicas	5	4	1	0	0	1	2	1	0	0	1	0	0	0	0	0
1999	44143	Manzanera	97	81	10	6	8	26	27	20	1	2	7	0	4	1	1	0
1999	44144	Martín del Río	50	44	5	1	3	15	13	13	0	2	1	2	0	1	0	0
1999	44145	Mas de las Matas	182	146	20	16	9	42	37	58	0	12	4	4	2	11	0	3
1999	44146	Mata de los Olmos (La)	39	33	3	3	2	10	8	13	0	2	1	0	1	1	1	0
1999	44147	Mazaleón	267	165	54	48	11	76	49	29	4	35	12	3	18	9	10	11
1999	44148	Mezquita de Jarque	43	27	7	9	5	6	10	6	2	3	1	1	4	3	1	1
1999	44149	Mirambel	52	35	11	6	5	15	15	0	0	8	1	2	4	0	2	0
1999	44150	Miravete de la Sierra	22	16	5	1	0	4	4	8	0	2	3	0	0	0	1	0
1999	44151	Molinos	189	97	42	50	5	24	16	52	0	10	13	19	10	22	2	16
1999	44152	Monforte de Moyuela	60	32	17	11	3	16	8	5	0	11	4	2	6	3	2	0
1999	44153	Monreal del Campo	349	224	107	18	10	67	58	89	6	35	32	34	9	6	0	3
1999	44154	Monroyo	171	139	21	11	17	61	26	35	1	15	4	1	2	1	4	4
1999	44155	Montalbán	29	21	8	0	3	10	5	3	0	4	3	1	0	0	0	0
1999	44156	Monteagudo del Castillo	31	25	3	3	1	13	3	8	0	3	0	0	1	2	0	0
1999	44157	Monterde de Albarracín	24	15	7	2	2	6	5	2	1	3	3	0	1	0	1	0
1999	44158	Mora de Rubielos	166	132	14	20	6	39	37	50	0	3	5	6	7	8	3	2
1999	44159	Moscardón	15	11	4	0	1	4	3	3	0	1	1	2	0	0	0	0
1999	44160	Mosqueruela	176	114	49	13	9	35	39	31	2	16	18	13	6	2	3	2
1999	44161	Muniesa	309	174	83	52	16	56	44	58	6	33	19	25	18	22	7	5
1999	44163	Noguera de Albarracín	22	19	3	0	3	10	3	3	0	2	0	1	0	0	0	0
1999	44164	Nogueras	14	12	1	1	0	4	2	6	0	0	1	0	0	1	0	0
1999	44165	Nogueruelas	39	31	4	4	2	9	13	7	0	1	2	1	0	4	0	0
1999	44167	Obón	29	22	5	2	1	1	9	11	0	1	4	0	1	1	0	0
1999	44168	Odón	119	81	24	14	12	30	26	13	2	15	4	3	7	5	2	0
1999	44169	Ojos Negros	111	63	27	21	5	30	21	7	2	15	9	1	11	2	1	7
1999	44171	Olba	17	9	5	3	0	7	0	2	0	4	1	0	1	2	0	0
1999	44172	Oliete	178	158	5	15	4	33	31	90	0	2	1	2	6	5	2	2
1999	44173	Olmos (Los)	122	59	19	44	8	17	11	23	2	9	5	3	10	16	5	13
1999	44174	Orihuela del Tremedal	25	23	1	1	5	7	7	4	0	0	0	1	0	1	0	0
1999	44175	Orrios	76	54	15	7	5	16	12	21	0	7	4	4	5	2	0	0
1999	44176	Palomar de Arroyos	28	20	5	3	1	10	4	5	0	3	1	1	2	1	0	0
1999	44177	Pancrudo	68	52	7	9	6	17	12	17	0	5	0	2	3	3	0	3
1999	44178	Parras de Castellote (Las)	53	38	10	5	1	11	8	18	0	4	3	3	1	1	2	1
1999	44179	Peñarroya de Tastavins	214	151	43	20	20	72	29	30	4	23	11	5	9	4	0	7
1999	44180	Peracense	27	17	8	2	0	5	9	3	0	2	5	1	1	0	0	1
1999	44181	Peralejos	24	17	7	0	1	5	4	7	0	4	2	1	0	0	0	0
1999	44182	Perales del Alfambra	79	63	7	9	8	19	19	17	0	3	3	1	5	1	2	1
1999	44183	Pitarque	26	25	0	1	4	10	4	7	0	0	0	0	0	1	0	0
1999	44184	Plou	16	10	4	2	2	2	2	4	0	2	2	0	0	1	1	0
1999	44185	Pobo (El)	70	45	16	9	2	16	14	13	0	8	5	3	6	2	1	0
1999	44187	Portellada (La)	176	104	43	29	9	55	19	21	0	33	5	5	4	12	5	8
1999	44189	Pozondón	26	17	3	6	1	6	4	6	0	1	0	2	2	4	0	0
1999	44190	Pozuel del Campo	34	22	12	0	0	7	10	5	0	5	3	4	0	0	0	0
1999	44191	Puebla de Híjar (La)	188	155	20	13	12	39	28	76	0	11	4	5	2	7	1	3
1999	44192	Puebla de Valverde (La)	158	106	29	23	3	40	24	39	4	14	6	5	14	4	2	3
1999	44193	Puertomingalvo	66	37	20	9	0	16	13	8	1	8	5	6	3	0	1	5
1999	44194	Ráfales	104	81	19	4	9	29	21	22	1	10	5	3	2	1	1	0
1999	44195	Rillo	34	29	2	3	3	6	5	15	0	0	0	2	2	0	0	1
1999	44196	Riodeva	70	43	20	7	0	10	14	19	2	4	7	7	5	2	0	0
1999	44197	Ródenas	22	14	6	2	2	4	6	2	0	0	1	5	1	1	0	0
1999	44198	Royuela	43	25	14	4	2	7	13	3	0	6	8	0	4	0	0	0
1999	44199	Rubiales	7	3	2	2	0	2	1	0	0	1	1	0	2	0	0	0
1999	44200	Rubielos de la Cérida	16	11	2	3	3	3	4	1	2	0	0	0	1	0	1	1
1999	44201	Rubielos de Mora	56	51	4	1	2	24	10	15	0	3	0	1	0	0	0	1
1999	44203	Salcedillo	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1999	44204	Saldón	13	6	5	2	0	2	4	0	0	2	3	0	1	0	0	1
1999	44205	Samper de Calanda	232	188	36	8	13	46	51	78	2	12	16	6	2	4	1	1
1999	44206	San Agustín	72	47	11	14	2	21	12	12	2	3	3	3	4	6	0	4
1999	44207	San Martín del Río	236	135	56	45	3	35	30	67	1	19	18	18	18	25	1	1
1999	44208	Santa Cruz de Nogueras	9	7	1	1	0	5	1	1	0	1	0	0	0	1	0	0
1999	44209	Santa Eulalia	184	138	24	22	6	44	43	45	0	7	12	5	11	4	6	1
1999	44210	Sarrión	265	181	36	48	19	69	40	53	1	15	10	10	20	11	6	11
1999	44211	Segura de los Baños	23	18	0	5	2	5	5	6	0	0	0	0	2	2	0	1
1999	44212	Seno	29	20	5	4	1	7	3	9	0	2	2	1	1	2	0	1
1999	44213	Singra	50	38	9	3	2	14	8	14	0	3	1	5	2	0	1	0
1999	44215	Terriente	56	29	14	13	0	11	9	9	0	6	3	5	5	4	1	3
1999	44216	Teruel	532	366	87	79	30	132	101	103	1	29	35	22	30	35	7	7
1999	44217	Toril y Masegoso	15	10	3	2	1	5	2	2	0	1	1	1	0	0	1	1
1999	44218	Tormón	3	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0
1999	44219	Tornos	141	103	36	2	8	26	27	42	2	16	9	9	2	0	0	0
1999	44220	Torralba de los Sisones	81	70	9	2	11	22	14	23	0	5	3	1	1	0	1	0
1999	44221	Torrecilla de Alcañiz	133	86	30	17	12	31	14	29	3	13	8	6	5	4	3	5
1999	44222	Torrecilla del Rebollar	57	41	13	3	8	17	8	8	1	2	6	4	1	2	0	0
1999	44223	Torre de Arcas	41	34	6	1	2	13	12	7	0	4	2	0	0	0	0	1
1999	44224	Torre de las Arcas	11	11	0	0	0	4	1	6	0	0	0	0	0	0	0	0
1999	44225	Torre del Compte	102	53	28	21	0	29	9	15	0	17	3	8	6	11	2	2
1999	44226	Torrelacárcel	92	66	13	13	4	14	16	32	0	3	3	7	5	3	3	2
1999	44227	Torre los Negros	35	20	5	10	6	9	5	0	1	1	3	0	3	0	3	4
1999	44228	Torremocha de Jiloca	48	36	9	3	0	12	12	12	0	4	1	4	1	1	0	1
1999	44229	Torres de Albarracín	30	22	6	2	0	10	8	4	0	3	3	0	1	1	0	0
1999	44230	Torrevelilla	98	68	15	15	7	22	9	30	0	7	3	5	2	7	2	4
1999	44231	Torrijas	12	10	1	1	1	4	3	2	0	1	0	0	0	0	1	0
1999	44232	Torrijo del Campo	160	137	18	5	5	60	27	45	3	7	5	3	4	0	1	0
1999	44234	Tramacastiel	47	33	5	9	0	9	9	15	0	2	1	2	2	7	0	0
1999	44235	Tramacastilla	24	15	8	1	0	6	4	5	0	4	4	0	0	1	0	0
1999	44236	Tronchón	35	22	4	9	2	12	7	1	1	1	1	1	3	4	1	1
1999	44237	Urrea de Gaén	224	125	46	53	4	42	32	47	2	25	12	7	25	19	5	4
1999	44238	Utrillas	18	12	3	3	1	6	3	2	0	1	2	0	1	1	1	0
1999	44239	Valacloche	11	8	2	1	0	1	4	3	0	0	1	1	0	0	0	1
1999	44240	Valbona	44	35	6	3	5	14	9	7	0	5	1	0	3	0	0	0
1999	44241	Valdealgorfa	316	179	90	47	22	70	36	51	8	46	20	16	19	13	5	10
1999	44243	Valdecuenca	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
1999	44244	Valdelinares	26	18	5	3	2	7	6	3	0	2	1	2	1	1	0	1
1999	44245	Valdeltormo	84	50	22	12	5	13	15	17	2	14	6	0	8	2	2	0
1999	44246	Valderrobres	603	400	104	99	32	176	80	112	12	61	18	13	28	30	13	28
1999	44247	Valjunquera	185	108	46	31	4	52	28	24	1	29	11	5	20	4	3	4
1999	44249	Vallecillo (El)	5	2	1	2	0	0	2	0	0	1	0	0	0	0	0	2
1999	44250	Veguillas de la Sierra	9	7	0	2	1	2	0	4	0	0	0	0	1	1	0	0
1999	44251	Villafranca del Campo	106	75	25	6	10	30	22	13	1	13	8	3	6	0	0	0
1999	44252	Villahermosa del Campo	39	34	3	2	4	13	7	10	0	0	2	1	1	1	0	0
1999	44256	Villanueva del Rebollar de la Sierra	18	14	4	0	3	0	7	4	0	0	1	3	0	0	0	0
1999	44257	Villar del Cobo	44	30	9	5	5	17	8	0	0	6	3	0	5	0	0	0
1999	44258	Villar del Salz	26	13	4	9	3	3	5	2	2	1	1	0	3	2	2	2
1999	44260	Villarluengo	49	46	3	0	7	23	14	2	0	1	2	0	0	0	0	0
1999	44261	Villarquemado	224	173	30	21	17	72	43	41	0	19	7	4	13	6	0	2
1999	44262	Villarroya de los Pinares	38	33	2	3	3	16	6	8	1	0	1	0	1	0	1	1
1999	44263	Villastar	74	50	8	16	2	20	11	17	0	4	3	1	4	6	2	4
1999	44264	Villel	67	40	8	19	6	8	10	16	1	1	5	1	10	6	2	1
1999	44265	Vinaceite	82	74	7	1	2	25	19	28	0	1	4	2	0	1	0	0
1999	44266	Visiedo	92	57	19	16	2	26	19	10	1	11	2	5	6	6	2	2
1999	44267	Vivel del Río Martín	30	19	4	7	2	7	6	4	0	2	2	0	6	1	0	0
1999	44268	Zoma (La)	10	6	4	0	0	1	1	4	0	0	1	3	0	0	0	0
1999	50001	Abanto	43	28	12	3	1	17	6	4	0	8	2	2	3	0	0	0
1999	50002	Acered	183	103	39	41	14	43	19	27	6	17	15	1	13	25	2	1
1999	50003	Agón	98	55	17	26	11	16	13	15	0	11	5	1	12	7	3	4
1999	50004	Aguarón	445	322	52	71	27	116	76	103	4	28	11	9	35	25	6	5
1999	50005	Aguilón	109	79	17	13	3	23	22	31	3	7	4	3	4	5	1	3
1999	50006	Ainzón	633	290	88	255	20	122	66	82	7	44	21	16	112	87	24	32
1999	50007	Aladrén	54	39	5	10	1	10	13	15	1	2	2	0	3	7	0	0
1999	50008	Alagón	400	361	19	20	17	134	87	123	0	13	3	3	2	13	1	4
1999	50009	Alarba	107	66	17	24	12	26	12	16	5	9	2	1	11	9	2	2
1999	50010	Alberite de San Juan	58	27	13	18	3	12	7	5	2	6	3	2	5	8	2	3
1999	50011	Albeta	16	8	2	6	1	4	2	1	0	1	0	1	6	0	0	0
1999	50012	Alborge	19	10	3	6	3	5	1	1	0	2	1	0	3	2	0	1
1999	50013	Alcalá de Ebro	110	72	5	33	4	28	15	25	0	2	2	1	13	13	4	3
1999	50014	Alcalá de Moncayo	104	55	23	26	4	18	22	11	0	8	10	5	18	6	2	0
1999	50015	Alconchel de Ariza	44	30	8	6	7	9	11	3	0	3	4	1	4	0	0	2
1999	50016	Aldehuela de Liestos	27	24	2	1	1	5	6	12	0	0	1	1	0	0	1	0
1999	50017	Alfajarín	230	182	13	35	17	76	52	37	0	6	6	1	11	15	4	5
