Año	Mes (código)	Mes y año	Mes nombre	Comarca código	Comarca nombre	Temporalidad	Sexo	Número de contratos
2017	201707	Julio 2017	Julio	01	La Jacetania	Indefinido	Hombres	22
2017	201707	Julio 2017	Julio	01	La Jacetania	Indefinido	Mujeres	30
2017	201707	Julio 2017	Julio	01	La Jacetania	Temporal	Hombres	519
2017	201707	Julio 2017	Julio	01	La Jacetania	Temporal	Mujeres	438
2017	201707	Julio 2017	Julio	02	Alto Gállego	Indefinido	Hombres	33
2017	201707	Julio 2017	Julio	02	Alto Gállego	Indefinido	Mujeres	19
2017	201707	Julio 2017	Julio	02	Alto Gállego	Temporal	Hombres	461
2017	201707	Julio 2017	Julio	02	Alto Gállego	Temporal	Mujeres	350
2017	201707	Julio 2017	Julio	03	Sobrarbe	Indefinido	Hombres	16
2017	201707	Julio 2017	Julio	03	Sobrarbe	Indefinido	Mujeres	31
2017	201707	Julio 2017	Julio	03	Sobrarbe	Temporal	Hombres	360
2017	201707	Julio 2017	Julio	03	Sobrarbe	Temporal	Mujeres	395
2017	201707	Julio 2017	Julio	04	La Ribagorza	Indefinido	Hombres	22
2017	201707	Julio 2017	Julio	04	La Ribagorza	Indefinido	Mujeres	21
2017	201707	Julio 2017	Julio	04	La Ribagorza	Temporal	Hombres	307
2017	201707	Julio 2017	Julio	04	La Ribagorza	Temporal	Mujeres	279
2017	201707	Julio 2017	Julio	05	Cinco Villas	Indefinido	Hombres	34
2017	201707	Julio 2017	Julio	05	Cinco Villas	Indefinido	Mujeres	14
2017	201707	Julio 2017	Julio	05	Cinco Villas	Temporal	Hombres	534
2017	201707	Julio 2017	Julio	05	Cinco Villas	Temporal	Mujeres	311
2017	201707	Julio 2017	Julio	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	118
2017	201707	Julio 2017	Julio	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	92
2017	201707	Julio 2017	Julio	06	Hoya de Huesca / Plana de Uesca	Temporal	Hombres	1195
2017	201707	Julio 2017	Julio	06	Hoya de Huesca / Plana de Uesca	Temporal	Mujeres	1142
2017	201707	Julio 2017	Julio	07	Somontano de Barbastro	Indefinido	Hombres	32
2017	201707	Julio 2017	Julio	07	Somontano de Barbastro	Indefinido	Mujeres	26
2017	201707	Julio 2017	Julio	07	Somontano de Barbastro	Temporal	Hombres	529
2017	201707	Julio 2017	Julio	07	Somontano de Barbastro	Temporal	Mujeres	306
2017	201707	Julio 2017	Julio	08	Cinca Medio	Indefinido	Hombres	45
2017	201707	Julio 2017	Julio	08	Cinca Medio	Indefinido	Mujeres	28
2017	201707	Julio 2017	Julio	08	Cinca Medio	Temporal	Hombres	750
2017	201707	Julio 2017	Julio	08	Cinca Medio	Temporal	Mujeres	393
2017	201707	Julio 2017	Julio	09	La Litera / La Llitera	Indefinido	Hombres	49
2017	201707	Julio 2017	Julio	09	La Litera / La Llitera	Indefinido	Mujeres	18
2017	201707	Julio 2017	Julio	09	La Litera / La Llitera	Temporal	Hombres	457
2017	201707	Julio 2017	Julio	09	La Litera / La Llitera	Temporal	Mujeres	257
2017	201707	Julio 2017	Julio	10	Los Monegros	Indefinido	Hombres	52
2017	201707	Julio 2017	Julio	10	Los Monegros	Indefinido	Mujeres	19
2017	201707	Julio 2017	Julio	10	Los Monegros	Temporal	Hombres	237
2017	201707	Julio 2017	Julio	10	Los Monegros	Temporal	Mujeres	114
2017	201707	Julio 2017	Julio	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	58
2017	201707	Julio 2017	Julio	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	49
2017	201707	Julio 2017	Julio	11	Bajo Cinca / Baix Cinca	Temporal	Hombres	2030
2017	201707	Julio 2017	Julio	11	Bajo Cinca / Baix Cinca	Temporal	Mujeres	1148
2017	201707	Julio 2017	Julio	12	Tarazona y el Moncayo	Indefinido	Hombres	31
2017	201707	Julio 2017	Julio	12	Tarazona y el Moncayo	Indefinido	Mujeres	28
2017	201707	Julio 2017	Julio	12	Tarazona y el Moncayo	Temporal	Hombres	438
2017	201707	Julio 2017	Julio	12	Tarazona y el Moncayo	Temporal	Mujeres	367
2017	201707	Julio 2017	Julio	13	Campo de Borja	Indefinido	Hombres	14
2017	201707	Julio 2017	Julio	13	Campo de Borja	Indefinido	Mujeres	11
2017	201707	Julio 2017	Julio	13	Campo de Borja	Temporal	Hombres	294
2017	201707	Julio 2017	Julio	13	Campo de Borja	Temporal	Mujeres	290
2017	201707	Julio 2017	Julio	14	Aranda	Indefinido	Hombres	2
2017	201707	Julio 2017	Julio	14	Aranda	Temporal	Hombres	127
2017	201707	Julio 2017	Julio	14	Aranda	Temporal	Mujeres	59
2017	201707	Julio 2017	Julio	15	Ribera Alta del Ebro	Indefinido	Hombres	144
2017	201707	Julio 2017	Julio	15	Ribera Alta del Ebro	Indefinido	Mujeres	33
2017	201707	Julio 2017	Julio	15	Ribera Alta del Ebro	Temporal	Hombres	1326
2017	201707	Julio 2017	Julio	15	Ribera Alta del Ebro	Temporal	Mujeres	669
2017	201707	Julio 2017	Julio	16	Valdejalón	Indefinido	Hombres	64
2017	201707	Julio 2017	Julio	16	Valdejalón	Indefinido	Mujeres	26
2017	201707	Julio 2017	Julio	16	Valdejalón	Temporal	Hombres	1898
2017	201707	Julio 2017	Julio	16	Valdejalón	Temporal	Mujeres	989
2017	201707	Julio 2017	Julio	17	D.C. Zaragoza	Indefinido	Hombres	1378
2017	201707	Julio 2017	Julio	17	D.C. Zaragoza	Indefinido	Mujeres	1081
2017	201707	Julio 2017	Julio	17	D.C. Zaragoza	Temporal	Hombres	13915
2017	201707	Julio 2017	Julio	17	D.C. Zaragoza	Temporal	Mujeres	11940
2017	201707	Julio 2017	Julio	18	Ribera Baja del Ebro	Indefinido	Hombres	31
2017	201707	Julio 2017	Julio	18	Ribera Baja del Ebro	Indefinido	Mujeres	5
2017	201707	Julio 2017	Julio	18	Ribera Baja del Ebro	Temporal	Hombres	351
2017	201707	Julio 2017	Julio	18	Ribera Baja del Ebro	Temporal	Mujeres	192
2017	201707	Julio 2017	Julio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	21
2017	201707	Julio 2017	Julio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	5
2017	201707	Julio 2017	Julio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Hombres	917
2017	201707	Julio 2017	Julio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Mujeres	411
2017	201707	Julio 2017	Julio	20	Comunidad de Calatayud	Indefinido	Hombres	27
2017	201707	Julio 2017	Julio	20	Comunidad de Calatayud	Indefinido	Mujeres	20
2017	201707	Julio 2017	Julio	20	Comunidad de Calatayud	Temporal	Hombres	1115
2017	201707	Julio 2017	Julio	20	Comunidad de Calatayud	Temporal	Mujeres	696
2017	201707	Julio 2017	Julio	21	Campo de Cariñena	Indefinido	Hombres	15
2017	201707	Julio 2017	Julio	21	Campo de Cariñena	Indefinido	Mujeres	14
2017	201707	Julio 2017	Julio	21	Campo de Cariñena	Temporal	Hombres	608
2017	201707	Julio 2017	Julio	21	Campo de Cariñena	Temporal	Mujeres	360
2017	201707	Julio 2017	Julio	22	Campo de Belchite	Indefinido	Hombres	6
2017	201707	Julio 2017	Julio	22	Campo de Belchite	Indefinido	Mujeres	4
2017	201707	Julio 2017	Julio	22	Campo de Belchite	Temporal	Hombres	32
2017	201707	Julio 2017	Julio	22	Campo de Belchite	Temporal	Mujeres	40
2017	201707	Julio 2017	Julio	23	Bajo Martín	Indefinido	Hombres	15
2017	201707	Julio 2017	Julio	23	Bajo Martín	Indefinido	Mujeres	4
2017	201707	Julio 2017	Julio	23	Bajo Martín	Temporal	Hombres	142
2017	201707	Julio 2017	Julio	23	Bajo Martín	Temporal	Mujeres	56
2017	201707	Julio 2017	Julio	24	Campo de Daroca	Indefinido	Hombres	3
2017	201707	Julio 2017	Julio	24	Campo de Daroca	Indefinido	Mujeres	4
2017	201707	Julio 2017	Julio	24	Campo de Daroca	Temporal	Hombres	53
2017	201707	Julio 2017	Julio	24	Campo de Daroca	Temporal	Mujeres	47
2017	201707	Julio 2017	Julio	25	Jiloca	Indefinido	Hombres	5
2017	201707	Julio 2017	Julio	25	Jiloca	Indefinido	Mujeres	7
2017	201707	Julio 2017	Julio	25	Jiloca	Temporal	Hombres	101
2017	201707	Julio 2017	Julio	25	Jiloca	Temporal	Mujeres	112
2017	201707	Julio 2017	Julio	26	Cuencas Mineras	Indefinido	Hombres	3
2017	201707	Julio 2017	Julio	26	Cuencas Mineras	Indefinido	Mujeres	1
2017	201707	Julio 2017	Julio	26	Cuencas Mineras	Temporal	Hombres	77
2017	201707	Julio 2017	Julio	26	Cuencas Mineras	Temporal	Mujeres	110
2017	201707	Julio 2017	Julio	27	Andorra-Sierra de Arcos	Indefinido	Hombres	7
2017	201707	Julio 2017	Julio	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	5
2017	201707	Julio 2017	Julio	27	Andorra-Sierra de Arcos	Temporal	Hombres	164
2017	201707	Julio 2017	Julio	27	Andorra-Sierra de Arcos	Temporal	Mujeres	126
2017	201707	Julio 2017	Julio	28	Bajo Aragón	Indefinido	Hombres	29
2017	201707	Julio 2017	Julio	28	Bajo Aragón	Indefinido	Mujeres	21
2017	201707	Julio 2017	Julio	28	Bajo Aragón	Temporal	Hombres	468
2017	201707	Julio 2017	Julio	28	Bajo Aragón	Temporal	Mujeres	362
2017	201707	Julio 2017	Julio	29	Comunidad de Teruel	Indefinido	Hombres	110
2017	201707	Julio 2017	Julio	29	Comunidad de Teruel	Indefinido	Mujeres	64
2017	201707	Julio 2017	Julio	29	Comunidad de Teruel	Temporal	Hombres	1323
2017	201707	Julio 2017	Julio	29	Comunidad de Teruel	Temporal	Mujeres	925
2017	201707	Julio 2017	Julio	30	Maestrazgo	Indefinido	Hombres	3
2017	201707	Julio 2017	Julio	30	Maestrazgo	Indefinido	Mujeres	4
2017	201707	Julio 2017	Julio	30	Maestrazgo	Temporal	Hombres	44
2017	201707	Julio 2017	Julio	30	Maestrazgo	Temporal	Mujeres	49
2017	201707	Julio 2017	Julio	31	Sierra de Albarracín	Indefinido	Hombres	4
2017	201707	Julio 2017	Julio	31	Sierra de Albarracín	Indefinido	Mujeres	5
2017	201707	Julio 2017	Julio	31	Sierra de Albarracín	Temporal	Hombres	88
2017	201707	Julio 2017	Julio	31	Sierra de Albarracín	Temporal	Mujeres	94
2017	201707	Julio 2017	Julio	32	Gúdar-Javalambre	Indefinido	Hombres	17
2017	201707	Julio 2017	Julio	32	Gúdar-Javalambre	Indefinido	Mujeres	15
2017	201707	Julio 2017	Julio	32	Gúdar-Javalambre	Temporal	Hombres	144
2017	201707	Julio 2017	Julio	32	Gúdar-Javalambre	Temporal	Mujeres	127
2017	201707	Julio 2017	Julio	33	Matarraña / Matarranya	Indefinido	Hombres	14
2017	201707	Julio 2017	Julio	33	Matarraña / Matarranya	Indefinido	Mujeres	9
2017	201707	Julio 2017	Julio	33	Matarraña / Matarranya	Temporal	Hombres	135
2017	201707	Julio 2017	Julio	33	Matarraña / Matarranya	Temporal	Mujeres	141
2017	201706	Junio 2017	Junio	01	La Jacetania	Indefinido	Hombres	26
2017	201706	Junio 2017	Junio	01	La Jacetania	Indefinido	Mujeres	38
2017	201706	Junio 2017	Junio	01	La Jacetania	Temporal	Hombres	345
2017	201706	Junio 2017	Junio	01	La Jacetania	Temporal	Mujeres	374
2017	201706	Junio 2017	Junio	02	Alto Gállego	Indefinido	Hombres	30
2017	201706	Junio 2017	Junio	02	Alto Gállego	Indefinido	Mujeres	25
2017	201706	Junio 2017	Junio	02	Alto Gállego	Temporal	Hombres	370
2017	201706	Junio 2017	Junio	02	Alto Gállego	Temporal	Mujeres	282
2017	201706	Junio 2017	Junio	03	Sobrarbe	Indefinido	Hombres	13
2017	201706	Junio 2017	Junio	03	Sobrarbe	Indefinido	Mujeres	7
2017	201706	Junio 2017	Junio	03	Sobrarbe	Temporal	Hombres	288
2017	201706	Junio 2017	Junio	03	Sobrarbe	Temporal	Mujeres	289
2017	201706	Junio 2017	Junio	04	La Ribagorza	Indefinido	Hombres	18
2017	201706	Junio 2017	Junio	04	La Ribagorza	Indefinido	Mujeres	21
2017	201706	Junio 2017	Junio	04	La Ribagorza	Temporal	Hombres	216
2017	201706	Junio 2017	Junio	04	La Ribagorza	Temporal	Mujeres	206
2017	201706	Junio 2017	Junio	05	Cinco Villas	Indefinido	Hombres	53
2017	201706	Junio 2017	Junio	05	Cinco Villas	Indefinido	Mujeres	21
2017	201706	Junio 2017	Junio	05	Cinco Villas	Temporal	Hombres	566
2017	201706	Junio 2017	Junio	05	Cinco Villas	Temporal	Mujeres	354
2017	201706	Junio 2017	Junio	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	163
2017	201706	Junio 2017	Junio	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	101
2017	201706	Junio 2017	Junio	06	Hoya de Huesca / Plana de Uesca	Temporal	Hombres	1316
2017	201706	Junio 2017	Junio	06	Hoya de Huesca / Plana de Uesca	Temporal	Mujeres	1178
2017	201706	Junio 2017	Junio	07	Somontano de Barbastro	Indefinido	Hombres	34
2017	201706	Junio 2017	Junio	07	Somontano de Barbastro	Indefinido	Mujeres	21
2017	201706	Junio 2017	Junio	07	Somontano de Barbastro	Temporal	Hombres	408
2017	201706	Junio 2017	Junio	07	Somontano de Barbastro	Temporal	Mujeres	290
2017	201706	Junio 2017	Junio	08	Cinca Medio	Indefinido	Hombres	97
2017	201706	Junio 2017	Junio	08	Cinca Medio	Indefinido	Mujeres	32
2017	201706	Junio 2017	Junio	08	Cinca Medio	Temporal	Hombres	802
2017	201706	Junio 2017	Junio	08	Cinca Medio	Temporal	Mujeres	447
2017	201706	Junio 2017	Junio	09	La Litera / La Llitera	Indefinido	Hombres	52
2017	201706	Junio 2017	Junio	09	La Litera / La Llitera	Indefinido	Mujeres	29
2017	201706	Junio 2017	Junio	09	La Litera / La Llitera	Temporal	Hombres	476
2017	201706	Junio 2017	Junio	09	La Litera / La Llitera	Temporal	Mujeres	236
2017	201706	Junio 2017	Junio	10	Los Monegros	Indefinido	Hombres	36
2017	201706	Junio 2017	Junio	10	Los Monegros	Indefinido	Mujeres	11
2017	201706	Junio 2017	Junio	10	Los Monegros	Temporal	Hombres	286
2017	201706	Junio 2017	Junio	10	Los Monegros	Temporal	Mujeres	114
2017	201706	Junio 2017	Junio	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	164
2017	201706	Junio 2017	Junio	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	98
2017	201706	Junio 2017	Junio	11	Bajo Cinca / Baix Cinca	Temporal	Hombres	2755
2017	201706	Junio 2017	Junio	11	Bajo Cinca / Baix Cinca	Temporal	Mujeres	1664
2017	201706	Junio 2017	Junio	12	Tarazona y el Moncayo	Indefinido	Hombres	22
2017	201706	Junio 2017	Junio	12	Tarazona y el Moncayo	Indefinido	Mujeres	7
2017	201706	Junio 2017	Junio	12	Tarazona y el Moncayo	Temporal	Hombres	420
2017	201706	Junio 2017	Junio	12	Tarazona y el Moncayo	Temporal	Mujeres	324
2017	201706	Junio 2017	Junio	13	Campo de Borja	Indefinido	Hombres	36
2017	201706	Junio 2017	Junio	13	Campo de Borja	Indefinido	Mujeres	9
2017	201706	Junio 2017	Junio	13	Campo de Borja	Temporal	Hombres	298
2017	201706	Junio 2017	Junio	13	Campo de Borja	Temporal	Mujeres	298
2017	201706	Junio 2017	Junio	14	Aranda	Indefinido	Mujeres	3
2017	201706	Junio 2017	Junio	14	Aranda	Temporal	Hombres	188
2017	201706	Junio 2017	Junio	14	Aranda	Temporal	Mujeres	72
2017	201706	Junio 2017	Junio	15	Ribera Alta del Ebro	Indefinido	Hombres	130
2017	201706	Junio 2017	Junio	15	Ribera Alta del Ebro	Indefinido	Mujeres	46
2017	201706	Junio 2017	Junio	15	Ribera Alta del Ebro	Temporal	Hombres	1333
2017	201706	Junio 2017	Junio	15	Ribera Alta del Ebro	Temporal	Mujeres	723
2017	201706	Junio 2017	Junio	16	Valdejalón	Indefinido	Hombres	95
2017	201706	Junio 2017	Junio	16	Valdejalón	Indefinido	Mujeres	47
2017	201706	Junio 2017	Junio	16	Valdejalón	Temporal	Hombres	2905
2017	201706	Junio 2017	Junio	16	Valdejalón	Temporal	Mujeres	1393
2017	201706	Junio 2017	Junio	17	D.C. Zaragoza	Indefinido	Hombres	1634
2017	201706	Junio 2017	Junio	17	D.C. Zaragoza	Indefinido	Mujeres	1511
2017	201706	Junio 2017	Junio	17	D.C. Zaragoza	Temporal	Hombres	14708
2017	201706	Junio 2017	Junio	17	D.C. Zaragoza	Temporal	Mujeres	13784
2017	201706	Junio 2017	Junio	18	Ribera Baja del Ebro	Indefinido	Hombres	11
2017	201706	Junio 2017	Junio	18	Ribera Baja del Ebro	Indefinido	Mujeres	9
2017	201706	Junio 2017	Junio	18	Ribera Baja del Ebro	Temporal	Hombres	393
2017	201706	Junio 2017	Junio	18	Ribera Baja del Ebro	Temporal	Mujeres	237
2017	201706	Junio 2017	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	20
2017	201706	Junio 2017	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	9
2017	201706	Junio 2017	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Hombres	1326
2017	201706	Junio 2017	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Mujeres	529
2017	201706	Junio 2017	Junio	20	Comunidad de Calatayud	Indefinido	Hombres	42
2017	201706	Junio 2017	Junio	20	Comunidad de Calatayud	Indefinido	Mujeres	36
2017	201706	Junio 2017	Junio	20	Comunidad de Calatayud	Temporal	Hombres	2009
2017	201706	Junio 2017	Junio	20	Comunidad de Calatayud	Temporal	Mujeres	987
2017	201706	Junio 2017	Junio	21	Campo de Cariñena	Indefinido	Hombres	29
2017	201706	Junio 2017	Junio	21	Campo de Cariñena	Indefinido	Mujeres	17
2017	201706	Junio 2017	Junio	21	Campo de Cariñena	Temporal	Hombres	709
2017	201706	Junio 2017	Junio	21	Campo de Cariñena	Temporal	Mujeres	292
2017	201706	Junio 2017	Junio	22	Campo de Belchite	Indefinido	Hombres	4
2017	201706	Junio 2017	Junio	22	Campo de Belchite	Indefinido	Mujeres	1
2017	201706	Junio 2017	Junio	22	Campo de Belchite	Temporal	Hombres	37
2017	201706	Junio 2017	Junio	22	Campo de Belchite	Temporal	Mujeres	37
2017	201706	Junio 2017	Junio	23	Bajo Martín	Indefinido	Hombres	12
2017	201706	Junio 2017	Junio	23	Bajo Martín	Indefinido	Mujeres	6
2017	201706	Junio 2017	Junio	23	Bajo Martín	Temporal	Hombres	132
2017	201706	Junio 2017	Junio	23	Bajo Martín	Temporal	Mujeres	100
2017	201706	Junio 2017	Junio	24	Campo de Daroca	Indefinido	Hombres	4
2017	201706	Junio 2017	Junio	24	Campo de Daroca	Indefinido	Mujeres	2
2017	201706	Junio 2017	Junio	24	Campo de Daroca	Temporal	Hombres	89
2017	201706	Junio 2017	Junio	24	Campo de Daroca	Temporal	Mujeres	48
2017	201706	Junio 2017	Junio	25	Jiloca	Indefinido	Hombres	29
2017	201706	Junio 2017	Junio	25	Jiloca	Indefinido	Mujeres	22
2017	201706	Junio 2017	Junio	25	Jiloca	Temporal	Hombres	94
2017	201706	Junio 2017	Junio	25	Jiloca	Temporal	Mujeres	84
2017	201706	Junio 2017	Junio	26	Cuencas Mineras	Indefinido	Hombres	3
2017	201706	Junio 2017	Junio	26	Cuencas Mineras	Indefinido	Mujeres	6
2017	201706	Junio 2017	Junio	26	Cuencas Mineras	Temporal	Hombres	89
2017	201706	Junio 2017	Junio	26	Cuencas Mineras	Temporal	Mujeres	121
2017	201706	Junio 2017	Junio	27	Andorra-Sierra de Arcos	Indefinido	Hombres	5
2017	201706	Junio 2017	Junio	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	7
2017	201706	Junio 2017	Junio	27	Andorra-Sierra de Arcos	Temporal	Hombres	126
2017	201706	Junio 2017	Junio	27	Andorra-Sierra de Arcos	Temporal	Mujeres	102
2017	201706	Junio 2017	Junio	28	Bajo Aragón	Indefinido	Hombres	59
2017	201706	Junio 2017	Junio	28	Bajo Aragón	Indefinido	Mujeres	26
2017	201706	Junio 2017	Junio	28	Bajo Aragón	Temporal	Hombres	540
2017	201706	Junio 2017	Junio	28	Bajo Aragón	Temporal	Mujeres	414
2017	201706	Junio 2017	Junio	29	Comunidad de Teruel	Indefinido	Hombres	133
2017	201706	Junio 2017	Junio	29	Comunidad de Teruel	Indefinido	Mujeres	64
2017	201706	Junio 2017	Junio	29	Comunidad de Teruel	Temporal	Hombres	1368
2017	201706	Junio 2017	Junio	29	Comunidad de Teruel	Temporal	Mujeres	725
2017	201706	Junio 2017	Junio	30	Maestrazgo	Indefinido	Hombres	2
2017	201706	Junio 2017	Junio	30	Maestrazgo	Temporal	Hombres	42
2017	201706	Junio 2017	Junio	30	Maestrazgo	Temporal	Mujeres	34
2017	201706	Junio 2017	Junio	31	Sierra de Albarracín	Indefinido	Hombres	2
2017	201706	Junio 2017	Junio	31	Sierra de Albarracín	Indefinido	Mujeres	5
2017	201706	Junio 2017	Junio	31	Sierra de Albarracín	Temporal	Hombres	40
2017	201706	Junio 2017	Junio	31	Sierra de Albarracín	Temporal	Mujeres	47
2017	201706	Junio 2017	Junio	32	Gúdar-Javalambre	Indefinido	Hombres	18
2017	201706	Junio 2017	Junio	32	Gúdar-Javalambre	Indefinido	Mujeres	6
2017	201706	Junio 2017	Junio	32	Gúdar-Javalambre	Temporal	Hombres	144
2017	201706	Junio 2017	Junio	32	Gúdar-Javalambre	Temporal	Mujeres	139
2017	201706	Junio 2017	Junio	33	Matarraña / Matarranya	Indefinido	Hombres	4
2017	201706	Junio 2017	Junio	33	Matarraña / Matarranya	Indefinido	Mujeres	1
2017	201706	Junio 2017	Junio	33	Matarraña / Matarranya	Temporal	Hombres	117
2017	201706	Junio 2017	Junio	33	Matarraña / Matarranya	Temporal	Mujeres	121
2017	201705	Mayo 2017	Mayo	01	La Jacetania	Indefinido	Hombres	23
2017	201705	Mayo 2017	Mayo	01	La Jacetania	Indefinido	Mujeres	29
2017	201705	Mayo 2017	Mayo	01	La Jacetania	Temporal	Hombres	219
2017	201705	Mayo 2017	Mayo	01	La Jacetania	Temporal	Mujeres	227
2017	201705	Mayo 2017	Mayo	02	Alto Gállego	Indefinido	Hombres	24
2017	201705	Mayo 2017	Mayo	02	Alto Gállego	Indefinido	Mujeres	12
2017	201705	Mayo 2017	Mayo	02	Alto Gállego	Temporal	Hombres	292
2017	201705	Mayo 2017	Mayo	02	Alto Gállego	Temporal	Mujeres	209
2017	201705	Mayo 2017	Mayo	03	Sobrarbe	Indefinido	Hombres	11
2017	201705	Mayo 2017	Mayo	03	Sobrarbe	Indefinido	Mujeres	11
2017	201705	Mayo 2017	Mayo	03	Sobrarbe	Temporal	Hombres	181
2017	201705	Mayo 2017	Mayo	03	Sobrarbe	Temporal	Mujeres	173
2017	201705	Mayo 2017	Mayo	04	La Ribagorza	Indefinido	Hombres	24
2017	201705	Mayo 2017	Mayo	04	La Ribagorza	Indefinido	Mujeres	21
2017	201705	Mayo 2017	Mayo	04	La Ribagorza	Temporal	Hombres	158
2017	201705	Mayo 2017	Mayo	04	La Ribagorza	Temporal	Mujeres	116
2017	201705	Mayo 2017	Mayo	05	Cinco Villas	Indefinido	Hombres	46
2017	201705	Mayo 2017	Mayo	05	Cinco Villas	Indefinido	Mujeres	17
2017	201705	Mayo 2017	Mayo	05	Cinco Villas	Temporal	Hombres	393
2017	201705	Mayo 2017	Mayo	05	Cinco Villas	Temporal	Mujeres	284
2017	201705	Mayo 2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	136
2017	201705	Mayo 2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	110
2017	201705	Mayo 2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Temporal	Hombres	1231
2017	201705	Mayo 2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Temporal	Mujeres	1167
2017	201705	Mayo 2017	Mayo	07	Somontano de Barbastro	Indefinido	Hombres	35
2017	201705	Mayo 2017	Mayo	07	Somontano de Barbastro	Indefinido	Mujeres	27
2017	201705	Mayo 2017	Mayo	07	Somontano de Barbastro	Temporal	Hombres	595
2017	201705	Mayo 2017	Mayo	07	Somontano de Barbastro	Temporal	Mujeres	275
2017	201705	Mayo 2017	Mayo	08	Cinca Medio	Indefinido	Hombres	71
2017	201705	Mayo 2017	Mayo	08	Cinca Medio	Indefinido	Mujeres	36
2017	201705	Mayo 2017	Mayo	08	Cinca Medio	Temporal	Hombres	875
2017	201705	Mayo 2017	Mayo	08	Cinca Medio	Temporal	Mujeres	523
2017	201705	Mayo 2017	Mayo	09	La Litera / La Llitera	Indefinido	Hombres	47
2017	201705	Mayo 2017	Mayo	09	La Litera / La Llitera	Indefinido	Mujeres	30
2017	201705	Mayo 2017	Mayo	09	La Litera / La Llitera	Temporal	Hombres	388
2017	201705	Mayo 2017	Mayo	09	La Litera / La Llitera	Temporal	Mujeres	204
2017	201705	Mayo 2017	Mayo	10	Los Monegros	Indefinido	Hombres	25
2017	201705	Mayo 2017	Mayo	10	Los Monegros	Indefinido	Mujeres	9
2017	201705	Mayo 2017	Mayo	10	Los Monegros	Temporal	Hombres	346
2017	201705	Mayo 2017	Mayo	10	Los Monegros	Temporal	Mujeres	129
2017	201705	Mayo 2017	Mayo	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	263
2017	201705	Mayo 2017	Mayo	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	185
2017	201705	Mayo 2017	Mayo	11	Bajo Cinca / Baix Cinca	Temporal	Hombres	4160
2017	201705	Mayo 2017	Mayo	11	Bajo Cinca / Baix Cinca	Temporal	Mujeres	2081
2017	201705	Mayo 2017	Mayo	12	Tarazona y el Moncayo	Indefinido	Hombres	12
2017	201705	Mayo 2017	Mayo	12	Tarazona y el Moncayo	Indefinido	Mujeres	11
2017	201705	Mayo 2017	Mayo	12	Tarazona y el Moncayo	Temporal	Hombres	403
2017	201705	Mayo 2017	Mayo	12	Tarazona y el Moncayo	Temporal	Mujeres	334
2017	201705	Mayo 2017	Mayo	13	Campo de Borja	Indefinido	Hombres	17
2017	201705	Mayo 2017	Mayo	13	Campo de Borja	Indefinido	Mujeres	17
2017	201705	Mayo 2017	Mayo	13	Campo de Borja	Temporal	Hombres	268
2017	201705	Mayo 2017	Mayo	13	Campo de Borja	Temporal	Mujeres	299
2017	201705	Mayo 2017	Mayo	14	Aranda	Indefinido	Hombres	4
2017	201705	Mayo 2017	Mayo	14	Aranda	Indefinido	Mujeres	6
2017	201705	Mayo 2017	Mayo	14	Aranda	Temporal	Hombres	177
2017	201705	Mayo 2017	Mayo	14	Aranda	Temporal	Mujeres	105
2017	201705	Mayo 2017	Mayo	15	Ribera Alta del Ebro	Indefinido	Hombres	151
2017	201705	Mayo 2017	Mayo	15	Ribera Alta del Ebro	Indefinido	Mujeres	30
2017	201705	Mayo 2017	Mayo	15	Ribera Alta del Ebro	Temporal	Hombres	1127
2017	201705	Mayo 2017	Mayo	15	Ribera Alta del Ebro	Temporal	Mujeres	607
2017	201705	Mayo 2017	Mayo	16	Valdejalón	Indefinido	Hombres	187
2017	201705	Mayo 2017	Mayo	16	Valdejalón	Indefinido	Mujeres	137
2017	201705	Mayo 2017	Mayo	16	Valdejalón	Temporal	Hombres	3722
