Municipio código	Municipio nombre	Año	Votos	Siglas
22001	Abiego	2015	250	PP-PAR
22001	Abiego	2015	79	PSOE
22001	Abiego	2015	39	PODEMOS-Ahora Alto Aragón en Común
22001	Abiego	2015	51	C's
22001	Abiego	2015	15	IU-CHA-UPeC
22001	Abiego	2015	15	EB
22001	Abiego	2015	6	PACMA
22001	Abiego	2015	7	UPYD
22001	Abiego	2015	0	RECORTES CERO-GRUPO VERDE
22001	Abiego	2015	0	Independientes-FIA
22001	Abiego	2015	0	PCPE
22002	Abizanda	2015	129	PP-PAR
22002	Abizanda	2015	75	PSOE
22002	Abizanda	2015	31	PODEMOS-Ahora Alto Aragón en Común
22002	Abizanda	2015	21	C's
22002	Abizanda	2015	13	IU-CHA-UPeC
22002	Abizanda	2015	0	EB
22002	Abizanda	2015	0	PACMA
22002	Abizanda	2015	3	UPYD
22002	Abizanda	2015	0	RECORTES CERO-GRUPO VERDE
22002	Abizanda	2015	0	Independientes-FIA
22002	Abizanda	2015	0	PCPE
22003	Adahuesca	2015	106	PP-PAR
22003	Adahuesca	2015	119	PSOE
22003	Adahuesca	2015	31	PODEMOS-Ahora Alto Aragón en Común
22003	Adahuesca	2015	21	C's
22003	Adahuesca	2015	10	IU-CHA-UPeC
22003	Adahuesca	2015	3	EB
22003	Adahuesca	2015	13	PACMA
22003	Adahuesca	2015	4	UPYD
22003	Adahuesca	2015	3	RECORTES CERO-GRUPO VERDE
22003	Adahuesca	2015	0	Independientes-FIA
22003	Adahuesca	2015	2	PCPE
22004	Agüero	2015	81	PP-PAR
22004	Agüero	2015	52	PSOE
22004	Agüero	2015	49	PODEMOS-Ahora Alto Aragón en Común
22004	Agüero	2015	32	C's
22004	Agüero	2015	2	IU-CHA-UPeC
22004	Agüero	2015	1	EB
22004	Agüero	2015	0	PACMA
22004	Agüero	2015	0	UPYD
22004	Agüero	2015	0	RECORTES CERO-GRUPO VERDE
22004	Agüero	2015	0	Independientes-FIA
22004	Agüero	2015	0	PCPE
22006	Aísa	2015	140	PP-PAR
22006	Aísa	2015	119	PSOE
22006	Aísa	2015	133	PODEMOS-Ahora Alto Aragón en Común
22006	Aísa	2015	35	C's
22006	Aísa	2015	47	IU-CHA-UPeC
22006	Aísa	2015	6	EB
22006	Aísa	2015	2	PACMA
22006	Aísa	2015	8	UPYD
22006	Aísa	2015	1	RECORTES CERO-GRUPO VERDE
22006	Aísa	2015	1	Independientes-FIA
22006	Aísa	2015	1	PCPE
22007	Albalate de Cinca	2015	762	PP-PAR
22007	Albalate de Cinca	2015	476	PSOE
22007	Albalate de Cinca	2015	154	PODEMOS-Ahora Alto Aragón en Común
22007	Albalate de Cinca	2015	139	C's
22007	Albalate de Cinca	2015	43	IU-CHA-UPeC
22007	Albalate de Cinca	2015	6	EB
22007	Albalate de Cinca	2015	11	PACMA
22007	Albalate de Cinca	2015	12	UPYD
22007	Albalate de Cinca	2015	3	RECORTES CERO-GRUPO VERDE
22007	Albalate de Cinca	2015	5	Independientes-FIA
22007	Albalate de Cinca	2015	0	PCPE
22008	Albalatillo	2015	198	PP-PAR
22008	Albalatillo	2015	87	PSOE
22008	Albalatillo	2015	39	PODEMOS-Ahora Alto Aragón en Común
22008	Albalatillo	2015	31	C's
22008	Albalatillo	2015	16	IU-CHA-UPeC
22008	Albalatillo	2015	3	EB
22008	Albalatillo	2015	0	PACMA
22008	Albalatillo	2015	0	UPYD
22008	Albalatillo	2015	0	RECORTES CERO-GRUPO VERDE
22008	Albalatillo	2015	0	Independientes-FIA
22008	Albalatillo	2015	0	PCPE
22009	Albelda	2015	362	PP-PAR
22009	Albelda	2015	447	PSOE
22009	Albelda	2015	255	PODEMOS-Ahora Alto Aragón en Común
22009	Albelda	2015	91	C's
22009	Albelda	2015	23	IU-CHA-UPeC
22009	Albelda	2015	13	EB
22009	Albelda	2015	8	PACMA
22009	Albelda	2015	18	UPYD
22009	Albelda	2015	4	RECORTES CERO-GRUPO VERDE
22009	Albelda	2015	2	Independientes-FIA
22009	Albelda	2015	2	PCPE
22011	Albero Alto	2015	97	PP-PAR
22011	Albero Alto	2015	19	PSOE
22011	Albero Alto	2015	26	PODEMOS-Ahora Alto Aragón en Común
22011	Albero Alto	2015	19	C's
22011	Albero Alto	2015	0	IU-CHA-UPeC
22011	Albero Alto	2015	4	EB
22011	Albero Alto	2015	1	PACMA
22011	Albero Alto	2015	0	UPYD
22011	Albero Alto	2015	0	RECORTES CERO-GRUPO VERDE
22011	Albero Alto	2015	0	Independientes-FIA
22011	Albero Alto	2015	1	PCPE
22012	Albero Bajo	2015	88	PP-PAR
22012	Albero Bajo	2015	43	PSOE
22012	Albero Bajo	2015	14	PODEMOS-Ahora Alto Aragón en Común
22012	Albero Bajo	2015	43	C's
22012	Albero Bajo	2015	16	IU-CHA-UPeC
22012	Albero Bajo	2015	1	EB
22012	Albero Bajo	2015	2	PACMA
22012	Albero Bajo	2015	0	UPYD
22012	Albero Bajo	2015	0	RECORTES CERO-GRUPO VERDE
22012	Albero Bajo	2015	0	Independientes-FIA
22012	Albero Bajo	2015	0	PCPE
22013	Alberuela de Tubo	2015	245	PP-PAR
22013	Alberuela de Tubo	2015	213	PSOE
22013	Alberuela de Tubo	2015	55	PODEMOS-Ahora Alto Aragón en Común
22013	Alberuela de Tubo	2015	59	C's
22013	Alberuela de Tubo	2015	19	IU-CHA-UPeC
22013	Alberuela de Tubo	2015	0	EB
22013	Alberuela de Tubo	2015	0	PACMA
22013	Alberuela de Tubo	2015	2	UPYD
22013	Alberuela de Tubo	2015	0	RECORTES CERO-GRUPO VERDE
22013	Alberuela de Tubo	2015	0	Independientes-FIA
22013	Alberuela de Tubo	2015	0	PCPE
22014	Alcalá de Gurrea	2015	203	PP-PAR
22014	Alcalá de Gurrea	2015	173	PSOE
22014	Alcalá de Gurrea	2015	68	PODEMOS-Ahora Alto Aragón en Común
22014	Alcalá de Gurrea	2015	46	C's
22014	Alcalá de Gurrea	2015	9	IU-CHA-UPeC
22014	Alcalá de Gurrea	2015	0	EB
22014	Alcalá de Gurrea	2015	3	PACMA
22014	Alcalá de Gurrea	2015	3	UPYD
22014	Alcalá de Gurrea	2015	1	RECORTES CERO-GRUPO VERDE
22014	Alcalá de Gurrea	2015	0	Independientes-FIA
22014	Alcalá de Gurrea	2015	0	PCPE
22015	Alcalá del Obispo	2015	247	PP-PAR
22015	Alcalá del Obispo	2015	166	PSOE
22015	Alcalá del Obispo	2015	117	PODEMOS-Ahora Alto Aragón en Común
22015	Alcalá del Obispo	2015	68	C's
22015	Alcalá del Obispo	2015	28	IU-CHA-UPeC
22015	Alcalá del Obispo	2015	9	EB
22015	Alcalá del Obispo	2015	0	PACMA
22015	Alcalá del Obispo	2015	13	UPYD
22015	Alcalá del Obispo	2015	0	RECORTES CERO-GRUPO VERDE
22015	Alcalá del Obispo	2015	0	Independientes-FIA
22015	Alcalá del Obispo	2015	0	PCPE
22016	Alcampell	2015	411	PP-PAR
22016	Alcampell	2015	467	PSOE
22016	Alcampell	2015	149	PODEMOS-Ahora Alto Aragón en Común
22016	Alcampell	2015	73	C's
22016	Alcampell	2015	60	IU-CHA-UPeC
22016	Alcampell	2015	1	EB
22016	Alcampell	2015	21	PACMA
22016	Alcampell	2015	1	UPYD
22016	Alcampell	2015	6	RECORTES CERO-GRUPO VERDE
22016	Alcampell	2015	1	Independientes-FIA
22016	Alcampell	2015	0	PCPE
22017	Alcolea de Cinca	2015	645	PP-PAR
22017	Alcolea de Cinca	2015	722	PSOE
22017	Alcolea de Cinca	2015	172	PODEMOS-Ahora Alto Aragón en Común
22017	Alcolea de Cinca	2015	159	C's
22017	Alcolea de Cinca	2015	67	IU-CHA-UPeC
22017	Alcolea de Cinca	2015	12	EB
22017	Alcolea de Cinca	2015	16	PACMA
22017	Alcolea de Cinca	2015	13	UPYD
22017	Alcolea de Cinca	2015	2	RECORTES CERO-GRUPO VERDE
22017	Alcolea de Cinca	2015	1	Independientes-FIA
22017	Alcolea de Cinca	2015	5	PCPE
22018	Alcubierre	2015	234	PP-PAR
22018	Alcubierre	2015	229	PSOE
22018	Alcubierre	2015	91	PODEMOS-Ahora Alto Aragón en Común
22018	Alcubierre	2015	45	C's
22018	Alcubierre	2015	49	IU-CHA-UPeC
22018	Alcubierre	2015	3	EB
22018	Alcubierre	2015	1	PACMA
22018	Alcubierre	2015	0	UPYD
22018	Alcubierre	2015	2	RECORTES CERO-GRUPO VERDE
22018	Alcubierre	2015	2	Independientes-FIA
22018	Alcubierre	2015	1	PCPE
22019	Alerre	2015	109	PP-PAR
22019	Alerre	2015	111	PSOE
22019	Alerre	2015	77	PODEMOS-Ahora Alto Aragón en Común
22019	Alerre	2015	66	C's
22019	Alerre	2015	14	IU-CHA-UPeC
22019	Alerre	2015	0	EB
22019	Alerre	2015	2	PACMA
22019	Alerre	2015	10	UPYD
22019	Alerre	2015	3	RECORTES CERO-GRUPO VERDE
22019	Alerre	2015	0	Independientes-FIA
22019	Alerre	2015	1	PCPE
22020	Alfántega	2015	105	PP-PAR
22020	Alfántega	2015	48	PSOE
22020	Alfántega	2015	49	PODEMOS-Ahora Alto Aragón en Común
22020	Alfántega	2015	38	C's
22020	Alfántega	2015	2	IU-CHA-UPeC
22020	Alfántega	2015	11	EB
22020	Alfántega	2015	3	PACMA
22020	Alfántega	2015	0	UPYD
22020	Alfántega	2015	1	RECORTES CERO-GRUPO VERDE
22020	Alfántega	2015	0	Independientes-FIA
22020	Alfántega	2015	0	PCPE
22021	Almudévar	2015	1286	PP-PAR
22021	Almudévar	2015	1302	PSOE
22021	Almudévar	2015	560	PODEMOS-Ahora Alto Aragón en Común
22021	Almudévar	2015	555	C's
22021	Almudévar	2015	216	IU-CHA-UPeC
22021	Almudévar	2015	32	EB
22021	Almudévar	2015	20	PACMA
22021	Almudévar	2015	32	UPYD
22021	Almudévar	2015	5	RECORTES CERO-GRUPO VERDE
22021	Almudévar	2015	2	Independientes-FIA
22021	Almudévar	2015	7	PCPE
22022	Almunia de San Juan	2015	308	PP-PAR
22022	Almunia de San Juan	2015	332	PSOE
22022	Almunia de San Juan	2015	151	PODEMOS-Ahora Alto Aragón en Común
22022	Almunia de San Juan	2015	171	C's
22022	Almunia de San Juan	2015	101	IU-CHA-UPeC
22022	Almunia de San Juan	2015	36	EB
22022	Almunia de San Juan	2015	11	PACMA
22022	Almunia de San Juan	2015	7	UPYD
22022	Almunia de San Juan	2015	1	RECORTES CERO-GRUPO VERDE
22022	Almunia de San Juan	2015	1	Independientes-FIA
22022	Almunia de San Juan	2015	3	PCPE
22023	Almuniente	2015	380	PP-PAR
22023	Almuniente	2015	287	PSOE
22023	Almuniente	2015	93	PODEMOS-Ahora Alto Aragón en Común
22023	Almuniente	2015	97	C's
22023	Almuniente	2015	23	IU-CHA-UPeC
22023	Almuniente	2015	3	EB
22023	Almuniente	2015	4	PACMA
22023	Almuniente	2015	6	UPYD
22023	Almuniente	2015	3	RECORTES CERO-GRUPO VERDE
22023	Almuniente	2015	0	Independientes-FIA
22023	Almuniente	2015	0	PCPE
22024	Alquézar	2015	97	PP-PAR
22024	Alquézar	2015	93	PSOE
