Tipo de vivienda	Tipo de vivienda, código	Tipo de vivienda principal	Tipo de vivienda principal, código	Municipio codigo	Provincia codigo	Municipio nombre	Nº viviendas
Vivienda principal	1	Vivienda principal convencional	1	50229	50	Ruesca	27,3881841413
Vivienda principal	1	Vivienda principal convencional	1	50230	50	Sádaba	587,7350364158
Vivienda principal	1	Vivienda principal convencional	1	50231	50	Salillas de Jalón	153,0503222707
Vivienda principal	1	Vivienda principal convencional	1	50232	50	Salvatierra de Esca	98,3861794286
Vivienda principal	1	Vivienda principal convencional	1	50233	50	Samper del Salz	49,980035977
Vivienda principal	1	Vivienda principal convencional	1	50234	50	San Martín de la Virgen de Moncayo	107,162168375
Vivienda principal	1	Vivienda principal convencional	1	50235	50	San Mateo de Gállego	1326,7758325269
Vivienda principal	1	Vivienda principal convencional	1	50236	50	Santa Cruz de Grío	82,2235199196
Vivienda principal	1	Vivienda principal convencional	1	50237	50	Santa Cruz de Moncayo	54,54392601
Vivienda principal	1	Vivienda principal convencional	1	50238	50	Santa Eulalia de Gállego	63,5296785935
Vivienda principal	1	Vivienda principal convencional	1	50239	50	Santed	37,3640950282
Vivienda principal	1	Vivienda principal convencional	1	50240	50	Sástago	519,8070254026
Vivienda principal	1	Vivienda principal convencional	1	50241	50	Saviñán	315,6939018865
Vivienda principal	1	Vivienda principal convencional	1	50242	50	Sediles	49,4711977154
Vivienda principal	1	Vivienda principal convencional	1	50243	50	Sestrica	167,1806198261
Vivienda principal	1	Vivienda principal convencional	1	50244	50	Sierra de Luna	120,2515334175
Vivienda principal	1	Vivienda principal convencional	1	50245	50	Sigüés	52,3788785296
Vivienda principal	1	Vivienda principal convencional	1	50246	50	Sisamón	23,8838499664
Vivienda principal	1	Vivienda principal convencional	1	50247	50	Sobradiel	365,8418277154
Vivienda principal	1	Vivienda principal convencional	1	50248	50	Sos del Rey Católico	286,7224498487
Vivienda principal	1	Vivienda principal convencional	1	50249	50	Tabuenca	163,2805458637
Vivienda principal	1	Vivienda principal convencional	1	50250	50	Talamantes	31,9120457272
Vivienda principal	1	Vivienda principal convencional	1	50251	50	Tarazona	4394,6427055176
Vivienda principal	1	Vivienda principal convencional	1	50252	50	Tauste	2773,9752083427
Vivienda principal	1	Vivienda principal convencional	1	50253	50	Terrer	213,5823787056
Vivienda principal	1	Vivienda principal convencional	1	50254	50	Tierga	81,1408761394
Vivienda principal	1	Vivienda principal convencional	1	50255	50	Tobed	114,8721235139
Vivienda principal	1	Vivienda principal convencional	1	50256	50	Torralba de los Frailes	39,7700649908
Vivienda principal	1	Vivienda principal convencional	1	50257	50	Torralba de Ribota	98,0726746083
Vivienda principal	1	Vivienda principal convencional	1	50258	50	Torralbilla	33,1214564775
Vivienda principal	1	Vivienda principal convencional	1	50259	50	Torrehermosa	20,25
Vivienda principal	1	Vivienda principal convencional	1	50260	50	Torrelapaja	22,1202329793
Vivienda principal	1	Vivienda principal convencional	1	50261	50	Torrellas	133,2664798526
Vivienda principal	1	Vivienda principal convencional	1	50262	50	Torres de Berrellén	618,926257262
Vivienda principal	1	Vivienda principal convencional	1	50263	50	Torrijo de la Cañada	130,1969726051
Vivienda principal	1	Vivienda principal convencional	1	50264	50	Tosos	104,5131637678
Vivienda principal	1	Vivienda principal convencional	1	50265	50	Trasmoz	34,6005414286
Vivienda principal	1	Vivienda principal convencional	1	50266	50	Trasobares	75,6270914807
Vivienda principal	1	Vivienda principal convencional	1	50267	50	Uncastillo	290,1803270972
Vivienda principal	1	Vivienda principal convencional	1	50268	50	Undués de Lerda	32,2141285611
Vivienda principal	1	Vivienda principal convencional	1	50269	50	Urrea de Jalón	158,7505653813
Vivienda principal	1	Vivienda principal convencional	1	50270	50	Urriés	18,1567616381
Vivienda principal	1	Vivienda principal convencional	1	50271	50	Used	131,3510238378
Vivienda principal	1	Vivienda principal convencional	1	50272	50	Utebo	6777,6130527557
Vivienda principal	1	Vivienda principal convencional	1	50273	50	Valdehorna	20,283004186
Vivienda principal	1	Vivienda principal convencional	1	50274	50	Val de San Martín	36,5364694277
Vivienda principal	1	Vivienda principal convencional	1	50275	50	Valmadrid	50,4225100753
Vivienda principal	1	Vivienda principal convencional	1	50276	50	Valpalmas	67,1859143312
Vivienda principal	1	Vivienda principal convencional	1	50277	50	Valtorres	53,8320449639
Vivienda principal	1	Vivienda principal convencional	1	50278	50	Velilla de Ebro	111,2565816905
Vivienda principal	1	Vivienda principal convencional	1	50279	50	Velilla de Jiloca	41,0573959579
Vivienda principal	1	Vivienda principal convencional	1	50280	50	Vera de Moncayo	163,4590516465
Vivienda principal	1	Vivienda principal convencional	1	50281	50	Vierlas	41,5553731604
Vivienda principal	1	Vivienda principal convencional	1	50282	50	Vilueña (La)	59,8238350322
Vivienda principal	1	Vivienda principal convencional	1	50283	50	Villadoz	43,4580714473
Vivienda principal	1	Vivienda principal convencional	1	50284	50	Villafeliche	85,2703304743
Vivienda principal	1	Vivienda principal convencional	1	50285	50	Villafranca de Ebro	328,4166732417
Vivienda principal	1	Vivienda principal convencional	1	50286	50	Villalba de Perejil	46,5432906899
Vivienda principal	1	Vivienda principal convencional	1	50287	50	Villalengua	137,3495136669
Vivienda principal	1	Vivienda principal convencional	1	50288	50	Villanueva de Gállego	1718,5234734234
Vivienda principal	1	Vivienda principal convencional	1	50289	50	Villanueva de Jiloca	28,9977754194
Vivienda principal	1	Vivienda principal convencional	1	50290	50	Villanueva de Huerva	262,9908675853
Vivienda principal	1	Vivienda principal convencional	1	50291	50	Villar de los Navarros	60,64021487
Vivienda principal	1	Vivienda principal convencional	1	50292	50	Villarreal de Huerva	99,1564124624
Vivienda principal	1	Vivienda principal convencional	1	50293	50	Villarroya de la Sierra	244,0133448469
Vivienda principal	1	Vivienda principal convencional	1	50294	50	Villarroya del Campo	38,914345393
Vivienda principal	1	Vivienda principal convencional	1	50295	50	Vistabella	27,6797706302
Vivienda principal	1	Vivienda principal convencional	1	50296	50	Zaida (La)	201,6718974072
Vivienda principal	1	Vivienda principal convencional	1	50297	50	Zaragoza	277410,909722913
Vivienda principal	1	Vivienda principal convencional	1	50298	50	Zuera	3026,3088449447
Vivienda principal	1	Vivienda principal convencional	1	50901	50	Biel	91,414676192
Vivienda principal	1	Vivienda principal convencional	1	50902	50	Marracos	42,6291133712
Vivienda principal	1	Vivienda principal convencional	1	50903	50	Villamayor de Gállego	1031,0981921901
Vivienda principal	1	Alojamiento	2	22901	22	Valle de Hecho	4,3030305536
Vivienda principal	1	Alojamiento	2	44125	44	Huesa del Común	2,3347714998
Vivienda principal	1	Alojamiento	2	44199	44	Rubiales	2,5986434376
Vivienda principal	1	Alojamiento	2	44225	44	Torre del Compte	1,0930733505
Vivienda principal	1	Alojamiento	2	44249	44	Vallecillo (El)	1,4152230444
Vivienda principal	1	Alojamiento	2	50185	50	Murillo de Gállego	2,1340888642
Vivienda principal	1	Alojamiento	2	50231	50	Salillas de Jalón	1,4040002391
Vivienda principal	1	Alojamiento	2	50297	50	Zaragoza	177,133873343
Vivienda no principal secundaria	2			22001	22	Abiego	108,8500341497
Vivienda no principal secundaria	2			22002	22	Abizanda	7,3928571423
Vivienda no principal secundaria	2			22003	22	Adahuesca	34,7453987714
Vivienda no principal secundaria	2			22004	22	Agüero	162,2976042588
Vivienda no principal secundaria	2			22006	22	Aísa	1234,0471640218
Vivienda no principal secundaria	2			22007	22	Albalate de Cinca	45,8416416412
Vivienda no principal secundaria	2			22008	22	Albalatillo	22,4836956524
Vivienda no principal secundaria	2			22009	22	Albelda	93,0252581074
Vivienda no principal secundaria	2			22011	22	Albero Alto	8,888888889
Vivienda no principal secundaria	2			22012	22	Albero Bajo	4,8988077043
Vivienda no principal secundaria	2			22013	22	Alberuela de Tubo	33,9638841984
Vivienda no principal secundaria	2			22014	22	Alcalá de Gurrea	56,1712147639
Vivienda no principal secundaria	2			22015	22	Alcalá del Obispo	76,4429530258
Vivienda no principal secundaria	2			22016	22	Alcampell	156,9972217695
Vivienda no principal secundaria	2			22017	22	Alcolea de Cinca	153,5196209541
Vivienda no principal secundaria	2			22018	22	Alcubierre	91,6497237127
Vivienda no principal secundaria	2			22019	22	Alerre	13,9768477296
Vivienda no principal secundaria	2			22020	22	Alfántega	18,095238095
Vivienda no principal secundaria	2			22021	22	Almudévar	294,6166233567
Vivienda no principal secundaria	2			22022	22	Almunia de San Juan	121,4787592167
Vivienda no principal secundaria	2			22023	22	Almuniente	28,2105750437
Vivienda no principal secundaria	2			22024	22	Alquézar	88,4236401647
Vivienda no principal secundaria	2			22025	22	Altorricón	73,3953377852
Vivienda no principal secundaria	2			22027	22	Angüés	152,8035300936
Vivienda no principal secundaria	2			22028	22	Ansó	308,9955650976
Vivienda no principal secundaria	2			22029	22	Antillón	9,4054054053
Vivienda no principal secundaria	2			22032	22	Aragüés del Puerto	88,6759776554
Vivienda no principal secundaria	2			22035	22	Arén	71,8758679236
Vivienda no principal secundaria	2			22036	22	Argavieso	6,3411764704
Vivienda no principal secundaria	2			22037	22	Arguis	104,4137931038
Vivienda no principal secundaria	2			22039	22	Ayerbe	249,0856889686
Vivienda no principal secundaria	2			22040	22	Azanuy-Alins	106,3806970559
Vivienda no principal secundaria	2			22041	22	Azara	18,6041189927
Vivienda no principal secundaria	2			22042	22	Azlor	40,6271186456
Vivienda no principal secundaria	2			22043	22	Baells	31,9962700494
Vivienda no principal secundaria	2			22044	22	Bailo	75,8756542815
Vivienda no principal secundaria	2			22045	22	Baldellou	79,7636363617
Vivienda no principal secundaria	2			22046	22	Ballobar	122,8592637716
Vivienda no principal secundaria	2			22047	22	Banastás	11,5351465953
Vivienda no principal secundaria	2			22048	22	Barbastro	732,8275296242
Vivienda no principal secundaria	2			22049	22	Barbués	20,8044515112
Vivienda no principal secundaria	2			22050	22	Barbuñales	63,6122307144
Vivienda no principal secundaria	2			22051	22	Bárcabo	10,0979148753
Vivienda no principal secundaria	2			22052	22	Belver de Cinca	52,5730657394
Vivienda no principal secundaria	2			22053	22	Benabarre	307,9438284792
Vivienda no principal secundaria	2			22054	22	Benasque	2270,6264558807
Vivienda no principal secundaria	2			22055	22	Berbegal	69,5345810863
Vivienda no principal secundaria	2			22057	22	Bielsa	406,760946898
Vivienda no principal secundaria	2			22058	22	Bierge	116,7677215658
Vivienda no principal secundaria	2			22059	22	Biescas	2105,6300049336
Vivienda no principal secundaria	2			22060	22	Binaced	73,0912901726
Vivienda no principal secundaria	2			22061	22	Binéfar	179,0157041029
Vivienda no principal secundaria	2			22062	22	Bisaurri	29,7450980401
Vivienda no principal secundaria	2			22063	22	Biscarrués	48,3838832606
Vivienda no principal secundaria	2			22064	22	Blecua y Torres	56,0815508022
Vivienda no principal secundaria	2			22066	22	Boltaña	493,2851864143
Vivienda no principal secundaria	2			22067	22	Bonansa	36,5188679245
Vivienda no principal secundaria	2			22068	22	Borau	46,0961538438
Vivienda no principal secundaria	2			22069	22	Broto	492,0601842617
Vivienda no principal secundaria	2			22072	22	Caldearenas	80,6170351694
Vivienda no principal secundaria	2			22074	22	Campo	492,418070327
Vivienda no principal secundaria	2			22075	22	Camporrells	24,130170807
Vivienda no principal secundaria	2			22076	22	Canal de Berdún	204,8418249014
Vivienda no principal secundaria	2			22077	22	Candasnos	43,4266026272
Vivienda no principal secundaria	2			22078	22	Canfranc	989,0383727226
Vivienda no principal secundaria	2			22079	22	Capdesaso	24,9164265123
Vivienda no principal secundaria	2			22080	22	Capella	78,9720883899
Vivienda no principal secundaria	2			22081	22	Casbas de Huesca	191,4929902553
Vivienda no principal secundaria	2			22082	22	Castejón del Puente	48,1830733689
Vivienda no principal secundaria	2			22083	22	Castejón de Monegros	79,6518476711
Vivienda no principal secundaria	2			22084	22	Castejón de Sos	458,6614724436
Vivienda no principal secundaria	2			22085	22	Castelflorite	8,0943396222
Vivienda no principal secundaria	2			22086	22	Castiello de Jaca	459,4280925174
Vivienda no principal secundaria	2			22087	22	Castigaleu	7,2991452992
Vivienda no principal secundaria	2			22088	22	Castillazuelo	52,331384014
Vivienda no principal secundaria	2			22089	22	Castillonroy	102,8132040317
Vivienda no principal secundaria	2			22090	22	Colungo	56,360824742
Vivienda no principal secundaria	2			22094	22	Chalamera	58,9032258056
Vivienda no principal secundaria	2			22095	22	Chía	42,8529411772
Vivienda no principal secundaria	2			22096	22	Chimillas	11,6672817184
Vivienda no principal secundaria	2			22099	22	Esplús	46,7885387723
Vivienda no principal secundaria	2			22102	22	Estada	16,2955887019
Vivienda no principal secundaria	2			22103	22	Estadilla	94,6353692896
Vivienda no principal secundaria	2			22105	22	Estopiñán del Castillo	89,9762989942
Vivienda no principal secundaria	2			22106	22	Fago	47,9893872633
Vivienda no principal secundaria	2			22107	22	Fanlo	67,8461538454
Vivienda no principal secundaria	2			22109	22	Fiscal	242,3670790658
Vivienda no principal secundaria	2			22110	22	Fonz	288,7202236398
Vivienda no principal secundaria	2			22111	22	Foradada del Toscar	85,9864204218
Vivienda no principal secundaria	2			22112	22	Fraga	211,0608273089
Vivienda no principal secundaria	2			22113	22	Fueva (La)	240,297231784
Vivienda no principal secundaria	2			22114	22	Gistaín	6,4186046518
Vivienda no principal secundaria	2			22115	22	Grado (El)	364,4319159152
Vivienda no principal secundaria	2			22116	22	Grañén	157,599947829
Vivienda no principal secundaria	2			22117	22	Graus	697,6545315424
Vivienda no principal secundaria	2			22119	22	Gurrea de Gállego	151,740970057
Vivienda no principal secundaria	2			22122	22	Hoz de Jaca	90,09375
Vivienda no principal secundaria	2			22124	22	Huerto	58,1650719818
Vivienda no principal secundaria	2			22125	22	Huesca	2614,806341875
Vivienda no principal secundaria	2			22126	22	Ibieca	28,5061881181
Vivienda no principal secundaria	2			22127	22	Igriés	24,0503536973
Vivienda no principal secundaria	2			22128	22	Ilche	31,4849647522
Vivienda no principal secundaria	2			22129	22	Isábena	101,1608037121
Vivienda no principal secundaria	2			22130	22	Jaca	8497,902265587
Vivienda no principal secundaria	2			22131	22	Jasa	126,5011037541
Vivienda no principal secundaria	2			22133	22	Labuerda	95,4074074086
Vivienda no principal secundaria	2			22135	22	Laluenga	79,9140118552
Vivienda no principal secundaria	2			22136	22	Lalueza	67,8478592056
Vivienda no principal secundaria	2			22137	22	Lanaja	204,4238283164
Vivienda no principal secundaria	2			22139	22	Laperdiguera	31,3070866136
Vivienda no principal secundaria	2			22141	22	Lascellas-Ponzano	79,6567164209
Vivienda no principal secundaria	2			22142	22	Lascuarre	41,7347893892
Vivienda no principal secundaria	2			22143	22	Laspaúles	122,8048780475
Vivienda no principal secundaria	2			22144	22	Laspuña	140,5706050205
Vivienda no principal secundaria	2			22149	22	Loarre	123,8535387089
Vivienda no principal secundaria	2			22150	22	Loporzano	168,2684395105
Vivienda no principal secundaria	2			22151	22	Loscorrales	30,6780179596
Vivienda no principal secundaria	2			22155	22	Monesma y Cajigar	7,1590909089
Vivienda no principal secundaria	2			22156	22	Monflorite-Lascasas	21,0216926456
Vivienda no principal secundaria	2			22157	22	Montanuy	92,4000470182
Vivienda no principal secundaria	2			22158	22	Monzón	617,155624121
Vivienda no principal secundaria	2			22160	22	Naval	54,8520907688
Vivienda no principal secundaria	2			22162	22	Novales	15,2578334817
Vivienda no principal secundaria	2			22163	22	Nueno	72,1325577343
Vivienda no principal secundaria	2			22164	22	Olvena	31,1666666661
Vivienda no principal secundaria	2			22165	22	Ontiñena	114,4219459835
Vivienda no principal secundaria	2			22167	22	Osso de Cinca	20,2397077399
Vivienda no principal secundaria	2			22168	22	Palo	25,446866484
Vivienda no principal secundaria	2			22170	22	Panticosa	1519,3962910811
Vivienda no principal secundaria	2			22172	22	Peñalba	18,3683581015
Vivienda no principal secundaria	2			22173	22	Peñas de Riglos (Las)	280,817931909
Vivienda no principal secundaria	2			22174	22	Peralta de Alcofea	142,3066927824
Vivienda no principal secundaria	2			22175	22	Peralta de Calasanz	232,8664899032
Vivienda no principal secundaria	2			22176	22	Peraltilla	24,4695836943
Vivienda no principal secundaria	2			22177	22	Perarrúa	89,6486486447
Vivienda no principal secundaria	2			22178	22	Pertusa	51,914893615
Vivienda no principal secundaria	2			22181	22	Piracés	0,794871795
Vivienda no principal secundaria	2			22182	22	Plan	87,1974431707
Vivienda no principal secundaria	2			22184	22	Poleñino	28,6746129455
Vivienda no principal secundaria	2			22186	22	Pozán de Vero	34,2793015004
Vivienda no principal secundaria	2			22187	22	Puebla de Castro (La)	134,6586643486
Vivienda no principal secundaria	2			22188	22	Puente de Montañana	54,9082568812
Vivienda no principal secundaria	2			22189	22	Puértolas	27,7351418344
Vivienda no principal secundaria	2			22190	22	Pueyo de Araguás (El)	4,1994219654
Vivienda no principal secundaria	2			22193	22	Pueyo de Santa Cruz	5,9882261508
Vivienda no principal secundaria	2			22195	22	Quicena	18,2461343679
Vivienda no principal secundaria	2			22197	22	Robres	67,2599146675
Vivienda no principal secundaria	2			22199	22	Sabiñánigo	1510,684426897
Vivienda no principal secundaria	2			22200	22	Sahún	310,6886016849
Vivienda no principal secundaria	2			22201	22	Salas Altas	47,4765879233
Vivienda no principal secundaria	2			22202	22	Salas Bajas	38,3921053423
Vivienda no principal secundaria	2			22203	22	Salillas	28,172026496
Vivienda no principal secundaria	2			22204	22	Sallent de Gállego	2560,6864930996
Vivienda no principal secundaria	2			22205	22	San Esteban de Litera	139,9277443815
Vivienda no principal secundaria	2			22206	22	Sangarrén	37,5011607867
Vivienda no principal secundaria	2			22207	22	San Juan de Plan	81,125
Vivienda no principal secundaria	2			22208	22	Santa Cilia	45,4984820887
Vivienda no principal secundaria	2			22209	22	Santa Cruz de la Serós	42,59375
Vivienda no principal secundaria	2			22212	22	Santaliestra y San Quílez	34,2857142861
Vivienda no principal secundaria	2			22213	22	Sariñena	581,3888826538
Vivienda no principal secundaria	2			22214	22	Secastilla	34,322033898
Vivienda no principal secundaria	2			22215	22	Seira	65,4186991855
Vivienda no principal secundaria	2			22217	22	Sena	78,1335623986
Vivienda no principal secundaria	2			22218	22	Senés de Alcubierre	29,0625
Vivienda no principal secundaria	2			22220	22	Sesa	52,830523514
Vivienda no principal secundaria	2			22221	22	Sesué	179,645438895
Vivienda no principal secundaria	2			22222	22	Siétamo	124,5118873818
Vivienda no principal secundaria	2			22223	22	Sopeira	91,2011173199
Vivienda no principal secundaria	2			22225	22	Tamarite de Litera	228,6247081483
Vivienda no principal secundaria	2			22226	22	Tardienta	112,5506686442
Vivienda no principal secundaria	2			22227	22	Tella-Sin	72,0825415349
Vivienda no principal secundaria	2			22228	22	Tierz	7,7328798483
Vivienda no principal secundaria	2			22229	22	Tolva	105,1846153839
Vivienda no principal secundaria	2			22230	22	Torla	206,5298427285
Vivienda no principal secundaria	2			22232	22	Torralba de Aragón	16,4210526324
Vivienda no principal secundaria	2			22233	22	Torre la Ribera	27,959770114
Vivienda no principal secundaria	2			22234	22	Torrente de Cinca	7,044697129
Vivienda no principal secundaria	2			22235	22	Torres de Alcanadre	25,6020761254
Vivienda no principal secundaria	2			22236	22	Torres de Barbués	24,5107917125
Vivienda no principal secundaria	2			22239	22	Tramaced	14,336283186
Vivienda no principal secundaria	2			22242	22	Valfarta	18,235294118
Vivienda no principal secundaria	2			22243	22	Valle de Bardají	0,8888888888
Vivienda no principal secundaria	2			22244	22	Valle de Lierp	49,0754716959
Vivienda no principal secundaria	2			22245	22	Velilla de Cinca	69,649663503
Vivienda no principal secundaria	2			22246	22	Beranuy	55,0947867312
Vivienda no principal secundaria	2			22247	22	Viacamp y Litera	3,25
Vivienda no principal secundaria	2			22248	22	Vicién	18,529411764
Vivienda no principal secundaria	2			22249	22	Villanova	162,0729934191
Vivienda no principal secundaria	2			22250	22	Villanúa	1671,3062293845
Vivienda no principal secundaria	2			22251	22	Villanueva de Sigena	74,1276565967
Vivienda no principal secundaria	2			22252	22	Yebra de Basa	2,4067796605
Vivienda no principal secundaria	2			22253	22	Yésero	42,24137931
Vivienda no principal secundaria	2			22254	22	Zaidín	65,0063897591
Vivienda no principal secundaria	2			22901	22	Valle de Hecho	350,2049448121
Vivienda no principal secundaria	2			22902	22	Puente la Reina de Jaca	232,287744077
Vivienda no principal secundaria	2			22903	22	San Miguel del Cinca	91,5510901077
Vivienda no principal secundaria	2			22904	22	Sotonera (La)	294,5275873245
Vivienda no principal secundaria	2			22905	22	Lupiñén-Ortilla	89,6658141412
Vivienda no principal secundaria	2			22906	22	Santa María de Dulcis	18,8333333332
Vivienda no principal secundaria	2			22907	22	Aínsa-Sobrarbe	242,7099885283
Vivienda no principal secundaria	2			22908	22	Hoz y Costeán	65,852014274
Vivienda no principal secundaria	2			22909	22	Vencillón	25,431876298
Vivienda no principal secundaria	2			44001	44	Ababuj	68,5975609725
Vivienda no principal secundaria	2			44002	44	Abejuela	106,2680416891
Vivienda no principal secundaria	2			44003	44	Aguatón	17,0270270275
Vivienda no principal secundaria	2			44004	44	Aguaviva	404,0693436833
Vivienda no principal secundaria	2			44005	44	Aguilar del Alfambra	77,1769230752
Vivienda no principal secundaria	2			44006	44	Alacón	215,4797181017
Vivienda no principal secundaria	2			44007	44	Alba	70,6062468113
Vivienda no principal secundaria	2			44008	44	Albalate del Arzobispo	325,9610605041
Vivienda no principal secundaria	2			44009	44	Albarracín	335,5171857836
Vivienda no principal secundaria	2			44010	44	Albentosa	243,3436446544
Vivienda no principal secundaria	2			44011	44	Alcaine	183,0646153856
Vivienda no principal secundaria	2			44012	44	Alcalá de la Selva	1568,6695136632
Vivienda no principal secundaria	2			44013	44	Alcañiz	989,079056758
Vivienda no principal secundaria	2			44014	44	Alcorisa	630,3718752733
Vivienda no principal secundaria	2			44016	44	Alfambra	223,6221879193
Vivienda no principal secundaria	2			44017	44	Aliaga	431,7762656746
Vivienda no principal secundaria	2			44018	44	Almohaja	34,6666666678
Vivienda no principal secundaria	2			44019	44	Alobras	62,4999999979
Vivienda no principal secundaria	2			44020	44	Alpeñés	24,9166666659
Vivienda no principal secundaria	2			44021	44	Allepuz	144,6965317866
Vivienda no principal secundaria	2			44022	44	Alloza	339,4401200325
Vivienda no principal secundaria	2			44023	44	Allueva	50,1013215859
Vivienda no principal secundaria	2			44024	44	Anadón	47,127272726
Vivienda no principal secundaria	2			44025	44	Andorra	457,6563366801
Vivienda no principal secundaria	2			44026	44	Arcos de las Salinas	357,4005449443
Vivienda no principal secundaria	2			44027	44	Arens de Lledó	77,7325383308
Vivienda no principal secundaria	2			44028	44	Argente	56,7791614467
Vivienda no principal secundaria	2			44029	44	Ariño	329,3397686547
Vivienda no principal secundaria	2			44031	44	Azaila	73,8152339384
Vivienda no principal secundaria	2			44032	44	Bádenas	32,0000000008
Vivienda no principal secundaria	2			44033	44	Báguena	210,2028121482
Vivienda no principal secundaria	2			44034	44	Bañón	93,1764705894
Vivienda no principal secundaria	2			44035	44	Barrachina	116,0568312624
Vivienda no principal secundaria	2			44036	44	Bea	20,925
Vivienda no principal secundaria	2			44037	44	Beceite	441,8944750126
Vivienda no principal secundaria	2			44038	44	Belmonte de San José	64,2584784613
Vivienda no principal secundaria	2			44039	44	Bello	172,9920453644
Vivienda no principal secundaria	2			44040	44	Berge	92,8843647136
Vivienda no principal secundaria	2			44041	44	Bezas	57,9130434816
Vivienda no principal secundaria	2			44042	44	Blancas	169,8960162572
Vivienda no principal secundaria	2			44043	44	Blesa	204,6054763065
Vivienda no principal secundaria	2			44044	44	Bordón	103,1333333373
Vivienda no principal secundaria	2			44045	44	Bronchales	398,554563657
Vivienda no principal secundaria	2			44046	44	Bueña	36,1463414637
Vivienda no principal secundaria	2			44047	44	Burbáguena	196,5120813759
Vivienda no principal secundaria	2			44048	44	Cabra de Mora	98,7015043586
Vivienda no principal secundaria	2			44049	44	Calaceite	350,9053383968
Vivienda no principal secundaria	2			44050	44	Calamocha	1292,5488882737
Vivienda no principal secundaria	2			44051	44	Calanda	367,0287550513
Vivienda no principal secundaria	2			44052	44	Calomarde	77,420534356
Vivienda no principal secundaria	2			44053	44	Camañas	31,595744682
Vivienda no principal secundaria	2			44054	44	Camarena de la Sierra	330,4617156281
Vivienda no principal secundaria	2			44055	44	Camarillas	120,1274588232
Vivienda no principal secundaria	2			44056	44	Caminreal	137,6826406445
Vivienda no principal secundaria	2			44059	44	Cantavieja	250,8671606279
Vivienda no principal secundaria	2			44060	44	Cañada de Benatanduz	56,3162901293
Vivienda no principal secundaria	2			44061	44	Cañada de Verich (La)	45,3214285717
Vivienda no principal secundaria	2			44062	44	Cañada Vellida	25,3507184672
Vivienda no principal secundaria	2			44063	44	Cañizar del Olivar	122,5458019348
Vivienda no principal secundaria	2			44064	44	Cascante del Río	126,1384537026
Vivienda no principal secundaria	2			44065	44	Castejón de Tornos	57,0417391325
Vivienda no principal secundaria	2			44066	44	Castel de Cabra	104,4549752873
Vivienda no principal secundaria	2			44067	44	Castelnou	45,7488833757
Vivienda no principal secundaria	2			44068	44	Castelserás	170,5576774514
Vivienda no principal secundaria	2			44070	44	Castellar (El)	76,85185185
Vivienda no principal secundaria	2			44071	44	Castellote	677,1518969184
Vivienda no principal secundaria	2			44074	44	Cedrillas	154,7709927752
Vivienda no principal secundaria	2			44075	44	Celadas	45,1180935751
Vivienda no principal secundaria	2			44076	44	Cella	404,3879617936
Vivienda no principal secundaria	2			44077	44	Cerollera (La)	41,8296236811
Vivienda no principal secundaria	2			44080	44	Codoñera (La)	90,9618892806
Vivienda no principal secundaria	2			44082	44	Corbalán	57,2530120488
Vivienda no principal secundaria	2			44084	44	Cortes de Aragón	108,0000000004
Vivienda no principal secundaria	2			44085	44	Cosa	52,4032258061
Vivienda no principal secundaria	2			44086	44	Cretas	225,3870942122
Vivienda no principal secundaria	2			44087	44	Crivillén	116,8110236224
Vivienda no principal secundaria	2			44088	44	Cuba (La)	56,5714285728
Vivienda no principal secundaria	2			44089	44	Cubla	56,4298861454
Vivienda no principal secundaria	2			44090	44	Cucalón	95,3647164475
Vivienda no principal secundaria	2			44092	44	Cuervo (El)	63,5276020092
Vivienda no principal secundaria	2			44093	44	Cuevas de Almudén	19,8620689656
Vivienda no principal secundaria	2			44094	44	Cuevas Labradas	43,4240582071
Vivienda no principal secundaria	2			44096	44	Ejulve	87,9021276595
Vivienda no principal secundaria	2			44097	44	Escorihuela	72,488563587
Vivienda no principal secundaria	2			44099	44	Escucha	55,9643915358
Vivienda no principal secundaria	2			44100	44	Estercuel	212,0189330532
Vivienda no principal secundaria	2			44101	44	Ferreruela de Huerva	48,0595762548
Vivienda no principal secundaria	2			44102	44	Fonfría	33,0000000015
Vivienda no principal secundaria	2			44103	44	Formiche Alto	31,2267703646
Vivienda no principal secundaria	2			44105	44	Fórnoles	101,0322580678
Vivienda no principal secundaria	2			44106	44	Fortanete	150,4801452916
Vivienda no principal secundaria	2			44107	44	Foz-Calanda	76,468616942
Vivienda no principal secundaria	2			44108	44	Fresneda (La)	302,8741161974
Vivienda no principal secundaria	2			44109	44	Frías de Albarracín	145,7988309849
Vivienda no principal secundaria	2			44110	44	Fuenferrada	64,1556603745
Vivienda no principal secundaria	2			44111	44	Fuentes Calientes	48,6741214056
Vivienda no principal secundaria	2			44112	44	Fuentes Claras	95,3056165949
Vivienda no principal secundaria	2			44113	44	Fuentes de Rubielos	98,5714285718
Vivienda no principal secundaria	2			44114	44	Fuentespalda	106,54059282
Vivienda no principal secundaria	2			44115	44	Galve	25,212765956
Vivienda no principal secundaria	2			44116	44	Gargallo	94,4166886594
Vivienda no principal secundaria	2			44117	44	Gea de Albarracín	214,955350542
Vivienda no principal secundaria	2			44118	44	Ginebrosa (La)	208,3967728769
Vivienda no principal secundaria	2			44119	44	Griegos	120,234375
Vivienda no principal secundaria	2			44120	44	Guadalaviar	86,6056376208
Vivienda no principal secundaria	2			44121	44	Gúdar	94,0446650156
