Municipio código	Municipio nombre	Año	Orden	Siglas	Votos
44176	Palomar de Arroyos	2011	3	PAR	43
44176	Palomar de Arroyos	2011	7	COMPROMISO CON ARAGON	20
44176	Palomar de Arroyos	2015	1	PP	43
44176	Palomar de Arroyos	2015	2	PSOE	62
44176	Palomar de Arroyos	2015	4	PAR	89
44176	Palomar de Arroyos	2015	12	COMPROMISO CON ARAGON	36
44177	Pancrudo	2007	1	PSOE	35
44177	Pancrudo	2007	2	PP	9
44177	Pancrudo	2007	3	PAR	39
44177	Pancrudo	2007	4	CHA	29
44177	Pancrudo	2011	1	PP	9
44177	Pancrudo	2011	2	PSOE	46
44177	Pancrudo	2011	3	PAR	42
44177	Pancrudo	2011	4	CHA	32
44177	Pancrudo	2015	1	PP	6
44177	Pancrudo	2015	2	PSOE	30
44177	Pancrudo	2015	4	PAR	40
44177	Pancrudo	2015	7	CHA	33
44178	Parras de Castellote (Las)	2007	1	PSOE	3
44178	Parras de Castellote (Las)	2007	2	PP	16
44178	Parras de Castellote (Las)	2007	3	PAR	40
44178	Parras de Castellote (Las)	2011	1	PP	17
44178	Parras de Castellote (Las)	2011	3	PAR	36
44178	Parras de Castellote (Las)	2015	1	PP	8
44178	Parras de Castellote (Las)	2015	2	PSOE	2
44178	Parras de Castellote (Las)	2015	4	PAR	36
44179	Peñarroya de Tastavins	2007	1	PSOE	89
44179	Peñarroya de Tastavins	2007	2	PP	49
44179	Peñarroya de Tastavins	2007	3	PAR	141
44179	Peñarroya de Tastavins	2011	1	PP	72
44179	Peñarroya de Tastavins	2011	2	PSOE	50
44179	Peñarroya de Tastavins	2011	3	PAR	132
44179	Peñarroya de Tastavins	2015	1	PP	39
44179	Peñarroya de Tastavins	2015	2	PSOE	74
44179	Peñarroya de Tastavins	2015	4	PAR	128
44180	Peracense	2007	1	PSOE	44
44180	Peracense	2007	2	PP	60
44180	Peracense	2007	3	PAR	1
44180	Peracense	2007	4	CHA	22
44180	Peracense	2011	1	PP	23
44180	Peracense	2011	3	PAR	44
44180	Peracense	2015	2	PSOE	32
44180	Peracense	2015	4	PAR	33
44180	Peracense	2015	5	C's	9
44181	Peralejos	2007	1	PSOE	10
44181	Peralejos	2007	2	PP	15
44181	Peralejos	2007	3	PAR	40
44181	Peralejos	2011	1	PP	33
44181	Peralejos	2011	2	PSOE	12
44181	Peralejos	2011	3	PAR	36
44181	Peralejos	2015	1	PP	20
44181	Peralejos	2015	2	PSOE	12
44181	Peralejos	2015	4	PAR	17
44182	Perales del Alfambra	2007	1	PSOE	98
44182	Perales del Alfambra	2007	2	PP	42
44182	Perales del Alfambra	2007	3	PAR	28
44182	Perales del Alfambra	2011	1	PP	51
44182	Perales del Alfambra	2011	2	PSOE	63
44182	Perales del Alfambra	2011	3	PAR	56
44182	Perales del Alfambra	2015	1	PP	36
44182	Perales del Alfambra	2015	2	PSOE	68
44182	Perales del Alfambra	2015	4	PAR	34
44183	Pitarque	2007	1	PSOE	32
44183	Pitarque	2007	2	PP	10
44183	Pitarque	2007	3	PAR	41
44183	Pitarque	2007	4	CHA	10
44183	Pitarque	2011	1	PP	16
44183	Pitarque	2011	2	PSOE	26
44183	Pitarque	2011	3	PAR	28
44183	Pitarque	2015	1	PP	27
44183	Pitarque	2015	2	PSOE	21
44183	Pitarque	2015	4	PAR	23
44184	Plou	2007	1	PSOE	3
44184	Plou	2007	2	PP	0
44184	Plou	2007	3	PAR	26
44184	Plou	2011	3	PAR	10
44184	Plou	2011	7	COMPROMISO CON ARAGON	21
44184	Plou	2015	2	PSOE	0
44184	Plou	2015	4	PAR	19
44184	Plou	2015	12	COMPROMISO CON ARAGON	21
44185	Pobo (El)	2007	1	PSOE	31
44185	Pobo (El)	2007	2	PP	67
44185	Pobo (El)	2007	3	PAR	0
44185	Pobo (El)	2011	1	PP	79
44185	Pobo (El)	2011	2	PSOE	25
44185	Pobo (El)	2011	3	PAR	3
44185	Pobo (El)	2011	4	CHA	6
44185	Pobo (El)	2015	1	PP	67
44185	Pobo (El)	2015	2	PSOE	4
44185	Pobo (El)	2015	4	PAR	1
44185	Pobo (El)	2015	7	CHA	33
44187	Portellada (La)	2007	1	PSOE	46
44187	Portellada (La)	2007	2	PP	93
44187	Portellada (La)	2007	3	PAR	81
44187	Portellada (La)	2011	2	PSOE	24
44187	Portellada (La)	2011	3	PAR	101
44187	Portellada (La)	2015	1	PP	62
44187	Portellada (La)	2015	2	PSOE	33
44187	Portellada (La)	2015	4	PAR	96
44187	Portellada (La)	2015	7	CHA	5
44189	Pozondón	2007	1	PSOE	1
44189	Pozondón	2007	2	PP	48
44189	Pozondón	2007	3	PAR	9
44189	Pozondón	2007	4	CHA	13
44189	Pozondón	2011	1	PP	35
44189	Pozondón	2011	2	PSOE	7
44189	Pozondón	2011	3	PAR	3
44189	Pozondón	2011	4	CHA	7
44189	Pozondón	2015	1	PP	34
44189	Pozondón	2015	4	PAR	1
44189	Pozondón	2015	7	CHA	3
44190	Pozuel del Campo	2007	1	PSOE	4
44190	Pozuel del Campo	2007	2	PP	9
44190	Pozuel del Campo	2007	3	PAR	51
44190	Pozuel del Campo	2007	4	CHA	5
44190	Pozuel del Campo	2011	1	PP	4
44190	Pozuel del Campo	2011	2	PSOE	4
44190	Pozuel del Campo	2011	3	PAR	39
44190	Pozuel del Campo	2011	7	COMPROMISO CON ARAGON	33
44190	Pozuel del Campo	2015	1	PP	13
44190	Pozuel del Campo	2015	2	PSOE	16
44190	Pozuel del Campo	2015	4	PAR	26
44191	Puebla de Híjar (La)	2007	1	PSOE	285
44191	Puebla de Híjar (La)	2007	2	PP	197
44191	Puebla de Híjar (La)	2007	3	PAR	47
44191	Puebla de Híjar (La)	2007	5	IU	124
44191	Puebla de Híjar (La)	2011	1	PP	113
44191	Puebla de Híjar (La)	2011	2	PSOE	171
44191	Puebla de Híjar (La)	2011	3	PAR	66
44191	Puebla de Híjar (La)	2011	5	IU	319
44191	Puebla de Híjar (La)	2015	1	PP	85
44191	Puebla de Híjar (La)	2015	2	PSOE	123
44191	Puebla de Híjar (La)	2015	4	PAR	21
44191	Puebla de Híjar (La)	2015	16	G:IU-LV	417
44192	Puebla de Valverde (La)	2007	1	PSOE	143
44192	Puebla de Valverde (La)	2007	2	PP	205
44192	Puebla de Valverde (La)	2007	3	PAR	39
44192	Puebla de Valverde (La)	2011	1	PP	234
44192	Puebla de Valverde (La)	2011	2	PSOE	77
44192	Puebla de Valverde (La)	2011	3	PAR	50
44192	Puebla de Valverde (La)	2015	1	PP	170
44192	Puebla de Valverde (La)	2015	2	PSOE	87
44192	Puebla de Valverde (La)	2015	4	PAR	64
44193	Puertomingalvo	2007	1	PSOE	74
44193	Puertomingalvo	2007	2	PP	38
44193	Puertomingalvo	2007	3	PAR	5
44193	Puertomingalvo	2007	4	CHA	33
44193	Puertomingalvo	2007	5	IU	1
44193	Puertomingalvo	2011	1	PP	16
44193	Puertomingalvo	2011	2	PSOE	47
44193	Puertomingalvo	2011	3	PAR	18
44193	Puertomingalvo	2011	4	CHA	2
44193	Puertomingalvo	2015	1	PP	18
44193	Puertomingalvo	2015	2	PSOE	50
44193	Puertomingalvo	2015	4	PAR	7
44194	Ráfales	2007	1	PSOE	14
44194	Ráfales	2007	3	PAR	76
44194	Ráfales	2011	1	PP	15
44194	Ráfales	2011	3	PAR	71
44194	Ráfales	2015	1	PP	10
44194	Ráfales	2015	4	PAR	50
44194	Ráfales	2015	7	CHA	14
44195	Rillo	2007	1	PSOE	7
44195	Rillo	2007	2	PP	44
44195	Rillo	2007	3	PAR	22
44195	Rillo	2007	4	CHA	5
44195	Rillo	2011	1	PP	39
44195	Rillo	2011	2	PSOE	7
44195	Rillo	2011	3	PAR	24
44195	Rillo	2015	1	PP	30
44195	Rillo	2015	2	PSOE	23
44195	Rillo	2015	4	PAR	38
44196	Riodeva	2007	1	PSOE	40
44196	Riodeva	2007	2	PP	30
44196	Riodeva	2007	3	PAR	65
44196	Riodeva	2007	4	CHA	0
44196	Riodeva	2011	1	PP	11
44196	Riodeva	2011	2	PSOE	12
44196	Riodeva	2011	3	PAR	103
44196	Riodeva	2011	4	CHA	3
44196	Riodeva	2015	1	PP	17
44196	Riodeva	2015	2	PSOE	5
44196	Riodeva	2015	4	PAR	73
44197	Ródenas	2007	1	PSOE	26
44197	Ródenas	2007	2	PP	30
44197	Ródenas	2011	1	PP	25
44197	Ródenas	2011	2	PSOE	25
44197	Ródenas	2011	3	PAR	3
44197	Ródenas	2015	1	PP	12
44197	Ródenas	2015	2	PSOE	34
44197	Ródenas	2015	4	PAR	0
44198	Royuela	2007	1	PSOE	21
44198	Royuela	2007	2	PP	89
44198	Royuela	2007	3	PAR	45
44198	Royuela	2007	4	CHA	26
44198	Royuela	2007	5	IU	2
44198	Royuela	2011	1	PP	56
44198	Royuela	2011	2	PSOE	13
44198	Royuela	2011	3	PAR	55
44198	Royuela	2011	7	COMPROMISO CON ARAGON	55
44198	Royuela	2015	1	PP	39
44198	Royuela	2015	2	PSOE	14
44198	Royuela	2015	4	PAR	59
44198	Royuela	2015	7	CHA	39
44198	Royuela	2015	12	COMPROMISO CON ARAGON	48
44199	Rubiales	2007	1	PSOE	0
44199	Rubiales	2007	2	PP	27
44199	Rubiales	2007	3	PAR	20
44199	Rubiales	2011	1	PP	25
44199	Rubiales	2011	2	PSOE	1
44199	Rubiales	2011	3	PAR	20
44199	Rubiales	2015	1	PP	25
44199	Rubiales	2015	4	PAR	13
44199	Rubiales	2015	5	C's	2
44200	Rubielos de la Cérida	2007	1	PSOE	0
44200	Rubielos de la Cérida	2007	2	PP	2
44200	Rubielos de la Cérida	2007	3	PAR	30
44200	Rubielos de la Cérida	2011	1	PP	9
44200	Rubielos de la Cérida	2011	2	PSOE	11
44200	Rubielos de la Cérida	2011	3	PAR	20
44200	Rubielos de la Cérida	2015	4	PAR	14
44201	Rubielos de Mora	2007	1	PSOE	279
44201	Rubielos de Mora	2007	3	PAR	138
44201	Rubielos de Mora	2011	1	PP	45
44201	Rubielos de Mora	2011	2	PSOE	236
44201	Rubielos de Mora	2011	3	PAR	152
44201	Rubielos de Mora	2015	1	PP	30
44201	Rubielos de Mora	2015	2	PSOE	258
44201	Rubielos de Mora	2015	4	PAR	122
44203	Salcedillo	2007	1	PSOE	0
44203	Salcedillo	2007	2	PP	6
44203	Salcedillo	2011	1	PP	3
44203	Salcedillo	2011	3	PAR	3
44203	Salcedillo	2015	1	PP	9
44204	Saldón	2007	1	PSOE	16
44204	Saldón	2007	2	PP	6
44204	Saldón	2011	1	PP	8
44204	Saldón	2011	2	PSOE	15
44204	Saldón	2015	1	PP	3
44204	Saldón	2015	2	PSOE	17
44204	Saldón	2015	4	PAR	4
44205	Samper de Calanda	2007	1	PSOE	435
44205	Samper de Calanda	2007	2	PP	134
44205	Samper de Calanda	2007	3	PAR	77
44205	Samper de Calanda	2011	1	PP	121
44205	Samper de Calanda	2011	2	PSOE	342
44205	Samper de Calanda	2011	3	PAR	112
44205	Samper de Calanda	2015	1	PP	132
44205	Samper de Calanda	2015	2	PSOE	296
44205	Samper de Calanda	2015	4	PAR	85
44206	San Agustín	2007	1	PSOE	48
44206	San Agustín	2007	2	PP	13
44206	San Agustín	2007	3	PAR	43
44206	San Agustín	2007	4	CHA	1
44206	San Agustín	2007	5	IU	3
44206	San Agustín	2011	1	PP	15
44206	San Agustín	2011	2	PSOE	88
44206	San Agustín	2011	3	PAR	42
44206	San Agustín	2011	5	IU	19
44206	San Agustín	2015	1	PP	13
44206	San Agustín	2015	2	PSOE	23
44206	San Agustín	2015	4	PAR	47
44206	San Agustín	2015	16	G:IU-LV	16
44207	San Martín del Río	2007	1	PSOE	114
44207	San Martín del Río	2007	2	PP	20
44207	San Martín del Río	2007	3	PAR	32
44207	San Martín del Río	2007	4	CHA	4
44207	San Martín del Río	2011	1	PP	12
44207	San Martín del Río	2011	2	PSOE	101
44207	San Martín del Río	2011	3	PAR	29
44207	San Martín del Río	2015	1	PP	5
44207	San Martín del Río	2015	2	PSOE	96
44207	San Martín del Río	2015	4	PAR	19
44207	San Martín del Río	2015	7	CHA	20
44208	Santa Cruz de Nogueras	2007	1	PSOE	0
44208	Santa Cruz de Nogueras	2007	2	PP	1
44208	Santa Cruz de Nogueras	2007	3	PAR	29
44208	Santa Cruz de Nogueras	2011	1	PP	10
44208	Santa Cruz de Nogueras	2011	3	PAR	16
44208	Santa Cruz de Nogueras	2015	4	PAR	20
44209	Santa Eulalia	2007	1	PSOE	338
44209	Santa Eulalia	2007	2	PP	231
44209	Santa Eulalia	2007	3	PAR	111
44209	Santa Eulalia	2007	4	CHA	26
44209	Santa Eulalia	2011	1	PP	237
44209	Santa Eulalia	2011	2	PSOE	306
44209	Santa Eulalia	2011	3	PAR	64
44209	Santa Eulalia	2011	5	IU	69
44209	Santa Eulalia	2011	7	COMPROMISO CON ARAGON	12
44209	Santa Eulalia	2015	1	PP	240
44209	Santa Eulalia	2015	2	PSOE	277
44209	Santa Eulalia	2015	4	PAR	67
44209	Santa Eulalia	2015	16	G:IU-LV	46
44210	Sarrión	2007	1	PSOE	122
44210	Sarrión	2007	2	PP	176
44210	Sarrión	2007	3	PAR	248
44210	Sarrión	2007	4	CHA	60
44210	Sarrión	2011	1	PP	141
44210	Sarrión	2011	2	PSOE	206
44210	Sarrión	2011	3	PAR	160
44210	Sarrión	2011	4	CHA	90
44210	Sarrión	2015	1	PP	90
44210	Sarrión	2015	2	PSOE	216
44210	Sarrión	2015	4	PAR	134
44210	Sarrión	2015	7	CHA	153
44211	Segura de los Baños	2007	1	PSOE	1
44211	Segura de los Baños	2007	2	PP	2
44211	Segura de los Baños	2007	3	PAR	28
44211	Segura de los Baños	2011	7	COMPROMISO CON ARAGON	28
44211	Segura de los Baños	2015	2	PSOE	1
44211	Segura de los Baños	2015	12	COMPROMISO CON ARAGON	24
44212	Seno	2007	1	PSOE	2
44212	Seno	2007	2	PP	2
44212	Seno	2007	3	PAR	23
44212	Seno	2011	1	PP	2
44212	Seno	2011	3	PAR	26
44212	Seno	2015	1	PP	2
44212	Seno	2015	2	PSOE	0
44212	Seno	2015	4	PAR	27
44213	Singra	2007	1	PSOE	39
44213	Singra	2007	2	PP	5
44213	Singra	2007	3	PAR	0
44213	Singra	2007	4	CHA	8
44213	Singra	2011	1	PP	28
44213	Singra	2011	2	PSOE	24
44213	Singra	2011	3	PAR	6
44213	Singra	2011	4	CHA	5
44213	Singra	2015	1	PP	23
44213	Singra	2015	2	PSOE	26
44213	Singra	2015	4	PAR	9
44215	Terriente	2007	1	PSOE	39
44215	Terriente	2007	2	PP	23
44215	Terriente	2007	3	PAR	65
44215	Terriente	2007	4	CHA	1
44215	Terriente	2007	5	IU	0
44215	Terriente	2011	1	PP	9
44215	Terriente	2011	2	PSOE	55
44215	Terriente	2011	3	PAR	65
44215	Terriente	2011	4	CHA	16
44215	Terriente	2015	1	PP	47
44215	Terriente	2015	2	PSOE	10
44215	Terriente	2015	4	PAR	68
44215	Terriente	2015	7	CHA	7
44216	Teruel	2007	1	PSOE	5170
44216	Teruel	2007	2	PP	5909
44216	Teruel	2007	3	PAR	2741
44216	Teruel	2007	4	CHA	1423
44216	Teruel	2007	5	IU	806
44216	Teruel	2007	8	PCUA	115
44216	Teruel	2007	38	FAMILIA Y V	30
44216	Teruel	2011	1	PP	7932
44216	Teruel	2011	2	PSOE	3461
44216	Teruel	2011	3	PAR	1170
44216	Teruel	2011	4	CHA	1388
44216	Teruel	2011	5	IU	1174
44216	Teruel	2011	6	UPyD	354
44216	Teruel	2011	7	COMPROMISO CON ARAGON	445
44216	Teruel	2015	1	PP	5355
44216	Teruel	2015	2	PSOE	3290
44216	Teruel	2015	4	PAR	1685
44216	Teruel	2015	5	C's	1581
44216	Teruel	2015	7	CHA	1252
44216	Teruel	2015	10	EB	133
44216	Teruel	2015	12	COMPROMISO CON ARAGON	339
44216	Teruel	2015	16	G:IU-LV	2491
44216	Teruel	2015	28	FIA	60
44217	Toril y Masegoso	2007	1	PSOE	27
44217	Toril y Masegoso	2007	2	PP	8
44217	Toril y Masegoso	2011	1	PP	6
44217	Toril y Masegoso	2011	2	PSOE	15
44217	Toril y Masegoso	2011	3	PAR	4
44217	Toril y Masegoso	2011	4	CHA	5
44217	Toril y Masegoso	2015	1	PP	1
44217	Toril y Masegoso	2015	2	PSOE	15
44217	Toril y Masegoso	2015	7	CHA	4
44218	Tormón	2007	1	PSOE	2
44218	Tormón	2007	2	PP	1
44218	Tormón	2007	3	PAR	19
44218	Tormón	2011	1	PP	17
44218	Tormón	2011	2	PSOE	7
44218	Tormón	2011	3	PAR	14
44218	Tormón	2015	1	PP	20
44218	Tormón	2015	4	PAR	8
44219	Tornos	2007	1	PSOE	105
44219	Tornos	2007	2	PP	60
44219	Tornos	2007	3	PAR	19
44219	Tornos	2007	4	CHA	14
44219	Tornos	2011	1	PP	69
44219	Tornos	2011	2	PSOE	76
44219	Tornos	2011	3	PAR	38
44219	Tornos	2011	4	CHA	8
44219	Tornos	2015	2	PSOE	83
44219	Tornos	2015	4	PAR	8
44219	Tornos	2015	7	CHA	32
44220	Torralba de los Sisones	2007	1	PSOE	32
44220	Torralba de los Sisones	2007	2	PP	41
44220	Torralba de los Sisones	2007	3	PAR	53
44220	Torralba de los Sisones	2007	4	CHA	0
44220	Torralba de los Sisones	2011	1	PP	44
44220	Torralba de los Sisones	2011	2	PSOE	27
44220	Torralba de los Sisones	2011	3	PAR	46
44220	Torralba de los Sisones	2015	2	PSOE	3
44220	Torralba de los Sisones	2015	4	PAR	55
44221	Torrecilla de Alcañiz	2007	1	PSOE	164
44221	Torrecilla de Alcañiz	2007	2	PP	140
44221	Torrecilla de Alcañiz	2007	3	PAR	18
44221	Torrecilla de Alcañiz	2011	1	PP	135
44221	Torrecilla de Alcañiz	2011	2	PSOE	165
44221	Torrecilla de Alcañiz	2015	1	PP	136
44221	Torrecilla de Alcañiz	2015	2	PSOE	160
44222	Torrecilla del Rebollar	2007	1	PSOE	49
44222	Torrecilla del Rebollar	2007	2	PP	68
44222	Torrecilla del Rebollar	2007	3	PAR	0
44222	Torrecilla del Rebollar	2007	4	CHA	3
44222	Torrecilla del Rebollar	2011	1	PP	66
44222	Torrecilla del Rebollar	2011	2	PSOE	36
44222	Torrecilla del Rebollar	2011	3	PAR	29
44222	Torrecilla del Rebollar	2011	4	CHA	2
44222	Torrecilla del Rebollar	2015	1	PP	53
44222	Torrecilla del Rebollar	2015	2	PSOE	42
44222	Torrecilla del Rebollar	2015	4	PAR	29
44222	Torrecilla del Rebollar	2015	7	CHA	1
44223	Torre de Arcas	2007	1	PSOE	3
44223	Torre de Arcas	2007	2	PP	1
44223	Torre de Arcas	2007	3	PAR	62
44223	Torre de Arcas	2011	2	PSOE	2
44223	Torre de Arcas	2011	3	PAR	42
44223	Torre de Arcas	2015	1	PP	1
44223	Torre de Arcas	2015	2	PSOE	15
44223	Torre de Arcas	2015	4	PAR	37
44224	Torre de las Arcas	2007	1	PSOE	19
44224	Torre de las Arcas	2007	2	PP	0
44224	Torre de las Arcas	2011	2	PSOE	19
44224	Torre de las Arcas	2015	2	PSOE	14
44225	Torre del Compte	2007	1	PSOE	6
44225	Torre del Compte	2007	2	PP	71
44225	Torre del Compte	2007	3	PAR	58
44225	Torre del Compte	2007	4	CHA	1
44225	Torre del Compte	2011	1	PP	68
44225	Torre del Compte	2011	2	PSOE	17
44225	Torre del Compte	2011	4	CHA	29
44225	Torre del Compte	2015	1	PP	59
44225	Torre del Compte	2015	2	PSOE	9
44225	Torre del Compte	2015	7	CHA	11
44226	Torrelacárcel	2007	1	PSOE	77
44226	Torrelacárcel	2007	2	PP	11
44226	Torrelacárcel	2007	3	PAR	41
44226	Torrelacárcel	2007	4	CHA	4
44226	Torrelacárcel	2011	1	PP	21
44226	Torrelacárcel	2011	2	PSOE	59
44226	Torrelacárcel	2011	3	PAR	7
44226	Torrelacárcel	2011	4	CHA	14
44226	Torrelacárcel	2011	5	IU	23
44226	Torrelacárcel	2015	1	PP	18
44226	Torrelacárcel	2015	2	PSOE	60
44226	Torrelacárcel	2015	4	PAR	6
44226	Torrelacárcel	2015	7	CHA	10
44226	Torrelacárcel	2015	16	G:IU-LV	18
44227	Torre los Negros	2007	1	PSOE	39
44227	Torre los Negros	2007	2	PP	39
44227	Torre los Negros	2007	3	PAR	0
44227	Torre los Negros	2007	4	CHA	0
44227	Torre los Negros	2011	1	PP	49
44227	Torre los Negros	2011	2	PSOE	31
44227	Torre los Negros	2011	3	PAR	2
44227	Torre los Negros	2015	1	PP	10
44227	Torre los Negros	2015	4	PAR	32
44228	Torremocha de Jiloca	2007	2	PP	63
44228	Torremocha de Jiloca	2007	3	PAR	15
44228	Torremocha de Jiloca	2007	4	CHA	7
44228	Torremocha de Jiloca	2011	1	PP	58
44228	Torremocha de Jiloca	2011	2	PSOE	25
44228	Torremocha de Jiloca	2011	3	PAR	32
44228	Torremocha de Jiloca	2011	4	CHA	1
44228	Torremocha de Jiloca	2015	1	PP	47
44228	Torremocha de Jiloca	2015	2	PSOE	26
44228	Torremocha de Jiloca	2015	4	PAR	29
44228	Torremocha de Jiloca	2015	7	CHA	16
44229	Torres de Albarracín	2007	1	PSOE	51
44229	Torres de Albarracín	2007	2	PP	4
44229	Torres de Albarracín	2007	3	PAR	58
44229	Torres de Albarracín	2007	4	CHA	1
44229	Torres de Albarracín	2007	5	IU	1
44229	Torres de Albarracín	2011	1	PP	46
44229	Torres de Albarracín	2011	2	PSOE	39
44229	Torres de Albarracín	2011	3	PAR	66
44229	Torres de Albarracín	2011	4	CHA	1
44229	Torres de Albarracín	2011	5	IU	21
44229	Torres de Albarracín	2015	1	PP	25
44229	Torres de Albarracín	2015	2	PSOE	2
44229	Torres de Albarracín	2015	4	PAR	52
44229	Torres de Albarracín	2015	5	C's	46
44229	Torres de Albarracín	2015	7	CHA	0
44229	Torres de Albarracín	2015	16	G:IU-LV	12
44230	Torrevelilla	2007	1	PSOE	61
44230	Torrevelilla	2007	2	PP	45
44230	Torrevelilla	2007	3	PAR	35
44230	Torrevelilla	2007	4	CHA	0
44230	Torrevelilla	2011	1	PP	56
44230	Torrevelilla	2011	2	PSOE	68
44230	Torrevelilla	2011	3	PAR	37
44230	Torrevelilla	2015	1	PP	23
44230	Torrevelilla	2015	2	PSOE	70
44230	Torrevelilla	2015	4	PAR	38
44230	Torrevelilla	2015	7	CHA	1
44231	Torrijas	2007	1	PSOE	5
44231	Torrijas	2007	2	PP	7
44231	Torrijas	2007	3	PAR	42
44231	Torrijas	2011	1	PP	14
44231	Torrijas	2011	2	PSOE	3
44231	Torrijas	2011	3	PAR	17
44231	Torrijas	2011	5	IU	14
44231	Torrijas	2015	1	PP	15
44231	Torrijas	2015	4	PAR	13
44231	Torrijas	2015	16	G:IU-LV	7
44232	Torrijo del Campo	2007	1	PSOE	137
44232	Torrijo del Campo	2007	3	PAR	171
44232	Torrijo del Campo	2007	4	CHA	17
44232	Torrijo del Campo	2011	2	PSOE	110
44232	Torrijo del Campo	2011	3	PAR	187
44232	Torrijo del Campo	2015	2	PSOE	127
44232	Torrijo del Campo	2015	4	PAR	149
44234	Tramacastiel	2007	1	PSOE	30
44234	Tramacastiel	2007	2	PP	12
44234	Tramacastiel	2007	3	PAR	38
44234	Tramacastiel	2007	5	IU	26
44234	Tramacastiel	2011	1	PP	4
44234	Tramacastiel	2011	2	PSOE	24
44234	Tramacastiel	2011	3	PAR	36
44234	Tramacastiel	2015	1	PP	3
44234	Tramacastiel	2015	2	PSOE	21
44234	Tramacastiel	2015	4	PAR	33
44235	Tramacastilla	2007	1	PSOE	33
44235	Tramacastilla	2007	2	PP	40
44235	Tramacastilla	2007	3	PAR	36
44235	Tramacastilla	2007	4	CHA	16
44235	Tramacastilla	2007	5	IU	2
44235	Tramacastilla	2011	1	PP	40
44235	Tramacastilla	2011	2	PSOE	19
44235	Tramacastilla	2011	3	PAR	24
44235	Tramacastilla	2011	4	CHA	18
44235	Tramacastilla	2015	1	PP	47
44235	Tramacastilla	2015	2	PSOE	8
44235	Tramacastilla	2015	4	PAR	14
44235	Tramacastilla	2015	5	C's	16
44235	Tramacastilla	2015	7	CHA	6
44235	Tramacastilla	2015	12	COMPROMISO CON ARAGON	7
44236	Tronchón	2007	1	PSOE	47
44236	Tronchón	2007	2	PP	14
44236	Tronchón	2007	3	PAR	1
44236	Tronchón	2011	1	PP	22
44236	Tronchón	2011	2	PSOE	39
44236	Tronchón	2011	3	PAR	4
44236	Tronchón	2015	1	PP	22
44236	Tronchón	2015	2	PSOE	17
44236	Tronchón	2015	4	PAR	34
44237	Urrea de Gaén	2007	1	PSOE	236
44237	Urrea de Gaén	2007	2	PP	157
44237	Urrea de Gaén	2007	3	PAR	27
44237	Urrea de Gaén	2011	1	PP	134
44237	Urrea de Gaén	2011	2	PSOE	216
44237	Urrea de Gaén	2011	3	PAR	25
44237	Urrea de Gaén	2015	1	PP	206
44238	Utrillas	2007	1	PSOE	766
44238	Utrillas	2007	2	PP	106
44238	Utrillas	2007	3	PAR	813
44238	Utrillas	2007	4	CHA	0
44238	Utrillas	2007	5	IU	154
44238	Utrillas	2011	1	PP	155
44238	Utrillas	2011	2	PSOE	767
44238	Utrillas	2011	3	PAR	116
44238	Utrillas	2011	4	CHA	33
44238	Utrillas	2011	5	IU	84
44238	Utrillas	2011	7	COMPROMISO CON ARAGON	699
44238	Utrillas	2015	1	PP	69
44238	Utrillas	2015	2	PSOE	689
44238	Utrillas	2015	4	PAR	111
44238	Utrillas	2015	7	CHA	58
44238	Utrillas	2015	12	COMPROMISO CON ARAGON	719
44238	Utrillas	2015	16	G:IU-LV	90
44239	Valacloche	2007	1	PSOE	0
44239	Valacloche	2007	2	PP	18
44239	Valacloche	2007	3	PAR	19
44239	Valacloche	2011	1	PP	10
44239	Valacloche	2011	3	PAR	20
44239	Valacloche	2015	1	PP	2
44239	Valacloche	2015	4	PAR	21
44240	Valbona	2007	1	PSOE	36
44240	Valbona	2007	2	PP	92
44240	Valbona	2007	3	PAR	8
44240	Valbona	2007	4	CHA	3
44240	Valbona	2007	5	IU	1
44240	Valbona	2011	1	PP	88
44240	Valbona	2011	2	PSOE	66
44240	Valbona	2011	3	PAR	21
44240	Valbona	2015	1	PP	81
44240	Valbona	2015	2	PSOE	34
44240	Valbona	2015	4	PAR	31
44241	Valdealgorfa	2007	1	PSOE	304
44241	Valdealgorfa	2007	2	PP	76
44241	Valdealgorfa	2007	3	PAR	74
44241	Valdealgorfa	2011	1	PP	255
44241	Valdealgorfa	2011	2	PSOE	131
44241	Valdealgorfa	2011	3	PAR	69
44241	Valdealgorfa	2015	1	PP	197
44241	Valdealgorfa	2015	4	PAR	132
44243	Valdecuenca	2007	1	PSOE	8
44243	Valdecuenca	2007	2	PP	0
44243	Valdecuenca	2007	3	PAR	29
44243	Valdecuenca	2011	2	PSOE	3
44243	Valdecuenca	2011	3	PAR	31
44243	Valdecuenca	2015	1	PP	17
44244	Valdelinares	2007	1	PSOE	43
44244	Valdelinares	2007	2	PP	47
44244	Valdelinares	2007	3	PAR	17
44244	Valdelinares	2007	4	CHA	5
44244	Valdelinares	2007	5	IU	2
44244	Valdelinares	2011	1	PP	56
44244	Valdelinares	2011	2	PSOE	33
44244	Valdelinares	2011	3	PAR	29
44244	Valdelinares	2015	1	PP	31
44244	Valdelinares	2015	2	PSOE	10
44244	Valdelinares	2015	4	PAR	5
44245	Valdeltormo	2007	1	PSOE	70
44245	Valdeltormo	2007	3	PAR	151
44245	Valdeltormo	2011	1	PP	101
44245	Valdeltormo	2011	3	PAR	105
44245	Valdeltormo	2015	1	PP	80
44245	Valdeltormo	2015	2	PSOE	15
