Municipio código	Municipio nombre	Viviendas en el edificio	Número de edificios
44075	Celadas	02	18
44076	Cella	02	128
44077	Cerollera (La)	02	5
44080	Codoñera (La)	02	13
44082	Corbalán	02	5
44084	Cortes de Aragón	02	4
44085	Cosa	02	2
44086	Cretas	02	19
44087	Crivillén	02	7
44088	Cuba (La)	02	3
44089	Cubla	02	2
44090	Cucalón	02	3
44092	Cuervo (El)	02	3
44093	Cuevas de Almudén	02	2
44094	Cuevas Labradas	02	3
44096	Ejulve	02	13
44097	Escorihuela	02	8
44099	Escucha	02	18
44100	Estercuel	02	21
44101	Ferreruela de Huerva	02	2
44103	Formiche Alto	02	16
44105	Fórnoles	02	3
44106	Fortanete	02	22
44107	Foz-Calanda	02	10
44108	Fresneda (La)	02	19
44109	Frías de Albarracín	02	11
44111	Fuentes Calientes	02	1
44112	Fuentes Claras	02	4
44113	Fuentes de Rubielos	02	3
44114	Fuentespalda	02	23
44115	Galve	02	3
44116	Gargallo	02	4
44117	Gea de Albarracín	02	12
44118	Ginebrosa (La)	02	6
44119	Griegos	02	7
44120	Guadalaviar	02	11
44121	Gúdar	02	10
44122	Híjar	02	92
44123	Hinojosa de Jarque	02	3
44124	Hoz de la Vieja (La)	02	3
44125	Huesa del Común	02	2
44126	Iglesuela del Cid (La)	02	19
44127	Jabaloyas	02	1
44128	Jarque de la Val	02	4
44129	Jatiel	02	2
44132	Lagueruela	02	1
44135	Libros	02	8
44136	Lidón	02	1
44137	Linares de Mora	02	18
44138	Loscos	02	2
44142	Maicas	02	2
44143	Manzanera	02	88
44144	Martín del Río	02	26
44145	Mas de las Matas	02	55
44146	Mata de los Olmos (La)	02	18
44147	Mazaleón	02	18
44148	Mezquita de Jarque	02	3
44149	Mirambel	02	1
44151	Molinos	02	21
44153	Monreal del Campo	02	62
44154	Monroyo	02	17
44155	Montalbán	02	49
44156	Monteagudo del Castillo	02	2
44157	Monterde de Albarracín	02	3
44158	Mora de Rubielos	02	67
44159	Moscardón	02	4
44160	Mosqueruela	02	42
44161	Muniesa	02	25
44163	Noguera de Albarracín	02	4
44165	Nogueruelas	02	15
44168	Odón	02	7
44169	Ojos Negros	02	10
44171	Olba	02	24
44172	Oliete	02	36
44173	Olmos (Los)	02	5
44174	Orihuela del Tremedal	02	48
44175	Orrios	02	1
44176	Palomar de Arroyos	02	3
44177	Pancrudo	02	3
44178	Parras de Castellote (Las)	02	3
44179	Peñarroya de Tastavins	02	23
44180	Peracense	02	2
44181	Peralejos	02	5
44182	Perales del Alfambra	02	15
44183	Pitarque	02	3
44184	Plou	02	5
44185	Pobo (El)	02	3
44187	Portellada (La)	02	12
44190	Pozuel del Campo	02	3
44191	Puebla de Híjar (La)	02	26
44192	Puebla de Valverde (La)	02	30
44193	Puertomingalvo	02	8
44194	Ráfales	02	3
44195	Rillo	02	3
44196	Riodeva	02	5
44197	Ródenas	02	1
44198	Royuela	02	7
44199	Rubiales	02	1
44200	Rubielos de la Cérida	02	2
44201	Rubielos de Mora	02	28
44205	Samper de Calanda	02	19
44206	San Agustín	02	7
44207	San Martín del Río	02	7
44209	Santa Eulalia	02	34
44210	Sarrión	02	64
44211	Segura de los Baños	02	1
44212	Seno	02	2
44213	Singra	02	4
44215	Terriente	02	1
44216	Teruel	02	391
44218	Tormón	02	1
44219	Tornos	02	4
44220	Torralba de los Sisones	02	2
44221	Torrecilla de Alcañiz	02	9
44222	Torrecilla del Rebollar	02	1
44223	Torre de Arcas	02	1
44224	Torre de las Arcas	02	6
44225	Torre del Compte	02	11
44226	Torrelacárcel	02	2
44229	Torres de Albarracín	02	4
44230	Torrevelilla	02	5
44231	Torrijas	02	9
44232	Torrijo del Campo	02	10
44234	Tramacastiel	02	4
44235	Tramacastilla	02	2
44236	Tronchón	02	2
44237	Urrea de Gaén	02	18
44238	Utrillas	02	68
44240	Valbona	02	9
44241	Valdealgorfa	02	34
44243	Valdecuenca	02	1
44244	Valdelinares	02	7
44245	Valdeltormo	02	13
44246	Valderrobres	02	112
44247	Valjunquera	02	12
44251	Villafranca del Campo	02	4
44252	Villahermosa del Campo	02	1
44257	Villar del Cobo	02	14
44260	Villarluengo	02	16
44261	Villarquemado	02	6
44262	Villarroya de los Pinares	02	6
44263	Villastar	02	11
44264	Villel	02	9
44265	Vinaceite	02	2
44266	Visiedo	02	5
44267	Vivel del Río Martín	02	2
44268	Zoma (La)	02	2
50001	Abanto	02	6
50002	Acered	02	2
50003	Agón	02	2
50004	Aguarón	02	20
50005	Aguilón	02	9
50006	Ainzón	02	132
50007	Aladrén	02	2
50008	Alagón	02	101
50009	Alarba	02	3
50010	Alberite de San Juan	02	12
50011	Albeta	02	8
50012	Alborge	02	2
50013	Alcalá de Ebro	02	1
50014	Alcalá de Moncayo	02	3
50015	Alconchel de Ariza	02	25
50016	Aldehuela de Liestos	02	4
50017	Alfajarín	02	37
50018	Alfamén	02	16
50019	Alforque	02	2
50020	Alhama de Aragón	02	80
50021	Almochuel	02	4
50022	Almolda (La)	02	16
50023	Almonacid de la Cuba	02	1
50024	Almonacid de la Sierra	02	19
50025	Almunia de Doña Godina (La)	02	183
50026	Alpartir	02	26
50027	Ambel	02	35
50028	Anento	02	6
50029	Aniñón	02	28
50030	Añón de Moncayo	02	7
50031	Aranda de Moncayo	02	11
50032	Arándiga	02	17
50033	Ardisa	02	7
50034	Ariza	02	64
50035	Artieda	02	3
50036	Asín	02	2
50037	Atea	02	8
50038	Ateca	02	78
50039	Azuara	02	19
50040	Badules	02	9
50042	Balconchán	02	1
50043	Bárboles	02	11
50044	Bardallur	02	6
50045	Belchite	02	64
50046	Belmonte de Gracián	02	9
50047	Berdejo	02	4
50048	Berrueco	02	1
50050	Bijuesca	02	19
50051	Biota	02	44
50052	Bisimbre	02	4
50053	Boquiñeni	02	35
50054	Bordalba	02	1
50055	Borja	02	153
50056	Botorrita	02	9
50057	Brea de Aragón	02	47
50058	Bubierca	02	5
50059	Bujaraloz	02	36
50060	Bulbuente	02	28
50061	Bureta	02	18
50062	Burgo de Ebro (El)	02	48
50063	Buste (El)	02	14
50064	Cabañas de Ebro	02	9
50065	Cabolafuente	02	4
50066	Cadrete	02	42
50067	Calatayud	02	134
50068	Calatorao	02	58
50069	Calcena	02	2
50070	Calmarza	02	3
50071	Campillo de Aragón	02	3
50072	Carenas	02	14
50073	Cariñena	02	73
50074	Caspe	02	315
50075	Castejón de Alarba	02	2
50076	Castejón de las Armas	02	6
50077	Castejón de Valdejasa	02	20
50078	Castiliscar	02	14
50079	Cervera de la Cañada	02	10
50080	Cerveruela	02	5
50081	Cetina	02	31
50082	Cimballa	02	5
50083	Cinco Olivas	02	1
50084	Clarés de Ribota	02	2
50085	Codo	02	2
50086	Codos	02	33
50087	Contamina	02	2
50088	Cosuenda	02	9
50089	Cuarte de Huerva	02	27
50090	Cubel	02	4
50091	Cuerlas (Las)	02	3
50092	Chiprana	02	20
50093	Chodes	02	3
50094	Daroca	02	84
50095	Ejea de los Caballeros	02	247
50096	Embid de Ariza	02	2
50098	Encinacorba	02	20
50099	Épila	02	93
50100	Erla	02	14
50101	Escatrón	02	146
50102	Fabara	02	48
50104	Farlete	02	5
50105	Fayón	02	17
50106	Fayos (Los)	02	11
50107	Figueruelas	02	27
50109	Frago (El)	02	5
50110	Frasno (El)	02	29
50111	Fréscano	02	9
50113	Fuendejalón	02	30
50114	Fuendetodos	02	1
50115	Fuentes de Ebro	02	234
50116	Fuentes de Jiloca	02	16
50117	Gallocanta	02	3
50118	Gallur	02	74
50119	Gelsa	02	17
50120	Godojos	02	3
50121	Gotor	02	15
50122	Grisel	02	5
50123	Grisén	02	19
50124	Herrera de los Navarros	02	23
50125	Ibdes	02	23
50126	Illueca	02	55
50128	Isuerre	02	3
50129	Jaraba	02	18
50130	Jarque	02	18
50131	Jaulín	02	10
50132	Joyosa (La)	02	4
50133	Lagata	02	2
50134	Langa del Castillo	02	5
50135	Layana	02	5
50136	Lécera	02	53
50137	Leciñena	02	109
50138	Lechón	02	4
50139	Letux	02	72
50140	Litago	02	9
50141	Lituénigo	02	4
50142	Lobera de Onsella	02	1
50143	Longares	02	20
50144	Longás	02	1
50146	Lucena de Jalón	02	6
50147	Luceni	02	37
50148	Luesia	02	20
50149	Luesma	02	3
50150	Lumpiaque	02	17
50151	Luna	02	69
50152	Maella	02	86
50153	Magallón	02	25
50154	Mainar	02	4
50155	Malanquilla	02	10
50156	Maleján	02	18
50157	Malón	02	12
50159	Maluenda	02	53
50160	Mallén	02	152
50161	Manchones	02	15
50162	Mara	02	6
50163	María de Huerva	02	20
50164	Mediana de Aragón	02	14
50165	Mequinenza	02	152
50166	Mesones de Isuela	02	19
50167	Mezalocha	02	5
50168	Mianos	02	4
50169	Miedes de Aragón	02	29
50170	Monegrillo	02	22
50171	Moneva	02	8
50172	Monreal de Ariza	02	20
50173	Monterde	02	14
50174	Montón	02	5
50175	Morata de Jalón	02	58
50176	Morata de Jiloca	02	18
50177	Morés	02	31
50178	Moros	02	32
50179	Moyuela	02	14
50180	Mozota	02	6
50181	Muel	02	40
50182	Muela (La)	02	91
50183	Munébrega	02	15
50184	Murero	02	8
50185	Murillo de Gállego	02	8
50186	Navardún	02	1
50187	Nigüella	02	6
50188	Nombrevilla	02	2
50189	Nonaspe	02	75
50190	Novallas	02	28
50191	Novillas	02	13
50192	Nuévalos	02	8
50193	Nuez de Ebro	02	4
50194	Olvés	02	2
50195	Orcajo	02	1
50196	Orera	02	9
50198	Oseja	02	3
50199	Osera de Ebro	02	10
50200	Paniza	02	37
50201	Paracuellos de Jiloca	02	9
50202	Paracuellos de la Ribera	02	27
50203	Pastriz	02	19
50204	Pedrola	02	86
50205	Pedrosas (Las)	02	3
50206	Perdiguera	02	32
50207	Piedratajada	02	8
50208	Pina de Ebro	02	162
50209	Pinseque	02	85
50210	Pintanos (Los)	02	5
50211	Plasencia de Jalón	02	10
50212	Pleitas	02	4
50213	Plenas	02	2
50214	Pomer	02	3
50215	Pozuel de Ariza	02	1
50216	Pozuelo de Aragón	02	3
50217	Pradilla de Ebro	02	25
50218	Puebla de Albortón	02	1
50219	Puebla de Alfindén (La)	02	57
50220	Puendeluna	02	5
50222	Quinto	02	77
50223	Remolinos	02	38
50224	Retascón	02	5
50225	Ricla	02	138
50227	Romanos	02	3
50228	Rueda de Jalón	02	6
50229	Ruesca	02	1
50230	Sádaba	02	93
50231	Salillas de Jalón	02	12
50232	Salvatierra de Esca	02	12
50233	Samper del Salz	02	1
50234	San Martín de la Virgen de Moncayo	02	14
50235	San Mateo de Gállego	02	76
50236	Santa Cruz de Grío	02	13
50237	Santa Cruz de Moncayo	02	5
50238	Santa Eulalia de Gállego	02	7
50240	Sástago	02	33
50241	Saviñán	02	50
50242	Sediles	02	4
50243	Sestrica	02	18
50244	Sierra de Luna	02	7
50245	Sigüés	02	10
50246	Sisamón	02	4
50247	Sobradiel	02	6
50248	Sos del Rey Católico	02	41
50249	Tabuenca	02	17
50250	Talamantes	02	4
50251	Tarazona	02	175
50252	Tauste	02	184
50253	Terrer	02	18
50254	Tierga	02	10
50255	Tobed	02	30
50256	Torralba de los Frailes	02	7
50257	Torralba de Ribota	02	4
50259	Torrehermosa	02	6
50260	Torrelapaja	02	4
50261	Torrellas	02	18
50262	Torres de Berrellén	02	28
50263	Torrijo de la Cañada	02	18
50264	Tosos	02	4
50265	Trasmoz	02	5
50266	Trasobares	02	23
50267	Uncastillo	02	62
50268	Undués de Lerda	02	7
50269	Urrea de Jalón	02	5
50270	Urriés	02	2
50271	Used	02	13
50272	Utebo	02	103
50274	Val de San Martín	02	6
50275	Valmadrid	02	1
50276	Valpalmas	02	11
50278	Velilla de Ebro	02	6
50279	Velilla de Jiloca	02	10
50280	Vera de Moncayo	02	20
50281	Vierlas	02	2
50282	Vilueña (La)	02	3
50283	Villadoz	02	5
50284	Villafeliche	02	8
50285	Villafranca de Ebro	02	16
50286	Villalba de Perejil	02	2
50287	Villalengua	02	19
50288	Villanueva de Gállego	02	83
50289	Villanueva de Jiloca	02	2
50290	Villanueva de Huerva	02	18
50291	Villar de los Navarros	02	7
50292	Villarreal de Huerva	02	5
50293	Villarroya de la Sierra	02	70
50294	Villarroya del Campo	02	2
50295	Vistabella	02	4
50296	Zaida (La)	02	11
50297	Zaragoza	02	1313
50298	Zuera	02	141
50901	Biel	02	16
50902	Marracos	02	10
22002	Abizanda	03	1
22007	Albalate de Cinca	03	7
22009	Albelda	03	2
22016	Alcampell	03	1
22017	Alcolea de Cinca	03	7
22018	Alcubierre	03	1
22021	Almudévar	03	15
22022	Almunia de San Juan	03	1
22024	Alquézar	03	1
22025	Altorricón	03	2
22028	Ansó	03	6
22032	Aragüés del Puerto	03	1
22035	Arén	03	2
22039	Ayerbe	03	24
22044	Bailo	03	2
22046	Ballobar	03	4
22048	Barbastro	03	160
22050	Barbuñales	03	3
22052	Belver de Cinca	03	8
22053	Benabarre	03	6
22054	Benasque	03	14
22057	Bielsa	03	15
22058	Bierge	03	1
22059	Biescas	03	25
22060	Binaced	03	4
22061	Binéfar	03	64
22066	Boltaña	03	14
22068	Borau	03	2
22069	Broto	03	4
22074	Campo	03	1
22075	Camporrells	03	3
22076	Canal de Berdún	03	1
22077	Candasnos	03	1
22078	Canfranc	03	5
22080	Capella	03	4
22081	Casbas de Huesca	03	1
22083	Castejón de Monegros	03	1
22084	Castejón de Sos	03	8
22086	Castiello de Jaca	03	3
22087	Castigaleu	03	1
22088	Castillazuelo	03	3
22090	Colungo	03	1
22096	Chimillas	03	1
22099	Esplús	03	6
22103	Estadilla	03	3
22107	Fanlo	03	1
22109	Fiscal	03	2
22110	Fonz	03	6
22112	Fraga	03	104
22113	Fueva (La)	03	1
22115	Grado (El)	03	5
22116	Grañén	03	8
22117	Graus	03	46
22119	Gurrea de Gállego	03	6
22125	Huesca	03	169
22127	Igriés	03	1
22129	Isábena	03	1
22130	Jaca	03	104
22131	Jasa	03	6
22133	Labuerda	03	2
22137	Lanaja	03	1
22142	Lascuarre	03	1
22143	Laspaúles	03	5
22144	Laspuña	03	3
22150	Loporzano	03	3
22158	Monzón	03	88
22160	Naval	03	3
22163	Nueno	03	1
22165	Ontiñena	03	1
22170	Panticosa	03	8
22172	Peñalba	03	1
22173	Peñas de Riglos (Las)	03	2
22174	Peralta de Alcofea	03	1
22175	Peralta de Calasanz	03	2
22176	Peraltilla	03	1
22182	Plan	03	5
22184	Poleñino	03	2
22189	Puértolas	03	1
22190	Pueyo de Araguás (El)	03	1
22197	Robres	03	2
22199	Sabiñánigo	03	48
22200	Sahún	03	4
22204	Sallent de Gállego	03	19
22205	San Esteban de Litera	03	2
22212	Santaliestra y San Quílez	03	2
22213	Sariñena	03	20
22215	Seira	03	2
22225	Tamarite de Litera	03	30
22226	Tardienta	03	16
22227	Tella-Sin	03	1
22230	Torla	03	2
22234	Torrente de Cinca	03	3
22245	Velilla de Cinca	03	1
22249	Villanova	03	2
22250	Villanúa	03	5
22253	Yésero	03	1
22254	Zaidín	03	6
22901	Valle de Hecho	03	9
22904	Sotonera (La)	03	3
22906	Santa María de Dulcis	03	1
22907	Aínsa-Sobrarbe	03	12
44004	Aguaviva	03	4
44005	Aguilar del Alfambra	03	1
44006	Alacón	03	1
44008	Albalate del Arzobispo	03	20
44009	Albarracín	03	11
44010	Albentosa	03	7
44012	Alcalá de la Selva	03	16
44013	Alcañiz	03	87
44014	Alcorisa	03	48
44016	Alfambra	03	6
44017	Aliaga	03	2
44022	Alloza	03	10
44025	Andorra	03	40
44026	Arcos de las Salinas	03	3
44029	Ariño	03	8
44036	Bea	03	2
44037	Beceite	03	3
44040	Berge	03	2
44041	Bezas	03	1
44044	Bordón	03	4
44045	Bronchales	03	42
44048	Cabra de Mora	03	3
44049	Calaceite	03	6
44050	Calamocha	03	41
44051	Calanda	03	41
44053	Camañas	03	1
44054	Camarena de la Sierra	03	2
44059	Cantavieja	03	3
44061	Cañada de Verich (La)	03	1
44066	Castel de Cabra	03	1
44068	Castelserás	03	2
44070	Castellar (El)	03	2
44071	Castellote	03	15
44074	Cedrillas	03	10
44075	Celadas	03	7
44076	Cella	03	17
44086	Cretas	03	2
44087	Crivillén	03	1
44094	Cuevas Labradas	03	1
44096	Ejulve	03	1
44099	Escucha	03	7
44100	Estercuel	03	2
44101	Ferreruela de Huerva	03	1
44103	Formiche Alto	03	3
44108	Fresneda (La)	03	1
44109	Frías de Albarracín	03	3
44113	Fuentes de Rubielos	03	1
44114	Fuentespalda	03	2
44116	Gargallo	03	3
44117	Gea de Albarracín	03	3
44120	Guadalaviar	03	4
44121	Gúdar	03	1
44122	Híjar	03	23
44123	Hinojosa de Jarque	03	1
44127	Jabaloyas	03	2
44128	Jarque de la Val	03	1
44137	Linares de Mora	03	8
44142	Maicas	03	1
44143	Manzanera	03	34
44144	Martín del Río	03	7
44145	Mas de las Matas	03	11
44146	Mata de los Olmos (La)	03	1
44147	Mazaleón	03	1
44150	Miravete de la Sierra	03	1
44151	Molinos	03	5
44153	Monreal del Campo	03	14
44154	Monroyo	03	1
44155	Montalbán	03	11
44158	Mora de Rubielos	03	42
44159	Moscardón	03	1
44160	Mosqueruela	03	15
44161	Muniesa	03	3
44163	Noguera de Albarracín	03	1
44165	Nogueruelas	03	1
44169	Ojos Negros	03	2
44171	Olba	03	6
44172	Oliete	03	1
44173	Olmos (Los)	03	1
44174	Orihuela del Tremedal	03	7
44176	Palomar de Arroyos	03	2
44179	Peñarroya de Tastavins	03	4
44183	Pitarque	03	2
44185	Pobo (El)	03	1
44191	Puebla de Híjar (La)	03	5
44192	Puebla de Valverde (La)	03	8
44193	Puertomingalvo	03	5
44196	Riodeva	03	1
44201	Rubielos de Mora	03	11
44205	Samper de Calanda	03	2
44206	San Agustín	03	3
44209	Santa Eulalia	03	8
44210	Sarrión	03	19
44212	Seno	03	1
44216	Teruel	03	261
44221	Torrecilla de Alcañiz	03	2
44229	Torres de Albarracín	03	3
44230	Torrevelilla	03	3
44231	Torrijas	03	1
44232	Torrijo del Campo	03	4
44234	Tramacastiel	03	2
44237	Urrea de Gaén	03	2
44238	Utrillas	03	31
44240	Valbona	03	4
44241	Valdealgorfa	03	3
44246	Valderrobres	03	36
44247	Valjunquera	03	1
44251	Villafranca del Campo	03	1
44252	Villahermosa del Campo	03	1
44260	Villarluengo	03	4
44264	Villel	03	3
50001	Abanto	03	1
50004	Aguarón	03	2
50005	Aguilón	03	1
50006	Ainzón	03	17
50008	Alagón	03	27
50011	Albeta	03	1
50017	Alfajarín	03	3
50020	Alhama de Aragón	03	20
50021	Almochuel	03	1
50022	Almolda (La)	03	3
50024	Almonacid de la Sierra	03	3
50025	Almunia de Doña Godina (La)	03	32
50026	Alpartir	03	5
50027	Ambel	03	9
50029	Aniñón	03	5
50031	Aranda de Moncayo	03	1
50033	Ardisa	03	1
50034	Ariza	03	22
50038	Ateca	03	27
50040	Badules	03	2
50043	Bárboles	03	1
50044	Bardallur	03	1
50045	Belchite	03	4
50046	Belmonte de Gracián	03	2
50050	Bijuesca	03	1
50051	Biota	03	3
50053	Boquiñeni	03	6
50055	Borja	03	58
50056	Botorrita	03	1
50057	Brea de Aragón	03	15
50059	Bujaraloz	03	4
50060	Bulbuente	03	7
50061	Bureta	03	1
50062	Burgo de Ebro (El)	03	11
50063	Buste (El)	03	2
50064	Cabañas de Ebro	03	1
50066	Cadrete	03	6
50067	Calatayud	03	97
50068	Calatorao	03	13
50071	Campillo de Aragón	03	1
50072	Carenas	03	5
50073	Cariñena	03	25
50074	Caspe	03	85
50078	Castiliscar	03	4
50079	Cervera de la Cañada	03	1
50081	Cetina	03	6
50085	Codo	03	1
50086	Codos	03	2
50088	Cosuenda	03	1
50089	Cuarte de Huerva	03	10
50090	Cubel	03	1
50092	Chiprana	03	1
50094	Daroca	03	42
50095	Ejea de los Caballeros	03	58
50098	Encinacorba	03	1
50099	Épila	03	18
50100	Erla	03	2
50101	Escatrón	03	12
50102	Fabara	03	6
50104	Farlete	03	1
50105	Fayón	03	2
50106	Fayos (Los)	03	3
50107	Figueruelas	03	4
50109	Frago (El)	03	3
50110	Frasno (El)	03	2
50113	Fuendejalón	03	3
50115	Fuentes de Ebro	03	37
50118	Gallur	03	19
50119	Gelsa	03	2
50121	Gotor	03	3
50124	Herrera de los Navarros	03	3
50125	Ibdes	03	11
50126	Illueca	03	15
50129	Jaraba	03	4
50130	Jarque	03	4
50135	Layana	03	1
50136	Lécera	03	3
50137	Leciñena	03	6
50139	Letux	03	2
50143	Longares	03	6
50147	Luceni	03	1
50148	Luesia	03	3
50151	Luna	03	4
50152	Maella	03	8
50153	Magallón	03	2
50157	Malón	03	4
50159	Maluenda	03	1
50160	Mallén	03	23
50161	Manchones	03	1
50162	Mara	03	1
50163	María de Huerva	03	6
50164	Mediana de Aragón	03	1
50165	Mequinenza	03	11
50166	Mesones de Isuela	03	2
50169	Miedes de Aragón	03	5
50172	Monreal de Ariza	03	4
50173	Monterde	03	2
50174	Montón	03	1
50175	Morata de Jalón	03	15
50176	Morata de Jiloca	03	3
50177	Morés	03	2
50178	Moros	03	6
50180	Mozota	03	1
50181	Muel	03	8
50182	Muela (La)	03	21
50183	Munébrega	03	1
50185	Murillo de Gállego	03	1
50187	Nigüella	03	2
50189	Nonaspe	03	10
50190	Novallas	03	10
50191	Novillas	03	3
50194	Olvés	03	2
50198	Oseja	03	1
50199	Osera de Ebro	03	1
50200	Paniza	03	9
50201	Paracuellos de Jiloca	03	1
50202	Paracuellos de la Ribera	03	2
50203	Pastriz	03	1
50204	Pedrola	03	17
50206	Perdiguera	03	3
50207	Piedratajada	03	1
50208	Pina de Ebro	03	17
50209	Pinseque	03	3
50211	Plasencia de Jalón	03	1
50213	Plenas	03	1
50215	Pozuel de Ariza	03	1
50217	Pradilla de Ebro	03	4
50219	Puebla de Alfindén (La)	03	11
50221	Purujosa	03	1
50222	Quinto	03	10
50223	Remolinos	03	3
50225	Ricla	03	26
50230	Sádaba	03	12
50234	San Martín de la Virgen de Moncayo	03	4
50235	San Mateo de Gállego	03	4
50236	Santa Cruz de Grío	03	4
50240	Sástago	03	4
50241	Saviñán	03	8
50242	Sediles	03	1
50243	Sestrica	03	1
50245	Sigüés	03	1
50248	Sos del Rey Católico	03	11
50249	Tabuenca	03	6
50251	Tarazona	03	94
50252	Tauste	03	51
50253	Terrer	03	1
50255	Tobed	03	5
50256	Torralba de los Frailes	03	2
50262	Torres de Berrellén	03	7
50263	Torrijo de la Cañada	03	3
50266	Trasobares	03	3
50267	Uncastillo	03	23
50272	Utebo	03	16
50274	Val de San Martín	03	1
50276	Valpalmas	03	2
50277	Valtorres	03	1
50278	Velilla de Ebro	03	1
50280	Vera de Moncayo	03	2
50285	Villafranca de Ebro	03	4
50287	Villalengua	03	6
50288	Villanueva de Gállego	03	13
50290	Villanueva de Huerva	03	2
50292	Villarreal de Huerva	03	1
50293	Villarroya de la Sierra	03	17
50295	Vistabella	03	1
50296	Zaida (La)	03	1
50297	Zaragoza	03	605
50298	Zuera	03	32
50901	Biel	03	6
50902	Marracos	03	1
22003	Adahuesca	04	1
22007	Albalate de Cinca	04	2
22009	Albelda	04	2
22014	Alcalá de Gurrea	04	1
22017	Alcolea de Cinca	04	1
22018	Alcubierre	04	2
22021	Almudévar	04	16
22022	Almunia de San Juan	04	3
22025	Altorricón	04	2
22028	Ansó	04	7
22035	Arén	04	2
22037	Arguis	04	1
22039	Ayerbe	04	8
22044	Bailo	04	2
22048	Barbastro	04	100
22052	Belver de Cinca	04	1
22053	Benabarre	04	11
22054	Benasque	04	20
22055	Berbegal	04	2
22057	Bielsa	04	4
22058	Bierge	04	1
22059	Biescas	04	24
22060	Binaced	04	5
22061	Binéfar	04	36
22066	Boltaña	04	6
22069	Broto	04	7
22074	Campo	04	1
22077	Candasnos	04	1
22078	Canfranc	04	3
22080	Capella	04	2
22084	Castejón de Sos	04	3
22086	Castiello de Jaca	04	6
22099	Esplús	04	1
22109	Fiscal	04	1
22110	Fonz	04	1
22111	Foradada del Toscar	04	1
22112	Fraga	04	49
22113	Fueva (La)	04	1
22115	Grado (El)	04	3
22116	Grañén	04	1
22117	Graus	04	8
22125	Huesca	04	120
22129	Isábena	04	2
22130	Jaca	04	62
22131	Jasa	04	1
22137	Lanaja	04	2
22158	Monzón	04	61
22160	Naval	04	1
22168	Palo	04	1
22170	Panticosa	04	7
22172	Peñalba	04	1
22189	Puértolas	04	1
22197	Robres	04	3
22199	Sabiñánigo	04	43
22200	Sahún	04	3
22204	Sallent de Gállego	04	19
22205	San Esteban de Litera	04	1
22206	Sangarrén	04	1
22207	San Juan de Plan	04	1
22213	Sariñena	04	12
22221	Sesué	04	1
22225	Tamarite de Litera	04	15
22226	Tardienta	04	31
22227	Tella-Sin	04	1
22230	Torla	04	3
22246	Veracruz	04	1
22249	Villanova	04	1
22250	Villanúa	04	3
22251	Villanueva de Sigena	04	4
22254	Zaidín	04	5
22901	Valle de Hecho	04	8
22903	San Miguel del Cinca	04	1
22905	Lupiñén-Ortilla	04	1
22907	Aínsa-Sobrarbe	04	11
44004	Aguaviva	04	1
44008	Albalate del Arzobispo	04	10
44009	Albarracín	04	12
44012	Alcalá de la Selva	04	5
44013	Alcañiz	04	57
44014	Alcorisa	04	14
44016	Alfambra	04	3
44017	Aliaga	04	7
44025	Andorra	04	39
44026	Arcos de las Salinas	04	1
44029	Ariño	04	1
44037	Beceite	04	1
44038	Belmonte de San José	04	1
44040	Berge	04	2
44044	Bordón	04	2
44045	Bronchales	04	23
44048	Cabra de Mora	04	1
44050	Calamocha	04	21
44051	Calanda	04	9
44052	Calomarde	04	1
44056	Caminreal	04	2
44059	Cantavieja	04	2
44062	Cañada Vellida	04	1
44066	Castel de Cabra	04	1
44068	Castelserás	04	2
44071	Castellote	04	7
44074	Cedrillas	04	3
44075	Celadas	04	4
44076	Cella	04	5
44086	Cretas	04	2
44092	Cuervo (El)	04	1
44099	Escucha	04	7
44100	Estercuel	04	1
44107	Foz-Calanda	04	1
44117	Gea de Albarracín	04	1
44118	Ginebrosa (La)	04	1
44120	Guadalaviar	04	1
44122	Híjar	04	12
44126	Iglesuela del Cid (La)	04	1
44137	Linares de Mora	04	4
44143	Manzanera	04	12
44144	Martín del Río	04	1
44145	Mas de las Matas	04	7
44147	Mazaleón	04	1
44151	Molinos	04	1
44153	Monreal del Campo	04	5
44155	Montalbán	04	4
44158	Mora de Rubielos	04	10
44160	Mosqueruela	04	1
44161	Muniesa	04	2
44165	Nogueruelas	04	1
44169	Ojos Negros	04	10
44171	Olba	04	1
44174	Orihuela del Tremedal	04	1
44181	Peralejos	04	1
44182	Perales del Alfambra	04	1
44191	Puebla de Híjar (La)	04	3
44192	Puebla de Valverde (La)	04	5
44198	Royuela	04	1
44201	Rubielos de Mora	04	11
44205	Samper de Calanda	04	1
44209	Santa Eulalia	04	2
44210	Sarrión	04	7
44216	Teruel	04	189
44221	Torrecilla de Alcañiz	04	2
44230	Torrevelilla	04	2
44231	Torrijas	04	1
44232	Torrijo del Campo	04	1
44238	Utrillas	04	14
44240	Valbona	04	1
44246	Valderrobres	04	17
44247	Valjunquera	04	1
44260	Villarluengo	04	1
44263	Villastar	04	1
44264	Villel	04	1
44265	Vinaceite	04	1
50004	Aguarón	04	1
50006	Ainzón	04	4
50007	Aladrén	04	1
50008	Alagón	04	18
50011	Albeta	04	1
50020	Alhama de Aragón	04	13
50024	Almonacid de la Sierra	04	1
50025	Almunia de Doña Godina (La)	04	25
50027	Ambel	04	1
50029	Aniñón	04	4
50032	Arándiga	04	1
50033	Ardisa	04	1
50034	Ariza	04	14
50035	Artieda	04	1
50038	Ateca	04	12
50039	Azuara	04	1
50043	Bárboles	04	2
50045	Belchite	04	8
