Municipio codigo	Municipio nombre	Nivel estudios, código	Nivel estudios	Personas
44064	Cascante del Río	5	Bachillerato Superior	17,9106387309
44065	Castejón de Tornos	5	Bachillerato Superior	3,268811948
44066	Castel de Cabra	5	Bachillerato Superior	4,5305058811
44067	Castelnou	5	Bachillerato Superior	8,3424567697
44068	Castelserás	5	Bachillerato Superior	55,2580316734
44070	Castellar (El)	5	Bachillerato Superior	2,2563726415
44071	Castellote	5	Bachillerato Superior	39,9273109635
44074	Cedrillas	5	Bachillerato Superior	46,3161648775
44075	Celadas	5	Bachillerato Superior	11,0266836742
44076	Cella	5	Bachillerato Superior	158,0067485562
44077	Cerollera (La)	5	Bachillerato Superior	5,4308954032
44080	Codoñera (La)	5	Bachillerato Superior	11,2337368714
44082	Corbalán	5	Bachillerato Superior	10,8350129594
44084	Cortes de Aragón	5	Bachillerato Superior	5,9189970145
44085	Cosa	5	Bachillerato Superior	8,0909012821
44086	Cretas	5	Bachillerato Superior	40,1464435888
44088	Cuba (La)	5	Bachillerato Superior	1,4724998628
44090	Cucalón	5	Bachillerato Superior	6,6580596629
44092	Cuervo (El)	5	Bachillerato Superior	5,5064086873
44093	Cuevas de Almudén	5	Bachillerato Superior	7,8691922598
44094	Cuevas Labradas	5	Bachillerato Superior	2,4080881829
44096	Ejulve	5	Bachillerato Superior	7,56023352
44097	Escorihuela	5	Bachillerato Superior	4,2198145223
44099	Escucha	5	Bachillerato Superior	31,8720172395
44100	Estercuel	5	Bachillerato Superior	4,2732359935
44101	Ferreruela de Huerva	5	Bachillerato Superior	3,6383781217
44102	Fonfría	5	Bachillerato Superior	1,4583873795
44103	Formiche Alto	5	Bachillerato Superior	4,3311804533
44105	Fórnoles	5	Bachillerato Superior	3,068997282
44106	Fortanete	5	Bachillerato Superior	17,7711733906
44107	Foz-Calanda	5	Bachillerato Superior	9,0690629702
44108	Fresneda (La)	5	Bachillerato Superior	50,0096207304
44110	Fuenferrada	5	Bachillerato Superior	2,0291395581
44111	Fuentes Calientes	5	Bachillerato Superior	6,2737087859
44112	Fuentes Claras	5	Bachillerato Superior	39,8142681269
44113	Fuentes de Rubielos	5	Bachillerato Superior	4,5158063031
44114	Fuentespalda	5	Bachillerato Superior	8,4588092934
44115	Galve	5	Bachillerato Superior	4,6540316181
44116	Gargallo	5	Bachillerato Superior	8,9953674317
44117	Gea de Albarracín	5	Bachillerato Superior	25,2023751693
44118	Ginebrosa (La)	5	Bachillerato Superior	4,2216476782
44119	Griegos	5	Bachillerato Superior	6,8007561266
44120	Guadalaviar	5	Bachillerato Superior	1,4599691849
44121	Gúdar	5	Bachillerato Superior	2,2571348738
44122	Híjar	5	Bachillerato Superior	145,7181920535
44123	Hinojosa de Jarque	5	Bachillerato Superior	10,1437488793
44124	Hoz de la Vieja (La)	5	Bachillerato Superior	1,8278569704
44125	Huesa del Común	5	Bachillerato Superior	9,4966445842
44126	Iglesuela del Cid (La)	5	Bachillerato Superior	8,0728654401
44127	Jabaloyas	5	Bachillerato Superior	9,2608228689
44128	Jarque de la Val	5	Bachillerato Superior	7,977278441
44130	Jorcas	5	Bachillerato Superior	2,10598557
44131	Josa	5	Bachillerato Superior	4,6489603114
44135	Libros	5	Bachillerato Superior	11,5175639005
44136	Lidón	5	Bachillerato Superior	4,5723125967
44137	Linares de Mora	5	Bachillerato Superior	1,8048098308
44138	Loscos	5	Bachillerato Superior	12,4353483278
44141	Lledó	5	Bachillerato Superior	12,4837808089
44142	Maicas	5	Bachillerato Superior	3,1811231466
44143	Manzanera	5	Bachillerato Superior	38,2869411688
44144	Martín del Río	5	Bachillerato Superior	15,7734663808
44145	Mas de las Matas	5	Bachillerato Superior	52,6078589023
44146	Mata de los Olmos (La)	5	Bachillerato Superior	31,3003595212
44147	Mazaleón	5	Bachillerato Superior	4,3890285526
44148	Mezquita de Jarque	5	Bachillerato Superior	6,3954928828
44149	Mirambel	5	Bachillerato Superior	13,3067499461
44150	Miravete de la Sierra	5	Bachillerato Superior	1,4405179264
44151	Molinos	5	Bachillerato Superior	27,2531996259
44152	Monforte de Moyuela	5	Bachillerato Superior	2,9914026258
44153	Monreal del Campo	5	Bachillerato Superior	258,9718503718
44154	Monroyo	5	Bachillerato Superior	26,0349877825
44155	Montalbán	5	Bachillerato Superior	32,8572550623
44156	Monteagudo del Castillo	5	Bachillerato Superior	2,8675100324
44157	Monterde de Albarracín	5	Bachillerato Superior	1,8457309587
44158	Mora de Rubielos	5	Bachillerato Superior	74,697325601
44159	Moscardón	5	Bachillerato Superior	4,1178346377
44160	Mosqueruela	5	Bachillerato Superior	23,5994942337
44161	Muniesa	5	Bachillerato Superior	25,0829351146
44163	Noguera de Albarracín	5	Bachillerato Superior	5,6375724994
44165	Nogueruelas	5	Bachillerato Superior	14,1070056502
44167	Obón	5	Bachillerato Superior	1,2989319067
44168	Odón	5	Bachillerato Superior	16,5725090289
44169	Ojos Negros	5	Bachillerato Superior	40,8801552333
44171	Olba	5	Bachillerato Superior	20,7809540559
44172	Oliete	5	Bachillerato Superior	5,1555034922
44173	Olmos (Los)	5	Bachillerato Superior	4,4804694773
44174	Orihuela del Tremedal	5	Bachillerato Superior	34,6072096426
44175	Orrios	5	Bachillerato Superior	8,6694112478
44176	Palomar de Arroyos	5	Bachillerato Superior	6,3773272612
44177	Pancrudo	5	Bachillerato Superior	3,462791355
44178	Parras de Castellote (Las)	5	Bachillerato Superior	1,4443247266
44179	Peñarroya de Tastavins	5	Bachillerato Superior	10,8588514431
44180	Peracense	5	Bachillerato Superior	7,4179268525
44181	Peralejos	5	Bachillerato Superior	7,2247915171
44182	Perales del Alfambra	5	Bachillerato Superior	14,426440006
44183	Pitarque	5	Bachillerato Superior	5,6290119178
44184	Plou	5	Bachillerato Superior	4,3317574518
44185	Pobo (El)	5	Bachillerato Superior	7,3651168825
44187	Portellada (La)	5	Bachillerato Superior	6,8253321406
44189	Pozondón	5	Bachillerato Superior	7,8345176627
44190	Pozuel del Campo	5	Bachillerato Superior	5,1635071348
44191	Puebla de Híjar (La)	5	Bachillerato Superior	22,6626765906
44192	Puebla de Valverde (La)	5	Bachillerato Superior	29,1605299115
44193	Puertomingalvo	5	Bachillerato Superior	2,9601464332
44194	Ráfales	5	Bachillerato Superior	5,8845966575
44195	Rillo	5	Bachillerato Superior	10,7003275401
44196	Riodeva	5	Bachillerato Superior	5,1910778974
44197	Ródenas	5	Bachillerato Superior	2,3029247783
44198	Royuela	5	Bachillerato Superior	18,8874829593
44199	Rubiales	5	Bachillerato Superior	13,7759876299
44201	Rubielos de Mora	5	Bachillerato Superior	61,7292554725
44204	Saldón	5	Bachillerato Superior	1,7180888049
44205	Samper de Calanda	5	Bachillerato Superior	44,378429921
44206	San Agustín	5	Bachillerato Superior	19,1540957998
44207	San Martín del Río	5	Bachillerato Superior	1,2755590745
44208	Santa Cruz de Nogueras	5	Bachillerato Superior	1,3377416292
44209	Santa Eulalia	5	Bachillerato Superior	66,0032689544
44210	Sarrión	5	Bachillerato Superior	96,8148339535
44211	Segura de los Baños	5	Bachillerato Superior	5,6804223657
44212	Seno	5	Bachillerato Superior	1,4878419344
44213	Singra	5	Bachillerato Superior	0,6353772308
44215	Terriente	5	Bachillerato Superior	7,7897042556
44216	Teruel	5	Bachillerato Superior	3614,718749238
44217	Toril y Masegoso	5	Bachillerato Superior	1,4081909722
44218	Tormón	5	Bachillerato Superior	4,6907001843
44219	Tornos	5	Bachillerato Superior	15,1797879849
44220	Torralba de los Sisones	5	Bachillerato Superior	12,7256867842
44221	Torrecilla de Alcañiz	5	Bachillerato Superior	23,4588091661
44222	Torrecilla del Rebollar	5	Bachillerato Superior	7,7350680348
44223	Torre de Arcas	5	Bachillerato Superior	1,5796328944
44225	Torre del Compte	5	Bachillerato Superior	6,7982755738
44226	Torrelacárcel	5	Bachillerato Superior	15,071225814
44228	Torremocha de Jiloca	5	Bachillerato Superior	5,9524581302
44229	Torres de Albarracín	5	Bachillerato Superior	16,8870172613
44230	Torrevelilla	5	Bachillerato Superior	19,5646295618
44231	Torrijas	5	Bachillerato Superior	5,9173166779
44232	Torrijo del Campo	5	Bachillerato Superior	59,646180522
44234	Tramacastiel	5	Bachillerato Superior	2,550682672
44235	Tramacastilla	5	Bachillerato Superior	6,3441013837
44236	Tronchón	5	Bachillerato Superior	0,9570921698
44237	Urrea de Gaén	5	Bachillerato Superior	11,8457619754
44238	Utrillas	5	Bachillerato Superior	190,8850576389
44240	Valbona	5	Bachillerato Superior	11,9058212625
44241	Valdealgorfa	5	Bachillerato Superior	25,5832971249
44243	Valdecuenca	5	Bachillerato Superior	2,1438040932
44244	Valdelinares	5	Bachillerato Superior	6,5376516197
44245	Valdeltormo	5	Bachillerato Superior	7,4515141013
44246	Valderrobres	5	Bachillerato Superior	118,3346436516
44247	Valjunquera	5	Bachillerato Superior	12,9440118333
44249	Vallecillo (El)	5	Bachillerato Superior	5,4220623778
44250	Veguillas de la Sierra	5	Bachillerato Superior	1,0800238502
44251	Villafranca del Campo	5	Bachillerato Superior	8,9955930859
44252	Villahermosa del Campo	5	Bachillerato Superior	12,0134001477
44256	Villanueva del Rebollar de la Sierra	5	Bachillerato Superior	4,0187241192
44257	Villar del Cobo	5	Bachillerato Superior	5,0947419874
44258	Villar del Salz	5	Bachillerato Superior	1,7768019439
44260	Villarluengo	5	Bachillerato Superior	7,8196157422
44261	Villarquemado	5	Bachillerato Superior	56,1727268999
44262	Villarroya de los Pinares	5	Bachillerato Superior	7,0325756494
44263	Villastar	5	Bachillerato Superior	39,5465246881
44264	Villel	5	Bachillerato Superior	13,7643555763
44265	Vinaceite	5	Bachillerato Superior	13,7083471469
44266	Visiedo	5	Bachillerato Superior	5,3592076428
44268	Zoma (La)	5	Bachillerato Superior	0,8881892937
50001	Abanto	5	Bachillerato Superior	6,0962549947
50002	Acered	5	Bachillerato Superior	0,6412983237
50003	Agón	5	Bachillerato Superior	9,8275471447
50004	Aguarón	5	Bachillerato Superior	58,9066548273
50005	Aguilón	5	Bachillerato Superior	16,6253268578
50006	Ainzón	5	Bachillerato Superior	36,2769176642
50008	Alagón	5	Bachillerato Superior	441,0581893757
50009	Alarba	5	Bachillerato Superior	1,1103804478
50010	Alberite de San Juan	5	Bachillerato Superior	7,269962706
50011	Albeta	5	Bachillerato Superior	8,7985067014
50012	Alborge	5	Bachillerato Superior	3,5160041469
50013	Alcalá de Ebro	5	Bachillerato Superior	10,6699830866
50014	Alcalá de Moncayo	5	Bachillerato Superior	8,3333520688
50015	Alconchel de Ariza	5	Bachillerato Superior	5,1678314081
50016	Aldehuela de Liestos	5	Bachillerato Superior	8,7286538772
50017	Alfajarín	5	Bachillerato Superior	177,2120658402
50018	Alfamén	5	Bachillerato Superior	153,6076782481
50019	Alforque	5	Bachillerato Superior	7,380650733
50020	Alhama de Aragón	5	Bachillerato Superior	54,1279210912
50021	Almochuel	5	Bachillerato Superior	2,4011375361
50022	Almolda (La)	5	Bachillerato Superior	34,699936295
50023	Almonacid de la Cuba	5	Bachillerato Superior	25,5621188843
50024	Almonacid de la Sierra	5	Bachillerato Superior	25,0939908826
50025	Almunia de Doña Godina (La)	5	Bachillerato Superior	788,5775581432
50026	Alpartir	5	Bachillerato Superior	23,2566813925
50027	Ambel	5	Bachillerato Superior	9,0094594019
50028	Anento	5	Bachillerato Superior	4,0335868303
50029	Aniñón	5	Bachillerato Superior	33,0813387201
50030	Añón de Moncayo	5	Bachillerato Superior	15,476443689
50031	Aranda de Moncayo	5	Bachillerato Superior	11,873718738
50032	Arándiga	5	Bachillerato Superior	13,0535443881
50033	Ardisa	5	Bachillerato Superior	4,9225908961
50034	Ariza	5	Bachillerato Superior	85,5209177262
50035	Artieda	5	Bachillerato Superior	7,7509663586
50036	Asín	5	Bachillerato Superior	6,3739556092
50037	Atea	5	Bachillerato Superior	6,5765810095
50038	Ateca	5	Bachillerato Superior	74,1216521488
50039	Azuara	5	Bachillerato Superior	28,292452696
50040	Badules	5	Bachillerato Superior	2,0216007084
50041	Bagüés	5	Bachillerato Superior	2,1022960357
50043	Bárboles	5	Bachillerato Superior	16,9459174282
50044	Bardallur	5	Bachillerato Superior	8,274631622
50045	Belchite	5	Bachillerato Superior	82,2106074521
50046	Belmonte de Gracián	5	Bachillerato Superior	20,799157333
50047	Berdejo	5	Bachillerato Superior	3,2573272018
50048	Berrueco	5	Bachillerato Superior	6,2377075944
50050	Bijuesca	5	Bachillerato Superior	19,7168118361
50051	Biota	5	Bachillerato Superior	68,6167515268
50052	Bisimbre	5	Bachillerato Superior	9,8550324546
50053	Boquiñeni	5	Bachillerato Superior	51,5187530887
50054	Bordalba	5	Bachillerato Superior	6,9646043612
50055	Borja	5	Bachillerato Superior	348,4946341376
50056	Botorrita	5	Bachillerato Superior	34,7950309725
50057	Brea de Aragón	5	Bachillerato Superior	89,4747833581
50058	Bubierca	5	Bachillerato Superior	1,4855014713
50059	Bujaraloz	5	Bachillerato Superior	52,8859838648
50060	Bulbuente	5	Bachillerato Superior	4,6111021852
50061	Bureta	5	Bachillerato Superior	9,583089275
50062	Burgo de Ebro (El)	5	Bachillerato Superior	184,8081170755
50063	Buste (El)	5	Bachillerato Superior	3,0263286129
50064	Cabañas de Ebro	5	Bachillerato Superior	20,4116802233
50065	Cabolafuente	5	Bachillerato Superior	5,6860509539
50066	Cadrete	5	Bachillerato Superior	410,4728329028
50067	Calatayud	5	Bachillerato Superior	1354,8393592617
50068	Calatorao	5	Bachillerato Superior	287,1408753606
50069	Calcena	5	Bachillerato Superior	4,4826227412
50070	Calmarza	5	Bachillerato Superior	4,7508222538
50071	Campillo de Aragón	5	Bachillerato Superior	3,9612878785
50072	Carenas	5	Bachillerato Superior	5,2947937919
50073	Cariñena	5	Bachillerato Superior	324,9507962243
50074	Caspe	5	Bachillerato Superior	545,3597984874
50076	Castejón de las Armas	5	Bachillerato Superior	7,1681567127
50077	Castejón de Valdejasa	5	Bachillerato Superior	5,8103270206
50078	Castiliscar	5	Bachillerato Superior	9,4341890078
50079	Cervera de la Cañada	5	Bachillerato Superior	11,2996711138
50080	Cerveruela	5	Bachillerato Superior	3,1337522836
50081	Cetina	5	Bachillerato Superior	52,1289209513
50082	Cimballa	5	Bachillerato Superior	7,1583684569
50083	Cinco Olivas	5	Bachillerato Superior	8,3601447789
50085	Codo	5	Bachillerato Superior	3,1934934463
50086	Codos	5	Bachillerato Superior	1,5731155352
50088	Cosuenda	5	Bachillerato Superior	17,698973614
50089	Cuarte de Huerva	5	Bachillerato Superior	1217,273207567
50090	Cubel	5	Bachillerato Superior	9,5960506856
50091	Cuerlas (Las)	5	Bachillerato Superior	3,2289464932
50092	Chiprana	5	Bachillerato Superior	31,9431744754
50093	Chodes	5	Bachillerato Superior	13,4578222713
50094	Daroca	5	Bachillerato Superior	230,4024194158
50095	Ejea de los Caballeros	5	Bachillerato Superior	1455,3629291184
50096	Embid de Ariza	5	Bachillerato Superior	1,3185115365
50098	Encinacorba	5	Bachillerato Superior	12,9945751507
50099	Épila	5	Bachillerato Superior	530,8739253503
50100	Erla	5	Bachillerato Superior	25,8395923216
50101	Escatrón	5	Bachillerato Superior	54,35545811
50102	Fabara	5	Bachillerato Superior	87,8700198785
50104	Farlete	5	Bachillerato Superior	46,4056911979
50105	Fayón	5	Bachillerato Superior	16,6007187737
50106	Fayos (Los)	5	Bachillerato Superior	7,2640885942
50107	Figueruelas	5	Bachillerato Superior	98,5014587471
50108	Fombuena	5	Bachillerato Superior	6,2155767097
50109	Frago (El)	5	Bachillerato Superior	1,1382872659
50110	Frasno (El)	5	Bachillerato Superior	30,5136165671
50111	Fréscano	5	Bachillerato Superior	13,1728038612
50113	Fuendejalón	5	Bachillerato Superior	148,0580582385
50114	Fuendetodos	5	Bachillerato Superior	10,2990334089
50115	Fuentes de Ebro	5	Bachillerato Superior	224,3731037684
50116	Fuentes de Jiloca	5	Bachillerato Superior	31,4870430804
50117	Gallocanta	5	Bachillerato Superior	6,8810628065
50118	Gallur	5	Bachillerato Superior	251,0391936737
50119	Gelsa	5	Bachillerato Superior	64,3247253378
50120	Godojos	5	Bachillerato Superior	2,7326505351
50121	Gotor	5	Bachillerato Superior	19,7014226183
50122	Grisel	5	Bachillerato Superior	12,1247618725
50123	Grisén	5	Bachillerato Superior	54,3985521215
50124	Herrera de los Navarros	5	Bachillerato Superior	41,8510553798
50125	Ibdes	5	Bachillerato Superior	15,1416006333
50126	Illueca	5	Bachillerato Superior	129,0306947429
50128	Isuerre	5	Bachillerato Superior	2,2052595855
50129	Jaraba	5	Bachillerato Superior	38,4374893432
50130	Jarque	5	Bachillerato Superior	17,0515337619
50131	Jaulín	5	Bachillerato Superior	19,88479691
50132	Joyosa (La)	5	Bachillerato Superior	60,5469952991
50133	Lagata	5	Bachillerato Superior	6,1421303394
50134	Langa del Castillo	5	Bachillerato Superior	1,950498522
50135	Layana	5	Bachillerato Superior	8,0346193688
50136	Lécera	5	Bachillerato Superior	40,9362056064
50137	Leciñena	5	Bachillerato Superior	85,8331670167
50139	Letux	5	Bachillerato Superior	23,7266674922
50140	Litago	5	Bachillerato Superior	6,6418653275
50141	Lituénigo	5	Bachillerato Superior	5,6507968907
50143	Longares	5	Bachillerato Superior	64,0163076092
50144	Longás	5	Bachillerato Superior	3,3667221668
50146	Lucena de Jalón	5	Bachillerato Superior	20,1881300739
50147	Luceni	5	Bachillerato Superior	70,435882929
50148	Luesia	5	Bachillerato Superior	32,532520264
50150	Lumpiaque	5	Bachillerato Superior	55,5594405693
50151	Luna	5	Bachillerato Superior	63,9814206084
50152	Maella	5	Bachillerato Superior	132,1678393191
50153	Magallón	5	Bachillerato Superior	38,9753247187
50154	Mainar	5	Bachillerato Superior	10,206808862
50155	Malanquilla	5	Bachillerato Superior	6,2479998842
50156	Maleján	5	Bachillerato Superior	20,8166094775
50157	Malón	5	Bachillerato Superior	34,3946669339
50159	Maluenda	5	Bachillerato Superior	45,9966948749
50160	Mallén	5	Bachillerato Superior	331,2247990551
50161	Manchones	5	Bachillerato Superior	2,2485852063
50162	Mara	5	Bachillerato Superior	2,4238290644
50163	María de Huerva	5	Bachillerato Superior	583,2830271561
50164	Mediana de Aragón	5	Bachillerato Superior	30,4847530375
50165	Mequinenza	5	Bachillerato Superior	150,1293066651
50166	Mesones de Isuela	5	Bachillerato Superior	14,1101551076
50167	Mezalocha	5	Bachillerato Superior	12,6192095049
50168	Mianos	5	Bachillerato Superior	4,383514928
50169	Miedes de Aragón	5	Bachillerato Superior	7,0594533194
50170	Monegrillo	5	Bachillerato Superior	27,4742123452
50171	Moneva	5	Bachillerato Superior	2,6350958213
50172	Monreal de Ariza	5	Bachillerato Superior	1,3996897835
50173	Monterde	5	Bachillerato Superior	5,4536528913
50174	Montón	5	Bachillerato Superior	5,5964438512
50175	Morata de Jalón	5	Bachillerato Superior	90,6504400158
50176	Morata de Jiloca	5	Bachillerato Superior	10,2455443058
50177	Morés	5	Bachillerato Superior	9,4723865466
50178	Moros	5	Bachillerato Superior	7,236013729
50179	Moyuela	5	Bachillerato Superior	2,9367994721
50180	Mozota	5	Bachillerato Superior	7,0778646144
50181	Muel	5	Bachillerato Superior	115,7962091922
50182	Muela (La)	5	Bachillerato Superior	603,132708576
50183	Munébrega	5	Bachillerato Superior	22,1709617221
50184	Murero	5	Bachillerato Superior	16,1724562607
50185	Murillo de Gállego	5	Bachillerato Superior	13,3546564369
50186	Navardún	5	Bachillerato Superior	0,4816617755
50187	Nigüella	5	Bachillerato Superior	5,4491291425
50188	Nombrevilla	5	Bachillerato Superior	2,1287435617
50189	Nonaspe	5	Bachillerato Superior	45,1233004834
50190	Novallas	5	Bachillerato Superior	42,5407481856
50191	Novillas	5	Bachillerato Superior	18,7219481005
50192	Nuévalos	5	Bachillerato Superior	31,2484477941
50193	Nuez de Ebro	5	Bachillerato Superior	70,1025221224
50194	Olvés	5	Bachillerato Superior	2,9733147051
50195	Orcajo	5	Bachillerato Superior	2,5824465717
50196	Orera	5	Bachillerato Superior	6,7675147707
50197	Orés	5	Bachillerato Superior	4,7066295871
50199	Osera de Ebro	5	Bachillerato Superior	50,4691058065
50200	Paniza	5	Bachillerato Superior	56,2789407167
50201	Paracuellos de Jiloca	5	Bachillerato Superior	34,0169039907
50202	Paracuellos de la Ribera	5	Bachillerato Superior	2,8643873389
50203	Pastriz	5	Bachillerato Superior	118,7605772873
50204	Pedrola	5	Bachillerato Superior	354,9533039258
50205	Pedrosas (Las)	5	Bachillerato Superior	15,7436165352
50206	Perdiguera	5	Bachillerato Superior	66,9511227515
50207	Piedratajada	5	Bachillerato Superior	11,978298299
50208	Pina de Ebro	5	Bachillerato Superior	260,8923068147
50209	Pinseque	5	Bachillerato Superior	336,4233295377
50211	Plasencia de Jalón	5	Bachillerato Superior	35,5236599263
50212	Pleitas	5	Bachillerato Superior	3,1693197087
50213	Plenas	5	Bachillerato Superior	4,7120567806
50214	Pomer	5	Bachillerato Superior	1,4605442805
50215	Pozuel de Ariza	5	Bachillerato Superior	1,92367144
50216	Pozuelo de Aragón	5	Bachillerato Superior	14,7332840558
50217	Pradilla de Ebro	5	Bachillerato Superior	17,4580871346
50218	Puebla de Albortón	5	Bachillerato Superior	6,0605241959
50219	Puebla de Alfindén (La)	5	Bachillerato Superior	452,9211038441
50220	Puendeluna	5	Bachillerato Superior	1,0021963745
50222	Quinto	5	Bachillerato Superior	81,6692444473
50223	Remolinos	5	Bachillerato Superior	31,7303422586
50224	Retascón	5	Bachillerato Superior	4,107488447
50225	Ricla	5	Bachillerato Superior	128,8770331574
50227	Romanos	5	Bachillerato Superior	7,6210072833
50228	Rueda de Jalón	5	Bachillerato Superior	19,1911854133
50229	Ruesca	5	Bachillerato Superior	2,6476047706
50230	Sádaba	5	Bachillerato Superior	121,7715024358
50231	Salillas de Jalón	5	Bachillerato Superior	34,7508058396
50232	Salvatierra de Esca	5	Bachillerato Superior	7,149467668
50233	Samper del Salz	5	Bachillerato Superior	4,6582930687
50234	San Martín de la Virgen de Moncayo	5	Bachillerato Superior	8,4666555574
50235	San Mateo de Gállego	5	Bachillerato Superior	179,9385474983
50236	Santa Cruz de Grío	5	Bachillerato Superior	3,3016637831
50237	Santa Cruz de Moncayo	5	Bachillerato Superior	13,948402652
50238	Santa Eulalia de Gállego	5	Bachillerato Superior	6,9920727032
50239	Santed	5	Bachillerato Superior	2,8662507582
50240	Sástago	5	Bachillerato Superior	55,2694868535
50241	Saviñán	5	Bachillerato Superior	33,5173091051
50242	Sediles	5	Bachillerato Superior	0,4710666512
50243	Sestrica	5	Bachillerato Superior	16,6362566679
50244	Sierra de Luna	5	Bachillerato Superior	22,0799784032
50245	Sigüés	5	Bachillerato Superior	11,8358877307
50246	Sisamón	5	Bachillerato Superior	3,9419219809
50247	Sobradiel	5	Bachillerato Superior	62,0746684443
50248	Sos del Rey Católico	5	Bachillerato Superior	59,664111672
50249	Tabuenca	5	Bachillerato Superior	9,6887412423
50250	Talamantes	5	Bachillerato Superior	0,3041786437
50251	Tarazona	5	Bachillerato Superior	1157,9474291807
50252	Tauste	5	Bachillerato Superior	466,1361278739
50253	Terrer	5	Bachillerato Superior	25,1966758063
50254	Tierga	5	Bachillerato Superior	7,8448250097
50255	Tobed	5	Bachillerato Superior	8,2690208013
50256	Torralba de los Frailes	5	Bachillerato Superior	4,3926983955
50257	Torralba de Ribota	5	Bachillerato Superior	10,2381175116
50258	Torralbilla	5	Bachillerato Superior	1,4781618973
50259	Torrehermosa	5	Bachillerato Superior	20,25
50260	Torrelapaja	5	Bachillerato Superior	1,5496461108
50261	Torrellas	5	Bachillerato Superior	15,4097398975
50262	Torres de Berrellén	5	Bachillerato Superior	101,6439262765
50263	Torrijo de la Cañada	5	Bachillerato Superior	2,9443936058
50264	Tosos	5	Bachillerato Superior	23,935195778
50265	Trasmoz	5	Bachillerato Superior	10,7042738227
50266	Trasobares	5	Bachillerato Superior	1,4221193593
50267	Uncastillo	5	Bachillerato Superior	29,1743775166
50268	Undués de Lerda	5	Bachillerato Superior	8,4297321827
50269	Urrea de Jalón	5	Bachillerato Superior	35,6292493115
50270	Urriés	5	Bachillerato Superior	2,4483730413
50271	Used	5	Bachillerato Superior	18,1145364144
50272	Utebo	5	Bachillerato Superior	970,8745641964
50275	Valmadrid	5	Bachillerato Superior	9,8663339222
50276	Valpalmas	5	Bachillerato Superior	7,2036906604
50277	Valtorres	5	Bachillerato Superior	5,5908876172
50278	Velilla de Ebro	5	Bachillerato Superior	14,8015255764
50279	Velilla de Jiloca	5	Bachillerato Superior	1,1679077718
50280	Vera de Moncayo	5	Bachillerato Superior	16,5768536964
50281	Vierlas	5	Bachillerato Superior	6,457808298
50282	Vilueña (La)	5	Bachillerato Superior	16,8540354935
50283	Villadoz	5	Bachillerato Superior	5,2712853731
50284	Villafeliche	5	Bachillerato Superior	3,1117353727
50285	Villafranca de Ebro	5	Bachillerato Superior	117,2934675439
50286	Villalba de Perejil	5	Bachillerato Superior	4,9576448136
50287	Villalengua	5	Bachillerato Superior	31,5373525105
50288	Villanueva de Gállego	5	Bachillerato Superior	248,3533384579
50290	Villanueva de Huerva	5	Bachillerato Superior	15,7262371421
50291	Villar de los Navarros	5	Bachillerato Superior	7,3988304434
50292	Villarreal de Huerva	5	Bachillerato Superior	17,3336822263
50293	Villarroya de la Sierra	5	Bachillerato Superior	39,1945394709
50294	Villarroya del Campo	5	Bachillerato Superior	5,9302513767
50295	Vistabella	5	Bachillerato Superior	12,58654504
50296	Zaida (La)	5	Bachillerato Superior	48,8812959491
50297	Zaragoza	5	Bachillerato Superior	66240,4282873898
50298	Zuera	5	Bachillerato Superior	615,7335066379
50901	Biel	5	Bachillerato Superior	15,6603721631
50902	Marracos	5	Bachillerato Superior	16,4884794328
50903	Villamayor de Gállego	5	Bachillerato Superior	184,5439384978
22001	Abiego	6	FP Grado Medio	19,3278804848
22002	Abizanda	6	FP Grado Medio	12,9380296115
22003	Adahuesca	6	FP Grado Medio	3,8469838522
22004	Agüero	6	FP Grado Medio	3,5980135023
22006	Aísa	6	FP Grado Medio	23,0277802898
22007	Albalate de Cinca	6	FP Grado Medio	79,7210168501
22008	Albalatillo	6	FP Grado Medio	15,9060406454
22009	Albelda	6	FP Grado Medio	64,5151087474
22011	Albero Alto	6	FP Grado Medio	5,621942233
22012	Albero Bajo	6	FP Grado Medio	7,1605597459
22013	Alberuela de Tubo	6	FP Grado Medio	37,0140730205
22014	Alcalá de Gurrea	6	FP Grado Medio	16,0364635299
22015	Alcalá del Obispo	6	FP Grado Medio	21,5428308596
22016	Alcampell	6	FP Grado Medio	39,7316550805
22017	Alcolea de Cinca	6	FP Grado Medio	52,2875509615
22018	Alcubierre	6	FP Grado Medio	5,6326749499
22019	Alerre	6	FP Grado Medio	3,1950358736
22020	Alfántega	6	FP Grado Medio	0,6317491818
22021	Almudévar	6	FP Grado Medio	180,3834230391
22022	Almunia de San Juan	6	FP Grado Medio	36,6818012558
22023	Almuniente	6	FP Grado Medio	20,4995871898
22024	Alquézar	6	FP Grado Medio	18,7526723538
22025	Altorricón	6	FP Grado Medio	52,4116566775
22027	Angüés	6	FP Grado Medio	15,6033151846
22028	Ansó	6	FP Grado Medio	27,1870358123
22029	Antillón	6	FP Grado Medio	6,9657733996
22032	Aragüés del Puerto	6	FP Grado Medio	16,2736086272
22035	Arén	6	FP Grado Medio	12,4704106369
22036	Argavieso	6	FP Grado Medio	7,8281427283
22039	Ayerbe	6	FP Grado Medio	44,7612271531
22040	Azanuy-Alins	6	FP Grado Medio	8,2879990426
22041	Azara	6	FP Grado Medio	11,5431012944
22042	Azlor	6	FP Grado Medio	8,0862741701
22043	Baells	6	FP Grado Medio	6,1923267231
