Municipio código	Municipio nombre	Explotaciones	Porcentaje SAU régimen tenencia código	Porcentaje SAU régimen tenencia
22082	Castejón del Puente	2	0	Si no hay SAU
22082	Castejón del Puente	30	1	Toda la SAU en propiedad
22082	Castejón del Puente	3	2	Toda la SAU en arrendamiento
22082	Castejón del Puente	5	3	Todo la SAU en aparcería u otro régimen de tenencia
22082	Castejón del Puente	8	4	Más del 50% de la SAU en propiedad
22082	Castejón del Puente	3	5	Más del 50% de la SAU en arrendamiento
22082	Castejón del Puente	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22083	Castejón de Monegros	7	0	Si no hay SAU
22083	Castejón de Monegros	47	1	Toda la SAU en propiedad
22083	Castejón de Monegros	7	2	Toda la SAU en arrendamiento
22083	Castejón de Monegros	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22083	Castejón de Monegros	32	4	Más del 50% de la SAU en propiedad
22083	Castejón de Monegros	15	5	Más del 50% de la SAU en arrendamiento
22083	Castejón de Monegros	9	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22083	Castejón de Monegros	9	7	Ningún régimen superior al 50%
22084	Castejón de Sos	14	1	Toda la SAU en propiedad
22084	Castejón de Sos	4	2	Toda la SAU en arrendamiento
22084	Castejón de Sos	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22084	Castejón de Sos	1	4	Más del 50% de la SAU en propiedad
22084	Castejón de Sos	1	5	Más del 50% de la SAU en arrendamiento
22084	Castejón de Sos	6	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22084	Castejón de Sos	1	7	Ningún régimen superior al 50%
22085	Castelflorite	1	0	Si no hay SAU
22085	Castelflorite	20	1	Toda la SAU en propiedad
22085	Castelflorite	3	2	Toda la SAU en arrendamiento
22085	Castelflorite	2	3	Todo la SAU en aparcería u otro régimen de tenencia
22085	Castelflorite	13	4	Más del 50% de la SAU en propiedad
22085	Castelflorite	2	5	Más del 50% de la SAU en arrendamiento
22085	Castelflorite	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22086	Castiello de Jaca	1	0	Si no hay SAU
22086	Castiello de Jaca	10	1	Toda la SAU en propiedad
22086	Castiello de Jaca	1	2	Toda la SAU en arrendamiento
22086	Castiello de Jaca	2	4	Más del 50% de la SAU en propiedad
22086	Castiello de Jaca	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22087	Castigaleu	10	1	Toda la SAU en propiedad
22087	Castigaleu	4	2	Toda la SAU en arrendamiento
22087	Castigaleu	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22087	Castigaleu	1	4	Más del 50% de la SAU en propiedad
22087	Castigaleu	1	5	Más del 50% de la SAU en arrendamiento
22087	Castigaleu	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22088	Castillazuelo	29	1	Toda la SAU en propiedad
22088	Castillazuelo	5	2	Toda la SAU en arrendamiento
22088	Castillazuelo	4	3	Todo la SAU en aparcería u otro régimen de tenencia
22088	Castillazuelo	3	4	Más del 50% de la SAU en propiedad
22088	Castillazuelo	4	5	Más del 50% de la SAU en arrendamiento
22088	Castillazuelo	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22089	Castillonroy	3	0	Si no hay SAU
22089	Castillonroy	41	1	Toda la SAU en propiedad
22089	Castillonroy	9	2	Toda la SAU en arrendamiento
22089	Castillonroy	2	3	Todo la SAU en aparcería u otro régimen de tenencia
22089	Castillonroy	17	4	Más del 50% de la SAU en propiedad
22089	Castillonroy	3	5	Más del 50% de la SAU en arrendamiento
22089	Castillonroy	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22089	Castillonroy	1	7	Ningún régimen superior al 50%
22090	Colungo	38	1	Toda la SAU en propiedad
22090	Colungo	1	2	Toda la SAU en arrendamiento
22090	Colungo	1	4	Más del 50% de la SAU en propiedad
22090	Colungo	1	5	Más del 50% de la SAU en arrendamiento
22090	Colungo	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22094	Chalamera	10	1	Toda la SAU en propiedad
22094	Chalamera	4	2	Toda la SAU en arrendamiento
22094	Chalamera	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22094	Chalamera	5	4	Más del 50% de la SAU en propiedad
22094	Chalamera	6	5	Más del 50% de la SAU en arrendamiento
22094	Chalamera	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22094	Chalamera	1	7	Ningún régimen superior al 50%
22095	Chía	1	0	Si no hay SAU
22095	Chía	5	1	Toda la SAU en propiedad
22095	Chía	1	4	Más del 50% de la SAU en propiedad
22095	Chía	1	5	Más del 50% de la SAU en arrendamiento
22095	Chía	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22096	Chimillas	8	1	Toda la SAU en propiedad
22096	Chimillas	1	2	Toda la SAU en arrendamiento
22096	Chimillas	2	4	Más del 50% de la SAU en propiedad
22096	Chimillas	1	5	Más del 50% de la SAU en arrendamiento
22099	Esplús	6	0	Si no hay SAU
22099	Esplús	76	1	Toda la SAU en propiedad
22099	Esplús	11	2	Toda la SAU en arrendamiento
22099	Esplús	2	3	Todo la SAU en aparcería u otro régimen de tenencia
22099	Esplús	13	4	Más del 50% de la SAU en propiedad
22099	Esplús	5	5	Más del 50% de la SAU en arrendamiento
22099	Esplús	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22099	Esplús	1	7	Ningún régimen superior al 50%
22102	Estada	1	0	Si no hay SAU
22102	Estada	18	1	Toda la SAU en propiedad
22102	Estada	4	2	Toda la SAU en arrendamiento
22102	Estada	6	4	Más del 50% de la SAU en propiedad
22102	Estada	2	5	Más del 50% de la SAU en arrendamiento
22103	Estadilla	5	0	Si no hay SAU
22103	Estadilla	61	1	Toda la SAU en propiedad
22103	Estadilla	13	2	Toda la SAU en arrendamiento
22103	Estadilla	7	3	Todo la SAU en aparcería u otro régimen de tenencia
22103	Estadilla	24	4	Más del 50% de la SAU en propiedad
22103	Estadilla	14	5	Más del 50% de la SAU en arrendamiento
22103	Estadilla	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22103	Estadilla	5	7	Ningún régimen superior al 50%
22105	Estopiñán del Castillo	4	0	Si no hay SAU
22105	Estopiñán del Castillo	44	1	Toda la SAU en propiedad
22105	Estopiñán del Castillo	5	2	Toda la SAU en arrendamiento
22105	Estopiñán del Castillo	11	3	Todo la SAU en aparcería u otro régimen de tenencia
22105	Estopiñán del Castillo	9	4	Más del 50% de la SAU en propiedad
22105	Estopiñán del Castillo	7	5	Más del 50% de la SAU en arrendamiento
22105	Estopiñán del Castillo	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22105	Estopiñán del Castillo	2	7	Ningún régimen superior al 50%
22106	Fago	1	1	Toda la SAU en propiedad
22107	Fanlo	7	1	Toda la SAU en propiedad
22107	Fanlo	17	2	Toda la SAU en arrendamiento
22107	Fanlo	1	4	Más del 50% de la SAU en propiedad
22107	Fanlo	2	5	Más del 50% de la SAU en arrendamiento
22107	Fanlo	4	7	Ningún régimen superior al 50%
22109	Fiscal	15	1	Toda la SAU en propiedad
22109	Fiscal	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22109	Fiscal	3	4	Más del 50% de la SAU en propiedad
22109	Fiscal	11	5	Más del 50% de la SAU en arrendamiento
22109	Fiscal	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22109	Fiscal	5	7	Ningún régimen superior al 50%
22110	Fonz	8	0	Si no hay SAU
22110	Fonz	106	1	Toda la SAU en propiedad
22110	Fonz	17	2	Toda la SAU en arrendamiento
22110	Fonz	4	3	Todo la SAU en aparcería u otro régimen de tenencia
22110	Fonz	20	4	Más del 50% de la SAU en propiedad
22110	Fonz	17	5	Más del 50% de la SAU en arrendamiento
22110	Fonz	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22110	Fonz	4	7	Ningún régimen superior al 50%
22111	Foradada del Toscar	3	0	Si no hay SAU
22111	Foradada del Toscar	28	1	Toda la SAU en propiedad
22111	Foradada del Toscar	19	2	Toda la SAU en arrendamiento
22111	Foradada del Toscar	2	4	Más del 50% de la SAU en propiedad
22111	Foradada del Toscar	15	5	Más del 50% de la SAU en arrendamiento
22111	Foradada del Toscar	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22111	Foradada del Toscar	1	7	Ningún régimen superior al 50%
22112	Fraga	17	0	Si no hay SAU
22112	Fraga	477	1	Toda la SAU en propiedad
22112	Fraga	116	2	Toda la SAU en arrendamiento
22112	Fraga	36	3	Todo la SAU en aparcería u otro régimen de tenencia
22112	Fraga	84	4	Más del 50% de la SAU en propiedad
22112	Fraga	72	5	Más del 50% de la SAU en arrendamiento
22112	Fraga	14	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22112	Fraga	15	7	Ningún régimen superior al 50%
22113	Fueva (La)	9	0	Si no hay SAU
22113	Fueva (La)	67	1	Toda la SAU en propiedad
22113	Fueva (La)	13	2	Toda la SAU en arrendamiento
22113	Fueva (La)	5	3	Todo la SAU en aparcería u otro régimen de tenencia
22113	Fueva (La)	16	4	Más del 50% de la SAU en propiedad
22113	Fueva (La)	14	5	Más del 50% de la SAU en arrendamiento
22113	Fueva (La)	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22113	Fueva (La)	2	7	Ningún régimen superior al 50%
22114	Gistaín	3	0	Si no hay SAU
22114	Gistaín	18	1	Toda la SAU en propiedad
22114	Gistaín	1	2	Toda la SAU en arrendamiento
22114	Gistaín	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22114	Gistaín	4	4	Más del 50% de la SAU en propiedad
22114	Gistaín	1	5	Más del 50% de la SAU en arrendamiento
22114	Gistaín	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22114	Gistaín	1	7	Ningún régimen superior al 50%
22115	Grado (El)	69	1	Toda la SAU en propiedad
22115	Grado (El)	11	2	Toda la SAU en arrendamiento
22115	Grado (El)	7	3	Todo la SAU en aparcería u otro régimen de tenencia
22115	Grado (El)	9	4	Más del 50% de la SAU en propiedad
22115	Grado (El)	3	5	Más del 50% de la SAU en arrendamiento
22115	Grado (El)	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22115	Grado (El)	2	7	Ningún régimen superior al 50%
22116	Grañén	17	0	Si no hay SAU
22116	Grañén	90	1	Toda la SAU en propiedad
22116	Grañén	26	2	Toda la SAU en arrendamiento
22116	Grañén	5	3	Todo la SAU en aparcería u otro régimen de tenencia
22116	Grañén	34	4	Más del 50% de la SAU en propiedad
22116	Grañén	20	5	Más del 50% de la SAU en arrendamiento
22116	Grañén	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22116	Grañén	9	7	Ningún régimen superior al 50%
22117	Graus	5	0	Si no hay SAU
22117	Graus	149	1	Toda la SAU en propiedad
22117	Graus	34	2	Toda la SAU en arrendamiento
22117	Graus	8	3	Todo la SAU en aparcería u otro régimen de tenencia
22117	Graus	51	4	Más del 50% de la SAU en propiedad
22117	Graus	25	5	Más del 50% de la SAU en arrendamiento
22117	Graus	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22117	Graus	7	7	Ningún régimen superior al 50%
22119	Gurrea de Gállego	5	0	Si no hay SAU
22119	Gurrea de Gállego	76	1	Toda la SAU en propiedad
22119	Gurrea de Gállego	18	2	Toda la SAU en arrendamiento
22119	Gurrea de Gállego	15	3	Todo la SAU en aparcería u otro régimen de tenencia
22119	Gurrea de Gállego	34	4	Más del 50% de la SAU en propiedad
22119	Gurrea de Gállego	19	5	Más del 50% de la SAU en arrendamiento
22119	Gurrea de Gállego	37	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22119	Gurrea de Gállego	7	7	Ningún régimen superior al 50%
22122	Hoz de Jaca	3	1	Toda la SAU en propiedad
22122	Hoz de Jaca	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22122	Hoz de Jaca	1	4	Más del 50% de la SAU en propiedad
22124	Huerto	39	1	Toda la SAU en propiedad
22124	Huerto	10	2	Toda la SAU en arrendamiento
22124	Huerto	6	3	Todo la SAU en aparcería u otro régimen de tenencia
22124	Huerto	18	4	Más del 50% de la SAU en propiedad
22124	Huerto	8	5	Más del 50% de la SAU en arrendamiento
22124	Huerto	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22124	Huerto	2	7	Ningún régimen superior al 50%
22125	Huesca	9	0	Si no hay SAU
22125	Huesca	203	1	Toda la SAU en propiedad
22125	Huesca	36	2	Toda la SAU en arrendamiento
22125	Huesca	6	3	Todo la SAU en aparcería u otro régimen de tenencia
22125	Huesca	32	4	Más del 50% de la SAU en propiedad
22125	Huesca	19	5	Más del 50% de la SAU en arrendamiento
22125	Huesca	7	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22125	Huesca	4	7	Ningún régimen superior al 50%
22126	Ibieca	1	0	Si no hay SAU
22126	Ibieca	14	1	Toda la SAU en propiedad
22126	Ibieca	6	4	Más del 50% de la SAU en propiedad
22126	Ibieca	1	5	Más del 50% de la SAU en arrendamiento
22126	Ibieca	1	7	Ningún régimen superior al 50%
22127	Igriés	4	0	Si no hay SAU
22127	Igriés	10	1	Toda la SAU en propiedad
22127	Igriés	2	2	Toda la SAU en arrendamiento
22127	Igriés	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22127	Igriés	8	4	Más del 50% de la SAU en propiedad
22127	Igriés	5	5	Más del 50% de la SAU en arrendamiento
22127	Igriés	1	7	Ningún régimen superior al 50%
22128	Ilche	4	0	Si no hay SAU
22128	Ilche	41	1	Toda la SAU en propiedad
22128	Ilche	10	2	Toda la SAU en arrendamiento
22128	Ilche	3	3	Todo la SAU en aparcería u otro régimen de tenencia
22128	Ilche	12	4	Más del 50% de la SAU en propiedad
22128	Ilche	13	5	Más del 50% de la SAU en arrendamiento
22128	Ilche	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22128	Ilche	1	7	Ningún régimen superior al 50%
22129	Isábena	24	1	Toda la SAU en propiedad
22129	Isábena	8	2	Toda la SAU en arrendamiento
22129	Isábena	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22129	Isábena	10	4	Más del 50% de la SAU en propiedad
22129	Isábena	4	5	Más del 50% de la SAU en arrendamiento
22129	Isábena	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22129	Isábena	3	7	Ningún régimen superior al 50%
22130	Jaca	1	0	Si no hay SAU
22130	Jaca	134	1	Toda la SAU en propiedad
22130	Jaca	11	2	Toda la SAU en arrendamiento
22130	Jaca	2	3	Todo la SAU en aparcería u otro régimen de tenencia
22130	Jaca	28	4	Más del 50% de la SAU en propiedad
22130	Jaca	22	5	Más del 50% de la SAU en arrendamiento
22130	Jaca	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22130	Jaca	6	7	Ningún régimen superior al 50%
22131	Jasa	4	1	Toda la SAU en propiedad
22131	Jasa	1	4	Más del 50% de la SAU en propiedad
22131	Jasa	1	5	Más del 50% de la SAU en arrendamiento
22133	Labuerda	4	1	Toda la SAU en propiedad
22133	Labuerda	1	2	Toda la SAU en arrendamiento
22133	Labuerda	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22133	Labuerda	1	4	Más del 50% de la SAU en propiedad
22133	Labuerda	2	7	Ningún régimen superior al 50%
22135	Laluenga	1	0	Si no hay SAU
22135	Laluenga	23	1	Toda la SAU en propiedad
22135	Laluenga	2	2	Toda la SAU en arrendamiento
22135	Laluenga	3	3	Todo la SAU en aparcería u otro régimen de tenencia
22135	Laluenga	17	4	Más del 50% de la SAU en propiedad
22135	Laluenga	5	5	Más del 50% de la SAU en arrendamiento
22135	Laluenga	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22135	Laluenga	5	7	Ningún régimen superior al 50%
22136	Lalueza	10	0	Si no hay SAU
22136	Lalueza	99	1	Toda la SAU en propiedad
22136	Lalueza	18	2	Toda la SAU en arrendamiento
22136	Lalueza	6	3	Todo la SAU en aparcería u otro régimen de tenencia
22136	Lalueza	30	4	Más del 50% de la SAU en propiedad
22136	Lalueza	22	5	Más del 50% de la SAU en arrendamiento
22136	Lalueza	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22136	Lalueza	6	7	Ningún régimen superior al 50%
22137	Lanaja	6	0	Si no hay SAU
22137	Lanaja	137	1	Toda la SAU en propiedad
22137	Lanaja	21	2	Toda la SAU en arrendamiento
22137	Lanaja	12	3	Todo la SAU en aparcería u otro régimen de tenencia
22137	Lanaja	21	4	Más del 50% de la SAU en propiedad
22137	Lanaja	23	5	Más del 50% de la SAU en arrendamiento
22137	Lanaja	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22137	Lanaja	9	7	Ningún régimen superior al 50%
22139	Laperdiguera	1	0	Si no hay SAU
22139	Laperdiguera	13	1	Toda la SAU en propiedad
22139	Laperdiguera	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22139	Laperdiguera	4	4	Más del 50% de la SAU en propiedad
22139	Laperdiguera	2	5	Más del 50% de la SAU en arrendamiento
22141	Lascellas-Ponzano	1	0	Si no hay SAU
22141	Lascellas-Ponzano	26	1	Toda la SAU en propiedad
22141	Lascellas-Ponzano	9	2	Toda la SAU en arrendamiento
22141	Lascellas-Ponzano	2	3	Todo la SAU en aparcería u otro régimen de tenencia
22141	Lascellas-Ponzano	7	4	Más del 50% de la SAU en propiedad
22141	Lascellas-Ponzano	3	5	Más del 50% de la SAU en arrendamiento
22142	Lascuarre	1	0	Si no hay SAU
22142	Lascuarre	12	1	Toda la SAU en propiedad
22142	Lascuarre	2	2	Toda la SAU en arrendamiento
22142	Lascuarre	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22142	Lascuarre	7	4	Más del 50% de la SAU en propiedad
22142	Lascuarre	5	5	Más del 50% de la SAU en arrendamiento
22142	Lascuarre	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22143	Laspaúles	1	0	Si no hay SAU
22143	Laspaúles	16	1	Toda la SAU en propiedad
22143	Laspaúles	2	2	Toda la SAU en arrendamiento
22143	Laspaúles	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22143	Laspaúles	8	4	Más del 50% de la SAU en propiedad
22143	Laspaúles	6	5	Más del 50% de la SAU en arrendamiento
22143	Laspaúles	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22143	Laspaúles	2	7	Ningún régimen superior al 50%
22144	Laspuña	21	1	Toda la SAU en propiedad
22144	Laspuña	2	2	Toda la SAU en arrendamiento
22144	Laspuña	1	3	Todo la SAU en aparcería u otro régimen de tenencia
22144	Laspuña	1	4	Más del 50% de la SAU en propiedad
22144	Laspuña	3	5	Más del 50% de la SAU en arrendamiento
22144	Laspuña	4	7	Ningún régimen superior al 50%
22149	Loarre	2	0	Si no hay SAU
22149	Loarre	41	1	Toda la SAU en propiedad
22149	Loarre	7	2	Toda la SAU en arrendamiento
22149	Loarre	6	3	Todo la SAU en aparcería u otro régimen de tenencia
22149	Loarre	15	4	Más del 50% de la SAU en propiedad
22149	Loarre	8	5	Más del 50% de la SAU en arrendamiento
22149	Loarre	2	7	Ningún régimen superior al 50%
22150	Loporzano	3	0	Si no hay SAU
22150	Loporzano	73	1	Toda la SAU en propiedad
22150	Loporzano	8	2	Toda la SAU en arrendamiento
