Año	Municipio código	Municipio nombre	Total	VC Residencial	VC Almacén, estacionamiento	VC Comercial	VC Ocio, hostelería	VC Industrial	VC Cultural	VC Deportivo	VC Oficinas	VC Edificios singulares	VC Religioso	VC Espectáculos	VC Sin definir	VC Suelo vacante	VC Sanidad, benefic
2013	50040	Badules	3403,36	2486,43		0	0	599,76		0	0			0	916,93	317,17	0
2013	50041	Bagüés	1412,56	1242,67	0	0	0	29,18		0	0			0	169,89	140,71	0
2013	50042	Balconchán	290,2	189,28	0	0		95,42		0	0	0		0	100,92	5,5	0
2013	50043	Bárboles	6322,75	3413,06		0		2429,8		0					2909,69	479,89	0
2013	50044	Bardallur	3497,24	2902,84	0		0	541,31		0		0		0	594,4	53,09	0
2013	50045	Belchite	20966,98	17313,04		206,98		2243,63		0	49,11				3653,94	1154,22	
2013	50046	Belmonte de Gracián	2794,34	2224,58	0	0		527,52				0		0	569,76	42,24	
2013	50047	Berdejo	1360,22	1237,78	0	0	0		0	0	0			0	122,44	122,44	0
2013	50048	Berrueco	1405,59	1307,13	0	0					0	0		0	98,46	98,46	0
2013	50050	Bijuesca	3336,77	3291,58	0	0	0		0		0	0		0	45,19	45,19	0
2013	50051	Biota	14041,36	10858,13	81,34	41,47	0	2465,55		0	0		167,77	0	3183,23	427,1	0
2013	50052	Bisimbre	4550,66	1365,66	0	0		3185	0	0	0	0		0	3185		0
2013	50053	Boquiñeni	11285,67	8458,32		0	0	2237,35				0		0	2827,35	590	0
2013	50054	Bordalba	2710,49	2411,27	89,01	0	0	99,01			0	0		0	299,22	111,2	0
2013	50055	Borja	92040,18	61968,25	2719,36	2468,83	511,71	15778,41	1279,6	654,82	282,28		1378,58		30071,93	3374,82	1623,52
2013	50056	Botorrita	9237,84	7276,58	53,44		0	905,13		0	0				1961,26	1002,69	0
2013	50057	Brea de Aragón	32331,24	18626,5	429,04	630,3		9036,55	1017,23	790,19	232,55			0	13704,74	1568,88	
2013	50058	Bubierca	1216,26	736,6	0	0		463,9		0	0	0		0	479,66	15,76	0
2013	50059	Bujaraloz	21382,31	12325,82	170,55	258,06		6631,45		0			438,26		9056,49	1558,17	
2013	50060	Bulbuente	7262,85	5439,33	95,07	0		866,96			0			0	1823,52	861,49	0
2013	50061	Bureta	2854,35	2343,31	0	0	0	428,82	0	0	0			0	511,04	82,22	0
2013	50062	Burgo de Ebro (El)	175223,59	76281,3	1624,42	847,89		65649,35		2805,1	3663,3				98942,29	24352,23	
2013	50063	Buste (El)	1627,87	1431,75	0	0	0	184,14				0		0	196,12	11,98	0
2013	50064	Cabañas de Ebro	25675,45	12057,34	140,46		0	10052,9						0	13618,11	3424,75	
2013	50065	Cabolafuente	1623,53	1085,74		0	0	466,99		0	0			0	537,79	70,8	0
2013	50066	Cadrete	446404,04	257141,97	9246,29	2837,42		97430,09	0		2114,6			0	189262,07	77633,67	
2013	50067	Calatayud	599500,54	375846,25	32942,7	40621,4	8118,93	70131,68	16677,5	8415,27	7179,81		3498,84		223654,29	18890,2	17177,96
2013	50068	Calatorao	127388,53	83211,84	7038,8	1019,27	342,39	8587,93			205,83				44176,69	26982,47	
2013	50069	Calcena	2108,06	1760,84	84,81	0	0	237,21			0				347,22	25,2	
2013	50070	Calmarza	3234,32	3029,01				32,86	0	0	0			0	205,31	172,45	0
2013	50071	Campillo de Aragón	4548,27	4467,84	0	0				0	0	0		0	80,43	80,43	0
2013	50072	Carenas	4913,29	4708,13			0	2,82		0	0			0	205,16	202,34	0
2013	50073	Cariñena	64056,16	40446,19	1329,7	1206,57		10844,14	862,61	2067,5	411,6	774,85	1296,05		23609,97	3462,16	1354,79
2013	50074	Caspe	178536,94	118810,08	3560,98	4810,59	1339,48	26728,58	4422,44	1932,02	1055,4		1813,77		59726,86	11372,07	2691,53
2013	50075	Castejón de Alarba	2564,64	1853,48	0	0	0	536,09		0	0			0	711,16	175,07	0
2013	50076	Castejón de las Armas	1246,2	893,6			0	339,9	0	0	0	0		0	352,6	12,7	0
2013	50077	Castejón de Valdejasa	6228,81	6130,09		0	0			0	0			0	98,72	98,72	0
2013	50078	Castiliscar	9094,25	8527,41				13,26			0			0	566,84	553,58	0
2013	50079	Cervera de la Cañada	3574,59	2977,29	0	0	0	414,71					69,55	0	597,3	113,04	
2013	50080	Cerveruela	314,58	157,42		0	0	150,95		0	0	0		0	157,16	6,21	0
2013	50081	Cetina	28003,97	22491,2	212,38			1745,97							5512,77	3554,42	0
2013	50082	Cimballa	4177,16	3597,85	0	0	0	522,85	0	0	0			0	579,31	56,46	0
2013	50083	Cinco Olivas	1988,47	1616,58		0	0	324,32			0			0	371,89	47,57	0
2013	50084	Clarés de Ribota	1896,49	1876,67		0	0		0	0	0	0		0	19,82	19,82	0
2013	50085	Codo	3332,09	3053,2	0	0	0	206,49		0	0			0	278,89	72,4	0
2013	50086	Codos	3292,59	2629,21	0		0	648,18				0		0	663,38	15,2	
2013	50087	Contamina	481,09	357,64	0			99,58		0	0	0		0	123,45	23,87	0
2013	50088	Cosuenda	17759,5	12643,83	194,67	0	0	2391,61		517,97					5115,67	2011,42	0
2013	50089	Cuarte de Huerva	1070880,7	560120,77	31362,33	13993,93	2144,54	223126,65		4655,95	17460,56			0	510759,93	218015,97	
2013	50090	Cubel	2678,04	2180,7		0	0	476,48			0			0	497,34	20,86	0
2013	50091	Cuerlas (Las)	3210,35	3040,84	0	0				0	0			0	169,51	169,51	0
2013	50092	Chiprana	6749,43	4976,29			0	1645,64	0	0		0		0	1773,14	127,5	0
2013	50093	Chodes	1783,5	1593,54	0	0	0	171,5	0	0	0			0	189,96	18,46	0
2013	50094	Daroca	100746,75	67700,86		2861,45	2528,3	8126,46	5700,13	1782,65	1431,71		2416,21	0	33045,89	6762,8	1436,18
2013	50095	Ejea de los Caballeros	696146,25	404718,77	38094,44	36438,77	4436,27	97133,23	19318,48	12890,14	6707,3	3758,81	11064,51	3900,79	291427,48	56078,91	1605,83
2013	50096	Embid de Ariza	1037,36	687,59	0	0	0	344,15		0	0	0		0	349,77	5,62	0
2013	50098	Encinacorba	3778,03	2757,43			0	775,52	181,6			0		0	1020,6	63,48	0
2013	50099	Épila	98575,32	48558,18	499,77	1047,58	479,5	37035,48			1421,49	0			50017,14	9533,32	
2013	50100	Erla	6109,55	4264,38	26,4	0	0	1513,28			0	0			1845,17	305,49	0
2013	50101	Escatrón	25764,03	16680,23	118,41	153,15	621,32	2419,25			0		145,53	0	9083,8	5626,14	
2013	50102	Fabara	19515,8	13635,2	0	0		4473,24		0					5880,6	1407,36	0
2013	50104	Farlete	6336,01	5708,57		0		153,25	0			0			627,44	474,19	0
2013	50105	Fayón	15640,46	11611,01	435,32			1172,81						0	4029,45	2421,32	
2013	50106	Fayos (Los)	1603,4	1438,5			0	158,04		0		0		0	164,9	6,86	0
2013	50107	Figueruelas	137102,42	14127,4	131,94	178,19		108360,43			514,73	0		0	122975,02	13789,73	
2013	50108	Fombuena	234,45	213,17	0	0	0		0	0	0	0		0	21,28	21,28	0
2013	50109	Frago (El)	2168,84	2140,7	0	0	0		0	0	0			0	28,14	28,14	0
2013	50110	Frasno (El)	18440,64	15723,61	116,01			353				0	249,88	0	2717,03	1998,14	0
2013	50111	Fréscano	2490,17	2136,34	0	0		262,69						0	353,83	91,14	0
2013	50113	Fuendejalón	22123,04	16429,2				3709,57			0		0		5693,84	1984,27	0
2013	50114	Fuendetodos	6374,18	4764,34	0			1097,93			0			0	1609,84	511,91	0
2013	50115	Fuentes de Ebro	66239,21	48285,08	1217,45	782,69		9949,99			674,85	0	301,84		17954,13	5027,31	
2013	50116	Fuentes de Jiloca	7378,18	6740,74			0	339,42	0		0	0			637,44	298,02	0
2013	50117	Gallocanta	2187,23	1829,25				265,95	0		0			0	357,98	92,03	0
2013	50118	Gallur	48386,02	31475,13	658,29	976,89	0	5689,65			489,66	738,64	255,94	0	16910,89	8101,82	
2013	50119	Gelsa	50192,04	26196,28	891,03			12550,07			1861,62			0	23995,76	8693,04	0
2013	50120	Godojos	1283,31	963,05	0		0	266,24	0		0	0		0	320,26	54,02	
2013	50121	Gotor	2601,12	2455,39	0	0	0	114,42	0	0	0			0	145,73	31,31	0
2013	50122	Grisel	2488,29	2085,26		0	0	216,87	0		0			0	403,03	186,16	0
2013	50123	Grisén	8661,93	7325,7	7,78	0		846,27				0		0	1336,23	482,18	0
2013	50124	Herrera de los Navarros	8319,99	7131,03			0	984,12			0			0	1188,96	204,84	0
2013	50125	Ibdes	19996,41	18078,26				654,28					0	0	1918,15	1263,87	0
2013	50126	Illueca	143398,77	68210,99	6814,12	6148,37		24320,23	4342,74		963,16			0	75187,78	29945,72	2653,44
2013	50128	Isuerre	1400,09	1384,1	0	0	0	0	0	0	0			0	15,99	15,99	0
2013	50129	Jaraba	23677,95	11350,34			0	3165,96			0	0		0	12327,61	679,31	8482,34
2013	50130	Jarque de Moncayo	7593,97	5560,25			0	1448,48			0	0	91,92	0	2033,72	493,32	0
2013	50131	Jaulín	3383,5	2538,05	0	0	0	646,48	0	0	0			0	845,45	198,97	0
2013	50132	Joyosa (La)	99756,18	36491,19	561,66		0	5153				0		0	63264,99	57550,33	
2013	50133	Lagata	4012,23	3612,56	170,92	0		117,81	0		0	0			399,67	110,94	0
2013	50134	Langa del Castillo	6171,69	5893,33	88,08	0	0	61,77		0	0			0	278,36	128,51	0
2013	50135	Layana	3679,92	3621,29	0	0			0	0	0			0	58,63	58,63	0
2013	50136	Lécera	23775,14	17526,79	189,31			4247,79	431,67		0			0	6248,35	1379,58	0
2013	50137	Leciñena	28979,48	18251,22	92,02		0	7422,63		1496,88					10728,26	1716,73	0
2013	50138	Lechón	1362,51	1350,99	0	0	0		0	0	0			0	11,52	11,52	0
2013	50139	Letux	11619,93	10913,02	203,79	0		0	0						706,91	503,12	
2013	50140	Litago	6619,34	4932,61		0	0	808,48		0	0			0	1686,73	878,25	0
2013	50141	Lituénigo	4111,18	3416,15		0		478,14		0	0	0		0	695,03	216,89	
2013	50142	Lobera de Onsella	920,61	708,54		0	0	202,78		0	0	0		0	212,07	9,29	0
2013	50143	Longares	28620,78	20132,16	545,93		141,59	4995,48			0				8488,62	2805,62	
2013	50144	Longás	463	328,19	0	0		121,06	0	0	0	0		0	134,81	13,75	0
2013	50146	Lucena de Jalón	4564,01	3285,97	0		0	1196,3				0		0	1278,04	81,74	
2013	50147	Luceni	16551,44	12344,51	33,65			3471,3			0	0		0	4206,93	701,98	0
2013	50148	Luesia	4196,46	3367,82	70,75		0	430,44	0	0			239,83	0	828,64	87,62	0
2013	50149	Luesma	570,04	550,89	0	0	0		0	0	0	0		0	19,15	19,15	0
2013	50150	Lumpiaque	49679,14	41626,01		0		4504,53						0	8053,13	3548,6	0
2013	50151	Luna	14633,41	12534,98	39,42			521,26	463,27		0		186,91	0	2098,43	887,57	
2013	50152	Maella	115656,14	76981,78	6162,94	645,02	1240,42	4743,46	1093,72	795,97				0	38674,36	23992,83	
2013	50153	Magallón	21090,49	15613,4	104,56	117,76		4375,15			0				5477,09	879,62	0
2013	50154	Mainar	1943,09	1697,9	0			235,8				0		0	245,19	9,39	0
2013	50155	Malanquilla	3572,32	3508,96	0	0	0		0	0	0	0		0	63,36	63,36	0
2013	50156	Maleján	4256,96	4198,45						0	0		0	0	58,51	58,51	
2013	50157	Malón	5919,22	4684,25	0			1063,9		0	0	0		0	1234,97	171,07	0
2013	50159	Maluenda	15264,38	12541,82	217,43	43,87		1824,46					442,47		2722,56	194,33	0
2013	50160	Mallén	48631,46	37410,51	455,53	555,53		8110,46		297,43	200,54				11220,95	1601,46	
2013	50161	Manchones	1635,12	1347,75	0	0	0	273,5			0	0		0	287,37	13,87	0
2013	50162	Mara	7243,24	5402,47	0			1650,34	0		0	0		0	1840,77	190,43	0
2013	50163	María de Huerva	90265,24	62816,01	2256,59	560,29	0	9604,13						0	27449,23	15028,22	
2013	50164	Mediana de Aragón	3853,49	3537,06	0	0	0	254,04						0	316,43	62,39	0
2013	50165	Mequinenza	36107,4	25941,12	306,56	120,46		4793,57	697,72	1364,34	336,8				10166,28	1030,67	1516,16
2013	50166	Mesones de Isuela	3900,38	3237,13		0	0	407,43			0		121,37	0	663,25	134,45	
2013	50167	Mezalocha	5919,95	5621,94	0		0							0	298,01	298,01	0
2013	50168	Mianos	1481,51	1363,39		0	0	62,13	0	0	0			0	118,12	55,99	0
2013	50169	Miedes de Aragón	8050,5	7004,68	0	0		609,84				0		0	1045,82	435,98	0
2013	50170	Monegrillo	5577,42	4261,36	0	0	0	948,56			0	0	185,66	0	1316,06	181,84	
2013	50171	Moneva	3259,82	2937,17		0	0	55,77	0	0	0			0	322,65	266,88	0
2013	50172	Monreal de Ariza	3118,74	2353,12	0	0		735,81			0	0		0	765,62	29,81	0
2013	50173	Monterde	5120,59	4757,8		0	0	50,71			0			0	362,79	312,08	0
2013	50174	Montón	1136,91	848,15		0	0	203,13		0	0	0	63,58	0	288,76	22,05	0
2013	50175	Morata de Jalón	24001,53	16824,93	124,98	61,11		1080,82						0	7176,6	5909,69	
2013	50176	Morata de Jiloca	4441,64	2901,99	0	0	0	1239,47	0	0	0	0	135,49	0	1539,65	164,69	0
2013	50177	Morés	7799,65	4357,77	49,73			2241,21	0				94,51		3441,88	1056,43	0
2013	50178	Moros	6590,58	6180,25	19,46	0	0			0	0			0	410,33	390,87	0
2013	50179	Moyuela	5133,43	4439,99	32,04	0	0	439,89		0	0		120,81	0	693,44	100,7	0
2013	50180	Mozota	5179,59	4621,24	0	0	0	397,55	0			0		0	558,35	160,8	0
2013	50181	Muel	51868,46	22520,27	430,34	161,88	152,9	21851,26		101,59	1717,46			0	29348,19	4932,76	
2013	50182	Muela (La)	286676,66	90592,59	4500,15	637,64		97456,97		2897,02	4952,1	1403,98			196084,07	84236,21	
2013	50183	Munébrega	11582,98	9745,6	87,08	0		325,79		803,62	0			0	1837,38	620,89	0
2013	50184	Murero	3180,93	3116	0		0				0	0		0	64,93	64,93	0
2013	50185	Murillo de Gállego	10826,05	7545,92	55,03	496,52		1264,23	0		0	0		0	3280,13	1464,35	0
2013	50186	Navardún	3103,32	2425,12	0	0		531,13	0		0	0		0	678,2	147,07	0
2013	50187	Nigüella	1049,53	982,82	0	0	0	66,71	0	0	0	0		0	66,71		0
2013	50188	Nombrevilla	1261,03	1211,47	0	0	0		0		0			0	49,56	49,56	0
2013	50189	Nonaspe	14896,23	12899,68	50,58	73,92	0	690,98			0			0	1996,55	1181,07	0
2013	50190	Novallas	10208,3	8880,36	116,47	51,8		953,26		0		0	0	0	1327,94	206,41	0
2013	50191	Novillas	8706,81	6711,2			0	1771,9			0	0		0	1995,61	223,71	
2013	50192	Nuévalos	19618,26	8926,62	0	3794,98	2265,86	721,54					645,67	0	10691,64	3263,59	0
2013	50193	Nuez de Ebro	112790,37	67169,04	148,86		0	8076,6		1704,03	0	0		0	45621,33	35691,84	0
2013	50194	Olvés	3653,54	2902,88	0	0	0	589,92	0			0		0	750,66	160,74	0
2013	50195	Orcajo	777,53	536,28	0	0	0	218,2		0	0	0		0	241,25	23,05	0
2013	50196	Orera	2532,79	2500,59	0		0			0	0			0	32,2	32,2	0
2013	50197	Orés	1121,05	629,6		0	0	468,94		0	0	0		0	491,45	22,51	0
2013	50198	Oseja	287,37	182,28	0	0	0	105,09	0	0	0	0		0	105,09		0
2013	50199	Osera de Ebro	22213,93	13786,48	200,9			1238,71			0			0	8427,45	6987,84	
2013	50200	Paniza	20804,93	13423,01	86,86		0	3289,55			0	0	320,63		7381,92	3684,88	0
2013	50201	Paracuellos de Jiloca	9054,09	6703,59	61,93			1245,89				0	140,24	0	2350,5	902,44	
2013	50202	Paracuellos de la Ribera	1766,11	1564,11		0	0	191,47	0	0	0	0		0	202	10,53	0
2013	50203	Pastriz	28886,11	23931,86	73,32	76,74		2561,5	0	654,91	0			0	4954,25	1587,78	
2013	50204	Pedrola	218225,37	89093,31	2252,43	1720,36		99276,1		3366,72		1387,1		0	129132,06	21129,35	
2013	50205	Pedrosas (Las)	5260,46	3870,71	0	0		551,19			0	0		0	1389,75	838,56	0
2013	50206	Perdiguera	25629,21	19583,63	823,47	0	0	1327,99			0			0	6045,58	3894,12	
2013	50207	Piedratajada	5974,96	3858,32		0		1276,65			0	0		0	2116,64	839,99	0
2013	50208	Pina de Ebro	42081,69	33109,58	285,92	263,9	821,12	3870,17			379,17			0	8972,11	3351,83	0
2013	50209	Pinseque	175367,3	113627,86	2625,96	483,92		29937,26		3361,69	6064,56				61739,44	16248,18	3017,87
2013	50210	Pintanos (Los)	2200,48	2022,36	0	0		0			0	0		0	178,12	178,12	0
2013	50211	Plasencia de Jalón	5115,65	3950,42		0	0	1110,74				0		0	1165,23	54,49	
2013	50212	Pleitas	491,86	448,91	0	0	0	42,95		0	0			0	42,95		0
2013	50213	Plenas	2382,85	1875,03	0			502,15	0		0			0	507,82	5,67	0
2013	50214	Pomer	1482,44	1152,5		0	0	276,21		0	0			0	329,94	53,73	0
2013	50215	Pozuel de Ariza	991,78	654,42	0	0	0	304,2		0	0	0		0	337,36	33,16	
2013	50216	Pozuelo de Aragón	3842,68	2584,13			0	1035,73			0	0		0	1258,55	222,82	0
2013	50217	Pradilla de Ebro	8764,37	5852,83			0	2489,14			0			0	2911,54	422,4	
2013	50218	Puebla de Albortón	1594,96	1405,86	0	0	0		0	0	0	0	189,1	0	189,1		0
2013	50219	Puebla de Alfindén (La)	442775,12	216742,49	9752,75	5094,43	4189,51	132559,26			10581,31	2083,1			226032,63	61772,27	
2013	50220	Puendeluna	2375,04	1795,1		0	0	469,58			0	0		0	579,94	110,36	0
2013	50221	Purujosa	265,69	148,26	0	0	0	52,36	0	0	0			0	117,43	65,07	0
2013	50222	Quinto	161845,46	61311,89	360,29	895,8		38276,28		2900,35			727,86		100533,57	57372,99	0
2013	50223	Remolinos	25558,43	20299,41	300,36	189,5		2785,45		729,17	0			0	5259,02	1254,54	
2013	50224	Retascón	901,28	562,15	0	0	0	339,13	0	0	0	0		0	339,13		0
2013	50225	Ricla	115469,06	71514,44	1620,64	937,36		22935,32		3046,63		0		0	43954,62	15414,67	
2013	50227	Romanos	1608,52	1500,37	0	0	0	103,58	0		0	0		0	108,15	4,57	0
2013	50228	Rueda de Jalón	3745,59	3250,54	0	0	0	392,9				0		0	495,05	102,15	0
2013	50229	Ruesca	1553,78	1500,74	0	0	0		0	0	0	0		0	53,04	53,04	0
2013	50230	Sádaba	70844,09	40372,37	1859,89	354,02		7274,49	2068,28	4212,46			464,8	0	30471,72	11328,29	2909,49
2013	50231	Salillas de Jalón	4753	3750,03	0			728,93	0		0			0	1002,97	274,04	0
2013	50232	Salvatierra de Esca	8700,61	8219,97	26,43		0				0			0	480,64	454,21	0
2013	50233	Samper del Salz	1110,61	887,08		0		204,89		0	0			0	223,53	18,64	
2013	50234	San Martín de la Virgen de Moncayo	6894,1	5076,64	142			492,55			0	0			1817,46	1182,91	
2013	50235	San Mateo de Gállego	230727,43	134157,23	3578,7	1567,26	0	34554,48		9146,18	339,09				96570,2	47384,49	
2013	50236	Santa Cruz de Grío	2323,61	1842,48	0	0	0	467,21		0				0	481,13	13,92	0
2013	50237	Santa Cruz de Moncayo	2895,5	2108,53	0	0		403,92	0	144,63	0	0		0	786,97	238,42	0
2013	50238	Santa Eulalia de Gállego	4379,47	3883,95	23,7			287,46	0		0	0		0	495,52	184,36	0
2013	50239	Santed	2252,3	2220,9	0	0	0				0	0		0	31,4	31,4	0
2013	50240	Sástago	23502,48	17192,36	137,6	209,65	682,93	3768,28				0	1233,54	0	6310,12	278,12	
2013	50241	Saviñán	10296,98	8413,85	88,79	89,18	0	954,52	0	512,59			62,88	0	1883,13	175,17	0
2013	50242	Sediles	1568,36	1332,39		0		229,51	0		0	0		0	235,97	6,46	
2013	50243	Sestrica	5003,09	4641,62	91,4		0	168,08						0	361,47	101,99	0
2013	50244	Sierra de Luna	5212,14	3368,94		0		1561,3			0		0	0	1843,2	281,9	
2013	50245	Sigüés	2203,89	1554,81	0			496,49		0	0	0	69	0	649,08	83,59	0
2013	50246	Sisamón	1802,45	1253	0	0		485,45		0	0			0	549,45	64	0
2013	50247	Sobradiel	96909,6	37991,09	518,42	387,76	0	18790,17	0		0			0	58918,51	39222,16	
2013	50248	Sos del Rey Católico	14010,35	11018,74	438,14	701,56	1032,91	366,49			0		117,49	0	2991,61	335,02	0
2013	50249	Tabuenca	4986,86	4058,32		0	0	599,17	0	0	0		91,15	0	928,54	238,22	0
2013	50250	Talamantes	942,51	784,4	0		0	146,05	0	0	0	0		0	158,11	12,06	0
2013	50251	Tarazona	203247,6	128990,96	6323,78	4528,88	2167,55	35785,99	6470,47	2044,49	1733,7		1435,93		74256,64	11082,5	2683,35
2013	50252	Tauste	327145,79	195989,94	10812,81	6544,51	1281,99	62773,18	3110,88	6813,98	1807,89		2054,36		131155,85	32950,42	3005,83
2013	50253	Terrer	22465,29	19548,11	148,33		0	1224,06		0	0			0	2917,18	1544,79	0
2013	50254	Tierga	2453,08	1781,08	0		0	642,23		0		0			672	29,77	0
2013	50255	Tobed	7642,13	6381,3	592,87		0	379,69		55,09	0			0	1260,83	233,18	0
2013	50256	Torralba de los Frailes	4505,75	4294,55	0	0	0				0			0	211,2	211,2	0
2013	50257	Torralba de Ribota	2288,81	1921,31	0	0	0	266,99		0	0	0	100,51	0	367,5		0
2013	50258	Torralbilla	1090,19	1068,81	0	0	0	21,38	0	0	0	0		0	21,38		0
2013	50259	Torrehermosa	3884,96	2965,84		0	0	593,33		0	0	0		0	919,12	325,79	0
2013	50260	Torrelapaja	1812,1	1552,04	0	0	0	232,01		0	0			0	260,06	28,05	0
2013	50261	Torrellas	7378,24	5947,04	81,87			710,69			0			0	1431,2	638,64	
2013	50262	Torres de Berrellén	62344,47	50096,44	1890	485,22		4880,07						0	12248,03	4992,74	
2013	50263	Torrijo de la Cañada	9909,17	7171,72				1197,9			0	0		0	2737,45	1539,55	0
2013	50264	Tosos	4455,18	4425,51	0	0	0			0	0			0	29,67	29,67	0
2013	50265	Trasmoz	1211,84	931,7	12,86	0	0	250,59		0	0	0		0	280,14	16,69	0
2013	50266	Trasobares	4964,27	4798,47	0	0	0			0				0	165,8	165,8	0
2013	50267	Uncastillo	50037,12	38365,39	169,44	176,6		5038,69					573,78	0	11671,73	5713,22	
2013	50268	Undués de Lerda	937,03	493,9	0	0	0	443,13	0	0	0	0		0	443,13		0
2013	50269	Urrea de Jalón	4987,79	3887,26	0			943,15		0		0		0	1100,53	157,38	
2013	50270	Urriés	1145,75	748,96	0	0	0	363,2		0	0	0		0	396,79	33,59	0
2013	50271	Used	6019,63	4979,27	0	0	0	966,86	0		0			0	1040,36	73,5	0
2013	50272	Utebo	538940,38	365520,66	26557,06	27595,29	3379,98	53452,54	6324,44	9164,57	19777,66				173419,72	25890,8	1277,38
2013	50273	Valdehorna	1150,09	887,76	0	0	0	221,98		0	0			0	262,33	40,35	0
2013	50274	Val de San Martín	1543,25	1519,67	0	0	0				0	0		0	23,58	23,58	
2013	50275	Valmadrid	925,48	835,79	0	0	0	82,42	0	0	0			0	89,69	7,27	0
2013	50276	Valpalmas	5133,07	3831,55	0	0		840,71			0	0		0	1301,52	460,81	0
2013	50277	Valtorres	1914,21	1869,09	0	0	0			0	0			0	45,12	45,12	0
2013	50278	Velilla de Ebro	9050,51	7617,08	0	0	0	785,52			0			0	1433,43	647,91	0
2013	50279	Velilla de Jiloca	1677,77	1297,17	0		0	344,56	0			0		0	380,6	36,04	0
2013	50280	Vera de Moncayo	11235,94	9551,06		0	0	540,63		0	0		1023,21	0	1684,88	121,04	
2013	50281	Vierlas	1272,5	1015,43	0	0	0	251,36	0	0		0		0	257,07	5,71	0
2013	50282	Vilueña (La)	1700,75	1421,23	0	0	0	254,44		0	0			0	279,52	25,08	0
2013	50283	Villadoz	1048,19	1035,93	0	0	0		0	0	0	0		0	12,26	12,26	0
2013	50284	Villafeliche	7716,75	7076,18	260,54	0						0	171,21	0	640,57	208,82	0
2013	50285	Villafranca de Ebro	11187,45	10407,21	66,74	66,12		311,57	0		0	0		0	780,24	335,81	
2013	50286	Villalba de Perejil	648,52	549,04	0		0	92,11		0	0	0		0	99,48	7,37	0
2013	50287	Villalengua	7282,42	5005,3		0	0	1658,06	0		0	0		0	2277,12	619,06	0
2013	50288	Villanueva de Gállego	250018,56	104145,79	3914,13	1290,86		77332,93	10722,45	11496,71	12375,16			0	145872,77	28740,53	
2013	50289	Villanueva de Jiloca	2633,8	2585,57	0	0	0				0			0	48,23	48,23	0
2013	50290	Villanueva de Huerva	16272,06	14248,56	0		0	343,82		0				0	2023,5	1679,68	0
2013	50291	Villar de los Navarros	2223,78	2157,45	0		0	50,2	0	0	0			0	66,33	16,13	0
2013	50292	Villarreal de Huerva	10433,83	4884,66		0	0	4188,39			0	0		0	5549,17	1360,78	0
2013	50293	Villarroya de la Sierra	12136,66	11851,23				31,02						0	285,43	254,41	0
2013	50294	Villarroya del Campo	2941,69	1862,8	0	0	0	389,79	0		0	0		0	1078,89	689,1	0
2013	50295	Vistabella	1100,24	1075,38	0	0	0	22,16		0	0			0	24,86	2,7	0
2013	50296	Zaida (La)	16320,33	7896,38	31,1	119,33	0	7575,18	0			0		0	8423,95	698,34	
2013	50297	Zaragoza	42206625,07	26240035,67	2155772,05	3991321,41	432116,7	1996498,31	1495307,05	794668,04	1684492,75	387214,51	198525,07	94523,42	15966589,4	1892007	844143,09
2013	50298	Zuera	398793,54	209598,83	10699,13	6467,88	1401,86	74810,29	6522,58	6986,5	1508,22	36471,25	2281,6		189194,71	42045,4	
2013	50901	Biel	12113,06	11073,87			0	58,8				0		0	1039,19	980,39	
2013	50902	Marracos	1442,57	1123,13	7,43			295,59	0	0	0	0			319,44	16,42	0
2013	50903	Villamayor de Gállego	84883,99	69313,9	2090,97	477,21		4699,02		554,1	0			0	15570,09	7748,79	
2014	22001	Abiego	4173,11	3119,25	0	0	0	807,07	0	0	0	0	0	0	1053,86	246,79	0
2014	22002	Abizanda	2005,57	710,58	0	0	1051,53	237,64	0	0	0	0	0	0	1294,99	5,82	0
2014	22003	Adahuesca	2616,97	2239,59	35,78	0	0	284,31	0	0	0	0	0	0	377,38	57,29	0
2014	22004	Agüero	2730,49	2128,21	15,75	0	0	300,47	0	0	0	0	0	0	602,28	286,06	0
2014	22006	Aísa	105294,69	77768,53	10374,06	4440,06	5410,16	0	0	0	424,98	131,91	432,78	0	27526,16	6312,21	0
2014	22007	Albalate de Cinca	15644	12137,52	87,64	205,51	0	2014,54	0	0	0	0	0	0	3506,48	1198,79	0
2014	22008	Albalatillo	3569,37	2423,86	0	0	0	828,6	0	0	0	0	0	0	1145,51	316,91	0
2014	22009	Albelda	21598,76	15568,39	279,81	0	0	3202,94	0	777,71	0	0	0	0	6030,37	1769,91	0
2014	22011	Albero Alto	2911,5	2620,63	0	0	0	64,4	0	0	0	0	0	0	290,87	226,47	0
2014	22012	Albero Bajo	2371,29	1397,45	0	0	0	594,43	0	0	0	0	0	0	973,84	379,41	0
2014	22013	Alberuela de Tubo	2918,75	2474,18	0	0	0	422,63	0	0	0	0	0	0	444,57	21,94	0
2014	22014	Alcalá de Gurrea	11422,1	5902,64	0	0	0	3593,76	0	0	0	0	0	0	5519,46	1925,7	0
2014	22015	Alcalá del Obispo	5969,64	4542,24	0	0	0	1148,53	0	0	0	0	89	0	1427,4	189,87	0
2014	22016	Alcampell	12299,05	8896,13	76,89	82,74	0	2962,84	0	0	0	0	0	0	3402,92	280,45	0
2014	22017	Alcolea de Cinca	18727,13	11866,99	471,36	342,78	0	5151,29	0	0	0	0	0	0	6860,14	894,71	0
