Año	Municipio código	Municipio nombre	Provincia código	Provincia nombre	Total viviendas	Viviendas libres	Viviendas protegidas
2013	50244	Sierra de Luna	50	Zaragoza	3	3	0
2013	50245	Sigüés	50	Zaragoza	0	0	0
2013	50246	Sisamón	50	Zaragoza	1	1	0
2013	50247	Sobradiel	50	Zaragoza	11	11	0
2013	50248	Sos del Rey Católico	50	Zaragoza	3	3	0
2013	50249	Tabuenca	50	Zaragoza	2	2	0
2013	50250	Talamantes	50	Zaragoza	0	0	0
2013	50251	Tarazona	50	Zaragoza	45	45	0
2013	50252	Tauste	50	Zaragoza	26	26	0
2013	50253	Terrer	50	Zaragoza	0	0	0
2013	50254	Tierga	50	Zaragoza	2	2	0
2013	50255	Tobed	50	Zaragoza	2	2	0
2013	50256	Torralba de los Frailes	50	Zaragoza	1	1	0
2013	50257	Torralba de Ribota	50	Zaragoza	0	0	0
2013	50258	Torralbilla	50	Zaragoza	1	1	0
2013	50259	Torrehermosa	50	Zaragoza	1	1	0
2013	50260	Torrelapaja	50	Zaragoza	0	0	0
2013	50261	Torrellas	50	Zaragoza	3	3	0
2013	50262	Torres de Berrellén	50	Zaragoza	6	6	0
2013	50263	Torrijo de la Cañada	50	Zaragoza	3	3	0
2013	50264	Tosos	50	Zaragoza	2	2	0
2013	50265	Trasmoz	50	Zaragoza	0	0	0
2013	50266	Trasobares	50	Zaragoza	0	0	0
2013	50267	Uncastillo	50	Zaragoza	2	2	0
2013	50268	Undués de Lerda	50	Zaragoza	0	0	0
2013	50269	Urrea de Jalón	50	Zaragoza	3	3	0
2013	50270	Urriés	50	Zaragoza	0	0	0
2013	50271	Used	50	Zaragoza	1	1	0
2013	50272	Utebo	50	Zaragoza	56	56	0
2013	50273	Valdehorna	50	Zaragoza	1	1	0
2013	50274	Val de San Martín	50	Zaragoza	0	0	0
2013	50275	Valmadrid	50	Zaragoza	1	1	0
2013	50276	Valpalmas	50	Zaragoza	1	1	0
2013	50277	Valtorres	50	Zaragoza	2	2	0
2013	50278	Velilla de Ebro	50	Zaragoza	1	1	0
2013	50279	Velilla de Jiloca	50	Zaragoza	0	0	0
2013	50280	Vera de Moncayo	50	Zaragoza	3	3	0
2013	50281	Vierlas	50	Zaragoza	2	2	0
2013	50282	Vilueña (La)	50	Zaragoza	1	1	0
2013	50283	Villadoz	50	Zaragoza	0	0	0
2013	50284	Villafeliche	50	Zaragoza	2	2	0
2013	50285	Villafranca de Ebro	50	Zaragoza	31	31	0
2013	50286	Villalba de Perejil	50	Zaragoza	2	2	0
2013	50287	Villalengua	50	Zaragoza	2	2	0
2013	50288	Villanueva de Gállego	50	Zaragoza	17	15	2
2013	50289	Villanueva de Jiloca	50	Zaragoza	0	0	0
2013	50290	Villanueva de Huerva	50	Zaragoza	4	4	0
2013	50291	Villar de los Navarros	50	Zaragoza	2	2	0
2013	50292	Villarreal de Huerva	50	Zaragoza	1	1	0
2013	50293	Villarroya de la Sierra	50	Zaragoza	3	3	0
2013	50294	Villarroya del Campo	50	Zaragoza	0	0	0
2013	50295	Vistabella	50	Zaragoza	2	2	0
2013	50296	Zaida (La)	50	Zaragoza	1	1	0
2013	50297	Zaragoza	50	Zaragoza	3417	3220	197
2013	50298	Zuera	50	Zaragoza	31	29	2
2013	50901	Biel	50	Zaragoza	1	1	0
2013	50902	Marracos	50	Zaragoza	0	0	0
2013	50903	Villamayor de Gállego	50	Zaragoza	5	5	0
2012	22001	Abiego	22	Huesca	2	2	0
2012	22002	Abizanda	22	Huesca	0	0	0
2012	22003	Adahuesca	22	Huesca	2	2	0
2012	22004	Agüero	22	Huesca	2	2	0
2012	22006	Aísa	22	Huesca	10	10	0
2012	22007	Albalate de Cinca	22	Huesca	4	4	0
2012	22008	Albalatillo	22	Huesca	0	0	0
2012	22009	Albelda	22	Huesca	4	4	0
2012	22011	Albero Alto	22	Huesca	1	1	0
2012	22012	Albero Bajo	22	Huesca	1	1	0
2012	22013	Alberuela de Tubo	22	Huesca	2	2	0
2012	22014	Alcalá de Gurrea	22	Huesca	3	3	0
2012	22015	Alcalá del Obispo	22	Huesca	0	0	0
2012	22016	Alcampell	22	Huesca	1	1	0
2012	22017	Alcolea de Cinca	22	Huesca	6	4	2
2012	22018	Alcubierre	22	Huesca	2	2	0
2012	22019	Alerre	22	Huesca	0	0	0
2012	22020	Alfántega	22	Huesca	0	0	0
2012	22021	Almudévar	22	Huesca	12	12	0
2012	22022	Almunia de San Juan	22	Huesca	3	3	0
2012	22023	Almuniente	22	Huesca	1	1	0
2012	22024	Alquézar	22	Huesca	2	2	0
2012	22025	Altorricón	22	Huesca	6	6	0
2012	22027	Angüés	22	Huesca	1	1	0
2012	22028	Ansó	22	Huesca	0	0	0
2012	22029	Antillón	22	Huesca	0	0	0
2012	22032	Aragüés del Puerto	22	Huesca	3	3	0
2012	22035	Arén	22	Huesca	3	3	0
2012	22036	Argavieso	22	Huesca	0	0	0
2012	22037	Arguis	22	Huesca	4	4	0
2012	22039	Ayerbe	22	Huesca	28	28	0
2012	22040	Azanuy-Alins	22	Huesca	0	0	0
2012	22041	Azara	22	Huesca	2	2	0
2012	22042	Azlor	22	Huesca	0	0	0
2012	22043	Baells	22	Huesca	0	0	0
2012	22044	Bailo	22	Huesca	1	1	0
2012	22045	Baldellou	22	Huesca	2	2	0
2012	22046	Ballobar	22	Huesca	6	6	0
2012	22047	Banastás	22	Huesca	3	3	0
2012	22048	Barbastro	22	Huesca	85	84	1
2012	22049	Barbués	22	Huesca	2	2	0
2012	22050	Barbuñales	22	Huesca	1	1	0
2012	22051	Bárcabo	22	Huesca	0	0	0
2012	22052	Belver de Cinca	22	Huesca	2	2	0
2012	22053	Benabarre	22	Huesca	4	4	0
2012	22054	Benasque	22	Huesca	58	58	0
2012	22055	Berbegal	22	Huesca	0	0	0
2012	22057	Bielsa	22	Huesca	31	31	0
2012	22058	Bierge	22	Huesca	1	1	0
2012	22059	Biescas	22	Huesca	26	26	0
2012	22060	Binaced	22	Huesca	7	7	0
2012	22061	Binéfar	22	Huesca	155	152	3
2012	22062	Bisaurri	22	Huesca	0	0	0
2012	22063	Biscarrués	22	Huesca	0	0	0
2012	22064	Blecua y Torres	22	Huesca	0	0	0
2012	22066	Boltaña	22	Huesca	17	17	0
2012	22067	Bonansa	22	Huesca	0	0	0
2012	22068	Borau	22	Huesca	0	0	0
2012	22069	Broto	22	Huesca	20	20	0
2012	22072	Caldearenas	22	Huesca	1	1	0
2012	22074	Campo	22	Huesca	12	12	0
2012	22075	Camporrells	22	Huesca	0	0	0
2012	22076	Canal de Berdún	22	Huesca	1	1	0
2012	22077	Candasnos	22	Huesca	3	3	0
2012	22078	Canfranc	22	Huesca	24	18	6
2012	22079	Capdesaso	22	Huesca	3	3	0
2012	22080	Capella	22	Huesca	0	0	0
2012	22081	Casbas de Huesca	22	Huesca	4	4	0
2012	22082	Castejón del Puente	22	Huesca	1	1	0
2012	22083	Castejón de Monegros	22	Huesca	1	1	0
2012	22084	Castejón de Sos	22	Huesca	6	6	0
2012	22085	Castelflorite	22	Huesca	0	0	0
2012	22086	Castiello de Jaca	22	Huesca	4	4	0
2012	22087	Castigaleu	22	Huesca	0	0	0
2012	22088	Castillazuelo	22	Huesca	3	3	0
2012	22089	Castillonroy	22	Huesca	2	2	0
2012	22090	Colungo	22	Huesca	0	0	0
2012	22094	Chalamera	22	Huesca	1	1	0
2012	22095	Chía	22	Huesca	0	0	0
2012	22096	Chimillas	22	Huesca	3	3	0
2012	22099	Esplús	22	Huesca	16	16	0
2012	22102	Estada	22	Huesca	0	0	0
2012	22103	Estadilla	22	Huesca	7	7	0
2012	22105	Estopiñán del Castillo	22	Huesca	1	1	0
2012	22106	Fago	22	Huesca	1	1	0
2012	22107	Fanlo	22	Huesca	3	3	0
2012	22109	Fiscal	22	Huesca	5	5	0
2012	22110	Fonz	22	Huesca	1	1	0
2012	22111	Foradada del Toscar	22	Huesca	0	0	0
2012	22112	Fraga	22	Huesca	99	99	0
2012	22113	Fueva (La)	22	Huesca	1	1	0
2012	22114	Gistaín	22	Huesca	1	1	0
2012	22115	Grado (El)	22	Huesca	6	6	0
2012	22116	Grañén	22	Huesca	7	6	1
2012	22117	Graus	22	Huesca	23	23	0
2012	22119	Gurrea de Gállego	22	Huesca	1	1	0
2012	22122	Hoz de Jaca	22	Huesca	3	3	0
2012	22124	Huerto	22	Huesca	2	2	0
2012	22125	Huesca	22	Huesca	474	379	95
2012	22126	Ibieca	22	Huesca	0	0	0
2012	22127	Igriés	22	Huesca	3	3	0
2012	22128	Ilche	22	Huesca	4	4	0
2012	22129	Isábena	22	Huesca	3	3	0
2012	22130	Jaca	22	Huesca	243	223	20
2012	22131	Jasa	22	Huesca	4	4	0
2012	22133	Labuerda	22	Huesca	3	3	0
2012	22135	Laluenga	22	Huesca	0	0	0
2012	22136	Lalueza	22	Huesca	4	4	0
2012	22137	Lanaja	22	Huesca	5	5	0
2012	22139	Laperdiguera	22	Huesca	0	0	0
2012	22141	Lascellas-Ponzano	22	Huesca	0	0	0
2012	22142	Lascuarre	22	Huesca	0	0	0
2012	22143	Laspaúles	22	Huesca	5	5	0
2012	22144	Laspuña	22	Huesca	3	3	0
2012	22149	Loarre	22	Huesca	1	1	0
2012	22150	Loporzano	22	Huesca	2	2	0
2012	22151	Loscorrales	22	Huesca	1	1	0
2012	22155	Monesma y Cajigar	22	Huesca	0	0	0
2012	22156	Monflorite-Lascasas	22	Huesca	2	2	0
2012	22157	Montanuy	22	Huesca	0	0	0
2012	22158	Monzón	22	Huesca	189	185	4
2012	22160	Naval	22	Huesca	1	1	0
2012	22162	Novales	22	Huesca	1	1	0
2012	22163	Nueno	22	Huesca	3	3	0
2012	22164	Olvena	22	Huesca	1	1	0
2012	22165	Ontiñena	22	Huesca	2	2	0
2012	22167	Osso de Cinca	22	Huesca	1	1	0
2012	22168	Palo	22	Huesca	0	0	0
2012	22170	Panticosa	22	Huesca	47	46	1
2012	22172	Peñalba	22	Huesca	4	4	0
2012	22173	Peñas de Riglos (Las)	22	Huesca	6	6	0
2012	22174	Peralta de Alcofea	22	Huesca	0	0	0
2012	22175	Peralta de Calasanz	22	Huesca	1	1	0
2012	22176	Peraltilla	22	Huesca	1	1	0
2012	22177	Perarrúa	22	Huesca	1	1	0
2012	22178	Pertusa	22	Huesca	1	1	0
2012	22181	Piracés	22	Huesca	0	0	0
2012	22182	Plan	22	Huesca	0	0	0
2012	22184	Poleñino	22	Huesca	2	2	0
2012	22186	Pozán de Vero	22	Huesca	3	3	0
2012	22187	Puebla de Castro (La)	22	Huesca	16	16	0
2012	22188	Puente de Montañana	22	Huesca	1	1	0
2012	22189	Puértolas	22	Huesca	3	3	0
2012	22190	Pueyo de Araguás (El)	22	Huesca	1	1	0
2012	22193	Pueyo de Santa Cruz	22	Huesca	0	0	0
2012	22195	Quicena	22	Huesca	1	1	0
2012	22197	Robres	22	Huesca	4	4	0
2012	22199	Sabiñánigo	22	Huesca	87	85	2
2012	22200	Sahún	22	Huesca	1	1	0
2012	22201	Salas Altas	22	Huesca	2	2	0
2012	22202	Salas Bajas	22	Huesca	0	0	0
2012	22203	Salillas	22	Huesca	0	0	0
2012	22204	Sallent de Gállego	22	Huesca	60	60	0
2012	22205	San Esteban de Litera	22	Huesca	3	3	0
2012	22206	Sangarrén	22	Huesca	7	7	0
2012	22207	San Juan de Plan	22	Huesca	2	2	0
2012	22208	Santa Cilia	22	Huesca	2	2	0
2012	22209	Santa Cruz de la Serós	22	Huesca	14	14	0
2012	22212	Santaliestra y San Quílez	22	Huesca	2	2	0
2012	22213	Sariñena	22	Huesca	23	22	1
2012	22214	Secastilla	22	Huesca	3	3	0
2012	22215	Seira	22	Huesca	3	3	0
2012	22217	Sena	22	Huesca	4	4	0
2012	22218	Senés de Alcubierre	22	Huesca	0	0	0
2012	22220	Sesa	22	Huesca	0	0	0
2012	22221	Sesué	22	Huesca	6	6	0
2012	22222	Siétamo	22	Huesca	9	9	0
2012	22223	Sopeira	22	Huesca	0	0	0
2012	22225	Tamarite de Litera	22	Huesca	40	40	0
2012	22226	Tardienta	22	Huesca	6	6	0
2012	22227	Tella-Sin	22	Huesca	0	0	0
2012	22228	Tierz	22	Huesca	3	3	0
2012	22229	Tolva	22	Huesca	0	0	0
2012	22230	Torla-Ordesa	22	Huesca	0	0	0
2012	22232	Torralba de Aragón	22	Huesca	0	0	0
2012	22233	Torre la Ribera	22	Huesca	1	1	0
2012	22234	Torrente de Cinca	22	Huesca	4	4	0
2012	22235	Torres de Alcanadre	22	Huesca	1	1	0
2012	22236	Torres de Barbués	22	Huesca	0	0	0
2012	22239	Tramaced	22	Huesca	0	0	0
2012	22242	Valfarta	22	Huesca	0	0	0
2012	22243	Valle de Bardají	22	Huesca	0	0	0
2012	22244	Valle de Lierp	22	Huesca	0	0	0
2012	22245	Velilla de Cinca	22	Huesca	2	2	0
2012	22246	Beranuy	22	Huesca	6	6	0
2012	22247	Viacamp y Litera	22	Huesca	0	0	0
2012	22248	Vicién	22	Huesca	0	0	0
2012	22249	Villanova	22	Huesca	2	2	0
2012	22250	Villanúa	22	Huesca	30	30	0
2012	22251	Villanueva de Sigena	22	Huesca	9	8	1
2012	22252	Yebra de Basa	22	Huesca	1	1	0
2012	22253	Yésero	22	Huesca	1	1	0
2012	22254	Zaidín	22	Huesca	4	4	0
2012	22901	Valle de Hecho	22	Huesca	6	6	0
2012	22902	Puente la Reina de Jaca	22	Huesca	1	0	1
2012	22903	San Miguel del Cinca	22	Huesca	2	2	0
2012	22904	Sotonera (La)	22	Huesca	4	4	0
2012	22905	Lupiñén-Ortilla	22	Huesca	2	2	0
2012	22906	Santa María de Dulcis	22	Huesca	4	4	0
2012	22907	Aínsa-Sobrarbe	22	Huesca	30	30	0
2012	22908	Hoz y Costeán	22	Huesca	1	1	0
2012	22909	Vencillón	22	Huesca	0	0	0
2012	44001	Ababuj	44	Teruel	0	0	0
2012	44002	Abejuela	44	Teruel	0	0	0
2012	44003	Aguatón	44	Teruel	1	1	0
2012	44004	Aguaviva	44	Teruel	4	4	0
2012	44005	Aguilar del Alfambra	44	Teruel	0	0	0
2012	44006	Alacón	44	Teruel	2	2	0
2012	44007	Alba	44	Teruel	2	2	0
2012	44008	Albalate del Arzobispo	44	Teruel	14	13	1
2012	44009	Albarracín	44	Teruel	16	16	0
2012	44010	Albentosa	44	Teruel	1	1	0
2012	44011	Alcaine	44	Teruel	0	0	0
2012	44012	Alcalá de la Selva	44	Teruel	20	20	0
2012	44013	Alcañiz	44	Teruel	139	127	12
2012	44014	Alcorisa	44	Teruel	17	16	1
2012	44016	Alfambra	44	Teruel	2	2	0
2012	44017	Aliaga	44	Teruel	5	5	0
2012	44018	Almohaja	44	Teruel	1	1	0
2012	44019	Alobras	44	Teruel	0	0	0
2012	44020	Alpeñés	44	Teruel	2	2	0
2012	44021	Allepuz	44	Teruel	1	1	0
2012	44022	Alloza	44	Teruel	4	4	0
2012	44023	Allueva	44	Teruel	0	0	0
2012	44024	Anadón	44	Teruel	0	0	0
2012	44025	Andorra	44	Teruel	66	65	1
2012	44026	Arcos de las Salinas	44	Teruel	3	3	0
2012	44027	Arens de Lledó	44	Teruel	1	1	0
2012	44028	Argente	44	Teruel	2	2	0
2012	44029	Ariño	44	Teruel	4	2	2
2012	44031	Azaila	44	Teruel	1	1	0
2012	44032	Bádenas	44	Teruel	1	1	0
2012	44033	Báguena	44	Teruel	2	2	0
2012	44034	Bañón	44	Teruel	4	4	0
2012	44035	Barrachina	44	Teruel	2	2	0
2012	44036	Bea	44	Teruel	0	0	0
2012	44037	Beceite	44	Teruel	6	6	0
2012	44038	Belmonte de San José	44	Teruel	1	1	0
2012	44039	Bello	44	Teruel	0	0	0
2012	44040	Berge	44	Teruel	3	3	0
2012	44041	Bezas	44	Teruel	0	0	0
2012	44042	Blancas	44	Teruel	0	0	0
2012	44043	Blesa	44	Teruel	4	4	0
2012	44044	Bordón	44	Teruel	0	0	0
2012	44045	Bronchales	44	Teruel	14	14	0
2012	44046	Bueña	44	Teruel	0	0	0
2012	44047	Burbáguena	44	Teruel	0	0	0
2012	44048	Cabra de Mora	44	Teruel	0	0	0
2012	44049	Calaceite	44	Teruel	5	5	0
2012	44050	Calamocha	44	Teruel	26	26	0
2012	44051	Calanda	44	Teruel	33	33	0
2012	44052	Calomarde	44	Teruel	0	0	0
2012	44053	Camañas	44	Teruel	1	1	0
2012	44054	Camarena de la Sierra	44	Teruel	11	11	0
2012	44055	Camarillas	44	Teruel	3	3	0
2012	44056	Caminreal	44	Teruel	3	3	0
2012	44059	Cantavieja	44	Teruel	6	6	0
2012	44060	Cañada de Benatanduz	44	Teruel	0	0	0
2012	44061	Cañada de Verich (La)	44	Teruel	1	1	0
2012	44062	Cañada Vellida	44	Teruel	0	0	0
2012	44063	Cañizar del Olivar	44	Teruel	2	2	0
2012	44064	Cascante del Río	44	Teruel	0	0	0
2012	44065	Castejón de Tornos	44	Teruel	1	1	0
2012	44066	Castel de Cabra	44	Teruel	1	1	0
2012	44067	Castelnou	44	Teruel	0	0	0
2012	44068	Castelserás	44	Teruel	0	0	0
2012	44070	Castellar (El)	44	Teruel	0	0	0
2012	44071	Castellote	44	Teruel	7	7	0
2012	44074	Cedrillas	44	Teruel	3	3	0
2012	44075	Celadas	44	Teruel	1	1	0
2012	44076	Cella	44	Teruel	8	8	0
2012	44077	Cerollera (La)	44	Teruel	0	0	0
2012	44080	Codoñera (La)	44	Teruel	3	3	0
2012	44082	Corbalán	44	Teruel	0	0	0
2012	44084	Cortes de Aragón	44	Teruel	2	2	0
2012	44085	Cosa	44	Teruel	0	0	0
2012	44086	Cretas	44	Teruel	1	1	0
2012	44087	Crivillén	44	Teruel	1	1	0
2012	44088	Cuba (La)	44	Teruel	0	0	0
2012	44089	Cubla	44	Teruel	0	0	0
2012	44090	Cucalón	44	Teruel	0	0	0
2012	44092	Cuervo (El)	44	Teruel	0	0	0
2012	44093	Cuevas de Almudén	44	Teruel	0	0	0
2012	44094	Cuevas Labradas	44	Teruel	1	1	0
2012	44096	Ejulve	44	Teruel	0	0	0
2012	44097	Escorihuela	44	Teruel	1	1	0
2012	44099	Escucha	44	Teruel	3	2	1
2012	44100	Estercuel	44	Teruel	2	2	0
2012	44101	Ferreruela de Huerva	44	Teruel	0	0	0
2012	44102	Fonfría	44	Teruel	0	0	0
2012	44103	Formiche Alto	44	Teruel	1	1	0
2012	44105	Fórnoles	44	Teruel	3	3	0
2012	44106	Fortanete	44	Teruel	1	1	0
2012	44107	Foz-Calanda	44	Teruel	3	3	0
2012	44108	Fresneda (La)	44	Teruel	3	3	0
2012	44109	Frías de Albarracín	44	Teruel	1	1	0
2012	44110	Fuenferrada	44	Teruel	3	3	0
2012	44111	Fuentes Calientes	44	Teruel	0	0	0
2012	44112	Fuentes Claras	44	Teruel	3	3	0
2012	44113	Fuentes de Rubielos	44	Teruel	1	1	0
2012	44114	Fuentespalda	44	Teruel	3	3	0
2012	44115	Galve	44	Teruel	0	0	0
2012	44116	Gargallo	44	Teruel	3	3	0
2012	44117	Gea de Albarracín	44	Teruel	5	5	0
2012	44118	Ginebrosa (La)	44	Teruel	2	2	0
2012	44119	Griegos	44	Teruel	1	1	0
2012	44120	Guadalaviar	44	Teruel	1	1	0
2012	44121	Gúdar	44	Teruel	6	6	0
2012	44122	Híjar	44	Teruel	15	15	0
2012	44123	Hinojosa de Jarque	44	Teruel	0	0	0
2012	44124	Hoz de la Vieja (La)	44	Teruel	0	0	0
2012	44125	Huesa del Común	44	Teruel	1	1	0
2012	44126	Iglesuela del Cid (La)	44	Teruel	1	1	0
2012	44127	Jabaloyas	44	Teruel	0	0	0
2012	44128	Jarque de la Val	44	Teruel	0	0	0
2012	44129	Jatiel	44	Teruel	0	0	0
2012	44130	Jorcas	44	Teruel	0	0	0
2012	44131	Josa	44	Teruel	1	1	0
2012	44132	Lagueruela	44	Teruel	0	0	0
2012	44133	Lanzuela	44	Teruel	0	0	0
2012	44135	Libros	44	Teruel	0	0	0
2012	44136	Lidón	44	Teruel	0	0	0
2012	44137	Linares de Mora	44	Teruel	3	3	0
2012	44138	Loscos	44	Teruel	0	0	0
2012	44141	Lledó	44	Teruel	0	0	0
2012	44142	Maicas	44	Teruel	1	1	0
2012	44143	Manzanera	44	Teruel	3	3	0
2012	44144	Martín del Río	44	Teruel	3	3	0
2012	44145	Mas de las Matas	44	Teruel	7	7	0
2012	44146	Mata de los Olmos (La)	44	Teruel	0	0	0
2012	44147	Mazaleón	44	Teruel	2	2	0
2012	44148	Mezquita de Jarque	44	Teruel	1	1	0
2012	44149	Mirambel	44	Teruel	2	2	0
2012	44150	Miravete de la Sierra	44	Teruel	0	0	0
2012	44151	Molinos	44	Teruel	1	1	0
2012	44152	Monforte de Moyuela	44	Teruel	1	1	0
2012	44153	Monreal del Campo	44	Teruel	8	8	0
2012	44154	Monroyo	44	Teruel	0	0	0
2012	44155	Montalbán	44	Teruel	11	10	1
2012	44156	Monteagudo del Castillo	44	Teruel	0	0	0
2012	44157	Monterde de Albarracín	44	Teruel	1	1	0
2012	44158	Mora de Rubielos	44	Teruel	39	39	0
2012	44159	Moscardón	44	Teruel	2	2	0
2012	44160	Mosqueruela	44	Teruel	5	5	0
2012	44161	Muniesa	44	Teruel	8	8	0
2012	44163	Noguera de Albarracín	44	Teruel	0	0	0
2012	44164	Nogueras	44	Teruel	0	0	0
2012	44165	Nogueruelas	44	Teruel	5	5	0
2012	44167	Obón	44	Teruel	1	1	0
2012	44168	Odón	44	Teruel	1	1	0
2012	44169	Ojos Negros	44	Teruel	2	2	0
2012	44171	Olba	44	Teruel	0	0	0
2012	44172	Oliete	44	Teruel	5	5	0
2012	44173	Olmos (Los)	44	Teruel	1	1	0
2012	44174	Orihuela del Tremedal	44	Teruel	4	4	0
2012	44175	Orrios	44	Teruel	0	0	0
2012	44176	Palomar de Arroyos	44	Teruel	1	1	0
2012	44177	Pancrudo	44	Teruel	1	1	0
2012	44178	Parras de Castellote (Las)	44	Teruel	0	0	0
2012	44179	Peñarroya de Tastavins	44	Teruel	2	2	0
2012	44180	Peracense	44	Teruel	0	0	0
2012	44181	Peralejos	44	Teruel	1	1	0
2012	44182	Perales del Alfambra	44	Teruel	0	0	0
2012	44183	Pitarque	44	Teruel	0	0	0
2012	44184	Plou	44	Teruel	0	0	0
2012	44185	Pobo (El)	44	Teruel	1	1	0
2012	44187	Portellada (La)	44	Teruel	1	1	0
2012	44189	Pozondón	44	Teruel	0	0	0
2012	44190	Pozuel del Campo	44	Teruel	1	1	0
2012	44191	Puebla de Híjar (La)	44	Teruel	12	11	1
2012	44192	Puebla de Valverde (La)	44	Teruel	1	1	0
2012	44193	Puertomingalvo	44	Teruel	3	3	0
2012	44194	Ráfales	44	Teruel	0	0	0
2012	44195	Rillo	44	Teruel	0	0	0
2012	44196	Riodeva	44	Teruel	2	2	0
2012	44197	Ródenas	44	Teruel	0	0	0
2012	44198	Royuela	44	Teruel	1	1	0
2012	44199	Rubiales	44	Teruel	0	0	0
2012	44200	Rubielos de la Cérida	44	Teruel	1	1	0
2012	44201	Rubielos de Mora	44	Teruel	32	32	0
2012	44203	Salcedillo	44	Teruel	0	0	0
2012	44204	Saldón	44	Teruel	0	0	0
2012	44205	Samper de Calanda	44	Teruel	4	4	0
2012	44206	San Agustín	44	Teruel	8	8	0
2012	44207	San Martín del Río	44	Teruel	2	2	0
2012	44208	Santa Cruz de Nogueras	44	Teruel	1	1	0
2012	44209	Santa Eulalia	44	Teruel	4	4	0
2012	44210	Sarrión	44	Teruel	8	8	0
2012	44211	Segura de los Baños	44	Teruel	0	0	0
2012	44212	Seno	44	Teruel	1	1	0
2012	44213	Singra	44	Teruel	1	1	0
2012	44215	Terriente	44	Teruel	0	0	0
2012	44216	Teruel	44	Teruel	385	290	95
2012	44217	Toril y Masegoso	44	Teruel	0	0	0
2012	44218	Tormón	44	Teruel	0	0	0
2012	44219	Tornos	44	Teruel	1	1	0
2012	44220	Torralba de los Sisones	44	Teruel	1	1	0
2012	44221	Torrecilla de Alcañiz	44	Teruel	1	1	0
2012	44222	Torrecilla del Rebollar	44	Teruel	1	1	0
2012	44223	Torre de Arcas	44	Teruel	0	0	0
2012	44224	Torre de las Arcas	44	Teruel	2	2	0
2012	44225	Torre del Compte	44	Teruel	1	1	0
2012	44226	Torrelacárcel	44	Teruel	2	2	0
2012	44227	Torre los Negros	44	Teruel	0	0	0
2012	44228	Torremocha de Jiloca	44	Teruel	1	1	0
2012	44229	Torres de Albarracín	44	Teruel	0	0	0
2012	44230	Torrevelilla	44	Teruel	1	1	0
2012	44231	Torrijas	44	Teruel	3	3	0
2012	44232	Torrijo del Campo	44	Teruel	3	3	0
2012	44234	Tramacastiel	44	Teruel	2	2	0
2012	44235	Tramacastilla	44	Teruel	0	0	0
2012	44236	Tronchón	44	Teruel	1	1	0
2012	44237	Urrea de Gaén	44	Teruel	3	3	0
2012	44238	Utrillas	44	Teruel	20	17	3
2012	44239	Valacloche	44	Teruel	1	1	0
2012	44240	Valbona	44	Teruel	1	1	0
2012	44241	Valdealgorfa	44	Teruel	5	5	0
2012	44243	Valdecuenca	44	Teruel	1	1	0
2012	44244	Valdelinares	44	Teruel	1	1	0
2012	44245	Valdeltormo	44	Teruel	1	1	0
2012	44246	Valderrobres	44	Teruel	16	16	0
2012	44247	Valjunquera	44	Teruel	1	1	0
2012	44249	Vallecillo (El)	44	Teruel	1	1	0
2012	44250	Veguillas de la Sierra	44	Teruel	0	0	0
2012	44251	Villafranca del Campo	44	Teruel	0	0	0
2012	44252	Villahermosa del Campo	44	Teruel	1	1	0
2012	44256	Villanueva del Rebollar de la Sierra	44	Teruel	0	0	0
2012	44257	Villar del Cobo	44	Teruel	7	7	0
2012	44258	Villar del Salz	44	Teruel	0	0	0
2012	44260	Villarluengo	44	Teruel	5	5	0
2012	44261	Villarquemado	44	Teruel	0	0	0
2012	44262	Villarroya de los Pinares	44	Teruel	2	2	0
2012	44263	Villastar	44	Teruel	2	2	0
2012	44264	Villel	44	Teruel	5	5	0
2012	44265	Vinaceite	44	Teruel	2	2	0
2012	44266	Visiedo	44	Teruel	0	0	0
2012	44267	Vivel del Río Martín	44	Teruel	0	0	0
2012	44268	Zoma (La)	44	Teruel	0	0	0
2012	50001	Abanto	50	Zaragoza	1	1	0
2012	50002	Acered	50	Zaragoza	2	2	0
2012	50003	Agón	50	Zaragoza	1	1	0
2012	50004	Aguarón	50	Zaragoza	3	3	0
2012	50005	Aguilón	50	Zaragoza	1	1	0
2012	50006	Ainzón	50	Zaragoza	6	6	0
2012	50007	Aladrén	50	Zaragoza	0	0	0
2012	50008	Alagón	50	Zaragoza	48	46	2
2012	50009	Alarba	50	Zaragoza	0	0	0
2012	50010	Alberite de San Juan	50	Zaragoza	0	0	0
2012	50011	Albeta	50	Zaragoza	1	1	0
2012	50012	Alborge	50	Zaragoza	0	0	0
2012	50013	Alcalá de Ebro	50	Zaragoza	2	2	0
2012	50014	Alcalá de Moncayo	50	Zaragoza	4	4	0
2012	50015	Alconchel de Ariza	50	Zaragoza	2	2	0
2012	50016	Aldehuela de Liestos	50	Zaragoza	0	0	0
2012	50017	Alfajarín	50	Zaragoza	14	14	0
2012	50018	Alfamén	50	Zaragoza	5	5	0
2012	50019	Alforque	50	Zaragoza	1	1	0
2012	50020	Alhama de Aragón	50	Zaragoza	7	7	0
2012	50021	Almochuel	50	Zaragoza	1	1	0
2012	50022	Almolda (La)	50	Zaragoza	0	0	0
2012	50023	Almonacid de la Cuba	50	Zaragoza	1	1	0
2012	50024	Almonacid de la Sierra	50	Zaragoza	5	5	0
2012	50025	Almunia de Doña Godina (La)	50	Zaragoza	43	43	0
