Municipio código	Municipio nombre	Año de construcción	Número hogares
50165	Mequinenza	 Antes de 1900	2
50165	Mequinenza	1900 - 1920	1
50165	Mequinenza	1921 - 1940	4
50165	Mequinenza	1941 - 1950	3
50165	Mequinenza	1951 - 1960	1
50165	Mequinenza	1961 - 1970	85
50165	Mequinenza	1971 - 1980	597
50165	Mequinenza	1981 - 1990	169
50165	Mequinenza	1992	1
50165	Mequinenza	1993	1
50165	Mequinenza	1994	2
50165	Mequinenza	1995	8
50165	Mequinenza	1996	1
50165	Mequinenza	1997	1
50165	Mequinenza	1998	2
50165	Mequinenza	1999	2
50165	Mequinenza	2000	10
50165	Mequinenza	2001	2
50166	Mesones de Isuela	 Antes de 1900	2
50166	Mesones de Isuela	1900 - 1920	1
50166	Mesones de Isuela	1921 - 1940	2
50166	Mesones de Isuela	1941 - 1950	15
50166	Mesones de Isuela	1951 - 1960	45
50166	Mesones de Isuela	1961 - 1970	29
50166	Mesones de Isuela	1971 - 1980	21
50166	Mesones de Isuela	1981 - 1990	16
50166	Mesones de Isuela	1999	1
50166	Mesones de Isuela	2000	1
50167	Mezalocha	 Antes de 1900	62
50167	Mezalocha	1900 - 1920	17
50167	Mezalocha	1921 - 1940	3
50167	Mezalocha	1941 - 1950	8
50167	Mezalocha	1951 - 1960	9
50167	Mezalocha	1971 - 1980	3
50167	Mezalocha	1981 - 1990	2
50167	Mezalocha	1995	1
50167	Mezalocha	1999	2
50168	Mianos	 Antes de 1900	14
50168	Mianos	1900 - 1920	1
50168	Mianos	1921 - 1940	2
50168	Mianos	1981 - 1990	2
50169	Miedes de Aragón	  No aplicable	1
50169	Miedes de Aragón	 Antes de 1900	45
50169	Miedes de Aragón	1900 - 1920	50
50169	Miedes de Aragón	1921 - 1940	14
50169	Miedes de Aragón	1941 - 1950	7
50169	Miedes de Aragón	1951 - 1960	15
50169	Miedes de Aragón	1961 - 1970	3
50169	Miedes de Aragón	1971 - 1980	10
50169	Miedes de Aragón	1981 - 1990	26
50169	Miedes de Aragón	1991	1
50169	Miedes de Aragón	1992	1
50169	Miedes de Aragón	1994	2
50169	Miedes de Aragón	1995	3
50169	Miedes de Aragón	1996	1
50169	Miedes de Aragón	1998	2
50169	Miedes de Aragón	2001	1
50170	Monegrillo	 Antes de 1900	54
50170	Monegrillo	1900 - 1920	6
50170	Monegrillo	1921 - 1940	11
50170	Monegrillo	1941 - 1950	8
50170	Monegrillo	1951 - 1960	7
50170	Monegrillo	1961 - 1970	26
50170	Monegrillo	1971 - 1980	28
50170	Monegrillo	1981 - 1990	11
50170	Monegrillo	1991	3
50170	Monegrillo	1992	1
50170	Monegrillo	1993	1
50170	Monegrillo	1994	1
50170	Monegrillo	1995	3
50170	Monegrillo	1999	1
50170	Monegrillo	2000	2
50170	Monegrillo	2001	1
50171	Moneva	 Antes de 1900	1
50171	Moneva	1900 - 1920	3
50171	Moneva	1921 - 1940	3
50171	Moneva	1941 - 1950	11
50171	Moneva	1951 - 1960	11
50171	Moneva	1961 - 1970	6
50171	Moneva	1971 - 1980	11
50171	Moneva	1981 - 1990	24
50171	Moneva	1991	2
50171	Moneva	1992	1
50171	Moneva	1993	2
50171	Moneva	1994	2
50171	Moneva	1998	1
50171	Moneva	1999	1
50171	Moneva	2001	1
50172	Monreal de Ariza	 Antes de 1900	37
50172	Monreal de Ariza	1900 - 1920	26
50172	Monreal de Ariza	1921 - 1940	3
50172	Monreal de Ariza	1941 - 1950	13
50172	Monreal de Ariza	1951 - 1960	15
50172	Monreal de Ariza	1961 - 1970	1
50172	Monreal de Ariza	1971 - 1980	8
50172	Monreal de Ariza	1981 - 1990	13
50172	Monreal de Ariza	1992	1
50172	Monreal de Ariza	1994	1
50172	Monreal de Ariza	1997	1
50172	Monreal de Ariza	1998	1
50172	Monreal de Ariza	2000	1
50172	Monreal de Ariza	2001	1
50173	Monterde	 Antes de 1900	31
50173	Monterde	1900 - 1920	41
50173	Monterde	1921 - 1940	11
50173	Monterde	1941 - 1950	2
50173	Monterde	1951 - 1960	2
50173	Monterde	1961 - 1970	5
50173	Monterde	1971 - 1980	12
50173	Monterde	1981 - 1990	7
50173	Monterde	1991	2
50173	Monterde	1998	1
50173	Monterde	1999	1
50173	Monterde	2000	1
50174	Montón	1900 - 1920	1
50174	Montón	1921 - 1940	2
50174	Montón	1941 - 1950	2
50174	Montón	1951 - 1960	12
50174	Montón	1961 - 1970	15
50174	Montón	1971 - 1980	13
50174	Montón	1981 - 1990	12
50174	Montón	1997	1
50174	Montón	1999	1
50174	Montón	2000	1
50174	Montón	2001	1
50175	Morata de Jalón	  No aplicable	1
50175	Morata de Jalón	 Antes de 1900	96
50175	Morata de Jalón	1900 - 1920	57
50175	Morata de Jalón	1921 - 1940	99
50175	Morata de Jalón	1941 - 1950	71
50175	Morata de Jalón	1951 - 1960	52
50175	Morata de Jalón	1961 - 1970	84
50175	Morata de Jalón	1971 - 1980	68
50175	Morata de Jalón	1981 - 1990	43
50175	Morata de Jalón	1992	1
50175	Morata de Jalón	1993	3
50175	Morata de Jalón	1994	6
50175	Morata de Jalón	1995	2
50175	Morata de Jalón	1996	2
50175	Morata de Jalón	1997	1
50175	Morata de Jalón	1998	3
50175	Morata de Jalón	2000	1
50175	Morata de Jalón	2001	1
50176	Morata de Jiloca	 Antes de 1900	70
50176	Morata de Jiloca	1900 - 1920	18
50176	Morata de Jiloca	1921 - 1940	5
50176	Morata de Jiloca	1941 - 1950	1
50176	Morata de Jiloca	1951 - 1960	4
50176	Morata de Jiloca	1961 - 1970	3
50176	Morata de Jiloca	1971 - 1980	12
50176	Morata de Jiloca	1981 - 1990	16
50176	Morata de Jiloca	1993	1
50176	Morata de Jiloca	1999	1
50176	Morata de Jiloca	2001	1
50177	Morés	 Antes de 1900	39
50177	Morés	1900 - 1920	31
50177	Morés	1921 - 1940	16
50177	Morés	1941 - 1950	25
50177	Morés	1951 - 1960	22
50177	Morés	1961 - 1970	8
50177	Morés	1971 - 1980	23
50177	Morés	1981 - 1990	9
50177	Morés	1991	3
50177	Morés	1993	2
50177	Morés	1994	4
50177	Morés	1996	1
50177	Morés	1998	3
50177	Morés	2000	1
50177	Morés	2001	4
50178	Moros	  No aplicable	1
50178	Moros	 Antes de 1900	9
50178	Moros	1900 - 1920	3
50178	Moros	1921 - 1940	1
50178	Moros	1941 - 1950	8
50178	Moros	1951 - 1960	16
50178	Moros	1961 - 1970	27
50178	Moros	1971 - 1980	95
50178	Moros	1981 - 1990	30
50178	Moros	1991	3
50178	Moros	1992	5
50178	Moros	1993	2
50178	Moros	1994	3
50178	Moros	1995	2
50178	Moros	1996	4
50178	Moros	1997	4
50178	Moros	1998	2
50178	Moros	1999	2
50178	Moros	2001	5
50179	Moyuela	 Antes de 1900	1
50179	Moyuela	1900 - 1920	118
50179	Moyuela	1921 - 1940	20
50179	Moyuela	1941 - 1950	5
50179	Moyuela	1951 - 1960	2
50179	Moyuela	1997	1
50180	Mozota	  No aplicable	1
50180	Mozota	 Antes de 1900	8
50180	Mozota	1900 - 1920	18
50180	Mozota	1921 - 1940	6
50180	Mozota	1951 - 1960	2
50180	Mozota	1961 - 1970	4
50180	Mozota	1971 - 1980	6
50180	Mozota	1981 - 1990	3
50181	Muel	 Antes de 1900	49
50181	Muel	1900 - 1920	12
50181	Muel	1921 - 1940	24
50181	Muel	1941 - 1950	52
50181	Muel	1951 - 1960	27
50181	Muel	1961 - 1970	73
50181	Muel	1971 - 1980	113
50181	Muel	1981 - 1990	25
50181	Muel	1991	15
50181	Muel	1992	5
50181	Muel	1993	4
50181	Muel	1994	2
50181	Muel	1995	1
50181	Muel	1996	3
50181	Muel	1997	6
50181	Muel	1998	2
50181	Muel	2000	4
50181	Muel	2001	3
50182	Muela (La)	  No aplicable	2
50182	Muela (La)	 Antes de 1900	14
50182	Muela (La)	1900 - 1920	62
50182	Muela (La)	1921 - 1940	58
50182	Muela (La)	1941 - 1950	14
50182	Muela (La)	1951 - 1960	26
50182	Muela (La)	1961 - 1970	22
50182	Muela (La)	1971 - 1980	131
50182	Muela (La)	1981 - 1990	107
50182	Muela (La)	1991	6
50182	Muela (La)	1992	12
50182	Muela (La)	1993	18
50182	Muela (La)	1994	8
50182	Muela (La)	1995	8
50182	Muela (La)	1996	8
50182	Muela (La)	1997	25
50182	Muela (La)	1998	40
50182	Muela (La)	1999	61
50182	Muela (La)	2000	24
50182	Muela (La)	2001	21
50183	Munébrega	 Antes de 1900	138
50183	Munébrega	1900 - 1920	6
50183	Munébrega	1921 - 1940	1
50183	Munébrega	1961 - 1970	4
50183	Munébrega	1971 - 1980	6
50183	Munébrega	1981 - 1990	8
50183	Munébrega	1991	4
50183	Munébrega	1992	1
50183	Munébrega	1993	2
50183	Munébrega	1994	1
50183	Munébrega	1995	2
50183	Munébrega	1996	1
50183	Munébrega	1998	4
50183	Munébrega	1999	1
50183	Munébrega	2000	2
50183	Munébrega	2001	1
50184	Murero	  No aplicable	1
50184	Murero	 Antes de 1900	32
50184	Murero	1900 - 1920	7
50184	Murero	1921 - 1940	2
50184	Murero	1941 - 1950	1
50184	Murero	1951 - 1960	5
50184	Murero	1961 - 1970	3
50184	Murero	1971 - 1980	4
50184	Murero	1981 - 1990	3
50184	Murero	1992	1
50184	Murero	1993	1
50184	Murero	1999	1
50184	Murero	2000	1
50184	Murero	2001	1
50185	Murillo de Gállego	 Antes de 1900	17
50185	Murillo de Gállego	1941 - 1950	2
50185	Murillo de Gállego	1951 - 1960	8
50185	Murillo de Gállego	1961 - 1970	10
50185	Murillo de Gállego	1971 - 1980	19
50185	Murillo de Gállego	1981 - 1990	13
50185	Murillo de Gállego	1991	1
50185	Murillo de Gállego	1995	1
50185	Murillo de Gállego	1998	1
50185	Murillo de Gállego	2000	1
50185	Murillo de Gállego	2001	4
50186	Navardún	 Antes de 1900	17
50186	Navardún	1900 - 1920	1
50186	Navardún	1921 - 1940	1
50186	Navardún	1941 - 1950	2
50186	Navardún	1971 - 1980	4
50187	Nigüella	 Antes de 1900	1
50187	Nigüella	1941 - 1950	5
50187	Nigüella	1951 - 1960	22
50187	Nigüella	1961 - 1970	9
50187	Nigüella	1971 - 1980	7
50188	Nombrevilla	1900 - 1920	4
50188	Nombrevilla	1971 - 1980	2
50188	Nombrevilla	1981 - 1990	4
50188	Nombrevilla	1991	1
50188	Nombrevilla	1995	5
50188	Nombrevilla	1996	1
50188	Nombrevilla	1997	2
50188	Nombrevilla	1998	3
50188	Nombrevilla	1999	2
50188	Nombrevilla	2000	3
50189	Nonaspe	  No aplicable	1
50189	Nonaspe	 Antes de 1900	5
50189	Nonaspe	1900 - 1920	18
50189	Nonaspe	1921 - 1940	37
50189	Nonaspe	1941 - 1950	26
50189	Nonaspe	1951 - 1960	47
50189	Nonaspe	1961 - 1970	29
50189	Nonaspe	1971 - 1980	90
50189	Nonaspe	1981 - 1990	79
50189	Nonaspe	1991	5
50189	Nonaspe	1992	8
50189	Nonaspe	1994	4
50189	Nonaspe	1995	5
50189	Nonaspe	1996	10
50189	Nonaspe	1997	15
50189	Nonaspe	1998	15
50189	Nonaspe	1999	13
50189	Nonaspe	2000	5
50189	Nonaspe	2001	13
50190	Novallas	  No aplicable	2
50190	Novallas	 Antes de 1900	79
50190	Novallas	1900 - 1920	14
50190	Novallas	1921 - 1940	33
50190	Novallas	1941 - 1950	24
50190	Novallas	1951 - 1960	13
50190	Novallas	1961 - 1970	13
50190	Novallas	1971 - 1980	42
50190	Novallas	1981 - 1990	27
50190	Novallas	1991	11
50190	Novallas	1992	6
50190	Novallas	1993	3
50190	Novallas	1994	17
50190	Novallas	1995	6
50190	Novallas	1996	3
50190	Novallas	1997	2
50190	Novallas	1999	4
50190	Novallas	2000	3
50190	Novallas	2001	3
50191	Novillas	  No aplicable	1
50191	Novillas	 Antes de 1900	37
50191	Novillas	1900 - 1920	17
50191	Novillas	1921 - 1940	12
50191	Novillas	1941 - 1950	12
50191	Novillas	1951 - 1960	49
50191	Novillas	1961 - 1970	24
50191	Novillas	1971 - 1980	33
50191	Novillas	1981 - 1990	29
50191	Novillas	1991	4
50191	Novillas	1992	3
50191	Novillas	1993	3
50191	Novillas	1994	2
50191	Novillas	1995	4
50191	Novillas	1996	1
50191	Novillas	1997	6
50191	Novillas	1998	3
50191	Novillas	1999	1
50191	Novillas	2000	5
50191	Novillas	2001	4
50192	Nuévalos	  No aplicable	2
50192	Nuévalos	 Antes de 1900	10
50192	Nuévalos	1921 - 1940	5
50192	Nuévalos	1941 - 1950	10
50192	Nuévalos	1951 - 1960	9
50192	Nuévalos	1961 - 1970	19
50192	Nuévalos	1971 - 1980	30
50192	Nuévalos	1981 - 1990	7
50192	Nuévalos	1991	3
50192	Nuévalos	1992	6
50192	Nuévalos	1993	4
50192	Nuévalos	1994	2
50192	Nuévalos	1995	11
50192	Nuévalos	1996	5
50192	Nuévalos	1997	1
50192	Nuévalos	1998	2
50192	Nuévalos	1999	5
50192	Nuévalos	2000	4
50193	Nuez de Ebro	 Antes de 1900	7
50193	Nuez de Ebro	1900 - 1920	3
50193	Nuez de Ebro	1921 - 1940	5
50193	Nuez de Ebro	1941 - 1950	10
50193	Nuez de Ebro	1951 - 1960	9
50193	Nuez de Ebro	1961 - 1970	19
50193	Nuez de Ebro	1971 - 1980	59
50193	Nuez de Ebro	1981 - 1990	35
50193	Nuez de Ebro	1991	4
50193	Nuez de Ebro	1992	11
50193	Nuez de Ebro	1993	4
50193	Nuez de Ebro	1994	9
50193	Nuez de Ebro	1995	8
50193	Nuez de Ebro	1996	4
50193	Nuez de Ebro	1997	3
50193	Nuez de Ebro	1998	5
50193	Nuez de Ebro	1999	5
50193	Nuez de Ebro	2000	3
50193	Nuez de Ebro	2001	2
50194	Olvés	 Antes de 1900	5
50194	Olvés	1900 - 1920	1
50194	Olvés	1921 - 1940	6
50194	Olvés	1941 - 1950	8
50194	Olvés	1951 - 1960	13
50194	Olvés	1961 - 1970	8
50194	Olvés	1971 - 1980	9
50194	Olvés	1981 - 1990	7
50194	Olvés	2000	1
50195	Orcajo	1921 - 1940	1
50195	Orcajo	1951 - 1960	4
50195	Orcajo	1961 - 1970	2
50195	Orcajo	1971 - 1980	4
50195	Orcajo	1981 - 1990	4
50195	Orcajo	1991	2
50195	Orcajo	1995	1
50195	Orcajo	1996	1
50195	Orcajo	1998	1
50195	Orcajo	2000	1
50196	Orera	 Antes de 1900	13
50196	Orera	1900 - 1920	9
50196	Orera	1921 - 1940	10
50196	Orera	1941 - 1950	1
50196	Orera	1951 - 1960	10
50196	Orera	1961 - 1970	4
50196	Orera	1971 - 1980	1
50196	Orera	1981 - 1990	2
50196	Orera	2000	1
50197	Orés	 Antes de 1900	4
50197	Orés	1900 - 1920	1
50197	Orés	1921 - 1940	3
50197	Orés	1941 - 1950	4
50197	Orés	1951 - 1960	14
50197	Orés	1961 - 1970	12
50197	Orés	1971 - 1980	3
50197	Orés	1981 - 1990	8
50197	Orés	1997	1
50197	Orés	2001	1
50198	Oseja	 Antes de 1900	24
50199	Osera de Ebro	 Antes de 1900	1
50199	Osera de Ebro	1900 - 1920	1
50199	Osera de Ebro	1941 - 1950	2
50199	Osera de Ebro	1951 - 1960	12
50199	Osera de Ebro	1961 - 1970	42
50199	Osera de Ebro	1971 - 1980	53
50199	Osera de Ebro	1981 - 1990	11
50199	Osera de Ebro	1993	1
50199	Osera de Ebro	1998	1
50199	Osera de Ebro	1999	1
50199	Osera de Ebro	2000	1
50199	Osera de Ebro	2001	1
50200	Paniza	 Antes de 1900	28
50200	Paniza	1900 - 1920	70
50200	Paniza	1921 - 1940	98
50200	Paniza	1941 - 1950	18
50200	Paniza	1951 - 1960	18
50200	Paniza	1961 - 1970	7
50200	Paniza	1971 - 1980	9
50200	Paniza	1981 - 1990	9
50200	Paniza	1991	2
50200	Paniza	1997	1
50200	Paniza	2000	1
50200	Paniza	2001	1
50201	Paracuellos de Jiloca	 Antes de 1900	33
50201	Paracuellos de Jiloca	1900 - 1920	42
50201	Paracuellos de Jiloca	1921 - 1940	24
50201	Paracuellos de Jiloca	1941 - 1950	12
50201	Paracuellos de Jiloca	1951 - 1960	7
50201	Paracuellos de Jiloca	1961 - 1970	13
50201	Paracuellos de Jiloca	1971 - 1980	16
50201	Paracuellos de Jiloca	1981 - 1990	10
50201	Paracuellos de Jiloca	1991	2
50201	Paracuellos de Jiloca	1992	2
50201	Paracuellos de Jiloca	1994	4
50201	Paracuellos de Jiloca	1995	2
50201	Paracuellos de Jiloca	1996	2
50201	Paracuellos de Jiloca	1997	3
50201	Paracuellos de Jiloca	1998	2
50201	Paracuellos de Jiloca	1999	3
50201	Paracuellos de Jiloca	2000	1
50201	Paracuellos de Jiloca	2001	9
50202	Paracuellos de la Ribera	 Antes de 1900	2
50202	Paracuellos de la Ribera	1900 - 1920	74
50202	Paracuellos de la Ribera	1921 - 1940	19
50202	Paracuellos de la Ribera	1941 - 1950	9
50202	Paracuellos de la Ribera	1951 - 1960	8
50202	Paracuellos de la Ribera	1961 - 1970	4
50202	Paracuellos de la Ribera	1971 - 1980	1
50202	Paracuellos de la Ribera	1994	1
50202	Paracuellos de la Ribera	1996	1
50202	Paracuellos de la Ribera	2001	1
50203	Pastriz	 Antes de 1900	34
50203	Pastriz	1900 - 1920	6
50203	Pastriz	1921 - 1940	3
50203	Pastriz	1941 - 1950	27
50203	Pastriz	1951 - 1960	40
50203	Pastriz	1961 - 1970	33
50203	Pastriz	1971 - 1980	47
50203	Pastriz	1981 - 1990	55
50203	Pastriz	1991	12
50203	Pastriz	1992	4
50203	Pastriz	1993	11
50203	Pastriz	1994	16
50203	Pastriz	1995	15
50203	Pastriz	1996	9
50203	Pastriz	1997	8
50203	Pastriz	1998	28
50203	Pastriz	1999	12
50203	Pastriz	2000	8
50203	Pastriz	2001	13
50204	Pedrola	  No aplicable	1
50204	Pedrola	 Antes de 1900	103
50204	Pedrola	1900 - 1920	66
50204	Pedrola	1921 - 1940	28
50204	Pedrola	1941 - 1950	61
50204	Pedrola	1951 - 1960	178
50204	Pedrola	1961 - 1970	66
50204	Pedrola	1971 - 1980	124
50204	Pedrola	1981 - 1990	194
50204	Pedrola	1991	15
50204	Pedrola	1992	5
50204	Pedrola	1993	16
50204	Pedrola	1994	6
50204	Pedrola	1995	19
50204	Pedrola	1996	5
50204	Pedrola	1997	5
50204	Pedrola	1998	42
50204	Pedrola	1999	19
50204	Pedrola	2000	29
50204	Pedrola	2001	11
50205	Pedrosas (Las)	1941 - 1950	1
50205	Pedrosas (Las)	1951 - 1960	9
50205	Pedrosas (Las)	1961 - 1970	25
50205	Pedrosas (Las)	1971 - 1980	8
50205	Pedrosas (Las)	1981 - 1990	1
50206	Perdiguera	 Antes de 1900	86
50206	Perdiguera	1900 - 1920	3
50206	Perdiguera	1921 - 1940	16
50206	Perdiguera	1941 - 1950	14
50206	Perdiguera	1951 - 1960	20
50206	Perdiguera	1961 - 1970	8
50206	Perdiguera	1971 - 1980	13
50206	Perdiguera	1981 - 1990	11
50206	Perdiguera	1992	1
50206	Perdiguera	1993	1
50206	Perdiguera	1994	1
50206	Perdiguera	1996	2
50206	Perdiguera	1998	31
50206	Perdiguera	1999	6
50206	Perdiguera	2000	3
50206	Perdiguera	2001	1
50207	Piedratajada	 Antes de 1900	23
50207	Piedratajada	1900 - 1920	2
50207	Piedratajada	1941 - 1950	4
50207	Piedratajada	1951 - 1960	3
50207	Piedratajada	1961 - 1970	4
50207	Piedratajada	1971 - 1980	6
50207	Piedratajada	1981 - 1990	3
50207	Piedratajada	1992	1
50207	Piedratajada	1993	1
50207	Piedratajada	1995	5
50207	Piedratajada	1996	1
50207	Piedratajada	2000	2
50207	Piedratajada	2001	1
50208	Pina de Ebro	  No aplicable	4
50208	Pina de Ebro	 Antes de 1900	22
50208	Pina de Ebro	1900 - 1920	3
50208	Pina de Ebro	1921 - 1940	8
50208	Pina de Ebro	1941 - 1950	8
50208	Pina de Ebro	1951 - 1960	57
50208	Pina de Ebro	1961 - 1970	92
50208	Pina de Ebro	1971 - 1980	209
50208	Pina de Ebro	1981 - 1990	234
50208	Pina de Ebro	1991	25
50208	Pina de Ebro	1992	33
50208	Pina de Ebro	1993	13
50208	Pina de Ebro	1994	27
50208	Pina de Ebro	1995	22
50208	Pina de Ebro	1996	17
50208	Pina de Ebro	1997	25
50208	Pina de Ebro	1998	17
50208	Pina de Ebro	1999	23
50208	Pina de Ebro	2000	33
50208	Pina de Ebro	2001	12
50209	Pinseque	 Antes de 1900	47
50209	Pinseque	1900 - 1920	28
50209	Pinseque	1921 - 1940	24
50209	Pinseque	1941 - 1950	29
50209	Pinseque	1951 - 1960	56
50209	Pinseque	1961 - 1970	66
50209	Pinseque	1971 - 1980	146
50209	Pinseque	1981 - 1990	97
50209	Pinseque	1991	18
50209	Pinseque	1992	18
50209	Pinseque	1993	14
50209	Pinseque	1994	17
50209	Pinseque	1995	11
50209	Pinseque	1996	42
50209	Pinseque	1997	12
50209	Pinseque	1998	20
50209	Pinseque	1999	12
50209	Pinseque	2000	15
50209	Pinseque	2001	19
50210	Pintanos (Los)	 Antes de 1900	30
50210	Pintanos (Los)	1900 - 1920	3
50210	Pintanos (Los)	1981 - 1990	2
50210	Pintanos (Los)	1996	1
50211	Plasencia de Jalón	 Antes de 1900	31
50211	Plasencia de Jalón	1900 - 1920	40
50211	Plasencia de Jalón	1921 - 1940	38
50211	Plasencia de Jalón	1941 - 1950	2
50211	Plasencia de Jalón	1951 - 1960	8
50211	Plasencia de Jalón	1961 - 1970	3
50211	Plasencia de Jalón	1971 - 1980	8
50211	Plasencia de Jalón	1981 - 1990	9
50211	Plasencia de Jalón	1994	1
50211	Plasencia de Jalón	1996	2
50211	Plasencia de Jalón	1997	1
50211	Plasencia de Jalón	2000	2
50211	Plasencia de Jalón	2001	1
50212	Pleitas	1900 - 1920	3
50212	Pleitas	1921 - 1940	6
50212	Pleitas	1941 - 1950	9
50212	Pleitas	1951 - 1960	1
50212	Pleitas	1961 - 1970	1
50212	Pleitas	1981 - 1990	2
50212	Pleitas	1998	1
50213	Plenas	 Antes de 1900	5
50213	Plenas	1900 - 1920	3
50213	Plenas	1921 - 1940	5
50213	Plenas	1941 - 1950	9
50213	Plenas	1951 - 1960	18
50213	Plenas	1961 - 1970	15
50213	Plenas	1971 - 1980	14
50213	Plenas	1981 - 1990	4
50213	Plenas	1999	2
50214	Pomer	1941 - 1950	4
50214	Pomer	1951 - 1960	15
50214	Pomer	1991	1
50214	Pomer	1997	1
50214	Pomer	1998	1
50214	Pomer	2001	1
50215	Pozuel de Ariza	 Antes de 1900	2
50215	Pozuel de Ariza	1900 - 1920	3
50215	Pozuel de Ariza	1921 - 1940	2
50216	Pozuelo de Aragón	 Antes de 1900	59
50216	Pozuelo de Aragón	1900 - 1920	8
50216	Pozuelo de Aragón	1921 - 1940	5
50216	Pozuelo de Aragón	1941 - 1950	1
50216	Pozuelo de Aragón	1951 - 1960	6
50216	Pozuelo de Aragón	1961 - 1970	6
50216	Pozuelo de Aragón	1971 - 1980	13
50216	Pozuelo de Aragón	1981 - 1990	1
50216	Pozuelo de Aragón	1991	1
50216	Pozuelo de Aragón	1992	1
50216	Pozuelo de Aragón	1993	3
50216	Pozuelo de Aragón	1994	1
50216	Pozuelo de Aragón	1996	2
50216	Pozuelo de Aragón	1997	2
50216	Pozuelo de Aragón	1998	1
50216	Pozuelo de Aragón	1999	1
50216	Pozuelo de Aragón	2000	5
50216	Pozuelo de Aragón	2001	3
50217	Pradilla de Ebro	 Antes de 1900	40
50217	Pradilla de Ebro	1900 - 1920	17
50217	Pradilla de Ebro	1921 - 1940	20
50217	Pradilla de Ebro	1941 - 1950	22
50217	Pradilla de Ebro	1951 - 1960	28
50217	Pradilla de Ebro	1961 - 1970	19
50217	Pradilla de Ebro	1971 - 1980	39
50217	Pradilla de Ebro	1981 - 1990	19
50217	Pradilla de Ebro	1991	3
50217	Pradilla de Ebro	1992	2
50217	Pradilla de Ebro	1993	2
50217	Pradilla de Ebro	1994	5
50217	Pradilla de Ebro	1996	2
50217	Pradilla de Ebro	1997	5
50217	Pradilla de Ebro	1998	4
50217	Pradilla de Ebro	1999	4
50217	Pradilla de Ebro	2000	5
50217	Pradilla de Ebro	2001	7
50218	Puebla de Albortón	1941 - 1950	20
50218	Puebla de Albortón	1951 - 1960	38
50218	Puebla de Albortón	1961 - 1970	3
50218	Puebla de Albortón	1995	1
50219	Puebla de Alfindén (La)	 Antes de 1900	17
50219	Puebla de Alfindén (La)	1900 - 1920	21
50219	Puebla de Alfindén (La)	1921 - 1940	5
50219	Puebla de Alfindén (La)	1941 - 1950	22
50219	Puebla de Alfindén (La)	1951 - 1960	35
50219	Puebla de Alfindén (La)	1961 - 1970	33
50219	Puebla de Alfindén (La)	1971 - 1980	171
50219	Puebla de Alfindén (La)	1981 - 1990	246
50219	Puebla de Alfindén (La)	1991	7
50219	Puebla de Alfindén (La)	1992	15
50219	Puebla de Alfindén (La)	1993	19
50219	Puebla de Alfindén (La)	1994	11
50219	Puebla de Alfindén (La)	1995	20
50219	Puebla de Alfindén (La)	1996	12
50219	Puebla de Alfindén (La)	1997	19
50219	Puebla de Alfindén (La)	1998	59
50219	Puebla de Alfindén (La)	1999	17
50219	Puebla de Alfindén (La)	2000	65
50219	Puebla de Alfindén (La)	2001	46
50220	Puendeluna	  No aplicable	1
50220	Puendeluna	 Antes de 1900	3
50220	Puendeluna	1921 - 1940	1
50220	Puendeluna	1941 - 1950	1
50220	Puendeluna	1961 - 1970	4
50220	Puendeluna	1971 - 1980	11
50220	Puendeluna	1981 - 1990	4
50220	Puendeluna	1992	1
50220	Puendeluna	1996	1
50220	Puendeluna	1998	1
50221	Purujosa	 Antes de 1900	27
50222	Quinto	 Antes de 1900	4
50222	Quinto	1900 - 1920	39
50222	Quinto	1921 - 1940	149
50222	Quinto	1941 - 1950	77
50222	Quinto	1951 - 1960	56
50222	Quinto	1961 - 1970	82
50222	Quinto	1971 - 1980	133
50222	Quinto	1981 - 1990	135
50222	Quinto	1991	14
50222	Quinto	1992	1
50222	Quinto	1993	5
50222	Quinto	1994	6
50222	Quinto	1995	5
50222	Quinto	1996	6
50222	Quinto	1997	7
50222	Quinto	1998	8
50222	Quinto	1999	21
50222	Quinto	2000	15
50222	Quinto	2001	9
50223	Remolinos	  No aplicable	22
50223	Remolinos	 Antes de 1900	114
50223	Remolinos	1900 - 1920	32
50223	Remolinos	1921 - 1940	49
50223	Remolinos	1941 - 1950	57
50223	Remolinos	1951 - 1960	39
50223	Remolinos	1961 - 1970	35
50223	Remolinos	1971 - 1980	53
50223	Remolinos	1981 - 1990	26
50223	Remolinos	1991	3
50223	Remolinos	1992	4
50223	Remolinos	1993	15
50223	Remolinos	1994	4
50223	Remolinos	1995	2
50223	Remolinos	1997	1
50223	Remolinos	1998	4
50223	Remolinos	1999	4
50223	Remolinos	2000	2
50223	Remolinos	2001	2
50224	Retascón	 Antes de 1900	1
50224	Retascón	1900 - 1920	3
50224	Retascón	1941 - 1950	1
50224	Retascón	1951 - 1960	9
50224	Retascón	1961 - 1970	4
50224	Retascón	1971 - 1980	5
50224	Retascón	1981 - 1990	10
50224	Retascón	1993	1
50225	Ricla	  No aplicable	1
50225	Ricla	 Antes de 1900	15
50225	Ricla	1900 - 1920	29
50225	Ricla	1921 - 1940	59
50225	Ricla	1941 - 1950	91
50225	Ricla	1951 - 1960	112
50225	Ricla	1961 - 1970	124
50225	Ricla	1971 - 1980	153
50225	Ricla	1981 - 1990	112
50225	Ricla	1991	8
50225	Ricla	1992	12
50225	Ricla	1993	23
50225	Ricla	1994	13
50225	Ricla	1995	4
50225	Ricla	1996	11
50225	Ricla	1997	6
