Año	Municipio código	Municipio nombre	Contenedores de envases	Kg recogidos envases	Provincia codigo
2013	50144	Longás	0	0	50
2013	50146	Lucena de Jalón	2	2580,73	50
2013	50147	Luceni	16	12149,3	50
2013	50148	Luesia	0	0	50
2013	50149	Luesma	1	458,43	50
2013	50150	Lumpiaque	10	8835,9	50
2013	50151	Luna	12	8771,49	50
2013	50152	Maella	21	22087,8	50
2013	50153	Magallón	16	20505,59	50
2013	50154	Mainar	2	1439,48	50
2013	50155	Malanquilla	2	1024,78	50
2013	50156	Maleján	5	5516,82	50
2013	50157	Malón	8	5014,7	50
2013	50159	Maluenda	11	9356,34	50
2013	50160	Mallén	48	63044,49	50
2013	50161	Manchones	2	1201,1	50
2013	50162	Mara	3	1583	50
2013	50163	María de Huerva	0	48940,39	50
2013	50164	Mediana de Aragón	0	0	50
2013	50165	Mequinenza	32	32763,81	50
2013	50166	Mesones de Isuela	4	2872,81	50
2013	50167	Mezalocha	3	2259,32	50
2013	50168	Mianos	1	836,41	50
2013	50169	Miedes de Aragón	5	3815,85	50
2013	50170	Monegrillo	9	5188,94	50
2013	50171	Moneva	0	0	50
2013	50172	Monreal de Ariza	3	1882,93	50
2013	50173	Monterde	3	1408,03	50
2013	50174	Montón	2	1108,1	50
2013	50175	Morata de Jalón	12	12145,76	50
2013	50176	Morata de Jiloca	3	2332,84	50
2013	50177	Morés	5	3349,29	50
2013	50178	Moros	5	3674,22	50
2013	50179	Moyuela	0	0	50
2013	50180	Mozota	0	994,61	50
2013	50181	Muel	13	14836,19	50
2013	50182	Muela (La)	39	32320	50
2013	50183	Munébrega	5	3915,83	50
2013	50184	Murero	2	1283,61	50
2013	50185	Murillo de Gállego	2	4223,89	50
2013	50186	Navardún	0	0	50
2013	50187	Nigüella	1	616,54	50
2013	50188	Nombrevilla	1	320,9	50
2013	50189	Nonaspe	12	11833,54	50
2013	50190	Novallas	15	12643,45	50
2013	50191	Novillas	10	10218,84	50
2013	50192	Nuévalos	4	2916,05	50
2013	50193	Nuez de Ebro	23	8541,39	50
2013	50194	Olvés	2	974,79	50
2013	50195	Orcajo	1	430,93	50
2013	50196	Orera	2	1124,76	50
2013	50197	Orés	0	0	50
2013	50198	Oseja	1	433,63	50
2013	50199	Osera de Ebro	10	4549,33	50
2013	50200	Paniza	8	8155,06	50
2013	50201	Paracuellos de Jiloca	6	4890,63	50
2013	50202	Paracuellos de la Ribera	3	1433,03	50
2013	50203	Pastriz	28	13820,23	50
2013	50204	Pedrola	35	43946,75	50
2013	50205	Pedrosas (Las)	2	1233,32	50
2013	50206	Perdiguera	13	7213,07	50
2013	50207	Piedratajada	0	0	50
2013	50208	Pina de Ebro	25	24971,76	50
2013	50209	Pinseque	28	42737,63	50
2013	50210	Pintanos (Los)	0	0	50
2013	50211	Plasencia de Jalón	5	3703,21	50
2013	50212	Pleitas	2	604,56	50
2013	50213	Plenas	0	0	50
2013	50214	Pomer	1	316,19	50
2013	50215	Pozuel de Ariza	1	183,29	50
2013	50216	Pozuelo de Aragón	5	5550,77	50
2013	50217	Pradilla de Ebro	6	7289,58	50
2013	50218	Puebla de Albortón	0	0	50
2013	50219	Puebla de Alfindén (La)	69	56770,35	50
2013	50220	Puendeluna	0	0	50
2013	50221	Purujosa	2	361,36	50
2013	50222	Quinto	22	19683,62	50
2013	50223	Remolinos	12	13404,92	50
2013	50224	Retascón	1	641,81	50
2013	50225	Ricla	21	30585,05	50
2013	50227	Romanos	2	1109,41	50
2013	50228	Rueda de Jalón	4	3309,86	50
2013	50229	Ruesca	1	624,87	50
2013	50230	Sádaba	24	16766,83	50
2013	50231	Salillas de Jalón	6	3578,49	50
2013	50232	Salvatierra de Esca	8	4391,17	50
2013	50233	Samper del Salz	0	0	50
2013	50234	San Martín de la Virgen de Moncayo	6	3961,08	50
2013	50235	San Mateo de Gállego	59	34587,91	50
2013	50236	Santa Cruz de Grío	2	1419,88	50
2013	50237	Santa Cruz de Moncayo	3	1773,82	50
2013	50238	Santa Eulalia de Gállego	2	2592,88	50
2013	50239	Santed	1	595,96	50
2013	50240	Sástago	16	11997,82	50
2013	50241	Saviñán	8	6240,34	50
2013	50242	Sediles	2	883,15	50
2013	50243	Sestrica	5	3523,26	50
2013	50244	Sierra de Luna	5	3093,94	50
2013	50245	Sigüés	6	2530,15	50
2013	50246	Sisamón	1	333,26	50
2013	50247	Sobradiel	13	11963,28	50
2013	50248	Sos del Rey Católico	10	6868,34	50
2013	50249	Tabuenca	5	6569,26	50
2013	50250	Talamantes	2	1018,49	50
2013	50251	Tarazona	80	147373,52	50
2013	50252	Tauste	68	78486,19	50
2013	50253	Terrer	6	3957,49	50
2013	50254	Tierga	3	1779,7	50
2013	50255	Tobed	3	1916,26	50
2013	50256	Torralba de los Frailes	1	825,18	50
2013	50257	Torralba de Ribota	2	1707,97	50
2013	50258	Torralbilla	1	513,45	50
2013	50259	Torrehermosa	1	666,52	50
2013	50260	Torrelapaja	1	324,93	50
2013	50261	Torrellas	8	3867,72	50
2013	50262	Torres de Berrellén	18	17683,33	50
2013	50263	Torrijo de la Cañada	4	2341,17	50
2013	50264	Tosos	3	2431,46	50
2013	50265	Trasmoz	2	1013,61	50
2013	50266	Trasobares	2	1255,73	50
2013	50267	Uncastillo	12	7772,07	50
2013	50268	Undués de Lerda	0	0	50
2013	50269	Urrea de Jalón	3	3799,15	50
2013	50270	Urriés	0	0	50
2013	50271	Used	4	2787,28	50
2013	50272	Utebo	92	188460	50
2013	50273	Valdehorna	1	302,57	50
2013	50274	Val de San Martín	1	705,99	50
2013	50275	Valmadrid	0	0	50
2013	50276	Valpalmas	4	1711,77	50
2013	50277	Valtorres	2	841,49	50
2013	50278	Velilla de Ebro	9	2302,9	50
2013	50279	Velilla de Jiloca	2	958,13	50
2013	50280	Vera de Moncayo	10	5308,11	50
2013	50281	Vierlas	2	1307,02	50
2013	50282	Vilueña (La)	2	924,8	50
2013	50283	Villadoz	1	797,67	50
2013	50284	Villafeliche	3	1741,3	50
2013	50285	Villafranca de Ebro	16	8450,2	50
2013	50286	Villalba de Perejil	2	908,14	50
2013	50287	Villalengua	4	3215,98	50
2013	50288	Villanueva de Gállego	44	50501,85	50
2013	50289	Villanueva de Jiloca	1	550,12	50
2013	50290	Villanueva de Huerva	6	6014,09	50
2013	50291	Villar de los Navarros	2	1045,23	50
2013	50292	Villarreal de Huerva	2	2108,8	50
2013	50293	Villarroya de la Sierra	7	4607,35	50
2013	50294	Villarroya del Campo	1	715,16	50
2013	50295	Vistabella	1	559,45	50
2013	50296	Zaida (La)	10	4729	50
2013	50297	Zaragoza	2118	8376260	50
2013	50298	Zuera	88	84750,24	50
2013	50901	Biel	0	0	50
2013	50902	Marracos	0	0	50
2013	50903	Villamayor de Gállego	42	42180	50
2012	22001	Abiego	6	4203,96	22
2012	22002	Abizanda	4	1577,65	22
2012	22003	Adahuesca	5	2642,49	22
2012	22004	Agüero	3	3517,92	22
2012	22006	Aísa	21	8333,08	22
2012	22007	Albalate de Cinca	19	18021,75	22
2012	22008	Albalatillo	6	2931,25	22
2012	22009	Albelda	7	13835,28	22
2012	22011	Albero Alto	1	2946,26	22
2012	22012	Albero Bajo	3	1348,13	22
2012	22013	Alberuela de Tubo	6	4390,7	22
2012	22014	Alcalá de Gurrea	3	6046,43	22
2012	22015	Alcalá del Obispo	3	9036,66	22
2012	22016	Alcampell	7	12565,53	22
2012	22017	Alcolea de Cinca	16	16275,4	22
2012	22018	Alcubierre	9	5429,62	22
2012	22019	Alerre	3	4881,12	22
2012	22020	Alfántega	3	1860,86	22
2012	22021	Almudévar	19	56286,75	22
2012	22022	Almunia de San Juan	9	9461,78	22
2012	22023	Almuniente	14	6802,49	22
2012	22024	Alquézar	6	4534,27	22
2012	22025	Altorricón	12	24603,38	22
2012	22027	Angüés	5	9652,3	22
2012	22028	Ansó	7	10443,83	22
2012	22029	Antillón	1	3210,1	22
2012	22032	Aragüés del Puerto	2	2924,27	22
2012	22035	Arén	12	5693,61	22
2012	22036	Argavieso	1	2594,47	22
2012	22037	Arguis	2	2572,48	22
2012	22039	Ayerbe	12	24735,39	22
2012	22040	Azanuy-Alins	1	2984,73	22
2012	22041	Azara	4	3002,83	22
2012	22042	Azlor	3	1996,88	22
2012	22043	Baells	1	1879,88	22
2012	22044	Bailo	7	6596,1	22
2012	22045	Baldellou	1	1962,33	22
2012	22046	Ballobar	10	13722,84	22
2012	22047	Banastás	2	6222,32	22
2012	22048	Barbastro	166	256516,82	22
2012	22049	Barbués	2	1187,34	22
2012	22050	Barbuñales	3	1516,43	22
2012	22051	Bárcabo	0	0	22
2012	22052	Belver de Cinca	13	19358,5	22
2012	22053	Benabarre	22	18714,39	22
2012	22054	Benasque	40	35462,18	22
2012	22055	Berbegal	8	6260,9	22
2012	22057	Bielsa	13	5618,24	22
2012	22058	Bierge	5	3813,6	22
2012	22059	Biescas	49	35113,26	22
2012	22060	Binaced	21	21256,79	22
2012	22061	Binéfar	60	156360,09	22
2012	22062	Bisaurri	6	3267,09	22
2012	22063	Biscarrués	2	4903,1	22
2012	22064	Blecua y Torres	2	4727,21	22
2012	22066	Boltaña	46	11974,22	22
2012	22067	Bonansa	2	1617,68	22
2012	22068	Borau	1	1868,9	22
2012	22069	Broto	20	6163,04	22
2012	22072	Caldearenas	11	5079	22
2012	22074	Campo	5	5550,88	22
2012	22075	Camporrells	2	3001,22	22
2012	22076	Canal de Berdún	9	8399,04	22
2012	22077	Candasnos	4	5565,22	22
2012	22078	Canfranc	10	13631,95	22
2012	22079	Capdesaso	3	2176,8	22
2012	22080	Capella	9	5899,79	22
2012	22081	Casbas de Huesca	4	6662,06	22
2012	22082	Castejón del Puente	4	5585,27	22
2012	22083	Castejón de Monegros	9	8026,93	22
2012	22084	Castejón de Sos	18	12307,09	22
2012	22085	Castelflorite	2	1583,12	22
2012	22086	Castiello de Jaca	9	5650,66	22
2012	22087	Castigaleu	1	1823,86	22
2012	22088	Castillazuelo	4	2957,79	22
2012	22089	Castillonroy	3	6266,28	22
2012	22090	Colungo	2	2132,01	22
2012	22094	Chalamera	1	1718,88	22
2012	22095	Chía	2	1617,68	22
2012	22096	Chimillas	5	7871,35	22
2012	22099	Esplús	6	10784,59	22
2012	22102	Estada	3	3513,31	22
2012	22103	Estadilla	22	12807,07	22
2012	22105	Estopiñán del Castillo	6	2759,58	22
2012	22106	Fago	1	659,61	22
2012	22107	Fanlo	0	0	22
2012	22109	Fiscal	16	3609,29	22
2012	22110	Fonz	17	14614,94	22
2012	22111	Foradada del Toscar	5	3346,39	22
2012	22112	Fraga	116	203250,14	22
2012	22113	Fueva (La)	1	7195,88	22
2012	22114	Gistaín	3	1702,5	22
2012	22115	Grado (El)	18	7266,85	22
2012	22116	Grañén	36	24587,89	22
2012	22117	Graus	76	58633,12	22
2012	22119	Gurrea de Gállego	16	36300,56	22
2012	22122	Hoz de Jaca	4	1539,09	22
2012	22124	Huerto	6	3302,3	22
2012	22125	Huesca	459	1153059,12	22
2012	22126	Ibieca	1	2396,58	22
2012	22127	Igriés	5	14643,35	22
2012	22128	Ilche	4	3558,35	22
2012	22129	Isábena	9	4837,19	22
2012	22130	Jaca	70	175020	22
2012	22131	Jasa	4	2484,53	22
2012	22133	Labuerda	5	1918,15	22
2012	22135	Laluenga	5	3243,06	22
2012	22136	Lalueza	18	13468,92	22
2012	22137	Lanaja	25	17080,42	22
2012	22139	Laperdiguera	2	1531,44	22
2012	22141	Lascellas-Ponzano	4	2222,09	22
2012	22142	Lascuarre	2	2458,25	22
2012	22143	Laspaúles	6	4789,61	22
2012	22144	Laspuña	6	3416,34	22
2012	22149	Loarre	6	8113,21	22
2012	22150	Loporzano	5	12378,69	22
2012	22151	Loscorrales	1	2374,6	22
2012	22155	Monesma y Cajigar	1	1585,96	22
2012	22156	Monflorite-Lascasas	3	6925,91	22
2012	22157	Montanuy	23	4504,14	22
2012	22158	Monzón	180	252862	22
2012	22160	Naval	5	3873,65	22
2012	22162	Novales	2	3847,73	22
2012	22163	Nueno	7	12290,74	22
2012	22164	Olvena	2	825,78	22
2012	22165	Ontiñena	6	8411,23	22
2012	22167	Osso de Cinca	8	10820,47	22
2012	22168	Palo	0	0	22
2012	22170	Panticosa	34	18029,35	22
2012	22172	Peñalba	13	9461,64	22
2012	22173	Peñas de Riglos (Las)	1	5914,51	22
2012	22174	Peralta de Alcofea	13	9293,76	22
2012	22175	Peralta de Calasanz	2	4007,12	22
2012	22176	Peraltilla	3	3183	22
2012	22177	Perarrúa	3	1776,28	22
2012	22178	Pertusa	2	2572,48	22
2012	22181	Piracés	1	2264,66	22
2012	22182	Plan	10	3711,44	22
2012	22184	Poleñino	5	2770,47	22
2012	22186	Pozán de Vero	4	3618,41	22
2012	22187	Puebla de Castro (La)	6	6597,61	22
2012	22188	Puente de Montañana	5	2267,93	22
2012	22189	Puértolas	10	2644,54	22
2012	22190	Pueyo de Araguás (El)	0	0	22
2012	22193	Pueyo de Santa Cruz	5	5310,62	22
2012	22195	Quicena	4	6376,23	22
2012	22197	Robres	12	7495,1	22
2012	22199	Sabiñánigo	170	227455,63	22
2012	22200	Sahún	7	5424	22
2012	22201	Salas Altas	4	4654,39	22
2012	22202	Salas Bajas	3	2101,98	22
2012	22203	Salillas	2	2330,62	22
2012	22204	Sallent de Gállego	63	33772,05	22
2012	22205	San Esteban de Litera	5	8393,51	22
2012	22206	Sangarrén	5	2857,04	22
2012	22207	San Juan de Plan	5	1781,95	22
2012	22208	Santa Cilia	7	4573,3	22
2012	22209	Santa Cruz de la Serós	4	4155,55	22
2012	22212	Santaliestra y San Quílez	2	1538,39	22
2012	22213	Sariñena	63	54444,62	22
2012	22214	Secastilla	4	2458,25	22
2012	22215	Seira	7	2394,81	22
2012	22217	Sena	10	6790,12	22
2012	22218	Senés de Alcubierre	2	791,56	22
2012	22220	Sesa	3	4595,29	22
2012	22221	Sesué	3	2077,61	22
2012	22222	Siétamo	8	14467,45	22
2012	22223	Sopeira	5	1871,44	22
2012	22225	Tamarite de Litera	32	61195,14	22
2012	22226	Tardienta	22	12343,42	22
2012	22227	Tella-Sin	7	3087,19	22
2012	22228	Tierz	3	15720,71	22
2012	22229	Tolva	5	2537,54	22
2012	22230	Torla-Ordesa	24	3711,44	22
2012	22232	Torralba de Aragón	2	1323,39	22
2012	22233	Torre la Ribera	10	1887,3	22
2012	22234	Torrente de Cinca	10	18837,2	22
2012	22235	Torres de Alcanadre	2	1636,54	22
2012	22236	Torres de Barbués	9	3722,81	22
2012	22239	Tramaced	1	2154,73	22
2012	22242	Valfarta	2	1113,13	22
2012	22243	Valle de Bardají	4	792,98	22
2012	22244	Valle de Lierp	2	1046,74	22
2012	22245	Velilla de Cinca	4	6326,03	22
2012	22246	Beranuy	2	1649,4	22
2012	22247	Viacamp y Litera	3	761,26	22
2012	22248	Vicién	1	2616,45	22
2012	22249	Villanova	3	2489,96	22
2012	22250	Villanúa	17	11257,35	22
2012	22251	Villanueva de Sigena	9	5911,98	22
2012	22252	Yebra de Basa	5	3342,03	22
2012	22253	Yésero	2	1517,1	22
2012	22254	Zaidín	16	23796,58	22
2012	22901	Valle de Hecho	13	20821,7	22
2012	22902	Puente la Reina de Jaca	7	6376,23	22
2012	22903	San Miguel del Cinca	15	12152,87	22
2012	22904	Sotonera (La)	11	22866,49	22
2012	22905	Lupiñén-Ortilla	6	8552,95	22
2012	22906	Santa María de Dulcis	5	3288,1	22
2012	22907	Aínsa-Sobrarbe	64	25333,14	22
2012	22908	Hoz y Costeán	3	3122,94	22
2012	22909	Vencillón	4	7700,92	22
2012	44001	Ababuj	1	585,24	44
2012	44002	Abejuela	0	0	44
2012	44003	Aguatón	1	150,06	44
2012	44004	Aguaviva	7	5996,11	44
2012	44005	Aguilar del Alfambra	1	525,21	44
2012	44006	Alacón	10	3805,17	44
2012	44007	Alba	1	1725,7	44
2012	44008	Albalate del Arzobispo	23	22603,56	44
2012	44009	Albarracín	4	8223,31	44
2012	44010	Albentosa	3	2258,41	44
2012	44011	Alcaine	1	502,7	44
2012	44012	Alcalá de la Selva	5	3871,56	44
2012	44013	Alcañiz	140	237970	44
2012	44014	Alcorisa	33	31338,98	44
2012	44016	Alfambra	4	5079,55	44
2012	44017	Aliaga	2	2866,15	44
2012	44018	Almohaja	1	217,59	44
2012	44019	Alobras	1	562,73	44
2012	44020	Alpeñés	1	195,08	44
2012	44021	Allepuz	1	967,89	44
2012	44022	Alloza	10	7643,04	44
2012	44023	Allueva	1	128,53	44
2012	44024	Anadón	1	180,07	44
2012	44025	Andorra	90	90757,04	44
2012	44026	Arcos de las Salinas	2	750,3	44
2012	44027	Arens de Lledó	2	2234,91	44
2012	44028	Argente	1	1673,17	44
2012	44029	Ariño	10	9965,39	44
2012	44031	Azaila	6	1581,71	44
2012	44032	Bádenas	1	117,35	44
2012	44033	Báguena	5	2157,03	44
2012	44034	Bañón	2	922,05	44
2012	44035	Barrachina	2	810,28	44
2012	44036	Bea	1	178,82	44
2012	44037	Beceite	6	6932,79	44
2012	44038	Belmonte de San José	2	1116,16	44
2012	44039	Bello	4	1531,15	44
2012	44040	Berge	3	2284,23	44
2012	44041	Bezas	1	615,25	44
2012	44042	Blancas	2	860,58	44
2012	44043	Blesa	1	990,4	44
2012	44044	Bordón	1	1095,44	44
2012	44045	Bronchales	3	3518,92	44
2012	44046	Bueña	1	363,23	44
2012	44047	Burbáguena	3	1676,45	44
2012	44048	Cabra de Mora	2	652,76	44
2012	44049	Calaceite	11	13033,19	44
2012	44050	Calamocha	82	25861,98	44
2012	44051	Calanda	33	34644,19	44
2012	44052	Calomarde	1	772,81	44
2012	44053	Camañas	1	937,88	44
2012	44054	Camarena de la Sierra	0	0	44
2012	44055	Camarillas	1	975,39	44
2012	44056	Caminreal	9	4012,29	44
2012	44059	Cantavieja	3	5679,79	44
2012	44060	Cañada de Benatanduz	1	307,62	44
2012	44061	Cañada de Verich (La)	2	969,07	44
2012	44062	Cañada Vellida	1	300,12	44
2012	44063	Cañizar del Olivar	1	795,32	44
2012	44064	Cascante del Río	1	765,31	44
2012	44065	Castejón de Tornos	1	379,99	44
2012	44066	Castel de Cabra	1	1050,42	44
2012	44067	Castelnou	3	1282,47	44
2012	44068	Castelserás	11	7198,79	44
2012	44070	Castellar (El)	2	517,71	44
2012	44071	Castellote	12	6039,93	44
2012	44074	Cedrillas	5	4651,87	44
2012	44075	Celadas	2	3256,31	44
2012	44076	Cella	12	21796,28	44
2012	44077	Cerollera (La)	2	891,2	44
2012	44080	Codoñera (La)	4	3348,48	44
2012	44082	Corbalán	1	765,31	44
2012	44084	Cortes de Aragón	1	570,23	44
2012	44085	Cosa	1	335,29	44
2012	44086	Cretas	6	6921,39	44
2012	44087	Crivillén	10	1003,08	44
2012	44088	Cuba (La)	1	390,16	44
2012	44089	Cubla	1	510,21	44
2012	44090	Cucalón	1	564,4	44
2012	44092	Cuervo (El)	1	757,81	44
2012	44093	Cuevas de Almudén	1	1057,93	44
2012	44094	Cuevas Labradas	1	1012,91	44
2012	44096	Ejulve	10	2213,32	44
2012	44097	Escorihuela	1	1373,05	44
2012	44099	Escucha	5	7645,58	44
2012	44100	Estercuel	10	2965,63	44
2012	44101	Ferreruela de Huerva	1	379,99	44
2012	44102	Fonfría	1	167,64	44
2012	44103	Formiche Alto	2	1358,05	44
2012	44105	Fórnoles	1	1163,07	44
2012	44106	Fortanete	1	1673,17	44
2012	44107	Foz-Calanda	3	2535,15	44
2012	44108	Fresneda (La)	4	5689,9	44
2012	44109	Frías de Albarracín	1	1140,46	44
2012	44110	Fuenferrada	1	465,19	44
2012	44111	Fuentes Calientes	1	892,86	44
2012	44112	Fuentes Claras	6	3252,31	44
2012	44113	Fuentes de Rubielos	2	1005,4	44
2012	44114	Fuentespalda	4	3717,25	44
2012	44115	Galve	2	1132,96	44
2012	44116	Gargallo	10	1362,88	44
2012	44117	Gea de Albarracín	3	3113,75	44
2012	44118	Ginebrosa (La)	3	1990,05	44
2012	44119	Griegos	1	1057,93	44
2012	44120	Guadalaviar	2	1853,25	44
2012	44121	Gúdar	2	615,25	44
2012	44122	Híjar	29	20006,55	44
2012	44123	Hinojosa de Jarque	2	1125,45	44
2012	44124	Hoz de la Vieja (La)	1	667,77	44
2012	44125	Huesa del Común	1	690,28	44
2012	44126	Iglesuela del Cid (La)	2	3759,01	44
2012	44127	Jabaloyas	2	675,27	44
2012	44128	Jarque de la Val	1	667,77	44
2012	44129	Jatiel	3	555,74	44
2012	44130	Jorcas	1	330,13	44
2012	44131	Josa	1	285,11	44
2012	44132	Lagueruela	1	379,99	44
2012	44133	Lanzuela	1	150,88	44
2012	44135	Libros	1	1170,47	44
2012	44136	Lidón	1	420,17	44
2012	44137	Linares de Mora	3	2250,91	44
2012	44138	Loscos	2	1000,28	44
2012	44141	Lledó	2	1915,64	44
2012	44142	Maicas	1	292,62	44
2012	44143	Manzanera	10	4216,7	44
2012	44144	Martín del Río	3	3241,31	44
2012	44145	Mas de las Matas	16	12000,87	44
2012	44146	Mata de los Olmos (La)	3	2448,63	44
2012	44147	Mazaleón	6	6431,07	44
2012	44148	Mezquita de Jarque	1	877,85	44
2012	44149	Mirambel	1	997,9	44
2012	44150	Miravete de la Sierra	1	247,6	44
2012	44151	Molinos	1	2123,36	44
2012	44152	Monforte de Moyuela	1	357,64	44
2012	44153	Monreal del Campo	0	6005,91	44
2012	44154	Monroyo	4	4492,63	44
2012	44155	Montalbán	7	10444,21	44
2012	44156	Monteagudo del Castillo	1	495,2	44
2012	44157	Monterde de Albarracín	1	480,19	44
2012	44158	Mora de Rubielos	14	12500,04	44
2012	44159	Moscardón	1	502,7	44
2012	44160	Mosqueruela	8	4689,39	44
2012	44161	Muniesa	4	4989,51	44
2012	44163	Noguera de Albarracín	1	1110,45	44
2012	44164	Nogueras	1	201,17	44
2012	44165	Nogueruelas	3	1613,15	44
2012	44167	Obón	1	285,11	44
2012	44168	Odón	3	1234,98	44
2012	44169	Ojos Negros	5	2643,2	44
2012	44171	Olba	7	1785,72	44
2012	44172	Oliete	10	5124,44	44
2012	44173	Olmos (Los)	2	1133,46	44
2012	44174	Orihuela del Tremedal	4	4351,75	44
2012	44175	Orrios	1	1147,96	44
2012	44176	Palomar de Arroyos	1	1433,08	44
2012	44177	Pancrudo	4	1042,92	44
2012	44178	Parras de Castellote (Las)	2	666,23	44
2012	44179	Peñarroya de Tastavins	5	5803,93	44
2012	44180	Peracense	1	491,76	44
2012	44181	Peralejos	1	630,25	44
2012	44182	Perales del Alfambra	2	2010,81	44
2012	44183	Pitarque	1	705,28	44
2012	44184	Plou	1	337,64	44
2012	44185	Pobo (El)	1	1072,93	44
2012	44187	Portellada (La)	2	2953,28	44
2012	44189	Pozondón	1	600,24	44
2012	44190	Pozuel del Campo	1	547,64	44
2012	44191	Puebla de Híjar (La)	23	10826,2	44
2012	44192	Puebla de Valverde (La)	7	4141,67	44
2012	44193	Puertomingalvo	3	1177,97	44
2012	44194	Ráfales	2	1881,43	44
2012	44195	Rillo	2	840,34	44
2012	44196	Riodeva	1	1320,53	44
2012	44197	Ródenas	1	532,71	44
2012	44198	Royuela	1	1883,26	44
2012	44199	Rubiales	1	435,18	44
2012	44200	Rubielos de la Cérida	1	240,29	44
2012	44201	Rubielos de Mora	8	5634,77	44
2012	44203	Salcedillo	1	60,02	44
2012	44204	Saldón	1	217,59	44
2012	44205	Samper de Calanda	15	9714,72	44
2012	44206	San Agustín	3	1508,11	44
2012	44207	San Martín del Río	3	1078,51	44
2012	44208	Santa Cruz de Nogueras	1	223,53	44
2012	44209	Santa Eulalia	7	8605,97	44
2012	44210	Sarrión	11	8515,93	44
2012	44211	Segura de los Baños	1	292,62	44
2012	44212	Seno	2	398,01	44
2012	44213	Singra	1	514,11	44
2012	44215	Terriente	2	1478,1	44
2012	44216	Teruel	144	264766,65	44
2012	44217	Toril y Masegoso	1	277,61	44
2012	44218	Tormón	1	270,11	44
2012	44219	Tornos	3	1285,28	44
2012	44220	Torralba de los Sisones	3	1167,92	44
2012	44221	Torrecilla de Alcañiz	5	3781,1	44
2012	44222	Torrecilla del Rebollar	2	815,87	44
2012	44223	Torre de Arcas	1	1083,25	44
2012	44224	Torre de las Arcas	1	262,61	44
2012	44225	Torre del Compte	2	1778,81	44
2012	44226	Torrelacárcel	1	1598,14	44
2012	44227	Torre los Negros	1	575,58	44
2012	44228	Torremocha de Jiloca	1	1012,91	44
2012	44229	Torres de Albarracín	1	1253	44
2012	44230	Torrevelilla	3	1868,92	44
2012	44231	Torrijas	2	472,69	44
2012	44232	Torrijo del Campo	4	2894,66	44
2012	44234	Tramacastiel	2	667,77	44
2012	44235	Tramacastilla	1	885,36	44
2012	44236	Tronchón	1	802,82	44
2012	44237	Urrea de Gaén	8	5632,19	44
2012	44238	Utrillas	15	24534,88	44
2012	44239	Valacloche	1	232,59	44
2012	44240	Valbona	2	1515,61	44
2012	44241	Valdealgorfa	7	5840,37	44
2012	44243	Valdecuenca	1	397,66	44
2012	44244	Valdelinares	3	847,84	44
2012	44245	Valdeltormo	4	3694,45	44
2012	44246	Valderrobres	18	26260,22	44
2012	44247	Valjunquera	4	4412,81	44
2012	44249	Vallecillo (El)	1	457,68	44
2012	44250	Veguillas de la Sierra	1	187,58	44
2012	44251	Villafranca del Campo	3	1894,38	44
2012	44252	Villahermosa del Campo	1	569,99	44
2012	44256	Villanueva del Rebollar de la Sierra	1	390,16	44
2012	44257	Villar del Cobo	1	1538,12	44
2012	44258	Villar del Salz	1	447,05	44
2012	44260	Villarluengo	2	1455,59	44
2012	44261	Villarquemado	5	6797,74	44
2012	44262	Villarroya de los Pinares	1	1290,52	44
2012	44263	Villastar	2	3361,35	44
2012	44264	Villel	2	2566,03	44
2012	44265	Vinaceite	8	3216,87	44
2012	44266	Visiedo	1	1110,45	44
2012	44267	Vivel del Río Martín	1	682,78	44
2012	44268	Zoma (La)	1	165,07	44
2012	50001	Abanto	2	1132,09	50
2012	50002	Acered	3	1965,59	50
2012	50003	Agón	3	2788,4	50
2012	50004	Aguarón	9	8399,26	50
2012	50005	Aguilón	3	2482,26	50
2012	50006	Ainzón	14	21168,06	50
2012	50007	Aladrén	1	644,62	50
2012	50008	Alagón	72	85722,97	50
2012	50009	Alarba	2	1393,34	50
2012	50010	Alberite de San Juan	4	1683,24	50
2012	50011	Albeta	3	2533,37	50
2012	50012	Alborge	3	1175,8	50
2012	50013	Alcalá de Ebro	5	3411,08	50
2012	50014	Alcalá de Moncayo	2	2981,01	50
2012	50015	Alconchel de Ariza	2	836	50
2012	50016	Aldehuela de Liestos	1	516,22	50
2012	50017	Alfajarín	34	24125,3	50
2012	50018	Alfamén	15	15172,55	50
2012	50019	Alforque	2	845,41	50
2012	50020	Alhama de Aragón	12	9979,79	50
2012	50021	Almochuel	0	0	50
2012	50022	Almolda (La)	11	7606,42	50
2012	50023	Almonacid de la Cuba	0	0	50
2012	50024	Almonacid de la Sierra	8	7842,37	50
2012	50025	Almunia de Doña Godina (La)	85	74721,39	50
2012	50026	Alpartir	6	5424,94	50
2012	50027	Ambel	5	4930,71	50
2012	50028	Anento	2	1320,32	50
2012	50029	Aniñón	9	6992,82	50
2012	50030	Añón de Moncayo	4	3024,63	50
2012	50031	Aranda de Moncayo	3	1816,29	50
2012	50032	Arándiga	5	3587,85	50
2012	50033	Ardisa	0	0	50
2012	50034	Ariza	13	11198,96	50
2012	50035	Artieda	2	2022,81	50
2012	50036	Asín	0	0	50
2012	50037	Atea	2	1270,69	50
2012	50038	Ateca	21	18810,07	50
2012	50039	Azuara	0	0	50
2012	50040	Badules	2	992,72	50
2012	50041	Bagüés	0	0	50
2012	50042	Balconchán	1	148,91	50
