Mes y año	Provincia código	Provincia nombre	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Septiembre 2013	44	Teruel	86	Actividades sanitarias	2909
Septiembre 2013	44	Teruel	87	Asistencia en establecimientos residenciales	1435
Septiembre 2013	44	Teruel	88	Actividades de servicios sociales sin alojamiento	332
Septiembre 2013	44	Teruel	90	Actividades de creación, artísticas y espectáculos	76
Septiembre 2013	44	Teruel	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	102
Septiembre 2013	44	Teruel	92	Actividades de juegos de azar y apuestas	56
Septiembre 2013	44	Teruel	93	Actividades deportivas, recreativas y de entretenimiento	267
Septiembre 2013	44	Teruel	94	Actividades asociativas	452
Septiembre 2013	44	Teruel	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	246
Septiembre 2013	44	Teruel	96	Otros servicios personales	625
Septiembre 2013	44	Teruel	97	Actividades de los hogares como empleadores de personal doméstico	1021
Septiembre 2013	50	Zaragoza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18981
Septiembre 2013	50	Zaragoza	02	Silvicultura y explotación forestal	642
Septiembre 2013	50	Zaragoza	03	Pesca y acuicultura	32
Septiembre 2013	50	Zaragoza	05	Extracción de antracita, hulla y lignito	84
Septiembre 2013	50	Zaragoza	06	Extracción de crudo de petróleo y gas natural	3
Septiembre 2013	50	Zaragoza	07	Extracción de minerales metálicos	53
Septiembre 2013	50	Zaragoza	08	Otras industrias extractivas	330
Septiembre 2013	50	Zaragoza	09	Actividades de apoyo a las industrias extractivas	5
Septiembre 2013	50	Zaragoza	10	Industria de la alimentación	6744
Septiembre 2013	50	Zaragoza	11	Fabricación de bebidas	982
Septiembre 2013	50	Zaragoza	12	Industria del tabaco	1
Septiembre 2013	50	Zaragoza	13	Industria textil	527
Septiembre 2013	50	Zaragoza	14	Confección de prendas de vestir	982
Septiembre 2013	50	Zaragoza	15	Industria del cuero y del calzado	937
Septiembre 2013	50	Zaragoza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	900
Septiembre 2013	50	Zaragoza	17	Industria del papel	1800
Septiembre 2013	50	Zaragoza	18	Artes gráficas y reproducción de soportes grabados	1160
Septiembre 2013	50	Zaragoza	19	Coquerías y refino de petróleo	3
Septiembre 2013	50	Zaragoza	20	Industria química	1986
Septiembre 2013	50	Zaragoza	21	Fabricación de productos farmacéuticos	805
Septiembre 2013	50	Zaragoza	22	Fabricación de productos de caucho y plásticos	3349
Septiembre 2013	50	Zaragoza	23	Fabricación de otros productos minerales no metálicos	1710
Septiembre 2013	50	Zaragoza	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1831
Septiembre 2013	50	Zaragoza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	7113
Septiembre 2013	50	Zaragoza	26	Fabricación de productos informáticos, electrónicos y ópticos	1327
Septiembre 2013	50	Zaragoza	27	Fabricación de material y equipo eléctrico	5269
Septiembre 2013	50	Zaragoza	28	Fabricación de maquinaria y equipo n.c.o.p.	5155
Septiembre 2013	50	Zaragoza	29	Fabricación de vehículos de motor, remolques y semirremolques	13756
Septiembre 2013	50	Zaragoza	30	Fabricación de otro material de transporte	1047
Septiembre 2013	50	Zaragoza	31	Fabricación de muebles	3183
Septiembre 2013	50	Zaragoza	32	Otras industrias manufactureras	761
Septiembre 2013	50	Zaragoza	33	Reparación e instalación de maquinaria y equipo	1796
Septiembre 2013	50	Zaragoza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	669
Septiembre 2013	50	Zaragoza	36	Captación, depuración y distribución de agua	941
Septiembre 2013	50	Zaragoza	37	Recogida y tratamiento de aguas residuales	88
Septiembre 2013	50	Zaragoza	38	Recogida, tratamiento y eliminación de residuos; valorización	2525
Septiembre 2013	50	Zaragoza	39	Actividades de descontaminación y otros servicios de gestión de residuos	20
Septiembre 2013	50	Zaragoza	41	Construcción de edificios	5043
Septiembre 2013	50	Zaragoza	42	Ingeniería civil	1189
Septiembre 2013	50	Zaragoza	43	Actividades de construcción especializada	13362
Septiembre 2013	50	Zaragoza	45	Venta y reparación de vehículos de motor y motocicletas	5442
Septiembre 2013	50	Zaragoza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19490
Septiembre 2013	50	Zaragoza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	36811
Septiembre 2013	50	Zaragoza	49	Transporte terrestre y por tubería	14216
Septiembre 2013	50	Zaragoza	50	Transporte marítimo y por vías navegables interiores	5
Septiembre 2013	50	Zaragoza	51	Transporte aéreo	57
Septiembre 2013	50	Zaragoza	52	Almacenamiento y actividades anexas al transporte	4370
Septiembre 2013	50	Zaragoza	53	Actividades postales y de correos	1245
Septiembre 2013	50	Zaragoza	55	Servicios de alojamiento	2346
Septiembre 2013	50	Zaragoza	56	Servicios de comidas y bebidas	20732
Septiembre 2013	50	Zaragoza	58	Edición	1085
Septiembre 2013	50	Zaragoza	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	888
Septiembre 2013	50	Zaragoza	60	Actividades de programación y emisión de radio y televisión	278
Septiembre 2013	50	Zaragoza	61	Telecomunicaciones	1699
Septiembre 2013	50	Zaragoza	62	Programación, consultoría y otras actividades relacionadas con la informática	3376
Septiembre 2013	50	Zaragoza	63	Servicios de información	219
Septiembre 2013	50	Zaragoza	64	Servicios financieros, excepto seguros y fondos de pensiones	5527
Septiembre 2013	50	Zaragoza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1042
Septiembre 2013	50	Zaragoza	66	Actividades auxiliares a los servicios financieros y a los seguros	1921
Septiembre 2013	50	Zaragoza	68	Actividades inmobiliarias	2110
Septiembre 2013	50	Zaragoza	69	Actividades jurídicas y de contabilidad	5222
Septiembre 2013	50	Zaragoza	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1197
Septiembre 2013	50	Zaragoza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	3477
Septiembre 2013	50	Zaragoza	72	Investigación y desarrollo	1514
Septiembre 2013	50	Zaragoza	73	Publicidad y estudios de mercado	1180
Septiembre 2013	50	Zaragoza	74	Otras actividades profesionales, científicas y técnicas	1602
Septiembre 2013	50	Zaragoza	75	Actividades veterinarias	366
Septiembre 2013	50	Zaragoza	77	Actividades de alquiler	1414
Septiembre 2013	50	Zaragoza	78	Actividades relacionadas con el empleo	4809
Septiembre 2013	50	Zaragoza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	714
Septiembre 2013	50	Zaragoza	80	Actividades de seguridad e investigación	1953
Septiembre 2013	50	Zaragoza	81	Servicios a edificios y actividades de jardinería	11982
Septiembre 2013	50	Zaragoza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4113
Septiembre 2013	50	Zaragoza	84	Administración Pública y defensa; Seguridad Social obligatoria	21725
Septiembre 2013	50	Zaragoza	85	Educación	14776
Septiembre 2013	50	Zaragoza	86	Actividades sanitarias	22309
Septiembre 2013	50	Zaragoza	87	Asistencia en establecimientos residenciales	6258
Septiembre 2013	50	Zaragoza	88	Actividades de servicios sociales sin alojamiento	3264
Septiembre 2013	50	Zaragoza	90	Actividades de creación, artísticas y espectáculos	819
Septiembre 2013	50	Zaragoza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	101
Septiembre 2013	50	Zaragoza	92	Actividades de juegos de azar y apuestas	863
Septiembre 2013	50	Zaragoza	93	Actividades deportivas, recreativas y de entretenimiento	2612
Septiembre 2013	50	Zaragoza	94	Actividades asociativas	3528
Septiembre 2013	50	Zaragoza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	1934
Septiembre 2013	50	Zaragoza	96	Otros servicios personales	6293
Septiembre 2013	50	Zaragoza	97	Actividades de los hogares como empleadores de personal doméstico	14515
Septiembre 2013	50	Zaragoza	99	Actividades de organizaciones y organismos extraterritoriales	6
Junio 2013	22	Huesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	15930
Junio 2013	22	Huesca	02	Silvicultura y explotación forestal	494
Junio 2013	22	Huesca	03	Pesca y acuicultura	82
Junio 2013	22	Huesca	05	Extracción de antracita, hulla y lignito	1
Junio 2013	22	Huesca	08	Otras industrias extractivas	114
Junio 2013	22	Huesca	10	Industria de la alimentación	2326
Junio 2013	22	Huesca	11	Fabricación de bebidas	281
Junio 2013	22	Huesca	13	Industria textil	36
Junio 2013	22	Huesca	14	Confección de prendas de vestir	135
Junio 2013	22	Huesca	15	Industria del cuero y del calzado	196
Junio 2013	22	Huesca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	450
Junio 2013	22	Huesca	17	Industria del papel	191
Junio 2013	22	Huesca	18	Artes gráficas y reproducción de soportes grabados	280
Junio 2013	22	Huesca	20	Industria química	1273
Junio 2013	22	Huesca	21	Fabricación de productos farmacéuticos	332
Junio 2013	22	Huesca	22	Fabricación de productos de caucho y plásticos	204
Junio 2013	22	Huesca	23	Fabricación de otros productos minerales no metálicos	525
Junio 2013	22	Huesca	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	366
Junio 2013	22	Huesca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	1311
Junio 2013	22	Huesca	26	Fabricación de productos informáticos, electrónicos y ópticos	146
Junio 2013	22	Huesca	27	Fabricación de material y equipo eléctrico	192
Junio 2013	22	Huesca	28	Fabricación de maquinaria y equipo n.c.o.p.	810
Junio 2013	22	Huesca	29	Fabricación de vehículos de motor, remolques y semirremolques	149
Junio 2013	22	Huesca	30	Fabricación de otro material de transporte	41
Junio 2013	22	Huesca	31	Fabricación de muebles	184
Junio 2013	22	Huesca	32	Otras industrias manufactureras	570
Junio 2013	22	Huesca	33	Reparación e instalación de maquinaria y equipo	394
Junio 2013	22	Huesca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	447
Junio 2013	22	Huesca	36	Captación, depuración y distribución de agua	399
Junio 2013	22	Huesca	37	Recogida y tratamiento de aguas residuales	52
Junio 2013	22	Huesca	38	Recogida, tratamiento y eliminación de residuos; valorización	188
Junio 2013	22	Huesca	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
Junio 2013	22	Huesca	41	Construcción de edificios	2782
Junio 2013	22	Huesca	42	Ingeniería civil	351
Junio 2013	22	Huesca	43	Actividades de construcción especializada	4061
Junio 2013	22	Huesca	45	Venta y reparación de vehículos de motor y motocicletas	1839
Junio 2013	22	Huesca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	4330
Junio 2013	22	Huesca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	7200
Junio 2013	22	Huesca	49	Transporte terrestre y por tubería	2520
Junio 2013	22	Huesca	52	Almacenamiento y actividades anexas al transporte	191
Junio 2013	22	Huesca	53	Actividades postales y de correos	312
Junio 2013	22	Huesca	55	Servicios de alojamiento	2225
Junio 2013	22	Huesca	56	Servicios de comidas y bebidas	4840
Junio 2013	22	Huesca	58	Edición	60
Junio 2013	22	Huesca	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	75
Junio 2013	22	Huesca	60	Actividades de programación y emisión de radio y televisión	82
Junio 2013	22	Huesca	61	Telecomunicaciones	166
Junio 2013	22	Huesca	62	Programación, consultoría y otras actividades relacionadas con la informática	279
Junio 2013	22	Huesca	63	Servicios de información	54
Junio 2013	22	Huesca	64	Servicios financieros, excepto seguros y fondos de pensiones	992
Junio 2013	22	Huesca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	96
Junio 2013	22	Huesca	66	Actividades auxiliares a los servicios financieros y a los seguros	359
Junio 2013	22	Huesca	68	Actividades inmobiliarias	241
Junio 2013	22	Huesca	69	Actividades jurídicas y de contabilidad	1234
Junio 2013	22	Huesca	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	95
Junio 2013	22	Huesca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	613
Junio 2013	22	Huesca	72	Investigación y desarrollo	103
Junio 2013	22	Huesca	73	Publicidad y estudios de mercado	163
Junio 2013	22	Huesca	74	Otras actividades profesionales, científicas y técnicas	328
Junio 2013	22	Huesca	75	Actividades veterinarias	126
Junio 2013	22	Huesca	77	Actividades de alquiler	319
Junio 2013	22	Huesca	78	Actividades relacionadas con el empleo	566
Junio 2013	22	Huesca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	208
Junio 2013	22	Huesca	80	Actividades de seguridad e investigación	218
Junio 2013	22	Huesca	81	Servicios a edificios y actividades de jardinería	2607
Junio 2013	22	Huesca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	343
Junio 2013	22	Huesca	84	Administración Pública y defensa; Seguridad Social obligatoria	6656
Junio 2013	22	Huesca	85	Educación	1850
Junio 2013	22	Huesca	86	Actividades sanitarias	4599
Junio 2013	22	Huesca	87	Asistencia en establecimientos residenciales	1852
Junio 2013	22	Huesca	88	Actividades de servicios sociales sin alojamiento	932
Junio 2013	22	Huesca	90	Actividades de creación, artísticas y espectáculos	139
Junio 2013	22	Huesca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	67
Junio 2013	22	Huesca	92	Actividades de juegos de azar y apuestas	117
Junio 2013	22	Huesca	93	Actividades deportivas, recreativas y de entretenimiento	846
Junio 2013	22	Huesca	94	Actividades asociativas	720
Junio 2013	22	Huesca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	501
Junio 2013	22	Huesca	96	Otros servicios personales	1361
Junio 2013	22	Huesca	97	Actividades de los hogares como empleadores de personal doméstico	2290
Junio 2013	44	Teruel	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	6647
Junio 2013	44	Teruel	02	Silvicultura y explotación forestal	601
Junio 2013	44	Teruel	03	Pesca y acuicultura	48
Junio 2013	44	Teruel	05	Extracción de antracita, hulla y lignito	257
Junio 2013	44	Teruel	08	Otras industrias extractivas	285
Junio 2013	44	Teruel	09	Actividades de apoyo a las industrias extractivas	8
Junio 2013	44	Teruel	10	Industria de la alimentación	1857
Junio 2013	44	Teruel	11	Fabricación de bebidas	90
Junio 2013	44	Teruel	13	Industria textil	28
Junio 2013	44	Teruel	14	Confección de prendas de vestir	311
Junio 2013	44	Teruel	15	Industria del cuero y del calzado	24
Junio 2013	44	Teruel	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	746
Junio 2013	44	Teruel	17	Industria del papel	225
Junio 2013	44	Teruel	18	Artes gráficas y reproducción de soportes grabados	85
Junio 2013	44	Teruel	20	Industria química	361
Junio 2013	44	Teruel	21	Fabricación de productos farmacéuticos	18
Junio 2013	44	Teruel	22	Fabricación de productos de caucho y plásticos	157
Junio 2013	44	Teruel	23	Fabricación de otros productos minerales no metálicos	889
Junio 2013	44	Teruel	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	361
Junio 2013	44	Teruel	25	Fabricación de productos metálicos, excepto maquinaria y equipo	539
Junio 2013	44	Teruel	26	Fabricación de productos informáticos, electrónicos y ópticos	40
Junio 2013	44	Teruel	27	Fabricación de material y equipo eléctrico	12
Junio 2013	44	Teruel	28	Fabricación de maquinaria y equipo n.c.o.p.	110
Junio 2013	44	Teruel	29	Fabricación de vehículos de motor, remolques y semirremolques	763
Junio 2013	44	Teruel	30	Fabricación de otro material de transporte	12
Junio 2013	44	Teruel	31	Fabricación de muebles	299
Junio 2013	44	Teruel	32	Otras industrias manufactureras	29
Junio 2013	44	Teruel	33	Reparación e instalación de maquinaria y equipo	115
Junio 2013	44	Teruel	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	334
Junio 2013	44	Teruel	36	Captación, depuración y distribución de agua	203
Junio 2013	44	Teruel	37	Recogida y tratamiento de aguas residuales	6
Junio 2013	44	Teruel	38	Recogida, tratamiento y eliminación de residuos; valorización	82
Junio 2013	44	Teruel	41	Construcción de edificios	2502
Junio 2013	44	Teruel	42	Ingeniería civil	108
Junio 2013	44	Teruel	43	Actividades de construcción especializada	2213
Junio 2013	44	Teruel	45	Venta y reparación de vehículos de motor y motocicletas	1159
Junio 2013	44	Teruel	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	1320
Junio 2013	44	Teruel	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	4094
Junio 2013	44	Teruel	49	Transporte terrestre y por tubería	1544
Junio 2013	44	Teruel	51	Transporte aéreo	2
Junio 2013	44	Teruel	52	Almacenamiento y actividades anexas al transporte	86
Junio 2013	44	Teruel	53	Actividades postales y de correos	180
Junio 2013	44	Teruel	55	Servicios de alojamiento	905
Junio 2013	44	Teruel	56	Servicios de comidas y bebidas	2928
Junio 2013	44	Teruel	58	Edición	37
Junio 2013	44	Teruel	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	42
Junio 2013	44	Teruel	60	Actividades de programación y emisión de radio y televisión	18
Junio 2013	44	Teruel	61	Telecomunicaciones	98
Junio 2013	44	Teruel	62	Programación, consultoría y otras actividades relacionadas con la informática	78
Junio 2013	44	Teruel	63	Servicios de información	10
Junio 2013	44	Teruel	64	Servicios financieros, excepto seguros y fondos de pensiones	644
Junio 2013	44	Teruel	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	87
Junio 2013	44	Teruel	66	Actividades auxiliares a los servicios financieros y a los seguros	209
Junio 2013	44	Teruel	68	Actividades inmobiliarias	61
Junio 2013	44	Teruel	69	Actividades jurídicas y de contabilidad	594
Junio 2013	44	Teruel	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	144
Junio 2013	44	Teruel	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	332
Junio 2013	44	Teruel	72	Investigación y desarrollo	81
Junio 2013	44	Teruel	73	Publicidad y estudios de mercado	40
Junio 2013	44	Teruel	74	Otras actividades profesionales, científicas y técnicas	105
Junio 2013	44	Teruel	75	Actividades veterinarias	59
Junio 2013	44	Teruel	77	Actividades de alquiler	59
Junio 2013	44	Teruel	78	Actividades relacionadas con el empleo	151
Junio 2013	44	Teruel	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	63
Junio 2013	44	Teruel	80	Actividades de seguridad e investigación	149
Junio 2013	44	Teruel	81	Servicios a edificios y actividades de jardinería	1253
Junio 2013	44	Teruel	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	137
Junio 2013	44	Teruel	84	Administración Pública y defensa; Seguridad Social obligatoria	4686
Junio 2013	44	Teruel	85	Educación	911
Junio 2013	44	Teruel	86	Actividades sanitarias	3018
Junio 2013	44	Teruel	87	Asistencia en establecimientos residenciales	1471
Junio 2013	44	Teruel	88	Actividades de servicios sociales sin alojamiento	385
Junio 2013	44	Teruel	90	Actividades de creación, artísticas y espectáculos	94
Junio 2013	44	Teruel	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	105
Junio 2013	44	Teruel	92	Actividades de juegos de azar y apuestas	57
Junio 2013	44	Teruel	93	Actividades deportivas, recreativas y de entretenimiento	274
Junio 2013	44	Teruel	94	Actividades asociativas	467
Junio 2013	44	Teruel	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	248
Junio 2013	44	Teruel	96	Otros servicios personales	625
Junio 2013	44	Teruel	97	Actividades de los hogares como empleadores de personal doméstico	1016
Junio 2013	50	Zaragoza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21861
Junio 2013	50	Zaragoza	02	Silvicultura y explotación forestal	702
Junio 2013	50	Zaragoza	03	Pesca y acuicultura	36
Junio 2013	50	Zaragoza	05	Extracción de antracita, hulla y lignito	83
Junio 2013	50	Zaragoza	06	Extracción de crudo de petróleo y gas natural	3
Junio 2013	50	Zaragoza	07	Extracción de minerales metálicos	50
Junio 2013	50	Zaragoza	08	Otras industrias extractivas	326
Junio 2013	50	Zaragoza	09	Actividades de apoyo a las industrias extractivas	5
Junio 2013	50	Zaragoza	10	Industria de la alimentación	6323
Junio 2013	50	Zaragoza	11	Fabricación de bebidas	915
Junio 2013	50	Zaragoza	12	Industria del tabaco	1
Junio 2013	50	Zaragoza	13	Industria textil	547
Junio 2013	50	Zaragoza	14	Confección de prendas de vestir	1060
Junio 2013	50	Zaragoza	15	Industria del cuero y del calzado	1045
Junio 2013	50	Zaragoza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	957
Junio 2013	50	Zaragoza	17	Industria del papel	2034
Junio 2013	50	Zaragoza	18	Artes gráficas y reproducción de soportes grabados	1175
Junio 2013	50	Zaragoza	19	Coquerías y refino de petróleo	3
Junio 2013	50	Zaragoza	20	Industria química	1777
Junio 2013	50	Zaragoza	21	Fabricación de productos farmacéuticos	801
Junio 2013	50	Zaragoza	22	Fabricación de productos de caucho y plásticos	3478
Junio 2013	50	Zaragoza	23	Fabricación de otros productos minerales no metálicos	1811
Junio 2013	50	Zaragoza	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1840
Junio 2013	50	Zaragoza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	7163
Junio 2013	50	Zaragoza	26	Fabricación de productos informáticos, electrónicos y ópticos	1296
Junio 2013	50	Zaragoza	27	Fabricación de material y equipo eléctrico	5059
Junio 2013	50	Zaragoza	28	Fabricación de maquinaria y equipo n.c.o.p.	5255
Junio 2013	50	Zaragoza	29	Fabricación de vehículos de motor, remolques y semirremolques	13908
Junio 2013	50	Zaragoza	30	Fabricación de otro material de transporte	1047
Junio 2013	50	Zaragoza	31	Fabricación de muebles	3155
Junio 2013	50	Zaragoza	32	Otras industrias manufactureras	755
Junio 2013	50	Zaragoza	33	Reparación e instalación de maquinaria y equipo	1782
Junio 2013	50	Zaragoza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	678
Junio 2013	50	Zaragoza	36	Captación, depuración y distribución de agua	996
Junio 2013	50	Zaragoza	37	Recogida y tratamiento de aguas residuales	87
Junio 2013	50	Zaragoza	38	Recogida, tratamiento y eliminación de residuos; valorización	2591
Junio 2013	50	Zaragoza	39	Actividades de descontaminación y otros servicios de gestión de residuos	21
Junio 2013	50	Zaragoza	41	Construcción de edificios	5393
Junio 2013	50	Zaragoza	42	Ingeniería civil	1216
Junio 2013	50	Zaragoza	43	Actividades de construcción especializada	13573
Junio 2013	50	Zaragoza	45	Venta y reparación de vehículos de motor y motocicletas	5546
Junio 2013	50	Zaragoza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19469
Junio 2013	50	Zaragoza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	37137
Junio 2013	50	Zaragoza	49	Transporte terrestre y por tubería	14428
Junio 2013	50	Zaragoza	50	Transporte marítimo y por vías navegables interiores	6
Junio 2013	50	Zaragoza	51	Transporte aéreo	53
Junio 2013	50	Zaragoza	52	Almacenamiento y actividades anexas al transporte	4142
Junio 2013	50	Zaragoza	53	Actividades postales y de correos	1217
Junio 2013	50	Zaragoza	55	Servicios de alojamiento	2322
Junio 2013	50	Zaragoza	56	Servicios de comidas y bebidas	20025
Junio 2013	50	Zaragoza	58	Edición	1114
Junio 2013	50	Zaragoza	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	871
Junio 2013	50	Zaragoza	60	Actividades de programación y emisión de radio y televisión	274
Junio 2013	50	Zaragoza	61	Telecomunicaciones	1698
Junio 2013	50	Zaragoza	62	Programación, consultoría y otras actividades relacionadas con la informática	3449
Junio 2013	50	Zaragoza	63	Servicios de información	226
Junio 2013	50	Zaragoza	64	Servicios financieros, excepto seguros y fondos de pensiones	5799
Junio 2013	50	Zaragoza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1054
Junio 2013	50	Zaragoza	66	Actividades auxiliares a los servicios financieros y a los seguros	1903
Junio 2013	50	Zaragoza	68	Actividades inmobiliarias	2042
Junio 2013	50	Zaragoza	69	Actividades jurídicas y de contabilidad	5235
Junio 2013	50	Zaragoza	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1202
Junio 2013	50	Zaragoza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	3598
Junio 2013	50	Zaragoza	72	Investigación y desarrollo	1541
Junio 2013	50	Zaragoza	73	Publicidad y estudios de mercado	1205
Junio 2013	50	Zaragoza	74	Otras actividades profesionales, científicas y técnicas	1537
Junio 2013	50	Zaragoza	75	Actividades veterinarias	362
Junio 2013	50	Zaragoza	77	Actividades de alquiler	1433
Junio 2013	50	Zaragoza	78	Actividades relacionadas con el empleo	4552
Junio 2013	50	Zaragoza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	709
Junio 2013	50	Zaragoza	80	Actividades de seguridad e investigación	1931
Junio 2013	50	Zaragoza	81	Servicios a edificios y actividades de jardinería	11663
Junio 2013	50	Zaragoza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4157
Junio 2013	50	Zaragoza	84	Administración Pública y defensa; Seguridad Social obligatoria	22139
Junio 2013	50	Zaragoza	85	Educación	14727
Junio 2013	50	Zaragoza	86	Actividades sanitarias	22526
Junio 2013	50	Zaragoza	87	Asistencia en establecimientos residenciales	6280
Junio 2013	50	Zaragoza	88	Actividades de servicios sociales sin alojamiento	3318
Junio 2013	50	Zaragoza	90	Actividades de creación, artísticas y espectáculos	872
Junio 2013	50	Zaragoza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	104
Junio 2013	50	Zaragoza	92	Actividades de juegos de azar y apuestas	870
Junio 2013	50	Zaragoza	93	Actividades deportivas, recreativas y de entretenimiento	2942
Junio 2013	50	Zaragoza	94	Actividades asociativas	3518
Junio 2013	50	Zaragoza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	1971
Junio 2013	50	Zaragoza	96	Otros servicios personales	6306
Junio 2013	50	Zaragoza	97	Actividades de los hogares como empleadores de personal doméstico	14882
Junio 2013	50	Zaragoza	99	Actividades de organizaciones y organismos extraterritoriales	6
Marzo 2013	22	Huesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11821
Marzo 2013	22	Huesca	02	Silvicultura y explotación forestal	297
Marzo 2013	22	Huesca	03	Pesca y acuicultura	84
Marzo 2013	22	Huesca	05	Extracción de antracita, hulla y lignito	1
Marzo 2013	22	Huesca	08	Otras industrias extractivas	119
Marzo 2013	22	Huesca	10	Industria de la alimentación	2271
Marzo 2013	22	Huesca	11	Fabricación de bebidas	284
Marzo 2013	22	Huesca	13	Industria textil	35
Marzo 2013	22	Huesca	14	Confección de prendas de vestir	124
Marzo 2013	22	Huesca	15	Industria del cuero y del calzado	178
Marzo 2013	22	Huesca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	375
Marzo 2013	22	Huesca	17	Industria del papel	191
Marzo 2013	22	Huesca	18	Artes gráficas y reproducción de soportes grabados	276
Marzo 2013	22	Huesca	20	Industria química	1252
Marzo 2013	22	Huesca	21	Fabricación de productos farmacéuticos	333
Marzo 2013	22	Huesca	22	Fabricación de productos de caucho y plásticos	214
Marzo 2013	22	Huesca	23	Fabricación de otros productos minerales no metálicos	533
Marzo 2013	22	Huesca	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	372
Marzo 2013	22	Huesca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	1295
Marzo 2013	22	Huesca	26	Fabricación de productos informáticos, electrónicos y ópticos	140
Marzo 2013	22	Huesca	27	Fabricación de material y equipo eléctrico	180
Marzo 2013	22	Huesca	28	Fabricación de maquinaria y equipo n.c.o.p.	808
Marzo 2013	22	Huesca	29	Fabricación de vehículos de motor, remolques y semirremolques	159
Marzo 2013	22	Huesca	30	Fabricación de otro material de transporte	39
