Mes y año	Provincia código	Provincia nombre	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Marzo 2015	22	Huesca	77	Actividades de alquiler	346
Marzo 2015	22	Huesca	78	Actividades relacionadas con el empleo	584
Marzo 2015	22	Huesca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	178
Marzo 2015	22	Huesca	80	Actividades de seguridad e investigación	195
Marzo 2015	22	Huesca	81	Servicios a edificios y actividades de jardinería	2620
Marzo 2015	22	Huesca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	439
Marzo 2015	22	Huesca	84	Administración Pública y defensa; Seguridad Social obligatoria	6802
Marzo 2015	22	Huesca	85	Educación	2448
Marzo 2015	22	Huesca	86	Actividades sanitarias	4660
Marzo 2015	22	Huesca	87	Asistencia en establecimientos residenciales	1969
Marzo 2015	22	Huesca	88	Actividades de servicios sociales sin alojamiento	963
Marzo 2015	22	Huesca	90	Actividades de creación, artísticas y espectáculos	128
Marzo 2015	22	Huesca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	62
Marzo 2015	22	Huesca	92	Actividades de juegos de azar y apuestas	135
Marzo 2015	22	Huesca	93	Actividades deportivas, recreativas y de entretenimiento	1591
Marzo 2015	22	Huesca	94	Actividades asociativas	806
Marzo 2015	22	Huesca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	413
Marzo 2015	22	Huesca	96	Otros servicios personales	1363
Marzo 2015	22	Huesca	97	Actividades de los hogares como empleadores de personal doméstico	2274
Marzo 2015	44	Teruel	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	5803
Marzo 2015	44	Teruel	02	Silvicultura y explotación forestal	511
Marzo 2015	44	Teruel	03	Pesca y acuicultura	41
Marzo 2015	44	Teruel	05	Extracción de antracita, hulla y lignito	245
Marzo 2015	44	Teruel	08	Otras industrias extractivas	280
Marzo 2015	44	Teruel	09	Actividades de apoyo a las industrias extractivas	8
Marzo 2015	44	Teruel	10	Industria de la alimentación	1985
Marzo 2015	44	Teruel	11	Fabricación de bebidas	87
Marzo 2015	44	Teruel	13	Industria textil	34
Marzo 2015	44	Teruel	14	Confección de prendas de vestir	170
Marzo 2015	44	Teruel	15	Industria del cuero y del calzado	12
Marzo 2015	44	Teruel	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	672
Marzo 2015	44	Teruel	17	Industria del papel	232
Marzo 2015	44	Teruel	18	Artes gráficas y reproducción de soportes grabados	61
Marzo 2015	44	Teruel	20	Industria química	374
Marzo 2015	44	Teruel	21	Fabricación de productos farmacéuticos	12
Marzo 2015	44	Teruel	22	Fabricación de productos de caucho y plásticos	159
Marzo 2015	44	Teruel	23	Fabricación de otros productos minerales no metálicos	1016
Marzo 2015	44	Teruel	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	396
Marzo 2015	44	Teruel	25	Fabricación de productos metálicos, excepto maquinaria y equipo	553
Marzo 2015	44	Teruel	26	Fabricación de productos informáticos, electrónicos y ópticos	49
Marzo 2015	44	Teruel	27	Fabricación de material y equipo eléctrico	29
Marzo 2015	44	Teruel	28	Fabricación de maquinaria y equipo n.c.o.p.	133
Marzo 2015	44	Teruel	29	Fabricación de vehículos de motor, remolques y semirremolques	679
Marzo 2015	44	Teruel	30	Fabricación de otro material de transporte	8
Marzo 2015	44	Teruel	31	Fabricación de muebles	292
Marzo 2015	44	Teruel	32	Otras industrias manufactureras	43
Marzo 2015	44	Teruel	33	Reparación e instalación de maquinaria y equipo	140
Marzo 2015	44	Teruel	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	309
Marzo 2015	44	Teruel	36	Captación, depuración y distribución de agua	206
Marzo 2015	44	Teruel	37	Recogida y tratamiento de aguas residuales	16
Marzo 2015	44	Teruel	38	Recogida, tratamiento y eliminación de residuos; valorización	97
Marzo 2015	44	Teruel	41	Construcción de edificios	2118
Marzo 2015	44	Teruel	42	Ingeniería civil	104
Marzo 2015	44	Teruel	43	Actividades de construcción especializada	2079
Marzo 2015	44	Teruel	45	Venta y reparación de vehículos de motor y motocicletas	1147
Marzo 2015	44	Teruel	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	1263
Marzo 2015	44	Teruel	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	4114
Marzo 2015	44	Teruel	49	Transporte terrestre y por tubería	1750
Marzo 2015	44	Teruel	51	Transporte aéreo	1
Marzo 2015	44	Teruel	52	Almacenamiento y actividades anexas al transporte	101
Marzo 2015	44	Teruel	53	Actividades postales y de correos	162
Marzo 2015	44	Teruel	55	Servicios de alojamiento	932
Marzo 2015	44	Teruel	56	Servicios de comidas y bebidas	3031
Marzo 2015	44	Teruel	58	Edición	62
Marzo 2015	44	Teruel	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	29
Marzo 2015	44	Teruel	60	Actividades de programación y emisión de radio y televisión	23
Marzo 2015	44	Teruel	61	Telecomunicaciones	94
Marzo 2015	44	Teruel	62	Programación, consultoría y otras actividades relacionadas con la informática	90
Marzo 2015	44	Teruel	63	Servicios de información	14
Marzo 2015	44	Teruel	64	Servicios financieros, excepto seguros y fondos de pensiones	548
Marzo 2015	44	Teruel	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	85
Marzo 2015	44	Teruel	66	Actividades auxiliares a los servicios financieros y a los seguros	230
Marzo 2015	44	Teruel	68	Actividades inmobiliarias	63
Marzo 2015	44	Teruel	69	Actividades jurídicas y de contabilidad	606
Marzo 2015	44	Teruel	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	150
Marzo 2015	44	Teruel	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	380
Marzo 2015	44	Teruel	72	Investigación y desarrollo	94
Marzo 2015	44	Teruel	73	Publicidad y estudios de mercado	39
Marzo 2015	44	Teruel	74	Otras actividades profesionales, científicas y técnicas	109
Marzo 2015	44	Teruel	75	Actividades veterinarias	68
Marzo 2015	44	Teruel	77	Actividades de alquiler	52
Marzo 2015	44	Teruel	78	Actividades relacionadas con el empleo	249
Marzo 2015	44	Teruel	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	76
Marzo 2015	44	Teruel	80	Actividades de seguridad e investigación	148
Marzo 2015	44	Teruel	81	Servicios a edificios y actividades de jardinería	1241
Marzo 2015	44	Teruel	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	107
Marzo 2015	44	Teruel	84	Administración Pública y defensa; Seguridad Social obligatoria	4785
Marzo 2015	44	Teruel	85	Educación	1057
Marzo 2015	44	Teruel	86	Actividades sanitarias	3055
Marzo 2015	44	Teruel	87	Asistencia en establecimientos residenciales	1458
Marzo 2015	44	Teruel	88	Actividades de servicios sociales sin alojamiento	394
Marzo 2015	44	Teruel	90	Actividades de creación, artísticas y espectáculos	131
Marzo 2015	44	Teruel	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	120
Marzo 2015	44	Teruel	92	Actividades de juegos de azar y apuestas	67
Marzo 2015	44	Teruel	93	Actividades deportivas, recreativas y de entretenimiento	393
Marzo 2015	44	Teruel	94	Actividades asociativas	481
Marzo 2015	44	Teruel	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	233
Marzo 2015	44	Teruel	96	Otros servicios personales	669
Marzo 2015	44	Teruel	97	Actividades de los hogares como empleadores de personal doméstico	990
Marzo 2015	50	Zaragoza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	15218
Marzo 2015	50	Zaragoza	02	Silvicultura y explotación forestal	467
Marzo 2015	50	Zaragoza	03	Pesca y acuicultura	30
Marzo 2015	50	Zaragoza	05	Extracción de antracita, hulla y lignito	56
Marzo 2015	50	Zaragoza	06	Extracción de crudo de petróleo y gas natural	2
Marzo 2015	50	Zaragoza	07	Extracción de minerales metálicos	56
Marzo 2015	50	Zaragoza	08	Otras industrias extractivas	324
Marzo 2015	50	Zaragoza	09	Actividades de apoyo a las industrias extractivas	5
Marzo 2015	50	Zaragoza	10	Industria de la alimentación	6858
Marzo 2015	50	Zaragoza	11	Fabricación de bebidas	911
Marzo 2015	50	Zaragoza	13	Industria textil	609
Marzo 2015	50	Zaragoza	14	Confección de prendas de vestir	850
Marzo 2015	50	Zaragoza	15	Industria del cuero y del calzado	905
Marzo 2015	50	Zaragoza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	935
Marzo 2015	50	Zaragoza	17	Industria del papel	1801
Marzo 2015	50	Zaragoza	18	Artes gráficas y reproducción de soportes grabados	1192
Marzo 2015	50	Zaragoza	20	Industria química	1957
Marzo 2015	50	Zaragoza	21	Fabricación de productos farmacéuticos	720
Marzo 2015	50	Zaragoza	22	Fabricación de productos de caucho y plásticos	3506
Marzo 2015	50	Zaragoza	23	Fabricación de otros productos minerales no metálicos	1502
Marzo 2015	50	Zaragoza	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1795
Marzo 2015	50	Zaragoza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	6871
Marzo 2015	50	Zaragoza	26	Fabricación de productos informáticos, electrónicos y ópticos	1465
Marzo 2015	50	Zaragoza	27	Fabricación de material y equipo eléctrico	5327
Marzo 2015	50	Zaragoza	28	Fabricación de maquinaria y equipo n.c.o.p.	5223
Marzo 2015	50	Zaragoza	29	Fabricación de vehículos de motor, remolques y semirremolques	13861
Marzo 2015	50	Zaragoza	30	Fabricación de otro material de transporte	995
Marzo 2015	50	Zaragoza	31	Fabricación de muebles	3042
Marzo 2015	50	Zaragoza	32	Otras industrias manufactureras	759
Marzo 2015	50	Zaragoza	33	Reparación e instalación de maquinaria y equipo	1839
Marzo 2015	50	Zaragoza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	669
Marzo 2015	50	Zaragoza	36	Captación, depuración y distribución de agua	1016
Marzo 2015	50	Zaragoza	37	Recogida y tratamiento de aguas residuales	149
Marzo 2015	50	Zaragoza	38	Recogida, tratamiento y eliminación de residuos; valorización	2265
Marzo 2015	50	Zaragoza	39	Actividades de descontaminación y otros servicios de gestión de residuos	21
Marzo 2015	50	Zaragoza	41	Construcción de edificios	4603
Marzo 2015	50	Zaragoza	42	Ingeniería civil	1110
Marzo 2015	50	Zaragoza	43	Actividades de construcción especializada	13107
Marzo 2015	50	Zaragoza	45	Venta y reparación de vehículos de motor y motocicletas	5571
Marzo 2015	50	Zaragoza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19414
Marzo 2015	50	Zaragoza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	37120
Marzo 2015	50	Zaragoza	49	Transporte terrestre y por tubería	14738
Marzo 2015	50	Zaragoza	50	Transporte marítimo y por vías navegables interiores	2
Marzo 2015	50	Zaragoza	51	Transporte aéreo	66
Marzo 2015	50	Zaragoza	52	Almacenamiento y actividades anexas al transporte	4609
Marzo 2015	50	Zaragoza	53	Actividades postales y de correos	1252
Marzo 2015	50	Zaragoza	55	Servicios de alojamiento	2183
Marzo 2015	50	Zaragoza	56	Servicios de comidas y bebidas	21110
Marzo 2015	50	Zaragoza	58	Edición	1036
Marzo 2015	50	Zaragoza	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	710
Marzo 2015	50	Zaragoza	60	Actividades de programación y emisión de radio y televisión	276
Marzo 2015	50	Zaragoza	61	Telecomunicaciones	1173
Marzo 2015	50	Zaragoza	62	Programación, consultoría y otras actividades relacionadas con la informática	3528
Marzo 2015	50	Zaragoza	63	Servicios de información	261
Marzo 2015	50	Zaragoza	64	Servicios financieros, excepto seguros y fondos de pensiones	4922
Marzo 2015	50	Zaragoza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1015
Marzo 2015	50	Zaragoza	66	Actividades auxiliares a los servicios financieros y a los seguros	2038
Marzo 2015	50	Zaragoza	68	Actividades inmobiliarias	2144
Marzo 2015	50	Zaragoza	69	Actividades jurídicas y de contabilidad	5283
Marzo 2015	50	Zaragoza	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1349
Marzo 2015	50	Zaragoza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	3734
Marzo 2015	50	Zaragoza	72	Investigación y desarrollo	1393
Marzo 2015	50	Zaragoza	73	Publicidad y estudios de mercado	1084
Marzo 2015	50	Zaragoza	74	Otras actividades profesionales, científicas y técnicas	1793
Marzo 2015	50	Zaragoza	75	Actividades veterinarias	398
Marzo 2015	50	Zaragoza	77	Actividades de alquiler	1293
Marzo 2015	50	Zaragoza	78	Actividades relacionadas con el empleo	6126
Marzo 2015	50	Zaragoza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	718
Marzo 2015	50	Zaragoza	80	Actividades de seguridad e investigación	1930
Marzo 2015	50	Zaragoza	81	Servicios a edificios y actividades de jardinería	12003
Marzo 2015	50	Zaragoza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	5578
Marzo 2015	50	Zaragoza	84	Administración Pública y defensa; Seguridad Social obligatoria	22685
Marzo 2015	50	Zaragoza	85	Educación	18003
Marzo 2015	50	Zaragoza	86	Actividades sanitarias	22853
Marzo 2015	50	Zaragoza	87	Asistencia en establecimientos residenciales	6590
Marzo 2015	50	Zaragoza	88	Actividades de servicios sociales sin alojamiento	3395
Marzo 2015	50	Zaragoza	90	Actividades de creación, artísticas y espectáculos	951
Marzo 2015	50	Zaragoza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	111
Marzo 2015	50	Zaragoza	92	Actividades de juegos de azar y apuestas	851
Marzo 2015	50	Zaragoza	93	Actividades deportivas, recreativas y de entretenimiento	3287
Marzo 2015	50	Zaragoza	94	Actividades asociativas	3911
Marzo 2015	50	Zaragoza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	1811
Marzo 2015	50	Zaragoza	96	Otros servicios personales	6424
Marzo 2015	50	Zaragoza	97	Actividades de los hogares como empleadores de personal doméstico	14780
Marzo 2015	50	Zaragoza	99	Actividades de organizaciones y organismos extraterritoriales	7
Diciembre 2014	22	Huesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11923
Diciembre 2014	22	Huesca	02	Silvicultura y explotación forestal	199
Diciembre 2014	22	Huesca	03	Pesca y acuicultura	86
Diciembre 2014	22	Huesca	05	Extracción de antracita, hulla y lignito	1
Diciembre 2014	22	Huesca	08	Otras industrias extractivas	102
Diciembre 2014	22	Huesca	10	Industria de la alimentación	2351
Diciembre 2014	22	Huesca	11	Fabricación de bebidas	289
Diciembre 2014	22	Huesca	13	Industria textil	45
Diciembre 2014	22	Huesca	14	Confección de prendas de vestir	124
Diciembre 2014	22	Huesca	15	Industria del cuero y del calzado	174
Diciembre 2014	22	Huesca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	372
Diciembre 2014	22	Huesca	17	Industria del papel	187
Diciembre 2014	22	Huesca	18	Artes gráficas y reproducción de soportes grabados	295
Diciembre 2014	22	Huesca	20	Industria química	1201
Diciembre 2014	22	Huesca	21	Fabricación de productos farmacéuticos	326
Diciembre 2014	22	Huesca	22	Fabricación de productos de caucho y plásticos	210
Diciembre 2014	22	Huesca	23	Fabricación de otros productos minerales no metálicos	380
Diciembre 2014	22	Huesca	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	319
Diciembre 2014	22	Huesca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	1295
Diciembre 2014	22	Huesca	26	Fabricación de productos informáticos, electrónicos y ópticos	159
Diciembre 2014	22	Huesca	27	Fabricación de material y equipo eléctrico	206
Diciembre 2014	22	Huesca	28	Fabricación de maquinaria y equipo n.c.o.p.	804
Diciembre 2014	22	Huesca	29	Fabricación de vehículos de motor, remolques y semirremolques	131
Diciembre 2014	22	Huesca	30	Fabricación de otro material de transporte	40
Diciembre 2014	22	Huesca	31	Fabricación de muebles	147
Diciembre 2014	22	Huesca	32	Otras industrias manufactureras	587
Diciembre 2014	22	Huesca	33	Reparación e instalación de maquinaria y equipo	436
Diciembre 2014	22	Huesca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	415
Diciembre 2014	22	Huesca	36	Captación, depuración y distribución de agua	402
Diciembre 2014	22	Huesca	37	Recogida y tratamiento de aguas residuales	48
Diciembre 2014	22	Huesca	38	Recogida, tratamiento y eliminación de residuos; valorización	288
Diciembre 2014	22	Huesca	39	Actividades de descontaminación y otros servicios de gestión de residuos	12
Diciembre 2014	22	Huesca	41	Construcción de edificios	2466
Diciembre 2014	22	Huesca	42	Ingeniería civil	319
Diciembre 2014	22	Huesca	43	Actividades de construcción especializada	3870
Diciembre 2014	22	Huesca	45	Venta y reparación de vehículos de motor y motocicletas	1866
Diciembre 2014	22	Huesca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	3293
Diciembre 2014	22	Huesca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	7540
Diciembre 2014	22	Huesca	49	Transporte terrestre y por tubería	2737
Diciembre 2014	22	Huesca	52	Almacenamiento y actividades anexas al transporte	213
Diciembre 2014	22	Huesca	53	Actividades postales y de correos	289
Diciembre 2014	22	Huesca	55	Servicios de alojamiento	2316
Diciembre 2014	22	Huesca	56	Servicios de comidas y bebidas	5452
Diciembre 2014	22	Huesca	58	Edición	70
Diciembre 2014	22	Huesca	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	69
Diciembre 2014	22	Huesca	60	Actividades de programación y emisión de radio y televisión	86
Diciembre 2014	22	Huesca	61	Telecomunicaciones	146
Diciembre 2014	22	Huesca	62	Programación, consultoría y otras actividades relacionadas con la informática	307
Diciembre 2014	22	Huesca	63	Servicios de información	57
Diciembre 2014	22	Huesca	64	Servicios financieros, excepto seguros y fondos de pensiones	872
Diciembre 2014	22	Huesca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	92
Diciembre 2014	22	Huesca	66	Actividades auxiliares a los servicios financieros y a los seguros	361
Diciembre 2014	22	Huesca	68	Actividades inmobiliarias	251
Diciembre 2014	22	Huesca	69	Actividades jurídicas y de contabilidad	1262
Diciembre 2014	22	Huesca	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	105
Diciembre 2014	22	Huesca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	664
Diciembre 2014	22	Huesca	72	Investigación y desarrollo	111
Diciembre 2014	22	Huesca	73	Publicidad y estudios de mercado	170
Diciembre 2014	22	Huesca	74	Otras actividades profesionales, científicas y técnicas	359
Diciembre 2014	22	Huesca	75	Actividades veterinarias	131
Diciembre 2014	22	Huesca	77	Actividades de alquiler	354
Diciembre 2014	22	Huesca	78	Actividades relacionadas con el empleo	452
Diciembre 2014	22	Huesca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	162
Diciembre 2014	22	Huesca	80	Actividades de seguridad e investigación	204
Diciembre 2014	22	Huesca	81	Servicios a edificios y actividades de jardinería	2674
Diciembre 2014	22	Huesca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	513
Diciembre 2014	22	Huesca	84	Administración Pública y defensa; Seguridad Social obligatoria	6783
Diciembre 2014	22	Huesca	85	Educación	2439
Diciembre 2014	22	Huesca	86	Actividades sanitarias	4618
Diciembre 2014	22	Huesca	87	Asistencia en establecimientos residenciales	1958
Diciembre 2014	22	Huesca	88	Actividades de servicios sociales sin alojamiento	982
Diciembre 2014	22	Huesca	90	Actividades de creación, artísticas y espectáculos	145
Diciembre 2014	22	Huesca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	60
Diciembre 2014	22	Huesca	92	Actividades de juegos de azar y apuestas	131
Diciembre 2014	22	Huesca	93	Actividades deportivas, recreativas y de entretenimiento	1489
Diciembre 2014	22	Huesca	94	Actividades asociativas	754
Diciembre 2014	22	Huesca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	429
Diciembre 2014	22	Huesca	96	Otros servicios personales	1343
Diciembre 2014	22	Huesca	97	Actividades de los hogares como empleadores de personal doméstico	2267
Diciembre 2014	44	Teruel	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	5813
Diciembre 2014	44	Teruel	02	Silvicultura y explotación forestal	279
Diciembre 2014	44	Teruel	03	Pesca y acuicultura	41
Diciembre 2014	44	Teruel	05	Extracción de antracita, hulla y lignito	236
Diciembre 2014	44	Teruel	08	Otras industrias extractivas	276
Diciembre 2014	44	Teruel	09	Actividades de apoyo a las industrias extractivas	8
Diciembre 2014	44	Teruel	10	Industria de la alimentación	2016
Diciembre 2014	44	Teruel	11	Fabricación de bebidas	87
Diciembre 2014	44	Teruel	13	Industria textil	29
Diciembre 2014	44	Teruel	14	Confección de prendas de vestir	200
Diciembre 2014	44	Teruel	15	Industria del cuero y del calzado	14
Diciembre 2014	44	Teruel	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	689
Diciembre 2014	44	Teruel	17	Industria del papel	225
Diciembre 2014	44	Teruel	18	Artes gráficas y reproducción de soportes grabados	62
Diciembre 2014	44	Teruel	20	Industria química	366
Diciembre 2014	44	Teruel	21	Fabricación de productos farmacéuticos	15
Diciembre 2014	44	Teruel	22	Fabricación de productos de caucho y plásticos	163
Diciembre 2014	44	Teruel	23	Fabricación de otros productos minerales no metálicos	907
Diciembre 2014	44	Teruel	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	399
Diciembre 2014	44	Teruel	25	Fabricación de productos metálicos, excepto maquinaria y equipo	498
Diciembre 2014	44	Teruel	26	Fabricación de productos informáticos, electrónicos y ópticos	46
Diciembre 2014	44	Teruel	27	Fabricación de material y equipo eléctrico	27
Diciembre 2014	44	Teruel	28	Fabricación de maquinaria y equipo n.c.o.p.	128
Diciembre 2014	44	Teruel	29	Fabricación de vehículos de motor, remolques y semirremolques	682
Diciembre 2014	44	Teruel	30	Fabricación de otro material de transporte	9
Diciembre 2014	44	Teruel	31	Fabricación de muebles	289
Diciembre 2014	44	Teruel	32	Otras industrias manufactureras	30
Diciembre 2014	44	Teruel	33	Reparación e instalación de maquinaria y equipo	133
Diciembre 2014	44	Teruel	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	302
Diciembre 2014	44	Teruel	36	Captación, depuración y distribución de agua	193
Diciembre 2014	44	Teruel	37	Recogida y tratamiento de aguas residuales	16
Diciembre 2014	44	Teruel	38	Recogida, tratamiento y eliminación de residuos; valorización	93
Diciembre 2014	44	Teruel	41	Construcción de edificios	2169
Diciembre 2014	44	Teruel	42	Ingeniería civil	99
Diciembre 2014	44	Teruel	43	Actividades de construcción especializada	2090
Diciembre 2014	44	Teruel	45	Venta y reparación de vehículos de motor y motocicletas	1147
Diciembre 2014	44	Teruel	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	1281
Diciembre 2014	44	Teruel	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	4178
Diciembre 2014	44	Teruel	49	Transporte terrestre y por tubería	1674
Diciembre 2014	44	Teruel	51	Transporte aéreo	1
Diciembre 2014	44	Teruel	52	Almacenamiento y actividades anexas al transporte	94
Diciembre 2014	44	Teruel	53	Actividades postales y de correos	166
Diciembre 2014	44	Teruel	55	Servicios de alojamiento	901
Diciembre 2014	44	Teruel	56	Servicios de comidas y bebidas	3028
Diciembre 2014	44	Teruel	58	Edición	61
Diciembre 2014	44	Teruel	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	35
Diciembre 2014	44	Teruel	60	Actividades de programación y emisión de radio y televisión	17
Diciembre 2014	44	Teruel	61	Telecomunicaciones	100
Diciembre 2014	44	Teruel	62	Programación, consultoría y otras actividades relacionadas con la informática	93
Diciembre 2014	44	Teruel	63	Servicios de información	13
Diciembre 2014	44	Teruel	64	Servicios financieros, excepto seguros y fondos de pensiones	548
Diciembre 2014	44	Teruel	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	85
Diciembre 2014	44	Teruel	66	Actividades auxiliares a los servicios financieros y a los seguros	224
Diciembre 2014	44	Teruel	68	Actividades inmobiliarias	63
Diciembre 2014	44	Teruel	69	Actividades jurídicas y de contabilidad	600
Diciembre 2014	44	Teruel	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	144
Diciembre 2014	44	Teruel	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	366
Diciembre 2014	44	Teruel	72	Investigación y desarrollo	94
Diciembre 2014	44	Teruel	73	Publicidad y estudios de mercado	42
Diciembre 2014	44	Teruel	74	Otras actividades profesionales, científicas y técnicas	108
Diciembre 2014	44	Teruel	75	Actividades veterinarias	63
Diciembre 2014	44	Teruel	77	Actividades de alquiler	59
Diciembre 2014	44	Teruel	78	Actividades relacionadas con el empleo	111
Diciembre 2014	44	Teruel	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	73
Diciembre 2014	44	Teruel	80	Actividades de seguridad e investigación	148
Diciembre 2014	44	Teruel	81	Servicios a edificios y actividades de jardinería	1262
Diciembre 2014	44	Teruel	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	98
Diciembre 2014	44	Teruel	84	Administración Pública y defensa; Seguridad Social obligatoria	4741
Diciembre 2014	44	Teruel	85	Educación	1032
Diciembre 2014	44	Teruel	86	Actividades sanitarias	3038
Diciembre 2014	44	Teruel	87	Asistencia en establecimientos residenciales	1450
Diciembre 2014	44	Teruel	88	Actividades de servicios sociales sin alojamiento	362
Diciembre 2014	44	Teruel	90	Actividades de creación, artísticas y espectáculos	121
Diciembre 2014	44	Teruel	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	71
Diciembre 2014	44	Teruel	92	Actividades de juegos de azar y apuestas	67
Diciembre 2014	44	Teruel	93	Actividades deportivas, recreativas y de entretenimiento	466
Diciembre 2014	44	Teruel	94	Actividades asociativas	479
Diciembre 2014	44	Teruel	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	233
Diciembre 2014	44	Teruel	96	Otros servicios personales	645
Diciembre 2014	44	Teruel	97	Actividades de los hogares como empleadores de personal doméstico	999
Diciembre 2014	50	Zaragoza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	15510
Diciembre 2014	50	Zaragoza	02	Silvicultura y explotación forestal	318
Diciembre 2014	50	Zaragoza	03	Pesca y acuicultura	30
Diciembre 2014	50	Zaragoza	05	Extracción de antracita, hulla y lignito	64
Diciembre 2014	50	Zaragoza	06	Extracción de crudo de petróleo y gas natural	2
Diciembre 2014	50	Zaragoza	07	Extracción de minerales metálicos	51
Diciembre 2014	50	Zaragoza	08	Otras industrias extractivas	324
Diciembre 2014	50	Zaragoza	09	Actividades de apoyo a las industrias extractivas	5
Diciembre 2014	50	Zaragoza	10	Industria de la alimentación	6947
Diciembre 2014	50	Zaragoza	11	Fabricación de bebidas	914
Diciembre 2014	50	Zaragoza	13	Industria textil	583
Diciembre 2014	50	Zaragoza	14	Confección de prendas de vestir	903
Diciembre 2014	50	Zaragoza	15	Industria del cuero y del calzado	898
Diciembre 2014	50	Zaragoza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	878
Diciembre 2014	50	Zaragoza	17	Industria del papel	1800
Diciembre 2014	50	Zaragoza	18	Artes gráficas y reproducción de soportes grabados	1177
Diciembre 2014	50	Zaragoza	20	Industria química	1940
Diciembre 2014	50	Zaragoza	21	Fabricación de productos farmacéuticos	706
Diciembre 2014	50	Zaragoza	22	Fabricación de productos de caucho y plásticos	3519
Diciembre 2014	50	Zaragoza	23	Fabricación de otros productos minerales no metálicos	1469
