Año	Comarca código	Comarca nombre	VAB	Sector VAB código	Sector VAB descripción
2009	14	Aranda	17685	30	F Construcción
2009	15	Ribera Alta del Ebro	101272,2	30	F Construcción
2009	16	Valdejalón	113549,1	30	F Construcción
2009	17	D.C. Zaragoza	2201961	30	F Construcción
2009	18	Ribera Baja del Ebro	27982	30	F Construcción
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	27285,7	30	F Construcción
2009	20	Comunidad de Calatayud	112128,4	30	F Construcción
2009	21	Campo de Cariñena	33065,3	30	F Construcción
2009	22	Campo de Belchite	11724,8	30	F Construcción
2009	23	Bajo Martín	24430,2	30	F Construcción
2009	24	Campo de Daroca	13240,3	30	F Construcción
2009	25	Jiloca	42866,7	30	F Construcción
2009	26	Cuencas Mineras	23860	30	F Construcción
2009	27	Andorra-Sierra de Arcos	52103,4	30	F Construcción
2009	28	Bajo Aragón	144323,8	30	F Construcción
2009	29	Comunidad de Teruel	194519,2	30	F Construcción
2009	30	Maestrazgo	15740,7	30	F Construcción
2009	31	Sierra de Albarracín	20678,9	30	F Construcción
2009	32	Gúdar-Javalambre	49905,9	30	F Construcción
2009	33	Matarraña / Matarranya	38412,3	30	F Construcción
2009	01	La Jacetania	127198,1	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	02	Alto Gállego	115770	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	03	Sobrarbe	47962,1	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	04	La Ribagorza	82745,1	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	05	Cinco Villas	102334	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	06	Hoya de Huesca / Plana de Uesca	383493,7	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	07	Somontano de Barbastro	99268,4	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	08	Cinca Medio	100519,3	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	09	La Litera / La Llitera	75144,8	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	10	Los Monegros	63588,4	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	11	Bajo Cinca / Baix Cinca	113721,8	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	12	Tarazona y el Moncayo	51457,5	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	13	Campo de Borja	60819,1	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	14	Aranda	18792,2	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	15	Ribera Alta del Ebro	187789,4	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	16	Valdejalón	132991,2	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	17	D.C. Zaragoza	4604604,5	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	18	Ribera Baja del Ebro	32616,2	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	64115	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	20	Comunidad de Calatayud	167935,4	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	21	Campo de Cariñena	32725,3	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	22	Campo de Belchite	13637	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	23	Bajo Martín	28178,2	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	24	Campo de Daroca	16745,7	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	25	Jiloca	45071	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	26	Cuencas Mineras	22828,4	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	27	Andorra-Sierra de Arcos	50086	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	28	Bajo Aragón	158725,6	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	29	Comunidad de Teruel	266705	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	30	Maestrazgo	12588,5	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	31	Sierra de Albarracín	19864,2	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	32	Gúdar-Javalambre	45295,4	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	33	Matarraña / Matarranya	35321,7	41	G_J Comercio; reparación; transporte; hostelería; información y comunicaciones
2009	01	La Jacetania	37037	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	02	Alto Gállego	27958,3	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	03	Sobrarbe	11690,5	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	04	La Ribagorza	23301,3	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	05	Cinco Villas	58770,1	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	06	Hoya de Huesca / Plana de Uesca	388395,4	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	07	Somontano de Barbastro	45096,6	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	08	Cinca Medio	47961,9	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	09	La Litera / La Llitera	37403,4	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	10	Los Monegros	22486,9	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	11	Bajo Cinca / Baix Cinca	52440,7	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	12	Tarazona y el Moncayo	18749,9	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	13	Campo de Borja	12832,6	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	14	Aranda	6679,6	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	15	Ribera Alta del Ebro	50954,4	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	16	Valdejalón	37801,5	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	17	D.C. Zaragoza	3645272,9	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	18	Ribera Baja del Ebro	9734,4	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	13619,9	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	20	Comunidad de Calatayud	53837,7	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	21	Campo de Cariñena	9022,5	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	22	Campo de Belchite	3949,5	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	23	Bajo Martín	6081,6	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	24	Campo de Daroca	5356,3	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	25	Jiloca	15346,2	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	26	Cuencas Mineras	14223,6	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	27	Andorra-Sierra de Arcos	18252,5	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	28	Bajo Aragón	58746,4	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	29	Comunidad de Teruel	255798,5	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	30	Maestrazgo	2689,8	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	31	Sierra de Albarracín	5163,1	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	32	Gúdar-Javalambre	7905,5	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	33	Matarraña / Matarranya	12869,9	42	K_N Actividades financieras, inmobiliarias; actividades profesionales, científicas y técnicas, administrativas y servicios auxiliares
2009	01	La Jacetania	85274	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	02	Alto Gállego	57017,1	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	03	Sobrarbe	22994	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	04	La Ribagorza	54217,8	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	05	Cinco Villas	84074	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	06	Hoya de Huesca / Plana de Uesca	582836,9	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	07	Somontano de Barbastro	115887,5	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	08	Cinca Medio	58899,9	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	09	La Litera / La Llitera	41673,4	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	10	Los Monegros	40486,6	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	11	Bajo Cinca / Baix Cinca	46890,5	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	12	Tarazona y el Moncayo	43493,5	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	13	Campo de Borja	45534,1	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	14	Aranda	15067,6	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	15	Ribera Alta del Ebro	72913,4	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	16	Valdejalón	76275,2	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	17	D.C. Zaragoza	4179987,4	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	18	Ribera Baja del Ebro	22311	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	38244	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	20	Comunidad de Calatayud	132226,6	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	21	Campo de Cariñena	22132,2	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	22	Campo de Belchite	12742,8	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	23	Bajo Martín	17643,5	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	24	Campo de Daroca	31861,9	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	25	Jiloca	36741,5	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	26	Cuencas Mineras	22089,3	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	27	Andorra-Sierra de Arcos	27149,5	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	28	Bajo Aragón	138787,2	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	29	Comunidad de Teruel	483187,8	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	30	Maestrazgo	11571,1	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	31	Sierra de Albarracín	16371,9	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	32	Gúdar-Javalambre	22260,1	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2009	33	Matarraña / Matarranya	21728,2	43	O_U Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales; otros servicios
2008	01	La Jacetania	26499	10	A Agricultura, ganadería, silvicultura y pesca
2008	02	Alto Gállego	11700,3	10	A Agricultura, ganadería, silvicultura y pesca
2008	03	Sobrarbe	31406,7	10	A Agricultura, ganadería, silvicultura y pesca
2008	04	La Ribagorza	70526,9	10	A Agricultura, ganadería, silvicultura y pesca
2008	05	Cinco Villas	96183,9	10	A Agricultura, ganadería, silvicultura y pesca
2008	06	Hoya de Huesca / Plana de Uesca	118688,8	10	A Agricultura, ganadería, silvicultura y pesca
2008	07	Somontano de Barbastro	53775,2	10	A Agricultura, ganadería, silvicultura y pesca
2008	08	Cinca Medio	32936,1	10	A Agricultura, ganadería, silvicultura y pesca
2008	09	La Litera / La Llitera	59839,9	10	A Agricultura, ganadería, silvicultura y pesca
2008	10	Los Monegros	108594,4	10	A Agricultura, ganadería, silvicultura y pesca
2008	11	Bajo Cinca / Baix Cinca	61386,6	10	A Agricultura, ganadería, silvicultura y pesca
2008	12	Tarazona y el Moncayo	7116	10	A Agricultura, ganadería, silvicultura y pesca
2008	13	Campo de Borja	35306,3	10	A Agricultura, ganadería, silvicultura y pesca
2008	14	Aranda	9181,1	10	A Agricultura, ganadería, silvicultura y pesca
2008	15	Ribera Alta del Ebro	12914,4	10	A Agricultura, ganadería, silvicultura y pesca
2008	16	Valdejalón	33277,4	10	A Agricultura, ganadería, silvicultura y pesca
2008	17	D.C. Zaragoza	40782,9	10	A Agricultura, ganadería, silvicultura y pesca
2008	18	Ribera Baja del Ebro	29202,3	10	A Agricultura, ganadería, silvicultura y pesca
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	44744,4	10	A Agricultura, ganadería, silvicultura y pesca
2008	20	Comunidad de Calatayud	62937,1	10	A Agricultura, ganadería, silvicultura y pesca
2008	21	Campo de Cariñena	29797	10	A Agricultura, ganadería, silvicultura y pesca
2008	22	Campo de Belchite	45368,5	10	A Agricultura, ganadería, silvicultura y pesca
2008	23	Bajo Martín	12698,3	10	A Agricultura, ganadería, silvicultura y pesca
2008	24	Campo de Daroca	41217,7	10	A Agricultura, ganadería, silvicultura y pesca
2008	25	Jiloca	26534,7	10	A Agricultura, ganadería, silvicultura y pesca
2008	26	Cuencas Mineras	7843,4	10	A Agricultura, ganadería, silvicultura y pesca
2008	27	Andorra-Sierra de Arcos	4076	10	A Agricultura, ganadería, silvicultura y pesca
2008	28	Bajo Aragón	23139,2	10	A Agricultura, ganadería, silvicultura y pesca
2008	29	Comunidad de Teruel	22303,6	10	A Agricultura, ganadería, silvicultura y pesca
2008	30	Maestrazgo	7078,5	10	A Agricultura, ganadería, silvicultura y pesca
2008	31	Sierra de Albarracín	3728,8	10	A Agricultura, ganadería, silvicultura y pesca
2008	32	Gúdar-Javalambre	6796	10	A Agricultura, ganadería, silvicultura y pesca
2008	33	Matarraña / Matarranya	20224,5	10	A Agricultura, ganadería, silvicultura y pesca
2008	01	La Jacetania	12473,5	21	B y E Extractivas; Energía y agua
2008	02	Alto Gállego	27996,2	21	B y E Extractivas; Energía y agua
2008	03	Sobrarbe	17845,1	21	B y E Extractivas; Energía y agua
2008	04	La Ribagorza	33316,9	21	B y E Extractivas; Energía y agua
2008	05	Cinco Villas	21314,6	21	B y E Extractivas; Energía y agua
2008	06	Hoya de Huesca / Plana de Uesca	44768,8	21	B y E Extractivas; Energía y agua
2008	07	Somontano de Barbastro	23097,6	21	B y E Extractivas; Energía y agua
2008	08	Cinca Medio	30699,1	21	B y E Extractivas; Energía y agua
2008	09	La Litera / La Llitera	11333,5	21	B y E Extractivas; Energía y agua
2008	10	Los Monegros	16195,7	21	B y E Extractivas; Energía y agua
2008	11	Bajo Cinca / Baix Cinca	32124,3	21	B y E Extractivas; Energía y agua
2008	12	Tarazona y el Moncayo	4706	21	B y E Extractivas; Energía y agua
2008	13	Campo de Borja	23256,8	21	B y E Extractivas; Energía y agua
2008	14	Aranda	5436,3	21	B y E Extractivas; Energía y agua
2008	15	Ribera Alta del Ebro	27967	21	B y E Extractivas; Energía y agua
2008	16	Valdejalón	31973,3	21	B y E Extractivas; Energía y agua
2008	17	D.C. Zaragoza	436255,8	21	B y E Extractivas; Energía y agua
2008	18	Ribera Baja del Ebro	95273,2	21	B y E Extractivas; Energía y agua
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3279,1	21	B y E Extractivas; Energía y agua
2008	20	Comunidad de Calatayud	14486,5	21	B y E Extractivas; Energía y agua
2008	21	Campo de Cariñena	9391,4	21	B y E Extractivas; Energía y agua
2008	22	Campo de Belchite	14846,7	21	B y E Extractivas; Energía y agua
2008	23	Bajo Martín	73106,1	21	B y E Extractivas; Energía y agua
2008	24	Campo de Daroca	1095,4	21	B y E Extractivas; Energía y agua
2008	25	Jiloca	18277,9	21	B y E Extractivas; Energía y agua
2008	26	Cuencas Mineras	30176,4	21	B y E Extractivas; Energía y agua
2008	27	Andorra-Sierra de Arcos	158961,6	21	B y E Extractivas; Energía y agua
2008	28	Bajo Aragón	32940,3	21	B y E Extractivas; Energía y agua
2008	29	Comunidad de Teruel	59710	21	B y E Extractivas; Energía y agua
2008	30	Maestrazgo	5095,7	21	B y E Extractivas; Energía y agua
2008	31	Sierra de Albarracín	2926,8	21	B y E Extractivas; Energía y agua
