Año	Tipo de nacionalidad	Residencia comarca código	Residencia comarca nombre	Edad media de la población	Índice de envejecimiento	% de población de 0 a 19 años	% de población de 20 a 64 años	% de población de 65 y más años	% de población menor de 15	% de población menor de 25	% de población menor de 35	% de población menor de 45	Tasa de masculinidad	Personas
1998	Extranjeros	01	La Jacetania	40,9949494949495	80	15,1515151515152	72,7272727272727	12,1212121212121	9,09090909090909	20,2020202020202	41,4141414141414	57,5757575757576	90,3846153846154	99
1998	Extranjeros	02	Alto Gállego	38,7931034482759	83,3333333333333	10,3448275862069	81,0344827586207	8,62068965517241	3,44827586206897	24,1379310344828	48,2758620689655	68,9655172413793	70,5882352941176	58
1998	Extranjeros	03	Sobrarbe	46,5	166,666666666667	10,7142857142857	71,4285714285714	17,8571428571429	5,95238095238095	13,0952380952381	33,3333333333333	47,6190476190476	121,052631578947	84
1998	Extranjeros	04	La Ribagorza	37,0675675675676	40	20,2702702702703	71,6216216216216	8,10810810810811	16,2162162162162	21,6216216216216	40,5405405405405	74,3243243243243	124,242424242424	74
1998	Extranjeros	05	Cinco Villas	31,9507042253521	25	22,5352112676056	71,830985915493	5,63380281690141	16,9014084507042	28,169014084507	66,1971830985915	85,9154929577465	144,827586206897	71
1998	Extranjeros	06	Hoya de Huesca / Plana de Uesca	33,8116883116883	20,8333333333333	15,5844155844156	81,1688311688312	3,24675324675325	11,038961038961	25,3246753246753	55,5194805194805	81,4935064935065	109,52380952381	308
1998	Extranjeros	07	Somontano de Barbastro	31,2944444444444	22,9166666666667	26,6666666666667	67,2222222222222	6,11111111111111	21,1111111111111	34,4444444444444	62,7777777777778	80,5555555555556	97,8021978021978	180
1998	Extranjeros	08	Cinca Medio	35,1666666666667	50	9,15032679738562	86,2745098039216	4,57516339869281	5,88235294117647	16,9934640522876	60,1307189542484	84,3137254901961	194,230769230769	153
1998	Extranjeros	09	La Litera / La Llitera	31,484962406015	20,8333333333333	18,0451127819549	78,1954887218045	3,7593984962406	13,5338345864662	23,3082706766917	68,4210526315789	87,9699248120301	141,818181818182	133
1998	Extranjeros	10	Los Monegros	37,4603174603175	72,2222222222222	14,2857142857143	75,3968253968254	10,3174603174603	11,1111111111111	23,8095238095238	48,4126984126984	69,8412698412698	90,9090909090909	126
1998	Extranjeros	11	Bajo Cinca / Baix Cinca	35,58	41,1764705882353	22,6666666666667	68	9,33333333333333	17,3333333333333	30,6666666666667	57,3333333333333	72	257,142857142857	75
1998	Extranjeros	12	Tarazona y el Moncayo	32,6714285714286	22,2222222222222	25,7142857142857	68,5714285714286	5,71428571428571	11,4285714285714	31,4285714285714	65,7142857142857	82,8571428571429	191,666666666667	35
1998	Extranjeros	13	Campo de Borja	30,2413793103448	6,66666666666667	25,8620689655172	72,4137931034483	1,72413793103448	20,6896551724138	31,0344827586207	65,5172413793103	86,2068965517241	114,814814814815	58
1998	Extranjeros	14	Aranda	33,7372881355932	0	3,38983050847458	96,6101694915254	0	3,38983050847458	10,1694915254237	71,1864406779661	89,8305084745763	321,428571428571	59
