Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas mano obra familiar con remuneración	Personas mano obra familiar sin remuneración	Personas jefes de explotación	Total jornadas completas	Total jornadas parciales	Personas asalariados fijos total	Personas asalariados fijos varones	Personas asalariadas fijas mujeres	Unidades de trabajo/año totales
1999	22053	Benabarre	333	1	332	315	26457	3470	74	49	25	151
1999	22054	Benasque	45	0	45	32	2244	4354	7	5	2	20
1999	22055	Berbegal	138	1	137	105	13478	3947	25	14	11	72
1999	22057	Bielsa	46	0	46	32	7867	2574	1	0	1	29
1999	22058	Bierge	126	1	125	97	6153	3763	13	10	3	37
1999	22059	Biescas	151	3	148	110	8120	17551	14	13	1	67
1999	22060	Binaced	469	2	467	369	40028	22902	59	38	21	247
1999	22061	Binéfar	268	0	268	263	13262	14172	42	29	13	109
1999	22062	Bisaurri	67	1	66	60	16284	2825	19	16	3	58
1999	22063	Biscarrués	84	1	83	64	5769	5099	11	6	5	40
1999	22064	Blecua y Torres	65	0	65	57	6136	3134	10	3	7	35
1999	22066	Boltaña	54	0	54	47	5763	4416	4	2	2	30
1999	22067	Bonansa	23	0	23	15	3522	910	8	6	2	18
1999	22068	Borau	9	0	9	10	1860	377	1	1	0	6
1999	22069	Broto	83	0	83	55	14352	7197	2	0	2	56
1999	22072	Caldearenas	60	0	60	54	6166	923	7	5	2	25
1999	22074	Campo	13	0	13	18	2220	1033	10	8	2	12
1999	22075	Camporrells	74	0	74	74	5992	1244	14	9	5	34
1999	22076	Canal de Berdún	135	1	134	106	22330	5858	4	2	2	84
1999	22077	Candasnos	117	0	117	95	12624	2906	14	7	7	65
1999	22078	Canfranc	6	0	6	3	24	790	1	1	0	2
1999	22079	Capdesaso	24	0	24	27	2220	2365	9	4	5	20
1999	22080	Capella	112	0	112	84	10551	4955	5	4	1	46
1999	22081	Casbas de Huesca	130	0	130	112	13732	3743	15	13	2	61
1999	22082	Castejón del Puente	64	1	63	64	7031	2544	8	7	1	31
1999	22083	Castejón de Monegros	203	0	203	148	11612	8822	39	23	16	96
1999	22084	Castejón de Sos	32	0	32	23	5310	2312	6	5	1	23
1999	22085	Castelflorite	74	0	74	60	7892	4631	11	5	6	52
1999	22086	Castiello de Jaca	14	0	14	16	2042	360	5	3	2	11
1999	22087	Castigaleu	25	0	25	20	4195	2553	3	2	1	20
1999	22088	Castillazuelo	124	0	124	76	7283	5585	7	5	2	49
1999	22089	Castillonroy	155	0	155	94	13687	6623	23	15	8	76
1999	22090	Colungo	94	0	94	59	5815	5734	5	5	0	32
1999	22094	Chalamera	55	0	55	42	4569	4051	9	6	3	28
1999	22095	Chía	21	0	21	15	4447	798	4	4	0	16
1999	22096	Chimillas	17	1	16	14	1770	316	2	2	0	9
1999	22099	Esplús	205	1	204	180	11519	8871	74	30	44	133
1999	22102	Estada	60	0	60	42	3220	5028	7	4	3	29
1999	22103	Estadilla	254	0	254	172	23859	4422	26	15	11	122
1999	22105	Estopiñán del Castillo	121	0	121	96	7478	5687	33	17	16	66
1999	22106	Fago	9	0	9	5	290	397	0	0	0	2
1999	22107	Fanlo	9	0	9	13	635	1660	7	7	0	6
1999	22109	Fiscal	55	0	55	42	8221	8156	4	2	2	42
1999	22110	Fonz	271	3	268	237	18637	13439	32	21	11	114
1999	22111	Foradada del Toscar	77	0	77	56	10935	8144	23	14	9	62
1999	22112	Fraga	1948	1	1947	1186	205780	88605	284	161	123	1367
1999	22113	Fueva (La)	202	0	202	159	3057	33642	42	37	5	99
1999	22114	Gistaín	85	0	85	54	9392	2505	3	3	0	36
1999	22115	Grado (El)	190	0	190	154	10231	11631	10	9	1	60
1999	22116	Grañén	308	1	307	282	20914	22698	120	56	64	214
1999	22117	Graus	450	4	446	333	29255	38899	41	37	4	191
1999	22119	Gurrea de Gállego	315	1	314	306	35578	10182	65	42	23	214
1999	22122	Hoz de Jaca	10	0	10	11	891	1176	4	4	0	6
1999	22124	Huerto	128	0	128	108	11119	6343	20	13	7	68
1999	22125	Huesca	440	4	436	379	22245	28193	158	64	94	271
1999	22126	Ibieca	25	0	25	22	912	2547	6	3	3	13
1999	22127	Igriés	57	2	55	43	4585	2609	20	6	14	35
1999	22128	Ilche	109	1	108	102	13754	3536	16	10	6	69
1999	22129	Isábena	99	0	99	89	11675	2306	20	16	4	55
1999	22130	Jaca	410	6	404	274	53869	7156	30	17	13	218
1999	22131	Jasa	19	0	19	12	957	2915	1	1	0	10
1999	22133	Labuerda	10	0	10	12	2182	151	3	0	3	8
1999	22135	Laluenga	104	1	103	75	11466	4587	5	3	2	52
1999	22136	Lalueza	244	1	243	232	20734	17840	32	17	15	140
1999	22137	Lanaja	433	0	433	313	25231	15716	43	23	20	161
1999	22139	Laperdiguera	27	0	27	22	3090	649	1	1	0	12
1999	22141	Lascellas-Ponzano	85	1	84	68	6051	5551	9	8	1	39
1999	22142	Lascuarre	37	0	37	34	4545	1356	4	4	0	17
1999	22143	Laspaúles	70	0	70	60	9498	9631	18	16	2	55
1999	22144	Laspuña	37	0	37	31	3831	1273	1	0	1	15
1999	22149	Loarre	166	2	164	120	9417	9896	8	8	0	58
1999	22150	Loporzano	245	0	245	197	14996	7684	23	19	4	78
1999	22151	Loscorrales	53	0	53	44	3379	2981	8	3	5	25
1999	22155	Monesma y Cajigar	47	0	47	40	7890	2374	11	9	2	36
1999	22156	Monflorite-Lascasas	62	1	61	52	6445	2863	10	8	2	33
1999	22157	Montanuy	136	1	135	94	31255	4270	36	29	7	118
1999	22158	Monzón	881	7	874	715	47366	53443	124	65	59	387
1999	22160	Naval	43	0	43	47	4950	2565	6	5	1	24
1999	22162	Novales	37	0	37	37	2728	696	4	3	1	15
1999	22163	Nueno	93	0	93	85	3316	5833	16	10	6	33
1999	22164	Olvena	38	1	37	25	2309	3396	3	3	0	18
1999	22165	Ontiñena	201	2	199	152	6107	14707	30	21	9	75
1999	22167	Osso de Cinca	249	1	248	169	28395	8758	94	52	42	220
1999	22168	Palo	12	0	12	14	20	2070	3	0	3	5
1999	22170	Panticosa	29	1	28	29	3120	2829	7	7	0	18
1999	22172	Peñalba	167	1	166	131	15038	4079	37	17	20	106
1999	22173	Peñas de Riglos (Las)	91	0	91	71	7215	3347	10	7	3	36
1999	22174	Peralta de Alcofea	204	0	204	182	19514	5935	26	11	15	97
1999	22175	Peralta de Calasanz	179	0	179	162	16311	4125	11	10	1	70
1999	22176	Peraltilla	72	0	72	57	1433	2750	4	3	1	12
1999	22177	Perarrúa	36	0	36	33	2255	4474	6	6	0	18
1999	22178	Pertusa	39	0	39	42	3686	1402	14	11	3	25
1999	22181	Piracés	52	0	52	49	2807	2714	5	5	0	18
1999	22182	Plan	115	0	115	71	13165	5125	5	5	0	54
1999	22184	Poleñino	84	1	83	79	9431	3876	11	5	6	49
1999	22186	Pozán de Vero	151	0	151	84	8135	6419	3	3	0	56
1999	22187	Puebla de Castro (La)	86	0	86	61	2900	4449	4	4	0	21
1999	22188	Puente de Montañana	20	0	20	16	1278	196	3	2	1	5
1999	22189	Puértolas	38	1	37	38	762	6410	12	9	3	19
1999	22190	Pueyo de Araguás (El)	44	1	43	34	8480	1764	3	3	0	29
1999	22193	Pueyo de Santa Cruz	60	0	60	48	2668	2374	10	5	5	22
1999	22195	Quicena	15	1	14	12	900	1482	7	4	3	9
1999	22197	Robres	203	2	201	170	9287	20396	28	17	11	103
1999	22199	Sabiñánigo	264	3	261	207	15643	16259	41	29	12	111
1999	22200	Sahún	51	0	51	41	5915	3805	10	2	8	29
1999	22201	Salas Altas	207	1	206	123	12997	7164	4	3	1	76
1999	22202	Salas Bajas	107	0	107	61	5555	5315	4	4	0	41
1999	22203	Salillas	31	0	31	34	2420	1539	13	7	6	21
1999	22204	Sallent de Gállego	102	0	102	92	6191	11876	7	6	1	45
1999	22205	San Esteban de Litera	336	1	335	289	23936	16728	19	11	8	133
1999	22206	Sangarrén	68	0	68	66	6706	2649	16	10	6	41
1999	22207	San Juan de Plan	73	0	73	41	11407	1860	3	3	0	39
1999	22208	Santa Cilia	34	0	34	27	3245	2832	6	5	1	20
1999	22209	Santa Cruz de la Serós	36	0	36	20	5320	1721	2	1	1	22
1999	22212	Santaliestra y San Quílez	18	0	18	19	2563	590	5	5	0	10
1999	22213	Sariñena	583	3	580	440	46660	25559	121	70	51	338
1999	22214	Secastilla	57	0	57	36	2941	4547	7	5	2	24
1999	22215	Seira	30	0	30	26	5365	2461	8	8	0	24
1999	22217	Sena	181	2	179	155	14157	11060	18	12	6	125
1999	22218	Senés de Alcubierre	24	0	24	22	1716	1033	14	7	7	21
1999	22220	Sesa	62	0	62	63	2688	2808	8	6	2	20
1999	22221	Sesué	18	0	18	14	1790	3780	2	0	2	14
1999	22222	Siétamo	130	0	130	98	5252	8435	10	7	3	45
1999	22223	Sopeira	21	0	21	26	1677	2039	7	3	4	10
1999	22225	Tamarite de Litera	830	5	825	535	50360	58497	232	98	134	514
1999	22226	Tardienta	175	0	175	145	10194	11300	30	16	14	78
1999	22227	Tella-Sin	14	0	14	18	1226	2000	4	4	0	8
1999	22228	Tierz	29	1	28	26	1150	2563	3	3	0	11
1999	22229	Tolva	78	0	78	72	7514	1155	14	11	3	35
1999	22230	Torla-Ordesa	52	0	52	44	7831	6080	7	6	1	36
1999	22232	Torralba de Aragón	47	1	46	44	4876	2236	25	15	10	35
1999	22233	Torre la Ribera	53	0	53	58	5113	1125	13	13	0	22
1999	22234	Torrente de Cinca	259	0	259	133	28810	8957	52	19	33	418
1999	22235	Torres de Alcanadre	41	1	40	39	2888	1000	11	8	3	21
1999	22236	Torres de Barbués	60	1	59	57	3683	1687	15	9	6	29
1999	22239	Tramaced	52	0	52	35	4473	2324	7	4	3	27
1999	22242	Valfarta	66	2	64	43	2304	6391	6	3	3	27
1999	22243	Valle de Bardají	16	0	16	18	3650	1620	6	6	0	15
1999	22244	Valle de Lierp	18	0	18	17	2986	394	4	4	0	11
1999	22245	Velilla de Cinca	145	0	145	81	12993	2413	4	3	1	65
1999	22246	Beranuy	72	0	72	65	6879	3108	11	11	0	29
1999	22247	Viacamp y Litera	33	0	33	32	3070	874	17	15	2	21
1999	22248	Vicién	11	0	11	12	1050	811	15	4	11	19
1999	22249	Villanova	10	0	10	11	1500	545	3	3	0	5
1999	22250	Villanúa	10	0	10	11	939	617	1	1	0	5
1999	22251	Villanueva de Sigena	183	1	182	125	12154	7062	48	17	31	102
1999	22252	Yebra de Basa	30	2	28	25	1591	2435	6	5	1	11
1999	22253	Yésero	11	0	11	9	810	1904	4	3	1	8
1999	22254	Zaidín	565	0	565	377	61095	15538	168	101	67	403
1999	22901	Valle de Hecho	182	1	181	93	15571	14647	3	2	1	83
1999	22902	Puente la Reina de Jaca	80	1	79	52	7898	2303	11	2	9	38
1999	22903	San Miguel del Cinca	284	1	283	217	22634	10131	52	31	21	145
1999	22904	Sotonera (La)	485	1	484	354	16163	21236	32	19	13	133
1999	22905	Lupiñén-Ortilla	97	0	97	79	4466	5108	35	14	21	65
1999	22906	Santa María de Dulcis	124	0	124	83	13982	3506	6	6	0	54
1999	22907	Aínsa-Sobrarbe	195	2	193	150	26587	7545	9	7	2	101
1999	22908	Hoz y Costeán	187	1	186	131	10312	7761	2	2	0	52
1999	22909	Vencillón	137	1	136	111	10715	20986	34	23	11	99
1999	44001	Ababuj	36	0	36	27	3283	2344	3	2	1	16
1999	44002	Abejuela	19	0	19	15	2165	1487	5	4	1	12
1999	44003	Aguatón	11	0	11	10	1080	662	2	1	1	4
1999	44004	Aguaviva	130	0	130	95	7197	9622	15	8	7	54
1999	44005	Aguilar del Alfambra	35	0	35	25	3709	2514	2	1	1	18
1999	44006	Alacón	173	0	173	121	10252	6126	11	8	3	55
1999	44007	Alba	94	0	94	72	10239	5047	7	4	3	47
1999	44008	Albalate del Arzobispo	762	0	762	536	18909	41564	18	12	6	171
1999	44009	Albarracín	88	1	87	85	6157	4733	41	31	10	58
1999	44010	Albentosa	72	0	72	53	4483	2492	10	7	3	26
1999	44011	Alcaine	10	0	10	12	1816	265	4	3	1	9
1999	44012	Alcalá de la Selva	55	0	55	49	7580	1821	3	2	1	29
1999	44013	Alcañiz	1385	9	1376	928	85371	60409	139	75	64	607
1999	44014	Alcorisa	1014	1	1013	525	16867	37174	45	25	20	173
1999	44016	Alfambra	221	2	219	161	14227	8408	24	13	11	85
1999	44017	Aliaga	88	0	88	80	8400	5565	24	17	7	49
1999	44018	Almohaja	5	0	5	6	960	51	3	3	0	4
1999	44019	Alobras	24	0	24	16	4112	931	1	1	0	15
1999	44020	Alpeñés	11	0	11	14	1835	432	4	4	0	7
1999	44021	Allepuz	62	0	62	53	6768	6710	6	6	0	37
1999	44022	Alloza	547	0	547	303	8802	12647	11	8	3	68
1999	44023	Allueva	1	0	1	3	100	0	2	2	0	1
1999	44024	Anadón	11	0	11	6	980	1020	2	2	0	6
1999	44025	Andorra	991	2	989	502	19065	21931	21	15	6	134
1999	44026	Arcos de las Salinas	29	0	29	21	3279	1380	2	2	0	14
1999	44027	Arens de Lledó	145	1	144	81	16106	6061	3	3	0	77
1999	44028	Argente	86	0	86	80	6340	4475	4	4	0	33
1999	44029	Ariño	100	1	99	94	2266	5452	2	2	0	20
1999	44031	Azaila	90	1	89	61	4644	1350	10	8	2	26
1999	44032	Bádenas	5	0	5	9	416	30	8	8	0	4
1999	44033	Báguena	226	0	226	195	6008	12793	3	3	0	57
1999	44034	Bañón	46	0	46	42	8660	2786	6	5	1	38
1999	44035	Barrachina	39	0	39	28	3510	2055	3	2	1	18
1999	44036	Bea	8	0	8	9	670	65	5	5	0	4
1999	44037	Beceite	126	0	126	105	9310	5246	6	5	1	47
1999	44038	Belmonte de San José	152	0	152	96	12190	2763	4	2	2	51
1999	44039	Bello	145	0	145	116	7446	6156	26	21	5	55
1999	44040	Berge	138	1	137	84	5675	11114	6	1	5	46
1999	44041	Bezas	10	0	10	9	460	221	1	0	1	2
1999	44042	Blancas	70	0	70	48	6825	4882	3	3	0	37
1999	44043	Blesa	70	0	70	56	4778	1763	5	4	1	21
1999	44044	Bordón	35	0	35	26	4850	1214	11	6	5	24
1999	44045	Bronchales	32	0	32	24	4391	1522	3	3	0	19
1999	44046	Bueña	42	0	42	39	4125	1449	9	8	1	19
1999	44047	Burbáguena	187	0	187	137	4646	9769	7	7	0	46
1999	44048	Cabra de Mora	22	0	22	20	3621	256	4	3	1	17
1999	44049	Calaceite	510	1	509	304	48815	17060	48	32	16	245
1999	44050	Calamocha	566	2	564	434	52780	25029	53	48	5	273
1999	44051	Calanda	807	16	791	477	53268	15995	39	23	16	276
1999	44052	Calomarde	16	0	16	11	2348	1034	3	2	1	12
1999	44053	Camañas	58	1	57	46	8180	2541	6	3	3	37
1999	44054	Camarena de la Sierra	20	0	20	12	2670	1060	1	1	0	12
1999	44055	Camarillas	43	0	43	32	3459	2711	4	3	1	18
1999	44056	Caminreal	243	0	243	173	18611	15755	16	10	6	115
1999	44059	Cantavieja	194	0	194	125	25559	11387	5	3	2	109
1999	44060	Cañada de Benatanduz	24	0	24	24	5660	501	3	3	0	20
1999	44061	Cañada de Verich (La)	19	0	19	20	700	863	7	4	3	9
1999	44062	Cañada Vellida	48	0	48	31	5760	806	2	2	0	24
1999	44063	Cañizar del Olivar	20	0	20	17	915	1157	6	4	2	10
1999	44064	Cascante del Río	28	0	28	25	2932	1365	3	3	0	13
1999	44065	Castejón de Tornos	56	0	56	39	2810	2723	3	3	0	18
1999	44066	Castel de Cabra	28	0	28	33	1097	3398	9	6	3	17
1999	44067	Castelnou	30	0	30	28	3036	1520	13	4	9	24
1999	44068	Castelserás	156	1	155	119	10895	9138	21	14	7	78
1999	44070	Castellar (El)	28	0	28	24	5159	677	1	1	0	19
1999	44071	Castellote	360	0	360	260	19336	22610	30	18	12	127
1999	44074	Cedrillas	118	1	117	95	6539	7631	8	7	1	44
1999	44075	Celadas	163	2	161	117	13496	7644	12	9	3	76
1999	44076	Cella	526	0	526	379	22511	20864	7	4	3	137
1999	44077	Cerollera (La)	61	0	61	59	690	2389	7	5	2	13
1999	44080	Codoñera (La)	155	0	155	67	17156	5664	2	2	0	75
1999	44082	Corbalán	32	0	32	27	5645	132	5	4	1	21
1999	44084	Cortes de Aragón	24	0	24	20	1477	1133	2	2	0	8
1999	44085	Cosa	39	0	39	30	7605	1959	2	2	0	30
1999	44086	Cretas	276	0	276	203	27342	8132	50	29	21	172
1999	44087	Crivillén	58	2	56	33	1461	1293	9	9	0	12
1999	44088	Cuba (La)	24	0	24	20	1874	551	2	2	0	10
1999	44089	Cubla	28	0	28	20	1309	1005	2	2	0	7
1999	44090	Cucalón	27	0	27	22	2378	1321	2	2	0	11
1999	44092	Cuervo (El)	27	0	27	20	1760	2550	2	2	0	11
1999	44093	Cuevas de Almudén	45	0	45	31	1075	1723	3	3	0	9
1999	44094	Cuevas Labradas	42	0	42	36	5626	116	3	3	0	20
1999	44096	Ejulve	53	0	53	40	4470	2019	11	6	5	25
1999	44097	Escorihuela	93	0	93	69	5417	8604	6	3	3	41
1999	44099	Escucha	59	0	59	36	3444	4427	8	3	5	25
1999	44100	Estercuel	61	0	61	55	1654	4123	6	5	1	20
1999	44101	Ferreruela de Huerva	47	0	47	40	2808	2045	2	2	0	21
1999	44102	Fonfría	15	0	15	12	3245	340	4	3	1	13
1999	44103	Formiche Alto	41	0	41	37	2272	1894	19	9	10	25
1999	44105	Fórnoles	116	1	115	80	8980	5330	2	2	0	42
1999	44106	Fortanete	90	0	90	72	7755	3545	3	3	0	33
1999	44107	Foz-Calanda	120	1	119	96	10056	4665	35	23	12	76
1999	44108	Fresneda (La)	281	1	280	167	18563	18484	8	8	0	110
1999	44109	Frías de Albarracín	24	0	24	21	3960	731	6	3	3	20
1999	44110	Fuenferrada	21	0	21	20	2751	166	3	2	1	10
1999	44111	Fuentes Calientes	49	0	49	40	7288	2292	1	1	0	26
1999	44112	Fuentes Claras	234	2	232	168	16100	17628	7	6	1	99
1999	44113	Fuentes de Rubielos	9	0	9	14	301	437	6	6	0	3
1999	44114	Fuentespalda	111	2	109	89	12491	2966	10	5	5	54
1999	44115	Galve	78	3	75	40	4647	2222	3	3	0	25
1999	44116	Gargallo	22	0	22	20	1477	600	5	3	2	10
1999	44117	Gea de Albarracín	71	0	71	47	5600	3311	1	0	1	24
1999	44118	Ginebrosa (La)	132	0	132	94	14084	6860	24	11	13	82
1999	44119	Griegos	28	0	28	22	3750	1812	2	2	0	16
1999	44120	Guadalaviar	66	0	66	41	11615	4037	2	2	0	46
1999	44121	Gúdar	25	0	25	21	4867	1152	3	1	2	20
1999	44122	Híjar	348	0	348	254	16117	16643	85	32	53	179
1999	44123	Hinojosa de Jarque	66	0	66	53	5029	3660	7	4	3	30
1999	44124	Hoz de la Vieja (La)	39	0	39	30	4837	3411	3	3	0	22
1999	44125	Huesa del Común	31	0	31	29	2420	1446	8	7	1	13
1999	44126	Iglesuela del Cid (La)	48	1	47	31	6925	2149	2	1	1	26
1999	44127	Jabaloyas	31	0	31	15	2687	802	3	3	0	12
1999	44128	Jarque de la Val	45	0	45	34	1730	2013	5	4	1	12
1999	44129	Jatiel	13	0	13	11	1205	287	0	0	0	4
1999	44130	Jorcas	25	0	25	15	2310	2027	3	2	1	12
1999	44131	Josa	7	0	7	8	765	417	4	2	2	6
1999	44132	Lagueruela	30	0	30	26	2485	1168	5	5	0	16
1999	44133	Lanzuela	18	0	18	19	1500	647	3	3	0	8
1999	44135	Libros	101	0	101	72	1819	3829	3	3	0	21
1999	44136	Lidón	42	2	40	32	2570	2528	6	3	3	20
1999	44137	Linares de Mora	74	1	73	54	11090	1223	4	1	3	43
1999	44138	Loscos	75	1	74	56	6409	2612	5	3	2	29
1999	44141	Lledó	83	0	83	55	9335	2865	8	7	1	46
1999	44142	Maicas	5	0	5	6	365	1285	3	2	1	5
1999	44143	Manzanera	97	0	97	83	12362	326	2	1	1	39
1999	44144	Martín del Río	50	0	50	49	4570	4435	7	5	2	28
1999	44145	Mas de las Matas	182	0	182	156	7530	10888	31	12	19	77
1999	44146	Mata de los Olmos (La)	39	0	39	39	521	3026	7	6	1	15
1999	44147	Mazaleón	267	2	265	179	37752	5963	41	20	21	180
1999	44148	Mezquita de Jarque	43	0	43	29	2222	1712	4	2	2	14
1999	44149	Mirambel	52	0	52	39	6214	1875	8	8	0	35
1999	44150	Miravete de la Sierra	22	0	22	20	1720	2284	4	4	0	12
1999	44151	Molinos	189	0	189	101	6282	6557	11	4	7	44
1999	44152	Monforte de Moyuela	60	0	60	37	7024	829	5	4	1	25
1999	44153	Monreal del Campo	349	0	349	234	13893	22782	23	19	4	110
1999	44154	Monroyo	171	0	171	146	6147	20211	37	16	21	103
1999	44155	Montalbán	29	0	29	28	5008	909	14	8	6	29
1999	44156	Monteagudo del Castillo	31	0	31	28	2641	1567	4	4	0	13
1999	44157	Monterde de Albarracín	24	0	24	16	1783	1711	1	0	1	10
1999	44158	Mora de Rubielos	166	0	166	139	2037	9119	10	9	1	32
1999	44159	Moscardón	15	0	15	12	1600	1036	1	0	1	8
1999	44160	Mosqueruela	176	1	175	119	14912	13722	15	12	3	90
1999	44161	Muniesa	309	0	309	179	17722	6897	7	7	0	85
1999	44163	Noguera de Albarracín	22	0	22	21	2690	1161	2	1	1	12
1999	44164	Nogueras	14	0	14	15	871	285	3	3	0	5
1999	44165	Nogueruelas	39	0	39	32	42	4852	1	0	1	11
1999	44167	Obón	29	1	28	25	1881	2131	6	3	3	15
1999	44168	Odón	119	0	119	85	9260	6234	13	10	3	61
1999	44169	Ojos Negros	111	0	111	71	6704	9792	19	9	10	59
1999	44171	Olba	17	0	17	11	153	1382	2	1	1	5
1999	44172	Oliete	178	0	178	166	5928	9489	12	8	4	45
1999	44173	Olmos (Los)	122	0	122	62	4757	5129	5	3	2	30
1999	44174	Orihuela del Tremedal	25	0	25	25	2535	485	3	2	1	13
1999	44175	Orrios	76	1	75	56	5275	6112	3	2	1	33
1999	44176	Palomar de Arroyos	28	0	28	23	1295	4061	6	2	4	17
1999	44177	Pancrudo	68	1	67	55	6673	1654	7	3	4	30
1999	44178	Parras de Castellote (Las)	53	0	53	41	3777	2416	6	5	1	21
1999	44179	Peñarroya de Tastavins	214	1	213	159	21287	12274	21	12	9	114
1999	44180	Peracense	27	0	27	19	1925	1747	2	2	0	10
1999	44181	Peralejos	24	0	24	19	3515	3	3	3	0	14
1999	44182	Perales del Alfambra	79	0	79	70	4905	7664	12	8	4	44
1999	44183	Pitarque	26	0	26	27	3506	348	2	2	0	11
1999	44184	Plou	16	0	16	11	806	890	1	1	0	5
1999	44185	Pobo (El)	70	1	69	48	4077	5068	5	4	1	27
1999	44187	Portellada (La)	176	5	171	108	16604	10118	10	7	3	85
1999	44189	Pozondón	26	1	25	19	945	1745	3	3	0	9
1999	44190	Pozuel del Campo	34	0	34	25	3853	2074	5	2	3	20
1999	44191	Puebla de Híjar (La)	188	0	188	171	5307	15942	39	25	14	76
1999	44192	Puebla de Valverde (La)	158	0	158	112	12504	4862	27	14	13	75
1999	44193	Puertomingalvo	66	0	66	39	11580	2331	2	1	1	39
1999	44194	Ráfales	104	0	104	84	2675	9283	4	3	1	31
1999	44195	Rillo	34	0	34	32	4192	411	4	4	0	14
1999	44196	Riodeva	70	0	70	44	2039	5168	1	1	0	20
1999	44197	Ródenas	22	0	22	17	1355	735	6	5	1	10
1999	44198	Royuela	43	0	43	26	4155	2639	1	0	1	21
1999	44199	Rubiales	7	0	7	4	815	280	2	0	2	4
1999	44200	Rubielos de la Cérida	16	0	16	12	3630	691	1	1	0	13
1999	44201	Rubielos de Mora	56	1	55	63	661	6242	18	14	4	27
1999	44203	Salcedillo	1	0	1	2	0	1	1	1	0	0
1999	44204	Saldón	13	0	13	7	976	543	1	0	1	5
1999	44205	Samper de Calanda	232	1	231	196	18519	9466	19	8	11	98
1999	44206	San Agustín	72	0	72	50	2984	4828	3	3	0	22
1999	44207	San Martín del Río	236	0	236	141	5072	5352	10	9	1	41
1999	44208	Santa Cruz de Nogueras	9	0	9	8	760	430	1	1	0	4
1999	44209	Santa Eulalia	184	2	182	144	10494	8924	13	6	7	64
1999	44210	Sarrión	265	1	264	184	11166	11084	9	8	1	69
1999	44211	Segura de los Baños	23	0	23	21	2006	395	3	3	0	8
1999	44212	Seno	29	0	29	21	1335	1629	1	1	0	8
1999	44213	Singra	50	0	50	40	3415	1852	4	2	2	17
1999	44215	Terriente	56	0	56	33	4010	1151	10	5	5	26
1999	44216	Teruel	532	3	529	395	42804	26336	74	37	37	259
1999	44217	Toril y Masegoso	15	0	15	12	1971	450	3	2	1	8
1999	44218	Tormón	3	0	3	4	0	140	1	1	0	0
1999	44219	Tornos	141	0	141	107	4463	8773	10	8	2	46
1999	44220	Torralba de los Sisones	81	0	81	75	9033	3638	11	5	6	47
1999	44221	Torrecilla de Alcañiz	133	0	133	89	15360	3121	5	4	1	66
1999	44222	Torrecilla del Rebollar	57	0	57	46	7464	2662	5	5	0	34
1999	44223	Torre de Arcas	41	0	41	38	300	5942	4	4	0	16
1999	44224	Torre de las Arcas	11	0	11	14	365	1260	5	1	4	7
1999	44225	Torre del Compte	102	0	102	55	6899	2663	3	2	1	33
1999	44226	Torrelacárcel	92	0	92	68	7191	4525	2	0	2	33
1999	44227	Torre los Negros	35	0	35	24	4327	1020	5	4	1	19
1999	44228	Torremocha de Jiloca	48	0	48	37	2676	1506	3	1	2	14
1999	44229	Torres de Albarracín	30	0	30	25	2230	1362	10	8	2	17
1999	44230	Torrevelilla	98	1	97	74	7239	6111	12	9	3	45
1999	44231	Torrijas	12	0	12	11	1844	430	1	1	0	7
1999	44232	Torrijo del Campo	160	0	160	140	17250	10349	7	5	2	87
1999	44234	Tramacastiel	47	0	47	36	40	2746	3	3	0	8
1999	44235	Tramacastilla	24	0	24	18	2325	1002	4	2	2	12
1999	44236	Tronchón	35	0	35	27	3971	870	5	5	0	18
1999	44237	Urrea de Gaén	224	2	222	137	6052	11688	17	14	3	54
1999	44238	Utrillas	18	3	15	19	2269	1316	18	13	5	30
1999	44239	Valacloche	11	0	11	9	720	1000	1	1	0	4
1999	44240	Valbona	44	0	44	37	3731	1337	2	2	0	15
1999	44241	Valdealgorfa	316	0	316	185	30537	2406	13	8	5	131
1999	44243	Valdecuenca	2	0	2	2	200	110	1	1	0	1
1999	44244	Valdelinares	26	0	26	20	6108	16	2	1	1	19
1999	44245	Valdeltormo	84	0	84	54	11633	2004	4	4	0	49
1999	44246	Valderrobres	603	5	598	414	49400	40365	48	30	18	295
1999	44247	Valjunquera	185	3	182	116	19011	3225	9	9	0	86
1999	44249	Vallecillo (El)	5	0	5	3	366	69	2	1	1	2
1999	44250	Veguillas de la Sierra	9	0	9	8	1399	100	1	1	0	5
1999	44251	Villafranca del Campo	106	0	106	77	7417	4566	4	3	1	35
1999	44252	Villahermosa del Campo	39	0	39	37	3189	1460	5	4	1	21
1999	44256	Villanueva del Rebollar de la Sierra	18	0	18	16	1095	841	2	2	0	5
1999	44257	Villar del Cobo	44	0	44	33	8873	2842	3	3	0	35
1999	44258	Villar del Salz	26	0	26	15	1800	970	2	1	1	8
1999	44260	Villarluengo	49	0	49	55	10665	901	9	9	0	36
1999	44261	Villarquemado	224	1	223	178	11346	20325	13	5	8	92
1999	44262	Villarroya de los Pinares	38	0	38	37	2523	4965	4	4	0	20
1999	44263	Villastar	74	2	72	55	2937	3093	7	5	2	19
1999	44264	Villel	67	0	67	47	3634	2903	9	7	2	26
1999	44265	Vinaceite	82	0	82	81	6255	1950	21	10	11	40
1999	44266	Visiedo	92	0	92	61	8357	4910	9	7	2	41
1999	44267	Vivel del Río Martín	30	0	30	20	2954	1598	1	1	0	13
