Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas mano obra familiar con remuneración	Personas mano obra familiar sin remuneración	Personas jefes de explotación	Total jornadas completas	Total jornadas parciales	Personas asalariados fijos total	Personas asalariados fijos varones	Personas asalariadas fijas mujeres	Unidades de trabajo/año totales
1989	44200	Rubielos de la Cérida	27	0	27	17	5000	1080	4	4	0	18
1989	44201	Rubielos de Mora	293	2	291	270	12101	5216	23	20	3	60
1989	44203	Salcedillo	6	0	6	4	1130	1	2	2	0	3
1989	44204	Saldón	36	0	36	19	940	1074	7	7	0	7
1989	44205	Samper de Calanda	263	0	263	210	26343	10730	10	10	0	111
1989	44206	San Agustín	222	2	220	185	9115	5958	8	8	0	45
1989	44207	San Martín del Río	264	0	264	183	8220	17741	1	1	0	66
1989	44208	Santa Cruz de Nogueras	15	0	15	12	2397	295	1	1	0	8
1989	44209	Santa Eulalia	182	1	181	127	24122	3749	9	9	0	86
1989	44210	Sarrión	298	0	298	273	18551	1747	9	9	0	68
1989	44211	Segura de los Baños	23	0	23	19	1625	1591	5	5	0	9
1989	44212	Seno	59	0	59	49	3700	2318	1	1	0	17
1989	44213	Singra	55	0	55	28	8635	436	5	5	0	29
1989	44215	Terriente	100	1	99	55	6917	4312	7	7	0	39
1989	44216	Teruel	666	0	666	476	50785	35242	65	57	8	284
1989	44217	Toril y Masegoso	23	0	23	10	1392	1490	2	2	0	8
1989	44218	Tormón	23	0	23	12	940	302	7	7	0	7
1989	44219	Tornos	122	0	122	73	11186	82	4	4	0	39
1989	44220	Torralba de los Sisones	112	0	112	60	13813	51	4	4	0	48
1989	44221	Torrecilla de Alcañiz	180	1	179	90	24610	6215	5	4	1	101
1989	44222	Torrecilla del Rebollar	59	0	59	38	14415	362	5	5	0	45
1989	44223	Torre de Arcas	30	0	30	28	1383	2686	8	8	0	10
1989	44224	Torre de las Arcas	29	1	28	22	1310	1344	3	3	0	6
1989	44225	Torre del Compte	188	0	188	115	15066	1831	6	6	0	58
1989	44226	Torrelacárcel	106	0	106	71	16404	3529	4	4	0	58
1989	44227	Torre los Negros	53	0	53	38	3435	1882	5	5	0	17
1989	44228	Torremocha de Jiloca	70	0	70	46	9637	1972	3	3	0	34
1989	44229	Torres de Albarracín	40	0	40	36	6522	2	8	7	1	28
1989	44230	Torrevelilla	156	2	154	92	8834	6187	3	3	0	46
1989	44231	Torrijas	59	0	59	33	3766	524	1	1	0	12
1989	44232	Torrijo del Campo	246	0	246	140	22555	27235	1	1	0	127
1989	44234	Tramacastiel	184	0	184	169	5152	5005	6	6	0	27
1989	44235	Tramacastilla	27	0	27	20	6531	100	5	5	0	23
1989	44236	Tronchón	66	2	64	46	5578	3316	6	6	0	28
1989	44237	Urrea de Gaén	173	1	172	139	12504	19722	5	5	0	78
1989	44238	Utrillas	82	0	82	66	2653	4157	9	9	0	18
1989	44239	Valacloche	73	0	73	65	1290	933	3	3	0	6
1989	44240	Valbona	130	0	130	93	4411	5568	9	8	1	24
1989	44241	Valdealgorfa	392	1	391	205	32209	1075	7	7	0	119
1989	44243	Valdecuenca	10	0	10	5	140	1062	1	1	0	2
1989	44244	Valdelinares	79	0	79	53	15840	1437	7	7	0	52
1989	44245	Valdeltormo	66	1	65	32	7800	2317	1	1	0	32
1989	44246	Valderrobres	627	0	627	384	69852	11821	9	7	2	264
1989	44247	Valjunquera	250	0	250	121	30839	3384	4	4	0	115
1989	44249	Vallecillo (El)	12	0	12	8	710	235	2	2	0	4
1989	44250	Veguillas de la Sierra	14	0	14	11	3460	180	1	1	0	12
1989	44251	Villafranca del Campo	131	0	131	93	14576	954	9	9	0	55
1989	44252	Villahermosa del Campo	25	0	25	23	4666	93	3	3	0	18
1989	44256	Villanueva del Rebollar de la Sierra	19	0	19	11	5750	0	2	2	0	17
1989	44257	Villar del Cobo	65	0	65	54	14305	1166	6	6	0	49
1989	44258	Villar del Salz	52	0	52	43	3279	366	3	3	0	11
1989	44260	Villarluengo	146	0	146	84	15447	9855	14	14	0	72
1989	44261	Villarquemado	364	1	363	224	71995	4297	2	2	0	209
1989	44262	Villarroya de los Pinares	87	0	87	68	9540	768	4	4	0	32
1989	44263	Villastar	111	0	111	60	6213	2560	6	6	0	27
1989	44264	Villel	545	0	545	401	9532	10672	14	14	0	60
1989	44265	Vinaceite	102	0	102	86	20790	3582	5	5	0	74
1989	44266	Visiedo	94	0	94	56	11135	7225	3	3	0	50
1989	44267	Vivel del Río Martín	38	1	37	29	7341	1090	5	5	0	25
1989	44268	Zoma (La)	30	0	30	26	340	1328	3	3	0	3
1989	50001	Abanto	44	0	44	43	7591	101	4	4	0	30
1989	50002	Acered	243	0	243	127	18975	12983	2	2	0	104
1989	50003	Agón	96	2	94	50	6158	5532	9	8	1	42
1989	50004	Aguarón	328	3	325	294	17561	6090	8	8	0	108
1989	50005	Aguilón	154	1	153	121	10093	1643	4	4	0	47
1989	50006	Ainzón	455	1	454	320	23467	18537	8	8	0	134
1989	50007	Aladrén	113	0	113	95	1771	1101	7	7	0	10
1989	50008	Alagón	830	8	822	764	25416	55384	20	20	0	203
1989	50009	Alarba	192	3	189	84	15500	1244	4	4	0	61
1989	50010	Alberite de San Juan	25	0	25	18	3104	692	1	1	0	12
1989	50011	Albeta	4	0	4	4	271	31	1	1	0	1
1989	50012	Alborge	11	0	11	10	530	1260	1	1	0	4
1989	50013	Alcalá de Ebro	125	0	125	111	3836	8083	1	1	0	28
1989	50014	Alcalá de Moncayo	62	2	60	45	4935	2438	2	2	0	22
1989	50015	Alconchel de Ariza	107	0	107	65	6968	9183	5	5	0	41
1989	50016	Aldehuela de Liestos	17	0	17	16	2305	1391	1	1	0	10
1989	50017	Alfajarín	294	0	294	232	21592	11350	22	22	0	120
1989	50018	Alfamén	571	64	507	353	28709	22458	55	55	0	315
1989	50019	Alforque	53	0	53	36	4050	3550	3	3	0	20
1989	50020	Alhama de Aragón	117	0	117	114	5647	4335	4	4	0	28
1989	50021	Almochuel	18	1	17	12	3482	485	1	1	0	13
1989	50022	Almolda (La)	268	0	268	219	7656	9439	14	14	0	53
1989	50023	Almonacid de la Cuba	212	0	212	97	18313	4220	3	3	0	72
1989	50024	Almonacid de la Sierra	445	5	440	353	23521	22471	20	19	1	244
1989	50025	Almunia de Doña Godina (La)	1473	9	1464	833	66208	15517	25	23	2	353
1989	50026	Alpartir	395	0	395	239	18644	1977	4	4	0	77
1989	50027	Ambel	266	5	261	181	9063	5241	8	8	0	52
1989	50028	Anento	21	0	21	17	1003	1400	4	3	1	10
1989	50029	Aniñón	448	0	448	319	31501	1293	4	4	0	121
1989	50030	Añón de Moncayo	135	0	135	100	8311	1212	1	1	0	33
1989	50031	Aranda de Moncayo	104	0	104	94	5755	5122	3	3	0	35
1989	50032	Arándiga	260	0	260	220	18521	7155	11	11	0	86
1989	50033	Ardisa	54	0	54	36	2508	1233	3	3	0	12
1989	50034	Ariza	269	0	269	251	17130	3926	19	19	0	76
1989	50035	Artieda	13	0	13	11	1100	125	7	7	0	10
1989	50036	Asín	24	1	23	23	789	684	3	3	0	6
1989	50037	Atea	317	3	314	184	21658	12284	3	3	0	106
1989	50038	Ateca	686	0	686	431	12845	12870	18	14	4	85
1989	50039	Azuara	238	4	234	208	21994	2606	17	17	0	93
1989	50040	Badules	34	0	34	28	3700	2960	3	3	0	19
1989	50041	Bagüés	30	0	30	27	850	344	4	4	0	4
1989	50042	Balconchán	27	0	27	21	1045	1743	4	4	0	12
1989	50043	Bárboles	77	0	77	69	3194	4766	13	13	0	34
1989	50044	Bardallur	100	0	100	76	7628	1573	2	2	0	30
1989	50045	Belchite	535	0	535	499	37548	20789	18	17	1	187
1989	50046	Belmonte de Gracián	182	0	182	120	16131	6158	3	3	0	70
1989	50047	Berdejo	21	0	21	15	400	295	2	2	0	3
1989	50048	Berrueco	13	0	13	12	1805	870	2	2	0	9
1989	50050	Bijuesca	101	0	101	81	11495	2043	4	4	0	45
1989	50051	Biota	399	12	387	319	25160	7733	38	38	0	141
1989	50052	Bisimbre	57	0	57	36	5050	1586	2	2	0	23
1989	50053	Boquiñeni	435	1	434	270	25920	17814	13	12	1	168
1989	50054	Bordalba	29	0	29	29	6111	1	2	2	0	23
1989	50055	Borja	752	0	752	575	53775	15804	14	12	2	238
1989	50056	Botorrita	34	0	34	32	4937	129	3	3	0	18
1989	50057	Brea de Aragón	253	0	253	156	4348	7797	1	1	0	30
1989	50058	Bubierca	53	0	53	51	2261	1077	8	8	0	17
1989	50059	Bujaraloz	228	1	227	195	16190	8313	2	2	0	74
1989	50060	Bulbuente	260	7	253	228	8418	7613	7	7	0	52
1989	50061	Bureta	101	5	96	77	12050	3498	1	1	0	50
1989	50062	Burgo de Ebro (El)	354	1	353	321	13910	13593	55	51	4	112
1989	50063	Buste (El)	42	0	42	21	4946	370	1	1	0	18
1989	50064	Cabañas de Ebro	151	0	151	118	2621	12194	2	2	0	33
1989	50065	Cabolafuente	33	0	33	33	5545	157	1	1	0	18
1989	50066	Cadrete	76	0	76	64	4885	1524	1	1	0	20
1989	50067	Calatayud	965	0	965	686	58400	21857	77	77	0	390
1989	50068	Calatorao	991	10	981	671	38857	10664	26	26	0	209
1989	50069	Calcena	49	0	49	47	1285	737	3	3	0	8
1989	50070	Calmarza	29	0	29	28	3016	1662	2	2	0	15
1989	50071	Campillo de Aragón	85	0	85	74	5644	2798	2	2	0	27
1989	50072	Carenas	145	1	144	113	15123	3373	3	3	0	61
1989	50073	Cariñena	1005	12	993	636	31077	15332	22	21	1	290
1989	50074	Caspe	1510	5	1505	1156	131471	53878	67	65	2	676
1989	50075	Castejón de Alarba	98	0	98	59	12336	3140	3	3	0	52
1989	50076	Castejón de las Armas	90	0	90	84	4963	5343	1	1	0	26
1989	50077	Castejón de Valdejasa	204	0	204	153	10133	8842	4	4	0	54
1989	50078	Castiliscar	149	0	149	143	6650	3076	5	5	0	30
1989	50079	Cervera de la Cañada	194	0	194	164	18342	647	6	6	0	73
1989	50080	Cerveruela	2	0	2	2	550	0	3	3	0	3
1989	50081	Cetina	240	0	240	203	19399	7242	8	7	1	80
1989	50082	Cimballa	47	0	47	38	2739	2685	4	4	0	18
1989	50083	Cinco Olivas	7	0	7	6	480	1030	0	0	0	3
1989	50084	Clarés de Ribota	96	0	96	84	7384	146	1	1	0	26
1989	50085	Codo	22	0	22	21	3647	635	1	1	0	13
1989	50086	Codos	360	0	360	245	18097	11459	4	4	0	91
1989	50087	Contamina	29	0	29	29	1891	397	1	1	0	7
1989	50088	Cosuenda	407	33	374	243	14323	17773	6	6	0	104
1989	50089	Cuarte de Huerva	30	0	30	25	2300	554	2	2	0	11
1989	50090	Cubel	62	0	62	48	7707	6065	3	3	0	39
1989	50091	Cuerlas (Las)	27	0	27	23	3230	2932	2	2	0	17
1989	50092	Chiprana	58	0	58	36	1842	2515	33	30	3	53
1989	50093	Chodes	117	1	116	90	6859	5014	1	1	0	34
1989	50094	Daroca	262	1	261	238	11427	4112	4	4	0	54
1989	50095	Ejea de los Caballeros	4647	10	4637	3053	199142	99538	190	190	0	1086
1989	50096	Embid de Ariza	23	0	23	23	3205	320	5	5	0	13
1989	50098	Encinacorba	217	0	217	171	9759	2407	7	7	0	50
1989	50099	Épila	1244	2	1242	775	86058	1570	55	53	2	414
1989	50100	Erla	60	0	60	46	2884	2330	14	14	0	37
1989	50101	Escatrón	470	0	470	278	9434	13622	7	7	0	67
1989	50102	Fabara	552	1	551	296	97249	4324	5	5	0	322
1989	50104	Farlete	142	1	141	111	15676	2220	6	6	0	56
1989	50105	Fayón	125	0	125	93	10706	7729	5	5	0	67
1989	50106	Fayos (Los)	86	0	86	75	1370	2200	4	4	0	11
1989	50107	Figueruelas	124	1	123	110	5800	5418	5	5	0	36
1989	50108	Fombuena	7	0	7	5	660	960	2	2	0	7
1989	50109	Frago (El)	45	0	45	34	1745	1541	1	1	0	9
1989	50110	Frasno (El)	601	2	599	359	33917	4339	6	6	0	148
1989	50111	Fréscano	101	0	101	63	9900	3076	12	11	1	50
1989	50113	Fuendejalón	338	3	335	244	29283	5223	7	7	0	122
1989	50114	Fuendetodos	56	1	55	50	7169	270	3	3	0	24
1989	50115	Fuentes de Ebro	658	4	654	586	46026	50411	37	36	1	294
1989	50116	Fuentes de Jiloca	205	8	197	141	10357	10717	11	10	1	66
1989	50117	Gallocanta	51	0	51	39	5400	6106	3	3	0	31
1989	50118	Gallur	610	2	608	487	17203	34740	38	38	0	173
1989	50119	Gelsa	419	0	419	283	42135	25826	3	3	0	182
1989	50120	Godojos	62	0	62	60	4894	1521	4	4	0	23
1989	50121	Gotor	157	0	157	96	4208	5121	2	2	0	27
1989	50122	Grisel	51	0	51	38	3165	1867	1	1	0	14
1989	50123	Grisén	84	1	83	80	1505	4618	1	1	0	14
1989	50124	Herrera de los Navarros	267	0	267	229	27804	2209	4	4	0	108
1989	50125	Ibdes	296	7	289	221	8915	16183	2	2	0	64
1989	50126	Illueca	394	0	394	275	4007	11671	2	2	0	41
1989	50128	Isuerre	39	0	39	29	1338	1084	3	3	0	8
1989	50129	Jaraba	90	0	90	71	2412	5568	5	5	0	22
1989	50130	Jarque de Moncayo	334	0	334	181	8676	11521	2	2	0	62
1989	50131	Jaulín	80	0	80	57	8125	1498	0	0	0	32
1989	50132	Joyosa (La)	89	0	89	71	7660	3408	6	6	0	38
1989	50133	Lagata	49	0	49	43	6371	2698	3	3	0	29
1989	50134	Langa del Castillo	39	0	39	33	8417	375	5	4	1	35
1989	50135	Layana	7	0	7	5	560	23	0	0	0	3
1989	50136	Lécera	224	2	222	187	19594	6071	14	13	1	89
1989	50137	Leciñena	290	0	290	222	33736	4905	17	15	2	142
1989	50138	Lechón	22	0	22	14	3005	2020	4	3	1	16
1989	50139	Letux	141	0	141	114	15361	5737	4	4	0	67
1989	50140	Litago	89	0	89	58	6532	64	2	2	0	25
1989	50141	Lituénigo	92	2	90	48	7985	146	1	1	0	29
1989	50142	Lobera de Onsella	77	0	77	67	750	2811	5	5	0	14
1989	50143	Longares	579	58	521	306	36688	4107	12	12	0	186
1989	50144	Longás	59	0	59	55	1338	997	5	5	0	9
1989	50146	Lucena de Jalón	143	0	143	80	6367	1032	18	16	2	47
1989	50147	Luceni	215	0	215	199	16906	5962	15	15	0	92
1989	50148	Luesia	137	0	137	101	9692	3831	6	6	0	58
1989	50149	Luesma	21	0	21	15	1200	1365	4	4	0	10
1989	50150	Lumpiaque	161	2	159	119	14275	804	1	1	0	49
1989	50151	Luna	623	0	623	577	35040	2145	42	34	8	169
1989	50152	Maella	1025	3	1022	622	94773	12091	11	10	1	399
1989	50153	Magallón	554	1	553	279	40009	1471	2	2	0	149
1989	50154	Mainar	33	0	33	29	6557	181	5	5	0	29
1989	50155	Malanquilla	51	0	51	50	4473	264	2	2	0	18
1989	50156	Maleján	0	0	0	0	0	0	0	0	0	0
1989	50157	Malón	140	0	140	105	3366	5505	28	23	5	46
1989	50159	Maluenda	392	0	392	315	35740	9916	10	9	1	172
1989	50160	Mallén	584	0	584	435	37765	17136	3	3	0	169
1989	50161	Manchones	66	0	66	50	5850	3238	2	2	0	28
1989	50162	Mara	216	0	216	148	11224	7178	2	2	0	54
1989	50163	María de Huerva	161	2	159	115	15431	2982	17	14	3	72
1989	50164	Mediana de Aragón	186	0	186	153	19235	14520	8	8	0	100
1989	50165	Mequinenza	801	1	800	423	33340	61314	16	14	2	243
1989	50166	Mesones de Isuela	197	5	192	121	28663	9436	2	2	0	108
1989	50167	Mezalocha	152	0	152	73	18854	4804	4	4	0	75
1989	50168	Mianos	17	0	17	12	1400	526	2	2	0	6
1989	50169	Miedes de Aragón	269	1	268	172	30867	9053	3	3	0	125
1989	50170	Monegrillo	194	0	194	140	20490	3056	29	29	0	93
1989	50171	Moneva	56	0	56	44	5304	1846	5	5	0	24
1989	50172	Monreal de Ariza	124	2	122	77	18076	10987	7	6	1	88
1989	50173	Monterde	36	0	36	36	6828	121	3	3	0	26
1989	50174	Montón	113	0	113	62	7438	951	3	3	0	32
1989	50175	Morata de Jalón	634	0	634	517	17508	29483	7	5	2	130
1989	50176	Morata de Jiloca	174	0	174	101	25585	5623	9	9	0	109
1989	50177	Morés	377	2	375	217	14869	8667	9	9	0	77
1989	50178	Moros	355	0	355	303	41361	18561	3	3	0	171
1989	50179	Moyuela	133	0	133	86	14544	10287	1	1	0	66
1989	50180	Mozota	53	0	53	49	5000	1480	5	5	0	22
1989	50181	Muel	219	2	217	193	20005	2238	24	23	1	96
1989	50182	Muela (La)	195	0	195	149	18241	3274	16	15	1	93
1989	50183	Munébrega	317	3	314	195	14515	5365	2	2	0	73
1989	50184	Murero	64	0	64	45	5375	4044	2	2	0	27
1989	50185	Murillo de Gállego	88	0	88	81	3885	677	4	4	0	16
1989	50186	Navardún	39	2	37	29	3562	431	4	4	0	14
1989	50187	Nigüella	62	6	56	48	5623	3589	5	4	1	32
1989	50188	Nombrevilla	12	0	12	10	1578	334	3	3	0	7
1989	50189	Nonaspe	437	1	436	256	32807	8136	12	12	0	145
1989	50190	Novallas	207	1	206	185	11535	3969	2	2	0	50
1989	50191	Novillas	404	0	404	280	26755	10528	2	2	0	117
1989	50192	Nuévalos	15	0	15	14	1420	640	22	22	0	21
1989	50193	Nuez de Ebro	73	0	73	73	877	1092	7	5	2	9
1989	50194	Olvés	209	1	208	94	16838	2509	2	2	0	70
1989	50195	Orcajo	23	0	23	14	2463	900	7	7	0	17
1989	50196	Orera	130	0	130	90	8231	4296	3	3	0	39
1989	50197	Orés	50	0	50	48	3617	1725	4	4	0	20
1989	50198	Oseja	92	0	92	48	708	2371	1	1	0	7
1989	50199	Osera de Ebro	74	0	74	68	2358	2222	6	6	0	15
1989	50200	Paniza	629	74	555	397	20157	8409	3	3	0	100
1989	50201	Paracuellos de Jiloca	277	0	277	190	7467	10241	5	5	0	50
1989	50202	Paracuellos de la Ribera	328	0	328	200	19861	4899	8	8	0	94
1989	50203	Pastriz	206	0	206	191	1995	7483	11	11	0	34
1989	50204	Pedrola	485	0	485	362	22284	20977	30	30	0	142
1989	50205	Pedrosas (Las)	39	0	39	33	3360	547	3	3	0	16
1989	50206	Perdiguera	157	2	155	92	13585	6858	12	12	0	74
1989	50207	Piedratajada	101	0	101	97	6323	443	6	6	0	28
1989	50208	Pina de Ebro	591	2	589	550	30089	16284	68	67	1	182
1989	50209	Pinseque	212	1	211	205	950	22014	18	18	0	56
1989	50210	Pintanos (Los)	68	1	67	63	5515	294	5	5	0	23
1989	50211	Plasencia de Jalón	138	0	138	130	14164	4687	15	15	0	84
1989	50212	Pleitas	29	0	29	20	1600	2361	6	6	0	18
1989	50213	Plenas	90	0	90	55	6121	6972	2	2	0	35
1989	50214	Pomer	47	0	47	46	278	468	3	3	0	14
1989	50215	Pozuel de Ariza	18	0	18	8	1525	2490	2	2	0	11
1989	50216	Pozuelo de Aragón	142	0	142	78	17925	5039	7	7	0	80
1989	50217	Pradilla de Ebro	222	0	222	123	14317	10687	7	7	0	78
1989	50218	Puebla de Albortón	61	0	61	59	8920	1594	2	2	0	34
1989	50219	Puebla de Alfindén (La)	130	3	127	119	6875	8852	3	3	0	40
1989	50220	Puendeluna	38	0	38	27	1510	1774	1	1	0	8
1989	50221	Purujosa	3	0	3	1	700	130	3	3	0	5
1989	50222	Quinto	386	3	383	323	40282	6410	37	36	1	221
1989	50223	Remolinos	153	0	153	107	12274	7734	4	4	0	68
1989	50224	Retascón	52	2	50	42	5584	62	2	2	0	21
1989	50225	Ricla	1157	3	1154	640	49320	30284	28	28	0	328
1989	50227	Romanos	55	0	55	38	5250	4119	2	2	0	25
1989	50228	Rueda de Jalón	261	1	260	201	28654	6293	23	23	0	167
1989	50229	Ruesca	69	0	69	40	5474	1232	2	2	0	25
1989	50230	Sádaba	327	1	326	292	24170	5896	20	20	0	136
1989	50231	Salillas de Jalón	70	0	70	53	3120	2293	4	4	0	37
1989	50232	Salvatierra de Esca	62	2	60	52	4247	887	4	4	0	22
1989	50233	Samper del Salz	26	0	26	22	2461	850	1	1	0	10
1989	50234	San Martín de la Virgen de Moncayo	40	0	40	27	2994	542	2	2	0	13
1989	50235	San Mateo de Gállego	311	1	310	244	25740	31617	27	27	0	174
1989	50236	Santa Cruz de Grío	261	1	260	182	17411	6710	5	4	1	82
1989	50237	Santa Cruz de Moncayo	56	0	56	42	773	1560	1	1	0	5
1989	50238	Santa Eulalia de Gállego	57	0	57	56	2093	213	5	5	0	10
1989	50239	Santed	25	0	25	21	2900	1950	2	2	0	14
1989	50240	Sástago	281	0	281	261	32295	29251	80	76	4	294
1989	50241	Saviñán	426	5	421	247	8140	14967	19	19	0	101
1989	50242	Sediles	102	0	102	64	4460	2716	2	2	0	22
1989	50243	Sestrica	537	0	537	283	12126	10747	16	16	0	72
1989	50244	Sierra de Luna	112	0	112	94	9354	2368	17	17	0	54
1989	50245	Sigüés	72	2	70	52	2820	1544	8	8	0	18
1989	50246	Sisamón	23	0	23	22	3940	833	3	3	0	16
1989	50247	Sobradiel	148	1	147	117	9434	4696	11	11	0	54
1989	50248	Sos del Rey Católico	279	1	278	215	20452	8551	34	33	1	122
1989	50249	Tabuenca	303	0	303	194	36599	15704	3	3	0	149
1989	50250	Talamantes	33	0	33	27	1695	638	5	5	0	9
1989	50251	Tarazona	1584	5	1579	1218	77975	100134	65	56	9	527
1989	50252	Tauste	1770	9	1761	1174	122741	72428	175	170	5	721
1989	50253	Terrer	284	0	284	180	12691	6775	7	7	0	61
1989	50254	Tierga	206	6	200	135	16604	8065	6	5	1	77
1989	50255	Tobed	170	0	170	109	11406	4724	4	4	0	53
1989	50256	Torralba de los Frailes	43	0	43	37	7470	3450	3	3	0	32
1989	50257	Torralba de Ribota	117	0	117	94	10557	469	4	4	0	43
1989	50258	Torralbilla	25	0	25	23	4308	140	3	3	0	18
1989	50259	Torrehermosa	49	0	49	29	6523	8079	1	1	0	36
1989	50260	Torrelapaja	16	0	16	10	1970	215	2	2	0	8
1989	50261	Torrellas	48	0	48	35	1750	1745	3	2	1	12
1989	50262	Torres de Berrellén	418	0	418	336	15851	16732	35	34	1	112
1989	50263	Torrijo de la Cañada	431	0	431	281	23064	24550	9	9	0	130
1989	50264	Tosos	271	0	271	175	9282	13589	11	11	0	86
1989	50265	Trasmoz	69	0	69	39	7378	4	2	2	0	26
1989	50266	Trasobares	134	0	134	106	15202	6554	2	2	0	59
1989	50267	Uncastillo	447	3	444	392	17068	5346	25	25	0	98
1989	50268	Undués de Lerda	43	0	43	43	1730	91	2	2	0	7
1989	50269	Urrea de Jalón	164	0	164	110	12815	5139	4	4	0	67
1989	50270	Urriés	35	0	35	31	1290	859	4	4	0	8
1989	50271	Used	114	0	114	93	13657	9907	6	6	0	68
1989	50272	Utebo	280	1	279	264	32316	11335	20	20	0	176
1989	50273	Valdehorna	46	0	46	34	5116	2580	1	1	0	23
1989	50274	Val de San Martín	39	0	39	24	4578	2200	2	2	0	21
1989	50275	Valmadrid	37	0	37	36	3110	1128	3	3	0	15
1989	50276	Valpalmas	88	0	88	61	5759	924	14	14	0	33
1989	50277	Valtorres	47	0	47	36	5280	772	2	2	0	21
1989	50278	Velilla de Ebro	101	0	101	65	9903	5040	3	3	0	43
1989	50279	Velilla de Jiloca	96	0	96	55	6776	1787	2	2	0	29
1989	50280	Vera de Moncayo	160	9	151	130	14936	6094	8	8	0	62
1989	50281	Vierlas	39	0	39	23	1620	1649	4	4	0	11
1989	50282	Vilueña (La)	87	0	87	48	4001	1399	2	2	0	19
1989	50283	Villadoz	36	0	36	29	6388	170	1	1	0	25
1989	50284	Villafeliche	148	1	147	98	7653	1861	3	3	0	33
1989	50285	Villafranca de Ebro	158	3	155	144	5813	8831	11	5	6	44
1989	50286	Villalba de Perejil	67	0	67	58	3077	3040	1	1	0	16
1989	50287	Villalengua	230	0	230	145	28034	9237	3	3	0	126
1989	50288	Villanueva de Gállego	485	5	480	400	20698	3145	26	26	0	100
1989	50289	Villanueva de Jiloca	67	0	67	52	2505	4314	1	1	0	19
1989	50290	Villanueva de Huerva	428	4	424	253	20792	9344	4	4	0	96
1989	50291	Villar de los Navarros	84	0	84	62	8971	5210	2	2	0	43
1989	50292	Villarreal de Huerva	29	0	29	22	4660	680	13	11	2	31
1989	50293	Villarroya de la Sierra	610	0	610	351	31954	14576	8	6	2	154
1989	50294	Villarroya del Campo	29	0	29	27	6076	190	2	2	0	24
1989	50295	Vistabella	154	1	153	121	489	2552	3	3	0	6
1989	50296	Zaida (La)	67	0	67	58	3710	3492	5	5	0	24
1989	50297	Zaragoza	3154	59	3095	2193	267211	98819	525	503	22	1624
1989	50298	Zuera	769	1	768	681	73289	9124	72	70	2	358
1989	50901	Biel	53	0	53	48	1430	1312	5	5	0	18
1999	22001	Abiego	85	0	85	74	4726	7543	15	13	2	43
1999	22002	Abizanda	49	0	49	34	5489	1393	7	6	1	26
1999	22003	Adahuesca	60	0	60	47	1798	5009	2	2	0	19
1999	22004	Agüero	78	0	78	63	2081	3128	3	2	1	14
1999	22006	Aísa	40	0	40	29	4395	1928	5	4	1	19
1999	22007	Albalate de Cinca	287	0	287	235	13684	23532	42	30	12	170
1999	22008	Albalatillo	29	0	29	27	466	3669	9	7	2	16
1999	22009	Albelda	486	0	486	293	48126	40014	76	40	36	333
1999	22011	Albero Alto	29	0	29	25	2520	362	2	2	0	12
1999	22012	Albero Bajo	62	0	62	50	7100	1944	6	3	3	33
1999	22013	Alberuela de Tubo	71	0	71	54	5735	3343	9	4	5	34
1999	22014	Alcalá de Gurrea	60	1	59	48	4495	2794	17	9	8	35
1999	22015	Alcalá del Obispo	121	1	120	102	6044	8429	29	15	14	64
1999	22016	Alcampell	431	2	429	261	13124	35645	66	42	24	174
1999	22017	Alcolea de Cinca	244	0	244	223	8205	21102	66	43	23	121
1999	22018	Alcubierre	130	0	130	123	10466	10179	25	13	12	77
1999	22019	Alerre	16	0	16	14	717	795	2	2	0	5
1999	22020	Alfántega	58	0	58	33	4493	2943	8	4	4	26
1999	22021	Almudévar	639	4	635	474	34769	34320	77	46	31	252
1999	22022	Almunia de San Juan	182	1	181	136	4632	13025	25	9	16	71
1999	22023	Almuniente	165	0	165	131	20093	6699	43	12	31	114
1999	22024	Alquézar	95	1	94	74	1547	7311	2	2	0	22
1999	22025	Altorricón	307	1	306	221	24586	21247	103	68	35	227
1999	22027	Angüés	105	0	105	100	9447	1228	14	7	7	49
1999	22028	Ansó	35	0	35	29	4369	2686	7	2	5	22
1999	22029	Antillón	59	0	59	40	5811	1244	1	1	0	22
1999	22032	Aragüés del Puerto	20	0	20	14	1144	991	2	2	0	6
1999	22035	Arén	72	0	72	90	4463	4265	43	24	19	51
1999	22036	Argavieso	30	0	30	33	773	1623	6	4	2	10
1999	22037	Arguis	24	0	24	21	627	905	9	5	4	10
1999	22039	Ayerbe	187	0	187	157	11509	9471	9	6	3	66
1999	22040	Azanuy-Alins	140	0	140	103	6358	5429	13	10	3	48
1999	22041	Azara	81	0	81	55	1383	4593	1	1	0	16
1999	22042	Azlor	80	0	80	58	2253	5086	2	1	1	19
1999	22043	Baells	87	0	87	81	11591	2610	6	2	4	44
1999	22044	Bailo	115	0	115	85	11310	5431	15	9	6	60
1999	22045	Baldellou	93	0	93	88	7645	816	8	6	2	33
1999	22046	Ballobar	364	1	363	177	29344	19646	20	10	10	152
1999	22047	Banastás	4	0	4	4	300	485	1	1	0	3
1999	22048	Barbastro	727	2	725	582	22243	46934	79	56	23	289
1999	22049	Barbués	51	0	51	41	4547	2403	6	4	2	23
1999	22050	Barbuñales	46	0	46	40	523	1517	3	1	2	8
1999	22051	Bárcabo	62	0	62	48	7215	3853	11	10	1	35
1999	22052	Belver de Cinca	531	0	531	300	53522	24908	116	44	72	409
