Año	Provincia código	Provincia nombre	Sector código	Sector	Rama código	Rama de actividad	Número de actividades
2012	22	Huesca	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	135
2012	22	Huesca	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	57
2012	22	Huesca	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	251
2012	22	Huesca	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	450
2012	22	Huesca	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	141
2012	22	Huesca	3	Construcción	14	Construcción (cnae 41, 42, 43)	5080
2012	22	Huesca	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	9114
2012	22	Huesca	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	1374
2012	22	Huesca	4	Servicios	17	Hostelería (cnae 55, 56)	3648
2012	22	Huesca	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	356
2012	22	Huesca	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	841
2012	22	Huesca	4	Servicios	20	Actividades inmobiliarias (cnae 68)	2837
2012	22	Huesca	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	2182
2012	22	Huesca	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	1450
2012	22	Huesca	4	Servicios	23	Educación (cnae 85)	871
2012	22	Huesca	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	613
2012	22	Huesca	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	725
2012	22	Huesca	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	1251
2012	44	Teruel	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	1367
2012	44	Teruel	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	145
2012	44	Teruel	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	431
2012	44	Teruel	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	64
2012	44	Teruel	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	231
2012	44	Teruel	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	34
2012	44	Teruel	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	139
2012	44	Teruel	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	236
2012	44	Teruel	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	54
2012	44	Teruel	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	24
2012	44	Teruel	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	122
2012	44	Teruel	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	354
2012	44	Teruel	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	111
2012	44	Teruel	3	Construcción	14	Construcción (cnae 41, 42, 43)	3308
2012	44	Teruel	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	5091
2012	44	Teruel	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	862
2012	44	Teruel	4	Servicios	17	Hostelería (cnae 55, 56)	1981
2012	44	Teruel	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	180
2012	44	Teruel	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	518
2012	44	Teruel	4	Servicios	20	Actividades inmobiliarias (cnae 68)	1167
2012	44	Teruel	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	1041
2012	44	Teruel	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	660
2012	44	Teruel	4	Servicios	23	Educación (cnae 85)	373
2012	44	Teruel	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	312
2012	44	Teruel	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	353
2012	44	Teruel	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	677
2012	50	Zaragoza	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	2789
2012	50	Zaragoza	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	147
2012	50	Zaragoza	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	882
2012	50	Zaragoza	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	707
2012	50	Zaragoza	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	769
2012	50	Zaragoza	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	181
2012	50	Zaragoza	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	494
2012	50	Zaragoza	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	1630
2012	50	Zaragoza	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	803
2012	50	Zaragoza	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	214
2012	50	Zaragoza	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	1237
2012	50	Zaragoza	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	1089
2012	50	Zaragoza	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	313
2012	50	Zaragoza	3	Construcción	14	Construcción (cnae 41, 42, 43)	14796
2012	50	Zaragoza	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	29241
2012	50	Zaragoza	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	6178
2012	50	Zaragoza	4	Servicios	17	Hostelería (cnae 55, 56)	7792
2012	50	Zaragoza	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	1698
2012	50	Zaragoza	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	3089
2012	50	Zaragoza	4	Servicios	20	Actividades inmobiliarias (cnae 68)	11141
2012	50	Zaragoza	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	10639
2012	50	Zaragoza	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	5498
2012	50	Zaragoza	4	Servicios	23	Educación (cnae 85)	2881
2012	50	Zaragoza	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	3109
2012	50	Zaragoza	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	2272
2012	50	Zaragoza	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	4670
2013	22	Huesca	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	3900
2013	22	Huesca	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	66
2013	22	Huesca	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	479
2013	22	Huesca	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	126
2013	22	Huesca	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	292
2013	22	Huesca	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	82
2013	22	Huesca	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	164
2013	22	Huesca	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	524
2013	22	Huesca	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	140
2013	22	Huesca	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	55
2013	22	Huesca	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	281
2013	22	Huesca	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	453
2013	22	Huesca	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	164
2013	22	Huesca	3	Construcción	14	Construcción (cnae 41, 42, 43)	5754
2013	22	Huesca	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	10164
2013	22	Huesca	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	1454
2013	22	Huesca	4	Servicios	17	Hostelería (cnae 55, 56)	4276
2013	22	Huesca	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	432
2013	22	Huesca	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	970
2013	22	Huesca	4	Servicios	20	Actividades inmobiliarias (cnae 68)	3246
2013	22	Huesca	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	2609
2013	22	Huesca	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	1722
2013	22	Huesca	4	Servicios	23	Educación (cnae 85)	1236
2013	22	Huesca	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	798
2013	22	Huesca	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	989
2013	22	Huesca	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	1433
2013	44	Teruel	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	1478
2013	44	Teruel	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	151
2013	44	Teruel	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	458
2013	44	Teruel	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	66
2013	44	Teruel	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	244
2013	44	Teruel	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	33
2013	44	Teruel	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	149
2013	44	Teruel	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	258
2013	44	Teruel	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	57
2013	44	Teruel	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	24
2013	44	Teruel	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	126
2013	44	Teruel	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	360
2013	44	Teruel	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	139
2013	44	Teruel	3	Construcción	14	Construcción (cnae 41, 42, 43)	3637
2013	44	Teruel	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	5734
2013	44	Teruel	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	905
2013	44	Teruel	4	Servicios	17	Hostelería (cnae 55, 56)	2388
2013	44	Teruel	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	211
2013	44	Teruel	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	579
2013	44	Teruel	4	Servicios	20	Actividades inmobiliarias (cnae 68)	1297
2013	44	Teruel	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	1223
2013	44	Teruel	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	754
2013	44	Teruel	4	Servicios	23	Educación (cnae 85)	532
2013	44	Teruel	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	389
2013	44	Teruel	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	439
2013	44	Teruel	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	772
2013	50	Zaragoza	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	3099
2013	50	Zaragoza	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	145
2013	50	Zaragoza	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	938
2013	50	Zaragoza	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	801
2013	50	Zaragoza	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	854
2013	50	Zaragoza	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	187
2013	50	Zaragoza	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	509
2013	50	Zaragoza	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	1688
2013	50	Zaragoza	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	833
2013	50	Zaragoza	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	227
2013	50	Zaragoza	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	1358
2013	50	Zaragoza	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	1093
2013	50	Zaragoza	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	395
2013	50	Zaragoza	3	Construcción	14	Construcción (cnae 41, 42, 43)	16923
2013	50	Zaragoza	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	33578
2013	50	Zaragoza	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	6641
2013	50	Zaragoza	4	Servicios	17	Hostelería (cnae 55, 56)	9337
2013	50	Zaragoza	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	2103
2013	50	Zaragoza	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	3679
2013	50	Zaragoza	4	Servicios	20	Actividades inmobiliarias (cnae 68)	12489
2013	50	Zaragoza	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	12753
2013	50	Zaragoza	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	6445
2013	50	Zaragoza	4	Servicios	23	Educación (cnae 85)	3943
2013	50	Zaragoza	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	4225
2013	50	Zaragoza	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	2946
2013	50	Zaragoza	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	5437
2014	22	Huesca	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	3764
2014	22	Huesca	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	64
2014	22	Huesca	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	479
2014	22	Huesca	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	125
2014	22	Huesca	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	290
2014	22	Huesca	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	82
2014	22	Huesca	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	152
2014	22	Huesca	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	504
2014	22	Huesca	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	143
2014	22	Huesca	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	47
2014	22	Huesca	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	268
2014	22	Huesca	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	394
2014	22	Huesca	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	156
2014	22	Huesca	3	Construcción	14	Construcción (cnae 41, 42, 43)	5161
2014	22	Huesca	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	9539
2014	22	Huesca	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	1382
2014	22	Huesca	4	Servicios	17	Hostelería (cnae 55, 56)	3742
2014	22	Huesca	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	416
2014	22	Huesca	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	827
2014	22	Huesca	4	Servicios	20	Actividades inmobiliarias (cnae 68)	3248
2014	22	Huesca	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	2489
2014	22	Huesca	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	1691
2014	22	Huesca	4	Servicios	23	Educación (cnae 85)	1135
2014	22	Huesca	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	769
2014	22	Huesca	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	979
2014	22	Huesca	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	1382
2014	44	Teruel	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	1374
2014	44	Teruel	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	146
2014	44	Teruel	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	428
2014	44	Teruel	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	69
2014	44	Teruel	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	230
2014	44	Teruel	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	32
2014	44	Teruel	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	142
2014	44	Teruel	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	244
2014	44	Teruel	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	55
2014	44	Teruel	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	24
2014	44	Teruel	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	130
2014	44	Teruel	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	325
2014	44	Teruel	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	130
2014	44	Teruel	3	Construcción	14	Construcción (cnae 41, 42, 43)	3264
2014	44	Teruel	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	5426
2014	44	Teruel	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	849
2014	44	Teruel	4	Servicios	17	Hostelería (cnae 55, 56)	2039
2014	44	Teruel	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	199
2014	44	Teruel	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	542
2014	44	Teruel	4	Servicios	20	Actividades inmobiliarias (cnae 68)	1342
2014	44	Teruel	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	1159
2014	44	Teruel	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	753
2014	44	Teruel	4	Servicios	23	Educación (cnae 85)	501
2014	44	Teruel	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	387
2014	44	Teruel	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	402
2014	44	Teruel	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	731
2014	50	Zaragoza	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	2956
2014	50	Zaragoza	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	132
2014	50	Zaragoza	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	959
2014	50	Zaragoza	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	735
2014	50	Zaragoza	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	796
2014	50	Zaragoza	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	184
2014	50	Zaragoza	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	483
2014	50	Zaragoza	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	1588
2014	50	Zaragoza	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	808
2014	50	Zaragoza	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	224
2014	50	Zaragoza	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	1294
2014	50	Zaragoza	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	1036
2014	50	Zaragoza	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	356
2014	50	Zaragoza	3	Construcción	14	Construcción (cnae 41, 42, 43)	14838
2014	50	Zaragoza	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	31446
2014	50	Zaragoza	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	6137
2014	50	Zaragoza	4	Servicios	17	Hostelería (cnae 55, 56)	8145
2014	50	Zaragoza	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	1969
2014	50	Zaragoza	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	3488
2014	50	Zaragoza	4	Servicios	20	Actividades inmobiliarias (cnae 68)	12343
2014	50	Zaragoza	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	11929
2014	50	Zaragoza	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	6358
2014	50	Zaragoza	4	Servicios	23	Educación (cnae 85)	3766
2014	50	Zaragoza	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	4218
2014	50	Zaragoza	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	2827
2014	50	Zaragoza	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	5085
2015	22	Huesca	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	4179
2015	22	Huesca	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	60
2015	22	Huesca	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	525
2015	22	Huesca	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	147
2015	22	Huesca	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	317
2015	22	Huesca	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	87
2015	22	Huesca	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	160
2015	22	Huesca	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	525
2015	22	Huesca	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	153
2015	22	Huesca	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	47
2015	22	Huesca	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	289
2015	22	Huesca	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	459
2015	22	Huesca	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	186
2015	22	Huesca	3	Construcción	14	Construcción (cnae 41, 42, 43)	5721
2015	22	Huesca	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	10480
2015	22	Huesca	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	1461
2015	22	Huesca	4	Servicios	17	Hostelería (cnae 55, 56)	4367
2015	22	Huesca	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	503
