Año	Provincia código	Provincia nombre	Sector código	Sector	Rama código	Rama de actividad	Número de actividades
2009	44	Teruel	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	4645
2009	44	Teruel	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	922
2009	44	Teruel	4	Servicios	17	Hostelería (cnae 55, 56)	2083
2009	44	Teruel	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	159
2009	44	Teruel	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	545
2009	44	Teruel	4	Servicios	20	Actividades inmobiliarias (cnae 68)	1052
2009	44	Teruel	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	1096
2009	44	Teruel	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	651
2009	44	Teruel	4	Servicios	23	Educación (cnae 85)	307
2009	44	Teruel	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	264
2009	44	Teruel	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	345
2009	44	Teruel	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	697
2009	50	Zaragoza	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	2703
2009	50	Zaragoza	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	184
2009	50	Zaragoza	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	881
2009	50	Zaragoza	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	778
2009	50	Zaragoza	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	815
2009	50	Zaragoza	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	149
2009	50	Zaragoza	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	529
2009	50	Zaragoza	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	1813
2009	50	Zaragoza	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	828
2009	50	Zaragoza	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	222
2009	50	Zaragoza	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	1271
2009	50	Zaragoza	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	882
2009	50	Zaragoza	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	266
2009	50	Zaragoza	3	Construcción	14	Construcción (cnae 41, 42, 43)	19126
2009	50	Zaragoza	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	25143
2009	50	Zaragoza	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	6685
2009	50	Zaragoza	4	Servicios	17	Hostelería (cnae 55, 56)	7747
2009	50	Zaragoza	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	1594
2009	50	Zaragoza	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	3278
2009	50	Zaragoza	4	Servicios	20	Actividades inmobiliarias (cnae 68)	10174
2009	50	Zaragoza	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	11068
2009	50	Zaragoza	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	5317
2009	50	Zaragoza	4	Servicios	23	Educación (cnae 85)	2273
2009	50	Zaragoza	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	3166
2009	50	Zaragoza	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	2249
2009	50	Zaragoza	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	4623
2010	22	Huesca	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	3421
2010	22	Huesca	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	69
2010	22	Huesca	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	438
2010	22	Huesca	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	109
2010	22	Huesca	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	280
2010	22	Huesca	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	80
2010	22	Huesca	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	169
2010	22	Huesca	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	505
2010	22	Huesca	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	139
2010	22	Huesca	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	56
2010	22	Huesca	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	253
2010	22	Huesca	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	499
2010	22	Huesca	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	111
2010	22	Huesca	3	Construcción	14	Construcción (cnae 41, 42, 43)	5767
2010	22	Huesca	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	9033
2010	22	Huesca	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	1430
2010	22	Huesca	4	Servicios	17	Hostelería (cnae 55, 56)	3866
2010	22	Huesca	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	342
2010	22	Huesca	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	707
2010	22	Huesca	4	Servicios	20	Actividades inmobiliarias (cnae 68)	2634
2010	22	Huesca	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	2248
2010	22	Huesca	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	1333
2010	22	Huesca	4	Servicios	23	Educación (cnae 85)	735
2010	22	Huesca	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	462
2010	22	Huesca	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	677
2010	22	Huesca	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	1276
2010	44	Teruel	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	1306
2010	44	Teruel	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	148
2010	44	Teruel	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	445
2010	44	Teruel	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	60
2010	44	Teruel	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	239
2010	44	Teruel	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	24
2010	44	Teruel	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	140
2010	44	Teruel	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	258
2010	44	Teruel	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	52
2010	44	Teruel	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	25
2010	44	Teruel	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	124
2010	44	Teruel	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	392
2010	44	Teruel	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	68
2010	44	Teruel	3	Construcción	14	Construcción (cnae 41, 42, 43)	3733
2010	44	Teruel	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	5194
2010	44	Teruel	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	873
2010	44	Teruel	4	Servicios	17	Hostelería (cnae 55, 56)	2081
2010	44	Teruel	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	171
2010	44	Teruel	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	424
2010	44	Teruel	4	Servicios	20	Actividades inmobiliarias (cnae 68)	1180
2010	44	Teruel	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	1085
2010	44	Teruel	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	659
2010	44	Teruel	4	Servicios	23	Educación (cnae 85)	281
2010	44	Teruel	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	230
2010	44	Teruel	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	337
2010	44	Teruel	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	675
2010	50	Zaragoza	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	2498
2010	50	Zaragoza	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	178
2010	50	Zaragoza	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	882
2010	50	Zaragoza	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	714
2010	50	Zaragoza	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	808
2010	50	Zaragoza	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	154
2010	50	Zaragoza	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	516
2010	50	Zaragoza	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	1703
2010	50	Zaragoza	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	791
2010	50	Zaragoza	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	218
2010	50	Zaragoza	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	1219
2010	50	Zaragoza	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	1006
2010	50	Zaragoza	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	251
2010	50	Zaragoza	3	Construcción	14	Construcción (cnae 41, 42, 43)	16431
2010	50	Zaragoza	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	28384
2010	50	Zaragoza	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	6408
2010	50	Zaragoza	4	Servicios	17	Hostelería (cnae 55, 56)	7638
2010	50	Zaragoza	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	1657
2010	50	Zaragoza	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	2470
2010	50	Zaragoza	4	Servicios	20	Actividades inmobiliarias (cnae 68)	10476
2010	50	Zaragoza	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	10541
2010	50	Zaragoza	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	5151
2010	50	Zaragoza	4	Servicios	23	Educación (cnae 85)	2121
2010	50	Zaragoza	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	2226
2010	50	Zaragoza	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	2170
2010	50	Zaragoza	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	4570
2011	22	Huesca	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	3633
2011	22	Huesca	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	70
2011	22	Huesca	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	453
2011	22	Huesca	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	116
2011	22	Huesca	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	288
2011	22	Huesca	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	79
2011	22	Huesca	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	177
2011	22	Huesca	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	535
2011	22	Huesca	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	144
2011	22	Huesca	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	54
2011	22	Huesca	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	272
2011	22	Huesca	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	450
2011	22	Huesca	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	136
2011	22	Huesca	3	Construcción	14	Construcción (cnae 41, 42, 43)	6049
2011	22	Huesca	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	9614
2011	22	Huesca	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	1464
2011	22	Huesca	4	Servicios	17	Hostelería (cnae 55, 56)	4139
2011	22	Huesca	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	385
2011	22	Huesca	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	877
2011	22	Huesca	4	Servicios	20	Actividades inmobiliarias (cnae 68)	2893
2011	22	Huesca	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	2341
2011	22	Huesca	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	1444
2011	22	Huesca	4	Servicios	23	Educación (cnae 85)	939
2011	22	Huesca	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	576
2011	22	Huesca	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	771
2011	22	Huesca	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	1308
2011	44	Teruel	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	1424
2011	44	Teruel	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	157
2011	44	Teruel	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	448
2011	44	Teruel	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	67
2011	44	Teruel	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	242
2011	44	Teruel	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	25
2011	44	Teruel	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	153
2011	44	Teruel	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	261
2011	44	Teruel	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	56
2011	44	Teruel	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	25
2011	44	Teruel	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	130
2011	44	Teruel	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	375
2011	44	Teruel	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	90
2011	44	Teruel	3	Construcción	14	Construcción (cnae 41, 42, 43)	3716
2011	44	Teruel	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	5359
2011	44	Teruel	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	919
2011	44	Teruel	4	Servicios	17	Hostelería (cnae 55, 56)	2242
2011	44	Teruel	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	190
2011	44	Teruel	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	521
2011	44	Teruel	4	Servicios	20	Actividades inmobiliarias (cnae 68)	1176
2011	44	Teruel	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	1123
2011	44	Teruel	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	698
2011	44	Teruel	4	Servicios	23	Educación (cnae 85)	356
2011	44	Teruel	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	290
2011	44	Teruel	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	402
2011	44	Teruel	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	703
2011	50	Zaragoza	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	2830
2011	50	Zaragoza	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	169
2011	50	Zaragoza	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	921
2011	50	Zaragoza	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	784
2011	50	Zaragoza	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	859
2011	50	Zaragoza	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	180
2011	50	Zaragoza	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	529
2011	50	Zaragoza	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	1821
2011	50	Zaragoza	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	873
2011	50	Zaragoza	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	231
2011	50	Zaragoza	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	1331
2011	50	Zaragoza	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	1107
2011	50	Zaragoza	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	319
2011	50	Zaragoza	3	Construcción	14	Construcción (cnae 41, 42, 43)	17833
2011	50	Zaragoza	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	30885
2011	50	Zaragoza	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	6679
2011	50	Zaragoza	4	Servicios	17	Hostelería (cnae 55, 56)	8863
2011	50	Zaragoza	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	1870
2011	50	Zaragoza	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	3356
2011	50	Zaragoza	4	Servicios	20	Actividades inmobiliarias (cnae 68)	11232
2011	50	Zaragoza	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	11430
2011	50	Zaragoza	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	5874
2011	50	Zaragoza	4	Servicios	23	Educación (cnae 85)	2919
2011	50	Zaragoza	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	2805
2011	50	Zaragoza	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	2524
2011	50	Zaragoza	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	4975
2012	22	Huesca	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	3618
2012	22	Huesca	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	62
2012	22	Huesca	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	448
2012	22	Huesca	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	103
2012	22	Huesca	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	275
2012	22	Huesca	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	79
2012	22	Huesca	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	159
2012	22	Huesca	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	496
