Año	Municipio código	Municipio nombre	Urbano, parcelas	Urbano, superficie	Urbano, bienes inmuebles	Urbano, valor catastral total	Urbano, valor catastral construcción	Urbano, valor catastral suelo
2011	44088	Cuba (La)	173	1,48	186	772,17	628,25	143,92
2011	44089	Cubla	150	3,62	152	1450,21	998,97	451,25
2011	44090	Cucalón	236	4,41	242	3472,13	2489,99	982,14
2011	44092	Cuervo (El)	331	7,92	340	6559,28	4795,67	1763,61
2011	44093	Cuevas de Almudén	113	3,83	119	1280,4	1011,79	268,61
2011	44094	Cuevas Labradas	176	4,25	179	1642,12	1186,32	455,8
2011	44096	Ejulve	455	5,88	488	9675,98	5366,33	4309,65
2011	44097	Escorihuela	276	5,5	276	1799,16	1433,73	365,43
2011	44099	Escucha	626	36,26	1049	33694,69	17337,19	16357,5
2011	44100	Estercuel	539	7,48	603	5371,16	4605,31	765,85
2011	44101	Ferreruela de Huerva	164	3,92	171	1231,9	981,63	250,27
2011	44102	Fonfría	83	1,32	84	424,92	366,82	58,1
2011	44103	Formiche Alto	343	6,38	380	9007,67	4974,9	4032,77
2011	44105	Fórnoles	347	4,35	349	2055,37	1407,61	647,77
2011	44106	Fortanete	486	8,48	510	3273	2643,26	629,74
2011	44107	Foz-Calanda	387	7,07	398	3820,98	2577,37	1243,61
2011	44108	Fresneda (La)	731	14,97	764	21591,46	15839,75	5751,71
2011	44109	Frías de Albarracín	405	13,6	424	2957,62	2073,62	883,99
2011	44110	Fuenferrada	135	2,52	140	887	738,61	148,4
2011	44111	Fuentes Calientes	152	3,8	155	1634,1	1263,68	370,42
2011	44112	Fuentes Claras	669	19,1	569	8374,87	5024,86	3350,01
2011	44113	Fuentes de Rubielos	405	11,17	401	2028,14	1174,82	853,31
2011	44114	Fuentespalda	390	11,16	403	6273,43	4267,23	2006,2
2011	44115	Galve	157	4,92	164	1630,82	1311,68	319,14
2011	44116	Gargallo	221	3,81	237	5343,62	4059,06	1284,57
2011	44117	Gea de Albarracín	739	24,05	787	16378,02	10602,2	5775,82
2011	44118	Ginebrosa (La)	452	6,01	474	11097,26	7513,92	3583,34
2011	44119	Griegos	260	4,98	265	6954,31	5583,61	1370,71
2011	44120	Guadalaviar	390	10,15	417	9921,13	7307,28	2613,85
2011	44121	Gúdar	206	3,33	220	5833,43	4345,04	1488,39
2011	44122	Híjar	1336	33,24	1808	29237,41	17742,16	11495,25
2011	44123	Hinojosa de Jarque	192	4,73	195	1657,87	1375,9	281,97
2011	44124	Hoz de la Vieja (La)	392	3,43	392	1649,51	1431,78	217,73
2011	44125	Huesa del Común	473	6,44	475	8356,86	4494,94	3861,93
2011	44126	Iglesuela del Cid (La)	594	9,09	656	6573,03	5555,18	1017,86
2011	44127	Jabaloyas	308	5,27	311	1865,69	1388,82	476,87
2011	44128	Jarque de la Val	126	4,77	135	1638,59	1211,34	427,25
2011	44129	Jatiel	120	2,1	123	998,05	695,5	302,56
2011	44130	Jorcas	127	2,76	128	730,49	560,47	170,02
2011	44131	Josa	220	1,95	228	756,59	649,02	107,57
2011	44132	Lagueruela	164	2,36	167	936,18	790,86	145,32
2011	44133	Lanzuela	90	1,9	90	491,97	392,33	99,65
2011	44135	Libros	297	2,99	327	2176,14	1507,97	668,17
2011	44136	Lidón	169	4,45	170	1227,82	980,1	247,72
2011	44137	Linares de Mora	576	10,64	629	11076,27	8002,52	3073,74
2011	44138	Loscos	586	6,9	589	2348,69	1856,82	491,87
2011	44141	Lledó	246	5,52	246	2436,1	1715,95	720,15
2011	44142	Maicas	136	1,39	136	607,98	551,71	56,27
2011	44143	Manzanera	1564	40,06	1874	19304,73	15706,09	3598,64
2011	44144	Martín del Río	567	15,18	668	13536,52	8786,92	4749,61
2011	44145	Mas de las Matas	1429	47,23	1679	65959,3	33493,58	32465,72
2011	44146	Mata de los Olmos (La)	259	6,7	271	3179,06	2446,61	732,45
2011	44147	Mazaleón	660	12,39	690	8277,52	5375,28	2902,24
2011	44148	Mezquita de Jarque	144	5,6	145	1431,92	1199,31	232,62
2011	44149	Mirambel	248	3,61	278	3110,8	2567,43	543,37
2011	44150	Miravete de la Sierra	129	1,78	139	820,02	719,41	100,61
2011	44151	Molinos	468	5,59	514	4485,21	3964,13	521,09
2011	44152	Monforte de Moyuela	248	3,58	250	1194,57	890,06	304,51
2011	44153	Monreal del Campo	1893	94,35	2336	54434,72	33542,1	20892,62
2011	44154	Monroyo	336	5,5	343	4082,13	3474,89	607,24
2011	44155	Montalbán	1360	37,86	2033	51845,59	29813,3	22032,29
2011	44156	Monteagudo del Castillo	175	4,17	185	1127,76	785,21	342,55
2011	44157	Monterde de Albarracín	292	4,07	293	1448,4	1011,01	437,39
2011	44158	Mora de Rubielos	1981	86,37	3216	43368,58	31862,77	11505,81
2011	44159	Moscardón	185	2,77	186	1254,75	861,64	393,11
2011	44160	Mosqueruela	948	24,1	1036	13114,09	8261,95	4852,14
2011	44161	Muniesa	926	21,82	946	12957,99	7752,98	5205,01
2011	44163	Noguera de Albarracín	326	5,35	367	7713,71	5504,77	2208,95
2011	44164	Nogueras	190	2,15	189	588,69	456,2	132,48
2011	44165	Nogueruelas	447	6,32	473	10211,63	7349,53	2862,1
2011	44167	Obón	390	2,58	396	1698,85	1441,93	256,92
2011	44168	Odón	360	7,3	364	3054,95	2103,56	951,39
2011	44169	Ojos Negros	895	23,38	909	15230,27	10435,99	4794,28
2011	44171	Olba	1020	13,81	942	4745,9	3130,87	1615,02
2011	44172	Oliete	837	7,82	874	7957,12	4700,71	3256,41
2011	44173	Olmos (Los)	254	2,56	266	1901,65	1699,03	202,62
2011	44174	Orihuela del Tremedal	804	40,21	938	11580,66	7294,12	4286,54
2011	44175	Orrios	214	4,83	215	2069,48	1648,33	421,16
2011	44176	Palomar de Arroyos	284	6,13	308	2089,08	1702,52	386,56
2011	44177	Pancrudo	383	8,62	387	2355,97	1836,11	519,86
2011	44178	Parras de Castellote (Las)	360	4,06	371	1682,94	1444,23	238,71
2011	44179	Peñarroya de Tastavins	500	6,5	527	9474,21	7141,91	2332,3
2011	44180	Peracense	198	2,3	195	1049,86	743,01	306,85
2011	44181	Peralejos	125	2,66	132	1115,12	798,02	317,1
2011	44182	Perales del Alfambra	360	14,32	381	4874,18	3728,7	1145,47
2011	44183	Pitarque	260	1,94	269	1082,35	896,82	185,53
2011	44184	Plou	179	3	181	2925,06	1982,62	942,44
2011	44185	Pobo (El)	202	5,09	208	2070,04	1464,75	605,29
2011	44187	Portellada (La)	363	8,55	372	8897,58	7009,46	1888,12
2011	44189	Pozondón	226	3,79	225	4771,76	3651,97	1119,79
2011	44190	Pozuel del Campo	322	4,57	320	1448,43	1003,63	444,81
2011	44191	Puebla de Híjar (La)	1190	100,22	1302	28720,61	17078,39	11642,22
2011	44192	Puebla de Valverde (La)	646	25,55	789	10629,42	8861,19	1768,23
2011	44193	Puertomingalvo	330	4,4	478	10046,59	8524,25	1522,34
2011	44194	Ráfales	336	5,03	339	7494,14	5718,31	1775,83
2011	44195	Rillo	193	4,2	198	1320,08	1071,23	248,85
2011	44196	Riodeva	646	5,68	654	1960,61	1145,55	815,06
2011	44197	Ródenas	278	4,65	285	4049,83	2629,25	1420,58
2011	44198	Royuela	489	7,66	499	3785,57	2629,15	1156,43
2011	44199	Rubiales	133	1,81	138	674,19	515,08	159,11
2011	44200	Rubielos de la Cérida	175	3,01	176	494,57	449,94	44,62
2011	44201	Rubielos de Mora	1095	40,68	1685	21340,52	13293,95	8046,57
2011	44203	Salcedillo	65	1,06	65	193,47	144,3	49,17
2011	44204	Saldón	209	2,24	216	1022,44	700,05	322,39
2011	44205	Samper de Calanda	951	25,41	1015	29624,63	19374,39	10250,24
2011	44206	San Agustín	452	7,76	546	4270,96	3135,58	1135,38
2011	44207	San Martín del Río	636	9,48	640	3677,91	2137,52	1540,39
2011	44208	Santa Cruz de Nogueras	138	2,22	138	413,74	297,06	116,67
2011	44209	Santa Eulalia	1149	118,3	1201	23139,72	13570,37	9569,35
2011	44210	Sarrión	1761	54,13	2016	40846,66	28896,92	11949,74
2011	44211	Segura de los Baños	224	3,43	231	1165,9	917,84	248,06
2011	44212	Seno	146	2,11	155	1060,71	893,05	167,66
2011	44213	Singra	201	4,48	205	1402,36	960,88	441,48
2011	44215	Terriente	415	6,67	413	7119,22	5078,63	2040,59
2011	44216	Teruel	8197	1000,75	33769	1152175,91	785934,6	366241,3
2011	44217	Toril y Masegoso	109	1,07	108	624,81	441,73	183,08
2011	44218	Tormón	114	0,96	119	669,54	467,63	201,91
2011	44219	Tornos	527	13,56	529	3660,66	2139,19	1521,47
2011	44220	Torralba de los Sisones	279	8,17	282	7641,56	5435,67	2205,89
2011	44221	Torrecilla de Alcañiz	460	9,4	479	15723,17	9524,76	6198,41
2011	44222	Torrecilla del Rebollar	366	8,44	370	9979,97	7473,76	2506,21
2011	44223	Torre de Arcas	156	1,43	161	1048,25	907,67	140,58
2011	44224	Torre de las Arcas	160	2,17	165	727,28	615,02	112,26
2011	44225	Torre del Compte	359	7,99	373	4253,69	3065,08	1188,61
2011	44226	Torrelacárcel	508	17,1	508	4903,6	2857,79	2045,8
2011	44227	Torre los Negros	215	3,65	216	1378,35	1097,1	281,25
2011	44228	Torremocha de Jiloca	236	6,27	238	5037,38	3611,48	1425,9
2011	44229	Torres de Albarracín	384	11,01	397	9350,49	6413,21	2937,29
2011	44230	Torrevelilla	273	5,64	294	7800,46	4183,04	3617,42
2011	44231	Torrijas	323	4,48	366	7301,77	6122,65	1179,12
2011	44232	Torrijo del Campo	547	13,87	570	6322,27	3730,34	2591,93
2011	44234	Tramacastiel	345	3,41	359	1584,25	1090,24	494,01
2011	44235	Tramacastilla	361	3,6	372	6462,24	5238,03	1224,21
2011	44236	Tronchón	281	3,11	295	5604,67	4030,58	1574,09
2011	44237	Urrea de Gaén	625	9,18	668	7125,51	4376,48	2749,03
2011	44238	Utrillas	1312	53,61	2927	23262,7	19417,58	3845,11
2011	44239	Valacloche	79	1,21	82	610,7	417,11	193,59
2011	44240	Valbona	573	11,44	624	9749,31	6780	2969,32
2011	44241	Valdealgorfa	764	18,09	823	11173,3	6194,85	4978,45
2011	44243	Valdecuenca	191	2,5	207	3077,05	2158,18	918,87
2011	44244	Valdelinares	302	7,78	392	3569,95	2669,63	900,31
2011	44245	Valdeltormo	504	9,11	514	6428,07	5613,77	814,3
2011	44246	Valderrobres	1499	57,84	2139	48653,56	34512,78	14140,78
2011	44247	Valjunquera	465	10,47	474	15289,73	10046,39	5243,34
2011	44249	Vallecillo (El)	139	1,11	143	2455,25	1753,11	702,14
2011	44250	Veguillas de la Sierra	105	1,34	104	537,78	370,14	167,64
2011	44251	Villafranca del Campo	485	11,99	490	4130,31	2864,44	1265,87
2011	44252	Villahermosa del Campo	127	3,1	129	934,77	742,76	192,01
2011	44256	Villanueva del Rebollar de la Sierra	131	2,85	131	776,92	619,27	157,65
2011	44257	Villar del Cobo	366	7,18	385	6954,72	5360,88	1593,84
2011	44258	Villar del Salz	177	2,56	179	1107,57	761,78	345,79
2011	44260	Villarluengo	418	5,39	445	2617,93	2208,48	409,45
2011	44261	Villarquemado	830	32,26	848	15991,15	9455,33	6535,82
2011	44262	Villarroya de los Pinares	312	5,32	332	2393,53	1899,39	494,14
2011	44263	Villastar	451	14,44	697	19840,71	14494,69	5346,02
2011	44264	Villel	570	9,67	594	13151,37	9007,3	4144,08
2011	44265	Vinaceite	289	5,94	299	2963,54	2090,57	872,98
2011	44266	Visiedo	257	7,39	258	2158,39	1669,52	488,87
2011	44267	Vivel del Río Martín	334	5,51	336	2100,38	1641	459,38
2011	44268	Zoma (La)	84	1,02	89	281,17	240,7	40,46
2011	50001	Abanto	303	4,25	309	1561,42	1083,93	477,49
2011	50002	Acered	373	6,56	391	7166,18	4679,02	2487,16
2011	50003	Agón	185	7,62	187	2473,42	1705,76	767,66
2011	50004	Aguarón	854	20,32	915	11072,14	6610,04	4462,1
2011	50005	Aguilón	508	5,56	518	2755,79	1637,91	1117,87
2011	50006	Ainzón	783	37,25	1047	14663,3	9026,54	5636,77
2011	50007	Aladrén	203	1,65	207	2566,73	1713,94	852,79
2011	50008	Alagón	2041	154,69	4813	157744,88	108524,19	49220,69
2011	50009	Alarba	226	3,44	231	3241,64	2387,28	854,36
2011	50010	Alberite de San Juan	104	3,34	110	832,99	576,61	256,38
2011	50011	Albeta	269	38,94	283	7403,59	3865,67	3537,92
2011	50012	Alborge	192	4,19	193	1774,33	1279,2	495,13
2011	50013	Alcalá de Ebro	270	11,68	271	3286,88	2251,19	1035,69
2011	50014	Alcalá de Moncayo	295	4,25	321	1791,95	1275,48	516,47
2011	50015	Alconchel de Ariza	486	5,29	500	2541,81	1761,76	780,05
2011	50016	Aldehuela de Liestos	162	2,5	163	2240,09	1066,5	1173,59
2011	50017	Alfajarín	1370	237,08	1720	85119,58	58391,92	26727,66
2011	50018	Alfamén	967	54,33	1030	21305,72	11581,35	9724,37
2011	50019	Alforque	175	4,32	175	1699,64	1181,43	518,21
2011	50020	Alhama de Aragón	999	59,3	1427	67444,53	39767,59	27676,94
2011	50021	Almochuel	86	2,18	104	581,33	416,23	165,1
2011	50022	Almolda (La)	540	22	558	11504,05	6694,98	4809,08
2011	50023	Almonacid de la Cuba	453	5,5	456	2195,8	1513,16	682,65
2011	50024	Almonacid de la Sierra	1175	26,11	1258	31755,77	20557,36	11198,4
2011	50025	Almunia de Doña Godina (La)	2633	387,19	5029	360396,76	188592,07	171804,69
2011	50026	Alpartir	527	8,58	582	13790,6	8873,54	4917,06
2011	50027	Ambel	425	9,48	570	3204,04	2004,88	1199,16
2011	50028	Anento	211	2,83	219	2976,63	2031,99	944,64
2011	50029	Aniñón	808	18,71	992	22198,13	16584,18	5613,95
2011	50030	Añón de Moncayo	753	15,88	830	6988,79	4913,79	2074,99
2011	50031	Aranda de Moncayo	531	5	576	10953,26	6546,73	4406,53
2011	50032	Arándiga	674	8,41	690	5443,66	3189,5	2254,16
2011	50033	Ardisa	158	3,85	172	3256,82	1841,98	1414,84
2011	50034	Ariza	1193	50,2	1589	21383,2	12487,98	8895,22
2011	50035	Artieda	136	1,81	153	1049,74	784,06	265,68
2011	50036	Asín	169	2,38	183	2513,53	1723,34	790,19
2011	50037	Atea	576	8,83	581	3474,99	2031,29	1443,7
2011	50038	Ateca	1262	54,31	1937	71080,71	43257,21	27823,5
2011	50039	Azuara	1216	65,02	1242	23551,5	13566,37	9985,13
2011	50040	Badules	201	6,39	180	1580,8	1107,14	473,66
2011	50041	Bagüés	74	0,91	74	1604,22	1123,09	481,12
2011	50042	Balconchán	87	1,06	88	342,05	239,9	102,15
2011	50043	Bárboles	380	19,42	418	4520,58	3217,56	1303,02
2011	50044	Bardallur	371	6,2	377	3458,07	2470,52	987,55
2011	50045	Belchite	1050	53,8	1228	21252,63	12212,09	9040,54
2011	50046	Belmonte de Gracián	355	5,53	371	2986,4	2056,49	929,91
2011	50047	Berdejo	156	1,72	168	1514,35	890,7	623,65
2011	50048	Berrueco	93	2,22	93	1836,33	1050,09	786,24
2011	50050	Bijuesca	356	3,08	385	3366,7	2420,02	946,67
2011	50051	Biota	875	23,86	1051	14121,43	8590,35	5531,09
2011	50052	Bisimbre	123	8,9	126	4370,87	3581,66	789,21
2011	50053	Boquiñeni	732	32,78	762	11243,63	6808,88	4434,75
2011	50054	Bordalba	278	3,59	284	3025,66	1993,66	1032
2011	50055	Borja	2340	116,63	4974	82133,95	55533,87	26600,08
2011	50056	Botorrita	454	32,01	515	8798,06	6032,02	2766,04
2011	50057	Brea de Aragón	956	31,65	1723	32746,49	19681,22	13065,27
2011	50058	Bubierca	306	4,09	311	1317,55	910,3	407,25
2011	50059	Bujaraloz	704	41,42	745	22194,19	13152,82	9041,36
2011	50060	Bulbuente	312	9,97	429	3063,13	2245,03	818,1
2011	50061	Bureta	274	7,85	300	2920,83	2017,49	903,35
2011	50062	Burgo de Ebro (El)	1522	320,72	2193	151557,82	100186,43	51371,39
2011	50063	Buste (El)	182	3,25	204	1599,57	1110,53	489,04
2011	50064	Cabañas de Ebro	536	79,76	499	10769,19	7618,55	3150,63
2011	50065	Cabolafuente	292	5,73	301	1687,17	1152,49	534,68
2011	50066	Cadrete	2058	233,34	4113	444353,23	171790,94	272562,29
2011	50067	Calatayud	4842	404,87	19430	561076,98	386509,15	174567,82
2011	50068	Calatorao	1992	396,99	2409	130393,96	59413,97	70980
2011	50069	Calcena	201	2,73	206	2549,81	1987,8	562,01
2011	50070	Calmarza	239	2,7	250	1672,79	1207,01	465,78
2011	50071	Campillo de Aragón	320	3,79	322	4693,72	3239,9	1453,82
2011	50072	Carenas	602	11,6	638	5073,07	3064,29	2008,78
2011	50073	Cariñena	1237	100,38	2563	58980,53	35925,92	23054,61
2011	50074	Caspe	4617	288,59	7969	172791,2	98869,89	73921,31
2011	50075	Castejón de Alarba	211	2,54	217	2687,85	1550,35	1137,5
2011	50076	Castejón de las Armas	236	3,16	252	1212,86	861,51	351,35
2011	50077	Castejón de Valdejasa	407	11,33	435	6187,95	3379,45	2808,49
2011	50078	Castiliscar	412	11,12	453	9485,19	5519,82	3965,37
2011	50079	Cervera de la Cañada	490	11,76	519	3877,18	2324,31	1552,87
2011	50080	Cerveruela	249	1,94	254	341,59	233,53	108,06
2011	50081	Cetina	1030	71,32	1036	29860,73	18309,63	11551,1
2011	50082	Cimballa	347	6,73	356	4346,1	2840,06	1506,04
2011	50083	Cinco Olivas	203	4,93	204	2112,11	1541,34	570,78
2011	50084	Clarés de Ribota	317	2,51	345	2000,87	1345,13	655,74
2011	50085	Codo	383	7,95	386	3500,67	2420,48	1080,19
2011	50086	Codos	550	5,02	581	3579,4	2277,44	1301,97
2011	50087	Contamina	133	1,78	136	535,45	376,87	158,58
2011	50088	Cosuenda	670	21,44	749	18276,11	11376,07	6900,03
2011	50089	Cuarte de Huerva	2221	410,85	9792	1061951,68	502965,79	558985,89
2011	50090	Cubel	383	6,6	390	2826,35	1945,88	880,47
2011	50091	Cuerlas (Las)	238	4,66	241	3390,66	1728,53	1662,13
2011	50092	Chiprana	598	10,51	620	6967,58	4214,25	2753,33
2011	50093	Chodes	222	3,98	225	1811,91	1264,02	547,89
2011	50094	Daroca	1571	79,89	2525	103937,08	63029,9	40907,18
2011	50095	Ejea de los Caballeros	5977	836,74	14391	686062,01	361934,09	324127,92
2011	50096	Embid de Ariza	226	2,77	234	1043,26	721,85	321,41
2011	50098	Encinacorba	423	7,78	472	4305,01	3117,59	1187,42
2011	50099	Épila	2819	246,75	3460	99067,45	56017,4	43050,05
2011	50100	Erla	447	13,63	475	6354,17	4293,25	2060,92
2011	50101	Escatrón	1555	461,81	1614	26284,48	18365,7	7918,79
2011	50102	Fabara	1082	23,39	1128	20160,49	11317,47	8843,01
2011	50104	Farlete	370	26,92	373	5561,69	3718,73	1842,97
2011	50105	Fayón	461	47,21	479	16518,85	10185,71	6333,14
2011	50106	Fayos (Los)	249	2,92	269	1736,73	1200,45	536,28
2011	50107	Figueruelas	713	369,74	990	138097,07	82303,98	55793,1
2011	50108	Fombuena	136	1,45	135	251,55	172,31	79,23
2011	50109	Frago (El)	179	2	204	2340,59	1488,78	851,82
2011	50110	Frasno (El)	852	22,7	954	18821,38	11316,18	7505,19
2011	50111	Fréscano	237	8,46	243	2655,56	1904,38	751,18
2011	50113	Fuendejalón	778	27,08	818	10490,71	6459,49	4031,22
2011	50114	Fuendetodos	241	9,02	241	7184,63	4139,92	3044,71
2011	50115	Fuentes de Ebro	2190	151,82	3016	63072,59	36320,93	26751,67
2011	50116	Fuentes de Jiloca	467	9,63	496	7989,43	4727,16	3262,27
2011	50117	Gallocanta	287	8,59	288	2445,59	1699,31	746,27
2011	50118	Gallur	1688	175,19	2358	49256,34	23729,8	25526,55
2011	50119	Gelsa	882	87,88	939	46829,84	24655,84	22174
2011	50120	Godojos	214	3,98	225	1356,19	937,35	418,84
2011	50121	Gotor	389	4,02	410	2608,28	1864,61	743,67
2011	50122	Grisel	200	3,37	220	1182,82	937,48	245,34
2011	50123	Grisén	406	28,34	510	8943,02	6146,67	2796,35
2011	50124	Herrera de los Navarros	1152	16,71	1197	8872,43	5162,8	3709,63
2011	50125	Ibdes	869	24,57	917	21504,07	13006,57	8497,51
2011	50126	Illueca	1365	138,93	3497	145926,46	65845,17	80081,29
2011	50128	Isuerre	95	0,96	101	1490,23	1142,45	347,77
2011	50129	Jaraba	512	23,34	574	23910,72	18885,68	5025,04
2011	50130	Jarque de Moncayo	939	12,77	1084	7762,97	4655,27	3107,7
2011	50131	Jaulín	328	10,25	333	3504,61	2425,75	1078,86
2011	50132	Joyosa (La)	489	173,05	713	96740,97	22127,85	74613,12
2011	50133	Lagata	251	4,59	251	4625,08	3231,34	1393,73
2011	50134	Langa del Castillo	382	7,45	397	6468,27	4471,74	1996,53
2011	50135	Layana	148	4,94	161	3973,97	2131,94	1842,03
2011	50136	Lécera	902	31,75	908	24343,19	14148,85	10194,34
2011	50137	Leciñena	917	65,82	920	29232,51	19665,05	9567,46
2011	50138	Lechón	73	1,79	75	1554,78	1043,17	511,6
2011	50139	Letux	521	16,27	525	13987,89	8957,6	5030,29
2011	50140	Litago	492	7,81	508	6755,21	3941,69	2813,52
2011	50141	Lituénigo	318	3,16	351	4433,98	3148,06	1285,92
2011	50142	Lobera de Onsella	184	1,81	191	1010,74	738,16	272,58
2011	50143	Longares	632	21,6	820	10895,43	6610,64	4284,79
2011	50144	Longás	129	1,21	131	604,08	475,94	128,14
2011	50146	Lucena de Jalón	336	10,19	381	4482,05	3070,14	1411,91
2011	50147	Luceni	791	59,35	916	16757,38	10012,74	6744,64
2011	50148	Luesia	461	7,85	534	4245,52	2624,97	1620,55
2011	50149	Luesma	189	2,76	189	582,46	399,45	183,01
2011	50150	Lumpiaque	885	22,81	973	51073,46	25557,38	25516,09
2011	50151	Luna	892	24,35	1022	14773,64	8733,35	6040,29
2011	50152	Maella	1834	65,81	1934	118241,66	50761,5	67480,16
2011	50153	Magallón	926	44,34	1144	21153,02	13302,09	7850,93
2011	50154	Mainar	212	4,75	214	2231,41	1602,55	628,86
2011	50155	Malanquilla	309	3,63	315	3649,37	2163,53	1485,84
2011	50156	Maleján	263	3,84	276	4608,08	3467,86	1140,22
2011	50157	Malón	446	13,81	466	6035,23	4140,66	1894,58
2011	50159	Maluenda	733	19,8	857	13258,62	8275,27	4983,35
2011	50160	Mallén	1742	80,76	2183	47870,39	29951,06	17919,33
2011	50161	Manchones	282	3,64	295	1598,74	1112,14	486,6
2011	50162	Mara	334	9,4	350	7966,61	4665,33	3301,29
2011	50163	María de Huerva	862	164,63	3174	88520,44	68800,76	19719,68
2011	50164	Mediana de Aragón	348	6,81	361	3709,1	2596,08	1113,01
2011	50165	Mequinenza	1398	39,03	1933	36335,13	21819,09	14516,04
2011	50166	Mesones de Isuela	524	8,89	542	3963,7	2364,41	1599,29
2011	50167	Mezalocha	332	8,22	343	6455,77	3940,13	2515,64
2011	50168	Mianos	58	1,37	60	1603,99	1018	585,98
2011	50169	Miedes de Aragón	550	12,28	623	9347,2	6710,38	2636,82
2011	50170	Monegrillo	376	20,52	384	5746,76	3952,73	1794,03
2011	50171	Moneva	287	4,49	291	1565,69	1083,44	482,25
2011	50172	Monreal de Ariza	396	14,52	408	3897,34	2797,93	1099,41
2011	50173	Monterde	416	6,48	444	5324,34	3251,47	2072,87
2011	50174	Montón	204	2,66	218	1120,41	807,13	313,28
2011	50175	Morata de Jalón	1284	49,5	1527	25671,4	14628,79	11042,61
2011	50176	Morata de Jiloca	480	11,67	502	4300,07	3158,32	1141,75
2011	50177	Morés	732	26,08	854	8012,22	4549,62	3462,6
2011	50178	Moros	722	14,39	816	6910,02	4729,62	2180,4
2011	50179	Moyuela	562	10,7	570	5269,91	3163,48	2106,43
2011	50180	Mozota	234	9,33	236	5208,11	2810,56	2397,55
2011	50181	Muel	1119	204,93	1595	45669,42	25279,44	20389,98
2011	50182	Muela (La)	2298	687,61	5974	278358,57	101393,42	176965,15
2011	50183	Munébrega	551	11,92	590	12049,74	8317,44	3732,3
2011	50184	Murero	268	3,15	283	3364,38	2151,07	1213,31
2011	50185	Murillo de Gállego	424	15,42	452	3488,85	2462,06	1026,8
2011	50186	Navardún	151	3,18	156	3430,49	2046,67	1383,81
2011	50187	Nigüella	219	3,12	225	1124,8	767,81	356,98
2011	50188	Nombrevilla	128	2,17	128	1441,05	1096,65	344,4
2011	50189	Nonaspe	1124	33,38	1185	15467,05	8764,74	6702,31
2011	50190	Novallas	670	15	779	9976,7	6522,62	3454,08
2011	50191	Novillas	453	15,48	468	8793,06	6170,23	2622,83
2011	50192	Nuévalos	432	59,08	539	20390,09	13569,21	6820,88
2011	50193	Nuez de Ebro	735	167,25	840	112962,52	30738,1	82224,42
2011	50194	Olvés	274	3,71	294	4021,51	2236,65	1784,86
2011	50195	Orcajo	214	3,67	216	837,73	576,49	261,24
2011	50196	Orera	166	3,42	176	3735,02	2979,92	755,1
2011	50197	Orés	267	3,23	276	1190,56	823,31	367,25
2011	50198	Oseja	111	0,93	114	306,08	220,15	85,94
2011	50199	Osera de Ebro	467	43,63	516	10811,74	7896,17	2915,57
2011	50200	Paniza	771	28,92	841	21784,9	13358,74	8426,15
2011	50201	Paracuellos de Jiloca	547	20,91	626	9543,54	5760,69	3782,85
2011	50202	Paracuellos de la Ribera	361	4,01	395	1823,37	1297,44	525,93
2011	50203	Pastriz	802	87,25	981	27863,33	20043,92	7819,41
2011	50204	Pedrola	1594	355,09	2586	224678,13	138932,59	85745,53
2011	50205	Pedrosas (Las)	163	7,34	202	5457,43	3309,17	2148,26
2011	50206	Perdiguera	676	43,45	727	26854,42	12528,51	14325,9
2011	50207	Piedratajada	203	9,68	215	6473,59	3333,32	3140,28
2011	50208	Pina de Ebro	1278	69,29	1605	42668,32	24079,8	18588,52
2011	50209	Pinseque	1933	223,22	3134	169392,67	98741,68	70650,99
2011	50210	Pintanos (Los)	214	2,89	216	2531,71	1476,33	1055,38
2011	50211	Plasencia de Jalón	376	10,26	403	5244,76	4057,13	1187,63
2011	50212	Pleitas	70	1,33	71	459,37	320,36	139,01
2011	50213	Plenas	448	5,8	457	2817,15	2026,65	790,49
2011	50214	Pomer	205	2,28	213	1571,8	1327,69	244,11
2011	50215	Pozuel de Ariza	258	3,65	260	1046,18	720,98	325,2
2011	50216	Pozuelo de Aragón	401	15,34	401	3972,06	2808,48	1163,58
2011	50217	Pradilla de Ebro	526	17,99	556	9254,18	6909,89	2344,29
2011	50218	Puebla de Albortón	213	5,3	213	1636,26	1124,45	511,81
2011	50219	Puebla de Alfindén (La)	1608	323,99	5266	441873,81	237209,6	204664,2
2011	50220	Puendeluna	132	4,26	142	2535,45	1396,96	1138,49
2011	50221	Purujosa	184	1,32	212	288,39	204,75	83,64
2011	50222	Quinto	1516	176,97	1741	171340,97	42983,59	128357,38
2011	50223	Remolinos	731	26,17	848	11644,02	7192,64	4451,38
2011	50224	Retascón	127	2,39	135	925,45	650,5	274,95
2011	50225	Ricla	1588	86,15	2206	119922,49	50874,94	69047,56
2011	50227	Romanos	172	4,02	172	1737,48	1198,14	539,34
2011	50228	Rueda de Jalón	365	8,98	367	4035,17	3000,93	1034,24
2011	50229	Ruesca	102	2,11	102	1609,91	964,01	645,9
2011	50230	Sádaba	1165	110,07	1558	72424,14	34486,27	37937,87
2011	50231	Salillas de Jalón	458	15,05	465	4831	3225,97	1605,03
2011	50232	Salvatierra de Esca	373	5,03	419	8934,64	5447,18	3487,46
2011	50233	Samper del Salz	201	2,86	203	1257,77	934,2	323,57
2011	50234	San Martín de la Virgen de Moncayo	622	67,52	755	6897,4	4247,72	2649,67
