Municipio codigo	Municipio nombre	Tipo de estudios realizados, código	Tipo de estudios realizados	Población
50068	Calatorao	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	8,3266028388
50073	Cariñena	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	54,7775821436
50074	Caspe	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	135,9614452227
50077	Castejón de Valdejasa	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,4946290351
50078	Castiliscar	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,8905574874
50079	Cervera de la Cañada	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,3554425781
50080	Cerveruela	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,0762573463
50081	Cetina	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	18,2604972473
50085	Codo	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,8291647894
50087	Contamina	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,8127333169
50088	Cosuenda	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	11,6791535202
50089	Cuarte de Huerva	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	245,3198375433
50090	Cubel	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,6809759757
50091	Cuerlas (Las)	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,593464421
50093	Chodes	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,400117908
50094	Daroca	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	28,7044162248
50095	Ejea de los Caballeros	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	74,571767302
50096	Embid de Ariza	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,3185115365
50098	Encinacorba	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6,49534853
50099	Épila	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	56,982875011
50100	Erla	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,3713506009
50101	Escatrón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,5614871472
50102	Fabara	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	5,9533041325
50104	Farlete	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,4435871403
50105	Fayón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,842611386
50107	Figueruelas	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	12,2873610774
50108	Fombuena	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,5430866167
50109	Frago (El)	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,0585923712
50110	Frasno (El)	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6,0356929914
50113	Fuendejalón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,0233874949
50114	Fuendetodos	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,1604909195
50115	Fuentes de Ebro	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	28,1835280502
50118	Gallur	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	7,3458144828
50123	Grisén	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	5,3631362794
50124	Herrera de los Navarros	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,4346611022
50125	Ibdes	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,5144219912
50128	Isuerre	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,0079642667
50129	Jaraba	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	0,9295264072
50131	Jaulín	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,7704376157
50132	Joyosa (La)	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	7,5115924965
50134	Langa del Castillo	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,316361819
50135	Layana	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,6584282993
50137	Leciñena	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,8156139922
50139	Letux	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	0,4831991307
50142	Lobera de Onsella	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,8534210649
50143	Longares	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6,9068737499
50147	Luceni	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,1005600752
50148	Luesia	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	5,4112237921
50151	Luna	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	9,9639569916
50152	Maella	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,4848314153
50153	Magallón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	12,1693860283
50155	Malanquilla	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,834932661
50156	Maleján	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,6884582738
50157	Malón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,3013519787
50159	Maluenda	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,4054313216
50163	María de Huerva	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	111,5632603149
50164	Mediana de Aragón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,37129641
50165	Mequinenza	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	21,8190031655
50166	Mesones de Isuela	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,8752960651
50169	Miedes de Aragón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,2779590174
50170	Monegrillo	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	11,4088019409
50175	Morata de Jalón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	22,7214177021
50179	Moyuela	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,0006503985
50180	Mozota	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,0977585873
50181	Muel	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	11,3612115404
50182	Muela (La)	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	93,7547673713
50189	Nonaspe	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	9,4649739649
50190	Novallas	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,0364909858
50192	Nuévalos	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,2707941299
50193	Nuez de Ebro	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	12,3743894077
50195	Orcajo	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,6764286476
50199	Osera de Ebro	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,6907898719
50200	Paniza	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,7664069645
50201	Paracuellos de Jiloca	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,837561263
50203	Pastriz	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	16,8052022933
50204	Pedrola	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	28,2881385956
50205	Pedrosas (Las)	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,9864631568
50206	Perdiguera	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	12,5266819036
50207	Piedratajada	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,334216035
50208	Pina de Ebro	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6,1010519087
50209	Pinseque	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	96,7084509914
50211	Plasencia de Jalón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	9,3568743507
50212	Pleitas	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,0797882675
50216	Pozuelo de Aragón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,0203746648
50219	Puebla de Alfindén (La)	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	106,9665347553
50220	Puendeluna	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,5067455825
50222	Quinto	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	17,968526719
50223	Remolinos	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,9112841847
50225	Ricla	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	22,157836817
50227	Romanos	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,6692889542
50228	Rueda de Jalón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	0,8837079284
50232	Salvatierra de Esca	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,2065936579
50234	San Martín de la Virgen de Moncayo	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	0,8699480862
50235	San Mateo de Gállego	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	51,1951731468
50238	Santa Eulalia de Gállego	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	0,9739247269
50240	Sástago	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,1209611389
50241	Saviñán	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,1912827395
50242	Sediles	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	0,4710666512
50244	Sierra de Luna	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	0,8507300991
50245	Sigüés	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,1375451435
50247	Sobradiel	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	32,0348219221
50248	Sos del Rey Católico	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	15,296185309
50249	Tabuenca	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,4096147928
50250	Talamantes	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,0514643821
50251	Tarazona	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	106,3151990288
50252	Tauste	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	12,288041074
50253	Terrer	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,7186821933
50257	Torralba de Ribota	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	0,9180973027
50261	Torrellas	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,0770850284
50262	Torres de Berrellén	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,1288185609
50265	Trasmoz	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,7751811301
50266	Trasobares	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	1,0155296098
50267	Uncastillo	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	9,7722197844
50268	Undués de Lerda	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,2003201333
50271	Used	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,6484200067
50272	Utebo	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	174,708127232
50276	Valpalmas	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	7,7234138499
50277	Valtorres	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,7838259037
50280	Vera de Moncayo	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,1686227307
50282	Vilueña (La)	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6,0183890091
50283	Villadoz	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,8900966411
50285	Villafranca de Ebro	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	11,4649842266
50287	Villalengua	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,2548382704
50288	Villanueva de Gállego	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	72,2996556938
50290	Villanueva de Huerva	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	4,7174426784
50295	Vistabella	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	3,7665076597
50296	Zaida (La)	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6,2077064519
50297	Zaragoza	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	15986,9653969943
50298	Zuera	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	144,1283987715
50901	Biel	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	2,1100839498
50903	Villamayor de Gállego	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	55,2143985581
22001	Abiego	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	14,59494632
22002	Abizanda	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	3,8718905526
22003	Adahuesca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	7,2687260567
22004	Agüero	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	5,7652144859
22006	Aísa	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	11,9528571766
22007	Albalate de Cinca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	15,167760122
22008	Albalatillo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	4,8957795793
22009	Albelda	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	31,0634873377
22011	Albero Alto	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	5,5997773526
22012	Albero Bajo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	3,6474823275
22013	Alberuela de Tubo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	3,1312434887
22014	Alcalá de Gurrea	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	13,0990263712
22015	Alcalá del Obispo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	8,9593038188
22016	Alcampell	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	14,0031267186
22017	Alcolea de Cinca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	23,3683965579
22018	Alcubierre	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	7,4880140899
22019	Alerre	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	11,771308003
22020	Alfántega	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	4,8161985823
22021	Almudévar	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	170,9636046185
22022	Almunia de San Juan	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	27,9334957742
22023	Almuniente	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	26,5701212148
22024	Alquézar	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	5,1752378464
22025	Altorricón	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	93,5223125981
22027	Angüés	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	11,0070813984
22028	Ansó	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	11,8611529064
22029	Antillón	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	3,0965535036
22032	Aragüés del Puerto	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6,0628126848
22035	Arén	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6,1538787019
22036	Argavieso	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6,8484763265
22037	Arguis	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	8,341809088
22039	Ayerbe	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	46,1521041848
22040	Azanuy-Alins	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	7,7212965962
22041	Azara	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	4,7245153554
22042	Azlor	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	1,3208733659
22043	Baells	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	3,6788930924
22044	Bailo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	17,3895620331
22045	Baldellou	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	1,0477748058
22046	Ballobar	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	19,6344654993
22047	Banastás	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	22,0486820091
22048	Barbastro	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	961,1645672913
22049	Barbués	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	2,7451999084
22050	Barbuñales	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	4,6812613274
22051	Bárcabo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	2,8034202886
22052	Belver de Cinca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	31,2985895427
22053	Benabarre	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	33,2912628809
22054	Benasque	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	46,9871030703
22055	Berbegal	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	7,8839212707
22057	Bielsa	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	29,8603265754
22058	Bierge	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	9,1028374147
22059	Biescas	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	141,09977539
22060	Binaced	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	40,2414652157
22061	Binéfar	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	522,4233317146
22063	Biscarrués	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	3,9269872987
22064	Blecua y Torres	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	9,1695411364
22066	Boltaña	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	69,9132547182
22067	Bonansa	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	8,4128604323
22068	Borau	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	1,4201170478
22069	Broto	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	15,5191382897
22072	Caldearenas	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	22,4687507198
22074	Campo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	20,7012120229
22075	Camporrells	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	3,3339769198
22076	Canal de Berdún	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	7,7552489201
22077	Candasnos	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	23,4409030484
22078	Canfranc	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	36,1269021065
22080	Capella	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	21,8408856325
22081	Casbas de Huesca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	11,0724166072
22082	Castejón del Puente	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	12,1932435178
22083	Castejón de Monegros	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	11,4867399673
22084	Castejón de Sos	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	28,4506352485
22085	Castelflorite	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	5,4955287037
22086	Castiello de Jaca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	14,1644962083
22087	Castigaleu	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	1,9460863819
22088	Castillazuelo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	8,7180471508
22089	Castillonroy	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	15,6459838
22090	Colungo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	4,1073842532
22094	Chalamera	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	2,4611429753
22095	Chía	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	5,0609651735
22096	Chimillas	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	33,548646326
22099	Esplús	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	18,1423193681
22102	Estada	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	12,6692790127
22103	Estadilla	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	52,8498723265
22105	Estopiñán del Castillo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	13,9226022416
22107	Fanlo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6,2819927771
22109	Fiscal	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	13,6941032932
22110	Fonz	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	46,5237649742
22111	Foradada del Toscar	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	2,6077389837
22112	Fraga	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	805,6515929832
22113	Fueva (La)	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	18,9512399912
22114	Gistaín	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	3,4488224897
22115	Grado (El)	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	22,6780295235
22116	Grañén	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	35,4277538561
22117	Graus	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	92,6343158807
22119	Gurrea de Gállego	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	70,8462592331
22122	Hoz de Jaca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	10,3467726487
22124	Huerto	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	4,5854515138
22125	Huesca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	3390,791478389
22126	Ibieca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	2,2580953484
22127	Igriés	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	35,2530307569
22128	Ilche	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	9,7716376287
22129	Isábena	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	12,8851122198
22130	Jaca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	870,109943972
22131	Jasa	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6,658831546
22133	Labuerda	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	5,7223425024
22135	Laluenga	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	9,2240730559
22136	Lalueza	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	7,7478357318
22137	Lanaja	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	13,6205451907
22139	Laperdiguera	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	5,2753617067
22141	Lascellas-Ponzano	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	9,5940668696
22142	Lascuarre	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	1,2265517692
22144	Laspuña	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	11,8253392091
22149	Loarre	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	9,6479628245
22150	Loporzano	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	38,4781199268
22151	Loscorrales	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	5,7819681475
22155	Monesma y Cajigar	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	0,8337211521
22156	Monflorite-Lascasas	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	22,1686266393
22157	Montanuy	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	7,7044131062
22158	Monzón	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	974,3084494956
22160	Naval	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	21,3203817203
22162	Novales	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	9,448115599
22163	Nueno	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	63,2376053259
22164	Olvena	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	1,152479024
22165	Ontiñena	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	13,9731425351
22167	Osso de Cinca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	28,3902120645
22170	Panticosa	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	75,6072041472
22172	Peñalba	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	44,2078957922
22173	Peñas de Riglos (Las)	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	9,9363671152
