Mes y año	Mes (código)	Mes nombre	Año	AÑO-CNO	 CASE  WHEN Ocupación (1 dígito) código = '0' THEN '99' ELSE Ocupación (1 dígito) código END	Ocupación (1 dígito) descripción	Sexo	Número de contratos	CCAA nombre
Febrero 2017	201702	Febrero	2017	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2562	Aragón
Febrero 2017	201702	Febrero	2017	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	314	Aragón
Febrero 2017	201702	Febrero	2017	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2381	Aragón
Febrero 2017	201702	Febrero	2017	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	589	Aragón
Febrero 2017	201702	Febrero	2017	CNO - 2011	9	Ocupaciones elementales	Hombres	9031	Aragón
Febrero 2017	201702	Febrero	2017	CNO - 2011	9	Ocupaciones elementales	Mujeres	6212	Aragón
Febrero 2017	201702	Febrero	2017	CNO - 2011	99	Ocupaciones militares	Hombres	4	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	1	Directores y gerentes	Hombres	68	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	1	Directores y gerentes	Mujeres	23	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1350	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1408	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1578	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1169	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	841	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1771	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3102	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6455	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	359	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	25	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2730	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	435	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2882	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	826	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	9	Ocupaciones elementales	Hombres	10039	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	9	Ocupaciones elementales	Mujeres	6996	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	99	Ocupaciones militares	Hombres	5	Aragón
Enero 2017	201701	Enero	2017	CNO - 2011	99	Ocupaciones militares	Mujeres	3	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	1	Directores y gerentes	Hombres	49	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	1	Directores y gerentes	Mujeres	30	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1145	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1209	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1375	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1164	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	855	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1666	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4151	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	8008	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	447	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	52	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2446	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	365	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2004	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	508	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	8529	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	6725	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	99	Ocupaciones militares	Hombres	6	Aragón
Diciembre 2016	201612	Diciembre	2016	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	1	Directores y gerentes	Hombres	53	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	1	Directores y gerentes	Mujeres	20	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1563	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1472	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1712	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1706	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1140	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	2423	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4000	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	7706	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	444	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	46	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3118	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	475	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2292	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	815	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	10089	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	7315	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	99	Ocupaciones militares	Hombres	7	Aragón
Noviembre 2016	201611	Noviembre	2016	CNO - 2011	99	Ocupaciones militares	Mujeres	2	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	1	Directores y gerentes	Hombres	50	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	1	Directores y gerentes	Mujeres	22	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	2116	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2129	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	2309	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1936	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	736	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1731	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	5671	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	9164	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	275	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	36	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3009	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	452	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2280	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	819	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	11109	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	7639	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	99	Ocupaciones militares	Hombres	4	Aragón
Octubre 2016	201610	Octubre	2016	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	1	Directores y gerentes	Hombres	57	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	1	Directores y gerentes	Mujeres	20	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	2331	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2454	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	2024	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1479	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	851	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1813	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	5578	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	8947	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	277	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	49	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3452	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	500	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2787	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	882	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	13606	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	8265	Aragón
Septiembre 2016	201609	Septiembre	2016	CNO - 2011	99	Ocupaciones militares	Hombres	5	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	1	Directores y gerentes	Hombres	36	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	1	Directores y gerentes	Mujeres	10	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1741	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1115	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1288	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	801	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	680	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1511	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4341	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6304	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	234	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	35	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2608	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	385	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2216	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	705	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	14203	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	8680	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	99	Ocupaciones militares	Hombres	11	Aragón
Agosto 2016	201608	Agosto	2016	CNO - 2011	99	Ocupaciones militares	Mujeres	3	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	1	Directores y gerentes	Hombres	67	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	1	Directores y gerentes	Mujeres	22	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1646	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1310	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	2183	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1531	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	900	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	2008	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	5370	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	8103	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	353	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	168	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3302	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	491	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2509	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	725	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	14712	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	9194	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	99	Ocupaciones militares	Hombres	7	Aragón
Julio 2016	201607	Julio	2016	CNO - 2011	99	Ocupaciones militares	Mujeres	4	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	1	Directores y gerentes	Hombres	50	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	1	Directores y gerentes	Mujeres	18	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1414	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1344	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1954	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1611	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	989	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	2194	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	5974	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	8736	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	403	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	63	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3634	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	607	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2921	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	809	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	17516	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	9969	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	99	Ocupaciones militares	Hombres	4	Aragón
Junio 2016	201606	Junio	2016	CNO - 2011	99	Ocupaciones militares	Mujeres	5	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	1	Directores y gerentes	Hombres	34	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	1	Directores y gerentes	Mujeres	20	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1573	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1159	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1650	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1457	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	816	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	2008	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	5730	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	8410	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	440	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	74	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3202	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	542	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2535	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	696	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	16835	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	9658	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	99	Ocupaciones militares	Hombres	3	Aragón
Mayo 2016	201605	Mayo	2016	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	1	Directores y gerentes	Hombres	54	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	1	Directores y gerentes	Mujeres	18	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1080	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1129	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1349	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1035	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	856	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1866	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4044	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6792	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	384	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	44	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3034	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	366	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2296	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	547	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	9749	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	6181	Aragón
Abril 2016	201604	Abril	2016	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	1	Directores y gerentes	Hombres	59	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	1	Directores y gerentes	Mujeres	23	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1082	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1085	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1550	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1185	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	752	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1742	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4054	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	7584	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	213	Aragón
