Mes y año	Mes (código)	Mes nombre	Año	AÑO-CNO	 CASE  WHEN Ocupación (1 dígito) código = '0' THEN '99' ELSE Ocupación (1 dígito) código END	Ocupación (1 dígito) descripción	Sexo	Número de contratos	CCAA nombre
Diciembre 2008	200812	Diciembre	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	23	Aragón
Diciembre 2008	200812	Diciembre	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	2058	Aragón
Diciembre 2008	200812	Diciembre	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	203	Aragón
Diciembre 2008	200812	Diciembre	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1276	Aragón
Diciembre 2008	200812	Diciembre	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	279	Aragón
Diciembre 2008	200812	Diciembre	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	3763	Aragón
Diciembre 2008	200812	Diciembre	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	3641	Aragón
Diciembre 2008	200812	Diciembre	2008	CNO - 1994	99	Fuerzas armadas	Hombres	19	Aragón
Diciembre 2008	200812	Diciembre	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	50	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	55	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	28	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	1045	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1221	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1100	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	1300	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	4	Empleados de tipo administrativo	Hombres	476	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	1891	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	1621	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	5360	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	292	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	42	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	2908	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	224	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1548	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	261	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	5008	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	4252	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	99	Fuerzas armadas	Hombres	23	Aragón
Noviembre 2008	200811	Noviembre	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	75	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	70	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	41	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	1464	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1921	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1669	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	2101	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	4	Empleados de tipo administrativo	Hombres	838	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	2606	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	2537	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	6947	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	385	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	81	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	3434	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	228	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2107	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	473	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	7768	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	5467	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	99	Fuerzas armadas	Hombres	43	Aragón
Octubre 2008	200810	Octubre	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	140	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	78	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	24	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	1686	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1980	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1262	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	1704	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	4	Empleados de tipo administrativo	Hombres	745	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	2357	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	2688	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	7462	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	373	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	123	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	3739	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	255	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2691	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	641	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	9276	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	6684	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	99	Fuerzas armadas	Hombres	68	Aragón
Septiembre 2008	200809	Septiembre	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	149	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	53	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	23	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	655	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	506	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	879	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	892	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	4	Empleados de tipo administrativo	Hombres	501	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	1472	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	2031	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	4586	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	324	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	139	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	2725	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	197	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1991	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	628	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	7712	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	5711	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	99	Fuerzas armadas	Hombres	79	Aragón
Agosto 2008	200808	Agosto	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	120	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	75	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	34	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	918	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1020	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1822	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	2137	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	4	Empleados de tipo administrativo	Hombres	1062	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	2844	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	3710	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	8116	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	391	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	130	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	4379	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	288	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	3099	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	714	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	10033	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	7418	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	99	Fuerzas armadas	Hombres	97	Aragón
Julio 2008	200807	Julio	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	171	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	76	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	34	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	904	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	891	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1566	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	1940	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	4	Empleados de tipo administrativo	Hombres	881	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	2767	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	3537	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	8243	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	328	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	192	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	4295	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	384	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2750	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	557	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	10812	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	7597	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	99	Fuerzas armadas	Hombres	92	Aragón
Junio 2008	200806	Junio	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	127	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	82	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	32	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	885	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	856	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1270	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	1318	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	4	Empleados de tipo administrativo	Hombres	751	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	2492	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	3167	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	7756	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	337	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	79	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	4545	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	345	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2753	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	671	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	11448	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	7319	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	99	Fuerzas armadas	Hombres	46	Aragón
Mayo 2008	200805	Mayo	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	59	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	69	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	66	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	1014	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1072	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1498	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	1367	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	4	Empleados de tipo administrativo	Hombres	701	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	2536	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	2224	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	6189	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	486	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	51	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	4816	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	316	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2717	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	593	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	9022	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	5640	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	99	Fuerzas armadas	Hombres	17	Aragón
Abril 2008	200804	Abril	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	10	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	93	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	29	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	842	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	781	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1149	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	1323	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	4	Empleados de tipo administrativo	Hombres	689	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	2364	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	1783	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	5311	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	220	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	18	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	4341	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	221	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2577	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	575	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	7251	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	4915	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	99	Fuerzas armadas	Hombres	2	Aragón
Marzo 2008	200803	Marzo	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	1	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	114	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	38	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	1139	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1090	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1387	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	1321	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	4	Empleados de tipo administrativo	Hombres	667	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	2333	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	1787	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	5527	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	284	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	40	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	5878	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	278	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2877	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	620	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	9	Trabajadores no cualificados	Hombres	7959	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	9	Trabajadores no cualificados	Mujeres	5274	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	99	Fuerzas armadas	Hombres	6	Aragón
Febrero 2008	200802	Febrero	2008	CNO - 1994	99	Fuerzas armadas	Mujeres	4	Aragón
Enero 2008	200801	Enero	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	124	Aragón
Enero 2008	200801	Enero	2008	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	43	Aragón
Enero 2008	200801	Enero	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	1018	Aragón
Enero 2008	200801	Enero	2008	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1077	Aragón
Enero 2008	200801	Enero	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1496	Aragón
Enero 2008	200801	Enero	2008	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	1494	Aragón
