Año	Código del municipio	Nombre del municipio	Total máquinas	Tractores	Motocultores	Cosechadoras	Otras máquinas	Explotaciones que usan maquinaria propia	Explotaciones con máquina en propiedad: tractor	Explotaciones con máquina en propiedad: motocultor	Explotaciones con máquina en propiedad: cosechadora	Explotaciones con máquina en propiedad: otra máquina	Explotaciones que usan maquinaria no en propiedad exclusiva	Explotaciones que usan maquinaria no en propiedad exclusiva: tractor	Explotaciones que usan maquinaria no en propiedad exclusiva: motocultor	Explotaciones que usan maquinaria no en propiedad exclusiva: cosechadora	Explotaciones que usan maquinaria no en propiedad exclusiva otra máquina
1999	44010	Albentosa	34	29	1	3	1	27	26	1	4		27	12	5	17	
1999	44011	Alcaine	10	7	1	2	0	6	5	1	1		4	2	2	1	
1999	44012	Alcalá de la Selva	21	10	3	0	8	11	10	3	5		17	14	0	15	
1999	44013	Alcañiz	999	537	418	28	16	650	420	403	42		484	317	17	255	
1999	44014	Alcorisa	394	191	196	7	0	277	181	191	7		331	286	25	74	
1999	44016	Alfambra	126	90	3	12	21	78	78	3	28		121	68	2	105	
1999	44017	Aliaga	62	34	6	9	13	32	29	6	16		51	36	13	36	
1999	44018	Almohaja	6	6	0	0	0	4	4	0	0		3	1	1	2	
1999	44019	Alobras	13	10	0	2	1	7	7	0	3		12	7	0	11	
1999	44020	Alpeñés	11	9	0	2	0	7	7	0	2		11	6	3	8	
1999	44021	Allepuz	24	14	3	6	1	13	11	3	6		37	32	7	29	
1999	44022	Alloza	200	112	77	7	4	126	103	77	9		187	165	8	36	
1999	44023	Allueva	6	1	5	0	0	1	1	1	0		2	1	1	1	
1999	44024	Anadón	22	4	16	2	0	4	4	4	2		3	1	2	2	
1999	44025	Andorra	391	221	138	28	4	257	197	138	32		339	266	0	104	
1999	44026	Arcos de las Salinas	9	8	0	1	0	8	8	0	1		6	4	3	0	
1999	44027	Arens de Lledó	100	63	37	0	0	65	57	36	0		23	21	2	0	
1999	44028	Argente	72	61	1	10	0	52	52	1	10		68	24	0	68	
1999	44029	Ariño	51	25	23	2	1	39	22	22	3		55	51	1	4	
1999	44031	Azaila	34	25	3	6	0	23	23	3	6		43	29	1	31	
1999	44032	Bádenas	5	4	0	1	0	3	3	0	1		5	5	2	2	
1999	44033	Báguena	75	68	6	1	0	67	61	6	1		142	115	4	32	
1999	44034	Bañón	50	35	3	12	0	27	26	3	12		30	15	4	26	
1999	44035	Barrachina	26	21	2	3	0	19	19	2	3		18	5	1	16	
1999	44036	Bea	7	5	0	2	0	4	4	0	2		7	6	3	4	
1999	44037	Beceite	85	50	35	0	0	67	46	34	0		46	31	5	15	
1999	44038	Belmonte de San José	60	36	23	0	1	33	28	23	1		39	34	8	6	
1999	44039	Bello	80	65	0	13	2	55	54	0	14		98	60	1	96	
1999	44040	Berge	68	37	29	2	0	49	35	29	2		64	43	2	25	
1999	44041	Bezas	2	0	2	0	0	2	0	2	0		3	3	0	3	
1999	44042	Blancas	54	42	0	11	1	39	39	0	12		33	5	0	33	
1999	44043	Blesa	36	23	9	4	0	28	21	9	4		29	18	7	18	
1999	44044	Bordón	12	11	0	1	0	8	8	0	1		6	5	0	2	
1999	44045	Bronchales	15	13	1	1	0	13	13	1	1		17	6	1	16	
1999	44046	Bueña	34	28	1	3	2	21	21	1	5		30	13	0	29	
1999	44047	Burbáguena	138	38	98	2	0	37	31	29	2		116	93	78	61	
1999	44048	Cabra de Mora	21	10	1	1	9	11	8	1	8		4	3	0	3	
1999	44049	Calaceite	307	223	80	1	3	203	187	77	4		102	95	6	6	
1999	44050	Calamocha	448	305	95	45	3	276	270	32	46		320	109	32	280	
1999	44051	Calanda	607	312	278	2	15	341	259	228	15		181	133	44	52	
1999	44052	Calomarde	6	6	0	0	0	5	5	0	0		7	2	0	7	
1999	44053	Camañas	50	39	0	11	0	33	33	0	11		32	9	0	31	
1999	44054	Camarena de la Sierra	8	4	4	0	0	6	3	4	0		7	6	1	2	
1999	44055	Camarillas	25	24	0	1	0	19	19	0	1		26	7	3	24	
1999	44056	Caminreal	110	100	1	8	1	94	94	1	9		144	67	0	135	
1999	44059	Cantavieja	45	37	7	1	0	36	34	6	1		64	44	2	54	
1999	44060	Cañada de Benatanduz	18	12	5	1	0	12	11	5	1		15	10	0	15	
1999	44061	Cañada de Verich (La)	13	12	1	0	0	11	10	1	0		9	5	0	4	
1999	44062	Cañada Vellida	29	25	0	4	0	21	21	0	4		26	12	1	19	
1999	44063	Cañizar del Olivar	17	4	13	0	0	13	4	13	0		3	1	1	2	
1999	44064	Cascante del Río	15	13	1	1	0	12	12	1	1		18	11	2	14	
1999	44065	Castejón de Tornos	96	23	64	9	0	20	20	15	9		29	18	17	24	
1999	44066	Castel de Cabra	22	17	5	0	0	14	12	5	0		18	10	1	15	
1999	44067	Castelnou	43	27	14	2	0	20	17	11	2		17	7	1	15	
1999	44068	Castelserás	120	65	51	0	4	75	54	51	4		48	35	2	20	
1999	44070	Castellar (El)	10	7	0	0	3	6	6	0	3		14	7	0	14	
1999	44071	Castellote	178	130	40	5	3	131	109	40	7		84	63	7	25	
1999	44074	Cedrillas	54	46	2	6	0	44	44	2	4		75	34	6	68	
1999	44075	Celadas	140	104	2	28	6	87	87	2	34		75	27	1	74	
1999	44076	Cella	288	264	1	18	5	229	227	1	22		352	139	1	338	
1999	44077	Cerollera (La)	14	11	3	0	0	11	10	3	0		13	9	2	7	
1999	44080	Codoñera (La)	96	56	40	0	0	48	41	39	0		34	17	0	18	
1999	44082	Corbalán	20	15	0	4	1	12	12	0	5		21	16	0	20	
1999	44084	Cortes de Aragón	20	15	4	1	0	13	12	4	1		11	6	1	7	
1999	44085	Cosa	31	23	1	7	0	18	17	1	7		20	10	1	19	
1999	44086	Cretas	165	138	24	1	2	115	110	23	3		44	36	2	10	
1999	44087	Crivillén	24	17	4	2	1	15	14	4	2		17	15	1	4	
1999	44088	Cuba (La)	4	4	0	0	0	4	4	0	0		14	11	1	10	
1999	44089	Cubla	17	15	0	2	0	12	12	0	2		11	3	1	9	
1999	44090	Cucalón	16	12	3	1	0	11	9	3	1		14	8	1	11	
1999	44092	Cuervo (El)	19	12	6	1	0	14	12	6	1		9	4	0	6	
1999	44093	Cuevas de Almudén	22	18	1	3	0	15	15	1	3		25	13	2	23	
1999	44094	Cuevas Labradas	40	25	8	7	0	25	23	7	5		24	8	1	21	
1999	44096	Ejulve	27	19	5	3	0	18	16	5	3		28	15	4	25	
1999	44097	Escorihuela	51	40	3	4	4	36	36	3	8		57	30	2	55	
1999	44099	Escucha	29	22	2	5	0	20	19	2	3		21	4	3	19	
1999	44100	Estercuel	43	24	19	0	0	29	24	10	0		14	12	1	2	
1999	44101	Ferreruela de Huerva	32	24	5	3	0	21	18	5	3		33	21	1	32	
1999	44102	Fonfría	52	12	40	0	0	9	9	9	0		11	2	4	9	
1999	44103	Formiche Alto	22	19	1	2	0	18	17	1	2		17	4	3	15	
1999	44105	Fórnoles	52	33	19	0	0	37	29	19	0		35	34	2	1	
1999	44106	Fortanete	16	12	4	0	0	14	12	4	0		44	31	2	40	
1999	44107	Foz-Calanda	75	46	28	0	1	55	44	27	1		47	33	3	14	
1999	44108	Fresneda (La)	111	73	37	1	0	74	66	36	1		107	87	3	36	
1999	44109	Frías de Albarracín	12	11	0	1	0	9	9	0	1		11	3	0	11	
1999	44110	Fuenferrada	19	17	0	2	0	15	15	0	2		16	4	2	14	
1999	44111	Fuentes Calientes	34	31	1	1	1	25	25	1	1		31	7	0	31	
1999	44112	Fuentes Claras	114	94	12	8	0	90	81	12	8		114	46	0	107	
1999	44113	Fuentes de Rubielos	6	3	2	1	0	3	2	2	1		6	5	3	3	
1999	44114	Fuentespalda	73	64	9	0	0	51	49	8	0		65	26	2	46	
1999	44115	Galve	38	25	9	4	0	28	22	9	4		37	33	7	29	
1999	44116	Gargallo	15	12	3	0	0	12	9	3	0		15	6	1	14	
1999	44117	Gea de Albarracín	37	28	4	5	0	25	22	4	5		26	11	2	20	
1999	44118	Ginebrosa (La)	94	65	27	2	0	64	57	26	2		63	28	2	42	
1999	44119	Griegos	13	12	0	1	0	11	11	0	1		13	5	1	10	
1999	44120	Guadalaviar	11	11	0	0	0	10	10	0	0		32	23	1	13	
1999	44121	Gúdar	16	8	0	2	6	6	6	0	4		4	3	1	3	
1999	44122	Híjar	212	129	69	14	0	149	99	69	14		140	83	11	73	
1999	44123	Hinojosa de Jarque	35	28	3	4	0	24	21	3	4		43	26	1	41	
1999	44124	Hoz de la Vieja (La)	32	24	5	3	0	23	21	5	3		17	3	2	16	
1999	44125	Huesa del Común	29	18	9	2	0	18	16	5	2		22	8	6	15	
1999	44126	Iglesuela del Cid (La)	21	11	5	5	0	10	9	5	5		17	14	1	13	
1999	44127	Jabaloyas	11	10	1	0	0	10	10	1	0		13	6	0	10	
1999	44128	Jarque de la Val	39	22	12	0	5	24	21	12	5		31	12	2	29	
1999	44129	Jatiel	16	9	6	1	0	7	6	6	1		9	5	0	8	
1999	44130	Jorcas	9	8	0	1	0	8	8	0	1		12	5	1	11	
1999	44131	Josa	2	2	0	0	0	2	2	0	0		3	1	2	2	
1999	44132	Lagueruela	24	16	3	3	2	15	13	3	5		20	12	1	17	
1999	44133	Lanzuela	7	7	0	0	0	6	6	0	0		14	10	2	12	
1999	44135	Libros	49	32	13	2	2	34	28	11	4		11	10	3	0	
1999	44136	Lidón	17	14	0	2	1	9	9	0	3		28	21	0	27	
1999	44137	Linares de Mora	32	15	13	1	3	18	14	11	4		20	14	0	15	
1999	44138	Loscos	69	49	11	8	1	43	40	11	9		28	5	1	25	
1999	44141	Lledó	50	43	7	0	0	43	40	7	0		2	1	0	1	
1999	44142	Maicas	5	3	1	1	0	4	3	1	1		3	2	1	2	
1999	44143	Manzanera	42	38	4	0	0	35	35	4	0		34	21	0	16	
1999	44144	Martín del Río	46	31	4	8	3	30	29	4	10		31	9	3	26	
1999	44145	Mas de las Matas	92	76	13	3	0	78	68	13	3		68	41	2	32	
1999	44146	Mata de los Olmos (La)	45	25	18	1	1	30	23	18	2		19	5	1	16	
1999	44147	Mazaleón	230	152	78	0	0	133	126	64	0		63	56	16	0	
1999	44148	Mezquita de Jarque	23	22	1	0	0	19	18	1	0		27	10	1	26	
1999	44149	Mirambel	20	19	0	1	0	19	19	0	1		30	15	6	19	
1999	44150	Miravete de la Sierra	7	5	0	2	0	3	3	0	2		14	14	4	10	
1999	44151	Molinos	66	41	19	5	1	43	37	19	5		69	58	1	13	
1999	44152	Monforte de Moyuela	42	29	11	2	0	27	24	11	2		27	9	4	22	
1999	44153	Monreal del Campo	178	156	14	7	1	149	144	14	8		211	81	1	205	
1999	44154	Monroyo	107	77	25	5	0	66	64	25	5		84	38	1	67	
1999	44155	Montalbán	18	13	2	2	1	12	11	2	1		11	4	4	7	
1999	44156	Monteagudo del Castillo	17	15	0	2	0	14	14	0	2		19	9	1	16	
1999	44157	Monterde de Albarracín	9	8	0	1	0	8	8	0	1		11	5	0	11	
1999	44158	Mora de Rubielos	64	45	10	2	7	49	42	10	6		59	35	10	36	
1999	44159	Moscardón	7	6	1	0	0	5	5	1	0		7	2	0	7	
1999	44160	Mosqueruela	41	29	12	0	0	34	27	11	0		70	55	2	55	
1999	44161	Muniesa	147	124	11	11	1	110	108	10	11		130	62	3	92	
1999	44163	Noguera de Albarracín	4	3	1	0	0	4	3	1	0		13	9	1	7	
1999	44164	Nogueras	7	6	1	0	0	5	4	1	0		9	6	2	5	
1999	44165	Nogueruelas	9	6	1	0	2	8	6	1	2		12	9	1	6	
1999	44167	Obón	18	9	8	1	0	13	8	8	1		10	9	2	1	
1999	44168	Odón	70	51	0	19	0	41	40	0	19		57	36	1	55	
1999	44169	Ojos Negros	100	72	0	22	6	53	53	0	28		32	9	0	32	
1999	44171	Olba	6	4	2	0	0	6	4	2	0		2	2	1	0	
1999	44172	Oliete	97	55	36	5	1	72	52	36	6		106	95	6	13	
1999	44173	Olmos (Los)	57	32	18	6	1	36	30	18	5		44	29	3	22	
1999	44174	Orihuela del Tremedal	15	14	0	1	0	12	12	0	1		15	4	1	14	
1999	44175	Orrios	54	33	8	6	7	29	27	8	11		45	23	1	43	
1999	44176	Palomar de Arroyos	26	15	11	0	0	15	13	10	0		13	4	1	11	
1999	44177	Pancrudo	52	42	2	8	0	32	31	2	5		46	20	2	42	
1999	44178	Parras de Castellote (Las)	19	18	1	0	0	14	14	1	0		26	18	0	9	
1999	44179	Peñarroya de Tastavins	92	77	14	1	0	77	74	13	1		113	63	0	85	
1999	44180	Peracense	16	15	1	0	0	13	13	1	0		15	2	1	14	
1999	44181	Peralejos	16	13	0	3	0	11	11	0	2		15	8	1	13	
1999	44182	Perales del Alfambra	73	56	3	3	11	42	42	3	14		60	25	5	56	
1999	44183	Pitarque	11	7	4	0	0	9	6	4	0		7	2	2	5	
1999	44184	Plou	9	8	1	0	0	6	6	1	0		8	3	0	5	
1999	44185	Pobo (El)	38	31	0	4	3	28	28	0	6		40	20	2	37	
1999	44187	Portellada (La)	109	76	33	0	0	73	62	33	0		72	54	1	27	
1999	44189	Pozondón	18	17	1	0	0	15	15	1	0		18	3	0	16	
1999	44190	Pozuel del Campo	26	20	0	6	0	15	15	0	6		17	11	1	14	
1999	44191	Puebla de Híjar (La)	142	75	61	6	0	100	65	58	6		123	91	14	64	
1999	44192	Puebla de Valverde (La)	81	64	4	11	2	48	44	4	12		67	39	3	44	
1999	44193	Puertomingalvo	12	7	3	1	1	10	7	3	2		29	23	2	24	
1999	44194	Ráfales	70	45	23	1	1	44	38	21	2		30	26	1	5	
1999	44195	Rillo	21	19	0	2	0	13	13	0	2		25	14	2	23	
1999	44196	Riodeva	22	20	1	1	0	19	19	1	1		7	7	0	0	
1999	44197	Ródenas	21	17	2	0	2	13	12	2	2		15	2	2	13	
1999	44198	Royuela	18	16	1	1	0	14	14	1	1		20	8	1	20	
1999	44199	Rubiales	9	5	2	2	0	3	3	1	2		1	0	0	1	
1999	44200	Rubielos de la Cérida	16	11	1	4	0	7	7	1	3		9	6	0	9	
1999	44201	Rubielos de Mora	45	24	6	6	9	26	21	6	11		18	14	8	7	
1999	44203	Salcedillo	0	0	0	0	0	0	0	0	0		1	1	0	1	
1999	44204	Saldón	4	4	0	0	0	2	2	0	0		5	2	0	5	
1999	44205	Samper de Calanda	162	91	54	16	1	112	72	54	16		116	73	3	64	
1999	44206	San Agustín	44	34	8	2	0	33	31	8	2		31	12	2	22	
1999	44207	San Martín del Río	39	31	6	2	0	34	28	6	2		123	119	5	17	
1999	44208	Santa Cruz de Nogueras	9	7	0	2	0	6	6	0	2		4	1	0	3	
1999	44209	Santa Eulalia	105	93	1	11	0	83	82	1	11		127	58	3	124	
1999	44210	Sarrión	77	73	3	1	0	70	67	3	1		129	89	4	71	
1999	44211	Segura de los Baños	18	12	2	4	0	13	12	2	4		15	6	2	12	
1999	44212	Seno	15	11	4	0	0	13	11	4	0		9	5	0	4	
1999	44213	Singra	42	37	0	5	0	29	28	0	4		25	3	0	24	
1999	44215	Terriente	24	23	0	1	0	19	19	0	1		30	13	0	27	
1999	44216	Teruel	454	283	103	67	1	258	230	94	67		232	102	19	184	
1999	44217	Toril y Masegoso	9	8	1	0	0	6	6	1	0		10	4	0	10	
1999	44218	Tormón	1	0	1	0	0	1	0	1	0		1	1	0	0	
1999	44219	Tornos	209	54	141	14	0	46	43	38	14		87	62	50	76	
1999	44220	Torralba de los Sisones	55	42	6	7	0	34	34	1	7		52	26	1	50	
1999	44221	Torrecilla de Alcañiz	98	64	32	1	1	66	57	32	2		34	18	0	17	
1999	44222	Torrecilla del Rebollar	60	43	1	13	3	35	34	1	16		24	7	4	20	
1999	44223	Torre de Arcas	20	14	6	0	0	16	13	6	0		22	11	2	16	
1999	44224	Torre de las Arcas	11	8	3	0	0	6	6	3	0		6	2	1	4	
1999	44225	Torre del Compte	51	35	15	0	1	33	27	13	1		21	14	0	7	
1999	44226	Torrelacárcel	50	47	0	3	0	39	39	0	3		62	27	0	62	
1999	44227	Torre los Negros	32	21	2	9	0	15	15	2	8		14	7	2	12	
1999	44228	Torremocha de Jiloca	30	26	0	4	0	22	22	0	4		30	11	0	28	
1999	44229	Torres de Albarracín	17	16	1	0	0	15	14	1	0		23	9	3	19	
1999	44230	Torrevelilla	52	38	11	0	3	31	29	11	3		34	28	1	8	
1999	44231	Torrijas	7	6	1	0	0	7	6	1	0		6	1	0	6	
1999	44232	Torrijo del Campo	91	71	12	4	4	74	68	12	7		93	37	1	89	
1999	44234	Tramacastiel	13	11	2	0	0	12	11	2	0		10	9	3	1	
1999	44235	Tramacastilla	9	8	0	1	0	7	7	0	1		15	9	1	11	
1999	44236	Tronchón	11	10	1	0	0	10	10	1	0		19	12	6	12	
1999	44237	Urrea de Gaén	106	41	62	3	0	74	36	60	3		78	52	22	28	
1999	44238	Utrillas	18	10	3	3	2	9	9	3	4		12	6	3	8	
1999	44239	Valacloche	4	1	3	0	0	4	1	3	0		7	5	2	7	
1999	44240	Valbona	21	15	3	0	3	18	15	3	1		13	6	1	9	
1999	44241	Valdealgorfa	161	116	26	2	17	96	93	26	18		86	85	1	1	
1999	44243	Valdecuenca	0	0	0	0	0	0	0	0	0		1	1	0	1	
1999	44244	Valdelinares	8	4	1	1	2	4	4	1	3		4	3	0	4	
1999	44245	Valdeltormo	60	44	16	0	0	37	35	16	0		9	9	0	2	
1999	44246	Valderrobres	275	216	54	3	2	212	190	54	5		245	166	6	113	
1999	44247	Valjunquera	118	91	27	0	0	77	73	26	0		18	15	2	5	
1999	44249	Vallecillo (El)	0	0	0	0	0	0	0	0	0		1	1	0	0	
1999	44250	Veguillas de la Sierra	7	7	0	0	0	7	7	0	0		6	0	0	6	
1999	44251	Villafranca del Campo	75	70	0	5	0	49	49	0	5		65	24	1	64	
1999	44252	Villahermosa del Campo	31	26	0	5	0	19	19	0	5		30	16	1	29	
1999	44256	Villanueva del Rebollar de la Sierra	12	10	0	2	0	10	10	0	2		13	5	1	12	
1999	44257	Villar del Cobo	8	8	0	0	0	8	8	0	0		27	18	1	18	
1999	44258	Villar del Salz	20	14	0	5	1	10	9	0	5		7	2	0	5	
1999	44260	Villarluengo	38	25	11	2	0	26	23	11	2		28	13	4	23	
1999	44261	Villarquemado	127	108	6	6	7	103	103	2	13		158	61	1	153	
1999	44262	Villarroya de los Pinares	18	13	3	2	0	15	13	3	2		27	17	4	23	
1999	44263	Villastar	49	37	5	6	1	33	31	5	6		36	13	2	33	
1999	44264	Villel	38	30	6	2	0	26	23	6	2		22	14	4	10	
1999	44265	Vinaceite	53	42	8	3	0	42	39	8	3		60	36	0	38	
1999	44266	Visiedo	51	41	1	9	0	30	29	1	9		47	27	0	43	
1999	44267	Vivel del Río Martín	31	23	0	8	0	17	17	0	8		8	1	0	8	
1999	44268	Zoma (La)	7	4	3	0	0	4	4	3	0		4	0	0	4	
1999	50001	Abanto	50	31	8	11	0	18	18	8	11		13	6	0	10	
1999	50002	Acered	74	68	3	3	0	51	50	1	3		46	45	0	2	
1999	50003	Agón	61	34	23	3	1	38	27	22	4		32	21	2	19	
1999	50004	Aguarón	125	109	15	1	0	102	96	15	1		184	177	0	11	
1999	50005	Aguilón	46	33	3	10	0	26	25	2	10		67	55	0	32	
1999	50006	Ainzón	194	119	68	4	3	125	93	66	6		173	160	10	24	
1999	50007	Aladrén	9	9	0	0	0	9	9	0	0		20	19	0	1	
1999	50008	Alagón	172	127	36	9	0	124	103	36	9		350	267	5	298	
1999	50009	Alarba	33	32	1	0	0	23	23	1	0		39	38	3	1	
1999	50010	Alberite de San Juan	32	21	10	1	0	19	19	10	1		15	8	0	9	
1999	50011	Albeta	5	4	1	0	0	4	4	1	0		2	2	0	1	
1999	50012	Alborge	7	4	3	0	0	3	2	3	0		7	5	1	5	
1999	50013	Alcalá de Ebro	66	32	31	3	0	41	23	29	2		66	49	8	61	
1999	50014	Alcalá de Moncayo	53	39	12	1	1	32	29	12	2		41	23	1	23	
1999	50015	Alconchel de Ariza	40	30	0	10	0	22	21	0	10		21	9	0	18	
1999	50016	Aldehuela de Liestos	10	9	0	1	0	7	7	0	1		18	11	0	17	
1999	50017	Alfajarín	162	119	28	13	2	98	83	27	14		157	98	15	110	
1999	50018	Alfamén	234	208	18	5	3	160	160	7	8		278	207	2	133	
1999	50019	Alforque	11	7	3	1	0	7	7	3	1		11	5	1	9	
1999	50020	Alhama de Aragón	40	35	3	2	0	34	32	3	2		26	23	0	3	
1999	50021	Almochuel	23	19	1	2	1	14	14	1	2		15	2	0	14	
1999	50022	Almolda (La)	121	94	1	21	5	77	76	1	24		130	79	1	122	
1999	50023	Almonacid de la Cuba	85	65	18	2	0	60	47	18	2		64	29	5	51	
1999	50024	Almonacid de la Sierra	155	146	8	0	1	116	113	6	1		239	236	2	13	
1999	50025	Almunia de Doña Godina (La)	416	365	51	0	0	331	300	49	0		260	246	8	19	
1999	50026	Alpartir	76	70	6	0	0	67	62	6	0		165	164	1	2	
1999	50027	Ambel	92	65	22	4	1	74	57	22	5		135	107	13	42	
1999	50028	Anento	29	19	8	2	0	24	17	8	2		28	19	0	15	
1999	50029	Aniñón	145	141	2	1	1	132	131	2	2		206	206	0	0	
1999	50030	Añón de Moncayo	23	13	10	0	0	21	12	10	0		27	21	1	14	
1999	50031	Aranda de Moncayo	50	44	6	0	0	48	42	6	0		30	25	5	5	
1999	50032	Arándiga	104	96	8	0	0	93	87	8	0		30	29	0	1	
1999	50033	Ardisa	18	13	1	4	0	11	10	1	4		12	7	1	8	
1999	50034	Ariza	77	62	1	14	0	44	43	1	14		43	23	1	31	
1999	50035	Artieda	17	10	7	0	0	10	9	6	0		15	6	2	12	
1999	50036	Asín	9	5	3	1	0	7	5	3	1		9	8	1	3	
1999	50037	Atea	71	67	1	3	0	51	50	1	3		75	66	0	11	
1999	50038	Ateca	149	103	45	1	0	121	91	44	1		106	94	3	13	
1999	50039	Azuara	144	99	24	21	0	101	87	24	20		108	63	3	66	
1999	50040	Badules	31	26	4	1	0	20	19	4	1		35	19	0	35	
1999	50041	Bagüés	3	2	0	1	0	1	1	0	1		3	2	1	1	
1999	50042	Balconchán	12	10	1	1	0	8	8	1	1		23	17	0	11	
1999	50043	Bárboles	57	48	9	0	0	36	34	7	0		66	43	0	48	
1999	50044	Bardallur	47	40	5	1	1	36	33	5	2		71	48	0	46	
1999	50045	Belchite	437	305	103	23	6	294	246	103	28		289	165	10	177	
1999	50046	Belmonte de Gracián	54	46	7	1	0	43	43	4	1		43	36	0	9	
1999	50047	Berdejo	3	3	0	0	0	2	2	0	0		3	3	0	1	
1999	50048	Berrueco	12	9	0	3	0	9	9	0	3		14	8	0	13	
1999	50050	Bijuesca	17	13	3	1	0	12	10	3	1		17	14	0	9	
1999	50051	Biota	242	202	11	26	3	150	148	11	26		184	67	23	177	
1999	50052	Bisimbre	38	25	12	1	0	23	19	12	1		28	14	4	24	
1999	50053	Boquiñeni	172	109	62	0	1	105	85	60	1		95	45	5	78	
1999	50054	Bordalba	34	29	0	5	0	18	18	0	5		15	3	0	13	
1999	50055	Borja	412	251	149	4	8	319	228	144	10		381	334	11	118	
1999	50056	Botorrita	61	21	33	7	0	26	20	24	7		21	9	3	14	
1999	50057	Brea de Aragón	33	15	18	0	0	24	10	17	0		54	54	0	0	
1999	50058	Bubierca	31	26	4	1	0	23	19	4	1		18	11	0	10	
1999	50059	Bujaraloz	118	88	9	20	1	80	78	9	19		145	88	2	141	
1999	50060	Bulbuente	70	46	21	1	2	43	35	20	3		96	88	12	4	
1999	50061	Bureta	62	49	13	0	0	44	41	13	0		54	34	5	23	
1999	50062	Burgo de Ebro (El)	90	49	40	0	1	65	40	40	1		63	25	11	48	
1999	50063	Buste (El)	12	10	2	0	0	11	10	2	0		16	15	1	4	
1999	50064	Cabañas de Ebro	98	55	40	3	0	67	48	40	2		65	19	3	64	
1999	50065	Cabolafuente	18	15	0	3	0	9	9	0	3		7	3	0	7	
1999	50066	Cadrete	34	11	22	1	0	24	10	21	1		7	3	4	2	
1999	50067	Calatayud	318	179	135	2	2	233	154	123	3		196	151	29	48	
1999	50068	Calatorao	253	228	19	5	1	209	202	17	6		244	183	8	74	
1999	50069	Calcena	6	5	1	0	0	5	4	1	0		1	1	0	0	
1999	50070	Calmarza	17	12	2	3	0	11	10	2	3		14	6	1	12	
1999	50071	Campillo de Aragón	48	39	1	8	0	31	31	1	8		31	11	0	30	
1999	50072	Carenas	24	12	12	0	0	19	11	12	0		17	16	1	0	
1999	50073	Cariñena	210	190	8	10	2	148	144	8	7		507	477	4	68	
1999	50074	Caspe	1115	602	475	24	14	688	479	446	37		437	236	37	264	
1999	50075	Castejón de Alarba	35	33	1	1	0	29	29	1	1		22	17	0	5	
1999	50076	Castejón de las Armas	27	17	10	0	0	20	16	8	0		16	15	1	0	
1999	50077	Castejón de Valdejasa	82	63	6	9	4	53	51	6	13		96	62	2	56	
1999	50078	Castiliscar	46	33	9	1	3	33	27	9	4		93	68	6	80	
1999	50079	Cervera de la Cañada	62	55	6	0	1	56	54	6	1		71	53	0	22	
1999	50080	Cerveruela	2	1	1	0	0	2	1	1	0		3	2	1	1	
1999	50081	Cetina	107	73	6	27	1	52	51	6	26		32	9	0	28	
1999	50082	Cimballa	35	27	5	3	0	22	19	5	2		19	11	0	9	
1999	50083	Cinco Olivas	12	10	2	0	0	12	10	2	0		10	3	1	9	
1999	50084	Clarés de Ribota	26	25	0	1	0	18	18	0	1		39	32	0	10	
1999	50085	Codo	25	12	12	1	0	19	12	11	1		13	8	2	10	
1999	50086	Codos	55	44	11	0	0	44	37	11	0		63	60	2	1	
1999	50087	Contamina	19	16	2	0	1	15	14	2	1		8	2	1	7	
1999	50088	Cosuenda	75	63	11	1	0	59	50	11	1		167	164	1	3	
1999	50089	Cuarte de Huerva	8	3	5	0	0	8	3	5	0		2	1	1	1	
1999	50090	Cubel	74	52	2	20	0	35	35	2	19		44	34	0	43	
1999	50091	Cuerlas (Las)	28	23	0	5	0	17	17	0	5		30	21	0	29	
1999	50092	Chiprana	41	35	5	1	0	32	28	5	1		36	17	0	25	
1999	50093	Chodes	29	20	9	0	0	28	20	9	0		30	30	0	1	
1999	50094	Daroca	103	77	18	8	0	71	63	18	8		153	110	2	67	
1999	50095	Ejea de los Caballeros	1512	1230	164	75	43	934	901	153	98		1245	479	25	1196	
1999	50096	Embid de Ariza	24	12	10	2	0	14	10	9	2		6	5	1	3	
1999	50098	Encinacorba	57	52	3	1	1	48	46	3	2		87	80	3	7	
1999	50099	Épila	411	362	28	17	4	307	289	27	19		420	268	10	217	
1999	50100	Erla	28	22	1	3	2	16	16	1	2		37	26	0	35	
1999	50101	Escatrón	169	103	60	4	2	127	98	59	6		67	43	2	28	
1999	50102	Fabara	219	168	43	1	7	166	149	43	8		56	55	3	1	
1999	50104	Farlete	90	76	0	12	2	71	71	0	14		87	31	0	85	
1999	50105	Fayón	88	58	27	2	1	64	54	27	3		23	22	2	2	
1999	50106	Fayos (Los)	25	3	21	1	0	22	3	21	1		38	22	16	1	
1999	50107	Figueruelas	88	62	23	1	2	64	55	23	3		59	26	1	45	
1999	50108	Fombuena	2	2	0	0	0	2	2	0	0		3	2	0	2	
1999	50109	Frago (El)	10	9	1	0	0	8	7	1	0		12	7	0	12	
1999	50110	Frasno (El)	135	111	24	0	0	104	86	21	0		86	83	6	0	
1999	50111	Fréscano	87	50	26	7	4	40	33	26	7		36	12	1	30	
1999	50113	Fuendejalón	234	204	21	9	0	166	166	16	7		194	139	1	77	
1999	50114	Fuendetodos	47	27	15	5	0	22	22	14	5		30	16	7	30	
1999	50115	Fuentes de Ebro	510	290	202	11	7	359	255	196	14		453	182	123	398	
