Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Número de contratos	Grupo de tipo de jornada
Enero 2012	201201	Enero	2012	22	Huesca	Mujeres	786	2 - Jornada Parcial
Enero 2012	201201	Enero	2012	22	Huesca	Hombres	150	3 - Fijos Discontinuos
Enero 2012	201201	Enero	2012	22	Huesca	Mujeres	54	3 - Fijos Discontinuos
Enero 2012	201201	Enero	2012	44	Teruel	Hombres	1277	1 - Jornada Completa
Enero 2012	201201	Enero	2012	44	Teruel	Mujeres	538	1 - Jornada Completa
Enero 2012	201201	Enero	2012	44	Teruel	Hombres	155	2 - Jornada Parcial
Enero 2012	201201	Enero	2012	44	Teruel	Mujeres	371	2 - Jornada Parcial
Enero 2012	201201	Enero	2012	44	Teruel	Hombres	3	3 - Fijos Discontinuos
Enero 2012	201201	Enero	2012	44	Teruel	Mujeres	2	3 - Fijos Discontinuos
Enero 2012	201201	Enero	2012	50	Zaragoza	Hombres	7964	1 - Jornada Completa
Enero 2012	201201	Enero	2012	50	Zaragoza	Mujeres	4982	1 - Jornada Completa
Enero 2012	201201	Enero	2012	50	Zaragoza	Hombres	2609	2 - Jornada Parcial
Enero 2012	201201	Enero	2012	50	Zaragoza	Mujeres	4419	2 - Jornada Parcial
Enero 2012	201201	Enero	2012	50	Zaragoza	Hombres	20	3 - Fijos Discontinuos
Enero 2012	201201	Enero	2012	50	Zaragoza	Mujeres	29	3 - Fijos Discontinuos
Diciembre 2011	201112	Diciembre	2011	22	Huesca	Hombres	1442	1 - Jornada Completa
Diciembre 2011	201112	Diciembre	2011	22	Huesca	Mujeres	1082	1 - Jornada Completa
Diciembre 2011	201112	Diciembre	2011	22	Huesca	Hombres	424	2 - Jornada Parcial
Diciembre 2011	201112	Diciembre	2011	22	Huesca	Mujeres	875	2 - Jornada Parcial
Diciembre 2011	201112	Diciembre	2011	22	Huesca	Hombres	55	3 - Fijos Discontinuos
Diciembre 2011	201112	Diciembre	2011	22	Huesca	Mujeres	31	3 - Fijos Discontinuos
Diciembre 2011	201112	Diciembre	2011	44	Teruel	Hombres	1088	1 - Jornada Completa
Diciembre 2011	201112	Diciembre	2011	44	Teruel	Mujeres	654	1 - Jornada Completa
Diciembre 2011	201112	Diciembre	2011	44	Teruel	Hombres	163	2 - Jornada Parcial
Diciembre 2011	201112	Diciembre	2011	44	Teruel	Mujeres	349	2 - Jornada Parcial
Diciembre 2011	201112	Diciembre	2011	44	Teruel	Mujeres	3	3 - Fijos Discontinuos
Diciembre 2011	201112	Diciembre	2011	50	Zaragoza	Hombres	6973	1 - Jornada Completa
Diciembre 2011	201112	Diciembre	2011	50	Zaragoza	Mujeres	4422	1 - Jornada Completa
Diciembre 2011	201112	Diciembre	2011	50	Zaragoza	Hombres	2657	2 - Jornada Parcial
Diciembre 2011	201112	Diciembre	2011	50	Zaragoza	Mujeres	4729	2 - Jornada Parcial
Diciembre 2011	201112	Diciembre	2011	50	Zaragoza	Hombres	7	3 - Fijos Discontinuos
Diciembre 2011	201112	Diciembre	2011	50	Zaragoza	Mujeres	18	3 - Fijos Discontinuos
Noviembre 2011	201111	Noviembre	2011	22	Huesca	Hombres	1719	1 - Jornada Completa
Noviembre 2011	201111	Noviembre	2011	22	Huesca	Mujeres	972	1 - Jornada Completa
Noviembre 2011	201111	Noviembre	2011	22	Huesca	Hombres	414	2 - Jornada Parcial
Noviembre 2011	201111	Noviembre	2011	22	Huesca	Mujeres	848	2 - Jornada Parcial
Noviembre 2011	201111	Noviembre	2011	22	Huesca	Hombres	23	3 - Fijos Discontinuos
Noviembre 2011	201111	Noviembre	2011	22	Huesca	Mujeres	16	3 - Fijos Discontinuos
Noviembre 2011	201111	Noviembre	2011	44	Teruel	Hombres	1212	1 - Jornada Completa
Noviembre 2011	201111	Noviembre	2011	44	Teruel	Mujeres	531	1 - Jornada Completa
Noviembre 2011	201111	Noviembre	2011	44	Teruel	Hombres	270	2 - Jornada Parcial
Noviembre 2011	201111	Noviembre	2011	44	Teruel	Mujeres	427	2 - Jornada Parcial
Noviembre 2011	201111	Noviembre	2011	44	Teruel	Hombres	3	3 - Fijos Discontinuos
Noviembre 2011	201111	Noviembre	2011	44	Teruel	Mujeres	5	3 - Fijos Discontinuos
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	Hombres	8590	1 - Jornada Completa
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	Mujeres	5067	1 - Jornada Completa
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	Hombres	3336	2 - Jornada Parcial
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	Mujeres	5644	2 - Jornada Parcial
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	Hombres	42	3 - Fijos Discontinuos
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	Mujeres	58	3 - Fijos Discontinuos
Octubre 2011	201110	Octubre	2011	22	Huesca	Hombres	1776	1 - Jornada Completa
Octubre 2011	201110	Octubre	2011	22	Huesca	Mujeres	1015	1 - Jornada Completa
Octubre 2011	201110	Octubre	2011	22	Huesca	Hombres	540	2 - Jornada Parcial
Octubre 2011	201110	Octubre	2011	22	Huesca	Mujeres	1241	2 - Jornada Parcial
Octubre 2011	201110	Octubre	2011	22	Huesca	Hombres	14	3 - Fijos Discontinuos
Octubre 2011	201110	Octubre	2011	22	Huesca	Mujeres	15	3 - Fijos Discontinuos
Octubre 2011	201110	Octubre	2011	44	Teruel	Hombres	1567	1 - Jornada Completa
Octubre 2011	201110	Octubre	2011	44	Teruel	Mujeres	732	1 - Jornada Completa
Octubre 2011	201110	Octubre	2011	44	Teruel	Hombres	278	2 - Jornada Parcial
Octubre 2011	201110	Octubre	2011	44	Teruel	Mujeres	517	2 - Jornada Parcial
Octubre 2011	201110	Octubre	2011	44	Teruel	Hombres	12	3 - Fijos Discontinuos
Octubre 2011	201110	Octubre	2011	44	Teruel	Mujeres	15	3 - Fijos Discontinuos
Octubre 2011	201110	Octubre	2011	50	Zaragoza	Hombres	9042	1 - Jornada Completa
Octubre 2011	201110	Octubre	2011	50	Zaragoza	Mujeres	5827	1 - Jornada Completa
Octubre 2011	201110	Octubre	2011	50	Zaragoza	Hombres	4110	2 - Jornada Parcial
Octubre 2011	201110	Octubre	2011	50	Zaragoza	Mujeres	6919	2 - Jornada Parcial
Octubre 2011	201110	Octubre	2011	50	Zaragoza	Hombres	58	3 - Fijos Discontinuos
Octubre 2011	201110	Octubre	2011	50	Zaragoza	Mujeres	109	3 - Fijos Discontinuos
Septiembre 2011	201109	Septiembre	2011	22	Huesca	Hombres	2054	1 - Jornada Completa
Septiembre 2011	201109	Septiembre	2011	22	Huesca	Mujeres	1162	1 - Jornada Completa
Septiembre 2011	201109	Septiembre	2011	22	Huesca	Hombres	447	2 - Jornada Parcial
Septiembre 2011	201109	Septiembre	2011	22	Huesca	Mujeres	1166	2 - Jornada Parcial
Septiembre 2011	201109	Septiembre	2011	22	Huesca	Hombres	19	3 - Fijos Discontinuos
Septiembre 2011	201109	Septiembre	2011	22	Huesca	Mujeres	14	3 - Fijos Discontinuos
Septiembre 2011	201109	Septiembre	2011	44	Teruel	Hombres	1591	1 - Jornada Completa
Septiembre 2011	201109	Septiembre	2011	44	Teruel	Mujeres	946	1 - Jornada Completa
Septiembre 2011	201109	Septiembre	2011	44	Teruel	Hombres	280	2 - Jornada Parcial
Septiembre 2011	201109	Septiembre	2011	44	Teruel	Mujeres	563	2 - Jornada Parcial
Septiembre 2011	201109	Septiembre	2011	44	Teruel	Hombres	8	3 - Fijos Discontinuos
Septiembre 2011	201109	Septiembre	2011	44	Teruel	Mujeres	8	3 - Fijos Discontinuos
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	Hombres	12737	1 - Jornada Completa
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	Mujeres	6959	1 - Jornada Completa
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	Hombres	4226	2 - Jornada Parcial
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	Mujeres	6899	2 - Jornada Parcial
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	Hombres	57	3 - Fijos Discontinuos
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	Mujeres	116	3 - Fijos Discontinuos
Agosto 2011	201108	Agosto	2011	22	Huesca	Hombres	3140	1 - Jornada Completa
Agosto 2011	201108	Agosto	2011	22	Huesca	Mujeres	1323	1 - Jornada Completa
Agosto 2011	201108	Agosto	2011	22	Huesca	Hombres	376	2 - Jornada Parcial
Agosto 2011	201108	Agosto	2011	22	Huesca	Mujeres	844	2 - Jornada Parcial
Agosto 2011	201108	Agosto	2011	22	Huesca	Hombres	9	3 - Fijos Discontinuos
Agosto 2011	201108	Agosto	2011	22	Huesca	Mujeres	8	3 - Fijos Discontinuos
Agosto 2011	201108	Agosto	2011	44	Teruel	Hombres	1316	1 - Jornada Completa
Agosto 2011	201108	Agosto	2011	44	Teruel	Mujeres	716	1 - Jornada Completa
Agosto 2011	201108	Agosto	2011	44	Teruel	Hombres	231	2 - Jornada Parcial
Agosto 2011	201108	Agosto	2011	44	Teruel	Mujeres	486	2 - Jornada Parcial
Agosto 2011	201108	Agosto	2011	44	Teruel	Hombres	15	3 - Fijos Discontinuos
Agosto 2011	201108	Agosto	2011	44	Teruel	Mujeres	1	3 - Fijos Discontinuos
Agosto 2011	201108	Agosto	2011	50	Zaragoza	Hombres	11912	1 - Jornada Completa
Agosto 2011	201108	Agosto	2011	50	Zaragoza	Mujeres	5823	1 - Jornada Completa
Agosto 2011	201108	Agosto	2011	50	Zaragoza	Hombres	2768	2 - Jornada Parcial
Agosto 2011	201108	Agosto	2011	50	Zaragoza	Mujeres	4446	2 - Jornada Parcial
Agosto 2011	201108	Agosto	2011	50	Zaragoza	Hombres	25	3 - Fijos Discontinuos
Agosto 2011	201108	Agosto	2011	50	Zaragoza	Mujeres	22	3 - Fijos Discontinuos
Julio 2011	201107	Julio	2011	22	Huesca	Hombres	4063	1 - Jornada Completa
Julio 2011	201107	Julio	2011	22	Huesca	Mujeres	2486	1 - Jornada Completa
Julio 2011	201107	Julio	2011	22	Huesca	Hombres	562	2 - Jornada Parcial
Julio 2011	201107	Julio	2011	22	Huesca	Mujeres	1274	2 - Jornada Parcial
Julio 2011	201107	Julio	2011	22	Huesca	Hombres	41	3 - Fijos Discontinuos
Julio 2011	201107	Julio	2011	22	Huesca	Mujeres	50	3 - Fijos Discontinuos
Julio 2011	201107	Julio	2011	44	Teruel	Hombres	1409	1 - Jornada Completa
Julio 2011	201107	Julio	2011	44	Teruel	Mujeres	762	1 - Jornada Completa
Julio 2011	201107	Julio	2011	44	Teruel	Hombres	358	2 - Jornada Parcial
Julio 2011	201107	Julio	2011	44	Teruel	Mujeres	588	2 - Jornada Parcial
Julio 2011	201107	Julio	2011	44	Teruel	Hombres	5	3 - Fijos Discontinuos
Julio 2011	201107	Julio	2011	44	Teruel	Mujeres	2	3 - Fijos Discontinuos
Julio 2011	201107	Julio	2011	50	Zaragoza	Hombres	11054	1 - Jornada Completa
Julio 2011	201107	Julio	2011	50	Zaragoza	Mujeres	6294	1 - Jornada Completa
Julio 2011	201107	Julio	2011	50	Zaragoza	Hombres	3705	2 - Jornada Parcial
Julio 2011	201107	Julio	2011	50	Zaragoza	Mujeres	6077	2 - Jornada Parcial
Julio 2011	201107	Julio	2011	50	Zaragoza	Hombres	44	3 - Fijos Discontinuos
Julio 2011	201107	Julio	2011	50	Zaragoza	Mujeres	60	3 - Fijos Discontinuos
Junio 2011	201106	Junio	2011	22	Huesca	Hombres	3305	1 - Jornada Completa
Junio 2011	201106	Junio	2011	22	Huesca	Mujeres	2110	1 - Jornada Completa
Junio 2011	201106	Junio	2011	22	Huesca	Hombres	526	2 - Jornada Parcial
Junio 2011	201106	Junio	2011	22	Huesca	Mujeres	932	2 - Jornada Parcial
Junio 2011	201106	Junio	2011	22	Huesca	Hombres	59	3 - Fijos Discontinuos
Junio 2011	201106	Junio	2011	22	Huesca	Mujeres	52	3 - Fijos Discontinuos
Junio 2011	201106	Junio	2011	44	Teruel	Hombres	1695	1 - Jornada Completa
Junio 2011	201106	Junio	2011	44	Teruel	Mujeres	1045	1 - Jornada Completa
Junio 2011	201106	Junio	2011	44	Teruel	Hombres	305	2 - Jornada Parcial
Junio 2011	201106	Junio	2011	44	Teruel	Mujeres	521	2 - Jornada Parcial
Junio 2011	201106	Junio	2011	44	Teruel	Hombres	28	3 - Fijos Discontinuos
Junio 2011	201106	Junio	2011	44	Teruel	Mujeres	7	3 - Fijos Discontinuos
Junio 2011	201106	Junio	2011	50	Zaragoza	Hombres	13499	1 - Jornada Completa
Junio 2011	201106	Junio	2011	50	Zaragoza	Mujeres	7496	1 - Jornada Completa
Junio 2011	201106	Junio	2011	50	Zaragoza	Hombres	3917	2 - Jornada Parcial
Junio 2011	201106	Junio	2011	50	Zaragoza	Mujeres	6618	2 - Jornada Parcial
Junio 2011	201106	Junio	2011	50	Zaragoza	Hombres	66	3 - Fijos Discontinuos
Junio 2011	201106	Junio	2011	50	Zaragoza	Mujeres	86	3 - Fijos Discontinuos
Mayo 2011	201105	Mayo	2011	22	Huesca	Hombres	4195	1 - Jornada Completa
Mayo 2011	201105	Mayo	2011	22	Huesca	Mujeres	1992	1 - Jornada Completa
Mayo 2011	201105	Mayo	2011	22	Huesca	Hombres	462	2 - Jornada Parcial
Mayo 2011	201105	Mayo	2011	22	Huesca	Mujeres	807	2 - Jornada Parcial
Mayo 2011	201105	Mayo	2011	22	Huesca	Hombres	109	3 - Fijos Discontinuos
Mayo 2011	201105	Mayo	2011	22	Huesca	Mujeres	89	3 - Fijos Discontinuos
Mayo 2011	201105	Mayo	2011	44	Teruel	Hombres	1647	1 - Jornada Completa
Mayo 2011	201105	Mayo	2011	44	Teruel	Mujeres	879	1 - Jornada Completa
Mayo 2011	201105	Mayo	2011	44	Teruel	Hombres	233	2 - Jornada Parcial
Mayo 2011	201105	Mayo	2011	44	Teruel	Mujeres	447	2 - Jornada Parcial
Mayo 2011	201105	Mayo	2011	44	Teruel	Hombres	29	3 - Fijos Discontinuos
Mayo 2011	201105	Mayo	2011	44	Teruel	Mujeres	10	3 - Fijos Discontinuos
Mayo 2011	201105	Mayo	2011	50	Zaragoza	Hombres	13489	1 - Jornada Completa
Mayo 2011	201105	Mayo	2011	50	Zaragoza	Mujeres	7578	1 - Jornada Completa
Mayo 2011	201105	Mayo	2011	50	Zaragoza	Hombres	3828	2 - Jornada Parcial
Mayo 2011	201105	Mayo	2011	50	Zaragoza	Mujeres	6387	2 - Jornada Parcial
Mayo 2011	201105	Mayo	2011	50	Zaragoza	Hombres	52	3 - Fijos Discontinuos
Mayo 2011	201105	Mayo	2011	50	Zaragoza	Mujeres	101	3 - Fijos Discontinuos
Abril 2011	201104	Abril	2011	22	Huesca	Hombres	2101	1 - Jornada Completa
Abril 2011	201104	Abril	2011	22	Huesca	Mujeres	1164	1 - Jornada Completa
Abril 2011	201104	Abril	2011	22	Huesca	Hombres	357	2 - Jornada Parcial
Abril 2011	201104	Abril	2011	22	Huesca	Mujeres	733	2 - Jornada Parcial
Abril 2011	201104	Abril	2011	22	Huesca	Hombres	69	3 - Fijos Discontinuos
Abril 2011	201104	Abril	2011	22	Huesca	Mujeres	84	3 - Fijos Discontinuos
Abril 2011	201104	Abril	2011	44	Teruel	Hombres	1241	1 - Jornada Completa
Abril 2011	201104	Abril	2011	44	Teruel	Mujeres	631	1 - Jornada Completa
Abril 2011	201104	Abril	2011	44	Teruel	Hombres	182	2 - Jornada Parcial
Abril 2011	201104	Abril	2011	44	Teruel	Mujeres	399	2 - Jornada Parcial
Abril 2011	201104	Abril	2011	44	Teruel	Hombres	36	3 - Fijos Discontinuos
Abril 2011	201104	Abril	2011	44	Teruel	Mujeres	11	3 - Fijos Discontinuos
Abril 2011	201104	Abril	2011	50	Zaragoza	Hombres	8671	1 - Jornada Completa
Abril 2011	201104	Abril	2011	50	Zaragoza	Mujeres	5067	1 - Jornada Completa
Abril 2011	201104	Abril	2011	50	Zaragoza	Hombres	2918	2 - Jornada Parcial
Abril 2011	201104	Abril	2011	50	Zaragoza	Mujeres	5097	2 - Jornada Parcial
Abril 2011	201104	Abril	2011	50	Zaragoza	Hombres	35	3 - Fijos Discontinuos
Abril 2011	201104	Abril	2011	50	Zaragoza	Mujeres	57	3 - Fijos Discontinuos
Marzo 2011	201103	Marzo	2011	22	Huesca	Hombres	1993	1 - Jornada Completa
Marzo 2011	201103	Marzo	2011	22	Huesca	Mujeres	1092	1 - Jornada Completa
Marzo 2011	201103	Marzo	2011	22	Huesca	Hombres	419	2 - Jornada Parcial
Marzo 2011	201103	Marzo	2011	22	Huesca	Mujeres	775	2 - Jornada Parcial
Marzo 2011	201103	Marzo	2011	22	Huesca	Hombres	35	3 - Fijos Discontinuos
Marzo 2011	201103	Marzo	2011	22	Huesca	Mujeres	34	3 - Fijos Discontinuos
Marzo 2011	201103	Marzo	2011	44	Teruel	Hombres	1267	1 - Jornada Completa
Marzo 2011	201103	Marzo	2011	44	Teruel	Mujeres	628	1 - Jornada Completa
Marzo 2011	201103	Marzo	2011	44	Teruel	Hombres	206	2 - Jornada Parcial
Marzo 2011	201103	Marzo	2011	44	Teruel	Mujeres	407	2 - Jornada Parcial
Marzo 2011	201103	Marzo	2011	44	Teruel	Hombres	32	3 - Fijos Discontinuos
Marzo 2011	201103	Marzo	2011	44	Teruel	Mujeres	10	3 - Fijos Discontinuos
Marzo 2011	201103	Marzo	2011	50	Zaragoza	Hombres	8606	1 - Jornada Completa
Marzo 2011	201103	Marzo	2011	50	Zaragoza	Mujeres	4973	1 - Jornada Completa
Marzo 2011	201103	Marzo	2011	50	Zaragoza	Hombres	3030	2 - Jornada Parcial
Marzo 2011	201103	Marzo	2011	50	Zaragoza	Mujeres	5153	2 - Jornada Parcial
Marzo 2011	201103	Marzo	2011	50	Zaragoza	Hombres	71	3 - Fijos Discontinuos
Marzo 2011	201103	Marzo	2011	50	Zaragoza	Mujeres	94	3 - Fijos Discontinuos
Febrero 2011	201102	Febrero	2011	22	Huesca	Hombres	1579	1 - Jornada Completa
Febrero 2011	201102	Febrero	2011	22	Huesca	Mujeres	873	1 - Jornada Completa
Febrero 2011	201102	Febrero	2011	22	Huesca	Hombres	311	2 - Jornada Parcial
Febrero 2011	201102	Febrero	2011	22	Huesca	Mujeres	674	2 - Jornada Parcial
Febrero 2011	201102	Febrero	2011	22	Huesca	Hombres	19	3 - Fijos Discontinuos
Febrero 2011	201102	Febrero	2011	22	Huesca	Mujeres	21	3 - Fijos Discontinuos
Febrero 2011	201102	Febrero	2011	44	Teruel	Hombres	1081	1 - Jornada Completa
Febrero 2011	201102	Febrero	2011	44	Teruel	Mujeres	530	1 - Jornada Completa
Febrero 2011	201102	Febrero	2011	44	Teruel	Hombres	216	2 - Jornada Parcial
Febrero 2011	201102	Febrero	2011	44	Teruel	Mujeres	295	2 - Jornada Parcial
Febrero 2011	201102	Febrero	2011	44	Teruel	Hombres	17	3 - Fijos Discontinuos
Febrero 2011	201102	Febrero	2011	44	Teruel	Mujeres	1	3 - Fijos Discontinuos
Febrero 2011	201102	Febrero	2011	50	Zaragoza	Hombres	7625	1 - Jornada Completa
Febrero 2011	201102	Febrero	2011	50	Zaragoza	Mujeres	4551	1 - Jornada Completa
Febrero 2011	201102	Febrero	2011	50	Zaragoza	Hombres	2300	2 - Jornada Parcial
Febrero 2011	201102	Febrero	2011	50	Zaragoza	Mujeres	4313	2 - Jornada Parcial
Febrero 2011	201102	Febrero	2011	50	Zaragoza	Hombres	17	3 - Fijos Discontinuos
Febrero 2011	201102	Febrero	2011	50	Zaragoza	Mujeres	36	3 - Fijos Discontinuos
Enero 2011	201101	Enero	2011	22	Huesca	Hombres	1750	1 - Jornada Completa
Enero 2011	201101	Enero	2011	22	Huesca	Mujeres	991	1 - Jornada Completa
Enero 2011	201101	Enero	2011	22	Huesca	Hombres	269	2 - Jornada Parcial
Enero 2011	201101	Enero	2011	22	Huesca	Mujeres	659	2 - Jornada Parcial
Enero 2011	201101	Enero	2011	22	Huesca	Hombres	51	3 - Fijos Discontinuos
Enero 2011	201101	Enero	2011	22	Huesca	Mujeres	31	3 - Fijos Discontinuos
Enero 2011	201101	Enero	2011	44	Teruel	Hombres	1159	1 - Jornada Completa
Enero 2011	201101	Enero	2011	44	Teruel	Mujeres	508	1 - Jornada Completa
Enero 2011	201101	Enero	2011	44	Teruel	Hombres	109	2 - Jornada Parcial
Enero 2011	201101	Enero	2011	44	Teruel	Mujeres	323	2 - Jornada Parcial
Enero 2011	201101	Enero	2011	44	Teruel	Hombres	4	3 - Fijos Discontinuos
Enero 2011	201101	Enero	2011	44	Teruel	Mujeres	6	3 - Fijos Discontinuos
Enero 2011	201101	Enero	2011	50	Zaragoza	Hombres	9047	1 - Jornada Completa
Enero 2011	201101	Enero	2011	50	Zaragoza	Mujeres	5164	1 - Jornada Completa
Enero 2011	201101	Enero	2011	50	Zaragoza	Hombres	2407	2 - Jornada Parcial
Enero 2011	201101	Enero	2011	50	Zaragoza	Mujeres	4400	2 - Jornada Parcial
Enero 2011	201101	Enero	2011	50	Zaragoza	Hombres	25	3 - Fijos Discontinuos
Enero 2011	201101	Enero	2011	50	Zaragoza	Mujeres	55	3 - Fijos Discontinuos
Diciembre 2010	201012	Diciembre	2010	22	Huesca	Hombres	1885	1 - Jornada Completa
Diciembre 2010	201012	Diciembre	2010	22	Huesca	Mujeres	1397	1 - Jornada Completa
Diciembre 2010	201012	Diciembre	2010	22	Huesca	Hombres	447	2 - Jornada Parcial
Diciembre 2010	201012	Diciembre	2010	22	Huesca	Mujeres	926	2 - Jornada Parcial
Diciembre 2010	201012	Diciembre	2010	22	Huesca	Hombres	94	3 - Fijos Discontinuos
Diciembre 2010	201012	Diciembre	2010	22	Huesca	Mujeres	65	3 - Fijos Discontinuos
Diciembre 2010	201012	Diciembre	2010	44	Teruel	Hombres	1053	1 - Jornada Completa
Diciembre 2010	201012	Diciembre	2010	44	Teruel	Mujeres	598	1 - Jornada Completa
Diciembre 2010	201012	Diciembre	2010	44	Teruel	Hombres	160	2 - Jornada Parcial
Diciembre 2010	201012	Diciembre	2010	44	Teruel	Mujeres	371	2 - Jornada Parcial
Diciembre 2010	201012	Diciembre	2010	44	Teruel	Hombres	8	3 - Fijos Discontinuos
Diciembre 2010	201012	Diciembre	2010	44	Teruel	Mujeres	3	3 - Fijos Discontinuos
Diciembre 2010	201012	Diciembre	2010	50	Zaragoza	Hombres	7317	1 - Jornada Completa
Diciembre 2010	201012	Diciembre	2010	50	Zaragoza	Mujeres	4760	1 - Jornada Completa
Diciembre 2010	201012	Diciembre	2010	50	Zaragoza	Hombres	2553	2 - Jornada Parcial
Diciembre 2010	201012	Diciembre	2010	50	Zaragoza	Mujeres	5201	2 - Jornada Parcial
Diciembre 2010	201012	Diciembre	2010	50	Zaragoza	Hombres	43	3 - Fijos Discontinuos
Diciembre 2010	201012	Diciembre	2010	50	Zaragoza	Mujeres	38	3 - Fijos Discontinuos
Noviembre 2010	201011	Noviembre	2010	22	Huesca	Hombres	2117	1 - Jornada Completa
Noviembre 2010	201011	Noviembre	2010	22	Huesca	Mujeres	1121	1 - Jornada Completa
Noviembre 2010	201011	Noviembre	2010	22	Huesca	Hombres	336	2 - Jornada Parcial
Noviembre 2010	201011	Noviembre	2010	22	Huesca	Mujeres	778	2 - Jornada Parcial
Noviembre 2010	201011	Noviembre	2010	22	Huesca	Hombres	45	3 - Fijos Discontinuos
Noviembre 2010	201011	Noviembre	2010	22	Huesca	Mujeres	25	3 - Fijos Discontinuos
Noviembre 2010	201011	Noviembre	2010	44	Teruel	Hombres	1274	1 - Jornada Completa
Noviembre 2010	201011	Noviembre	2010	44	Teruel	Mujeres	593	1 - Jornada Completa
Noviembre 2010	201011	Noviembre	2010	44	Teruel	Hombres	239	2 - Jornada Parcial
Noviembre 2010	201011	Noviembre	2010	44	Teruel	Mujeres	440	2 - Jornada Parcial
Noviembre 2010	201011	Noviembre	2010	44	Teruel	Hombres	8	3 - Fijos Discontinuos
Noviembre 2010	201011	Noviembre	2010	44	Teruel	Mujeres	9	3 - Fijos Discontinuos
Noviembre 2010	201011	Noviembre	2010	50	Zaragoza	Hombres	9395	1 - Jornada Completa
Noviembre 2010	201011	Noviembre	2010	50	Zaragoza	Mujeres	5385	1 - Jornada Completa
Noviembre 2010	201011	Noviembre	2010	50	Zaragoza	Hombres	3822	2 - Jornada Parcial
Noviembre 2010	201011	Noviembre	2010	50	Zaragoza	Mujeres	6113	2 - Jornada Parcial
Noviembre 2010	201011	Noviembre	2010	50	Zaragoza	Hombres	35	3 - Fijos Discontinuos
Noviembre 2010	201011	Noviembre	2010	50	Zaragoza	Mujeres	143	3 - Fijos Discontinuos
Octubre 2010	201010	Octubre	2010	22	Huesca	Hombres	1729	1 - Jornada Completa
Octubre 2010	201010	Octubre	2010	22	Huesca	Mujeres	973	1 - Jornada Completa
Octubre 2010	201010	Octubre	2010	22	Huesca	Hombres	548	2 - Jornada Parcial
Octubre 2010	201010	Octubre	2010	22	Huesca	Mujeres	1041	2 - Jornada Parcial
Octubre 2010	201010	Octubre	2010	22	Huesca	Hombres	22	3 - Fijos Discontinuos
Octubre 2010	201010	Octubre	2010	22	Huesca	Mujeres	33	3 - Fijos Discontinuos
Octubre 2010	201010	Octubre	2010	44	Teruel	Hombres	1376	1 - Jornada Completa
Octubre 2010	201010	Octubre	2010	44	Teruel	Mujeres	686	1 - Jornada Completa
Octubre 2010	201010	Octubre	2010	44	Teruel	Hombres	245	2 - Jornada Parcial
Octubre 2010	201010	Octubre	2010	44	Teruel	Mujeres	541	2 - Jornada Parcial
Octubre 2010	201010	Octubre	2010	44	Teruel	Hombres	25	3 - Fijos Discontinuos
Octubre 2010	201010	Octubre	2010	44	Teruel	Mujeres	17	3 - Fijos Discontinuos
Octubre 2010	201010	Octubre	2010	50	Zaragoza	Hombres	10478	1 - Jornada Completa
Octubre 2010	201010	Octubre	2010	50	Zaragoza	Mujeres	6400	1 - Jornada Completa
Octubre 2010	201010	Octubre	2010	50	Zaragoza	Hombres	4390	2 - Jornada Parcial
Octubre 2010	201010	Octubre	2010	50	Zaragoza	Mujeres	6584	2 - Jornada Parcial
Octubre 2010	201010	Octubre	2010	50	Zaragoza	Hombres	44	3 - Fijos Discontinuos
Octubre 2010	201010	Octubre	2010	50	Zaragoza	Mujeres	147	3 - Fijos Discontinuos
Septiembre 2010	201009	Septiembre	2010	22	Huesca	Hombres	2387	1 - Jornada Completa
Septiembre 2010	201009	Septiembre	2010	22	Huesca	Mujeres	1187	1 - Jornada Completa
Septiembre 2010	201009	Septiembre	2010	22	Huesca	Hombres	414	2 - Jornada Parcial
Septiembre 2010	201009	Septiembre	2010	22	Huesca	Mujeres	1069	2 - Jornada Parcial
Septiembre 2010	201009	Septiembre	2010	22	Huesca	Hombres	16	3 - Fijos Discontinuos
Septiembre 2010	201009	Septiembre	2010	22	Huesca	Mujeres	21	3 - Fijos Discontinuos
Septiembre 2010	201009	Septiembre	2010	44	Teruel	Hombres	1816	1 - Jornada Completa
Septiembre 2010	201009	Septiembre	2010	44	Teruel	Mujeres	1005	1 - Jornada Completa
Septiembre 2010	201009	Septiembre	2010	44	Teruel	Hombres	232	2 - Jornada Parcial
Septiembre 2010	201009	Septiembre	2010	44	Teruel	Mujeres	555	2 - Jornada Parcial
Septiembre 2010	201009	Septiembre	2010	44	Teruel	Hombres	11	3 - Fijos Discontinuos
Septiembre 2010	201009	Septiembre	2010	44	Teruel	Mujeres	7	3 - Fijos Discontinuos
