Mes y año	Mes (código)	Mes nombre	Año	Sección (1 letra) código	Sección (1 letra) descripción	Sexo	Número de contratos	CNAE año	CCAA nombre
Diciembre 2015	201512	Diciembre	2015	L	Actividades inmobiliarias	Mujeres	27	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	M	Actividades profesionales, científicas y técnicas	Hombres	423	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	M	Actividades profesionales, científicas y técnicas	Mujeres	622	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	N	Actividades administrativas y servicios auxiliares	Hombres	1807	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	N	Actividades administrativas y servicios auxiliares	Mujeres	3081	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	376	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	490	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	P	Educación	Hombres	388	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	P	Educación	Mujeres	539	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	Q	Actividades sanitarias y de servicios sociales	Hombres	369	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	Q	Actividades sanitarias y de servicios sociales	Mujeres	2127	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1047	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	774	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	S	Otros servicios	Hombres	245	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	S	Otros servicios	Mujeres	535	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	49	CNAE - 2009	Aragón
Diciembre 2015	201512	Diciembre	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	478	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	A	Agricultura, ganadería, silvicultura y pesca	Hombres	2314	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	424	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	B	Industrias extractivas	Hombres	22	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	B	Industrias extractivas	Mujeres	3	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	C	Industria manufacturera	Hombres	5291	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	C	Industria manufacturera	Mujeres	1986	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	6	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	2	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	198	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	19	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	F	Construcción	Hombres	1948	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	F	Construcción	Mujeres	92	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	2024	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	2438	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	H	Transporte y almacenamiento	Hombres	1832	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	H	Transporte y almacenamiento	Mujeres	442	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	I	Hostelería	Hombres	2370	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	I	Hostelería	Mujeres	3454	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	J	Información y comunicaciones	Hombres	337	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	J	Información y comunicaciones	Mujeres	181	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	K	Actividades financieras y de seguros	Hombres	42	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	K	Actividades financieras y de seguros	Mujeres	116	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	L	Actividades inmobiliarias	Hombres	27	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	L	Actividades inmobiliarias	Mujeres	25	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	M	Actividades profesionales, científicas y técnicas	Hombres	577	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	M	Actividades profesionales, científicas y técnicas	Mujeres	948	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	N	Actividades administrativas y servicios auxiliares	Hombres	1743	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	N	Actividades administrativas y servicios auxiliares	Mujeres	2665	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	200	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	403	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	P	Educación	Hombres	565	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	P	Educación	Mujeres	797	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	Q	Actividades sanitarias y de servicios sociales	Hombres	311	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	Q	Actividades sanitarias y de servicios sociales	Mujeres	1589	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	798	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	628	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	S	Otros servicios	Hombres	216	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	S	Otros servicios	Mujeres	608	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	63	CNAE - 2009	Aragón
Noviembre 2015	201511	Noviembre	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	616	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	A	Agricultura, ganadería, silvicultura y pesca	Hombres	3024	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	675	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	B	Industrias extractivas	Hombres	19	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	B	Industrias extractivas	Mujeres	5	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	C	Industria manufacturera	Hombres	5401	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	C	Industria manufacturera	Mujeres	2062	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	14	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	4	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	227	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	36	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	F	Construcción	Hombres	2085	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	F	Construcción	Mujeres	119	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	2025	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	2542	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	H	Transporte y almacenamiento	Hombres	2016	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	H	Transporte y almacenamiento	Mujeres	603	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	I	Hostelería	Hombres	3490	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	I	Hostelería	Mujeres	4830	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	J	Información y comunicaciones	Hombres	273	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	J	Información y comunicaciones	Mujeres	192	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	K	Actividades financieras y de seguros	Hombres	60	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	K	Actividades financieras y de seguros	Mujeres	116	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	L	Actividades inmobiliarias	Hombres	35	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	L	Actividades inmobiliarias	Mujeres	35	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	M	Actividades profesionales, científicas y técnicas	Hombres	638	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	M	Actividades profesionales, científicas y técnicas	Mujeres	905	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	N	Actividades administrativas y servicios auxiliares	Hombres	2259	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	N	Actividades administrativas y servicios auxiliares	Mujeres	3097	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	335	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	423	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	P	Educación	Hombres	1071	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	P	Educación	Mujeres	1725	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	Q	Actividades sanitarias y de servicios sociales	Hombres	377	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	Q	Actividades sanitarias y de servicios sociales	Mujeres	1901	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1307	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	917	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	S	Otros servicios	Hombres	388	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	S	Otros servicios	Mujeres	792	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	74	CNAE - 2009	Aragón
Octubre 2015	201510	Octubre	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	661	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	A	Agricultura, ganadería, silvicultura y pesca	Hombres	5255	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	1181	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	B	Industrias extractivas	Hombres	31	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	B	Industrias extractivas	Mujeres	1	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	C	Industria manufacturera	Hombres	5984	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	C	Industria manufacturera	Mujeres	2143	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	7	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	4	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	126	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	36	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	F	Construcción	Hombres	2091	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	F	Construcción	Mujeres	114	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	1976	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	2369	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	H	Transporte y almacenamiento	Hombres	1886	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	H	Transporte y almacenamiento	Mujeres	531	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	I	Hostelería	Hombres	3664	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	I	Hostelería	Mujeres	4612	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	J	Información y comunicaciones	Hombres	363	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	J	Información y comunicaciones	Mujeres	270	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	K	Actividades financieras y de seguros	Hombres	36	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	K	Actividades financieras y de seguros	Mujeres	91	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	L	Actividades inmobiliarias	Hombres	73	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	L	Actividades inmobiliarias	Mujeres	30	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	M	Actividades profesionales, científicas y técnicas	Hombres	485	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	M	Actividades profesionales, científicas y técnicas	Mujeres	603	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	N	Actividades administrativas y servicios auxiliares	Hombres	2017	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	N	Actividades administrativas y servicios auxiliares	Mujeres	3324	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	328	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	526	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	P	Educación	Hombres	1056	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	P	Educación	Mujeres	1925	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	Q	Actividades sanitarias y de servicios sociales	Hombres	335	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	Q	Actividades sanitarias y de servicios sociales	Mujeres	2000	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1557	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	877	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	S	Otros servicios	Hombres	366	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	S	Otros servicios	Mujeres	615	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	86	CNAE - 2009	Aragón
Septiembre 2015	201509	Septiembre	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	693	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	A	Agricultura, ganadería, silvicultura y pesca	Hombres	5416	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	1175	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	B	Industrias extractivas	Hombres	21	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	B	Industrias extractivas	Mujeres	1	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	C	Industria manufacturera	Hombres	4876	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	C	Industria manufacturera	Mujeres	1868	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	19	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	2	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	125	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	64	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	F	Construcción	Hombres	1907	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	F	Construcción	Mujeres	69	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	1752	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	1994	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	H	Transporte y almacenamiento	Hombres	1905	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	H	Transporte y almacenamiento	Mujeres	547	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	I	Hostelería	Hombres	2348	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	I	Hostelería	Mujeres	3215	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	J	Información y comunicaciones	Hombres	311	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	J	Información y comunicaciones	Mujeres	243	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	K	Actividades financieras y de seguros	Hombres	45	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	K	Actividades financieras y de seguros	Mujeres	75	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	L	Actividades inmobiliarias	Hombres	53	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	L	Actividades inmobiliarias	Mujeres	14	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	M	Actividades profesionales, científicas y técnicas	Hombres	396	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	M	Actividades profesionales, científicas y técnicas	Mujeres	257	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	N	Actividades administrativas y servicios auxiliares	Hombres	1727	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	N	Actividades administrativas y servicios auxiliares	Mujeres	2756	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	254	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	408	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	P	Educación	Hombres	164	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	P	Educación	Mujeres	275	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	Q	Actividades sanitarias y de servicios sociales	Hombres	261	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	Q	Actividades sanitarias y de servicios sociales	Mujeres	1487	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1596	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	591	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	S	Otros servicios	Hombres	422	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	S	Otros servicios	Mujeres	727	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	136	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	456	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	U	Actividades de organizaciones y organismos extraterritoriales	Hombres	1	CNAE - 2009	Aragón
Agosto 2015	201508	Agosto	2015	U	Actividades de organizaciones y organismos extraterritoriales	Mujeres	1	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	A	Agricultura, ganadería, silvicultura y pesca	Hombres	6699	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	1719	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	B	Industrias extractivas	Hombres	17	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	B	Industrias extractivas	Mujeres	5	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	C	Industria manufacturera	Hombres	6004	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	C	Industria manufacturera	Mujeres	2101	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	21	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	3	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	176	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	48	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	F	Construcción	Hombres	2400	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	F	Construcción	Mujeres	117	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	2805	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	3370	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	H	Transporte y almacenamiento	Hombres	2049	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	H	Transporte y almacenamiento	Mujeres	731	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	I	Hostelería	Hombres	3603	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	I	Hostelería	Mujeres	4735	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	J	Información y comunicaciones	Hombres	303	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	J	Información y comunicaciones	Mujeres	260	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	K	Actividades financieras y de seguros	Hombres	84	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	K	Actividades financieras y de seguros	Mujeres	116	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	L	Actividades inmobiliarias	Hombres	34	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	L	Actividades inmobiliarias	Mujeres	42	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	M	Actividades profesionales, científicas y técnicas	Hombres	574	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	M	Actividades profesionales, científicas y técnicas	Mujeres	670	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	N	Actividades administrativas y servicios auxiliares	Hombres	2214	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	N	Actividades administrativas y servicios auxiliares	Mujeres	3161	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	485	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	583	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	P	Educación	Hombres	568	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	P	Educación	Mujeres	839	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	Q	Actividades sanitarias y de servicios sociales	Hombres	423	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	Q	Actividades sanitarias y de servicios sociales	Mujeres	2361	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1381	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	834	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	S	Otros servicios	Hombres	383	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	S	Otros servicios	Mujeres	720	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	168	CNAE - 2009	Aragón
Julio 2015	201507	Julio	2015	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	596	CNAE - 2009	Aragón
Junio 2015	201506	Junio	2015	A	Agricultura, ganadería, silvicultura y pesca	Hombres	7225	CNAE - 2009	Aragón
Junio 2015	201506	Junio	2015	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	2229	CNAE - 2009	Aragón
Junio 2015	201506	Junio	2015	B	Industrias extractivas	Hombres	23	CNAE - 2009	Aragón
Junio 2015	201506	Junio	2015	B	Industrias extractivas	Mujeres	5	CNAE - 2009	Aragón
Junio 2015	201506	Junio	2015	C	Industria manufacturera	Hombres	5568	CNAE - 2009	Aragón
Junio 2015	201506	Junio	2015	C	Industria manufacturera	Mujeres	1804	CNAE - 2009	Aragón
Junio 2015	201506	Junio	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	11	CNAE - 2009	Aragón
Junio 2015	201506	Junio	2015	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	3	CNAE - 2009	Aragón
Junio 2015	201506	Junio	2015	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	184	CNAE - 2009	Aragón
