Comarca código	Comarca nombre	Corine Land Cover 2000 nivel 5 descripción	Superficie (has)	Año
13	Campo de Borja	Humedales y zonas pantanosas	427,172257	2000
13	Campo de Borja	Lagos y lagunas	7,930935	2000
13	Campo de Borja	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
13	Campo de Borja	Matorral boscoso de bosque mixto	0	2000
13	Campo de Borja	Matorral boscoso de coníferas	1091,569818	2000
13	Campo de Borja	Matorral boscoso de frondosas	939,250677	2000
13	Campo de Borja	Matorrales subarbustivos o arbustivos muy poco densos	5325,905332	2000
13	Campo de Borja	Mezcla de frondosas	0	2000
13	Campo de Borja	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	0	2000
13	Campo de Borja	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	7299,90903	2000
13	Campo de Borja	Mosaico de cultivos anuales con cultivos  permanentes en  secano	13674,44638	2000
13	Campo de Borja	Mosaico de cultivos anuales con cultivos permanentes en regadío	2035,049955	2000
13	Campo de Borja	Mosaico de cultivos anuales con prados o praderas en regadío	31,574765	2000
13	Campo de Borja	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
13	Campo de Borja	Mosaico de cultivos permanentes en regadío	0	2000
13	Campo de Borja	Mosaico de cultivos permanentes en secano	101,72529	2000
13	Campo de Borja	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
13	Campo de Borja	Olivares en regadío	317,600182	2000
13	Campo de Borja	Olivares en secano	80,669628	2000
13	Campo de Borja	Otras frondosas de plantación	85,835849	2000
13	Campo de Borja	Otros frutales en regadío	335,122347	2000
13	Campo de Borja	Otros pastizales mediterráneos	613,068177	2000
13	Campo de Borja	Pastizales supraforestales mediterráneos	0	2000
13	Campo de Borja	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
13	Campo de Borja	Perennifolias	4063,597433	2000
13	Campo de Borja	Prados y praderas	0	2000
13	Campo de Borja	Ramblas con poca o sin vegetación	0	2000
13	Campo de Borja	Resto de instalaciones deportivas y recreativas	0	2000
13	Campo de Borja	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
13	Campo de Borja	Ríos y cauces naturales	118,990642	2000
13	Campo de Borja	Tejido urbano continuo	388,008099	2000
13	Campo de Borja	Tierras de labor en secano	16056,699264	2000
13	Campo de Borja	Turberas y prados turbosos	0	2000
13	Campo de Borja	Urbanizaciones extensas y/o ajardinadas	18,183233	2000
13	Campo de Borja	Viñedos en regadío	0	2000
13	Campo de Borja	Viñedos en secano	2174,765094	2000
13	Campo de Borja	Xeroestepa subdesértica	0	2000
13	Campo de Borja	Zonas de extracción minera	25,262783	2000
13	Campo de Borja	Zonas en construcción	0	2000
13	Campo de Borja	Zonas industriales	29,216134	2000
13	Campo de Borja	Zonas quemadas	0	2000
13	Campo de Borja	Zonas verdes urbanas	0	2000
14	Aranda	Aeropuertos	0	2000
14	Aranda	Afloramientos rocosos y canchales	280,420926	2000
14	Aranda	Arrozales	0	2000
14	Aranda	Autopistas, autovías y terrenos asociados	0	2000
14	Aranda	Bosque mixto	0	2000
14	Aranda	Bosques de coníferas con hojas aciculares	3579,043131	2000
14	Aranda	Bosques de coníferas con hojas de tipo cupresáceo	0,568866	2000
14	Aranda	Bosques de ribera	122,744182	2000
14	Aranda	Caducifolias y marcescentes	216,603553	2000
14	Aranda	Campos de golf	0	2000
14	Aranda	Canales artificiales	0	2000
14	Aranda	Complejos ferroviarios	0	2000
14	Aranda	Cultivos herbáceos en regadío	25,241307	2000
14	Aranda	Cárcavas y/o zonas en proceso de erosión	0	2000
14	Aranda	Embalses	140,141728	2000
14	Aranda	Escombreras y vertederos	0	2000
14	Aranda	Espacios orófilos altitudinales con vegetación escasa	0	2000
14	Aranda	Estructura urbana abierta	3,310927	2000
14	Aranda	Frutales en secano	90,686972	2000
14	Aranda	Glaciares y nieves permanentes	0	2000
14	Aranda	Grandes formaciones de matorral denso o medianamente denso	9130,656869	2000
14	Aranda	Grandes superficies de equipamientos y servicios	0	2000
14	Aranda	Humedales y zonas pantanosas	0	2000
14	Aranda	Lagos y lagunas	0	2000
14	Aranda	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
14	Aranda	Matorral boscoso de bosque mixto	196,789826	2000
14	Aranda	Matorral boscoso de coníferas	2140,715148	2000
14	Aranda	Matorral boscoso de frondosas	1975,971191	2000
14	Aranda	Matorrales subarbustivos o arbustivos muy poco densos	12430,386006	2000
14	Aranda	Mezcla de frondosas	693,084357	2000
14	Aranda	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	0	2000
14	Aranda	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	4845,011114	2000
14	Aranda	Mosaico de cultivos anuales con cultivos  permanentes en  secano	1621,349974	2000
14	Aranda	Mosaico de cultivos anuales con cultivos permanentes en regadío	1222,908994	2000
14	Aranda	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
14	Aranda	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
14	Aranda	Mosaico de cultivos permanentes en regadío	68,896342	2000
14	Aranda	Mosaico de cultivos permanentes en secano	3537,535327	2000
14	Aranda	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
14	Aranda	Olivares en regadío	125,233369	2000
14	Aranda	Olivares en secano	0	2000
14	Aranda	Otras frondosas de plantación	25,103331	2000
14	Aranda	Otros frutales en regadío	0	2000
14	Aranda	Otros pastizales mediterráneos	3476,501379	2000
14	Aranda	Pastizales supraforestales mediterráneos	139,293046	2000
14	Aranda	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
14	Aranda	Perennifolias	6261,366543	2000
14	Aranda	Prados y praderas	0	2000
14	Aranda	Ramblas con poca o sin vegetación	27,458209	2000
14	Aranda	Resto de instalaciones deportivas y recreativas	0	2000
14	Aranda	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
14	Aranda	Ríos y cauces naturales	0	2000
14	Aranda	Tejido urbano continuo	124,791459	2000
14	Aranda	Tierras de labor en secano	3255,8944	2000
14	Aranda	Turberas y prados turbosos	0	2000
14	Aranda	Urbanizaciones extensas y/o ajardinadas	0	2000
14	Aranda	Viñedos en regadío	0	2000
14	Aranda	Viñedos en secano	167,045496	2000
14	Aranda	Xeroestepa subdesértica	101,669039	2000
14	Aranda	Zonas de extracción minera	0	2000
14	Aranda	Zonas en construcción	0	2000
14	Aranda	Zonas industriales	34,927123	2000
14	Aranda	Zonas quemadas	0	2000
14	Aranda	Zonas verdes urbanas	0	2000
15	Ribera Alta del Ebro	Aeropuertos	0	2000
15	Ribera Alta del Ebro	Afloramientos rocosos y canchales	0	2000
15	Ribera Alta del Ebro	Arrozales	0	2000
15	Ribera Alta del Ebro	Autopistas, autovías y terrenos asociados	579,718546	2000
15	Ribera Alta del Ebro	Bosque mixto	0	2000
15	Ribera Alta del Ebro	Bosques de coníferas con hojas aciculares	529,346764	2000
15	Ribera Alta del Ebro	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
15	Ribera Alta del Ebro	Bosques de ribera	54,175931	2000
15	Ribera Alta del Ebro	Caducifolias y marcescentes	126,877121	2000
15	Ribera Alta del Ebro	Campos de golf	0	2000
15	Ribera Alta del Ebro	Canales artificiales	0	2000
15	Ribera Alta del Ebro	Complejos ferroviarios	0	2000
15	Ribera Alta del Ebro	Cultivos herbáceos en regadío	16451,036971	2000
15	Ribera Alta del Ebro	Cárcavas y/o zonas en proceso de erosión	0	2000
15	Ribera Alta del Ebro	Embalses	7,202509	2000
15	Ribera Alta del Ebro	Escombreras y vertederos	0	2000
15	Ribera Alta del Ebro	Espacios orófilos altitudinales con vegetación escasa	0	2000
15	Ribera Alta del Ebro	Estructura urbana abierta	64,106103	2000
15	Ribera Alta del Ebro	Frutales en secano	0	2000
15	Ribera Alta del Ebro	Glaciares y nieves permanentes	0	2000
15	Ribera Alta del Ebro	Grandes formaciones de matorral denso o medianamente denso	155,082604	2000
15	Ribera Alta del Ebro	Grandes superficies de equipamientos y servicios	0	2000
15	Ribera Alta del Ebro	Humedales y zonas pantanosas	3,025411	2000
15	Ribera Alta del Ebro	Lagos y lagunas	0	2000
15	Ribera Alta del Ebro	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
15	Ribera Alta del Ebro	Matorral boscoso de bosque mixto	0	2000
15	Ribera Alta del Ebro	Matorral boscoso de coníferas	861,102048	2000
15	Ribera Alta del Ebro	Matorral boscoso de frondosas	40,205234	2000
15	Ribera Alta del Ebro	Matorrales subarbustivos o arbustivos muy poco densos	1341,856036	2000
15	Ribera Alta del Ebro	Mezcla de frondosas	0	2000
15	Ribera Alta del Ebro	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	0	2000
15	Ribera Alta del Ebro	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	2033,191167	2000
15	Ribera Alta del Ebro	Mosaico de cultivos anuales con cultivos  permanentes en  secano	298,627504	2000
15	Ribera Alta del Ebro	Mosaico de cultivos anuales con cultivos permanentes en regadío	1672,129823	2000
15	Ribera Alta del Ebro	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
15	Ribera Alta del Ebro	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
15	Ribera Alta del Ebro	Mosaico de cultivos permanentes en regadío	0	2000
15	Ribera Alta del Ebro	Mosaico de cultivos permanentes en secano	0	2000
15	Ribera Alta del Ebro	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
15	Ribera Alta del Ebro	Olivares en regadío	0	2000
15	Ribera Alta del Ebro	Olivares en secano	0	2000
15	Ribera Alta del Ebro	Otras frondosas de plantación	881,318874	2000
15	Ribera Alta del Ebro	Otros frutales en regadío	230,22278	2000
15	Ribera Alta del Ebro	Otros pastizales mediterráneos	251,860722	2000
15	Ribera Alta del Ebro	Pastizales supraforestales mediterráneos	0	2000
15	Ribera Alta del Ebro	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
15	Ribera Alta del Ebro	Perennifolias	0	2000
15	Ribera Alta del Ebro	Prados y praderas	0	2000
15	Ribera Alta del Ebro	Ramblas con poca o sin vegetación	0	2000
15	Ribera Alta del Ebro	Resto de instalaciones deportivas y recreativas	63,100672	2000
15	Ribera Alta del Ebro	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
15	Ribera Alta del Ebro	Ríos y cauces naturales	881,762706	2000
15	Ribera Alta del Ebro	Tejido urbano continuo	516,068695	2000
15	Ribera Alta del Ebro	Tierras de labor en secano	11733,667981	2000
15	Ribera Alta del Ebro	Turberas y prados turbosos	0	2000
15	Ribera Alta del Ebro	Urbanizaciones extensas y/o ajardinadas	25,813231	2000
15	Ribera Alta del Ebro	Viñedos en regadío	0	2000
15	Ribera Alta del Ebro	Viñedos en secano	0	2000
15	Ribera Alta del Ebro	Xeroestepa subdesértica	1945,156827	2000
15	Ribera Alta del Ebro	Zonas de extracción minera	119,360499	2000
15	Ribera Alta del Ebro	Zonas en construcción	147,124785	2000
15	Ribera Alta del Ebro	Zonas industriales	584,038462	2000
15	Ribera Alta del Ebro	Zonas quemadas	0	2000
15	Ribera Alta del Ebro	Zonas verdes urbanas	0	2000
16	Valdejalón	Aeropuertos	0	2000
16	Valdejalón	Afloramientos rocosos y canchales	0	2000
16	Valdejalón	Arrozales	0	2000
16	Valdejalón	Autopistas, autovías y terrenos asociados	580,748583	2000
16	Valdejalón	Bosque mixto	125,048449	2000
16	Valdejalón	Bosques de coníferas con hojas aciculares	2366,818952	2000
16	Valdejalón	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
16	Valdejalón	Bosques de ribera	161,798254	2000
16	Valdejalón	Caducifolias y marcescentes	0	2000
16	Valdejalón	Campos de golf	0	2000
16	Valdejalón	Canales artificiales	0	2000
16	Valdejalón	Complejos ferroviarios	0	2000
16	Valdejalón	Cultivos herbáceos en regadío	3524,089759	2000
16	Valdejalón	Cárcavas y/o zonas en proceso de erosión	0	2000
16	Valdejalón	Embalses	0	2000
16	Valdejalón	Escombreras y vertederos	0	2000
16	Valdejalón	Espacios orófilos altitudinales con vegetación escasa	0	2000
16	Valdejalón	Estructura urbana abierta	0	2000
16	Valdejalón	Frutales en secano	1,540454	2000
16	Valdejalón	Glaciares y nieves permanentes	0	2000
16	Valdejalón	Grandes formaciones de matorral denso o medianamente denso	1654,790405	2000
16	Valdejalón	Grandes superficies de equipamientos y servicios	0	2000
16	Valdejalón	Humedales y zonas pantanosas	0	2000
16	Valdejalón	Lagos y lagunas	0	2000
16	Valdejalón	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
16	Valdejalón	Matorral boscoso de bosque mixto	0	2000
16	Valdejalón	Matorral boscoso de coníferas	2094,972089	2000
16	Valdejalón	Matorral boscoso de frondosas	125,240947	2000
16	Valdejalón	Matorrales subarbustivos o arbustivos muy poco densos	8092,884929	2000
16	Valdejalón	Mezcla de frondosas	0	2000
16	Valdejalón	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	66,749884	2000
16	Valdejalón	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	7144,394799	2000
16	Valdejalón	Mosaico de cultivos anuales con cultivos  permanentes en  secano	9307,806139	2000
16	Valdejalón	Mosaico de cultivos anuales con cultivos permanentes en regadío	9602,827252	2000
16	Valdejalón	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
16	Valdejalón	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
16	Valdejalón	Mosaico de cultivos permanentes en regadío	1108,604299	2000
16	Valdejalón	Mosaico de cultivos permanentes en secano	4594,565953	2000
16	Valdejalón	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
16	Valdejalón	Olivares en regadío	167,872566	2000
16	Valdejalón	Olivares en secano	387,798531	2000
16	Valdejalón	Otras frondosas de plantación	0	2000
16	Valdejalón	Otros frutales en regadío	4343,453674	2000
16	Valdejalón	Otros pastizales mediterráneos	1855,067764	2000
16	Valdejalón	Pastizales supraforestales mediterráneos	0	2000
16	Valdejalón	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
16	Valdejalón	Perennifolias	1017,836264	2000
16	Valdejalón	Prados y praderas	0	2000
16	Valdejalón	Ramblas con poca o sin vegetación	0	2000
16	Valdejalón	Resto de instalaciones deportivas y recreativas	0	2000
16	Valdejalón	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
16	Valdejalón	Ríos y cauces naturales	0	2000
16	Valdejalón	Tejido urbano continuo	483,333927	2000
16	Valdejalón	Tierras de labor en secano	26525,196001	2000
16	Valdejalón	Turberas y prados turbosos	0	2000
16	Valdejalón	Urbanizaciones extensas y/o ajardinadas	123,642733	2000
16	Valdejalón	Viñedos en regadío	146,605833	2000
16	Valdejalón	Viñedos en secano	2971,058138	2000
16	Valdejalón	Xeroestepa subdesértica	3932,351718	2000
16	Valdejalón	Zonas de extracción minera	126,425119	2000
16	Valdejalón	Zonas en construcción	518,859572	2000
16	Valdejalón	Zonas industriales	160,426594	2000
16	Valdejalón	Zonas quemadas	0	2000
16	Valdejalón	Zonas verdes urbanas	0	2000
17	D.C. Zaragoza	Aeropuertos	821,353001	2000
17	D.C. Zaragoza	Afloramientos rocosos y canchales	26,561479	2000
17	D.C. Zaragoza	Arrozales	0	2000
17	D.C. Zaragoza	Autopistas, autovías y terrenos asociados	1577,466438	2000
17	D.C. Zaragoza	Bosque mixto	0	2000
17	D.C. Zaragoza	Bosques de coníferas con hojas aciculares	8303,265913	2000
17	D.C. Zaragoza	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
17	D.C. Zaragoza	Bosques de ribera	897,131417	2000
17	D.C. Zaragoza	Caducifolias y marcescentes	73,783922	2000
17	D.C. Zaragoza	Campos de golf	130,517881	2000
17	D.C. Zaragoza	Canales artificiales	0	2000
17	D.C. Zaragoza	Complejos ferroviarios	78,478609	2000
17	D.C. Zaragoza	Cultivos herbáceos en regadío	37133,24662	2000
17	D.C. Zaragoza	Cárcavas y/o zonas en proceso de erosión	0	2000
17	D.C. Zaragoza	Embalses	12,163915	2000
17	D.C. Zaragoza	Escombreras y vertederos	255,503141	2000
17	D.C. Zaragoza	Espacios orófilos altitudinales con vegetación escasa	0	2000
17	D.C. Zaragoza	Estructura urbana abierta	826,104222	2000
17	D.C. Zaragoza	Frutales en secano	0	2000
17	D.C. Zaragoza	Glaciares y nieves permanentes	0	2000
17	D.C. Zaragoza	Grandes formaciones de matorral denso o medianamente denso	7825,251572	2000
17	D.C. Zaragoza	Grandes superficies de equipamientos y servicios	46,009573	2000
17	D.C. Zaragoza	Humedales y zonas pantanosas	364,53709	2000
17	D.C. Zaragoza	Lagos y lagunas	0	2000
17	D.C. Zaragoza	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
17	D.C. Zaragoza	Matorral boscoso de bosque mixto	255,968728	2000
17	D.C. Zaragoza	Matorral boscoso de coníferas	3720,316946	2000
17	D.C. Zaragoza	Matorral boscoso de frondosas	94,672947	2000
17	D.C. Zaragoza	Matorrales subarbustivos o arbustivos muy poco densos	29834,788616	2000
17	D.C. Zaragoza	Mezcla de frondosas	0	2000
17	D.C. Zaragoza	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	0	2000
17	D.C. Zaragoza	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	23149,709384	2000
17	D.C. Zaragoza	Mosaico de cultivos anuales con cultivos  permanentes en  secano	967,599674	2000
17	D.C. Zaragoza	Mosaico de cultivos anuales con cultivos permanentes en regadío	409,512413	2000
17	D.C. Zaragoza	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
17	D.C. Zaragoza	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
17	D.C. Zaragoza	Mosaico de cultivos permanentes en regadío	0	2000
17	D.C. Zaragoza	Mosaico de cultivos permanentes en secano	0	2000
17	D.C. Zaragoza	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
17	D.C. Zaragoza	Olivares en regadío	61,605211	2000
17	D.C. Zaragoza	Olivares en secano	69,771689	2000
17	D.C. Zaragoza	Otras frondosas de plantación	270,393833	2000
17	D.C. Zaragoza	Otros frutales en regadío	510,186212	2000
17	D.C. Zaragoza	Otros pastizales mediterráneos	13631,127612	2000
17	D.C. Zaragoza	Pastizales supraforestales mediterráneos	0	2000
17	D.C. Zaragoza	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
17	D.C. Zaragoza	Perennifolias	0	2000
17	D.C. Zaragoza	Prados y praderas	0	2000
17	D.C. Zaragoza	Ramblas con poca o sin vegetación	0	2000
17	D.C. Zaragoza	Resto de instalaciones deportivas y recreativas	158,768263	2000
17	D.C. Zaragoza	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
17	D.C. Zaragoza	Ríos y cauces naturales	1850,834903	2000
17	D.C. Zaragoza	Tejido urbano continuo	2866,524975	2000
17	D.C. Zaragoza	Tierras de labor en secano	70636,430992	2000
17	D.C. Zaragoza	Turberas y prados turbosos	0	2000
17	D.C. Zaragoza	Urbanizaciones extensas y/o ajardinadas	2026,952198	2000
17	D.C. Zaragoza	Viñedos en regadío	0	2000
17	D.C. Zaragoza	Viñedos en secano	132,46852	2000
17	D.C. Zaragoza	Xeroestepa subdesértica	14211,203442	2000
17	D.C. Zaragoza	Zonas de extracción minera	921,536184	2000
17	D.C. Zaragoza	Zonas en construcción	1378,163366	2000
17	D.C. Zaragoza	Zonas industriales	3200,079972	2000
17	D.C. Zaragoza	Zonas quemadas	0	2000
17	D.C. Zaragoza	Zonas verdes urbanas	154,646752	2000
18	Ribera Baja del Ebro	Aeropuertos	0	2000
18	Ribera Baja del Ebro	Afloramientos rocosos y canchales	0	2000
18	Ribera Baja del Ebro	Arrozales	0	2000
18	Ribera Baja del Ebro	Autopistas, autovías y terrenos asociados	194,413049	2000
18	Ribera Baja del Ebro	Bosque mixto	0	2000
18	Ribera Baja del Ebro	Bosques de coníferas con hojas aciculares	3305,595552	2000
18	Ribera Baja del Ebro	Bosques de coníferas con hojas de tipo cupresáceo	210,782869	2000
18	Ribera Baja del Ebro	Bosques de ribera	213,920922	2000
18	Ribera Baja del Ebro	Caducifolias y marcescentes	0	2000
18	Ribera Baja del Ebro	Campos de golf	0	2000
18	Ribera Baja del Ebro	Canales artificiales	0	2000
18	Ribera Baja del Ebro	Complejos ferroviarios	0	2000
18	Ribera Baja del Ebro	Cultivos herbáceos en regadío	12265,894702	2000
18	Ribera Baja del Ebro	Cárcavas y/o zonas en proceso de erosión	0	2000
18	Ribera Baja del Ebro	Embalses	553,200636	2000
18	Ribera Baja del Ebro	Escombreras y vertederos	20,116383	2000
18	Ribera Baja del Ebro	Espacios orófilos altitudinales con vegetación escasa	0	2000
18	Ribera Baja del Ebro	Estructura urbana abierta	49,662258	2000
18	Ribera Baja del Ebro	Frutales en secano	0	2000
18	Ribera Baja del Ebro	Glaciares y nieves permanentes	0	2000
18	Ribera Baja del Ebro	Grandes formaciones de matorral denso o medianamente denso	885,988863	2000
18	Ribera Baja del Ebro	Grandes superficies de equipamientos y servicios	0	2000
18	Ribera Baja del Ebro	Humedales y zonas pantanosas	468,675241	2000
18	Ribera Baja del Ebro	Lagos y lagunas	0	2000
18	Ribera Baja del Ebro	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
18	Ribera Baja del Ebro	Matorral boscoso de bosque mixto	0	2000
18	Ribera Baja del Ebro	Matorral boscoso de coníferas	2943,926761	2000
18	Ribera Baja del Ebro	Matorral boscoso de frondosas	0	2000
18	Ribera Baja del Ebro	Matorrales subarbustivos o arbustivos muy poco densos	8911,281078	2000
18	Ribera Baja del Ebro	Mezcla de frondosas	0	2000
18	Ribera Baja del Ebro	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	72,251917	2000
18	Ribera Baja del Ebro	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	21414,341852	2000
18	Ribera Baja del Ebro	Mosaico de cultivos anuales con cultivos  permanentes en  secano	0	2000
18	Ribera Baja del Ebro	Mosaico de cultivos anuales con cultivos permanentes en regadío	664,752277	2000
18	Ribera Baja del Ebro	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
18	Ribera Baja del Ebro	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
18	Ribera Baja del Ebro	Mosaico de cultivos permanentes en regadío	0	2000
18	Ribera Baja del Ebro	Mosaico de cultivos permanentes en secano	0	2000
18	Ribera Baja del Ebro	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
18	Ribera Baja del Ebro	Olivares en regadío	508,154223	2000
18	Ribera Baja del Ebro	Olivares en secano	154,789397	2000
18	Ribera Baja del Ebro	Otras frondosas de plantación	300,890819	2000
18	Ribera Baja del Ebro	Otros frutales en regadío	419,557311	2000
18	Ribera Baja del Ebro	Otros pastizales mediterráneos	0	2000
18	Ribera Baja del Ebro	Pastizales supraforestales mediterráneos	0	2000
18	Ribera Baja del Ebro	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
18	Ribera Baja del Ebro	Perennifolias	0	2000
18	Ribera Baja del Ebro	Prados y praderas	0	2000
18	Ribera Baja del Ebro	Ramblas con poca o sin vegetación	0	2000
18	Ribera Baja del Ebro	Resto de instalaciones deportivas y recreativas	0	2000
18	Ribera Baja del Ebro	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
18	Ribera Baja del Ebro	Ríos y cauces naturales	1465,747496	2000
18	Ribera Baja del Ebro	Tejido urbano continuo	252,018041	2000
18	Ribera Baja del Ebro	Tierras de labor en secano	41882,306802	2000
18	Ribera Baja del Ebro	Turberas y prados turbosos	0	2000
18	Ribera Baja del Ebro	Urbanizaciones extensas y/o ajardinadas	6,40459	2000
18	Ribera Baja del Ebro	Viñedos en regadío	0	2000
18	Ribera Baja del Ebro	Viñedos en secano	0	2000
18	Ribera Baja del Ebro	Xeroestepa subdesértica	687,803823	2000
18	Ribera Baja del Ebro	Zonas de extracción minera	526,70987	2000
18	Ribera Baja del Ebro	Zonas en construcción	193,302206	2000
18	Ribera Baja del Ebro	Zonas industriales	454,521623	2000
18	Ribera Baja del Ebro	Zonas quemadas	0	2000
18	Ribera Baja del Ebro	Zonas verdes urbanas	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Aeropuertos	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Afloramientos rocosos y canchales	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Arrozales	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Autopistas, autovías y terrenos asociados	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Bosque mixto	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Bosques de coníferas con hojas aciculares	12105,054777	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Bosques de ribera	524,173709	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Caducifolias y marcescentes	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Campos de golf	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Canales artificiales	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Complejos ferroviarios	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Cultivos herbáceos en regadío	4891,622114	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Cárcavas y/o zonas en proceso de erosión	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Embalses	4696,387726	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Escombreras y vertederos	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Espacios orófilos altitudinales con vegetación escasa	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Estructura urbana abierta	50,147614	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Frutales en secano	2209,091633	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Glaciares y nieves permanentes	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Grandes formaciones de matorral denso o medianamente denso	4633,923658	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Grandes superficies de equipamientos y servicios	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Humedales y zonas pantanosas	101,035483	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Lagos y lagunas	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Matorral boscoso de bosque mixto	109,783419	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Matorral boscoso de coníferas	9880,043996	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Matorral boscoso de frondosas	31,548466	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Matorrales subarbustivos o arbustivos muy poco densos	2595,356008	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mezcla de frondosas	0	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	121,043974	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	18341,205955	2000
