Comarca código	Comarca nombre	Corine Land Cover 2000 nivel 5 descripción	Superficie (has)	Año
07	Somontano de Barbastro	Cultivos herbáceos en regadío	16372,155331	2000
07	Somontano de Barbastro	Cárcavas y/o zonas en proceso de erosión	119,461694	2000
07	Somontano de Barbastro	Embalses	412,824527	2000
07	Somontano de Barbastro	Escombreras y vertederos	0	2000
07	Somontano de Barbastro	Espacios orófilos altitudinales con vegetación escasa	0	2000
07	Somontano de Barbastro	Estructura urbana abierta	62,889239	2000
07	Somontano de Barbastro	Frutales en secano	0	2000
07	Somontano de Barbastro	Glaciares y nieves permanentes	0	2000
07	Somontano de Barbastro	Grandes formaciones de matorral denso o medianamente denso	12234,083618	2000
07	Somontano de Barbastro	Grandes superficies de equipamientos y servicios	17,691119	2000
07	Somontano de Barbastro	Humedales y zonas pantanosas	0	2000
07	Somontano de Barbastro	Lagos y lagunas	0	2000
07	Somontano de Barbastro	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
07	Somontano de Barbastro	Matorral boscoso de bosque mixto	1280,757392	2000
07	Somontano de Barbastro	Matorral boscoso de coníferas	1615,293137	2000
07	Somontano de Barbastro	Matorral boscoso de frondosas	8931,704543	2000
07	Somontano de Barbastro	Matorrales subarbustivos o arbustivos muy poco densos	8399,617789	2000
07	Somontano de Barbastro	Mezcla de frondosas	543,805952	2000
07	Somontano de Barbastro	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	283,536929	2000
07	Somontano de Barbastro	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	5214,791048	2000
07	Somontano de Barbastro	Mosaico de cultivos anuales con cultivos  permanentes en  secano	11467,008066	2000
07	Somontano de Barbastro	Mosaico de cultivos anuales con cultivos permanentes en regadío	1007,966975	2000
07	Somontano de Barbastro	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
07	Somontano de Barbastro	Mosaico de cultivos anuales con prados o praderas en secano	72,229007	2000
07	Somontano de Barbastro	Mosaico de cultivos permanentes en regadío	92,004288	2000
07	Somontano de Barbastro	Mosaico de cultivos permanentes en secano	2855,010301	2000
07	Somontano de Barbastro	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
07	Somontano de Barbastro	Olivares en regadío	0	2000
07	Somontano de Barbastro	Olivares en secano	707,947791	2000
07	Somontano de Barbastro	Otras frondosas de plantación	25,225058	2000
07	Somontano de Barbastro	Otros frutales en regadío	169,055432	2000
07	Somontano de Barbastro	Otros pastizales mediterráneos	299,054662	2000
07	Somontano de Barbastro	Pastizales supraforestales mediterráneos	0	2000
07	Somontano de Barbastro	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
07	Somontano de Barbastro	Perennifolias	8493,198279	2000
07	Somontano de Barbastro	Prados y praderas	0	2000
07	Somontano de Barbastro	Ramblas con poca o sin vegetación	482,989299	2000
07	Somontano de Barbastro	Resto de instalaciones deportivas y recreativas	10,105191	2000
07	Somontano de Barbastro	Rocas desnudas con fuerte pendiente (acantilados, etc.)	94,193367	2000
07	Somontano de Barbastro	Ríos y cauces naturales	0	2000
07	Somontano de Barbastro	Tejido urbano continuo	415,650584	2000
07	Somontano de Barbastro	Tierras de labor en secano	24725,910644	2000
07	Somontano de Barbastro	Turberas y prados turbosos	0	2000
07	Somontano de Barbastro	Urbanizaciones extensas y/o ajardinadas	98,081778	2000
07	Somontano de Barbastro	Viñedos en regadío	0	2000
07	Somontano de Barbastro	Viñedos en secano	1944,455849	2000
07	Somontano de Barbastro	Xeroestepa subdesértica	0	2000
07	Somontano de Barbastro	Zonas de extracción minera	151,887577	2000
07	Somontano de Barbastro	Zonas en construcción	0	2000
07	Somontano de Barbastro	Zonas industriales	209,552495	2000
07	Somontano de Barbastro	Zonas quemadas	0	2000
07	Somontano de Barbastro	Zonas verdes urbanas	0	2000
08	Cinca Medio	Aeropuertos	0	2000
08	Cinca Medio	Afloramientos rocosos y canchales	0	2000
08	Cinca Medio	Arrozales	2532,592517	2000
08	Cinca Medio	Autopistas, autovías y terrenos asociados	0	2000
08	Cinca Medio	Bosque mixto	88,741804	2000
08	Cinca Medio	Bosques de coníferas con hojas aciculares	164,511369	2000
08	Cinca Medio	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
08	Cinca Medio	Bosques de ribera	1476,655979	2000
08	Cinca Medio	Caducifolias y marcescentes	0	2000
08	Cinca Medio	Campos de golf	0	2000
08	Cinca Medio	Canales artificiales	0	2000
08	Cinca Medio	Complejos ferroviarios	0	2000
08	Cinca Medio	Cultivos herbáceos en regadío	35000,117413	2000
08	Cinca Medio	Cárcavas y/o zonas en proceso de erosión	0	2000
08	Cinca Medio	Embalses	52,828206	2000
08	Cinca Medio	Escombreras y vertederos	37,739396	2000
08	Cinca Medio	Espacios orófilos altitudinales con vegetación escasa	0	2000
08	Cinca Medio	Estructura urbana abierta	101,429385	2000
08	Cinca Medio	Frutales en secano	0	2000
08	Cinca Medio	Glaciares y nieves permanentes	0	2000
08	Cinca Medio	Grandes formaciones de matorral denso o medianamente denso	1216,71287	2000
08	Cinca Medio	Grandes superficies de equipamientos y servicios	0	2000
08	Cinca Medio	Humedales y zonas pantanosas	0	2000
08	Cinca Medio	Lagos y lagunas	0	2000
08	Cinca Medio	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
08	Cinca Medio	Matorral boscoso de bosque mixto	0	2000
08	Cinca Medio	Matorral boscoso de coníferas	0	2000
08	Cinca Medio	Matorral boscoso de frondosas	781,484635	2000
08	Cinca Medio	Matorrales subarbustivos o arbustivos muy poco densos	3640,764656	2000
08	Cinca Medio	Mezcla de frondosas	0	2000
08	Cinca Medio	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	365,304307	2000
08	Cinca Medio	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	470,173731	2000
08	Cinca Medio	Mosaico de cultivos anuales con cultivos  permanentes en  secano	615,873887	2000
08	Cinca Medio	Mosaico de cultivos anuales con cultivos permanentes en regadío	2246,93366	2000
08	Cinca Medio	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
08	Cinca Medio	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
08	Cinca Medio	Mosaico de cultivos permanentes en regadío	32,184652	2000
08	Cinca Medio	Mosaico de cultivos permanentes en secano	254,175924	2000
08	Cinca Medio	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
08	Cinca Medio	Olivares en regadío	0	2000
08	Cinca Medio	Olivares en secano	2,089087	2000
08	Cinca Medio	Otras frondosas de plantación	776,045781	2000
08	Cinca Medio	Otros frutales en regadío	110,432017	2000
08	Cinca Medio	Otros pastizales mediterráneos	27,120631	2000
08	Cinca Medio	Pastizales supraforestales mediterráneos	0	2000
08	Cinca Medio	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
08	Cinca Medio	Perennifolias	137,901271	2000
08	Cinca Medio	Prados y praderas	0	2000
08	Cinca Medio	Ramblas con poca o sin vegetación	104,630234	2000
08	Cinca Medio	Resto de instalaciones deportivas y recreativas	0	2000
08	Cinca Medio	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
08	Cinca Medio	Ríos y cauces naturales	0	2000
08	Cinca Medio	Tejido urbano continuo	350,09973	2000
08	Cinca Medio	Tierras de labor en secano	6740,080598	2000
08	Cinca Medio	Turberas y prados turbosos	0	2000
08	Cinca Medio	Urbanizaciones extensas y/o ajardinadas	15,161899	2000
08	Cinca Medio	Viñedos en regadío	0	2000
08	Cinca Medio	Viñedos en secano	0	2000
08	Cinca Medio	Xeroestepa subdesértica	79,941838	2000
08	Cinca Medio	Zonas de extracción minera	19,046161	2000
08	Cinca Medio	Zonas en construcción	0	2000
08	Cinca Medio	Zonas industriales	280,110554	2000
08	Cinca Medio	Zonas quemadas	0	2000
08	Cinca Medio	Zonas verdes urbanas	0	2000
09	La Litera / La Llitera	Aeropuertos	0	2000
09	La Litera / La Llitera	Afloramientos rocosos y canchales	0	2000
09	La Litera / La Llitera	Arrozales	255,592538	2000
09	La Litera / La Llitera	Autopistas, autovías y terrenos asociados	0	2000
09	La Litera / La Llitera	Bosque mixto	1148,292823	2000
09	La Litera / La Llitera	Bosques de coníferas con hojas aciculares	3566,250574	2000
09	La Litera / La Llitera	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
09	La Litera / La Llitera	Bosques de ribera	29,599746	2000
09	La Litera / La Llitera	Caducifolias y marcescentes	277,298636	2000
09	La Litera / La Llitera	Campos de golf	0	2000
09	La Litera / La Llitera	Canales artificiales	0	2000
09	La Litera / La Llitera	Complejos ferroviarios	0	2000
09	La Litera / La Llitera	Cultivos herbáceos en regadío	23773,915601	2000
09	La Litera / La Llitera	Cárcavas y/o zonas en proceso de erosión	0	2000
09	La Litera / La Llitera	Embalses	395,087611	2000
09	La Litera / La Llitera	Escombreras y vertederos	0	2000
09	La Litera / La Llitera	Espacios orófilos altitudinales con vegetación escasa	0	2000
09	La Litera / La Llitera	Estructura urbana abierta	11,901171	2000
09	La Litera / La Llitera	Frutales en secano	0	2000
09	La Litera / La Llitera	Glaciares y nieves permanentes	0	2000
09	La Litera / La Llitera	Grandes formaciones de matorral denso o medianamente denso	3959,991376	2000
09	La Litera / La Llitera	Grandes superficies de equipamientos y servicios	0	2000
09	La Litera / La Llitera	Humedales y zonas pantanosas	0	2000
09	La Litera / La Llitera	Lagos y lagunas	0	2000
09	La Litera / La Llitera	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
09	La Litera / La Llitera	Matorral boscoso de bosque mixto	733,110857	2000
09	La Litera / La Llitera	Matorral boscoso de coníferas	707,404464	2000
09	La Litera / La Llitera	Matorral boscoso de frondosas	4099,423295	2000
09	La Litera / La Llitera	Matorrales subarbustivos o arbustivos muy poco densos	3033,305647	2000
09	La Litera / La Llitera	Mezcla de frondosas	303,801989	2000
09	La Litera / La Llitera	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	212,469584	2000
09	La Litera / La Llitera	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	2040,092658	2000
09	La Litera / La Llitera	Mosaico de cultivos anuales con cultivos  permanentes en  secano	3805,183206	2000
09	La Litera / La Llitera	Mosaico de cultivos anuales con cultivos permanentes en regadío	5106,932724	2000
09	La Litera / La Llitera	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
09	La Litera / La Llitera	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
09	La Litera / La Llitera	Mosaico de cultivos permanentes en regadío	0	2000
09	La Litera / La Llitera	Mosaico de cultivos permanentes en secano	536,779722	2000
09	La Litera / La Llitera	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
09	La Litera / La Llitera	Olivares en regadío	0	2000
09	La Litera / La Llitera	Olivares en secano	364,915341	2000
09	La Litera / La Llitera	Otras frondosas de plantación	24,119713	2000
09	La Litera / La Llitera	Otros frutales en regadío	625,026463	2000
09	La Litera / La Llitera	Otros pastizales mediterráneos	128,822154	2000
09	La Litera / La Llitera	Pastizales supraforestales mediterráneos	0	2000
09	La Litera / La Llitera	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
09	La Litera / La Llitera	Perennifolias	4293,628968	2000
09	La Litera / La Llitera	Prados y praderas	0	2000
09	La Litera / La Llitera	Ramblas con poca o sin vegetación	94,005344	2000
09	La Litera / La Llitera	Resto de instalaciones deportivas y recreativas	0	2000
09	La Litera / La Llitera	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
09	La Litera / La Llitera	Ríos y cauces naturales	0	2000
09	La Litera / La Llitera	Tejido urbano continuo	329,17721	2000
09	La Litera / La Llitera	Tierras de labor en secano	13416,602731	2000
09	La Litera / La Llitera	Turberas y prados turbosos	0	2000
09	La Litera / La Llitera	Urbanizaciones extensas y/o ajardinadas	34,537182	2000
09	La Litera / La Llitera	Viñedos en regadío	0	2000
09	La Litera / La Llitera	Viñedos en secano	0	2000
09	La Litera / La Llitera	Xeroestepa subdesértica	0	2000
09	La Litera / La Llitera	Zonas de extracción minera	30,334372	2000
09	La Litera / La Llitera	Zonas en construcción	2,82695	2000
09	La Litera / La Llitera	Zonas industriales	111,288406	2000
09	La Litera / La Llitera	Zonas quemadas	0	2000
09	La Litera / La Llitera	Zonas verdes urbanas	0	2000
10	Los Monegros	Aeropuertos	0	2000
10	Los Monegros	Afloramientos rocosos y canchales	0	2000
10	Los Monegros	Arrozales	6108,032395	2000
10	Los Monegros	Autopistas, autovías y terrenos asociados	352,068328	2000
10	Los Monegros	Bosque mixto	387,677068	2000
10	Los Monegros	Bosques de coníferas con hojas aciculares	15526,646267	2000
10	Los Monegros	Bosques de coníferas con hojas de tipo cupresáceo	180,012084	2000
10	Los Monegros	Bosques de ribera	335,237724	2000
10	Los Monegros	Caducifolias y marcescentes	122,841345	2000
10	Los Monegros	Campos de golf	0	2000
10	Los Monegros	Canales artificiales	27,221121	2000
10	Los Monegros	Complejos ferroviarios	0	2000
10	Los Monegros	Cultivos herbáceos en regadío	75872,496562	2000
10	Los Monegros	Cárcavas y/o zonas en proceso de erosión	139,606935	2000
10	Los Monegros	Embalses	129,829556	2000
10	Los Monegros	Escombreras y vertederos	0	2000
10	Los Monegros	Espacios orófilos altitudinales con vegetación escasa	0	2000
10	Los Monegros	Estructura urbana abierta	151,425564	2000
10	Los Monegros	Frutales en secano	59,631119	2000
10	Los Monegros	Glaciares y nieves permanentes	0	2000
10	Los Monegros	Grandes formaciones de matorral denso o medianamente denso	8271,31201	2000
10	Los Monegros	Grandes superficies de equipamientos y servicios	0	2000
10	Los Monegros	Humedales y zonas pantanosas	523,213477	2000
10	Los Monegros	Lagos y lagunas	199,935827	2000
10	Los Monegros	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
10	Los Monegros	Matorral boscoso de bosque mixto	873,927265	2000
10	Los Monegros	Matorral boscoso de coníferas	5905,239218	2000
10	Los Monegros	Matorral boscoso de frondosas	173,896302	2000
10	Los Monegros	Matorrales subarbustivos o arbustivos muy poco densos	14632,047726	2000
10	Los Monegros	Mezcla de frondosas	120,7872	2000
10	Los Monegros	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	75,84357	2000
10	Los Monegros	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	22084,451607	2000
10	Los Monegros	Mosaico de cultivos anuales con cultivos  permanentes en  secano	2409,717879	2000
10	Los Monegros	Mosaico de cultivos anuales con cultivos permanentes en regadío	343,528347	2000
10	Los Monegros	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
10	Los Monegros	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
10	Los Monegros	Mosaico de cultivos permanentes en regadío	0	2000
10	Los Monegros	Mosaico de cultivos permanentes en secano	0	2000
10	Los Monegros	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
10	Los Monegros	Olivares en regadío	0	2000
10	Los Monegros	Olivares en secano	0	2000
10	Los Monegros	Otras frondosas de plantación	109,411451	2000
10	Los Monegros	Otros frutales en regadío	0	2000
10	Los Monegros	Otros pastizales mediterráneos	540,411009	2000
10	Los Monegros	Pastizales supraforestales mediterráneos	0	2000
10	Los Monegros	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
10	Los Monegros	Perennifolias	55,0817	2000
10	Los Monegros	Prados y praderas	0	2000
10	Los Monegros	Ramblas con poca o sin vegetación	0	2000
10	Los Monegros	Resto de instalaciones deportivas y recreativas	5,675459	2000
10	Los Monegros	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
10	Los Monegros	Ríos y cauces naturales	0	2000
10	Los Monegros	Tejido urbano continuo	792,547832	2000
10	Los Monegros	Tierras de labor en secano	117814,904037	2000
10	Los Monegros	Turberas y prados turbosos	0	2000
10	Los Monegros	Urbanizaciones extensas y/o ajardinadas	19,805943	2000
10	Los Monegros	Viñedos en regadío	0	2000
10	Los Monegros	Viñedos en secano	0	2000
10	Los Monegros	Xeroestepa subdesértica	1517,298891	2000
10	Los Monegros	Zonas de extracción minera	63,35577	2000
10	Los Monegros	Zonas en construcción	302,442665	2000
10	Los Monegros	Zonas industriales	321,172965	2000
10	Los Monegros	Zonas quemadas	0	2000
10	Los Monegros	Zonas verdes urbanas	0	2000
11	Bajo Cinca / Baix Cinca	Aeropuertos	0	2000
11	Bajo Cinca / Baix Cinca	Afloramientos rocosos y canchales	0	2000
11	Bajo Cinca / Baix Cinca	Arrozales	146,77766	2000
11	Bajo Cinca / Baix Cinca	Autopistas, autovías y terrenos asociados	469,241258	2000
11	Bajo Cinca / Baix Cinca	Bosque mixto	0	2000
11	Bajo Cinca / Baix Cinca	Bosques de coníferas con hojas aciculares	14186,936886	2000
11	Bajo Cinca / Baix Cinca	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
11	Bajo Cinca / Baix Cinca	Bosques de ribera	630,163503	2000
11	Bajo Cinca / Baix Cinca	Caducifolias y marcescentes	0	2000
11	Bajo Cinca / Baix Cinca	Campos de golf	0	2000
11	Bajo Cinca / Baix Cinca	Canales artificiales	0	2000
11	Bajo Cinca / Baix Cinca	Complejos ferroviarios	0	2000
11	Bajo Cinca / Baix Cinca	Cultivos herbáceos en regadío	16686,567992	2000
11	Bajo Cinca / Baix Cinca	Cárcavas y/o zonas en proceso de erosión	0	2000
11	Bajo Cinca / Baix Cinca	Embalses	2776,492126	2000
11	Bajo Cinca / Baix Cinca	Escombreras y vertederos	0	2000
11	Bajo Cinca / Baix Cinca	Espacios orófilos altitudinales con vegetación escasa	0	2000
11	Bajo Cinca / Baix Cinca	Estructura urbana abierta	118,818269	2000
11	Bajo Cinca / Baix Cinca	Frutales en secano	2786,032664	2000
11	Bajo Cinca / Baix Cinca	Glaciares y nieves permanentes	0	2000
11	Bajo Cinca / Baix Cinca	Grandes formaciones de matorral denso o medianamente denso	8745,743143	2000
11	Bajo Cinca / Baix Cinca	Grandes superficies de equipamientos y servicios	0	2000
11	Bajo Cinca / Baix Cinca	Humedales y zonas pantanosas	86,583651	2000
11	Bajo Cinca / Baix Cinca	Lagos y lagunas	0	2000
11	Bajo Cinca / Baix Cinca	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
11	Bajo Cinca / Baix Cinca	Matorral boscoso de bosque mixto	160,654195	2000
11	Bajo Cinca / Baix Cinca	Matorral boscoso de coníferas	11286,716656	2000
11	Bajo Cinca / Baix Cinca	Matorral boscoso de frondosas	192,086191	2000
11	Bajo Cinca / Baix Cinca	Matorrales subarbustivos o arbustivos muy poco densos	6062,861272	2000
11	Bajo Cinca / Baix Cinca	Mezcla de frondosas	0	2000
11	Bajo Cinca / Baix Cinca	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	698,452768	2000
11	Bajo Cinca / Baix Cinca	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	8019,235766	2000
11	Bajo Cinca / Baix Cinca	Mosaico de cultivos anuales con cultivos  permanentes en  secano	4075,955898	2000
11	Bajo Cinca / Baix Cinca	Mosaico de cultivos anuales con cultivos permanentes en regadío	7366,926137	2000
11	Bajo Cinca / Baix Cinca	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
11	Bajo Cinca / Baix Cinca	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
11	Bajo Cinca / Baix Cinca	Mosaico de cultivos permanentes en regadío	296,728249	2000
11	Bajo Cinca / Baix Cinca	Mosaico de cultivos permanentes en secano	1677,916178	2000
11	Bajo Cinca / Baix Cinca	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
11	Bajo Cinca / Baix Cinca	Olivares en regadío	0	2000
11	Bajo Cinca / Baix Cinca	Olivares en secano	53,532428	2000
11	Bajo Cinca / Baix Cinca	Otras frondosas de plantación	444,544668	2000
11	Bajo Cinca / Baix Cinca	Otros frutales en regadío	8424,585542	2000
11	Bajo Cinca / Baix Cinca	Otros pastizales mediterráneos	0	2000
11	Bajo Cinca / Baix Cinca	Pastizales supraforestales mediterráneos	0	2000
11	Bajo Cinca / Baix Cinca	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
11	Bajo Cinca / Baix Cinca	Perennifolias	0	2000
11	Bajo Cinca / Baix Cinca	Prados y praderas	0	2000
11	Bajo Cinca / Baix Cinca	Ramblas con poca o sin vegetación	0	2000
11	Bajo Cinca / Baix Cinca	Resto de instalaciones deportivas y recreativas	5,212351	2000
11	Bajo Cinca / Baix Cinca	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
11	Bajo Cinca / Baix Cinca	Ríos y cauces naturales	764,591199	2000
11	Bajo Cinca / Baix Cinca	Tejido urbano continuo	252,665404	2000
11	Bajo Cinca / Baix Cinca	Tierras de labor en secano	44849,547593	2000
11	Bajo Cinca / Baix Cinca	Turberas y prados turbosos	0	2000
11	Bajo Cinca / Baix Cinca	Urbanizaciones extensas y/o ajardinadas	38,833532	2000
11	Bajo Cinca / Baix Cinca	Viñedos en regadío	0	2000
11	Bajo Cinca / Baix Cinca	Viñedos en secano	0	2000
11	Bajo Cinca / Baix Cinca	Xeroestepa subdesértica	52,307396	2000
11	Bajo Cinca / Baix Cinca	Zonas de extracción minera	66,895985	2000
11	Bajo Cinca / Baix Cinca	Zonas en construcción	407,230712	2000
11	Bajo Cinca / Baix Cinca	Zonas industriales	239,477337	2000
11	Bajo Cinca / Baix Cinca	Zonas quemadas	0	2000
11	Bajo Cinca / Baix Cinca	Zonas verdes urbanas	0	2000
12	Tarazona y el Moncayo	Aeropuertos	0	2000
12	Tarazona y el Moncayo	Afloramientos rocosos y canchales	120,12079	2000
12	Tarazona y el Moncayo	Arrozales	0	2000
12	Tarazona y el Moncayo	Autopistas, autovías y terrenos asociados	0	2000
12	Tarazona y el Moncayo	Bosque mixto	357,043195	2000
12	Tarazona y el Moncayo	Bosques de coníferas con hojas aciculares	4005,891194	2000
12	Tarazona y el Moncayo	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
12	Tarazona y el Moncayo	Bosques de ribera	33,864911	2000
12	Tarazona y el Moncayo	Caducifolias y marcescentes	1709,416651	2000
12	Tarazona y el Moncayo	Campos de golf	0	2000
12	Tarazona y el Moncayo	Canales artificiales	0	2000
12	Tarazona y el Moncayo	Complejos ferroviarios	0	2000
12	Tarazona y el Moncayo	Cultivos herbáceos en regadío	3932,892745	2000
12	Tarazona y el Moncayo	Cárcavas y/o zonas en proceso de erosión	0	2000
12	Tarazona y el Moncayo	Embalses	22,892747	2000
12	Tarazona y el Moncayo	Escombreras y vertederos	0	2000
12	Tarazona y el Moncayo	Espacios orófilos altitudinales con vegetación escasa	0	2000
12	Tarazona y el Moncayo	Estructura urbana abierta	96,245923	2000
12	Tarazona y el Moncayo	Frutales en secano	47,404581	2000
12	Tarazona y el Moncayo	Glaciares y nieves permanentes	0	2000
12	Tarazona y el Moncayo	Grandes formaciones de matorral denso o medianamente denso	2311,56872	2000
12	Tarazona y el Moncayo	Grandes superficies de equipamientos y servicios	0	2000
12	Tarazona y el Moncayo	Humedales y zonas pantanosas	9,798783	2000
12	Tarazona y el Moncayo	Lagos y lagunas	0	2000
12	Tarazona y el Moncayo	Landas y matorrales en climas húmedos. Vegetación mesófila	33,497458	2000
12	Tarazona y el Moncayo	Matorral boscoso de bosque mixto	0	2000
12	Tarazona y el Moncayo	Matorral boscoso de coníferas	199,190581	2000
12	Tarazona y el Moncayo	Matorral boscoso de frondosas	1070,244361	2000
12	Tarazona y el Moncayo	Matorrales subarbustivos o arbustivos muy poco densos	6466,270176	2000
12	Tarazona y el Moncayo	Mezcla de frondosas	226,645925	2000
12	Tarazona y el Moncayo	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	0	2000
12	Tarazona y el Moncayo	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	8270,073472	2000
12	Tarazona y el Moncayo	Mosaico de cultivos anuales con cultivos  permanentes en  secano	4082,866535	2000
12	Tarazona y el Moncayo	Mosaico de cultivos anuales con cultivos permanentes en regadío	68,111021	2000
12	Tarazona y el Moncayo	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
12	Tarazona y el Moncayo	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
12	Tarazona y el Moncayo	Mosaico de cultivos permanentes en regadío	0	2000
12	Tarazona y el Moncayo	Mosaico de cultivos permanentes en secano	0	2000
12	Tarazona y el Moncayo	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
12	Tarazona y el Moncayo	Olivares en regadío	0	2000
12	Tarazona y el Moncayo	Olivares en secano	0	2000
12	Tarazona y el Moncayo	Otras frondosas de plantación	121,630804	2000
12	Tarazona y el Moncayo	Otros frutales en regadío	0	2000
12	Tarazona y el Moncayo	Otros pastizales mediterráneos	107,46685	2000
12	Tarazona y el Moncayo	Pastizales supraforestales mediterráneos	352,320196	2000
12	Tarazona y el Moncayo	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
12	Tarazona y el Moncayo	Perennifolias	1378,424332	2000
12	Tarazona y el Moncayo	Prados y praderas	0	2000
12	Tarazona y el Moncayo	Ramblas con poca o sin vegetación	0	2000
12	Tarazona y el Moncayo	Resto de instalaciones deportivas y recreativas	26,162295	2000
12	Tarazona y el Moncayo	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
12	Tarazona y el Moncayo	Ríos y cauces naturales	0	2000
12	Tarazona y el Moncayo	Tejido urbano continuo	174,974493	2000
12	Tarazona y el Moncayo	Tierras de labor en secano	9743,924227	2000
12	Tarazona y el Moncayo	Turberas y prados turbosos	0	2000
12	Tarazona y el Moncayo	Urbanizaciones extensas y/o ajardinadas	14,583785	2000
12	Tarazona y el Moncayo	Viñedos en regadío	0	2000
12	Tarazona y el Moncayo	Viñedos en secano	0	2000
12	Tarazona y el Moncayo	Xeroestepa subdesértica	65,254	2000
12	Tarazona y el Moncayo	Zonas de extracción minera	0	2000
12	Tarazona y el Moncayo	Zonas en construcción	37,314761	2000
12	Tarazona y el Moncayo	Zonas industriales	85,164475	2000
12	Tarazona y el Moncayo	Zonas quemadas	0	2000
12	Tarazona y el Moncayo	Zonas verdes urbanas	0	2000
13	Campo de Borja	Aeropuertos	0	2000
13	Campo de Borja	Afloramientos rocosos y canchales	25,719334	2000
13	Campo de Borja	Arrozales	0	2000
13	Campo de Borja	Autopistas, autovías y terrenos asociados	199,132841	2000
13	Campo de Borja	Bosque mixto	0	2000
13	Campo de Borja	Bosques de coníferas con hojas aciculares	1874,843366	2000
13	Campo de Borja	Bosques de coníferas con hojas de tipo cupresáceo	70,339315	2000
13	Campo de Borja	Bosques de ribera	104,93917	2000
13	Campo de Borja	Caducifolias y marcescentes	0	2000
13	Campo de Borja	Campos de golf	0	2000
13	Campo de Borja	Canales artificiales	0	2000
13	Campo de Borja	Complejos ferroviarios	0	2000
13	Campo de Borja	Cultivos herbáceos en regadío	6893,000818	2000
13	Campo de Borja	Cárcavas y/o zonas en proceso de erosión	0	2000
13	Campo de Borja	Embalses	0	2000
13	Campo de Borja	Escombreras y vertederos	0	2000
13	Campo de Borja	Espacios orófilos altitudinales con vegetación escasa	0	2000
13	Campo de Borja	Estructura urbana abierta	19,194446	2000
13	Campo de Borja	Frutales en secano	161,531433	2000
13	Campo de Borja	Glaciares y nieves permanentes	0	2000
13	Campo de Borja	Grandes formaciones de matorral denso o medianamente denso	4432,884694	2000
13	Campo de Borja	Grandes superficies de equipamientos y servicios	0	2000
