Municipio código	Municipio nombre	Tamaño medio
22115	Grado (El)	2,30222222222222
22116	Grañén	2,7962154294032
22117	Graus	2,60634648370497
22119	Gurrea de Gállego	2,70948012232416
22122	Hoz de Jaca	2,96153846153846
22124	Huerto	2,54455445544554
22125	Huesca	2,74754098360656
22126	Ibieca	2,70731707317073
22127	Igriés	3,09638554216867
22128	Ilche	3,21176470588235
22129	Isábena	2,90425531914894
22130	Jaca	2,71238187545433
22131	Jasa	2,5
22133	Labuerda	2,63636363636364
22135	Laluenga	2,57
22136	Lalueza	2,75757575757576
22137	Lanaja	2,59795570698467
22139	Laperdiguera	3,14285714285714
22141	Lascellas-Ponzano	2,37142857142857
22142	Lascuarre	2,78947368421053
22143	Laspaúles	2,7156862745098
22144	Laspuña	3,31707317073171
22149	Loarre	2,54777070063694
22150	Loporzano	2,85380116959064
22151	Loscorrales	2,53333333333333
22155	Monesma y Cajigar	3,5
22156	Monflorite-Lascasas	2,7972972972973
22157	Montanuy	2,76635514018692
22158	Monzón	2,77641970665664
22160	Naval	2,59504132231405
22162	Novales	2,8125
22163	Nueno	2,69465648854962
22164	Olvena	2,04166666666667
22165	Ontiñena	2,81385281385281
22167	Osso de Cinca	3,1551724137931
22168	Palo	2,5625
22170	Panticosa	2,58241758241758
22172	Peñalba	3,32203389830508
22173	Peñas de Riglos (Las)	2,07751937984496
22174	Peralta de Alcofea	2,89669421487603
22175	Peralta de Calasanz	2,00793650793651
22176	Peraltilla	2,86206896551724
22177	Perarrúa	2,35185185185185
22178	Pertusa	2,94230769230769
22181	Piracés	2,94285714285714
22182	Plan	2,7787610619469
22184	Poleñino	3,02439024390244
22186	Pozán de Vero	2,67032967032967
22187	Puebla de Castro (La)	2,36029411764706
22188	Puente de Montañana	2,23529411764706
22189	Puértolas	2,89189189189189
22190	Pueyo de Araguás (El)	3,02083333333333
22193	Pueyo de Santa Cruz	3,12962962962963
22195	Quicena	3,09756097560976
22197	Robres	2,85152838427948
22199	Sabiñánigo	2,80710994075049
22200	Sahún	3,04255319148936
22201	Salas Altas	2,85185185185185
22202	Salas Bajas	2,63934426229508
22203	Salillas	2,24489795918367
22204	Sallent de Gállego	2,7312661498708
22205	San Esteban de Litera	2,60869565217391
22206	Sangarrén	2,63157894736842
22207	San Juan de Plan	3,13725490196078
22208	Santa Cilia	2,58108108108108
22209	Santa Cruz de la Serós	2,86792452830189
22212	Santaliestra y San Quílez	2,23636363636364
22213	Sariñena	2,84536834427425
22214	Secastilla	2,88636363636364
22215	Seira	2,76712328767123
22217	Sena	2,76076555023923
22218	Senés de Alcubierre	3,25
22220	Sesa	2,7741935483871
22221	Sesué	2,57692307692308
22222	Siétamo	2,63372093023256
22223	Sopeira	2,28260869565217
22225	Tamarite de Litera	2,80978260869565
22226	Tardienta	2,65770171149144
22227	Tella-Sin	2,46491228070175
22228	Tierz	2,90322580645161
22229	Tolva	2,47368421052632
22230	Torla	2,75
22232	Torralba de Aragón	2,42857142857143
22233	Torre la Ribera	2,38461538461538
22234	Torrente de Cinca	2,94133333333333
22235	Torres de Alcanadre	2,59183673469388
22236	Torres de Barbués	2,9344262295082
22239	Tramaced	2,87878787878788
22242	Valfarta	2,79411764705882
22243	Valle de Bardají	3,76923076923077
22244	Valle de Lierp	2,83333333333333
22245	Velilla de Cinca	2,85802469135802
22246	Veracruz	2,26530612244898
22247	Viacamp y Litera	2,76923076923077
22248	Vicién	2,81395348837209
22249	Villanova	2,58823529411765
22250	Villanúa	2,3448275862069
22251	Villanueva de Sigena	3,13636363636364
22252	Yebra de Basa	2,98148148148148
22253	Yésero	2,45454545454545
22254	Zaidín	2,95929203539823
22901	Valle de Hecho	2,79142857142857
22902	Puente la Reina de Jaca	2,78723404255319
22903	San Miguel del Cinca	2,99324324324324
22904	Sotonera (La)	2,53613053613054
22905	Lupiñén-Ortilla	2,78861788617886
22906	Santa María de Dulcis	2,58139534883721
22907	Aínsa-Sobrarbe	2,66262975778547
22908	Hoz y Costeán	2,74117647058824
22909	Vencillón	2,9620253164557
44001	Ababuj	2,5
44002	Abejuela	1,75
44003	Aguatón	2,6
44004	Aguaviva	2,53076923076923
44005	Aguilar del Alfambra	2,5
44006	Alacón	2,46385542168675
44007	Alba	2,3394495412844
44008	Albalate del Arzobispo	2,56257449344458
44009	Albarracín	2,68306010928962
44010	Albentosa	2,5979381443299
44011	Alcaine	1,63636363636364
44012	Alcalá de la Selva	2,47572815533981
44013	Alcañiz	2,7998726655348
44014	Alcorisa	2,8034188034188
44016	Alfambra	2,47619047619048
44017	Aliaga	2,32163742690058
44018	Almohaja	2,45454545454545
44019	Alobras	2,02380952380952
44020	Alpeñés	2,5
44021	Allepuz	2,41071428571429
44022	Alloza	2,28571428571429
44023	Allueva	1,44444444444444
44024	Anadón	3
44025	Andorra	2,97367417016406
44026	Arcos de las Salinas	2,13846153846154
44027	Arens de Lledó	3,36231884057971
44028	Argente	2,55769230769231
44029	Ariño	2,62153846153846
44031	Azaila	2,16455696202532
44032	Bádenas	1,92307692307692
44033	Báguena	2,28934010152284
44034	Bañón	2,43478260869565
44035	Barrachina	2,23188405797101
44036	Bea	2,11111111111111
44037	Beceite	2,61181434599156
44038	Belmonte de San José	2,2258064516129
44039	Bello	2,32075471698113
44040	Berge	2,53061224489796
44041	Bezas	1,91176470588235
44042	Blancas	2,41891891891892
44043	Blesa	2,07462686567164
44044	Bordón	2,42105263157895
44045	Bronchales	2,44559585492228
44046	Bueña	2,14285714285714
44047	Burbáguena	1,92561983471074
44048	Cabra de Mora	2,57142857142857
44049	Calaceite	2,53964757709251
44050	Calamocha	2,52536005009393
44051	Calanda	2,81454248366013
44052	Calomarde	2,09090909090909
44053	Camañas	2,45614035087719
44054	Camarena de la Sierra	2,5
44055	Camarillas	2,37209302325581
44056	Caminreal	2,52272727272727
44059	Cantavieja	2,86415094339623
44060	Cañada de Benatanduz	2,32
44061	Cañada de Verich (La)	2,31111111111111
44062	Cañada Vellida	2,57142857142857
44063	Cañizar del Olivar	2,63636363636364
44064	Cascante del Río	2,05769230769231
44065	Castejón de Tornos	2,13953488372093
44066	Castel de Cabra	2,54838709677419
44067	Castelnou	2,5952380952381
44068	Castelserás	2,66666666666667
44070	Castellar (El)	2,28947368421053
44071	Castellote	2,39402985074627
44074	Cedrillas	2,63874345549738
44075	Celadas	1,99
44076	Cella	2,60128913443831
44077	Cerollera (La)	2,90243902439024
44080	Codoñera (La)	2,55038759689922
44082	Corbalán	2,07894736842105
44084	Cortes de Aragón	2,36
44085	Cosa	2,44736842105263
44086	Cretas	2,89908256880734
44087	Crivillén	2,54166666666667
44088	Cuba (La)	2,11111111111111
44089	Cubla	1,91304347826087
44090	Cucalón	2,5
44092	Cuervo (El)	2,05357142857143
44093	Cuevas de Almudén	2,81081081081081
44094	Cuevas Labradas	2,42857142857143
44096	Ejulve	2,5
44097	Escorihuela	2,33333333333333
44099	Escucha	2,93261455525606
44100	Estercuel	2,512
44101	Ferreruela de Huerva	2,05128205128205
44102	Fonfría	2,58333333333333
44103	Formiche Alto	2,48780487804878
44105	Fórnoles	1,95833333333333
44106	Fortanete	2,16867469879518
44107	Foz-Calanda	2,5959595959596
44108	Fresneda (La)	2,3021978021978
44109	Frías de Albarracín	2,36923076923077
44110	Fuenferrada	2,52631578947368
44111	Fuentes Calientes	2,55102040816327
44112	Fuentes Claras	2,42248062015504
44113	Fuentes de Rubielos	2,33333333333333
44114	Fuentespalda	2,68939393939394
44115	Galve	2,66037735849057
44116	Gargallo	2,68085106382979
44117	Gea de Albarracín	2,3876404494382
44118	Ginebrosa (La)	2,35643564356436
44119	Griegos	2,3859649122807
44120	Guadalaviar	2,64423076923077
44121	Gúdar	2,58620689655172
44122	Híjar	2,48537234042553
44123	Hinojosa de Jarque	3,03571428571429
44124	Hoz de la Vieja (La)	2,01639344262295
44125	Huesa del Común	2,06060606060606
44126	Iglesuela del Cid (La)	2,56020942408377
44127	Jabaloyas	2,4
44128	Jarque de la Val	2,38461538461538
44129	Jatiel	2,16
44130	Jorcas	2,25
44131	Josa	1,5
44132	Lagueruela	2
44133	Lanzuela	2
44135	Libros	2,09333333333333
44136	Lidón	1,92307692307692
44137	Linares de Mora	2,48360655737705
44138	Loscos	2,21176470588235
44141	Lledó	3,07352941176471
44142	Maicas	1,35483870967742
44143	Manzanera	2,28571428571429
44144	Martín del Río	2,57297297297297
44145	Mas de las Matas	2,68543689320388
44146	Mata de los Olmos (La)	2,84375
44147	Mazaleón	2,69642857142857
44148	Mezquita de Jarque	2,59615384615385
44149	Mirambel	2,73584905660377
44150	Miravete de la Sierra	1,90909090909091
44151	Molinos	2,36507936507937
44152	Monforte de Moyuela	2,2
44153	Monreal del Campo	2,69310344827586
44154	Monroyo	2,58571428571429
44155	Montalbán	2,78623188405797
44156	Monteagudo del Castillo	2,57692307692308
44157	Monterde de Albarracín	1,87179487179487
44158	Mora de Rubielos	2,53544776119403
44159	Moscardón	2,03703703703704
44160	Mosqueruela	2,63396226415094
44161	Muniesa	2,28428093645485
44163	Noguera de Albarracín	2,14285714285714
44164	Nogueras	2,375
44165	Nogueruelas	2,31460674157303
44167	Obón	1,94871794871795
44168	Odón	2,69072164948454
44169	Ojos Negros	2,35930735930736
44171	Olba	2,1875
44172	Oliete	2,08256880733945
44173	Olmos (Los)	2,61818181818182
44174	Orihuela del Tremedal	2,359375
44175	Orrios	3
44176	Palomar de Arroyos	3,15384615384615
44177	Pancrudo	2,453125
44178	Parras de Castellote (Las)	2,19444444444444
44179	Peñarroya de Tastavins	2,72222222222222
44180	Peracense	1,84905660377358
44181	Peralejos	2,25
44182	Perales del Alfambra	2,73831775700935
44183	Pitarque	2,26086956521739
44184	Plou	2,03846153846154
44185	Pobo (El)	2,15
44187	Portellada (La)	2,56140350877193
44189	Pozondón	1,95121951219512
44190	Pozuel del Campo	2,03636363636364
44191	Puebla de Híjar (La)	2,54501216545012
44192	Puebla de Valverde (La)	2,25581395348837
44193	Puertomingalvo	2,2089552238806
44194	Ráfales	2,31395348837209
44195	Rillo	2,53703703703704
44196	Riodeva	2,23333333333333
44197	Ródenas	2,21621621621622
44198	Royuela	2,55555555555556
44199	Rubiales	2,30434782608696
44200	Rubielos de la Cérida	2,36
44201	Rubielos de Mora	2,28195488721805
44203	Salcedillo	1,16666666666667
44204	Saldón	1,52380952380952
44205	Samper de Calanda	2,37990196078431
44206	San Agustín	1,984375
44207	San Martín del Río	2,11811023622047
44208	Santa Cruz de Nogueras	1,70588235294118
44209	Santa Eulalia	2,30549898167006
44210	Sarrión	2,48157248157248
44211	Segura de los Baños	2
44212	Seno	2,04347826086957
44213	Singra	2,1219512195122
44215	Terriente	2,40845070422535
44216	Teruel	2,7927432142524
44217	Toril y Masegoso	1,85714285714286
44218	Tormón	1,75
44219	Tornos	2,1875
44220	Torralba de los Sisones	2,6551724137931
44221	Torrecilla de Alcañiz	2,72670807453416
44222	Torrecilla del Rebollar	2,36
44223	Torre de Arcas	2,61538461538462
44224	Torre de las Arcas	1,94736842105263
44225	Torre del Compte	2,23076923076923
44226	Torrelacárcel	2,2520325203252
44227	Torre los Negros	2,76470588235294
44228	Torremocha de Jiloca	2,27142857142857
44229	Torres de Albarracín	2,39393939393939
44230	Torrevelilla	2,32222222222222
44231	Torrijas	1,86111111111111
44232	Torrijo del Campo	2,40948275862069
44234	Tramacastiel	2,26530612244898
44235	Tramacastilla	2,32758620689655
44236	Tronchón	2,21739130434783
44237	Urrea de Gaén	2,55263157894737
44238	Utrillas	2,83697632058288
44239	Valacloche	1,66666666666667
44240	Valbona	2,29885057471264
44241	Valdealgorfa	2,55749128919861
44243	Valdecuenca	1,88235294117647
44244	Valdelinares	2,25454545454545
44245	Valdeltormo	2,55633802816901
44246	Valderrobres	2,63907734056988
44247	Valjunquera	2,50295857988166
44249	Vallecillo (El)	1,81481481481481
44250	Veguillas de la Sierra	1,92857142857143
44251	Villafranca del Campo	2,43870967741935
44252	Villahermosa del Campo	2,41935483870968
44256	Villanueva del Rebollar de la Sierra	2,52631578947368
44257	Villar del Cobo	2,49438202247191
44258	Villar del Salz	2,31707317073171
44260	Villarluengo	2,3
44261	Villarquemado	2,60941828254848
44262	Villarroya de los Pinares	2,4320987654321
44263	Villastar	2,43262411347518
44264	Villel	2,19205298013245
44265	Vinaceite	2,35833333333333
44266	Visiedo	2,34939759036145
44267	Vivel del Río Martín	2,1
44268	Zoma (La)	3,625
50001	Abanto	2,0875
50002	Acered	2,37614678899083
50003	Agón	3,1
50004	Aguarón	2,3864406779661
50005	Aguilón	2,14179104477612
50006	Ainzón	2,34509803921569
50007	Aladrén	2,02631578947368
50008	Alagón	2,7882951653944
50009	Alarba	2,59322033898305
50010	Alberite de San Juan	2,56756756756757
50011	Albeta	2,30769230769231
50012	Alborge	2,75510204081633
50013	Alcalá de Ebro	2,70642201834862
50014	Alcalá de Moncayo	2,54
50015	Alconchel de Ariza	2,37735849056604
50016	Aldehuela de Liestos	2,05555555555556
50017	Alfajarín	2,68157423971377
50018	Alfamén	3,20823798627002
50019	Alforque	2,34285714285714
50020	Alhama de Aragón	2,49455337690632
50021	Almochuel	2
50022	Almolda (La)	2,91341991341991
50023	Almonacid de la Cuba	2,62096774193548
50024	Almonacid de la Sierra	2,6813880126183
50025	Almunia de Doña Godina (La)	2,80821231847772
50026	Alpartir	2,70666666666667
50027	Ambel	2,30612244897959
50028	Anento	2,82926829268293
50029	Aniñón	2,66355140186916
50030	Añón de Moncayo	2,2
50031	Aranda de Moncayo	2,31313131313131
50032	Arándiga	2,30693069306931
50033	Ardisa	2,24242424242424
50034	Ariza	2,5071283095723
50035	Artieda	2,64102564102564
50036	Asín	2,5
50037	Atea	1,92523364485981
50038	Ateca	2,63479415670651
50039	Azuara	2,35689045936396
50040	Badules	2,33333333333333
50041	Bagüés	2,29411764705882
50042	Balconchán	2,33333333333333
50043	Bárboles	2,38636363636364
50044	Bardallur	2,42735042735043
50045	Belchite	2,45858895705521
50046	Belmonte de Gracián	2,21621621621622
50047	Berdejo	2,03846153846154
50048	Berrueco	2,3125
50050	Bijuesca	2,46296296296296
50051	Biota	2,63157894736842
50052	Bisimbre	2,43137254901961
50053	Boquiñeni	2,71978021978022
50054	Bordalba	2,5625
50055	Borja	2,64868336544637
50056	Botorrita	2,52356020942408
50057	Brea de Aragón	2,88500727802038
50058	Bubierca	2,20454545454545
50059	Bujaraloz	2,90857142857143
50060	Bulbuente	2,0672268907563
50061	Bureta	2,60833333333333
50062	Burgo de Ebro (El)	2,68204283360791
50063	Buste (El)	2,66666666666667
50064	Cabañas de Ebro	2,77551020408163
50065	Cabolafuente	2,84210526315789
50066	Cadrete	2,60233918128655
50067	Calatayud	2,72307216813476
50068	Calatorao	2,74566473988439
50069	Calcena	1,7962962962963
50070	Calmarza	2,175
50071	Campillo de Aragón	2,39473684210526
50072	Carenas	2,03092783505155
50073	Cariñena	2,91872146118721
50074	Caspe	2,70465601111883
50075	Castejón de Alarba	2,34090909090909
50076	Castejón de las Armas	2,05263157894737
50077	Castejón de Valdejasa	2,43181818181818
50078	Castiliscar	2,70469798657718
50079	Cervera de la Cañada	2,47761194029851
50080	Cerveruela	1,19047619047619
50081	Cetina	2,36858974358974
50082	Cimballa	2,30645161290323
50083	Cinco Olivas	2,4
50084	Clarés de Ribota	2,09433962264151
50085	Codo	2,2719298245614
50086	Codos	2,01503759398496
50087	Contamina	2
50088	Cosuenda	2,44047619047619
50089	Cuarte de Huerva	3,0741935483871
50090	Cubel	2,65822784810127
50091	Cuerlas (Las)	2,19512195121951
50092	Chiprana	2,53459119496855
50093	Chodes	2,29411764705882
50094	Daroca	2,51764705882353
50095	Ejea de los Caballeros	2,87333455010038
50096	Embid de Ariza	2,33333333333333
50098	Encinacorba	2,20588235294118
50099	Épila	2,8
50100	Erla	2,73333333333333
50101	Escatrón	1,80650406504065
50102	Fabara	2,81464530892449
50104	Farlete	3,06206896551724
50105	Fayón	2,26285714285714
50106	Fayos (Los)	2,23076923076923
50107	Figueruelas	2,83288409703504
50108	Fombuena	1,66666666666667
50109	Frago (El)	2,23728813559322
50110	Frasno (El)	2,23140495867769
50111	Fréscano	2,55670103092784
50113	Fuendejalón	2,73899371069182
50114	Fuendetodos	2,75
50115	Fuentes de Ebro	2,76654804270463
50116	Fuentes de Jiloca	2,26388888888889
50117	Gallocanta	2,453125
50118	Gallur	2,75665399239544
50119	Gelsa	2,62365591397849
50120	Godojos	2,14285714285714
50121	Gotor	2,68456375838926
50122	Grisel	1,48648648648649
50123	Grisén	2,50267379679144
50124	Herrera de los Navarros	2,36758893280632
50125	Ibdes	2,45539906103286
50126	Illueca	3,01838235294118
50128	Isuerre	2,375
50129	Jaraba	2,48818897637795
50130	Jarque	2,55188679245283
50131	Jaulín	2,46428571428571
50132	Joyosa (La)	3,0431654676259
50133	Lagata	1,9625
50134	Langa del Castillo	2,2125
50135	Layana	2,68627450980392
50136	Lécera	2,31444759206799
50137	Leciñena	2,64212678936605
50138	Lechón	2,68181818181818
50139	Letux	2,43684210526316
50140	Litago	2,07228915662651
50141	Lituénigo	2,36734693877551
50142	Lobera de Onsella	1,74193548387097
50143	Longares	2,77538461538462
50144	Longás	2,05
50146	Lucena de Jalón	2,37373737373737
50147	Luceni	2,48915662650602
50148	Luesia	2,47402597402597
50149	Luesma	2,46153846153846
50150	Lumpiaque	2,56145251396648
50151	Luna	2,30591259640103
50152	Maella	2,70882740447958
50153	Magallón	2,54211663066955
50154	Mainar	2,46376811594203
50155	Malanquilla	2,27272727272727
50156	Maleján	2,45
50157	Malón	2,5952380952381
50159	Maluenda	2,69505494505495
50160	Mallén	2,74866310160428
50161	Manchones	2,45762711864407
50162	Mara	2,32183908045977
50163	María de Huerva	2,83333333333333
50164	Mediana de Aragón	2,62162162162162
50165	Mequinenza	2,75
50166	Mesones de Isuela	2,63157894736842
50167	Mezalocha	2,64485981308411
50168	Mianos	2,47368421052632
50169	Miedes de Aragón	2,77472527472527
50170	Monegrillo	3,19512195121951
50171	Moneva	2
50172	Monreal de Ariza	2,48360655737705
50173	Monterde	1,82758620689655
50174	Montón	2,0655737704918
50175	Morata de Jalón	2,47884940778342
50176	Morata de Jiloca	2,27272727272727
50177	Morés	2,40314136125654
50178	Moros	2,1981981981982
50179	Moyuela	2,21768707482993
50180	Mozota	2,375
50181	Muel	2,60714285714286
50182	Muela (La)	2,61319340329835
50183	Munébrega	2,46703296703297
50184	Murero	2,25396825396825
50185	Murillo de Gállego	1,94805194805195
50186	Navardún	2,2
50187	Nigüella	2,22727272727273
50188	Nombrevilla	1,96296296296296
50189	Nonaspe	2,40941176470588
50190	Novallas	2,54098360655738
50191	Novillas	2,58
50192	Nuévalos	2,45925925925926
50193	Nuez de Ebro	2,83414634146341
50194	Olvés	2,53448275862069
50195	Orcajo	2,38095238095238
50196	Orera	2,29411764705882
50197	Orés	2,19607843137255
50198	Oseja	2,16666666666667
50199	Osera de Ebro	2,74015748031496
50200	Paniza	2,6793893129771
50201	Paracuellos de Jiloca	2,6096256684492
50202	Paracuellos de la Ribera	2,125
50203	Pastriz	2,84251968503937
50204	Pedrola	2,77643504531722
50205	Pedrosas (Las)	2,34090909090909
50206	Perdiguera	2,39170506912442
50207	Piedratajada	2,69642857142857
50208	Pina de Ebro	2,52601809954751
50209	Pinseque	2,55861070911722
50210	Pintanos (Los)	2,41666666666667
50211	Plasencia de Jalón	2,53424657534247
50212	Pleitas	2,65217391304348
50213	Plenas	2,12
50214	Pomer	1,52173913043478
50215	Pozuel de Ariza	2,28571428571429
50216	Pozuelo de Aragón	2,83193277310924
50217	Pradilla de Ebro	2,5843621399177
50218	Puebla de Albortón	2,2258064516129
50219	Puebla de Alfindén (La)	2,73333333333333
50220	Puendeluna	2,07142857142857
50221	Purujosa	1,74074074074074
50222	Quinto	2,66709844559585
50223	Remolinos	2,62393162393162
50224	Retascón	2,38235294117647
50225	Ricla	2,74939467312349
50227	Romanos	2,71428571428571
50228	Rueda de Jalón	2,51048951048951
50229	Ruesca	2,7741935483871
50230	Sádaba	2,63328197226502
50231	Salillas de Jalón	2,28571428571429
50232	Salvatierra de Esca	2,20491803278689
50233	Samper del Salz	2,296875
50234	San Martín de la Virgen de Moncayo	2,74074074074074
50235	San Mateo de Gállego	2,71744471744472
50236	Santa Cruz de Grío	2,35555555555556
50237	Santa Cruz de Moncayo	2,5
50238	Santa Eulalia de Gállego	2,18333333333333
50239	Santed	2,32258064516129
50240	Sástago	2,62570888468809
50241	Saviñán	2,72485207100592
50242	Sediles	2,42857142857143
50243	Sestrica	2,4869109947644
50244	Sierra de Luna	2,27102803738318
50245	Sigüés	2,02298850574713
50246	Sisamón	2,3
50247	Sobradiel	2,95594713656388
50248	Sos del Rey Católico	2,52397260273973
50249	Tabuenca	2,42105263157895
50250	Talamantes	1,78787878787879
50251	Tarazona	2,71616640337019
50252	Tauste	2,83585755218993
50253	Terrer	2,31153846153846
50254	Tierga	2,56842105263158
50255	Tobed	1,78014184397163
50256	Torralba de los Frailes	2,52631578947368
50257	Torralba de Ribota	2,13483146067416
50258	Torralbilla	1,90243902439024
50259	Torrehermosa	2,51111111111111
50260	Torrelapaja	1,90909090909091
50261	Torrellas	2,38931297709924
50262	Torres de Berrellén	2,80408163265306
50263	Torrijo de la Cañada	1,92696629213483
50264	Tosos	2,20689655172414
50265	Trasmoz	2,17857142857143
50266	Trasobares	1,85964912280702
50267	Uncastillo	2,33152173913043
50268	Undués de Lerda	1,77777777777778
50269	Urrea de Jalón	2,57936507936508
50270	Urriés	2,08333333333333
50271	Used	2,61870503597122
50272	Utebo	2,8952496954933
50273	Valdehorna	2,44
50274	Val de San Martín	2,33333333333333
50275	Valmadrid	2,11428571428571
50276	Valpalmas	2,51428571428571
50277	Valtorres	1,95555555555556
50278	Velilla de Ebro	2,4392523364486
50279	Velilla de Jiloca	2,36
50280	Vera de Moncayo	2,43333333333333
50281	Vierlas	2,06
50282	Vilueña (La)	1,87755102040816
50283	Villadoz	2,65625
50284	Villafeliche	2,2952380952381
50285	Villafranca de Ebro	2,74089068825911
50286	Villalba de Perejil	2,55555555555556
50287	Villalengua	2,60377358490566
50288	Villanueva de Gállego	2,88445199660153
50289	Villanueva de Jiloca	2,21951219512195
50290	Villanueva de Huerva	2,32411067193676
50291	Villar de los Navarros	1,95774647887324
50292	Villarreal de Huerva	2,43835616438356
50293	Villarroya de la Sierra	2,12828947368421
50294	Villarroya del Campo	2,38709677419355
50295	Vistabella	1,89473684210526
50296	Zaida (La)	2,7621359223301
50297	Zaragoza	2,6918410060316
50298	Zuera	2,74631992149166
50901	Biel	2,01754385964912
50902	Marracos	2,6046511627907
