Municipio código	Municipio nombre	Provincia código	Provincia nombre	Población	Superficie (km2)	Densidad de población (hab/km2)	Año
22002	Abizanda	22	Huesca	130	44,84	2,89919714540589	2008
22002	Abizanda	22	Huesca	133	44,84	2,96610169491525	2007
22002	Abizanda	22	Huesca	136	44,84	3,03300624442462	2006
22002	Abizanda	22	Huesca	128	44,84	2,85459411239964	2005
22002	Abizanda	22	Huesca	131	44,84	2,92149866190901	2004
22002	Abizanda	22	Huesca	132	44,84	2,94380017841213	2003
22002	Abizanda	22	Huesca	143	44,84	3,18911685994648	2002
22002	Abizanda	22	Huesca	135	44,84	3,0107047279215	2001
22002	Abizanda	22	Huesca	137	44,84	3,05530776092774	2000
22002	Abizanda	22	Huesca	142	44,84	3,16681534344335	1999
22002	Abizanda	22	Huesca	140	44,84	3,12221231043711	1998
22002	Abizanda	22	Huesca	136	44,84	3,03300624442462	1996
22003	Adahuesca	22	Huesca	177	52,47	3,37335620354488	2019
22003	Adahuesca	22	Huesca	172	52,47	3,27806365542215	2018
22003	Adahuesca	22	Huesca	172	52,47	3,27806365542215	2017
22003	Adahuesca	22	Huesca	166	52,47	3,16371259767486	2016
22003	Adahuesca	22	Huesca	173	52,47	3,29712216504669	2015
22003	Adahuesca	22	Huesca	172	52,47	3,27806365542215	2014
22003	Adahuesca	22	Huesca	176	52,47	3,35429769392034	2013
22003	Adahuesca	22	Huesca	182	52,47	3,46864875166762	2012
22003	Adahuesca	22	Huesca	176	52,47	3,35429769392034	2011
22003	Adahuesca	22	Huesca	166	52,47	3,16371259767486	2010
22003	Adahuesca	22	Huesca	168	52,47	3,20182961692396	2009
22003	Adahuesca	22	Huesca	163	52,47	3,10653706880122	2008
22003	Adahuesca	22	Huesca	169	52,47	3,2208881265485	2007
22003	Adahuesca	22	Huesca	169	52,47	3,2208881265485	2006
22003	Adahuesca	22	Huesca	162	52,47	3,08747855917667	2005
22003	Adahuesca	22	Huesca	163	52,47	3,10653706880122	2004
22003	Adahuesca	22	Huesca	155	52,47	2,95406899180484	2003
22003	Adahuesca	22	Huesca	160	52,47	3,04936153992758	2002
22003	Adahuesca	22	Huesca	164	52,47	3,12559557842577	2001
22003	Adahuesca	22	Huesca	154	52,47	2,93501048218029	2000
22003	Adahuesca	22	Huesca	157	52,47	2,99218601105394	1999
22003	Adahuesca	22	Huesca	158	52,47	3,01124452067848	1998
22003	Adahuesca	22	Huesca	171	52,47	3,2590051457976	1996
22004	Agüero	22	Huesca	129	94,16	1,37000849617672	2019
22004	Agüero	22	Huesca	130	94,16	1,38062871707732	2018
22004	Agüero	22	Huesca	139	94,16	1,47621070518267	2017
22004	Agüero	22	Huesca	141	94,16	1,49745114698386	2016
22004	Agüero	22	Huesca	145	94,16	1,53993203058624	2015
22004	Agüero	22	Huesca	150	94,16	1,59303313508921	2014
22004	Agüero	22	Huesca	150	94,16	1,59303313508921	2013
22004	Agüero	22	Huesca	159	94,16	1,68861512319456	2012
22004	Agüero	22	Huesca	160	94,16	1,69923534409516	2011
22004	Agüero	22	Huesca	164	94,16	1,74171622769754	2010
22004	Agüero	22	Huesca	166	94,16	1,76295666949873	2009
22004	Agüero	22	Huesca	161	94,16	1,70985556499575	2008
22004	Agüero	22	Huesca	161	94,16	1,70985556499575	2007
22004	Agüero	22	Huesca	166	94,16	1,76295666949873	2006
22004	Agüero	22	Huesca	165	94,16	1,75233644859813	2005
22004	Agüero	22	Huesca	162	94,16	1,72047578589635	2004
22004	Agüero	22	Huesca	174	94,16	1,84791843670348	2003
22004	Agüero	22	Huesca	173	94,16	1,83729821580289	2002
22004	Agüero	22	Huesca	176	94,16	1,86915887850467	2001
22004	Agüero	22	Huesca	172	94,16	1,82667799490229	2000
22004	Agüero	22	Huesca	166	94,16	1,76295666949873	1999
22004	Agüero	22	Huesca	157	94,16	1,66737468139337	1998
22004	Agüero	22	Huesca	163	94,16	1,73109600679694	1996
22006	Aísa	22	Huesca	320	80,97	3,95208101766086	2019
22006	Aísa	22	Huesca	321	80,97	3,96443127084105	2018
22006	Aísa	22	Huesca	331	80,97	4,08793380264295	2017
22006	Aísa	22	Huesca	345	80,97	4,26083734716562	2016
22006	Aísa	22	Huesca	358	80,97	4,42139063850809	2015
22006	Aísa	22	Huesca	363	80,97	4,48314190440904	2014
22006	Aísa	22	Huesca	364	80,97	4,49549215758923	2013
22006	Aísa	22	Huesca	367	80,97	4,5325429171298	2012
22006	Aísa	22	Huesca	379	80,97	4,68074595529208	2011
22006	Aísa	22	Huesca	362	80,97	4,47079165122885	2010
22006	Aísa	22	Huesca	394	80,97	4,86599975299494	2009
22006	Aísa	22	Huesca	402	80,97	4,96480177843646	2008
22006	Aísa	22	Huesca	408	80,97	5,0389032975176	2007
22006	Aísa	22	Huesca	415	80,97	5,12535506977893	2006
22006	Aísa	22	Huesca	411	80,97	5,07595405705817	2005
22006	Aísa	22	Huesca	415	80,97	5,12535506977893	2004
22006	Aísa	22	Huesca	411	80,97	5,07595405705817	2003
22006	Aísa	22	Huesca	409	80,97	5,05125355069779	2002
22006	Aísa	22	Huesca	403	80,97	4,97715203161665	2001
22006	Aísa	22	Huesca	383	80,97	4,73014696801284	2000
22006	Aísa	22	Huesca	369	80,97	4,55724342349018	1999
22006	Aísa	22	Huesca	363	80,97	4,48314190440904	1998
22006	Aísa	22	Huesca	354	80,97	4,37198962578733	1996
22007	Albalate de Cinca	22	Huesca	1103	44,23	24,9378250056523	2019
22007	Albalate de Cinca	22	Huesca	1102	44,23	24,9152159167986	2018
22007	Albalate de Cinca	22	Huesca	1120	44,23	25,3221795161655	2017
22007	Albalate de Cinca	22	Huesca	1147	44,23	25,9326249152159	2016
22007	Albalate de Cinca	22	Huesca	1151	44,23	26,0230612706308	2015
22007	Albalate de Cinca	22	Huesca	1201	44,23	27,1535157133168	2014
22007	Albalate de Cinca	22	Huesca	1249	44,23	28,2387519782953	2013
22007	Albalate de Cinca	22	Huesca	1251	44,23	28,2839701560027	2012
22007	Albalate de Cinca	22	Huesca	1259	44,23	28,4648428668325	2011
22007	Albalate de Cinca	22	Huesca	1237	44,23	27,9674429120506	2010
22007	Albalate de Cinca	22	Huesca	1205	44,23	27,2439520687316	2009
22007	Albalate de Cinca	22	Huesca	1179	44,23	26,6561157585349	2008
22007	Albalate de Cinca	22	Huesca	1131	44,23	25,5708794935564	2007
22007	Albalate de Cinca	22	Huesca	1153	44,23	26,0682794483382	2006
22007	Albalate de Cinca	22	Huesca	1189	44,23	26,8822066470721	2005
22007	Albalate de Cinca	22	Huesca	1222	44,23	27,6283065792449	2004
22007	Albalate de Cinca	22	Huesca	1286	44,23	29,0752882658829	2003
22007	Albalate de Cinca	22	Huesca	1340	44,23	30,2961790639837	2002
22007	Albalate de Cinca	22	Huesca	1246	44,23	28,1709247117341	2001
22007	Albalate de Cinca	22	Huesca	1149	44,23	25,9778430929234	2000
22007	Albalate de Cinca	22	Huesca	1105	44,23	24,9830431833597	1999
22007	Albalate de Cinca	22	Huesca	1090	44,23	24,6439068505539	1998
22007	Albalate de Cinca	22	Huesca	1107	44,23	25,0282613610671	1996
22008	Albalatillo	22	Huesca	176	9,15	19,2349726775956	2019
22008	Albalatillo	22	Huesca	181	9,15	19,7814207650273	2018
22008	Albalatillo	22	Huesca	187	9,15	20,4371584699454	2017
22008	Albalatillo	22	Huesca	196	9,15	21,4207650273224	2016
22008	Albalatillo	22	Huesca	205	9,15	22,4043715846995	2015
22008	Albalatillo	22	Huesca	207	9,15	22,6229508196721	2014
22008	Albalatillo	22	Huesca	209	9,15	22,8415300546448	2013
22008	Albalatillo	22	Huesca	224	9,15	24,4808743169399	2012
22008	Albalatillo	22	Huesca	237	9,15	25,9016393442623	2011
22008	Albalatillo	22	Huesca	243	9,15	26,5573770491803	2010
22008	Albalatillo	22	Huesca	234	9,15	25,5737704918033	2009
22008	Albalatillo	22	Huesca	248	9,15	27,103825136612	2008
22008	Albalatillo	22	Huesca	265	9,15	28,9617486338798	2007
22008	Albalatillo	22	Huesca	255	9,15	27,8688524590164	2006
22008	Albalatillo	22	Huesca	265	9,15	28,9617486338798	2005
22008	Albalatillo	22	Huesca	253	9,15	27,6502732240437	2004
22008	Albalatillo	22	Huesca	243	9,15	26,5573770491803	2003
22008	Albalatillo	22	Huesca	251	9,15	27,431693989071	2002
22008	Albalatillo	22	Huesca	254	9,15	27,7595628415301	2001
22008	Albalatillo	22	Huesca	258	9,15	28,1967213114754	2000
22008	Albalatillo	22	Huesca	261	9,15	28,5245901639344	1999
22008	Albalatillo	22	Huesca	270	9,15	29,5081967213115	1998
22008	Albalatillo	22	Huesca	271	9,15	29,6174863387978	1996
22009	Albelda	22	Huesca	698	51,92	13,4437596302003	2019
22009	Albelda	22	Huesca	721	51,92	13,886748844376	2018
22009	Albelda	22	Huesca	728	51,92	14,0215716486903	2017
22009	Albelda	22	Huesca	735	51,92	14,1563944530046	2016
22009	Albelda	22	Huesca	750	51,92	14,4453004622496	2015
22009	Albelda	22	Huesca	762	51,92	14,6764252696456	2014
22009	Albelda	22	Huesca	794	51,92	15,2927580893683	2013
22009	Albelda	22	Huesca	810	51,92	15,6009244992296	2012
22009	Albelda	22	Huesca	839	51,92	16,1594761171032	2011
22009	Albelda	22	Huesca	847	51,92	16,3135593220339	2010
22009	Albelda	22	Huesca	861	51,92	16,5832049306626	2009
22009	Albelda	22	Huesca	870	51,92	16,7565485362096	2008
22009	Albelda	22	Huesca	875	51,92	16,8528505392912	2007
22009	Albelda	22	Huesca	892	51,92	17,1802773497689	2006
22009	Albelda	22	Huesca	877	51,92	16,8913713405239	2005
22009	Albelda	22	Huesca	877	51,92	16,8913713405239	2004
22009	Albelda	22	Huesca	911	51,92	17,5462249614792	2003
22009	Albelda	22	Huesca	918	51,92	17,6810477657935	2002
22009	Albelda	22	Huesca	928	51,92	17,8736517719569	2001
22009	Albelda	22	Huesca	937	51,92	18,0469953775039	2000
22009	Albelda	22	Huesca	954	51,92	18,3744221879815	1999
22009	Albelda	22	Huesca	962	51,92	18,5285053929122	1998
22009	Albelda	22	Huesca	975	51,92	18,7788906009245	1996
22011	Albero Alto	22	Huesca	117	19,28	6,06846473029046	2019
22011	Albero Alto	22	Huesca	105	19,28	5,44605809128631	2018
22011	Albero Alto	22	Huesca	114	19,28	5,91286307053942	2017
22011	Albero Alto	22	Huesca	114	19,28	5,91286307053942	2016
22011	Albero Alto	22	Huesca	124	19,28	6,43153526970954	2015
22011	Albero Alto	22	Huesca	125	19,28	6,48340248962656	2014
22011	Albero Alto	22	Huesca	123	19,28	6,37966804979253	2013
22011	Albero Alto	22	Huesca	134	19,28	6,95020746887967	2012
22011	Albero Alto	22	Huesca	134	19,28	6,95020746887967	2011
22011	Albero Alto	22	Huesca	132	19,28	6,84647302904564	2010
22011	Albero Alto	22	Huesca	123	19,28	6,37966804979253	2009
22011	Albero Alto	22	Huesca	117	19,28	6,06846473029046	2008
22011	Albero Alto	22	Huesca	120	19,28	6,22406639004149	2007
22011	Albero Alto	22	Huesca	125	19,28	6,48340248962656	2006
22011	Albero Alto	22	Huesca	122	19,28	6,32780082987552	2005
22011	Albero Alto	22	Huesca	114	19,28	5,91286307053942	2004
22011	Albero Alto	22	Huesca	108	19,28	5,60165975103734	2003
22011	Albero Alto	22	Huesca	107	19,28	5,54979253112033	2002
22011	Albero Alto	22	Huesca	104	19,28	5,39419087136929	2001
22011	Albero Alto	22	Huesca	101	19,28	5,23858921161826	2000
22011	Albero Alto	22	Huesca	99	19,28	5,13485477178423	1999
22011	Albero Alto	22	Huesca	100	19,28	5,18672199170124	1998
22011	Albero Alto	22	Huesca	101	19,28	5,23858921161826	1996
22012	Albero Bajo	22	Huesca	135	22,22	6,07560756075608	2019
22012	Albero Bajo	22	Huesca	141	22,22	6,34563456345635	2018
22012	Albero Bajo	22	Huesca	138	22,22	6,21062106210621	2017
22012	Albero Bajo	22	Huesca	137	22,22	6,16561656165617	2016
22012	Albero Bajo	22	Huesca	138	22,22	6,21062106210621	2015
22012	Albero Bajo	22	Huesca	122	22,22	5,49054905490549	2014
22012	Albero Bajo	22	Huesca	121	22,22	5,44554455445545	2013
22012	Albero Bajo	22	Huesca	114	22,22	5,13051305130513	2012
22012	Albero Bajo	22	Huesca	109	22,22	4,90549054905491	2011
22012	Albero Bajo	22	Huesca	96	22,22	4,32043204320432	2010
22012	Albero Bajo	22	Huesca	103	22,22	4,63546354635464	2009
22012	Albero Bajo	22	Huesca	112	22,22	5,04050405040504	2008
22012	Albero Bajo	22	Huesca	107	22,22	4,81548154815482	2007
22012	Albero Bajo	22	Huesca	111	22,22	4,995499549955	2006
22012	Albero Bajo	22	Huesca	96	22,22	4,32043204320432	2005
22012	Albero Bajo	22	Huesca	93	22,22	4,18541854185419	2004
22012	Albero Bajo	22	Huesca	97	22,22	4,36543654365437	2003
22012	Albero Bajo	22	Huesca	109	22,22	4,90549054905491	2002
22012	Albero Bajo	22	Huesca	109	22,22	4,90549054905491	2001
22012	Albero Bajo	22	Huesca	109	22,22	4,90549054905491	2000
22012	Albero Bajo	22	Huesca	111	22,22	4,995499549955	1999
22012	Albero Bajo	22	Huesca	119	22,22	5,35553555355536	1998
22012	Albero Bajo	22	Huesca	117	22,22	5,26552655265527	1996
22013	Alberuela de Tubo	22	Huesca	301	20,79	14,4781144781145	2019
22013	Alberuela de Tubo	22	Huesca	309	20,79	14,8629148629149	2018
22013	Alberuela de Tubo	22	Huesca	310	20,79	14,9110149110149	2017
22013	Alberuela de Tubo	22	Huesca	315	20,79	15,1515151515152	2016
22013	Alberuela de Tubo	22	Huesca	314	20,79	15,1034151034151	2015
22013	Alberuela de Tubo	22	Huesca	327	20,79	15,7287157287157	2014
22013	Alberuela de Tubo	22	Huesca	339	20,79	16,3059163059163	2013
22013	Alberuela de Tubo	22	Huesca	348	20,79	16,7388167388167	2012
22013	Alberuela de Tubo	22	Huesca	355	20,79	17,0755170755171	2011
22013	Alberuela de Tubo	22	Huesca	355	20,79	17,0755170755171	2010
22013	Alberuela de Tubo	22	Huesca	358	20,79	17,2198172198172	2009
22013	Alberuela de Tubo	22	Huesca	358	20,79	17,2198172198172	2008
22013	Alberuela de Tubo	22	Huesca	353	20,79	16,979316979317	2007
22013	Alberuela de Tubo	22	Huesca	357	20,79	17,1717171717172	2006
22013	Alberuela de Tubo	22	Huesca	370	20,79	17,7970177970178	2005
22013	Alberuela de Tubo	22	Huesca	370	20,79	17,7970177970178	2004
22013	Alberuela de Tubo	22	Huesca	361	20,79	17,3641173641174	2003
22013	Alberuela de Tubo	22	Huesca	380	20,79	18,2780182780183	2002
22013	Alberuela de Tubo	22	Huesca	381	20,79	18,3261183261183	2001
22013	Alberuela de Tubo	22	Huesca	388	20,79	18,6628186628187	2000
22013	Alberuela de Tubo	22	Huesca	388	20,79	18,6628186628187	1999
22013	Alberuela de Tubo	22	Huesca	388	20,79	18,6628186628187	1998
22013	Alberuela de Tubo	22	Huesca	404	20,79	19,4324194324194	1996
22014	Alcalá de Gurrea	22	Huesca	248	71,42	3,4724166900028	2019
22014	Alcalá de Gurrea	22	Huesca	246	71,42	3,44441332959955	2018
22014	Alcalá de Gurrea	22	Huesca	267	71,42	3,73844861383366	2017
22014	Alcalá de Gurrea	22	Huesca	266	71,42	3,72444693363204	2016
22014	Alcalá de Gurrea	22	Huesca	273	71,42	3,82245869504341	2015
22014	Alcalá de Gurrea	22	Huesca	277	71,42	3,8784654158499	2014
22014	Alcalá de Gurrea	22	Huesca	277	71,42	3,8784654158499	2013
22014	Alcalá de Gurrea	22	Huesca	285	71,42	3,9904788574629	2012
22014	Alcalá de Gurrea	22	Huesca	275	71,42	3,85046205544665	2011
22014	Alcalá de Gurrea	22	Huesca	278	71,42	3,89246709605153	2010
22014	Alcalá de Gurrea	22	Huesca	282	71,42	3,94847381685802	2009
22014	Alcalá de Gurrea	22	Huesca	285	71,42	3,9904788574629	2008
22014	Alcalá de Gurrea	22	Huesca	276	71,42	3,86446373564828	2007
22014	Alcalá de Gurrea	22	Huesca	282	71,42	3,94847381685802	2006
22014	Alcalá de Gurrea	22	Huesca	282	71,42	3,94847381685802	2005
22014	Alcalá de Gurrea	22	Huesca	292	71,42	4,08849061887426	2004
22014	Alcalá de Gurrea	22	Huesca	284	71,42	3,97647717726127	2003
22014	Alcalá de Gurrea	22	Huesca	289	71,42	4,04648557826939	2002
22014	Alcalá de Gurrea	22	Huesca	312	71,42	4,36852422290675	2001
22014	Alcalá de Gurrea	22	Huesca	319	71,42	4,46653598431812	2000
22014	Alcalá de Gurrea	22	Huesca	332	71,42	4,64855782693923	1999
22014	Alcalá de Gurrea	22	Huesca	342	71,42	4,78857462895547	1998
22014	Alcalá de Gurrea	22	Huesca	370	71,42	5,18062167460095	1996
22015	Alcalá del Obispo	22	Huesca	318	47,85	6,64576802507837	2019
22015	Alcalá del Obispo	22	Huesca	325	47,85	6,79205851619645	2018
22015	Alcalá del Obispo	22	Huesca	332	47,85	6,93834900731452	2017
22015	Alcalá del Obispo	22	Huesca	340	47,85	7,1055381400209	2016
22015	Alcalá del Obispo	22	Huesca	342	47,85	7,14733542319749	2015
22015	Alcalá del Obispo	22	Huesca	349	47,85	7,29362591431557	2014
22015	Alcalá del Obispo	22	Huesca	354	47,85	7,39811912225705	2013
22015	Alcalá del Obispo	22	Huesca	368	47,85	7,69070010449321	2012
22015	Alcalá del Obispo	22	Huesca	411	47,85	8,58934169278997	2011
22015	Alcalá del Obispo	22	Huesca	491	47,85	10,2612330198537	2010
22015	Alcalá del Obispo	22	Huesca	429	47,85	8,96551724137931	2009
22015	Alcalá del Obispo	22	Huesca	425	47,85	8,88192267502612	2008
22015	Alcalá del Obispo	22	Huesca	367	47,85	7,66980146290491	2007
22015	Alcalá del Obispo	22	Huesca	348	47,85	7,27272727272727	2006
22015	Alcalá del Obispo	22	Huesca	364	47,85	7,60710553814002	2005
22015	Alcalá del Obispo	22	Huesca	363	47,85	7,58620689655172	2004
22015	Alcalá del Obispo	22	Huesca	355	47,85	7,41901776384535	2003
22015	Alcalá del Obispo	22	Huesca	362	47,85	7,56530825496343	2002
22015	Alcalá del Obispo	22	Huesca	351	47,85	7,33542319749216	2001
22015	Alcalá del Obispo	22	Huesca	356	47,85	7,43991640543365	2000
22015	Alcalá del Obispo	22	Huesca	348	47,85	7,27272727272727	1999
22015	Alcalá del Obispo	22	Huesca	355	47,85	7,41901776384535	1998
22015	Alcalá del Obispo	22	Huesca	353	47,85	7,37722048066876	1996
22016	Alcampell	22	Huesca	631	58	10,8793103448276	2019
22016	Alcampell	22	Huesca	652	58	11,2413793103448	2018
22016	Alcampell	22	Huesca	671	58	11,5689655172414	2017
22016	Alcampell	22	Huesca	678	58	11,6896551724138	2016
22016	Alcampell	22	Huesca	697	58	12,0172413793103	2015
22016	Alcampell	22	Huesca	707	58	12,1896551724138	2014
22016	Alcampell	22	Huesca	724	58	12,4827586206897	2013
22016	Alcampell	22	Huesca	746	58	12,8620689655172	2012
22016	Alcampell	22	Huesca	762	58	13,1379310344828	2011
22016	Alcampell	22	Huesca	782	58	13,4827586206897	2010
22016	Alcampell	22	Huesca	793	58	13,6724137931034	2009
22016	Alcampell	22	Huesca	796	58	13,7241379310345	2008
22016	Alcampell	22	Huesca	821	58	14,1551724137931	2007
22016	Alcampell	22	Huesca	827	58	14,2586206896552	2006
22016	Alcampell	22	Huesca	846	58	14,5862068965517	2005
22016	Alcampell	22	Huesca	849	58	14,6379310344828	2004
22016	Alcampell	22	Huesca	868	58	14,9655172413793	2003
22016	Alcampell	22	Huesca	890	58	15,3448275862069	2002
22016	Alcampell	22	Huesca	901	58	15,5344827586207	2001
22016	Alcampell	22	Huesca	911	58	15,7068965517241	2000
22016	Alcampell	22	Huesca	947	58	16,3275862068966	1999
22016	Alcampell	22	Huesca	950	58	16,3793103448276	1998
22016	Alcampell	22	Huesca	1015	58	17,5	1996
22017	Alcolea de Cinca	22	Huesca	1155	83,24	13,8755406054781	2019
22017	Alcolea de Cinca	22	Huesca	1160	83,24	13,9356078808265	2018
22017	Alcolea de Cinca	22	Huesca	1104	83,24	13,2628543969246	2017
22017	Alcolea de Cinca	22	Huesca	1158	83,24	13,9115809706872	2016
22017	Alcolea de Cinca	22	Huesca	1125	83,24	13,5151369533878	2015
22017	Alcolea de Cinca	22	Huesca	1136	83,24	13,6472849591543	2014
22017	Alcolea de Cinca	22	Huesca	1125	83,24	13,5151369533878	2013
22017	Alcolea de Cinca	22	Huesca	1141	83,24	13,7073522345026	2012
22017	Alcolea de Cinca	22	Huesca	1137	83,24	13,6592984142239	2011
22017	Alcolea de Cinca	22	Huesca	1164	83,24	13,9836617011052	2010
22017	Alcolea de Cinca	22	Huesca	1186	83,24	14,2479577126382	2009
22017	Alcolea de Cinca	22	Huesca	1204	83,24	14,4641999038924	2008
22017	Alcolea de Cinca	22	Huesca	1168	83,24	14,031715521384	2007
22017	Alcolea de Cinca	22	Huesca	1183	83,24	14,2119173474291	2006
22017	Alcolea de Cinca	22	Huesca	1252	83,24	15,0408457472369	2005
22017	Alcolea de Cinca	22	Huesca	1245	83,24	14,9567515617492	2004
22017	Alcolea de Cinca	22	Huesca	1230	83,24	14,776549735704	2003
22017	Alcolea de Cinca	22	Huesca	1251	83,24	15,0288322921672	2002
22017	Alcolea de Cinca	22	Huesca	1223	83,24	14,6924555502162	2001
22017	Alcolea de Cinca	22	Huesca	1214	83,24	14,5843344545891	2000
22017	Alcolea de Cinca	22	Huesca	1235	83,24	14,8366170110524	1999
22017	Alcolea de Cinca	22	Huesca	1237	83,24	14,8606439211917	1998
22017	Alcolea de Cinca	22	Huesca	1245	83,24	14,9567515617492	1996
22018	Alcubierre	22	Huesca	360	115,32	3,12174817898023	2019
22018	Alcubierre	22	Huesca	363	115,32	3,1477627471384	2018
22018	Alcubierre	22	Huesca	377	115,32	3,26916406520985	2017
22018	Alcubierre	22	Huesca	385	115,32	3,33853624696497	2016
22018	Alcubierre	22	Huesca	399	115,32	3,45993756503642	2015
22018	Alcubierre	22	Huesca	401	115,32	3,4772806104752	2014
22018	Alcubierre	22	Huesca	416	115,32	3,60735345126604	2013
22018	Alcubierre	22	Huesca	424	115,32	3,67672563302116	2012
22018	Alcubierre	22	Huesca	439	115,32	3,806798473812	2011
22018	Alcubierre	22	Huesca	433	115,32	3,75476933749566	2010
22018	Alcubierre	22	Huesca	440	115,32	3,81546999653139	2009
22018	Alcubierre	22	Huesca	446	115,32	3,86749913284773	2008
22018	Alcubierre	22	Huesca	446	115,32	3,86749913284773	2007
22018	Alcubierre	22	Huesca	441	115,32	3,82414151925078	2006
22018	Alcubierre	22	Huesca	437	115,32	3,78945542837322	2005
22018	Alcubierre	22	Huesca	439	115,32	3,806798473812	2004
22018	Alcubierre	22	Huesca	448	115,32	3,88484217828651	2003
22018	Alcubierre	22	Huesca	468	115,32	4,0582726326743	2002
22018	Alcubierre	22	Huesca	462	115,32	4,00624349635796	2001
22018	Alcubierre	22	Huesca	467	115,32	4,04960110995491	2000
22018	Alcubierre	22	Huesca	467	115,32	4,04960110995491	1999
22018	Alcubierre	22	Huesca	467	115,32	4,04960110995491	1998
22018	Alcubierre	22	Huesca	483	115,32	4,18834547346514	1996
22019	Alerre	22	Huesca	199	8,94	22,2595078299776	2019
22019	Alerre	22	Huesca	201	8,94	22,4832214765101	2018
22019	Alerre	22	Huesca	200	8,94	22,3713646532438	2017
22019	Alerre	22	Huesca	205	8,94	22,9306487695749	2016
22019	Alerre	22	Huesca	209	8,94	23,3780760626398	2015
22019	Alerre	22	Huesca	213	8,94	23,8255033557047	2014
22019	Alerre	22	Huesca	213	8,94	23,8255033557047	2013
22019	Alerre	22	Huesca	211	8,94	23,6017897091723	2012
22019	Alerre	22	Huesca	222	8,94	24,8322147651007	2011
22019	Alerre	22	Huesca	223	8,94	24,9440715883669	2010
22019	Alerre	22	Huesca	228	8,94	25,503355704698	2009
22019	Alerre	22	Huesca	224	8,94	25,0559284116331	2008
22019	Alerre	22	Huesca	224	8,94	25,0559284116331	2007
22019	Alerre	22	Huesca	228	8,94	25,503355704698	2006
22019	Alerre	22	Huesca	228	8,94	25,503355704698	2005
22019	Alerre	22	Huesca	227	8,94	25,3914988814318	2004
22019	Alerre	22	Huesca	220	8,94	24,6085011185682	2003
22019	Alerre	22	Huesca	218	8,94	24,3847874720358	2002
22019	Alerre	22	Huesca	210	8,94	23,489932885906	2001
22019	Alerre	22	Huesca	195	8,94	21,8120805369128	2000
22019	Alerre	22	Huesca	188	8,94	21,0290827740492	1999
22019	Alerre	22	Huesca	181	8,94	20,2460850111857	1998
22019	Alerre	22	Huesca	167	8,94	18,6800894854586	1996
22020	Alfántega	22	Huesca	130	8,76	14,8401826484018	2019
22020	Alfántega	22	Huesca	127	8,76	14,4977168949772	2018
22020	Alfántega	22	Huesca	135	8,76	15,4109589041096	2017
22020	Alfántega	22	Huesca	131	8,76	14,9543378995434	2016
22020	Alfántega	22	Huesca	128	8,76	14,6118721461187	2015
22020	Alfántega	22	Huesca	136	8,76	15,5251141552511	2014
22020	Alfántega	22	Huesca	140	8,76	15,9817351598174	2013
22020	Alfántega	22	Huesca	135	8,76	15,4109589041096	2012
22020	Alfántega	22	Huesca	130	8,76	14,8401826484018	2011
22020	Alfántega	22	Huesca	125	8,76	14,2694063926941	2010
22020	Alfántega	22	Huesca	135	8,76	15,4109589041096	2009
22020	Alfántega	22	Huesca	125	8,76	14,2694063926941	2008
