Municipio codigo	Municipio nombre	Grado, código	Grado	Sexo, código	Sexo	Personas
22157	Montanuy	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	24,3310837096
22157	Montanuy	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	46,5470737364
22157	Montanuy	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	19,7523861005
22157	Montanuy	2	Analfabetos o sin estudios	6	Mujer	7,6598106161
22158	Monzón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	1029,8356911176
22158	Monzón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	4131,3236213658
22158	Monzón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	987,4754394259
22158	Monzón	2	Analfabetos o sin estudios	6	Mujer	774,9129892307
22160	Naval	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	25,9467776129
22160	Naval	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	62,8323862123
22160	Naval	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	13,7156400992
22160	Naval	2	Analfabetos o sin estudios	6	Mujer	7,0840706809
22162	Novales	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	6,0740464415
22162	Novales	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	48,2165199216
22162	Novales	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	10,5592362861
22162	Novales	2	Analfabetos o sin estudios	6	Mujer	9,1781471437
22163	Nueno	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	18,4173650932
22163	Nueno	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	83,2840325785
22163	Nueno	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	81,2459053493
22163	Nueno	2	Analfabetos o sin estudios	6	Mujer	15,4375854708
22164	Olvena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	4,9199944337
22164	Olvena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	11,6903010485
22164	Olvena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	3,5989601129
22164	Olvena	2	Analfabetos o sin estudios	6	Mujer	7,3102607047
22165	Ontiñena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	81,4606836361
22165	Ontiñena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	137,464064611
22165	Ontiñena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	20,7884610365
22165	Ontiñena	2	Analfabetos o sin estudios	6	Mujer	25,2174248872
22167	Osso de Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	69,4774297255
22167	Osso de Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	192,6680520623
22167	Osso de Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	39,6211358243
22167	Osso de Cinca	2	Analfabetos o sin estudios	6	Mujer	41,5689087946
22168	Palo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	5,771096355
22168	Palo	2	Analfabetos o sin estudios	6	Mujer	9,228903645
22170	Panticosa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	54,3824361539
22170	Panticosa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	184,8615851018
22170	Panticosa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	66,1924704722
22170	Panticosa	2	Analfabetos o sin estudios	6	Mujer	23,5350650138
22172	Peñalba	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	54,397953346
22172	Peñalba	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	173,1130857278
22172	Peñalba	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	60,6997047498
22172	Peñalba	2	Analfabetos o sin estudios	6	Mujer	29,8220205818
22173	Peñas de Riglos (Las)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	12,7121010432
22173	Peñas de Riglos (Las)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	56,2437403598
22173	Peñas de Riglos (Las)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	8,1112225877
22173	Peñas de Riglos (Las)	2	Analfabetos o sin estudios	6	Mujer	22,3668200095
22174	Peralta de Alcofea	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	52,3264696062
22174	Peralta de Alcofea	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	141,8603008702
22174	Peralta de Alcofea	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	50,8875605641
22174	Peralta de Alcofea	2	Analfabetos o sin estudios	6	Mujer	23,9820649794
22175	Peralta de Calasanz	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	27,4396873239
22175	Peralta de Calasanz	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	46,0197394149
22175	Peralta de Calasanz	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	6,5795371971
22175	Peralta de Calasanz	2	Analfabetos o sin estudios	6	Mujer	18,4860560689
22176	Peraltilla	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	14,780473327
22176	Peraltilla	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	49,6763340905
22176	Peraltilla	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	23,4355304011
22176	Peraltilla	2	Analfabetos o sin estudios	6	Mujer	3,1076621821
22177	Perarrúa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	14,4855680734
22177	Perarrúa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	27,8369433481
22177	Perarrúa	2	Analfabetos o sin estudios	6	Mujer	2,1847232587
22178	Pertusa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	6,5270116891
22178	Pertusa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	34,9299896021
22178	Pertusa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	3,3832213257
22178	Pertusa	2	Analfabetos o sin estudios	6	Mujer	6,265505604
22181	Piracés	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	10,8262387622
22181	Piracés	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	23,8472698521
22181	Piracés	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	3,7467199937
22181	Piracés	2	Analfabetos o sin estudios	6	Mujer	5,6873511238
22182	Plan	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	37,2084528659
22182	Plan	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	51,1746014718
22182	Plan	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	24,2433727522
22182	Plan	2	Analfabetos o sin estudios	6	Mujer	19,2504423042
22184	Poleñino	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	20,904224535
22184	Poleñino	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	52,2561392317
22184	Poleñino	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	12,1464407655
22184	Poleñino	2	Analfabetos o sin estudios	6	Mujer	11,4542341147
22186	Pozán de Vero	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	24,3580659911
22186	Pozán de Vero	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	56,2208150717
22186	Pozán de Vero	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	12,854001692
22186	Pozán de Vero	2	Analfabetos o sin estudios	6	Mujer	15,8843555513
22187	Puebla de Castro (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	26,429399933
22187	Puebla de Castro (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	91,4902134565
22187	Puebla de Castro (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	39,9684221686
22187	Puebla de Castro (La)	2	Analfabetos o sin estudios	6	Mujer	24,130217193
22188	Puente de Montañana	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	13,2101171025
22188	Puente de Montañana	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	37,9756947008
22188	Puente de Montañana	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	5,6755028176
22188	Puente de Montañana	2	Analfabetos o sin estudios	6	Mujer	6,6733557328
22189	Puértolas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	15,0561797259
22189	Puértolas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	54,4138634681
22189	Puértolas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	17,7392931677
22189	Puértolas	2	Analfabetos o sin estudios	6	Mujer	5,5306173463
22190	Pueyo de Araguás (El)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	6,0362039576
22190	Pueyo de Araguás (El)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	32,5669059069
22190	Pueyo de Araguás (El)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	12,4139854898
22190	Pueyo de Araguás (El)	2	Analfabetos o sin estudios	6	Mujer	3,1852523104
22193	Pueyo de Santa Cruz	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	35,4572062212
22193	Pueyo de Santa Cruz	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	82,5832525045
22193	Pueyo de Santa Cruz	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	22,7826785947
22193	Pueyo de Santa Cruz	2	Analfabetos o sin estudios	6	Mujer	25,0778277715
22195	Quicena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	15,3983303963
22195	Quicena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	56,5656047358
22195	Quicena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	22,9742277155
22195	Quicena	2	Analfabetos o sin estudios	6	Mujer	12,6993837799
22197	Robres	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	46,8191162111
22197	Robres	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	167,1151907453
22197	Robres	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	34,0235358393
22197	Robres	2	Analfabetos o sin estudios	6	Mujer	23,0421572043
22199	Sabiñánigo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	670,4246748675
22199	Sabiñánigo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	2368,8413183407
22199	Sabiñánigo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	788,5678351626
22199	Sabiñánigo	2	Analfabetos o sin estudios	6	Mujer	457,4016269232
22200	Sahún	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	21,8691966867
22200	Sahún	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	71,5962596456
22200	Sahún	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	25,0420969341
22200	Sahún	2	Analfabetos o sin estudios	6	Mujer	14,5662570574
22201	Salas Altas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	44,7766777794
22201	Salas Altas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	46,2521364973
22201	Salas Altas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	29,8523205773
22201	Salas Altas	2	Analfabetos o sin estudios	6	Mujer	20,7974968316
22202	Salas Bajas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	25,5284806381
22202	Salas Bajas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	29,3749697974
22202	Salas Bajas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	7,7422883003
22202	Salas Bajas	2	Analfabetos o sin estudios	6	Mujer	8,8078038484
22203	Salillas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	13,8659214524
22203	Salillas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	23,0664985382
22203	Salillas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	4,4248563764
22203	Salillas	2	Analfabetos o sin estudios	6	Mujer	2,7849119686
22204	Sallent de Gállego	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	127,4820850253
22204	Sallent de Gállego	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	364,4559819806
22204	Sallent de Gállego	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	109,8477006784
22204	Sallent de Gállego	2	Analfabetos o sin estudios	6	Mujer	16,3761744305
22205	San Esteban de Litera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	54,7544025818
22205	San Esteban de Litera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	98,6590279307
22205	San Esteban de Litera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	14,9368398872
22205	San Esteban de Litera	2	Analfabetos o sin estudios	6	Mujer	41,7423871173
22206	Sangarrén	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	26,7665660116
22206	Sangarrén	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	40,8416557205
22206	Sangarrén	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	27,2808142278
22206	Sangarrén	2	Analfabetos o sin estudios	6	Mujer	14,1894320025
22207	San Juan de Plan	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	13,3897396081
22207	San Juan de Plan	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	21,1922635455
22207	San Juan de Plan	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	13,5366179701
22207	San Juan de Plan	2	Analfabetos o sin estudios	6	Mujer	9,0518052575
22208	Santa Cilia	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	23,4628736884
22208	Santa Cilia	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	43,8884951148
22208	Santa Cilia	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	8,1317177472
22208	Santa Cilia	2	Analfabetos o sin estudios	6	Mujer	3,655705621
22209	Santa Cruz de la Serós	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	2,1825639072
22209	Santa Cruz de la Serós	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	50,9917499804
22209	Santa Cruz de la Serós	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	17,0827820332
22209	Santa Cruz de la Serós	2	Analfabetos o sin estudios	6	Mujer	0,7246242847
22212	Santaliestra y San Quílez	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	12,0995698317
22212	Santaliestra y San Quílez	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	25,1365980582
22212	Santaliestra y San Quílez	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	7,5250049187
22212	Santaliestra y San Quílez	2	Analfabetos o sin estudios	6	Mujer	1,3841035036
22213	Sariñena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	326,0100210323
22213	Sariñena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	818,9689804152
22213	Sariñena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	293,6359252819
22213	Sariñena	2	Analfabetos o sin estudios	6	Mujer	329,803334579
22214	Secastilla	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	7,6122714008
22214	Secastilla	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	26,5446916139
22214	Secastilla	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	8,0933863182
22214	Secastilla	2	Analfabetos o sin estudios	6	Mujer	7,1484232029
22215	Seira	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	17,492962717
22215	Seira	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	27,6872285755
22215	Seira	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	19,0640999853
22215	Seira	2	Analfabetos o sin estudios	6	Mujer	1,874144027
22217	Sena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	50,1760182308
22217	Sena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	96,4709350011
22217	Sena	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	32,8993048961
22217	Sena	2	Analfabetos o sin estudios	6	Mujer	31,4697584826
22218	Senés de Alcubierre	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	11,5846311712
22218	Senés de Alcubierre	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	11,0933323467
22218	Senés de Alcubierre	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	3,4394895533
22218	Senés de Alcubierre	2	Analfabetos o sin estudios	6	Mujer	1,7664929669
22220	Sesa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	27,3685140688
22220	Sesa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	44,5205632954
22220	Sesa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	12,3117620652
22220	Sesa	2	Analfabetos o sin estudios	6	Mujer	5,0109257899
22221	Sesué	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	3,12094604
22221	Sesué	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	26,0442235354
22221	Sesué	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	13,9757877218
22221	Sesué	2	Analfabetos o sin estudios	6	Mujer	1,5739947063
22222	Siétamo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	21,4686680537
22222	Siétamo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	105,1085689278
22222	Siétamo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	97,4471244782
22222	Siétamo	2	Analfabetos o sin estudios	6	Mujer	28,5990854588
22223	Sopeira	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	9,714703472
22223	Sopeira	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	20,7852589292
22223	Sopeira	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	9,0754762965
22223	Sopeira	2	Analfabetos o sin estudios	6	Mujer	4,8384322093
22225	Tamarite de Litera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	304,8527778513
22225	Tamarite de Litera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	802,0928318368
22225	Tamarite de Litera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	140,8365104326
22225	Tamarite de Litera	2	Analfabetos o sin estudios	6	Mujer	238,7255338061
22226	Tardienta	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	100,4907708302
22226	Tardienta	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	237,8370660609
22226	Tardienta	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	35,9880535323
22226	Tardienta	2	Analfabetos o sin estudios	6	Mujer	59,2612952508
22227	Tella-Sin	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	27,5265159837
22227	Tella-Sin	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	36,5912583633
22227	Tella-Sin	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	37,4130681345
22227	Tella-Sin	2	Analfabetos o sin estudios	6	Mujer	7,7722613997
22228	Tierz	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	26,758943472
22228	Tierz	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	123,3363203544
22228	Tierz	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	97,4120624169
22228	Tierz	2	Analfabetos o sin estudios	6	Mujer	7,0108488167
22229	Tolva	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	14,4694489044
22229	Tolva	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	28,4120806245
22229	Tolva	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	4,016980307
22229	Tolva	2	Analfabetos o sin estudios	6	Mujer	12,0145260309
22230	Torla	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	31,0242814045
22230	Torla	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	72,1506462953
22230	Torla	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	25,2241783015
22230	Torla	2	Analfabetos o sin estudios	6	Mujer	9,7375891676
22232	Torralba de Aragón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	10,6585407222
22232	Torralba de Aragón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	26,1866153671
22232	Torralba de Aragón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	1,02997684
22232	Torralba de Aragón	2	Analfabetos o sin estudios	6	Mujer	7,7141396576
22233	Torre la Ribera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	2,9469501779
22233	Torre la Ribera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	19,4169491461
22233	Torre la Ribera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	10,4546301471
22233	Torre la Ribera	2	Analfabetos o sin estudios	6	Mujer	7,3421118315
22234	Torrente de Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	104,6193104313
22234	Torrente de Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	267,6130891104
22234	Torrente de Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	54,8707298889
22234	Torrente de Cinca	2	Analfabetos o sin estudios	6	Mujer	90,9240110274
22235	Torres de Alcanadre	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	6	Mujer	16,4238823267
22235	Torres de Alcanadre	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	6	Mujer	17,4310759791
22235	Torres de Alcanadre	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	6	Mujer	5,8280940005
