Inscripción CCAA código	Inscripción CCAA nombre	Año	Residencia continente código	Residencia continente nombre	Residencia área código	Residencia área nombre	Residencia país código	Residencia país nombre	Sexo	Personas
02	Aragón	2012	2	África	04	Resto de África	202	Angola	Mujer	2
02	Aragón	2012	2	África	04	Resto de África	204	Benin	Hombre	2
02	Aragón	2012	2	África	04	Resto de África	207	Cabo Verde	Hombre	2
02	Aragón	2012	2	África	04	Resto de África	207	Cabo Verde	Mujer	1
02	Aragón	2012	2	África	04	Resto de África	208	Camerún	Hombre	4
02	Aragón	2012	2	África	04	Resto de África	208	Camerún	Mujer	3
02	Aragón	2012	2	África	04	Resto de África	211	Costa de Marfil	Hombre	1
02	Aragón	2012	2	África	04	Resto de África	211	Costa de Marfil	Mujer	7
02	Aragón	2012	2	África	04	Resto de África	212	Djibouti	Hombre	1
02	Aragón	2012	2	África	04	Resto de África	213	Egipto	Hombre	6
02	Aragón	2012	2	África	04	Resto de África	213	Egipto	Mujer	4
02	Aragón	2012	2	África	04	Resto de África	214	Etiopía	Hombre	1
02	Aragón	2012	2	África	04	Resto de África	214	Etiopía	Mujer	2
02	Aragón	2012	2	África	04	Resto de África	215	Gabón	Hombre	2
02	Aragón	2012	2	África	04	Resto de África	215	Gabón	Mujer	8
02	Aragón	2012	2	África	04	Resto de África	216	Gambia	Hombre	9
02	Aragón	2012	2	África	04	Resto de África	216	Gambia	Mujer	8
02	Aragón	2012	2	África	04	Resto de África	217	Ghana	Hombre	2
02	Aragón	2012	2	África	04	Resto de África	217	Ghana	Mujer	2
02	Aragón	2012	2	África	04	Resto de África	218	Guinea	Mujer	1
02	Aragón	2012	2	África	04	Resto de África	219	Guinea Bissau	Hombre	4
02	Aragón	2012	2	África	04	Resto de África	219	Guinea Bissau	Mujer	2
02	Aragón	2012	2	África	04	Resto de África	220	Guinea Ecuatorial	Hombre	26
02	Aragón	2012	2	África	04	Resto de África	220	Guinea Ecuatorial	Mujer	22
02	Aragón	2012	2	África	04	Resto de África	221	Kenia	Mujer	4
02	Aragón	2012	2	África	04	Resto de África	225	Madagascar	Mujer	1
02	Aragón	2012	2	África	04	Resto de África	226	Malawi	Hombre	1
02	Aragón	2012	2	África	04	Resto de África	231	Mozambique	Hombre	5
02	Aragón	2012	2	África	04	Resto de África	231	Mozambique	Mujer	2
02	Aragón	2012	2	África	04	Resto de África	232	Namibia	Hombre	3
02	Aragón	2012	2	África	04	Resto de África	232	Namibia	Mujer	2
02	Aragón	2012	2	África	04	Resto de África	233	Níger	Mujer	1
02	Aragón	2012	2	África	04	Resto de África	234	Nigeria	Hombre	1
02	Aragón	2012	2	África	04	Resto de África	234	Nigeria	Mujer	1
02	Aragón	2012	2	África	04	Resto de África	236	Sudáfrica	Hombre	19
02	Aragón	2012	2	África	04	Resto de África	236	Sudáfrica	Mujer	18
02	Aragón	2012	2	África	04	Resto de África	237	Ruanda	Mujer	1
02	Aragón	2012	2	África	04	Resto de África	239	Senegal	Hombre	17
02	Aragón	2012	2	África	04	Resto de África	239	Senegal	Mujer	8
02	Aragón	2012	2	África	04	Resto de África	243	Sudán	Hombre	3
02	Aragón	2012	2	África	04	Resto de África	243	Sudán	Mujer	4
02	Aragón	2012	2	África	04	Resto de África	245	Tanzania	Hombre	2
02	Aragón	2012	2	África	04	Resto de África	245	Tanzania	Mujer	2
02	Aragón	2012	2	África	04	Resto de África	246	Chad	Hombre	1
02	Aragón	2012	2	África	04	Resto de África	246	Chad	Mujer	1
02	Aragón	2012	2	África	04	Resto de África	247	Togo	Hombre	1
02	Aragón	2012	2	África	04	Resto de África	250	Rep. Democrática del Congo	Hombre	6
02	Aragón	2012	2	África	04	Resto de África	250	Rep. Democrática del Congo	Mujer	1
02	Aragón	2012	2	África	04	Resto de África	251	Zambia	Hombre	1
02	Aragón	2012	2	África	04	Resto de África	252	Zimbabwe	Hombre	1
02	Aragón	2012	2	África	04	Resto de África	252	Zimbabwe	Mujer	1
02	Aragón	2012	3	América	05	América del Norte	301	Canadá	Hombre	223
02	Aragón	2012	3	América	05	América del Norte	301	Canadá	Mujer	185
02	Aragón	2012	3	América	05	América del Norte	302	Estados Unidos de América	Hombre	748
02	Aragón	2012	3	América	05	América del Norte	302	Estados Unidos de América	Mujer	1095
02	Aragón	2012	3	América	06	Resto de América	303	México	Hombre	660
02	Aragón	2012	3	América	06	Resto de América	303	México	Mujer	647
02	Aragón	2012	3	América	06	Resto de América	313	Belice	Mujer	1
02	Aragón	2012	3	América	06	Resto de América	314	Costa Rica	Hombre	48
02	Aragón	2012	3	América	06	Resto de América	314	Costa Rica	Mujer	45
02	Aragón	2012	3	América	06	Resto de América	315	Cuba	Hombre	130
02	Aragón	2012	3	América	06	Resto de América	315	Cuba	Mujer	167
02	Aragón	2012	3	América	06	Resto de América	317	El Salvador	Hombre	10
02	Aragón	2012	3	América	06	Resto de América	317	El Salvador	Mujer	7
02	Aragón	2012	3	América	06	Resto de América	319	Guatemala	Hombre	54
02	Aragón	2012	3	América	06	Resto de América	319	Guatemala	Mujer	49
02	Aragón	2012	3	América	06	Resto de América	320	Haití	Mujer	1
02	Aragón	2012	3	América	06	Resto de América	321	Honduras	Hombre	44
02	Aragón	2012	3	América	06	Resto de América	321	Honduras	Mujer	37
02	Aragón	2012	3	América	06	Resto de América	322	Jamaica	Hombre	1
02	Aragón	2012	3	América	06	Resto de América	322	Jamaica	Mujer	1
02	Aragón	2012	3	América	06	Resto de América	323	Nicaragua	Hombre	16
02	Aragón	2012	3	América	06	Resto de América	323	Nicaragua	Mujer	9
02	Aragón	2012	3	América	06	Resto de América	324	Panamá	Hombre	78
02	Aragón	2012	3	América	06	Resto de América	324	Panamá	Mujer	90
02	Aragón	2012	3	América	06	Resto de América	326	República Dominicana	Hombre	89
02	Aragón	2012	3	América	06	Resto de América	326	República Dominicana	Mujer	85
02	Aragón	2012	3	América	06	Resto de América	327	Trinidad y Tobago	Hombre	1
02	Aragón	2012	3	América	06	Resto de América	328	Santa Lucia	Hombre	1
02	Aragón	2012	3	América	06	Resto de América	328	Santa Lucia	Mujer	2
02	Aragón	2012	3	América	06	Resto de América	329	San Cristóbal y Nieves	Hombre	1
02	Aragón	2012	3	América	06	Resto de América	340	Argentina	Hombre	2115
02	Aragón	2012	3	América	06	Resto de América	340	Argentina	Mujer	2473
02	Aragón	2012	3	América	06	Resto de América	341	Bolivia	Hombre	64
02	Aragón	2012	3	América	06	Resto de América	341	Bolivia	Mujer	57
02	Aragón	2012	3	América	06	Resto de América	342	Brasil	Hombre	834
02	Aragón	2012	3	América	06	Resto de América	342	Brasil	Mujer	840
02	Aragón	2012	3	América	06	Resto de América	343	Colombia	Hombre	136
02	Aragón	2012	3	América	06	Resto de América	343	Colombia	Mujer	147
02	Aragón	2012	3	América	06	Resto de América	344	Chile	Hombre	614
02	Aragón	2012	3	América	06	Resto de América	344	Chile	Mujer	611
02	Aragón	2012	3	América	06	Resto de América	345	Ecuador	Hombre	217
02	Aragón	2012	3	América	06	Resto de América	345	Ecuador	Mujer	209
02	Aragón	2012	3	América	06	Resto de América	347	Paraguay	Hombre	89
02	Aragón	2012	3	América	06	Resto de América	347	Paraguay	Mujer	76
02	Aragón	2012	3	América	06	Resto de América	348	Perú	Hombre	184
02	Aragón	2012	3	América	06	Resto de América	348	Perú	Mujer	182
02	Aragón	2012	3	América	06	Resto de América	350	Uruguay	Hombre	161
02	Aragón	2012	3	América	06	Resto de América	350	Uruguay	Mujer	187
02	Aragón	2012	3	América	06	Resto de América	351	Venezuela	Hombre	1051
02	Aragón	2012	3	América	06	Resto de América	351	Venezuela	Mujer	1053
02	Aragón	2012	4	Asia	07	Asia	401	Afganistán	Mujer	1
02	Aragón	2012	4	Asia	07	Asia	402	Arabia Saudí	Hombre	15
02	Aragón	2012	4	Asia	07	Asia	402	Arabia Saudí	Mujer	11
02	Aragón	2012	4	Asia	07	Asia	407	China	Hombre	48
02	Aragón	2012	4	Asia	07	Asia	407	China	Mujer	25
02	Aragón	2012	4	Asia	07	Asia	408	Emiratos Arabes Unidos	Hombre	13
02	Aragón	2012	4	Asia	07	Asia	408	Emiratos Arabes Unidos	Mujer	17
02	Aragón	2012	4	Asia	07	Asia	409	Filipinas	Hombre	29
02	Aragón	2012	4	Asia	07	Asia	409	Filipinas	Mujer	23
02	Aragón	2012	4	Asia	07	Asia	410	India	Hombre	11
02	Aragón	2012	4	Asia	07	Asia	410	India	Mujer	18
02	Aragón	2012	4	Asia	07	Asia	411	Indonesia	Hombre	4
02	Aragón	2012	4	Asia	07	Asia	411	Indonesia	Mujer	3
02	Aragón	2012	4	Asia	07	Asia	413	Irán	Mujer	1
02	Aragón	2012	4	Asia	07	Asia	414	Israel	Hombre	21
02	Aragón	2012	4	Asia	07	Asia	414	Israel	Mujer	24
02	Aragón	2012	4	Asia	07	Asia	415	Japón	Hombre	18
02	Aragón	2012	4	Asia	07	Asia	415	Japón	Mujer	10
02	Aragón	2012	4	Asia	07	Asia	416	Jordania	Hombre	33
02	Aragón	2012	4	Asia	07	Asia	416	Jordania	Mujer	45
02	Aragón	2012	4	Asia	07	Asia	417	Camboya	Hombre	3
02	Aragón	2012	4	Asia	07	Asia	417	Camboya	Mujer	1
02	Aragón	2012	4	Asia	07	Asia	418	Kuwait	Hombre	1
02	Aragón	2012	4	Asia	07	Asia	418	Kuwait	Mujer	1
02	Aragón	2012	4	Asia	07	Asia	420	Líbano	Hombre	16
02	Aragón	2012	4	Asia	07	Asia	420	Líbano	Mujer	16
02	Aragón	2012	4	Asia	07	Asia	421	Malasia	Hombre	2
02	Aragón	2012	4	Asia	07	Asia	421	Malasia	Mujer	4
02	Aragón	2012	4	Asia	07	Asia	425	Omán	Hombre	1
02	Aragón	2012	4	Asia	07	Asia	426	Pakistán	Hombre	5
02	Aragón	2012	4	Asia	07	Asia	426	Pakistán	Mujer	4
02	Aragón	2012	4	Asia	07	Asia	427	Qatar	Hombre	5
02	Aragón	2012	4	Asia	07	Asia	427	Qatar	Mujer	4
02	Aragón	2012	4	Asia	07	Asia	430	República de Corea	Hombre	2
02	Aragón	2012	4	Asia	07	Asia	430	República de Corea	Mujer	2
02	Aragón	2012	4	Asia	07	Asia	432	Singapur	Hombre	3
02	Aragón	2012	4	Asia	07	Asia	432	Singapur	Mujer	2
02	Aragón	2012	4	Asia	07	Asia	433	Siria	Hombre	30
02	Aragón	2012	4	Asia	07	Asia	433	Siria	Mujer	21
02	Aragón	2012	4	Asia	07	Asia	435	Tailandia	Hombre	9
02	Aragón	2012	4	Asia	07	Asia	435	Tailandia	Mujer	1
02	Aragón	2012	4	Asia	07	Asia	437	Vietnam	Hombre	2
02	Aragón	2012	4	Asia	07	Asia	437	Vietnam	Mujer	1
02	Aragón	2012	4	Asia	07	Asia	438	Taiwan	Hombre	3
02	Aragón	2012	4	Asia	07	Asia	438	Taiwan	Mujer	1
02	Aragón	2012	4	Asia	07	Asia	441	Yemen	Hombre	1
02	Aragón	2012	4	Asia	07	Asia	443	Kazajstan	Hombre	2
02	Aragón	2012	5	Oceanía	08	Oceanía	501	Australia	Hombre	103
02	Aragón	2012	5	Oceanía	08	Oceanía	501	Australia	Mujer	108
02	Aragón	2012	5	Oceanía	08	Oceanía	504	Nueva Zelanda	Hombre	5
02	Aragón	2012	5	Oceanía	08	Oceanía	504	Nueva Zelanda	Mujer	6
02	Aragón	2012	5	Oceanía	08	Oceanía	505	Papua Nueva Guinea	Hombre	1
02	Aragón	2013	1	Europa	01	UE-27	102	Austria	Hombre	48
02	Aragón	2013	1	Europa	01	UE-27	102	Austria	Mujer	67
02	Aragón	2013	1	Europa	01	UE-27	103	Bélgica	Hombre	344
02	Aragón	2013	1	Europa	01	UE-27	103	Bélgica	Mujer	357
02	Aragón	2013	1	Europa	01	UE-27	104	Bulgaria	Hombre	4
02	Aragón	2013	1	Europa	01	UE-27	104	Bulgaria	Mujer	1
02	Aragón	2013	1	Europa	01	UE-27	106	Chipre	Hombre	1
02	Aragón	2013	1	Europa	01	UE-27	106	Chipre	Mujer	2
02	Aragón	2013	1	Europa	01	UE-27	107	Dinamarca	Hombre	32
02	Aragón	2013	1	Europa	01	UE-27	107	Dinamarca	Mujer	34
02	Aragón	2013	1	Europa	01	UE-27	109	Finlandia	Hombre	30
02	Aragón	2013	1	Europa	01	UE-27	109	Finlandia	Mujer	18
02	Aragón	2013	1	Europa	01	UE-27	110	Francia	Hombre	3628
02	Aragón	2013	1	Europa	01	UE-27	110	Francia	Mujer	3697
02	Aragón	2013	1	Europa	01	UE-27	111	Grecia	Hombre	25
02	Aragón	2013	1	Europa	01	UE-27	111	Grecia	Mujer	34
02	Aragón	2013	1	Europa	01	UE-27	112	Hungría	Hombre	9
02	Aragón	2013	1	Europa	01	UE-27	112	Hungría	Mujer	5
02	Aragón	2013	1	Europa	01	UE-27	113	Irlanda	Hombre	54
02	Aragón	2013	1	Europa	01	UE-27	113	Irlanda	Mujer	76
02	Aragón	2013	1	Europa	01	UE-27	115	Italia	Hombre	156
02	Aragón	2013	1	Europa	01	UE-27	115	Italia	Mujer	314
02	Aragón	2013	1	Europa	01	UE-27	117	Luxemburgo	Hombre	33
02	Aragón	2013	1	Europa	01	UE-27	117	Luxemburgo	Mujer	53
02	Aragón	2013	1	Europa	01	UE-27	118	Malta	Hombre	2
02	Aragón	2013	1	Europa	01	UE-27	121	Países Bajos	Hombre	153
02	Aragón	2013	1	Europa	01	UE-27	121	Países Bajos	Mujer	210
02	Aragón	2013	1	Europa	01	UE-27	122	Polonia	Hombre	22
02	Aragón	2013	1	Europa	01	UE-27	122	Polonia	Mujer	12
02	Aragón	2013	1	Europa	01	UE-27	123	Portugal	Hombre	71
02	Aragón	2013	1	Europa	01	UE-27	123	Portugal	Mujer	90
02	Aragón	2013	1	Europa	01	UE-27	125	Reino Unido	Hombre	684
02	Aragón	2013	1	Europa	01	UE-27	125	Reino Unido	Mujer	815
02	Aragón	2013	1	Europa	01	UE-27	126	Alemania	Hombre	999
02	Aragón	2013	1	Europa	01	UE-27	126	Alemania	Mujer	1078
02	Aragón	2013	1	Europa	01	UE-27	128	Rumanía	Hombre	10
02	Aragón	2013	1	Europa	01	UE-27	128	Rumanía	Mujer	3
02	Aragón	2013	1	Europa	01	UE-27	131	Suecia	Hombre	71
02	Aragón	2013	1	Europa	01	UE-27	131	Suecia	Mujer	59
02	Aragón	2013	1	Europa	01	UE-27	136	Letonia	Hombre	1
02	Aragón	2013	1	Europa	01	UE-27	136	Letonia	Mujer	1
02	Aragón	2013	1	Europa	01	UE-27	142	Lituania	Hombre	3
02	Aragón	2013	1	Europa	01	UE-27	143	República Checa	Hombre	14
02	Aragón	2013	1	Europa	01	UE-27	143	República Checa	Mujer	10
02	Aragón	2013	1	Europa	01	UE-27	144	Eslovaquia	Hombre	3
02	Aragón	2013	1	Europa	01	UE-27	144	Eslovaquia	Mujer	1
02	Aragón	2013	1	Europa	01	UE-27	147	Eslovenia	Hombre	2
02	Aragón	2013	1	Europa	01	UE-27	147	Eslovenia	Mujer	2
02	Aragón	2013	1	Europa	02	Resto de Europa	101	Albania	Hombre	1
02	Aragón	2013	1	Europa	02	Resto de Europa	114	Islandia	Hombre	1
02	Aragón	2013	1	Europa	02	Resto de Europa	114	Islandia	Mujer	3
02	Aragón	2013	1	Europa	02	Resto de Europa	120	Noruega	Hombre	17
02	Aragón	2013	1	Europa	02	Resto de Europa	120	Noruega	Mujer	19
02	Aragón	2013	1	Europa	02	Resto de Europa	124	Andorra	Hombre	359
02	Aragón	2013	1	Europa	02	Resto de Europa	124	Andorra	Mujer	348
02	Aragón	2013	1	Europa	02	Resto de Europa	132	Suiza	Hombre	413
02	Aragón	2013	1	Europa	02	Resto de Europa	132	Suiza	Mujer	538
02	Aragón	2013	1	Europa	02	Resto de Europa	135	Ucrania	Hombre	8
02	Aragón	2013	1	Europa	02	Resto de Europa	137	Moldova	Hombre	1
02	Aragón	2013	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	Hombre	2
02	Aragón	2013	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	Mujer	2
02	Aragón	2013	1	Europa	02	Resto de Europa	146	Croacia	Hombre	1
02	Aragón	2013	1	Europa	02	Resto de Europa	146	Croacia	Mujer	3
02	Aragón	2013	1	Europa	02	Resto de Europa	154	Rusia	Hombre	17
02	Aragón	2013	1	Europa	02	Resto de Europa	154	Rusia	Mujer	21
02	Aragón	2013	1	Europa	02	Resto de Europa	157	Serbia	Hombre	4
02	Aragón	2013	1	Europa	02	Resto de Europa	157	Serbia	Mujer	1
02	Aragón	2013	1	Europa	02	Resto de Europa	436	Turquía	Hombre	9
02	Aragón	2013	1	Europa	02	Resto de Europa	436	Turquía	Mujer	4
02	Aragón	2013	2	África	03	Magreb	203	Argelia	Hombre	3
02	Aragón	2013	2	África	03	Magreb	203	Argelia	Mujer	4
02	Aragón	2013	2	África	03	Magreb	228	Marruecos	Hombre	49
02	Aragón	2013	2	África	03	Magreb	228	Marruecos	Mujer	44
02	Aragón	2013	2	África	03	Magreb	230	Mauritania	Hombre	5
02	Aragón	2013	2	África	03	Magreb	230	Mauritania	Mujer	1
02	Aragón	2013	2	África	03	Magreb	248	Túnez	Hombre	18
02	Aragón	2013	2	África	03	Magreb	248	Túnez	Mujer	16
02	Aragón	2013	2	África	04	Resto de África	202	Angola	Hombre	6
02	Aragón	2013	2	África	04	Resto de África	202	Angola	Mujer	3
02	Aragón	2013	2	África	04	Resto de África	204	Benin	Hombre	1
02	Aragón	2013	2	África	04	Resto de África	207	Cabo Verde	Hombre	2
02	Aragón	2013	2	África	04	Resto de África	207	Cabo Verde	Mujer	1
02	Aragón	2013	2	África	04	Resto de África	208	Camerún	Hombre	4
02	Aragón	2013	2	África	04	Resto de África	208	Camerún	Mujer	3
02	Aragón	2013	2	África	04	Resto de África	211	Costa de Marfil	Hombre	3
02	Aragón	2013	2	África	04	Resto de África	211	Costa de Marfil	Mujer	7
02	Aragón	2013	2	África	04	Resto de África	213	Egipto	Hombre	6
02	Aragón	2013	2	África	04	Resto de África	213	Egipto	Mujer	5
02	Aragón	2013	2	África	04	Resto de África	214	Etiopía	Hombre	2
02	Aragón	2013	2	África	04	Resto de África	214	Etiopía	Mujer	3
02	Aragón	2013	2	África	04	Resto de África	215	Gabón	Hombre	3
02	Aragón	2013	2	África	04	Resto de África	215	Gabón	Mujer	8
02	Aragón	2013	2	África	04	Resto de África	216	Gambia	Hombre	15
02	Aragón	2013	2	África	04	Resto de África	216	Gambia	Mujer	11
02	Aragón	2013	2	África	04	Resto de África	217	Ghana	Hombre	3
02	Aragón	2013	2	África	04	Resto de África	217	Ghana	Mujer	2
02	Aragón	2013	2	África	04	Resto de África	218	Guinea	Hombre	1
02	Aragón	2013	2	África	04	Resto de África	218	Guinea	Mujer	1
02	Aragón	2013	2	África	04	Resto de África	219	Guinea Bissau	Hombre	4
02	Aragón	2013	2	África	04	Resto de África	219	Guinea Bissau	Mujer	2
02	Aragón	2013	2	África	04	Resto de África	220	Guinea Ecuatorial	Hombre	34
02	Aragón	2013	2	África	04	Resto de África	220	Guinea Ecuatorial	Mujer	22
02	Aragón	2013	2	África	04	Resto de África	221	Kenia	Hombre	1
02	Aragón	2013	2	África	04	Resto de África	221	Kenia	Mujer	3
02	Aragón	2013	2	África	04	Resto de África	225	Madagascar	Mujer	1
02	Aragón	2013	2	África	04	Resto de África	226	Malawi	Hombre	1
02	Aragón	2013	2	África	04	Resto de África	231	Mozambique	Hombre	3
02	Aragón	2013	2	África	04	Resto de África	231	Mozambique	Mujer	2
02	Aragón	2013	2	África	04	Resto de África	232	Namibia	Hombre	3
02	Aragón	2013	2	África	04	Resto de África	232	Namibia	Mujer	2
02	Aragón	2013	2	África	04	Resto de África	233	Níger	Mujer	1
02	Aragón	2013	2	África	04	Resto de África	234	Nigeria	Hombre	1
02	Aragón	2013	2	África	04	Resto de África	234	Nigeria	Mujer	1
02	Aragón	2013	2	África	04	Resto de África	236	Sudáfrica	Hombre	19
02	Aragón	2013	2	África	04	Resto de África	236	Sudáfrica	Mujer	23
02	Aragón	2013	2	África	04	Resto de África	237	Ruanda	Mujer	1
02	Aragón	2013	2	África	04	Resto de África	239	Senegal	Hombre	25
02	Aragón	2013	2	África	04	Resto de África	239	Senegal	Mujer	13
02	Aragón	2013	2	África	04	Resto de África	243	Sudán	Hombre	3
02	Aragón	2013	2	África	04	Resto de África	243	Sudán	Mujer	3
02	Aragón	2013	2	África	04	Resto de África	245	Tanzania	Hombre	2
02	Aragón	2013	2	África	04	Resto de África	245	Tanzania	Mujer	2
02	Aragón	2013	2	África	04	Resto de África	246	Chad	Hombre	1
02	Aragón	2013	2	África	04	Resto de África	246	Chad	Mujer	1
02	Aragón	2013	2	África	04	Resto de África	247	Togo	Hombre	1
02	Aragón	2013	2	África	04	Resto de África	250	Rep. Democrática del Congo	Hombre	5
02	Aragón	2013	2	África	04	Resto de África	250	Rep. Democrática del Congo	Mujer	2
02	Aragón	2013	2	África	04	Resto de África	252	Zimbabwe	Hombre	1
02	Aragón	2013	3	América	05	América del Norte	301	Canadá	Hombre	238
02	Aragón	2013	3	América	05	América del Norte	301	Canadá	Mujer	189
02	Aragón	2013	3	América	05	América del Norte	302	Estados Unidos de América	Hombre	789
02	Aragón	2013	3	América	05	América del Norte	302	Estados Unidos de América	Mujer	1153
02	Aragón	2013	3	América	06	Resto de América	303	México	Hombre	698
02	Aragón	2013	3	América	06	Resto de América	303	México	Mujer	699
02	Aragón	2013	3	América	06	Resto de América	313	Belice	Mujer	1
02	Aragón	2013	3	América	06	Resto de América	314	Costa Rica	Hombre	45
02	Aragón	2013	3	América	06	Resto de América	314	Costa Rica	Mujer	48
02	Aragón	2013	3	América	06	Resto de América	315	Cuba	Hombre	129
02	Aragón	2013	3	América	06	Resto de América	315	Cuba	Mujer	176
02	Aragón	2013	3	América	06	Resto de América	317	El Salvador	Hombre	9
02	Aragón	2013	3	América	06	Resto de América	317	El Salvador	Mujer	7
02	Aragón	2013	3	América	06	Resto de América	319	Guatemala	Hombre	54
02	Aragón	2013	3	América	06	Resto de América	319	Guatemala	Mujer	55
02	Aragón	2013	3	América	06	Resto de América	320	Haití	Mujer	1
02	Aragón	2013	3	América	06	Resto de América	321	Honduras	Hombre	43
02	Aragón	2013	3	América	06	Resto de América	321	Honduras	Mujer	36
02	Aragón	2013	3	América	06	Resto de América	322	Jamaica	Hombre	1
02	Aragón	2013	3	América	06	Resto de América	322	Jamaica	Mujer	1
02	Aragón	2013	3	América	06	Resto de América	323	Nicaragua	Hombre	19
02	Aragón	2013	3	América	06	Resto de América	323	Nicaragua	Mujer	11
02	Aragón	2013	3	América	06	Resto de América	324	Panamá	Hombre	90
02	Aragón	2013	3	América	06	Resto de América	324	Panamá	Mujer	102
02	Aragón	2013	3	América	06	Resto de América	326	República Dominicana	Hombre	96
02	Aragón	2013	3	América	06	Resto de América	326	República Dominicana	Mujer	88
02	Aragón	2013	3	América	06	Resto de América	327	Trinidad y Tobago	Hombre	1
02	Aragón	2013	3	América	06	Resto de América	328	Santa Lucia	Hombre	1
02	Aragón	2013	3	América	06	Resto de América	328	Santa Lucia	Mujer	2
02	Aragón	2013	3	América	06	Resto de América	329	San Cristóbal y Nieves	Hombre	1
02	Aragón	2013	3	América	06	Resto de América	340	Argentina	Hombre	2233
02	Aragón	2013	3	América	06	Resto de América	340	Argentina	Mujer	2635
02	Aragón	2013	3	América	06	Resto de América	341	Bolivia	Hombre	69
02	Aragón	2013	3	América	06	Resto de América	341	Bolivia	Mujer	64
02	Aragón	2013	3	América	06	Resto de América	342	Brasil	Hombre	896
02	Aragón	2013	3	América	06	Resto de América	342	Brasil	Mujer	904
02	Aragón	2013	3	América	06	Resto de América	343	Colombia	Hombre	150
02	Aragón	2013	3	América	06	Resto de América	343	Colombia	Mujer	172
02	Aragón	2013	3	América	06	Resto de América	344	Chile	Hombre	697
02	Aragón	2013	3	América	06	Resto de América	344	Chile	Mujer	683
02	Aragón	2013	3	América	06	Resto de América	345	Ecuador	Hombre	284
02	Aragón	2013	3	América	06	Resto de América	345	Ecuador	Mujer	283
02	Aragón	2013	3	América	06	Resto de América	347	Paraguay	Hombre	94
02	Aragón	2013	3	América	06	Resto de América	347	Paraguay	Mujer	79
02	Aragón	2013	3	América	06	Resto de América	348	Perú	Hombre	208
02	Aragón	2013	3	América	06	Resto de América	348	Perú	Mujer	203
02	Aragón	2013	3	América	06	Resto de América	350	Uruguay	Hombre	168
02	Aragón	2013	3	América	06	Resto de América	350	Uruguay	Mujer	199
02	Aragón	2013	3	América	06	Resto de América	351	Venezuela	Hombre	1073
02	Aragón	2013	3	América	06	Resto de América	351	Venezuela	Mujer	1075
02	Aragón	2013	4	Asia	07	Asia	401	Afganistán	Mujer	1
02	Aragón	2013	4	Asia	07	Asia	402	Arabia Saudí	Hombre	21
02	Aragón	2013	4	Asia	07	Asia	402	Arabia Saudí	Mujer	11
02	Aragón	2013	4	Asia	07	Asia	407	China	Hombre	52
02	Aragón	2013	4	Asia	07	Asia	407	China	Mujer	30
02	Aragón	2013	4	Asia	07	Asia	408	Emiratos Arabes Unidos	Hombre	16
02	Aragón	2013	4	Asia	07	Asia	408	Emiratos Arabes Unidos	Mujer	20
02	Aragón	2013	4	Asia	07	Asia	409	Filipinas	Hombre	35
02	Aragón	2013	4	Asia	07	Asia	409	Filipinas	Mujer	22
02	Aragón	2013	4	Asia	07	Asia	410	India	Hombre	13
02	Aragón	2013	4	Asia	07	Asia	410	India	Mujer	17
02	Aragón	2013	4	Asia	07	Asia	411	Indonesia	Hombre	4
02	Aragón	2013	4	Asia	07	Asia	411	Indonesia	Mujer	3
02	Aragón	2013	4	Asia	07	Asia	413	Irán	Mujer	2
02	Aragón	2013	4	Asia	07	Asia	414	Israel	Hombre	22
02	Aragón	2013	4	Asia	07	Asia	414	Israel	Mujer	23
02	Aragón	2013	4	Asia	07	Asia	415	Japón	Hombre	16
02	Aragón	2013	4	Asia	07	Asia	415	Japón	Mujer	11
02	Aragón	2013	4	Asia	07	Asia	416	Jordania	Hombre	33
02	Aragón	2013	4	Asia	07	Asia	416	Jordania	Mujer	44
02	Aragón	2013	4	Asia	07	Asia	417	Camboya	Hombre	5
02	Aragón	2013	4	Asia	07	Asia	417	Camboya	Mujer	1
02	Aragón	2013	4	Asia	07	Asia	418	Kuwait	Hombre	2
02	Aragón	2013	4	Asia	07	Asia	418	Kuwait	Mujer	4
02	Aragón	2013	4	Asia	07	Asia	420	Líbano	Hombre	18
02	Aragón	2013	4	Asia	07	Asia	420	Líbano	Mujer	19
02	Aragón	2013	4	Asia	07	Asia	421	Malasia	Hombre	4
02	Aragón	2013	4	Asia	07	Asia	421	Malasia	Mujer	5
02	Aragón	2013	4	Asia	07	Asia	425	Omán	Hombre	1
02	Aragón	2013	4	Asia	07	Asia	426	Pakistán	Hombre	5
02	Aragón	2013	4	Asia	07	Asia	426	Pakistán	Mujer	5
02	Aragón	2013	4	Asia	07	Asia	427	Qatar	Hombre	4
02	Aragón	2013	4	Asia	07	Asia	427	Qatar	Mujer	5
02	Aragón	2013	4	Asia	07	Asia	430	República de Corea	Hombre	4
02	Aragón	2013	4	Asia	07	Asia	430	República de Corea	Mujer	2
02	Aragón	2013	4	Asia	07	Asia	432	Singapur	Hombre	8
02	Aragón	2013	4	Asia	07	Asia	432	Singapur	Mujer	7
02	Aragón	2013	4	Asia	07	Asia	433	Siria	Hombre	24
02	Aragón	2013	4	Asia	07	Asia	433	Siria	Mujer	17
02	Aragón	2013	4	Asia	07	Asia	435	Tailandia	Hombre	10
02	Aragón	2013	4	Asia	07	Asia	435	Tailandia	Mujer	1
