Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C+D)	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	Eriales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos
50146	Lucena de Jalón	2013	Regadío	665	637	407	15	215	0	0	0	0	28	28	0	0	0	0	0	0	0
50146	Lucena de Jalón	2013	Secano	366	164	114	25	25	109	0	1	108	16	8	0	8	77	0	19	42	16
50147	Luceni	2013	Regadío	1444	1414	1349	16	49	0	0	0	0	30	30	0	0	0	0	0	0	0
50147	Luceni	2013	Secano	1262	615	357	257	1	188	3	20	165	115	54	1	60	344	0	64	172	108
50148	Luesia	2013	Regadío	67	67	53	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50148	Luesia	2013	Secano	12616	2923	2256	650	17	3117	119	481	2517	6243	5063	418	762	333	0	27	137	169
50149	Luesma	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50149	Luesma	2013	Secano	2940	712	470	233	9	461	27	69	365	1563	1398	54	111	204	0	34	120	50
50150	Lumpiaque	2013	Regadío	137	137	56	7	74	0	0	0	0	0	0	0	0	0	0	0	0	0
50150	Lumpiaque	2013	Secano	2817	1727	853	634	240	741	25	23	693	172	8	0	164	177	0	14	115	48
50151	Luna	2013	Regadío	4909	4909	4408	436	65	0	0	0	0	0	0	0	0	0	0	0	0	0
50151	Luna	2013	Secano	25983	9712	7283	2280	149	6500	208	338	5954	8006	6138	229	1639	1765	0	162	1004	599
50152	Maella	2013	Regadío	1411	1411	168	123	1120	0	0	0	0	0	0	0	0	0	0	0	0	0
50152	Maella	2013	Secano	16077	4269	165	270	3834	7758	131	1124	6503	3375	845	1089	1441	675	0	50	384	241
50153	Magallón	2013	Regadío	1021	1021	258	141	622	0	0	0	0	0	0	0	0	0	0	0	0	0
50153	Magallón	2013	Secano	6838	3668	1755	1493	420	1512	43	77	1392	529	82	54	393	1129	0	86	262	781
50154	Mainar	2013	Regadío	228	228	216	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50154	Mainar	2013	Secano	3174	1938	1502	435	1	208	6	11	191	834	766	10	58	194	0	12	144	38
50155	Malanquilla	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50155	Malanquilla	2013	Secano	3663	1463	902	546	15	1168	93	212	863	918	579	78	261	114	0	14	85	15
50156	Maleján	2013	Regadío	10	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50156	Maleján	2013	Secano	32	5	0	5	0	22	0	0	22	0	0	0	0	5	0	0	5	0
50157	Malón	2013	Regadío	299	299	131	75	93	0	0	0	0	0	0	0	0	0	0	0	0	0
50157	Malón	2013	Secano	231	7	0	2	5	74	0	14	60	93	6	0	87	57	0	22	32	3
50159	Maluenda	2013	Regadío	192	192	19	8	165	0	0	0	0	0	0	0	0	0	0	0	0	0
50159	Maluenda	2013	Secano	3815	1201	153	502	546	1747	40	18	1689	647	218	6	423	220	0	11	94	115
50160	Mallén	2013	Regadío	1805	1805	1339	293	173	0	0	0	0	0	0	0	0	0	0	0	0	0
50160	Mallén	2013	Secano	1937	1060	512	455	93	243	5	33	205	158	27	0	131	476	0	149	290	37
50161	Manchones	2013	Regadío	44	38	30	6	2	0	0	0	0	6	6	0	0	0	0	0	0	0
50161	Manchones	2013	Secano	2639	704	484	151	69	754	4	8	742	1061	895	0	166	120	0	4	60	56
50162	Mara	2013	Regadío	194	194	99	8	87	0	0	0	0	0	0	0	0	0	0	0	0	0
50162	Mara	2013	Secano	1915	910	376	104	430	742	21	14	707	172	9	5	158	91	0	9	56	26
50163	María de Huerva	2013	Regadío	98	98	41	52	5	0	0	0	0	0	0	0	0	0	0	0	0	0
50163	María de Huerva	2013	Secano	10711	3597	2116	1427	54	4023	110	527	3386	2605	813	497	1295	486	0	73	372	41
50164	Mediana de Aragón	2013	Regadío	283	283	251	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0
50164	Mediana de Aragón	2013	Secano	8774	2831	1574	1255	2	4415	217	49	4149	1323	26	0	1297	205	0	34	158	13
50165	Mequinenza	2013	Regadío	2196	2196	16	34	2146	0	0	0	0	0	0	0	0	0	0	0	0	0
50165	Mequinenza	2013	Secano	28524	4350	962	1025	2363	9718	88	5375	4255	11713	3041	7436	1236	2743	0	162	544	2037
50166	Mesones de Isuela	2013	Regadío	74	68	38	3	27	0	0	0	0	6	6	0	0	0	0	0	0	0
50166	Mesones de Isuela	2013	Secano	4780	1385	873	168	344	2441	98	20	2323	821	135	0	686	133	0	14	74	45
50167	Mezalocha	2013	Regadío	216	216	69	56	91	0	0	0	0	0	0	0	0	0	0	0	0	0
50167	Mezalocha	2013	Secano	5848	2395	1428	816	151	2293	24	29	2240	876	182	1	693	284	0	40	88	156
50168	Mianos	2013	Regadío	41	40	14	26	0	0	0	0	0	1	1	0	0	0	0	0	0	0
50168	Mianos	2013	Secano	1441	633	450	183	0	129	5	5	119	581	515	3	63	98	0	3	26	69
50169	Miedes de Aragón	2013	Regadío	174	172	34	7	131	0	0	0	0	2	1	0	1	0	0	0	0	0
50169	Miedes de Aragón	2013	Secano	5362	2307	1178	412	717	1824	10	123	1691	1082	575	84	423	149	0	10	92	47
50170	Monegrillo	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50170	Monegrillo	2013	Secano	18316	10126	5855	4271	0	5565	285	23	5257	2153	568	10	1575	472	0	54	384	34
50171	Moneva	2013	Regadío	42	42	28	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0
50171	Moneva	2013	Secano	6097	2611	1665	838	108	2382	122	111	2149	942	140	88	714	162	0	7	89	66
50172	Monreal de Ariza	2013	Regadío	428	426	317	90	19	0	0	0	0	2	2	0	0	0	0	0	0	0
50172	Monreal de Ariza	2013	Secano	5778	2969	2066	902	1	1991	78	47	1866	524	11	0	513	294	0	36	206	52
50173	Monterde	2013	Regadío	215	196	174	16	6	0	0	0	0	19	19	0	0	0	0	0	0	0
50173	Monterde	2013	Secano	5379	989	621	317	51	2671	88	146	2437	1573	741	128	704	146	0	17	85	44
50174	Montón	2013	Regadío	81	80	12	11	57	0	0	0	0	1	1	0	0	0	0	0	0	0
50174	Montón	2013	Secano	1678	206	77	96	33	867	2	30	835	552	350	6	196	53	0	3	28	22
50175	Morata de Jalón	2013	Regadío	98	94	20	30	44	0	0	0	0	4	4	0	0	0	0	0	0	0
50175	Morata de Jalón	2013	Secano	4501	729	2	60	667	2725	41	503	2181	688	180	91	417	359	0	72	234	53
50176	Morata de Jiloca	2013	Regadío	146	140	26	13	101	0	0	0	0	6	6	0	0	0	0	0	0	0
50176	Morata de Jiloca	2013	Secano	2162	476	79	218	179	872	27	20	825	658	463	1	194	156	0	11	67	78
50177	Morés	2013	Regadío	76	71	0	2	69	0	0	0	0	5	3	0	2	0	0	0	0	0
50177	Morés	2013	Secano	2139	229	0	78	151	979	11	63	905	709	118	349	242	222	0	70	117	35
50178	Moros	2013	Regadío	463	459	274	19	166	0	0	0	0	4	2	0	2	0	0	0	0	0
50178	Moros	2013	Secano	4885	929	447	112	370	2653	23	194	2436	1193	589	96	508	110	0	22	57	31
50179	Moyuela	2013	Regadío	105	105	63	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0
50179	Moyuela	2013	Secano	4171	2726	1509	1156	61	1047	17	29	1001	271	1	1	269	127	0	13	102	12
50180	Mozota	2013	Regadío	53	53	45	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50180	Mozota	2013	Secano	815	387	253	130	4	282	1	2	279	75	8	0	67	71	0	6	51	14
50181	Muel	2013	Regadío	253	253	144	12	97	0	0	0	0	0	0	0	0	0	0	0	0	0
50181	Muel	2013	Secano	7664	5226	3121	1825	280	1354	14	23	1317	535	92	0	443	549	0	224	300	25
50182	Muela (La)	2013	Regadío	107	107	57	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
50182	Muela (La)	2013	Secano	14242	6621	3362	2665	594	4386	162	329	3895	1928	477	300	1151	1307	0	635	663	9
50183	Munébrega	2013	Regadío	123	115	0	4	111	0	0	0	0	8	4	0	4	0	0	0	0	0
50183	Munébrega	2013	Secano	3974	1587	297	489	801	874	25	47	802	1373	771	356	246	140	0	13	73	54
50184	Murero	2013	Regadío	31	31	25	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
50184	Murero	2013	Secano	1794	350	99	110	141	617	4	7	606	758	502	0	256	69	0	3	52	14
50185	Murillo de Gállego	2013	Regadío	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
50185	Murillo de Gállego	2013	Secano	5468	801	488	162	151	1439	67	74	1298	2946	2372	79	495	282	0	99	97	86
50186	Navardún	2013	Regadío	58	58	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50186	Navardún	2013	Secano	2392	940	801	138	1	656	5	274	377	708	249	347	112	88	0	3	30	55
50187	Nigüella	2013	Regadío	29	27	1	4	22	0	0	0	0	2	1	0	1	0	0	0	0	0
50187	Nigüella	2013	Secano	3013	748	325	336	87	1544	26	10	1508	626	169	7	450	95	0	4	54	37
50188	Nombrevilla	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50188	Nombrevilla	2013	Secano	1756	1483	1010	471	2	11	0	5	6	180	110	3	67	82	0	7	69	6
50189	Nonaspe	2013	Regadío	434	434	28	17	389	0	0	0	0	0	0	0	0	0	0	0	0	0
50189	Nonaspe	2013	Secano	9709	1195	64	86	1045	3043	35	1097	1911	4971	3046	1045	880	500	0	42	264	194
50190	Novallas	2013	Regadío	661	656	432	78	146	0	0	0	0	5	5	0	0	0	0	0	0	0
50190	Novallas	2013	Secano	479	137	6	120	11	118	4	16	98	134	9	0	125	90	0	22	59	9
50191	Novillas	2013	Regadío	1914	1904	1771	116	17	0	0	0	0	10	10	0	0	0	0	0	0	0
50191	Novillas	2013	Secano	614	9	4	4	1	123	0	9	114	215	125	5	85	267	0	22	97	148
50192	Nuévalos	2013	Regadío	56	55	41	13	1	0	0	0	0	1	1	0	0	0	0	0	0	0
50192	Nuévalos	2013	Secano	4155	330	216	68	46	1955	28	296	1631	1496	798	243	455	374	0	35	78	261
50193	Nuez de Ebro	2013	Regadío	523	523	497	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50193	Nuez de Ebro	2013	Secano	295	5	2	3	0	141	0	21	120	5	2	0	3	144	0	12	109	23
50194	Olvés	2013	Regadío	64	64	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0
50194	Olvés	2013	Secano	1952	691	51	120	520	878	15	105	758	225	39	2	184	158	0	4	76	78
50195	Orcajo	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50195	Orcajo	2013	Secano	2845	581	236	281	64	611	11	33	567	1527	1353	19	155	126	0	5	85	36
50196	Orera	2013	Regadío	31	28	1	2	25	0	0	0	0	3	2	0	1	0	0	0	0	0
50196	Orera	2013	Secano	1949	643	46	298	299	272	8	54	210	923	832	27	64	111	0	20	58	33
50197	Orés	2013	Regadío	56	56	51	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50197	Orés	2013	Secano	5395	1747	709	897	141	1156	22	454	680	2334	1598	450	286	158	0	5	96	57
50198	Oseja	2013	Regadío	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
50198	Oseja	2013	Secano	1247	67	0	40	27	899	66	6	827	258	4	0	254	23	0	1	14	8
50199	Osera de Ebro	2013	Regadío	1281	1271	720	11	540	0	0	0	0	10	5	0	5	0	0	0	0	0
50199	Osera de Ebro	2013	Secano	1175	223	182	41	0	186	3	42	141	412	182	40	190	354	0	56	147	151
50200	Paniza	2013	Regadío	98	98	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0
50200	Paniza	2013	Secano	4632	2066	78	518	1470	832	13	77	742	1432	1042	161	229	302	0	34	232	36
50201	Paracuellos de Jiloca	2013	Regadío	147	146	20	4	122	0	0	0	0	1	1	0	0	0	0	0	0	0
50201	Paracuellos de Jiloca	2013	Secano	3049	695	182	169	344	1196	35	219	942	1030	305	443	282	128	0	10	81	37
50202	Paracuellos de la Ribera	2013	Regadío	69	61	0	0	61	0	0	0	0	8	4	0	4	0	0	0	0	0
50202	Paracuellos de la Ribera	2013	Secano	1426	121	0	7	114	477	0	221	256	755	136	540	79	73	0	10	50	13
50203	Pastriz	2013	Regadío	993	990	928	62	0	0	0	0	0	3	3	0	0	0	0	0	0	0
50203	Pastriz	2013	Secano	657	3	3	0	0	309	3	55	251	135	85	23	27	210	0	34	106	70
50204	Pedrola	2013	Regadío	1526	1524	1441	29	54	0	0	0	0	2	2	0	0	0	0	0	0	0
50204	Pedrola	2013	Secano	9848	6446	4070	2373	3	1836	39	11	1786	474	48	1	425	1092	0	543	367	182
50205	Pedrosas (Las)	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50205	Pedrosas (Las)	2013	Secano	1825	1139	784	284	71	431	13	26	392	194	34	38	122	61	0	5	41	15
50206	Perdiguera	2013	Regadío	96	96	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0
50206	Perdiguera	2013	Secano	10879	6710	3887	2523	300	1351	109	199	1043	2433	1608	426	399	385	0	49	299	37
50207	Piedratajada	2013	Regadío	67	67	47	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0
50207	Piedratajada	2013	Secano	3892	1344	1062	263	19	861	16	204	641	1593	3	1413	177	94	0	5	47	42
50208	Pina de Ebro	2013	Regadío	3641	3635	3353	29	253	0	0	0	0	6	6	0	0	0	0	0	0	0
50208	Pina de Ebro	2013	Secano	27275	13562	7597	5901	64	8471	300	723	7448	3728	836	704	2188	1514	0	212	1046	256
50209	Pinseque	2013	Regadío	897	897	878	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0
50209	Pinseque	2013	Secano	712	207	152	55	0	24	0	12	12	10	2	0	8	471	0	232	207	32
50210	Pintanos (Los)	2013	Regadío	8	8	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50210	Pintanos (Los)	2013	Secano	7956	1102	723	379	0	3309	122	502	2685	3101	1932	447	722	444	0	24	89	331
50211	Plasencia de Jalón	2013	Regadío	373	373	196	19	158	0	0	0	0	0	0	0	0	0	0	0	0	0
50211	Plasencia de Jalón	2013	Secano	3104	1903	1236	651	16	701	32	9	660	255	48	0	207	245	0	101	123	21
50212	Pleitas	2013	Regadío	141	141	119	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0
50212	Pleitas	2013	Secano	73	0	0	0	0	29	0	0	29	10	7	0	3	34	0	3	14	17
50213	Plenas	2013	Regadío	45	29	10	17	2	0	0	0	0	16	8	0	8	0	0	0	0	0
50213	Plenas	2013	Secano	3756	2822	1509	987	326	513	8	36	469	316	187	11	118	105	0	8	72	25
50214	Pomer	2013	Regadío	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50214	Pomer	2013	Secano	3309	131	65	66	0	1576	25	298	1253	1539	945	280	314	63	0	22	25	16
50215	Pozuel de Ariza	2013	Regadío	72	71	65	6	0	0	0	0	0	1	1	0	0	0	0	0	0	0
50215	Pozuel de Ariza	2013	Secano	2191	819	360	459	0	907	17	115	775	340	18	90	232	125	0	5	62	58
50216	Pozuelo de Aragón	2013	Regadío	104	104	30	24	50	0	0	0	0	0	0	0	0	0	0	0	0	0
50216	Pozuelo de Aragón	2013	Secano	3107	2598	1567	930	101	318	5	17	296	91	3	0	88	100	0	9	76	15
50217	Pradilla de Ebro	2013	Regadío	591	562	537	22	3	0	0	0	0	29	15	0	14	0	0	0	0	0
50217	Pradilla de Ebro	2013	Secano	1954	829	470	359	0	430	25	7	398	521	388	7	126	174	0	21	69	84
50218	Puebla de Albortón	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50218	Puebla de Albortón	2013	Secano	7631	3578	2138	1415	25	2449	150	32	2267	1432	756	0	676	172	0	40	119	13
50219	Puebla de Alfindén (La)	2013	Regadío	598	598	584	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50219	Puebla de Alfindén (La)	2013	Secano	1105	271	87	184	0	318	10	17	291	151	44	20	87	365	0	20	337	8
50220	Puendeluna	2013	Regadío	16	16	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50220	Puendeluna	2013	Secano	972	520	275	233	12	300	1	3	296	97	5	2	90	55	0	1	31	23
50221	Purujosa	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50221	Purujosa	2013	Secano	3543	2	0	2	0	1807	130	155	1522	1649	1017	148	484	85	0	8	26	51
50222	Quinto	2013	Regadío	4704	4704	4449	57	198	0	0	0	0	0	0	0	0	0	0	0	0	0
50222	Quinto	2013	Secano	7120	3681	2200	1475	6	1826	98	62	1666	800	21	267	512	813	0	351	275	187
50223	Remolinos	2013	Regadío	473	445	402	25	18	0	0	0	0	28	28	0	0	0	0	0	0	0
50223	Remolinos	2013	Secano	1378	113	63	50	0	774	44	8	722	310	29	6	275	181	0	56	87	38
50224	Retascón	2013	Regadío	82	82	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50224	Retascón	2013	Secano	2434	2065	1794	265	6	181	7	11	163	106	40	1	65	82	0	14	65	3
50225	Ricla	2013	Regadío	3127	3113	326	37	2750	0	0	0	0	14	10	0	4	0	0	0	0	0
50225	Ricla	2013	Secano	5938	1380	583	550	247	2293	99	31	2163	1649	173	825	651	616	0	63	418	135
50227	Romanos	2013	Regadío	97	97	92	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50227	Romanos	2013	Secano	1856	1686	1518	168	0	28	0	2	26	12	0	0	12	130	0	10	117	3
50228	Rueda de Jalón	2013	Regadío	660	656	258	109	289	0	0	0	0	4	4	0	0	0	0	0	0	0
50228	Rueda de Jalón	2013	Secano	10076	7043	3954	2759	330	2088	65	7	2016	646	29	0	617	299	0	38	168	93
50229	Ruesca	2013	Regadío	85	85	8	3	74	0	0	0	0	0	0	0	0	0	0	0	0	0
50229	Ruesca	2013	Secano	1077	324	80	27	217	132	3	2	127	549	481	0	68	72	0	12	39	21
50230	Sádaba	2013	Regadío	7374	7374	6077	1271	26	0	0	0	0	0	0	0	0	0	0	0	0	0
50230	Sádaba	2013	Secano	5581	2627	2257	366	4	1329	14	61	1254	623	252	8	363	1002	0	156	444	402
50231	Salillas de Jalón	2013	Regadío	168	160	111	7	42	0	0	0	0	8	8	0	0	0	0	0	0	0
50231	Salillas de Jalón	2013	Secano	84	1	1	0	0	29	0	0	29	4	3	0	1	50	0	12	30	8
50232	Salvatierra de Esca	2013	Regadío	9	9	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50232	Salvatierra de Esca	2013	Secano	8115	709	504	205	0	1850	39	1257	554	5402	4008	1144	250	154	0	7	66	81
50233	Samper del Salz	2013	Regadío	98	98	43	48	7	0	0	0	0	0	0	0	0	0	0	0	0	0
50233	Samper del Salz	2013	Secano	1051	594	264	321	9	312	11	10	291	84	1	0	83	61	0	2	24	35
50234	San Martín de la Virgen de Moncayo	2013	Regadío	52	52	41	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0
50234	San Martín de la Virgen de Moncayo	2013	Secano	490	31	12	17	2	165	3	27	135	246	200	21	25	48	0	4	39	5
50235	San Mateo de Gállego	2013	Regadío	676	676	616	42	18	0	0	0	0	0	0	0	0	0	0	0	0	0
50235	San Mateo de Gállego	2013	Secano	6486	4510	2500	1988	22	757	8	8	741	475	116	208	151	744	0	374	307	63
50236	Santa Cruz de Grío	2013	Regadío	23	23	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
50236	Santa Cruz de Grío	2013	Secano	1927	207	12	6	189	862	10	77	775	766	588	58	120	92	0	5	50	37
50237	Santa Cruz de Moncayo	2013	Regadío	61	61	41	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0
50237	Santa Cruz de Moncayo	2013	Secano	336	7	2	0	5	105	3	5	97	193	5	0	188	31	0	17	14	0
50238	Santa Eulalia de Gállego	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50238	Santa Eulalia de Gállego	2013	Secano	2957	393	126	149	118	269	3	30	236	2184	2082	28	74	111	0	3	76	32
50239	Santed	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50239	Santed	2013	Secano	1781	1110	1020	90	0	395	0	58	337	187	31	55	101	89	0	4	63	22
50240	Sástago	2013	Regadío	1465	1465	640	35	790	0	0	0	0	0	0	0	0	0	0	0	0	0
50240	Sástago	2013	Secano	28634	14356	9161	5176	19	8830	530	836	7464	3830	868	728	2234	1618	0	138	555	925
50241	Saviñán	2013	Regadío	171	171	0	1	170	0	0	0	0	0	0	0	0	0	0	0	0	0
50241	Saviñán	2013	Secano	1380	699	6	506	187	342	4	30	308	202	101	0	101	137	0	32	90	15
50242	Sediles	2013	Regadío	21	21	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
50242	Sediles	2013	Secano	1149	292	27	140	125	186	2	16	168	621	563	7	51	50	0	4	28	18
50243	Sestrica	2013	Regadío	57	57	0	5	52	0	0	0	0	0	0	0	0	0	0	0	0	0
50243	Sestrica	2013	Secano	4029	447	3	8	436	1560	58	68	1434	1858	936	489	433	164	0	16	100	48
50244	Sierra de Luna	2013	Regadío	335	335	218	96	21	0	0	0	0	0	0	0	0	0	0	0	0	0
50244	Sierra de Luna	2013	Secano	4003	2409	1434	567	408	735	4	12	719	660	392	9	259	199	0	25	127	47
50245	Sigüés	2013	Regadío	65	65	52	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50245	Sigüés	2013	Secano	10112	1400	952	444	4	668	28	74	566	6553	6088	230	235	1491	0	47	167	1277
50246	Sisamón	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50246	Sisamón	2013	Secano	4155	1955	1316	639	0	1228	21	583	624	868	12	670	186	104	0	5	89	10
50247	Sobradiel	2013	Regadío	743	743	737	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50247	Sobradiel	2013	Secano	463	1	1	0	0	46	1	7	38	224	139	0	85	192	0	32	86	74
50248	Sos del Rey Católico	2013	Regadío	2070	2029	1800	229	0	0	0	0	0	41	35	0	6	0	0	0	0	0
50248	Sos del Rey Católico	2013	Secano	19592	6373	5230	1092	51	4913	91	320	4502	7357	5376	277	1704	949	0	64	635	250
50249	Tabuenca	2013	Regadío	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
50249	Tabuenca	2013	Secano	8566	1998	268	500	1230	3269	95	1432	1742	3152	581	1324	1247	147	0	28	94	25
50250	Talamantes	2013	Regadío	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50250	Talamantes	2013	Secano	4693	456	185	271	0	1996	40	90	1866	2145	1381	182	582	96	0	29	42	25
50251	Tarazona	2013	Regadío	2382	2302	1604	446	252	0	0	0	0	80	80	0	0	0	0	0	0	0
50251	Tarazona	2013	Secano	22017	5679	2913	2619	147	7570	168	111	7291	7713	3130	8	4575	1055	0	224	691	140
50252	Tauste	2013	Regadío	15864	15832	15418	170	244	0	0	0	0	32	26	0	6	0	0	0	0	0
50252	Tauste	2013	Secano	24659	11640	7702	3930	8	5334	267	84	4983	4977	2688	793	1496	2708	0	586	1363	759
50253	Terrer	2013	Regadío	422	422	305	44	73	0	0	0	0	0	0	0	0	0	0	0	0	0
50253	Terrer	2013	Secano	2952	439	184	175	80	1077	60	31	986	1163	565	301	297	273	0	45	136	92
50254	Tierga	2013	Regadío	38	38	3	3	32	0	0	0	0	0	0	0	0	0	0	0	0	0
50254	Tierga	2013	Secano	6573	1775	622	404	749	3189	110	160	2919	1435	289	274	872	174	0	11	121	42
50255	Tobed	2013	Regadío	36	36	0	2	34	0	0	0	0	0	0	0	0	0	0	0	0	0
50255	Tobed	2013	Secano	3749	92	0	2	90	1083	4	282	797	2426	1224	253	949	148	0	7	52	89
50256	Torralba de los Frailes	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50256	Torralba de los Frailes	2013	Secano	5922	3207	2516	690	1	1559	21	575	963	1038	211	571	256	118	0	3	85	30
50257	Torralba de Ribota	2013	Regadío	76	76	3	12	61	0	0	0	0	0	0	0	0	0	0	0	0	0
50257	Torralba de Ribota	2013	Secano	3175	589	92	99	398	1609	17	364	1228	838	521	58	259	139	0	6	65	68
50258	Torralbilla	2013	Regadío	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50258	Torralbilla	2013	Secano	2577	1722	1332	382	8	86	0	10	76	684	652	6	26	85	0	2	66	17
50259	Torrehermosa	2013	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50259	Torrehermosa	2013	Secano	2113	1466	949	517	0	429	21	48	360	144	0	36	108	74	0	10	62	2
50260	Torrelapaja	2013	Regadío	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50260	Torrelapaja	2013	Secano	1567	465	186	279	0	660	28	284	348	374	35	235	104	68	0	21	35	12
50261	Torrellas	2013	Regadío	65	63	27	28	8	0	0	0	0	2	2	0	0	0	0	0	0	0
50261	Torrellas	2013	Secano	188	52	0	50	2	33	0	4	29	68	59	0	9	35	0	9	19	7
50262	Torres de Berrellén	2013	Regadío	1448	1442	1231	14	197	0	0	0	0	6	6	0	0	0	0	0	0	0
50262	Torres de Berrellén	2013	Secano	3933	330	140	190	0	1583	32	108	1443	1447	865	100	482	573	0	50	125	398
50263	Torrijo de la Cañada	2013	Regadío	69	69	8	3	58	0	0	0	0	0	0	0	0	0	0	0	0	0
50263	Torrijo de la Cañada	2013	Secano	7387	1976	1404	420	152	2665	60	165	2440	2615	1827	58	730	131	0	13	39	79
50264	Tosos	2013	Regadío	96	96	4	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
50264	Tosos	2013	Secano	6766	3697	1712	1026	959	632	4	37	591	2172	1802	68	302	265	0	16	118	131
50265	Trasmoz	2013	Regadío	202	202	140	29	33	0	0	0	0	0	0	0	0	0	0	0	0	0
50265	Trasmoz	2013	Secano	1623	646	97	471	78	367	3	36	328	536	420	16	100	74	0	7	45	22
50266	Trasobares	2013	Regadío	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
50266	Trasobares	2013	Secano	7173	985	426	415	144	3764	34	538	3192	2284	399	514	1371	140	0	5	123	12
50267	Uncastillo	2013	Regadío	64	64	46	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50267	Uncastillo	2013	Secano	23021	6550	5064	1386	100	7976	246	877	6853	8026	5038	846	2142	469	0	30	319	120
50268	Undués de Lerda	2013	Regadío	10	10	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50268	Undués de Lerda	2013	Secano	4289	894	520	374	0	1315	16	35	1264	1404	999	24	381	676	0	47	67	562
50269	Urrea de Jalón	2013	Regadío	353	348	160	28	160	0	0	0	0	5	5	0	0	0	0	0	0	0
50269	Urrea de Jalón	2013	Secano	2211	544	333	179	32	1237	62	107	1068	329	18	0	311	101	0	11	64	26
50270	Urriés	2013	Regadío	25	25	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50270	Urriés	2013	Secano	3702	655	542	110	3	684	3	67	614	2080	1860	31	189	283	0	4	55	224
