Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C+D)	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	Eriales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos
22052	Belver de Cinca	2004	Secano	1593	520	214	186	120	544	0	0	544	7	0	0	7	522	0	280	157	85
22053	Benabarre	2004	Regadío	29	29	8	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0
22053	Benabarre	2004	Secano	15620	4938	4006	802	130	1517	0	0	1517	8344	637	0	7707	821	0	821	0	0
22054	Benasque	2004	Regadío	130	0	1	-1	0	85	85	0	0	45	45	0	0	0	0	0	0	0
22054	Benasque	2004	Secano	23187	128	0	128	0	12067	107	0	11960	5244	659	0	4585	5748	0	5152	230	366
22055	Berbegal	2004	Regadío	1224	1224	1078	98	48	0	0	0	0	0	0	0	0	0	0	0	0	0
22055	Berbegal	2004	Secano	3567	2874	2015	708	151	352	0	0	352	104	4	0	100	237	0	195	12	30
22057	Bielsa	2004	Regadío	52	2	1	1	0	44	44	0	0	6	6	0	0	0	0	0	0	0
22057	Bielsa	2004	Secano	20198	1	0	1	0	6284	113	6171	0	8586	8360	226	0	5327	0	4414	106	807
22058	Bierge	2004	Regadío	34	32	3	29	0	0	0	0	0	2	2	0	0	0	0	0	0	0
22058	Bierge	2004	Secano	14510	1826	742	753	331	8315	0	0	8315	4098	1395	2703	0	271	0	30	130	111
22059	Biescas	2004	Regadío	506	170	49	121	0	294	294	0	0	42	42	0	0	0	0	0	0	0
22059	Biescas	2004	Secano	18137	305	111	194	0	8500	81	8419	0	8748	6793	1955	0	584	0	26	251	307
22060	Binaced	2004	Regadío	5284	5252	3696	631	925	0	0	0	0	32	32	0	0	0	0	0	0	0
22060	Binaced	2004	Secano	2207	970	446	492	32	798	0	0	798	8	8	0	0	431	0	102	159	170
22061	Binéfar	2004	Regadío	1754	1752	1292	380	80	0	0	0	0	2	2	0	0	0	0	0	0	0
22061	Binéfar	2004	Secano	622	95	35	53	7	135	0	0	135	0	0	0	0	392	0	67	282	43
22062	Bisaurri	2004	Regadío	9	2	1	1	0	6	6	0	0	1	1	0	0	0	0	0	0	0
22062	Bisaurri	2004	Secano	6298	396	0	396	0	3840	321	3519	0	1705	774	931	0	357	0	295	10	52
22063	Biscarrués	2004	Regadío	127	127	105	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0
22063	Biscarrués	2004	Secano	2869	1705	968	575	162	675	0	0	675	192	192	0	0	297	0	225	22	50
22064	Blecua y Torres	2004	Regadío	8	8	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22064	Blecua y Torres	2004	Secano	3607	2765	2139	539	87	471	0	0	471	270	0	270	0	101	0	5	54	42
22066	Boltaña	2004	Regadío	133	133	70	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22066	Boltaña	2004	Secano	14010	536	89	444	3	4453	0	0	4453	8639	3820	4819	0	382	0	10	196	176
22067	Bonansa	2004	Regadío	4	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22067	Bonansa	2004	Secano	3716	76	0	76	0	1163	180	983	0	2469	388	2081	0	8	0	8	0	0
22068	Borau	2004	Regadío	30	30	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22068	Borau	2004	Secano	4118	109	0	109	0	1547	58	1489	0	2062	1845	160	57	400	0	350	20	30
22069	Broto	2004	Regadío	230	1	1	0	0	210	210	0	0	19	19	0	0	0	0	0	0	0
22069	Broto	2004	Secano	12651	310	0	310	0	3389	424	2965	0	8453	6150	2303	0	499	0	101	86	312
22072	Caldearenas	2004	Regadío	55	51	47	4	0	0	0	0	0	4	4	0	0	0	0	0	0	0
22072	Caldearenas	2004	Secano	18636	1923	924	999	0	1287	0	0	1287	14835	6393	0	8442	591	0	16	258	317
22074	Campo	2004	Regadío	40	4	4	0	0	22	22	0	0	14	14	0	0	0	0	0	0	0
22074	Campo	2004	Secano	2241	169	61	108	0	902	0	0	902	1044	992	52	0	126	0	13	60	53
22075	Camporrells	2004	Regadío	132	130	87	40	3	0	0	0	0	2	2	0	0	0	0	0	0	0
22075	Camporrells	2004	Secano	2524	619	324	198	97	683	0	0	683	1162	387	0	775	60	0	55	5	0
22076	Canal de Berdún	2004	Regadío	172	172	154	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22076	Canal de Berdún	2004	Secano	13106	4242	3248	972	22	4121	0	0	4121	3425	2896	0	529	1318	0	660	231	427
22077	Candasnos	2004	Regadío	4443	4443	4225	95	123	0	0	0	0	0	0	0	0	0	0	0	0	0
22077	Candasnos	2004	Secano	7467	3240	1260	1942	38	3615	0	0	3615	260	0	0	260	352	0	27	325	0
22078	Canfranc	2004	Regadío	3	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
22078	Canfranc	2004	Secano	7122	18	0	18	0	4074	41	4033	0	774	774	0	0	2256	0	2119	90	47
22079	Capdesaso	2004	Regadío	1423	1423	1145	273	5	0	0	0	0	0	0	0	0	0	0	0	0	0
22079	Capdesaso	2004	Secano	230	8	0	7	1	38	0	0	38	2	0	2	0	182	0	182	0	0
22080	Capella	2004	Regadío	49	49	24	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22080	Capella	2004	Secano	6017	1740	1356	268	116	1324	0	0	1324	2616	787	1829	0	337	0	262	25	50
22081	Casbas de Huesca	2004	Regadío	32	31	1	27	3	0	0	0	0	1	1	0	0	0	0	0	0	0
22081	Casbas de Huesca	2004	Secano	13179	3886	2274	1339	273	5145	76	0	5069	3921	1424	0	2497	227	0	7	140	80
22082	Castejón del Puente	2004	Regadío	1321	1318	1103	210	5	0	0	0	0	3	3	0	0	0	0	0	0	0
22082	Castejón del Puente	2004	Secano	1126	319	101	163	55	417	0	0	417	107	33	74	0	283	0	29	87	167
22083	Castejón de Monegros	2004	Regadío	644	644	637	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22083	Castejón de Monegros	2004	Secano	15866	9034	4019	4905	110	4829	0	0	4829	1469	1245	0	224	534	0	158	307	69
22084	Castejón de Sos	2004	Regadío	136	0	0	0	0	136	136	0	0	0	0	0	0	0	0	0	0	0
22084	Castejón de Sos	2004	Secano	3105	6	0	6	0	2261	121	2140	0	292	176	116	0	546	0	309	137	100
22085	Castelflorite	2004	Regadío	2049	2044	1576	392	76	0	0	0	0	5	5	0	0	0	0	0	0	0
22085	Castelflorite	2004	Secano	1282	443	110	280	53	593	0	0	593	0	0	0	0	246	0	228	18	0
22086	Castiello de Jaca	2004	Regadío	42	42	5	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22086	Castiello de Jaca	2004	Secano	1680	285	77	208	0	473	4	0	469	840	796	44	0	82	0	8	20	54
22087	Castigaleu	2004	Regadío	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22087	Castigaleu	2004	Secano	2651	868	702	166	0	768	0	0	768	939	0	939	0	76	0	76	0	0
22088	Castillazuelo	2004	Regadío	66	66	18	34	14	0	0	0	0	0	0	0	0	0	0	0	0	0
22088	Castillazuelo	2004	Secano	1453	782	364	243	175	524	0	0	524	63	0	0	63	84	0	70	14	0
22089	Castillonroy	2004	Regadío	157	157	27	7	123	0	0	0	0	0	0	0	0	0	0	0	0	0
22089	Castillonroy	2004	Secano	3582	1460	814	414	232	1542	0	0	1542	310	216	0	94	270	0	235	35	0
22090	Colungo	2004	Regadío	4	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22090	Colungo	2004	Secano	4042	540	136	217	187	1383	0	0	1383	2023	591	1432	0	96	0	12	58	26
22094	Chalamera	2004	Regadío	447	442	245	88	109	0	0	0	0	5	5	0	0	0	0	0	0	0
22094	Chalamera	2004	Secano	669	160	56	101	3	390	0	0	390	0	0	0	0	119	0	7	29	83
22095	Chía	2004	Regadío	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22095	Chía	2004	Secano	2624	266	0	266	0	1724	0	1724	0	401	108	293	0	233	0	164	19	50
22096	Chimillas	2004	Regadío	25	25	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22096	Chimillas	2004	Secano	972	829	618	196	15	36	0	0	36	52	0	0	52	55	0	16	31	8
22099	Esplús	2004	Regadío	6168	6160	4953	679	528	0	0	0	0	8	8	0	0	0	0	0	0	0
22099	Esplús	2004	Secano	795	143	65	77	1	256	0	0	256	46	46	0	0	350	0	205	100	45
22102	Estada	2004	Regadío	162	157	74	59	24	0	0	0	0	5	5	0	0	0	0	0	0	0
22102	Estada	2004	Secano	1413	186	24	70	92	975	0	0	975	2	2	0	0	250	0	243	0	7
22103	Estadilla	2004	Regadío	977	964	634	198	132	0	0	0	0	13	13	0	0	0	0	0	0	0
22103	Estadilla	2004	Secano	3978	1504	635	385	484	2203	0	0	2203	69	69	0	0	202	0	75	114	13
22105	Estopiñán del Castillo	2004	Regadío	115	110	72	37	1	0	0	0	0	5	5	0	0	0	0	0	0	0
22105	Estopiñán del Castillo	2004	Secano	8748	1965	1656	247	62	2677	0	0	2677	3333	1302	0	2031	773	0	347	271	155
22106	Fago	2004	Regadío	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22106	Fago	2004	Secano	4913	47	0	47	0	1919	50	1869	0	2070	1335	471	264	877	0	827	50	0
22107	Fanlo	2004	Regadío	9	2	1	1	0	7	7	0	0	0	0	0	0	0	0	0	0	0
22107	Fanlo	2004	Secano	18722	169	6	163	0	9654	8970	684	0	8464	4489	3975	0	435	0	114	144	177
22109	Fiscal	2004	Regadío	354	346	65	281	0	8	8	0	0	0	0	0	0	0	0	0	0	0
22109	Fiscal	2004	Secano	16749	567	95	471	1	2105	0	2105	0	13424	6960	6464	0	653	0	175	144	334
22110	Fonz	2004	Regadío	1282	1273	1001	231	41	0	0	0	0	9	9	0	0	0	0	0	0	0
22110	Fonz	2004	Secano	4141	2120	1244	561	315	814	0	0	814	544	195	0	349	663	0	79	199	385
22111	Foradada del Toscar	2004	Regadío	87	58	23	35	0	25	25	0	0	4	4	0	0	0	0	0	0	0
22111	Foradada del Toscar	2004	Secano	10779	376	170	199	7	3499	3	637	2859	6607	2355	4252	0	297	0	23	123	151
22112	Fraga	2004	Regadío	7013	6813	1044	735	5034	0	0	0	0	200	200	0	0	0	0	0	0	0
22112	Fraga	2004	Secano	36115	17361	9067	8139	155	6774	0	0	6774	9609	5122	0	4487	2371	0	2371	0	0
22113	Fueva (La)	2004	Regadío	61	48	37	11	0	11	11	0	0	2	2	0	0	0	0	0	0	0
22113	Fueva (La)	2004	Secano	21822	3017	1727	1218	72	6736	4	0	6732	10093	4115	5978	0	1976	0	691	250	1035
22114	Gistaín	2004	Regadío	86	3	0	3	0	82	82	0	0	1	1	0	0	0	0	0	0	0
22114	Gistaín	2004	Secano	8020	20	0	20	0	1976	217	1759	0	2072	1023	279	770	3952	0	3896	29	27
22115	Grado (El)	2004	Regadío	448	448	179	119	150	0	0	0	0	0	0	0	0	0	0	0	0	0
22115	Grado (El)	2004	Secano	5892	1566	412	639	515	819	0	0	819	2825	7	0	2818	682	0	622	60	0
22116	Grañén	2004	Regadío	7897	7887	6863	994	30	0	0	0	0	10	10	0	0	0	0	0	0	0
22116	Grañén	2004	Secano	3895	1507	935	543	29	1096	0	0	1096	363	363	0	0	929	0	785	93	51
22117	Graus	2004	Regadío	290	270	246	24	0	0	0	0	0	20	20	0	0	0	0	0	0	0
22117	Graus	2004	Secano	29586	5705	3618	1483	604	6478	0	0	6478	15817	3822	11995	0	1586	0	193	339	1054
22119	Gurrea de Gállego	2004	Regadío	4343	4274	3479	385	410	0	0	0	0	69	69	0	0	0	0	0	0	0
22119	Gurrea de Gállego	2004	Secano	14597	10475	7016	2946	513	1315	0	0	1315	1677	1575	32	70	1130	0	261	503	366
22122	Hoz de Jaca	2004	Regadío	7	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22122	Hoz de Jaca	2004	Secano	1210	36	0	36	0	468	39	0	429	537	118	419	0	169	0	72	20	77
22124	Huerto	2004	Regadío	4079	4071	3821	242	8	0	0	0	0	8	8	0	0	0	0	0	0	0
22124	Huerto	2004	Secano	4286	2194	1472	663	59	1680	0	0	1680	11	7	0	4	401	0	351	30	20
22125	Huesca	2004	Regadío	3502	3463	2671	775	17	0	0	0	0	39	39	0	0	0	0	0	0	0
22125	Huesca	2004	Secano	12377	7700	5415	2077	208	2375	0	0	2375	471	50	0	421	1831	0	1562	191	78
22126	Ibieca	2004	Regadío	17	17	2	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0
22126	Ibieca	2004	Secano	1478	916	546	243	127	221	0	0	221	293	0	0	293	48	0	34	14	0
22127	Igriés	2004	Regadío	12	12	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22127	Igriés	2004	Secano	1900	1237	913	246	78	316	0	0	316	155	29	126	0	192	0	126	25	41
22128	Ilche	2004	Regadío	3803	3801	3083	515	203	0	0	0	0	2	2	0	0	0	0	0	0	0
22128	Ilche	2004	Secano	2281	587	274	221	92	901	0	0	901	327	13	0	314	466	0	466	0	0
22129	Isábena	2004	Regadío	42	42	33	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22129	Isábena	2004	Secano	11556	1260	827	420	13	5256	0	0	5256	3870	1256	0	2614	1170	0	776	137	257
22130	Jaca	2004	Regadío	544	469	188	279	2	0	0	0	0	75	75	0	0	0	0	0	0	0
22130	Jaca	2004	Secano	38809	6677	5338	1337	2	11488	0	0	11488	17482	14275	3207	0	3162	0	2808	93	261
22131	Jasa	2004	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22131	Jasa	2004	Secano	885	82	0	82	0	328	3	0	325	444	272	172	0	31	0	2	9	20
22133	Labuerda	2004	Regadío	30	30	8	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22133	Labuerda	2004	Secano	1737	163	67	95	1	608	0	0	608	879	604	237	38	87	0	1	35	51
22135	Laluenga	2004	Regadío	1122	1122	967	122	33	0	0	0	0	0	0	0	0	0	0	0	0	0
22135	Laluenga	2004	Secano	2430	1460	981	355	124	740	0	0	740	15	0	0	15	215	0	199	15	1
22136	Lalueza	2004	Regadío	6852	6840	5255	1567	18	0	0	0	0	12	12	0	0	0	0	0	0	0
22136	Lalueza	2004	Secano	1517	145	28	93	24	722	0	0	722	21	21	0	0	629	0	425	144	60
22137	Lanaja	2004	Regadío	4734	4730	4166	553	11	0	0	0	0	4	4	0	0	0	0	0	0	0
22137	Lanaja	2004	Secano	13098	6374	3213	2928	233	2990	0	0	2990	2861	120	0	2741	873	0	756	117	0
22139	Laperdiguera	2004	Regadío	16	16	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
22139	Laperdiguera	2004	Secano	1111	1016	754	224	38	26	0	0	26	30	0	0	30	39	0	39	0	0
22141	Lascellas-Ponzano	2004	Regadío	64	64	2	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0
22141	Lascellas-Ponzano	2004	Secano	2657	1964	1316	422	226	226	0	0	226	365	1	0	364	102	0	28	62	12
22142	Lascuarre	2004	Regadío	14	14	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22142	Lascuarre	2004	Secano	3180	851	667	134	50	326	0	0	326	1847	590	1257	0	156	0	107	40	9
22143	Laspaúles	2004	Regadío	132	0	0	0	0	115	115	0	0	17	17	0	0	0	0	0	0	0
22143	Laspaúles	2004	Secano	8022	522	0	522	0	5437	309	4879	249	1546	828	718	0	517	0	307	90	120
22144	Laspuña	2004	Regadío	27	27	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22144	Laspuña	2004	Secano	4490	308	91	212	5	1116	0	1116	0	2314	1286	339	689	752	0	685	25	42
22149	Loarre	2004	Regadío	153	150	101	41	8	0	0	0	0	3	3	0	0	0	0	0	0	0
22149	Loarre	2004	Secano	7301	2362	1170	622	570	1459	0	0	1459	3235	1698	0	1537	245	0	204	35	6
22150	Loporzano	2004	Regadío	70	70	19	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22150	Loporzano	2004	Secano	16784	5695	3476	1677	542	3503	0	0	3503	6254	3	0	6251	1332	0	1252	70	10
22151	Loscorrales	2004	Regadío	545	545	385	26	134	0	0	0	0	0	0	0	0	0	0	0	0	0
22151	Loscorrales	2004	Secano	3449	2715	1827	865	23	437	0	0	437	176	0	0	176	121	0	22	99	0
22155	Monesma y Cajigar	2004	Regadío	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22155	Monesma y Cajigar	2004	Secano	6252	1284	1009	275	0	1347	0	0	1347	3500	1353	2147	0	121	0	121	0	0
22156	Monflorite-Lascasas	2004	Regadío	1280	1280	1126	152	2	0	0	0	0	0	0	0	0	0	0	0	0	0
22156	Monflorite-Lascasas	2004	Secano	1522	1056	811	237	8	246	0	0	246	23	16	0	7	197	0	14	92	91
22157	Montanuy	2004	Regadío	115	115	1	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22157	Montanuy	2004	Secano	17349	712	9	701	2	10285	718	0	9567	2913	1194	1434	285	3439	0	2639	300	500
22158	Monzón	2004	Regadío	10665	10477	8313	1814	350	0	0	0	0	188	188	0	0	0	0	0	0	0
22158	Monzón	2004	Secano	4155	849	466	355	28	1324	0	0	1324	368	33	0	335	1614	0	1384	0	230
22160	Naval	2004	Regadío	13	13	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22160	Naval	2004	Secano	4703	807	159	398	250	876	0	0	876	2450	931	0	1519	570	0	425	125	20
22162	Novales	2004	Regadío	268	264	200	36	28	0	0	0	0	4	4	0	0	0	0	0	0	0
22162	Novales	2004	Secano	1715	1400	1106	274	20	184	0	0	184	58	0	14	44	73	0	8	55	10
22163	Nueno	2004	Regadío	246	246	189	50	7	0	0	0	0	0	0	0	0	0	0	0	0	0
22163	Nueno	2004	Secano	14810	1546	680	585	281	4396	0	0	4396	6996	288	0	6708	1872	0	1472	201	199
22164	Olvena	2004	Regadío	45	45	26	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0
22164	Olvena	2004	Secano	1543	288	27	89	172	510	0	0	510	649	161	0	488	96	0	96	0	0
22165	Ontiñena	2004	Regadío	672	655	569	36	50	0	0	0	0	17	17	0	0	0	0	0	0	0
22165	Ontiñena	2004	Secano	12944	7744	4090	3534	120	4162	0	0	4162	818	0	0	818	220	0	157	0	63
22167	Osso de Cinca	2004	Regadío	2095	2018	1019	42	957	0	0	0	0	77	77	0	0	0	0	0	0	0
22167	Osso de Cinca	2004	Secano	532	175	43	80	52	149	0	0	149	1	0	0	1	207	0	43	62	102
22168	Palo	2004	Regadío	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22168	Palo	2004	Secano	1442	287	179	96	12	462	0	0	462	640	387	253	0	53	0	3	24	26
22170	Panticosa	2004	Regadío	37	37	9	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22170	Panticosa	2004	Secano	9539	14	0	14	0	7139	7139	0	0	1531	925	606	0	855	0	466	94	295
22172	Peñalba	2004	Regadío	2919	2919	2854	63	2	0	0	0	0	0	0	0	0	0	0	0	0	0
22172	Peñalba	2004	Secano	12526	7433	3161	4255	17	3339	0	0	3339	1730	1635	0	95	24	0	24	0	0
22173	Peñas de Riglos (Las)	2004	Regadío	114	114	58	55	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22173	Peñas de Riglos (Las)	2004	Secano	23304	1494	702	689	103	3864	0	0	3864	17168	10125	5202	1841	778	0	106	251	421
22174	Peralta de Alcofea	2004	Regadío	2381	2381	2124	202	55	0	0	0	0	0	0	0	0	0	0	0	0	0
22174	Peralta de Alcofea	2004	Secano	9087	6142	3921	1818	403	1970	0	0	1970	429	0	0	429	546	0	32	341	173
22175	Peralta de Calasanz	2004	Regadío	87	87	22	62	3	0	0	0	0	0	0	0	0	0	0	0	0	0
22175	Peralta de Calasanz	2004	Secano	11397	3687	2038	1265	384	2039	0	0	2039	5461	189	0	5272	210	0	210	0	0
22176	Peraltilla	2004	Regadío	123	123	90	25	8	0	0	0	0	0	0	0	0	0	0	0	0	0
22176	Peraltilla	2004	Secano	1484	804	408	235	161	352	0	0	352	226	0	0	226	102	0	102	0	0
22177	Perarrúa	2004	Regadío	112	112	97	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22177	Perarrúa	2004	Secano	2886	401	219	128	54	423	0	0	423	1953	859	0	1094	109	0	12	30	67
22178	Pertusa	2004	Regadío	836	832	748	84	0	0	0	0	0	4	4	0	0	0	0	0	0	0
22178	Pertusa	2004	Secano	2036	1492	1112	356	24	86	0	0	86	283	0	0	283	175	0	134	18	23
22181	Piracés	2004	Regadío	672	672	520	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22181	Piracés	2004	Secano	1811	927	662	254	11	709	0	0	709	49	0	0	49	126	0	5	41	80
22182	Plan	2004	Regadío	103	95	84	11	0	0	0	0	0	8	8	0	0	0	0	0	0	0
22182	Plan	2004	Secano	8628	202	105	96	1	705	0	705	0	4092	2600	1492	0	3629	0	3487	60	82
22184	Poleñino	2004	Regadío	2308	2308	1989	317	2	0	0	0	0	0	0	0	0	0	0	0	0	0
22184	Poleñino	2004	Secano	1026	263	81	174	8	367	0	0	367	6	6	0	0	390	0	156	51	183
22186	Pozán de Vero	2004	Regadío	29	29	5	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22186	Pozán de Vero	2004	Secano	1439	860	297	190	373	413	0	0	413	99	0	0	99	67	0	28	5	34
22187	Puebla de Castro (La)	2004	Regadío	13	13	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22187	Puebla de Castro (La)	2004	Secano	2928	842	425	235	182	1341	0	0	1341	399	0	0	399	346	0	57	189	100
22188	Puente de Montañana	2004	Regadío	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22188	Puente de Montañana	2004	Secano	4856	568	367	199	2	1604	0	0	1604	2471	1543	928	0	213	0	75	53	85
22189	Puértolas	2004	Regadío	33	33	5	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22189	Puértolas	2004	Secano	9951	196	25	171	0	3012	0	1523	1489	5177	1431	3746	0	1566	0	1220	85	261
22190	Pueyo de Araguás (El)	2004	Regadío	90	90	66	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22190	Pueyo de Araguás (El)	2004	Secano	6089	541	293	240	8	841	0	841	0	4545	2218	2327	0	162	0	24	53	85
22193	Pueyo de Santa Cruz	2004	Regadío	602	584	436	102	46	0	0	0	0	18	18	0	0	0	0	0	0	0
22193	Pueyo de Santa Cruz	2004	Secano	282	31	12	17	2	137	0	0	137	44	44	0	0	70	0	25	0	45
22195	Quicena	2004	Regadío	202	201	170	29	2	0	0	0	0	1	1	0	0	0	0	0	0	0
22195	Quicena	2004	Secano	753	233	179	52	2	440	0	0	440	0	0	0	0	80	0	14	36	30
22197	Robres	2004	Regadío	1518	1518	1148	369	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22197	Robres	2004	Secano	4795	2685	1637	971	77	1594	0	0	1594	1	1	0	0	515	0	358	105	52
22199	Sabiñánigo	2004	Regadío	439	321	161	160	0	0	0	0	0	118	118	0	0	0	0	0	0	0
22199	Sabiñánigo	2004	Secano	57880	5143	3326	1814	3	15252	0	0	15252	30194	27095	0	3099	7291	0	7117	0	174
22200	Sahún	2004	Regadío	79	70	1	69	0	0	0	0	0	9	9	0	0	0	0	0	0	0
22200	Sahún	2004	Secano	7518	158	0	158	0	930	68	331	531	2645	2614	31	0	3785	0	3658	50	77
22201	Salas Altas	2004	Regadío	7	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
22201	Salas Altas	2004	Secano	2061	1419	90	249	1080	306	0	0	306	233	3	0	230	103	0	63	36	4
22202	Salas Bajas	2004	Regadío	25	25	1	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0
22202	Salas Bajas	2004	Secano	1271	919	82	203	634	93	0	0	93	167	3	0	164	92	0	40	52	0
22203	Salillas	2004	Regadío	701	693	628	53	12	0	0	0	0	8	8	0	0	0	0	0	0	0
22203	Salillas	2004	Secano	2063	1160	861	175	124	36	0	0	36	719	6	0	713	148	0	148	0	0
22204	Sallent de Gállego	2004	Regadío	108	0	0	0	0	108	108	0	0	0	0	0	0	0	0	0	0	0
22204	Sallent de Gállego	2004	Secano	16152	537	0	537	0	10066	240	8557	1269	697	264	433	0	4852	0	4433	103	316
22205	San Esteban de Litera	2004	Regadío	2192	2192	1881	244	67	0	0	0	0	0	0	0	0	0	0	0	0	0
22205	San Esteban de Litera	2004	Secano	4835	2477	1730	587	160	1222	0	0	1222	852	179	0	673	284	0	60	158	66
22206	Sangarrén	2004	Regadío	1803	1799	1487	312	0	0	0	0	0	4	4	0	0	0	0	0	0	0
22206	Sangarrén	2004	Secano	1300	789	481	295	13	302	0	0	302	0	0	0	0	209	0	195	0	14
22207	San Juan de Plan	2004	Regadío	43	43	41	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22207	San Juan de Plan	2004	Secano	5072	127	1	126	0	1621	0	1621	0	1444	1044	0	400	1880	0	1753	26	101
22208	Santa Cilia	2004	Regadío	83	83	47	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22208	Santa Cilia	2004	Secano	2627	912	750	158	4	794	0	0	794	671	503	0	168	250	0	41	99	110
22209	Santa Cruz de la Serós	2004	Regadío	59	59	18	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22209	Santa Cruz de la Serós	2004	Secano	2612	362	214	148	0	1227	0	0	1227	852	726	0	126	171	0	30	96	45
22212	Santaliestra y San Quílez	2004	Regadío	31	31	9	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22212	Santaliestra y San Quílez	2004	Secano	2295	116	50	43	23	290	0	0	290	1786	779	0	1007	103	0	12	37	54
22213	Sariñena	2004	Regadío	14350	14326	13284	865	177	0	0	0	0	24	24	0	0	0	0	0	0	0
22213	Sariñena	2004	Secano	12111	4328	2006	2231	91	4750	0	0	4750	1078	889	0	189	1955	0	1955	0	0
22214	Secastilla	2004	Regadío	6	6	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22214	Secastilla	2004	Secano	4710	543	163	186	194	568	0	0	568	3070	2151	0	919	529	0	486	18	25
22215	Seira	2004	Regadío	11	4	1	3	0	0	0	0	0	7	7	0	0	0	0	0	0	0
22215	Seira	2004	Secano	6929	213	0	184	29	2807	0	0	2807	2825	1410	0	1415	1084	0	1002	23	59
22217	Sena	2004	Regadío	3559	3557	2955	513	89	0	0	0	0	2	2	0	0	0	0	0	0	0
22217	Sena	2004	Secano	6640	3033	1633	1368	32	2266	0	0	2266	614	542	0	72	727	0	449	155	123
22218	Senés de Alcubierre	2004	Regadío	425	425	372	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22218	Senés de Alcubierre	2004	Secano	1595	934	622	302	10	614	0	0	614	0	0	0	0	47	0	27	20	0
22220	Sesa	2004	Regadío	314	314	259	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22220	Sesa	2004	Secano	2736	2152	1572	558	22	46	0	0	46	425	0	0	425	113	0	103	10	0
22221	Sesué	2004	Regadío	32	0	0	0	0	32	32	0	0	0	0	0	0	0	0	0	0	0
22221	Sesué	2004	Secano	495	75	0	75	0	307	133	0	174	80	0	0	80	33	0	15	15	3
