Mes y año	Mes (código)	Mes nombre	Año	Sexo	Provincia código	Provincia nombre	Temporalidad	Modalidad	Grupo de tipo de contrato	Número de contratos
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	8
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	5062
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	3324
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	7166
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	5326
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	Temporal	Interinidad	Interinidad	916
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Temporal	Interinidad	Interinidad	2512
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	25
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	17
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	71
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	9
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Sust. Jubilación	2
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	22
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	15
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Formación	89
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	95
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Formación	41
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	76
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	Temporal	Otros	Otros	21
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Temporal	Otros	Otros	14
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	Temporal	Otros	Temp. Inserción	3
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	95
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	209
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	80
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	142
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Indefinido	Discapacitados	Minusválidos	4
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Indefinido	Discapacitados	Minusválidos	5
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	1223
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	841
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	1449
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	1553
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Temporal	Interinidad	Interinidad	94
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Temporal	Interinidad	Interinidad	467
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	1
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	2
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	12
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	8
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	4
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	3
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Temporal	Ligados a la formación	Formación	87
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Temporal	Ligados a la formación	Prácticas	12
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Temporal	Ligados a la formación	Formación	46
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Temporal	Ligados a la formación	Prácticas	5
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	Temporal	Otros	Otros	4
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	Temporal	Otros	Otros	3
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	47
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	66
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	38
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	59
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Indefinido	Discapacitados	Minusválidos	2
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	370
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	240
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	827
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	730
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Temporal	Interinidad	Interinidad	82
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	Temporal	Interinidad	Interinidad	289
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Temporal	Discapacitados	Temp. Minusv	1
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	5
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	2
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	2
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	2
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Temporal	Ligados a la formación	Formación	67
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	Temporal	Ligados a la formación	Prácticas	7
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	Temporal	Ligados a la formación	Formación	58
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	Temporal	Ligados a la formación	Prácticas	3
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	483
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	585
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	418
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	627
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	5
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	6
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	4427
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	2961
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	7592
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	6545
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Temporal	Interinidad	Interinidad	914
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Interinidad	Interinidad	2864
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	25
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	10
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	67
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	22
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Sust. Jubilación	2
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	27
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	18
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Sust. Jubilación	3
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Formación	219
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	58
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Formación	159
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	53
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	Temporal	Otros	Otros	12
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Otros	Otros	10
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	Temporal	Otros	Temp. Inserción	5
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	140
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	221
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	75
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	154
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Indefinido	Discapacitados	Minusválidos	4
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	1330
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	682
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	1125
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	1044
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Temporal	Interinidad	Interinidad	89
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Temporal	Interinidad	Interinidad	356
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	5
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	2
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	15
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	4
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	1
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	2
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Temporal	Ligados a la formación	Formación	11
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	Temporal	Ligados a la formación	Prácticas	15
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Temporal	Ligados a la formación	Formación	14
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Temporal	Ligados a la formación	Prácticas	17
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	Temporal	Otros	Otros	1
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	70
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	113
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	35
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	69
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	Indefinido	Discapacitados	Minusválidos	1
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	481
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	265
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	912
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	543
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	Temporal	Interinidad	Interinidad	68
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	Temporal	Interinidad	Interinidad	200
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	1
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	1
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	1
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	Temporal	Ligados a la formación	Formación	8
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	Temporal	Ligados a la formación	Prácticas	4
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	Temporal	Ligados a la formación	Formación	8
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	Temporal	Ligados a la formación	Prácticas	4
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	Temporal	Otros	Otros	1
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	568
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	935
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	403
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	759
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	5
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	7
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	5991
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	3975
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	7487
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	5964
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Temporal	Interinidad	Interinidad	983
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Interinidad	Interinidad	2657
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	23
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	13
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	69
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	9
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Sust. Jubilación	1
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	15
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	15
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Sust. Jubilación	1
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Formación	46
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	121
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Formación	43
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	94
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	Temporal	Otros	Otros	28
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Otros	Otros	11
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	Temporal	Otros	Temp. Inserción	5
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	147
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	213
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	127
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	204
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Indefinido	Discapacitados	Minusválidos	1
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Indefinido	Discapacitados	Minusválidos	1
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	1521
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	853
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	1454
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	1308
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Temporal	Interinidad	Interinidad	125
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Temporal	Interinidad	Interinidad	434
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	4
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	1
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	8
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	4
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	2
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	4
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Temporal	Ligados a la formación	Formación	14
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Temporal	Ligados a la formación	Prácticas	15
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Temporal	Ligados a la formación	Formación	20
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Temporal	Ligados a la formación	Prácticas	7
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	Temporal	Otros	Otros	5
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	Temporal	Otros	Otros	2
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	113
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	102
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	51
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	89
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Indefinido	Discapacitados	Minusválidos	1
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	912
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	473
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	917
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	783
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Temporal	Interinidad	Interinidad	91
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	Temporal	Interinidad	Interinidad	291
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Temporal	Discapacitados	Temp. Minusv	1
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	Temporal	Discapacitados	Temp. Minusv	1
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	5
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	2
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	3
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	1
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Temporal	Ligados a la formación	Formación	18
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	Temporal	Ligados a la formación	Prácticas	5
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	Temporal	Ligados a la formación	Formación	18
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	Temporal	Ligados a la formación	Prácticas	6
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	562
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	1036
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	448
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	1072
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	9
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	6
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	7450
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	5317
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	8961
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	6990
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Interinidad	Interinidad	1081
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Temporal	Interinidad	Interinidad	2864
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	25
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	14
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	85
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	15
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Sust. Jubilación	1
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	14
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	11
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Formación	60
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	102
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Formación	81
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	108
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Otros	Otros	52
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	Temporal	Otros	Temp. Inserción	1
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Temporal	Otros	Otros	34
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	Temporal	Otros	Temp. Inserción	2
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	129
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	196
Septiembre 2015	201509	Septiembre	2015	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	112
Septiembre 2015	201509	Septiembre	2015	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	229
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	Indefinido	Discapacitados	Minusválidos	4
Septiembre 2015	201509	Septiembre	2015	Mujeres	22	Huesca	Indefinido	Discapacitados	Minusválidos	2
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	1749
Septiembre 2015	201509	Septiembre	2015	Mujeres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	898
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	1597
Septiembre 2015	201509	Septiembre	2015	Mujeres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	1337
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	Temporal	Interinidad	Interinidad	91
Septiembre 2015	201509	Septiembre	2015	Mujeres	22	Huesca	Temporal	Interinidad	Interinidad	500
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	2
Septiembre 2015	201509	Septiembre	2015	Mujeres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	1
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	10
