Mes y año	Provincia código	Provincia nombre	Edad (grupos quinquenales)	Sexo	Nº parados
Agosto 2020	22	Huesca	16-19	Hombres	12
Agosto 2020	22	Huesca	16-19	Mujeres	17
Agosto 2020	22	Huesca	20-24	Hombres	29
Agosto 2020	22	Huesca	20-24	Mujeres	43
Agosto 2020	22	Huesca	25-29	Hombres	41
Agosto 2020	22	Huesca	25-29	Mujeres	89
Agosto 2020	22	Huesca	30-34	Hombres	57
Agosto 2020	22	Huesca	30-34	Mujeres	155
Agosto 2020	22	Huesca	35-39	Hombres	52
Agosto 2020	22	Huesca	35-39	Mujeres	170
Agosto 2020	22	Huesca	40-44	Hombres	89
Agosto 2020	22	Huesca	40-44	Mujeres	198
Agosto 2020	22	Huesca	45-49	Hombres	107
Agosto 2020	22	Huesca	45-49	Mujeres	203
Agosto 2020	22	Huesca	50-54	Hombres	141
Agosto 2020	22	Huesca	50-54	Mujeres	213
Agosto 2020	22	Huesca	55-59	Hombres	196
Agosto 2020	22	Huesca	55-59	Mujeres	328
Agosto 2020	22	Huesca	60-64	Hombres	279
Agosto 2020	22	Huesca	60-64	Mujeres	408
Agosto 2020	44	Teruel	16-19	Hombres	7
Agosto 2020	44	Teruel	16-19	Mujeres	3
Agosto 2020	44	Teruel	20-24	Hombres	11
Agosto 2020	44	Teruel	20-24	Mujeres	32
Agosto 2020	44	Teruel	25-29	Hombres	23
Agosto 2020	44	Teruel	25-29	Mujeres	53
Agosto 2020	44	Teruel	30-34	Hombres	29
Agosto 2020	44	Teruel	30-34	Mujeres	101
Agosto 2020	44	Teruel	35-39	Hombres	32
Agosto 2020	44	Teruel	35-39	Mujeres	114
Agosto 2020	44	Teruel	40-44	Hombres	47
Agosto 2020	44	Teruel	40-44	Mujeres	99
Agosto 2020	44	Teruel	45-49	Hombres	84
Agosto 2020	44	Teruel	45-49	Mujeres	122
Agosto 2020	44	Teruel	50-54	Hombres	95
Agosto 2020	44	Teruel	50-54	Mujeres	156
Agosto 2020	44	Teruel	55-59	Hombres	138
Agosto 2020	44	Teruel	55-59	Mujeres	207
Agosto 2020	44	Teruel	60-64	Hombres	178
Agosto 2020	44	Teruel	60-64	Mujeres	294
Agosto 2020	50	Zaragoza	16-19	Hombres	78
Agosto 2020	50	Zaragoza	16-19	Mujeres	80
Agosto 2020	50	Zaragoza	20-24	Hombres	205
Agosto 2020	50	Zaragoza	20-24	Mujeres	297
Agosto 2020	50	Zaragoza	25-29	Hombres	275
Agosto 2020	50	Zaragoza	25-29	Mujeres	621
Agosto 2020	50	Zaragoza	30-34	Hombres	375
Agosto 2020	50	Zaragoza	30-34	Mujeres	935
Agosto 2020	50	Zaragoza	35-39	Hombres	442
Agosto 2020	50	Zaragoza	35-39	Mujeres	1268
Agosto 2020	50	Zaragoza	40-44	Hombres	599
Agosto 2020	50	Zaragoza	40-44	Mujeres	1520
Agosto 2020	50	Zaragoza	45-49	Hombres	842
Agosto 2020	50	Zaragoza	45-49	Mujeres	1695
Agosto 2020	50	Zaragoza	50-54	Hombres	1166
Agosto 2020	50	Zaragoza	50-54	Mujeres	1917
Agosto 2020	50	Zaragoza	55-59	Hombres	1572
Agosto 2020	50	Zaragoza	55-59	Mujeres	2654
Agosto 2020	50	Zaragoza	60-64	Hombres	1739
Agosto 2020	50	Zaragoza	60-64	Mujeres	3410
Julio 2020	22	Huesca	16-19	Hombres	12
Julio 2020	22	Huesca	16-19	Mujeres	14
Julio 2020	22	Huesca	20-24	Hombres	27
Julio 2020	22	Huesca	20-24	Mujeres	38
Julio 2020	22	Huesca	25-29	Hombres	38
Julio 2020	22	Huesca	25-29	Mujeres	82
Julio 2020	22	Huesca	30-34	Hombres	54
Julio 2020	22	Huesca	30-34	Mujeres	143
Julio 2020	22	Huesca	35-39	Hombres	45
Julio 2020	22	Huesca	35-39	Mujeres	160
Julio 2020	22	Huesca	40-44	Hombres	80
Julio 2020	22	Huesca	40-44	Mujeres	187
Julio 2020	22	Huesca	45-49	Hombres	100
Julio 2020	22	Huesca	45-49	Mujeres	185
Julio 2020	22	Huesca	50-54	Hombres	134
Julio 2020	22	Huesca	50-54	Mujeres	208
Julio 2020	22	Huesca	55-59	Hombres	186
Julio 2020	22	Huesca	55-59	Mujeres	311
Julio 2020	22	Huesca	60-64	Hombres	281
Julio 2020	22	Huesca	60-64	Mujeres	397
Julio 2020	44	Teruel	16-19	Hombres	6
Julio 2020	44	Teruel	16-19	Mujeres	3
Julio 2020	44	Teruel	20-24	Hombres	9
Julio 2020	44	Teruel	20-24	Mujeres	26
Julio 2020	44	Teruel	25-29	Hombres	26
Julio 2020	44	Teruel	25-29	Mujeres	51
Julio 2020	44	Teruel	30-34	Hombres	27
Julio 2020	44	Teruel	30-34	Mujeres	97
Julio 2020	44	Teruel	35-39	Hombres	34
Julio 2020	44	Teruel	35-39	Mujeres	98
Julio 2020	44	Teruel	40-44	Hombres	45
Julio 2020	44	Teruel	40-44	Mujeres	103
Julio 2020	44	Teruel	45-49	Hombres	84
Julio 2020	44	Teruel	45-49	Mujeres	119
Julio 2020	44	Teruel	50-54	Hombres	96
Julio 2020	44	Teruel	50-54	Mujeres	151
Julio 2020	44	Teruel	55-59	Hombres	137
Julio 2020	44	Teruel	55-59	Mujeres	210
Julio 2020	44	Teruel	60-64	Hombres	176
Julio 2020	44	Teruel	60-64	Mujeres	283
Julio 2020	50	Zaragoza	16-19	Hombres	69
Julio 2020	50	Zaragoza	16-19	Mujeres	75
Julio 2020	50	Zaragoza	20-24	Hombres	172
Julio 2020	50	Zaragoza	20-24	Mujeres	275
Julio 2020	50	Zaragoza	25-29	Hombres	240
Julio 2020	50	Zaragoza	25-29	Mujeres	573
Julio 2020	50	Zaragoza	30-34	Hombres	343
Julio 2020	50	Zaragoza	30-34	Mujeres	860
Julio 2020	50	Zaragoza	35-39	Hombres	419
Julio 2020	50	Zaragoza	35-39	Mujeres	1232
Julio 2020	50	Zaragoza	40-44	Hombres	563
Julio 2020	50	Zaragoza	40-44	Mujeres	1446
Julio 2020	50	Zaragoza	45-49	Hombres	808
Julio 2020	50	Zaragoza	45-49	Mujeres	1637
Julio 2020	50	Zaragoza	50-54	Hombres	1102
Julio 2020	50	Zaragoza	50-54	Mujeres	1865
Julio 2020	50	Zaragoza	55-59	Hombres	1523
Julio 2020	50	Zaragoza	55-59	Mujeres	2590
Julio 2020	50	Zaragoza	60-64	Hombres	1710
Julio 2020	50	Zaragoza	60-64	Mujeres	3346
Junio 2020	22	Huesca	16-19	Hombres	10
Junio 2020	22	Huesca	16-19	Mujeres	12
Junio 2020	22	Huesca	20-24	Hombres	23
Junio 2020	22	Huesca	20-24	Mujeres	36
Junio 2020	22	Huesca	25-29	Hombres	27
Junio 2020	22	Huesca	25-29	Mujeres	82
Junio 2020	22	Huesca	30-34	Hombres	53
Junio 2020	22	Huesca	30-34	Mujeres	127
Junio 2020	22	Huesca	35-39	Hombres	42
Junio 2020	22	Huesca	35-39	Mujeres	155
Junio 2020	22	Huesca	40-44	Hombres	78
Junio 2020	22	Huesca	40-44	Mujeres	182
Junio 2020	22	Huesca	45-49	Hombres	94
Junio 2020	22	Huesca	45-49	Mujeres	185
Junio 2020	22	Huesca	50-54	Hombres	129
Junio 2020	22	Huesca	50-54	Mujeres	199
Junio 2020	22	Huesca	55-59	Hombres	183
Junio 2020	22	Huesca	55-59	Mujeres	304
Junio 2020	22	Huesca	60-64	Hombres	272
Junio 2020	22	Huesca	60-64	Mujeres	391
Junio 2020	44	Teruel	16-19	Hombres	8
Junio 2020	44	Teruel	16-19	Mujeres	3
Junio 2020	44	Teruel	20-24	Hombres	7
Junio 2020	44	Teruel	20-24	Mujeres	27
Junio 2020	44	Teruel	25-29	Hombres	22
Junio 2020	44	Teruel	25-29	Mujeres	44
Junio 2020	44	Teruel	30-34	Hombres	24
Junio 2020	44	Teruel	30-34	Mujeres	93
Junio 2020	44	Teruel	35-39	Hombres	29
Junio 2020	44	Teruel	35-39	Mujeres	90
Junio 2020	44	Teruel	40-44	Hombres	39
Junio 2020	44	Teruel	40-44	Mujeres	97
Junio 2020	44	Teruel	45-49	Hombres	80
Junio 2020	44	Teruel	45-49	Mujeres	115
Junio 2020	44	Teruel	50-54	Hombres	100
Junio 2020	44	Teruel	50-54	Mujeres	145
Junio 2020	44	Teruel	55-59	Hombres	135
Junio 2020	44	Teruel	55-59	Mujeres	208
Junio 2020	44	Teruel	60-64	Hombres	179
Junio 2020	44	Teruel	60-64	Mujeres	279
Junio 2020	50	Zaragoza	16-19	Hombres	64
Junio 2020	50	Zaragoza	16-19	Mujeres	73
Junio 2020	50	Zaragoza	20-24	Hombres	147
Junio 2020	50	Zaragoza	20-24	Mujeres	239
Junio 2020	50	Zaragoza	25-29	Hombres	223
Junio 2020	50	Zaragoza	25-29	Mujeres	504
Junio 2020	50	Zaragoza	30-34	Hombres	315
Junio 2020	50	Zaragoza	30-34	Mujeres	819
Junio 2020	50	Zaragoza	35-39	Hombres	391
Junio 2020	50	Zaragoza	35-39	Mujeres	1165
Junio 2020	50	Zaragoza	40-44	Hombres	541
Junio 2020	50	Zaragoza	40-44	Mujeres	1399
Junio 2020	50	Zaragoza	45-49	Hombres	762
Junio 2020	50	Zaragoza	45-49	Mujeres	1552
Junio 2020	50	Zaragoza	50-54	Hombres	1050
Junio 2020	50	Zaragoza	50-54	Mujeres	1814
Junio 2020	50	Zaragoza	55-59	Hombres	1456
Junio 2020	50	Zaragoza	55-59	Mujeres	2534
Junio 2020	50	Zaragoza	60-64	Hombres	1680
Junio 2020	50	Zaragoza	60-64	Mujeres	3284
Mayo 2020	22	Huesca	16-19	Hombres	10
Mayo 2020	22	Huesca	16-19	Mujeres	11
Mayo 2020	22	Huesca	20-24	Hombres	23
Mayo 2020	22	Huesca	20-24	Mujeres	35
Mayo 2020	22	Huesca	25-29	Hombres	24
Mayo 2020	22	Huesca	25-29	Mujeres	76
Mayo 2020	22	Huesca	30-34	Hombres	46
Mayo 2020	22	Huesca	30-34	Mujeres	119
Mayo 2020	22	Huesca	35-39	Hombres	42
Mayo 2020	22	Huesca	35-39	Mujeres	150
Mayo 2020	22	Huesca	40-44	Hombres	69
Mayo 2020	22	Huesca	40-44	Mujeres	169
Mayo 2020	22	Huesca	45-49	Hombres	87
Mayo 2020	22	Huesca	45-49	Mujeres	176
Mayo 2020	22	Huesca	50-54	Hombres	120
Mayo 2020	22	Huesca	50-54	Mujeres	189
Mayo 2020	22	Huesca	55-59	Hombres	192
Mayo 2020	22	Huesca	55-59	Mujeres	300
Mayo 2020	22	Huesca	60-64	Hombres	262
Mayo 2020	22	Huesca	60-64	Mujeres	384
Mayo 2020	44	Teruel	16-19	Hombres	9
Mayo 2020	44	Teruel	16-19	Mujeres	3
Mayo 2020	44	Teruel	20-24	Hombres	7
Mayo 2020	44	Teruel	20-24	Mujeres	24
Mayo 2020	44	Teruel	25-29	Hombres	20
Mayo 2020	44	Teruel	25-29	Mujeres	44
Mayo 2020	44	Teruel	30-34	Hombres	23
Mayo 2020	44	Teruel	30-34	Mujeres	82
Mayo 2020	44	Teruel	35-39	Hombres	29
Mayo 2020	44	Teruel	35-39	Mujeres	86
Mayo 2020	44	Teruel	40-44	Hombres	40
Mayo 2020	44	Teruel	40-44	Mujeres	93
Mayo 2020	44	Teruel	45-49	Hombres	78
Mayo 2020	44	Teruel	45-49	Mujeres	112
Mayo 2020	44	Teruel	50-54	Hombres	101
Mayo 2020	44	Teruel	50-54	Mujeres	144
Mayo 2020	44	Teruel	55-59	Hombres	135
Mayo 2020	44	Teruel	55-59	Mujeres	211
Mayo 2020	44	Teruel	60-64	Hombres	189
Mayo 2020	44	Teruel	60-64	Mujeres	268
Mayo 2020	50	Zaragoza	16-19	Hombres	61
Mayo 2020	50	Zaragoza	16-19	Mujeres	67
Mayo 2020	50	Zaragoza	20-24	Hombres	129
Mayo 2020	50	Zaragoza	20-24	Mujeres	217
Mayo 2020	50	Zaragoza	25-29	Hombres	218
Mayo 2020	50	Zaragoza	25-29	Mujeres	498
Mayo 2020	50	Zaragoza	30-34	Hombres	315
Mayo 2020	50	Zaragoza	30-34	Mujeres	797
Mayo 2020	50	Zaragoza	35-39	Hombres	366
Mayo 2020	50	Zaragoza	35-39	Mujeres	1119
Mayo 2020	50	Zaragoza	40-44	Hombres	535
Mayo 2020	50	Zaragoza	40-44	Mujeres	1362
Mayo 2020	50	Zaragoza	45-49	Hombres	740
Mayo 2020	50	Zaragoza	45-49	Mujeres	1499
Mayo 2020	50	Zaragoza	50-54	Hombres	1020
Mayo 2020	50	Zaragoza	50-54	Mujeres	1775
Mayo 2020	50	Zaragoza	55-59	Hombres	1438
Mayo 2020	50	Zaragoza	55-59	Mujeres	2493
Mayo 2020	50	Zaragoza	60-64	Hombres	1634
Mayo 2020	50	Zaragoza	60-64	Mujeres	3212
Abril 2020	22	Huesca	16-19	Hombres	10
Abril 2020	22	Huesca	16-19	Mujeres	11
Abril 2020	22	Huesca	20-24	Hombres	20
Abril 2020	22	Huesca	20-24	Mujeres	30
Abril 2020	22	Huesca	25-29	Hombres	23
Abril 2020	22	Huesca	25-29	Mujeres	71
Abril 2020	22	Huesca	30-34	Hombres	47
Abril 2020	22	Huesca	30-34	Mujeres	105
Abril 2020	22	Huesca	35-39	Hombres	37
Abril 2020	22	Huesca	35-39	Mujeres	135
Abril 2020	22	Huesca	40-44	Hombres	65
Abril 2020	22	Huesca	40-44	Mujeres	157
Abril 2020	22	Huesca	45-49	Hombres	83
Abril 2020	22	Huesca	45-49	Mujeres	163
Abril 2020	22	Huesca	50-54	Hombres	113
Abril 2020	22	Huesca	50-54	Mujeres	179
Abril 2020	22	Huesca	55-59	Hombres	197
Abril 2020	22	Huesca	55-59	Mujeres	294
Abril 2020	22	Huesca	60-64	Hombres	253
Abril 2020	22	Huesca	60-64	Mujeres	367
Abril 2020	44	Teruel	16-19	Hombres	8
Abril 2020	44	Teruel	16-19	Mujeres	2
Abril 2020	44	Teruel	20-24	Hombres	8
Abril 2020	44	Teruel	20-24	Mujeres	22
Abril 2020	44	Teruel	25-29	Hombres	18
Abril 2020	44	Teruel	25-29	Mujeres	37
Abril 2020	44	Teruel	30-34	Hombres	24
Abril 2020	44	Teruel	30-34	Mujeres	76
Abril 2020	44	Teruel	35-39	Hombres	30
Abril 2020	44	Teruel	35-39	Mujeres	79
Abril 2020	44	Teruel	40-44	Hombres	34
Abril 2020	44	Teruel	40-44	Mujeres	86
Abril 2020	44	Teruel	45-49	Hombres	78
Abril 2020	44	Teruel	45-49	Mujeres	102
Abril 2020	44	Teruel	50-54	Hombres	100
Abril 2020	44	Teruel	50-54	Mujeres	135
Abril 2020	44	Teruel	55-59	Hombres	136
Abril 2020	44	Teruel	55-59	Mujeres	202
Abril 2020	44	Teruel	60-64	Hombres	185
Abril 2020	44	Teruel	60-64	Mujeres	258
Abril 2020	50	Zaragoza	16-19	Hombres	57
Abril 2020	50	Zaragoza	16-19	Mujeres	64
Abril 2020	50	Zaragoza	20-24	Hombres	125
Abril 2020	50	Zaragoza	20-24	Mujeres	205
Abril 2020	50	Zaragoza	25-29	Hombres	193
Abril 2020	50	Zaragoza	25-29	Mujeres	468
Abril 2020	50	Zaragoza	30-34	Hombres	283
Abril 2020	50	Zaragoza	30-34	Mujeres	758
Abril 2020	50	Zaragoza	35-39	Hombres	339
Abril 2020	50	Zaragoza	35-39	Mujeres	1071
Abril 2020	50	Zaragoza	40-44	Hombres	514
Abril 2020	50	Zaragoza	40-44	Mujeres	1295
Abril 2020	50	Zaragoza	45-49	Hombres	695
Abril 2020	50	Zaragoza	45-49	Mujeres	1440
Abril 2020	50	Zaragoza	50-54	Hombres	971
Abril 2020	50	Zaragoza	50-54	Mujeres	1702
Abril 2020	50	Zaragoza	55-59	Hombres	1408
Abril 2020	50	Zaragoza	55-59	Mujeres	2414
Abril 2020	50	Zaragoza	60-64	Hombres	1552
Abril 2020	50	Zaragoza	60-64	Mujeres	3118
Marzo 2020	22	Huesca	16-19	Hombres	8
Marzo 2020	22	Huesca	16-19	Mujeres	8
Marzo 2020	22	Huesca	20-24	Hombres	18
Marzo 2020	22	Huesca	20-24	Mujeres	27
Marzo 2020	22	Huesca	25-29	Hombres	22
Marzo 2020	22	Huesca	25-29	Mujeres	66
Marzo 2020	22	Huesca	30-34	Hombres	43
Marzo 2020	22	Huesca	30-34	Mujeres	101
Marzo 2020	22	Huesca	35-39	Hombres	34
Marzo 2020	22	Huesca	35-39	Mujeres	129
Marzo 2020	22	Huesca	40-44	Hombres	63
Marzo 2020	22	Huesca	40-44	Mujeres	148
Marzo 2020	22	Huesca	45-49	Hombres	76
Marzo 2020	22	Huesca	45-49	Mujeres	151
Marzo 2020	22	Huesca	50-54	Hombres	104
Marzo 2020	22	Huesca	50-54	Mujeres	172
Marzo 2020	22	Huesca	55-59	Hombres	193
Marzo 2020	22	Huesca	55-59	Mujeres	290
Marzo 2020	22	Huesca	60-64	Hombres	230
Marzo 2020	22	Huesca	60-64	Mujeres	349
Marzo 2020	44	Teruel	16-19	Hombres	8
Marzo 2020	44	Teruel	16-19	Mujeres	2
Marzo 2020	44	Teruel	20-24	Hombres	7
Marzo 2020	44	Teruel	20-24	Mujeres	16
Marzo 2020	44	Teruel	25-29	Hombres	16
Marzo 2020	44	Teruel	25-29	Mujeres	37
Marzo 2020	44	Teruel	30-34	Hombres	20
Marzo 2020	44	Teruel	30-34	Mujeres	63
Marzo 2020	44	Teruel	35-39	Hombres	28
Marzo 2020	44	Teruel	35-39	Mujeres	75
Marzo 2020	44	Teruel	40-44	Hombres	33
Marzo 2020	44	Teruel	40-44	Mujeres	82
Marzo 2020	44	Teruel	45-49	Hombres	72
Marzo 2020	44	Teruel	45-49	Mujeres	94
Marzo 2020	44	Teruel	50-54	Hombres	95
Marzo 2020	44	Teruel	50-54	Mujeres	133
Marzo 2020	44	Teruel	55-59	Hombres	128
Marzo 2020	44	Teruel	55-59	Mujeres	191
Marzo 2020	44	Teruel	60-64	Hombres	176
Marzo 2020	44	Teruel	60-64	Mujeres	253
Marzo 2020	50	Zaragoza	16-19	Hombres	55
Marzo 2020	50	Zaragoza	16-19	Mujeres	59
Marzo 2020	50	Zaragoza	20-24	Hombres	118
Marzo 2020	50	Zaragoza	20-24	Mujeres	192
Marzo 2020	50	Zaragoza	25-29	Hombres	170
Marzo 2020	50	Zaragoza	25-29	Mujeres	442
Marzo 2020	50	Zaragoza	30-34	Hombres	272
Marzo 2020	50	Zaragoza	30-34	Mujeres	728
Marzo 2020	50	Zaragoza	35-39	Hombres	319
Marzo 2020	50	Zaragoza	35-39	Mujeres	1029
Marzo 2020	50	Zaragoza	40-44	Hombres	469
Marzo 2020	50	Zaragoza	40-44	Mujeres	1245
Marzo 2020	50	Zaragoza	45-49	Hombres	653
Marzo 2020	50	Zaragoza	45-49	Mujeres	1385
Marzo 2020	50	Zaragoza	50-54	Hombres	932
Marzo 2020	50	Zaragoza	50-54	Mujeres	1616
Marzo 2020	50	Zaragoza	55-59	Hombres	1388
Marzo 2020	50	Zaragoza	55-59	Mujeres	2348
Marzo 2020	50	Zaragoza	60-64	Hombres	1456
Marzo 2020	50	Zaragoza	60-64	Mujeres	3018
Febrero 2020	22	Huesca	16-19	Hombres	7
Febrero 2020	22	Huesca	16-19	Mujeres	7
Febrero 2020	22	Huesca	20-24	Hombres	20
Febrero 2020	22	Huesca	20-24	Mujeres	25
Febrero 2020	22	Huesca	25-29	Hombres	16
Febrero 2020	22	Huesca	25-29	Mujeres	62
Febrero 2020	22	Huesca	30-34	Hombres	38
Febrero 2020	22	Huesca	30-34	Mujeres	96
Febrero 2020	22	Huesca	35-39	Hombres	32
Febrero 2020	22	Huesca	35-39	Mujeres	134
Febrero 2020	22	Huesca	40-44	Hombres	64
Febrero 2020	22	Huesca	40-44	Mujeres	143
Febrero 2020	22	Huesca	45-49	Hombres	70
Febrero 2020	22	Huesca	45-49	Mujeres	145
Febrero 2020	22	Huesca	50-54	Hombres	96
Febrero 2020	22	Huesca	50-54	Mujeres	168
Febrero 2020	22	Huesca	55-59	Hombres	190
Febrero 2020	22	Huesca	55-59	Mujeres	285
Febrero 2020	22	Huesca	60-64	Hombres	227
Febrero 2020	22	Huesca	60-64	Mujeres	343
Febrero 2020	44	Teruel	16-19	Hombres	7
Febrero 2020	44	Teruel	16-19	Mujeres	2
Febrero 2020	44	Teruel	20-24	Hombres	4
Febrero 2020	44	Teruel	20-24	Mujeres	14
Febrero 2020	44	Teruel	25-29	Hombres	15
Febrero 2020	44	Teruel	25-29	Mujeres	39
Febrero 2020	44	Teruel	30-34	Hombres	20
Febrero 2020	44	Teruel	30-34	Mujeres	63
Febrero 2020	44	Teruel	35-39	Hombres	28
Febrero 2020	44	Teruel	35-39	Mujeres	74
Febrero 2020	44	Teruel	40-44	Hombres	36
Febrero 2020	44	Teruel	40-44	Mujeres	85
Febrero 2020	44	Teruel	45-49	Hombres	74
Febrero 2020	44	Teruel	45-49	Mujeres	93
Febrero 2020	44	Teruel	50-54	Hombres	90
Febrero 2020	44	Teruel	50-54	Mujeres	138
Febrero 2020	44	Teruel	55-59	Hombres	123
Febrero 2020	44	Teruel	55-59	Mujeres	189
Febrero 2020	44	Teruel	60-64	Hombres	169
Febrero 2020	44	Teruel	60-64	Mujeres	247
Febrero 2020	50	Zaragoza	16-19	Hombres	56
Febrero 2020	50	Zaragoza	16-19	Mujeres	57
Febrero 2020	50	Zaragoza	20-24	Hombres	114
Febrero 2020	50	Zaragoza	20-24	Mujeres	189
Febrero 2020	50	Zaragoza	25-29	Hombres	171
Febrero 2020	50	Zaragoza	25-29	Mujeres	432
Febrero 2020	50	Zaragoza	30-34	Hombres	258
Febrero 2020	50	Zaragoza	30-34	Mujeres	722
Febrero 2020	50	Zaragoza	35-39	Hombres	314
Febrero 2020	50	Zaragoza	35-39	Mujeres	1026
Febrero 2020	50	Zaragoza	40-44	Hombres	452
Febrero 2020	50	Zaragoza	40-44	Mujeres	1218
Febrero 2020	50	Zaragoza	45-49	Hombres	654
Febrero 2020	50	Zaragoza	45-49	Mujeres	1378
Febrero 2020	50	Zaragoza	50-54	Hombres	911
Febrero 2020	50	Zaragoza	50-54	Mujeres	1567
Febrero 2020	50	Zaragoza	55-59	Hombres	1373
Febrero 2020	50	Zaragoza	55-59	Mujeres	2329
Febrero 2020	50	Zaragoza	60-64	Hombres	1425
Febrero 2020	50	Zaragoza	60-64	Mujeres	2948
Enero 2020	22	Huesca	16-19	Hombres	6
Enero 2020	22	Huesca	16-19	Mujeres	7
Enero 2020	22	Huesca	20-24	Hombres	22
Enero 2020	22	Huesca	20-24	Mujeres	26
Enero 2020	22	Huesca	25-29	Hombres	18
Enero 2020	22	Huesca	25-29	Mujeres	57
Enero 2020	22	Huesca	30-34	Hombres	33
Enero 2020	22	Huesca	30-34	Mujeres	100
Enero 2020	22	Huesca	35-39	Hombres	34
Enero 2020	22	Huesca	35-39	Mujeres	134
Enero 2020	22	Huesca	40-44	Hombres	57
Enero 2020	22	Huesca	40-44	Mujeres	147
Enero 2020	22	Huesca	45-49	Hombres	76
Enero 2020	22	Huesca	45-49	Mujeres	150
Enero 2020	22	Huesca	50-54	Hombres	98
Enero 2020	22	Huesca	50-54	Mujeres	167
Enero 2020	22	Huesca	55-59	Hombres	179
Enero 2020	22	Huesca	55-59	Mujeres	275
Enero 2020	22	Huesca	60-64	Hombres	233
Enero 2020	22	Huesca	60-64	Mujeres	345
Enero 2020	44	Teruel	16-19	Hombres	4
Enero 2020	44	Teruel	16-19	Mujeres	3
Enero 2020	44	Teruel	20-24	Hombres	4
Enero 2020	44	Teruel	20-24	Mujeres	15
Enero 2020	44	Teruel	25-29	Hombres	17
Enero 2020	44	Teruel	25-29	Mujeres	41
Enero 2020	44	Teruel	30-34	Hombres	20
Enero 2020	44	Teruel	30-34	Mujeres	67
Enero 2020	44	Teruel	35-39	Hombres	29
Enero 2020	44	Teruel	35-39	Mujeres	84
Enero 2020	44	Teruel	40-44	Hombres	39
Enero 2020	44	Teruel	40-44	Mujeres	85
Enero 2020	44	Teruel	45-49	Hombres	77
Enero 2020	44	Teruel	45-49	Mujeres	99
Enero 2020	44	Teruel	50-54	Hombres	93
Enero 2020	44	Teruel	50-54	Mujeres	140
Enero 2020	44	Teruel	55-59	Hombres	121
Enero 2020	44	Teruel	55-59	Mujeres	185
Enero 2020	44	Teruel	60-64	Hombres	172
Enero 2020	44	Teruel	60-64	Mujeres	250
Enero 2020	50	Zaragoza	16-19	Hombres	52
Enero 2020	50	Zaragoza	16-19	Mujeres	52
Enero 2020	50	Zaragoza	20-24	Hombres	119
Enero 2020	50	Zaragoza	20-24	Mujeres	190
Enero 2020	50	Zaragoza	25-29	Hombres	170
Enero 2020	50	Zaragoza	25-29	Mujeres	434
Enero 2020	50	Zaragoza	30-34	Hombres	250
Enero 2020	50	Zaragoza	30-34	Mujeres	740
Enero 2020	50	Zaragoza	35-39	Hombres	309
Enero 2020	50	Zaragoza	35-39	Mujeres	1047
Enero 2020	50	Zaragoza	40-44	Hombres	456
Enero 2020	50	Zaragoza	40-44	Mujeres	1225
Enero 2020	50	Zaragoza	45-49	Hombres	648
Enero 2020	50	Zaragoza	45-49	Mujeres	1377
Enero 2020	50	Zaragoza	50-54	Hombres	926
Enero 2020	50	Zaragoza	50-54	Mujeres	1572
Enero 2020	50	Zaragoza	55-59	Hombres	1385
Enero 2020	50	Zaragoza	55-59	Mujeres	2336
Enero 2020	50	Zaragoza	60-64	Hombres	1433
Enero 2020	50	Zaragoza	60-64	Mujeres	2935
Diciembre 2019	22	Huesca	16-19	Hombres	6
Diciembre 2019	22	Huesca	16-19	Mujeres	5
Diciembre 2019	22	Huesca	20-24	Hombres	24
Diciembre 2019	22	Huesca	20-24	Mujeres	24
Diciembre 2019	22	Huesca	25-29	Hombres	17
Diciembre 2019	22	Huesca	25-29	Mujeres	53
Diciembre 2019	22	Huesca	30-34	Hombres	33
Diciembre 2019	22	Huesca	30-34	Mujeres	101
Diciembre 2019	22	Huesca	35-39	Hombres	31
Diciembre 2019	22	Huesca	35-39	Mujeres	133
Diciembre 2019	22	Huesca	40-44	Hombres	56
Diciembre 2019	22	Huesca	40-44	Mujeres	141
Diciembre 2019	22	Huesca	45-49	Hombres	83
Diciembre 2019	22	Huesca	45-49	Mujeres	137
Diciembre 2019	22	Huesca	50-54	Hombres	90
Diciembre 2019	22	Huesca	50-54	Mujeres	161
Diciembre 2019	22	Huesca	55-59	Hombres	177
Diciembre 2019	22	Huesca	55-59	Mujeres	267
Diciembre 2019	22	Huesca	60-64	Hombres	230
Diciembre 2019	22	Huesca	60-64	Mujeres	333
Diciembre 2019	44	Teruel	16-19	Hombres	2
Diciembre 2019	44	Teruel	16-19	Mujeres	1
Diciembre 2019	44	Teruel	20-24	Hombres	3
Diciembre 2019	44	Teruel	20-24	Mujeres	15
Diciembre 2019	44	Teruel	25-29	Hombres	19
Diciembre 2019	44	Teruel	25-29	Mujeres	38
Diciembre 2019	44	Teruel	30-34	Hombres	18
Diciembre 2019	44	Teruel	30-34	Mujeres	65
Diciembre 2019	44	Teruel	35-39	Hombres	28
Diciembre 2019	44	Teruel	35-39	Mujeres	90
Diciembre 2019	44	Teruel	40-44	Hombres	27
Diciembre 2019	44	Teruel	40-44	Mujeres	89
Diciembre 2019	44	Teruel	45-49	Hombres	56
Diciembre 2019	44	Teruel	45-49	Mujeres	96
Diciembre 2019	44	Teruel	50-54	Hombres	85
Diciembre 2019	44	Teruel	50-54	Mujeres	134
Diciembre 2019	44	Teruel	55-59	Hombres	118
Diciembre 2019	44	Teruel	55-59	Mujeres	185
Diciembre 2019	44	Teruel	60-64	Hombres	162
