Mes y año	Provincia código	Provincia nombre	Edad (grupos quinquenales)	Sexo	Nº parados
Diciembre 2012	50	Zaragoza	16-19	Hombres	143
Diciembre 2012	50	Zaragoza	16-19	Mujeres	107
Diciembre 2012	50	Zaragoza	20-24	Hombres	473
Diciembre 2012	50	Zaragoza	20-24	Mujeres	467
Diciembre 2012	50	Zaragoza	25-29	Hombres	751
Diciembre 2012	50	Zaragoza	25-29	Mujeres	961
Diciembre 2012	50	Zaragoza	30-34	Hombres	1202
Diciembre 2012	50	Zaragoza	30-34	Mujeres	1662
Diciembre 2012	50	Zaragoza	35-39	Hombres	1535
Diciembre 2012	50	Zaragoza	35-39	Mujeres	2242
Diciembre 2012	50	Zaragoza	40-44	Hombres	1723
Diciembre 2012	50	Zaragoza	40-44	Mujeres	2168
Diciembre 2012	50	Zaragoza	45-49	Hombres	2106
Diciembre 2012	50	Zaragoza	45-49	Mujeres	2292
Diciembre 2012	50	Zaragoza	50-54	Hombres	1983
Diciembre 2012	50	Zaragoza	50-54	Mujeres	2365
Diciembre 2012	50	Zaragoza	55-59	Hombres	2118
Diciembre 2012	50	Zaragoza	55-59	Mujeres	2569
Diciembre 2012	50	Zaragoza	60-64	Hombres	1124
Diciembre 2012	50	Zaragoza	60-64	Mujeres	1620
Noviembre 2012	22	Huesca	16-19	Hombres	18
Noviembre 2012	22	Huesca	16-19	Mujeres	10
Noviembre 2012	22	Huesca	20-24	Hombres	97
Noviembre 2012	22	Huesca	20-24	Mujeres	77
Noviembre 2012	22	Huesca	25-29	Hombres	151
Noviembre 2012	22	Huesca	25-29	Mujeres	183
Noviembre 2012	22	Huesca	30-34	Hombres	199
Noviembre 2012	22	Huesca	30-34	Mujeres	305
Noviembre 2012	22	Huesca	35-39	Hombres	249
Noviembre 2012	22	Huesca	35-39	Mujeres	342
Noviembre 2012	22	Huesca	40-44	Hombres	244
Noviembre 2012	22	Huesca	40-44	Mujeres	319
Noviembre 2012	22	Huesca	45-49	Hombres	351
Noviembre 2012	22	Huesca	45-49	Mujeres	297
Noviembre 2012	22	Huesca	50-54	Hombres	333
Noviembre 2012	22	Huesca	50-54	Mujeres	298
Noviembre 2012	22	Huesca	55-59	Hombres	403
Noviembre 2012	22	Huesca	55-59	Mujeres	320
Noviembre 2012	22	Huesca	60-64	Hombres	200
Noviembre 2012	22	Huesca	60-64	Mujeres	231
Noviembre 2012	44	Teruel	16-19	Hombres	22
Noviembre 2012	44	Teruel	16-19	Mujeres	11
Noviembre 2012	44	Teruel	20-24	Hombres	82
Noviembre 2012	44	Teruel	20-24	Mujeres	75
Noviembre 2012	44	Teruel	25-29	Hombres	113
Noviembre 2012	44	Teruel	25-29	Mujeres	122
Noviembre 2012	44	Teruel	30-34	Hombres	185
Noviembre 2012	44	Teruel	30-34	Mujeres	187
Noviembre 2012	44	Teruel	35-39	Hombres	194
Noviembre 2012	44	Teruel	35-39	Mujeres	208
Noviembre 2012	44	Teruel	40-44	Hombres	184
Noviembre 2012	44	Teruel	40-44	Mujeres	227
Noviembre 2012	44	Teruel	45-49	Hombres	244
Noviembre 2012	44	Teruel	45-49	Mujeres	217
Noviembre 2012	44	Teruel	50-54	Hombres	279
Noviembre 2012	44	Teruel	50-54	Mujeres	203
Noviembre 2012	44	Teruel	55-59	Hombres	236
Noviembre 2012	44	Teruel	55-59	Mujeres	189
Noviembre 2012	44	Teruel	60-64	Hombres	136
Noviembre 2012	44	Teruel	60-64	Mujeres	111
Noviembre 2012	50	Zaragoza	16-19	Hombres	151
Noviembre 2012	50	Zaragoza	16-19	Mujeres	111
Noviembre 2012	50	Zaragoza	20-24	Hombres	480
Noviembre 2012	50	Zaragoza	20-24	Mujeres	466
Noviembre 2012	50	Zaragoza	25-29	Hombres	753
Noviembre 2012	50	Zaragoza	25-29	Mujeres	962
Noviembre 2012	50	Zaragoza	30-34	Hombres	1178
Noviembre 2012	50	Zaragoza	30-34	Mujeres	1659
Noviembre 2012	50	Zaragoza	35-39	Hombres	1509
Noviembre 2012	50	Zaragoza	35-39	Mujeres	2213
Noviembre 2012	50	Zaragoza	40-44	Hombres	1648
Noviembre 2012	50	Zaragoza	40-44	Mujeres	2118
Noviembre 2012	50	Zaragoza	45-49	Hombres	2060
Noviembre 2012	50	Zaragoza	45-49	Mujeres	2241
Noviembre 2012	50	Zaragoza	50-54	Hombres	1931
Noviembre 2012	50	Zaragoza	50-54	Mujeres	2349
Noviembre 2012	50	Zaragoza	55-59	Hombres	2045
Noviembre 2012	50	Zaragoza	55-59	Mujeres	2540
Noviembre 2012	50	Zaragoza	60-64	Hombres	1117
Noviembre 2012	50	Zaragoza	60-64	Mujeres	1609
Octubre 2012	22	Huesca	16-19	Hombres	17
Octubre 2012	22	Huesca	16-19	Mujeres	8
Octubre 2012	22	Huesca	20-24	Hombres	92
Octubre 2012	22	Huesca	20-24	Mujeres	71
Octubre 2012	22	Huesca	25-29	Hombres	150
Octubre 2012	22	Huesca	25-29	Mujeres	176
Octubre 2012	22	Huesca	30-34	Hombres	202
Octubre 2012	22	Huesca	30-34	Mujeres	302
Octubre 2012	22	Huesca	35-39	Hombres	257
Octubre 2012	22	Huesca	35-39	Mujeres	345
Octubre 2012	22	Huesca	40-44	Hombres	232
Octubre 2012	22	Huesca	40-44	Mujeres	315
Octubre 2012	22	Huesca	45-49	Hombres	343
Octubre 2012	22	Huesca	45-49	Mujeres	289
Octubre 2012	22	Huesca	50-54	Hombres	336
Octubre 2012	22	Huesca	50-54	Mujeres	293
Octubre 2012	22	Huesca	55-59	Hombres	398
Octubre 2012	22	Huesca	55-59	Mujeres	315
Octubre 2012	22	Huesca	60-64	Hombres	204
Octubre 2012	22	Huesca	60-64	Mujeres	220
Octubre 2012	44	Teruel	16-19	Hombres	20
Octubre 2012	44	Teruel	16-19	Mujeres	11
Octubre 2012	44	Teruel	20-24	Hombres	83
Octubre 2012	44	Teruel	20-24	Mujeres	76
Octubre 2012	44	Teruel	25-29	Hombres	107
Octubre 2012	44	Teruel	25-29	Mujeres	128
Octubre 2012	44	Teruel	30-34	Hombres	191
Octubre 2012	44	Teruel	30-34	Mujeres	181
Octubre 2012	44	Teruel	35-39	Hombres	194
Octubre 2012	44	Teruel	35-39	Mujeres	212
Octubre 2012	44	Teruel	40-44	Hombres	180
Octubre 2012	44	Teruel	40-44	Mujeres	219
Octubre 2012	44	Teruel	45-49	Hombres	244
Octubre 2012	44	Teruel	45-49	Mujeres	222
Octubre 2012	44	Teruel	50-54	Hombres	259
Octubre 2012	44	Teruel	50-54	Mujeres	184
Octubre 2012	44	Teruel	55-59	Hombres	227
Octubre 2012	44	Teruel	55-59	Mujeres	180
Octubre 2012	44	Teruel	60-64	Hombres	134
Octubre 2012	44	Teruel	60-64	Mujeres	105
Octubre 2012	50	Zaragoza	16-19	Hombres	147
Octubre 2012	50	Zaragoza	16-19	Mujeres	111
Octubre 2012	50	Zaragoza	20-24	Hombres	479
Octubre 2012	50	Zaragoza	20-24	Mujeres	487
Octubre 2012	50	Zaragoza	25-29	Hombres	772
Octubre 2012	50	Zaragoza	25-29	Mujeres	939
Octubre 2012	50	Zaragoza	30-34	Hombres	1154
Octubre 2012	50	Zaragoza	30-34	Mujeres	1667
Octubre 2012	50	Zaragoza	35-39	Hombres	1509
Octubre 2012	50	Zaragoza	35-39	Mujeres	2152
Octubre 2012	50	Zaragoza	40-44	Hombres	1625
Octubre 2012	50	Zaragoza	40-44	Mujeres	2122
Octubre 2012	50	Zaragoza	45-49	Hombres	2015
Octubre 2012	50	Zaragoza	45-49	Mujeres	2223
Octubre 2012	50	Zaragoza	50-54	Hombres	1855
Octubre 2012	50	Zaragoza	50-54	Mujeres	2272
Octubre 2012	50	Zaragoza	55-59	Hombres	1963
Octubre 2012	50	Zaragoza	55-59	Mujeres	2432
Octubre 2012	50	Zaragoza	60-64	Hombres	1092
Octubre 2012	50	Zaragoza	60-64	Mujeres	1585
Septiembre 2012	22	Huesca	16-19	Hombres	18
Septiembre 2012	22	Huesca	16-19	Mujeres	10
Septiembre 2012	22	Huesca	20-24	Hombres	92
Septiembre 2012	22	Huesca	20-24	Mujeres	71
Septiembre 2012	22	Huesca	25-29	Hombres	137
Septiembre 2012	22	Huesca	25-29	Mujeres	165
Septiembre 2012	22	Huesca	30-34	Hombres	199
Septiembre 2012	22	Huesca	30-34	Mujeres	300
Septiembre 2012	22	Huesca	35-39	Hombres	253
Septiembre 2012	22	Huesca	35-39	Mujeres	347
Septiembre 2012	22	Huesca	40-44	Hombres	228
Septiembre 2012	22	Huesca	40-44	Mujeres	310
Septiembre 2012	22	Huesca	45-49	Hombres	338
Septiembre 2012	22	Huesca	45-49	Mujeres	283
Septiembre 2012	22	Huesca	50-54	Hombres	334
Septiembre 2012	22	Huesca	50-54	Mujeres	296
Septiembre 2012	22	Huesca	55-59	Hombres	383
Septiembre 2012	22	Huesca	55-59	Mujeres	309
Septiembre 2012	22	Huesca	60-64	Hombres	205
Septiembre 2012	22	Huesca	60-64	Mujeres	211
Septiembre 2012	44	Teruel	16-19	Hombres	19
Septiembre 2012	44	Teruel	16-19	Mujeres	11
Septiembre 2012	44	Teruel	20-24	Hombres	74
Septiembre 2012	44	Teruel	20-24	Mujeres	75
Septiembre 2012	44	Teruel	25-29	Hombres	108
Septiembre 2012	44	Teruel	25-29	Mujeres	122
Septiembre 2012	44	Teruel	30-34	Hombres	186
Septiembre 2012	44	Teruel	30-34	Mujeres	183
Septiembre 2012	44	Teruel	35-39	Hombres	183
Septiembre 2012	44	Teruel	35-39	Mujeres	204
Septiembre 2012	44	Teruel	40-44	Hombres	182
Septiembre 2012	44	Teruel	40-44	Mujeres	228
Septiembre 2012	44	Teruel	45-49	Hombres	229
Septiembre 2012	44	Teruel	45-49	Mujeres	208
Septiembre 2012	44	Teruel	50-54	Hombres	255
Septiembre 2012	44	Teruel	50-54	Mujeres	178
Septiembre 2012	44	Teruel	55-59	Hombres	224
Septiembre 2012	44	Teruel	55-59	Mujeres	172
Septiembre 2012	44	Teruel	60-64	Hombres	130
Septiembre 2012	44	Teruel	60-64	Mujeres	112
Septiembre 2012	50	Zaragoza	16-19	Hombres	153
Septiembre 2012	50	Zaragoza	16-19	Mujeres	107
Septiembre 2012	50	Zaragoza	20-24	Hombres	490
Septiembre 2012	50	Zaragoza	20-24	Mujeres	489
Septiembre 2012	50	Zaragoza	25-29	Hombres	745
Septiembre 2012	50	Zaragoza	25-29	Mujeres	931
Septiembre 2012	50	Zaragoza	30-34	Hombres	1132
Septiembre 2012	50	Zaragoza	30-34	Mujeres	1621
Septiembre 2012	50	Zaragoza	35-39	Hombres	1471
Septiembre 2012	50	Zaragoza	35-39	Mujeres	2113
Septiembre 2012	50	Zaragoza	40-44	Hombres	1595
Septiembre 2012	50	Zaragoza	40-44	Mujeres	2095
Septiembre 2012	50	Zaragoza	45-49	Hombres	1989
Septiembre 2012	50	Zaragoza	45-49	Mujeres	2177
Septiembre 2012	50	Zaragoza	50-54	Hombres	1811
Septiembre 2012	50	Zaragoza	50-54	Mujeres	2251
Septiembre 2012	50	Zaragoza	55-59	Hombres	1886
Septiembre 2012	50	Zaragoza	55-59	Mujeres	2388
Septiembre 2012	50	Zaragoza	60-64	Hombres	1073
Septiembre 2012	50	Zaragoza	60-64	Mujeres	1566
Agosto 2012	22	Huesca	16-19	Hombres	14
Agosto 2012	22	Huesca	16-19	Mujeres	12
Agosto 2012	22	Huesca	20-24	Hombres	83
Agosto 2012	22	Huesca	20-24	Mujeres	72
Agosto 2012	22	Huesca	25-29	Hombres	135
Agosto 2012	22	Huesca	25-29	Mujeres	157
Agosto 2012	22	Huesca	30-34	Hombres	191
Agosto 2012	22	Huesca	30-34	Mujeres	293
Agosto 2012	22	Huesca	35-39	Hombres	260
Agosto 2012	22	Huesca	35-39	Mujeres	335
Agosto 2012	22	Huesca	40-44	Hombres	217
Agosto 2012	22	Huesca	40-44	Mujeres	300
Agosto 2012	22	Huesca	45-49	Hombres	326
Agosto 2012	22	Huesca	45-49	Mujeres	267
Agosto 2012	22	Huesca	50-54	Hombres	327
Agosto 2012	22	Huesca	50-54	Mujeres	286
Agosto 2012	22	Huesca	55-59	Hombres	369
Agosto 2012	22	Huesca	55-59	Mujeres	294
Agosto 2012	22	Huesca	60-64	Hombres	205
Agosto 2012	22	Huesca	60-64	Mujeres	210
Agosto 2012	44	Teruel	16-19	Hombres	24
Agosto 2012	44	Teruel	16-19	Mujeres	9
Agosto 2012	44	Teruel	20-24	Hombres	62
Agosto 2012	44	Teruel	20-24	Mujeres	68
Agosto 2012	44	Teruel	25-29	Hombres	107
Agosto 2012	44	Teruel	25-29	Mujeres	120
Agosto 2012	44	Teruel	30-34	Hombres	175
Agosto 2012	44	Teruel	30-34	Mujeres	166
Agosto 2012	44	Teruel	35-39	Hombres	185
Agosto 2012	44	Teruel	35-39	Mujeres	206
Agosto 2012	44	Teruel	40-44	Hombres	183
Agosto 2012	44	Teruel	40-44	Mujeres	210
Agosto 2012	44	Teruel	45-49	Hombres	222
Agosto 2012	44	Teruel	45-49	Mujeres	199
Agosto 2012	44	Teruel	50-54	Hombres	250
Agosto 2012	44	Teruel	50-54	Mujeres	161
Agosto 2012	44	Teruel	55-59	Hombres	225
Agosto 2012	44	Teruel	55-59	Mujeres	161
Agosto 2012	44	Teruel	60-64	Hombres	124
Agosto 2012	44	Teruel	60-64	Mujeres	107
Agosto 2012	50	Zaragoza	16-19	Hombres	139
Agosto 2012	50	Zaragoza	16-19	Mujeres	99
Agosto 2012	50	Zaragoza	20-24	Hombres	469
Agosto 2012	50	Zaragoza	20-24	Mujeres	469
Agosto 2012	50	Zaragoza	25-29	Hombres	737
Agosto 2012	50	Zaragoza	25-29	Mujeres	888
Agosto 2012	50	Zaragoza	30-34	Hombres	1140
Agosto 2012	50	Zaragoza	30-34	Mujeres	1629
Agosto 2012	50	Zaragoza	35-39	Hombres	1457
Agosto 2012	50	Zaragoza	35-39	Mujeres	2116
Agosto 2012	50	Zaragoza	40-44	Hombres	1583
Agosto 2012	50	Zaragoza	40-44	Mujeres	2106
Agosto 2012	50	Zaragoza	45-49	Hombres	1968
Agosto 2012	50	Zaragoza	45-49	Mujeres	2118
Agosto 2012	50	Zaragoza	50-54	Hombres	1805
Agosto 2012	50	Zaragoza	50-54	Mujeres	2213
Agosto 2012	50	Zaragoza	55-59	Hombres	1840
Agosto 2012	50	Zaragoza	55-59	Mujeres	2347
Agosto 2012	50	Zaragoza	60-64	Hombres	1053
Agosto 2012	50	Zaragoza	60-64	Mujeres	1533
Julio 2012	22	Huesca	16-19	Hombres	17
Julio 2012	22	Huesca	16-19	Mujeres	14
Julio 2012	22	Huesca	20-24	Hombres	82
Julio 2012	22	Huesca	20-24	Mujeres	69
Julio 2012	22	Huesca	25-29	Hombres	134
Julio 2012	22	Huesca	25-29	Mujeres	166
Julio 2012	22	Huesca	30-34	Hombres	190
Julio 2012	22	Huesca	30-34	Mujeres	276
Julio 2012	22	Huesca	35-39	Hombres	265
Julio 2012	22	Huesca	35-39	Mujeres	330
Julio 2012	22	Huesca	40-44	Hombres	216
Julio 2012	22	Huesca	40-44	Mujeres	284
Julio 2012	22	Huesca	45-49	Hombres	321
Julio 2012	22	Huesca	45-49	Mujeres	262
Julio 2012	22	Huesca	50-54	Hombres	315
Julio 2012	22	Huesca	50-54	Mujeres	288
Julio 2012	22	Huesca	55-59	Hombres	353
Julio 2012	22	Huesca	55-59	Mujeres	285
Julio 2012	22	Huesca	60-64	Hombres	219
Julio 2012	22	Huesca	60-64	Mujeres	208
Julio 2012	44	Teruel	16-19	Hombres	24
Julio 2012	44	Teruel	16-19	Mujeres	9
Julio 2012	44	Teruel	20-24	Hombres	68
Julio 2012	44	Teruel	20-24	Mujeres	60
Julio 2012	44	Teruel	25-29	Hombres	100
Julio 2012	44	Teruel	25-29	Mujeres	107
Julio 2012	44	Teruel	30-34	Hombres	167
Julio 2012	44	Teruel	30-34	Mujeres	174
Julio 2012	44	Teruel	35-39	Hombres	193
Julio 2012	44	Teruel	35-39	Mujeres	207
Julio 2012	44	Teruel	40-44	Hombres	177
Julio 2012	44	Teruel	40-44	Mujeres	209
Julio 2012	44	Teruel	45-49	Hombres	220
Julio 2012	44	Teruel	45-49	Mujeres	180
Julio 2012	44	Teruel	50-54	Hombres	241
Julio 2012	44	Teruel	50-54	Mujeres	170
Julio 2012	44	Teruel	55-59	Hombres	216
Julio 2012	44	Teruel	55-59	Mujeres	161
Julio 2012	44	Teruel	60-64	Hombres	118
Julio 2012	44	Teruel	60-64	Mujeres	102
Julio 2012	50	Zaragoza	16-19	Hombres	142
Julio 2012	50	Zaragoza	16-19	Mujeres	109
Julio 2012	50	Zaragoza	20-24	Hombres	479
Julio 2012	50	Zaragoza	20-24	Mujeres	449
Julio 2012	50	Zaragoza	25-29	Hombres	744
Julio 2012	50	Zaragoza	25-29	Mujeres	892
Julio 2012	50	Zaragoza	30-34	Hombres	1140
Julio 2012	50	Zaragoza	30-34	Mujeres	1620
Julio 2012	50	Zaragoza	35-39	Hombres	1410
Julio 2012	50	Zaragoza	35-39	Mujeres	2115
Julio 2012	50	Zaragoza	40-44	Hombres	1624
Julio 2012	50	Zaragoza	40-44	Mujeres	2073
Julio 2012	50	Zaragoza	45-49	Hombres	1923
Julio 2012	50	Zaragoza	45-49	Mujeres	2065
Julio 2012	50	Zaragoza	50-54	Hombres	1792
Julio 2012	50	Zaragoza	50-54	Mujeres	2185
Julio 2012	50	Zaragoza	55-59	Hombres	1822
Julio 2012	50	Zaragoza	55-59	Mujeres	2310
Julio 2012	50	Zaragoza	60-64	Hombres	1048
Julio 2012	50	Zaragoza	60-64	Mujeres	1514
Junio 2012	22	Huesca	16-19	Hombres	21
Junio 2012	22	Huesca	16-19	Mujeres	10
Junio 2012	22	Huesca	20-24	Hombres	77
Junio 2012	22	Huesca	20-24	Mujeres	64
Junio 2012	22	Huesca	25-29	Hombres	147
Junio 2012	22	Huesca	25-29	Mujeres	164
Junio 2012	22	Huesca	30-34	Hombres	194
Junio 2012	22	Huesca	30-34	Mujeres	270
Junio 2012	22	Huesca	35-39	Hombres	250
Junio 2012	22	Huesca	35-39	Mujeres	331
Junio 2012	22	Huesca	40-44	Hombres	219
Junio 2012	22	Huesca	40-44	Mujeres	288
Junio 2012	22	Huesca	45-49	Hombres	313
Junio 2012	22	Huesca	45-49	Mujeres	254
Junio 2012	22	Huesca	50-54	Hombres	301
Junio 2012	22	Huesca	50-54	Mujeres	289
Junio 2012	22	Huesca	55-59	Hombres	344
Junio 2012	22	Huesca	55-59	Mujeres	277
Junio 2012	22	Huesca	60-64	Hombres	210
Junio 2012	22	Huesca	60-64	Mujeres	200
Junio 2012	44	Teruel	16-19	Hombres	24
Junio 2012	44	Teruel	16-19	Mujeres	11
Junio 2012	44	Teruel	20-24	Hombres	66
Junio 2012	44	Teruel	20-24	Mujeres	57
Junio 2012	44	Teruel	25-29	Hombres	100
Junio 2012	44	Teruel	25-29	Mujeres	108
Junio 2012	44	Teruel	30-34	Hombres	153
Junio 2012	44	Teruel	30-34	Mujeres	169
Junio 2012	44	Teruel	35-39	Hombres	188
Junio 2012	44	Teruel	35-39	Mujeres	209
Junio 2012	44	Teruel	40-44	Hombres	168
Junio 2012	44	Teruel	40-44	Mujeres	209
Junio 2012	44	Teruel	45-49	Hombres	217
Junio 2012	44	Teruel	45-49	Mujeres	190
Junio 2012	44	Teruel	50-54	Hombres	239
Junio 2012	44	Teruel	50-54	Mujeres	166
Junio 2012	44	Teruel	55-59	Hombres	201
Junio 2012	44	Teruel	55-59	Mujeres	163
Junio 2012	44	Teruel	60-64	Hombres	108
Junio 2012	44	Teruel	60-64	Mujeres	100
Junio 2012	50	Zaragoza	16-19	Hombres	141
Junio 2012	50	Zaragoza	16-19	Mujeres	110
Junio 2012	50	Zaragoza	20-24	Hombres	484
Junio 2012	50	Zaragoza	20-24	Mujeres	454
Junio 2012	50	Zaragoza	25-29	Hombres	752
Junio 2012	50	Zaragoza	25-29	Mujeres	898
Junio 2012	50	Zaragoza	30-34	Hombres	1155
Junio 2012	50	Zaragoza	30-34	Mujeres	1660
Junio 2012	50	Zaragoza	35-39	Hombres	1400
Junio 2012	50	Zaragoza	35-39	Mujeres	2105
Junio 2012	50	Zaragoza	40-44	Hombres	1603
Junio 2012	50	Zaragoza	40-44	Mujeres	2020
Junio 2012	50	Zaragoza	45-49	Hombres	1890
Junio 2012	50	Zaragoza	45-49	Mujeres	2021
Junio 2012	50	Zaragoza	50-54	Hombres	1760
Junio 2012	50	Zaragoza	50-54	Mujeres	2138
Junio 2012	50	Zaragoza	55-59	Hombres	1791
Junio 2012	50	Zaragoza	55-59	Mujeres	2265
Junio 2012	50	Zaragoza	60-64	Hombres	1034
Junio 2012	50	Zaragoza	60-64	Mujeres	1482
Mayo 2012	22	Huesca	16-19	Hombres	26
Mayo 2012	22	Huesca	16-19	Mujeres	10
Mayo 2012	22	Huesca	20-24	Hombres	79
Mayo 2012	22	Huesca	20-24	Mujeres	66
Mayo 2012	22	Huesca	25-29	Hombres	152
Mayo 2012	22	Huesca	25-29	Mujeres	157
Mayo 2012	22	Huesca	30-34	Hombres	199
Mayo 2012	22	Huesca	30-34	Mujeres	274
Mayo 2012	22	Huesca	35-39	Hombres	250
Mayo 2012	22	Huesca	35-39	Mujeres	329
Mayo 2012	22	Huesca	40-44	Hombres	222
Mayo 2012	22	Huesca	40-44	Mujeres	298
Mayo 2012	22	Huesca	45-49	Hombres	297
Mayo 2012	22	Huesca	45-49	Mujeres	247
Mayo 2012	22	Huesca	50-54	Hombres	294
Mayo 2012	22	Huesca	50-54	Mujeres	297
Mayo 2012	22	Huesca	55-59	Hombres	335
Mayo 2012	22	Huesca	55-59	Mujeres	271
Mayo 2012	22	Huesca	60-64	Hombres	220
Mayo 2012	22	Huesca	60-64	Mujeres	194
Mayo 2012	44	Teruel	16-19	Hombres	20
Mayo 2012	44	Teruel	16-19	Mujeres	11
Mayo 2012	44	Teruel	20-24	Hombres	63
Mayo 2012	44	Teruel	20-24	Mujeres	55
Mayo 2012	44	Teruel	25-29	Hombres	97
Mayo 2012	44	Teruel	25-29	Mujeres	105
Mayo 2012	44	Teruel	30-34	Hombres	156
Mayo 2012	44	Teruel	30-34	Mujeres	167
Mayo 2012	44	Teruel	35-39	Hombres	178
Mayo 2012	44	Teruel	35-39	Mujeres	193
Mayo 2012	44	Teruel	40-44	Hombres	170
Mayo 2012	44	Teruel	40-44	Mujeres	201
Mayo 2012	44	Teruel	45-49	Hombres	216
Mayo 2012	44	Teruel	45-49	Mujeres	189
Mayo 2012	44	Teruel	50-54	Hombres	235
Mayo 2012	44	Teruel	50-54	Mujeres	166
Mayo 2012	44	Teruel	55-59	Hombres	192
Mayo 2012	44	Teruel	55-59	Mujeres	160
Mayo 2012	44	Teruel	60-64	Hombres	108
Mayo 2012	44	Teruel	60-64	Mujeres	98
Mayo 2012	50	Zaragoza	16-19	Hombres	138
Mayo 2012	50	Zaragoza	16-19	Mujeres	105
Mayo 2012	50	Zaragoza	20-24	Hombres	493
Mayo 2012	50	Zaragoza	20-24	Mujeres	454
Mayo 2012	50	Zaragoza	25-29	Hombres	743
Mayo 2012	50	Zaragoza	25-29	Mujeres	906
Mayo 2012	50	Zaragoza	30-34	Hombres	1166
Mayo 2012	50	Zaragoza	30-34	Mujeres	1659
Mayo 2012	50	Zaragoza	35-39	Hombres	1408
Mayo 2012	50	Zaragoza	35-39	Mujeres	2084
Mayo 2012	50	Zaragoza	40-44	Hombres	1632
Mayo 2012	50	Zaragoza	40-44	Mujeres	2007
Mayo 2012	50	Zaragoza	45-49	Hombres	1865
Mayo 2012	50	Zaragoza	45-49	Mujeres	2001
Mayo 2012	50	Zaragoza	50-54	Hombres	1727
Mayo 2012	50	Zaragoza	50-54	Mujeres	2149
Mayo 2012	50	Zaragoza	55-59	Hombres	1757
Mayo 2012	50	Zaragoza	55-59	Mujeres	2246
Mayo 2012	50	Zaragoza	60-64	Hombres	1022
Mayo 2012	50	Zaragoza	60-64	Mujeres	1469
Abril 2012	22	Huesca	16-19	Hombres	23
Abril 2012	22	Huesca	16-19	Mujeres	14
Abril 2012	22	Huesca	20-24	Hombres	80
Abril 2012	22	Huesca	20-24	Mujeres	62
Abril 2012	22	Huesca	25-29	Hombres	146
Abril 2012	22	Huesca	25-29	Mujeres	144
Abril 2012	22	Huesca	30-34	Hombres	205
Abril 2012	22	Huesca	30-34	Mujeres	270
Abril 2012	22	Huesca	35-39	Hombres	246
Abril 2012	22	Huesca	35-39	Mujeres	319
Abril 2012	22	Huesca	40-44	Hombres	219
Abril 2012	22	Huesca	40-44	Mujeres	292
Abril 2012	22	Huesca	45-49	Hombres	297
Abril 2012	22	Huesca	45-49	Mujeres	243
Abril 2012	22	Huesca	50-54	Hombres	296
Abril 2012	22	Huesca	50-54	Mujeres	286
Abril 2012	22	Huesca	55-59	Hombres	329
Abril 2012	22	Huesca	55-59	Mujeres	266
Abril 2012	22	Huesca	60-64	Hombres	217
Abril 2012	22	Huesca	60-64	Mujeres	196
Abril 2012	44	Teruel	16-19	Hombres	20
Abril 2012	44	Teruel	16-19	Mujeres	9
Abril 2012	44	Teruel	20-24	Hombres	56
Abril 2012	44	Teruel	20-24	Mujeres	55
Abril 2012	44	Teruel	25-29	Hombres	95
Abril 2012	44	Teruel	25-29	Mujeres	98
Abril 2012	44	Teruel	30-34	Hombres	165
Abril 2012	44	Teruel	30-34	Mujeres	165
Abril 2012	44	Teruel	35-39	Hombres	180
Abril 2012	44	Teruel	35-39	Mujeres	192
Abril 2012	44	Teruel	40-44	Hombres	164
Abril 2012	44	Teruel	40-44	Mujeres	198
Abril 2012	44	Teruel	45-49	Hombres	214
Abril 2012	44	Teruel	45-49	Mujeres	190
Abril 2012	44	Teruel	50-54	Hombres	232
Abril 2012	44	Teruel	50-54	Mujeres	162
Abril 2012	44	Teruel	55-59	Hombres	185
Abril 2012	44	Teruel	55-59	Mujeres	151
Abril 2012	44	Teruel	60-64	Hombres	107
Abril 2012	44	Teruel	60-64	Mujeres	99
Abril 2012	50	Zaragoza	16-19	Hombres	146
Abril 2012	50	Zaragoza	16-19	Mujeres	108
Abril 2012	50	Zaragoza	20-24	Hombres	460
Abril 2012	50	Zaragoza	20-24	Mujeres	454
Abril 2012	50	Zaragoza	25-29	Hombres	768
Abril 2012	50	Zaragoza	25-29	Mujeres	894
Abril 2012	50	Zaragoza	30-34	Hombres	1144
Abril 2012	50	Zaragoza	30-34	Mujeres	1610
Abril 2012	50	Zaragoza	35-39	Hombres	1438
Abril 2012	50	Zaragoza	35-39	Mujeres	2069
Abril 2012	50	Zaragoza	40-44	Hombres	1598
Abril 2012	50	Zaragoza	40-44	Mujeres	1934
Abril 2012	50	Zaragoza	45-49	Hombres	1837
Abril 2012	50	Zaragoza	45-49	Mujeres	1974
Abril 2012	50	Zaragoza	50-54	Hombres	1686
Abril 2012	50	Zaragoza	50-54	Mujeres	2130
Abril 2012	50	Zaragoza	55-59	Hombres	1731
Abril 2012	50	Zaragoza	55-59	Mujeres	2236
Abril 2012	50	Zaragoza	60-64	Hombres	1029
Abril 2012	50	Zaragoza	60-64	Mujeres	1440
Marzo 2012	22	Huesca	16-19	Hombres	18
Marzo 2012	22	Huesca	16-19	Mujeres	15
Marzo 2012	22	Huesca	20-24	Hombres	78
Marzo 2012	22	Huesca	20-24	Mujeres	66
Marzo 2012	22	Huesca	25-29	Hombres	127
Marzo 2012	22	Huesca	25-29	Mujeres	136
Marzo 2012	22	Huesca	30-34	Hombres	197
Marzo 2012	22	Huesca	30-34	Mujeres	261
Marzo 2012	22	Huesca	35-39	Hombres	232
