Año	Código del municipio	Nombre del municipio	Superficie total de las explotaciones	Superficie Agrícola Utilizada (SAU)	Hectáreas de SAU en propiedad	Hectáreas de SAU en arrendamiento	Hectáreas de SAU en aparcería	Hectáreas de SAU en otros regímenes de tenencia de las tierras
1999	44028	Argente	6035,22	4858,99	1652	3207	0	0
1999	44029	Ariño	7130,9	748,92	310	165	264	10
1999	44031	Azaila	7164,08	6884,92	3367	1519	1793	205
1999	44032	Bádenas	2349,69	349,19	151	198	0	0
1999	44033	Báguena	1855,2	1243,5	1167	53	22	1
1999	44034	Bañón	4941,13	3598,19	2049	1019	530	0
1999	44035	Barrachina	2388,81	1398,64	915	464	0	20
1999	44036	Bea	2001,46	1125,6	70	303	0	753
1999	44037	Beceite	7181,04	699	510	136	44	9
1999	44038	Belmonte de San José	1830,78	1198,92	931	24	244	0
1999	44039	Bello	4981,18	4178,31	2357	492	707	623
1999	44040	Berge	4110,59	2593,96	2195	210	172	17
1999	44041	Bezas	2032,32	209,51	207	3	0	0
1999	44042	Blancas	7058,98	6580,29	4626	1449	505	0
1999	44043	Blesa	6681,71	3491,41	1562	168	1761	0
1999	44044	Bordón	2238,56	1392,86	925	137	331	0
1999	44045	Bronchales	5861,59	1352,9	261	1092	0	0
1999	44046	Bueña	3375,92	1503,36	889	614	0	0
1999	44047	Burbáguena	3885,21	1902,44	1557	346	0	0
1999	44048	Cabra de Mora	3146,9	912,27	244	451	218	0
1999	44049	Calaceite	7211,85	4631,68	4051	106	467	7
1999	44050	Calamocha	30656,75	18301,92	13210	4349	681	62
1999	44051	Calanda	9325,24	5538,29	3196	775	1435	132
1999	44052	Calomarde	2552,59	2534,45	2319	215	0	0
1999	44053	Camañas	7213,33	6952,41	4060	2183	80	629
1999	44054	Camarena de la Sierra	7519,84	7018,41	6815	161	0	43
1999	44055	Camarillas	4855,31	2653,7	1911	412	331	0
1999	44056	Caminreal	3686,51	3624,15	2616	741	266	0
1999	44059	Cantavieja	11789,72	7871,16	4542	2578	711	40
1999	44060	Cañada de Benatanduz	3165,09	2557,17	738	1819	0	0
1999	44061	Cañada de Verich (La)	867,97	198,7	142	57	0	0
1999	44062	Cañada Vellida	2464,64	2259,76	1763	310	0	187
1999	44063	Cañizar del Olivar	2181,68	231,18	178	31	22	0
1999	44064	Cascante del Río	2866,26	2184,34	1694	490	0	0
1999	44065	Castejón de Tornos	3017,03	1956,6	1257	699	0	0
1999	44066	Castel de Cabra	2673,89	1979,72	1749	195	36	0
1999	44067	Castelnou	3686,5	2876,52	1929	642	305	0
1999	44068	Castelserás	2043,4	1209,49	724	121	362	2
1999	44070	Castellar (El)	3866,09	1039,56	414	625	0	0
1999	44071	Castellote	18266,27	6398,75	4856	758	770	14
1999	44074	Cedrillas	7012,38	4248,88	1792	1902	104	452
1999	44075	Celadas	9659,73	7391,92	5058	1827	396	111
1999	44076	Cella	12651,77	8026,47	4324	3652	46	4
1999	44077	Cerollera (La)	2334,56	169,16	64	91	0	14
1999	44080	Codoñera (La)	1776,1	912,4	650	0	262	0
1999	44082	Corbalán	7390,13	4336,71	2410	1919	7	0
1999	44084	Cortes de Aragón	2469	1825,2	1177	451	165	32
1999	44085	Cosa	5350,25	3048,69	1030	1129	889	0
1999	44086	Cretas	4086,98	2665,13	2023	512	111	19
1999	44087	Crivillén	3619,75	1183,48	522	660	1	0
1999	44088	Cuba (La)	328,66	122,96	118	5	0	0
1999	44089	Cubla	4016,82	844,93	204	639	0	2
1999	44090	Cucalón	2842,37	1432,02	578	854	0	0
1999	44092	Cuervo (El)	1758,99	114,89	92	23	0	0
1999	44093	Cuevas de Almudén	3096,92	1586,7	994	593	0	0
1999	44094	Cuevas Labradas	3804,32	1302,53	701	562	40	0
1999	44096	Ejulve	8326,96	4575,4	4077	113	385	0
1999	44097	Escorihuela	5036,12	2074,26	1035	1040	0	0
1999	44099	Escucha	3134,13	611,02	336	231	11	34
1999	44100	Estercuel	3632,43	170,08	150	13	0	7
1999	44101	Ferreruela de Huerva	2340,17	2185,66	1084	835	266	0
1999	44102	Fonfría	2367,97	1495,01	577	542	16	360
1999	44103	Formiche Alto	6153,39	2968,32	2326	267	0	376
1999	44105	Fórnoles	2245,53	553,42	482	70	1	0
1999	44106	Fortanete	11554,97	4558,42	2004	2197	357	0
1999	44107	Foz-Calanda	3162,31	1820,32	1460	342	12	6
1999	44108	Fresneda (La)	2685,38	1322,71	1181	130	12	0
1999	44109	Frías de Albarracín	4017,84	1401,01	856	545	0	0
1999	44110	Fuenferrada	2172,36	1065,53	605	435	25	0
1999	44111	Fuentes Calientes	2513,56	1609,34	695	840	75	0
1999	44112	Fuentes Claras	3760,02	3630,77	2133	488	1010	0
1999	44113	Fuentes de Rubielos	1998,62	578,35	218	361	0	0
1999	44114	Fuentespalda	2889,57	912	734	54	122	2
1999	44115	Galve	5234,85	1537,88	820	318	193	207
1999	44116	Gargallo	2478,17	506,7	311	20	86	90
1999	44117	Gea de Albarracín	4530,16	3427,14	2812	615	0	0
1999	44118	Ginebrosa (La)	5333,62	4236,39	3171	826	239	0
1999	44119	Griegos	3030,57	1360,02	1179	127	55	0
1999	44120	Guadalaviar	2862,65	1185,22	1037	148	0	0
1999	44121	Gúdar	4279,49	2883,62	2163	721	0	0
1999	44122	Híjar	17292,48	13813,69	6844	3936	2756	279
1999	44123	Hinojosa de Jarque	3288,52	3106,34	2308	723	0	75
1999	44124	Hoz de la Vieja (La)	3042,23	2713,02	1745	938	30	0
1999	44125	Huesa del Común	4469,87	2650,49	1677	230	623	121
1999	44126	Iglesuela del Cid (La)	2965,65	2449,63	1080	1369	0	0
1999	44127	Jabaloyas	4192,48	1255,69	1166	89	0	0
1999	44128	Jarque de la Val	2869,06	1192,87	646	522	20	5
1999	44129	Jatiel	354,09	323,23	107	163	1	53
1999	44130	Jorcas	2263,81	654,23	250	389	15	0
1999	44131	Josa	1915,51	1418,5	1344	74	0	0
1999	44132	Lagueruela	2550,84	2233,18	1076	995	162	0
1999	44133	Lanzuela	1326,05	978,9	828	151	0	0
1999	44135	Libros	2677,23	1064,44	1056	8	0	0
1999	44136	Lidón	4191,17	3673,2	2996	630	47	0
1999	44137	Linares de Mora	11095,59	4953,96	1741	2860	349	3
1999	44138	Loscos	5922,51	3554,65	1627	1007	920	1
1999	44141	Lledó	1167,2	695,54	628	68	0	0
1999	44142	Maicas	2525,38	2097,23	1621	476	0	0
1999	44143	Manzanera	15945,17	1413,88	331	1083	0	0
1999	44144	Martín del Río	3719,35	942,88	519	424	0	0
1999	44145	Mas de las Matas	3481,37	2244,9	1001	593	650	1
1999	44146	Mata de los Olmos (La)	2565,17	1033,7	694	7	333	0
1999	44147	Mazaleón	7252,55	3071,95	2548	241	265	17
1999	44148	Mezquita de Jarque	3039,76	2116,66	1213	724	179	0
1999	44149	Mirambel	4547,41	3292,33	1763	1529	0	0
1999	44150	Miravete de la Sierra	2867,85	2003,32	1674	330	0	0
1999	44151	Molinos	6887,17	3953,45	3374	561	17	1
1999	44152	Monforte de Moyuela	3491,28	2786,74	1385	40	1362	0
1999	44153	Monreal del Campo	8704,09	7421,07	4675	2440	307	0
1999	44154	Monroyo	5073,4	1458,24	1010	326	79	44
1999	44155	Montalbán	8347,79	3920,72	3628	193	0	100
1999	44156	Monteagudo del Castillo	3912,6	2009,96	1100	842	68	0
1999	44157	Monterde de Albarracín	5161,84	5140,41	4817	323	0	0
1999	44158	Mora de Rubielos	11696,19	4084,16	3007	784	294	0
1999	44159	Moscardón	2864,96	2862,49	2763	98	1	0
1999	44160	Mosqueruela	19094,79	7635,13	2586	5042	7	0
1999	44161	Muniesa	11490,7	6480,14	4090	2222	158	10
1999	44163	Noguera de Albarracín	4265,34	1902,27	1795	107	0	0
1999	44164	Nogueras	1779,37	803,59	382	422	0	0
1999	44165	Nogueruelas	6132,22	669,2	437	232	0	0
1999	44167	Obón	5411,56	2627,3	2199	428	0	1
1999	44168	Odón	6528,41	5790,15	3902	930	340	618
1999	44169	Ojos Negros	7041,41	5697,05	2497	3200	0	0
1999	44171	Olba	1112,37	163,34	162	1	0	1
1999	44172	Oliete	8601,63	3241,01	1061	2174	3	2
1999	44173	Olmos (Los)	4182,93	1947,28	618	1310	18	1
1999	44174	Orihuela del Tremedal	7081,61	2814,83	1880	890	0	45
1999	44175	Orrios	3969,49	2881,87	2093	767	0	21
1999	44176	Palomar de Arroyos	2368,63	1860,55	1639	222	0	0
1999	44177	Pancrudo	8637,42	7929,59	5846	1932	151	0
1999	44178	Parras de Castellote (Las)	3038,32	829,5	475	146	209	0
1999	44179	Peñarroya de Tastavins	7014,89	1314,81	1184	119	11	0
1999	44180	Peracense	2437,84	807,92	558	250	0	0
1999	44181	Peralejos	2799,01	1046,14	228	818	0	0
1999	44182	Perales del Alfambra	9675,91	4664,23	1824	2165	631	45
1999	44183	Pitarque	4038,15	3428,9	1477	1952	0	0
1999	44184	Plou	948,11	401,79	221	84	97	0
1999	44185	Pobo (El)	5320,33	3348,08	2314	1034	0	0
1999	44187	Portellada (La)	2041,01	1093,05	975	100	18	0
1999	44189	Pozondón	6062,38	5493,5	4907	587	0	0
1999	44190	Pozuel del Campo	2713,22	1989,65	759	1231	0	0
1999	44191	Puebla de Híjar (La)	4030,6	2955,22	1625	512	628	190
1999	44192	Puebla de Valverde (La)	24751,88	17038,38	11423	5093	291	231
1999	44193	Puertomingalvo	5067,61	3268,19	2382	835	0	51
1999	44194	Ráfales	2804,74	538,72	474	48	17	0
1999	44195	Rillo	5093,26	4550,92	3611	609	326	4
1999	44196	Riodeva	2175,7	538,49	407	131	0	0
1999	44197	Ródenas	4191,46	3731,65	2619	1113	0	0
1999	44198	Royuela	2436,11	2132,8	1676	423	11	23
1999	44199	Rubiales	2185,26	427,19	123	304	0	0
1999	44200	Rubielos de la Cérida	1728,32	1566,48	619	523	425	0
1999	44201	Rubielos de Mora	5468,83	3451,96	1416	2036	0	0
1999	44203	Salcedillo	1217,01	5,01	5	0	0	0
1999	44204	Saldón	2180	2179,91	1853	318	8	0
1999	44205	Samper de Calanda	13493,86	10911,21	5994	2611	2307	0
1999	44206	San Agustín	2816,24	1995,01	1659	318	0	18
1999	44207	San Martín del Río	1790,09	1309,82	1088	211	2	9
1999	44208	Santa Cruz de Nogueras	1221,76	826,5	488	339	0	0
1999	44209	Santa Eulalia	7577,4	5775,19	2655	3043	77	0
1999	44210	Sarrión	11537,97	7011,54	4548	1625	19	820
1999	44211	Segura de los Baños	4876,94	818,99	408	396	15	0
1999	44212	Seno	1466,4	1310,29	1302	6	3	0
1999	44213	Singra	2811,41	2344,11	1001	1236	102	5
1999	44215	Terriente	3986,38	2923,07	2484	439	0	0
1999	44216	Teruel	42501,82	21326,55	12246	7661	112	1307
1999	44217	Toril y Masegoso	505,33	442,44	228	215	0	0
1999	44218	Tormón	2364,29	2,79	3	0	0	0
1999	44219	Tornos	4745,8	3627,8	2222	1379	0	27
1999	44220	Torralba de los Sisones	4435,94	3633,41	2488	1077	69	0
1999	44221	Torrecilla de Alcañiz	2353,55	1279,67	487	54	630	110
1999	44222	Torrecilla del Rebollar	5895,19	4588,1	2376	2150	62	0
1999	44223	Torre de Arcas	2656,47	306	155	141	5	6
1999	44224	Torre de las Arcas	2759,15	2676,43	2576	100	0	0
1999	44225	Torre del Compte	1391,01	951,72	575	190	171	16
1999	44226	Torrelacárcel	3303,71	2751,22	1367	933	443	9
1999	44227	Torre los Negros	3979,59	3304,36	836	2091	377	0
1999	44228	Torremocha de Jiloca	3496,37	2127	860	1174	93	0
1999	44229	Torres de Albarracín	2203,07	1823,24	1626	168	29	0
1999	44230	Torrevelilla	2172,15	776,57	446	0	321	9
1999	44231	Torrijas	5386,63	4325,87	3867	456	3	1
1999	44232	Torrijo del Campo	4076,47	3163,4	1830	289	1044	0
1999	44234	Tramacastiel	4181,74	729,26	726	0	0	3
1999	44235	Tramacastilla	2456,74	2238,5	1834	404	0	0
1999	44236	Tronchón	3122,57	2064,45	1852	50	0	162
1999	44237	Urrea de Gaén	4892,7	3933,2	2238	778	917	0
1999	44238	Utrillas	3866,27	1395,25	1025	371	0	0
1999	44239	Valacloche	1148,55	729,05	718	4	0	8
1999	44240	Valbona	2854,43	1982,57	1757	174	0	51
1999	44241	Valdealgorfa	4584,82	3470,72	3034	33	399	5
1999	44243	Valdecuenca	1843,21	218,18	18	200	0	0
1999	44244	Valdelinares	5261,98	3793,72	1832	1962	0	0
1999	44245	Valdeltormo	1407,16	1045,23	883	0	162	0
1999	44246	Valderrobres	8816,56	3597,65	3237	297	60	3
1999	44247	Valjunquera	3881,57	2018,16	1608	39	371	0
1999	44249	Vallecillo (El)	1805,05	1150,57	1151	0	0	0
1999	44250	Veguillas de la Sierra	985,16	210,16	52	158	0	0
1999	44251	Villafranca del Campo	5971,78	5042,98	3228	1718	95	1
1999	44252	Villahermosa del Campo	1887,54	1605,52	1112	494	0	0
1999	44256	Villanueva del Rebollar de la Sierra	1819,19	1368,59	858	511	0	0
1999	44257	Villar del Cobo	5369,99	4327,83	4013	210	3	102
1999	44258	Villar del Salz	3501,91	2475,55	1934	486	55	0
1999	44260	Villarluengo	14208,73	8713,81	2804	4849	1061	0
1999	44261	Villarquemado	4876,03	3365,49	1432	1670	248	15
1999	44262	Villarroya de los Pinares	4554,64	2696,09	1585	1094	0	17
1999	44263	Villastar	3483,63	2449,27	1959	410	0	80
1999	44264	Villel	6562,76	4064,39	3676	318	0	70
1999	44265	Vinaceite	4494,76	4283,27	1680	1671	933	0
1999	44266	Visiedo	5737,49	4414,92	2294	1046	1031	44
1999	44267	Vivel del Río Martín	3766,77	1316,64	392	739	185	0
1999	44268	Zoma (La)	1183,13	67,27	37	0	31	0
1999	50001	Abanto	6398,27	2143,96	532	1599	13	0
1999	50002	Acered	2802,67	1349,94	1048	301	1	0
1999	50003	Agón	1393,35	1161,74	628	441	93	0
1999	50004	Aguarón	4162,21	1983	1889	27	1	66
1999	50005	Aguilón	6106,39	4866,44	2110	1704	1053	0
1999	50006	Ainzón	3576,93	2718,98	2021	321	207	170
1999	50007	Aladrén	1142,1	195,22	122	1	73	0
1999	50008	Alagón	1983,21	1800,06	1128	515	155	2
1999	50009	Alarba	1111,75	759,35	582	64	114	0
1999	50010	Alberite de San Juan	832,34	492,48	400	88	5	0
1999	50011	Albeta	87,27	54,33	45	7	2	0
1999	50012	Alborge	138,21	26,81	9	18	0	0
1999	50013	Alcalá de Ebro	324,65	303,67	117	174	4	10
1999	50014	Alcalá de Moncayo	1466,36	873,82	525	209	2	138
1999	50015	Alconchel de Ariza	3788,93	2950,26	733	2217	0	0
1999	50016	Aldehuela de Liestos	2464,01	2188,74	357	1701	129	1
1999	50017	Alfajarín	10362,98	7333,26	4957	1550	725	101
1999	50018	Alfamén	8977,39	8533,34	5437	1865	1229	2
1999	50019	Alforque	1088,94	660,35	211	107	343	0
1999	50020	Alhama de Aragón	2151,55	725,58	450	275	0	0
1999	50021	Almochuel	2053,8	1903,72	736	333	836	0
1999	50022	Almolda (La)	11971,84	9941,65	5137	2617	1666	522
1999	50023	Almonacid de la Cuba	4974,01	4274,79	1999	1660	571	45
1999	50024	Almonacid de la Sierra	4350,65	3327,01	2837	161	176	153
1999	50025	Almunia de Doña Godina (La)	4307,24	3309,24	2970	279	20	40
1999	50026	Alpartir	3366,18	1223,94	1168	8	0	48
1999	50027	Ambel	5328,14	3429,09	1660	1769	0	0
1999	50028	Anento	1285,47	1006,31	549	321	136	0
1999	50029	Aniñón	4598,02	2689,19	2664	9	16	0
1999	50030	Añón de Moncayo	5492,67	224,57	183	42	0	0
1999	50031	Aranda de Moncayo	8008,76	2477,02	1483	858	135	1
1999	50032	Arándiga	3409,8	1798,09	481	1282	0	35
1999	50033	Ardisa	2244,5	652	465	36	151	0
1999	50034	Ariza	9338,52	4635,88	1273	3363	0	0
1999	50035	Artieda	1426,85	560,48	190	371	0	0
1999	50036	Asín	1311,82	1156,61	1115	1	39	1
1999	50037	Atea	2763,68	1411,58	1363	43	1	5
1999	50038	Ateca	6473,55	4234,59	4024	183	0	28
1999	50039	Azuara	12564,22	11572,52	6308	2752	2304	209
1999	50040	Badules	1969,3	1828,26	1204	581	44	0
1999	50041	Bagüés	3279,7	749,41	725	25	0	0
1999	50042	Balconchán	1142,07	648,5	542	94	12	0
1999	50043	Bárboles	1615,04	1362,65	1041	252	67	2
1999	50044	Bardallur	2279,26	1600,54	975	377	244	5
1999	50045	Belchite	24772,56	19872,69	11692	2953	5200	27
1999	50046	Belmonte de Gracián	2455,67	1843,74	1568	147	128	1
1999	50047	Berdejo	1418,04	923,49	818	105	0	0
1999	50048	Berrueco	673,47	539,07	313	66	161	0
1999	50050	Bijuesca	3588,97	1141,06	696	403	42	0
1999	50051	Biota	9829,61	8471,68	5853	1585	890	144
1999	50052	Bisimbre	750,86	678,73	382	286	11	0
1999	50053	Boquiñeni	1099,17	776,88	612	145	9	11
1999	50054	Bordalba	3544,19	2495,28	1236	1260	0	0
1999	50055	Borja	11267,74	9264,51	7708	1155	376	26
1999	50056	Botorrita	1066,47	785,32	412	283	74	17
1999	50057	Brea de Aragón	840,44	777,97	778	0	0	0
1999	50058	Bubierca	2951,55	726,17	115	612	0	0
1999	50059	Bujaraloz	11902,51	10318,32	4701	2860	2580	177
1999	50060	Bulbuente	1152,55	981,67	837	128	6	11
1999	50061	Bureta	1702,7	1559,78	1463	40	27	31
1999	50062	Burgo de Ebro (El)	1074,13	1017,67	589	384	44	0
1999	50063	Buste (El)	116,01	80,38	59	20	0	2
1999	50064	Cabañas de Ebro	1010,96	886,86	825	58	2	2
1999	50065	Cabolafuente	1908,96	1622,03	649	973	0	0
1999	50066	Cadrete	812,7	147,59	101	33	10	3
1999	50067	Calatayud	12171,55	5904,59	4238	1287	379	0
1999	50068	Calatorao	3792,36	3309,74	2032	508	555	215
1999	50069	Calcena	9469,6	2496,87	61	2435	0	1
1999	50070	Calmarza	1730,24	880,89	352	529	0	0
1999	50071	Campillo de Aragón	4391,54	2912,37	1122	1776	0	14
1999	50072	Carenas	1395,98	120,12	117	2	0	1
1999	50073	Cariñena	7136,31	6596,59	5281	741	557	19
1999	50074	Caspe	42284,07	29513,09	17721	5168	6609	15
1999	50075	Castejón de Alarba	1042,91	624,21	564	60	0	0
1999	50076	Castejón de las Armas	167,91	128,55	112	16	0	1
1999	50077	Castejón de Valdejasa	10181,72	3989,83	2200	1053	735	2
1999	50078	Castiliscar	3743,74	2101,52	1180	315	483	122
1999	50079	Cervera de la Cañada	1914,97	1371,71	1191	33	148	0
1999	50080	Cerveruela	2317,15	208,25	208	0	0	0
1999	50081	Cetina	6890,45	4432,05	869	3556	8	0
1999	50082	Cimballa	3269,58	831,48	525	307	0	0
1999	50083	Cinco Olivas	81,99	59,29	19	20	21	0
1999	50084	Clarés de Ribota	1003,84	840,41	267	357	5	212
1999	50085	Codo	723,96	574,6	291	83	200	0
1999	50086	Codos	4202,5	732,1	601	127	0	4
1999	50087	Contamina	653,18	343,94	162	182	0	0
1999	50088	Cosuenda	3092,03	1062,51	1005	19	2	37
1999	50089	Cuarte de Huerva	2883,71	27,57	11	0	17	0
1999	50090	Cubel	5377,55	5333,8	1746	3067	521	0
1999	50091	Cuerlas (Las)	1941,86	1790,8	803	427	561	0
1999	50092	Chiprana	3261,99	2135,47	1817	121	196	1
1999	50093	Chodes	816,56	488,66	397	84	0	8
1999	50094	Daroca	5383,12	3231,94	1452	1759	21	0
1999	50095	Ejea de los Caballeros	57361,31	48852,03	29821	16552	1891	588
1999	50096	Embid de Ariza	2738,15	1966,48	1414	553	0	0
1999	50098	Encinacorba	3084,18	1074,99	883	6	175	11
1999	50099	Épila	19363,35	12997,46	8429	2379	1116	1073
1999	50100	Erla	1052,41	980,45	869	106	6	0
1999	50101	Escatrón	4834,57	3037,82	1444	393	1201	0
1999	50102	Fabara	10492,4	3916,2	3743	131	42	0
1999	50104	Farlete	10195,89	9161,81	4394	4398	369	0
1999	50105	Fayón	5102,9	1363,06	1129	58	176	0
1999	50106	Fayos (Los)	193,68	122,33	122	0	0	0
1999	50107	Figueruelas	563,5	408,55	255	102	28	24
1999	50108	Fombuena	691,48	460,44	225	235	0	0
1999	50109	Frago (El)	2496,98	273,18	176	3	94	0
1999	50110	Frasno (El)	3020,96	1509,28	1395	95	3	17
1999	50111	Fréscano	2182,99	1886,21	966	891	29	0
1999	50113	Fuendejalón	6889,43	5057,25	4593	265	200	0
1999	50114	Fuendetodos	5926,93	2252,05	1106	521	625	0
1999	50115	Fuentes de Ebro	14300,52	13000,84	8933	2685	1383	0
1999	50116	Fuentes de Jiloca	2187,26	1271,49	1132	134	5	0
1999	50117	Gallocanta	2085,43	1934,43	841	800	294	0
1999	50118	Gallur	3957,77	3591,83	1688	1374	90	440
1999	50119	Gelsa	7409,4	5167,2	2096	2209	862	0
1999	50120	Godojos	1036,07	438,27	382	56	0	0
1999	50121	Gotor	1011,05	430,45	378	42	11	0
1999	50122	Grisel	1135,38	1038,3	172	254	0	612
1999	50123	Grisén	256,68	249,1	80	130	16	23
1999	50124	Herrera de los Navarros	10360,11	7938,46	4077	3580	281	0
1999	50125	Ibdes	4463,6	2687,11	2231	276	4	176
1999	50126	Illueca	2002,55	1574,63	1537	23	4	11
1999	50128	Isuerre	1941,5	534,53	387	130	18	0
1999	50129	Jaraba	2431,45	843,7	289	555	0	0
1999	50130	Jarque	3712,74	2898,5	2884	4	10	2
1999	50131	Jaulín	3599,55	1833,48	1079	726	23	5
1999	50132	Joyosa (La)	264,53	230,44	150	61	17	2
1999	50133	Lagata	1632,96	1554,18	908	362	285	0
1999	50134	Langa del Castillo	3274,15	3254,41	1980	1236	28	10
1999	50135	Layana	196,58	160,77	161	0	0	0
1999	50136	Lécera	11013,47	8059,73	3877	1618	2565	0
1999	50137	Leciñena	18206,79	13581,03	5289	8264	28	1
1999	50138	Lechón	1299,42	1245,3	532	677	36	0
1999	50139	Letux	3167,39	3013,96	1796	980	238	0
1999	50140	Litago	554,33	105,74	95	7	0	4
1999	50141	Lituénigo	1209,62	308,06	215	91	0	2
1999	50142	Lobera de Onsella	2252,44	564,24	479	85	0	0
1999	50143	Longares	5016,51	4917,13	3358	1140	275	144
1999	50144	Longás	4853,9	711,61	661	51	0	0
1999	50146	Lucena de Jalón	621,09	484,46	281	133	68	3
1999	50147	Luceni	2163,87	1962,89	1045	769	89	60
1999	50148	Luesia	13770,85	5208,94	2987	1161	900	161
1999	50149	Luesma	2166,7	1036,35	96	925	16	0
1999	50150	Lumpiaque	2392,18	2362,97	1973	3	388	0
1999	50151	Luna	23873,05	21103,61	9720	8233	3137	14
1999	50152	Maella	13592,44	6995,99	6360	272	106	258
1999	50153	Magallón	7090,71	5755,05	4030	972	598	154
1999	50154	Mainar	2871,92	1800,3	678	959	164	0
1999	50155	Malanquilla	3525,42	3041,58	871	1365	805	0
1999	50156	Maleján	0	0	0	0	0	0
1999	50157	Malón	406,96	281,45	223	27	7	24
1999	50159	Maluenda	3569,39	1038,22	917	79	38	4
1999	50160	Mallén	3256,64	2940,77	1531	1339	67	3
1999	50161	Manchones	2445,29	774,56	518	235	21	0
1999	50162	Mara	1562,69	1519,98	990	319	185	26
1999	50163	María de Huerva	6230,33	3758,25	1717	1395	512	135
1999	50164	Mediana de Aragón	9339,19	4396	2089	959	1348	0
1999	50165	Mequinenza	19842,37	6681,83	5153	821	696	13
1999	50166	Mesones de Isuela	4974,17	3904,76	3125	779	1	0
1999	50167	Mezalocha	6658,78	5357,3	2461	102	2794	0
1999	50168	Mianos	1393,84	617,85	243	305	69	0
1999	50169	Miedes de Aragón	5379,93	2829,75	1098	1599	131	2
1999	50170	Monegrillo	15331,85	13223,1	9633	3505	85	0
1999	50171	Moneva	6141,12	3859,63	1928	1702	229	0
1999	50172	Monreal de Ariza	4576,66	3958,02	1398	2560	0	0
1999	50173	Monterde	4867,8	2601,99	1007	1595	0	0
1999	50174	Montón	1971,78	599,27	222	348	30	0
1999	50175	Morata de Jalón	2687,09	1184,17	1078	8	3	96
1999	50176	Morata de Jiloca	1632,05	931,96	709	215	8	0
1999	50177	Morés	1052,13	888,45	886	1	1	1
1999	50178	Moros	4505,31	1542,95	903	528	59	53
1999	50179	Moyuela	4927,91	4446,48	1498	592	2354	3
1999	50180	Mozota	734,54	491,54	243	9	240	0
1999	50181	Muel	8122,86	7914,13	2737	3156	2020	0
1999	50182	Muela (La)	17505,19	10177,97	4631	5059	436	52
1999	50183	Munébrega	3561,32	1686,38	1303	338	23	22
1999	50184	Murero	1346,3	345,69	279	67	0	0
1999	50185	Murillo de Gállego	4620,69	1496,34	537	926	33	0
1999	50186	Navardún	2092,15	1031,37	824	63	145	0
1999	50187	Nigüella	3270,38	2719,81	2438	275	0	7
1999	50188	Nombrevilla	1202,91	955,93	323	633	0	0
1999	50189	Nonaspe	9129,89	1701,76	1614	78	10	0
1999	50190	Novallas	779,15	747,94	643	58	43	4
1999	50191	Novillas	1761,35	1692,43	917	738	32	5
1999	50192	Nuévalos	5099,24	1648,18	571	1077	0	0
1999	50193	Nuez de Ebro	364,56	337,93	230	96	1	11
1999	50194	Olvés	1224,07	855,89	706	138	12	0
1999	50195	Orcajo	1804,59	694,18	457	197	25	15
1999	50196	Orera	1493,25	354,05	342	12	0	0
1999	50197	Orés	4219,54	3150,54	2467	182	501	0
1999	50198	Oseja	1387,12	269,57	98	0	172	0
1999	50199	Osera de Ebro	1120,77	879,9	659	211	10	0
1999	50200	Paniza	4192,35	2491,62	2084	131	201	76
1999	50201	Paracuellos de Jiloca	2194,92	1108,44	931	177	0	1
1999	50202	Paracuellos de la Ribera	1212,33	494,06	484	10	0	0
1999	50203	Pastriz	1242,97	756,17	367	303	25	61
1999	50204	Pedrola	11052,06	10489,44	6194	1186	3027	82
1999	50205	Pedrosas (Las)	1450,69	1369,91	839	531	0	0
1999	50206	Perdiguera	10940,82	6910	3824	2970	99	17
1999	50207	Piedratajada	2326,57	1785,33	849	936	0	0
1999	50208	Pina de Ebro	26895,91	23345,57	16949	4692	1704	1
1999	50209	Pinseque	1541,13	1413,25	523	782	103	5
1999	50210	Pintanos (Los)	7532,46	1403,62	685	633	86	0
1999	50211	Plasencia de Jalón	3538,31	3297,27	1497	1038	106	657
1999	50212	Pleitas	157,62	141,17	98	14	29	0
1999	50213	Plenas	2860,05	2588,22	1185	438	966	0
1999	50214	Pomer	1483,9	850,3	850	0	0	0
1999	50215	Pozuel de Ariza	926,06	231,61	146	86	0	0
1999	50216	Pozuelo de Aragón	3872,47	3164,16	2335	583	246	0
1999	50217	Pradilla de Ebro	2927,78	2359,98	833	1447	65	15
1999	50218	Puebla de Albortón	7999,24	7043,85	4634	1456	914	40
1999	50219	Puebla de Alfindén (La)	1684,31	1646,66	874	584	188	0
1999	50220	Puendeluna	1018,57	773,66	367	407	0	0
1999	50221	Purujosa	2734,32	1368,5	1363	6	0	0
1999	50222	Quinto	10717,58	10080,98	4906	2996	2179	0
1999	50223	Remolinos	1992,65	1975,74	1522	448	5	1
1999	50224	Retascón	2148,99	2019,77	1080	899	41	0
1999	50225	Ricla	7856,2	4937,03	1337	3454	128	19
1999	50227	Romanos	2016,61	1784,66	1302	463	20	0
1999	50228	Rueda de Jalón	8133,97	7701,75	5572	783	1343	3
1999	50229	Ruesca	850,82	580,96	199	372	10	0
1999	50230	Sádaba	10860,89	10083,98	6405	2856	764	59
1999	50231	Salillas de Jalón	128,68	124,31	99	20	2	3
1999	50232	Salvatierra de Esca	7886,31	2659,71	332	1353	8	966
1999	50233	Samper del Salz	691,43	654,56	387	203	65	0
1999	50234	San Martín de la Virgen de Moncayo	457,22	161,91	107	54	0	1
