Año	Municipio código	Municipio nombre	Contenedores de papel y cartón	Kg recogidos papel y cartón
2010	22107	Fanlo	0	0
2010	22109	Fiscal	4	9033,14
2010	22110	Fonz	3	12886,77
2010	22111	Foradada del Toscar	7	5125,67
2010	22112	Fraga	41	210707,85
2010	22113	Fueva (La)	2	17135,58
2010	22114	Gistaín	1	4215,46
2010	22115	Grado (El)	2	8655,82
2010	22116	Grañén	34	44784,16
2010	22117	Graus	88	91427,52
2010	22119	Gurrea de Gállego	14	36992,54
2010	22122	Hoz de Jaca	3	3104,88
2010	22124	Huerto	6	6108,93
2010	22125	Huesca	438	2183134,82
2010	22126	Ibieca	1	2385,22
2010	22127	Igriés	7	12966,9
2010	22128	Ilche	0	0
2010	22129	Isábena	11	7416,35
2010	22130	Jaca	70	426040
2010	22131	Jasa	4	5544,42
2010	22133	Labuerda	2	4708,18
2010	22135	Laluenga	0	0
2010	22136	Lalueza	18	24875,21
2010	22137	Lanaja	12	32082,86
2010	22139	Laperdiguera	0	0
2010	22141	Lascellas-Ponzano	0	0
2010	22142	Lascuarre	3	3583,44
2010	22143	Laspaúles	9	7008,11
2010	22144	Laspuña	2	8047,7
2010	22149	Loarre	3	8153,1
2010	22150	Loporzano	5	11752,61
2010	22151	Loscorrales	1	2471,95
2010	22155	Monesma y Cajigar	1	2517,48
2010	22156	Monflorite-Lascasas	4	6418,4
2010	22157	Montanuy	23	6713,27
2010	22158	Monzón	46	296001
2010	22160	Naval	0	0
2010	22162	Novales	2	3903,08
2010	22163	Nueno	4	12034,5
2010	22164	Olvena	0	0
2010	22165	Ontiñena	3	8869,12
2010	22167	Osso de Cinca	5	11521,01
2010	22168	Palo	0	0
2010	22170	Panticosa	36	36903,66
2010	22172	Peñalba	11	16283,15
2010	22173	Peñas de Riglos (Las)	6	5897,99
2010	22174	Peralta de Alcofea	2	10930,97
2010	22175	Peralta de Calasanz	2	4877,16
2010	22176	Peraltilla	0	0
2010	22177	Perarrúa	3	2222,64
2010	22178	Pertusa	1	2385,22
2010	22181	Piracés	2	2081,64
2010	22182	Plan	1	9087,88
2010	22184	Poleñino	10	4878,35
2010	22186	Pozán de Vero	0	0
2010	22187	Puebla de Castro (La)	7	9707,03
2010	22188	Puente de Montañana	5	3515,4
2010	22189	Puértolas	1	6542,18
2010	22190	Pueyo de Araguás (El)	1	4188,09
2010	22193	Pueyo de Santa Cruz	1	4611,32
2010	22195	Quicena	2	6613,55
2010	22197	Robres	10	13887,92
2010	22199	Sabiñánigo	5	460319,92
2010	22200	Sahún	7	8346,23
2010	22201	Salas Altas	9	0
2010	22202	Salas Bajas	0	0
2010	22203	Salillas	1	2493,64
2010	22204	Sallent de Gállego	5	65645,93
2010	22205	San Esteban de Litera	2	11078,72
2010	22206	Sangarrén	2	5647,46
2010	22207	San Juan de Plan	1	4188,09
2010	22208	Santa Cilia	4	9181,56
2010	22209	Santa Cruz de la Serós	1	6209,75
2010	22212	Santaliestra y San Quílez	0	2449,44
2010	22213	Sariñena	1	97896,68
2010	22214	Secastilla	5	3197,88
2010	22215	Seira	8	3742,2
2010	22217	Sena	10	12042,06
2010	22218	Senés de Alcubierre	1	1318,47
2010	22220	Sesa	2	5052,32
2010	22221	Sesué	4	2744,28
2010	22222	Siétamo	5	13769,2
2010	22223	Sopeira	5	2517,48
2010	22225	Tamarite de Litera	13	78686,24
2010	22226	Tardienta	21	22743,67
2010	22227	Tella-Sin	2	7965,58
2010	22228	Tierz	3	14007,73
2010	22229	Tolva	5	3969
2010	22230	Torla-Ordesa	3	8868,9
2010	22232	Torralba de Aragón	5	2483,13
2010	22233	Torre la Ribera	11	2676,24
2010	22234	Torrente de Cinca	6	20183,87
2010	22235	Torres de Alcanadre	0	0
2010	22236	Torres de Barbués	9	6987,91
2010	22239	Tramaced	1	2168,38
2010	22242	Valfarta	2	1977,71
2010	22243	Valle de Bardají	4	1179,36
2010	22244	Valle de Lierp	3	952,56
2010	22245	Velilla de Cinca	2	6850,73
2010	22246	Beranuy	2	2245,32
2010	22247	Viacamp y Litera	3	1134
2010	22248	Vicién	1	2840,58
2010	22249	Villanova	4	3402
2010	22250	Villanúa	12	21157,51
2010	22251	Villanueva de Sigena	9	11250,98
2010	22252	Yebra de Basa	1	7008,15
2010	22253	Yésero	1	3415,36
2010	22254	Zaidín	8	25472,5
2010	22901	Valle de Hecho	15	42315,01
2010	22902	Puente la Reina de Jaca	6	9669,47
2010	22903	San Miguel del Cinca	23	10630,96
2010	22904	Sotonera (La)	10	23310,07
2010	22905	Lupiñén-Ortilla	4	8391,62
2010	22906	Santa María de Dulcis	1	0
2010	22907	Aínsa-Sobrarbe	19	59646,07
2010	22908	Hoz y Costeán	0	0
2010	22909	Vencillón	1	10069,65
2010	44001	Ababuj	1	943,21
2010	44002	Abejuela	0	0
2010	44003	Aguatón	1	247,59
2010	44004	Aguaviva	7	12654,25
2010	44005	Aguilar del Alfambra	1	778,15
2010	44006	Alacón	1	3686,4
2010	44007	Alba	1	2947,52
2010	44008	Albalate del Arzobispo	27	41025,99
2010	44009	Albarracín	6	15231,32
2010	44010	Albentosa	2	4401,39
2010	44011	Alcaine	1	930,26
2010	44012	Alcalá de la Selva	5	7122,76
2010	44013	Alcañiz	35	291650
2010	44014	Alcorisa	33	65631,7
2010	44016	Alfambra	5	8524,23
2010	44017	Aliaga	5	5331,66
2010	44018	Almohaja	1	271,17
2010	44019	Alobras	1	825,31
2010	44020	Alpeñés	1	294,75
2010	44021	Allepuz	2	1860,53
2010	44022	Alloza	3	6825,6
2010	44023	Allueva	0	0
2010	44024	Anadón	1	277,69
2010	44025	Andorra	18	80668,8
2010	44026	Arcos de las Salinas	2	1693,91
2010	44027	Arens de Lledó	3	4880,63
2010	44028	Argente	1	2841,41
2010	44029	Ariño	2	9120
2010	44031	Azaila	8	2878,36
2010	44032	Bádenas	0	0
2010	44033	Báguena	1	3302,63
2010	44034	Bañón	0	0
2010	44035	Barrachina	0	0
2010	44036	Bea	0	0
2010	44037	Beceite	7	14162,94
2010	44038	Belmonte de San José	2	2573,44
2010	44039	Bello	0	0
2010	44040	Berge	3	4845,17
2010	44041	Bezas	1	1082,99
2010	44042	Blancas	0	0
2010	44043	Blesa	1	1707,8
2010	44044	Bordón	2	1971,6
2010	44045	Bronchales	4	6706,22
2010	44046	Bueña	0	0
2010	44047	Burbáguena	0	0
2010	44048	Cabra de Mora	2	1235,72
2010	44049	Calaceite	12	25794,34
2010	44050	Calamocha	9	38471,65
2010	44051	Calanda	33	69199,02
2010	44052	Calomarde	1	1277,38
2010	44053	Camañas	1	1379,44
2010	44054	Camarena de la Sierra	0	0
2010	44055	Camarillas	1	1320,49
2010	44056	Caminreal	5	6162,23
2010	44059	Cantavieja	10	10524,47
2010	44060	Cañada de Benatanduz	2	666,46
2010	44061	Cañada de Verich (La)	2	1916,77
2010	44062	Cañada Vellida	1	518,76
2010	44063	Cañizar del Olivar	1	1624,49
2010	44064	Cascante del Río	1	943,21
2010	44065	Castejón de Tornos	0	0
2010	44066	Castel de Cabra	1	1985,49
2010	44067	Castelnou	3	2037,28
2010	44068	Castelserás	11	14695,25
2010	44070	Castellar (El)	2	1055,22
2010	44071	Castellote	12	11440,85
2010	44074	Cedrillas	6	7215,53
2010	44075	Celadas	3	5223,01
2010	44076	Cella	13	36690,73
2010	44077	Cerollera (La)	2	2147,49
2010	44080	Codoñera (La)	4	6939,42
2010	44082	Corbalán	1	1120,06
2010	44084	Cortes de Aragón	1	1110,76
2010	44085	Cosa	0	0
2010	44086	Cretas	7	14345,39
2010	44087	Crivillén	1	912
2010	44088	Cuba (La)	2	874,72
2010	44089	Cubla	1	648,45
2010	44090	Cucalón	0	0
2010	44092	Cuervo (El)	1	1285,12
2010	44093	Cuevas de Almudén	1	1735,57
2010	44094	Cuevas Labradas	1	1662,4
2010	44096	Ejulve	1	1948,8
2010	44097	Escorihuela	1	2346,23
2010	44099	Escucha	5	13926,17
2010	44100	Estercuel	1	2563,2
2010	44101	Ferreruela de Huerva	0	0
2010	44102	Fonfría	0	0
2010	44103	Formiche Alto	2	2707,48
2010	44105	Fórnoles	2	2257,86
2010	44106	Fortanete	2	3290,63
2010	44107	Foz-Calanda	3	5661,58
2010	44108	Fresneda (La)	6	11426,14
2010	44109	Frías de Albarracín	1	2263,18
2010	44110	Fuenferrada	1	527,61
2010	44111	Fuentes Calientes	1	1414,81
2010	44112	Fuentes Claras	0	0
2010	44113	Fuentes de Rubielos	2	1902,18
2010	44114	Fuentespalda	4	7799,88
2010	44115	Galve	2	1697,77
2010	44116	Gargallo	1	979,2
2010	44117	Gea de Albarracín	4	6136,96
2010	44118	Ginebrosa (La)	3	3975,53
2010	44119	Griegos	1	1943,83
2010	44120	Guadalaviar	2	3498,9
2010	44121	Gúdar	2	1207,95
2010	44122	Híjar	31	35512,25
2010	44123	Hinojosa de Jarque	2	2124,33
2010	44124	Hoz de la Vieja (La)	1	1332,91
2010	44125	Huesa del Común	1	1346,8
2010	44126	Iglesuela del Cid (La)	5	6970,03
2010	44127	Jabaloyas	1	1235,72
2010	44128	Jarque de la Val	1	1374,57
2010	44129	Jatiel	3	1027,99
2010	44130	Jorcas	1	495,18
2010	44131	Josa	1	402,65
2010	44132	Lagueruela	0	0
2010	44133	Lanzuela	0	0
2010	44135	Libros	1	1744,93
2010	44136	Lidón	1	742,78
2010	44137	Linares de Mora	2	4554,12
2010	44138	Loscos	0	0
2010	44141	Lledó	2	3991,17
2010	44142	Maicas	1	513,73
2010	44143	Manzanera	8	7789,22
2010	44144	Martín del Río	3	6484,07
2010	44145	Mas de las Matas	16	25485,97
2010	44146	Mata de los Olmos (La)	3	4809,68
2010	44147	Mazaleón	6	13410,32
2010	44148	Mezquita de Jarque	1	1721,68
2010	44149	Mirambel	2	1832,76
2010	44150	Miravete de la Sierra	3	583,15
2010	44151	Molinos	1	4331,97
2010	44152	Monforte de Moyuela	0	0
2010	44153	Monreal del Campo	5	22103,48
2010	44154	Monroyo	6	9008,63
2010	44155	Montalbán	7	20104,79
2010	44156	Monteagudo del Castillo	1	943,21
2010	44157	Monterde de Albarracín	1	1013,57
2010	44158	Mora de Rubielos	14	24381,22
2010	44159	Moscardón	1	874,72
2010	44160	Mosqueruela	7	8677,83
2010	44161	Muniesa	4	9497,01
2010	44163	Noguera de Albarracín	1	1971,6
2010	44164	Nogueras	0	0
2010	44165	Nogueruelas	2	3457,25
2010	44167	Obón	1	583,15
2010	44168	Odón	0	0
2010	44169	Ojos Negros	0	0
2010	44171	Olba	3	3207,32
2010	44172	Oliete	1	4665,6
2010	44173	Olmos (Los)	2	2413,71
2010	44174	Orihuela del Tremedal	5	7803,1
2010	44175	Orrios	1	1980,73
2010	44176	Palomar de Arroyos	1	2887,98
2010	44177	Pancrudo	4	1296,91
2010	44178	Parras de Castellote (Las)	2	1295,6
2010	44179	Peñarroya de Tastavins	7	12133,15
2010	44180	Peracense	0	0
2010	44181	Peralejos	1	931,42
2010	44182	Perales del Alfambra	2	3277,64
2010	44183	Pitarque	2	1319,03
2010	44184	Plou	1	652,57
2010	44185	Pobo (El)	1	1568,08
2010	44187	Portellada (La)	2	5975,35
2010	44189	Pozondón	1	1152,42
2010	44190	Pozuel del Campo	0	0
2010	44191	Puebla de Híjar (La)	17	19139,23
2010	44192	Puebla de Valverde (La)	8	7900,29
2010	44193	Puertomingalvo	2	3165,67
2010	44194	Ráfales	3	3649,07
2010	44195	Rillo	2	1179,01
2010	44196	Riodeva	1	2346,23
2010	44197	Ródenas	1	985,8
2010	44198	Royuela	1	3332,29
2010	44199	Rubiales	1	777,53
2010	44200	Rubielos de la Cérida	0	0
2010	44201	Rubielos de Mora	9	10829,93
2010	44203	Salcedillo	0	138,85
2010	44204	Saldón	1	402,65
2010	44205	Samper de Calanda	74	17344,93
2010	44206	San Agustín	1	2138,22
2010	44207	San Martín del Río	3	0
2010	44208	Santa Cruz de Nogueras	3	0
2010	44209	Santa Eulalia	0	13971,25
2010	44210	Sarrión	70	16036,62
2010	44211	Segura de los Baños	1	555,38
2010	44212	Seno	2	834,15
2010	44213	Singra	0	0
2010	44215	Terriente	1	2596,41
2010	44216	Teruel	112	417321,69
2010	44217	Toril y Masegoso	1	499,84
2010	44218	Tormón	1	389,07
2010	44219	Tornos	0	0
2010	44220	Torralba de los Sisones	0	0
2010	44221	Torrecilla de Alcañiz	5	7720,33
2010	44222	Torrecilla del Rebollar	0	0
2010	44223	Torre de Arcas	2	2394,7
2010	44224	Torre de las Arcas	1	541,5
2010	44225	Torre del Compte	2	3603,45
2010	44226	Torrelacárcel	1	2723,51
2010	44227	Torre los Negros	0	0
2010	44228	Torremocha de Jiloca	1	1685,98
2010	44229	Torres de Albarracín	1	2235,41
2010	44230	Torrevelilla	3	3443,09
2010	44231	Torrijas	2	860,84
2010	44232	Torrijo del Campo	0	0
2010	44234	Tramacastiel	1	1179,01
2010	44235	Tramacastilla	1	1568,95
2010	44236	Tronchón	2	1527,3
2010	44237	Urrea de Gaén	6	9906,05
2010	44238	Utrillas	16	47040,76
2010	44239	Valacloche	1	389,07
2010	44240	Valbona	2	3165,67
2010	44241	Valdealgorfa	7	11837,84
2010	44243	Valdecuenca	1	749,76
2010	44244	Valdelinares	3	1471,76
2010	44245	Valdeltormo	4	7503,39
2010	44246	Valderrobres	20	52113,23
2010	44247	Valjunquera	4	9510,38
2010	44249	Vallecillo (El)	1	624,8
2010	44250	Veguillas de la Sierra	1	318,33
2010	44251	Villafranca del Campo	0	0
2010	44252	Villahermosa del Campo	0	0
2010	44256	Villanueva del Rebollar de la Sierra	1	666,46
2010	44257	Villar del Cobo	1	3012,94
2010	44258	Villar del Salz	0	0
2010	44260	Villarluengo	4	2651,94
2010	44261	Villarquemado	4	11412,8
2010	44262	Villarroya de los Pinares	3	2638,06
2010	44263	Villastar	2	5034,36
2010	44264	Villel	2	4503,81
2010	44265	Vinaceite	4	6167,92
2010	44266	Visiedo	1	1815
2010	44267	Vivel del Río Martín	1	1263,49
2010	44268	Zoma (La)	1	305,46
2010	50001	Abanto	2	1195,21
2010	50002	Acered	1	1864,64
2010	50003	Agón	3	6354,93
2010	50004	Aguarón	2	13008,57
2010	50005	Aguilón	2	3716,73
2010	50006	Ainzón	15	47736,71
2010	50007	Aladrén	1	871,11
2010	50008	Alagón	83	149177,89
2010	50009	Alarba	2	1491,62
2010	50010	Alberite de San Juan	4	3812,96
2010	50011	Albeta	6	5121,32
2010	50012	Alborge	1	1549,55
2010	50013	Alcalá de Ebro	6	6012,73
2010	50014	Alcalá de Moncayo	2	3179,77
2010	50015	Alconchel de Ariza	1	1013,54
2010	50016	Aldehuela de Liestos	1	584,77
2010	50017	Alfajarín	8	27302,74
2010	50018	Alfamén	5	21966,47
2010	50019	Alforque	1	1087,19
2010	50020	Alhama de Aragón	6	11713,04
2010	50021	Almochuel	0	0
2010	50022	Almolda (La)	8	13865,95
2010	50023	Almonacid de la Cuba	2	2140,88
2010	50024	Almonacid de la Sierra	3	5962,4
2010	50025	Almunia de Doña Godina (La)	11	22845
2010	50026	Alpartir	2	4096,87
2010	50027	Ambel	5	11625,78
2010	50028	Anento	1	1489,51
2010	50029	Aniñón	3	7926,62
2010	50030	Añón de Moncayo	4	4513,23
2010	50031	Aranda de Moncayo	0	1373,69
2010	50032	Arándiga	2	3891,6
2010	50033	Ardisa	0	0
2010	50034	Ariza	5	12114,63
2010	50035	Artieda	1	4435,54
2010	50036	Asín	0	0
2010	50037	Atea	1	1434,34
2010	50038	Ateca	7	20203,79
2010	50039	Azuara	3	5259,59
2010	50040	Badules	1	1103,34
2010	50041	Bagüés	0	0
2010	50042	Balconchán	1	121,37
2010	50043	Bárboles	4	7298,21
2010	50044	Bardallur	1	2311,8
2010	50045	Belchite	7	12378,55
2010	50046	Belmonte de Gracián	2	2055,76
2010	50047	Berdejo	1	611,95
2010	50048	Berrueco	1	441,34
2010	50050	Bijuesca	1	1090,03
2010	50051	Biota	4	11301,41
2010	50052	Bisimbre	3	4074,63
2010	50053	Boquiñeni	9	21251,89
2010	50054	Bordalba	1	755,37
2010	50055	Borja	75	188031,07
2010	50056	Botorrita	3	7371,22
2010	50057	Brea de Aragón	4	11685,64
2010	50058	Bubierca	1	784,06
2010	50059	Bujaraloz	19	23029,34
2010	50060	Bulbuente	6	9906,21
2010	50061	Bureta	6	10429,56
2010	50062	Burgo de Ebro (El)	11	31368,62
2010	50063	Buste (El)	1	1846,32
2010	50064	Cabañas de Ebro	13	11569,32
2010	50065	Cabolafuente	1	468,52
2010	50066	Cadrete	12	37907,16
2010	50067	Calatayud	65	209715,95
2010	50068	Calatorao	10	22474,23
2010	50069	Calcena	0	308
2010	50070	Calmarza	1	717,12
2010	50071	Campillo de Aragón	2	1510,74
2010	50072	Carenas	3	1941,02
2010	50073	Cariñena	14	53210,26
2010	50074	Caspe	24	114583
2010	50075	Castejón de Alarba	1	1023,1
2010	50076	Castejón de las Armas	1	1118,71
2010	50077	Castejón de Valdejasa	1	2897,8
2010	50078	Castiliscar	1	3327,47
2010	50079	Cervera de la Cañada	2	3078,86
2010	50080	Cerveruela	1	452,37
2010	50081	Cetina	2	6855,71
2010	50082	Cimballa	2	1176,08
2010	50083	Cinco Olivas	1	1474,58
2010	50084	Clarés de Ribota	1	889,23
2010	50085	Codo	1	1570,47
2010	50086	Codos	2	2486,03
2010	50087	Contamina	1	363,34
2010	50088	Cosuenda	3	5691,25
2010	50089	Cuarte de Huerva	39	104930,62
2010	50090	Cubel	1	2206,68
2010	50091	Cuerlas (Las)	1	750,27
2010	50092	Chiprana	2	3415,82
2010	50093	Chodes	1	1126,64
2010	50094	Daroca	8	25718,8
2010	50095	Ejea de los Caballeros	55	173178,41
2010	50096	Embid de Ariza	1	535,45
2010	50098	Encinacorba	2	3832,88
2010	50099	Épila	12	34318,57
2010	50100	Erla	1	4196,81
2010	50101	Escatrón	5	16847,22
2010	50102	Fabara	5	14428,88
2010	50104	Farlete	6	9493,01
2010	50105	Fayón	2	4970,6
2010	50106	Fayos (Los)	3	3241,32
2010	50107	Figueruelas	18	28011,02
2010	50108	Fombuena	1	562,7
2010	50109	Frago (El)	0	0
2010	50110	Frasno (El)	3	4580,04
2010	50111	Fréscano	5	8784,75
2010	50113	Fuendejalón	15	36223,08
2010	50114	Fuendetodos	4	1251,93
2010	50115	Fuentes de Ebro	54	0
2010	50116	Fuentes de Jiloca	2	2696,39
2010	50117	Gallocanta	1	1688,11
2010	50118	Gallur	45	62739,72
2010	50119	Gelsa	7	17759,84
2010	50120	Godojos	1	497,21
2010	50121	Gotor	0	0
2010	50122	Grisel	1	1723,23
2010	50123	Grisén	5	11382,72
2010	50124	Herrera de los Navarros	2	6951,03
2010	50125	Ibdes	2	4876,45
2010	50126	Illueca	8	20827,17
2010	50128	Isuerre	0	0
2010	50129	Jaraba	3	3423,08
2010	50130	Jarque de Moncayo	1	3363,39
2010	50131	Jaulín	2	4163,37
2010	50132	Joyosa (La)	15	18701,66
2010	50133	Lagata	1	1014,88
2010	50134	Langa del Castillo	1	1677,07
2010	50135	Layana	0	0
2010	50136	Lécera	5	5422,56
2010	50137	Leciñena	10	28544,96
2010	50138	Lechón	1	595,8
2010	50139	Letux	2	3348,36
2010	50140	Litago	4	3692,64
2010	50141	Lituénigo	3	2400,22
2010	50142	Lobera de Onsella	0	0
2010	50143	Longares	5	13008,57
2010	50144	Longás	0	0
2010	50146	Lucena de Jalón	1	2348,38
2010	50147	Luceni	15	22827,64
2010	50148	Luesia	2	3767,14
2010	50149	Luesma	1	408,23
2010	50150	Lumpiaque	3	7681,62
2010	50151	Luna	2	8603,46
2010	50152	Maella	8	23875,38
2010	50153	Magallón	18	45718,09
2010	50154	Mainar	1	1864,64
2010	50155	Malanquilla	1	1176,08
2010	50156	Maleján	5	12336,03
2010	50157	Malón	9	7898,15
2010	50159	Maluenda	3	10517,83
2010	50160	Mallén	51	139471,95
2010	50161	Manchones	1	1401,24
2010	50162	Mara	2	1950,58
2010	50163	María de Huerva	18	60662,38
2010	50164	Mediana de Aragón	2	6716
2010	50165	Mequinenza	11	36714,02
2010	50166	Mesones de Isuela	0	1958,9
2010	50167	Mezalocha	2	3440,88
2010	50168	Mianos	1	2040,35
2010	50169	Miedes de Aragón	2	4503,54
2010	50170	Monegrillo	9	10877,41
2010	50171	Moneva	2	948,21
2010	50172	Monreal de Ariza	2	1883,65
2010	50173	Monterde	2	1893,21
2010	50174	Montón	2	1233,45
2010	50175	Morata de Jalón	7	9949,53
2010	50176	Morata de Jiloca	2	2925,87
2010	50177	Morés	3	4235,82
2010	50178	Moros	2	4599,16
2010	50179	Moyuela	2	2074,2
2010	50180	Mozota	2	1610,75
2010	50181	Muel	9	20151,66
2010	50182	Muela (La)	40	74990
2010	50183	Munébrega	3	4484,42
2010	50184	Murero	1	1688,11
2010	50185	Murillo de Gállego	3	3577,82
2010	50186	Navardún	0	0
2010	50187	Nigüella	1	803,18
2010	50188	Nombrevilla	1	397,2
2010	50189	Nonaspe	4	12756,31
2010	50190	Novallas	14	18278,57
2010	50191	Novillas	12	23887,05
2010	50192	Nuévalos	3	3451,76
2010	50193	Nuez de Ebro	10	10080,6
2010	50194	Olvés	1	1137,84
2010	50195	Orcajo	1	375,13
2010	50196	Orera	1	1204,77
2010	50197	Orés	0	0
2010	50198	Oseja	0	314,16
2010	50199	Osera de Ebro	3	6077,62
2010	50200	Paniza	2	11179,24
2010	50201	Paracuellos de Jiloca	2	5297,16
2010	50202	Paracuellos de la Ribera	1	1902,77
2010	50203	Pastriz	9	18512,14
2010	50204	Pedrola	63	76029,92
2010	50205	Pedrosas (Las)	0	0
2010	50206	Perdiguera	9	14547,16
2010	50207	Piedratajada	0	0
2010	50208	Pina de Ebro	12	37620,15
2010	50209	Pinseque	30	70970,94
2010	50210	Pintanos (Los)	0	0
2010	50211	Plasencia de Jalón	1	2955,6
2010	50212	Pleitas	1	1057,41
2010	50213	Plenas	1	925,98
2010	50214	Pomer	0	234,08
2010	50215	Pozuel de Ariza	1	210,36
2010	50216	Pozuelo de Aragón	6	12747,24
2010	50217	Pradilla de Ebro	6	13228
2010	50218	Puebla de Albortón	1	955,62
2010	50219	Puebla de Alfindén (La)	13	66933,61
2010	50220	Puendeluna	0	0
2010	50221	Purujosa	0	295,68
2010	50222	Quinto	9	30536,49
2010	50223	Remolinos	13	24714,39
2010	50224	Retascón	1	926,8
2010	50225	Ricla	6	25378,62
2010	50227	Romanos	1	1257,8
2010	50228	Rueda de Jalón	1	2582,49
2010	50229	Ruesca	1	764,93
2010	50230	Sádaba	154	16647,35
2010	50231	Salillas de Jalón	1	2714,17
2010	50232	Salvatierra de Esca	1	10822,71
2010	50233	Samper del Salz	15	911,17
2010	50234	San Martín de la Virgen de Moncayo	2	6154,4
2010	50235	San Mateo de Gállego	0	52727,16
2010	50236	Santa Cruz de Grío	8	1331,48
2010	50237	Santa Cruz de Moncayo	5	2687,42
2010	50238	Santa Eulalia de Gállego	8	2580,37
2010	50239	Santed	3	673,04
2010	50240	Sástago	13	16151,89
2010	50241	Saviñán	7	7697,14
2010	50242	Sediles	1	1042,22
2010	50243	Sestrica	1	2500,99
2010	50244	Sierra de Luna	0	0
2010	50245	Sigüés	4	6076,68
2010	50246	Sisamón	1	487,64
2010	50247	Sobradiel	8	20049,34
2010	50248	Sos del Rey Católico	2	6894,76
2010	50249	Tabuenca	5	15363,97
2010	50250	Talamantes	2	2317,68
2010	50251	Tarazona	48	197180
2010	50252	Tauste	22	77041,46
2010	50253	Terrer	2	5029,43
2010	50254	Tierga	0	0
2010	50255	Tobed	2	2275,68
2010	50256	Torralba de los Frailes	1	1092,3
2010	50257	Torralba de Ribota	2	1912,33
2010	50258	Torralbilla	1	728,2
2010	50259	Torrehermosa	1	831,86
2010	50260	Torrelapaja	1	401,59
2010	50261	Torrellas	8	6174,91
2010	50262	Torres de Berrellén	23	31577,2
2010	50263	Torrijo de la Cañada	2	2725,07
2010	50264	Tosos	2	3542,51
2010	50265	Trasmoz	1	1682,2
2010	50266	Trasobares	0	973,29
2010	50267	Uncastillo	2	8003,92
2010	50268	Undués de Lerda	0	0
2010	50269	Urrea de Jalón	1	3094,6
2010	50270	Urriés	0	0
2010	50271	Used	2	3773,41
2010	50272	Utebo	49	241298,12
2010	50273	Valdehorna	1	419,27
2010	50274	Val de San Martín	1	937,84
2010	50275	Valmadrid	2	755,6
2010	50276	Valpalmas	0	0
2010	50277	Valtorres	1	1090,03
2010	50278	Velilla de Ebro	3	3261,56
2010	50279	Velilla de Jiloca	1	994,41
2010	50280	Vera de Moncayo	12	8718,73
2010	50281	Vierlas	2	1948,89
2010	50282	Vilueña (La)	1	1051,78
2010	50283	Villadoz	1	970,94
2010	50284	Villafeliche	2	1768,91
2010	50285	Villafranca de Ebro	3	10333,28
2010	50286	Villalba de Perejil	1	1061,34
2010	50287	Villalengua	2	3700,36
2010	50288	Villanueva de Gállego	26	74561,01
2010	50289	Villanueva de Jiloca	1	816,47
2010	50290	Villanueva de Huerva	5	8536,87
2010	50291	Villar de los Navarros	1	1335,04
2010	50292	Villarreal de Huerva	1	2228,74
2010	50293	Villarroya de la Sierra	3	5593,57
2010	50294	Villarroya del Campo	1	816,47
2010	50295	Vistabella	0	0
2010	50296	Zaida (La)	4	7735,53
2010	50297	Zaragoza	1646	18699270
2010	50298	Zuera	49	130144,44
2010	50901	Biel	0	0
2010	50902	Marracos	0	0
2010	50903	Villamayor de Gállego	14	47107,55
2011	22001	Abiego	0	0
2011	22002	Abizanda	2	3543,09
2011	22003	Adahuesca	0	0
2011	22004	Agüero	2	3591,62
2011	22006	Aísa	17	14383,25
2011	22007	Albalate de Cinca	2	15823,65
2011	22008	Albalatillo	5	5436,34
2011	22009	Albelda	3	17950,51
2011	22011	Albero Alto	1	2890,82
2011	22012	Albero Bajo	3	2147,69
2011	22013	Alberuela de Tubo	9	7941,99
2011	22014	Alcalá de Gurrea	4	6088,23
2011	22015	Alcalá del Obispo	3	10752,96
2011	22016	Alcampell	3	16572,96
2011	22017	Alcolea de Cinca	2	14889,84
2011	22018	Alcubierre	5	9686,98
2011	22019	Alerre	2	4883,73
2011	22020	Alfántega	1	1598,99
2011	22021	Almudévar	16	55932,9
2011	22022	Almunia de San Juan	1	8493,86
2011	22023	Almuniente	11	12505,83
2011	22024	Alquézar	0	0
2011	22025	Altorricón	5	31916,73
2011	22027	Angüés	3	9395,15
2011	22028	Ansó	10	19508,77
2011	22029	Antillón	1	3285,02
2011	22032	Aragüés del Puerto	2	5085,79
2011	22035	Arén	16	9578,79
2011	22036	Argavieso	1	2606,11
2011	22037	Arguis	2	2584,21
2011	22039	Ayerbe	7	24506,23
2011	22040	Azanuy-Alins	2	3687,59
2011	22041	Azara	0	0
2011	22042	Azlor	0	0
2011	22043	Baells	2	2543,17
2011	22044	Bailo	7	11760,89
2011	22045	Baldellou	1	2479,59
2011	22046	Ballobar	7	12141,98
2011	22047	Banastás	2	5913,03
2011	22048	Barbastro	37	274090,59
2011	22049	Barbués	2	2192,44
2011	22050	Barbuñales	0	0
2011	22051	Bárcabo	4	3462,56
2011	22052	Belver de Cinca	5	16857,68
2011	22053	Benabarre	25	31058,51
2011	22054	Benasque	0	0
2011	22055	Berbegal	2	7076,93
2011	22057	Bielsa	4	13716,05
2011	22058	Bierge	0	0
2011	22059	Biescas	43	64923,28
2011	22060	Binaced	3	19111,18
2011	22061	Binéfar	40	199363,01
2011	22062	Bisaurri	6	5488,68
2011	22063	Biscarrués	1	4993,23
2011	22064	Blecua y Torres	2	4555,22
2011	22066	Boltaña	8	28210,5
2011	22067	Bonansa	2	2691,56
2011	22068	Borau	1	3218,35
2011	22069	Broto	5	14548,14
