Año	Municipio código	Municipio nombre	Total ingresos	Impuestos directos	Impuestos indirectos	Tasas y otros ingresos	Transferencias corrientes	Ingresos patrimoniales	Enajenación inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Tipo de presupuesto	Estado de la información
2007	50171	Moneva											Presupuestos	Sin información
2007	50172	Monreal de Ariza											Presupuestos	Sin información
2007	50173	Monterde	925135	37540	0	91517	109860	31825	0	524143	250	130000	Presupuestos	Consolidada
2007	50174	Montón	371659,28	14560	0	28000	40120,28	4059	0	284920	0	0	Presupuestos	Consolidada
2007	50175	Morata de Jalón	2314332	479000	50666	323124	292630	16500	6	1152406	0	0	Presupuestos	Consolidada
2007	50176	Morata de Jiloca											Presupuestos	Sin información
2007	50177	Morés											Presupuestos	Sin información
2007	50178	Moros											Presupuestos	Sin información
2007	50179	Moyuela	342550	37268,13	0	65123,11	86699,93	13316,83	0	140142	0	0	Presupuestos	Consolidada
2007	50180	Mozota	429000	25500	12000	24700	36300	16600	0	313900	0	0	Presupuestos	Consolidada
2007	50181	Muel	5460120,07	408280,07	150000	4191860	341680	110300	30000	228000	0	0	Presupuestos	Consolidada
2007	50182	Muela (La)	25104924,97	1580526,71	4164078,67	17965019,11	730823,93	508297,29	0	156179,26	0	0	Presupuestos	Consolidada
2007	50183	Munébrega	750000	54000	20000	50200	292000	9500	0	324300	0	0	Presupuestos	Consolidada
2007	50184	Murero	347600	18110	1000	32100	45643	5017	0	239730	0	6000	Presupuestos	Consolidada
2007	50185	Murillo de Gállego											Presupuestos	Sin información
2007	50186	Navardún	183139,94	10250	4500	4375	27435,88	7986,7	0	128592,36	0	0	Presupuestos	Consolidada
2007	50187	Nigüella	246500	9700	0	14600	32000	25510	0	150000	0	14690	Presupuestos	Consolidada
2007	50188	Nombrevilla	215554	8153	0	42308	22790	7303	0	135000	0	0	Presupuestos	Consolidada
2007	50189	Nonaspe	1530800	184000	0	240293	290916,49	12250,48	6000	705790,03	0	91550	Presupuestos	Consolidada
2007	50190	Novallas	2996159,78	124500	26000	188209,78	305750	30600	607000	1697000	6000	11100	Presupuestos	Consolidada
2007	50191	Novillas	533842,02	138850	5000	56027	161455	29108	0	142200	0	1202,02	Presupuestos	Consolidada
2007	50192	Nuévalos	1158345	92210	48600	65842	120190	9620	187083	389610	190	245000	Presupuestos	Consolidada
2007	50193	Nuez de Ebro	1829136	169500	136605	486015	144801	15715	829500	47000	0	0	Presupuestos	Consolidada
2007	50194	Olvés											Presupuestos	Sin información
2007	50195	Orcajo											Presupuestos	Sin información
2007	50196	Orera	233308	45250	0	13000	37840	15768	0	121450	0	0	Presupuestos	Consolidada
2007	50197	Orés	214100	18000	6000	25300	105300	15800	0	43700	0	0	Presupuestos	Consolidada
2007	50198	Oseja	76751	1730	0	5110	8211	600	0	61100	0	0	Presupuestos	Consolidada
2007	50199	Osera de Ebro	1973424,45	135500	349882,29	599700	95000	40000	15000	267842,16	0	470500	Presupuestos	Consolidada
2007	50200	Paniza	887844,86	109600	12500	209716	186500	17515	31513,86	292000	0	28500	Presupuestos	Consolidada
2007	50201	Paracuellos de Jiloca											Presupuestos	Sin información
2007	50202	Paracuellos de la Ribera	380853	31461	0	78180	112486	5711	0	138015	0	15000	Presupuestos	Consolidada
2007	50203	Pastriz	1733351,36	286486,57	135000	80300,51	321959,22	65600	0	840000	0	4005,06	Presupuestos	Consolidada
2007	50204	Pedrola	5507860,49	1466000	170000	1845509,81	615881,65	43101	64341,05	519694,56	783329,42	3	Presupuestos	Consolidada
2007	50205	Pedrosas (Las)	423000	31150	25000	23560	66000	4000	0	213290	0	60000	Presupuestos	Consolidada
2007	50206	Perdiguera	4077200	200000	0	221400	175900	138100	3188100	153700	0	0	Presupuestos	Consolidada
2007	50207	Piedratajada	515289,6	31100	0	68100	93000	63200	0	259889,6	0	0	Presupuestos	Consolidada
2007	50208	Pina de Ebro	4361050,97	462450,57	101753,84	716248,27	553333,22	180695,08	800333,1	1542425,89	3811	0	Presupuestos	Consolidada
2007	50209	Pinseque	4030000	737373	600000	573988	561615	30000	1192411	334613	0	0	Presupuestos	Consolidada
2007	50210	Pintanos (Los)	299557,6	10200	0	2350	45307,6	62700	0	179000	0	0	Presupuestos	Consolidada
2007	50211	Plasencia de Jalón	540725,63	122678,72	0	51398,46	156547,55	19459,45	0	175641,45	0	15000	Presupuestos	Consolidada
2007	50212	Pleitas	200900	9000	0	41500	42000	1100	20000	42000	0	45300	Presupuestos	Consolidada
2007	50213	Plenas											Presupuestos	Sin información
2007	50214	Pomer											Presupuestos	Sin información
2007	50215	Pozuel de Ariza											Presupuestos	Sin información
2007	50216	Pozuelo de Aragón	414009,7	40500	3000	36680	107950	28879,7	0	197000	0	0	Presupuestos	Consolidada
2007	50217	Pradilla de Ebro	1472299	123500	10000	98520	129000	105900	0	805379	0	200000	Presupuestos	Consolidada
2007	50218	Puebla de Albortón	327600	19300	200	20300	38500	41800	33500	174000	0	0	Presupuestos	Consolidada
2007	50219	Puebla de Alfindén (La)	7320000	1372736,8	600000	1258250,96	535600	40670	3437742,24	75000	0	0	Presupuestos	Consolidada
2007	50220	Puendeluna	216500	12000	0	33300	40346,65	9100	0	121753,35	0	0	Presupuestos	Consolidada
2007	50221	Purujosa	192000	2500	0	8500	46000	25000	0	110000	0	0	Presupuestos	Consolidada
2007	50222	Quinto	1959740	317700	72000	355560	462000	249280	86000	297200	0	120000	Presupuestos	Consolidada
2007	50223	Remolinos	1146474	173150	56750	210624	289235	98315	29811	288589	0	0	Presupuestos	Consolidada
2007	50224	Retascón	228955	7672	0	18948	12981	7303	0	182051	0	0	Presupuestos	Consolidada
2007	50225	Ricla	2500107,15	335128	0	220987,22	509253,29	142119,05	41126	319489,82	0	932003,77	Presupuestos	Consolidada
2007	50227	Romanos	426715	8809	0	87693	67990	24213	0	238010	0	0	Presupuestos	Consolidada
2007	50228	Rueda de Jalón	396267,73	126807,89	24490	35030,05	136629,24	52310,55	0	21000	0	0	Presupuestos	Consolidada
2007	50229	Ruesca	179100	9900	400	11100	33700	2200	0	121800	0	0	Presupuestos	Consolidada
2007	50230	Sádaba	2418000	401000	50000	363300	928250	91140	3050	397260	0	184000	Presupuestos	Consolidada
2007	50231	Salillas de Jalón	470842	41000	18485	34310	101186	7900	60000	207961	0	0	Presupuestos	Consolidada
2007	50232	Salvatierra de Esca	464420	28000	10000	14905	74000	58950	1000	261065	0	16500	Presupuestos	Consolidada
2007	50233	Samper del Salz											Presupuestos	Sin información
2007	50234	San Martín de la Virgen de Moncayo											Presupuestos	Sin información
2007	50235	San Mateo de Gállego	13177098,77	622802,17	1400000	795950	549600	662746,6	2180000	6966000	0	0	Presupuestos	Consolidada
2007	50236	Santa Cruz de Grío	394984	22892	2505	64000	177816	14733	0	113038	0	0	Presupuestos	Consolidada
2007	50237	Santa Cruz de Moncayo	273600	11500	3000	19000	69700	6100	0	164300	0	0	Presupuestos	Consolidada
2007	50238	Santa Eulalia de Gállego											Presupuestos	Sin información
2007	50239	Santed											Presupuestos	Sin información
2007	50240	Sástago	1289156,74	249557,6	15763,41	106880,19	220981,38	40941,4	158871,55	208161,2	0	288000,01	Presupuestos	Consolidada
2007	50241	Saviñán	787901,96	169651,96	16000	70600	222650	38000	0	211000	0	60000	Presupuestos	Consolidada
2007	50242	Sediles	403284	14789,6	4474,4	24666,88	118277,6	17237,92	0	223540,8	296,8	0	Presupuestos	Consolidada
2007	50243	Sestrica											Presupuestos	Sin información
2007	50244	Sierra de Luna	831600	100000	30000	71600	101000	43000	50000	370000	0	66000	Presupuestos	Consolidada
2007	50245	Sigüés	573312,97	25900	0	169043,31	56135,21	105324,57	0	212507,99	0	4401,89	Presupuestos	Consolidada
2007	50246	Sisamón											Presupuestos	Sin información
2007	50247	Sobradiel	1523275,34	138505,32	123000	234159,8	191001,31	47980,11	404787,24	383841,56	0	0	Presupuestos	Consolidada
2007	50248	Sos del Rey Católico	1106791,49	153000	140000	72936	558253,78	182601,71	0	0	0	0	Presupuestos	Consolidada
2007	50249	Tabuenca	586580,66	54300	3000	123900	124535,26	27845,4	0	245000	0	8000	Presupuestos	Consolidada
2007	50250	Talamantes	278954,37	7250	0	9600	80367,99	24450	0	157286,38	0	0	Presupuestos	Consolidada
2007	50251	Tarazona	14290575,4	2351410	464179,8	2219655,77	3395798,87	868863,05	1316896,52	2575624,22	0	1098147,17	Presupuestos	Consolidada
2007	50252	Tauste	5720937,89	1731526,81	200000	880219,53	1836932,7	1019258,85	0	50000	3000	0	Presupuestos	Consolidada
2007	50253	Terrer	537460,71	125500	25050	42200	102223,58	6500	0	155252	0	80735,13	Presupuestos	Consolidada
2007	50254	Tierga	386475	37850	0	39390	131444	34834	0	112957	0	30000	Presupuestos	Consolidada
2007	50255	Tobed	1061100	35192	207	39116	189769	14367	0	782449	0	0	Presupuestos	Consolidada
2007	50256	Torralba de los Frailes											Presupuestos	Sin información
2007	50257	Torralba de Ribota	409626,51	26200	0	34000	71821,6	9623,2	4500	263481,71	0	0	Presupuestos	Consolidada
2007	50258	Torralbilla	247391,04	7600	0	6561,6	43830,49	15301,45	0	174097,5	0	0	Presupuestos	Consolidada
2007	50259	Torrehermosa											Presupuestos	Sin información
2007	50260	Torrelapaja											Presupuestos	Sin información
2007	50261	Torrellas	925850	51500	45000	62200	157800	12950	0	582370	0	14030	Presupuestos	Consolidada
2007	50262	Torres de Berrellén	1699516,76	247000	80000	371093,11	320360,76	7515,49	150000	523547,4	0	0	Presupuestos	Consolidada
2007	50263	Torrijo de la Cañada	673217,19	52186,16	12000	96017,92	99375,93	34492,68	35402,51	343741,99	0	0	Presupuestos	Consolidada
2007	50264	Tosos	281832,2	38800	4000	43407	62550	7600	0	119475,2	0	6000	Presupuestos	Consolidada
2007	50265	Trasmoz											Presupuestos	Sin información
2007	50266	Trasobares	182490	10250	0	16059,68	28900	20090	0	107190,32	0	0	Presupuestos	Consolidada
2007	50267	Uncastillo											Presupuestos	Sin información
2007	50268	Undués de Lerda	248377,26	7600	25000	8100	30532,26	40850	0	136295	0	0	Presupuestos	Consolidada
2007	50269	Urrea de Jalón	427927,09	75664,94	28785,62	39901,02	198256,25	4927,5	0	80391,76	0	0	Presupuestos	Consolidada
2007	50270	Urriés	256224,29	5750	32000	2200	24474,29	13800	0	178000	0	0	Presupuestos	Consolidada
2007	50271	Used											Presupuestos	Sin información
2007	50272	Utebo	15753733,86	4453134,95	1050000	4773623,62	3268805,06	173400,23	0	286000	13000	1735770	Presupuestos	Consolidada
2007	50273	Valdehorna											Presupuestos	Sin información
2007	50274	Val de San Martín	217368	4813	0	41404	53857	15228	0	102066	0	0	Presupuestos	Consolidada
2007	50275	Valmadrid	478000	10000	0	12800	30420	38380	0	366400	0	20000	Presupuestos	Consolidada
2007	50276	Valpalmas	468800	42400	3000	57500	56200	34500	0	275200	0	0	Presupuestos	Consolidada
2007	50277	Valtorres											Presupuestos	Sin información
2007	50278	Velilla de Ebro	466220	69500	4000	66852,48	78580	101026	3700	142561,52	0	0	Presupuestos	Consolidada
2007	50279	Velilla de Jiloca											Presupuestos	Sin información
2007	50280	Vera de Moncayo	768750	67000	40000	99550	112700	29500	0	420000	0	0	Presupuestos	Consolidada
2007	50281	Vierlas	468550	14000	1000	10350	59300	2900	0	381000	0	0	Presupuestos	Consolidada
2007	50282	Vilueña (La)											Presupuestos	Sin información
2007	50283	Villadoz	211650	10200	0	16797,35	45015	9100	0	130537,65	0	0	Presupuestos	Consolidada
2007	50284	Villafeliche	350631,8	47641,05	0	46200	82971,25	8400	0	165419,5	0	0	Presupuestos	Consolidada
2007	50285	Villafranca de Ebro	1099200	154200	160000	70200	146200	42200	286000	239400	0	1000	Presupuestos	Consolidada
2007	50286	Villalba de Perejil											Presupuestos	Sin información
2007	50287	Villalengua	640655,45	45688,45	3000	50071	88036	15860	4000	405500	0	28500	Presupuestos	Consolidada
2007	50288	Villanueva de Gállego	8218884,34	940000	1436500	1147233,9	798726,41	3442424,03	450000	4000	0	0	Presupuestos	Consolidada
2007	50289	Villanueva de Jiloca											Presupuestos	Sin información
2007	50290	Villanueva de Huerva	489183,8	95000	5500	78780	123290	87300	0	98313,8	0	1000	Presupuestos	Consolidada
2007	50291	Villar de los Navarros											Presupuestos	Sin información
2007	50292	Villarreal de Huerva	352750	58100	0	25260	103260	41450	0	124680	0	0	Presupuestos	Consolidada
2007	50293	Villarroya de la Sierra	964356	77342,97	6000	126403	275932,14	11983,72	0	466694,17	0	0	Presupuestos	Consolidada
2007	50294	Villarroya del Campo	161650	11804	0	10200	37396	1850	0	100400	0	0	Presupuestos	Consolidada
2007	50295	Vistabella	138360	11300	0	10000	46500	3160	0	67400	0	0	Presupuestos	Consolidada
2007	50296	Zaida (La)	1041481,81	136009,25	15000	225379,2	224807,98	43400	12	390873,38	0	6000	Presupuestos	Consolidada
2007	50297	Zaragoza	735273680	202904610	37641430	138271200	212285740	3371320	46332400	4640000	7296980	82530000	Presupuestos	Consolidada
2007	50298	Zuera	19182682	1876077,51	1000000	8912005,99	2067189,95	676478,48	3388733	1262197,07	0	0	Presupuestos	Consolidada
2007	50901	Biel	254269	32500	5000	16220	69676	44008	0	86865	0	0	Presupuestos	Clasificación Económica de la Administración General
2007	50902	Marracos	285963,36	28000	0	42060,48	46694,84	50300	0	118908,04	0	0	Presupuestos	Consolidada
2007	50903	Villamayor de Gállego	2823893	690357	720000	288300	484136	130100	390000	121000	0	0	Presupuestos	Consolidada
2008	22001	Abiego											Presupuestos	Sin información
2008	22002	Abizanda	601790	151200	1500	42890	110820	61880	0	233500	0	0	Presupuestos	Consolidada
2008	22003	Adahuesca											Presupuestos	Sin información
2008	22004	Agüero											Presupuestos	Sin información
2008	22006	Aísa	1240000	545827,98	35000	119430,07	187744,19	42187,76	0	164810	0	145000	Presupuestos	Consolidada
2008	22007	Albalate de Cinca	1013525,15	202160,31	21065	133700	309292,54	1600	0	305707,3	0	40000	Presupuestos	Consolidada
2008	22008	Albalatillo	243245	35810	3000	24865	52840	230	0	126500	0	0	Presupuestos	Consolidada
2008	22009	Albelda	801600	180260	48000	179734	271060,81	16600	0	105945,19	0	0	Presupuestos	Consolidada
2008	22011	Albero Alto	297903,97	21218,43	2000	20795	53122,18	7976,03	0	192792,33	0	0	Presupuestos	Consolidada
2008	22012	Albero Bajo	154450	35200	9000	12480	36630	7200	11880	42060	0	0	Presupuestos	Consolidada
2008	22013	Alberuela de Tubo	463298	59828	950	140330	120540	9650	0	132000	0	0	Presupuestos	Consolidada
2008	22014	Alcalá de Gurrea	661770	458500	4180	51460	84450	7480	0	55700	0	0	Presupuestos	Consolidada
2008	22015	Alcalá del Obispo	353790	80180	2300	20330	122891	1740	349	126000	0	0	Presupuestos	Consolidada
2008	22016	Alcampell											Presupuestos	Sin información
2008	22017	Alcolea de Cinca	1876148,27	302381,96	39100	153880,71	287945,12	20600	0	810900	0	261340,48	Presupuestos	Consolidada
2008	22018	Alcubierre	403650,25	94177,25	8000	125759	132001	28000	2	15709	0	2	Presupuestos	Consolidada
2008	22019	Alerre	259498,75	38809,78	12990,05	28585,36	77792,82	320,74	0	101000	0	0	Presupuestos	Consolidada
2008	22020	Alfántega	242265	29514	5000	17850	43584,68	11100	0	135216,32	0	0	Presupuestos	Consolidada
2008	22021	Almudévar											Presupuestos	Sin información
2008	22022	Almunia de San Juan											Presupuestos	Sin información
2008	22023	Almuniente											Presupuestos	Sin información
2008	22024	Alquézar											Presupuestos	Sin información
2008	22025	Altorricón	1259342	318400	107000	213500	269442	0	30000	321000	0	0	Presupuestos	Consolidada
2008	22027	Angüés	499150,76	73000	0	122040,22	109010,54	7400	0	67700	0	120000	Presupuestos	Consolidada
2008	22028	Ansó	697820	72100	30000	16820	278300	118600	0	182000	0	0	Presupuestos	Consolidada
2008	22029	Antillón	278633,88	22415,88	0	20212	57856	22850	0	109300	0	46000	Presupuestos	Consolidada
2008	22032	Aragüés del Puerto	254837	35000	12000	24100	70353	16867	0	96517	0	0	Presupuestos	Consolidada
2008	22035	Arén											Presupuestos	Sin información
2008	22036	Argavieso	163000	13492	20900	5329	40315	7404	0	75560	0	0	Presupuestos	Consolidada
2008	22037	Arguis	173100	39000	12000	7500	43000	46600	0	25000	0	0	Presupuestos	Consolidada
2008	22039	Ayerbe	1956758	218000	85400	185760	467222,93	8000	0	809000	0	183375,07	Presupuestos	Consolidada
2008	22040	Azanuy-Alins											Presupuestos	Sin información
2008	22041	Azara	281450	24700	10000	18300	79604	15639	0	133207	0	0	Presupuestos	Consolidada
2008	22042	Azlor	204299	13550	6233	16700	65176	5200	0	97440	0	0	Presupuestos	Consolidada
2008	22043	Baells											Presupuestos	Sin información
2008	22044	Bailo											Presupuestos	Sin información
2008	22045	Baldellou											Presupuestos	Sin información
2008	22046	Ballobar											Presupuestos	Sin información
2008	22047	Banastás	630532,46	41810,48	17510	11484,5	71321,73	405,75	330000	158000	0	0	Presupuestos	Consolidada
2008	22048	Barbastro	16849147,69	4830623,82	892855,04	3673852	3997932,16	102938,57	608500	1773090,37	0	969355,73	Presupuestos	Consolidada
2008	22049	Barbués											Presupuestos	Sin información
2008	22050	Barbuñales	119193,07	16610	500	12252,02	30881,05	2950	0	56000	0	0	Presupuestos	Consolidada
2008	22051	Bárcabo	296436,26	21800	4000	16224,54	63952,21	6710	0	183739,51	0	10	Presupuestos	Consolidada
2008	22052	Belver de Cinca											Presupuestos	Sin información
2008	22053	Benabarre	3153958,48	240000	95000	983300	492168,8	14275	306125,52	915589,16	0	107500	Presupuestos	Consolidada
2008	22054	Benasque	4269300	1157700	300000	488600	651300	539700	0	713800	0	418200	Presupuestos	Consolidada
2008	22055	Berbegal	465277,1	78800,82	12300	70134,24	157225,75	42510	0	104306,29	0	0	Presupuestos	Consolidada
2008	22057	Bielsa											Presupuestos	Sin información
2008	22058	Bierge	813977	59529	49903	129550	85570	28800	0	348625	0	112000	Presupuestos	Consolidada
2008	22059	Biescas	3706800	978000	140000	1626642	681438	20710	10	60000	0	200000	Presupuestos	Consolidada
2008	22060	Binaced	1222877,89	395587,15	35000	148372,9	348734,18	20750	11500	82800	0	180133,66	Presupuestos	Consolidada
2008	22061	Binéfar	10095703,33	2259000	480000	1619200	2016108	25000	1004108,93	2273286,4	0	419000	Presupuestos	Consolidada
2008	22062	Bisaurri	425393,9	60255,33	51450	10732,92	86493,96	5565	0	139848,03	71048,66	0	Presupuestos	Consolidada
2008	22063	Biscarrués	192600	50800	2000	31280,1	58103	2429,9	1	47985	0	1	Presupuestos	Consolidada
2008	22064	Blecua y Torres	381055,43	38620	0	32803,13	67662,3	15470	0	154183	0	72317	Presupuestos	Consolidada
2008	22066	Boltaña	1867655,59	250000	170000	362787,18	392655,25	7860,1	220771,02	463515,93	0	66,11	Presupuestos	Consolidada
2008	22067	Bonansa											Presupuestos	Sin información
2008	22068	Borau	140866,26	12291	6120	25798	33224,43	26379,84	0	37052,99	0	0	Presupuestos	Consolidada
2008	22069	Broto	1539189,05	106300	45000	91800	180562,38	101000	0	514526,67	0	500000	Presupuestos	Consolidada
2008	22072	Caldearenas											Presupuestos	Sin información
2008	22074	Campo											Presupuestos	Sin información
2008	22075	Camporrells											Presupuestos	Sin información
2008	22076	Canal de Berdún	635090	80000	5000	44000	196490	147200	0	160600	0	1800	Presupuestos	Consolidada
2008	22077	Candasnos											Presupuestos	Sin información
2008	22078	Canfranc	2283000	524400	367000	370700	364000	118790	100	538000	0	10	Presupuestos	Consolidada
2008	22079	Capdesaso	584770,01	31922,14	0	24135,92	44176,98	123475,97	32175,22	78883,78	0	250000	Presupuestos	Consolidada
2008	22080	Capella	313000	58100	400	72468	126720	400	0	54912	0	0	Presupuestos	Consolidada
2008	22081	Casbas de Huesca	391951,52	58700	0	83639	119878,56	9500	0	120233,96	0	0	Presupuestos	Consolidada
2008	22082	Castejón del Puente	655674,42	154742,05	9376,85	52874,93	147541,93	42522,44	1266,27	247349,95	0	0	Presupuestos	Consolidada
2008	22083	Castejón de Monegros	991185,07	117500	25000	138600,85	270924,28	58857	0	307808,56	0	72494,38	Presupuestos	Consolidada
2008	22084	Castejón de Sos	2382077	205000	419277	773948	427451	91352	0	465049	0	0	Presupuestos	Consolidada
2008	22085	Castelflorite	230553	34004	0	20600	46499	3900	0	125550	0	0	Presupuestos	Consolidada
2008	22086	Castiello de Jaca	496881,73	184550	72000	98692,5	73364,5	14850	0	53424,73	0	0	Presupuestos	Consolidada
2008	22087	Castigaleu	180000	12500	0	20680	55920	13600	0	77300	0	0	Presupuestos	Consolidada
2008	22088	Castillazuelo	393165,05	24775,37	0	45390,8	75195,18	9827,69	0	197976,01	0	40000	Presupuestos	Consolidada
2008	22089	Castillonroy											Presupuestos	Sin información
2008	22090	Colungo	437684,74	14464,5	4000	19120	57095,58	12240	0	250045,78	0	80718,88	Presupuestos	Consolidada
2008	22094	Chalamera											Presupuestos	Sin información
2008	22095	Chía											Presupuestos	Sin información
2008	22096	Chimillas											Presupuestos	Sin información
2008	22099	Esplús	636522	280392	15030	85985	208522	10593	0	36000	0	0	Presupuestos	Consolidada
2008	22102	Estada	287583,8	50400	6000	55100	71129,21	1380	0	103574,59	0	0	Presupuestos	Consolidada
2008	22103	Estadilla	2773468,39	193000	42000	418617,12	264053,55	979206,07	0	576714,75	0	299876,9	Presupuestos	Consolidada
2008	22105	Estopiñán del Castillo	429725,12	132500	13700	32275,12	105750	50000	0	95500	0	0	Presupuestos	Consolidada
2008	22106	Fago	69550	5600	2500	4550	44550	350	0	12000	0	0	Presupuestos	Consolidada
2008	22107	Fanlo	825000	15200	0	19410	72490	38200	0	679700	0	0	Presupuestos	Consolidada
2008	22109	Fiscal											Presupuestos	Sin información
2008	22110	Fonz											Presupuestos	Sin información
2008	22111	Foradada del Toscar	281289	33600	20000	19500	98572	3000	7000	99617	0	0	Presupuestos	Consolidada
2008	22112	Fraga	18815650	4140000	1000000	2562500	3123700	478450	3006550	3863350	0	641100	Presupuestos	Consolidada
2008	22113	Fueva (La)											Presupuestos	Sin información
2008	22114	Gistaín	294593,2	14740	0	89391,36	53591,58	38260	0	98610,26	0	0	Presupuestos	Consolidada
2008	22115	Grado (El)	1107900	353700	8000	160400	165800	11500	0	258500	0	150000	Presupuestos	Consolidada
2008	22116	Grañén	1635379,99	670100	135000	132428,11	467253	18420	0	89222,88	0	122956	Presupuestos	Consolidada
2008	22117	Graus	6597172	1053000	171000	1489112	1382249	41034	252000	1812165	0	396612	Presupuestos	Consolidada
2008	22119	Gurrea de Gállego	1928347,27	449500	101200	226700	545100	31150	0	574697,27	0	0	Presupuestos	Consolidada
2008	22122	Hoz de Jaca	366129	59500	100091	86218	50740	100	0	69480	0	0	Presupuestos	Consolidada
2008	22124	Huerto	394064,26	102018,07	3497,16	139255,56	75104,95	18673,66	1231,65	54283,21	0	0	Presupuestos	Consolidada
2008	22125	Huesca	69287656,64	18450912,5	3176862,67	10599073,34	12566272,79	512600	7238469,48	12295465,86	33000	4415000	Presupuestos	Consolidada
2008	22126	Ibieca											Presupuestos	Sin información
2008	22127	Igriés											Presupuestos	Sin información
2008	22128	Ilche	222053	75100	1350	5981,19	89021,81	15600	0	35000	0	0	Presupuestos	Consolidada
2008	22129	Isábena	392764,81	37008,08	31000	22499,39	120669,27	3450	0	178138,07	0	0	Presupuestos	Consolidada
2008	22130	Jaca	24496054	7421807	1000010	5363040	3757845	245595	1800000	3136131	0	1771626	Presupuestos	Consolidada
2008	22131	Jasa	357500	19900	38000	6550	59955	6411	0	186684	0	40000	Presupuestos	Consolidada
2008	22133	Labuerda											Presupuestos	Sin información
2008	22135	Laluenga	665672	70750	40000	70022	84000	11900	0	289000	0	100000	Presupuestos	Consolidada
2008	22136	Lalueza	1503427,18	307859,78	28300	310456,36	279700	14320	0	532794,15	0	29996,89	Presupuestos	Consolidada
2008	22137	Lanaja											Presupuestos	Sin información
2008	22139	Laperdiguera	300000	19700	8000	35290	40500	2000	0	194510	0	0	Presupuestos	Consolidada
2008	22141	Lascellas-Ponzano	967635,97	33950	20000	36700	50800	4102	0	822083,97	0	0	Presupuestos	Consolidada
2008	22142	Lascuarre	174000	27500	0	52780	55320	3400	0	35000	0	0	Presupuestos	Consolidada
2008	22143	Laspaúles	723600	55250	130000	203790	115817	4443	0	214300	0	0	Presupuestos	Consolidada
2008	22144	Laspuña	482300	72000	68670	70100	145000	43000	0	83530	0	0	Presupuestos	Consolidada
2008	22149	Loarre	341200	46976,62	20000	39290	128537,27	43746,11	0	62650	0	0	Presupuestos	Consolidada
2008	22150	Loporzano	1209000	112704,73	0	56247,66	219007,45	28691,88	0	768348,28	0	24000	Presupuestos	Consolidada
2008	22151	Loscorrales	117000	28530	0	2143	50890	5767	0	29670	0	0	Presupuestos	Consolidada
2008	22155	Monesma y Cajigar	104000	13700	0	5280	55920	4800	0	24300	0	0	Presupuestos	Consolidada
2008	22156	Monflorite-Lascasas	337320	56920	35000	35550	74900	200	100	134650	0	0	Presupuestos	Consolidada
2008	22157	Montanuy											Presupuestos	Sin información
2008	22158	Monzón	25152035,33	5277500	750000	3620447,7	5589909,4	81712,8	500000	2932465,43	0	6400000	Presupuestos	Consolidada
2008	22160	Naval	637400	152740	12000	60850	125610	7200	0	279000	0	0	Presupuestos	Consolidada
2008	22162	Novales	297876,07	34517,98	6601,01	23740,36	73686,3	22850	0	136480,42	0	0	Presupuestos	Consolidada
2008	22163	Nueno											Presupuestos	Sin información
2008	22164	Olvena	138232,98	9093,48	1020	10236,68	46161,88	7774,44	0	63946,5	0	0	Presupuestos	Consolidada
2008	22165	Ontiñena	381350,02	66000	0	80550	162590,02	34700	100	37410	0	0	Presupuestos	Consolidada
2008	22167	Osso de Cinca	758784,1	145000	8000	102400	258255,2	18976	0	226152,9	0	0	Presupuestos	Consolidada
2008	22168	Palo											Presupuestos	Sin información
2008	22170	Panticosa	4792484	505600	863135	1162235	353596	693106	0	214812	0	1000000	Presupuestos	Consolidada
2008	22172	Peñalba	684719,86	125200	18000	105873,63	170336,23	193100	0	72210	0	0	Presupuestos	Consolidada
2008	22173	Peñas de Riglos (Las)	278106,49	65800	15000	4550	105390,49	31650	0	55716	0	0	Presupuestos	Consolidada
2008	22174	Peralta de Alcofea	717114,56	162496,52	25836,83	124535,71	190974,54	10519,42	0	143751,54	0	59000	Presupuestos	Consolidada
2008	22175	Peralta de Calasanz	409774	56149	27557	52210	70531	16727	0	186600	0	0	Presupuestos	Consolidada
2008	22176	Peraltilla	299600	22600	0	20230	66775	13045	0	176950	0	0	Presupuestos	Consolidada
2008	22177	Perarrúa	601178,8	20700	45000	20200	40000	5400	2000	447878,8	0	20000	Presupuestos	Consolidada
2008	22178	Pertusa	176860	46825	4100	15860	38800	16630	0	54645	0	0	Presupuestos	Consolidada
2008	22181	Piracés	232725,2	22132,97	12000	9160,52	41434,9	7436,81	0	140560	0	0	Presupuestos	Consolidada
2008	22182	Plan											Presupuestos	Sin información
2008	22184	Poleñino	1068991	99300	8665,33	113775	158146,85	13698	95800	476319,84	0	103285,98	Presupuestos	Consolidada
2008	22186	Pozán de Vero	546405,56	28937,08	0	33304,73	91359,71	8274,3	0	364229,74	0	20300	Presupuestos	Consolidada
2008	22187	Puebla de Castro (La)	1702292,79	130675,35	25000	1263542,38	196075,48	105,06	0	85633,8	0	1260,72	Presupuestos	Consolidada
2008	22188	Puente de Montañana											Presupuestos	Sin información
2008	22189	Puértolas											Presupuestos	Sin información
2008	22190	Pueyo de Araguás (El)	284323,71	13291,45	16059,24	35741,39	54718,76	60079,94	0	104432,93	0	0	Presupuestos	Consolidada
2008	22193	Pueyo de Santa Cruz	263049	58738,78	6000	48505	92265,39	4100	0	53439,83	0	0	Presupuestos	Consolidada
