Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas mano obra familiar sólo trabajan en la explotación	Personas mano obra familiar trabajan también en otra activ. lucrativa	Personas mano obra familiar trabajan en otra actividad como principal	Personas mano obra familiar trabajan en otra actividad como secundaria	Personas mano obra familiar titulares que sólo trabajan en la explotación	Personas mano obra familiar titulares que trabajan también en otra activ. lucrativa	Personas mano obra familiar titulares que trabajan en otra actividad como principal	Personas mano obra familiar titulares que trabajan en otra actividad como secundaria	Personas mano obra familiar cónyuges que sólo trabajan en la explotación	Personas mano obra familiar cónyuges que trabajan también en otra activ. Lucrativa	Personas mano obra familiar cónyuges que trabajan en otra actividad como principal	Personas mano obra familiar cónyuges que trabajan en otra actividad como secundaria	Personas mano obra familiar otros, que sólo trabajan en la explotación	Personas mano obra familiar otros, que  trabajan también en otra activ. lucrativa	Personas mano obra familiar otros,  trabajan en otra actividad como principal	Personas mano obra familiar otros, que trabajan en otra actividad como secundaria	Personas mano obra familiar con <25% trabajando en explotación	Personas mano obra familiar con >24,99 y <50% trabajando en explotación	Personas mano obra familiar con >49,99 y <75% trabajando en explotación	Personas mano obra familiar con >74,99 y <100% trabajando en explotación	Personas mano obra familiar con 100% trabajando en explotación
1999	22901	Valle de Hecho	182	125	57	47	10	64	27	21	6	21	2	2	0	40	28	24	4	84	27	17	10	43
1999	22902	Puente la Reina de Jaca	80	61	19	17	2	37	12	10	2	6	3	3	0	18	4	4	0	43	9	4	0	21
1999	22903	San Miguel del Cinca	284	190	94	75	19	130	62	44	18	26	13	12	1	34	19	19	0	162	36	14	20	49
1999	22904	Sotonera (La)	485	295	190	182	8	230	115	108	7	37	11	10	1	28	64	64	0	342	72	15	7	40
1999	22905	Lupiñén-Ortilla	97	51	46	46	0	41	28	28	0	1	3	3	0	9	15	15	0	60	7	8	16	4
1999	22906	Santa María de Dulcis	124	83	41	32	9	50	27	20	7	31	3	2	1	2	11	10	1	58	22	7	9	28
1999	22907	Aínsa-Sobrarbe	195	126	69	59	10	96	47	40	7	15	1	1	0	15	21	18	3	85	17	10	15	66
1999	22908	Hoz y Costeán	187	109	78	71	7	80	49	43	6	15	8	8	0	14	21	20	1	129	18	5	8	25
1999	22909	Vencillón	137	64	73	51	22	43	52	31	21	10	3	3	0	11	18	17	1	36	20	28	23	29
1999	44001	Ababuj	36	28	8	7	1	19	5	4	1	8	2	2	0	1	1	1	0	18	3	4	4	7
1999	44002	Abejuela	19	6	13	12	1	5	7	6	1	1	5	5	0	0	1	1	0	7	3	1	2	6
1999	44003	Aguatón	11	10	1	1	0	7	1	1	0	2	0	0	0	1	0	0	0	5	1	0	1	3
1999	44004	Aguaviva	130	99	31	30	1	72	15	15	0	23	7	6	1	4	9	9	0	79	16	9	5	21
1999	44005	Aguilar del Alfambra	35	22	13	11	2	16	7	5	2	4	5	5	0	2	1	1	0	15	5	2	3	10
1999	44006	Alacón	173	142	31	30	1	96	16	15	1	42	6	6	0	4	9	9	0	127	13	3	6	24
1999	44007	Alba	94	44	50	46	4	37	31	27	4	5	8	8	0	2	11	11	0	48	7	1	14	24
1999	44008	Albalate del Arzobispo	762	472	290	282	8	335	191	186	5	102	33	31	2	35	66	65	1	590	102	17	13	40
1999	44009	Albarracín	88	49	39	35	4	37	25	22	3	8	3	2	1	4	11	11	0	45	13	5	11	11
1999	44010	Albentosa	72	28	44	41	3	20	28	25	3	4	8	8	0	4	8	8	0	51	3	3	3	10
1999	44011	Alcaine	10	8	2	1	1	7	2	1	1	1	0	0	0	0	0	0	0	2	1	0	3	4
1999	44012	Alcalá de la Selva	55	39	16	12	4	31	15	11	4	4	0	0	0	4	1	1	0	26	4	0	1	24
1999	44013	Alcañiz	1385	938	447	412	35	606	268	243	25	218	74	70	4	114	105	99	6	805	179	113	45	227
1999	44014	Alcorisa	1014	644	370	366	4	331	178	174	4	179	43	43	0	134	149	149	0	872	58	46	3	28
1999	44016	Alfambra	221	90	131	116	15	66	85	77	8	18	21	19	2	6	25	20	5	145	18	11	8	34
1999	44017	Aliaga	88	43	45	35	10	29	35	30	5	9	3	2	1	5	7	3	4	46	4	8	6	23
1999	44018	Almohaja	5	4	1	1	0	3	1	1	0	0	0	0	0	1	0	0	0	2	0	0	1	2
1999	44019	Alobras	24	15	9	7	2	8	7	5	2	1	0	0	0	6	2	2	0	10	1	2	0	11
1999	44020	Alpeñés	11	9	2	1	1	8	2	1	1	0	0	0	0	1	0	0	0	4	0	2	0	5
1999	44021	Allepuz	62	46	16	13	3	35	12	11	1	6	1	1	0	5	3	1	2	20	7	3	15	17
1999	44022	Alloza	547	384	163	163	0	222	74	74	0	99	12	12	0	63	77	77	0	484	29	12	5	15
1999	44023	Allueva	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1999	44024	Anadón	11	10	1	1	0	4	0	0	0	2	0	0	0	4	1	1	0	5	2	0	2	2
1999	44025	Andorra	991	733	258	255	3	378	114	112	2	244	45	44	1	111	99	99	0	884	58	9	7	32
1999	44026	Arcos de las Salinas	29	12	17	15	2	8	11	9	2	2	3	3	0	2	3	3	0	16	2	2	0	9
1999	44027	Arens de Lledó	145	99	46	37	9	56	22	16	6	28	9	8	1	15	15	13	2	50	28	15	12	40
1999	44028	Argente	86	75	11	7	4	69	9	7	2	6	0	0	0	0	2	0	2	41	19	11	1	13
1999	44029	Ariño	100	68	32	32	0	66	26	26	0	1	2	2	0	1	4	4	0	80	14	0	0	5
1999	44031	Azaila	90	57	33	31	2	40	15	15	0	10	7	5	2	7	11	11	0	67	8	2	1	10
1999	44032	Bádenas	5	1	4	4	0	1	3	3	0	0	0	0	0	0	1	1	0	4	0	0	0	1
1999	44033	Báguena	226	127	99	91	8	106	87	79	8	14	2	2	0	7	10	10	0	149	47	15	3	11
1999	44034	Bañón	46	43	3	2	1	34	3	2	1	7	0	0	0	2	0	0	0	7	4	3	5	27
1999	44035	Barrachina	39	32	7	6	1	23	2	1	1	7	4	4	0	2	1	1	0	18	8	4	2	7
1999	44036	Bea	8	5	3	3	0	1	3	3	0	1	0	0	0	3	0	0	0	5	2	0	0	1
1999	44037	Beceite	126	84	42	35	7	63	37	30	7	10	1	1	0	11	4	4	0	73	16	2	13	22
1999	44038	Belmonte de San José	152	109	43	37	6	71	22	20	2	28	8	7	1	10	13	10	3	88	28	7	4	25
1999	44039	Bello	145	115	30	25	5	86	19	16	3	25	6	5	1	4	5	4	1	98	12	6	9	18
1999	44040	Berge	138	95	43	39	4	55	27	24	3	18	8	8	0	22	8	7	1	83	25	11	3	15
1999	44041	Bezas	10	4	6	6	0	3	5	5	0	1	0	0	0	0	1	1	0	7	2	0	0	1
1999	44042	Blancas	70	61	9	8	1	39	6	5	1	20	3	3	0	2	0	0	0	31	3	4	11	21
1999	44043	Blesa	70	45	25	24	1	38	14	13	1	6	2	2	0	1	9	9	0	45	8	1	5	9
1999	44044	Bordón	35	26	9	8	1	18	4	3	1	7	1	1	0	1	4	4	0	12	7	0	0	14
1999	44045	Bronchales	32	23	9	7	2	14	7	5	2	5	1	1	0	4	1	1	0	10	5	4	3	10
1999	44046	Bueña	42	34	8	8	0	27	6	6	0	7	0	0	0	0	2	2	0	24	2	0	2	11
1999	44047	Burbáguena	187	155	32	32	0	109	21	21	0	42	2	2	0	4	9	9	0	137	24	9	3	12
1999	44048	Cabra de Mora	22	17	5	3	2	14	3	2	1	3	2	1	1	0	0	0	0	6	4	2	2	8
1999	44049	Calaceite	510	316	194	166	28	176	107	88	19	70	25	22	3	70	62	56	6	253	85	50	8	110
1999	44050	Calamocha	566	392	174	151	23	272	125	105	20	81	18	15	3	39	31	31	0	214	149	36	40	113
1999	44051	Calanda	807	534	273	250	23	319	139	127	12	123	44	38	6	92	90	85	5	518	127	29	20	108
1999	44052	Calomarde	16	12	4	3	1	7	2	1	1	4	1	1	0	1	1	1	0	5	1	1	2	7
1999	44053	Camañas	58	49	9	9	0	40	4	4	0	7	1	1	0	2	4	4	0	20	5	5	6	20
1999	44054	Camarena de la Sierra	20	10	10	4	6	5	6	4	2	3	1	0	1	2	3	0	3	4	7	0	4	5
1999	44055	Camarillas	43	27	16	14	2	14	14	13	1	7	0	0	0	6	2	1	1	24	3	1	7	8
1999	44056	Caminreal	243	177	66	57	9	120	47	42	5	43	13	11	2	14	6	4	2	104	46	27	19	45
1999	44059	Cantavieja	194	100	94	78	16	58	64	52	12	32	25	22	3	10	5	4	1	79	16	18	6	75
1999	44060	Cañada de Benatanduz	24	17	7	5	2	16	6	4	2	1	0	0	0	0	1	1	0	5	3	1	0	15
1999	44061	Cañada de Verich (La)	19	16	3	3	0	14	2	2	0	1	0	0	0	1	1	1	0	14	2	1	0	2
1999	44062	Cañada Vellida	48	23	25	19	6	14	15	11	4	2	0	0	0	7	10	8	2	23	3	6	3	13
1999	44063	Cañizar del Olivar	20	14	6	5	1	8	5	4	1	5	0	0	0	1	1	1	0	11	7	0	0	2
1999	44064	Cascante del Río	28	15	13	12	1	11	11	10	1	3	2	2	0	1	0	0	0	12	7	1	0	8
1999	44065	Castejón de Tornos	56	49	7	7	0	33	3	3	0	16	2	2	0	0	2	2	0	32	10	4	3	7
1999	44066	Castel de Cabra	28	26	2	2	0	25	2	2	0	1	0	0	0	0	0	0	0	17	0	1	7	3
1999	44067	Castelnou	30	20	10	5	5	14	9	4	5	6	0	0	0	0	1	1	0	13	7	2	0	8
1999	44068	Castelserás	156	116	40	37	3	84	26	24	2	19	5	4	1	13	9	9	0	77	40	9	11	19
1999	44070	Castellar (El)	28	23	5	4	1	19	4	3	1	3	1	1	0	1	0	0	0	8	2	1	1	16
1999	44071	Castellote	360	263	97	95	2	188	57	56	1	48	13	13	0	27	27	26	1	200	76	22	8	54
1999	44074	Cedrillas	118	56	62	61	1	43	45	45	0	11	7	6	1	2	10	10	0	76	5	2	14	16
1999	44075	Celadas	163	104	59	54	5	74	39	36	3	23	13	13	0	7	7	5	2	81	22	9	23	25
1999	44076	Cella	526	215	311	290	21	112	263	246	17	97	32	31	1	6	16	13	3	389	36	22	22	54
1999	44077	Cerollera (La)	61	37	24	16	8	35	20	13	7	2	1	1	0	0	3	2	1	52	3	3	2	1
1999	44080	Codoñera (La)	155	114	41	38	3	54	12	11	1	28	12	11	1	32	17	16	1	62	29	14	10	39
1999	44082	Corbalán	32	18	14	10	4	14	11	7	4	4	2	2	0	0	1	1	0	9	6	1	1	14
1999	44084	Cortes de Aragón	24	18	6	6	0	14	4	4	0	4	1	1	0	0	1	1	0	15	3	1	1	3
1999	44085	Cosa	39	34	5	2	3	25	3	0	3	5	0	0	0	4	2	2	0	4	10	1	2	22
1999	44086	Cretas	276	187	89	80	9	135	49	45	4	27	16	15	1	25	24	20	4	142	24	11	2	92
1999	44087	Crivillén	58	34	24	23	1	19	7	7	0	10	2	2	0	5	15	14	1	51	1	2	0	4
1999	44088	Cuba (La)	24	18	6	6	0	13	5	5	0	5	1	1	0	0	0	0	0	14	0	4	4	2
1999	44089	Cubla	28	10	18	18	0	7	11	11	0	2	1	1	0	1	6	6	0	22	0	2	2	2
1999	44090	Cucalón	27	22	5	5	0	15	5	5	0	1	0	0	0	6	0	0	0	15	2	1	4	5
1999	44092	Cuervo (El)	27	8	19	16	3	4	14	12	2	4	2	1	1	0	3	3	0	14	7	0	1	5
1999	44093	Cuevas de Almudén	45	18	27	26	1	12	16	15	1	4	3	3	0	2	8	8	0	33	5	1	0	2
1999	44094	Cuevas Labradas	42	24	18	16	2	16	17	15	2	8	1	1	0	0	0	0	0	18	8	2	4	10
1999	44096	Ejulve	53	40	13	13	0	27	7	7	0	11	1	1	0	2	5	5	0	37	1	0	3	12
1999	44097	Escorihuela	93	38	55	50	5	23	41	37	4	13	3	3	0	2	11	10	1	49	13	7	9	14
1999	44099	Escucha	59	36	23	23	0	23	10	10	0	5	1	1	0	8	12	12	0	32	7	2	5	10
1999	44100	Estercuel	61	34	27	26	1	30	20	19	1	3	1	1	0	1	6	6	0	26	29	3	2	0
1999	44101	Ferreruela de Huerva	47	38	9	8	1	34	4	3	1	4	3	3	0	0	2	2	0	25	9	5	4	4
1999	44102	Fonfría	15	15	0	0	0	9	0	0	0	4	0	0	0	2	0	0	0	2	2	2	1	8
1999	44103	Formiche Alto	41	15	26	21	5	13	17	14	3	1	6	4	2	1	3	3	0	29	5	1	0	6
1999	44105	Fórnoles	116	75	41	37	4	52	26	24	2	16	4	3	1	7	11	10	1	67	18	2	3	25
1999	44106	Fortanete	90	46	44	40	4	38	32	28	4	7	9	9	0	1	3	3	0	56	5	6	2	20
1999	44107	Foz-Calanda	120	92	28	26	2	68	18	17	1	13	5	4	1	11	5	5	0	55	25	0	3	36
1999	44108	Fresneda (La)	281	179	102	76	26	118	44	34	10	37	32	20	12	24	26	22	4	123	76	23	20	37
1999	44109	Frías de Albarracín	24	21	3	3	0	17	2	2	0	3	0	0	0	1	1	1	0	10	1	0	1	12
1999	44110	Fuenferrada	21	11	10	9	1	11	6	6	0	0	0	0	0	0	4	3	1	8	5	2	1	5
1999	44111	Fuentes Calientes	49	40	9	8	1	32	7	6	1	5	0	0	0	3	2	2	0	22	4	2	2	19
1999	44112	Fuentes Claras	234	167	67	67	0	120	44	44	0	28	11	11	0	19	12	12	0	121	27	15	17	50
1999	44113	Fuentes de Rubielos	9	5	4	3	1	5	4	3	1	0	0	0	0	0	0	0	0	7	1	0	0	1
1999	44114	Fuentespalda	111	74	37	27	10	55	29	22	7	15	5	3	2	4	3	2	1	55	13	5	8	29
1999	44115	Galve	78	35	43	34	9	11	27	20	7	9	3	3	0	15	13	11	2	49	12	4	3	10
1999	44116	Gargallo	22	18	4	4	0	15	2	2	0	2	0	0	0	1	2	2	0	13	4	0	0	4
1999	44117	Gea de Albarracín	71	33	38	35	3	19	27	24	3	11	3	3	0	3	8	8	0	43	11	2	0	15
1999	44118	Ginebrosa (La)	132	103	29	26	3	64	19	16	3	23	2	2	0	16	8	8	0	72	5	9	7	39
1999	44119	Griegos	28	22	6	5	1	17	3	2	1	3	1	1	0	2	2	2	0	11	2	2	2	11
1999	44120	Guadalaviar	66	45	21	10	11	27	12	5	7	16	5	2	3	2	4	3	1	12	13	7	2	32
1999	44121	Gúdar	25	20	5	3	2	14	5	3	2	2	0	0	0	4	0	0	0	5	1	4	0	15
1999	44122	Híjar	348	216	132	120	12	154	77	65	12	45	15	15	0	17	40	40	0	247	39	7	13	40
1999	44123	Hinojosa de Jarque	66	26	40	33	7	16	32	28	4	9	4	2	2	1	4	3	1	40	7	1	8	10
1999	44124	Hoz de la Vieja (La)	39	30	9	8	1	19	8	7	1	11	1	1	0	0	0	0	0	14	5	1	7	12
1999	44125	Huesa del Común	31	18	13	11	2	13	9	7	2	4	0	0	0	1	4	4	0	14	9	3	1	4
1999	44126	Iglesuela del Cid (La)	48	28	20	20	0	19	11	11	0	7	3	3	0	2	6	6	0	23	1	3	2	19
1999	44127	Jabaloyas	31	23	8	8	0	10	4	4	0	7	1	1	0	6	3	3	0	18	4	0	1	7
1999	44128	Jarque de la Val	45	11	34	34	0	10	20	20	0	0	7	7	0	1	7	7	0	36	1	2	1	4
1999	44129	Jatiel	13	9	4	4	0	7	4	4	0	1	0	0	0	1	0	0	0	9	1	0	0	3
1999	44130	Jorcas	25	22	3	3	0	12	1	1	0	5	0	0	0	5	2	2	0	12	4	0	3	6
1999	44131	Josa	7	4	3	3	0	3	3	3	0	1	0	0	0	0	0	0	0	4	0	0	1	2
1999	44132	Lagueruela	30	25	5	5	0	21	2	2	0	3	1	1	0	1	2	2	0	12	6	4	2	5
1999	44133	Lanzuela	18	15	3	1	2	14	2	0	2	1	1	1	0	0	0	0	0	9	5	1	0	3
1999	44135	Libros	101	17	84	82	2	8	61	60	1	6	8	8	0	3	15	14	1	88	3	3	2	3
1999	44136	Lidón	42	32	10	10	0	23	6	6	0	4	2	2	0	5	2	2	0	25	3	2	5	6
1999	44137	Linares de Mora	74	44	30	26	4	32	20	18	2	6	6	5	1	6	4	3	1	32	5	2	7	28
1999	44138	Loscos	75	46	29	27	2	33	20	18	2	8	3	3	0	5	6	6	0	45	7	1	5	15
1999	44141	Lledó	83	67	16	16	0	38	11	11	0	17	3	3	0	12	2	2	0	35	9	7	1	29
1999	44142	Maicas	5	5	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1
1999	44143	Manzanera	97	46	51	45	6	37	44	40	4	5	5	3	2	4	2	2	0	54	10	3	2	28
1999	44144	Martín del Río	50	31	19	17	2	27	17	16	1	3	2	1	1	1	0	0	0	16	7	7	6	11
1999	44145	Mas de las Matas	182	126	56	52	4	105	41	38	3	15	5	4	1	6	10	10	0	133	10	12	2	25
1999	44146	Mata de los Olmos (La)	39	31	8	7	1	26	7	6	1	3	0	0	0	2	1	1	0	33	0	4	1	1
1999	44147	Mazaleón	267	202	65	57	8	131	34	30	4	41	13	11	2	30	18	16	2	100	34	19	11	102
1999	44148	Mezquita de Jarque	43	25	18	18	0	17	10	10	0	4	3	3	0	4	5	5	0	26	5	1	1	5
1999	44149	Mirambel	52	43	9	9	0	31	4	4	0	11	0	0	0	1	5	5	0	20	4	5	11	12
1999	44150	Miravete de la Sierra	22	18	4	4	0	12	4	4	0	5	0	0	0	1	0	0	0	8	2	2	6	4
1999	44151	Molinos	189	140	49	21	28	79	18	9	9	38	4	3	1	23	27	9	18	150	17	5	3	13
1999	44152	Monforte de Moyuela	60	41	19	16	3	20	12	10	2	14	3	2	1	7	4	4	0	29	7	3	0	17
1999	44153	Monreal del Campo	349	254	95	92	3	163	61	59	2	86	21	20	1	5	13	13	0	226	59	25	5	34
1999	44154	Monroyo	171	111	60	42	18	96	43	26	17	9	12	11	1	6	5	5	0	82	24	20	29	16
1999	44155	Montalbán	29	26	3	1	2	18	3	1	2	8	0	0	0	0	0	0	0	8	6	0	2	13
1999	44156	Monteagudo del Castillo	31	21	10	10	0	17	8	8	0	2	1	1	0	2	1	1	0	21	0	0	3	7
1999	44157	Monterde de Albarracín	24	18	6	5	1	11	4	4	0	6	1	1	0	1	1	0	1	12	4	0	4	4
1999	44158	Mora de Rubielos	166	84	82	82	0	65	67	67	0	4	10	10	0	15	5	5	0	125	26	6	3	4
1999	44159	Moscardón	15	12	3	3	0	8	3	3	0	4	0	0	0	0	0	0	0	4	4	1	3	3
1999	44160	Mosqueruela	176	84	92	82	10	55	59	50	9	26	23	22	1	3	10	10	0	86	16	27	8	39
1999	44161	Muniesa	309	220	89	87	2	124	50	48	2	71	12	12	0	25	27	27	0	216	38	13	4	38
1999	44163	Noguera de Albarracín	22	13	9	4	5	10	9	4	5	3	0	0	0	0	0	0	0	8	2	1	6	5
1999	44164	Nogueras	14	10	4	4	0	9	3	3	0	1	0	0	0	0	1	1	0	10	2	0	0	2
1999	44165	Nogueruelas	39	29	10	10	0	23	8	8	0	3	1	1	0	3	1	1	0	19	12	7	0	0
1999	44167	Obón	29	16	13	10	3	11	11	8	3	4	1	1	0	1	1	1	0	16	3	4	1	5
1999	44168	Odón	119	88	31	25	6	63	18	13	5	19	5	4	1	6	8	8	0	55	16	18	10	19
1999	44169	Ojos Negros	111	76	35	34	1	43	20	20	0	20	7	6	1	13	8	8	0	53	20	9	12	15
1999	44171	Olba	17	9	8	8	0	5	4	4	0	3	2	2	0	1	2	2	0	10	3	3	0	0
1999	44172	Oliete	178	145	33	30	3	133	25	25	0	4	1	1	0	8	7	4	3	147	11	2	3	13
1999	44173	Olmos (Los)	122	80	42	40	2	44	15	13	2	16	3	3	0	20	24	24	0	99	6	4	2	11
1999	44174	Orihuela del Tremedal	25	23	2	2	0	21	2	2	0	1	0	0	0	1	0	0	0	11	4	3	3	4
1999	44175	Orrios	76	36	40	39	1	18	36	35	1	14	1	1	0	4	3	3	0	43	9	2	6	16
1999	44176	Palomar de Arroyos	28	24	4	4	0	18	2	2	0	3	2	2	0	3	0	0	0	14	0	1	10	3
1999	44177	Pancrudo	68	50	18	18	0	39	13	13	0	5	2	2	0	6	3	3	0	35	9	2	5	14
1999	44178	Parras de Castellote (Las)	53	47	6	4	2	33	5	4	1	9	1	0	1	5	0	0	0	32	4	3	2	10
1999	44179	Peñarroya de Tastavins	214	158	56	45	11	113	38	30	8	32	11	8	3	13	7	7	0	93	41	14	6	59
1999	44180	Peracense	27	22	5	5	0	14	3	3	0	6	2	2	0	2	0	0	0	10	6	1	3	4
1999	44181	Peralejos	24	15	9	6	3	10	7	4	3	5	2	2	0	0	0	0	0	8	4	4	2	6
1999	44182	Perales del Alfambra	79	39	40	34	6	30	33	28	5	5	2	2	0	4	5	4	1	36	5	10	15	11
1999	44183	Pitarque	26	14	12	11	1	14	11	10	1	0	0	0	0	0	1	1	0	12	5	0	0	9
1999	44184	Plou	16	9	7	7	0	5	5	5	0	4	0	0	0	0	2	2	0	11	0	1	1	2
1999	44185	Pobo (El)	70	41	29	22	7	28	17	15	2	11	5	3	2	2	7	4	3	37	6	5	7	11
1999	44187	Portellada (La)	176	125	51	44	7	71	33	28	5	35	8	7	1	19	10	9	1	73	43	12	5	42
1999	44189	Pozondón	26	16	10	9	1	13	4	3	1	2	1	1	0	1	5	5	0	17	3	1	4	1
1999	44190	Pozuel del Campo	34	29	5	3	2	18	4	3	1	11	1	0	1	0	0	0	0	12	3	7	3	9
1999	44191	Puebla de Híjar (La)	188	125	63	57	6	107	48	42	6	12	8	8	0	6	7	7	0	119	30	7	14	13
1999	44192	Puebla de Valverde (La)	158	66	92	84	8	47	59	52	7	11	18	17	1	8	15	15	0	105	14	1	4	32
1999	44193	Puertomingalvo	66	31	35	27	8	21	16	14	2	9	11	7	4	1	8	6	2	21	7	8	1	29
1999	44194	Ráfales	104	74	30	27	3	54	27	25	2	17	2	2	0	3	1	0	1	65	14	16	4	5
1999	44195	Rillo	34	31	3	2	1	27	2	1	1	2	0	0	0	2	1	1	0	18	5	1	0	10
1999	44196	Riodeva	70	26	44	43	1	13	30	29	1	11	9	9	0	2	5	5	0	51	9	2	2	6
1999	44197	Ródenas	22	19	3	3	0	11	3	3	0	6	0	0	0	2	0	0	0	14	2	0	1	3
1999	44198	Royuela	43	32	11	8	3	19	6	4	2	11	3	3	0	2	2	1	1	19	6	2	5	11
1999	44199	Rubiales	7	3	4	4	0	2	1	1	0	1	1	1	0	0	2	2	0	3	2	0	0	2
1999	44200	Rubielos de la Cérida	16	16	0	0	0	11	0	0	0	2	0	0	0	3	0	0	0	2	2	0	0	12
1999	44201	Rubielos de Mora	56	37	19	18	1	34	17	17	0	2	2	1	1	1	0	0	0	28	15	9	2	1
1999	44203	Salcedillo	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1999	44204	Saldón	13	9	4	3	1	5	1	0	1	2	3	3	0	2	0	0	0	8	1	0	1	3
1999	44205	Samper de Calanda	232	177	55	39	16	144	44	32	12	28	8	4	4	5	3	3	0	138	32	11	11	40
1999	44206	San Agustín	72	26	46	43	3	17	30	28	2	5	6	6	0	4	10	9	1	49	4	6	7	6
1999	44207	San Martín del Río	236	148	88	87	1	87	48	48	0	45	11	10	1	16	29	29	0	194	26	7	6	2
1999	44208	Santa Cruz de Nogueras	9	6	3	3	0	5	2	2	0	0	1	1	0	1	0	0	0	4	2	0	2	1
1999	44209	Santa Eulalia	184	125	59	58	1	100	38	37	1	17	7	7	0	8	14	14	0	103	15	2	17	24
1999	44210	Sarrión	265	72	193	184	9	51	130	123	7	15	21	21	0	6	42	40	2	196	18	17	8	23
1999	44211	Segura de los Baños	23	7	16	16	0	7	11	11	0	0	0	0	0	0	5	5	0	11	6	1	1	3
1999	44212	Seno	29	24	5	4	1	16	4	3	1	5	0	0	0	3	1	1	0	17	8	0	0	4
1999	44213	Singra	50	38	12	11	1	28	10	10	0	7	2	1	1	3	0	0	0	32	3	4	2	8
1999	44215	Terriente	56	38	18	16	2	20	9	7	2	13	1	1	0	5	8	8	0	42	2	1	0	10
1999	44216	Teruel	532	223	309	297	12	156	210	201	9	49	38	37	1	18	61	59	2	313	51	19	43	103
1999	44217	Toril y Masegoso	15	8	7	6	1	5	5	4	1	2	1	1	0	1	1	1	0	8	1	0	0	6
1999	44218	Tormón	3	0	3	3	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0
1999	44219	Tornos	141	118	23	16	7	82	21	14	7	36	0	0	0	0	2	2	0	84	29	10	9	7
1999	44220	Torralba de los Sisones	81	67	14	14	0	59	11	11	0	6	3	3	0	2	0	0	0	38	9	3	5	25
1999	44221	Torrecilla de Alcañiz	133	106	27	25	2	68	18	16	2	26	4	4	0	12	5	5	0	56	21	16	6	33
1999	44222	Torrecilla del Rebollar	57	45	12	12	0	33	8	8	0	11	2	2	0	1	2	2	0	18	11	5	6	17
1999	44223	Torre de Arcas	41	26	15	9	6	23	11	6	5	2	4	3	1	1	0	0	0	21	7	1	11	1
1999	44224	Torre de las Arcas	11	10	1	1	0	10	1	1	0	0	0	0	0	0	0	0	0	7	0	0	3	1
1999	44225	Torre del Compte	102	69	33	32	1	41	12	11	1	19	9	9	0	9	12	12	0	69	12	2	3	16
1999	44226	Torrelacárcel	92	76	16	16	0	58	8	8	0	12	1	1	0	6	7	7	0	50	3	1	9	19
1999	44227	Torre los Negros	35	25	10	10	0	15	5	5	0	5	0	0	0	5	5	5	0	16	1	2	0	13
1999	44228	Torremocha de Jiloca	48	42	6	5	1	32	4	3	1	9	0	0	0	1	2	2	0	27	6	2	1	6
1999	44229	Torres de Albarracín	30	16	14	11	3	13	9	6	3	3	3	3	0	0	2	2	0	15	6	0	4	4
1999	44230	Torrevelilla	98	82	16	16	0	56	12	12	0	14	1	1	0	12	3	3	0	52	22	3	2	18
1999	44231	Torrijas	12	6	6	6	0	6	4	4	0	0	1	1	0	0	1	1	0	4	2	2	0	4
1999	44232	Torrijo del Campo	160	133	27	26	1	113	24	23	1	17	1	1	0	3	2	2	0	65	23	10	13	48
1999	44234	Tramacastiel	47	10	37	37	0	7	26	26	0	2	3	3	0	1	8	8	0	40	1	1	3	0
1999	44235	Tramacastilla	24	20	4	4	0	12	3	3	0	7	1	1	0	1	0	0	0	12	2	3	2	5
1999	44236	Tronchón	35	27	8	6	2	17	5	3	2	3	1	1	0	7	2	2	0	13	6	3	8	5
1999	44237	Urrea de Gaén	224	147	77	65	12	86	39	30	9	38	8	6	2	23	30	29	1	172	22	5	9	15
1999	44238	Utrillas	18	13	5	3	2	9	3	1	2	3	0	0	0	1	2	2	0	6	3	3	0	6
1999	44239	Valacloche	11	3	8	8	0	3	5	5	0	0	2	2	0	0	1	1	0	6	2	0	1	2
1999	44240	Valbona	44	23	21	21	0	18	17	17	0	4	2	2	0	1	2	2	0	28	4	1	1	10
1999	44241	Valdealgorfa	316	218	98	91	7	128	51	47	4	63	27	24	3	27	20	20	0	141	57	50	17	50
1999	44243	Valdecuenca	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
1999	44244	Valdelinares	26	19	7	3	4	14	4	1	3	3	2	1	1	2	1	1	0	4	4	1	2	15
1999	44245	Valdeltormo	84	68	16	14	2	41	9	7	2	19	3	3	0	8	4	4	0	29	12	8	5	30
1999	44246	Valderrobres	603	413	190	156	34	281	119	103	16	75	29	19	10	57	42	34	8	247	171	23	36	122
1999	44247	Valjunquera	185	129	56	49	7	75	33	29	4	35	11	10	1	19	12	10	2	83	32	23	7	40
1999	44249	Vallecillo (El)	5	4	1	1	0	1	1	1	0	1	0	0	0	2	0	0	0	4	0	0	0	1
1999	44250	Veguillas de la Sierra	9	5	4	4	0	5	2	2	0	0	0	0	0	0	2	2	0	5	0	0	0	4
1999	44251	Villafranca del Campo	106	84	22	20	2	61	14	13	1	18	7	6	1	5	1	1	0	69	9	4	2	19
