Año	Provincia	Municipio	Entidad singular	Núcleo
2019	22-Huesca	22150 - Loporzano	221500005 - Barluenga	22150000501 - Barluenga
2019	22-Huesca	22150 - Loporzano	221500005 - Barluenga	22150000599 - *Diseminado*
2019	22-Huesca	22150 - Loporzano	221500006 - Castilsabás	22150000601 - Castilsabás
2019	22-Huesca	22150 - Loporzano	221500006 - Castilsabás	22150000699 - *Diseminado*
2019	22-Huesca	22150 - Loporzano	221500007 - Coscullano	22150000701 - Coscullano
2019	22-Huesca	22150 - Loporzano	221500007 - Coscullano	22150000799 - *Diseminado*
2019	22-Huesca	22150 - Loporzano	221500008 - Chibluco	22150000801 - Chibluco
2019	22-Huesca	22150 - Loporzano	221500009 - Loporzano	22150000901 - Loporzano
2019	22-Huesca	22150 - Loporzano	221500009 - Loporzano	22150000999 - *Diseminado*
2019	22-Huesca	22150 - Loporzano	221500010 - Loscertales	22150001001 - Loscertales
2019	22-Huesca	22150 - Loporzano	221500011 - Molinos (Los)	22150001101 - Molinos (Los)
2019	22-Huesca	22150 - Loporzano	221500012 - San Julián de Banzo	22150001201 - San Julián de Banzo
2019	22-Huesca	22150 - Loporzano	221500012 - San Julián de Banzo	22150001299 - *Diseminado*
2019	22-Huesca	22150 - Loporzano	221500013 - Santa Eulalia la Mayor	22150001301 - Santa Eulalia la Mayor
2019	22-Huesca	22150 - Loporzano	221500014 - Sasa del Abadiado	22150001401 - Sasa del Abadiado
2019	22-Huesca	22150 - Loporzano	221500015 - Sipán	22150001501 - Sipán
2019	22-Huesca	22150 - Loporzano	221500015 - Sipán	22150001599 - *Diseminado*
2019	22-Huesca	22150 - Loporzano	221500016 - Vadiello	22150001699 - *Diseminado*
2019	22-Huesca	22151 - Loscorrales	221510001 - Loscorrales	22151000101 - Loscorrales
2019	22-Huesca	22151 - Loscorrales	221510001 - Loscorrales	22151000199 - *Diseminado*
2019	22-Huesca	22151 - Loscorrales	221510002 - Puipullín	22151000299 - *Diseminado*
2019	22-Huesca	22155 - Monesma y Cajigar	221550001 - Cajigar	22155000101 - Cajigar
2019	22-Huesca	22155 - Monesma y Cajigar	221550001 - Cajigar	22155000199 - *Diseminado*
2019	22-Huesca	22155 - Monesma y Cajigar	221550002 - Monesma	22155000201 - Noguero (Caserío)
2019	22-Huesca	22155 - Monesma y Cajigar	221550002 - Monesma	22155000299 - *Diseminado*
2019	22-Huesca	22156 - Monflorite-Lascasas	221560001 - Castillo Pompién	22156000199 - *Diseminado*
2019	22-Huesca	22156 - Monflorite-Lascasas	221560002 - Lascasas	22156000201 - Lascasas
2019	22-Huesca	22156 - Monflorite-Lascasas	221560002 - Lascasas	22156000299 - *Diseminado*
2019	22-Huesca	22156 - Monflorite-Lascasas	221560003 - Monflorite	22156000301 - Monflorite
2019	22-Huesca	22156 - Monflorite-Lascasas	221560004 - Pompenillo	22156000401 - Pompenillo
2019	22-Huesca	22157 - Montanuy	221570001 - Aneto	22157000101 - Aneto
2019	22-Huesca	22157 - Montanuy	221570001 - Aneto	22157000199 - *Diseminado*
2019	22-Huesca	22157 - Montanuy	221570002 - Ardanuy	22157000299 - *Diseminado*
2019	22-Huesca	22157 - Montanuy	221570003 - Benifons	22157000301 - Benifons
2019	22-Huesca	22157 - Montanuy	221570004 - Bono	22157000499 - *Diseminado*
2019	22-Huesca	22157 - Montanuy	221570005 - Castanesa	22157000501 - Castanesa
2019	22-Huesca	22157 - Montanuy	221570006 - Castarné	22157000601 - Castarné
2019	22-Huesca	22157 - Montanuy	221570007 - Escané	22157000799 - *Diseminado*
2019	22-Huesca	22157 - Montanuy	221570008 - Estet	22157000899 - *Diseminado*
2019	22-Huesca	22157 - Montanuy	221570009 - Fonchanina	22157000999 - *Diseminado*
2019	22-Huesca	22157 - Montanuy	221570010 - Forcat	22157001099 - *Diseminado*
2019	22-Huesca	22157 - Montanuy	221570011 - Ginasté	22157001101 - Ginasté
2019	22-Huesca	22157 - Montanuy	221570012 - Montanuy	22157001201 - Montanuy
2019	22-Huesca	22157 - Montanuy	221570012 - Montanuy	22157001299 - *Diseminado*
2019	22-Huesca	22157 - Montanuy	221570013 - Noales	22157001301 - Noales
2019	22-Huesca	22157 - Montanuy	221570014 - Ribera	22157001499 - *Diseminado*
2019	22-Huesca	22157 - Montanuy	221570015 - Señiu	22157001501 - Señiu
2019	22-Huesca	22157 - Montanuy	221570016 - Viñal	22157001699 - *Diseminado*
2019	22-Huesca	22157 - Montanuy	221570017 - Ervera	22157001799 - *Diseminado*
2019	22-Huesca	22158 - Monzón	221580001 - Conchel	22158000101 - Conchel
2019	22-Huesca	22158 - Monzón	221580001 - Conchel	22158000199 - *Diseminado*
2019	22-Huesca	22158 - Monzón	221580002 - Estación de Selgua (La)	22158000299 - *Diseminado*
2019	22-Huesca	22158 - Monzón	221580003 - Monzón	22158000301 - Monzón
2019	22-Huesca	22158 - Monzón	221580003 - Monzón	22158000399 - *Diseminado*
2019	22-Huesca	22158 - Monzón	221580004 - Poblado Monsanto	22158000401 - Poblado Monsanto
2019	22-Huesca	22158 - Monzón	221580005 - Selgua	22158000501 - Selgua
2019	22-Huesca	22160 - Naval	221600001 - Naval	22160000101 - Naval
2019	22-Huesca	22160 - Naval	221600001 - Naval	22160000199 - *Diseminado*
2019	22-Huesca	22160 - Naval	221600002 - Mipanas	22160000201 - Mipanas
2019	22-Huesca	22162 - Novales	221620001 - Novales	22162000101 - Novales
2019	22-Huesca	22163 - Nueno	221630001 - Arascués	22163000101 - Arascués
2019	22-Huesca	22163 - Nueno	221630001 - Arascués	22163000199 - *Diseminado*
2019	22-Huesca	22163 - Nueno	221630002 - Belsué	22163000201 - Belsué
2019	22-Huesca	22163 - Nueno	221630002 - Belsué	22163000299 - *Diseminado*
2019	22-Huesca	22163 - Nueno	221630003 - Nocito	22163000301 - Nocito
2019	22-Huesca	22163 - Nueno	221630003 - Nocito	22163000399 - *Diseminado*
2019	22-Huesca	22163 - Nueno	221630004 - Nueno	22163000401 - Nueno
2019	22-Huesca	22163 - Nueno	221630004 - Nueno	22163000499 - *Diseminado*
2019	22-Huesca	22163 - Nueno	221630005 - Sabayés	22163000501 - Sabayés
2019	22-Huesca	22163 - Nueno	221630005 - Sabayés	22163000599 - *Diseminado*
2019	22-Huesca	22163 - Nueno	221630006 - Santa Eulalia de la Peña	22163000601 - Santa Eulalia de la Peña
2019	22-Huesca	22163 - Nueno	221630006 - Santa Eulalia de la Peña	22163000699 - *Diseminado*
2019	22-Huesca	22164 - Olvena	221640001 - Olvena	22164000101 - Olvena
2019	22-Huesca	22165 - Ontiñena	221650001 - Ontiñena	22165000101 - Ontiñena
2019	22-Huesca	22165 - Ontiñena	221650001 - Ontiñena	22165000199 - *Diseminado*
2019	22-Huesca	22167 - Osso de Cinca	221670001 - Almudáfar	22167000101 - Almudáfar
2019	22-Huesca	22167 - Osso de Cinca	221670001 - Almudáfar	22167000199 - *Diseminado*
2019	22-Huesca	22167 - Osso de Cinca	221670002 - Osso de Cinca	22167000201 - Osso de Cinca
2019	22-Huesca	22167 - Osso de Cinca	221670002 - Osso de Cinca	22167000299 - *Diseminado*
2019	22-Huesca	22168 - Palo	221680001 - Palo	22168000101 - Palo
2019	22-Huesca	22168 - Palo	221680001 - Palo	22168000199 - *Diseminado*
2019	22-Huesca	22170 - Panticosa	221700001 - Baños de Panticosa	22170000101 - Baños de Panticosa
2019	22-Huesca	22170 - Panticosa	221700001 - Baños de Panticosa	22170000199 - *Diseminado*
2019	22-Huesca	22170 - Panticosa	221700002 - Panticosa	22170000201 - Panticosa
2019	22-Huesca	22170 - Panticosa	221700002 - Panticosa	22170000299 - *Diseminado*
2019	22-Huesca	22170 - Panticosa	221700003 - Pueyo de Jaca (El)	22170000301 - Pueyo de Jaca (El)
2019	22-Huesca	22170 - Panticosa	221700003 - Pueyo de Jaca (El)	22170000399 - *Diseminado*
2019	22-Huesca	22172 - Peñalba	221720001 - Peñalba	22172000101 - Peñalba
2019	22-Huesca	22172 - Peñalba	221720001 - Peñalba	22172000199 - *Diseminado*
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730001 - Centenero	22173000101 - Centenero
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730002 - Ena	22173000201 - Ena
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730002 - Ena	22173000299 - *Diseminado*
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730003 - Peña Estación (La)	22173000301 - Peña Estación (La)
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730003 - Peña Estación (La)	22173000399 - *Diseminado*
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730004 - Rasal	22173000401 - Rasal
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730005 - Riglos	22173000501 - Riglos
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730005 - Riglos	22173000599 - *Diseminado*
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730006 - Salinas de Jaca	22173000601 - Salinas de Jaca
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730006 - Salinas de Jaca	22173000699 - *Diseminado*
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730007 - Santa María	22173000701 - Santa María
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730007 - Santa María	22173000799 - *Diseminado*
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730008 - Triste	22173000801 - Triste
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730008 - Triste	22173000899 - *Diseminado*
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730009 - Villalangua	22173000901 - Villalangua
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730010 - Yeste	22173001099 - *Diseminado*
2019	22-Huesca	22173 - Peñas de Riglos (Las)	221730011 - Carcavilla	22173001199 - *Diseminado*
2019	22-Huesca	22174 - Peralta de Alcofea	221740001 - Lagunarrota	22174000101 - Lagunarrota
2019	22-Huesca	22174 - Peralta de Alcofea	221740002 - Peralta de Alcofea	22174000201 - Peralta de Alcofea
2019	22-Huesca	22174 - Peralta de Alcofea	221740002 - Peralta de Alcofea	22174000299 - *Diseminado*
2019	22-Huesca	22174 - Peralta de Alcofea	221740003 - Tormillo (El)	22174000301 - Tormillo (El)
2019	22-Huesca	22174 - Peralta de Alcofea	221740003 - Tormillo (El)	22174000399 - *Diseminado*
2019	22-Huesca	22175 - Peralta de Calasanz	221750001 - Calasanz	22175000101 - Calasanz
2019	22-Huesca	22175 - Peralta de Calasanz	221750001 - Calasanz	22175000199 - *Diseminado*
2019	22-Huesca	22175 - Peralta de Calasanz	221750002 - Cuatrocorz	22175000201 - Cuatrocorz
2019	22-Huesca	22175 - Peralta de Calasanz	221750002 - Cuatrocorz	22175000299 - *Diseminado*
2019	22-Huesca	22175 - Peralta de Calasanz	221750003 - Gabasa	22175000301 - Gabasa
2019	22-Huesca	22175 - Peralta de Calasanz	221750004 - Peralta de la Sal	22175000401 - Peralta de la Sal
2019	22-Huesca	22175 - Peralta de Calasanz	221750004 - Peralta de la Sal	22175000499 - *Diseminado*
2019	22-Huesca	22176 - Peraltilla	221760001 - Peraltilla	22176000101 - Peraltilla
2019	22-Huesca	22176 - Peraltilla	221760001 - Peraltilla	22176000199 - *Diseminado*
2019	22-Huesca	22177 - Perarrúa	221770001 - Besians	22177000101 - Besians
2019	22-Huesca	22177 - Perarrúa	221770001 - Besians	22177000199 - *Diseminado*
2019	22-Huesca	22177 - Perarrúa	221770002 - Perarrúa	22177000201 - Perarrúa
2019	22-Huesca	22177 - Perarrúa	221770002 - Perarrúa	22177000299 - *Diseminado*
2019	22-Huesca	22178 - Pertusa	221780001 - Pertusa	22178000101 - Pertusa
2019	22-Huesca	22181 - Piracés	221810001 - Piracés	22181000101 - Piracés
2019	22-Huesca	22182 - Plan	221820002 - Plan	22182000201 - Plan
2019	22-Huesca	22182 - Plan	221820002 - Plan	22182000299 - *Diseminado*
2019	22-Huesca	22182 - Plan	221820003 - Saravillo	22182000301 - Saravillo
2019	22-Huesca	22182 - Plan	221820003 - Saravillo	22182000399 - *Diseminado*
2019	22-Huesca	22182 - Plan	221820004 - Serveto	22182000401 - Serveto
2019	22-Huesca	22184 - Poleñino	221840001 - Poleñino	22184000101 - Poleñino
2019	22-Huesca	22184 - Poleñino	221840001 - Poleñino	22184000199 - *Diseminado*
2019	22-Huesca	22186 - Pozán de Vero	221860001 - Pozán de Vero	22186000101 - Pozán de Vero
2019	22-Huesca	22186 - Pozán de Vero	221860001 - Pozán de Vero	22186000199 - *Diseminado*
2019	22-Huesca	22187 - Puebla de Castro (La)	221870001 - Puebla de Castro (La)	22187000101 - Puebla de Castro (La)
2019	22-Huesca	22187 - Puebla de Castro (La)	221870001 - Puebla de Castro (La)	22187000199 - *Diseminado*
2019	22-Huesca	22187 - Puebla de Castro (La)	221870002 - Lago de Barasona	22187000201 - Lago de Barasona
2019	22-Huesca	22187 - Puebla de Castro (La)	221870002 - Lago de Barasona	22187000299 - *Diseminado*
2019	22-Huesca	22188 - Puente de Montañana	221880001 - Montañana	22188000101 - Montañana
2019	22-Huesca	22188 - Puente de Montañana	221880001 - Montañana	22188000199 - *Diseminado*
2019	22-Huesca	22188 - Puente de Montañana	221880002 - Puente de Montañana	22188000201 - Puente de Montañana
2019	22-Huesca	22188 - Puente de Montañana	221880003 - Torre Baró	22188000399 - *Diseminado*
2019	22-Huesca	22189 - Puértolas	221890001 - Belsierre	22189000101 - Belsierre
2019	22-Huesca	22189 - Puértolas	221890001 - Belsierre	22189000199 - *Diseminado*
2019	22-Huesca	22189 - Puértolas	221890002 - Bestué	22189000201 - Bestué
2019	22-Huesca	22189 - Puértolas	221890003 - Escalona	22189000301 - Escalona
2019	22-Huesca	22189 - Puértolas	221890003 - Escalona	22189000399 - *Diseminado*
2019	22-Huesca	22189 - Puértolas	221890004 - Muro de Bellos	22189000499 - *Diseminado*
2019	22-Huesca	22189 - Puértolas	221890005 - Puértolas	22189000501 - Puértolas
2019	22-Huesca	22189 - Puértolas	221890006 - Puyarruego	22189000601 - Puyarruego
2019	22-Huesca	22189 - Puértolas	221890006 - Puyarruego	22189000699 - *Diseminado*
2019	22-Huesca	22189 - Puértolas	221890007 - Santa María	22189000799 - *Diseminado*
2019	22-Huesca	22189 - Puértolas	221890008 - Bies	22189000899 - *Diseminado*
2019	22-Huesca	22189 - Puértolas	221890009 - Escuaín	22189000901 - Escuaín
2019	22-Huesca	22189 - Puértolas	221890010 - Huertas de Muro (Las)	22189001099 - *Diseminado*
2019	22-Huesca	22189 - Puértolas	221890011 - Santa Justa	22189001199 - *Diseminado*
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900001 - Araguás	22190000101 - Araguás
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900002 - Molinos (Los)	22190000201 - Molinos (Los)
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900003 - Muera (La)	22190000399 - *Diseminado*
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900004 - Oncins	22190000499 - *Diseminado*
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900005 - Pardina (La)	22190000599 - *Diseminado*
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900006 - Plano (El)	22190000699 - *Diseminado*
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900007 - Pueyo de Araguás (El)	22190000701 - Pueyo de Araguás (El)
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900007 - Pueyo de Araguás (El)	22190000799 - *Diseminado*
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900008 - San Lorién	22190000899 - *Diseminado*
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900009 - Soto (El)	22190000999 - *Diseminado*
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900010 - Torrelisa	22190001001 - Torrelisa
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900011 - San Victorián	22190001199 - *Diseminado*
2019	22-Huesca	22190 - Pueyo de Araguás (El)	221900012 - Casa Castán	22190001299 - *Diseminado*
2019	22-Huesca	22193 - Pueyo de Santa Cruz	221930001 - Pueyo de Santa Cruz	22193000101 - Pueyo de Santa Cruz
2019	22-Huesca	22193 - Pueyo de Santa Cruz	221930001 - Pueyo de Santa Cruz	22193000199 - *Diseminado*
2019	22-Huesca	22195 - Quicena	221950001 - Quicena	22195000101 - Quicena
2019	22-Huesca	22195 - Quicena	221950001 - Quicena	22195000199 - *Diseminado*
2019	22-Huesca	22197 - Robres	221970001 - Robres	22197000101 - Robres
2019	22-Huesca	22197 - Robres	221970001 - Robres	22197000199 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990001 - Abenilla	22199000101 - Abenilla
2019	22-Huesca	22199 - Sabiñánigo	221990002 - Acumuer	22199000201 - Acumuer
2019	22-Huesca	22199 - Sabiñánigo	221990003 - Aineto	22199000301 - Aineto
2019	22-Huesca	22199 - Sabiñánigo	221990003 - Aineto	22199000399 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990004 - Allué	22199000401 - Allué
2019	22-Huesca	22199 - Sabiñánigo	221990005 - Arguisal	22199000501 - Arguisal
2019	22-Huesca	22199 - Sabiñánigo	221990005 - Arguisal	22199000599 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990006 - Arraso	22199000699 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990007 - Arto	22199000701 - Arto
2019	22-Huesca	22199 - Sabiñánigo	221990007 - Arto	22199000799 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990008 - Aurín	22199000801 - Aurín
2019	22-Huesca	22199 - Sabiñánigo	221990008 - Aurín	22199000899 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990009 - Bara	22199000901 - Bara
2019	22-Huesca	22199 - Sabiñánigo	221990010 - Baranguá	22199001099 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990011 - Belarra	22199001101 - Belarra
2019	22-Huesca	22199 - Sabiñánigo	221990012 - Borrés	22199001201 - Borrés
2019	22-Huesca	22199 - Sabiñánigo	221990013 - Campares	22199001399 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990014 - Cartirana	22199001401 - Cartirana
2019	22-Huesca	22199 - Sabiñánigo	221990014 - Cartirana	22199001499 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990015 - Castiello de Guarga	22199001599 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990016 - Castillo de Lerés	22199001601 - Castillo de Lerés
2019	22-Huesca	22199 - Sabiñánigo	221990017 - Cerésola	22199001701 - Cerésola
2019	22-Huesca	22199 - Sabiñánigo	221990018 - Gésera	22199001801 - Gésera
2019	22-Huesca	22199 - Sabiñánigo	221990019 - Gillué	22199001901 - Gillué
2019	22-Huesca	22199 - Sabiñánigo	221990019 - Gillué	22199001999 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990020 - Grasa	22199002001 - Grasa
2019	22-Huesca	22199 - Sabiñánigo	221990021 - Hostal de Ipiés	22199002101 - Hostal de Ipiés
2019	22-Huesca	22199 - Sabiñánigo	221990022 - Ipiés	22199002201 - Ipiés
2019	22-Huesca	22199 - Sabiñánigo	221990023 - Isún de Basa	22199002301 - Isún de Basa
2019	22-Huesca	22199 - Sabiñánigo	221990024 - Laguarta	22199002401 - Laguarta
2019	22-Huesca	22199 - Sabiñánigo	221990025 - Lanave	22199002501 - Lanave
2019	22-Huesca	22199 - Sabiñánigo	221990026 - Lárrede	22199002601 - Lárrede
2019	22-Huesca	22199 - Sabiñánigo	221990026 - Lárrede	22199002699 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990027 - Larrés	22199002701 - Larrés
2019	22-Huesca	22199 - Sabiñánigo	221990027 - Larrés	22199002799 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990028 - Lasaosa	22199002801 - Lasaosa
2019	22-Huesca	22199 - Sabiñánigo	221990029 - Lasieso	22199002901 - Lasieso
2019	22-Huesca	22199 - Sabiñánigo	221990029 - Lasieso	22199002999 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990030 - Latas	22199003001 - Latas
2019	22-Huesca	22199 - Sabiñánigo	221990031 - Latrás	22199003101 - Latrás
2019	22-Huesca	22199 - Sabiñánigo	221990032 - Layés	22199003201 - Layés
2019	22-Huesca	22199 - Sabiñánigo	221990033 - Molino de Villobas	22199003399 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990034 - Ordovés	22199003499 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990035 - Orna de Gállego	22199003501 - Orna de Gállego
2019	22-Huesca	22199 - Sabiñánigo	221990035 - Orna de Gállego	22199003599 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990036 - Osán	22199003601 - Osán
2019	22-Huesca	22199 - Sabiñánigo	221990037 - Pardinilla	22199003701 - Pardinilla
2019	22-Huesca	22199 - Sabiñánigo	221990038 - Puente de Sabiñánigo (El)	22199003801 - Puente de Sabiñánigo (El)
2019	22-Huesca	22199 - Sabiñánigo	221990038 - Puente de Sabiñánigo (El)	22199003899 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990039 - Rapún	22199003901 - Rapún
2019	22-Huesca	22199 - Sabiñánigo	221990039 - Rapún	22199003999 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990040 - Sabiñánigo	22199004001 - Sabiñánigo
2019	22-Huesca	22199 - Sabiñánigo	221990040 - Sabiñánigo	22199004099 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990041 - Sabiñánigo Alto	22199004101 - Sabiñánigo Alto
2019	22-Huesca	22199 - Sabiñánigo	221990041 - Sabiñánigo Alto	22199004199 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990042 - San Esteban de Guarga	22199004299 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990043 - San Román de Basa	22199004301 - San Román de Basa
2019	22-Huesca	22199 - Sabiñánigo	221990044 - Sardas	22199004401 - Sardas
2019	22-Huesca	22199 - Sabiñánigo	221990045 - Sasal	22199004501 - Sasal
2019	22-Huesca	22199 - Sabiñánigo	221990046 - Satué	22199004601 - Satué
2019	22-Huesca	22199 - Sabiñánigo	221990047 - Senegüé	22199004701 - Senegüé
2019	22-Huesca	22199 - Sabiñánigo	221990047 - Senegüé	22199004799 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990048 - Sorripas	22199004801 - Sorripas
2019	22-Huesca	22199 - Sabiñánigo	221990049 - Yéspola	22199004901 - Yéspola
2019	22-Huesca	22199 - Sabiñánigo	221990050 - Bentué de Nocito	22199005099 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990051 - Used	22199005101 - Used
2019	22-Huesca	22199 - Sabiñánigo	221990052 - Artosilla	22199005201 - Artosilla
2019	22-Huesca	22199 - Sabiñánigo	221990053 - Ibort	22199005301 - Ibort
2019	22-Huesca	22199 - Sabiñánigo	221990054 - Solanilla	22199005499 - *Diseminado*
2019	22-Huesca	22199 - Sabiñánigo	221990055 - Isín	22199005501 - Isín
2019	22-Huesca	22200 - Sahún	222000001 - Eresué	22200000101 - Eresué
2019	22-Huesca	22200 - Sahún	222000001 - Eresué	22200000199 - *Diseminado*
2019	22-Huesca	22200 - Sahún	222000002 - Eriste	22200000201 - Eriste
2019	22-Huesca	22200 - Sahún	222000002 - Eriste	22200000202 - Linsoles
2019	22-Huesca	22200 - Sahún	222000002 - Eriste	22200000299 - *Diseminado*
2019	22-Huesca	22200 - Sahún	222000003 - Sahún	22200000301 - Escamps (Els)
2019	22-Huesca	22200 - Sahún	222000003 - Sahún	22200000302 - Sahún
2019	22-Huesca	22200 - Sahún	222000003 - Sahún	22200000399 - *Diseminado*
2019	22-Huesca	22201 - Salas Altas	222010001 - Salas Altas	22201000101 - Salas Altas
2019	22-Huesca	22201 - Salas Altas	222010001 - Salas Altas	22201000199 - *Diseminado*
2019	22-Huesca	22202 - Salas Bajas	222020001 - Salas Bajas	22202000101 - Salas Bajas
2019	22-Huesca	22202 - Salas Bajas	222020001 - Salas Bajas	22202000199 - *Diseminado*
2019	22-Huesca	22203 - Salillas	222030001 - Salillas	22203000101 - Salillas
2019	22-Huesca	22203 - Salillas	222030001 - Salillas	22203000199 - *Diseminado*
2019	22-Huesca	22204 - Sallent de Gállego	222040001 - Escarrilla	22204000101 - Escarrilla
2019	22-Huesca	22204 - Sallent de Gállego	222040001 - Escarrilla	22204000199 - *Diseminado*
2019	22-Huesca	22204 - Sallent de Gállego	222040002 - Formigal	22204000201 - Formigal
2019	22-Huesca	22204 - Sallent de Gállego	222040002 - Formigal	22204000299 - *Diseminado*
2019	22-Huesca	22204 - Sallent de Gállego	222040003 - Sallent de Gállego	22204000301 - Sallent de Gállego
2019	22-Huesca	22204 - Sallent de Gállego	222040003 - Sallent de Gállego	22204000399 - *Diseminado*
2019	22-Huesca	22204 - Sallent de Gállego	222040004 - Sandiniés	22204000401 - Sandiniés
2019	22-Huesca	22204 - Sallent de Gállego	222040005 - Tramacastilla de Tena	22204000501 - Tramacastilla de Tena
2019	22-Huesca	22204 - Sallent de Gállego	222040005 - Tramacastilla de Tena	22204000599 - *Diseminado*
2019	22-Huesca	22204 - Sallent de Gállego	222040006 - Frontera del Portalet	22204000601 - Frontera del Portalet
2019	22-Huesca	22204 - Sallent de Gállego	222040007 - Lanuza	22204000701 - Lanuza
2019	22-Huesca	22205 - San Esteban de Litera	222050001 - San Esteban de Litera	22205000101 - San Esteban de Litera
2019	22-Huesca	22205 - San Esteban de Litera	222050001 - San Esteban de Litera	22205000199 - *Diseminado*
2019	22-Huesca	22206 - Sangarrén	222060001 - Sangarrén	22206000101 - Sangarrén
2019	22-Huesca	22206 - Sangarrén	222060001 - Sangarrén	22206000199 - *Diseminado*
2019	22-Huesca	22207 - San Juan de Plan	222070001 - San Juan de Plan	22207000101 - San Juan de Plan
2019	22-Huesca	22207 - San Juan de Plan	222070001 - San Juan de Plan	22207000199 - *Diseminado*
2019	22-Huesca	22208 - Santa Cilia	222080001 - Santa Cilia	22208000101 - Santa Cilia
2019	22-Huesca	22208 - Santa Cilia	222080001 - Santa Cilia	22208000199 - *Diseminado*
2019	22-Huesca	22208 - Santa Cilia	222080002 - Somanés	22208000201 - Somanés
2019	22-Huesca	22209 - Santa Cruz de la Serós	222090001 - Binacua	22209000101 - Binacua
2019	22-Huesca	22209 - Santa Cruz de la Serós	222090001 - Binacua	22209000199 - *Diseminado*
2019	22-Huesca	22209 - Santa Cruz de la Serós	222090002 - Santa Cruz de la Serós	22209000201 - Santa Cruz de la Serós
2019	22-Huesca	22212 - Santaliestra y San Quílez	222120001 - Santaliestra y San Quílez	22212000101 - Santaliestra y San Quílez
2019	22-Huesca	22212 - Santaliestra y San Quílez	222120001 - Santaliestra y San Quílez	22212000199 - *Diseminado*
2019	22-Huesca	22212 - Santaliestra y San Quílez	222120002 - Caballera	22212000201 - Caballera
2019	22-Huesca	22213 - Sariñena	222130001 - Cartuja de Monegros (La)	22213000101 - Cartuja de Monegros (La)
2019	22-Huesca	22213 - Sariñena	222130002 - Lamasadera	22213000201 - Lamasadera
2019	22-Huesca	22213 - Sariñena	222130003 - Lastanosa	22213000301 - Lastanosa
2019	22-Huesca	22213 - Sariñena	222130003 - Lastanosa	22213000399 - *Diseminado*
2019	22-Huesca	22213 - Sariñena	222130004 - Pallaruelo de Monegros	22213000401 - Pallaruelo de Monegros
2019	22-Huesca	22213 - Sariñena	222130005 - San Juan del Flumen	22213000501 - San Juan del Flumen
2019	22-Huesca	22213 - Sariñena	222130005 - San Juan del Flumen	22213000599 - *Diseminado*
