Año	Provincia	Municipio	Entidad singular	Núcleo
2019	44-Teruel	44012 - Alcalá de la Selva	440120001 - Alcalá de la Selva	44012000199 - *Diseminado*
2019	44-Teruel	44012 - Alcalá de la Selva	440120002 - Virgen de la Vega (La)	44012000201 - Sol y Nieve
2019	44-Teruel	44012 - Alcalá de la Selva	440120002 - Virgen de la Vega (La)	44012000202 - Solano de la Vega
2019	44-Teruel	44012 - Alcalá de la Selva	440120002 - Virgen de la Vega (La)	44012000203 - Virgen de la Vega (La)
2019	44-Teruel	44012 - Alcalá de la Selva	440120002 - Virgen de la Vega (La)	44012000299 - *Diseminado*
2019	44-Teruel	44013 - Alcañiz	440130001 - Alcañiz	44013000101 - Alcañiz
2019	44-Teruel	44013 - Alcañiz	440130001 - Alcañiz	44013000199 - *Diseminado*
2019	44-Teruel	44013 - Alcañiz	440130002 - Puigmoreno	44013000201 - Puigmoreno
2019	44-Teruel	44013 - Alcañiz	440130003 - Valmuel	44013000301 - Valmuel
2019	44-Teruel	44014 - Alcorisa	440140001 - Alcorisa	44014000101 - Alcorisa
2019	44-Teruel	44014 - Alcorisa	440140001 - Alcorisa	44014000199 - *Diseminado*
2019	44-Teruel	44016 - Alfambra	440160001 - Alfambra	44016000101 - Alfambra
2019	44-Teruel	44016 - Alfambra	440160001 - Alfambra	44016000199 - *Diseminado*
2019	44-Teruel	44017 - Aliaga	440170001 - Aldehuela	44017000199 - *Diseminado*
2019	44-Teruel	44017 - Aliaga	440170002 - Aliaga	44017000201 - Aliaga
2019	44-Teruel	44017 - Aliaga	440170002 - Aliaga	44017000299 - *Diseminado*
2019	44-Teruel	44017 - Aliaga	440170003 - Campos	44017000301 - Campos
2019	44-Teruel	44017 - Aliaga	440170004 - Cañadilla (La)	44017000401 - Cañadilla (La)
2019	44-Teruel	44017 - Aliaga	440170005 - Cirujeda	44017000501 - Cirujeda
2019	44-Teruel	44017 - Aliaga	440170006 - Santa Bárbara	44017000601 - Santa Bárbara
2019	44-Teruel	44018 - Almohaja	440180001 - Almohaja	44018000101 - Almohaja
2019	44-Teruel	44019 - Alobras	440190001 - Alobras	44019000101 - Alobras
2019	44-Teruel	44019 - Alobras	440190001 - Alobras	44019000199 - *Diseminado*
2019	44-Teruel	44020 - Alpeñés	440200001 - Alpeñés	44020000101 - Alpeñés
2019	44-Teruel	44021 - Allepuz	440210001 - Allepuz	44021000101 - Allepuz
2019	44-Teruel	44021 - Allepuz	440210001 - Allepuz	44021000199 - *Diseminado*
2019	44-Teruel	44022 - Alloza	440220001 - Alloza	44022000101 - Alloza
2019	44-Teruel	44022 - Alloza	440220001 - Alloza	44022000199 - *Diseminado*
2019	44-Teruel	44023 - Allueva	440230001 - Allueva	44023000101 - Allueva
2019	44-Teruel	44024 - Anadón	440240001 - Anadón	44024000101 - Anadón
2019	44-Teruel	44025 - Andorra	440250001 - Andorra	44025000101 - Andorra
2019	44-Teruel	44025 - Andorra	440250001 - Andorra	44025000199 - *Diseminado*
2019	44-Teruel	44026 - Arcos de las Salinas	440260001 - Arcos de las Salinas	44026000101 - Arcos de las Salinas
2019	44-Teruel	44026 - Arcos de las Salinas	440260001 - Arcos de las Salinas	44026000199 - *Diseminado*
2019	44-Teruel	44026 - Arcos de las Salinas	440260002 - Higuera (La)	44026000299 - *Diseminado*
2019	44-Teruel	44026 - Arcos de las Salinas	440260003 - Hoya de la Carrasca	44026000399 - *Diseminado*
2019	44-Teruel	44027 - Arens de Lledó	440270001 - Arens de Lledó	44027000101 - Arens de Lledó
2019	44-Teruel	44027 - Arens de Lledó	440270001 - Arens de Lledó	44027000199 - *Diseminado*
2019	44-Teruel	44028 - Argente	440280001 - Argente	44028000101 - Argente
2019	44-Teruel	44029 - Ariño	440290001 - Ariño	44029000101 - Ariño
2019	44-Teruel	44029 - Ariño	440290001 - Ariño	44029000199 - *Diseminado*
2019	44-Teruel	44031 - Azaila	440310001 - Azaila	44031000101 - Azaila
2019	44-Teruel	44031 - Azaila	440310001 - Azaila	44031000199 - *Diseminado*
2019	44-Teruel	44032 - Bádenas	440320001 - Bádenas	44032000101 - Bádenas
2019	44-Teruel	44033 - Báguena	440330001 - Báguena	44033000101 - Báguena
2019	44-Teruel	44034 - Bañón	440340001 - Bañón	44034000101 - Bañón
2019	44-Teruel	44034 - Bañón	440340001 - Bañón	44034000199 - *Diseminado*
2019	44-Teruel	44035 - Barrachina	440350001 - Barrachina	44035000101 - Barrachina
2019	44-Teruel	44035 - Barrachina	440350001 - Barrachina	44035000199 - *Diseminado*
2019	44-Teruel	44036 - Bea	440360001 - Bea	44036000101 - Bea
2019	44-Teruel	44036 - Bea	440360001 - Bea	44036000199 - *Diseminado*
2019	44-Teruel	44037 - Beceite	440370001 - Beceite	44037000101 - Beceite
2019	44-Teruel	44037 - Beceite	440370001 - Beceite	44037000199 - *Diseminado*
2019	44-Teruel	44038 - Belmonte de San José	440380001 - Belmonte de San José	44038000101 - Belmonte de San José
2019	44-Teruel	44038 - Belmonte de San José	440380001 - Belmonte de San José	44038000199 - *Diseminado*
2019	44-Teruel	44039 - Bello	440390001 - Bello	44039000101 - Bello
2019	44-Teruel	44040 - Berge	440400001 - Berge	44040000101 - Berge
2019	44-Teruel	44040 - Berge	440400001 - Berge	44040000199 - *Diseminado*
2019	44-Teruel	44041 - Bezas	440410001 - Bezas	44041000101 - Bezas
2019	44-Teruel	44041 - Bezas	440410001 - Bezas	44041000199 - *Diseminado*
2019	44-Teruel	44042 - Blancas	440420001 - Blancas	44042000101 - Blancas
2019	44-Teruel	44042 - Blancas	440420001 - Blancas	44042000199 - *Diseminado*
2019	44-Teruel	44043 - Blesa	440430001 - Blesa	44043000101 - Blesa
2019	44-Teruel	44043 - Blesa	440430001 - Blesa	44043000199 - *Diseminado*
2019	44-Teruel	44044 - Bordón	440440001 - Bordón	44044000101 - Bordón
2019	44-Teruel	44044 - Bordón	440440001 - Bordón	44044000199 - *Diseminado*
2019	44-Teruel	44045 - Bronchales	440450001 - Bronchales	44045000101 - Bronchales
2019	44-Teruel	44046 - Bueña	440460001 - Bueña	44046000101 - Bueña
2019	44-Teruel	44046 - Bueña	440460001 - Bueña	44046000199 - *Diseminado*
2019	44-Teruel	44047 - Burbáguena	440470001 - Burbáguena	44047000101 - Burbáguena
2019	44-Teruel	44048 - Cabra de Mora	440480001 - Cabra de Mora	44048000101 - Cabra de Mora
2019	44-Teruel	44048 - Cabra de Mora	440480001 - Cabra de Mora	44048000199 - *Diseminado*
2019	44-Teruel	44049 - Calaceite	440490001 - Calaceite	44049000101 - Calaceite
2019	44-Teruel	44049 - Calaceite	440490001 - Calaceite	44049000199 - *Diseminado*
2019	44-Teruel	44050 - Calamocha	440500001 - Calamocha	44050000101 - Calamocha
2019	44-Teruel	44050 - Calamocha	440500001 - Calamocha	44050000199 - *Diseminado*
2019	44-Teruel	44050 - Calamocha	440500002 - Collados	44050000201 - Collados
2019	44-Teruel	44050 - Calamocha	440500003 - Cuencabuena	44050000301 - Cuencabuena
2019	44-Teruel	44050 - Calamocha	440500003 - Cuencabuena	44050000399 - *Diseminado*
2019	44-Teruel	44050 - Calamocha	440500004 - Cutanda	44050000401 - Cutanda
2019	44-Teruel	44050 - Calamocha	440500004 - Cutanda	44050000499 - *Diseminado*
2019	44-Teruel	44050 - Calamocha	440500006 - Lechago	44050000601 - Lechago
2019	44-Teruel	44050 - Calamocha	440500006 - Lechago	44050000699 - *Diseminado*
2019	44-Teruel	44050 - Calamocha	440500007 - Luco de Jiloca	44050000701 - Luco de Jiloca
2019	44-Teruel	44050 - Calamocha	440500007 - Luco de Jiloca	44050000799 - *Diseminado*
2019	44-Teruel	44050 - Calamocha	440500008 - Navarrete del Río	44050000801 - Navarrete del Río
2019	44-Teruel	44050 - Calamocha	440500008 - Navarrete del Río	44050000899 - *Diseminado*
2019	44-Teruel	44050 - Calamocha	440500009 - Nueros	44050000901 - Nueros
2019	44-Teruel	44050 - Calamocha	440500009 - Nueros	44050000999 - *Diseminado*
2019	44-Teruel	44050 - Calamocha	440500010 - Olalla	44050001001 - Olalla
2019	44-Teruel	44050 - Calamocha	440500011 - Poyo del Cid (El)	44050001101 - Poyo del Cid (El)
2019	44-Teruel	44050 - Calamocha	440500011 - Poyo del Cid (El)	44050001199 - *Diseminado*
2019	44-Teruel	44050 - Calamocha	440500013 - Valverde	44050001301 - Valverde
2019	44-Teruel	44050 - Calamocha	440500014 - Villarejo de los Olmos (El)	44050001401 - Villarejo de los Olmos (El)
2019	44-Teruel	44051 - Calanda	440510001 - Calanda	44051000101 - Calanda
2019	44-Teruel	44051 - Calanda	440510001 - Calanda	44051000199 - *Diseminado*
2019	44-Teruel	44052 - Calomarde	440520001 - Calomarde	44052000101 - Calomarde
2019	44-Teruel	44052 - Calomarde	440520001 - Calomarde	44052000199 - *Diseminado*
2019	44-Teruel	44053 - Camañas	440530001 - Camañas	44053000101 - Camañas
2019	44-Teruel	44053 - Camañas	440530001 - Camañas	44053000199 - *Diseminado*
2019	44-Teruel	44054 - Camarena de la Sierra	440540001 - Camarena de la Sierra	44054000101 - Camarena de la Sierra
2019	44-Teruel	44054 - Camarena de la Sierra	440540001 - Camarena de la Sierra	44054000199 - *Diseminado*
2019	44-Teruel	44054 - Camarena de la Sierra	440540002 - Mas de Navarrete	44054000299 - *Diseminado*
2019	44-Teruel	44055 - Camarillas	440550001 - Camarillas	44055000101 - Camarillas
2019	44-Teruel	44055 - Camarillas	440550001 - Camarillas	44055000199 - *Diseminado*
2019	44-Teruel	44056 - Caminreal	440560001 - Caminreal	44056000101 - Caminreal
2019	44-Teruel	44056 - Caminreal	440560001 - Caminreal	44056000199 - *Diseminado*
2019	44-Teruel	44056 - Caminreal	440560003 - Villalba de los Morales	44056000301 - Villalba de los Morales
2019	44-Teruel	44059 - Cantavieja	440590001 - Cantavieja	44059000101 - Cantavieja
2019	44-Teruel	44059 - Cantavieja	440590001 - Cantavieja	44059000199 - *Diseminado*
2019	44-Teruel	44059 - Cantavieja	440590002 - Casas de San Juan	44059000299 - *Diseminado*
2019	44-Teruel	44059 - Cantavieja	440590003 - Solana	44059000399 - *Diseminado*
2019	44-Teruel	44059 - Cantavieja	440590004 - Umbría	44059000499 - *Diseminado*
2019	44-Teruel	44059 - Cantavieja	440590005 - Vega	44059000599 - *Diseminado*
2019	44-Teruel	44060 - Cañada de Benatanduz	440600001 - Cañada de Benatanduz	44060000101 - Cañada de Benatanduz
2019	44-Teruel	44060 - Cañada de Benatanduz	440600001 - Cañada de Benatanduz	44060000199 - *Diseminado*
2019	44-Teruel	44061 - Cañada de Verich (La)	440610001 - Cañada de Verich (La)	44061000101 - Cañada de Verich (La)
2019	44-Teruel	44062 - Cañada Vellida	440620001 - Cañada Vellida	44062000101 - Cañada Vellida
2019	44-Teruel	44063 - Cañizar del Olivar	440630001 - Cañizar del Olivar	44063000101 - Cañizar del Olivar
2019	44-Teruel	44063 - Cañizar del Olivar	440630001 - Cañizar del Olivar	44063000199 - *Diseminado*
2019	44-Teruel	44064 - Cascante del Río	440640001 - Cascante del Río	44064000101 - Cascante del Río
2019	44-Teruel	44065 - Castejón de Tornos	440650001 - Castejón de Tornos	44065000101 - Castejón de Tornos
2019	44-Teruel	44066 - Castel de Cabra	440660001 - Castel de Cabra	44066000101 - Castel de Cabra
2019	44-Teruel	44066 - Castel de Cabra	440660001 - Castel de Cabra	44066000199 - *Diseminado*
2019	44-Teruel	44067 - Castelnou	440670001 - Castelnou	44067000101 - Castelnou
2019	44-Teruel	44067 - Castelnou	440670001 - Castelnou	44067000199 - *Diseminado*
2019	44-Teruel	44068 - Castelserás	440680001 - Castelserás	44068000101 - Castelserás
2019	44-Teruel	44068 - Castelserás	440680001 - Castelserás	44068000199 - *Diseminado*
2019	44-Teruel	44070 - Castellar (El)	440700001 - Castellar (El)	44070000101 - Castellar (El)
2019	44-Teruel	44070 - Castellar (El)	440700001 - Castellar (El)	44070000199 - *Diseminado*
2019	44-Teruel	44071 - Castellote	440710001 - Abenfigo	44071000101 - Abenfigo
2019	44-Teruel	44071 - Castellote	440710002 - Alagones (Los)	44071000201 - Alagones (Los)
2019	44-Teruel	44071 - Castellote	440710003 - Algecira (La)	44071000301 - Algecira (La)
2019	44-Teruel	44071 - Castellote	440710003 - Algecira (La)	44071000399 - *Diseminado*
2019	44-Teruel	44071 - Castellote	440710004 - Castellote	44071000401 - Castellote
2019	44-Teruel	44071 - Castellote	440710004 - Castellote	44071000499 - *Diseminado*
2019	44-Teruel	44071 - Castellote	440710005 - Crespol (El)	44071000501 - Crespol (El)
2019	44-Teruel	44071 - Castellote	440710006 - Cuevas de Cañart	44071000601 - Cuevas de Cañart
2019	44-Teruel	44071 - Castellote	440710006 - Cuevas de Cañart	44071000699 - *Diseminado*
2019	44-Teruel	44071 - Castellote	440710007 - Dos Torres de Mercader	44071000701 - Dos Torres de Mercader
2019	44-Teruel	44071 - Castellote	440710008 - Ladruñán	44071000801 - Ladruñán
2019	44-Teruel	44071 - Castellote	440710008 - Ladruñán	44071000899 - *Diseminado*
2019	44-Teruel	44071 - Castellote	440710009 - Luco de Bordón	44071000901 - Luco de Bordón
2019	44-Teruel	44071 - Castellote	440710009 - Luco de Bordón	44071000999 - *Diseminado*
2019	44-Teruel	44071 - Castellote	440710010 - Planas (Las)	44071001001 - Planas (Las)
2019	44-Teruel	44071 - Castellote	440710010 - Planas (Las)	44071001099 - *Diseminado*
2019	44-Teruel	44071 - Castellote	440710011 - Torremocha	44071001101 - Torremocha
2019	44-Teruel	44071 - Castellote	440710011 - Torremocha	44071001199 - *Diseminado*
2019	44-Teruel	44074 - Cedrillas	440740001 - Cedrillas	44074000101 - Cedrillas
2019	44-Teruel	44074 - Cedrillas	440740001 - Cedrillas	44074000199 - *Diseminado*
2019	44-Teruel	44075 - Celadas	440750001 - Celadas	44075000101 - Celadas
2019	44-Teruel	44076 - Cella	440760001 - Cella	44076000101 - Cella
2019	44-Teruel	44076 - Cella	440760001 - Cella	44076000199 - *Diseminado*
2019	44-Teruel	44077 - Cerollera (La)	440770001 - Cerollera (La)	44077000101 - Cerollera (La)
2019	44-Teruel	44077 - Cerollera (La)	440770001 - Cerollera (La)	44077000199 - *Diseminado*
2019	44-Teruel	44080 - Codoñera (La)	440800001 - Codoñera (La)	44080000101 - Codoñera (La)
2019	44-Teruel	44082 - Corbalán	440820002 - Corbalán	44082000201 - Corbalán
2019	44-Teruel	44082 - Corbalán	440820002 - Corbalán	44082000299 - *Diseminado*
2019	44-Teruel	44084 - Cortes de Aragón	440840001 - Cortes de Aragón	44084000101 - Cortes de Aragón
2019	44-Teruel	44085 - Cosa	440850001 - Corbatón	44085000101 - Corbatón
2019	44-Teruel	44085 - Cosa	440850002 - Cosa	44085000201 - Cosa
2019	44-Teruel	44085 - Cosa	440850002 - Cosa	44085000299 - *Diseminado*
2019	44-Teruel	44086 - Cretas	440860001 - Cretas	44086000101 - Cretas
2019	44-Teruel	44086 - Cretas	440860001 - Cretas	44086000199 - *Diseminado*
2019	44-Teruel	44087 - Crivillén	440870001 - Crivillén	44087000101 - Crivillén
2019	44-Teruel	44087 - Crivillén	440870001 - Crivillén	44087000199 - *Diseminado*
2019	44-Teruel	44087 - Crivillén	440870002 - Mases de Crivillén	44087000299 - *Diseminado*
2019	44-Teruel	44088 - Cuba (La)	440880001 - Cuba (La)	44088000101 - Cuba (La)
2019	44-Teruel	44088 - Cuba (La)	440880001 - Cuba (La)	44088000199 - *Diseminado*
2019	44-Teruel	44089 - Cubla	440890001 - Cubla	44089000101 - Cubla
2019	44-Teruel	44090 - Cucalón	440900001 - Cucalón	44090000101 - Cucalón
2019	44-Teruel	44092 - Cuervo (El)	440920001 - Cuervo (El)	44092000101 - Cuervo (El)
2019	44-Teruel	44093 - Cuevas de Almudén	440930001 - Cuevas de Almudén	44093000101 - Cuevas de Almudén
2019	44-Teruel	44094 - Cuevas Labradas	440940001 - Cuevas Labradas	44094000101 - Cuevas Labradas
2019	44-Teruel	44094 - Cuevas Labradas	440940001 - Cuevas Labradas	44094000199 - *Diseminado*
2019	44-Teruel	44096 - Ejulve	440960001 - Ejulve	44096000101 - Ejulve
2019	44-Teruel	44096 - Ejulve	440960001 - Ejulve	44096000199 - *Diseminado*
2019	44-Teruel	44097 - Escorihuela	440970001 - Escorihuela	44097000101 - Escorihuela
2019	44-Teruel	44099 - Escucha	440990001 - Escucha	44099000101 - Escucha
2019	44-Teruel	44099 - Escucha	440990001 - Escucha	44099000199 - *Diseminado*
2019	44-Teruel	44099 - Escucha	440990002 - Valdeconejos	44099000201 - Valdeconejos
2019	44-Teruel	44099 - Escucha	440990002 - Valdeconejos	44099000299 - *Diseminado*
2019	44-Teruel	44100 - Estercuel	441000001 - Estercuel	44100000101 - Estercuel
2019	44-Teruel	44100 - Estercuel	441000001 - Estercuel	44100000199 - *Diseminado*
2019	44-Teruel	44101 - Ferreruela de Huerva	441010001 - Ferreruela de Huerva	44101000101 - Ferreruela de Huerva
2019	44-Teruel	44101 - Ferreruela de Huerva	441010001 - Ferreruela de Huerva	44101000199 - *Diseminado*
2019	44-Teruel	44102 - Fonfría	441020001 - Fonfría	44102000101 - Fonfría
2019	44-Teruel	44103 - Formiche Alto	441030001 - Formiche Alto	44103000101 - Formiche Alto
2019	44-Teruel	44103 - Formiche Alto	441030001 - Formiche Alto	44103000199 - *Diseminado*
2019	44-Teruel	44103 - Formiche Alto	441030002 - Formiche Bajo	44103000201 - Formiche Bajo
2019	44-Teruel	44103 - Formiche Alto	441030002 - Formiche Bajo	44103000299 - *Diseminado*
2019	44-Teruel	44105 - Fórnoles	441050001 - Fórnoles	44105000101 - Fórnoles
2019	44-Teruel	44105 - Fórnoles	441050001 - Fórnoles	44105000199 - *Diseminado*
2019	44-Teruel	44106 - Fortanete	441060001 - Fortanete	44106000101 - Fortanete
2019	44-Teruel	44106 - Fortanete	441060001 - Fortanete	44106000199 - *Diseminado*
2019	44-Teruel	44107 - Foz-Calanda	441070001 - Foz-Calanda	44107000101 - Foz-Calanda
2019	44-Teruel	44107 - Foz-Calanda	441070001 - Foz-Calanda	44107000199 - *Diseminado*
2019	44-Teruel	44108 - Fresneda (La)	441080002 - Fresneda (La)	44108000201 - Fresneda (La)
2019	44-Teruel	44108 - Fresneda (La)	441080002 - Fresneda (La)	44108000299 - *Diseminado*
2019	44-Teruel	44109 - Frías de Albarracín	441090002 - Frías de Albarracín	44109000201 - Frías de Albarracín
2019	44-Teruel	44110 - Fuenferrada	441100001 - Fuenferrada	44110000101 - Fuenferrada
2019	44-Teruel	44111 - Fuentes Calientes	441110001 - Fuentes Calientes	44111000101 - Fuentes Calientes
2019	44-Teruel	44112 - Fuentes Claras	441120001 - Fuentes Claras	44112000101 - Fuentes Claras
2019	44-Teruel	44113 - Fuentes de Rubielos	441130001 - Fuentes de Rubielos	44113000101 - Fuentes de Rubielos
2019	44-Teruel	44113 - Fuentes de Rubielos	441130001 - Fuentes de Rubielos	44113000199 - *Diseminado*
2019	44-Teruel	44114 - Fuentespalda	441140001 - Fuentespalda	44114000101 - Fuentespalda
2019	44-Teruel	44114 - Fuentespalda	441140001 - Fuentespalda	44114000199 - *Diseminado*
2019	44-Teruel	44115 - Galve	441150001 - Galve	44115000101 - Galve
2019	44-Teruel	44115 - Galve	441150001 - Galve	44115000199 - *Diseminado*
2019	44-Teruel	44116 - Gargallo	441160001 - Gargallo	44116000101 - Gargallo
2019	44-Teruel	44116 - Gargallo	441160001 - Gargallo	44116000199 - *Diseminado*
2019	44-Teruel	44117 - Gea de Albarracín	441170001 - Gea de Albarracín	44117000101 - Gea de Albarracín
2019	44-Teruel	44118 - Ginebrosa (La)	441180001 - Ginebrosa (La)	44118000101 - Ginebrosa (La)
2019	44-Teruel	44118 - Ginebrosa (La)	441180001 - Ginebrosa (La)	44118000199 - *Diseminado*
2019	44-Teruel	44119 - Griegos	441190001 - Griegos	44119000101 - Griegos
2019	44-Teruel	44120 - Guadalaviar	441200001 - Guadalaviar	44120000101 - Guadalaviar
2019	44-Teruel	44121 - Gúdar	441210001 - Gúdar	44121000101 - Gúdar
2019	44-Teruel	44121 - Gúdar	441210001 - Gúdar	44121000199 - *Diseminado*
2019	44-Teruel	44122 - Híjar	441220001 - Híjar	44122000101 - Híjar
2019	44-Teruel	44122 - Híjar	441220001 - Híjar	44122000199 - *Diseminado*
2019	44-Teruel	44123 - Hinojosa de Jarque	441230001 - Cobatillas	44123000101 - Cobatillas
2019	44-Teruel	44123 - Hinojosa de Jarque	441230001 - Cobatillas	44123000199 - *Diseminado*
2019	44-Teruel	44123 - Hinojosa de Jarque	441230002 - Hinojosa de Jarque	44123000201 - Hinojosa de Jarque
2019	44-Teruel	44124 - Hoz de la Vieja (La)	441240001 - Hoz de la Vieja (La)	44124000101 - Hoz de la Vieja (La)
2019	44-Teruel	44124 - Hoz de la Vieja (La)	441240001 - Hoz de la Vieja (La)	44124000199 - *Diseminado*
2019	44-Teruel	44125 - Huesa del Común	441250001 - Huesa del Común	44125000101 - Huesa del Común
2019	44-Teruel	44125 - Huesa del Común	441250001 - Huesa del Común	44125000199 - *Diseminado*
2019	44-Teruel	44125 - Huesa del Común	441250002 - Rudilla	44125000201 - Rudilla
2019	44-Teruel	44126 - Iglesuela del Cid (La)	441260001 - Iglesuela del Cid (La)	44126000101 - Iglesuela del Cid (La)
2019	44-Teruel	44126 - Iglesuela del Cid (La)	441260001 - Iglesuela del Cid (La)	44126000199 - *Diseminado*
2019	44-Teruel	44127 - Jabaloyas	441270001 - Arroyofrío	44127000101 - Arroyofrío
2019	44-Teruel	44127 - Jabaloyas	441270002 - Jabaloyas	44127000201 - Jabaloyas
2019	44-Teruel	44128 - Jarque de la Val	441280001 - Jarque de la Val	44128000101 - Jarque de la Val
2019	44-Teruel	44129 - Jatiel	441290001 - Jatiel	44129000101 - Jatiel
2019	44-Teruel	44130 - Jorcas	441300001 - Jorcas	44130000101 - Jorcas
2019	44-Teruel	44131 - Josa	441310001 - Josa	44131000101 - Josa
2019	44-Teruel	44132 - Lagueruela	441320001 - Lagueruela	44132000101 - Lagueruela
2019	44-Teruel	44132 - Lagueruela	441320001 - Lagueruela	44132000199 - *Diseminado*
2019	44-Teruel	44133 - Lanzuela	441330001 - Lanzuela	44133000101 - Lanzuela
2019	44-Teruel	44135 - Libros	441350001 - Libros	44135000101 - Libros
2019	44-Teruel	44135 - Libros	441350001 - Libros	44135000199 - *Diseminado*
2019	44-Teruel	44136 - Lidón	441360001 - Lidón	44136000101 - Lidón
2019	44-Teruel	44136 - Lidón	441360001 - Lidón	44136000199 - *Diseminado*
2019	44-Teruel	44137 - Linares de Mora	441370001 - Castelvispal	44137000101 - Castelvispal
2019	44-Teruel	44137 - Linares de Mora	441370001 - Castelvispal	44137000199 - *Diseminado*
2019	44-Teruel	44137 - Linares de Mora	441370002 - Linares de Mora	44137000201 - Linares de Mora
2019	44-Teruel	44137 - Linares de Mora	441370002 - Linares de Mora	44137000299 - *Diseminado*
2019	44-Teruel	44138 - Loscos	441380001 - Colladico (El)	44138000199 - *Diseminado*
2019	44-Teruel	44138 - Loscos	441380002 - Loscos	44138000201 - Loscos
2019	44-Teruel	44138 - Loscos	441380003 - Mezquita de Loscos	44138000301 - Mezquita de Loscos
2019	44-Teruel	44138 - Loscos	441380004 - Piedrahita	44138000401 - Piedrahita
2019	44-Teruel	44141 - Lledó	441410001 - Lledó	44141000101 - Lledó
2019	44-Teruel	44141 - Lledó	441410001 - Lledó	44141000199 - *Diseminado*
2019	44-Teruel	44142 - Maicas	441420001 - Maicas	44142000101 - Maicas
2019	44-Teruel	44143 - Manzanera	441430001 - Alcotas	44143000101 - Alcotas
2019	44-Teruel	44143 - Manzanera	441430002 - Alhambras (Las)	44143000201 - Alhambras (Las)
2019	44-Teruel	44143 - Manzanera	441430003 - Cerezos (Los)	44143000301 - Cerezos (Los)
2019	44-Teruel	44143 - Manzanera	441430003 - Cerezos (Los)	44143000399 - *Diseminado*
2019	44-Teruel	44143 - Manzanera	441430004 - Manzanera	44143000401 - Manzanera
2019	44-Teruel	44143 - Manzanera	441430004 - Manzanera	44143000499 - *Diseminado*
2019	44-Teruel	44143 - Manzanera	441430005 - Olmos (Los)	44143000501 - Olmos (Los)
2019	44-Teruel	44143 - Manzanera	441430005 - Olmos (Los)	44143000599 - *Diseminado*
2019	44-Teruel	44143 - Manzanera	441430006 - Paraíso Bajo	44143000601 - Paraíso Bajo
2019	44-Teruel	44143 - Manzanera	441430007 - Paúl (El)	44143000701 - Paúl (El)
2019	44-Teruel	44144 - Martín del Río	441440001 - Martín del Río	44144000101 - Martín del Río
2019	44-Teruel	44144 - Martín del Río	441440002 - Rambla de Martín (La)	44144000201 - Rambla de Martín (La)
2019	44-Teruel	44145 - Mas de las Matas	441450001 - Mas de las Matas	44145000101 - Mas de las Matas
2019	44-Teruel	44145 - Mas de las Matas	441450001 - Mas de las Matas	44145000199 - *Diseminado*
2019	44-Teruel	44146 - Mata de los Olmos (La)	441460001 - Mata de los Olmos (La)	44146000101 - Mata de los Olmos (La)
2019	44-Teruel	44146 - Mata de los Olmos (La)	441460001 - Mata de los Olmos (La)	44146000199 - *Diseminado*
2019	44-Teruel	44147 - Mazaleón	441470001 - Mazaleón	44147000101 - Mazaleón
2019	44-Teruel	44147 - Mazaleón	441470001 - Mazaleón	44147000199 - *Diseminado*
2019	44-Teruel	44148 - Mezquita de Jarque	441480001 - Mezquita de Jarque	44148000101 - Mezquita de Jarque
2019	44-Teruel	44148 - Mezquita de Jarque	441480001 - Mezquita de Jarque	44148000199 - *Diseminado*
2019	44-Teruel	44149 - Mirambel	441490001 - Mirambel	44149000101 - Mirambel
2019	44-Teruel	44149 - Mirambel	441490001 - Mirambel	44149000199 - *Diseminado*
2019	44-Teruel	44150 - Miravete de la Sierra	441500001 - Miravete de la Sierra	44150000101 - Miravete de la Sierra
2019	44-Teruel	44150 - Miravete de la Sierra	441500001 - Miravete de la Sierra	44150000199 - *Diseminado*
2019	44-Teruel	44151 - Molinos	441510001 - Molinos	44151000101 - Molinos
2019	44-Teruel	44151 - Molinos	441510001 - Molinos	44151000199 - *Diseminado*
2019	44-Teruel	44152 - Monforte de Moyuela	441520001 - Monforte de Moyuela	44152000101 - Monforte de Moyuela
2019	44-Teruel	44153 - Monreal del Campo	441530001 - Monreal del Campo	44153000101 - Monreal del Campo
2019	44-Teruel	44153 - Monreal del Campo	441530001 - Monreal del Campo	44153000199 - *Diseminado*
2019	44-Teruel	44154 - Monroyo	441540001 - Monroyo	44154000101 - Monroyo
2019	44-Teruel	44154 - Monroyo	441540001 - Monroyo	44154000199 - *Diseminado*
2019	44-Teruel	44155 - Montalbán	441550001 - Montalbán	44155000101 - Montalbán
2019	44-Teruel	44155 - Montalbán	441550001 - Montalbán	44155000199 - *Diseminado*
2019	44-Teruel	44155 - Montalbán	441550002 - Peñarroyas	44155000201 - Peñarroyas
2019	44-Teruel	44156 - Monteagudo del Castillo	441560001 - Monteagudo del Castillo	44156000101 - Monteagudo del Castillo
2019	44-Teruel	44156 - Monteagudo del Castillo	441560001 - Monteagudo del Castillo	44156000199 - *Diseminado*
2019	44-Teruel	44157 - Monterde de Albarracín	441570001 - Monterde de Albarracín	44157000101 - Monterde de Albarracín
2019	44-Teruel	44158 - Mora de Rubielos	441580001 - Mora de Rubielos	44158000101 - Mora de Rubielos
2019	44-Teruel	44158 - Mora de Rubielos	441580001 - Mora de Rubielos	44158000199 - *Diseminado*
2019	44-Teruel	44159 - Moscardón	441590001 - Moscardón	44159000101 - Moscardón
2019	44-Teruel	44160 - Mosqueruela	441600001 - Mosqueruela	44160000101 - Mosqueruela
