Régimen de tenencia	Régimen de tenencia, código	Municipio codigo	Municipio nombre	Nº viviendas
Propia, por compra, con pagos pendientes (hipotecas)	2	22175	Peralta de Calasanz	12,6915066124
Propia, por compra, con pagos pendientes (hipotecas)	2	22176	Peraltilla	8,8351486
Propia, por compra, con pagos pendientes (hipotecas)	2	22177	Perarrúa	7,1422818219
Propia, por compra, con pagos pendientes (hipotecas)	2	22178	Pertusa	5,5156718112
Propia, por compra, con pagos pendientes (hipotecas)	2	22181	Piracés	1,0636038835
Propia, por compra, con pagos pendientes (hipotecas)	2	22182	Plan	11,7521314248
Propia, por compra, con pagos pendientes (hipotecas)	2	22184	Poleñino	11,066404888
Propia, por compra, con pagos pendientes (hipotecas)	2	22186	Pozán de Vero	19,6967737748
Propia, por compra, con pagos pendientes (hipotecas)	2	22187	Puebla de Castro (La)	61,3561872309
Propia, por compra, con pagos pendientes (hipotecas)	2	22188	Puente de Montañana	2,1919150758
Propia, por compra, con pagos pendientes (hipotecas)	2	22189	Puértolas	10,668463255
Propia, por compra, con pagos pendientes (hipotecas)	2	22193	Pueyo de Santa Cruz	55,0033374096
Propia, por compra, con pagos pendientes (hipotecas)	2	22195	Quicena	65,3129410601
Propia, por compra, con pagos pendientes (hipotecas)	2	22197	Robres	43,9070190378
Propia, por compra, con pagos pendientes (hipotecas)	2	22199	Sabiñánigo	1298,0143474298
Propia, por compra, con pagos pendientes (hipotecas)	2	22200	Sahún	26,8050939806
Propia, por compra, con pagos pendientes (hipotecas)	2	22201	Salas Altas	7,0589264518
Propia, por compra, con pagos pendientes (hipotecas)	2	22202	Salas Bajas	9,9503315768
Propia, por compra, con pagos pendientes (hipotecas)	2	22204	Sallent de Gállego	251,1081443495
Propia, por compra, con pagos pendientes (hipotecas)	2	22205	San Esteban de Litera	53,4320886863
Propia, por compra, con pagos pendientes (hipotecas)	2	22206	Sangarrén	10,4864689825
Propia, por compra, con pagos pendientes (hipotecas)	2	22207	San Juan de Plan	12,8675672278
Propia, por compra, con pagos pendientes (hipotecas)	2	22208	Santa Cilia	26,5125226371
Propia, por compra, con pagos pendientes (hipotecas)	2	22209	Santa Cruz de la Serós	21,2218152758
Propia, por compra, con pagos pendientes (hipotecas)	2	22212	Santaliestra y San Quílez	2,3735843795
Propia, por compra, con pagos pendientes (hipotecas)	2	22213	Sariñena	392,0643664294
Propia, por compra, con pagos pendientes (hipotecas)	2	22214	Secastilla	3,3690749957
Propia, por compra, con pagos pendientes (hipotecas)	2	22215	Seira	19,8636364813
Propia, por compra, con pagos pendientes (hipotecas)	2	22217	Sena	24,0150672706
Propia, por compra, con pagos pendientes (hipotecas)	2	22218	Senés de Alcubierre	2,3439507071
Propia, por compra, con pagos pendientes (hipotecas)	2	22220	Sesa	3,3931797067
Propia, por compra, con pagos pendientes (hipotecas)	2	22221	Sesué	17,7931692712
Propia, por compra, con pagos pendientes (hipotecas)	2	22222	Siétamo	134,1437503516
Propia, por compra, con pagos pendientes (hipotecas)	2	22223	Sopeira	7,7970166476
Propia, por compra, con pagos pendientes (hipotecas)	2	22225	Tamarite de Litera	383,6378739764
Propia, por compra, con pagos pendientes (hipotecas)	2	22226	Tardienta	103,1879036601
Propia, por compra, con pagos pendientes (hipotecas)	2	22227	Tella-Sin	8,927741564
Propia, por compra, con pagos pendientes (hipotecas)	2	22228	Tierz	193,9868942819
Propia, por compra, con pagos pendientes (hipotecas)	2	22229	Tolva	6,9269441674
Propia, por compra, con pagos pendientes (hipotecas)	2	22230	Torla	19,6159252019
Propia, por compra, con pagos pendientes (hipotecas)	2	22232	Torralba de Aragón	10,8907241196
Propia, por compra, con pagos pendientes (hipotecas)	2	22233	Torre la Ribera	6,9011906474
Propia, por compra, con pagos pendientes (hipotecas)	2	22234	Torrente de Cinca	107,579657785
Propia, por compra, con pagos pendientes (hipotecas)	2	22235	Torres de Alcanadre	1,2618280585
Propia, por compra, con pagos pendientes (hipotecas)	2	22236	Torres de Barbués	13,3368189726
Propia, por compra, con pagos pendientes (hipotecas)	2	22239	Tramaced	2,5348423554
Propia, por compra, con pagos pendientes (hipotecas)	2	22242	Valfarta	1,9116198663
Propia, por compra, con pagos pendientes (hipotecas)	2	22244	Valle de Lierp	4,7224717968
Propia, por compra, con pagos pendientes (hipotecas)	2	22245	Velilla de Cinca	31,7549144182
Propia, por compra, con pagos pendientes (hipotecas)	2	22246	Beranuy	1,2787212149
Propia, por compra, con pagos pendientes (hipotecas)	2	22248	Vicién	12,3009596569
Propia, por compra, con pagos pendientes (hipotecas)	2	22249	Villanova	26,084961438
Propia, por compra, con pagos pendientes (hipotecas)	2	22250	Villanúa	113,8786904801
Propia, por compra, con pagos pendientes (hipotecas)	2	22251	Villanueva de Sigena	16,7665211293
Propia, por compra, con pagos pendientes (hipotecas)	2	22252	Yebra de Basa	9,2983304913
Propia, por compra, con pagos pendientes (hipotecas)	2	22254	Zaidín	108,8459648292
Propia, por compra, con pagos pendientes (hipotecas)	2	22901	Valle de Hecho	37,9569339741
Propia, por compra, con pagos pendientes (hipotecas)	2	22902	Puente la Reina de Jaca	22,5001104867
Propia, por compra, con pagos pendientes (hipotecas)	2	22903	San Miguel del Cinca	60,757432366
Propia, por compra, con pagos pendientes (hipotecas)	2	22904	Sotonera (La)	75,9924229373
Propia, por compra, con pagos pendientes (hipotecas)	2	22905	Lupiñén-Ortilla	32,6900209028
Propia, por compra, con pagos pendientes (hipotecas)	2	22906	Santa María de Dulcis	10,9376929759
Propia, por compra, con pagos pendientes (hipotecas)	2	22907	Aínsa-Sobrarbe	238,967639333
Propia, por compra, con pagos pendientes (hipotecas)	2	22908	Hoz y Costeán	13,6293733744
Propia, por compra, con pagos pendientes (hipotecas)	2	22909	Vencillón	50,9456890344
Propia, por compra, con pagos pendientes (hipotecas)	2	44001	Ababuj	1,2215748315
Propia, por compra, con pagos pendientes (hipotecas)	2	44004	Aguaviva	72,9863924988
Propia, por compra, con pagos pendientes (hipotecas)	2	44005	Aguilar del Alfambra	6,1100544549
Propia, por compra, con pagos pendientes (hipotecas)	2	44007	Alba	3,7937806594
Propia, por compra, con pagos pendientes (hipotecas)	2	44008	Albalate del Arzobispo	93,7310015731
Propia, por compra, con pagos pendientes (hipotecas)	2	44009	Albarracín	30,1462610496
Propia, por compra, con pagos pendientes (hipotecas)	2	44010	Albentosa	14,5319120258
Propia, por compra, con pagos pendientes (hipotecas)	2	44011	Alcaine	1,2591219084
Propia, por compra, con pagos pendientes (hipotecas)	2	44012	Alcalá de la Selva	22,0005096838
Propia, por compra, con pagos pendientes (hipotecas)	2	44013	Alcañiz	2116,1402966996
Propia, por compra, con pagos pendientes (hipotecas)	2	44014	Alcorisa	260,518010825
Propia, por compra, con pagos pendientes (hipotecas)	2	44016	Alfambra	27,2821374868
Propia, por compra, con pagos pendientes (hipotecas)	2	44017	Aliaga	18,5645691734
Propia, por compra, con pagos pendientes (hipotecas)	2	44019	Alobras	7,5287585924
Propia, por compra, con pagos pendientes (hipotecas)	2	44021	Allepuz	1,0071488793
Propia, por compra, con pagos pendientes (hipotecas)	2	44022	Alloza	51,3727304093
Propia, por compra, con pagos pendientes (hipotecas)	2	44025	Andorra	756,8692265465
Propia, por compra, con pagos pendientes (hipotecas)	2	44026	Arcos de las Salinas	4,0662903529
Propia, por compra, con pagos pendientes (hipotecas)	2	44027	Arens de Lledó	1,182651625
Propia, por compra, con pagos pendientes (hipotecas)	2	44028	Argente	1,0649140064
Propia, por compra, con pagos pendientes (hipotecas)	2	44029	Ariño	54,6602505569
Propia, por compra, con pagos pendientes (hipotecas)	2	44031	Azaila	7,4721508234
Propia, por compra, con pagos pendientes (hipotecas)	2	44032	Bádenas	2,4507103394
Propia, por compra, con pagos pendientes (hipotecas)	2	44033	Báguena	5,8220567645
Propia, por compra, con pagos pendientes (hipotecas)	2	44034	Bañón	5,6953812137
Propia, por compra, con pagos pendientes (hipotecas)	2	44035	Barrachina	1,5626160519
Propia, por compra, con pagos pendientes (hipotecas)	2	44037	Beceite	25,2896651505
Propia, por compra, con pagos pendientes (hipotecas)	2	44038	Belmonte de San José	2,3944732894
Propia, por compra, con pagos pendientes (hipotecas)	2	44039	Bello	3,9436007985
Propia, por compra, con pagos pendientes (hipotecas)	2	44040	Berge	30,476715398
Propia, por compra, con pagos pendientes (hipotecas)	2	44041	Bezas	4,0091368473
Propia, por compra, con pagos pendientes (hipotecas)	2	44042	Blancas	1,6768291016
Propia, por compra, con pagos pendientes (hipotecas)	2	44044	Bordón	6,2339042
Propia, por compra, con pagos pendientes (hipotecas)	2	44045	Bronchales	10,7936032982
Propia, por compra, con pagos pendientes (hipotecas)	2	44046	Bueña	2,3867994256
Propia, por compra, con pagos pendientes (hipotecas)	2	44047	Burbáguena	6,764366046
Propia, por compra, con pagos pendientes (hipotecas)	2	44048	Cabra de Mora	1,4702373447
Propia, por compra, con pagos pendientes (hipotecas)	2	44049	Calaceite	38,0270619196
Propia, por compra, con pagos pendientes (hipotecas)	2	44050	Calamocha	416,9169236204
Propia, por compra, con pagos pendientes (hipotecas)	2	44051	Calanda	229,3728878714
Propia, por compra, con pagos pendientes (hipotecas)	2	44053	Camañas	1,9334771124
Propia, por compra, con pagos pendientes (hipotecas)	2	44054	Camarena de la Sierra	3,4703390681
Propia, por compra, con pagos pendientes (hipotecas)	2	44055	Camarillas	2,235183448
Propia, por compra, con pagos pendientes (hipotecas)	2	44056	Caminreal	32,8977578177
Propia, por compra, con pagos pendientes (hipotecas)	2	44059	Cantavieja	51,4443435205
Propia, por compra, con pagos pendientes (hipotecas)	2	44061	Cañada de Verich (La)	5,1904976499
Propia, por compra, con pagos pendientes (hipotecas)	2	44062	Cañada Vellida	1,5077063018
Propia, por compra, con pagos pendientes (hipotecas)	2	44063	Cañizar del Olivar	10,457175424
Propia, por compra, con pagos pendientes (hipotecas)	2	44064	Cascante del Río	2,6732362367
Propia, por compra, con pagos pendientes (hipotecas)	2	44066	Castel de Cabra	1,3819946767
Propia, por compra, con pagos pendientes (hipotecas)	2	44067	Castelnou	8,9703850512
Propia, por compra, con pagos pendientes (hipotecas)	2	44068	Castelserás	66,8182537231
Propia, por compra, con pagos pendientes (hipotecas)	2	44071	Castellote	34,1288022711
Propia, por compra, con pagos pendientes (hipotecas)	2	44074	Cedrillas	27,0982377041
Propia, por compra, con pagos pendientes (hipotecas)	2	44075	Celadas	10,0445439044
Propia, por compra, con pagos pendientes (hipotecas)	2	44076	Cella	232,1578269395
Propia, por compra, con pagos pendientes (hipotecas)	2	44077	Cerollera (La)	4,9046036656
Propia, por compra, con pagos pendientes (hipotecas)	2	44080	Codoñera (La)	12,1328038169
Propia, por compra, con pagos pendientes (hipotecas)	2	44082	Corbalán	8,6491568575
Propia, por compra, con pagos pendientes (hipotecas)	2	44085	Cosa	2,7353470935
Propia, por compra, con pagos pendientes (hipotecas)	2	44086	Cretas	15,3103661053
Propia, por compra, con pagos pendientes (hipotecas)	2	44087	Crivillén	1,7078929512
Propia, por compra, con pagos pendientes (hipotecas)	2	44089	Cubla	3,4341677713
Propia, por compra, con pagos pendientes (hipotecas)	2	44090	Cucalón	2,5641275851
Propia, por compra, con pagos pendientes (hipotecas)	2	44092	Cuervo (El)	2,2158403047
Propia, por compra, con pagos pendientes (hipotecas)	2	44093	Cuevas de Almudén	10,9312835888
Propia, por compra, con pagos pendientes (hipotecas)	2	44094	Cuevas Labradas	2,6329459488
Propia, por compra, con pagos pendientes (hipotecas)	2	44096	Ejulve	10,0361767408
Propia, por compra, con pagos pendientes (hipotecas)	2	44097	Escorihuela	3,3469146421
Propia, por compra, con pagos pendientes (hipotecas)	2	44099	Escucha	28,5281523474
Propia, por compra, con pagos pendientes (hipotecas)	2	44100	Estercuel	1,9653392681
Propia, por compra, con pagos pendientes (hipotecas)	2	44101	Ferreruela de Huerva	4,0960913933
Propia, por compra, con pagos pendientes (hipotecas)	2	44102	Fonfría	0,9583351457
Propia, por compra, con pagos pendientes (hipotecas)	2	44103	Formiche Alto	4,089078955
Propia, por compra, con pagos pendientes (hipotecas)	2	44105	Fórnoles	1,1646742041
Propia, por compra, con pagos pendientes (hipotecas)	2	44106	Fortanete	10,0843960825
Propia, por compra, con pagos pendientes (hipotecas)	2	44107	Foz-Calanda	27,4068707419
Propia, por compra, con pagos pendientes (hipotecas)	2	44108	Fresneda (La)	15,0604358561
Propia, por compra, con pagos pendientes (hipotecas)	2	44109	Frías de Albarracín	5,1263341097
Propia, por compra, con pagos pendientes (hipotecas)	2	44110	Fuenferrada	2,7290788247
Propia, por compra, con pagos pendientes (hipotecas)	2	44111	Fuentes Calientes	1,7257436377
Propia, por compra, con pagos pendientes (hipotecas)	2	44112	Fuentes Claras	21,824501718
Propia, por compra, con pagos pendientes (hipotecas)	2	44113	Fuentes de Rubielos	6,1856785815
Propia, por compra, con pagos pendientes (hipotecas)	2	44114	Fuentespalda	11,0985100501
Propia, por compra, con pagos pendientes (hipotecas)	2	44115	Galve	4,8619444549
Propia, por compra, con pagos pendientes (hipotecas)	2	44116	Gargallo	4,6079287851
Propia, por compra, con pagos pendientes (hipotecas)	2	44117	Gea de Albarracín	25,7202469496
Propia, por compra, con pagos pendientes (hipotecas)	2	44118	Ginebrosa (La)	15,775362917
Propia, por compra, con pagos pendientes (hipotecas)	2	44119	Griegos	3,8461491668
Propia, por compra, con pagos pendientes (hipotecas)	2	44120	Guadalaviar	20,9522180483
Propia, por compra, con pagos pendientes (hipotecas)	2	44121	Gúdar	7,0544842703
Propia, por compra, con pagos pendientes (hipotecas)	2	44122	Híjar	134,67344735
Propia, por compra, con pagos pendientes (hipotecas)	2	44124	Hoz de la Vieja (La)	4,2523836248
Propia, por compra, con pagos pendientes (hipotecas)	2	44125	Huesa del Común	2,7419840456
Propia, por compra, con pagos pendientes (hipotecas)	2	44126	Iglesuela del Cid (La)	9,5960024314
Propia, por compra, con pagos pendientes (hipotecas)	2	44127	Jabaloyas	2,6473505127
Propia, por compra, con pagos pendientes (hipotecas)	2	44128	Jarque de la Val	2,9788940397
Propia, por compra, con pagos pendientes (hipotecas)	2	44129	Jatiel	2,7801977412
Propia, por compra, con pagos pendientes (hipotecas)	2	44132	Lagueruela	1,9062978129
Propia, por compra, con pagos pendientes (hipotecas)	2	44135	Libros	6,6257798164
Propia, por compra, con pagos pendientes (hipotecas)	2	44136	Lidón	1,2061677589
Propia, por compra, con pagos pendientes (hipotecas)	2	44137	Linares de Mora	4,298543728
Propia, por compra, con pagos pendientes (hipotecas)	2	44138	Loscos	3,6887755924
Propia, por compra, con pagos pendientes (hipotecas)	2	44141	Lledó	2,3355409712
Propia, por compra, con pagos pendientes (hipotecas)	2	44143	Manzanera	43,8515011569
Propia, por compra, con pagos pendientes (hipotecas)	2	44144	Martín del Río	32,0918100012
Propia, por compra, con pagos pendientes (hipotecas)	2	44145	Mas de las Matas	92,1035290939
Propia, por compra, con pagos pendientes (hipotecas)	2	44146	Mata de los Olmos (La)	7,1888419688
Propia, por compra, con pagos pendientes (hipotecas)	2	44147	Mazaleón	14,8862022755
Propia, por compra, con pagos pendientes (hipotecas)	2	44149	Mirambel	0,7557689836
Propia, por compra, con pagos pendientes (hipotecas)	2	44151	Molinos	10,3310753289
Propia, por compra, con pagos pendientes (hipotecas)	2	44153	Monreal del Campo	318,1171603395
Propia, por compra, con pagos pendientes (hipotecas)	2	44154	Monroyo	19,0455083931
Propia, por compra, con pagos pendientes (hipotecas)	2	44155	Montalbán	138,097110565
Propia, por compra, con pagos pendientes (hipotecas)	2	44157	Monterde de Albarracín	1,9061740399
Propia, por compra, con pagos pendientes (hipotecas)	2	44158	Mora de Rubielos	126,8363886484
Propia, por compra, con pagos pendientes (hipotecas)	2	44159	Moscardón	10,2911385597
Propia, por compra, con pagos pendientes (hipotecas)	2	44160	Mosqueruela	21,981284655
Propia, por compra, con pagos pendientes (hipotecas)	2	44161	Muniesa	12,15237058
Propia, por compra, con pagos pendientes (hipotecas)	2	44163	Noguera de Albarracín	8,0245112816
Propia, por compra, con pagos pendientes (hipotecas)	2	44164	Nogueras	2,8274508504
Propia, por compra, con pagos pendientes (hipotecas)	2	44165	Nogueruelas	11,4304890993
Propia, por compra, con pagos pendientes (hipotecas)	2	44168	Odón	6,9463199396
Propia, por compra, con pagos pendientes (hipotecas)	2	44169	Ojos Negros	12,1480012609
Propia, por compra, con pagos pendientes (hipotecas)	2	44171	Olba	22,0131153066
Propia, por compra, con pagos pendientes (hipotecas)	2	44172	Oliete	1,4453177783
Propia, por compra, con pagos pendientes (hipotecas)	2	44173	Olmos (Los)	12,2100854247
Propia, por compra, con pagos pendientes (hipotecas)	2	44174	Orihuela del Tremedal	54,4688941775
Propia, por compra, con pagos pendientes (hipotecas)	2	44175	Orrios	5,113046665
Propia, por compra, con pagos pendientes (hipotecas)	2	44177	Pancrudo	2,1990541866
Propia, por compra, con pagos pendientes (hipotecas)	2	44178	Parras de Castellote (Las)	4,4026884043
Propia, por compra, con pagos pendientes (hipotecas)	2	44179	Peñarroya de Tastavins	13,4535130306
Propia, por compra, con pagos pendientes (hipotecas)	2	44180	Peracense	7,1082648812
Propia, por compra, con pagos pendientes (hipotecas)	2	44181	Peralejos	6,3779723298
Propia, por compra, con pagos pendientes (hipotecas)	2	44182	Perales del Alfambra	5,8335195215
Propia, por compra, con pagos pendientes (hipotecas)	2	44185	Pobo (El)	6,6531888227
Propia, por compra, con pagos pendientes (hipotecas)	2	44187	Portellada (La)	14,6326053544
Propia, por compra, con pagos pendientes (hipotecas)	2	44189	Pozondón	5,2377765433
Propia, por compra, con pagos pendientes (hipotecas)	2	44190	Pozuel del Campo	2,4633411505
Propia, por compra, con pagos pendientes (hipotecas)	2	44191	Puebla de Híjar (La)	77,9185089232
Propia, por compra, con pagos pendientes (hipotecas)	2	44192	Puebla de Valverde (La)	45,9203567625
Propia, por compra, con pagos pendientes (hipotecas)	2	44193	Puertomingalvo	2,4389268015
Propia, por compra, con pagos pendientes (hipotecas)	2	44194	Ráfales	3,0339716502
Propia, por compra, con pagos pendientes (hipotecas)	2	44196	Riodeva	1,1341248066
Propia, por compra, con pagos pendientes (hipotecas)	2	44198	Royuela	1,6074146751
Propia, por compra, con pagos pendientes (hipotecas)	2	44199	Rubiales	1,8655710041
Propia, por compra, con pagos pendientes (hipotecas)	2	44200	Rubielos de la Cérida	1,468605843
Propia, por compra, con pagos pendientes (hipotecas)	2	44201	Rubielos de Mora	68,7115896928
Propia, por compra, con pagos pendientes (hipotecas)	2	44204	Saldón	5,5959084244
Propia, por compra, con pagos pendientes (hipotecas)	2	44205	Samper de Calanda	35,0975196664
Propia, por compra, con pagos pendientes (hipotecas)	2	44206	San Agustín	8,4930797138
Propia, por compra, con pagos pendientes (hipotecas)	2	44208	Santa Cruz de Nogueras	2,041334843
Propia, por compra, con pagos pendientes (hipotecas)	2	44209	Santa Eulalia	57,702540506
Propia, por compra, con pagos pendientes (hipotecas)	2	44210	Sarrión	49,5978759412
Propia, por compra, con pagos pendientes (hipotecas)	2	44215	Terriente	3,6654235038
Propia, por compra, con pagos pendientes (hipotecas)	2	44216	Teruel	3630,9484750812
Propia, por compra, con pagos pendientes (hipotecas)	2	44218	Tormón	0,1427692745
Propia, por compra, con pagos pendientes (hipotecas)	2	44219	Tornos	5,4546844283
Propia, por compra, con pagos pendientes (hipotecas)	2	44220	Torralba de los Sisones	17,7011879181
Propia, por compra, con pagos pendientes (hipotecas)	2	44221	Torrecilla de Alcañiz	27,2042932367
Propia, por compra, con pagos pendientes (hipotecas)	2	44222	Torrecilla del Rebollar	3,6518361712
Propia, por compra, con pagos pendientes (hipotecas)	2	44223	Torre de Arcas	4,237829297
Propia, por compra, con pagos pendientes (hipotecas)	2	44225	Torre del Compte	2,3237688857
Propia, por compra, con pagos pendientes (hipotecas)	2	44226	Torrelacárcel	1,3185464935
Propia, por compra, con pagos pendientes (hipotecas)	2	44227	Torre los Negros	1,9918464254
Propia, por compra, con pagos pendientes (hipotecas)	2	44228	Torremocha de Jiloca	2,6077197629
Propia, por compra, con pagos pendientes (hipotecas)	2	44229	Torres de Albarracín	9,460140074
Propia, por compra, con pagos pendientes (hipotecas)	2	44230	Torrevelilla	10,7726401251
Propia, por compra, con pagos pendientes (hipotecas)	2	44232	Torrijo del Campo	30,0886698236
Propia, por compra, con pagos pendientes (hipotecas)	2	44235	Tramacastilla	6,1562359298
Propia, por compra, con pagos pendientes (hipotecas)	2	44236	Tronchón	5,0753537603
Propia, por compra, con pagos pendientes (hipotecas)	2	44237	Urrea de Gaén	30,0477198716
Propia, por compra, con pagos pendientes (hipotecas)	2	44238	Utrillas	544,8233488349
Propia, por compra, con pagos pendientes (hipotecas)	2	44239	Valacloche	0,9340996065
Propia, por compra, con pagos pendientes (hipotecas)	2	44240	Valbona	14,6469503715
Propia, por compra, con pagos pendientes (hipotecas)	2	44241	Valdealgorfa	40,3449878092
Propia, por compra, con pagos pendientes (hipotecas)	2	44243	Valdecuenca	4,6108916996
Propia, por compra, con pagos pendientes (hipotecas)	2	44244	Valdelinares	3,6706287358
Propia, por compra, con pagos pendientes (hipotecas)	2	44245	Valdeltormo	7,5302032774
Propia, por compra, con pagos pendientes (hipotecas)	2	44246	Valderrobres	178,2099054652
Propia, por compra, con pagos pendientes (hipotecas)	2	44247	Valjunquera	17,3654330521
Propia, por compra, con pagos pendientes (hipotecas)	2	44251	Villafranca del Campo	9,100992055
Propia, por compra, con pagos pendientes (hipotecas)	2	44252	Villahermosa del Campo	0,9921710005
Propia, por compra, con pagos pendientes (hipotecas)	2	44257	Villar del Cobo	3,4603215349
Propia, por compra, con pagos pendientes (hipotecas)	2	44260	Villarluengo	6,6802050293
Propia, por compra, con pagos pendientes (hipotecas)	2	44261	Villarquemado	39,4329917732
Propia, por compra, con pagos pendientes (hipotecas)	2	44262	Villarroya de los Pinares	6,4921678469
Propia, por compra, con pagos pendientes (hipotecas)	2	44263	Villastar	71,4908013239
Propia, por compra, con pagos pendientes (hipotecas)	2	44264	Villel	21,1941970244
Propia, por compra, con pagos pendientes (hipotecas)	2	44265	Vinaceite	17,8609007468
Propia, por compra, con pagos pendientes (hipotecas)	2	44266	Visiedo	1,202683294
Propia, por compra, con pagos pendientes (hipotecas)	2	50001	Abanto	2,6153207031
Propia, por compra, con pagos pendientes (hipotecas)	2	50002	Acered	1,0548352042
Propia, por compra, con pagos pendientes (hipotecas)	2	50003	Agón	23,6129930475
Propia, por compra, con pagos pendientes (hipotecas)	2	50004	Aguarón	57,5266314272
Propia, por compra, con pagos pendientes (hipotecas)	2	50005	Aguilón	6,0467561477
Propia, por compra, con pagos pendientes (hipotecas)	2	50006	Ainzón	129,4070788409
Propia, por compra, con pagos pendientes (hipotecas)	2	50008	Alagón	1032,6254460148
Propia, por compra, con pagos pendientes (hipotecas)	2	50009	Alarba	2,3699480322
Propia, por compra, con pagos pendientes (hipotecas)	2	50010	Alberite de San Juan	0,8201253568
Propia, por compra, con pagos pendientes (hipotecas)	2	50011	Albeta	24,3209679664
Propia, por compra, con pagos pendientes (hipotecas)	2	50012	Alborge	11,6695664515
Propia, por compra, con pagos pendientes (hipotecas)	2	50013	Alcalá de Ebro	39,1402689464
Propia, por compra, con pagos pendientes (hipotecas)	2	50014	Alcalá de Moncayo	21,0160293971
Propia, por compra, con pagos pendientes (hipotecas)	2	50015	Alconchel de Ariza	1,567549377
Propia, por compra, con pagos pendientes (hipotecas)	2	50017	Alfajarín	335,5791226412
Propia, por compra, con pagos pendientes (hipotecas)	2	50018	Alfamén	94,5201031633
Propia, por compra, con pagos pendientes (hipotecas)	2	50019	Alforque	7,1938123928
Propia, por compra, con pagos pendientes (hipotecas)	2	50020	Alhama de Aragón	120,9399006303
Propia, por compra, con pagos pendientes (hipotecas)	2	50022	Almolda (La)	7,8601882372
Propia, por compra, con pagos pendientes (hipotecas)	2	50023	Almonacid de la Cuba	3,7553834072
Propia, por compra, con pagos pendientes (hipotecas)	2	50024	Almonacid de la Sierra	63,4618790796
Propia, por compra, con pagos pendientes (hipotecas)	2	50025	Almunia de Doña Godina (La)	728,1523058289
Propia, por compra, con pagos pendientes (hipotecas)	2	50026	Alpartir	33,9269415862
Propia, por compra, con pagos pendientes (hipotecas)	2	50027	Ambel	21,2825256847
Propia, por compra, con pagos pendientes (hipotecas)	2	50028	Anento	8,5504367136
Propia, por compra, con pagos pendientes (hipotecas)	2	50029	Aniñón	22,5113598989
Propia, por compra, con pagos pendientes (hipotecas)	2	50030	Añón de Moncayo	1,7142746415
Propia, por compra, con pagos pendientes (hipotecas)	2	50031	Aranda de Moncayo	10,9550067779
Propia, por compra, con pagos pendientes (hipotecas)	2	50032	Arándiga	13,0728778411
Propia, por compra, con pagos pendientes (hipotecas)	2	50033	Ardisa	3,4562051178
Propia, por compra, con pagos pendientes (hipotecas)	2	50034	Ariza	78,6474455567
Propia, por compra, con pagos pendientes (hipotecas)	2	50035	Artieda	5,0239985693
Propia, por compra, con pagos pendientes (hipotecas)	2	50036	Asín	3,0773462921
Propia, por compra, con pagos pendientes (hipotecas)	2	50037	Atea	5,0751578074
Propia, por compra, con pagos pendientes (hipotecas)	2	50038	Ateca	155,3427371739
Propia, por compra, con pagos pendientes (hipotecas)	2	50039	Azuara	26,5746300589
Propia, por compra, con pagos pendientes (hipotecas)	2	50043	Bárboles	44,2827599609
Propia, por compra, con pagos pendientes (hipotecas)	2	50044	Bardallur	32,5508899738
Propia, por compra, con pagos pendientes (hipotecas)	2	50045	Belchite	123,4997613803
Propia, por compra, con pagos pendientes (hipotecas)	2	50046	Belmonte de Gracián	1,0639484206
Propia, por compra, con pagos pendientes (hipotecas)	2	50048	Berrueco	4,8735765351
Propia, por compra, con pagos pendientes (hipotecas)	2	50050	Bijuesca	4,1631521769
Propia, por compra, con pagos pendientes (hipotecas)	2	50051	Biota	107,7430741089
Propia, por compra, con pagos pendientes (hipotecas)	2	50052	Bisimbre	6,4563321629
Propia, por compra, con pagos pendientes (hipotecas)	2	50053	Boquiñeni	66,961313856
Propia, por compra, con pagos pendientes (hipotecas)	2	50054	Bordalba	1,3950889143
Propia, por compra, con pagos pendientes (hipotecas)	2	50055	Borja	762,1538175621
Propia, por compra, con pagos pendientes (hipotecas)	2	50056	Botorrita	73,200948725
Propia, por compra, con pagos pendientes (hipotecas)	2	50057	Brea de Aragón	185,5802582096
Propia, por compra, con pagos pendientes (hipotecas)	2	50058	Bubierca	3,0331555927
Propia, por compra, con pagos pendientes (hipotecas)	2	50059	Bujaraloz	48,5223488934
Propia, por compra, con pagos pendientes (hipotecas)	2	50060	Bulbuente	16,7477467812
Propia, por compra, con pagos pendientes (hipotecas)	2	50061	Bureta	14,9953667341
Propia, por compra, con pagos pendientes (hipotecas)	2	50062	Burgo de Ebro (El)	471,9267115519
Propia, por compra, con pagos pendientes (hipotecas)	2	50063	Buste (El)	0,4713820533
Propia, por compra, con pagos pendientes (hipotecas)	2	50064	Cabañas de Ebro	42,318937868
Propia, por compra, con pagos pendientes (hipotecas)	2	50066	Cadrete	716,1375762172
Propia, por compra, con pagos pendientes (hipotecas)	2	50067	Calatayud	2736,8935105788
Propia, por compra, con pagos pendientes (hipotecas)	2	50068	Calatorao	316,507796112
Propia, por compra, con pagos pendientes (hipotecas)	2	50069	Calcena	2,460729255
Propia, por compra, con pagos pendientes (hipotecas)	2	50070	Calmarza	1,6087622108
Propia, por compra, con pagos pendientes (hipotecas)	2	50072	Carenas	0,7963674423
Propia, por compra, con pagos pendientes (hipotecas)	2	50073	Cariñena	376,6544241313
Propia, por compra, con pagos pendientes (hipotecas)	2	50074	Caspe	1129,3283219496
Propia, por compra, con pagos pendientes (hipotecas)	2	50076	Castejón de las Armas	6,2845579424
