Régimen de tenencia	Régimen de tenencia, código	Municipio codigo	Municipio nombre	Nº viviendas
Propia por herencia o donación	3	22248	Vicién	12,2927552176
Propia por herencia o donación	3	22249	Villanova	8,0751302319
Propia por herencia o donación	3	22250	Villanúa	21,0229171708
Propia por herencia o donación	3	22251	Villanueva de Sigena	56,6227311326
Propia por herencia o donación	3	22252	Yebra de Basa	35,0045149521
Propia por herencia o donación	3	22253	Yésero	15,9606356355
Propia por herencia o donación	3	22254	Zaidín	181,3319694169
Propia por herencia o donación	3	22901	Valle de Hecho	117,4967213624
Propia por herencia o donación	3	22902	Puente la Reina de Jaca	38,6076524943
Propia por herencia o donación	3	22903	San Miguel del Cinca	105,944911466
Propia por herencia o donación	3	22904	Sotonera (La)	175,1813901109
Propia por herencia o donación	3	22905	Lupiñén-Ortilla	42,5019320722
Propia por herencia o donación	3	22906	Santa María de Dulcis	29,9409578492
Propia por herencia o donación	3	22907	Aínsa-Sobrarbe	136,2564598605
Propia por herencia o donación	3	22908	Hoz y Costeán	36,9027950157
Propia por herencia o donación	3	22909	Vencillón	10,9294432459
Propia por herencia o donación	3	44001	Ababuj	10,3255274955
Propia por herencia o donación	3	44002	Abejuela	15,7261529276
Propia por herencia o donación	3	44003	Aguatón	4,4547500128
Propia por herencia o donación	3	44004	Aguaviva	26,7744535292
Propia por herencia o donación	3	44005	Aguilar del Alfambra	13,2087959376
Propia por herencia o donación	3	44006	Alacón	38,0957619275
Propia por herencia o donación	3	44007	Alba	27,2492638265
Propia por herencia o donación	3	44008	Albalate del Arzobispo	95,1260580579
Propia por herencia o donación	3	44009	Albarracín	60,4455130064
Propia por herencia o donación	3	44010	Albentosa	23,248867088
Propia por herencia o donación	3	44011	Alcaine	4,3445011056
Propia por herencia o donación	3	44012	Alcalá de la Selva	36,7467430842
Propia por herencia o donación	3	44013	Alcañiz	318,63095502
Propia por herencia o donación	3	44014	Alcorisa	133,1528888057
Propia por herencia o donación	3	44016	Alfambra	31,4082037919
Propia por herencia o donación	3	44017	Aliaga	28,772647912
Propia por herencia o donación	3	44018	Almohaja	14,5
Propia por herencia o donación	3	44019	Alobras	20,1993329646
Propia por herencia o donación	3	44020	Alpeñés	5,4545214858
Propia por herencia o donación	3	44021	Allepuz	23,44204451
Propia por herencia o donación	3	44022	Alloza	53,8492602874
Propia por herencia o donación	3	44024	Anadón	7,8680973082
Propia por herencia o donación	3	44025	Andorra	325,6654988348
Propia por herencia o donación	3	44026	Arcos de las Salinas	15,3142363564
Propia por herencia o donación	3	44027	Arens de Lledó	34,6987610183
Propia por herencia o donación	3	44028	Argente	40,6147158514
Propia por herencia o donación	3	44029	Ariño	60,4518464403
Propia por herencia o donación	3	44031	Azaila	27,0164627631
Propia por herencia o donación	3	44033	Báguena	45,2123227411
Propia por herencia o donación	3	44034	Bañón	22,6238809636
Propia por herencia o donación	3	44035	Barrachina	33,5110971158
Propia por herencia o donación	3	44036	Bea	5,8312695452
Propia por herencia o donación	3	44037	Beceite	61,1049818203
Propia por herencia o donación	3	44038	Belmonte de San José	32,5315384418
Propia por herencia o donación	3	44039	Bello	34,5220613271
Propia por herencia o donación	3	44040	Berge	27,8210631443
Propia por herencia o donación	3	44041	Bezas	7,322245001
Propia por herencia o donación	3	44042	Blancas	19,7660607828
Propia por herencia o donación	3	44043	Blesa	18,2494743795
Propia por herencia o donación	3	44044	Bordón	14,6412580425
Propia por herencia o donación	3	44045	Bronchales	58,9607448209
Propia por herencia o donación	3	44046	Bueña	15,490329563
Propia por herencia o donación	3	44047	Burbáguena	17,8767441287
Propia por herencia o donación	3	44048	Cabra de Mora	8,2488807446
Propia por herencia o donación	3	44049	Calaceite	138,8375462041
Propia por herencia o donación	3	44050	Calamocha	181,3445416801
Propia por herencia o donación	3	44051	Calanda	237,6103452847
Propia por herencia o donación	3	44052	Calomarde	9,1050160015
Propia por herencia o donación	3	44053	Camañas	20,6837223272
Propia por herencia o donación	3	44054	Camarena de la Sierra	22,7497011599
Propia por herencia o donación	3	44055	Camarillas	16,9034829334
Propia por herencia o donación	3	44056	Caminreal	67,8605485438
Propia por herencia o donación	3	44059	Cantavieja	75,5659047963
Propia por herencia o donación	3	44060	Cañada de Benatanduz	12,0970071009
Propia por herencia o donación	3	44061	Cañada de Verich (La)	12,9093759866
Propia por herencia o donación	3	44062	Cañada Vellida	14,9411358346
Propia por herencia o donación	3	44063	Cañizar del Olivar	9,3521742284
Propia por herencia o donación	3	44064	Cascante del Río	8,1548988307
Propia por herencia o donación	3	44065	Castejón de Tornos	4,1927634919
Propia por herencia o donación	3	44066	Castel de Cabra	15,7553792104
Propia por herencia o donación	3	44067	Castelnou	15,1345752106
Propia por herencia o donación	3	44068	Castelserás	51,093706572
Propia por herencia o donación	3	44070	Castellar (El)	4,0957947961
Propia por herencia o donación	3	44071	Castellote	89,0274346634
Propia por herencia o donación	3	44074	Cedrillas	15,0104356169
Propia por herencia o donación	3	44075	Celadas	28,1329723267
Propia por herencia o donación	3	44076	Cella	200,9511678263
Propia por herencia o donación	3	44077	Cerollera (La)	7,8632483635
Propia por herencia o donación	3	44080	Codoñera (La)	20,4221998516
Propia por herencia o donación	3	44082	Corbalán	5,4580863774
Propia por herencia o donación	3	44084	Cortes de Aragón	8,8839116966
Propia por herencia o donación	3	44085	Cosa	7,9793308625
Propia por herencia o donación	3	44086	Cretas	102,0458147526
Propia por herencia o donación	3	44087	Crivillén	4,5732388941
Propia por herencia o donación	3	44088	Cuba (La)	6,1907994615
Propia por herencia o donación	3	44089	Cubla	4,8105595896
Propia por herencia o donación	3	44090	Cucalón	19,985662334
Propia por herencia o donación	3	44092	Cuervo (El)	19,0569636407
Propia por herencia o donación	3	44093	Cuevas de Almudén	16,3402550005
Propia por herencia o donación	3	44094	Cuevas Labradas	19,7009620003
Propia por herencia o donación	3	44096	Ejulve	23,9616766817
Propia por herencia o donación	3	44097	Escorihuela	28,6304236085
Propia por herencia o donación	3	44099	Escucha	56,4243024036
Propia por herencia o donación	3	44100	Estercuel	13,4125311343
Propia por herencia o donación	3	44101	Ferreruela de Huerva	19,0447402181
Propia por herencia o donación	3	44102	Fonfría	3,5490494377
Propia por herencia o donación	3	44103	Formiche Alto	22,3576058132
Propia por herencia o donación	3	44105	Fórnoles	16,0220298403
Propia por herencia o donación	3	44106	Fortanete	25,9308169708
Propia por herencia o donación	3	44107	Foz-Calanda	27,6479146297
Propia por herencia o donación	3	44108	Fresneda (La)	75,500590561
Propia por herencia o donación	3	44109	Frías de Albarracín	14,0848144964
Propia por herencia o donación	3	44110	Fuenferrada	6,3050257758
Propia por herencia o donación	3	44111	Fuentes Calientes	15,6596834889
Propia por herencia o donación	3	44112	Fuentes Claras	81,5220694034
Propia por herencia o donación	3	44113	Fuentes de Rubielos	11,3057451695
Propia por herencia o donación	3	44114	Fuentespalda	51,9524160106
Propia por herencia o donación	3	44115	Galve	23,3170298834
Propia por herencia o donación	3	44116	Gargallo	3,5651658913
Propia por herencia o donación	3	44117	Gea de Albarracín	43,7089669305
Propia por herencia o donación	3	44118	Ginebrosa (La)	30,2982715241
Propia por herencia o donación	3	44119	Griegos	18,0503466707
Propia por herencia o donación	3	44120	Guadalaviar	30,3228722779
Propia por herencia o donación	3	44121	Gúdar	7,8008781484
Propia por herencia o donación	3	44122	Híjar	99,3595213049
Propia por herencia o donación	3	44123	Hinojosa de Jarque	25,3753562181
Propia por herencia o donación	3	44124	Hoz de la Vieja (La)	8,9711230797
Propia por herencia o donación	3	44125	Huesa del Común	16,8996069409
Propia por herencia o donación	3	44126	Iglesuela del Cid (La)	47,5740333548
Propia por herencia o donación	3	44127	Jabaloyas	15,4868171813
Propia por herencia o donación	3	44128	Jarque de la Val	10,5157429166
Propia por herencia o donación	3	44129	Jatiel	2,9884808223
Propia por herencia o donación	3	44130	Jorcas	5,0529303585
Propia por herencia o donación	3	44131	Josa	5,5344348969
Propia por herencia o donación	3	44132	Lagueruela	15,8205248684
Propia por herencia o donación	3	44133	Lanzuela	5,036242421
Propia por herencia o donación	3	44135	Libros	26,5067657886
Propia por herencia o donación	3	44136	Lidón	7,1186162851
Propia por herencia o donación	3	44137	Linares de Mora	27,0721517527
Propia por herencia o donación	3	44138	Loscos	25,505339076
Propia por herencia o donación	3	44141	Lledó	28,6777048023
Propia por herencia o donación	3	44142	Maicas	3,4607351495
Propia por herencia o donación	3	44143	Manzanera	37,8427899353
Propia por herencia o donación	3	44144	Martín del Río	27,7029429186
Propia por herencia o donación	3	44145	Mas de las Matas	59,5390756385
Propia por herencia o donación	3	44146	Mata de los Olmos (La)	11,1406562764
Propia por herencia o donación	3	44147	Mazaleón	80,3535936803
Propia por herencia o donación	3	44148	Mezquita de Jarque	7,777575369
Propia por herencia o donación	3	44149	Mirambel	18,0548005805
Propia por herencia o donación	3	44150	Miravete de la Sierra	2,834457986
Propia por herencia o donación	3	44151	Molinos	19,5279653532
Propia por herencia o donación	3	44152	Monforte de Moyuela	11,9932665989
Propia por herencia o donación	3	44153	Monreal del Campo	106,3989717915
Propia por herencia o donación	3	44154	Monroyo	38,3893241993
Propia por herencia o donación	3	44155	Montalbán	48,2908622287
Propia por herencia o donación	3	44156	Monteagudo del Castillo	8,6221166297
Propia por herencia o donación	3	44157	Monterde de Albarracín	17,3431984355
Propia por herencia o donación	3	44158	Mora de Rubielos	70,1931270114
Propia por herencia o donación	3	44159	Moscardón	7,9040060311
Propia por herencia o donación	3	44160	Mosqueruela	32,1135316456
Propia por herencia o donación	3	44161	Muniesa	43,3004091424
Propia por herencia o donación	3	44163	Noguera de Albarracín	27,104005151
Propia por herencia o donación	3	44164	Nogueras	7,3245342122
Propia por herencia o donación	3	44165	Nogueruelas	14,9189068943
Propia por herencia o donación	3	44167	Obón	11,4071788993
Propia por herencia o donación	3	44168	Odón	36,5855374576
Propia por herencia o donación	3	44169	Ojos Negros	53,3855762059
Propia por herencia o donación	3	44171	Olba	26,7214182247
Propia por herencia o donación	3	44172	Oliete	65,7467682555
Propia por herencia o donación	3	44173	Olmos (Los)	13,6526113412
Propia por herencia o donación	3	44174	Orihuela del Tremedal	57,6499390984
Propia por herencia o donación	3	44175	Orrios	26,0050230943
Propia por herencia o donación	3	44176	Palomar de Arroyos	21,7601020014
Propia por herencia o donación	3	44177	Pancrudo	18,6984347357
Propia por herencia o donación	3	44178	Parras de Castellote (Las)	17,3075563288
Propia por herencia o donación	3	44179	Peñarroya de Tastavins	66,4313989679
Propia por herencia o donación	3	44180	Peracense	6,9345520144
Propia por herencia o donación	3	44181	Peralejos	8,9553308325
Propia por herencia o donación	3	44182	Perales del Alfambra	30,9867933061
Propia por herencia o donación	3	44183	Pitarque	6,8558895944
Propia por herencia o donación	3	44184	Plou	12,4770768448
Propia por herencia o donación	3	44185	Pobo (El)	27,6198901409
Propia por herencia o donación	3	44187	Portellada (La)	46,0336623961
Propia por herencia o donación	3	44189	Pozondón	14,3032728343
Propia por herencia o donación	3	44190	Pozuel del Campo	11,798345325
Propia por herencia o donación	3	44191	Puebla de Híjar (La)	92,874080716
Propia por herencia o donación	3	44192	Puebla de Valverde (La)	42,3536080498
Propia por herencia o donación	3	44193	Puertomingalvo	12,3506306564
Propia por herencia o donación	3	44194	Ráfales	23,8841205971
Propia por herencia o donación	3	44195	Rillo	20,4821651133
Propia por herencia o donación	3	44196	Riodeva	23,8489544128
Propia por herencia o donación	3	44197	Ródenas	12,8896643348
Propia por herencia o donación	3	44198	Royuela	24,2977076868
Propia por herencia o donación	3	44199	Rubiales	10,3051205899
Propia por herencia o donación	3	44200	Rubielos de la Cérida	8,8494498174
Propia por herencia o donación	3	44201	Rubielos de Mora	43,3283491486
Propia por herencia o donación	3	44204	Saldón	9,4483468418
Propia por herencia o donación	3	44205	Samper de Calanda	108,9920657029
Propia por herencia o donación	3	44206	San Agustín	31,6918678417
Propia por herencia o donación	3	44207	San Martín del Río	27,5680007949
Propia por herencia o donación	3	44208	Santa Cruz de Nogueras	13,481244102
Propia por herencia o donación	3	44209	Santa Eulalia	62,0537550666
Propia por herencia o donación	3	44210	Sarrión	71,8445364904
Propia por herencia o donación	3	44211	Segura de los Baños	12,814023344
Propia por herencia o donación	3	44213	Singra	9,231628615
Propia por herencia o donación	3	44215	Terriente	16,4775124643
Propia por herencia o donación	3	44216	Teruel	642,9974116757
Propia por herencia o donación	3	44217	Toril y Masegoso	4,4046055806
Propia por herencia o donación	3	44218	Tormón	12,459574473
Propia por herencia o donación	3	44219	Tornos	31,0987358893
Propia por herencia o donación	3	44220	Torralba de los Sisones	24,5873245394
Propia por herencia o donación	3	44221	Torrecilla de Alcañiz	45,190047903
Propia por herencia o donación	3	44222	Torrecilla del Rebollar	27,5362900573
Propia por herencia o donación	3	44223	Torre de Arcas	11,7806513591
Propia por herencia o donación	3	44224	Torre de las Arcas	2,5857824834
Propia por herencia o donación	3	44225	Torre del Compte	16,5602347936
Propia por herencia o donación	3	44226	Torrelacárcel	20,2706637334
Propia por herencia o donación	3	44227	Torre los Negros	20,1921850336
Propia por herencia o donación	3	44228	Torremocha de Jiloca	25,0272735328
Propia por herencia o donación	3	44229	Torres de Albarracín	16,0042065485
Propia por herencia o donación	3	44230	Torrevelilla	15,6335071226
Propia por herencia o donación	3	44231	Torrijas	12,6576971341
Propia por herencia o donación	3	44232	Torrijo del Campo	48,9748987314
Propia por herencia o donación	3	44234	Tramacastiel	12,3532214285
Propia por herencia o donación	3	44235	Tramacastilla	17,0505014309
Propia por herencia o donación	3	44236	Tronchón	10,2231980964
Propia por herencia o donación	3	44237	Urrea de Gaén	41,944611372
Propia por herencia o donación	3	44238	Utrillas	26,4139095928
Propia por herencia o donación	3	44239	Valacloche	7,4195014579
Propia por herencia o donación	3	44240	Valbona	24,7335435472
Propia por herencia o donación	3	44241	Valdealgorfa	61,7038293964
Propia por herencia o donación	3	44243	Valdecuenca	5,3842859432
Propia por herencia o donación	3	44244	Valdelinares	19,9954762945
Propia por herencia o donación	3	44245	Valdeltormo	41,7775556437
Propia por herencia o donación	3	44246	Valderrobres	213,5220517087
Propia por herencia o donación	3	44247	Valjunquera	35,8522589079
Propia por herencia o donación	3	44249	Vallecillo (El)	4,6143694295
Propia por herencia o donación	3	44250	Veguillas de la Sierra	4,4514774993
Propia por herencia o donación	3	44251	Villafranca del Campo	24,0145039267
Propia por herencia o donación	3	44252	Villahermosa del Campo	16,6456203873
Propia por herencia o donación	3	44256	Villanueva del Rebollar de la Sierra	8,129340859
Propia por herencia o donación	3	44257	Villar del Cobo	28,067297812
Propia por herencia o donación	3	44258	Villar del Salz	13,8034503075
Propia por herencia o donación	3	44260	Villarluengo	18,619778927
Propia por herencia o donación	3	44261	Villarquemado	83,5476816221
Propia por herencia o donación	3	44262	Villarroya de los Pinares	16,196400177
Propia por herencia o donación	3	44263	Villastar	40,7665264514
Propia por herencia o donación	3	44264	Villel	30,3156872692
Propia por herencia o donación	3	44265	Vinaceite	28,0685870148
Propia por herencia o donación	3	44266	Visiedo	29,6271634669
Propia por herencia o donación	3	44267	Vivel del Río Martín	10,3856963834
Propia por herencia o donación	3	44268	Zoma (La)	2,7910789776
Propia por herencia o donación	3	50001	Abanto	21,0249674647
Propia por herencia o donación	3	50002	Acered	51,1540296014
Propia por herencia o donación	3	50003	Agón	4,4476625615
Propia por herencia o donación	3	50004	Aguarón	78,4448639534
Propia por herencia o donación	3	50005	Aguilón	32,6333470942
Propia por herencia o donación	3	50006	Ainzón	110,5600328309
Propia por herencia o donación	3	50007	Aladrén	9,1402817522
Propia por herencia o donación	3	50008	Alagón	191,2579633695
Propia por herencia o donación	3	50009	Alarba	14,8328386086
Propia por herencia o donación	3	50010	Alberite de San Juan	18,3565059498
Propia por herencia o donación	3	50011	Albeta	14,5531130256
Propia por herencia o donación	3	50012	Alborge	9,6532295921
Propia por herencia o donación	3	50013	Alcalá de Ebro	16,4653095944
Propia por herencia o donación	3	50014	Alcalá de Moncayo	22,278175023
Propia por herencia o donación	3	50015	Alconchel de Ariza	20,3157953525
Propia por herencia o donación	3	50016	Aldehuela de Liestos	9,988206267
Propia por herencia o donación	3	50017	Alfajarín	109,6659415029
Propia por herencia o donación	3	50018	Alfamén	81,9187066882
Propia por herencia o donación	3	50019	Alforque	9,0793806098
Propia por herencia o donación	3	50020	Alhama de Aragón	77,9317215078
Propia por herencia o donación	3	50021	Almochuel	6,1288471606
Propia por herencia o donación	3	50022	Almolda (La)	74,1016573956
Propia por herencia o donación	3	50023	Almonacid de la Cuba	44,9040693622
Propia por herencia o donación	3	50024	Almonacid de la Sierra	89,4756249774
Propia por herencia o donación	3	50025	Almunia de Doña Godina (La)	262,2647964069
Propia por herencia o donación	3	50026	Alpartir	84,519558851
Propia por herencia o donación	3	50027	Ambel	21,2552969282
Propia por herencia o donación	3	50028	Anento	13,1012887732
Propia por herencia o donación	3	50029	Aniñón	62,1986806747
Propia por herencia o donación	3	50030	Añón de Moncayo	40,9651515019
Propia por herencia o donación	3	50031	Aranda de Moncayo	38,1266476088
Propia por herencia o donación	3	50032	Arándiga	35,1296086027
Propia por herencia o donación	3	50033	Ardisa	13,9883038712
Propia por herencia o donación	3	50034	Ariza	52,1907032321
Propia por herencia o donación	3	50035	Artieda	13,4791003076
Propia por herencia o donación	3	50036	Asín	23,8017929636
Propia por herencia o donación	3	50037	Atea	29,3496457929
Propia por herencia o donación	3	50038	Ateca	102,2822514456
Propia por herencia o donación	3	50039	Azuara	63,4638952954
Propia por herencia o donación	3	50040	Badules	17,4786980807
Propia por herencia o donación	3	50042	Balconchán	5
Propia por herencia o donación	3	50043	Bárboles	33,865073857
Propia por herencia o donación	3	50044	Bardallur	29,4168379486
Propia por herencia o donación	3	50045	Belchite	63,176909227
Propia por herencia o donación	3	50046	Belmonte de Gracián	37,9581717396
Propia por herencia o donación	3	50047	Berdejo	14,3517984024
Propia por herencia o donación	3	50048	Berrueco	10,3581608696
Propia por herencia o donación	3	50050	Bijuesca	7,3837319001
Propia por herencia o donación	3	50051	Biota	91,2814934686
Propia por herencia o donación	3	50052	Bisimbre	13,1451014139
Propia por herencia o donación	3	50053	Boquiñeni	84,3231867649
Propia por herencia o donación	3	50054	Bordalba	17,6053713704
Propia por herencia o donación	3	50055	Borja	138,3353010257
Propia por herencia o donación	3	50056	Botorrita	52,060841338
Propia por herencia o donación	3	50057	Brea de Aragón	91,0213620239
Propia por herencia o donación	3	50058	Bubierca	14,5965361018
Propia por herencia o donación	3	50059	Bujaraloz	105,795920484
Propia por herencia o donación	3	50060	Bulbuente	11,6525297966
Propia por herencia o donación	3	50061	Bureta	59,1617909456
Propia por herencia o donación	3	50062	Burgo de Ebro (El)	74,4524706745
Propia por herencia o donación	3	50063	Buste (El)	13,1685714885
Propia por herencia o donación	3	50064	Cabañas de Ebro	45,8153036309
Propia por herencia o donación	3	50065	Cabolafuente	2,2386741167
Propia por herencia o donación	3	50066	Cadrete	27,2268773268
Propia por herencia o donación	3	50067	Calatayud	234,8803572666
Propia por herencia o donación	3	50068	Calatorao	114,9515736496
Propia por herencia o donación	3	50069	Calcena	15,2337451612
Propia por herencia o donación	3	50070	Calmarza	16,2912859347
Propia por herencia o donación	3	50071	Campillo de Aragón	14,0853813922
Propia por herencia o donación	3	50072	Carenas	26,1577128399
Propia por herencia o donación	3	50073	Cariñena	101,9829751384
Propia por herencia o donación	3	50074	Caspe	442,4473865084
Propia por herencia o donación	3	50075	Castejón de Alarba	20,2196090791
Propia por herencia o donación	3	50076	Castejón de las Armas	10,3673850284
Propia por herencia o donación	3	50077	Castejón de Valdejasa	23,7012001828
Propia por herencia o donación	3	50078	Castiliscar	47,2464796322
Propia por herencia o donación	3	50079	Cervera de la Cañada	55,0088301491
Propia por herencia o donación	3	50080	Cerveruela	5,4962833428
Propia por herencia o donación	3	50081	Cetina	54,0376545718
Propia por herencia o donación	3	50082	Cimballa	12,8271103885
Propia por herencia o donación	3	50083	Cinco Olivas	5,6270275438
Propia por herencia o donación	3	50084	Clarés de Ribota	31,9429951944
Propia por herencia o donación	3	50085	Codo	29,1752825688
Propia por herencia o donación	3	50086	Codos	33,6029847369
Propia por herencia o donación	3	50087	Contamina	5,8736398682
Propia por herencia o donación	3	50088	Cosuenda	45,8988589751
Propia por herencia o donación	3	50090	Cubel	25,199950287
Propia por herencia o donación	3	50091	Cuerlas (Las)	10,7629322493
Propia por herencia o donación	3	50092	Chiprana	26,1087865095
Propia por herencia o donación	3	50093	Chodes	14,0450667651
Propia por herencia o donación	3	50094	Daroca	78,6992464479
Propia por herencia o donación	3	50095	Ejea de los Caballeros	538,3973304561
Propia por herencia o donación	3	50096	Embid de Ariza	3,5522403819
Propia por herencia o donación	3	50098	Encinacorba	39,8163340304
Propia por herencia o donación	3	50099	Épila	209,3037984185
Propia por herencia o donación	3	50100	Erla	77,7073400058
Propia por herencia o donación	3	50101	Escatrón	48,6014401499
Propia por herencia o donación	3	50102	Fabara	145,1445347082
Propia por herencia o donación	3	50104	Farlete	39,7869486923
Propia por herencia o donación	3	50105	Fayón	59,0497608139
Propia por herencia o donación	3	50106	Fayos (Los)	18,9132839032
Propia por herencia o donación	3	50107	Figueruelas	43,9349657146
Propia por herencia o donación	3	50108	Fombuena	4,8114943211
Propia por herencia o donación	3	50109	Frago (El)	19,535810131
Propia por herencia o donación	3	50110	Frasno (El)	44,3882175022
Propia por herencia o donación	3	50111	Fréscano	15,5202429366
Propia por herencia o donación	3	50113	Fuendejalón	98,80846334
Propia por herencia o donación	3	50114	Fuendetodos	18,6446136516
Propia por herencia o donación	3	50115	Fuentes de Ebro	344,0251806427
Propia por herencia o donación	3	50116	Fuentes de Jiloca	9,9832059673
Propia por herencia o donación	3	50117	Gallocanta	27,6856506903
Propia por herencia o donación	3	50118	Gallur	127,7277677626
Propia por herencia o donación	3	50119	Gelsa	88,1270014774
Propia por herencia o donación	3	50120	Godojos	9,6871366676
Propia por herencia o donación	3	50121	Gotor	23,502979607
Propia por herencia o donación	3	50122	Grisel	20,6339394557
Propia por herencia o donación	3	50123	Grisén	26,2722156486
Propia por herencia o donación	3	50124	Herrera de los Navarros	69,6591620195
Propia por herencia o donación	3	50125	Ibdes	45,7146667503
Propia por herencia o donación	3	50126	Illueca	78,9283045112
Propia por herencia o donación	3	50128	Isuerre	6,7737347861
Propia por herencia o donación	3	50129	Jaraba	16,3528482564
Propia por herencia o donación	3	50130	Jarque	49,3155962239
Propia por herencia o donación	3	50131	Jaulín	54,4554866397
Propia por herencia o donación	3	50132	Joyosa (La)	38,6225040613
Propia por herencia o donación	3	50133	Lagata	21,5341783093
Propia por herencia o donación	3	50134	Langa del Castillo	21,3499804459
Propia por herencia o donación	3	50135	Layana	18,8717395234
Propia por herencia o donación	3	50136	Lécera	81,2302093173
Propia por herencia o donación	3	50137	Leciñena	139,1985613267
Propia por herencia o donación	3	50138	Lechón	2,717071537
Propia por herencia o donación	3	50139	Letux	37,3060567594
Propia por herencia o donación	3	50140	Litago	30,9059269542
Propia por herencia o donación	3	50141	Lituénigo	19,6710149586
Propia por herencia o donación	3	50142	Lobera de Onsella	7,4864883381
Propia por herencia o donación	3	50143	Longares	102,2812126472
Propia por herencia o donación	3	50144	Longás	12,0910064216
Propia por herencia o donación	3	50146	Lucena de Jalón	13,408748404
Propia por herencia o donación	3	50147	Luceni	66,1495780533
Propia por herencia o donación	3	50148	Luesia	45,9487661707
Propia por herencia o donación	3	50149	Luesma	2,5868935228
Propia por herencia o donación	3	50150	Lumpiaque	89,8965191927
Propia por herencia o donación	3	50151	Luna	134,2988010914
Propia por herencia o donación	3	50152	Maella	194,0522316711
Propia por herencia o donación	3	50153	Magallón	72,8850925074
Propia por herencia o donación	3	50154	Mainar	19,7832636243
Propia por herencia o donación	3	50155	Malanquilla	9,9474124467
Propia por herencia o donación	3	50156	Maleján	23,9369669176
Propia por herencia o donación	3	50157	Malón	21,5582890355
Propia por herencia o donación	3	50159	Maluenda	82,7730309292
Propia por herencia o donación	3	50160	Mallén	110,4394884246
Propia por herencia o donación	3	50161	Manchones	16,4190378447
Propia por herencia o donación	3	50162	Mara	25,4949586193
Propia por herencia o donación	3	50163	María de Huerva	30,8322968538
Propia por herencia o donación	3	50164	Mediana de Aragón	39,483961069
Propia por herencia o donación	3	50165	Mequinenza	138,456872083
Propia por herencia o donación	3	50166	Mesones de Isuela	37,5238427106
Propia por herencia o donación	3	50167	Mezalocha	25,1715084244
Propia por herencia o donación	3	50168	Mianos	8,1724798681
Propia por herencia o donación	3	50169	Miedes de Aragón	57,0556023774
Propia por herencia o donación	3	50170	Monegrillo	72,0902254604
Propia por herencia o donación	3	50171	Moneva	22,3010917343
Propia por herencia o donación	3	50172	Monreal de Ariza	29,435702878
Propia por herencia o donación	3	50173	Monterde	36,496574472
Propia por herencia o donación	3	50174	Montón	27,0823693059
Propia por herencia o donación	3	50175	Morata de Jalón	99,8988449378
Propia por herencia o donación	3	50176	Morata de Jiloca	36,7580453263
Propia por herencia o donación	3	50177	Morés	22,610786891
Propia por herencia o donación	3	50178	Moros	34,9609858264
Propia por herencia o donación	3	50179	Moyuela	25,9087865318
Propia por herencia o donación	3	50180	Mozota	17,1043311618
Propia por herencia o donación	3	50181	Muel	136,6368940782
Propia por herencia o donación	3	50182	Muela (La)	122,9211695274
Propia por herencia o donación	3	50183	Munébrega	50,1575013789
Propia por herencia o donación	3	50184	Murero	19,7246872554
Propia por herencia o donación	3	50185	Murillo de Gállego	34,2145064071
Propia por herencia o donación	3	50186	Navardún	7,519984527
Propia por herencia o donación	3	50187	Nigüella	7,6277914532
Propia por herencia o donación	3	50188	Nombrevilla	9,098503193
Propia por herencia o donación	3	50189	Nonaspe	119,6911632957
Propia por herencia o donación	3	50190	Novallas	47,9865725402
Propia por herencia o donación	3	50191	Novillas	47,2901877778
Propia por herencia o donación	3	50192	Nuévalos	8,7178735781
Propia por herencia o donación	3	50193	Nuez de Ebro	32,0752129343
Propia por herencia o donación	3	50194	Olvés	16,2737534858
Propia por herencia o donación	3	50195	Orcajo	11,2220644369
Propia por herencia o donación	3	50196	Orera	26,5594763149
Propia por herencia o donación	3	50197	Orés	19,9108546377
Propia por herencia o donación	3	50198	Oseja	8,0537897724
Propia por herencia o donación	3	50199	Osera de Ebro	18,6042098773
Propia por herencia o donación	3	50200	Paniza	74,9856308802
Propia por herencia o donación	3	50201	Paracuellos de Jiloca	53,2799070871
Propia por herencia o donación	3	50202	Paracuellos de la Ribera	29,4063062298
Propia por herencia o donación	3	50203	Pastriz	55,813269393
Propia por herencia o donación	3	50204	Pedrola	190,5431133133
Propia por herencia o donación	3	50205	Pedrosas (Las)	10,1437750375
Propia por herencia o donación	3	50206	Perdiguera	46,7048412403
Propia por herencia o donación	3	50207	Piedratajada	20,2127443139
Propia por herencia o donación	3	50208	Pina de Ebro	95,1259852978
Propia por herencia o donación	3	50209	Pinseque	91,7007194824
Propia por herencia o donación	3	50210	Pintanos (Los)	5,6806467048
Propia por herencia o donación	3	50211	Plasencia de Jalón	50,3121890447
Propia por herencia o donación	3	50212	Pleitas	13,2378562091
Propia por herencia o donación	3	50213	Plenas	21,7481777248
Propia por herencia o donación	3	50214	Pomer	3,8679373314
Propia por herencia o donación	3	50215	Pozuel de Ariza	1,92367144
Propia por herencia o donación	3	50216	Pozuelo de Aragón	36,6668554997
Propia por herencia o donación	3	50217	Pradilla de Ebro	69,7610970583
Propia por herencia o donación	3	50218	Puebla de Albortón	18,2771487168
Propia por herencia o donación	3	50219	Puebla de Alfindén (La)	64,3691793013
Propia por herencia o donación	3	50220	Puendeluna	6,8123986193
Propia por herencia o donación	3	50221	Purujosa	6,5248879677
Propia por herencia o donación	3	50222	Quinto	75,4872057948
Propia por herencia o donación	3	50223	Remolinos	150,1572273412
