Mes y año	Provincia código	Provincia nombre	Edad (grupos quinquenales)	Sexo	Nº parados
Octubre 2012	22	Huesca	50-54	Hombres	878
Octubre 2012	22	Huesca	50-54	Mujeres	737
Octubre 2012	22	Huesca	55-59	Hombres	806
Octubre 2012	22	Huesca	55-59	Mujeres	579
Octubre 2012	22	Huesca	60-64	Hombres	430
Octubre 2012	22	Huesca	60-64	Mujeres	356
Octubre 2012	44	Teruel	16-19	Hombres	192
Octubre 2012	44	Teruel	16-19	Mujeres	115
Octubre 2012	44	Teruel	20-24	Hombres	621
Octubre 2012	44	Teruel	20-24	Mujeres	559
Octubre 2012	44	Teruel	25-29	Hombres	713
Octubre 2012	44	Teruel	25-29	Mujeres	668
Octubre 2012	44	Teruel	30-34	Hombres	834
Octubre 2012	44	Teruel	30-34	Mujeres	734
Octubre 2012	44	Teruel	35-39	Hombres	778
Octubre 2012	44	Teruel	35-39	Mujeres	700
Octubre 2012	44	Teruel	40-44	Hombres	649
Octubre 2012	44	Teruel	40-44	Mujeres	677
Octubre 2012	44	Teruel	45-49	Hombres	659
Octubre 2012	44	Teruel	45-49	Mujeres	616
Octubre 2012	44	Teruel	50-54	Hombres	583
Octubre 2012	44	Teruel	50-54	Mujeres	447
Octubre 2012	44	Teruel	55-59	Hombres	457
Octubre 2012	44	Teruel	55-59	Mujeres	332
Octubre 2012	44	Teruel	60-64	Hombres	248
Octubre 2012	44	Teruel	60-64	Mujeres	190
Octubre 2012	50	Zaragoza	16-19	Hombres	1275
Octubre 2012	50	Zaragoza	16-19	Mujeres	1044
Octubre 2012	50	Zaragoza	20-24	Hombres	3721
Octubre 2012	50	Zaragoza	20-24	Mujeres	3373
Octubre 2012	50	Zaragoza	25-29	Hombres	4389
Octubre 2012	50	Zaragoza	25-29	Mujeres	4582
Octubre 2012	50	Zaragoza	30-34	Hombres	5418
Octubre 2012	50	Zaragoza	30-34	Mujeres	5681
Octubre 2012	50	Zaragoza	35-39	Hombres	5746
Octubre 2012	50	Zaragoza	35-39	Mujeres	6238
Octubre 2012	50	Zaragoza	40-44	Hombres	5527
Octubre 2012	50	Zaragoza	40-44	Mujeres	5684
Octubre 2012	50	Zaragoza	45-49	Hombres	5112
Octubre 2012	50	Zaragoza	45-49	Mujeres	5035
Octubre 2012	50	Zaragoza	50-54	Hombres	4288
Octubre 2012	50	Zaragoza	50-54	Mujeres	4559
Octubre 2012	50	Zaragoza	55-59	Hombres	3813
Octubre 2012	50	Zaragoza	55-59	Mujeres	3882
Octubre 2012	50	Zaragoza	60-64	Hombres	2004
Octubre 2012	50	Zaragoza	60-64	Mujeres	2303
Septiembre 2012	22	Huesca	16-19	Hombres	217
Septiembre 2012	22	Huesca	16-19	Mujeres	134
Septiembre 2012	22	Huesca	20-24	Hombres	758
Septiembre 2012	22	Huesca	20-24	Mujeres	643
Septiembre 2012	22	Huesca	25-29	Hombres	947
Septiembre 2012	22	Huesca	25-29	Mujeres	953
Septiembre 2012	22	Huesca	30-34	Hombres	1081
Septiembre 2012	22	Huesca	30-34	Mujeres	1151
Septiembre 2012	22	Huesca	35-39	Hombres	1110
Septiembre 2012	22	Huesca	35-39	Mujeres	1202
Septiembre 2012	22	Huesca	40-44	Hombres	964
Septiembre 2012	22	Huesca	40-44	Mujeres	1010
Septiembre 2012	22	Huesca	45-49	Hombres	1011
Septiembre 2012	22	Huesca	45-49	Mujeres	800
Septiembre 2012	22	Huesca	50-54	Hombres	855
Septiembre 2012	22	Huesca	50-54	Mujeres	694
Septiembre 2012	22	Huesca	55-59	Hombres	785
Septiembre 2012	22	Huesca	55-59	Mujeres	542
Septiembre 2012	22	Huesca	60-64	Hombres	422
Septiembre 2012	22	Huesca	60-64	Mujeres	347
Septiembre 2012	44	Teruel	16-19	Hombres	197
Septiembre 2012	44	Teruel	16-19	Mujeres	119
Septiembre 2012	44	Teruel	20-24	Hombres	600
Septiembre 2012	44	Teruel	20-24	Mujeres	507
Septiembre 2012	44	Teruel	25-29	Hombres	685
Septiembre 2012	44	Teruel	25-29	Mujeres	618
Septiembre 2012	44	Teruel	30-34	Hombres	784
Septiembre 2012	44	Teruel	30-34	Mujeres	699
Septiembre 2012	44	Teruel	35-39	Hombres	750
Septiembre 2012	44	Teruel	35-39	Mujeres	654
Septiembre 2012	44	Teruel	40-44	Hombres	603
Septiembre 2012	44	Teruel	40-44	Mujeres	629
Septiembre 2012	44	Teruel	45-49	Hombres	633
Septiembre 2012	44	Teruel	45-49	Mujeres	550
Septiembre 2012	44	Teruel	50-54	Hombres	551
Septiembre 2012	44	Teruel	50-54	Mujeres	436
Septiembre 2012	44	Teruel	55-59	Hombres	446
Septiembre 2012	44	Teruel	55-59	Mujeres	311
Septiembre 2012	44	Teruel	60-64	Hombres	240
Septiembre 2012	44	Teruel	60-64	Mujeres	188
Septiembre 2012	50	Zaragoza	16-19	Hombres	1282
Septiembre 2012	50	Zaragoza	16-19	Mujeres	1054
Septiembre 2012	50	Zaragoza	20-24	Hombres	3600
Septiembre 2012	50	Zaragoza	20-24	Mujeres	3328
Septiembre 2012	50	Zaragoza	25-29	Hombres	4182
Septiembre 2012	50	Zaragoza	25-29	Mujeres	4337
Septiembre 2012	50	Zaragoza	30-34	Hombres	5137
Septiembre 2012	50	Zaragoza	30-34	Mujeres	5504
Septiembre 2012	50	Zaragoza	35-39	Hombres	5502
Septiembre 2012	50	Zaragoza	35-39	Mujeres	6190
Septiembre 2012	50	Zaragoza	40-44	Hombres	5257
Septiembre 2012	50	Zaragoza	40-44	Mujeres	5560
Septiembre 2012	50	Zaragoza	45-49	Hombres	4923
Septiembre 2012	50	Zaragoza	45-49	Mujeres	4868
Septiembre 2012	50	Zaragoza	50-54	Hombres	4111
Septiembre 2012	50	Zaragoza	50-54	Mujeres	4416
Septiembre 2012	50	Zaragoza	55-59	Hombres	3705
Septiembre 2012	50	Zaragoza	55-59	Mujeres	3795
Septiembre 2012	50	Zaragoza	60-64	Hombres	1986
Septiembre 2012	50	Zaragoza	60-64	Mujeres	2267
Agosto 2012	22	Huesca	16-19	Hombres	195
Agosto 2012	22	Huesca	16-19	Mujeres	120
Agosto 2012	22	Huesca	20-24	Hombres	611
Agosto 2012	22	Huesca	20-24	Mujeres	526
Agosto 2012	22	Huesca	25-29	Hombres	827
Agosto 2012	22	Huesca	25-29	Mujeres	818
Agosto 2012	22	Huesca	30-34	Hombres	974
Agosto 2012	22	Huesca	30-34	Mujeres	1109
Agosto 2012	22	Huesca	35-39	Hombres	1047
Agosto 2012	22	Huesca	35-39	Mujeres	1106
Agosto 2012	22	Huesca	40-44	Hombres	906
Agosto 2012	22	Huesca	40-44	Mujeres	938
Agosto 2012	22	Huesca	45-49	Hombres	954
Agosto 2012	22	Huesca	45-49	Mujeres	746
Agosto 2012	22	Huesca	50-54	Hombres	827
Agosto 2012	22	Huesca	50-54	Mujeres	662
Agosto 2012	22	Huesca	55-59	Hombres	755
Agosto 2012	22	Huesca	55-59	Mujeres	540
Agosto 2012	22	Huesca	60-64	Hombres	422
Agosto 2012	22	Huesca	60-64	Mujeres	345
Agosto 2012	44	Teruel	16-19	Hombres	182
Agosto 2012	44	Teruel	16-19	Mujeres	103
Agosto 2012	44	Teruel	20-24	Hombres	572
Agosto 2012	44	Teruel	20-24	Mujeres	457
Agosto 2012	44	Teruel	25-29	Hombres	675
Agosto 2012	44	Teruel	25-29	Mujeres	545
Agosto 2012	44	Teruel	30-34	Hombres	793
Agosto 2012	44	Teruel	30-34	Mujeres	641
Agosto 2012	44	Teruel	35-39	Hombres	761
Agosto 2012	44	Teruel	35-39	Mujeres	617
Agosto 2012	44	Teruel	40-44	Hombres	609
Agosto 2012	44	Teruel	40-44	Mujeres	600
Agosto 2012	44	Teruel	45-49	Hombres	625
Agosto 2012	44	Teruel	45-49	Mujeres	523
Agosto 2012	44	Teruel	50-54	Hombres	545
Agosto 2012	44	Teruel	50-54	Mujeres	408
Agosto 2012	44	Teruel	55-59	Hombres	437
Agosto 2012	44	Teruel	55-59	Mujeres	295
Agosto 2012	44	Teruel	60-64	Hombres	242
Agosto 2012	44	Teruel	60-64	Mujeres	183
Agosto 2012	50	Zaragoza	16-19	Hombres	1210
Agosto 2012	50	Zaragoza	16-19	Mujeres	999
Agosto 2012	50	Zaragoza	20-24	Hombres	3366
Agosto 2012	50	Zaragoza	20-24	Mujeres	3118
Agosto 2012	50	Zaragoza	25-29	Hombres	4140
Agosto 2012	50	Zaragoza	25-29	Mujeres	4380
Agosto 2012	50	Zaragoza	30-34	Hombres	5151
Agosto 2012	50	Zaragoza	30-34	Mujeres	5558
Agosto 2012	50	Zaragoza	35-39	Hombres	5505
Agosto 2012	50	Zaragoza	35-39	Mujeres	6162
Agosto 2012	50	Zaragoza	40-44	Hombres	5153
Agosto 2012	50	Zaragoza	40-44	Mujeres	5536
Agosto 2012	50	Zaragoza	45-49	Hombres	4909
Agosto 2012	50	Zaragoza	45-49	Mujeres	4827
Agosto 2012	50	Zaragoza	50-54	Hombres	4062
Agosto 2012	50	Zaragoza	50-54	Mujeres	4443
Agosto 2012	50	Zaragoza	55-59	Hombres	3648
Agosto 2012	50	Zaragoza	55-59	Mujeres	3745
Agosto 2012	50	Zaragoza	60-64	Hombres	1996
Agosto 2012	50	Zaragoza	60-64	Mujeres	2220
Julio 2012	22	Huesca	16-19	Hombres	227
Julio 2012	22	Huesca	16-19	Mujeres	131
Julio 2012	22	Huesca	20-24	Hombres	616
Julio 2012	22	Huesca	20-24	Mujeres	495
Julio 2012	22	Huesca	25-29	Hombres	849
Julio 2012	22	Huesca	25-29	Mujeres	827
Julio 2012	22	Huesca	30-34	Hombres	986
Julio 2012	22	Huesca	30-34	Mujeres	1082
Julio 2012	22	Huesca	35-39	Hombres	1022
Julio 2012	22	Huesca	35-39	Mujeres	1065
Julio 2012	22	Huesca	40-44	Hombres	895
Julio 2012	22	Huesca	40-44	Mujeres	896
Julio 2012	22	Huesca	45-49	Hombres	948
Julio 2012	22	Huesca	45-49	Mujeres	725
Julio 2012	22	Huesca	50-54	Hombres	800
Julio 2012	22	Huesca	50-54	Mujeres	667
Julio 2012	22	Huesca	55-59	Hombres	748
Julio 2012	22	Huesca	55-59	Mujeres	537
Julio 2012	22	Huesca	60-64	Hombres	430
Julio 2012	22	Huesca	60-64	Mujeres	350
Julio 2012	44	Teruel	16-19	Hombres	192
Julio 2012	44	Teruel	16-19	Mujeres	108
Julio 2012	44	Teruel	20-24	Hombres	554
Julio 2012	44	Teruel	20-24	Mujeres	450
Julio 2012	44	Teruel	25-29	Hombres	663
Julio 2012	44	Teruel	25-29	Mujeres	515
Julio 2012	44	Teruel	30-34	Hombres	771
Julio 2012	44	Teruel	30-34	Mujeres	654
Julio 2012	44	Teruel	35-39	Hombres	751
Julio 2012	44	Teruel	35-39	Mujeres	644
Julio 2012	44	Teruel	40-44	Hombres	596
Julio 2012	44	Teruel	40-44	Mujeres	600
Julio 2012	44	Teruel	45-49	Hombres	627
Julio 2012	44	Teruel	45-49	Mujeres	524
Julio 2012	44	Teruel	50-54	Hombres	529
Julio 2012	44	Teruel	50-54	Mujeres	422
Julio 2012	44	Teruel	55-59	Hombres	426
Julio 2012	44	Teruel	55-59	Mujeres	302
Julio 2012	44	Teruel	60-64	Hombres	248
Julio 2012	44	Teruel	60-64	Mujeres	176
Julio 2012	50	Zaragoza	16-19	Hombres	1295
Julio 2012	50	Zaragoza	16-19	Mujeres	1033
Julio 2012	50	Zaragoza	20-24	Hombres	3447
Julio 2012	50	Zaragoza	20-24	Mujeres	3012
Julio 2012	50	Zaragoza	25-29	Hombres	4134
Julio 2012	50	Zaragoza	25-29	Mujeres	4313
Julio 2012	50	Zaragoza	30-34	Hombres	5124
Julio 2012	50	Zaragoza	30-34	Mujeres	5551
Julio 2012	50	Zaragoza	35-39	Hombres	5486
Julio 2012	50	Zaragoza	35-39	Mujeres	6139
Julio 2012	50	Zaragoza	40-44	Hombres	5234
Julio 2012	50	Zaragoza	40-44	Mujeres	5497
Julio 2012	50	Zaragoza	45-49	Hombres	4824
Julio 2012	50	Zaragoza	45-49	Mujeres	4742
Julio 2012	50	Zaragoza	50-54	Hombres	4029
Julio 2012	50	Zaragoza	50-54	Mujeres	4407
Julio 2012	50	Zaragoza	55-59	Hombres	3596
Julio 2012	50	Zaragoza	55-59	Mujeres	3687
Julio 2012	50	Zaragoza	60-64	Hombres	1989
Julio 2012	50	Zaragoza	60-64	Mujeres	2197
Junio 2012	22	Huesca	16-19	Hombres	246
Junio 2012	22	Huesca	16-19	Mujeres	143
Junio 2012	22	Huesca	20-24	Hombres	658
Junio 2012	22	Huesca	20-24	Mujeres	493
Junio 2012	22	Huesca	25-29	Hombres	854
Junio 2012	22	Huesca	25-29	Mujeres	874
Junio 2012	22	Huesca	30-34	Hombres	1031
Junio 2012	22	Huesca	30-34	Mujeres	1066
Junio 2012	22	Huesca	35-39	Hombres	1061
Junio 2012	22	Huesca	35-39	Mujeres	1088
Junio 2012	22	Huesca	40-44	Hombres	917
Junio 2012	22	Huesca	40-44	Mujeres	933
Junio 2012	22	Huesca	45-49	Hombres	947
Junio 2012	22	Huesca	45-49	Mujeres	743
Junio 2012	22	Huesca	50-54	Hombres	803
Junio 2012	22	Huesca	50-54	Mujeres	676
Junio 2012	22	Huesca	55-59	Hombres	746
Junio 2012	22	Huesca	55-59	Mujeres	535
Junio 2012	22	Huesca	60-64	Hombres	424
Junio 2012	22	Huesca	60-64	Mujeres	342
Junio 2012	44	Teruel	16-19	Hombres	220
Junio 2012	44	Teruel	16-19	Mujeres	124
Junio 2012	44	Teruel	20-24	Hombres	546
Junio 2012	44	Teruel	20-24	Mujeres	448
Junio 2012	44	Teruel	25-29	Hombres	677
Junio 2012	44	Teruel	25-29	Mujeres	572
Junio 2012	44	Teruel	30-34	Hombres	754
Junio 2012	44	Teruel	30-34	Mujeres	667
Junio 2012	44	Teruel	35-39	Hombres	730
Junio 2012	44	Teruel	35-39	Mujeres	670
Junio 2012	44	Teruel	40-44	Hombres	565
Junio 2012	44	Teruel	40-44	Mujeres	623
Junio 2012	44	Teruel	45-49	Hombres	614
Junio 2012	44	Teruel	45-49	Mujeres	562
Junio 2012	44	Teruel	50-54	Hombres	537
Junio 2012	44	Teruel	50-54	Mujeres	440
Junio 2012	44	Teruel	55-59	Hombres	423
Junio 2012	44	Teruel	55-59	Mujeres	321
Junio 2012	44	Teruel	60-64	Hombres	244
Junio 2012	44	Teruel	60-64	Mujeres	177
Junio 2012	50	Zaragoza	16-19	Hombres	1301
Junio 2012	50	Zaragoza	16-19	Mujeres	1055
Junio 2012	50	Zaragoza	20-24	Hombres	3511
Junio 2012	50	Zaragoza	20-24	Mujeres	3031
Junio 2012	50	Zaragoza	25-29	Hombres	4356
Junio 2012	50	Zaragoza	25-29	Mujeres	4394
Junio 2012	50	Zaragoza	30-34	Hombres	5174
Junio 2012	50	Zaragoza	30-34	Mujeres	5653
Junio 2012	50	Zaragoza	35-39	Hombres	5530
Junio 2012	50	Zaragoza	35-39	Mujeres	6214
Junio 2012	50	Zaragoza	40-44	Hombres	5191
Junio 2012	50	Zaragoza	40-44	Mujeres	5525
Junio 2012	50	Zaragoza	45-49	Hombres	4725
Junio 2012	50	Zaragoza	45-49	Mujeres	4781
Junio 2012	50	Zaragoza	50-54	Hombres	3979
Junio 2012	50	Zaragoza	50-54	Mujeres	4478
Junio 2012	50	Zaragoza	55-59	Hombres	3591
Junio 2012	50	Zaragoza	55-59	Mujeres	3696
Junio 2012	50	Zaragoza	60-64	Hombres	1984
Junio 2012	50	Zaragoza	60-64	Mujeres	2196
Mayo 2012	22	Huesca	16-19	Hombres	241
Mayo 2012	22	Huesca	16-19	Mujeres	143
Mayo 2012	22	Huesca	20-24	Hombres	756
Mayo 2012	22	Huesca	20-24	Mujeres	614
Mayo 2012	22	Huesca	25-29	Hombres	907
Mayo 2012	22	Huesca	25-29	Mujeres	973
Mayo 2012	22	Huesca	30-34	Hombres	1056
Mayo 2012	22	Huesca	30-34	Mujeres	1122
Mayo 2012	22	Huesca	35-39	Hombres	1087
Mayo 2012	22	Huesca	35-39	Mujeres	1140
Mayo 2012	22	Huesca	40-44	Hombres	901
Mayo 2012	22	Huesca	40-44	Mujeres	949
Mayo 2012	22	Huesca	45-49	Hombres	978
Mayo 2012	22	Huesca	45-49	Mujeres	758
Mayo 2012	22	Huesca	50-54	Hombres	814
Mayo 2012	22	Huesca	50-54	Mujeres	718
Mayo 2012	22	Huesca	55-59	Hombres	765
Mayo 2012	22	Huesca	55-59	Mujeres	540
Mayo 2012	22	Huesca	60-64	Hombres	436
Mayo 2012	22	Huesca	60-64	Mujeres	340
Mayo 2012	44	Teruel	16-19	Hombres	191
Mayo 2012	44	Teruel	16-19	Mujeres	129
Mayo 2012	44	Teruel	20-24	Hombres	592
Mayo 2012	44	Teruel	20-24	Mujeres	563
Mayo 2012	44	Teruel	25-29	Hombres	695
Mayo 2012	44	Teruel	25-29	Mujeres	600
Mayo 2012	44	Teruel	30-34	Hombres	765
Mayo 2012	44	Teruel	30-34	Mujeres	699
Mayo 2012	44	Teruel	35-39	Hombres	754
Mayo 2012	44	Teruel	35-39	Mujeres	652
Mayo 2012	44	Teruel	40-44	Hombres	589
Mayo 2012	44	Teruel	40-44	Mujeres	648
Mayo 2012	44	Teruel	45-49	Hombres	632
Mayo 2012	44	Teruel	45-49	Mujeres	578
Mayo 2012	44	Teruel	50-54	Hombres	548
Mayo 2012	44	Teruel	50-54	Mujeres	444
Mayo 2012	44	Teruel	55-59	Hombres	432
Mayo 2012	44	Teruel	55-59	Mujeres	321
Mayo 2012	44	Teruel	60-64	Hombres	236
Mayo 2012	44	Teruel	60-64	Mujeres	180
Mayo 2012	50	Zaragoza	16-19	Hombres	1292
Mayo 2012	50	Zaragoza	16-19	Mujeres	1022
Mayo 2012	50	Zaragoza	20-24	Hombres	3832
Mayo 2012	50	Zaragoza	20-24	Mujeres	3463
Mayo 2012	50	Zaragoza	25-29	Hombres	4566
Mayo 2012	50	Zaragoza	25-29	Mujeres	4708
Mayo 2012	50	Zaragoza	30-34	Hombres	5419
Mayo 2012	50	Zaragoza	30-34	Mujeres	5814
Mayo 2012	50	Zaragoza	35-39	Hombres	5693
Mayo 2012	50	Zaragoza	35-39	Mujeres	6196
Mayo 2012	50	Zaragoza	40-44	Hombres	5302
Mayo 2012	50	Zaragoza	40-44	Mujeres	5552
Mayo 2012	50	Zaragoza	45-49	Hombres	4773
Mayo 2012	50	Zaragoza	45-49	Mujeres	4827
Mayo 2012	50	Zaragoza	50-54	Hombres	4019
Mayo 2012	50	Zaragoza	50-54	Mujeres	4502
Mayo 2012	50	Zaragoza	55-59	Hombres	3554
Mayo 2012	50	Zaragoza	55-59	Mujeres	3701
Mayo 2012	50	Zaragoza	60-64	Hombres	1980
Mayo 2012	50	Zaragoza	60-64	Mujeres	2201
Abril 2012	22	Huesca	16-19	Hombres	246
Abril 2012	22	Huesca	16-19	Mujeres	139
Abril 2012	22	Huesca	20-24	Hombres	815
Abril 2012	22	Huesca	20-24	Mujeres	638
Abril 2012	22	Huesca	25-29	Hombres	967
Abril 2012	22	Huesca	25-29	Mujeres	958
Abril 2012	22	Huesca	30-34	Hombres	1173
Abril 2012	22	Huesca	30-34	Mujeres	1168
Abril 2012	22	Huesca	35-39	Hombres	1144
Abril 2012	22	Huesca	35-39	Mujeres	1124
Abril 2012	22	Huesca	40-44	Hombres	994
Abril 2012	22	Huesca	40-44	Mujeres	954
Abril 2012	22	Huesca	45-49	Hombres	1036
Abril 2012	22	Huesca	45-49	Mujeres	771
Abril 2012	22	Huesca	50-54	Hombres	835
Abril 2012	22	Huesca	50-54	Mujeres	721
Abril 2012	22	Huesca	55-59	Hombres	759
Abril 2012	22	Huesca	55-59	Mujeres	536
Abril 2012	22	Huesca	60-64	Hombres	451
Abril 2012	22	Huesca	60-64	Mujeres	318
Abril 2012	44	Teruel	16-19	Hombres	207
Abril 2012	44	Teruel	16-19	Mujeres	135
Abril 2012	44	Teruel	20-24	Hombres	601
Abril 2012	44	Teruel	20-24	Mujeres	543
Abril 2012	44	Teruel	25-29	Hombres	737
Abril 2012	44	Teruel	25-29	Mujeres	609
Abril 2012	44	Teruel	30-34	Hombres	789
Abril 2012	44	Teruel	30-34	Mujeres	696
Abril 2012	44	Teruel	35-39	Hombres	786
Abril 2012	44	Teruel	35-39	Mujeres	651
Abril 2012	44	Teruel	40-44	Hombres	608
Abril 2012	44	Teruel	40-44	Mujeres	657
Abril 2012	44	Teruel	45-49	Hombres	650
Abril 2012	44	Teruel	45-49	Mujeres	578
Abril 2012	44	Teruel	50-54	Hombres	553
Abril 2012	44	Teruel	50-54	Mujeres	455
Abril 2012	44	Teruel	55-59	Hombres	422
Abril 2012	44	Teruel	55-59	Mujeres	315
Abril 2012	44	Teruel	60-64	Hombres	243
Abril 2012	44	Teruel	60-64	Mujeres	178
Abril 2012	50	Zaragoza	16-19	Hombres	1295
Abril 2012	50	Zaragoza	16-19	Mujeres	1000
Abril 2012	50	Zaragoza	20-24	Hombres	3865
Abril 2012	50	Zaragoza	20-24	Mujeres	3420
Abril 2012	50	Zaragoza	25-29	Hombres	4710
Abril 2012	50	Zaragoza	25-29	Mujeres	4683
Abril 2012	50	Zaragoza	30-34	Hombres	5576
Abril 2012	50	Zaragoza	30-34	Mujeres	5738
Abril 2012	50	Zaragoza	35-39	Hombres	5883
Abril 2012	50	Zaragoza	35-39	Mujeres	6168
Abril 2012	50	Zaragoza	40-44	Hombres	5354
Abril 2012	50	Zaragoza	40-44	Mujeres	5464
Abril 2012	50	Zaragoza	45-49	Hombres	4901
Abril 2012	50	Zaragoza	45-49	Mujeres	4786
Abril 2012	50	Zaragoza	50-54	Hombres	4049
Abril 2012	50	Zaragoza	50-54	Mujeres	4452
Abril 2012	50	Zaragoza	55-59	Hombres	3555
Abril 2012	50	Zaragoza	55-59	Mujeres	3652
Abril 2012	50	Zaragoza	60-64	Hombres	1992
Abril 2012	50	Zaragoza	60-64	Mujeres	2159
Marzo 2012	22	Huesca	16-19	Hombres	248
Marzo 2012	22	Huesca	16-19	Mujeres	141
Marzo 2012	22	Huesca	20-24	Hombres	844
Marzo 2012	22	Huesca	20-24	Mujeres	679
Marzo 2012	22	Huesca	25-29	Hombres	978
Marzo 2012	22	Huesca	25-29	Mujeres	943
Marzo 2012	22	Huesca	30-34	Hombres	1156
Marzo 2012	22	Huesca	30-34	Mujeres	1163
Marzo 2012	22	Huesca	35-39	Hombres	1124
Marzo 2012	22	Huesca	35-39	Mujeres	1122
Marzo 2012	22	Huesca	40-44	Hombres	999
Marzo 2012	22	Huesca	40-44	Mujeres	943
Marzo 2012	22	Huesca	45-49	Hombres	1017
Marzo 2012	22	Huesca	45-49	Mujeres	779
Marzo 2012	22	Huesca	50-54	Hombres	802
Marzo 2012	22	Huesca	50-54	Mujeres	694
Marzo 2012	22	Huesca	55-59	Hombres	752
Marzo 2012	22	Huesca	55-59	Mujeres	533
Marzo 2012	22	Huesca	60-64	Hombres	447
Marzo 2012	22	Huesca	60-64	Mujeres	325
Marzo 2012	44	Teruel	16-19	Hombres	203
Marzo 2012	44	Teruel	16-19	Mujeres	142
Marzo 2012	44	Teruel	20-24	Hombres	636
Marzo 2012	44	Teruel	20-24	Mujeres	545
Marzo 2012	44	Teruel	25-29	Hombres	772
Marzo 2012	44	Teruel	25-29	Mujeres	623
Marzo 2012	44	Teruel	30-34	Hombres	827
Marzo 2012	44	Teruel	30-34	Mujeres	718
Marzo 2012	44	Teruel	35-39	Hombres	782
Marzo 2012	44	Teruel	35-39	Mujeres	668
Marzo 2012	44	Teruel	40-44	Hombres	612
Marzo 2012	44	Teruel	40-44	Mujeres	665
Marzo 2012	44	Teruel	45-49	Hombres	663
Marzo 2012	44	Teruel	45-49	Mujeres	583
Marzo 2012	44	Teruel	50-54	Hombres	563
Marzo 2012	44	Teruel	50-54	Mujeres	452
Marzo 2012	44	Teruel	55-59	Hombres	423
Marzo 2012	44	Teruel	55-59	Mujeres	318
Marzo 2012	44	Teruel	60-64	Hombres	245
Marzo 2012	44	Teruel	60-64	Mujeres	181
Marzo 2012	50	Zaragoza	16-19	Hombres	1292
Marzo 2012	50	Zaragoza	16-19	Mujeres	1007
Marzo 2012	50	Zaragoza	20-24	Hombres	3970
Marzo 2012	50	Zaragoza	20-24	Mujeres	3418
Marzo 2012	50	Zaragoza	25-29	Hombres	4945
Marzo 2012	50	Zaragoza	25-29	Mujeres	4729
Marzo 2012	50	Zaragoza	30-34	Hombres	5709
Marzo 2012	50	Zaragoza	30-34	Mujeres	5651
Marzo 2012	50	Zaragoza	35-39	Hombres	5941
Marzo 2012	50	Zaragoza	35-39	Mujeres	6079
Marzo 2012	50	Zaragoza	40-44	Hombres	5340
Marzo 2012	50	Zaragoza	40-44	Mujeres	5451
Marzo 2012	50	Zaragoza	45-49	Hombres	4905
Marzo 2012	50	Zaragoza	45-49	Mujeres	4775
Marzo 2012	50	Zaragoza	50-54	Hombres	4027
Marzo 2012	50	Zaragoza	50-54	Mujeres	4432
Marzo 2012	50	Zaragoza	55-59	Hombres	3504
Marzo 2012	50	Zaragoza	55-59	Mujeres	3648
Marzo 2012	50	Zaragoza	60-64	Hombres	1977
Marzo 2012	50	Zaragoza	60-64	Mujeres	2137
Febrero 2012	22	Huesca	16-19	Hombres	233
Febrero 2012	22	Huesca	16-19	Mujeres	136
Febrero 2012	22	Huesca	20-24	Hombres	835
Febrero 2012	22	Huesca	20-24	Mujeres	692
Febrero 2012	22	Huesca	25-29	Hombres	995
Febrero 2012	22	Huesca	25-29	Mujeres	940
Febrero 2012	22	Huesca	30-34	Hombres	1156
Febrero 2012	22	Huesca	30-34	Mujeres	1158
Febrero 2012	22	Huesca	35-39	Hombres	1135
Febrero 2012	22	Huesca	35-39	Mujeres	1092
Febrero 2012	22	Huesca	40-44	Hombres	968
Febrero 2012	22	Huesca	40-44	Mujeres	941
Febrero 2012	22	Huesca	45-49	Hombres	1008
Febrero 2012	22	Huesca	45-49	Mujeres	775
Febrero 2012	22	Huesca	50-54	Hombres	794
Febrero 2012	22	Huesca	50-54	Mujeres	667
Febrero 2012	22	Huesca	55-59	Hombres	730
Febrero 2012	22	Huesca	55-59	Mujeres	512
Febrero 2012	22	Huesca	60-64	Hombres	443
Febrero 2012	22	Huesca	60-64	Mujeres	315
Febrero 2012	44	Teruel	16-19	Hombres	205
Febrero 2012	44	Teruel	16-19	Mujeres	146
Febrero 2012	44	Teruel	20-24	Hombres	627
Febrero 2012	44	Teruel	20-24	Mujeres	517
Febrero 2012	44	Teruel	25-29	Hombres	772
Febrero 2012	44	Teruel	25-29	Mujeres	614
Febrero 2012	44	Teruel	30-34	Hombres	850
Febrero 2012	44	Teruel	30-34	Mujeres	711
Febrero 2012	44	Teruel	35-39	Hombres	797
Febrero 2012	44	Teruel	35-39	Mujeres	667
Febrero 2012	44	Teruel	40-44	Hombres	629
Febrero 2012	44	Teruel	40-44	Mujeres	666
Febrero 2012	44	Teruel	45-49	Hombres	648
Febrero 2012	44	Teruel	45-49	Mujeres	574
Febrero 2012	44	Teruel	50-54	Hombres	541
Febrero 2012	44	Teruel	50-54	Mujeres	459
Febrero 2012	44	Teruel	55-59	Hombres	426
Febrero 2012	44	Teruel	55-59	Mujeres	314
Febrero 2012	44	Teruel	60-64	Hombres	245
Febrero 2012	44	Teruel	60-64	Mujeres	184
Febrero 2012	50	Zaragoza	16-19	Hombres	1266
Febrero 2012	50	Zaragoza	16-19	Mujeres	1005
Febrero 2012	50	Zaragoza	20-24	Hombres	3907
Febrero 2012	50	Zaragoza	20-24	Mujeres	3367
Febrero 2012	50	Zaragoza	25-29	Hombres	4854
