Año	Municipio código	Municipio nombre	Contenedores de vidrio	Kg vidrio doméstico
2015	22902	Puente la Reina de Jaca	5	10100
2015	22903	San Miguel del Cinca	7	15800
2015	22904	Sotonera (La)	15	26880
2015	22905	Lupiñén-Ortilla	4	5400
2015	22906	Santa María de Dulcis	2	0
2015	22907	Aínsa-Sobrarbe	16	266820
2015	22908	Hoz y Costeán	2	2700
2015	22909	Vencillón	6	8700
2015	44001	Ababuj	1	1200
2015	44002	Abejuela	1	1400
2015	44003	Aguatón	1	500
2015	44004	Aguaviva	5	10500
2015	44005	Aguilar del Alfambra	1	1400
2015	44006	Alacón	3	3000
2015	44007	Alba	1	800
2015	44008	Albalate del Arzobispo	8	14940
2015	44009	Albarracín	5	31960
2015	44010	Albentosa	9	6500
2015	44011	Alcaine	2	1000
2015	44012	Alcalá de la Selva	10	14540
2015	44013	Alcañiz	69	238080
2015	44014	Alcorisa	12	39190
2015	44016	Alfambra	4	6990
2015	44017	Aliaga	4	11260
2015	44018	Almohaja	1	800
2015	44019	Alobras	1	1300
2015	44020	Alpeñés	1	1300
2015	44021	Allepuz	3	3300
2015	44022	Alloza	3	8500
2015	44023	Allueva	1	900
2015	44024	Anadón	2	600
2015	44025	Andorra	36	98680
2015	44026	Arcos de las Salinas	3	3900
2015	44027	Arens de Lledó	2	4000
2015	44028	Argente	2	2700
2015	44029	Ariño	6	6800
2015	44031	Azaila	2	1300
2015	44032	Bádenas	2	600
2015	44033	Báguena	2	4600
2015	44034	Bañón	2	1800
2015	44035	Barrachina	3	3000
2015	44036	Bea	2	2200
2015	44037	Beceite	8	18500
2015	44038	Belmonte de San José	2	4200
2015	44039	Bello	2	3300
2015	44040	Berge	2	3400
2015	44041	Bezas	1	500
2015	44042	Blancas	2	3480
2015	44043	Blesa	2	1500
2015	44044	Bordón	2	2300
2015	44045	Bronchales	8	8720
2015	44046	Bueña	2	2460
2015	44047	Burbáguena	2	4640
2015	44048	Cabra de Mora	1	1300
2015	44049	Calaceite	7	25500
2015	44050	Calamocha	36	68000
2015	44051	Calanda	14	38190
2015	44052	Calomarde	1	1500
2015	44053	Camañas	1	1570
2015	44054	Camarena de la Sierra	5	3680
2015	44055	Camarillas	1	1900
2015	44056	Caminreal	4	15740
2015	44059	Cantavieja	9	20620
2015	44060	Cañada de Benatanduz	2	700
2015	44061	Cañada de Verich (La)	3	400
2015	44062	Cañada Vellida	1	700
2015	44063	Cañizar del Olivar	2	3400
2015	44064	Cascante del Río	1	1900
2015	44065	Castejón de Tornos	1	1700
2015	44066	Castel de Cabra	2	1400
2015	44067	Castelnou	1	1700
2015	44068	Castelserás	6	15000
2015	44070	Castellar (El)	1	1900
2015	44071	Castellote	8	15680
2015	44074	Cedrillas	5	13380
2015	44075	Celadas	2	3800
2015	44076	Cella	16	32020
2015	44077	Cerollera (La)	2	1600
2015	44080	Codoñera (La)	3	3300
2015	44082	Corbalán	1	2200
2015	44084	Cortes de Aragón	2	1300
2015	44085	Cosa	2	1000
2015	44086	Cretas	3	12100
2015	44087	Crivillén	2	1600
2015	44088	Cuba (La)	2	1300
2015	44089	Cubla	1	1200
2015	44090	Cucalón	2	3000
2015	44092	Cuervo (El)	1	2200
2015	44093	Cuevas de Almudén	2	800
2015	44094	Cuevas Labradas	1	1650
2015	44096	Ejulve	2	3500
2015	44097	Escorihuela	1	1800
2015	44099	Escucha	3	2600
2015	44100	Estercuel	5	7300
2015	44101	Ferreruela de Huerva	3	5400
2015	44102	Fonfría	2	900
2015	44103	Formiche Alto	3	4100
2015	44105	Fórnoles	1	1900
2015	44106	Fortanete	2	6000
2015	44107	Foz-Calanda	3	2400
2015	44108	Fresneda (La)	3	15800
2015	44109	Frías de Albarracín	1	1200
2015	44110	Fuenferrada	1	400
2015	44111	Fuentes Calientes	1	1900
2015	44112	Fuentes Claras	2	5800
2015	44113	Fuentes de Rubielos	3	3100
2015	44114	Fuentespalda	3	7600
2015	44115	Galve	2	3600
2015	44116	Gargallo	2	2700
2015	44117	Gea de Albarracín	3	4900
2015	44118	Ginebrosa (La)	2	3000
2015	44119	Griegos	1	1100
2015	44120	Guadalaviar	2	2400
2015	44121	Gúdar	3	1600
2015	44122	Híjar	7	31280
2015	44123	Hinojosa de Jarque	2	2100
2015	44124	Hoz de la Vieja (La)	2	1200
2015	44125	Huesa del Común	2	1700
2015	44126	Iglesuela del Cid (La)	6	7100
2015	44127	Jabaloyas	1	1000
2015	44128	Jarque de la Val	1	500
2015	44129	Jatiel	1	900
2015	44130	Jorcas	1	800
2015	44131	Josa	1	1000
2015	44132	Lagueruela	2	2200
2015	44133	Lanzuela	1	700
2015	44135	Libros	1	2700
2015	44136	Lidón	1	1200
2015	44137	Linares de Mora	5	7200
2015	44138	Loscos	2	2500
2015	44141	Lledó	1	1500
2015	44142	Maicas	1	0
2015	44143	Manzanera	10	16980
2015	44144	Martín del Río	4	5200
2015	44145	Mas de las Matas	7	20400
2015	44146	Mata de los Olmos (La)	2	3200
2015	44147	Mazaleón	4	8300
2015	44148	Mezquita de Jarque	1	700
2015	44149	Mirambel	2	5100
2015	44150	Miravete de la Sierra	1	900
2015	44151	Molinos	4	2600
2015	44152	Monforte de Moyuela	1	1500
2015	44153	Monreal del Campo	13	29760
2015	44154	Monroyo	4	7900
2015	44155	Montalbán	6	16260
2015	44156	Monteagudo del Castillo	1	1200
2015	44157	Monterde de Albarracín	1	1000
2015	44158	Mora de Rubielos	14	42560
2015	44159	Moscardón	1	1400
2015	44160	Mosqueruela	6	10260
2015	44161	Muniesa	5	6000
2015	44163	Noguera de Albarracín	1	2500
2015	44164	Nogueras	2	1140
2015	44165	Nogueruelas	4	6700
2015	44167	Obón	2	2600
2015	44168	Odón	2	1800
2015	44169	Ojos Negros	3	5500
2015	44171	Olba	6	4100
2015	44172	Oliete	3	3500
2015	44173	Olmos (Los)	3	4360
2015	44174	Orihuela del Tremedal	4	5700
2015	44175	Orrios	2	2870
2015	44176	Palomar de Arroyos	1	1400
2015	44177	Pancrudo	4	2960
2015	44178	Parras de Castellote (Las)	2	1900
2015	44179	Peñarroya de Tastavins	4	8100
2015	44180	Peracense	2	1300
2015	44181	Peralejos	1	600
2015	44182	Perales del Alfambra	4	4470
2015	44183	Pitarque	2	2000
2015	44184	Plou	1	600
2015	44185	Pobo (El)	1	2700
2015	44187	Portellada (La)	3	5700
2015	44189	Pozondón	1	1700
2015	44190	Pozuel del Campo	2	1380
2015	44191	Puebla de Híjar (La)	5	7860
2015	44192	Puebla de Valverde (La)	9	16600
2015	44193	Puertomingalvo	3	8200
2015	44194	Ráfales	2	4400
2015	44195	Rillo	2	1600
2015	44196	Riodeva	2	2500
2015	44197	Ródenas	1	800
2015	44198	Royuela	1	1800
2015	44199	Rubiales	1	1400
2015	44200	Rubielos de la Cérida	2	1700
2015	44201	Rubielos de Mora	6	18400
2015	44203	Salcedillo	1	0
2015	44204	Saldón	1	1600
2015	44205	Samper de Calanda	5	6000
2015	44206	San Agustín	4	3600
2015	44207	San Martín del Río	2	2500
2015	44208	Santa Cruz de Nogueras	2	1000
2015	44209	Santa Eulalia	11	20740
2015	44210	Sarrión	12	27780
2015	44211	Segura de los Baños	2	2100
2015	44212	Seno	1	1800
2015	44213	Singra	2	780
2015	44215	Terriente	3	2000
2015	44216	Teruel	180	474360
2015	44217	Toril y Masegoso	1	1000
2015	44218	Tormón	1	900
2015	44219	Tornos	2	3700
2015	44220	Torralba de los Sisones	2	2700
2015	44221	Torrecilla de Alcañiz	3	9400
2015	44222	Torrecilla del Rebollar	2	2600
2015	44223	Torre de Arcas	1	1400
2015	44224	Torre de las Arcas	1	700
2015	44225	Torre del Compte	2	5100
2015	44226	Torrelacárcel	1	1680
2015	44227	Torre los Negros	2	1500
2015	44228	Torremocha de Jiloca	1	800
2015	44229	Torres de Albarracín	1	3200
2015	44230	Torrevelilla	2	2900
2015	44231	Torrijas	3	1500
2015	44232	Torrijo del Campo	2	5700
2015	44234	Tramacastiel	2	2000
2015	44235	Tramacastilla	1	2300
2015	44236	Tronchón	3	900
2015	44237	Urrea de Gaén	2	6200
2015	44238	Utrillas	10	12420
2015	44239	Valacloche	1	700
2015	44240	Valbona	5	7700
2015	44241	Valdealgorfa	4	9040
2015	44243	Valdecuenca	1	1000
2015	44244	Valdelinares	3	1600
2015	44245	Valdeltormo	4	7400
2015	44246	Valderrobres	13	55000
2015	44247	Valjunquera	4	6500
2015	44249	Vallecillo (El)	2	2200
2015	44250	Veguillas de la Sierra	1	800
2015	44251	Villafranca del Campo	4	2500
2015	44252	Villahermosa del Campo	2	1400
2015	44256	Villanueva del Rebollar de la Sierra	1	500
2015	44257	Villar del Cobo	2	2200
2015	44258	Villar del Salz	2	2000
2015	44260	Villarluengo	5	4100
2015	44261	Villarquemado	7	13720
2015	44262	Villarroya de los Pinares	2	2500
2015	44263	Villastar	2	3500
2015	44264	Villel	2	4400
2015	44265	Vinaceite	3	5200
2015	44266	Visiedo	2	1900
2015	44267	Vivel del Río Martín	1	900
2015	44268	Zoma (La)	1	0
2015	50001	Abanto	1	2200
2015	50002	Acered	1	1800
2015	50003	Agón	0	0
2015	50004	Aguarón	4	8170
2015	50005	Aguilón	3	4100
2015	50006	Ainzón	0	0
2015	50007	Aladrén	2	3000
2015	50008	Alagón	30	83550
2015	50009	Alarba	2	2800
2015	50010	Alberite de San Juan	0	0
2015	50011	Albeta	0	0
2015	50012	Alborge	1	1000
2015	50013	Alcalá de Ebro	2	4300
2015	50014	Alcalá de Moncayo	4	4200
2015	50015	Alconchel de Ariza	1	1300
2015	50016	Aldehuela de Liestos	1	350
2015	50017	Alfajarín	20	35780
2015	50018	Alfamén	10	18550
2015	50019	Alforque	2	700
2015	50020	Alhama de Aragón	8	22160
2015	50021	Almochuel	2	200
2015	50022	Almolda (La)	5	8200
2015	50023	Almonacid de la Cuba	2	3200
2015	50024	Almonacid de la Sierra	3	14100
2015	50025	Almunia de Doña Godina (La)	35	105520
2015	50026	Alpartir	3	4700
2015	50027	Ambel	0	0
2015	50028	Anento	1	600
2015	50029	Aniñón	4	8600
2015	50030	Añón de Moncayo	2	3900
2015	50031	Aranda de Moncayo	2	500
2015	50032	Arándiga	3	3200
2015	50033	Ardisa	2	1800
2015	50034	Ariza	9	11180
2015	50035	Artieda	1	1800
2015	50036	Asín	2	2000
2015	50037	Atea	1	2300
2015	50038	Ateca	12	30920
2015	50039	Azuara	4	6080
2015	50040	Badules	1	2100
2015	50041	Bagüés	1	1200
2015	50042	Balconchán	1	700
2015	50043	Bárboles	2	1500
2015	50044	Bardallur	2	3200
2015	50045	Belchite	10	25100
2015	50046	Belmonte de Gracián	1	1100
2015	50047	Berdejo	1	900
2015	50048	Berrueco	1	800
2015	50050	Bijuesca	2	2800
2015	50051	Biota	5	7060
2015	50052	Bisimbre	0	0
2015	50053	Boquiñeni	4	10900
2015	50054	Bordalba	1	800
2015	50055	Borja	0	230740
2015	50056	Botorrita	5	3900
2015	50057	Brea de Aragón	10	13750
2015	50058	Bubierca	1	2400
2015	50059	Bujaraloz	7	19200
2015	50060	Bulbuente	0	0
2015	50061	Bureta	0	0
2015	50062	Burgo de Ebro (El)	13	24500
2015	50063	Buste (El)	1	2300
2015	50064	Cabañas de Ebro	5	7400
2015	50065	Cabolafuente	2	300
2015	50066	Cadrete	26	24480
2015	50067	Calatayud	81	207600
2015	50068	Calatorao	8	19740
2015	50069	Calcena	2	2700
2015	50070	Calmarza	1	2200
2015	50071	Campillo de Aragón	2	2900
2015	50072	Carenas	2	3700
2015	50073	Cariñena	27	65450
2015	50074	Caspe	46	122780
2015	50075	Castejón de Alarba	1	1000
2015	50076	Castejón de las Armas	1	2300
2015	50077	Castejón de Valdejasa	2	3500
2015	50078	Castiliscar	2	3600
2015	50079	Cervera de la Cañada	2	5100
2015	50080	Cerveruela	1	2100
2015	50081	Cetina	5	8600
2015	50082	Cimballa	1	1600
2015	50083	Cinco Olivas	2	800
2015	50084	Clarés de Ribota	2	800
2015	50085	Codo	1	2800
2015	50086	Codos	1	4100
2015	50087	Contamina	1	600
2015	50088	Cosuenda	8	4100
2015	50089	Cuarte de Huerva	45	91190
2015	50090	Cubel	2	1300
2015	50091	Cuerlas (Las)	1	900
2015	50092	Chiprana	3	5300
2015	50093	Chodes	1	1500
2015	50094	Daroca	16	38460
2015	50095	Ejea de los Caballeros	80	220460
2015	50096	Embid de Ariza	1	2100
2015	50098	Encinacorba	2	3400
2015	50099	Épila	11	18140
2015	50100	Erla	4	8800
2015	50101	Escatrón	13	14500
2015	50102	Fabara	6	15400
2015	50104	Farlete	3	4600
2015	50105	Fayón	4	8300
2015	50106	Fayos (Los)	2	3500
2015	50107	Figueruelas	7	11440
2015	50108	Fombuena	1	200
2015	50109	Frago (El)	1	2300
2015	50110	Frasno (El)	6	3500
2015	50111	Fréscano	0	0
2015	50113	Fuendejalón	0	0
2015	50114	Fuendetodos	3	1600
2015	50115	Fuentes de Ebro	27	48660
2015	50116	Fuentes de Jiloca	1	2300
2015	50117	Gallocanta	2	2100
2015	50118	Gallur	14	32320
2015	50119	Gelsa	5	16800
2015	50120	Godojos	1	800
2015	50121	Gotor	1	2900
2015	50122	Grisel	1	1500
2015	50123	Grisén	3	10700
2015	50124	Herrera de los Navarros	4	8600
2015	50125	Ibdes	3	5500
2015	50126	Illueca	13	30210
2015	50128	Isuerre	2	1900
2015	50129	Jaraba	8	21950
2015	50130	Jarque de Moncayo	3	5000
2015	50131	Jaulín	2	2800
2015	50132	Joyosa (La)	6	15350
2015	50133	Lagata	1	1400
2015	50134	Langa del Castillo	2	2100
2015	50135	Layana	1	2300
2015	50136	Lécera	5	7300
2015	50137	Leciñena	7	22120
2015	50138	Lechón	1	900
2015	50139	Letux	1	1900
2015	50140	Litago	2	3300
2015	50141	Lituénigo	2	4000
2015	50142	Lobera de Onsella	2	1300
2015	50143	Longares	10	18620
2015	50144	Longás	2	2100
2015	50146	Lucena de Jalón	2	2400
2015	50147	Luceni	6	18400
2015	50148	Luesia	3	11120
2015	50149	Luesma	2	2200
2015	50150	Lumpiaque	4	10100
2015	50151	Luna	6	9200
2015	50152	Maella	8	23580
2015	50153	Magallón	0	0
2015	50154	Mainar	1	2700
2015	50155	Malanquilla	3	1000
2015	50156	Maleján	0	0
2015	50157	Malón	4	2300
2015	50159	Maluenda	3	9000
2015	50160	Mallén	0	0
2015	50161	Manchones	1	1500
2015	50162	Mara	2	2000
2015	50163	María de Huerva	18	30300
2015	50164	Mediana de Aragón	3	4700
2015	50165	Mequinenza	16	47480
2015	50166	Mesones de Isuela	2	3540
2015	50167	Mezalocha	5	4300
2015	50168	Mianos	1	800
2015	50169	Miedes de Aragón	4	7740
2015	50170	Monegrillo	4	6600
2015	50171	Moneva	2	1200
2015	50172	Monreal de Ariza	3	4500
2015	50173	Monterde	2	2900
2015	50174	Montón	1	1300
2015	50175	Morata de Jalón	7	15800
2015	50176	Morata de Jiloca	1	3370
2015	50177	Morés	1	1700
2015	50178	Moros	3	3000
2015	50179	Moyuela	2	4200
2015	50180	Mozota	2	2000
2015	50181	Muel	12	14240
2015	50182	Muela (La)	15	35040
2015	50183	Munébrega	4	8780
2015	50184	Murero	3	4000
2015	50185	Murillo de Gállego	7	11900
2015	50186	Navardún	2	2400
2015	50187	Nigüella	1	800
2015	50188	Nombrevilla	1	1000
2015	50189	Nonaspe	3	9200
2015	50190	Novallas	4	10840
2015	50191	Novillas	0	0
2015	50192	Nuévalos	6	18390
2015	50193	Nuez de Ebro	11	11890
2015	50194	Olvés	1	1000
2015	50195	Orcajo	1	1600
2015	50196	Orera	1	880
2015	50197	Orés	1	1800
2015	50198	Oseja	1	800
2015	50199	Osera de Ebro	5	4300
2015	50200	Paniza	6	13900
2015	50201	Paracuellos de Jiloca	2	3600
2015	50202	Paracuellos de la Ribera	1	3100
2015	50203	Pastriz	12	16800
2015	50204	Pedrola	15	31400
2015	50205	Pedrosas (Las)	2	1000
2015	50206	Perdiguera	4	9900
2015	50207	Piedratajada	2	1400
2015	50208	Pina de Ebro	11	25980
2015	50209	Pinseque	14	29900
2015	50210	Pintanos (Los)	3	2200
2015	50211	Plasencia de Jalón	1	1800
2015	50212	Pleitas	1	1000
2015	50213	Plenas	2	1840
2015	50214	Pomer	1	1900
2015	50215	Pozuel de Ariza	1	800
2015	50216	Pozuelo de Aragón	0	0
2015	50217	Pradilla de Ebro	2	3700
2015	50218	Puebla de Albortón	2	1000
2015	50219	Puebla de Alfindén (La)	28	45560
2015	50220	Puendeluna	2	700
2015	50221	Purujosa	1	1200
2015	50222	Quinto	12	15400
2015	50223	Remolinos	5	21060
2015	50224	Retascón	1	1200
2015	50225	Ricla	8	11580
2015	50227	Romanos	3	2520
2015	50228	Rueda de Jalón	2	3900
2015	50229	Ruesca	1	600
2015	50230	Sádaba	10	16980
2015	50231	Salillas de Jalón	2	4400
2015	50232	Salvatierra de Esca	5	8080
2015	50233	Samper del Salz	1	400
2015	50234	San Martín de la Virgen de Moncayo	2	8300
2015	50235	San Mateo de Gállego	11	29880
2015	50236	Santa Cruz de Grío	1	1700
2015	50237	Santa Cruz de Moncayo	2	5600
2015	50238	Santa Eulalia de Gállego	2	900
2015	50239	Santed	1	1400
2015	50240	Sástago	8	16160
2015	50241	Saviñán	6	5600
2015	50242	Sediles	1	1400
2015	50243	Sestrica	3	2000
2015	50244	Sierra de Luna	2	2200
2015	50245	Sigüés	4	4700
2015	50246	Sisamón	1	600
2015	50247	Sobradiel	6	11400
2015	50248	Sos del Rey Católico	5	8580
2015	50249	Tabuenca	0	0
2015	50250	Talamantes	0	0
2015	50251	Tarazona	50	163920
2015	50252	Tauste	27	64860
2015	50253	Terrer	4	8380
2015	50254	Tierga	1	1500
2015	50255	Tobed	1	2200
2015	50256	Torralba de los Frailes	2	2900
2015	50257	Torralba de Ribota	2	2800
2015	50258	Torralbilla	1	380
2015	50259	Torrehermosa	1	1100
2015	50260	Torrelapaja	1	1600
2015	50261	Torrellas	2	3700
2015	50262	Torres de Berrellén	5	22000
2015	50263	Torrijo de la Cañada	3	2080
2015	50264	Tosos	4	2500
2015	50265	Trasmoz	2	1700
2015	50266	Trasobares	2	2400
2015	50267	Uncastillo	8	19400
2015	50268	Undués de Lerda	2	2800
2015	50269	Urrea de Jalón	1	3600
2015	50270	Urriés	3	2480
2015	50271	Used	3	5020
2015	50272	Utebo	58	172600
2015	50273	Valdehorna	1	1800
2015	50274	Val de San Martín	1	1300
2015	50275	Valmadrid	2	500
2015	50276	Valpalmas	2	3400
2015	50277	Valtorres	1	3500
2015	50278	Velilla de Ebro	2	4000
2015	50279	Velilla de Jiloca	1	3200
2015	50280	Vera de Moncayo	2	5600
2015	50281	Vierlas	3	2100
2015	50282	Vilueña (La)	2	2100
2015	50283	Villadoz	2	2600
2015	50284	Villafeliche	1	3700
2015	50285	Villafranca de Ebro	6	13790
2015	50286	Villalba de Perejil	1	1200
2015	50287	Villalengua	2	3400
2015	50288	Villanueva de Gállego	15	49680
2015	50289	Villanueva de Jiloca	1	1000
2015	50290	Villanueva de Huerva	7	8980
2015	50291	Villar de los Navarros	2	2860
2015	50292	Villarreal de Huerva	2	4000
2015	50293	Villarroya de la Sierra	3	10140
2015	50294	Villarroya del Campo	1	900
2015	50295	Vistabella	2	3680
2015	50296	Zaida (La)	4	8100
2015	50297	Zaragoza	1825	7583330
2015	50298	Zuera	51	103710
2015	50901	Biel	4	6100
2015	50902	Marracos	1	1600
2015	50903	Villamayor de Gállego	12	30180
2014	22001	Abiego	1	3545
2014	22002	Abizanda	6	
2014	22003	Adahuesca	2	6879
2014	22004	Agüero	3	2659
2014	22006	Aísa	20	6936
2014	22007	Albalate de Cinca	5	25952
2014	22008	Albalatillo	2	4781
2014	22009	Albelda	8	13739
2014	22011	Albero Alto	1	
2014	22012	Albero Bajo	1	1742
2014	22013	Alberuela de Tubo	3	3240
2014	22014	Alcalá de Gurrea	4	8551
2014	22015	Alcalá del Obispo	5	2286
2014	22016	Alcampell	5	17948
2014	22017	Alcolea de Cinca	5	21033
2014	22018	Alcubierre	2	4983
2014	22019	Alerre	3	4066
2014	22020	Alfántega	1	1867
2014	22021	Almudévar	25	33270
2014	22022	Almunia de San Juan	4	8907
2014	22023	Almuniente	3	2054
2014	22024	Alquézar	6	22441
2014	22025	Altorricón	12	25506
2014	22027	Angüés	5	5390
2014	22028	Ansó	6	21329
2014	22029	Antillón	1	194
2014	22032	Aragüés del Puerto	1	2126
2014	22035	Arén	6	7874
2014	22036	Argavieso	1	1429
2014	22037	Arguis	3	3295
2014	22039	Ayerbe	13	28703
2014	22040	Azanuy-Alins	2	4257
2014	22041	Azara	1	2351
2014	22042	Azlor	1	2307
2014	22043	Baells	3	1985
2014	22044	Bailo	2	3871
2014	22045	Baldellou	1	
2014	22046	Ballobar	6	18829
2014	22047	Banastás	3	5605
2014	22048	Barbastro	85	294191
2014	22049	Barbués	1	887
2014	22050	Barbuñales	1	1182
2014	22051	Bárcabo	3	
2014	22052	Belver de Cinca	10	29157
2014	22053	Benabarre	17	29152
2014	22054	Benasque	44	96169
2014	22055	Berbegal	3	4546
2014	22057	Bielsa	11	
2014	22058	Bierge	11	17297
2014	22059	Biescas	43	
2014	22060	Binaced	6	27084
2014	22061	Binéfar	67	141686
2014	22062	Bisaurri	3	2791
2014	22063	Biscarrués	2	2215
2014	22064	Blecua y Torres	2	2182
2014	22066	Boltaña	11	
2014	22067	Bonansa	1	1796
2014	22068	Borau	2	3220
2014	22069	Broto	8	
2014	22072	Caldearenas	7	
2014	22074	Campo	4	14024
2014	22075	Camporrells	3	696
2014	22076	Canal de Berdún	4	17772
2014	22077	Candasnos	5	7056
2014	22078	Canfranc	12	23977
2014	22079	Capdesaso	1	1677
2014	22080	Capella	3	3760
2014	22081	Casbas de Huesca	9	4187
2014	22082	Castejón del Puente	5	6482
2014	22083	Castejón de Monegros	3	5603
2014	22084	Castejón de Sos	10	24984
2014	22085	Castelflorite	1	2285
2014	22086	Castiello de Jaca	8	12505
2014	22087	Castigaleu	2	2842
2014	22088	Castillazuelo	1	3261
2014	22089	Castillonroy	3	5261
2014	22090	Colungo	1	1617
2014	22094	Chalamera	3	2683
2014	22095	Chía	2	1602
2014	22096	Chimillas	3	5353
2014	22099	Esplús	11	6681
2014	22102	Estada	2	2908
2014	22103	Estadilla	5	20068
2014	22105	Estopiñán del Castillo	2	2997
2014	22106	Fago	1	724
2014	22107	Fanlo	1	
2014	22109	Fiscal	3	
2014	22110	Fonz	6	17142
2014	22111	Foradada del Toscar	1	1977
2014	22112	Fraga	62	161194
2014	22113	Fueva (La)	5	
2014	22114	Gistaín	5	
2014	22115	Grado (El)	10	16391
2014	22116	Grañén	16	13317
2014	22117	Graus	47	79794
2014	22119	Gurrea de Gállego	28	20846
2014	22122	Hoz de Jaca	2	
2014	22124	Huerto	1	2562
2014	22125	Huesca	294	843560
2014	22126	Ibieca	1	954
2014	22127	Igriés	4	2125
2014	22128	Ilche	3	3030
2014	22129	Isábena	12	8995
2014	22130	Jaca	79	269520
2014	22131	Jasa	2	2429
2014	22133	Labuerda	5	
2014	22135	Laluenga	1	2471
2014	22136	Lalueza	11	8422
2014	22137	Lanaja	15	22875
2014	22139	Laperdiguera	1	1477
2014	22141	Lascellas-Ponzano	5	2735
2014	22142	Lascuarre	1	1297
2014	22143	Laspaúles	3	4653
2014	22144	Laspuña	4	
2014	22149	Loarre	7	12482
2014	22150	Loporzano	14	8626
2014	22151	Loscorrales	1	251
2014	22155	Monesma y Cajigar	2	637
2014	22156	Monflorite-Lascasas	8	4299
2014	22157	Montanuy	2	1889
2014	22158	Monzón	86	239935
2014	22160	Naval	3	5872
2014	22162	Novales	2	2835
2014	22163	Nueno	9	8820
2014	22164	Olvena	1	1536
2014	22165	Ontiñena	3	12882
2014	22167	Osso de Cinca	4	14062
2014	22168	Palo	1	
2014	22170	Panticosa	33	
2014	22172	Peñalba	3	13025
2014	22173	Peñas de Riglos (Las)	14	9974
2014	22174	Peralta de Alcofea	4	6629
2014	22175	Peralta de Calasanz	4	3269
2014	22176	Peraltilla	3	2634
2014	22177	Perarrúa	2	809
2014	22178	Pertusa	1	
2014	22181	Piracés	1	1049
2014	22182	Plan	5	
2014	22184	Poleñino	2	896
2014	22186	Pozán de Vero	1	3257
2014	22187	Puebla de Castro (La)	7	10344
2014	22188	Puente de Montañana	4	3930
2014	22189	Puértolas	6	
2014	22190	Pueyo de Araguás (El)	4	
2014	22193	Pueyo de Santa Cruz	3	4894
2014	22195	Quicena	3	8778
2014	22197	Robres	6	11209
2014	22199	Sabiñánigo	86	401860
2014	22200	Sahún	3	6033
2014	22201	Salas Altas	2	2821
2014	22202	Salas Bajas	1	4495
2014	22203	Salillas	1	1229
2014	22204	Sallent de Gállego	53	
2014	22205	San Esteban de Litera	3	7157
2014	22206	Sangarrén	1	2825
2014	22207	San Juan de Plan	2	
2014	22208	Santa Cilia	5	6188
2014	22209	Santa Cruz de la Serós	3	7488
2014	22212	Santaliestra y San Quílez	1	1249
2014	22213	Sariñena	13	44816
2014	22214	Secastilla	4	2009
2014	22215	Seira	3	4778
2014	22217	Sena	3	9208
2014	22218	Senés de Alcubierre	1	1067
2014	22220	Sesa	1	1831
2014	22221	Sesué	3	5361
2014	22222	Siétamo	5	8195
2014	22223	Sopeira	2	3332
2014	22225	Tamarite de Litera	31	49216
2014	22226	Tardienta	13	19188
2014	22227	Tella-Sin	3	
2014	22228	Tierz	3	4660
2014	22229	Tolva	4	3959
2014	22230	Torla-Ordesa	11	
2014	22232	Torralba de Aragón	2	2409
2014	22233	Torre la Ribera	4	
2014	22234	Torrente de Cinca	7	16230
2014	22235	Torres de Alcanadre	1	1642
2014	22236	Torres de Barbués	6	2935
2014	22239	Tramaced	1	961
2014	22242	Valfarta	1	1364
2014	22243	Valle de Bardají	2	
2014	22244	Valle de Lierp	2	576
2014	22245	Velilla de Cinca	3	6567
2014	22246	Beranuy	3	173
2014	22247	Viacamp y Litera	1	1644
2014	22248	Vicién	1	616
2014	22249	Villanova	4	6235
2014	22250	Villanúa	17	24475
2014	22251	Villanueva de Sigena	3	8656
2014	22252	Yebra de Basa	4	
2014	22253	Yésero	2	
2014	22254	Zaidín	10	26848
2014	22901	Valle de Hecho	16	23656
2014	22902	Puente la Reina de Jaca	3	8960
2014	22903	San Miguel del Cinca	7	12610
2014	22904	Sotonera (La)	20	21012
2014	22905	Lupiñén-Ortilla	4	6169
2014	22906	Santa María de Dulcis	2	6804
2014	22907	Aínsa-Sobrarbe	16	262000
2014	22908	Hoz y Costeán	2	2285
2014	22909	Vencillón	5	490
2014	44001	Ababuj	1	775
2014	44002	Abejuela	1	
2014	44003	Aguatón	1	
2014	44004	Aguaviva	5	7493
2014	44005	Aguilar del Alfambra	1	968
2014	44006	Alacón	3	4044
2014	44007	Alba	1	773
2014	44008	Albalate del Arzobispo	7	9273
2014	44009	Albarracín	5	31524
2014	44010	Albentosa	9	5626
2014	44011	Alcaine	2	2542
2014	44012	Alcalá de la Selva	10	15661
2014	44013	Alcañiz	89	191609
2014	44014	Alcorisa	14	36621
2014	44016	Alfambra	4	4615
2014	44017	Aliaga	4	13669
2014	44018	Almohaja	1	204
2014	44019	Alobras	1	196
2014	44020	Alpeñés	1	
2014	44021	Allepuz	4	1974
2014	44022	Alloza	3	8845
2014	44023	Allueva	1	191
2014	44024	Anadón	2	704
2014	44025	Andorra	33	88879
2014	44026	Arcos de las Salinas	2	5431
2014	44027	Arens de Lledó	2	4459
2014	44028	Argente	2	1767
2014	44029	Ariño	6	9197
2014	44031	Azaila	2	1663
2014	44032	Bádenas	2	
2014	44033	Báguena	2	3780
2014	44034	Bañón	2	1504
2014	44035	Barrachina	3	2921
