Mes y año	Sexo	Provincia código	Provincia nombre	Sector de actividad	Afiliaciones en alta
Septiembre 2011	Mujeres	44	Teruel	Servicios	2816
Septiembre 2011	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	1740
Septiembre 2011	Mujeres	50	Zaragoza	Industria y energía	1724
Septiembre 2011	Mujeres	50	Zaragoza	Construcción	883
Septiembre 2011	Mujeres	50	Zaragoza	Servicios	18432
Junio 2011	Hombres	22	Huesca	Agricultura, ganadería y pesca	5665
Junio 2011	Hombres	22	Huesca	Industria y energía	1104
Junio 2011	Hombres	22	Huesca	Construcción	2996
Junio 2011	Hombres	22	Huesca	Servicios	6136
Junio 2011	Hombres	44	Teruel	Agricultura, ganadería y pesca	3189
Junio 2011	Hombres	44	Teruel	Industria y energía	763
Junio 2011	Hombres	44	Teruel	Construcción	2133
Junio 2011	Hombres	44	Teruel	Servicios	3283
Junio 2011	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	6159
Junio 2011	Hombres	50	Zaragoza	Industria y energía	4547
Junio 2011	Hombres	50	Zaragoza	Construcción	8124
Junio 2011	Hombres	50	Zaragoza	Servicios	26435
Junio 2011	Hombres	99	No consta	Agricultura, ganadería y pesca	22
Junio 2011	Hombres	99	No consta	Industria y energía	4
Junio 2011	Hombres	99	No consta	Construcción	12
Junio 2011	Hombres	99	No consta	Servicios	34
Junio 2011	Mujeres	22	Huesca	Agricultura, ganadería y pesca	1533
Junio 2011	Mujeres	22	Huesca	Industria y energía	482
Junio 2011	Mujeres	22	Huesca	Construcción	254
Junio 2011	Mujeres	22	Huesca	Servicios	4959
Junio 2011	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1483
Junio 2011	Mujeres	44	Teruel	Industria y energía	256
Junio 2011	Mujeres	44	Teruel	Construcción	168
Junio 2011	Mujeres	44	Teruel	Servicios	2814
Junio 2011	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	1753
Junio 2011	Mujeres	50	Zaragoza	Industria y energía	1733
Junio 2011	Mujeres	50	Zaragoza	Construcción	902
Junio 2011	Mujeres	50	Zaragoza	Servicios	18558
Junio 2011	Mujeres	99	No consta	Agricultura, ganadería y pesca	9
Junio 2011	Mujeres	99	No consta	Construcción	2
Junio 2011	Mujeres	99	No consta	Servicios	13
Marzo 2011	Hombres	22	Huesca	Agricultura, ganadería y pesca	5686
Marzo 2011	Hombres	22	Huesca	Industria y energía	1097
Marzo 2011	Hombres	22	Huesca	Construcción	2986
Marzo 2011	Hombres	22	Huesca	Servicios	6124
Marzo 2011	Hombres	44	Teruel	Agricultura, ganadería y pesca	3218
Marzo 2011	Hombres	44	Teruel	Industria y energía	765
Marzo 2011	Hombres	44	Teruel	Construcción	2117
Marzo 2011	Hombres	44	Teruel	Servicios	3227
Marzo 2011	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	6187
Marzo 2011	Hombres	50	Zaragoza	Industria y energía	4556
Marzo 2011	Hombres	50	Zaragoza	Construcción	8147
Marzo 2011	Hombres	50	Zaragoza	Servicios	26337
Marzo 2011	Hombres	99	No consta	Agricultura, ganadería y pesca	23
Marzo 2011	Hombres	99	No consta	Industria y energía	3
Marzo 2011	Hombres	99	No consta	Construcción	11
Marzo 2011	Hombres	99	No consta	Servicios	36
Marzo 2011	Mujeres	22	Huesca	Agricultura, ganadería y pesca	1534
Marzo 2011	Mujeres	22	Huesca	Industria y energía	481
Marzo 2011	Mujeres	22	Huesca	Construcción	255
Marzo 2011	Mujeres	22	Huesca	Servicios	4950
Marzo 2011	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1503
Marzo 2011	Mujeres	44	Teruel	Industria y energía	255
Marzo 2011	Mujeres	44	Teruel	Construcción	166
Marzo 2011	Mujeres	44	Teruel	Servicios	2773
Marzo 2011	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	1748
Marzo 2011	Mujeres	50	Zaragoza	Industria y energía	1730
Marzo 2011	Mujeres	50	Zaragoza	Construcción	907
Marzo 2011	Mujeres	50	Zaragoza	Servicios	18459
Marzo 2011	Mujeres	99	No consta	Agricultura, ganadería y pesca	11
Marzo 2011	Mujeres	99	No consta	Construcción	1
Marzo 2011	Mujeres	99	No consta	Servicios	18
Diciembre 2010	Hombres	22	Huesca	Agricultura, ganadería y pesca	5716
Diciembre 2010	Hombres	22	Huesca	Industria y energía	1108
Diciembre 2010	Hombres	22	Huesca	Construcción	3030
Diciembre 2010	Hombres	22	Huesca	Servicios	6158
Diciembre 2010	Hombres	44	Teruel	Agricultura, ganadería y pesca	3248
Diciembre 2010	Hombres	44	Teruel	Industria y energía	766
Diciembre 2010	Hombres	44	Teruel	Construcción	2147
Diciembre 2010	Hombres	44	Teruel	Servicios	3248
Diciembre 2010	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	6239
Diciembre 2010	Hombres	50	Zaragoza	Industria y energía	4642
Diciembre 2010	Hombres	50	Zaragoza	Construcción	8334
Diciembre 2010	Hombres	50	Zaragoza	Servicios	26477
Diciembre 2010	Hombres	99	No consta	Agricultura, ganadería y pesca	21
Diciembre 2010	Hombres	99	No consta	Industria y energía	3
Diciembre 2010	Hombres	99	No consta	Construcción	12
Diciembre 2010	Hombres	99	No consta	Servicios	30
Diciembre 2010	Mujeres	22	Huesca	Agricultura, ganadería y pesca	1520
Diciembre 2010	Mujeres	22	Huesca	Industria y energía	484
Diciembre 2010	Mujeres	22	Huesca	Construcción	259
Diciembre 2010	Mujeres	22	Huesca	Servicios	5008
Diciembre 2010	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1508
Diciembre 2010	Mujeres	44	Teruel	Industria y energía	255
Diciembre 2010	Mujeres	44	Teruel	Construcción	162
Diciembre 2010	Mujeres	44	Teruel	Servicios	2780
Diciembre 2010	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	1740
Diciembre 2010	Mujeres	50	Zaragoza	Industria y energía	1770
Diciembre 2010	Mujeres	50	Zaragoza	Construcción	919
Diciembre 2010	Mujeres	50	Zaragoza	Servicios	18575
Diciembre 2010	Mujeres	99	No consta	Agricultura, ganadería y pesca	9
Diciembre 2010	Mujeres	99	No consta	Construcción	1
Diciembre 2010	Mujeres	99	No consta	Servicios	15
Septiembre 2010	Hombres	22	Huesca	Agricultura, ganadería y pesca	5730
Septiembre 2010	Hombres	22	Huesca	Industria y energía	1120
Septiembre 2010	Hombres	22	Huesca	Construcción	3102
Septiembre 2010	Hombres	22	Huesca	Servicios	6149
Septiembre 2010	Hombres	44	Teruel	Agricultura, ganadería y pesca	3283
Septiembre 2010	Hombres	44	Teruel	Industria y energía	777
Septiembre 2010	Hombres	44	Teruel	Construcción	2199
Septiembre 2010	Hombres	44	Teruel	Servicios	3246
Septiembre 2010	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	6271
Septiembre 2010	Hombres	50	Zaragoza	Industria y energía	4660
Septiembre 2010	Hombres	50	Zaragoza	Construcción	8555
Septiembre 2010	Hombres	50	Zaragoza	Servicios	26394
Septiembre 2010	Hombres	99	No consta	Agricultura, ganadería y pesca	21
Septiembre 2010	Hombres	99	No consta	Industria y energía	3
Septiembre 2010	Hombres	99	No consta	Construcción	15
Septiembre 2010	Hombres	99	No consta	Servicios	35
Septiembre 2010	Mujeres	22	Huesca	Agricultura, ganadería y pesca	1512
Septiembre 2010	Mujeres	22	Huesca	Industria y energía	497
Septiembre 2010	Mujeres	22	Huesca	Construcción	259
Septiembre 2010	Mujeres	22	Huesca	Servicios	4997
Septiembre 2010	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1525
Septiembre 2010	Mujeres	44	Teruel	Industria y energía	252
Septiembre 2010	Mujeres	44	Teruel	Construcción	164
Septiembre 2010	Mujeres	44	Teruel	Servicios	2801
Septiembre 2010	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	1739
Septiembre 2010	Mujeres	50	Zaragoza	Industria y energía	1767
Septiembre 2010	Mujeres	50	Zaragoza	Construcción	948
Septiembre 2010	Mujeres	50	Zaragoza	Servicios	18456
Septiembre 2010	Mujeres	99	No consta	Agricultura, ganadería y pesca	10
Septiembre 2010	Mujeres	99	No consta	Construcción	2
Septiembre 2010	Mujeres	99	No consta	Servicios	17
Junio 2010	Hombres	22	Huesca	Agricultura, ganadería y pesca	5789
Junio 2010	Hombres	22	Huesca	Industria y energía	1127
Junio 2010	Hombres	22	Huesca	Construcción	3185
Junio 2010	Hombres	22	Huesca	Servicios	6178
Junio 2010	Hombres	44	Teruel	Agricultura, ganadería y pesca	3305
Junio 2010	Hombres	44	Teruel	Industria y energía	776
Junio 2010	Hombres	44	Teruel	Construcción	2237
Junio 2010	Hombres	44	Teruel	Servicios	3259
Junio 2010	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	6341
Junio 2010	Hombres	50	Zaragoza	Industria y energía	4694
Junio 2010	Hombres	50	Zaragoza	Construcción	8772
Junio 2010	Hombres	50	Zaragoza	Servicios	26593
Junio 2010	Hombres	99	No consta	Agricultura, ganadería y pesca	24
Junio 2010	Hombres	99	No consta	Industria y energía	4
Junio 2010	Hombres	99	No consta	Construcción	16
Junio 2010	Hombres	99	No consta	Servicios	38
Junio 2010	Mujeres	22	Huesca	Agricultura, ganadería y pesca	1510
Junio 2010	Mujeres	22	Huesca	Industria y energía	485
Junio 2010	Mujeres	22	Huesca	Construcción	264
Junio 2010	Mujeres	22	Huesca	Servicios	5016
Junio 2010	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1529
Junio 2010	Mujeres	44	Teruel	Industria y energía	252
Junio 2010	Mujeres	44	Teruel	Construcción	165
Junio 2010	Mujeres	44	Teruel	Servicios	2817
Junio 2010	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	1745
Junio 2010	Mujeres	50	Zaragoza	Industria y energía	1763
Junio 2010	Mujeres	50	Zaragoza	Construcción	959
Junio 2010	Mujeres	50	Zaragoza	Servicios	18544
Junio 2010	Mujeres	99	No consta	Agricultura, ganadería y pesca	11
Junio 2010	Mujeres	99	No consta	Construcción	2
Junio 2010	Mujeres	99	No consta	Servicios	16
Marzo 2010	Hombres	22	Huesca	Agricultura, ganadería y pesca	5810
Marzo 2010	Hombres	22	Huesca	Industria y energía	1122
Marzo 2010	Hombres	22	Huesca	Construcción	3207
Marzo 2010	Hombres	22	Huesca	Servicios	6189
Marzo 2010	Hombres	44	Teruel	Agricultura, ganadería y pesca	3335
Marzo 2010	Hombres	44	Teruel	Industria y energía	772
Marzo 2010	Hombres	44	Teruel	Construcción	2245
Marzo 2010	Hombres	44	Teruel	Servicios	3272
Marzo 2010	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	6406
Marzo 2010	Hombres	50	Zaragoza	Industria y energía	4766
Marzo 2010	Hombres	50	Zaragoza	Construcción	8898
Marzo 2010	Hombres	50	Zaragoza	Servicios	26423
Marzo 2010	Hombres	99	No consta	Agricultura, ganadería y pesca	22
Marzo 2010	Hombres	99	No consta	Industria y energía	5
Marzo 2010	Hombres	99	No consta	Construcción	14
Marzo 2010	Hombres	99	No consta	Servicios	30
Marzo 2010	Mujeres	22	Huesca	Agricultura, ganadería y pesca	1500
Marzo 2010	Mujeres	22	Huesca	Industria y energía	467
Marzo 2010	Mujeres	22	Huesca	Construcción	266
Marzo 2010	Mujeres	22	Huesca	Servicios	5016
Marzo 2010	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1556
Marzo 2010	Mujeres	44	Teruel	Industria y energía	258
Marzo 2010	Mujeres	44	Teruel	Construcción	171
Marzo 2010	Mujeres	44	Teruel	Servicios	2782
Marzo 2010	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	1743
Marzo 2010	Mujeres	50	Zaragoza	Industria y energía	1789
Marzo 2010	Mujeres	50	Zaragoza	Construcción	977
Marzo 2010	Mujeres	50	Zaragoza	Servicios	18449
Marzo 2010	Mujeres	99	No consta	Agricultura, ganadería y pesca	11
Marzo 2010	Mujeres	99	No consta	Industria y energía	3
Marzo 2010	Mujeres	99	No consta	Construcción	2
Marzo 2010	Mujeres	99	No consta	Servicios	16
