CCAA codigo	CCAA nombre	Total viviendas	Viviendas con calefacción	Viviendas con agua corriente	Viviendas con agua caliente central	Viviendas con evacuación de aguas residuales	Viviendas con cuarto de aseo con inodoro	Viviendas con disponibilidad de ducha o bañera	Viviendas con tendido telefónico	Viviendas con acceso a internet
02	Aragón	538870,458758132	458697,037736174	538293,383225038	229796,434617707	523970,853955639	537044,150423507	536331,559017937	515479,296134965	294204,470217625
