Mes y año	Mes (código)	Mes nombre	Año	CIF	Sexo	Temporalidad	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos	CCAA nombre
Febrero 2015	201502	Febrero	2015	A través de una ETT	Mujeres	Temporal	0	753	0	0	Aragón
Febrero 2015	201502	Febrero	2015	A través de una ETT	Mujeres	Temporal	1	1605	23005	14,33333333333333333333333333333333333333	Aragón
Febrero 2015	201502	Febrero	2015	Otros	Hombres	Temporal	0	4886	0	0	Aragón
Febrero 2015	201502	Febrero	2015	Otros	Hombres	Temporal	1	6174	484028	78,39779721412374473598963394881762228701	Aragón
Febrero 2015	201502	Febrero	2015	Otros	Mujeres	Temporal	0	3875	0	0	Aragón
Febrero 2015	201502	Febrero	2015	Otros	Mujeres	Temporal	1	6430	353104	54,91508553654743390357698289269051321928	Aragón
Enero 2015	201501	Enero	2015	A través de una ETT	Hombres	Temporal	0	1384	0	0	Aragón
Enero 2015	201501	Enero	2015	A través de una ETT	Hombres	Temporal	1	3656	67426	18,44256017505470459518599562363238512035	Aragón
Enero 2015	201501	Enero	2015	A través de una ETT	Mujeres	Temporal	0	775	0	0	Aragón
Enero 2015	201501	Enero	2015	A través de una ETT	Mujeres	Temporal	1	1658	30824	18,59107358262967430639324487334137515078	Aragón
Enero 2015	201501	Enero	2015	Otros	Hombres	Temporal	0	5535	0	0	Aragón
Enero 2015	201501	Enero	2015	Otros	Hombres	Temporal	1	6650	521147	78,36796992481203007518796992481203007519	Aragón
Enero 2015	201501	Enero	2015	Otros	Mujeres	Temporal	0	4825	0	0	Aragón
Enero 2015	201501	Enero	2015	Otros	Mujeres	Temporal	1	7276	430492	59,16602528862012094557449147883452446399	Aragón
Diciembre 2014	201412	Diciembre	2014	A través de una ETT	Hombres	Temporal	0	907	0	0	Aragón
Diciembre 2014	201412	Diciembre	2014	A través de una ETT	Hombres	Temporal	1	3186	26766	8,40112994350282485875706214689265536723	Aragón
Diciembre 2014	201412	Diciembre	2014	A través de una ETT	Mujeres	Temporal	0	689	0	0	Aragón
Diciembre 2014	201412	Diciembre	2014	A través de una ETT	Mujeres	Temporal	1	1558	19643	12,60783055198973042362002567394094993582	Aragón
Diciembre 2014	201412	Diciembre	2014	Otros	Hombres	Temporal	0	4595	0	0	Aragón
Diciembre 2014	201412	Diciembre	2014	Otros	Hombres	Temporal	1	6695	422790	63,1501120238984316654219566840926064227	Aragón
Diciembre 2014	201412	Diciembre	2014	Otros	Mujeres	Temporal	0	3987	0	0	Aragón
Diciembre 2014	201412	Diciembre	2014	Otros	Mujeres	Temporal	1	8099	376725	46,51500185208050376589702432399061612545	Aragón
Noviembre 2014	201411	Noviembre	2014	A través de una ETT	Hombres	Temporal	0	1343	0	0	Aragón
Noviembre 2014	201411	Noviembre	2014	A través de una ETT	Hombres	Temporal	1	3507	35400	10,09409751924721984602224123182207014542	Aragón
Noviembre 2014	201411	Noviembre	2014	A través de una ETT	Mujeres	Temporal	0	1068	0	0	Aragón
Noviembre 2014	201411	Noviembre	2014	A través de una ETT	Mujeres	Temporal	1	1795	23487	13,08467966573816155988857938718662952646	Aragón
Noviembre 2014	201411	Noviembre	2014	Otros	Hombres	Temporal	0	5675	0	0	Aragón
Noviembre 2014	201411	Noviembre	2014	Otros	Hombres	Temporal	1	5981	464765	77,7069051997993646547400100317672629995	Aragón
Noviembre 2014	201411	Noviembre	2014	Otros	Mujeres	Temporal	0	4140	0	0	Aragón
Noviembre 2014	201411	Noviembre	2014	Otros	Mujeres	Temporal	1	7024	383328	54,5740318906605922551252847380410022779	Aragón
Octubre 2014	201410	Octubre	2014	A través de una ETT	Hombres	Temporal	0	1389	0	0	Aragón
Octubre 2014	201410	Octubre	2014	A través de una ETT	Hombres	Temporal	1	3603	32240	8,94809880655009714127116291978906466833	Aragón
Octubre 2014	201410	Octubre	2014	A través de una ETT	Mujeres	Temporal	0	1173	0	0	Aragón
Octubre 2014	201410	Octubre	2014	A través de una ETT	Mujeres	Temporal	1	1650	19541	11,8430303030303030303030303030303030303	Aragón
Octubre 2014	201410	Octubre	2014	Otros	Hombres	Temporal	0	7230	0	0	Aragón
Octubre 2014	201410	Octubre	2014	Otros	Hombres	Temporal	1	9358	623316	66,60782218422739901688394956187219491344	Aragón
Octubre 2014	201410	Octubre	2014	Otros	Mujeres	Temporal	0	5866	0	0	Aragón
Octubre 2014	201410	Octubre	2014	Otros	Mujeres	Temporal	1	9717	558422	57,46856025522280539261088813419779767418	Aragón
Septiembre 2014	201409	Septiembre	2014	A través de una ETT	Hombres	Temporal	0	1992	0	0	Aragón
Septiembre 2014	201409	Septiembre	2014	A través de una ETT	Hombres	Temporal	1	3900	49461	12,68230769230769230769230769230769230769	Aragón
Septiembre 2014	201409	Septiembre	2014	A través de una ETT	Mujeres	Temporal	0	1080	0	0	Aragón
Septiembre 2014	201409	Septiembre	2014	A través de una ETT	Mujeres	Temporal	1	1630	20894	12,81840490797546012269938650306748466258	Aragón
Septiembre 2014	201409	Septiembre	2014	Otros	Hombres	Temporal	0	8254	0	0	Aragón
Septiembre 2014	201409	Septiembre	2014	Otros	Hombres	Temporal	1	10011	618066	61,73868744381180701228648486664668864249	Aragón
Septiembre 2014	201409	Septiembre	2014	Otros	Mujeres	Temporal	0	5950	0	0	Aragón
Septiembre 2014	201409	Septiembre	2014	Otros	Mujeres	Temporal	1	9772	633061	64,78315595579205894392140810478919361441	Aragón
Agosto 2014	201408	Agosto	2014	A través de una ETT	Hombres	Temporal	0	1952	0	0	Aragón
Agosto 2014	201408	Agosto	2014	A través de una ETT	Hombres	Temporal	1	3093	30224	9,77174264468153895893954089880375040414	Aragón
Agosto 2014	201408	Agosto	2014	A través de una ETT	Mujeres	Temporal	0	1446	0	0	Aragón
Agosto 2014	201408	Agosto	2014	A través de una ETT	Mujeres	Temporal	1	1240	17527	14,13467741935483870967741935483870967742	Aragón
Agosto 2014	201408	Agosto	2014	Otros	Hombres	Temporal	0	6834	0	0	Aragón
Agosto 2014	201408	Agosto	2014	Otros	Hombres	Temporal	1	8591	384949	44,8084041438714934233500174601326970085	Aragón
Agosto 2014	201408	Agosto	2014	Otros	Mujeres	Temporal	0	4078	0	0	Aragón
Agosto 2014	201408	Agosto	2014	Otros	Mujeres	Temporal	1	7662	302690	39,50535108326807622030801357347950926651	Aragón
Julio 2014	201407	Julio	2014	A través de una ETT	Hombres	Temporal	0	2944	0	0	Aragón
Julio 2014	201407	Julio	2014	A través de una ETT	Hombres	Temporal	1	3704	36189	9,77024838012958963282937365010799136069	Aragón
Julio 2014	201407	Julio	2014	A través de una ETT	Mujeres	Temporal	0	1190	0	0	Aragón
Julio 2014	201407	Julio	2014	A través de una ETT	Mujeres	Temporal	1	1564	22467	14,36508951406649616368286445012787723785	Aragón
Julio 2014	201407	Julio	2014	Otros	Hombres	Temporal	0	9037	0	0	Aragón
Julio 2014	201407	Julio	2014	Otros	Hombres	Temporal	1	10931	635144	58,10483944744305187082609093404080139054	Aragón
Julio 2014	201407	Julio	2014	Otros	Mujeres	Temporal	0	6605	0	0	Aragón
Julio 2014	201407	Julio	2014	Otros	Mujeres	Temporal	1	10849	500193	46,10498663471287676283528435800534611485	Aragón
Junio 2014	201406	Junio	2014	A través de una ETT	Hombres	Temporal	0	2621	0	0	Aragón
Junio 2014	201406	Junio	2014	A través de una ETT	Hombres	Temporal	1	3461	37680	10,88702687084657613406529904651834729847	Aragón
Junio 2014	201406	Junio	2014	A través de una ETT	Mujeres	Temporal	0	1217	0	0	Aragón
Junio 2014	201406	Junio	2014	A través de una ETT	Mujeres	Temporal	1	1490	15474	10,38523489932885906040268456375838926174	Aragón
Junio 2014	201406	Junio	2014	Otros	Hombres	Temporal	0	9673	0	0	Aragón
Junio 2014	201406	Junio	2014	Otros	Hombres	Temporal	1	10298	571842	55,52942318896873179258108370557389784424	Aragón
Junio 2014	201406	Junio	2014	Otros	Mujeres	Temporal	0	6722	0	0	Aragón
Junio 2014	201406	Junio	2014	Otros	Mujeres	Temporal	1	9639	423291	43,91441020852785558667911609088079676315	Aragón
Mayo 2014	201405	Mayo	2014	A través de una ETT	Hombres	Temporal	0	2554	0	0	Aragón
Mayo 2014	201405	Mayo	2014	A través de una ETT	Hombres	Temporal	1	3544	32158	9,07392776523702031602708803611738148984	Aragón
Mayo 2014	201405	Mayo	2014	A través de una ETT	Mujeres	Temporal	0	1261	0	0	Aragón
Mayo 2014	201405	Mayo	2014	A través de una ETT	Mujeres	Temporal	1	1711	20413	11,93045002922267679719462302746931618936	Aragón
Mayo 2014	201405	Mayo	2014	Otros	Hombres	Temporal	0	11267	0	0	Aragón
Mayo 2014	201405	Mayo	2014	Otros	Hombres	Temporal	1	8934	470006	52,60868591896127154689948511305126483098	Aragón
Mayo 2014	201405	Mayo	2014	Otros	Mujeres	Temporal	0	7026	0	0	Aragón
Mayo 2014	201405	Mayo	2014	Otros	Mujeres	Temporal	1	8612	369845	42,94530887134231305155596841616349280074	Aragón
Abril 2014	201404	Abril	2014	A través de una ETT	Hombres	Temporal	0	1195	0	0	Aragón
Abril 2014	201404	Abril	2014	A través de una ETT	Hombres	Temporal	1	3112	30068	9,6619537275064267352185089974293059126	Aragón
Abril 2014	201404	Abril	2014	A través de una ETT	Mujeres	Temporal	0	778	0	0	Aragón
Abril 2014	201404	Abril	2014	A través de una ETT	Mujeres	Temporal	1	1566	21956	14,0204342273307790549169859514687100894	Aragón
Abril 2014	201404	Abril	2014	Otros	Hombres	Temporal	0	6475	0	0	Aragón
Abril 2014	201404	Abril	2014	Otros	Hombres	Temporal	1	6590	398952	60,53899848254931714719271623672230652504	Aragón
Abril 2014	201404	Abril	2014	Otros	Mujeres	Temporal	0	4499	0	0	Aragón
Abril 2014	201404	Abril	2014	Otros	Mujeres	Temporal	1	7058	342708	48,5559648625672995182771323321054122981	Aragón
Marzo 2014	201403	Marzo	2014	A través de una ETT	Hombres	Temporal	0	1136	0	0	Aragón
Marzo 2014	201403	Marzo	2014	A través de una ETT	Hombres	Temporal	1	3111	28253	9,08164577306332369013179042108646737383	Aragón
Marzo 2014	201403	Marzo	2014	A través de una ETT	Mujeres	Temporal	0	696	0	0	Aragón
Marzo 2014	201403	Marzo	2014	A través de una ETT	Mujeres	Temporal	1	1320	18363	13,91136363636363636363636363636363636364	Aragón
Marzo 2014	201403	Marzo	2014	Otros	Hombres	Temporal	0	4890	0	0	Aragón
Marzo 2014	201403	Marzo	2014	Otros	Hombres	Temporal	1	6015	414406	68,89542809642560266001662510390689941812	Aragón
Marzo 2014	201403	Marzo	2014	Otros	Mujeres	Temporal	0	3717	0	0	Aragón
Marzo 2014	201403	Marzo	2014	Otros	Mujeres	Temporal	1	5907	328101	55,54443880142204164550533265617064499746	Aragón
Febrero 2014	201402	Febrero	2014	A través de una ETT	Hombres	Temporal	0	988	0	0	Aragón
Febrero 2014	201402	Febrero	2014	A través de una ETT	Hombres	Temporal	1	2876	28289	9,83623087621696801112656467315716272601	Aragón
Febrero 2014	201402	Febrero	2014	A través de una ETT	Mujeres	Temporal	0	520	0	0	Aragón
Febrero 2014	201402	Febrero	2014	A través de una ETT	Mujeres	Temporal	1	1401	22407	15,99357601713062098501070663811563169165	Aragón
Febrero 2014	201402	Febrero	2014	Otros	Hombres	Temporal	0	4727	0	0	Aragón
Febrero 2014	201402	Febrero	2014	Otros	Hombres	Temporal	1	5534	398193	71,95392121431152873147813516443801951572	Aragón
Febrero 2014	201402	Febrero	2014	Otros	Mujeres	Temporal	0	3671	0	0	Aragón
Febrero 2014	201402	Febrero	2014	Otros	Mujeres	Temporal	1	5746	351607	61,19161155586494953010790114862513052558	Aragón
Enero 2014	201401	Enero	2014	A través de una ETT	Hombres	Temporal	0	1311	0	0	Aragón
Enero 2014	201401	Enero	2014	A través de una ETT	Hombres	Temporal	1	2958	30049	10,15855307640297498309668695064232589588	Aragón
Enero 2014	201401	Enero	2014	A través de una ETT	Mujeres	Temporal	0	736	0	0	Aragón
Enero 2014	201401	Enero	2014	A través de una ETT	Mujeres	Temporal	1	1369	18176	13,27684441197954711468224981738495252009	Aragón
Enero 2014	201401	Enero	2014	Otros	Hombres	Temporal	0	5109	0	0	Aragón
Enero 2014	201401	Enero	2014	Otros	Hombres	Temporal	1	6165	495156	80,31727493917274939172749391727493917275	Aragón
Enero 2014	201401	Enero	2014	Otros	Mujeres	Temporal	0	4320	0	0	Aragón
Enero 2014	201401	Enero	2014	Otros	Mujeres	Temporal	1	5928	380487	64,18471659919028340080971659919028340081	Aragón
Diciembre 2013	201312	Diciembre	2013	A través de una ETT	Hombres	Temporal	0	940	0	0	Aragón
Diciembre 2013	201312	Diciembre	2013	A través de una ETT	Hombres	Temporal	1	2756	19000	6,89404934687953555878084179970972423803	Aragón
Diciembre 2013	201312	Diciembre	2013	A través de una ETT	Mujeres	Temporal	0	568	0	0	Aragón
Diciembre 2013	201312	Diciembre	2013	A través de una ETT	Mujeres	Temporal	1	1444	15314	10,60526315789473684210526315789473684211	Aragón
Diciembre 2013	201312	Diciembre	2013	Otros	Hombres	Temporal	0	4599	0	0	Aragón
Diciembre 2013	201312	Diciembre	2013	Otros	Hombres	Temporal	1	6304	414403	65,73651649746192893401015228426395939086	Aragón
Diciembre 2013	201312	Diciembre	2013	Otros	Mujeres	Temporal	0	3926	0	0	Aragón
Diciembre 2013	201312	Diciembre	2013	Otros	Mujeres	Temporal	1	7370	347599	47,16404341926729986431478968792401628223	Aragón
Noviembre 2013	201311	Noviembre	2013	A través de una ETT	Hombres	Temporal	0	984	0	0	Aragón
Noviembre 2013	201311	Noviembre	2013	A través de una ETT	Hombres	Temporal	1	2792	22666	8,11819484240687679083094555873925501433	Aragón
Noviembre 2013	201311	Noviembre	2013	A través de una ETT	Mujeres	Temporal	0	682	0	0	Aragón
Noviembre 2013	201311	Noviembre	2013	A través de una ETT	Mujeres	Temporal	1	1374	17179	12,50291120815138282387190684133915574964	Aragón
Noviembre 2013	201311	Noviembre	2013	Otros	Hombres	Temporal	0	5479	0	0	Aragón
Noviembre 2013	201311	Noviembre	2013	Otros	Hombres	Temporal	1	6047	460318	76,12336695882255663965602778237142384654	Aragón
Noviembre 2013	201311	Noviembre	2013	Otros	Mujeres	Temporal	0	3945	0	0	Aragón
Noviembre 2013	201311	Noviembre	2013	Otros	Mujeres	Temporal	1	6408	433744	67,6878901373283395755305867665418227216	Aragón
Octubre 2013	201310	Octubre	2013	A través de una ETT	Hombres	Temporal	0	1375	0	0	Aragón
Octubre 2013	201310	Octubre	2013	A través de una ETT	Hombres	Temporal	1	3071	26016	8,47150765223054379680885704982090524259	Aragón
Octubre 2013	201310	Octubre	2013	A través de una ETT	Mujeres	Temporal	0	852	0	0	Aragón
Octubre 2013	201310	Octubre	2013	A través de una ETT	Mujeres	Temporal	1	1400	15166	10,83285714285714285714285714285714285714	Aragón
Octubre 2013	201310	Octubre	2013	Otros	Hombres	Temporal	0	8096	0	0	Aragón
Octubre 2013	201310	Octubre	2013	Otros	Hombres	Temporal	1	8662	578340	66,76749018702378203648118217501731701686	Aragón
Octubre 2013	201310	Octubre	2013	Otros	Mujeres	Temporal	0	6121	0	0	Aragón
Octubre 2013	201310	Octubre	2013	Otros	Mujeres	Temporal	1	8705	536674	61,65123492245835726593911545089029293509	Aragón
Septiembre 2013	201309	Septiembre	2013	A través de una ETT	Hombres	Temporal	0	1658	0	0	Aragón
Septiembre 2013	201309	Septiembre	2013	A través de una ETT	Hombres	Temporal	1	2712	29987	11,05715339233038348082595870206489675516	Aragón
Septiembre 2013	201309	Septiembre	2013	A través de una ETT	Mujeres	Temporal	0	957	0	0	Aragón
Septiembre 2013	201309	Septiembre	2013	A través de una ETT	Mujeres	Temporal	1	1096	11709	10,68339416058394160583941605839416058394	Aragón
Septiembre 2013	201309	Septiembre	2013	Otros	Hombres	Temporal	0	7696	0	0	Aragón
Septiembre 2013	201309	Septiembre	2013	Otros	Hombres	Temporal	1	9393	517323	55,07537527946343021398914084956882785053	Aragón
Septiembre 2013	201309	Septiembre	2013	Otros	Mujeres	Temporal	0	5590	0	0	Aragón
Septiembre 2013	201309	Septiembre	2013	Otros	Mujeres	Temporal	1	8389	531208	63,3219692454404577422815591846465609727	Aragón
Agosto 2013	201308	Agosto	2013	A través de una ETT	Hombres	Temporal	0	1815	0	0	Aragón
Agosto 2013	201308	Agosto	2013	A través de una ETT	Hombres	Temporal	1	2142	25231	11,77917833800186741363211951447245564893	Aragón
Agosto 2013	201308	Agosto	2013	A través de una ETT	Mujeres	Temporal	0	894	0	0	Aragón
Agosto 2013	201308	Agosto	2013	A través de una ETT	Mujeres	Temporal	1	763	10074	13,20314547837483617300131061598951507208	Aragón
Agosto 2013	201308	Agosto	2013	Otros	Hombres	Temporal	0	5999	0	0	Aragón
Agosto 2013	201308	Agosto	2013	Otros	Hombres	Temporal	1	7836	358824	45,79173047473200612557427258805513016845	Aragón
Agosto 2013	201308	Agosto	2013	Otros	Mujeres	Temporal	0	3875	0	0	Aragón
Agosto 2013	201308	Agosto	2013	Otros	Mujeres	Temporal	1	7223	280249	38,79952928146199640038765056070884673958	Aragón
Julio 2013	201307	Julio	2013	A través de una ETT	Hombres	Temporal	0	1956	0	0	Aragón
Julio 2013	201307	Julio	2013	A través de una ETT	Hombres	Temporal	1	2627	23277	8,86067757898743814236771983250856490293	Aragón
Julio 2013	201307	Julio	2013	A través de una ETT	Mujeres	Temporal	0	1141	0	0	Aragón
Julio 2013	201307	Julio	2013	A través de una ETT	Mujeres	Temporal	1	896	9946	11,10044642857142857142857142857142857143	Aragón
Julio 2013	201307	Julio	2013	Otros	Hombres	Temporal	0	9230	0	0	Aragón
Julio 2013	201307	Julio	2013	Otros	Hombres	Temporal	1	10717	530726	49,52188112344872632266492488569562377531	Aragón
Julio 2013	201307	Julio	2013	Otros	Mujeres	Temporal	0	6460	0	0	Aragón
Julio 2013	201307	Julio	2013	Otros	Mujeres	Temporal	1	9816	450188	45,86267318663406682966585167074164629177	Aragón
Junio 2013	201306	Junio	2013	A través de una ETT	Hombres	Temporal	0	2109	0	0	Aragón
Junio 2013	201306	Junio	2013	A través de una ETT	Hombres	Temporal	1	2443	24654	10,0916905444126074498567335243553008596	Aragón
Junio 2013	201306	Junio	2013	A través de una ETT	Mujeres	Temporal	0	964	0	0	Aragón
Junio 2013	201306	Junio	2013	A través de una ETT	Mujeres	Temporal	1	1112	12469	11,21312949640287769784172661870503597122	Aragón
Junio 2013	201306	Junio	2013	Otros	Hombres	Temporal	0	8012	0	0	Aragón
Junio 2013	201306	Junio	2013	Otros	Hombres	Temporal	1	8288	438857	52,95089285714285714285714285714285714286	Aragón
Junio 2013	201306	Junio	2013	Otros	Mujeres	Temporal	0	5928	0	0	Aragón
Junio 2013	201306	Junio	2013	Otros	Mujeres	Temporal	1	7535	373854	49,6156602521566025215660252156602521566	Aragón
Mayo 2013	201305	Mayo	2013	A través de una ETT	Hombres	Temporal	0	1513	0	0	Aragón
Mayo 2013	201305	Mayo	2013	A través de una ETT	Hombres	Temporal	1	2411	20598	8,54334301119867274989630858564910825384	Aragón
Mayo 2013	201305	Mayo	2013	A través de una ETT	Mujeres	Temporal	0	708	0	0	Aragón
Mayo 2013	201305	Mayo	2013	A través de una ETT	Mujeres	Temporal	1	1036	11138	10,75096525096525096525096525096525096525	Aragón
Mayo 2013	201305	Mayo	2013	Otros	Hombres	Temporal	0	9347	0	0	Aragón
Mayo 2013	201305	Mayo	2013	Otros	Hombres	Temporal	1	7997	421462	52,70251344254095285732149556083531324247	Aragón
Mayo 2013	201305	Mayo	2013	Otros	Mujeres	Temporal	0	5612	0	0	Aragón
Mayo 2013	201305	Mayo	2013	Otros	Mujeres	Temporal	1	7524	315821	41,97514619883040935672514619883040935673	Aragón
Abril 2013	201304	Abril	2013	A través de una ETT	Hombres	Temporal	0	950	0	0	Aragón
Abril 2013	201304	Abril	2013	A través de una ETT	Hombres	Temporal	1	2124	17586	8,27966101694915254237288135593220338983	Aragón
Abril 2013	201304	Abril	2013	A través de una ETT	Mujeres	Temporal	0	495	0	0	Aragón
Abril 2013	201304	Abril	2013	A través de una ETT	Mujeres	Temporal	1	988	11671	11,81275303643724696356275303643724696356	Aragón
Abril 2013	201304	Abril	2013	Otros	Hombres	Temporal	0	5416	0	0	Aragón
Abril 2013	201304	Abril	2013	Otros	Hombres	Temporal	1	5696	342751	60,17398174157303370786516853932584269663	Aragón
Abril 2013	201304	Abril	2013	Otros	Mujeres	Temporal	0	3670	0	0	Aragón
Abril 2013	201304	Abril	2013	Otros	Mujeres	Temporal	1	6069	317636	52,33745262811006755643433844125885648377	Aragón
Marzo 2013	201303	Marzo	2013	A través de una ETT	Hombres	Temporal	0	652	0	0	Aragón
Marzo 2013	201303	Marzo	2013	A través de una ETT	Hombres	Temporal	1	1930	18845	9,76424870466321243523316062176165803109	Aragón
Marzo 2013	201303	Marzo	2013	A través de una ETT	Mujeres	Temporal	0	357	0	0	Aragón
Marzo 2013	201303	Marzo	2013	A través de una ETT	Mujeres	Temporal	1	852	8510	9,98826291079812206572769953051643192488	Aragón
Marzo 2013	201303	Marzo	2013	Otros	Hombres	Temporal	0	3827	0	0	Aragón
Marzo 2013	201303	Marzo	2013	Otros	Hombres	Temporal	1	4986	379252	76,06337745687926193341355796229442438829	Aragón
Marzo 2013	201303	Marzo	2013	Otros	Mujeres	Temporal	0	3207	0	0	Aragón
Marzo 2013	201303	Marzo	2013	Otros	Mujeres	Temporal	1	5399	332352	61,55806630857566215965919614743471013151	Aragón
Febrero 2013	201302	Febrero	2013	A través de una ETT	Hombres	Temporal	0	625	0	0	Aragón
Febrero 2013	201302	Febrero	2013	A través de una ETT	Hombres	Temporal	1	1787	19102	10,68942361499720201454952434247341913822	Aragón
Febrero 2013	201302	Febrero	2013	A través de una ETT	Mujeres	Temporal	0	484	0	0	Aragón
Febrero 2013	201302	Febrero	2013	A través de una ETT	Mujeres	Temporal	1	877	11358	12,95096921322690992018244013683010262258	Aragón
Febrero 2013	201302	Febrero	2013	Otros	Hombres	Temporal	0	3719	0	0	Aragón
Febrero 2013	201302	Febrero	2013	Otros	Hombres	Temporal	1	4323	318100	73,58315984270182743465186213277816331251	Aragón
Febrero 2013	201302	Febrero	2013	Otros	Mujeres	Temporal	0	3015	0	0	Aragón
Febrero 2013	201302	Febrero	2013	Otros	Mujeres	Temporal	1	4651	277614	59,6890991184691464201247043646527628467	Aragón
Enero 2013	201301	Enero	2013	A través de una ETT	Hombres	Temporal	0	930	0	0	Aragón
Enero 2013	201301	Enero	2013	A través de una ETT	Hombres	Temporal	1	2186	22718	10,39249771271729185727355901189387008234	Aragón
Enero 2013	201301	Enero	2013	A través de una ETT	Mujeres	Temporal	0	582	0	0	Aragón
Enero 2013	201301	Enero	2013	A través de una ETT	Mujeres	Temporal	1	981	14535	14,81651376146788990825688073394495412844	Aragón
Enero 2013	201301	Enero	2013	Otros	Hombres	Temporal	0	4181	0	0	Aragón
Enero 2013	201301	Enero	2013	Otros	Hombres	Temporal	1	5341	434136	81,28365474630219060101104662048305560756	Aragón
Enero 2013	201301	Enero	2013	Otros	Mujeres	Temporal	0	3867	0	0	Aragón
Enero 2013	201301	Enero	2013	Otros	Mujeres	Temporal	1	5676	390808	68,85271317829457364341085271317829457364	Aragón
Diciembre 2012	201212	Diciembre	2012	A través de una ETT	Hombres	Temporal	0	641	0	0	Aragón
Diciembre 2012	201212	Diciembre	2012	A través de una ETT	Hombres	Temporal	1	1731	14622	8,44714038128249566724436741767764298094	Aragón
Diciembre 2012	201212	Diciembre	2012	A través de una ETT	Mujeres	Temporal	0	417	0	0	Aragón
Diciembre 2012	201212	Diciembre	2012	A través de una ETT	Mujeres	Temporal	1	848	11976	14,12264150943396226415094339622641509434	Aragón
Diciembre 2012	201212	Diciembre	2012	Otros	Hombres	Temporal	0	3607	0	0	Aragón
Diciembre 2012	201212	Diciembre	2012	Otros	Hombres	Temporal	1	5104	552550	108,258228840125391849529780564263322884	Aragón
Diciembre 2012	201212	Diciembre	2012	Otros	Mujeres	Temporal	0	3393	0	0	Aragón
Diciembre 2012	201212	Diciembre	2012	Otros	Mujeres	Temporal	1	6214	307231	49,44174444802059864821371097521725136788	Aragón
Noviembre 2012	201211	Noviembre	2012	A través de una ETT	Hombres	Temporal	0	660	0	0	Aragón
Noviembre 2012	201211	Noviembre	2012	A través de una ETT	Hombres	Temporal	1	2309	19472	8,43308791684711996535296665223040277176	Aragón
Noviembre 2012	201211	Noviembre	2012	A través de una ETT	Mujeres	Temporal	0	447	0	0	Aragón
Noviembre 2012	201211	Noviembre	2012	A través de una ETT	Mujeres	Temporal	1	1100	9512	8,64727272727272727272727272727272727273	Aragón
Noviembre 2012	201211	Noviembre	2012	Otros	Hombres	Temporal	0	4988	0	0	Aragón
Noviembre 2012	201211	Noviembre	2012	Otros	Hombres	Temporal	1	5670	482467	85,09118165784832451499118165784832451499	Aragón
Noviembre 2012	201211	Noviembre	2012	Otros	Mujeres	Temporal	0	3823	0	0	Aragón
Noviembre 2012	201211	Noviembre	2012	Otros	Mujeres	Temporal	1	6776	422806	62,39757969303423848878394332939787485242	Aragón
Octubre 2012	201210	Octubre	2012	A través de una ETT	Hombres	Temporal	0	927	0	0	Aragón
Octubre 2012	201210	Octubre	2012	A través de una ETT	Hombres	Temporal	1	2464	21087	8,55803571428571428571428571428571428571	Aragón
Octubre 2012	201210	Octubre	2012	A través de una ETT	Mujeres	Temporal	0	501	0	0	Aragón
Octubre 2012	201210	Octubre	2012	A través de una ETT	Mujeres	Temporal	1	1048	13313	12,70324427480916030534351145038167938931	Aragón
Octubre 2012	201210	Octubre	2012	Otros	Hombres	Temporal	0	6612	0	0	Aragón
Octubre 2012	201210	Octubre	2012	Otros	Hombres	Temporal	1	7924	677968	85,55880868248359414437152953054013124685	Aragón
Octubre 2012	201210	Octubre	2012	Otros	Mujeres	Temporal	0	5795	0	0	Aragón
Octubre 2012	201210	Octubre	2012	Otros	Mujeres	Temporal	1	9072	645875	71,19433421516754850088183421516754850088	Aragón
Septiembre 2012	201209	Septiembre	2012	A través de una ETT	Hombres	Temporal	0	1164	0	0	Aragón
Septiembre 2012	201209	Septiembre	2012	A través de una ETT	Hombres	Temporal	1	2151	19098	8,87866108786610878661087866108786610879	Aragón
Septiembre 2012	201209	Septiembre	2012	A través de una ETT	Mujeres	Temporal	0	684	0	0	Aragón
Septiembre 2012	201209	Septiembre	2012	A través de una ETT	Mujeres	Temporal	1	775	11314	14,59870967741935483870967741935483870968	Aragón
Septiembre 2012	201209	Septiembre	2012	Otros	Hombres	Temporal	0	7676	0	0	Aragón
Septiembre 2012	201209	Septiembre	2012	Otros	Hombres	Temporal	1	8035	542236	67,48425637834474175482265090230242688239	Aragón
Septiembre 2012	201209	Septiembre	2012	Otros	Mujeres	Temporal	0	5590	0	0	Aragón
Septiembre 2012	201209	Septiembre	2012	Otros	Mujeres	Temporal	1	8315	579955	69,74804570054119061936259771497294046903	Aragón
Agosto 2012	201208	Agosto	2012	A través de una ETT	Hombres	Temporal	0	1596	0	0	Aragón
Agosto 2012	201208	Agosto	2012	A través de una ETT	Hombres	Temporal	1	2101	18475	8,79343169919086149452641599238457877201	Aragón
Agosto 2012	201208	Agosto	2012	A través de una ETT	Mujeres	Temporal	0	906	0	0	Aragón
Agosto 2012	201208	Agosto	2012	A través de una ETT	Mujeres	Temporal	1	750	9037	12,04933333333333333333333333333333333333	Aragón
Agosto 2012	201208	Agosto	2012	Otros	Hombres	Temporal	0	6559	0	0	Aragón
Agosto 2012	201208	Agosto	2012	Otros	Hombres	Temporal	1	7875	438904	55,73384126984126984126984126984126984127	Aragón
