Mes y año	Mes (código)	Mes nombre	Año	CIF	Sexo	Temporalidad	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos	CCAA nombre
Abril 2016	201604	Abril	2016	Otros	Mujeres	Temporal	1	8237	429093	52,09335923273036299623649386912710938448	Aragón
Marzo 2016	201603	Marzo	2016	A través de una ETT	Hombres	Temporal	0	1288	0	0	Aragón
Marzo 2016	201603	Marzo	2016	A través de una ETT	Hombres	Temporal	1	4396	42316	9,62602365787079162875341219290263876251	Aragón
Marzo 2016	201603	Marzo	2016	A través de una ETT	Mujeres	Temporal	0	1147	0	0	Aragón
Marzo 2016	201603	Marzo	2016	A través de una ETT	Mujeres	Temporal	1	2428	24583	10,12479406919275123558484349258649093904	Aragón
Marzo 2016	201603	Marzo	2016	Otros	Hombres	Temporal	0	5080	0	0	Aragón
Marzo 2016	201603	Marzo	2016	Otros	Hombres	Temporal	1	7938	545692	68,74426807760141093474426807760141093474	Aragón
Marzo 2016	201603	Marzo	2016	Otros	Mujeres	Temporal	0	4344	0	0	Aragón
Marzo 2016	201603	Marzo	2016	Otros	Mujeres	Temporal	1	8927	417857	46,80822224711549232664949031029461185169	Aragón
Febrero 2016	201602	Febrero	2016	A través de una ETT	Hombres	Temporal	0	1220	0	0	Aragón
Febrero 2016	201602	Febrero	2016	A través de una ETT	Hombres	Temporal	1	3769	37671	9,99495887503316529583443884319448129477	Aragón
Febrero 2016	201602	Febrero	2016	A través de una ETT	Mujeres	Temporal	0	669	0	0	Aragón
Febrero 2016	201602	Febrero	2016	A través de una ETT	Mujeres	Temporal	1	2011	23611	11,74092491297861760318249627051218299354	Aragón
Febrero 2016	201602	Febrero	2016	Otros	Hombres	Temporal	0	5321	0	0	Aragón
Febrero 2016	201602	Febrero	2016	Otros	Hombres	Temporal	1	7874	592484	75,24561849123698247396494792989585979172	Aragón
Febrero 2016	201602	Febrero	2016	Otros	Mujeres	Temporal	0	4507	0	0	Aragón
Febrero 2016	201602	Febrero	2016	Otros	Mujeres	Temporal	1	7962	446859	56,12396382818387339864355689525244913338	Aragón
Enero 2016	201601	Enero	2016	A través de una ETT	Hombres	Temporal	0	1609	0	0	Aragón
Enero 2016	201601	Enero	2016	A través de una ETT	Hombres	Temporal	1	3860	50149	12,99196891191709844559585492227979274611	Aragón
Enero 2016	201601	Enero	2016	A través de una ETT	Mujeres	Temporal	0	1020	0	0	Aragón
Enero 2016	201601	Enero	2016	A través de una ETT	Mujeres	Temporal	1	1863	23856	12,80515297906602254428341384863123993559	Aragón
Enero 2016	201601	Enero	2016	Otros	Hombres	Temporal	0	5151	0	0	Aragón
Enero 2016	201601	Enero	2016	Otros	Hombres	Temporal	1	7053	566307	80,29306678009357720119098256061250531689	Aragón
Enero 2016	201601	Enero	2016	Otros	Mujeres	Temporal	0	4266	0	0	Aragón
Enero 2016	201601	Enero	2016	Otros	Mujeres	Temporal	1	7462	450148	60,32538193513803269900830876440632538194	Aragón
Diciembre 2015	201512	Diciembre	2015	A través de una ETT	Hombres	Temporal	0	1219	0	0	Aragón
Diciembre 2015	201512	Diciembre	2015	A través de una ETT	Hombres	Temporal	1	3928	35464	9,02851323828920570264765784114052953157	Aragón
Diciembre 2015	201512	Diciembre	2015	A través de una ETT	Mujeres	Temporal	0	724	0	0	Aragón
Diciembre 2015	201512	Diciembre	2015	A través de una ETT	Mujeres	Temporal	1	2140	25107	11,73224299065420560747663551401869158879	Aragón
Diciembre 2015	201512	Diciembre	2015	Otros	Hombres	Temporal	0	4578	0	0	Aragón
Diciembre 2015	201512	Diciembre	2015	Otros	Hombres	Temporal	1	7864	518095	65,88186673448626653102746693794506612411	Aragón
Diciembre 2015	201512	Diciembre	2015	Otros	Mujeres	Temporal	0	4302	0	0	Aragón
Diciembre 2015	201512	Diciembre	2015	Otros	Mujeres	Temporal	1	9737	450803	46,2979357091506624216904590736366437301	Aragón
Noviembre 2015	201511	Noviembre	2015	A través de una ETT	Hombres	Temporal	0	1413	0	0	Aragón
Noviembre 2015	201511	Noviembre	2015	A través de una ETT	Hombres	Temporal	1	4028	37822	9,3897715988083416087388282025819265144	Aragón
Noviembre 2015	201511	Noviembre	2015	A través de una ETT	Mujeres	Temporal	0	855	0	0	Aragón
Noviembre 2015	201511	Noviembre	2015	A través de una ETT	Mujeres	Temporal	1	1894	19722	10,41288278775079197465681098204857444562	Aragón
Noviembre 2015	201511	Noviembre	2015	Otros	Hombres	Temporal	0	6129	0	0	Aragón
Noviembre 2015	201511	Noviembre	2015	Otros	Hombres	Temporal	1	7257	536581	73,93978227917872399062973680584263469753	Aragón
Noviembre 2015	201511	Noviembre	2015	Otros	Mujeres	Temporal	0	4940	0	0	Aragón
Noviembre 2015	201511	Noviembre	2015	Otros	Mujeres	Temporal	1	8245	446648	54,171983020012128562765312310491206792	Aragón
Octubre 2015	201510	Octubre	2015	A través de una ETT	Hombres	Temporal	0	1266	0	0	Aragón
Octubre 2015	201510	Octubre	2015	A través de una ETT	Hombres	Temporal	1	4223	41868	9,9142789486147288657352592943405162207	Aragón
Octubre 2015	201510	Octubre	2015	A través de una ETT	Mujeres	Temporal	0	893	0	0	Aragón
Octubre 2015	201510	Octubre	2015	A través de una ETT	Mujeres	Temporal	1	2101	27101	12,8990956687291765825797239409804854831	Aragón
Octubre 2015	201510	Octubre	2015	Otros	Hombres	Temporal	0	7759	0	0	Aragón
Octubre 2015	201510	Octubre	2015	Otros	Hombres	Temporal	1	9686	632868	65,33842659508569068759033656824282469544	Aragón
Octubre 2015	201510	Octubre	2015	Otros	Mujeres	Temporal	0	6450	0	0	Aragón
Octubre 2015	201510	Octubre	2015	Otros	Mujeres	Temporal	1	10198	581183	56,98989998038831143361443420278485977643	Aragón
Septiembre 2015	201509	Septiembre	2015	A través de una ETT	Hombres	Temporal	0	1965	0	0	Aragón
Septiembre 2015	201509	Septiembre	2015	A través de una ETT	Hombres	Temporal	1	4312	60194	13,95964749536178107606679035250463821892	Aragón
Septiembre 2015	201509	Septiembre	2015	A través de una ETT	Mujeres	Temporal	0	883	0	0	Aragón
Septiembre 2015	201509	Septiembre	2015	A través de una ETT	Mujeres	Temporal	1	2004	23578	11,76546906187624750499001996007984031936	Aragón
Septiembre 2015	201509	Septiembre	2015	Otros	Hombres	Temporal	0	8759	0	0	Aragón
Septiembre 2015	201509	Septiembre	2015	Otros	Hombres	Temporal	1	10630	693078	65,20018814675446848541862652869238005644	Aragón
Septiembre 2015	201509	Septiembre	2015	Otros	Mujeres	Temporal	0	6599	0	0	Aragón
Septiembre 2015	201509	Septiembre	2015	Otros	Mujeres	Temporal	1	10437	708481	67,88167097825045511162211363418606879371	Aragón
Agosto 2015	201508	Agosto	2015	A través de una ETT	Hombres	Temporal	0	2732	0	0	Aragón
Agosto 2015	201508	Agosto	2015	A través de una ETT	Hombres	Temporal	1	3626	41558	11,46111417539988968560397131825703254275	Aragón
Agosto 2015	201508	Agosto	2015	A través de una ETT	Mujeres	Temporal	0	1382	0	0	Aragón
Agosto 2015	201508	Agosto	2015	A través de una ETT	Mujeres	Temporal	1	1606	22362	13,92403486924034869240348692403486924035	Aragón
Agosto 2015	201508	Agosto	2015	Otros	Hombres	Temporal	0	7316	0	0	Aragón
Agosto 2015	201508	Agosto	2015	Otros	Hombres	Temporal	1	8885	408391	45,96409679234665166010129431626336522228	Aragón
Agosto 2015	201508	Agosto	2015	Otros	Mujeres	Temporal	0	4390	0	0	Aragón
Agosto 2015	201508	Agosto	2015	Otros	Mujeres	Temporal	1	7950	343298	43,1821383647798742138364779874213836478	Aragón
Julio 2015	201507	Julio	2015	A través de una ETT	Hombres	Temporal	0	2666	0	0	Aragón
Julio 2015	201507	Julio	2015	A través de una ETT	Hombres	Temporal	1	4348	47179	10,85073597056117755289788408463661453542	Aragón
Julio 2015	201507	Julio	2015	A través de una ETT	Mujeres	Temporal	0	1200	0	0	Aragón
Julio 2015	201507	Julio	2015	A través de una ETT	Mujeres	Temporal	1	2076	27236	13,11946050096339113680154142581888246628	Aragón
Julio 2015	201507	Julio	2015	Otros	Hombres	Temporal	0	9378	0	0	Aragón
Julio 2015	201507	Julio	2015	Otros	Hombres	Temporal	1	12083	717254	59,36058925763469337085160969957791939088	Aragón
Julio 2015	201507	Julio	2015	Otros	Mujeres	Temporal	0	6685	0	0	Aragón
Julio 2015	201507	Julio	2015	Otros	Mujeres	Temporal	1	11429	555314	48,58815294426459007787207979700761221454	Aragón
Junio 2015	201506	Junio	2015	A través de una ETT	Hombres	Temporal	0	3062	0	0	Aragón
Junio 2015	201506	Junio	2015	A través de una ETT	Hombres	Temporal	1	4321	44124	10,21152510992825734783614903957417264522	Aragón
Junio 2015	201506	Junio	2015	A través de una ETT	Mujeres	Temporal	0	1430	0	0	Aragón
Junio 2015	201506	Junio	2015	A través de una ETT	Mujeres	Temporal	1	2050	23019	11,22878048780487804878048780487804878049	Aragón
Junio 2015	201506	Junio	2015	Otros	Hombres	Temporal	0	9815	0	0	Aragón
Junio 2015	201506	Junio	2015	Otros	Hombres	Temporal	1	10987	660353	60,10312187130244834804769272776918176026	Aragón
Junio 2015	201506	Junio	2015	Otros	Mujeres	Temporal	0	6706	0	0	Aragón
Junio 2015	201506	Junio	2015	Otros	Mujeres	Temporal	1	10545	548459	52,01128496917970602181128496917970602181	Aragón
Mayo 2015	201505	Mayo	2015	A través de una ETT	Hombres	Temporal	0	2260	0	0	Aragón
Mayo 2015	201505	Mayo	2015	A través de una ETT	Hombres	Temporal	1	3809	47174	12,38487792071409818850091887634549750591	Aragón
Mayo 2015	201505	Mayo	2015	A través de una ETT	Mujeres	Temporal	0	1202	0	0	Aragón
Mayo 2015	201505	Mayo	2015	A través de una ETT	Mujeres	Temporal	1	1831	20485	11,18787547788093937738940469688694702348	Aragón
Mayo 2015	201505	Mayo	2015	Otros	Hombres	Temporal	0	11974	0	0	Aragón
Mayo 2015	201505	Mayo	2015	Otros	Hombres	Temporal	1	9010	549878	61,02974472807991120976692563817980022198	Aragón
Mayo 2015	201505	Mayo	2015	Otros	Mujeres	Temporal	0	7085	0	0	Aragón
Mayo 2015	201505	Mayo	2015	Otros	Mujeres	Temporal	1	8894	427629	48,08061614571621317742298178547335282213	Aragón
Abril 2015	201504	Abril	2015	A través de una ETT	Hombres	Temporal	0	1523	0	0	Aragón
Abril 2015	201504	Abril	2015	A través de una ETT	Hombres	Temporal	1	3543	35181	9,92972057578323454699407281964436917866	Aragón
Abril 2015	201504	Abril	2015	A través de una ETT	Mujeres	Temporal	0	738	0	0	Aragón
Abril 2015	201504	Abril	2015	A través de una ETT	Mujeres	Temporal	1	1983	20758	10,46797781139687342410489157841654059506	Aragón
Abril 2015	201504	Abril	2015	Otros	Hombres	Temporal	0	6432	0	0	Aragón
Abril 2015	201504	Abril	2015	Otros	Hombres	Temporal	1	7281	477176	65,53715149017992034061255322071144073616	Aragón
Abril 2015	201504	Abril	2015	Otros	Mujeres	Temporal	0	4172	0	0	Aragón
Abril 2015	201504	Abril	2015	Otros	Mujeres	Temporal	1	7692	373183	48,51573062922516900676027041081643265731	Aragón
Marzo 2015	201503	Marzo	2015	A través de una ETT	Hombres	Temporal	0	1497	0	0	Aragón
Marzo 2015	201503	Marzo	2015	A través de una ETT	Hombres	Temporal	1	3820	43571	11,40602094240837696335078534031413612565	Aragón
Marzo 2015	201503	Marzo	2015	A través de una ETT	Mujeres	Temporal	0	820	0	0	Aragón
Marzo 2015	201503	Marzo	2015	A través de una ETT	Mujeres	Temporal	1	1757	20072	11,42401821286283437677859988616960728515	Aragón
Marzo 2015	201503	Marzo	2015	Otros	Hombres	Temporal	0	5687	0	0	Aragón
Marzo 2015	201503	Marzo	2015	Otros	Hombres	Temporal	1	7154	494593	69,13516913614760972882303606374056471904	Aragón
Marzo 2015	201503	Marzo	2015	Otros	Mujeres	Temporal	0	4278	0	0	Aragón
Marzo 2015	201503	Marzo	2015	Otros	Mujeres	Temporal	1	7804	390857	50,08418759610456176319835981547924141466	Aragón
Febrero 2015	201502	Febrero	2015	A través de una ETT	Hombres	Temporal	0	1454	0	0	Aragón
Febrero 2015	201502	Febrero	2015	A través de una ETT	Hombres	Temporal	1	3092	36618	11,84282018111254851228978007761966364812	Aragón
