Año	Nº Accidentes	Código	Municipio	Temporalidad	Sector Código	Sector Descripción
2010	10	22199	Sabiñánigo	Indefinido	2	Industria y energía
2010	4	22199	Sabiñánigo	Temporal	2	Industria y energía
2010	11	22199	Sabiñánigo	Indefinido	3	Construcción
2010	16	22199	Sabiñánigo	Temporal	3	Construcción
2010	1	22199	Sabiñánigo	Sin clasificar	3	Construcción
2010	25	22199	Sabiñánigo	Indefinido	4	Servicios
2010	5	22199	Sabiñánigo	Temporal	4	Servicios
2010	1	22199	Sabiñánigo	Sin clasificar	4	Servicios
2010	1	44013	Alcañiz	Indefinido	1	Agricultura, ganadería y pesca
2010	11	44013	Alcañiz	Temporal	1	Agricultura, ganadería y pesca
2010	5	44013	Alcañiz	Sin clasificar	1	Agricultura, ganadería y pesca
2010	37	44013	Alcañiz	Indefinido	2	Industria y energía
2010	12	44013	Alcañiz	Temporal	2	Industria y energía
2010	14	44013	Alcañiz	Indefinido	3	Construcción
2010	29	44013	Alcañiz	Temporal	3	Construcción
2010	1	44013	Alcañiz	Sin clasificar	3	Construcción
2010	65	44013	Alcañiz	Indefinido	4	Servicios
2010	32	44013	Alcañiz	Temporal	4	Servicios
2010	17	44025	Andorra	Indefinido	2	Industria y energía
2010	9	44025	Andorra	Temporal	2	Industria y energía
2010	8	44025	Andorra	Indefinido	3	Construcción
2010	16	44025	Andorra	Temporal	3	Construcción
2010	1	44025	Andorra	Sin clasificar	3	Construcción
2010	32	44025	Andorra	Indefinido	4	Servicios
2010	11	44025	Andorra	Temporal	4	Servicios
2010	1	44025	Andorra	Sin clasificar	4	Servicios
2010	17	44216	Teruel	Indefinido	1	Agricultura, ganadería y pesca
2010	18	44216	Teruel	Temporal	1	Agricultura, ganadería y pesca
2010	5	44216	Teruel	Sin clasificar	1	Agricultura, ganadería y pesca
2010	60	44216	Teruel	Indefinido	2	Industria y energía
2010	22	44216	Teruel	Temporal	2	Industria y energía
2010	35	44216	Teruel	Indefinido	3	Construcción
2010	46	44216	Teruel	Temporal	3	Construcción
2010	2	44216	Teruel	Sin clasificar	3	Construcción
2010	179	44216	Teruel	Indefinido	4	Servicios
2010	86	44216	Teruel	Temporal	4	Servicios
2010	4	44216	Teruel	Sin clasificar	4	Servicios
2010	1	50008	Alagón	Indefinido	1	Agricultura, ganadería y pesca
2010	1	50008	Alagón	Sin clasificar	1	Agricultura, ganadería y pesca
2010	43	50008	Alagón	Indefinido	2	Industria y energía
2010	18	50008	Alagón	Temporal	2	Industria y energía
2010	1	50008	Alagón	Sin clasificar	2	Industria y energía
2010	8	50008	Alagón	Indefinido	3	Construcción
2010	3	50008	Alagón	Temporal	3	Construcción
2010	1	50008	Alagón	Sin clasificar	3	Construcción
2010	24	50008	Alagón	Indefinido	4	Servicios
2010	12	50008	Alagón	Temporal	4	Servicios
2010	1	50025	Almunia de Doña Godina (La)	Indefinido	1	Agricultura, ganadería y pesca
2010	11	50025	Almunia de Doña Godina (La)	Temporal	1	Agricultura, ganadería y pesca
2010	1	50025	Almunia de Doña Godina (La)	Sin clasificar	1	Agricultura, ganadería y pesca
2010	13	50025	Almunia de Doña Godina (La)	Indefinido	2	Industria y energía
2010	4	50025	Almunia de Doña Godina (La)	Temporal	2	Industria y energía
2010	6	50025	Almunia de Doña Godina (La)	Indefinido	3	Construcción
2010	5	50025	Almunia de Doña Godina (La)	Temporal	3	Construcción
2010	33	50025	Almunia de Doña Godina (La)	Indefinido	4	Servicios
2010	10	50025	Almunia de Doña Godina (La)	Temporal	4	Servicios
2010	4	50067	Calatayud	Indefinido	1	Agricultura, ganadería y pesca
2010	1	50067	Calatayud	Sin clasificar	1	Agricultura, ganadería y pesca
2010	16	50067	Calatayud	Indefinido	2	Industria y energía
2010	11	50067	Calatayud	Temporal	2	Industria y energía
2010	27	50067	Calatayud	Indefinido	3	Construcción
2010	19	50067	Calatayud	Temporal	3	Construcción
2010	58	50067	Calatayud	Indefinido	4	Servicios
2010	27	50067	Calatayud	Temporal	4	Servicios
2010	2	50067	Calatayud	Sin clasificar	4	Servicios
2010	6	50074	Caspe	Indefinido	1	Agricultura, ganadería y pesca
2010	14	50074	Caspe	Temporal	1	Agricultura, ganadería y pesca
2010	1	50074	Caspe	Sin clasificar	1	Agricultura, ganadería y pesca
2010	10	50074	Caspe	Indefinido	2	Industria y energía
2010	2	50074	Caspe	Temporal	2	Industria y energía
2010	5	50074	Caspe	Indefinido	3	Construcción
2010	6	50074	Caspe	Temporal	3	Construcción
2010	25	50074	Caspe	Indefinido	4	Servicios
2010	11	50074	Caspe	Temporal	4	Servicios
2010	1	50074	Caspe	Sin clasificar	4	Servicios
2010	3	50089	Cuarte de Huerva	Temporal	1	Agricultura, ganadería y pesca
2010	68	50089	Cuarte de Huerva	Indefinido	2	Industria y energía
2010	17	50089	Cuarte de Huerva	Temporal	2	Industria y energía
2010	1	50089	Cuarte de Huerva	Sin clasificar	2	Industria y energía
2010	33	50089	Cuarte de Huerva	Indefinido	3	Construcción
2010	25	50089	Cuarte de Huerva	Temporal	3	Construcción
2010	83	50089	Cuarte de Huerva	Indefinido	4	Servicios
2010	32	50089	Cuarte de Huerva	Temporal	4	Servicios
2010	11	50095	Ejea de los Caballeros	Indefinido	1	Agricultura, ganadería y pesca
2010	7	50095	Ejea de los Caballeros	Temporal	1	Agricultura, ganadería y pesca
2010	2	50095	Ejea de los Caballeros	Sin clasificar	1	Agricultura, ganadería y pesca
2010	63	50095	Ejea de los Caballeros	Indefinido	2	Industria y energía
2010	17	50095	Ejea de los Caballeros	Temporal	2	Industria y energía
2010	26	50095	Ejea de los Caballeros	Indefinido	3	Construcción
2010	20	50095	Ejea de los Caballeros	Temporal	3	Construcción
2010	1	50095	Ejea de los Caballeros	Sin clasificar	3	Construcción
2010	42	50095	Ejea de los Caballeros	Indefinido	4	Servicios
2010	33	50095	Ejea de los Caballeros	Temporal	4	Servicios
2010	1	50163	María de Huerva	Indefinido	1	Agricultura, ganadería y pesca
2010	1	50163	María de Huerva	Temporal	1	Agricultura, ganadería y pesca
2010	24	50163	María de Huerva	Indefinido	2	Industria y energía
2010	1	50163	María de Huerva	Temporal	2	Industria y energía
2010	1	50163	María de Huerva	Temporal	3	Construcción
2010	9	50163	María de Huerva	Indefinido	4	Servicios
2010	3	50163	María de Huerva	Temporal	4	Servicios
2010	1	50163	María de Huerva	Sin clasificar	4	Servicios
2010	1	50182	Muela (La)	Temporal	1	Agricultura, ganadería y pesca
2010	78	50182	Muela (La)	Indefinido	2	Industria y energía
2010	38	50182	Muela (La)	Temporal	2	Industria y energía
2010	1	50182	Muela (La)	Sin clasificar	2	Industria y energía
2010	8	50182	Muela (La)	Indefinido	3	Construcción
2010	12	50182	Muela (La)	Temporal	3	Construcción
2010	1	50182	Muela (La)	Sin clasificar	3	Construcción
2010	41	50182	Muela (La)	Indefinido	4	Servicios
2010	21	50182	Muela (La)	Temporal	4	Servicios
2010	103	50219	Puebla de Alfindén (La)	Indefinido	2	Industria y energía
2010	40	50219	Puebla de Alfindén (La)	Temporal	2	Industria y energía
2010	1	50219	Puebla de Alfindén (La)	Sin clasificar	2	Industria y energía
2010	24	50219	Puebla de Alfindén (La)	Indefinido	3	Construcción
2010	15	50219	Puebla de Alfindén (La)	Temporal	3	Construcción
2010	1	50219	Puebla de Alfindén (La)	Sin clasificar	3	Construcción
2010	44	50219	Puebla de Alfindén (La)	Indefinido	4	Servicios
2010	16	50219	Puebla de Alfindén (La)	Temporal	4	Servicios
2010	2	50219	Puebla de Alfindén (La)	Sin clasificar	4	Servicios
2010	2	50251	Tarazona	Indefinido	1	Agricultura, ganadería y pesca
2010	2	50251	Tarazona	Temporal	1	Agricultura, ganadería y pesca
2010	3	50251	Tarazona	Sin clasificar	1	Agricultura, ganadería y pesca
2010	44	50251	Tarazona	Indefinido	2	Industria y energía
2010	20	50251	Tarazona	Temporal	2	Industria y energía
2010	10	50251	Tarazona	Indefinido	3	Construcción
2010	18	50251	Tarazona	Temporal	3	Construcción
2010	32	50251	Tarazona	Indefinido	4	Servicios
2010	14	50251	Tarazona	Temporal	4	Servicios
2010	1	50251	Tarazona	Sin clasificar	4	Servicios
2010	14	50252	Tauste	Indefinido	1	Agricultura, ganadería y pesca
2010	7	50252	Tauste	Temporal	1	Agricultura, ganadería y pesca
2010	2	50252	Tauste	Sin clasificar	1	Agricultura, ganadería y pesca
2010	46	50252	Tauste	Indefinido	2	Industria y energía
2010	6	50252	Tauste	Temporal	2	Industria y energía
2010	12	50252	Tauste	Indefinido	3	Construcción
2010	6	50252	Tauste	Temporal	3	Construcción
2010	2	50252	Tauste	Sin clasificar	3	Construcción
2010	10	50252	Tauste	Indefinido	4	Servicios
2010	7	50252	Tauste	Temporal	4	Servicios
2010	1	50272	Utebo	Indefinido	1	Agricultura, ganadería y pesca
2010	2	50272	Utebo	Temporal	1	Agricultura, ganadería y pesca
2010	1	50272	Utebo	Sin clasificar	1	Agricultura, ganadería y pesca
2010	74	50272	Utebo	Indefinido	2	Industria y energía
2010	25	50272	Utebo	Temporal	2	Industria y energía
2010	2	50272	Utebo	Indefinido	3	Construcción
2010	6	50272	Utebo	Temporal	3	Construcción
2010	44	50272	Utebo	Indefinido	4	Servicios
2010	23	50272	Utebo	Temporal	4	Servicios
2010	1	50272	Utebo	Sin clasificar	4	Servicios
2010	34	50297	Zaragoza	Indefinido	1	Agricultura, ganadería y pesca
2010	30	50297	Zaragoza	Temporal	1	Agricultura, ganadería y pesca
2010	7	50297	Zaragoza	Sin clasificar	1	Agricultura, ganadería y pesca
2010	1142	50297	Zaragoza	Indefinido	2	Industria y energía
2010	388	50297	Zaragoza	Temporal	2	Industria y energía
2010	5	50297	Zaragoza	Sin clasificar	2	Industria y energía
2010	469	50297	Zaragoza	Indefinido	3	Construcción
2010	573	50297	Zaragoza	Temporal	3	Construcción
2010	17	50297	Zaragoza	Sin clasificar	3	Construcción
2010	2870	50297	Zaragoza	Indefinido	4	Servicios
2010	1119	50297	Zaragoza	Temporal	4	Servicios
2010	51	50297	Zaragoza	Sin clasificar	4	Servicios
2010	1	50298	Zuera	Indefinido	1	Agricultura, ganadería y pesca
2010	2	50298	Zuera	Temporal	1	Agricultura, ganadería y pesca
2010	48	50298	Zuera	Indefinido	2	Industria y energía
2010	8	50298	Zuera	Temporal	2	Industria y energía
2010	3	50298	Zuera	Indefinido	3	Construcción
2010	4	50298	Zuera	Temporal	3	Construcción
2010	45	50298	Zuera	Indefinido	4	Servicios
2010	16	50298	Zuera	Temporal	4	Servicios
2010	2	50298	Zuera	Sin clasificar	4	Servicios
2009	7	22048	Barbastro	Indefinido	1	Agricultura, ganadería y pesca
2009	5	22048	Barbastro	Temporal	1	Agricultura, ganadería y pesca
2009	2	22048	Barbastro	Sin clasificar	1	Agricultura, ganadería y pesca
2009	50	22048	Barbastro	Indefinido	2	Industria y energía
2009	24	22048	Barbastro	Temporal	2	Industria y energía
2009	1	22048	Barbastro	Sin clasificar	2	Industria y energía
2009	24	22048	Barbastro	Indefinido	3	Construcción
2009	37	22048	Barbastro	Temporal	3	Construcción
2009	4	22048	Barbastro	Sin clasificar	3	Construcción
2009	59	22048	Barbastro	Indefinido	4	Servicios
2009	35	22048	Barbastro	Temporal	4	Servicios
2009	1	22048	Barbastro	Sin clasificar	4	Servicios
2009	2	22061	Binéfar	Indefinido	1	Agricultura, ganadería y pesca
2009	1	22061	Binéfar	Temporal	1	Agricultura, ganadería y pesca
2009	1	22061	Binéfar	Sin clasificar	1	Agricultura, ganadería y pesca
2009	63	22061	Binéfar	Indefinido	2	Industria y energía
2009	9	22061	Binéfar	Temporal	2	Industria y energía
2009	19	22061	Binéfar	Indefinido	3	Construcción
2009	13	22061	Binéfar	Temporal	3	Construcción
2009	28	22061	Binéfar	Indefinido	4	Servicios
2009	7	22061	Binéfar	Temporal	4	Servicios
2009	10	22112	Fraga	Indefinido	1	Agricultura, ganadería y pesca
2009	14	22112	Fraga	Temporal	1	Agricultura, ganadería y pesca
2009	2	22112	Fraga	Sin clasificar	1	Agricultura, ganadería y pesca
2009	22	22112	Fraga	Indefinido	2	Industria y energía
2009	14	22112	Fraga	Temporal	2	Industria y energía
2009	16	22112	Fraga	Indefinido	3	Construcción
2009	21	22112	Fraga	Temporal	3	Construcción
2009	42	22112	Fraga	Indefinido	4	Servicios
2009	27	22112	Fraga	Temporal	4	Servicios
2009	17	22125	Huesca	Indefinido	1	Agricultura, ganadería y pesca
2009	12	22125	Huesca	Temporal	1	Agricultura, ganadería y pesca
2009	1	22125	Huesca	Sin clasificar	1	Agricultura, ganadería y pesca
2009	73	22125	Huesca	Indefinido	2	Industria y energía
2009	19	22125	Huesca	Temporal	2	Industria y energía
2009	60	22125	Huesca	Indefinido	3	Construcción
2009	83	22125	Huesca	Temporal	3	Construcción
2009	1	22125	Huesca	Sin clasificar	3	Construcción
2009	261	22125	Huesca	Indefinido	4	Servicios
2009	105	22125	Huesca	Temporal	4	Servicios
2009	1	22125	Huesca	Sin clasificar	4	Servicios
2009	1	22130	Jaca	Sin clasificar	1	Agricultura, ganadería y pesca
2009	13	22130	Jaca	Indefinido	2	Industria y energía
2009	4	22130	Jaca	Temporal	2	Industria y energía
2009	22	22130	Jaca	Indefinido	3	Construcción
2009	22	22130	Jaca	Temporal	3	Construcción
2009	64	22130	Jaca	Indefinido	4	Servicios
2009	30	22130	Jaca	Temporal	4	Servicios
2009	1	22130	Jaca	Sin clasificar	4	Servicios
2009	2	22158	Monzón	Indefinido	1	Agricultura, ganadería y pesca
2009	68	22158	Monzón	Indefinido	2	Industria y energía
2009	39	22158	Monzón	Temporal	2	Industria y energía
2009	22	22158	Monzón	Indefinido	3	Construcción
2009	25	22158	Monzón	Temporal	3	Construcción
2009	2	22158	Monzón	Sin clasificar	3	Construcción
2009	60	22158	Monzón	Indefinido	4	Servicios
2009	38	22158	Monzón	Temporal	4	Servicios
2009	1	22158	Monzón	Sin clasificar	4	Servicios
2009	2	22199	Sabiñánigo	Indefinido	1	Agricultura, ganadería y pesca
2009	3	22199	Sabiñánigo	Temporal	1	Agricultura, ganadería y pesca
2009	11	22199	Sabiñánigo	Indefinido	2	Industria y energía
2009	6	22199	Sabiñánigo	Temporal	2	Industria y energía
2009	16	22199	Sabiñánigo	Indefinido	3	Construcción
2009	16	22199	Sabiñánigo	Temporal	3	Construcción
2009	1	22199	Sabiñánigo	Sin clasificar	3	Construcción
2009	22	22199	Sabiñánigo	Indefinido	4	Servicios
2009	10	22199	Sabiñánigo	Temporal	4	Servicios
2009	2	44013	Alcañiz	Indefinido	1	Agricultura, ganadería y pesca
2009	7	44013	Alcañiz	Temporal	1	Agricultura, ganadería y pesca
2009	2	44013	Alcañiz	Sin clasificar	1	Agricultura, ganadería y pesca
2009	40	44013	Alcañiz	Indefinido	2	Industria y energía
2009	18	44013	Alcañiz	Temporal	2	Industria y energía
2009	1	44013	Alcañiz	Sin clasificar	2	Industria y energía
2009	25	44013	Alcañiz	Indefinido	3	Construcción
2009	39	44013	Alcañiz	Temporal	3	Construcción
2009	1	44013	Alcañiz	Sin clasificar	3	Construcción
2009	56	44013	Alcañiz	Indefinido	4	Servicios
2009	29	44013	Alcañiz	Temporal	4	Servicios
2009	13	44025	Andorra	Indefinido	2	Industria y energía
2009	16	44025	Andorra	Temporal	2	Industria y energía
2009	9	44025	Andorra	Indefinido	3	Construcción
2009	29	44025	Andorra	Temporal	3	Construcción
2009	1	44025	Andorra	Sin clasificar	3	Construcción
2009	38	44025	Andorra	Indefinido	4	Servicios
2009	14	44025	Andorra	Temporal	4	Servicios
2009	9	44216	Teruel	Indefinido	1	Agricultura, ganadería y pesca
2009	13	44216	Teruel	Temporal	1	Agricultura, ganadería y pesca
2009	6	44216	Teruel	Sin clasificar	1	Agricultura, ganadería y pesca
2009	84	44216	Teruel	Indefinido	2	Industria y energía
2009	22	44216	Teruel	Temporal	2	Industria y energía
2009	2	44216	Teruel	Sin clasificar	2	Industria y energía
2009	38	44216	Teruel	Indefinido	3	Construcción
2009	56	44216	Teruel	Temporal	3	Construcción
2009	3	44216	Teruel	Sin clasificar	3	Construcción
2009	157	44216	Teruel	Indefinido	4	Servicios
2009	57	44216	Teruel	Temporal	4	Servicios
2009	2	44216	Teruel	Sin clasificar	4	Servicios
2009	5	44216	Teruel		4	Servicios
2009	1	50008	Alagón	Indefinido	1	Agricultura, ganadería y pesca
2009	38	50008	Alagón	Indefinido	2	Industria y energía
2009	23	50008	Alagón	Temporal	2	Industria y energía
2009	6	50008	Alagón	Indefinido	3	Construcción
2009	3	50008	Alagón	Temporal	3	Construcción
2009	29	50008	Alagón	Indefinido	4	Servicios
2009	14	50008	Alagón	Temporal	4	Servicios
2009	1	50008	Alagón	Sin clasificar	4	Servicios
2009	3	50025	Almunia de Doña Godina (La)	Indefinido	1	Agricultura, ganadería y pesca
2009	13	50025	Almunia de Doña Godina (La)	Temporal	1	Agricultura, ganadería y pesca
2009	3	50025	Almunia de Doña Godina (La)	Sin clasificar	1	Agricultura, ganadería y pesca
2009	18	50025	Almunia de Doña Godina (La)	Indefinido	2	Industria y energía
2009	1	50025	Almunia de Doña Godina (La)	Temporal	2	Industria y energía
2009	5	50025	Almunia de Doña Godina (La)	Indefinido	3	Construcción
2009	9	50025	Almunia de Doña Godina (La)	Temporal	3	Construcción
2009	42	50025	Almunia de Doña Godina (La)	Indefinido	4	Servicios
2009	15	50025	Almunia de Doña Godina (La)	Temporal	4	Servicios
2009	1	50025	Almunia de Doña Godina (La)	Sin clasificar	4	Servicios
2009	4	50067	Calatayud	Temporal	1	Agricultura, ganadería y pesca
2009	21	50067	Calatayud	Indefinido	2	Industria y energía
2009	14	50067	Calatayud	Temporal	2	Industria y energía
2009	14	50067	Calatayud	Indefinido	3	Construcción
2009	27	50067	Calatayud	Temporal	3	Construcción
2009	1	50067	Calatayud	Sin clasificar	3	Construcción
2009	59	50067	Calatayud	Indefinido	4	Servicios
2009	30	50067	Calatayud	Temporal	4	Servicios
2009	1	50067	Calatayud	Sin clasificar	4	Servicios
2009	3	50074	Caspe	Indefinido	1	Agricultura, ganadería y pesca
2009	18	50074	Caspe	Temporal	1	Agricultura, ganadería y pesca
2009	1	50074	Caspe	Sin clasificar	1	Agricultura, ganadería y pesca
2009	10	50074	Caspe	Indefinido	2	Industria y energía
2009	10	50074	Caspe	Temporal	2	Industria y energía
2009	7	50074	Caspe	Indefinido	3	Construcción
2009	6	50074	Caspe	Temporal	3	Construcción
2009	1	50074	Caspe	Sin clasificar	3	Construcción
2009	33	50074	Caspe	Indefinido	4	Servicios
2009	21	50074	Caspe	Temporal	4	Servicios
2009	1	50089	Cuarte de Huerva	Temporal	1	Agricultura, ganadería y pesca
2009	91	50089	Cuarte de Huerva	Indefinido	2	Industria y energía
2009	23	50089	Cuarte de Huerva	Temporal	2	Industria y energía
2009	1	50089	Cuarte de Huerva	Sin clasificar	2	Industria y energía
2009	29	50089	Cuarte de Huerva	Indefinido	3	Construcción
2009	48	50089	Cuarte de Huerva	Temporal	3	Construcción
2009	72	50089	Cuarte de Huerva	Indefinido	4	Servicios
2009	24	50089	Cuarte de Huerva	Temporal	4	Servicios
2009	1	50089	Cuarte de Huerva	Sin clasificar	4	Servicios
2009	17	50095	Ejea de los Caballeros	Indefinido	1	Agricultura, ganadería y pesca
2009	13	50095	Ejea de los Caballeros	Temporal	1	Agricultura, ganadería y pesca
2009	6	50095	Ejea de los Caballeros	Sin clasificar	1	Agricultura, ganadería y pesca
2009	55	50095	Ejea de los Caballeros	Indefinido	2	Industria y energía
2009	27	50095	Ejea de los Caballeros	Temporal	2	Industria y energía
2009	2	50095	Ejea de los Caballeros	Sin clasificar	2	Industria y energía
2009	25	50095	Ejea de los Caballeros	Indefinido	3	Construcción
2009	27	50095	Ejea de los Caballeros	Temporal	3	Construcción
2009	44	50095	Ejea de los Caballeros	Indefinido	4	Servicios
2009	27	50095	Ejea de los Caballeros	Temporal	4	Servicios
2009	23	50163	María de Huerva	Indefinido	2	Industria y energía
2009	6	50163	María de Huerva	Temporal	2	Industria y energía
2009	3	50163	María de Huerva	Indefinido	3	Construcción
2009	1	50163	María de Huerva	Temporal	3	Construcción
2009	1	50163	María de Huerva	Sin clasificar	3	Construcción
2009	7	50163	María de Huerva	Indefinido	4	Servicios
2009	5	50163	María de Huerva	Temporal	4	Servicios
2009	1	50163	María de Huerva	Sin clasificar	4	Servicios
2009	68	50182	Muela (La)	Indefinido	2	Industria y energía
2009	22	50182	Muela (La)	Temporal	2	Industria y energía
2009	13	50182	Muela (La)	Indefinido	3	Construcción
2009	9	50182	Muela (La)	Temporal	3	Construcción
2009	1	50182	Muela (La)	Sin clasificar	3	Construcción
2009	49	50182	Muela (La)	Indefinido	4	Servicios
2009	22	50182	Muela (La)	Temporal	4	Servicios
2009	1	50219	Puebla de Alfindén (La)	Sin clasificar	1	Agricultura, ganadería y pesca
2009	116	50219	Puebla de Alfindén (La)	Indefinido	2	Industria y energía
2009	42	50219	Puebla de Alfindén (La)	Temporal	2	Industria y energía
2009	28	50219	Puebla de Alfindén (La)	Indefinido	3	Construcción
2009	25	50219	Puebla de Alfindén (La)	Temporal	3	Construcción
2009	1	50219	Puebla de Alfindén (La)	Sin clasificar	3	Construcción
2009	49	50219	Puebla de Alfindén (La)	Indefinido	4	Servicios
2009	17	50219	Puebla de Alfindén (La)	Temporal	4	Servicios
2009	9	50251	Tarazona	Indefinido	1	Agricultura, ganadería y pesca
2009	2	50251	Tarazona	Sin clasificar	1	Agricultura, ganadería y pesca
2009	40	50251	Tarazona	Indefinido	2	Industria y energía
2009	12	50251	Tarazona	Temporal	2	Industria y energía
2009	15	50251	Tarazona	Indefinido	3	Construcción
2009	16	50251	Tarazona	Temporal	3	Construcción
2009	23	50251	Tarazona	Indefinido	4	Servicios
2009	18	50251	Tarazona	Temporal	4	Servicios
2009	12	50252	Tauste	Indefinido	1	Agricultura, ganadería y pesca
2009	7	50252	Tauste	Temporal	1	Agricultura, ganadería y pesca
2009	1	50252	Tauste	Sin clasificar	1	Agricultura, ganadería y pesca
2009	55	50252	Tauste	Indefinido	2	Industria y energía
2009	7	50252	Tauste	Temporal	2	Industria y energía
2009	11	50252	Tauste	Indefinido	3	Construcción
2009	13	50252	Tauste	Temporal	3	Construcción
2009	16	50252	Tauste	Indefinido	4	Servicios
2009	7	50252	Tauste	Temporal	4	Servicios
2009	1	50252	Tauste	Sin clasificar	4	Servicios
2009	2	50272	Utebo	Indefinido	1	Agricultura, ganadería y pesca
2009	6	50272	Utebo	Temporal	1	Agricultura, ganadería y pesca
2009	67	50272	Utebo	Indefinido	2	Industria y energía
2009	26	50272	Utebo	Temporal	2	Industria y energía
2009	2	50272	Utebo	Sin clasificar	2	Industria y energía
2009	8	50272	Utebo	Indefinido	3	Construcción
2009	12	50272	Utebo	Temporal	3	Construcción
2009	1	50272	Utebo	Sin clasificar	3	Construcción
2009	71	50272	Utebo	Indefinido	4	Servicios
2009	30	50272	Utebo	Temporal	4	Servicios
2009	36	50297	Zaragoza	Indefinido	1	Agricultura, ganadería y pesca
2009	40	50297	Zaragoza	Temporal	1	Agricultura, ganadería y pesca
2009	2	50297	Zaragoza	Sin clasificar	1	Agricultura, ganadería y pesca
2009	1278	50297	Zaragoza	Indefinido	2	Industria y energía
2009	341	50297	Zaragoza	Temporal	2	Industria y energía
2009	4	50297	Zaragoza	Sin clasificar	2	Industria y energía
2009	498	50297	Zaragoza	Indefinido	3	Construcción
2009	623	50297	Zaragoza	Temporal	3	Construcción
2009	27	50297	Zaragoza	Sin clasificar	3	Construcción
2009	2919	50297	Zaragoza	Indefinido	4	Servicios
2009	1290	50297	Zaragoza	Temporal	4	Servicios
2009	1	50297	Zaragoza		4	Servicios
2009	29	50297	Zaragoza	Sin clasificar	4	Servicios
2009	1	50298	Zuera	Temporal	1	Agricultura, ganadería y pesca
2009	2	50298	Zuera	Sin clasificar	1	Agricultura, ganadería y pesca
2009	47	50298	Zuera	Indefinido	2	Industria y energía
2009	16	50298	Zuera	Temporal	2	Industria y energía
2009	14	50298	Zuera	Indefinido	3	Construcción
2009	13	50298	Zuera	Temporal	3	Construcción
2009	50	50298	Zuera	Indefinido	4	Servicios
2009	11	50298	Zuera	Temporal	4	Servicios
2009	2	50298	Zuera	Sin clasificar	4	Servicios
2008	4	22048	Barbastro	Indefinido	1	Agricultura, ganadería y pesca
2008	9	22048	Barbastro	Temporal	1	Agricultura, ganadería y pesca
2008	1	22048	Barbastro	Sin clasificar	1	Agricultura, ganadería y pesca
2008	68	22048	Barbastro	Indefinido	2	Industria y energía
2008	34	22048	Barbastro	Temporal	2	Industria y energía
2008	34	22048	Barbastro	Indefinido	3	Construcción
2008	51	22048	Barbastro	Temporal	3	Construcción
2008	1	22048	Barbastro	Sin clasificar	3	Construcción
2008	78	22048	Barbastro	Indefinido	4	Servicios
2008	41	22048	Barbastro	Temporal	4	Servicios
2008	4	22061	Binéfar	Indefinido	1	Agricultura, ganadería y pesca
2008	3	22061	Binéfar	Temporal	1	Agricultura, ganadería y pesca
2008	82	22061	Binéfar	Indefinido	2	Industria y energía
2008	27	22061	Binéfar	Temporal	2	Industria y energía
2008	22	22061	Binéfar	Indefinido	3	Construcción
2008	33	22061	Binéfar	Temporal	3	Construcción
2008	1	22061	Binéfar	Sin clasificar	3	Construcción
2008	56	22061	Binéfar	Indefinido	4	Servicios
2008	20	22061	Binéfar	Temporal	4	Servicios
2008	8	22112	Fraga	Indefinido	1	Agricultura, ganadería y pesca
2008	28	22112	Fraga	Temporal	1	Agricultura, ganadería y pesca
2008	1	22112	Fraga	Sin clasificar	1	Agricultura, ganadería y pesca
2008	42	22112	Fraga	Indefinido	2	Industria y energía
2008	22	22112	Fraga	Temporal	2	Industria y energía
2008	1	22112	Fraga	Sin clasificar	2	Industria y energía
2008	24	22112	Fraga	Indefinido	3	Construcción
2008	45	22112	Fraga	Temporal	3	Construcción
2008	4	22112	Fraga	Sin clasificar	3	Construcción
2008	63	22112	Fraga	Indefinido	4	Servicios
2008	44	22112	Fraga	Temporal	4	Servicios
2008	15	22125	Huesca	Indefinido	1	Agricultura, ganadería y pesca
2008	9	22125	Huesca	Temporal	1	Agricultura, ganadería y pesca
2008	1	22125	Huesca	Sin clasificar	1	Agricultura, ganadería y pesca
2008	105	22125	Huesca	Indefinido	2	Industria y energía
2008	32	22125	Huesca	Temporal	2	Industria y energía
2008	94	22125	Huesca	Indefinido	3	Construcción
2008	160	22125	Huesca	Temporal	3	Construcción
2008	2	22125	Huesca	Sin clasificar	3	Construcción
2008	291	22125	Huesca	Indefinido	4	Servicios
2008	148	22125	Huesca	Temporal	4	Servicios
2008	4	22125	Huesca	Sin clasificar	4	Servicios
2008	1	22130	Jaca	Indefinido	1	Agricultura, ganadería y pesca
2008	1	22130	Jaca	Temporal	1	Agricultura, ganadería y pesca
2008	1	22130	Jaca	Sin clasificar	1	Agricultura, ganadería y pesca
2008	5	22130	Jaca	Indefinido	2	Industria y energía
2008	3	22130	Jaca	Temporal	2	Industria y energía
2008	25	22130	Jaca	Indefinido	3	Construcción
2008	39	22130	Jaca	Temporal	3	Construcción
2008	1	22130	Jaca	Sin clasificar	3	Construcción
2008	63	22130	Jaca	Indefinido	4	Servicios
2008	47	22130	Jaca	Temporal	4	Servicios
2008	2	22130	Jaca	Sin clasificar	4	Servicios
2008	1	22158	Monzón	Indefinido	1	Agricultura, ganadería y pesca
2008	1	22158	Monzón	Temporal	1	Agricultura, ganadería y pesca
2008	96	22158	Monzón	Indefinido	2	Industria y energía
2008	78	22158	Monzón	Temporal	2	Industria y energía
2008	38	22158	Monzón	Indefinido	3	Construcción
2008	42	22158	Monzón	Temporal	3	Construcción
