Año	Nº Accidentes	Código	Municipio	Temporalidad	Sector Código	Sector Descripción
2017	4	22048	Barbastro	Indefinido	1	Agricultura, ganadería y pesca
2017	7	22048	Barbastro	Temporal	1	Agricultura, ganadería y pesca
2017	16	22048	Barbastro	Indefinido	2	Industria y energía
2017	20	22048	Barbastro	Temporal	2	Industria y energía
2017	6	22048	Barbastro	Indefinido	3	Construcción
2017	11	22048	Barbastro	Temporal	3	Construcción
2017	1	22048	Barbastro	Sin clasificar	3	Construcción
2017	58	22048	Barbastro	Indefinido	4	Servicios
2017	42	22048	Barbastro	Temporal	4	Servicios
2017	1	22048	Barbastro	Sin clasificar	4	Servicios
2017	5	22061	Binéfar	Indefinido	1	Agricultura, ganadería y pesca
2017	2	22061	Binéfar	Temporal	1	Agricultura, ganadería y pesca
2017	1	22061	Binéfar	Sin clasificar	1	Agricultura, ganadería y pesca
2017	53	22061	Binéfar	Indefinido	2	Industria y energía
2017	21	22061	Binéfar	Temporal	2	Industria y energía
2017	7	22061	Binéfar	Indefinido	3	Construcción
2017	17	22061	Binéfar	Temporal	3	Construcción
2017	29	22061	Binéfar	Indefinido	4	Servicios
2017	15	22061	Binéfar	Temporal	4	Servicios
2017	1	22061	Binéfar	Sin clasificar	4	Servicios
2017	31	22112	Fraga	Indefinido	1	Agricultura, ganadería y pesca
2017	58	22112	Fraga	Temporal	1	Agricultura, ganadería y pesca
2017	47	22112	Fraga	Indefinido	2	Industria y energía
2017	32	22112	Fraga	Temporal	2	Industria y energía
2017	12	22112	Fraga	Indefinido	3	Construcción
2017	11	22112	Fraga	Temporal	3	Construcción
2017	41	22112	Fraga	Indefinido	4	Servicios
2017	50	22112	Fraga	Temporal	4	Servicios
2017	40	22125	Huesca	Indefinido	1	Agricultura, ganadería y pesca
2017	15	22125	Huesca	Temporal	1	Agricultura, ganadería y pesca
2017	63	22125	Huesca	Indefinido	2	Industria y energía
2017	28	22125	Huesca	Temporal	2	Industria y energía
2017	31	22125	Huesca	Indefinido	3	Construcción
2017	47	22125	Huesca	Temporal	3	Construcción
2017	2	22125	Huesca	Sin clasificar	3	Construcción
2017	245	22125	Huesca	Indefinido	4	Servicios
2017	144	22125	Huesca	Temporal	4	Servicios
2017	6	22125	Huesca	Sin clasificar	4	Servicios
2017	4	22130	Jaca	Temporal	1	Agricultura, ganadería y pesca
2017	3	22130	Jaca	Indefinido	2	Industria y energía
2017	2	22130	Jaca	Temporal	2	Industria y energía
2017	8	22130	Jaca	Indefinido	3	Construcción
2017	19	22130	Jaca	Temporal	3	Construcción
2017	1	22130	Jaca	Sin clasificar	3	Construcción
2017	48	22130	Jaca	Indefinido	4	Servicios
2017	40	22130	Jaca	Temporal	4	Servicios
2017	6	22158	Monzón	Indefinido	1	Agricultura, ganadería y pesca
2017	4	22158	Monzón	Temporal	1	Agricultura, ganadería y pesca
2017	87	22158	Monzón	Indefinido	2	Industria y energía
2017	60	22158	Monzón	Temporal	2	Industria y energía
2017	12	22158	Monzón	Indefinido	3	Construcción
2017	14	22158	Monzón	Temporal	3	Construcción
2017	1	22158	Monzón	Sin clasificar	3	Construcción
2017	64	22158	Monzón	Indefinido	4	Servicios
2017	38	22158	Monzón	Temporal	4	Servicios
2017	2	22158	Monzón	Sin clasificar	4	Servicios
2017	5	22199	Sabiñánigo	Indefinido	2	Industria y energía
2017	2	22199	Sabiñánigo	Temporal	2	Industria y energía
2017	5	22199	Sabiñánigo	Indefinido	3	Construcción
2017	6	22199	Sabiñánigo	Temporal	3	Construcción
2017	1	22199	Sabiñánigo	Sin clasificar	3	Construcción
2017	26	22199	Sabiñánigo	Indefinido	4	Servicios
2017	13	22199	Sabiñánigo	Temporal	4	Servicios
2017	1	44013	Alcañiz	Indefinido	1	Agricultura, ganadería y pesca
2017	9	44013	Alcañiz	Temporal	1	Agricultura, ganadería y pesca
2017	1	44013	Alcañiz	Sin clasificar	1	Agricultura, ganadería y pesca
2017	19	44013	Alcañiz	Indefinido	2	Industria y energía
2017	9	44013	Alcañiz	Temporal	2	Industria y energía
2017	8	44013	Alcañiz	Indefinido	3	Construcción
2017	12	44013	Alcañiz	Temporal	3	Construcción
2017	1	44013	Alcañiz	Sin clasificar	3	Construcción
2017	65	44013	Alcañiz	Indefinido	4	Servicios
2017	25	44013	Alcañiz	Temporal	4	Servicios
2017	1	44025	Andorra	Sin clasificar	1	Agricultura, ganadería y pesca
2017	2	44025	Andorra	Indefinido	2	Industria y energía
2017	5	44025	Andorra	Temporal	2	Industria y energía
2017	1	44025	Andorra	Indefinido	3	Construcción
2017	3	44025	Andorra	Temporal	3	Construcción
2017	1	44025	Andorra	Sin clasificar	3	Construcción
2017	21	44025	Andorra	Indefinido	4	Servicios
2017	21	44025	Andorra	Temporal	4	Servicios
2017	30	44216	Teruel	Indefinido	1	Agricultura, ganadería y pesca
2017	13	44216	Teruel	Temporal	1	Agricultura, ganadería y pesca
2017	3	44216	Teruel	Sin clasificar	1	Agricultura, ganadería y pesca
2017	76	44216	Teruel	Indefinido	2	Industria y energía
2017	76	44216	Teruel	Temporal	2	Industria y energía
2017	18	44216	Teruel	Indefinido	3	Construcción
2017	18	44216	Teruel	Temporal	3	Construcción
2017	4	44216	Teruel	Sin clasificar	3	Construcción
2017	141	44216	Teruel	Indefinido	4	Servicios
2017	102	44216	Teruel	Temporal	4	Servicios
2017	1	44216	Teruel	Sin clasificar	4	Servicios
2017	3	50008	Alagón	Temporal	1	Agricultura, ganadería y pesca
2017	17	50008	Alagón	Indefinido	2	Industria y energía
2017	19	50008	Alagón	Temporal	2	Industria y energía
2017	4	50008	Alagón	Temporal	3	Construcción
2017	21	50008	Alagón	Indefinido	4	Servicios
2017	14	50008	Alagón	Temporal	4	Servicios
2017	13	50025	Almunia de Doña Godina (La)	Indefinido	1	Agricultura, ganadería y pesca
2017	19	50025	Almunia de Doña Godina (La)	Temporal	1	Agricultura, ganadería y pesca
2017	3	50025	Almunia de Doña Godina (La)	Sin clasificar	1	Agricultura, ganadería y pesca
2017	8	50025	Almunia de Doña Godina (La)	Indefinido	2	Industria y energía
2017	19	50025	Almunia de Doña Godina (La)	Temporal	2	Industria y energía
2017	4	50025	Almunia de Doña Godina (La)	Temporal	3	Construcción
2017	51	50025	Almunia de Doña Godina (La)	Indefinido	4	Servicios
2017	34	50025	Almunia de Doña Godina (La)	Temporal	4	Servicios
2017	3	50067	Calatayud	Indefinido	1	Agricultura, ganadería y pesca
2017	6	50067	Calatayud	Temporal	1	Agricultura, ganadería y pesca
2017	1	50067	Calatayud	Sin clasificar	1	Agricultura, ganadería y pesca
2017	12	50067	Calatayud	Indefinido	2	Industria y energía
2017	12	50067	Calatayud	Temporal	2	Industria y energía
2017	7	50067	Calatayud	Indefinido	3	Construcción
2017	9	50067	Calatayud	Temporal	3	Construcción
2017	57	50067	Calatayud	Indefinido	4	Servicios
2017	44	50067	Calatayud	Temporal	4	Servicios
2017	2	50067	Calatayud	Sin clasificar	4	Servicios
2017	17	50074	Caspe	Indefinido	1	Agricultura, ganadería y pesca
2017	27	50074	Caspe	Temporal	1	Agricultura, ganadería y pesca
2017	1	50074	Caspe	Sin clasificar	1	Agricultura, ganadería y pesca
2017	2	50074	Caspe	Indefinido	2	Industria y energía
2017	2	50074	Caspe	Temporal	2	Industria y energía
2017	2	50074	Caspe	Temporal	3	Construcción
2017	22	50074	Caspe	Indefinido	4	Servicios
2017	14	50074	Caspe	Temporal	4	Servicios
2017	1	50089	Cuarte de Huerva	Indefinido	1	Agricultura, ganadería y pesca
2017	54	50089	Cuarte de Huerva	Indefinido	2	Industria y energía
2017	27	50089	Cuarte de Huerva	Temporal	2	Industria y energía
2017	11	50089	Cuarte de Huerva	Indefinido	3	Construcción
2017	18	50089	Cuarte de Huerva	Temporal	3	Construcción
2017	1	50089	Cuarte de Huerva	Sin clasificar	3	Construcción
2017	56	50089	Cuarte de Huerva	Indefinido	4	Servicios
2017	28	50089	Cuarte de Huerva	Temporal	4	Servicios
2017	22	50095	Ejea de los Caballeros	Indefinido	1	Agricultura, ganadería y pesca
2017	16	50095	Ejea de los Caballeros	Temporal	1	Agricultura, ganadería y pesca
2017	5	50095	Ejea de los Caballeros	Sin clasificar	1	Agricultura, ganadería y pesca
2017	58	50095	Ejea de los Caballeros	Indefinido	2	Industria y energía
2017	60	50095	Ejea de los Caballeros	Temporal	2	Industria y energía
2017	11	50095	Ejea de los Caballeros	Indefinido	3	Construcción
2017	23	50095	Ejea de los Caballeros	Temporal	3	Construcción
2017	2	50095	Ejea de los Caballeros	Sin clasificar	3	Construcción
2017	37	50095	Ejea de los Caballeros	Indefinido	4	Servicios
2017	21	50095	Ejea de los Caballeros	Temporal	4	Servicios
2017	12	50163	María de Huerva	Indefinido	2	Industria y energía
2017	6	50163	María de Huerva	Temporal	2	Industria y energía
2017	1	50163	María de Huerva	Temporal	3	Construcción
2017	1	50163	María de Huerva	Sin clasificar	3	Construcción
2017	9	50163	María de Huerva	Indefinido	4	Servicios
2017	8	50163	María de Huerva	Temporal	4	Servicios
2017	2	50163	María de Huerva	Sin clasificar	4	Servicios
2017	2	50182	Muela (La)	Indefinido	1	Agricultura, ganadería y pesca
2017	6	50182	Muela (La)	Temporal	1	Agricultura, ganadería y pesca
2017	1	50182	Muela (La)	Sin clasificar	1	Agricultura, ganadería y pesca
2017	56	50182	Muela (La)	Indefinido	2	Industria y energía
2017	46	50182	Muela (La)	Temporal	2	Industria y energía
2017	1	50182	Muela (La)	Sin clasificar	2	Industria y energía
2017	14	50182	Muela (La)	Indefinido	3	Construcción
2017	11	50182	Muela (La)	Temporal	3	Construcción
2017	65	50182	Muela (La)	Indefinido	4	Servicios
2017	47	50182	Muela (La)	Temporal	4	Servicios
2017	1	50182	Muela (La)	Sin clasificar	4	Servicios
2017	71	50219	Puebla de Alfindén (La)	Indefinido	2	Industria y energía
2017	52	50219	Puebla de Alfindén (La)	Temporal	2	Industria y energía
2017	1	50219	Puebla de Alfindén (La)	Sin clasificar	2	Industria y energía
2017	6	50219	Puebla de Alfindén (La)	Indefinido	3	Construcción
2017	9	50219	Puebla de Alfindén (La)	Temporal	3	Construcción
2017	48	50219	Puebla de Alfindén (La)	Indefinido	4	Servicios
2017	32	50219	Puebla de Alfindén (La)	Temporal	4	Servicios
2017	2	50251	Tarazona	Indefinido	1	Agricultura, ganadería y pesca
2017	2	50251	Tarazona	Temporal	1	Agricultura, ganadería y pesca
2017	1	50251	Tarazona	Sin clasificar	1	Agricultura, ganadería y pesca
2017	23	50251	Tarazona	Indefinido	2	Industria y energía
2017	12	50251	Tarazona	Temporal	2	Industria y energía
2017	1	50251	Tarazona	Indefinido	3	Construcción
2017	6	50251	Tarazona	Temporal	3	Construcción
2017	27	50251	Tarazona	Indefinido	4	Servicios
2017	9	50251	Tarazona	Temporal	4	Servicios
2017	23	50252	Tauste	Indefinido	1	Agricultura, ganadería y pesca
2017	14	50252	Tauste	Temporal	1	Agricultura, ganadería y pesca
2017	40	50252	Tauste	Indefinido	2	Industria y energía
2017	31	50252	Tauste	Temporal	2	Industria y energía
2017	2	50252	Tauste	Indefinido	3	Construcción
2017	2	50252	Tauste	Temporal	3	Construcción
2017	12	50252	Tauste	Indefinido	4	Servicios
2017	15	50252	Tauste	Temporal	4	Servicios
2017	6	50272	Utebo	Temporal	1	Agricultura, ganadería y pesca
2017	56	50272	Utebo	Indefinido	2	Industria y energía
2017	29	50272	Utebo	Temporal	2	Industria y energía
2017	2	50272	Utebo	Sin clasificar	2	Industria y energía
2017	5	50272	Utebo	Indefinido	3	Construcción
2017	20	50272	Utebo	Temporal	3	Construcción
2017	77	50272	Utebo	Indefinido	4	Servicios
2017	39	50272	Utebo	Temporal	4	Servicios
2017	2	50272	Utebo	Sin clasificar	4	Servicios
2017	33	50297	Zaragoza	Indefinido	1	Agricultura, ganadería y pesca
2017	18	50297	Zaragoza	Temporal	1	Agricultura, ganadería y pesca
2017	4	50297	Zaragoza	Sin clasificar	1	Agricultura, ganadería y pesca
2017	826	50297	Zaragoza	Indefinido	2	Industria y energía
2017	466	50297	Zaragoza	Temporal	2	Industria y energía
2017	2	50297	Zaragoza	Sin clasificar	2	Industria y energía
2017	293	50297	Zaragoza	Indefinido	3	Construcción
2017	246	50297	Zaragoza	Temporal	3	Construcción
2017	23	50297	Zaragoza	Sin clasificar	3	Construcción
2017	2763	50297	Zaragoza	Indefinido	4	Servicios
2017	1384	50297	Zaragoza	Temporal	4	Servicios
2017	47	50297	Zaragoza	Sin clasificar	4	Servicios
2017	4	50298	Zuera	Indefinido	1	Agricultura, ganadería y pesca
2017	1	50298	Zuera	Sin clasificar	1	Agricultura, ganadería y pesca
2017	47	50298	Zuera	Indefinido	2	Industria y energía
2017	23	50298	Zuera	Temporal	2	Industria y energía
2017	1	50298	Zuera	Indefinido	3	Construcción
2017	8	50298	Zuera	Temporal	3	Construcción
2017	53	50298	Zuera	Indefinido	4	Servicios
2017	20	50298	Zuera	Temporal	4	Servicios
2017	1	50298	Zuera	Sin clasificar	4	Servicios
2016	8	22048	Barbastro	Indefinido	1	Agricultura, ganadería y pesca
2016	7	22048	Barbastro	Temporal	1	Agricultura, ganadería y pesca
2016	2	22048	Barbastro	Sin clasificar	1	Agricultura, ganadería y pesca
2016	20	22048	Barbastro	Indefinido	2	Industria y energía
2016	21	22048	Barbastro	Temporal	2	Industria y energía
2016	1	22048	Barbastro	Sin clasificar	2	Industria y energía
2016	4	22048	Barbastro	Indefinido	3	Construcción
2016	10	22048	Barbastro	Temporal	3	Construcción
2016	77	22048	Barbastro	Indefinido	4	Servicios
2016	50	22048	Barbastro	Temporal	4	Servicios
2016	4	22061	Binéfar	Indefinido	1	Agricultura, ganadería y pesca
2016	6	22061	Binéfar	Temporal	1	Agricultura, ganadería y pesca
2016	50	22061	Binéfar	Indefinido	2	Industria y energía
2016	18	22061	Binéfar	Temporal	2	Industria y energía
2016	7	22061	Binéfar	Indefinido	3	Construcción
2016	10	22061	Binéfar	Temporal	3	Construcción
2016	36	22061	Binéfar	Indefinido	4	Servicios
2016	5	22061	Binéfar	Temporal	4	Servicios
2016	28	22112	Fraga	Indefinido	1	Agricultura, ganadería y pesca
2016	62	22112	Fraga	Temporal	1	Agricultura, ganadería y pesca
2016	1	22112	Fraga	Sin clasificar	1	Agricultura, ganadería y pesca
2016	43	22112	Fraga	Indefinido	2	Industria y energía
2016	24	22112	Fraga	Temporal	2	Industria y energía
2016	8	22112	Fraga	Indefinido	3	Construcción
2016	16	22112	Fraga	Temporal	3	Construcción
2016	53	22112	Fraga	Indefinido	4	Servicios
2016	43	22112	Fraga	Temporal	4	Servicios
2016	20	22125	Huesca	Indefinido	1	Agricultura, ganadería y pesca
2016	6	22125	Huesca	Temporal	1	Agricultura, ganadería y pesca
2016	1	22125	Huesca	Sin clasificar	1	Agricultura, ganadería y pesca
2016	52	22125	Huesca	Indefinido	2	Industria y energía
2016	25	22125	Huesca	Temporal	2	Industria y energía
2016	2	22125	Huesca	Sin clasificar	2	Industria y energía
2016	50	22125	Huesca	Indefinido	3	Construcción
2016	32	22125	Huesca	Temporal	3	Construcción
2016	2	22125	Huesca	Sin clasificar	3	Construcción
2016	241	22125	Huesca	Indefinido	4	Servicios
2016	145	22125	Huesca	Temporal	4	Servicios
2016	2	22125	Huesca	Sin clasificar	4	Servicios
2016	4	22130	Jaca	Indefinido	1	Agricultura, ganadería y pesca
2016	3	22130	Jaca	Temporal	1	Agricultura, ganadería y pesca
2016	2	22130	Jaca	Sin clasificar	1	Agricultura, ganadería y pesca
2016	2	22130	Jaca	Indefinido	2	Industria y energía
2016	10	22130	Jaca	Indefinido	3	Construcción
2016	10	22130	Jaca	Temporal	3	Construcción
2016	42	22130	Jaca	Indefinido	4	Servicios
2016	22	22130	Jaca	Temporal	4	Servicios
2016	6	22158	Monzón	Indefinido	1	Agricultura, ganadería y pesca
2016	1	22158	Monzón	Temporal	1	Agricultura, ganadería y pesca
2016	1	22158	Monzón	Sin clasificar	1	Agricultura, ganadería y pesca
2016	96	22158	Monzón	Indefinido	2	Industria y energía
2016	44	22158	Monzón	Temporal	2	Industria y energía
2016	11	22158	Monzón	Indefinido	3	Construcción
2016	14	22158	Monzón	Temporal	3	Construcción
2016	2	22158	Monzón	Sin clasificar	3	Construcción
2016	57	22158	Monzón	Indefinido	4	Servicios
2016	42	22158	Monzón	Temporal	4	Servicios
2016	1	22158	Monzón	Sin clasificar	4	Servicios
2016	1	22199	Sabiñánigo	Temporal	1	Agricultura, ganadería y pesca
2016	3	22199	Sabiñánigo	Sin clasificar	1	Agricultura, ganadería y pesca
2016	3	22199	Sabiñánigo	Indefinido	2	Industria y energía
2016	1	22199	Sabiñánigo	Temporal	2	Industria y energía
2016	6	22199	Sabiñánigo	Indefinido	3	Construcción
2016	10	22199	Sabiñánigo	Temporal	3	Construcción
2016	1	22199	Sabiñánigo	Sin clasificar	3	Construcción
2016	20	22199	Sabiñánigo	Indefinido	4	Servicios
2016	8	22199	Sabiñánigo	Temporal	4	Servicios
2016	1	22199	Sabiñánigo	Sin clasificar	4	Servicios
2016	2	44013	Alcañiz	Indefinido	1	Agricultura, ganadería y pesca
2016	7	44013	Alcañiz	Temporal	1	Agricultura, ganadería y pesca
2016	5	44013	Alcañiz	Sin clasificar	1	Agricultura, ganadería y pesca
2016	23	44013	Alcañiz	Indefinido	2	Industria y energía
2016	5	44013	Alcañiz	Temporal	2	Industria y energía
2016	11	44013	Alcañiz	Indefinido	3	Construcción
2016	8	44013	Alcañiz	Temporal	3	Construcción
2016	59	44013	Alcañiz	Indefinido	4	Servicios
2016	21	44013	Alcañiz	Temporal	4	Servicios
2016	2	44025	Andorra	Temporal	1	Agricultura, ganadería y pesca
2016	7	44025	Andorra	Indefinido	2	Industria y energía
2016	12	44025	Andorra	Temporal	2	Industria y energía
2016	1	44025	Andorra	Indefinido	3	Construcción
2016	4	44025	Andorra	Temporal	3	Construcción
2016	15	44025	Andorra	Indefinido	4	Servicios
2016	15	44025	Andorra	Temporal	4	Servicios
2016	13	44216	Teruel	Indefinido	1	Agricultura, ganadería y pesca
2016	17	44216	Teruel	Temporal	1	Agricultura, ganadería y pesca
2016	3	44216	Teruel	Sin clasificar	1	Agricultura, ganadería y pesca
2016	81	44216	Teruel	Indefinido	2	Industria y energía
2016	52	44216	Teruel	Temporal	2	Industria y energía
2016	3	44216	Teruel	Sin clasificar	2	Industria y energía
2016	25	44216	Teruel	Indefinido	3	Construcción
2016	25	44216	Teruel	Temporal	3	Construcción
2016	1	44216	Teruel	Sin clasificar	3	Construcción
2016	175	44216	Teruel	Indefinido	4	Servicios
2016	120	44216	Teruel	Temporal	4	Servicios
2016	4	44216	Teruel	Sin clasificar	4	Servicios
2016	3	50008	Alagón	Indefinido	1	Agricultura, ganadería y pesca
2016	10	50008	Alagón	Temporal	1	Agricultura, ganadería y pesca
2016	21	50008	Alagón	Indefinido	2	Industria y energía
2016	6	50008	Alagón	Temporal	2	Industria y energía
2016	6	50008	Alagón	Indefinido	3	Construcción
2016	14	50008	Alagón	Indefinido	4	Servicios
2016	19	50008	Alagón	Temporal	4	Servicios
2016	7	50025	Almunia de Doña Godina (La)	Indefinido	1	Agricultura, ganadería y pesca
2016	17	50025	Almunia de Doña Godina (La)	Temporal	1	Agricultura, ganadería y pesca
2016	1	50025	Almunia de Doña Godina (La)	Sin clasificar	1	Agricultura, ganadería y pesca
2016	12	50025	Almunia de Doña Godina (La)	Indefinido	2	Industria y energía
2016	8	50025	Almunia de Doña Godina (La)	Temporal	2	Industria y energía
2016	3	50025	Almunia de Doña Godina (La)	Indefinido	3	Construcción
2016	3	50025	Almunia de Doña Godina (La)	Temporal	3	Construcción
2016	55	50025	Almunia de Doña Godina (La)	Indefinido	4	Servicios
2016	32	50025	Almunia de Doña Godina (La)	Temporal	4	Servicios
2016	1	50067	Calatayud	Indefinido	1	Agricultura, ganadería y pesca
2016	13	50067	Calatayud	Temporal	1	Agricultura, ganadería y pesca
2016	1	50067	Calatayud	Sin clasificar	1	Agricultura, ganadería y pesca
2016	21	50067	Calatayud	Indefinido	2	Industria y energía
2016	14	50067	Calatayud	Temporal	2	Industria y energía
2016	13	50067	Calatayud	Indefinido	3	Construcción
2016	9	50067	Calatayud	Temporal	3	Construcción
2016	1	50067	Calatayud	Sin clasificar	3	Construcción
2016	54	50067	Calatayud	Indefinido	4	Servicios
2016	66	50067	Calatayud	Temporal	4	Servicios
2016	11	50074	Caspe	Indefinido	1	Agricultura, ganadería y pesca
2016	28	50074	Caspe	Temporal	1	Agricultura, ganadería y pesca
2016	2	50074	Caspe	Sin clasificar	1	Agricultura, ganadería y pesca
2016	4	50074	Caspe	Indefinido	2	Industria y energía
2016	2	50074	Caspe	Temporal	2	Industria y energía
2016	3	50074	Caspe	Indefinido	3	Construcción
2016	3	50074	Caspe	Temporal	3	Construcción
2016	1	50074	Caspe	Sin clasificar	3	Construcción
2016	12	50074	Caspe	Indefinido	4	Servicios
2016	11	50074	Caspe	Temporal	4	Servicios
2016	1	50074	Caspe	Sin clasificar	4	Servicios
2016	1	50089	Cuarte de Huerva	Indefinido	1	Agricultura, ganadería y pesca
2016	1	50089	Cuarte de Huerva	Temporal	1	Agricultura, ganadería y pesca
2016	49	50089	Cuarte de Huerva	Indefinido	2	Industria y energía
2016	33	50089	Cuarte de Huerva	Temporal	2	Industria y energía
2016	9	50089	Cuarte de Huerva	Indefinido	3	Construcción
2016	15	50089	Cuarte de Huerva	Temporal	3	Construcción
2016	2	50089	Cuarte de Huerva	Sin clasificar	3	Construcción
2016	47	50089	Cuarte de Huerva	Indefinido	4	Servicios
2016	20	50089	Cuarte de Huerva	Temporal	4	Servicios
2016	1	50089	Cuarte de Huerva	Sin clasificar	4	Servicios
2016	12	50095	Ejea de los Caballeros	Indefinido	1	Agricultura, ganadería y pesca
2016	11	50095	Ejea de los Caballeros	Temporal	1	Agricultura, ganadería y pesca
2016	2	50095	Ejea de los Caballeros	Sin clasificar	1	Agricultura, ganadería y pesca
2016	45	50095	Ejea de los Caballeros	Indefinido	2	Industria y energía
2016	38	50095	Ejea de los Caballeros	Temporal	2	Industria y energía
2016	1	50095	Ejea de los Caballeros	Sin clasificar	2	Industria y energía
2016	9	50095	Ejea de los Caballeros	Indefinido	3	Construcción
2016	15	50095	Ejea de los Caballeros	Temporal	3	Construcción
2016	2	50095	Ejea de los Caballeros	Sin clasificar	3	Construcción
2016	24	50095	Ejea de los Caballeros	Indefinido	4	Servicios
2016	20	50095	Ejea de los Caballeros	Temporal	4	Servicios
2016	1	50095	Ejea de los Caballeros	Sin clasificar	4	Servicios
2016	7	50163	María de Huerva	Indefinido	2	Industria y energía
2016	4	50163	María de Huerva	Temporal	2	Industria y energía
2016	1	50163	María de Huerva	Sin clasificar	3	Construcción
2016	4	50163	María de Huerva	Indefinido	4	Servicios
2016	3	50163	María de Huerva	Temporal	4	Servicios
2016	1	50182	Muela (La)	Indefinido	1	Agricultura, ganadería y pesca
2016	3	50182	Muela (La)	Temporal	1	Agricultura, ganadería y pesca
2016	49	50182	Muela (La)	Indefinido	2	Industria y energía
2016	27	50182	Muela (La)	Temporal	2	Industria y energía
2016	9	50182	Muela (La)	Indefinido	3	Construcción
2016	8	50182	Muela (La)	Temporal	3	Construcción
2016	69	50182	Muela (La)	Indefinido	4	Servicios
2016	38	50182	Muela (La)	Temporal	4	Servicios
2016	86	50219	Puebla de Alfindén (La)	Indefinido	2	Industria y energía
2016	38	50219	Puebla de Alfindén (La)	Temporal	2	Industria y energía
2016	11	50219	Puebla de Alfindén (La)	Indefinido	3	Construcción
2016	8	50219	Puebla de Alfindén (La)	Temporal	3	Construcción
2016	41	50219	Puebla de Alfindén (La)	Indefinido	4	Servicios
2016	26	50219	Puebla de Alfindén (La)	Temporal	4	Servicios
2016	1	50219	Puebla de Alfindén (La)	Sin clasificar	4	Servicios
2016	3	50251	Tarazona	Indefinido	1	Agricultura, ganadería y pesca
2016	18	50251	Tarazona	Indefinido	2	Industria y energía
2016	15	50251	Tarazona	Temporal	2	Industria y energía
2016	2	50251	Tarazona	Indefinido	3	Construcción
2016	5	50251	Tarazona	Temporal	3	Construcción
2016	34	50251	Tarazona	Indefinido	4	Servicios
2016	13	50251	Tarazona	Temporal	4	Servicios
2016	21	50252	Tauste	Indefinido	1	Agricultura, ganadería y pesca
2016	8	50252	Tauste	Temporal	1	Agricultura, ganadería y pesca
2016	19	50252	Tauste	Indefinido	2	Industria y energía
2016	28	50252	Tauste	Temporal	2	Industria y energía
2016	4	50252	Tauste	Indefinido	3	Construcción
2016	4	50252	Tauste	Temporal	3	Construcción
2016	10	50252	Tauste	Indefinido	4	Servicios
2016	10	50252	Tauste	Temporal	4	Servicios
2016	1	50272	Utebo	Indefinido	1	Agricultura, ganadería y pesca
2016	2	50272	Utebo	Temporal	1	Agricultura, ganadería y pesca
2016	44	50272	Utebo	Indefinido	2	Industria y energía
2016	22	50272	Utebo	Temporal	2	Industria y energía
2016	6	50272	Utebo	Indefinido	3	Construcción
2016	11	50272	Utebo	Temporal	3	Construcción
2016	68	50272	Utebo	Indefinido	4	Servicios
2016	22	50272	Utebo	Temporal	4	Servicios
2016	1	50272	Utebo	Sin clasificar	4	Servicios
2016	36	50297	Zaragoza	Indefinido	1	Agricultura, ganadería y pesca
2016	13	50297	Zaragoza	Temporal	1	Agricultura, ganadería y pesca
2016	8	50297	Zaragoza	Sin clasificar	1	Agricultura, ganadería y pesca
2016	811	50297	Zaragoza	Indefinido	2	Industria y energía
2016	368	50297	Zaragoza	Temporal	2	Industria y energía
2016	7	50297	Zaragoza	Sin clasificar	2	Industria y energía
2016	247	50297	Zaragoza	Indefinido	3	Construcción
2016	216	50297	Zaragoza	Temporal	3	Construcción
2016	19	50297	Zaragoza	Sin clasificar	3	Construcción
2016	2843	50297	Zaragoza	Indefinido	4	Servicios
2016	1319	50297	Zaragoza	Temporal	4	Servicios
2016	48	50297	Zaragoza	Sin clasificar	4	Servicios
2016	2	50298	Zuera	Temporal	1	Agricultura, ganadería y pesca
2016	2	50298	Zuera	Sin clasificar	1	Agricultura, ganadería y pesca
2016	51	50298	Zuera	Indefinido	2	Industria y energía
2016	17	50298	Zuera	Temporal	2	Industria y energía
2016	2	50298	Zuera	Indefinido	3	Construcción
2016	6	50298	Zuera	Temporal	3	Construcción
2016	1	50298	Zuera	Sin clasificar	3	Construcción
2016	35	50298	Zuera	Indefinido	4	Servicios
2016	11	50298	Zuera	Temporal	4	Servicios
2015	1	22048	Barbastro	Indefinido	1	Agricultura, ganadería y pesca
2015	7	22048	Barbastro	Temporal	1	Agricultura, ganadería y pesca
2015	2	22048	Barbastro	Sin clasificar	1	Agricultura, ganadería y pesca
2015	18	22048	Barbastro	Indefinido	2	Industria y energía
2015	22	22048	Barbastro	Temporal	2	Industria y energía
2015	13	22048	Barbastro	Indefinido	3	Construcción
2015	8	22048	Barbastro	Temporal	3	Construcción
2015	2	22048	Barbastro	Sin clasificar	3	Construcción
2015	56	22048	Barbastro	Indefinido	4	Servicios
2015	39	22048	Barbastro	Temporal	4	Servicios
2015	2	22048	Barbastro	Sin clasificar	4	Servicios
2015	3	22061	Binéfar	Indefinido	1	Agricultura, ganadería y pesca
2015	4	22061	Binéfar	Temporal	1	Agricultura, ganadería y pesca
2015	46	22061	Binéfar	Indefinido	2	Industria y energía
2015	24	22061	Binéfar	Temporal	2	Industria y energía
2015	9	22061	Binéfar	Indefinido	3	Construcción
2015	8	22061	Binéfar	Temporal	3	Construcción
2015	2	22061	Binéfar	Sin clasificar	3	Construcción
2015	30	22061	Binéfar	Indefinido	4	Servicios
2015	10	22061	Binéfar	Temporal	4	Servicios
