Comarca codigo	Comarca nombre	Tipo de estudios realizados, código	Tipo de estudios realizados	Sexo, código	Sexo	Personas
23	Bajo Martín	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	56,1404891118
24	Campo de Daroca	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	72,5495134545
25	Jiloca	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	152,2826427661
26	Cuencas Mineras	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	52,5699253841
27	Andorra-Sierra de Arcos	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	32,0169104844
28	Bajo Aragón	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	164,8987133382
29	Comunidad de Teruel	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	396,0077609794
30	Maestrazgo	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	65,4554179656
31	Sierra de Albarracín	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	87,5878462074
32	Gúdar-Javalambre	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	34,173270897
33	Matarraña / Matarranya	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	1	Hombre	62,118919487
01	La Jacetania	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	126,703553864
02	Alto Gállego	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	97,3813342045
03	Sobrarbe	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	43,3824420308
04	La Ribagorza	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	117,7023620474
05	Cinco Villas	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	98,0942556655
06	Hoya de Huesca / Plana de Uesca	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	570,0986784996
07	Somontano de Barbastro	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	141,8536560203
08	Cinca Medio	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	121,0287186016
09	La Litera / La Llitera	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	40,6494172316
10	Los Monegros	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	94,9240969164
11	Bajo Cinca / Baix Cinca	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	89,2875646599
12	Tarazona y el Moncayo	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	112,5801377364
13	Campo de Borja	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	34,53610148
14	Aranda	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	17,3267376764
15	Ribera Alta del Ebro	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	131,0488167674
16	Valdejalón	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	147,0654546662
17	D.C. Zaragoza	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	7135,2388391259
18	Ribera Baja del Ebro	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	57,3385529866
19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	66,5146887377
20	Comunidad de Calatayud	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	389,6885632748
21	Campo de Cariñena	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	20,406287421
22	Campo de Belchite	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	18,8706064454
23	Bajo Martín	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	18,4675734863
24	Campo de Daroca	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	15,7973087757
25	Jiloca	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	33,6711879305
26	Cuencas Mineras	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	4,7607732813
27	Andorra-Sierra de Arcos	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	46,7266325415
28	Bajo Aragón	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	115,1085438553
29	Comunidad de Teruel	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	424,3131802002
30	Maestrazgo	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	12,9875106568
31	Sierra de Albarracín	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	22,186737144
32	Gúdar-Javalambre	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	42,8555025127
33	Matarraña / Matarranya	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	1	Hombre	8,9020315899
01	La Jacetania	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	407,2721498374
02	Alto Gállego	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	172,2677248652
03	Sobrarbe	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	96,7782723744
04	La Ribagorza	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	184,0155259112
05	Cinco Villas	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	179,5610325128
06	Hoya de Huesca / Plana de Uesca	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	559,0524995308
07	Somontano de Barbastro	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	225,7014892616
08	Cinca Medio	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	208,2807730708
09	La Litera / La Llitera	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	76,9901809249
10	Los Monegros	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	148,3988082938
11	Bajo Cinca / Baix Cinca	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	74,0983122797
12	Tarazona y el Moncayo	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	134,0779675153
13	Campo de Borja	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	136,0890868148
14	Aranda	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	20,3232018681
15	Ribera Alta del Ebro	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	309,7016268124
16	Valdejalón	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	160,6509951972
17	D.C. Zaragoza	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	7111,9860532821
18	Ribera Baja del Ebro	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	29,5828157274
19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	97,5351751981
20	Comunidad de Calatayud	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	331,9899873024
21	Campo de Cariñena	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	29,6022587021
22	Campo de Belchite	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	13,2258124763
23	Bajo Martín	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	25,3851669208
24	Campo de Daroca	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	32,6121691432
25	Jiloca	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	72,2056624846
26	Cuencas Mineras	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	21,6592762469
27	Andorra-Sierra de Arcos	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	50,48239994
28	Bajo Aragón	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	159,9437165479
29	Comunidad de Teruel	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	184,6739185613
30	Maestrazgo	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	15,750000004
31	Sierra de Albarracín	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	39,7640489615
32	Gúdar-Javalambre	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	53,7074869617
33	Matarraña / Matarranya	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	1	Hombre	44,4913703451
01	La Jacetania	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	440,2906571725
02	Alto Gállego	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	297,99886777
03	Sobrarbe	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	162,4568389489
04	La Ribagorza	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	300,8339584122
05	Cinco Villas	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	596,5098936051
06	Hoya de Huesca / Plana de Uesca	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	2122,1306760178
07	Somontano de Barbastro	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	510,6694850046
08	Cinca Medio	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	438,8714905825
09	La Litera / La Llitera	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	324,7532556927
10	Los Monegros	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	343,5197747875
11	Bajo Cinca / Baix Cinca	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	430,0919239219
12	Tarazona y el Moncayo	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	315,1030893413
13	Campo de Borja	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	142,8701273067
14	Aranda	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	67,9303713432
15	Ribera Alta del Ebro	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	315,4957839034
16	Valdejalón	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	381,350213792
17	D.C. Zaragoza	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	15659,8852098644
18	Ribera Baja del Ebro	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	159,5609877887
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	161,5017090078
20	Comunidad de Calatayud	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	645,3799576586
21	Campo de Cariñena	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	156,7536903146
22	Campo de Belchite	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	24,5756424754
23	Bajo Martín	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	72,8209894985
24	Campo de Daroca	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	121,458439297
25	Jiloca	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	205,748954014
26	Cuencas Mineras	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	112,0621482101
27	Andorra-Sierra de Arcos	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	136,4253311928
28	Bajo Aragón	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	598,1223872424
29	Comunidad de Teruel	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	971,0948536005
30	Maestrazgo	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	48,3920522922
31	Sierra de Albarracín	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	69,0077825961
32	Gúdar-Javalambre	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	131,2806757689
33	Matarraña / Matarranya	1	Educación (Magisterio, Educación Infantil, Pedagogía, ...)	6	Mujer	99,4858690834
01	La Jacetania	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	318,2783330259
02	Alto Gállego	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	144,2112571512
03	Sobrarbe	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	72,9620516816
04	La Ribagorza	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	97,9781464399
05	Cinco Villas	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	97,2983431048
06	Hoya de Huesca / Plana de Uesca	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	885,7634780663
07	Somontano de Barbastro	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	239,7557148414
08	Cinca Medio	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	176,5526415185
09	La Litera / La Llitera	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	169,5866804793
10	Los Monegros	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	64,4244811003
11	Bajo Cinca / Baix Cinca	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	223,6511993511
12	Tarazona y el Moncayo	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	71,7739622574
13	Campo de Borja	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	41,3663782379
14	Aranda	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	4,8908256749
15	Ribera Alta del Ebro	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	244,9039920081
16	Valdejalón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	114,7752480024
17	D.C. Zaragoza	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	10493,5344192304
18	Ribera Baja del Ebro	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	26,9397039612
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	111,1810990664
20	Comunidad de Calatayud	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	114,6172410738
21	Campo de Cariñena	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	68,2435106086
22	Campo de Belchite	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	10,8651852102
23	Bajo Martín	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	21,5598380212
24	Campo de Daroca	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	8,9566256895
25	Jiloca	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	69,9554404507
26	Cuencas Mineras	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	20,8409665716
27	Andorra-Sierra de Arcos	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	18,2259362566
28	Bajo Aragón	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	133,3114997357
29	Comunidad de Teruel	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	422,6814199263
30	Maestrazgo	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	11,9684308638
31	Sierra de Albarracín	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	30,5258590004
32	Gúdar-Javalambre	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	34,0487945137
33	Matarraña / Matarranya	2	Artes y Humanidades (Historia, Lenguas, Imagen y Sonido,...)	6	Mujer	52,3253914707
01	La Jacetania	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	624,6468996869
02	Alto Gállego	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	642,9514930766
03	Sobrarbe	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	222,7142146786
04	La Ribagorza	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	286,927244102
05	Cinco Villas	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	958,5622111682
06	Hoya de Huesca / Plana de Uesca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	2501,9922221381
07	Somontano de Barbastro	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	832,2215436155
08	Cinca Medio	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	771,0689452318
09	La Litera / La Llitera	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	555,9921632908
10	Los Monegros	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	421,0099346112
11	Bajo Cinca / Baix Cinca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	822,0890169135
12	Tarazona y el Moncayo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	383,7064896735
13	Campo de Borja	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	305,7121847857
14	Aranda	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	98,6132649613
15	Ribera Alta del Ebro	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	843,6886826986
16	Valdejalón	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	817,250619331
17	D.C. Zaragoza	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	35440,2117422822
18	Ribera Baja del Ebro	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	269,7719962458
19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	418,1856941289
20	Comunidad de Calatayud	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	1225,393931388
21	Campo de Cariñena	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	196,4629795152
22	Campo de Belchite	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	71,1699655218
23	Bajo Martín	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	164,8673423946
24	Campo de Daroca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	136,891620198
25	Jiloca	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	152,4727872517
26	Cuencas Mineras	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	144,9559882932
27	Andorra-Sierra de Arcos	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	362,4480095916
28	Bajo Aragón	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	741,4777010898
29	Comunidad de Teruel	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	1302,1770043717
30	Maestrazgo	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	60,2731519514
31	Sierra de Albarracín	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	85,8707229119
32	Gúdar-Javalambre	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	197,8520900645
33	Matarraña / Matarranya	3	Derecho y Ciencias Sociales (Administración, Psicología, Economía, Periodismo, ...)	6	Mujer	207,8817642666
01	La Jacetania	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	91,729857045
02	Alto Gállego	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	110,2091112591
03	Sobrarbe	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	37,9778016997
04	La Ribagorza	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	84,3435262673
05	Cinco Villas	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	102,0966254516
06	Hoya de Huesca / Plana de Uesca	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	621,0290283777
07	Somontano de Barbastro	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	96,6360396504
08	Cinca Medio	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	87,6558483597
09	La Litera / La Llitera	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	58,1338602952
10	Los Monegros	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	120,5815954236
11	Bajo Cinca / Baix Cinca	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	62,0420665582
12	Tarazona y el Moncayo	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	60,5948296298
13	Campo de Borja	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	85,6648918692
14	Aranda	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	12,0774357939
15	Ribera Alta del Ebro	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	348,3038124777
16	Valdejalón	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	218,4262023986
17	D.C. Zaragoza	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	8429,9543789766
18	Ribera Baja del Ebro	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	51,8773645419
19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	47,9822319796
20	Comunidad de Calatayud	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	181,3901485537
21	Campo de Cariñena	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	124,328741
22	Campo de Belchite	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	14,0989901934
23	Bajo Martín	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	19,2748532506
24	Campo de Daroca	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	30,6173094448
25	Jiloca	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	74,6427080299
26	Cuencas Mineras	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	15,0246506202
27	Andorra-Sierra de Arcos	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	61,9723111125
28	Bajo Aragón	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	181,4717420344
29	Comunidad de Teruel	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	268,0834958039
30	Maestrazgo	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	8,4500001588
31	Sierra de Albarracín	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	5,6530890259
