Comarca codigo	Comarca nombre	Tipo de estudios realizados, código	Tipo de estudios realizados	Sexo, código	Sexo	Personas
32	Gúdar-Javalambre	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	45,1985905107
33	Matarraña / Matarranya	4	Ciencias (Biología, Química, Física, Matemáticas, ...) e Informática (incluída Ingeniería Informática)	6	Mujer	21,5756939711
01	La Jacetania	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	124,3646493977
02	Alto Gállego	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	84,4187098812
03	Sobrarbe	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	56,6197721
04	La Ribagorza	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	124,8085912071
05	Cinco Villas	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	331,8531415691
06	Hoya de Huesca / Plana de Uesca	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	459,3454407738
07	Somontano de Barbastro	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	166,2719802655
08	Cinca Medio	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	158,5418312566
09	La Litera / La Llitera	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	93,6665326763
10	Los Monegros	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	86,7269904068
11	Bajo Cinca / Baix Cinca	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	119,6794115594
12	Tarazona y el Moncayo	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	154,522488612
13	Campo de Borja	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	68,3578042906
14	Aranda	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	18,970067149
15	Ribera Alta del Ebro	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	257,3536503438
16	Valdejalón	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	237,8639152634
17	D.C. Zaragoza	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	7907,2372216703
18	Ribera Baja del Ebro	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	79,884406899
19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	137,9362396496
20	Comunidad de Calatayud	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	213,2919829326
21	Campo de Cariñena	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	54,6117207941
22	Campo de Belchite	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	28,8101226195
23	Bajo Martín	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	53,2345279171
24	Campo de Daroca	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	21,3790407658
25	Jiloca	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	100,0810487026
26	Cuencas Mineras	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	32,502097974
27	Andorra-Sierra de Arcos	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	35,6467954701
28	Bajo Aragón	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	269,6219844169
29	Comunidad de Teruel	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	305,3320874182
30	Maestrazgo	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	13,9488293075
31	Sierra de Albarracín	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	25,0146479103
32	Gúdar-Javalambre	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	63,2816223671
33	Matarraña / Matarranya	5	Arquitectura, Construcción, Formación Técnica e Industrias (Mecánica, Metal, Electrónica, Diseño, Confección, Alimentación, etc., incluídas Ingenierías de estos campos)	6	Mujer	39,485136467
01	La Jacetania	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	68,6049785346
02	Alto Gállego	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	27,5215237198
03	Sobrarbe	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	30,0350381051
04	La Ribagorza	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	64,6605180865
05	Cinco Villas	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	79,4773842876
06	Hoya de Huesca / Plana de Uesca	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	203,9698523337
07	Somontano de Barbastro	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	92,0186219923
08	Cinca Medio	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	51,1839903548
09	La Litera / La Llitera	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	24,5104808302
10	Los Monegros	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	112,4510689322
11	Bajo Cinca / Baix Cinca	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	57,9624385418
12	Tarazona y el Moncayo	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	60,9391049392
13	Campo de Borja	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	53,8220713528
14	Aranda	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	3,8359593151
15	Ribera Alta del Ebro	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	43,0679240497
16	Valdejalón	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	89,6790075368
17	D.C. Zaragoza	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	2015,245833879
18	Ribera Baja del Ebro	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	9,245798602
19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	31,4802569113
20	Comunidad de Calatayud	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	54,1896801432
21	Campo de Cariñena	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	10,8585685198
22	Campo de Belchite	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	15,103764139
23	Bajo Martín	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	3,9665604922
24	Campo de Daroca	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	19,192085849
25	Jiloca	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	55,0939029604
26	Cuencas Mineras	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	35,7212099234
27	Andorra-Sierra de Arcos	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	20,2366048673
28	Bajo Aragón	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	96,8714132423
29	Comunidad de Teruel	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	61,4984318114
30	Maestrazgo	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	14,576601947
31	Sierra de Albarracín	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	7,0172739211
32	Gúdar-Javalambre	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	12,7980301604
33	Matarraña / Matarranya	6	Agricultura, Ganadería, Pesca y Veterinaria (incluída Ingeniería Agrónoma o similar)	6	Mujer	15,4260615422
01	La Jacetania	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	355,1645082244
02	Alto Gállego	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	318,9763643269
03	Sobrarbe	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	125,0213403199
04	La Ribagorza	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	264,7863686762
05	Cinco Villas	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	525,450789471
06	Hoya de Huesca / Plana de Uesca	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	2351,9866230831
07	Somontano de Barbastro	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	611,025161907
08	Cinca Medio	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	312,8148254929
09	La Litera / La Llitera	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	232,6989428403
10	Los Monegros	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	302,2888299674
11	Bajo Cinca / Baix Cinca	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	305,9214302395
12	Tarazona y el Moncayo	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	274,9750258563
13	Campo de Borja	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	142,652231761
14	Aranda	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	52,9900041055
15	Ribera Alta del Ebro	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	489,0236220758
16	Valdejalón	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	294,5300846471
17	D.C. Zaragoza	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	22984,9956176569
18	Ribera Baja del Ebro	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	84,6265322693
19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	139,7549346663
20	Comunidad de Calatayud	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	996,5033228741
21	Campo de Cariñena	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	96,0844168705
22	Campo de Belchite	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	65,1850855454
23	Bajo Martín	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	40,6608768141
24	Campo de Daroca	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	70,2794513091
25	Jiloca	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	188,7059518201
26	Cuencas Mineras	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	151,4381235995
27	Andorra-Sierra de Arcos	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	86,4625103493
28	Bajo Aragón	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	558,6380522541
29	Comunidad de Teruel	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	1772,9517531507
30	Maestrazgo	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	40,1019155586
31	Sierra de Albarracín	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	79,4844420221
32	Gúdar-Javalambre	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	74,1195084446
33	Matarraña / Matarranya	7	Salud y Servicios Sociales (Medicina, Enfermería, Farmacia, Trabajo Social, ...)	6	Mujer	127,1266528122
01	La Jacetania	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	307,8869589585
02	Alto Gállego	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	168,4361571804
03	Sobrarbe	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	125,9224240659
04	La Ribagorza	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	273,2248040301
05	Cinco Villas	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	296,9505602875
06	Hoya de Huesca / Plana de Uesca	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	821,7642636066
07	Somontano de Barbastro	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	246,3889107639
08	Cinca Medio	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	323,8794876566
09	La Litera / La Llitera	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	159,8353846993
10	Los Monegros	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	250,6260007728
11	Bajo Cinca / Baix Cinca	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	211,7156718718
12	Tarazona y el Moncayo	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	83,0317066449
13	Campo de Borja	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	132,4688759634
14	Aranda	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	16,6897621308
15	Ribera Alta del Ebro	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	292,0400954078
16	Valdejalón	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	247,5508675855
17	D.C. Zaragoza	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	8976,9716313316
18	Ribera Baja del Ebro	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	75,2408873236
19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	96,1634687659
20	Comunidad de Calatayud	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	260,4699328321
21	Campo de Cariñena	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	75,3423964765
22	Campo de Belchite	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	44,5605700408
23	Bajo Martín	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	36,4482224465
24	Campo de Daroca	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	50,8703630593
25	Jiloca	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	162,6292928082
26	Cuencas Mineras	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	60,0942331067
27	Andorra-Sierra de Arcos	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	76,3429341762
28	Bajo Aragón	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	299,5326931564
29	Comunidad de Teruel	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	348,4188884415
30	Maestrazgo	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	27,5171235806
31	Sierra de Albarracín	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	33,7402882314
32	Gúdar-Javalambre	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	89,6665220183
33	Matarraña / Matarranya	8	Otros servicios (Turismo, Hostelería, Peluquería, Enseñanza Naútica, Militar, ...)	6	Mujer	53,4451914826
