Municipio código	Municipio nombre	Explotaciones	Formación jefe explotación
50067	Calatayud	2	Estudios profesionales agrarios
50067	Calatayud	5	Estudios universitarios agrarios
50067	Calatayud	176	Experiencia agraria exclusivamente
50067	Calatayud	21	Otra formación agraria o cursos agrarios
50068	Calatorao	8	Estudios profesionales agrarios
50068	Calatorao	4	Estudios universitarios agrarios
50068	Calatorao	174	Experiencia agraria exclusivamente
50068	Calatorao	32	Otra formación agraria o cursos agrarios
50069	Calcena	3	Experiencia agraria exclusivamente
50070	Calmarza	14	Experiencia agraria exclusivamente
50070	Calmarza	2	Otra formación agraria o cursos agrarios
50071	Campillo de Aragón	36	Experiencia agraria exclusivamente
50071	Campillo de Aragón	11	Otra formación agraria o cursos agrarios
50072	Carenas	16	Experiencia agraria exclusivamente
50072	Carenas	3	Otra formación agraria o cursos agrarios
50073	Cariñena	16	Estudios profesionales agrarios
50073	Cariñena	11	Estudios universitarios agrarios
50073	Cariñena	344	Experiencia agraria exclusivamente
50073	Cariñena	62	Otra formación agraria o cursos agrarios
50074	Caspe	35	Estudios profesionales agrarios
50074	Caspe	10	Estudios universitarios agrarios
50074	Caspe	512	Experiencia agraria exclusivamente
50074	Caspe	83	Otra formación agraria o cursos agrarios
50075	Castejón de Alarba	1	Estudios profesionales agrarios
50075	Castejón de Alarba	36	Experiencia agraria exclusivamente
50075	Castejón de Alarba	4	Otra formación agraria o cursos agrarios
50076	Castejón de las Armas	18	Experiencia agraria exclusivamente
50077	Castejón de Valdejasa	3	Estudios profesionales agrarios
50077	Castejón de Valdejasa	1	Estudios universitarios agrarios
50077	Castejón de Valdejasa	53	Experiencia agraria exclusivamente
50077	Castejón de Valdejasa	18	Otra formación agraria o cursos agrarios
50078	Castiliscar	3	Estudios profesionales agrarios
50078	Castiliscar	70	Experiencia agraria exclusivamente
50078	Castiliscar	7	Otra formación agraria o cursos agrarios
50079	Cervera de la Cañada	1	Estudios profesionales agrarios
50079	Cervera de la Cañada	80	Experiencia agraria exclusivamente
50079	Cervera de la Cañada	10	Otra formación agraria o cursos agrarios
50080	Cerveruela	3	Experiencia agraria exclusivamente
50081	Cetina	3	Estudios profesionales agrarios
50081	Cetina	49	Experiencia agraria exclusivamente
50081	Cetina	6	Otra formación agraria o cursos agrarios
50082	Cimballa	14	Experiencia agraria exclusivamente
50082	Cimballa	3	Otra formación agraria o cursos agrarios
50083	Cinco Olivas	1	Estudios universitarios agrarios
50083	Cinco Olivas	11	Experiencia agraria exclusivamente
50083	Cinco Olivas	1	Otra formación agraria o cursos agrarios
50084	Clarés de Ribota	16	Experiencia agraria exclusivamente
50084	Clarés de Ribota	6	Otra formación agraria o cursos agrarios
50085	Codo	29	Experiencia agraria exclusivamente
50085	Codo	1	Otra formación agraria o cursos agrarios
50086	Codos	1	Estudios universitarios agrarios
50086	Codos	51	Experiencia agraria exclusivamente
50086	Codos	6	Otra formación agraria o cursos agrarios
50087	Contamina	1	Estudios universitarios agrarios
50087	Contamina	6	Experiencia agraria exclusivamente
50087	Contamina	1	Otra formación agraria o cursos agrarios
50088	Cosuenda	8	Estudios profesionales agrarios
50088	Cosuenda	118	Experiencia agraria exclusivamente
50088	Cosuenda	10	Otra formación agraria o cursos agrarios
50089	Cuarte de Huerva	1	Estudios profesionales agrarios
50089	Cuarte de Huerva	8	Experiencia agraria exclusivamente
50089	Cuarte de Huerva	1	Otra formación agraria o cursos agrarios
50090	Cubel	8	Estudios profesionales agrarios
50090	Cubel	2	Estudios universitarios agrarios
50090	Cubel	26	Experiencia agraria exclusivamente
50090	Cubel	22	Otra formación agraria o cursos agrarios
50091	Cuerlas (Las)	4	Estudios profesionales agrarios
50091	Cuerlas (Las)	24	Experiencia agraria exclusivamente
50091	Cuerlas (Las)	4	Otra formación agraria o cursos agrarios
50092	Chiprana	6	Estudios profesionales agrarios
50092	Chiprana	27	Experiencia agraria exclusivamente
50092	Chiprana	4	Otra formación agraria o cursos agrarios
50093	Chodes	2	Estudios profesionales agrarios
50093	Chodes	1	Estudios universitarios agrarios
50093	Chodes	21	Experiencia agraria exclusivamente
50093	Chodes	5	Otra formación agraria o cursos agrarios
50094	Daroca	2	Estudios profesionales agrarios
50094	Daroca	1	Estudios universitarios agrarios
50094	Daroca	74	Experiencia agraria exclusivamente
50094	Daroca	13	Otra formación agraria o cursos agrarios
50095	Ejea de los Caballeros	97	Estudios profesionales agrarios
50095	Ejea de los Caballeros	23	Estudios universitarios agrarios
50095	Ejea de los Caballeros	712	Experiencia agraria exclusivamente
50095	Ejea de los Caballeros	206	Otra formación agraria o cursos agrarios
50096	Embid de Ariza	7	Experiencia agraria exclusivamente
50096	Embid de Ariza	4	Otra formación agraria o cursos agrarios
50098	Encinacorba	2	Estudios profesionales agrarios
50098	Encinacorba	54	Experiencia agraria exclusivamente
50098	Encinacorba	8	Otra formación agraria o cursos agrarios
50099	Épila	28	Estudios profesionales agrarios
50099	Épila	5	Estudios universitarios agrarios
50099	Épila	236	Experiencia agraria exclusivamente
50099	Épila	75	Otra formación agraria o cursos agrarios
50100	Erla	5	Estudios profesionales agrarios
50100	Erla	2	Estudios universitarios agrarios
50100	Erla	42	Experiencia agraria exclusivamente
50100	Erla	5	Otra formación agraria o cursos agrarios
50101	Escatrón	4	Estudios profesionales agrarios
50101	Escatrón	66	Experiencia agraria exclusivamente
50101	Escatrón	12	Otra formación agraria o cursos agrarios
50102	Fabara	16	Estudios profesionales agrarios
50102	Fabara	1	Estudios universitarios agrarios
50102	Fabara	206	Experiencia agraria exclusivamente
50102	Fabara	36	Otra formación agraria o cursos agrarios
50104	Farlete	3	Estudios profesionales agrarios
50104	Farlete	1	Estudios universitarios agrarios
50104	Farlete	72	Experiencia agraria exclusivamente
50104	Farlete	10	Otra formación agraria o cursos agrarios
50105	Fayón	1	Estudios universitarios agrarios
50105	Fayón	81	Experiencia agraria exclusivamente
50105	Fayón	7	Otra formación agraria o cursos agrarios
50106	Fayos (Los)	9	Experiencia agraria exclusivamente
50107	Figueruelas	2	Estudios profesionales agrarios
50107	Figueruelas	39	Experiencia agraria exclusivamente
50107	Figueruelas	7	Otra formación agraria o cursos agrarios
50108	Fombuena	1	Estudios profesionales agrarios
50108	Fombuena	1	Estudios universitarios agrarios
50108	Fombuena	13	Experiencia agraria exclusivamente
50108	Fombuena	2	Otra formación agraria o cursos agrarios
50109	Frago (El)	2	Estudios profesionales agrarios
50109	Frago (El)	12	Experiencia agraria exclusivamente
50109	Frago (El)	1	Otra formación agraria o cursos agrarios
50110	Frasno (El)	5	Estudios profesionales agrarios
50110	Frasno (El)	3	Estudios universitarios agrarios
50110	Frasno (El)	139	Experiencia agraria exclusivamente
50110	Frasno (El)	21	Otra formación agraria o cursos agrarios
50111	Fréscano	2	Estudios profesionales agrarios
50111	Fréscano	2	Estudios universitarios agrarios
50111	Fréscano	27	Experiencia agraria exclusivamente
50111	Fréscano	4	Otra formación agraria o cursos agrarios
50113	Fuendejalón	13	Estudios profesionales agrarios
50113	Fuendejalón	1	Estudios universitarios agrarios
50113	Fuendejalón	209	Experiencia agraria exclusivamente
50113	Fuendejalón	25	Otra formación agraria o cursos agrarios
50114	Fuendetodos	1	Estudios universitarios agrarios
50114	Fuendetodos	24	Experiencia agraria exclusivamente
50114	Fuendetodos	3	Otra formación agraria o cursos agrarios
50115	Fuentes de Ebro	21	Estudios profesionales agrarios
50115	Fuentes de Ebro	4	Estudios universitarios agrarios
50115	Fuentes de Ebro	273	Experiencia agraria exclusivamente
50115	Fuentes de Ebro	27	Otra formación agraria o cursos agrarios
50116	Fuentes de Jiloca	1	Estudios profesionales agrarios
50116	Fuentes de Jiloca	2	Estudios universitarios agrarios
50116	Fuentes de Jiloca	43	Experiencia agraria exclusivamente
50116	Fuentes de Jiloca	7	Otra formación agraria o cursos agrarios
50117	Gallocanta	7	Estudios profesionales agrarios
50117	Gallocanta	1	Estudios universitarios agrarios
50117	Gallocanta	27	Experiencia agraria exclusivamente
50117	Gallocanta	8	Otra formación agraria o cursos agrarios
50118	Gallur	7	Estudios profesionales agrarios
50118	Gallur	93	Experiencia agraria exclusivamente
50118	Gallur	20	Otra formación agraria o cursos agrarios
50119	Gelsa	10	Estudios profesionales agrarios
50119	Gelsa	1	Estudios universitarios agrarios
50119	Gelsa	121	Experiencia agraria exclusivamente
50119	Gelsa	43	Otra formación agraria o cursos agrarios
50120	Godojos	18	Experiencia agraria exclusivamente
50120	Godojos	3	Otra formación agraria o cursos agrarios
50121	Gotor	1	Estudios profesionales agrarios
50121	Gotor	1	Estudios universitarios agrarios
50121	Gotor	45	Experiencia agraria exclusivamente
50121	Gotor	3	Otra formación agraria o cursos agrarios
50122	Grisel	2	Estudios profesionales agrarios
50122	Grisel	13	Experiencia agraria exclusivamente
50122	Grisel	3	Otra formación agraria o cursos agrarios
50123	Grisén	1	Estudios profesionales agrarios
50123	Grisén	18	Experiencia agraria exclusivamente
50123	Grisén	2	Otra formación agraria o cursos agrarios
50124	Herrera de los Navarros	13	Estudios profesionales agrarios
50124	Herrera de los Navarros	2	Estudios universitarios agrarios
50124	Herrera de los Navarros	97	Experiencia agraria exclusivamente
50124	Herrera de los Navarros	17	Otra formación agraria o cursos agrarios
50125	Ibdes	2	Estudios universitarios agrarios
50125	Ibdes	66	Experiencia agraria exclusivamente
50125	Ibdes	13	Otra formación agraria o cursos agrarios
50126	Illueca	1	Estudios profesionales agrarios
50126	Illueca	91	Experiencia agraria exclusivamente
50126	Illueca	2	Otra formación agraria o cursos agrarios
50128	Isuerre	1	Estudios profesionales agrarios
50128	Isuerre	9	Experiencia agraria exclusivamente
50128	Isuerre	1	Otra formación agraria o cursos agrarios
50129	Jaraba	26	Experiencia agraria exclusivamente
50129	Jaraba	2	Otra formación agraria o cursos agrarios
50130	Jarque	1	Estudios profesionales agrarios
50130	Jarque	106	Experiencia agraria exclusivamente
50130	Jarque	5	Otra formación agraria o cursos agrarios
50131	Jaulín	2	Estudios universitarios agrarios
50131	Jaulín	42	Experiencia agraria exclusivamente
50131	Jaulín	3	Otra formación agraria o cursos agrarios
50132	Joyosa (La)	2	Estudios profesionales agrarios
50132	Joyosa (La)	16	Experiencia agraria exclusivamente
50132	Joyosa (La)	2	Otra formación agraria o cursos agrarios
50133	Lagata	4	Estudios profesionales agrarios
50133	Lagata	20	Experiencia agraria exclusivamente
50133	Lagata	1	Otra formación agraria o cursos agrarios
50134	Langa del Castillo	7	Estudios profesionales agrarios
50134	Langa del Castillo	1	Estudios universitarios agrarios
50134	Langa del Castillo	48	Experiencia agraria exclusivamente
50134	Langa del Castillo	8	Otra formación agraria o cursos agrarios
50135	Layana	2	Estudios profesionales agrarios
50135	Layana	2	Experiencia agraria exclusivamente
50135	Layana	2	Otra formación agraria o cursos agrarios
50136	Lécera	3	Estudios profesionales agrarios
50136	Lécera	1	Estudios universitarios agrarios
50136	Lécera	144	Experiencia agraria exclusivamente
50136	Lécera	13	Otra formación agraria o cursos agrarios
50137	Leciñena	5	Estudios profesionales agrarios
50137	Leciñena	3	Estudios universitarios agrarios
50137	Leciñena	169	Experiencia agraria exclusivamente
50137	Leciñena	25	Otra formación agraria o cursos agrarios
50138	Lechón	1	Estudios profesionales agrarios
50138	Lechón	1	Estudios universitarios agrarios
50138	Lechón	8	Experiencia agraria exclusivamente
50138	Lechón	2	Otra formación agraria o cursos agrarios
50139	Letux	1	Estudios profesionales agrarios
50139	Letux	61	Experiencia agraria exclusivamente
50139	Letux	12	Otra formación agraria o cursos agrarios
50140	Litago	21	Experiencia agraria exclusivamente
50141	Lituénigo	2	Estudios profesionales agrarios
50141	Lituénigo	19	Experiencia agraria exclusivamente
50141	Lituénigo	1	Otra formación agraria o cursos agrarios
50142	Lobera de Onsella	2	Estudios profesionales agrarios
50142	Lobera de Onsella	12	Experiencia agraria exclusivamente
50143	Longares	3	Estudios profesionales agrarios
50143	Longares	4	Estudios universitarios agrarios
50143	Longares	169	Experiencia agraria exclusivamente
50143	Longares	11	Otra formación agraria o cursos agrarios
50144	Longás	5	Experiencia agraria exclusivamente
50144	Longás	2	Otra formación agraria o cursos agrarios
50146	Lucena de Jalón	2	Estudios profesionales agrarios
50146	Lucena de Jalón	1	Estudios universitarios agrarios
50146	Lucena de Jalón	34	Experiencia agraria exclusivamente
50146	Lucena de Jalón	9	Otra formación agraria o cursos agrarios
50147	Luceni	5	Estudios profesionales agrarios
50147	Luceni	1	Estudios universitarios agrarios
50147	Luceni	42	Experiencia agraria exclusivamente
50147	Luceni	5	Otra formación agraria o cursos agrarios
50148	Luesia	10	Estudios profesionales agrarios
50148	Luesia	1	Estudios universitarios agrarios
50148	Luesia	41	Experiencia agraria exclusivamente
50148	Luesia	12	Otra formación agraria o cursos agrarios
50149	Luesma	11	Experiencia agraria exclusivamente
50150	Lumpiaque	1	Estudios profesionales agrarios
50150	Lumpiaque	2	Estudios universitarios agrarios
50150	Lumpiaque	96	Experiencia agraria exclusivamente
50150	Lumpiaque	8	Otra formación agraria o cursos agrarios
50151	Luna	8	Estudios profesionales agrarios
50151	Luna	11	Estudios universitarios agrarios
50151	Luna	180	Experiencia agraria exclusivamente
50151	Luna	32	Otra formación agraria o cursos agrarios
50152	Maella	22	Estudios profesionales agrarios
50152	Maella	2	Estudios universitarios agrarios
50152	Maella	323	Experiencia agraria exclusivamente
50152	Maella	47	Otra formación agraria o cursos agrarios
50153	Magallón	8	Estudios profesionales agrarios
50153	Magallón	3	Estudios universitarios agrarios
50153	Magallón	154	Experiencia agraria exclusivamente
50153	Magallón	12	Otra formación agraria o cursos agrarios
50154	Mainar	4	Estudios profesionales agrarios
50154	Mainar	17	Experiencia agraria exclusivamente
50154	Mainar	4	Otra formación agraria o cursos agrarios
50155	Malanquilla	22	Experiencia agraria exclusivamente
50155	Malanquilla	5	Otra formación agraria o cursos agrarios
50156	Maleján	3	Experiencia agraria exclusivamente
50156	Maleján	1	Otra formación agraria o cursos agrarios
50157	Malón	1	Estudios profesionales agrarios
50157	Malón	56	Experiencia agraria exclusivamente
50157	Malón	1	Otra formación agraria o cursos agrarios
50159	Maluenda	1	Estudios profesionales agrarios
50159	Maluenda	108	Experiencia agraria exclusivamente
50159	Maluenda	8	Otra formación agraria o cursos agrarios
50160	Mallén	7	Estudios profesionales agrarios
50160	Mallén	2	Estudios universitarios agrarios
50160	Mallén	134	Experiencia agraria exclusivamente
50160	Mallén	17	Otra formación agraria o cursos agrarios
50161	Manchones	2	Estudios profesionales agrarios
50161	Manchones	19	Experiencia agraria exclusivamente
50161	Manchones	1	Otra formación agraria o cursos agrarios
50162	Mara	1	Estudios profesionales agrarios
50162	Mara	1	Estudios universitarios agrarios
50162	Mara	40	Experiencia agraria exclusivamente
50162	Mara	11	Otra formación agraria o cursos agrarios
50163	María de Huerva	1	Estudios profesionales agrarios
50163	María de Huerva	33	Experiencia agraria exclusivamente
50163	María de Huerva	2	Otra formación agraria o cursos agrarios
50164	Mediana de Aragón	9	Estudios profesionales agrarios
50164	Mediana de Aragón	5	Estudios universitarios agrarios
50164	Mediana de Aragón	36	Experiencia agraria exclusivamente
50164	Mediana de Aragón	4	Otra formación agraria o cursos agrarios
50165	Mequinenza	17	Estudios profesionales agrarios
50165	Mequinenza	5	Estudios universitarios agrarios
50165	Mequinenza	278	Experiencia agraria exclusivamente
50165	Mequinenza	35	Otra formación agraria o cursos agrarios
50166	Mesones de Isuela	1	Estudios profesionales agrarios
50166	Mesones de Isuela	1	Estudios universitarios agrarios
50166	Mesones de Isuela	73	Experiencia agraria exclusivamente
50166	Mesones de Isuela	15	Otra formación agraria o cursos agrarios
50167	Mezalocha	4	Estudios profesionales agrarios
50167	Mezalocha	1	Estudios universitarios agrarios
50167	Mezalocha	37	Experiencia agraria exclusivamente
50167	Mezalocha	2	Otra formación agraria o cursos agrarios
50168	Mianos	1	Estudios profesionales agrarios
50168	Mianos	4	Experiencia agraria exclusivamente
50168	Mianos	3	Otra formación agraria o cursos agrarios
50169	Miedes de Aragón	6	Estudios profesionales agrarios
50169	Miedes de Aragón	86	Experiencia agraria exclusivamente
50169	Miedes de Aragón	20	Otra formación agraria o cursos agrarios
50170	Monegrillo	4	Estudios profesionales agrarios
50170	Monegrillo	1	Estudios universitarios agrarios
50170	Monegrillo	130	Experiencia agraria exclusivamente
50170	Monegrillo	13	Otra formación agraria o cursos agrarios
50171	Moneva	1	Estudios profesionales agrarios
50171	Moneva	52	Experiencia agraria exclusivamente
50171	Moneva	5	Otra formación agraria o cursos agrarios
50172	Monreal de Ariza	3	Estudios profesionales agrarios
50172	Monreal de Ariza	2	Estudios universitarios agrarios
50172	Monreal de Ariza	37	Experiencia agraria exclusivamente
50172	Monreal de Ariza	10	Otra formación agraria o cursos agrarios
50173	Monterde	29	Experiencia agraria exclusivamente
50173	Monterde	5	Otra formación agraria o cursos agrarios
50174	Montón	1	Estudios profesionales agrarios
50174	Montón	23	Experiencia agraria exclusivamente
50174	Montón	3	Otra formación agraria o cursos agrarios
50175	Morata de Jalón	1	Estudios profesionales agrarios
50175	Morata de Jalón	159	Experiencia agraria exclusivamente
50175	Morata de Jalón	29	Otra formación agraria o cursos agrarios
50176	Morata de Jiloca	4	Estudios profesionales agrarios
50176	Morata de Jiloca	2	Estudios universitarios agrarios
50176	Morata de Jiloca	47	Experiencia agraria exclusivamente
50176	Morata de Jiloca	9	Otra formación agraria o cursos agrarios
50177	Morés	47	Experiencia agraria exclusivamente
50177	Morés	2	Otra formación agraria o cursos agrarios
50178	Moros	1	Estudios universitarios agrarios
50178	Moros	82	Experiencia agraria exclusivamente
50178	Moros	13	Otra formación agraria o cursos agrarios
50179	Moyuela	2	Estudios profesionales agrarios
50179	Moyuela	40	Experiencia agraria exclusivamente
50179	Moyuela	8	Otra formación agraria o cursos agrarios
50180	Mozota	14	Experiencia agraria exclusivamente
50181	Muel	4	Estudios profesionales agrarios
50181	Muel	3	Estudios universitarios agrarios
50181	Muel	92	Experiencia agraria exclusivamente
50181	Muel	5	Otra formación agraria o cursos agrarios
50182	Muela (La)	8	Estudios profesionales agrarios
50182	Muela (La)	3	Estudios universitarios agrarios
50182	Muela (La)	116	Experiencia agraria exclusivamente
50182	Muela (La)	15	Otra formación agraria o cursos agrarios
50183	Munébrega	2	Estudios profesionales agrarios
50183	Munébrega	97	Experiencia agraria exclusivamente
50183	Munébrega	15	Otra formación agraria o cursos agrarios
50184	Murero	3	Estudios profesionales agrarios
50184	Murero	19	Experiencia agraria exclusivamente
50184	Murero	5	Otra formación agraria o cursos agrarios
50185	Murillo de Gállego	4	Estudios profesionales agrarios
50185	Murillo de Gállego	23	Experiencia agraria exclusivamente
50185	Murillo de Gállego	1	Otra formación agraria o cursos agrarios
50186	Navardún	3	Estudios profesionales agrarios
50186	Navardún	21	Experiencia agraria exclusivamente
50186	Navardún	3	Otra formación agraria o cursos agrarios
50187	Nigüella	20	Experiencia agraria exclusivamente
50187	Nigüella	1	Otra formación agraria o cursos agrarios
50188	Nombrevilla	6	Experiencia agraria exclusivamente
50188	Nombrevilla	4	Otra formación agraria o cursos agrarios
50189	Nonaspe	4	Estudios profesionales agrarios
50189	Nonaspe	160	Experiencia agraria exclusivamente
50189	Nonaspe	34	Otra formación agraria o cursos agrarios
50190	Novallas	3	Estudios profesionales agrarios
50190	Novallas	103	Experiencia agraria exclusivamente
50190	Novallas	4	Otra formación agraria o cursos agrarios
50191	Novillas	11	Estudios profesionales agrarios
50191	Novillas	1	Estudios universitarios agrarios
50191	Novillas	93	Experiencia agraria exclusivamente
50191	Novillas	15	Otra formación agraria o cursos agrarios
50192	Nuévalos	12	Experiencia agraria exclusivamente
50192	Nuévalos	2	Otra formación agraria o cursos agrarios
50193	Nuez de Ebro	1	Estudios profesionales agrarios
50193	Nuez de Ebro	16	Experiencia agraria exclusivamente
50193	Nuez de Ebro	4	Otra formación agraria o cursos agrarios
50194	Olvés	4	Estudios universitarios agrarios
50194	Olvés	39	Experiencia agraria exclusivamente
50194	Olvés	8	Otra formación agraria o cursos agrarios
50195	Orcajo	16	Experiencia agraria exclusivamente
50195	Orcajo	1	Otra formación agraria o cursos agrarios
50196	Orera	2	Estudios universitarios agrarios
50196	Orera	33	Experiencia agraria exclusivamente
50196	Orera	6	Otra formación agraria o cursos agrarios
50197	Orés	4	Estudios profesionales agrarios
50197	Orés	1	Estudios universitarios agrarios
50197	Orés	29	Experiencia agraria exclusivamente
50197	Orés	6	Otra formación agraria o cursos agrarios
50198	Oseja	11	Experiencia agraria exclusivamente
50198	Oseja	1	Otra formación agraria o cursos agrarios
50199	Osera de Ebro	3	Estudios profesionales agrarios
50199	Osera de Ebro	20	Experiencia agraria exclusivamente
50199	Osera de Ebro	7	Otra formación agraria o cursos agrarios
50200	Paniza	5	Estudios profesionales agrarios
50200	Paniza	185	Experiencia agraria exclusivamente
50200	Paniza	18	Otra formación agraria o cursos agrarios
50201	Paracuellos de Jiloca	2	Estudios profesionales agrarios
50201	Paracuellos de Jiloca	1	Estudios universitarios agrarios
50201	Paracuellos de Jiloca	56	Experiencia agraria exclusivamente
50201	Paracuellos de Jiloca	6	Otra formación agraria o cursos agrarios
50202	Paracuellos de la Ribera	1	Estudios universitarios agrarios
50202	Paracuellos de la Ribera	52	Experiencia agraria exclusivamente
50202	Paracuellos de la Ribera	3	Otra formación agraria o cursos agrarios
50203	Pastriz	7	Estudios profesionales agrarios
50203	Pastriz	2	Estudios universitarios agrarios
50203	Pastriz	35	Experiencia agraria exclusivamente
50203	Pastriz	4	Otra formación agraria o cursos agrarios
50204	Pedrola	10	Estudios profesionales agrarios
50204	Pedrola	5	Estudios universitarios agrarios
50204	Pedrola	150	Experiencia agraria exclusivamente
50204	Pedrola	7	Otra formación agraria o cursos agrarios
50205	Pedrosas (Las)	3	Estudios profesionales agrarios
50205	Pedrosas (Las)	17	Experiencia agraria exclusivamente
50205	Pedrosas (Las)	2	Otra formación agraria o cursos agrarios
50206	Perdiguera	12	Estudios profesionales agrarios
50206	Perdiguera	1	Estudios universitarios agrarios
50206	Perdiguera	70	Experiencia agraria exclusivamente
50206	Perdiguera	19	Otra formación agraria o cursos agrarios
50207	Piedratajada	3	Estudios profesionales agrarios
50207	Piedratajada	12	Experiencia agraria exclusivamente
50207	Piedratajada	2	Otra formación agraria o cursos agrarios
50208	Pina de Ebro	19	Estudios profesionales agrarios
50208	Pina de Ebro	10	Estudios universitarios agrarios
50208	Pina de Ebro	258	Experiencia agraria exclusivamente
50208	Pina de Ebro	38	Otra formación agraria o cursos agrarios
50209	Pinseque	3	Estudios profesionales agrarios
50209	Pinseque	43	Experiencia agraria exclusivamente
50209	Pinseque	11	Otra formación agraria o cursos agrarios
50210	Pintanos (Los)	2	Estudios profesionales agrarios
50210	Pintanos (Los)	13	Experiencia agraria exclusivamente
50210	Pintanos (Los)	2	Otra formación agraria o cursos agrarios
50211	Plasencia de Jalón	3	Estudios universitarios agrarios
50211	Plasencia de Jalón	37	Experiencia agraria exclusivamente
50211	Plasencia de Jalón	8	Otra formación agraria o cursos agrarios
50212	Pleitas	1	Estudios profesionales agrarios
50212	Pleitas	6	Experiencia agraria exclusivamente
50212	Pleitas	1	Otra formación agraria o cursos agrarios
50213	Plenas	35	Experiencia agraria exclusivamente
50213	Plenas	1	Otra formación agraria o cursos agrarios
50214	Pomer	1	Experiencia agraria exclusivamente
50214	Pomer	2	Otra formación agraria o cursos agrarios
50215	Pozuel de Ariza	5	Experiencia agraria exclusivamente
50215	Pozuel de Ariza	3	Otra formación agraria o cursos agrarios
50216	Pozuelo de Aragón	4	Estudios profesionales agrarios
50216	Pozuelo de Aragón	1	Estudios universitarios agrarios
50216	Pozuelo de Aragón	42	Experiencia agraria exclusivamente
50216	Pozuelo de Aragón	10	Otra formación agraria o cursos agrarios
50217	Pradilla de Ebro	2	Estudios profesionales agrarios
50217	Pradilla de Ebro	67	Experiencia agraria exclusivamente
50217	Pradilla de Ebro	8	Otra formación agraria o cursos agrarios
50218	Puebla de Albortón	2	Estudios universitarios agrarios
50218	Puebla de Albortón	59	Experiencia agraria exclusivamente
50218	Puebla de Albortón	3	Otra formación agraria o cursos agrarios
50219	Puebla de Alfindén (La)	4	Estudios profesionales agrarios
50219	Puebla de Alfindén (La)	1	Estudios universitarios agrarios
50219	Puebla de Alfindén (La)	34	Experiencia agraria exclusivamente
50219	Puebla de Alfindén (La)	1	Otra formación agraria o cursos agrarios
50220	Puendeluna	1	Estudios profesionales agrarios
50220	Puendeluna	8	Experiencia agraria exclusivamente
50221	Purujosa	2	Experiencia agraria exclusivamente
50221	Purujosa	2	Otra formación agraria o cursos agrarios
50222	Quinto	19	Estudios profesionales agrarios
50222	Quinto	3	Estudios universitarios agrarios
50222	Quinto	185	Experiencia agraria exclusivamente
50222	Quinto	29	Otra formación agraria o cursos agrarios
50223	Remolinos	4	Estudios profesionales agrarios
50223	Remolinos	57	Experiencia agraria exclusivamente
50223	Remolinos	6	Otra formación agraria o cursos agrarios
50224	Retascón	4	Estudios profesionales agrarios
50224	Retascón	1	Estudios universitarios agrarios
50224	Retascón	30	Experiencia agraria exclusivamente
50224	Retascón	5	Otra formación agraria o cursos agrarios
50225	Ricla	9	Estudios profesionales agrarios
50225	Ricla	10	Estudios universitarios agrarios
50225	Ricla	278	Experiencia agraria exclusivamente
50225	Ricla	42	Otra formación agraria o cursos agrarios
50227	Romanos	4	Estudios profesionales agrarios
50227	Romanos	27	Experiencia agraria exclusivamente
50227	Romanos	4	Otra formación agraria o cursos agrarios
50228	Rueda de Jalón	7	Estudios profesionales agrarios
50228	Rueda de Jalón	1	Estudios universitarios agrarios
50228	Rueda de Jalón	88	Experiencia agraria exclusivamente
50228	Rueda de Jalón	15	Otra formación agraria o cursos agrarios
50229	Ruesca	16	Experiencia agraria exclusivamente
50229	Ruesca	6	Otra formación agraria o cursos agrarios
50230	Sádaba	32	Estudios profesionales agrarios
50230	Sádaba	2	Estudios universitarios agrarios
50230	Sádaba	159	Experiencia agraria exclusivamente
50230	Sádaba	43	Otra formación agraria o cursos agrarios
50231	Salillas de Jalón	2	Estudios profesionales agrarios
50231	Salillas de Jalón	7	Experiencia agraria exclusivamente
50231	Salillas de Jalón	2	Otra formación agraria o cursos agrarios
50232	Salvatierra de Esca	17	Experiencia agraria exclusivamente
50232	Salvatierra de Esca	2	Otra formación agraria o cursos agrarios
50233	Samper del Salz	5	Experiencia agraria exclusivamente
50233	Samper del Salz	1	Otra formación agraria o cursos agrarios
50234	San Martín de la Virgen de Moncayo	12	Experiencia agraria exclusivamente
50234	San Martín de la Virgen de Moncayo	3	Otra formación agraria o cursos agrarios
50235	San Mateo de Gállego	11	Estudios profesionales agrarios
50235	San Mateo de Gállego	1	Estudios universitarios agrarios
50235	San Mateo de Gállego	74	Experiencia agraria exclusivamente
50235	San Mateo de Gállego	15	Otra formación agraria o cursos agrarios
50236	Santa Cruz de Grío	2	Estudios profesionales agrarios
50236	Santa Cruz de Grío	53	Experiencia agraria exclusivamente
50236	Santa Cruz de Grío	5	Otra formación agraria o cursos agrarios
50237	Santa Cruz de Moncayo	18	Experiencia agraria exclusivamente
50237	Santa Cruz de Moncayo	1	Otra formación agraria o cursos agrarios
50238	Santa Eulalia de Gállego	16	Experiencia agraria exclusivamente
50238	Santa Eulalia de Gállego	1	Otra formación agraria o cursos agrarios
50239	Santed	5	Estudios profesionales agrarios
50239	Santed	13	Experiencia agraria exclusivamente
50239	Santed	1	Otra formación agraria o cursos agrarios
50240	Sástago	10	Estudios profesionales agrarios
50240	Sástago	130	Experiencia agraria exclusivamente
50240	Sástago	28	Otra formación agraria o cursos agrarios
50241	Saviñán	3	Estudios profesionales agrarios
50241	Saviñán	3	Estudios universitarios agrarios
50241	Saviñán	70	Experiencia agraria exclusivamente
