Municipio código	Municipio nombre	Subespecie ganadería descripción	Especie ganadería descripción	Subespecie ganadería código	Especie ganadería código	Número de cabezas
22046	Ballobar	Bovinos de menos de un año	Bovinos	14	1	394
22046	Ballobar	Cabras madres y chivas de reposición	Caprinos	31	3	82
22046	Ballobar	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	491
22046	Ballobar	Conejas madres	Conejas madres	71	7	5507
22046	Ballobar	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
22046	Ballobar	Gallinas ponedoras	Aves	61	6	68
22046	Ballobar	Lechones de menos de 20 kg	Porcinos	52	5	1570
22046	Ballobar	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	5
22046	Ballobar	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	23
22046	Ballobar	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	901
22046	Ballobar	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4573
22046	Ballobar	Ovejas madres y corderas para reposición	Ovinos	21	2	7466
22046	Ballobar	Pollos de carne	Aves	62	6	20030
22047	Banastás	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	10
22047	Banastás	Ovejas madres y corderas para reposición	Ovinos	21	2	42
22048	Barbastro	Bovinos de entre uno y dos años	Bovinos	13	1	1160
22048	Barbastro	Bovinos de menos de un año	Bovinos	14	1	570
22048	Barbastro	Cabras madres y chivas de reposición	Caprinos	31	3	51
22048	Barbastro	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	3513
22048	Barbastro	Colmenas	Colmenas	81	8	650
22048	Barbastro	Conejas madres	Conejas madres	71	7	909
22048	Barbastro	Equinos (caballos, mulas y asnos)	Equinos	41	4	18
22048	Barbastro	Gallinas ponedoras	Aves	61	6	114
22048	Barbastro	Lechones de menos de 20 kg	Porcinos	52	5	11530
22048	Barbastro	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	40
22048	Barbastro	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	19
22048	Barbastro	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	488
22048	Barbastro	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	13141
22048	Barbastro	Ovejas madres y corderas para reposición	Ovinos	21	2	3486
22048	Barbastro	Pollos de carne	Aves	62	6	45
22048	Barbastro	Vacas	Bovinos	11	1	83
22049	Barbués	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1300
22049	Barbués	Lechones de menos de 20 kg	Porcinos	52	5	4000
22049	Barbués	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	6692
22051	Bárcabo	Bovinos de entre uno y dos años	Bovinos	13	1	385
22051	Bárcabo	Bovinos de menos de un año	Bovinos	14	1	4337
22051	Bárcabo	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	300
22051	Bárcabo	Colmenas	Colmenas	81	8	50
22051	Bárcabo	Conejas madres	Conejas madres	71	7	8
22051	Bárcabo	Gallinas ponedoras	Aves	61	6	26
22051	Bárcabo	Lechones de menos de 20 kg	Porcinos	52	5	1100
22051	Bárcabo	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	12
22051	Bárcabo	Otros bovinos de dos años o más	Bovinos	12	1	1
22051	Bárcabo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	43
22051	Bárcabo	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2020
22051	Bárcabo	Ovejas madres y corderas para reposición	Ovinos	21	2	1872
22051	Bárcabo	Vacas	Bovinos	11	1	6
22052	Belver de Cinca	Bovinos de entre uno y dos años	Bovinos	13	1	514
22052	Belver de Cinca	Bovinos de menos de un año	Bovinos	14	1	2629
22052	Belver de Cinca	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	4170
22052	Belver de Cinca	Colmenas	Colmenas	81	8	51
22052	Belver de Cinca	Equinos (caballos, mulas y asnos)	Equinos	41	4	80
22052	Belver de Cinca	Gallinas ponedoras	Aves	61	6	58
22052	Belver de Cinca	Lechones de menos de 20 kg	Porcinos	52	5	1505
22052	Belver de Cinca	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	4
22052	Belver de Cinca	Otros bovinos de dos años o más	Bovinos	12	1	467
22052	Belver de Cinca	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	200
22052	Belver de Cinca	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	43911
22052	Belver de Cinca	Ovejas madres y corderas para reposición	Ovinos	21	2	3014
22052	Belver de Cinca	Pollos de carne	Aves	62	6	22
22052	Belver de Cinca	Vacas	Bovinos	11	1	94
22053	Benabarre	Bovinos de entre uno y dos años	Bovinos	13	1	12
22053	Benabarre	Bovinos de menos de un año	Bovinos	14	1	1478
22053	Benabarre	Cabras madres y chivas de reposición	Caprinos	31	3	715
22053	Benabarre	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	5084
22053	Benabarre	Colmenas	Colmenas	81	8	669
22053	Benabarre	Conejas madres	Conejas madres	71	7	68
22053	Benabarre	Equinos (caballos, mulas y asnos)	Equinos	41	4	11
22053	Benabarre	Gallinas ponedoras	Aves	61	6	10167
22053	Benabarre	Lechones de menos de 20 kg	Porcinos	52	5	7183
22053	Benabarre	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	37
22053	Benabarre	Otros bovinos de dos años o más	Bovinos	12	1	19
22053	Benabarre	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	39
22053	Benabarre	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	412
22053	Benabarre	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	39519
22053	Benabarre	Ovejas madres y corderas para reposición	Ovinos	21	2	7230
22053	Benabarre	Pollos de carne	Aves	62	6	110032
22053	Benabarre	Vacas	Bovinos	11	1	62
22054	Benasque	Bovinos de entre uno y dos años	Bovinos	13	1	547
22054	Benasque	Bovinos de menos de un año	Bovinos	14	1	3460
22054	Benasque	Cabras madres y chivas de reposición	Caprinos	31	3	107
22054	Benasque	Conejas madres	Conejas madres	71	7	3
22054	Benasque	Equinos (caballos, mulas y asnos)	Equinos	41	4	50
22054	Benasque	Gallinas ponedoras	Aves	61	6	32
22054	Benasque	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	30
22054	Benasque	Otros bovinos de dos años o más	Bovinos	12	1	51
22054	Benasque	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	31
22054	Benasque	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	40
22054	Benasque	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2159
22054	Benasque	Ovejas madres y corderas para reposición	Ovinos	21	2	3386
22054	Benasque	Pollos de carne	Aves	62	6	20028
22054	Benasque	Vacas	Bovinos	11	1	347
22055	Berbegal	Bovinos de entre uno y dos años	Bovinos	13	1	70
22055	Berbegal	Bovinos de menos de un año	Bovinos	14	1	243
22055	Berbegal	Cabras madres y chivas de reposición	Caprinos	31	3	20
22055	Berbegal	Colmenas	Colmenas	81	8	412
22055	Berbegal	Equinos (caballos, mulas y asnos)	Equinos	41	4	2
22055	Berbegal	Gallinas ponedoras	Aves	61	6	18
22055	Berbegal	Otros bovinos de dos años o más	Bovinos	12	1	30
22055	Berbegal	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
22055	Berbegal	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	219
22055	Berbegal	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	8840
22055	Berbegal	Ovejas madres y corderas para reposición	Ovinos	21	2	820
22055	Berbegal	Pollos de carne	Aves	62	6	15000
22055	Berbegal	Vacas	Bovinos	11	1	160
22057	Bielsa	Bovinos de entre uno y dos años	Bovinos	13	1	33
22057	Bielsa	Bovinos de menos de un año	Bovinos	14	1	62
22057	Bielsa	Cabras madres y chivas de reposición	Caprinos	31	3	190
22057	Bielsa	Conejas madres	Conejas madres	71	7	9
22057	Bielsa	Equinos (caballos, mulas y asnos)	Equinos	41	4	6
22057	Bielsa	Gallinas ponedoras	Aves	61	6	36
22057	Bielsa	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	10
22057	Bielsa	Otros bovinos de dos años o más	Bovinos	12	1	28
22057	Bielsa	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	19
22057	Bielsa	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	24
22057	Bielsa	Ovejas madres y corderas para reposición	Ovinos	21	2	630
22057	Bielsa	Pollos de carne	Aves	62	6	4
22057	Bielsa	Vacas	Bovinos	11	1	385
22058	Bierge	Bovinos de entre uno y dos años	Bovinos	13	1	247
22058	Bierge	Bovinos de menos de un año	Bovinos	14	1	4382
22058	Bierge	Cabras madres y chivas de reposición	Caprinos	31	3	100
22058	Bierge	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	108
22058	Bierge	Colmenas	Colmenas	81	8	300
22058	Bierge	Conejas madres	Conejas madres	71	7	1
22058	Bierge	Equinos (caballos, mulas y asnos)	Equinos	41	4	4
22058	Bierge	Gallinas ponedoras	Aves	61	6	12
22058	Bierge	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	98
22058	Bierge	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	63
22058	Bierge	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	1617
22058	Bierge	Ovejas madres y corderas para reposición	Ovinos	21	2	2697
22059	Biescas	Bovinos de entre uno y dos años	Bovinos	13	1	301
22059	Biescas	Bovinos de menos de un año	Bovinos	14	1	619
22059	Biescas	Cabras madres y chivas de reposición	Caprinos	31	3	53
22059	Biescas	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	2
22059	Biescas	Conejas madres	Conejas madres	71	7	33
22059	Biescas	Equinos (caballos, mulas y asnos)	Equinos	41	4	78
22059	Biescas	Gallinas ponedoras	Aves	61	6	186
22059	Biescas	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	11
22059	Biescas	Otros bovinos de dos años o más	Bovinos	12	1	294
22059	Biescas	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	4
22059	Biescas	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	182
22059	Biescas	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4
22059	Biescas	Ovejas madres y corderas para reposición	Ovinos	21	2	2375
22059	Biescas	Pollos de carne	Aves	62	6	72
22059	Biescas	Vacas	Bovinos	11	1	1120
22060	Binaced	Bovinos de entre uno y dos años	Bovinos	13	1	2389
22060	Binaced	Bovinos de menos de un año	Bovinos	14	1	1518
22060	Binaced	Cabras madres y chivas de reposición	Caprinos	31	3	181
22060	Binaced	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	6312
22060	Binaced	Conejas madres	Conejas madres	71	7	5
22060	Binaced	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
22060	Binaced	Gallinas ponedoras	Aves	61	6	57
22060	Binaced	Lechones de menos de 20 kg	Porcinos	52	5	9720
22060	Binaced	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	6
22060	Binaced	Otros bovinos de dos años o más	Bovinos	12	1	1
22060	Binaced	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	16
22060	Binaced	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	1048
22060	Binaced	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	28256
22060	Binaced	Ovejas madres y corderas para reposición	Ovinos	21	2	3846
22060	Binaced	Pollos de carne	Aves	62	6	230021
22060	Binaced	Vacas	Bovinos	11	1	119
22061	Binéfar	Bovinos de entre uno y dos años	Bovinos	13	1	406
22061	Binéfar	Bovinos de menos de un año	Bovinos	14	1	3046
22061	Binéfar	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1040
22061	Binéfar	Colmenas	Colmenas	81	8	400
22061	Binéfar	Conejas madres	Conejas madres	71	7	380
22061	Binéfar	Gallinas ponedoras	Aves	61	6	35
22061	Binéfar	Lechones de menos de 20 kg	Porcinos	52	5	3150
22061	Binéfar	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	50004
22061	Binéfar	Otros bovinos de dos años o más	Bovinos	12	1	244
22061	Binéfar	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	6
22061	Binéfar	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4666
22061	Binéfar	Ovejas madres y corderas para reposición	Ovinos	21	2	314
22061	Binéfar	Pollos de carne	Aves	62	6	27
22061	Binéfar	Vacas	Bovinos	11	1	80
22062	Bisaurri	Bovinos de entre uno y dos años	Bovinos	13	1	129
22062	Bisaurri	Bovinos de menos de un año	Bovinos	14	1	434
22062	Bisaurri	Cabras madres y chivas de reposición	Caprinos	31	3	95
22062	Bisaurri	Colmenas	Colmenas	81	8	22
22062	Bisaurri	Conejas madres	Conejas madres	71	7	138
22062	Bisaurri	Equinos (caballos, mulas y asnos)	Equinos	41	4	99
22062	Bisaurri	Gallinas ponedoras	Aves	61	6	68
22062	Bisaurri	Otros bovinos de dos años o más	Bovinos	12	1	133
22062	Bisaurri	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	22
22062	Bisaurri	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	534
22062	Bisaurri	Ovejas madres y corderas para reposición	Ovinos	21	2	3060
22062	Bisaurri	Vacas	Bovinos	11	1	915
22063	Biscarrués	Cabras madres y chivas de reposición	Caprinos	31	3	40
22063	Biscarrués	Conejas madres	Conejas madres	71	7	750
22063	Biscarrués	Gallinas ponedoras	Aves	61	6	30
22063	Biscarrués	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	4
22063	Biscarrués	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	32
22063	Biscarrués	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	6072
22063	Biscarrués	Ovejas madres y corderas para reposición	Ovinos	21	2	1156
22063	Biscarrués	Pollos de carne	Aves	62	6	38000
22064	Blecua y Torres	Bovinos de entre uno y dos años	Bovinos	13	1	230
22064	Blecua y Torres	Cabras madres y chivas de reposición	Caprinos	31	3	20
22064	Blecua y Torres	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	380
22064	Blecua y Torres	Equinos (caballos, mulas y asnos)	Equinos	41	4	30
22064	Blecua y Torres	Gallinas ponedoras	Aves	61	6	13
22064	Blecua y Torres	Lechones de menos de 20 kg	Porcinos	52	5	1850
22064	Blecua y Torres	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	10
22064	Blecua y Torres	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	11
22064	Blecua y Torres	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	14913
22064	Blecua y Torres	Ovejas madres y corderas para reposición	Ovinos	21	2	1370
22066	Boltaña	Bovinos de entre uno y dos años	Bovinos	13	1	590
22066	Boltaña	Bovinos de menos de un año	Bovinos	14	1	523
22066	Boltaña	Cabras madres y chivas de reposición	Caprinos	31	3	521
22066	Boltaña	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	5
22066	Boltaña	Colmenas	Colmenas	81	8	2
22066	Boltaña	Conejas madres	Conejas madres	71	7	4
22066	Boltaña	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
22066	Boltaña	Gallinas ponedoras	Aves	61	6	59
22066	Boltaña	Lechones de menos de 20 kg	Porcinos	52	5	25
22066	Boltaña	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	9
22066	Boltaña	Otros bovinos de dos años o más	Bovinos	12	1	110
22066	Boltaña	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	23
22066	Boltaña	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	822
22066	Boltaña	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	401
22066	Boltaña	Ovejas madres y corderas para reposición	Ovinos	21	2	3244
22066	Boltaña	Pollos de carne	Aves	62	6	21
22066	Boltaña	Vacas	Bovinos	11	1	589
22067	Bonansa	Bovinos de entre uno y dos años	Bovinos	13	1	227
22067	Bonansa	Bovinos de menos de un año	Bovinos	14	1	170
22067	Bonansa	Cabras madres y chivas de reposición	Caprinos	31	3	182
22067	Bonansa	Conejas madres	Conejas madres	71	7	1
22067	Bonansa	Gallinas ponedoras	Aves	61	6	32
22067	Bonansa	Otros bovinos de dos años o más	Bovinos	12	1	134
22067	Bonansa	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	32
22067	Bonansa	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	224
22067	Bonansa	Ovejas madres y corderas para reposición	Ovinos	21	2	2250
22067	Bonansa	Vacas	Bovinos	11	1	339
22068	Borau	Bovinos de entre uno y dos años	Bovinos	13	1	3
22068	Borau	Bovinos de menos de un año	Bovinos	14	1	56
22068	Borau	Cabras madres y chivas de reposición	Caprinos	31	3	8
22068	Borau	Gallinas ponedoras	Aves	61	6	14
22068	Borau	Otros bovinos de dos años o más	Bovinos	12	1	20
22068	Borau	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
22068	Borau	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	175
22068	Borau	Ovejas madres y corderas para reposición	Ovinos	21	2	1139
22068	Borau	Pollos de carne	Aves	62	6	14
22068	Borau	Vacas	Bovinos	11	1	159
22069	Broto	Bovinos de entre uno y dos años	Bovinos	13	1	210
22069	Broto	Bovinos de menos de un año	Bovinos	14	1	350
22069	Broto	Cabras madres y chivas de reposición	Caprinos	31	3	142
22069	Broto	Conejas madres	Conejas madres	71	7	8
22069	Broto	Equinos (caballos, mulas y asnos)	Equinos	41	4	65
22069	Broto	Gallinas ponedoras	Aves	61	6	73
22069	Broto	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	2
22069	Broto	Otros bovinos de dos años o más	Bovinos	12	1	270
22069	Broto	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	9
22069	Broto	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	79
22069	Broto	Ovejas madres y corderas para reposición	Ovinos	21	2	1355
22069	Broto	Vacas	Bovinos	11	1	1266
22072	Caldearenas	Bovinos de entre uno y dos años	Bovinos	13	1	1245
22072	Caldearenas	Bovinos de menos de un año	Bovinos	14	1	235
22072	Caldearenas	Cabras madres y chivas de reposición	Caprinos	31	3	70
22072	Caldearenas	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	880
22072	Caldearenas	Colmenas	Colmenas	81	8	68
22072	Caldearenas	Conejas madres	Conejas madres	71	7	5
22072	Caldearenas	Equinos (caballos, mulas y asnos)	Equinos	41	4	290
22072	Caldearenas	Gallinas ponedoras	Aves	61	6	42
22072	Caldearenas	Lechones de menos de 20 kg	Porcinos	52	5	1405
22072	Caldearenas	Otros bovinos de dos años o más	Bovinos	12	1	17
22072	Caldearenas	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	5
22072	Caldearenas	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	484
22072	Caldearenas	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2
22072	Caldearenas	Ovejas madres y corderas para reposición	Ovinos	21	2	3000
22072	Caldearenas	Pollos de carne	Aves	62	6	70
22072	Caldearenas	Vacas	Bovinos	11	1	50
22074	Campo	Bovinos de menos de un año	Bovinos	14	1	142
22074	Campo	Cabras madres y chivas de reposición	Caprinos	31	3	96
