Mes y año	Mes (código)	Sexo	Edad (grupos quinquenales)	Número de contratos	CCAA nombre
Mayo 2013	201305	Mujeres	Más de 64	24	Aragón
Abril 2013	201304	Hombres	16-19	323	Aragón
Abril 2013	201304	Mujeres	16-19	271	Aragón
Abril 2013	201304	Hombres	20-24	2201	Aragón
Abril 2013	201304	Mujeres	20-24	1881	Aragón
Abril 2013	201304	Hombres	25-29	2783	Aragón
Abril 2013	201304	Mujeres	25-29	2361	Aragón
Abril 2013	201304	Hombres	30-34	2738	Aragón
Abril 2013	201304	Mujeres	30-34	1974	Aragón
Abril 2013	201304	Hombres	35-39	2651	Aragón
Abril 2013	201304	Mujeres	35-39	1754	Aragón
Abril 2013	201304	Hombres	40-44	1957	Aragón
Abril 2013	201304	Mujeres	40-44	1669	Aragón
Abril 2013	201304	Hombres	45-49	1372	Aragón
Abril 2013	201304	Mujeres	45-49	1296	Aragón
Abril 2013	201304	Hombres	50-54	887	Aragón
Abril 2013	201304	Mujeres	50-54	928	Aragón
Abril 2013	201304	Hombres	55-59	476	Aragón
Abril 2013	201304	Mujeres	55-59	405	Aragón
Abril 2013	201304	Hombres	60-64	178	Aragón
Abril 2013	201304	Mujeres	60-64	112	Aragón
Abril 2013	201304	Hombres	Más de 64	13	Aragón
Abril 2013	201304	Mujeres	Más de 64	19	Aragón
Marzo 2013	201303	Hombres	16-19	289	Aragón
Marzo 2013	201303	Mujeres	16-19	253	Aragón
Marzo 2013	201303	Hombres	20-24	1803	Aragón
Marzo 2013	201303	Mujeres	20-24	1723	Aragón
Marzo 2013	201303	Hombres	25-29	2333	Aragón
Marzo 2013	201303	Mujeres	25-29	2065	Aragón
Marzo 2013	201303	Hombres	30-34	2270	Aragón
Marzo 2013	201303	Mujeres	30-34	1762	Aragón
Marzo 2013	201303	Hombres	35-39	2090	Aragón
Marzo 2013	201303	Mujeres	35-39	1545	Aragón
Marzo 2013	201303	Hombres	40-44	1569	Aragón
Marzo 2013	201303	Mujeres	40-44	1390	Aragón
Marzo 2013	201303	Hombres	45-49	1057	Aragón
Marzo 2013	201303	Mujeres	45-49	1155	Aragón
Marzo 2013	201303	Hombres	50-54	739	Aragón
Marzo 2013	201303	Mujeres	50-54	827	Aragón
Marzo 2013	201303	Hombres	55-59	354	Aragón
Marzo 2013	201303	Mujeres	55-59	355	Aragón
Marzo 2013	201303	Hombres	60-64	182	Aragón
Marzo 2013	201303	Mujeres	60-64	115	Aragón
Marzo 2013	201303	Hombres	Más de 64	18	Aragón
Marzo 2013	201303	Mujeres	Más de 64	16	Aragón
Febrero 2013	201302	Hombres	16-19	258	Aragón
Febrero 2013	201302	Mujeres	16-19	204	Aragón
Febrero 2013	201302	Hombres	20-24	1595	Aragón
Febrero 2013	201302	Mujeres	20-24	1506	Aragón
Febrero 2013	201302	Hombres	25-29	2099	Aragón
Febrero 2013	201302	Mujeres	25-29	1929	Aragón
Febrero 2013	201302	Hombres	30-34	2150	Aragón
Febrero 2013	201302	Mujeres	30-34	1570	Aragón
Febrero 2013	201302	Hombres	35-39	1994	Aragón
Febrero 2013	201302	Mujeres	35-39	1424	Aragón
Febrero 2013	201302	Hombres	40-44	1464	Aragón
Febrero 2013	201302	Mujeres	40-44	1299	Aragón
Febrero 2013	201302	Hombres	45-49	935	Aragón
Febrero 2013	201302	Mujeres	45-49	1079	Aragón
Febrero 2013	201302	Hombres	50-54	606	Aragón
Febrero 2013	201302	Mujeres	50-54	745	Aragón
Febrero 2013	201302	Hombres	55-59	338	Aragón
Febrero 2013	201302	Mujeres	55-59	321	Aragón
Febrero 2013	201302	Hombres	60-64	137	Aragón
Febrero 2013	201302	Mujeres	60-64	103	Aragón
Febrero 2013	201302	Hombres	Más de 64	29	Aragón
Febrero 2013	201302	Mujeres	Más de 64	14	Aragón
Enero 2013	201301	Hombres	16-19	294	Aragón
Enero 2013	201301	Mujeres	16-19	287	Aragón
Enero 2013	201301	Hombres	20-24	1949	Aragón
Enero 2013	201301	Mujeres	20-24	1899	Aragón
Enero 2013	201301	Hombres	25-29	2675	Aragón
Enero 2013	201301	Mujeres	25-29	2365	Aragón
Enero 2013	201301	Hombres	30-34	2604	Aragón
Enero 2013	201301	Mujeres	30-34	1962	Aragón
Enero 2013	201301	Hombres	35-39	2390	Aragón
Enero 2013	201301	Mujeres	35-39	1697	Aragón
Enero 2013	201301	Hombres	40-44	1679	Aragón
Enero 2013	201301	Mujeres	40-44	1507	Aragón
Enero 2013	201301	Hombres	45-49	1126	Aragón
Enero 2013	201301	Mujeres	45-49	1252	Aragón
Enero 2013	201301	Hombres	50-54	765	Aragón
Enero 2013	201301	Mujeres	50-54	926	Aragón
Enero 2013	201301	Hombres	55-59	388	Aragón
Enero 2013	201301	Mujeres	55-59	458	Aragón
Enero 2013	201301	Hombres	60-64	189	Aragón
Enero 2013	201301	Mujeres	60-64	119	Aragón
Enero 2013	201301	Hombres	Más de 64	19	Aragón
Enero 2013	201301	Mujeres	Más de 64	21	Aragón
Diciembre 2012	201212	Hombres	16-19	240	Aragón
Diciembre 2012	201212	Mujeres	16-19	287	Aragón
Diciembre 2012	201212	Hombres	20-24	1783	Aragón
Diciembre 2012	201212	Mujeres	20-24	1983	Aragón
Diciembre 2012	201212	Hombres	25-29	2125	Aragón
Diciembre 2012	201212	Mujeres	25-29	2234	Aragón
Diciembre 2012	201212	Hombres	30-34	2237	Aragón
Diciembre 2012	201212	Mujeres	30-34	1799	Aragón
Diciembre 2012	201212	Hombres	35-39	2042	Aragón
Diciembre 2012	201212	Mujeres	35-39	1576	Aragón
Diciembre 2012	201212	Hombres	40-44	1447	Aragón
Diciembre 2012	201212	Mujeres	40-44	1417	Aragón
Diciembre 2012	201212	Hombres	45-49	993	Aragón
Diciembre 2012	201212	Mujeres	45-49	1270	Aragón
Diciembre 2012	201212	Hombres	50-54	619	Aragón
Diciembre 2012	201212	Mujeres	50-54	883	Aragón
Diciembre 2012	201212	Hombres	55-59	353	Aragón
Diciembre 2012	201212	Mujeres	55-59	396	Aragón
Diciembre 2012	201212	Hombres	60-64	317	Aragón
Diciembre 2012	201212	Mujeres	60-64	132	Aragón
Diciembre 2012	201212	Hombres	Más de 64	23	Aragón
Diciembre 2012	201212	Mujeres	Más de 64	13	Aragón
Noviembre 2012	201211	Hombres	16-19	308	Aragón
Noviembre 2012	201211	Mujeres	16-19	341	Aragón
Noviembre 2012	201211	Hombres	20-24	2188	Aragón
Noviembre 2012	201211	Mujeres	20-24	2137	Aragón
Noviembre 2012	201211	Hombres	25-29	2515	Aragón
Noviembre 2012	201211	Mujeres	25-29	2458	Aragón
Noviembre 2012	201211	Hombres	30-34	2679	Aragón
Noviembre 2012	201211	Mujeres	30-34	1987	Aragón
Noviembre 2012	201211	Hombres	35-39	2542	Aragón
Noviembre 2012	201211	Mujeres	35-39	1726	Aragón
Noviembre 2012	201211	Hombres	40-44	1775	Aragón
Noviembre 2012	201211	Mujeres	40-44	1749	Aragón
Noviembre 2012	201211	Hombres	45-49	1253	Aragón
Noviembre 2012	201211	Mujeres	45-49	1503	Aragón
Noviembre 2012	201211	Hombres	50-54	819	Aragón
Noviembre 2012	201211	Mujeres	50-54	1063	Aragón
Noviembre 2012	201211	Hombres	55-59	451	Aragón
Noviembre 2012	201211	Mujeres	55-59	483	Aragón
Noviembre 2012	201211	Hombres	60-64	243	Aragón
Noviembre 2012	201211	Mujeres	60-64	158	Aragón
Noviembre 2012	201211	Hombres	Más de 64	21	Aragón
Noviembre 2012	201211	Mujeres	Más de 64	26	Aragón
Octubre 2012	201210	Hombres	16-19	578	Aragón
Octubre 2012	201210	Mujeres	16-19	544	Aragón
Octubre 2012	201210	Hombres	20-24	3333	Aragón
Octubre 2012	201210	Mujeres	20-24	3316	Aragón
Octubre 2012	201210	Hombres	25-29	3454	Aragón
Octubre 2012	201210	Mujeres	25-29	3448	Aragón
Octubre 2012	201210	Hombres	30-34	3322	Aragón
Octubre 2012	201210	Mujeres	30-34	2664	Aragón
Octubre 2012	201210	Hombres	35-39	3088	Aragón
Octubre 2012	201210	Mujeres	35-39	2454	Aragón
Octubre 2012	201210	Hombres	40-44	2227	Aragón
Octubre 2012	201210	Mujeres	40-44	2321	Aragón
Octubre 2012	201210	Hombres	45-49	1511	Aragón
Octubre 2012	201210	Mujeres	45-49	1818	Aragón
Octubre 2012	201210	Hombres	50-54	1051	Aragón
Octubre 2012	201210	Mujeres	50-54	1213	Aragón
Octubre 2012	201210	Hombres	55-59	511	Aragón
Octubre 2012	201210	Mujeres	55-59	585	Aragón
Octubre 2012	201210	Hombres	60-64	257	Aragón
Octubre 2012	201210	Mujeres	60-64	186	Aragón
Octubre 2012	201210	Hombres	Más de 64	30	Aragón
Octubre 2012	201210	Mujeres	Más de 64	23	Aragón
Septiembre 2012	201209	Hombres	16-19	668	Aragón
Septiembre 2012	201209	Mujeres	16-19	529	Aragón
Septiembre 2012	201209	Hombres	20-24	3018	Aragón
Septiembre 2012	201209	Mujeres	20-24	2757	Aragón
Septiembre 2012	201209	Hombres	25-29	3533	Aragón
Septiembre 2012	201209	Mujeres	25-29	3289	Aragón
Septiembre 2012	201209	Hombres	30-34	3621	Aragón
Septiembre 2012	201209	Mujeres	30-34	2582	Aragón
Septiembre 2012	201209	Hombres	35-39	3347	Aragón
Septiembre 2012	201209	Mujeres	35-39	2323	Aragón
Septiembre 2012	201209	Hombres	40-44	2446	Aragón
Septiembre 2012	201209	Mujeres	40-44	2231	Aragón
Septiembre 2012	201209	Hombres	45-49	1656	Aragón
Septiembre 2012	201209	Mujeres	45-49	1907	Aragón
Septiembre 2012	201209	Hombres	50-54	1202	Aragón
Septiembre 2012	201209	Mujeres	50-54	1242	Aragón
Septiembre 2012	201209	Hombres	55-59	611	Aragón
Septiembre 2012	201209	Mujeres	55-59	538	Aragón
Septiembre 2012	201209	Hombres	60-64	281	Aragón
Septiembre 2012	201209	Mujeres	60-64	204	Aragón
Septiembre 2012	201209	Hombres	Más de 64	24	Aragón
Septiembre 2012	201209	Mujeres	Más de 64	33	Aragón
Agosto 2012	201208	Hombres	16-19	783	Aragón
Agosto 2012	201208	Mujeres	16-19	515	Aragón
Agosto 2012	201208	Hombres	20-24	2883	Aragón
Agosto 2012	201208	Mujeres	20-24	2478	Aragón
Agosto 2012	201208	Hombres	25-29	3201	Aragón
Agosto 2012	201208	Mujeres	25-29	2342	Aragón
Agosto 2012	201208	Hombres	30-34	3395	Aragón
Agosto 2012	201208	Mujeres	30-34	2118	Aragón
Agosto 2012	201208	Hombres	35-39	3096	Aragón
Agosto 2012	201208	Mujeres	35-39	1840	Aragón
Agosto 2012	201208	Hombres	40-44	2223	Aragón
Agosto 2012	201208	Mujeres	40-44	1832	Aragón
Agosto 2012	201208	Hombres	45-49	1579	Aragón
Agosto 2012	201208	Mujeres	45-49	1485	Aragón
Agosto 2012	201208	Hombres	50-54	1096	Aragón
Agosto 2012	201208	Mujeres	50-54	1065	Aragón
Agosto 2012	201208	Hombres	55-59	539	Aragón
Agosto 2012	201208	Mujeres	55-59	530	Aragón
Agosto 2012	201208	Hombres	60-64	269	Aragón
Agosto 2012	201208	Mujeres	60-64	166	Aragón
Agosto 2012	201208	Hombres	Más de 64	21	Aragón
Agosto 2012	201208	Mujeres	Más de 64	17	Aragón
Julio 2012	201207	Hombres	16-19	1088	Aragón
Julio 2012	201207	Mujeres	16-19	831	Aragón
Julio 2012	201207	Hombres	20-24	3720	Aragón
Julio 2012	201207	Mujeres	20-24	3480	Aragón
Julio 2012	201207	Hombres	25-29	3863	Aragón
Julio 2012	201207	Mujeres	25-29	3421	Aragón
Julio 2012	201207	Hombres	30-34	3916	Aragón
Julio 2012	201207	Mujeres	30-34	3013	Aragón
Julio 2012	201207	Hombres	35-39	3505	Aragón
Julio 2012	201207	Mujeres	35-39	2816	Aragón
Julio 2012	201207	Hombres	40-44	2582	Aragón
Julio 2012	201207	Mujeres	40-44	2855	Aragón
Julio 2012	201207	Hombres	45-49	1693	Aragón
Julio 2012	201207	Mujeres	45-49	2329	Aragón
Julio 2012	201207	Hombres	50-54	1254	Aragón
Julio 2012	201207	Mujeres	50-54	1696	Aragón
Julio 2012	201207	Hombres	55-59	610	Aragón
Julio 2012	201207	Mujeres	55-59	934	Aragón
Julio 2012	201207	Hombres	60-64	258	Aragón
Julio 2012	201207	Mujeres	60-64	420	Aragón
Julio 2012	201207	Hombres	Más de 64	27	Aragón
Julio 2012	201207	Mujeres	Más de 64	71	Aragón
Junio 2012	201206	Hombres	16-19	904	Aragón
Junio 2012	201206	Mujeres	16-19	647	Aragón
Junio 2012	201206	Hombres	20-24	3546	Aragón
Junio 2012	201206	Mujeres	20-24	3117	Aragón
Junio 2012	201206	Hombres	25-29	3611	Aragón
Junio 2012	201206	Mujeres	25-29	3348	Aragón
Junio 2012	201206	Hombres	30-34	3685	Aragón
Junio 2012	201206	Mujeres	30-34	2851	Aragón
Junio 2012	201206	Hombres	35-39	3576	Aragón
Junio 2012	201206	Mujeres	35-39	2709	Aragón
Junio 2012	201206	Hombres	40-44	2678	Aragón
Junio 2012	201206	Mujeres	40-44	2795	Aragón
Junio 2012	201206	Hombres	45-49	1736	Aragón
Junio 2012	201206	Mujeres	45-49	2268	Aragón
Junio 2012	201206	Hombres	50-54	1237	Aragón
Junio 2012	201206	Mujeres	50-54	1569	Aragón
Junio 2012	201206	Hombres	55-59	654	Aragón
Junio 2012	201206	Mujeres	55-59	819	Aragón
Junio 2012	201206	Hombres	60-64	309	Aragón
Junio 2012	201206	Mujeres	60-64	286	Aragón
Junio 2012	201206	Hombres	Más de 64	36	Aragón
Junio 2012	201206	Mujeres	Más de 64	51	Aragón
Mayo 2012	201205	Hombres	16-19	629	Aragón
Mayo 2012	201205	Mujeres	16-19	424	Aragón
Mayo 2012	201205	Hombres	20-24	3252	Aragón
Mayo 2012	201205	Mujeres	20-24	2528	Aragón
Mayo 2012	201205	Hombres	25-29	3838	Aragón
Mayo 2012	201205	Mujeres	25-29	2980	Aragón
Mayo 2012	201205	Hombres	30-34	4290	Aragón
Mayo 2012	201205	Mujeres	30-34	2656	Aragón
Mayo 2012	201205	Hombres	35-39	3968	Aragón
Mayo 2012	201205	Mujeres	35-39	2488	Aragón
Mayo 2012	201205	Hombres	40-44	3045	Aragón
Mayo 2012	201205	Mujeres	40-44	2590	Aragón
Mayo 2012	201205	Hombres	45-49	2022	Aragón
Mayo 2012	201205	Mujeres	45-49	1903	Aragón
Mayo 2012	201205	Hombres	50-54	1296	Aragón
Mayo 2012	201205	Mujeres	50-54	1240	Aragón
Mayo 2012	201205	Hombres	55-59	719	Aragón
Mayo 2012	201205	Mujeres	55-59	564	Aragón
Mayo 2012	201205	Hombres	60-64	284	Aragón
Mayo 2012	201205	Mujeres	60-64	194	Aragón
Mayo 2012	201205	Hombres	Más de 64	33	Aragón
Mayo 2012	201205	Mujeres	Más de 64	36	Aragón
Abril 2012	201204	Hombres	16-19	370	Aragón
Abril 2012	201204	Mujeres	16-19	306	Aragón
Abril 2012	201204	Hombres	20-24	2277	Aragón
Abril 2012	201204	Mujeres	20-24	1894	Aragón
Abril 2012	201204	Hombres	25-29	2635	Aragón
Abril 2012	201204	Mujeres	25-29	2225	Aragón
Abril 2012	201204	Hombres	30-34	2502	Aragón
Abril 2012	201204	Mujeres	30-34	1936	Aragón
Abril 2012	201204	Hombres	35-39	2234	Aragón
Abril 2012	201204	Mujeres	35-39	1694	Aragón
Abril 2012	201204	Hombres	40-44	1621	Aragón
Abril 2012	201204	Mujeres	40-44	1602	Aragón
Abril 2012	201204	Hombres	45-49	1131	Aragón
Abril 2012	201204	Mujeres	45-49	1270	Aragón
Abril 2012	201204	Hombres	50-54	757	Aragón
Abril 2012	201204	Mujeres	50-54	907	Aragón
Abril 2012	201204	Hombres	55-59	384	Aragón
Abril 2012	201204	Mujeres	55-59	457	Aragón
Abril 2012	201204	Hombres	60-64	180	Aragón
Abril 2012	201204	Mujeres	60-64	177	Aragón
Abril 2012	201204	Hombres	Más de 64	25	Aragón
Abril 2012	201204	Mujeres	Más de 64	18	Aragón
Marzo 2012	201203	Hombres	16-19	374	Aragón
Marzo 2012	201203	Mujeres	16-19	344	Aragón
Marzo 2012	201203	Hombres	20-24	2214	Aragón
Marzo 2012	201203	Mujeres	20-24	2089	Aragón
Marzo 2012	201203	Hombres	25-29	2656	Aragón
Marzo 2012	201203	Mujeres	25-29	2447	Aragón
Marzo 2012	201203	Hombres	30-34	2640	Aragón
Marzo 2012	201203	Mujeres	30-34	2078	Aragón
Marzo 2012	201203	Hombres	35-39	2326	Aragón
Marzo 2012	201203	Mujeres	35-39	1816	Aragón
Marzo 2012	201203	Hombres	40-44	1725	Aragón
Marzo 2012	201203	Mujeres	40-44	1646	Aragón
Marzo 2012	201203	Hombres	45-49	1123	Aragón
Marzo 2012	201203	Mujeres	45-49	1450	Aragón
Marzo 2012	201203	Hombres	50-54	782	Aragón
Marzo 2012	201203	Mujeres	50-54	872	Aragón
Marzo 2012	201203	Hombres	55-59	401	Aragón
Marzo 2012	201203	Mujeres	55-59	445	Aragón
Marzo 2012	201203	Hombres	60-64	216	Aragón
Marzo 2012	201203	Mujeres	60-64	142	Aragón
Marzo 2012	201203	Hombres	Más de 64	26	Aragón
Marzo 2012	201203	Mujeres	Más de 64	21	Aragón
Febrero 2012	201202	Hombres	16-19	367	Aragón
Febrero 2012	201202	Mujeres	16-19	333	Aragón
Febrero 2012	201202	Hombres	20-24	2303	Aragón
Febrero 2012	201202	Mujeres	20-24	1979	Aragón
Febrero 2012	201202	Hombres	25-29	2456	Aragón
Febrero 2012	201202	Mujeres	25-29	2140	Aragón
Febrero 2012	201202	Hombres	30-34	2479	Aragón
Febrero 2012	201202	Mujeres	30-34	1913	Aragón
Febrero 2012	201202	Hombres	35-39	2098	Aragón
Febrero 2012	201202	Mujeres	35-39	1682	Aragón
Febrero 2012	201202	Hombres	40-44	1596	Aragón
Febrero 2012	201202	Mujeres	40-44	1655	Aragón
Febrero 2012	201202	Hombres	45-49	1048	Aragón
Febrero 2012	201202	Mujeres	45-49	1349	Aragón
Febrero 2012	201202	Hombres	50-54	704	Aragón
Febrero 2012	201202	Mujeres	50-54	890	Aragón
Febrero 2012	201202	Hombres	55-59	417	Aragón
Febrero 2012	201202	Mujeres	55-59	499	Aragón
Febrero 2012	201202	Hombres	60-64	264	Aragón
Febrero 2012	201202	Mujeres	60-64	180	Aragón
Febrero 2012	201202	Hombres	Más de 64	30	Aragón
Febrero 2012	201202	Mujeres	Más de 64	30	Aragón
Enero 2012	201201	Hombres	16-19	338	Aragón
Enero 2012	201201	Mujeres	16-19	313	Aragón
Enero 2012	201201	Hombres	20-24	2269	Aragón
Enero 2012	201201	Mujeres	20-24	1901	Aragón
Enero 2012	201201	Hombres	25-29	2590	Aragón
Enero 2012	201201	Mujeres	25-29	2332	Aragón
Enero 2012	201201	Hombres	30-34	2613	Aragón
Enero 2012	201201	Mujeres	30-34	1841	Aragón
Enero 2012	201201	Hombres	35-39	2161	Aragón
Enero 2012	201201	Mujeres	35-39	1753	Aragón
Enero 2012	201201	Hombres	40-44	1655	Aragón
Enero 2012	201201	Mujeres	40-44	1577	Aragón
Enero 2012	201201	Hombres	45-49	1160	Aragón
Enero 2012	201201	Mujeres	45-49	1219	Aragón
Enero 2012	201201	Hombres	50-54	732	Aragón
Enero 2012	201201	Mujeres	50-54	778	Aragón
Enero 2012	201201	Hombres	55-59	399	Aragón
Enero 2012	201201	Mujeres	55-59	371	Aragón
Enero 2012	201201	Hombres	60-64	309	Aragón
Enero 2012	201201	Mujeres	60-64	121	Aragón
Enero 2012	201201	Hombres	Más de 64	25	Aragón
Enero 2012	201201	Mujeres	Más de 64	8	Aragón
Diciembre 2011	201112	Hombres	16-19	376	Aragón
Diciembre 2011	201112	Mujeres	16-19	386	Aragón
Diciembre 2011	201112	Hombres	20-24	2249	Aragón
Diciembre 2011	201112	Mujeres	20-24	2179	Aragón
Diciembre 2011	201112	Hombres	25-29	2324	Aragón
Diciembre 2011	201112	Mujeres	25-29	2204	Aragón
Diciembre 2011	201112	Hombres	30-34	2310	Aragón
Diciembre 2011	201112	Mujeres	30-34	1737	Aragón
Diciembre 2011	201112	Hombres	35-39	1984	Aragón
Diciembre 2011	201112	Mujeres	35-39	1535	Aragón
Diciembre 2011	201112	Hombres	40-44	1380	Aragón
Diciembre 2011	201112	Mujeres	40-44	1475	Aragón
Diciembre 2011	201112	Hombres	45-49	1003	Aragón
Diciembre 2011	201112	Mujeres	45-49	1326	Aragón
Diciembre 2011	201112	Hombres	50-54	620	Aragón
Diciembre 2011	201112	Mujeres	50-54	837	Aragón
Diciembre 2011	201112	Hombres	55-59	325	Aragón
Diciembre 2011	201112	Mujeres	55-59	364	Aragón
Diciembre 2011	201112	Hombres	60-64	215	Aragón
Diciembre 2011	201112	Mujeres	60-64	106	Aragón
Diciembre 2011	201112	Hombres	Más de 64	23	Aragón
Diciembre 2011	201112	Mujeres	Más de 64	14	Aragón
Noviembre 2011	201111	Hombres	16-19	461	Aragón
Noviembre 2011	201111	Mujeres	16-19	409	Aragón
Noviembre 2011	201111	Hombres	20-24	2590	Aragón
Noviembre 2011	201111	Mujeres	20-24	2305	Aragón
Noviembre 2011	201111	Hombres	25-29	2820	Aragón
Noviembre 2011	201111	Mujeres	25-29	2437	Aragón
Noviembre 2011	201111	Hombres	30-34	2737	Aragón
Noviembre 2011	201111	Mujeres	30-34	1950	Aragón
Noviembre 2011	201111	Hombres	35-39	2388	Aragón
Noviembre 2011	201111	Mujeres	35-39	1804	Aragón
Noviembre 2011	201111	Hombres	40-44	1844	Aragón
Noviembre 2011	201111	Mujeres	40-44	1733	Aragón
Noviembre 2011	201111	Hombres	45-49	1290	Aragón
Noviembre 2011	201111	Mujeres	45-49	1450	Aragón
Noviembre 2011	201111	Hombres	50-54	794	Aragón
Noviembre 2011	201111	Mujeres	50-54	938	Aragón
Noviembre 2011	201111	Hombres	55-59	429	Aragón
Noviembre 2011	201111	Mujeres	55-59	413	Aragón
Noviembre 2011	201111	Hombres	60-64	228	Aragón
Noviembre 2011	201111	Mujeres	60-64	113	Aragón
Noviembre 2011	201111	Hombres	Más de 64	28	Aragón
Noviembre 2011	201111	Mujeres	Más de 64	16	Aragón
Octubre 2011	201110	Hombres	16-19	603	Aragón
Octubre 2011	201110	Mujeres	16-19	559	Aragón
Octubre 2011	201110	Hombres	20-24	3033	Aragón
Octubre 2011	201110	Mujeres	20-24	3065	Aragón
Octubre 2011	201110	Hombres	25-29	3191	Aragón
Octubre 2011	201110	Mujeres	25-29	3065	Aragón
Octubre 2011	201110	Hombres	30-34	3144	Aragón
Octubre 2011	201110	Mujeres	30-34	2363	Aragón
Octubre 2011	201110	Hombres	35-39	2588	Aragón
Octubre 2011	201110	Mujeres	35-39	2066	Aragón
Octubre 2011	201110	Hombres	40-44	1981	Aragón
Octubre 2011	201110	Mujeres	40-44	2092	Aragón
Octubre 2011	201110	Hombres	45-49	1309	Aragón
Octubre 2011	201110	Mujeres	45-49	1524	Aragón
Octubre 2011	201110	Hombres	50-54	891	Aragón
Octubre 2011	201110	Mujeres	50-54	1041	Aragón
Octubre 2011	201110	Hombres	55-59	436	Aragón
Octubre 2011	201110	Mujeres	55-59	445	Aragón
Octubre 2011	201110	Hombres	60-64	193	Aragón
Octubre 2011	201110	Mujeres	60-64	145	Aragón
Octubre 2011	201110	Hombres	Más de 64	28	Aragón
Octubre 2011	201110	Mujeres	Más de 64	25	Aragón
Septiembre 2011	201109	Hombres	16-19	775	Aragón
Septiembre 2011	201109	Mujeres	16-19	642	Aragón
Septiembre 2011	201109	Hombres	20-24	3483	Aragón
Septiembre 2011	201109	Mujeres	20-24	3099	Aragón
Septiembre 2011	201109	Hombres	25-29	3830	Aragón
Septiembre 2011	201109	Mujeres	25-29	3190	Aragón
Septiembre 2011	201109	Hombres	30-34	3829	Aragón
Septiembre 2011	201109	Mujeres	30-34	2781	Aragón
Septiembre 2011	201109	Hombres	35-39	3264	Aragón
Septiembre 2011	201109	Mujeres	35-39	2325	Aragón
Septiembre 2011	201109	Hombres	40-44	2625	Aragón
Septiembre 2011	201109	Mujeres	40-44	2234	Aragón
Septiembre 2011	201109	Hombres	45-49	1682	Aragón
Septiembre 2011	201109	Mujeres	45-49	1764	Aragón
Septiembre 2011	201109	Hombres	50-54	1093	Aragón
Septiembre 2011	201109	Mujeres	50-54	1116	Aragón
Septiembre 2011	201109	Hombres	55-59	573	Aragón
Septiembre 2011	201109	Mujeres	55-59	473	Aragón
Septiembre 2011	201109	Hombres	60-64	237	Aragón
Septiembre 2011	201109	Mujeres	60-64	181	Aragón
Septiembre 2011	201109	Hombres	Más de 64	28	Aragón
Septiembre 2011	201109	Mujeres	Más de 64	28	Aragón
Agosto 2011	201108	Hombres	16-19	998	Aragón
Agosto 2011	201108	Mujeres	16-19	709	Aragón
Agosto 2011	201108	Hombres	20-24	3282	Aragón
Agosto 2011	201108	Mujeres	20-24	2473	Aragón
Agosto 2011	201108	Hombres	25-29	3515	Aragón
Agosto 2011	201108	Mujeres	25-29	2238	Aragón
Agosto 2011	201108	Hombres	30-34	3579	Aragón
Agosto 2011	201108	Mujeres	30-34	2086	Aragón
Agosto 2011	201108	Hombres	35-39	2932	Aragón
Agosto 2011	201108	Mujeres	35-39	1683	Aragón
Agosto 2011	201108	Hombres	40-44	2258	Aragón
Agosto 2011	201108	Mujeres	40-44	1754	Aragón
Agosto 2011	201108	Hombres	45-49	1527	Aragón
Agosto 2011	201108	Mujeres	45-49	1304	Aragón
Agosto 2011	201108	Hombres	50-54	950	Aragón
Agosto 2011	201108	Mujeres	50-54	895	Aragón
Agosto 2011	201108	Hombres	55-59	536	Aragón
Agosto 2011	201108	Mujeres	55-59	390	Aragón
Agosto 2011	201108	Hombres	60-64	190	Aragón
Agosto 2011	201108	Mujeres	60-64	123	Aragón
Agosto 2011	201108	Hombres	Más de 64	25	Aragón
Agosto 2011	201108	Mujeres	Más de 64	14	Aragón
Julio 2011	201107	Hombres	16-19	1327	Aragón
Julio 2011	201107	Mujeres	16-19	1062	Aragón
Julio 2011	201107	Hombres	20-24	4124	Aragón
Julio 2011	201107	Mujeres	20-24	3588	Aragón
Julio 2011	201107	Hombres	25-29	3674	Aragón
Julio 2011	201107	Mujeres	25-29	2955	Aragón
Julio 2011	201107	Hombres	30-34	3539	Aragón
Julio 2011	201107	Mujeres	30-34	2499	Aragón
Julio 2011	201107	Hombres	35-39	2960	Aragón
Julio 2011	201107	Mujeres	35-39	2159	Aragón
Julio 2011	201107	Hombres	40-44	2235	Aragón
Julio 2011	201107	Mujeres	40-44	2023	Aragón
Julio 2011	201107	Hombres	45-49	1562	Aragón
Julio 2011	201107	Mujeres	45-49	1629	Aragón
Julio 2011	201107	Hombres	50-54	1059	Aragón
Julio 2011	201107	Mujeres	50-54	1072	Aragón
Julio 2011	201107	Hombres	55-59	531	Aragón
Julio 2011	201107	Mujeres	55-59	478	Aragón
Julio 2011	201107	Hombres	60-64	205	Aragón
Julio 2011	201107	Mujeres	60-64	119	Aragón
Julio 2011	201107	Hombres	Más de 64	25	Aragón
Julio 2011	201107	Mujeres	Más de 64	9	Aragón
Junio 2011	201106	Hombres	16-19	1181	Aragón
Junio 2011	201106	Mujeres	16-19	962	Aragón
Junio 2011	201106	Hombres	20-24	4153	Aragón
Junio 2011	201106	Mujeres	20-24	3601	Aragón
Junio 2011	201106	Hombres	25-29	3964	Aragón
Junio 2011	201106	Mujeres	25-29	3167	Aragón
Junio 2011	201106	Hombres	30-34	4046	Aragón
Junio 2011	201106	Mujeres	30-34	2752	Aragón
Junio 2011	201106	Hombres	35-39	3463	Aragón
