Municipio código	Municipio nombre	Año de construcción	Número de edificios
44036	Bea	1981 - 1990	8
44036	Bea	1992	1
44037	Beceite	 Antes de 1900	311
44037	Beceite	1900 - 1920	30
44037	Beceite	1921 - 1940	17
44037	Beceite	1941 - 1950	3
44037	Beceite	1951 - 1960	9
44037	Beceite	1961 - 1970	21
44037	Beceite	1971 - 1980	21
44037	Beceite	1981 - 1990	29
44037	Beceite	1991	3
44037	Beceite	1992	1
44037	Beceite	1993	1
44037	Beceite	1994	1
44037	Beceite	1995	2
44037	Beceite	1998	3
44037	Beceite	1999	2
44037	Beceite	2001	2
44038	Belmonte de San José	 Antes de 1900	13
44038	Belmonte de San José	1900 - 1920	4
44038	Belmonte de San José	1921 - 1940	8
44038	Belmonte de San José	1941 - 1950	31
44038	Belmonte de San José	1951 - 1960	55
44038	Belmonte de San José	1961 - 1970	10
44038	Belmonte de San José	1971 - 1980	4
44039	Bello	 Antes de 1900	253
44039	Bello	1900 - 1920	4
44039	Bello	1921 - 1940	8
44039	Bello	1941 - 1950	9
44039	Bello	1951 - 1960	5
44039	Bello	1961 - 1970	13
44039	Bello	1971 - 1980	16
44039	Bello	1981 - 1990	17
44039	Bello	1991	1
44039	Bello	1993	1
44039	Bello	1996	3
44039	Bello	1997	1
44039	Bello	1998	2
44039	Bello	1999	2
44039	Bello	2000	2
44039	Bello	2001	2
44040	Berge	 Antes de 1900	27
44040	Berge	1900 - 1920	37
44040	Berge	1921 - 1940	22
44040	Berge	1941 - 1950	31
44040	Berge	1951 - 1960	31
44040	Berge	1961 - 1970	6
44040	Berge	1971 - 1980	12
44040	Berge	1981 - 1990	4
44040	Berge	1992	2
44040	Berge	1993	1
44040	Berge	1994	2
44040	Berge	1998	1
44040	Berge	1999	1
44041	Bezas	 Antes de 1900	36
44041	Bezas	1900 - 1920	24
44041	Bezas	1921 - 1940	30
44041	Bezas	1941 - 1950	1
44041	Bezas	1951 - 1960	2
44041	Bezas	1961 - 1970	1
44041	Bezas	1981 - 1990	2
44041	Bezas	1993	1
44042	Blancas	 Antes de 1900	52
44042	Blancas	1900 - 1920	30
44042	Blancas	1921 - 1940	13
44042	Blancas	1941 - 1950	27
44042	Blancas	1951 - 1960	25
44042	Blancas	1961 - 1970	27
44042	Blancas	1971 - 1980	47
44042	Blancas	1981 - 1990	12
44042	Blancas	1991	1
44042	Blancas	1992	1
44042	Blancas	1994	2
44042	Blancas	1995	2
44042	Blancas	1997	2
44042	Blancas	1999	1
44043	Blesa	 Antes de 1900	264
44043	Blesa	1921 - 1940	1
44043	Blesa	1941 - 1950	4
44043	Blesa	1981 - 1990	3
44043	Blesa	1992	1
44043	Blesa	1997	1
44043	Blesa	1999	1
44044	Bordón	 Antes de 1900	135
44044	Bordón	1900 - 1920	1
44044	Bordón	1921 - 1940	2
44044	Bordón	1941 - 1950	1
44044	Bordón	1961 - 1970	1
44044	Bordón	1971 - 1980	3
44044	Bordón	1981 - 1990	10
44044	Bordón	2000	1
44045	Bronchales	1900 - 1920	6
44045	Bronchales	1921 - 1940	4
44045	Bronchales	1941 - 1950	13
44045	Bronchales	1951 - 1960	56
44045	Bronchales	1961 - 1970	107
44045	Bronchales	1971 - 1980	157
44045	Bronchales	1981 - 1990	98
44045	Bronchales	1992	2
44045	Bronchales	1993	1
44045	Bronchales	1994	7
44045	Bronchales	1995	7
44045	Bronchales	1996	10
44045	Bronchales	1997	6
44045	Bronchales	1998	8
44045	Bronchales	1999	5
44045	Bronchales	2000	7
44045	Bronchales	2001	8
44046	Bueña	 Antes de 1900	65
44046	Bueña	1900 - 1920	3
44046	Bueña	1921 - 1940	1
44046	Bueña	1941 - 1950	5
44046	Bueña	1951 - 1960	1
44046	Bueña	1971 - 1980	1
44046	Bueña	1981 - 1990	3
44047	Burbáguena	 Antes de 1900	26
44047	Burbáguena	1900 - 1920	76
44047	Burbáguena	1921 - 1940	91
44047	Burbáguena	1941 - 1950	46
44047	Burbáguena	1951 - 1960	33
44047	Burbáguena	1961 - 1970	3
44047	Burbáguena	1971 - 1980	4
44047	Burbáguena	1991	1
44047	Burbáguena	1994	1
44047	Burbáguena	1995	1
44047	Burbáguena	1999	1
44048	Cabra de Mora	 Antes de 1900	7
44048	Cabra de Mora	1900 - 1920	5
44048	Cabra de Mora	1921 - 1940	4
44048	Cabra de Mora	1941 - 1950	3
44048	Cabra de Mora	1951 - 1960	16
44048	Cabra de Mora	1961 - 1970	19
44048	Cabra de Mora	1971 - 1980	16
44048	Cabra de Mora	1981 - 1990	7
44048	Cabra de Mora	1991	2
44048	Cabra de Mora	1996	4
44048	Cabra de Mora	1997	3
44048	Cabra de Mora	1999	2
44048	Cabra de Mora	2000	1
44048	Cabra de Mora	2001	2
44049	Calaceite	 Antes de 1900	423
44049	Calaceite	1900 - 1920	101
44049	Calaceite	1921 - 1940	28
44049	Calaceite	1941 - 1950	11
44049	Calaceite	1951 - 1960	8
44049	Calaceite	1961 - 1970	37
44049	Calaceite	1971 - 1980	55
44049	Calaceite	1981 - 1990	24
44049	Calaceite	1991	2
44049	Calaceite	1992	4
44049	Calaceite	1993	6
44049	Calaceite	1995	2
44049	Calaceite	1996	5
44049	Calaceite	1997	1
44049	Calaceite	1998	3
44049	Calaceite	1999	1
44049	Calaceite	2000	1
44049	Calaceite	2001	1
44050	Calamocha	 Antes de 1900	178
44050	Calamocha	1900 - 1920	62
44050	Calamocha	1921 - 1940	90
44050	Calamocha	1941 - 1950	174
44050	Calamocha	1951 - 1960	193
44050	Calamocha	1961 - 1970	219
44050	Calamocha	1971 - 1980	697
44050	Calamocha	1981 - 1990	292
44050	Calamocha	1991	15
44050	Calamocha	1992	33
44050	Calamocha	1993	16
44050	Calamocha	1994	18
44050	Calamocha	1995	20
44050	Calamocha	1996	18
44050	Calamocha	1997	19
44050	Calamocha	1998	21
44050	Calamocha	1999	15
44050	Calamocha	2000	25
44050	Calamocha	2001	25
44051	Calanda	 Antes de 1900	299
44051	Calanda	1900 - 1920	105
44051	Calanda	1921 - 1940	76
44051	Calanda	1941 - 1950	83
44051	Calanda	1951 - 1960	68
44051	Calanda	1961 - 1970	99
44051	Calanda	1971 - 1980	208
44051	Calanda	1981 - 1990	158
44051	Calanda	1991	12
44051	Calanda	1992	11
44051	Calanda	1993	28
44051	Calanda	1994	18
44051	Calanda	1995	18
44051	Calanda	1996	7
44051	Calanda	1997	6
44051	Calanda	1998	8
44051	Calanda	1999	20
44051	Calanda	2000	18
44051	Calanda	2001	13
44052	Calomarde	 Antes de 1900	38
44052	Calomarde	1900 - 1920	13
44052	Calomarde	1921 - 1940	5
44052	Calomarde	1941 - 1950	2
44052	Calomarde	1951 - 1960	4
44052	Calomarde	1961 - 1970	3
44052	Calomarde	1971 - 1980	9
44052	Calomarde	1981 - 1990	20
44052	Calomarde	1995	1
44052	Calomarde	1996	2
44052	Calomarde	1997	2
44052	Calomarde	1998	1
44052	Calomarde	2001	2
44053	Camañas	 Antes de 1900	68
44053	Camañas	1900 - 1920	3
44053	Camañas	1921 - 1940	6
44053	Camañas	1941 - 1950	5
44053	Camañas	1951 - 1960	2
44053	Camañas	1961 - 1970	7
44053	Camañas	1971 - 1980	1
44053	Camañas	1981 - 1990	2
44053	Camañas	1992	1
44053	Camañas	1998	1
44053	Camañas	2000	1
44054	Camarena de la Sierra	 Antes de 1900	65
44054	Camarena de la Sierra	1900 - 1920	50
44054	Camarena de la Sierra	1921 - 1940	33
44054	Camarena de la Sierra	1941 - 1950	36
44054	Camarena de la Sierra	1951 - 1960	38
44054	Camarena de la Sierra	1961 - 1970	41
44054	Camarena de la Sierra	1971 - 1980	13
44054	Camarena de la Sierra	1981 - 1990	13
44054	Camarena de la Sierra	1996	2
44054	Camarena de la Sierra	1997	1
44054	Camarena de la Sierra	1998	1
44054	Camarena de la Sierra	1999	1
44054	Camarena de la Sierra	2000	1
44055	Camarillas	 Antes de 1900	139
44055	Camarillas	1900 - 1920	15
44055	Camarillas	1921 - 1940	7
44055	Camarillas	1941 - 1950	5
44055	Camarillas	1951 - 1960	2
44055	Camarillas	1971 - 1980	1
44055	Camarillas	1981 - 1990	2
44055	Camarillas	1998	1
44056	Caminreal	 Antes de 1900	139
44056	Caminreal	1900 - 1920	48
44056	Caminreal	1921 - 1940	48
44056	Caminreal	1941 - 1950	45
44056	Caminreal	1951 - 1960	46
44056	Caminreal	1961 - 1970	30
44056	Caminreal	1971 - 1980	45
44056	Caminreal	1981 - 1990	35
44056	Caminreal	1991	2
44056	Caminreal	1992	4
44056	Caminreal	1993	2
44056	Caminreal	1995	2
44056	Caminreal	1996	1
44056	Caminreal	1997	3
44056	Caminreal	1998	2
44056	Caminreal	2000	1
44056	Caminreal	2001	3
44059	Cantavieja	 Antes de 1900	112
44059	Cantavieja	1900 - 1920	38
44059	Cantavieja	1921 - 1940	19
44059	Cantavieja	1941 - 1950	14
44059	Cantavieja	1951 - 1960	24
44059	Cantavieja	1961 - 1970	74
44059	Cantavieja	1971 - 1980	26
44059	Cantavieja	1981 - 1990	27
44059	Cantavieja	1991	1
44059	Cantavieja	1992	2
44059	Cantavieja	1994	1
44059	Cantavieja	1996	2
44059	Cantavieja	1997	2
44059	Cantavieja	1998	3
44059	Cantavieja	1999	3
44059	Cantavieja	2000	4
44060	Cañada de Benatanduz	 Antes de 1900	75
44060	Cañada de Benatanduz	1981 - 1990	1
44061	Cañada de Verich (La)	 Antes de 1900	73
44061	Cañada de Verich (La)	1951 - 1960	2
44061	Cañada de Verich (La)	1961 - 1970	1
44061	Cañada de Verich (La)	1999	1
44061	Cañada de Verich (La)	2001	1
44062	Cañada Vellida	 Antes de 1900	16
44062	Cañada Vellida	1900 - 1920	1
44062	Cañada Vellida	1921 - 1940	1
44062	Cañada Vellida	1941 - 1950	3
44062	Cañada Vellida	1951 - 1960	3
44062	Cañada Vellida	1961 - 1970	6
44062	Cañada Vellida	1971 - 1980	11
44062	Cañada Vellida	1981 - 1990	11
44062	Cañada Vellida	1992	1
44062	Cañada Vellida	2000	2
44063	Cañizar del Olivar	 Antes de 1900	13
44063	Cañizar del Olivar	1900 - 1920	48
44063	Cañizar del Olivar	1921 - 1940	13
44063	Cañizar del Olivar	1941 - 1950	22
44063	Cañizar del Olivar	1951 - 1960	17
44063	Cañizar del Olivar	1961 - 1970	5
44063	Cañizar del Olivar	1971 - 1980	2
44063	Cañizar del Olivar	1981 - 1990	5
44064	Cascante del Río	 Antes de 1900	46
44064	Cascante del Río	1900 - 1920	38
44064	Cascante del Río	1921 - 1940	12
44064	Cascante del Río	1941 - 1950	23
44064	Cascante del Río	1951 - 1960	40
44064	Cascante del Río	1961 - 1970	18
44064	Cascante del Río	1971 - 1980	5
44064	Cascante del Río	1981 - 1990	5
44064	Cascante del Río	1992	1
44064	Cascante del Río	1998	2
44064	Cascante del Río	2000	1
44065	Castejón de Tornos	 Antes de 1900	12
44065	Castejón de Tornos	1900 - 1920	80
44065	Castejón de Tornos	1921 - 1940	27
44065	Castejón de Tornos	1941 - 1950	9
44065	Castejón de Tornos	1951 - 1960	3
44065	Castejón de Tornos	1961 - 1970	2
44065	Castejón de Tornos	1981 - 1990	1
44066	Castel de Cabra	 Antes de 1900	46
44066	Castel de Cabra	1900 - 1920	32
44066	Castel de Cabra	1921 - 1940	30
44066	Castel de Cabra	1941 - 1950	3
44066	Castel de Cabra	1951 - 1960	7
44066	Castel de Cabra	1961 - 1970	5
44066	Castel de Cabra	1971 - 1980	3
44066	Castel de Cabra	1981 - 1990	21
44066	Castel de Cabra	1991	2
44066	Castel de Cabra	1993	1
44066	Castel de Cabra	1996	1
44067	Castelnou	 Antes de 1900	9
44067	Castelnou	1900 - 1920	9
44067	Castelnou	1921 - 1940	17
44067	Castelnou	1941 - 1950	9
44067	Castelnou	1951 - 1960	15
44067	Castelnou	1961 - 1970	10
44067	Castelnou	1971 - 1980	19
44067	Castelnou	1981 - 1990	31
44067	Castelnou	1991	1
44067	Castelnou	1993	1
44067	Castelnou	1995	1
44067	Castelnou	1996	1
44067	Castelnou	1997	1
44067	Castelnou	1998	1
44067	Castelnou	2000	2
44067	Castelnou	2001	2
44068	Castelserás	 Antes de 1900	12
44068	Castelserás	1900 - 1920	46
44068	Castelserás	1921 - 1940	55
44068	Castelserás	1941 - 1950	78
44068	Castelserás	1951 - 1960	50
44068	Castelserás	1961 - 1970	84
44068	Castelserás	1971 - 1980	104
44068	Castelserás	1981 - 1990	46
44068	Castelserás	1992	2
44068	Castelserás	1994	4
44068	Castelserás	1995	8
44068	Castelserás	1996	3
44068	Castelserás	1997	1
44068	Castelserás	1999	4
44068	Castelserás	2000	1
44068	Castelserás	2001	3
44070	Castellar (El)	 Antes de 1900	47
44070	Castellar (El)	1900 - 1920	9
44070	Castellar (El)	1921 - 1940	8
44070	Castellar (El)	1941 - 1950	1
44070	Castellar (El)	1951 - 1960	3
44070	Castellar (El)	1961 - 1970	4
44070	Castellar (El)	1971 - 1980	12
44070	Castellar (El)	1981 - 1990	13
44070	Castellar (El)	1994	1
44070	Castellar (El)	1996	1
44070	Castellar (El)	1998	1
44070	Castellar (El)	2001	1
44071	Castellote	 Antes de 1900	647
44071	Castellote	1900 - 1920	3
44071	Castellote	1921 - 1940	7
44071	Castellote	1941 - 1950	9
44071	Castellote	1951 - 1960	12
44071	Castellote	1961 - 1970	6
44071	Castellote	1971 - 1980	24
44071	Castellote	1981 - 1990	33
44071	Castellote	1991	4
44071	Castellote	1992	2
44071	Castellote	1993	1
44071	Castellote	1994	2
44071	Castellote	1995	1
44071	Castellote	1996	4
44071	Castellote	1997	2
44071	Castellote	1998	3
44071	Castellote	1999	2
44071	Castellote	2000	3
44071	Castellote	2001	4
44074	Cedrillas	 Antes de 1900	140
44074	Cedrillas	1900 - 1920	8
44074	Cedrillas	1921 - 1940	15
44074	Cedrillas	1941 - 1950	11
44074	Cedrillas	1951 - 1960	6
44074	Cedrillas	1961 - 1970	11
44074	Cedrillas	1971 - 1980	56
44074	Cedrillas	1981 - 1990	32
44074	Cedrillas	1991	4
44074	Cedrillas	1992	3
44074	Cedrillas	1994	1
44074	Cedrillas	1995	1
44074	Cedrillas	1996	6
44074	Cedrillas	1997	2
44074	Cedrillas	1998	3
44074	Cedrillas	1999	2
44074	Cedrillas	2000	2
44074	Cedrillas	2001	6
44075	Celadas	1900 - 1920	21
44075	Celadas	1921 - 1940	43
44075	Celadas	1941 - 1950	40
44075	Celadas	1951 - 1960	29
44075	Celadas	1961 - 1970	21
44075	Celadas	1971 - 1980	27
44075	Celadas	1981 - 1990	13
44075	Celadas	1994	2
44075	Celadas	1996	1
44075	Celadas	1997	1
44075	Celadas	1998	1
44075	Celadas	2001	1
44076	Cella	 Antes de 1900	153
44076	Cella	1900 - 1920	79
44076	Cella	1921 - 1940	135
44076	Cella	1941 - 1950	137
44076	Cella	1951 - 1960	191
44076	Cella	1961 - 1970	122
44076	Cella	1971 - 1980	139
44076	Cella	1981 - 1990	71
44076	Cella	1991	11
44076	Cella	1992	8
44076	Cella	1993	5
44076	Cella	1994	9
44076	Cella	1995	8
44076	Cella	1996	7
44076	Cella	1997	11
44076	Cella	1998	10
44076	Cella	1999	10
44076	Cella	2000	9
44076	Cella	2001	15
44077	Cerollera (La)	 Antes de 1900	76
44077	Cerollera (La)	1981 - 1990	2
44080	Codoñera (La)	 Antes de 1900	205
44080	Codoñera (La)	1900 - 1920	1
44080	Codoñera (La)	1921 - 1940	1
44080	Codoñera (La)	1951 - 1960	4
44080	Codoñera (La)	1961 - 1970	16
44080	Codoñera (La)	1971 - 1980	20
44080	Codoñera (La)	1981 - 1990	18
44080	Codoñera (La)	1991	2
44080	Codoñera (La)	1996	1
44080	Codoñera (La)	1997	2
44080	Codoñera (La)	1998	2
44080	Codoñera (La)	1999	3
44080	Codoñera (La)	2000	1
44080	Codoñera (La)	2001	2
44082	Corbalán	 Antes de 1900	3
44082	Corbalán	1900 - 1920	7
44082	Corbalán	1921 - 1940	6
44082	Corbalán	1941 - 1950	2
44082	Corbalán	1951 - 1960	9
44082	Corbalán	1961 - 1970	7
44082	Corbalán	1971 - 1980	16
44082	Corbalán	1981 - 1990	17
44082	Corbalán	1991	2
44082	Corbalán	1993	1
44082	Corbalán	1994	3
44082	Corbalán	1995	1
44082	Corbalán	1996	6
44082	Corbalán	1997	3
44082	Corbalán	1998	3
44082	Corbalán	1999	1
44082	Corbalán	2000	4
44082	Corbalán	2001	5
44084	Cortes de Aragón	 Antes de 1900	72
44084	Cortes de Aragón	1900 - 1920	39
44084	Cortes de Aragón	1921 - 1940	2
44084	Cortes de Aragón	1941 - 1950	5
44084	Cortes de Aragón	1951 - 1960	2
44084	Cortes de Aragón	1961 - 1970	1
44084	Cortes de Aragón	1971 - 1980	3
44084	Cortes de Aragón	1981 - 1990	4
44084	Cortes de Aragón	1993	2
44084	Cortes de Aragón	1996	1
44085	Cosa	 Antes de 1900	76
44085	Cosa	1900 - 1920	1
44085	Cosa	1921 - 1940	6
44085	Cosa	1941 - 1950	3
44085	Cosa	1951 - 1960	1
44085	Cosa	1961 - 1970	2
44085	Cosa	1971 - 1980	2
44085	Cosa	1981 - 1990	3
44085	Cosa	1991	1
44085	Cosa	1996	1
44085	Cosa	1997	1
44086	Cretas	 Antes de 1900	169
44086	Cretas	1900 - 1920	8
44086	Cretas	1921 - 1940	12
44086	Cretas	1941 - 1950	11
44086	Cretas	1951 - 1960	13
44086	Cretas	1961 - 1970	17
44086	Cretas	1971 - 1980	41
44086	Cretas	1981 - 1990	26
44086	Cretas	1991	3
44086	Cretas	1992	5
44086	Cretas	1993	3
44086	Cretas	1995	3
44086	Cretas	1996	3
44086	Cretas	1997	3
44086	Cretas	1998	2
44086	Cretas	1999	4
44086	Cretas	2000	6
44086	Cretas	2001	2
44087	Crivillén	 Antes de 1900	28
44087	Crivillén	1900 - 1920	83
44087	Crivillén	1921 - 1940	15
44087	Crivillén	1941 - 1950	14
44087	Crivillén	1951 - 1960	13
44087	Crivillén	1961 - 1970	6
44087	Crivillén	1971 - 1980	8
44087	Crivillén	1981 - 1990	7
44087	Crivillén	1993	1
44088	Cuba (La)	 Antes de 1900	8
44088	Cuba (La)	1921 - 1940	4
44088	Cuba (La)	1941 - 1950	3
44088	Cuba (La)	1951 - 1960	7
44088	Cuba (La)	1961 - 1970	12
44088	Cuba (La)	1971 - 1980	4
44088	Cuba (La)	1981 - 1990	24
44088	Cuba (La)	1992	1
44088	Cuba (La)	1993	2
44088	Cuba (La)	1994	2
44088	Cuba (La)	1996	2
44088	Cuba (La)	1998	2
44088	Cuba (La)	1999	3
44089	Cubla	 Antes de 1900	2
44089	Cubla	1900 - 1920	1
44089	Cubla	1921 - 1940	23
44089	Cubla	1941 - 1950	61
44089	Cubla	1951 - 1960	2
44089	Cubla	1961 - 1970	7
44089	Cubla	1971 - 1980	4
44089	Cubla	1981 - 1990	4
44089	Cubla	1996	1
44089	Cubla	1997	1
44089	Cubla	1999	1
44090	Cucalón	 Antes de 1900	102
44090	Cucalón	1900 - 1920	13
44090	Cucalón	1921 - 1940	7
44090	Cucalón	1941 - 1950	6
44090	Cucalón	1951 - 1960	3
44090	Cucalón	1961 - 1970	5
44090	Cucalón	1971 - 1980	2
44090	Cucalón	1981 - 1990	2
44090	Cucalón	1995	1
44090	Cucalón	2000	2
44092	Cuervo (El)	 Antes de 1900	66
44092	Cuervo (El)	1900 - 1920	18
44092	Cuervo (El)	1921 - 1940	22
44092	Cuervo (El)	1941 - 1950	21
44092	Cuervo (El)	1961 - 1970	1
44092	Cuervo (El)	1971 - 1980	1
44092	Cuervo (El)	1981 - 1990	3
44092	Cuervo (El)	1995	1
44092	Cuervo (El)	2000	1
44092	Cuervo (El)	2001	1
44093	Cuevas de Almudén	 Antes de 1900	13
44093	Cuevas de Almudén	1900 - 1920	2
44093	Cuevas de Almudén	1941 - 1950	6
44093	Cuevas de Almudén	1951 - 1960	2
44093	Cuevas de Almudén	1961 - 1970	8
44093	Cuevas de Almudén	1971 - 1980	12
44093	Cuevas de Almudén	1981 - 1990	8
44093	Cuevas de Almudén	1993	1
44093	Cuevas de Almudén	1994	1
44093	Cuevas de Almudén	1996	2
44093	Cuevas de Almudén	1997	1
44093	Cuevas de Almudén	2000	1
44093	Cuevas de Almudén	2001	1
44094	Cuevas Labradas	 Antes de 1900	8
44094	Cuevas Labradas	1900 - 1920	5
44094	Cuevas Labradas	1921 - 1940	7
44094	Cuevas Labradas	1941 - 1950	10
44094	Cuevas Labradas	1951 - 1960	6
44094	Cuevas Labradas	1961 - 1970	7
44094	Cuevas Labradas	1971 - 1980	19
44094	Cuevas Labradas	1981 - 1990	16
44094	Cuevas Labradas	1991	1
44094	Cuevas Labradas	1994	1
44094	Cuevas Labradas	1996	4
44094	Cuevas Labradas	1997	5
44094	Cuevas Labradas	1998	1
44094	Cuevas Labradas	1999	1
44094	Cuevas Labradas	2000	4
44094	Cuevas Labradas	2001	4
44096	Ejulve	 Antes de 1900	75
44096	Ejulve	1900 - 1920	39
44096	Ejulve	1921 - 1940	18
44096	Ejulve	1941 - 1950	23
44096	Ejulve	1951 - 1960	24
44096	Ejulve	1961 - 1970	30
44096	Ejulve	1971 - 1980	18
44096	Ejulve	1981 - 1990	11
44096	Ejulve	1992	2
44096	Ejulve	1993	1
44096	Ejulve	1994	1
44096	Ejulve	1996	1
44096	Ejulve	1997	1
44096	Ejulve	2000	1
44096	Ejulve	2001	2
44097	Escorihuela	 Antes de 1900	4
44097	Escorihuela	1900 - 1920	4
44097	Escorihuela	1921 - 1940	19
44097	Escorihuela	1941 - 1950	14
44097	Escorihuela	1951 - 1960	17
44097	Escorihuela	1961 - 1970	21
44097	Escorihuela	1971 - 1980	30
44097	Escorihuela	1981 - 1990	32
44097	Escorihuela	1992	1
44097	Escorihuela	1993	3
44097	Escorihuela	1994	5
44097	Escorihuela	1995	4
44097	Escorihuela	1996	4
44097	Escorihuela	1997	7
44097	Escorihuela	1998	3
44097	Escorihuela	1999	2
44097	Escorihuela	2000	9
44097	Escorihuela	2001	7
44099	Escucha	 Antes de 1900	74
44099	Escucha	1900 - 1920	6
44099	Escucha	1921 - 1940	26
44099	Escucha	1941 - 1950	81
44099	Escucha	1951 - 1960	71
44099	Escucha	1961 - 1970	16
44099	Escucha	1971 - 1980	28
44099	Escucha	1981 - 1990	25
44099	Escucha	1996	1
44099	Escucha	1998	1
44099	Escucha	1999	2
44099	Escucha	2001	2
44100	Estercuel	 Antes de 1900	57
44100	Estercuel	1900 - 1920	12
44100	Estercuel	1921 - 1940	24
44100	Estercuel	1941 - 1950	38
44100	Estercuel	1951 - 1960	44
44100	Estercuel	1961 - 1970	12
44100	Estercuel	1971 - 1980	15
44100	Estercuel	1981 - 1990	18
44100	Estercuel	1991	1
44100	Estercuel	1993	1
44100	Estercuel	1994	1
44100	Estercuel	1996	1
44100	Estercuel	1997	1
44100	Estercuel	1998	1
44100	Estercuel	2001	1
44101	Ferreruela de Huerva	 Antes de 1900	25
44101	Ferreruela de Huerva	1900 - 1920	14
44101	Ferreruela de Huerva	1921 - 1940	13
44101	Ferreruela de Huerva	1941 - 1950	11
44101	Ferreruela de Huerva	1951 - 1960	5
44101	Ferreruela de Huerva	1961 - 1970	1
44101	Ferreruela de Huerva	1971 - 1980	1
44101	Ferreruela de Huerva	1981 - 1990	1
44101	Ferreruela de Huerva	2000	1
44102	Fonfría	 Antes de 1900	36
44102	Fonfría	1900 - 1920	3
44102	Fonfría	1941 - 1950	1
44102	Fonfría	1971 - 1980	2
44102	Fonfría	1981 - 1990	2
44103	Formiche Alto	 Antes de 1900	75
44103	Formiche Alto	1900 - 1920	43
44103	Formiche Alto	1921 - 1940	18
44103	Formiche Alto	1941 - 1950	2
44103	Formiche Alto	1951 - 1960	7
44103	Formiche Alto	1961 - 1970	3
44103	Formiche Alto	1971 - 1980	27
44103	Formiche Alto	1981 - 1990	14
44103	Formiche Alto	1991	1
44103	Formiche Alto	1993	1
44103	Formiche Alto	1995	1
44103	Formiche Alto	1996	2
44103	Formiche Alto	1997	1
44103	Formiche Alto	2000	1
44105	Fórnoles	 Antes de 1900	23
44105	Fórnoles	1900 - 1920	5
44105	Fórnoles	1921 - 1940	19
44105	Fórnoles	1941 - 1950	5
44105	Fórnoles	1951 - 1960	6
44105	Fórnoles	1961 - 1970	27
44105	Fórnoles	1971 - 1980	23
44105	Fórnoles	1981 - 1990	38
44105	Fórnoles	1992	1
44105	Fórnoles	1995	1
44105	Fórnoles	1997	1
44105	Fórnoles	1998	1
44105	Fórnoles	2000	2
44106	Fortanete	 Antes de 1900	225
44106	Fortanete	1900 - 1920	1
44106	Fortanete	1921 - 1940	1
44106	Fortanete	1981 - 1990	1
44106	Fortanete	1994	1
44106	Fortanete	1997	1
44107	Foz-Calanda	 Antes de 1900	72
44107	Foz-Calanda	1900 - 1920	24
44107	Foz-Calanda	1921 - 1940	10
44107	Foz-Calanda	1941 - 1950	13
44107	Foz-Calanda	1951 - 1960	16
44107	Foz-Calanda	1961 - 1970	15
44107	Foz-Calanda	1971 - 1980	15
44107	Foz-Calanda	1981 - 1990	13
44107	Foz-Calanda	1991	1
44107	Foz-Calanda	1992	1
44107	Foz-Calanda	1994	1
44107	Foz-Calanda	1995	1
44107	Foz-Calanda	1996	5
44107	Foz-Calanda	1998	1
44108	Fresneda (La)	 Antes de 1900	266
44108	Fresneda (La)	1900 - 1920	1
